Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584)
6.380154794048388e-06,0.4250711388869886,3.76,0.0,0.00020658889062875999,0.5807953059450637,0.3429498320494041,0.0407988454530052,0.0012236295516982899,0.03755498220133998,0.30536635970777526,1.1522203830501932e-09,0.4884455178404246,1.3500136674503583e-05,0.00023747252263703396,0.3686696228946536,0.0012987080305498118,5.4603278351603396e-05,2.731912967079737e-05,0.004642546260271502,0.19453929440189538,3.863779515247946e-05,0.000121173083806286,0.005775918140999236,0.08104881628217898,0.0005047772131886456,0.0005716275338394211,0.001528963990662079,3.1902905817899132e-09,0.035713130996321306,2.545871810564902e-09,0.0001809759195506993,0.0004680296292759858,0.0001260542545669045,4.925075337741583e-07,1.3961360332870107e-08,0.024291817047765864,0.010625866250267476,0.012224448634955016,0.018002704529955633,2.470846772410288e-07,3.2788618984961456e-10,0.028635883492368813,0.006298593932100831,5.8833668442392425e-05,1.3854282889722257e-06,4.2216436900894164e-06,0.0123599859794531,7.934981667297656e-06,2.746117849303258e-10,6.470267707865423e-09,0.03370525919685838,0.0001271697436145689,1.8385490987433982e-05,0.034085595744079177,1.0653840954590832e-06,6.994636501520033e-13,1.0442862532655116e-05,1.3607113625954273e-05,3.3107363614889747e-06,0.0007438692402423709,8.882794495740466e-08,1.9985684624072987e-07,0.001090091132944251,7.82637388524817e-06,0.0014551403981633002,0.0005397365067534346,0.008313502650983667,2.573747017281479e-05,2.1539481707041888e-11,1.4385327209246119e-11,5.688259881297391e-07,2.3979344464498513e-06,0.000923974435613918,8.850434767076581e-07,4.463029695943433e-08,0.0004767641153274734,6.624764023911628e-08,4.0538223571470865e-08,5.434569720470783e-06,5.429483983668557e-07,7.5225990506469955e-06,4.124730900155997e-09,9.493435982560717e-07,2.137529782583203e-05,0.0018646829671911007
6.440123725306256e-06,0.42518393882650135,3.76,0.0,0.00019812840983080726,0.5790716778667704,0.3442461671287623,0.04102959444425397,0.001221927101804951,0.037304398321422655,0.3063151203219429,1.1444884616031679e-09,0.48843752479338237,1.3452394635931288e-05,0.00023600852609474327,0.3708080191579186,0.001290467332880036,5.405330012250969e-05,2.71361537054779e-05,0.004640891612082168,0.19337346000607783,3.838093511101902e-05,0.00012040797477371163,0.005747378551443715,0.08124181386738658,0.0005021459678061508,0.0005689227051677665,0.0015167614141302036,3.1586418146123737e-09,0.035480345510733174,2.517388842216498e-09,0.0001794174782283977,0.000465632029557432,0.00012498159453960174,4.86687718870586e-07,1.3797803455002985e-08,0.02425352314220271,0.010572914153083368,0.01221262247064572,0.01800087953044729,2.4549605787618873e-07,3.252411034965263e-10,0.028658433277823907,0.006302166797735049,5.872699411932848e-05,1.3756623260829048e-06,4.2239593176133775e-06,0.012441239294204817,7.981821386427613e-06,2.728266083963515e-10,6.396317299397763e-09,0.03388895579052932,0.00012771998105718475,1.8452566133081938e-05,0.034228992384850665,1.0698796796005938e-06,6.9126965291058e-13,1.0443621285505598e-05,1.3550123594326785e-05,3.3072186540210437e-06,0.0007415773693014234,8.818673561688494e-08,1.985054109336694e-07,0.001089870664998619,7.806212299975288e-06,0.0014532372565010693,0.0005393136441485406,0.008321474439276132,2.5689609840537614e-05,2.1429796690324775e-11,1.4312148767054693e-11,5.658877068898231e-07,2.394152468716259e-06,0.0009300915794684052,8.832775516774566e-07,4.49403035346925e-08,0.00048112682963267296,6.618603059517286e-08,4.0747574699480806e-08,5.465218414255698e-06,5.40668481707896e-07,7.465670854823882e-06,4.122345758291956e-09,9.506359880548641e-07,2.157522460740103e-05,0.0018802503942792986
6.500092656564123e-06,0.42529596669395064,3.76,0.0,0.00019010029668213926,0.5773577921364669,0.3455366042225802,0.041257617590322884,0.0012202696562006335,0.03705614003562195,0.3072592867060487,1.1368404914702886e-09,0.48842780976267186,1.3405112489606962e-05,0.0002345667430612102,0.372932152909576,0.0012823315759315273,5.351302058468503e-05,2.695584849213666e-05,0.004639395405473404,0.1922171734803922,3.812773753550484e-05,0.00011965411061340364,0.005719155047455554,0.0814329041205534,0.0004995525910288096,0.0005662529034303684,0.0015047299288098496,3.1275057571235177e-09,0.03524849548919615,2.4893711532382396e-09,0.0001778844455596561,0.00046326580734026867,0.00012392470312080876,4.809732825248564e-07,1.3637028720451176e-08,0.024215474711209033,0.010520381003164412,0.01220107892048024,0.017998287151480705,2.439142050759343e-07,3.226350946925663e-10,0.028679053638898815,0.006305603657078752,5.862144561739269e-05,1.3660498897938172e-06,4.226195970392973e-06,0.012521584224138993,8.028310579045709e-06,2.7106682718144784e-10,6.323614262875828e-09,0.03407187279046383,0.00012826484122755417,1.8519076354854548e-05,0.03437162986868772,1.0743514063543441e-06,6.83215031018976e-13,1.0444493457705758e-05,1.349391433020106e-05,3.3038070060914523e-06,0.000739302018813177,8.755343467177556e-08,1.9716761697212668e-07,0.0010896164361087028,7.786487694639254e-06,0.0014513635174194938,0.0005388822405259281,0.008329385934508987,2.5643038660614032e-05,2.1321883651661574e-11,1.424015061301072e-11,5.62996834292469e-07,2.390449347583752e-06,0.000936153837106083,8.815700026465858e-07,4.5248070072552546e-08,0.00048546448350239373,6.612493231610316e-08,4.095609711991513e-08,5.495802577743671e-06,5.384154918501407e-07,7.409640192137996e-06,4.1199573244506055e-09,9.518883176900724e-07,2.1773253144536572e-05,0.0018957124786935227
6.560061587821991e-06,0.4254072327330545,3.76,0.0,0.0001824815219792006,0.5756535130437511,0.3468212193356338,0.04148294325384895,0.0012186554254589122,0.03681017693810913,0.30819892167767254,1.1292748273810248e-09,0.4884164168483852,1.3358279472848831e-05,0.00023314657831193954,0.3750421900606306,0.0012742986472257362,5.298218225211726e-05,2.6778126454629767e-05,0.004638050815839294,0.1910703069665434,3.787808516105045e-05,0.000118911166567168,0.005691242788427702,0.08162211649696745,0.0004969959089089812,0.0005636169962205771,0.0014928649743775613,3.09686708658747e-09,0.035017602790741724,2.461806527832817e-09,0.000176375976106737,0.0004609299777427657,0.00012288313505998637,4.75360993053416e-07,1.3478959329176912e-08,0.024177653691497564,0.010468267701655492,0.012189803808563202,0.017994948977997725,2.423392453635923e-07,3.200670925945197e-10,0.028697790792953783,0.006308906908481262,5.851697240061485e-05,1.356586405841344e-06,4.228354757434363e-06,0.0126010259380111,8.074446829818366e-06,2.693317156785019e-10,6.252124577440415e-09,0.03425402329928529,0.0001288043250257673,1.858501689897145e-05,0.03451351771844472,1.078799577937267e-06,6.752959370224932e-13,1.044547079509724e-05,1.343846364623501e-05,3.3004964311330742e-06,0.0007370427591807717,8.69278219520195e-08,1.9584313524112598e-07,0.0010893304498723283,7.767181200775884e-06,0.0014495181384992465,0.0005384425631393162,0.008337238372297969,2.5597708649281985e-05,2.121568350865507e-11,1.4169293443665466e-11,5.601518030636806e-07,2.386822016815893e-06,0.0009421619996360034,8.799184811269638e-07,4.5553618272832485e-08,0.0004897773731060876,6.606430521883983e-08,4.1163786237542974e-08,5.52632104096754e-06,5.36188491884335e-07,7.354479757418818e-06,4.117563430549172e-09,9.531013654151676e-07,2.1969387813779685e-05,0.001911069643643583
6.620030519079859e-06,0.42551774690817634,3.76,0.0,0.00017525033572576067,0.5739587090102095,0.348100085933781,0.041705599150497714,0.0012170827133665817,0.03656647930467803,0.3091340862856523,1.1217898878315204e-09,0.48840338850894927,1.3311885355486666e-05,0.00023174745921505994,0.3771382926464331,0.0012663664965434954,5.246053769216487e-05,2.6602904413137647e-05,0.004636851371025874,0.18993273570713615,3.763186652219945e-05,0.0001181788331507691,0.00566363692410264,0.0818094796271446,0.0004944748035673103,0.0005610139073490303,0.0014811621940279695,3.0667112088951992e-09,0.034787688157412705,2.434683263349027e-09,0.00017489127078157806,0.00045862360398681934,0.00012185646555993016,4.6984777823700403e-07,1.3323521819798519e-08,0.02414004293737914,0.010416574685317086,0.012178783729591134,0.017990885871689337,2.40771298922482e-07,3.175360743347593e-10,0.028714689582522646,0.0063120787866476034,5.84135268616828e-05,1.3472675078541533e-06,4.230436756359462e-06,0.012679569653234775,8.120227954418242e-06,2.676205841302878e-10,6.181815661940729e-09,0.03443541998164582,0.00012933843633022347,1.865038361356588e-05,0.03465466505328142,1.0832244837044807e-06,6.675086911862534e-13,1.0446545505382293e-05,1.338375030651362e-05,3.297282177441628e-06,0.0007347991895684083,8.630968786744712e-08,1.9453165451532706e-07,0.0010890145830566064,7.748275015082059e-06,0.0014477001056217322,0.0005379948707785239,0.008345032935251379,2.5553574361067185e-05,2.1111140155934865e-11,1.409953994574681e-11,5.573511250930618e-07,2.3832675678580506e-06,0.0009481168238485738,8.783207688262463e-07,4.585696887354476e-08,0.0004940657786092491,6.600411076984055e-08,4.1370637536668985e-08,5.55677263043224e-06,5.339865936502991e-07,7.300163574017753e-06,4.115162022068707e-09,9.542758895691454e-07,2.2163633316215654e-05,0.001926322306235825
6.679999450337726e-06,0.42562751891703676,3.76,0.0,0.00016838619180767987,0.5722732523934743,0.34937327507351124,0.04192561238515824,0.0012155499109061,0.036325018065156305,0.31006483988447997,1.1143841509924773e-09,0.48838876564171807,1.3265920404340856e-05,0.00023036883457088294,0.37922061899179516,0.0012585331325878832,5.19478489028866e-05,2.643010330814005e-05,0.00463579092923523,0.18880433792108242,3.738897561063266e-05,0.00011745681521100641,0.0056363326047845184,0.08199502135399153,0.00049198820970648,0.0005584426132638981,0.001469617421416539,3.0370241583732698e-09,0.03455877126204801,2.407990144546372e-09,0.00017342957336169515,0.00045634579436221255,0.00012084428900180252,4.644307141347715e-07,1.317064589436048e-08,0.02410262617992066,0.010365301960574317,0.01216800600332582,0.01798611799793107,2.392104798364209e-07,3.1504106231351695e-10,0.028729793530305005,0.006315121379224395,5.831106412190755e-05,1.3380890245900552e-06,4.232443013543938e-06,0.012757220632036487,8.165651980029859e-06,2.659327763063358e-10,6.112656299601589e-09,0.03461607508616693,0.00012986718175125482,1.8715172903967534e-05,0.034795080610498096,1.0876264008466105e-06,6.598497723419511e-13,1.0447710221524785e-05,1.3329753973277281e-05,3.2941597154599912e-06,0.0007325709357261,8.569883271443454e-08,1.9323288069906088e-07,0.0010886705937384708,7.729752332823604e-06,0.0014459084321115127,0.0005375394140009113,0.008352770756443613,2.5510592700601226e-05,2.10082002808318e-11,1.4030854679913423e-11,5.545933865452711e-07,2.3797832389704304e-06,0.0009540190344092388,8.767747693427564e-07,4.6158141695554284e-08,0.0004983299650476745,6.5944312030484e-08,4.1576646555013933e-08,5.587156170440848e-06,5.318089548140373e-07,7.246666907139738e-06,4.1127511542838164e-09,9.554126290922577e-07,2.2355994663654686e-05,0.0019414708779130633
6.739968381595594e-06,0.4257365582028611,3.76,0.0,0.00016186967747077973,0.5705970193032441,0.35064085552312946,0.04214300948566059,0.001214055490702835,0.03608576477754434,0.3109912402043522,1.1070561487195551e-09,0.4883725876585911,1.3220375350462418e-05,0.00022901017352973543,0.38128932386604075,0.0012507966199705929,5.1443886747348397e-05,2.6259647848067558e-05,0.004634863658832199,0.18768499468643937,3.714931142140814e-05,0.00011674483104620615,0.005609324990503954,0.08217876876773263,0.000489535111380797,0.0005559021397406992,0.0014582266686903804,3.0077926435965563e-09,0.03433087075326882,2.3817163941072456e-09,0.00017199016733469014,0.00045409569941550447,0.00011984621776914467,4.591070149142745e-07,1.30202641424709e-08,0.02406538798768189,0.010314449135463971,0.012157458631978212,0.017980664851663594,2.3765689627330803e-07,3.125811191528019e-10,0.028743144891385908,0.006318036641691277,5.82095418445124e-05,1.3290469673169903e-06,4.234374557275969e-06,0.012833984177865475,8.210717139064527e-06,2.642676656980689e-10,6.0446165496921704e-09,0.03479600046597266,0.00013039057040779392,1.8779381691819055e-05,0.034934772766011646,1.0920055950438782e-06,6.523158032122955e-13,1.0448957975744184e-05,1.3276455156264793e-05,3.291124723716713e-06,0.0007303576479972856,8.509506605555959e-08,1.9194653461066387e-07,0.0010883001289085626,7.711597277300592e-06,0.0014441421579238862,0.0005370764353629594,0.008360452922606783,2.5468722779383044e-05,2.090681317745829e-11,1.3963203902954924e-11,5.518772402263237e-07,2.376366408005888e-06,0.0009598693258939717,8.752784996394639e-07,4.645715584232087e-08,0.000502570183163918,6.588487360280063e-08,4.178180911576316e-08,5.617470484757022e-06,5.29654776078806e-07,7.193966184300024e-06,4.110328988315616e-09,9.56512304115536e-07,2.2546477165268236e-05,0.0019565157648618837
6.799937312853462e-06,0.4258448739652325,3.76,0.0,0.0001556824472596673,0.5689298894283826,0.35190289387623663,0.04235781643419689,0.0012125980019052358,0.03584869160372393,0.31191334341721433,1.0998044664196144e-09,0.48835489255706754,1.3175241358973176e-05,0.000227670964580655,0.3833445586287939,0.001243155076478556,5.094843043870631e-05,2.6091466374808318e-05,0.00463406401920666,0.1865745898294617,3.6912777739682594e-05,0.00011604261159285919,0.0055826092592190365,0.08236074823876015,0.0004871145390088815,0.0005533915588264349,0.0014469861155037473,2.979003995426845e-09,0.03410400429787806,2.355851660395407e-09,0.0001705723730349507,0.0004518725093519472,0.00011886188116290683,4.538740235860554e-07,1.2872311927740977e-08,0.024028313729005876,0.010264015449611585,0.012147130260319368,0.017974545282260727,2.3611065075549795e-07,3.101553474408765e-10,0.02875478470284865,0.006320826410727051,5.8108920077043e-05,1.3201375197239772e-06,4.236232393325603e-06,0.012909865632075846,8.255421859083581e-06,2.626246553313257e-10,5.9776676738392995e-09,0.034975207597906045,0.0001309086137240947,1.8843007377569027e-05,0.03507374955357541,1.0963623210800573e-06,6.449035460684148e-13,1.0450282180626914e-05,1.3223835165631095e-05,3.2881730774633226e-06,0.0007281589994918917,8.449820626989179e-08,1.9067235145511234e-07,0.001087904731575543,7.693794839079077e-06,0.001442400348872507,0.0005366061696508831,0.008368080477066546,2.5427925812196192e-05,2.0806930577264733e-11,1.3896555500933967e-11,5.492014039734778e-07,2.3730145835780217e-06,0.0009656683646802543,8.738300823394013e-07,4.675402963740565e-08,0.0005067866702072564,6.582576156798746e-08,4.198612113809238e-08,5.647714398229653e-06,5.275232986393115e-07,7.142038922099981e-06,4.107893786273409e-09,9.575756165537133e-07,2.2735086414669174e-05,0.0019714573683897885
6.859906244111329e-06,0.42595247517056495,3.76,0.0,0.00014980716110427126,0.5672717458742067,0.3531594546581072,0.04257005869661511,0.0012111760654745264,0.03561377128659644,0.3128312041990979,1.0926277403587117e-09,0.48833571698707906,1.3130510001451953e-05,0.00022635071461467315,0.3853864713672336,0.0012356066705804822,5.046126707036854e-05,2.592549066628082e-05,0.004633386743216111,0.1854730098199127,3.6679282903421344e-05,0.00011534989968211668,0.00555618061413163,0.08254098544856708,0.00048472556662621733,0.000550909986031524,0.00143589209891149,2.950646028542843e-09,0.03387818862085494,2.330386005295712e-09,0.0001691755450402454,0.0004496754516514621,0.00011789092439757355,4.487292035424072e-07,1.272672728453069e-08,0.023991389535834885,0.010213999802359165,0.012137010138352911,0.017967777517424434,2.3457184037753076e-07,3.0776288830017365e-10,0.028764752830933174,0.006323492416202628,5.800916110182309e-05,1.311357028213329e-06,4.238017501430504e-06,0.012984870370841154,8.299764744414538e-06,2.610031763815828e-10,5.911782080851149e-09,0.0351537076006094,0.0001314213252428488,1.8906047806194335e-05,0.035212018682849726,1.1006968234190978e-06,6.376098973121898e-13,1.045167659960926e-05,1.3171876069856125e-05,3.2853008392576266e-06,0.0007259746844117763,8.390807998446134e-08,1.8941008072914253e-07,0.001087485847405139,7.676330826953096e-06,0.001440682095894251,0.000536128844109463,0.008375654422445174,2.538816496256448e-05,2.0708506525532936e-11,1.3830878933248134e-11,5.465646582318105e-07,2.369725395412223e-06,0.0009714167907054174,8.724277398979885e-07,4.7048780613395534e-08,0.0005109796506971894,6.576694343612711e-08,4.2189578536452925e-08,5.677886737993899e-06,5.254138018217919e-07,7.090863658535249e-06,4.105443907756127e-09,9.586032505757795e-07,2.2921828277424352e-05,0.0019862960852769247
6.919875175369197e-06,0.42605937056234466,3.76,0.0,0.00014422742627392748,0.5656224750092683,0.35441060042548944,0.042779761249718884,0.0012097883698149688,0.035380977128577046,0.3137448757890115,1.0855246510461852e-09,0.4883150963138384,1.3086173230241742e-05,0.00022504894804558444,0.38741520702540405,0.0012281496191607478,4.998219118643297e-05,2.576165560729288e-05,0.004632826821341799,0.18438014367244585,3.6448739389502486e-05,0.00011466644934035506,0.005530034290216701,0.08271950541890527,0.0004823673093256463,0.0005484565777173945,0.001424941104056897,2.9227071337697106e-09,0.03365343954319366,2.305309853859298e-09,0.00016779906980068628,0.00044750378884759106,0.00011693300767102152,4.436701308197448e-07,1.2583450651986795e-08,0.023954602269004248,0.010164400779157534,0.0121270880863426,0.01796037918615439,2.3304055693382463e-07,3.0540291587560253e-10,0.028773088015890215,0.006326036291939441,5.791022928554388e-05,1.3027019915021306e-06,4.239730849768579e-06,0.01305900380224289,8.343744572225315e-06,2.5940268401498854e-10,5.846933255503004e-09,0.035331511251534754,0.0001319287204553142,1.8968501235737393e-05,0.035349587556388604,1.1050093367472264e-06,6.304318726815832e-13,1.0453135323201165e-05,1.3120560654771613e-05,3.2825042472185012e-06,0.0007238044165106199,8.332452152946035e-08,1.881594839030396e-07,0.0010870448309257025,7.659191811275436e-06,0.0014389865143495885,0.0005356446786684152,0.008383175723152373,2.5349405185341602e-05,2.0611497242507663e-11,1.3766145057672077e-11,5.439658380400087e-07,2.3664965893534765e-06,0.0009771152190993476,8.710697879111495e-07,4.73414257613135e-08,0.0005151493371509746,6.57083880987416e-08,4.23921775484503e-08,5.707986335072379e-06,5.233256008064901e-07,7.040419890646048e-06,4.102977806423142e-09,9.595958731349593e-07,2.3106708878986437e-05,0.002001032308103308
6.979844106627065e-06,0.42616556867009386,3.76,0.0,0.00013892774292985948,0.56398196632105,0.355656391860336,0.04298694860672003,0.0012084336667215773,0.03515028297131977,0.31465441004465305,1.078493924245463e-09,0.4882930646770483,1.3042223354679793e-05,0.00022376520598558713,0.38943090752618365,0.0012207821854491713,4.951100438814353e-05,2.5599899102629784e-05,0.004632379486372087,0.18329588285281262,3.62210636530346e-05,0.00011399202513762396,0.005504165560023264,0.08289633253927951,0.00048003892087934946,0.000546030528670678,0.0014141297555868534,2.8951762574530904e-09,0.033429772017735705,2.2806139859147467e-09,0.00016644236347535985,0.00044535681646020955,0.00011598780530367119,4.3869448700976935e-07,1.2442424784940134e-08,0.02391793948497707,0.010115216676330896,0.012117354462047435,0.017952367340827332,2.3151688716563137e-07,3.030746376975405e-10,0.028779827914664054,0.00632845958535792,5.781209095052317e-05,1.2941690525182702e-06,4.241373390768655e-06,0.01313227136356283,8.387360287067686e-06,2.5782265782071865e-10,5.783095694747823e-09,0.035508629002845016,0.0001324308166464563,1.9030366308339106e-05,0.035486463285612314,1.1093000864829557e-06,6.233666045714272e-13,1.0454652757768723e-05,1.3069872385089464e-05,3.2797797054281623e-06,0.000721647927675666,8.274737261672833e-08,1.869203339234324e-07,0.0010865829513298944,7.642365072605483e-06,0.0014373127433539566,0.0005351538861651845,0.00839064530768316,2.5311613174686165e-05,2.0515860947702907e-11,1.3702326056212515e-11,5.414038314730162e-07,2.3633260208788736e-06,0.0009827642417027348,8.697546279227795e-07,4.763198145238888e-08,0.0005192959307772183,6.565006577018038e-08,4.25939145454349e-08,5.738012026038245e-06,5.212580445325571e-07,6.990688016951105e-06,4.1004940251529906e-09,9.60554134543513e-07,2.3289734593032853e-05,0.0020156664255528344
7.039813037884932e-06,0.4262710778180135,3.76,0.0,0.00013389345302637005,0.5623501122798595,0.35689688785791845,0.043191644840988495,0.0012071107676510672,0.03492166317655242,0.3155598574951638,1.0715343299860777e-09,0.4882696550467609,1.2998653019467293e-05,0.0002224990454805786,0.39143371188649156,0.0012135026771104606,4.904751497228369e-05,2.544016195237941e-05,0.004632040199130574,0.18222012118901224,3.5996175985304575e-05,0.00011332640159700265,0.0054785697387966705,0.0830714905928955,0.00047773959155063235,0.0005436310698776904,0.001403454809712364,2.868042697734578e-09,0.033207200163094926,2.2562895387036995e-09,0.00016510486995400468,0.0004432338611039169,0.00011505500493877515,4.3380005274687713e-07,1.2303594724469553e-08,0.023881389403984772,0.010066445524310883,0.012107800130049392,0.017943758478416925,2.3000091297221613e-07,3.0077729477161193e-10,0.02878500914152645,0.006330763766126554,5.771471426366307e-05,1.2857549911536752e-06,4.242946053533386e-06,0.01320467851875531,8.43061098244769e-06,2.5626260154636417e-10,5.720244867649494e-09,0.0356850709963762,0.00013292763275151505,1.9091642023671532e-05,0.03562265270585854,1.113569289257074e-06,6.164113406598821e-13,1.045622360339038e-05,1.3019795371205887e-05,3.277123777171376e-06,0.0007195049666248658,8.217648188367856e-08,1.856924158970364e-07,0.0010861013979000921,7.625838567064824e-06,0.001435659945137695,0.0005346566725642947,0.008398064070739703,2.52747572939096e-05,2.042155776819299e-11,1.3639395441335284e-11,5.388775799871912e-07,2.3602116459210285e-06,0.000988364428481989,8.684807437234461e-07,4.792046334701734e-08,0.0005234196221356923,6.559194794123147e-08,4.279478581403299e-08,5.767962653912807e-06,5.19210513786282e-07,6.941649283918988e-06,4.097991192820086e-09,9.614786689040041e-07,2.3470912030201023e-05,0.0020301988226986063
7.0997819691428e-06,0.426375906133752,3.76,0.0,0.00012911069234393597,0.5607268082102562,0.35813214560971895,0.04339387360819705,0.0012058185402466241,0.03469509260799277,0.3164612673911209,1.064644674759349e-09,0.48824489927600406,1.2955455184364383e-05,0.00022125003878412526,0.3934237563261431,0.0012063094444947629,4.859153759826037e-05,2.528238753319466e-05,0.004631804635993405,0.18115275478752585,3.577400012555862e-05,0.000112669362632531,0.005453242189013051,0.08324500278118281,0.00047546854604060417,0.000541257466440854,0.0013929131468552092,2.841296242882183e-09,0.0329857372958997,2.2323279536579036e-09,0.00016378605904523457,0.0004411342787158744,0.00011413430679786602,4.289847017185497e-07,1.216690753259667e-08,0.023844940879516295,0.010018085109432215,0.0120984164329851,0.017934568560897278,2.2849271148299125e-07,2.985101552725208e-10,0.028788667306786343,0.006332950233913015,5.761806911877651e-05,1.2774567156370165e-06,4.2444497596992995e-06,0.013276230756032945,8.47349589822515e-06,2.5472203826829854e-10,5.658357159162527e-09,0.03586084707786075,0.00013341918922523085,1.9152327714409394e-05,0.03575816239056467,1.1178171533647908e-06,6.095634282523173e-13,1.0457842830120218e-05,1.2970314335718481e-05,3.274533175082568e-06,0.0007173752977040516,8.161170439070814e-08,1.8447552461238021e-07,0.001085601285083009,7.609600881809523e-06,0.0014340273044343773,0.0005341532371733671,0.008405432875191417,2.5238807378866364e-05,2.032854968990207e-11,1.3577327913202835e-11,5.36386070956804e-07,2.3571515174797186e-06,0.0009939163288443153,8.672466974129599e-07,4.8206886709654175e-08,0.0005275205917638478,6.553400733944845e-08,4.299478799558558e-08,5.797837069487164e-06,5.171824193437833e-07,6.893285736490476e-06,4.095468021550907e-09,9.623700945718252e-07,2.365024802720729e-05,0.002044629881269431
7.1597509004006676e-06,0.4264800615559146,3.76,0.0,0.00012456634544294885,0.5591119521696684,0.35936222068147755,0.043593658166972006,0.001204555905088368,0.03447054661424988,0.3173586877519679,1.0578238033020927e-09,0.48821882815046097,1.2912623105121468e-05,0.00022001777267398483,0.39540117437080397,0.0011992008790290677,4.814289298106751e-05,2.5126521740295396e-05,0.0046316686767036205,0.18009368195334452,3.555446312777837e-05,0.00011202070101816623,0.0054281783243701415,0.08341689174698094,0.0004732250415706906,0.0005389090156244155,0.0013825017648432427,2.8149272097657686e-09,0.03276539596147063,2.2087209673871236e-09,0.00016248542481502967,0.00043905745288584105,0.00011322542299009823,4.2424639515079214e-07,1.2032312205511538e-08,0.02380858336911551,0.009970132994378614,0.012089195164550464,0.01792481303485927,2.269923552823353e-07,2.962725151402582e-10,0.028790837053678898,0.0063350203253303376,5.752212702526028e-05,1.2692712557379157e-06,4.245885420771887e-06,0.013346933585605182,8.516014420377616e-06,2.532005111830816e-10,5.5974098126812036e-09,0.03603596681026224,0.00013390550792232787,1.9212423023548823e-05,0.03589299866462274,1.1220438791919936e-06,6.028203121578907e-13,1.0459505671309942e-05,1.2921414580958768e-05,3.2720047526900253e-06,0.0007152586997730745,8.105290140359393e-08,1.8326946380903456e-07,0.0010850836572369575,7.59364118774121e-06,0.0014324140278936552,0.0005336437728535683,0.008412752553888745,2.520373464591178e-05,2.0236800374073524e-11,1.3516099247177145e-11,5.339283348348788e-07,2.3541437815813657e-06,0.0009994204728608306,8.660511211912836e-07,4.8491266337365076e-08,0.0005315990107728877,6.547621787341353e-08,4.3193917935067655e-08,5.827634133113985e-06,5.151732002350167e-07,6.8455801723140195e-06,4.092923301893293e-09,9.632290147089972e-07,2.3827749636337276e-05,0.0020589599798972193
7.219719831658535e-06,0.426583551841153,3.76,0.0,0.00012024800333576414,0.5575054448338217,0.3605871670867587,0.04379102139818348,0.0012033218327085445,0.034248001012586266,0.3182521654110615,1.0510705998757475e-09,0.48819147143550157,1.2870150316346166e-05,0.00021880184782375122,0.3973660969495269,0.001192175411711293,4.770140760708673e-05,2.4972512934357756e-05,0.004631628392435709,0.17904280311387308,3.5337495309723436e-05,0.00011138021791689108,0.005403373613247898,0.08358717959646045,0.00047100836612634265,0.0005365850450733143,0.0013722177725875352,2.788926143882503e-09,0.032546187962943625,2.1854606313699585e-09,0.00016120248405944709,0.0004370027933397302,0.00011232807686846504,4.195831767139591e-07,1.1899759723973135e-08,0.023772306906450744,0.009922586537357435,0.012080128544222267,0.017914506850362916,2.2549991263217205e-07,2.940637000967402e-10,0.028791552093532867,0.0063369753201572366,5.742686102228242e-05,1.2611957574903614e-06,4.247253925986322e-06,0.013416792537565272,8.558166061479055e-06,2.5169758479288087e-10,5.537380900540805e-09,0.036210439486175125,0.00013438661198593194,1.927192788358787e-05,0.03602716761698485,1.126249659617135e-06,5.961795380106069e-13,1.0461207609774094e-05,1.2873081963101796e-05,3.2695354998288e-06,0.0007131549651815943,8.049994004707182e-08,1.820740478062526e-07,0.001084549493073989,7.577949215950118e-06,0.0014308193435159796,0.000533128466224932,0.008420023911343135,2.5169511767843983e-05,2.0146275005853302e-11,1.345568631747474e-11,5.315034468485903e-07,2.351186667981205e-06,0.0010048773724095673,8.648927136736977e-07,4.877361635468196e-08,0.0005356550414134677,6.541855458917388e-08,4.339217228929291e-08,5.857352715349204e-06,5.131823221847174e-07,6.79851609892664e-06,4.090355899789355e-09,9.640560176848173e-07,2.4003424115297346e-05,0.0020731894943507886
