Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14)
4.4080677274788035e-05,0.5233782704167124,3.76,0.0,2.1984670760089902e-05,0.5216627887541287,0.3934026513762801,0.05730332659896849,0.000833308803830808,0.012454185059548829,0.3004436218026377,6.281939964697816e-11,0.2875762305450762,1.1262599836741814e-06,0.00012696726376682554,0.5052590174925427,0.0010150787393160988,4.226197946642538e-05,9.445338447095028e-06,0.002129471371632586,0.06900972883073844,1.2123065564416596e-05,2.835182253526621e-05,0.0065027392791973514,0.044377200183119546,0.0003968697136680416,0.0001017345622523122,0.0004070342252755188,1.9665654631804505e-09,0.020937735564987594,8.020888702545177e-10,0.00012765002551609896,7.893835226889051e-05,5.679360197633202e-05,4.383070928591312e-07,9.148473958102601e-09,0.011459983322895256,0.006537303572978158,0.011266346098473125,0.010466686218238066,3.474999658688345e-08,1.2527719332904204e-10,0.017438634367338533,0.003940185950359834,1.922861674559414e-05,1.5577137780945676e-06,7.673476707459866e-06,0.03323755593317361,2.3120564739671543e-05,2.3380164377715585e-11,1.5497967103805262e-09,0.009984801940008125
4.449820677568312e-05,0.523521919333598,3.76,0.0,2.1776816261357134e-05,0.5195136786709289,0.39526578080261054,0.05742595953417991,0.0008380713955996796,0.012273029265680488,0.301437829937006,6.220799681908928e-11,0.2872449035882583,1.122064545429044e-06,0.0001269353790016805,0.5078574734499405,0.0010096595616050405,4.1875612700104446e-05,9.370743004611128e-06,0.0021438523356853787,0.06802349371804965,1.202733004752741e-05,2.8225134364337942e-05,0.006473432890634902,0.044436352998711494,0.0003975943545356124,0.00010124387702999143,0.0004031683749612435,1.9424284548067844e-09,0.020610971485624182,7.909808620376851e-10,0.00012643802784175514,7.849099599578415e-05,5.6216344518609555e-05,4.3272154767786197e-07,9.01570746098804e-09,0.011408867207398869,0.006490248680898709,0.011287907030413625,0.010409456965077255,3.421056384855627e-08,1.243306931992097e-10,0.01730400594103502,0.003951459517992267,1.9310635035179786e-05,1.5521875285167272e-06,7.728885947220648e-06,0.03339909428716473,2.3384245999708636e-05,2.3152243717957492e-11,1.53002801518704e-09,0.01011059351064532
4.49157362765782e-05,0.523664485888689,3.76,0.0,2.1573405235978324e-05,0.5173706877339032,0.397127932274602,0.05754239739949974,0.0008428940986502812,0.012093721618602657,0.30242595245841486,6.160469397480649e-11,0.28691285913784803,1.117920303028253e-06,0.0001269062922864776,0.5104392251398673,0.001004287577097289,4.1494109703343956e-05,9.296630299184646e-06,0.00215842224554137,0.06704757997126895,1.1932213862782711e-05,2.809993070175406e-05,0.006444092971284525,0.044493749829594566,0.00039833991268538657,0.00010075444755652144,0.00039933678691366127,1.918559891405915e-09,0.020287282409598158,7.800194433173299e-10,0.00012523598473283444,7.8045580858033e-05,5.564441147692532e-05,4.272058741053228e-07,8.884753144712886e-09,0.011357420269832214,0.006443349181494357,0.011309228013102529,0.010352683177430017,3.36762158032359e-08,1.2338860755265558e-10,0.017168576545162326,0.0039629158166171055,1.9393009606773926e-05,1.5466723934263314e-06,7.784972802212286e-06,0.03355833301636752,2.3649822925512907e-05,2.292724632609887e-11,1.5105039850509396e-09,0.010237389826129713
4.533326577747328e-05,0.5238059768518503,3.76,0.0,2.1373952453126392e-05,0.5152337259644916,0.3989891575773893,0.05765265731263005,0.0008477779052291291,0.011916247260964954,0.3034080325878037,6.100945199245368e-11,0.28658009325200495,1.1138276956862888e-06,0.00012687994123363968,0.5130043778687803,0.0009989617779141118,4.111735982981424e-05,9.222990307255532e-06,0.0021731837560116027,0.06608188992901112,1.183770423327971e-05,2.79762032932988e-05,0.006414716792152254,0.04454939818526753,0.00039910661512882053,0.00010026622742301688,0.0003955389053135785,1.8949551887463914e-09,0.019966680865709227,7.69202104354205e-10,0.00012404374707786423,7.760205992746847e-05,5.5077719354867484e-05,4.217589487072428e-07,8.75558000070474e-09,0.01130564206537328,0.006396598893730551,0.0113303069105066,0.010296359979558418,3.3146973206650887e-08,1.2245085510490944e-10,0.017032378433262135,0.003974555871205306,1.9475751272517774e-05,1.5411674792577594e-06,7.84174761953049e-06,0.03371529102371937,2.391733486035856e-05,2.2705142900729996e-11,1.4912207733736076e-09,0.010365201445197
4.575079527836836e-05,0.5239463988496799,3.76,0.0,2.1178021011309764e-05,0.513102703896659,0.40084950862764246,0.0577567564794791,0.0008527238392420787,0.011740591538522681,0.30438411252135444,6.042223356369161e-11,0.28624660103312116,1.1097871800135953e-06,0.00012685626762623848,0.5155530356282516,0.0009936811895027231,4.0745256543588324e-05,9.14981331034858e-06,0.0021881396024519256,0.06512632741104449,1.174378876394625e-05,2.785394454281618e-05,0.006385301870628728,0.044603305403177314,0.00039989469878335445,9.977917170986555e-05,0.0003917741876485878,1.8716098897535924e-09,0.01964917833289009,7.585263948789866e-10,0.00012286117032795073,7.716038763886506e-05,5.451618682882319e-05,4.163796744550205e-07,8.628157778809094e-09,0.011253532193118526,0.006349992025191499,0.01135114164420283,0.010240482305404919,3.262285508339629e-08,1.2151735824936626e-10,0.01689544330936175,0.003986380736717294,1.9558871017749583e-05,1.5356719362452815e-06,7.899220983283774e-06,0.03386998716568201,2.4186822037721274e-05,2.2485904789240606e-11,1.4721746185140962e-09,0.010494039142805589
4.616832477926344e-05,0.5240857583707683,3.76,0.0,2.098521771854059e-05,0.5109775325342552,0.4027090375036479,0.05785471219781947,0.0008577329564966461,0.011566739995845728,0.30535423347136065,5.984300317420283e-11,0.28591237663948554,1.105799230073446e-06,0.00012683521715815883,0.5180853011648295,0.0009884448688500822,4.037769719635187e-05,9.077089880824332e-06,0.0022032926014889063,0.06418079768498978,1.1650455424185831e-05,2.773314748535706e-05,0.006355845953773683,0.04465547865240197,0.00040070441046000604,9.929323687662513e-05,0.00038804210414793643,1.848519658074955e-09,0.01933478525923568,7.47989922088326e-10,0.00012168811421530439,7.672051970303145e-05,5.3959734645344215e-05,4.110669795980438e-07,8.502456959661264e-09,0.011201090288274118,0.006303523149777557,0.011371730181952538,0.010185044908251981,3.2103878758329726e-08,1.2058804284145794e-10,0.016757802345356117,0.00399839149553184,1.9642379998146677e-05,1.5301849547617446e-06,7.957403718856621e-06,0.034022440250612095,2.44583255982376e-05,2.2269503966262252e-11,1.4533618409366126e-09,0.010623913915297805
4.6585854280158524e-05,0.524224061770631,3.76,0.0,2.0795188907312664e-05,0.5088581233104141,0.4045677964740056,0.05794654186031856,0.0008628063450074278,0.011394678372168503,0.30631843570457007,5.927172708763223e-11,0.28557741329596503,1.1018643375626326e-06,0.0001268167391881273,0.5206012760450089,0.0009832519027836665,4.0014582817043135e-05,9.004810866105613e-06,0.002218645651938437,0.06324520743439413,1.15576925285619e-05,2.761380576405604e-05,0.006326347002401061,0.04470592493709268,0.0004015360068738088,9.880838066768153e-05,0.00038434213725582273,1.8256802727227212e-09,0.019023511080750243,7.375903485631407e-10,0.00012052444249538994,7.628241302931919e-05,5.340828552570022e-05,4.0581981662443066e-07,8.378448726131838e-09,0.01114831601520556,0.006257187186532477,0.011392070526960502,0.010130042369856884,3.159005988751274e-08,1.1966283795514378e-10,0.016619486197638703,0.004010589255151641,1.972628953798343e-05,1.5247057617400658e-06,8.016306897954494e-06,0.03417266903707013,2.4731887609560353e-05,2.205591300661044e-11,1.4347788399944435e-09,0.010754836985655625
4.7003383781053605e-05,0.5243613152763141,3.76,0.0,2.0607616643636396e-05,0.5067443880487642,0.40642583802509286,0.058032262956994575,0.0008679451253611747,0.0112243925973707,0.3072767585781609,5.870837332950755e-11,0.28524170330373627,1.0979830120336987e-06,0.00012680078650513328,0.5231010607156467,0.0009781014063581018,3.9655817913370535e-05,8.932967375062442e-06,0.0022342017358936215,0.06231946472806576,1.1465488720002951e-05,2.749591360873822e-05,0.006296803175940697,0.044754651099696896,0.00040238975469228123,9.832456202879005e-05,0.0003806737811430415,1.8030876250795182e-09,0.018715364239808498,7.273253903035928e-10,0.00011937002271099106,7.58460256576691e-05,5.286176407769143e-05,4.006371612998987e-07,8.256104935904815e-09,0.011095209061276477,0.006210979379563061,0.011412160707765464,0.010075469109091443,3.108141248868948e-08,1.1874167564887936e-10,0.016480525023025123,0.004022975146166662,1.9810611130027587e-05,1.5192336173278488e-06,8.075941844151376e-06,0.03432069223208724,2.5007551087717645e-05,2.184510506145486e-11,1.4164220908900054e-09,0.010886819808859699
4.742091328194869e-05,0.524497524990695,3.76,0.0,2.0422215293595084e-05,0.5046362389262506,0.40828321488742586,0.058111893077143144,0.0008731504511647297,0.011055868788079886,0.308229240573495,5.815291167910559e-11,0.28490523804909834,1.0941557810740966e-06,0.00012678731510957697,0.5255847545601232,0.0009729925213220602,3.9301310284572824e-05,8.86155076799686e-06,0.002249963919975325,0.061403478990581135,1.1373832957621357e-05,2.7379465816701553e-05,0.006267212818054324,0.044801663823977315,0.00040326593062550654,9.784174102369174e-05,0.0003770365412606716,1.7807377128427054e-09,0.018410352203324744,7.171928151292359e-10,0.00011822472597585688,7.541131669429376e-05,5.2320096715693675e-05,3.955180117749816e-07,8.135398099757066e-09,0.011041769131417875,0.0061648952790116516,0.011431998768709659,0.010021319390114612,3.057794897130066e-08,1.1782449080781648e-10,0.01634094849400998,0.004035550320456853,1.9895356435723017e-05,1.513767811928852e-06,8.136320138756492e-06,0.03446652848940649,2.5285360018472478e-05,2.1637053844826776e-11,1.398288142524395e-09,0.011019874077361283
4.783844278284377e-05,0.5246326968965173,3.76,0.0,2.023872841456936e-05,0.5025335884373968,0.4101399800610576,0.05818544991077361,0.0008784235095714323,0.010889093243887323,0.3091759193277957,5.760531366611623e-11,0.28456800801137894,1.0903831906022955e-06,0.00012677628400851486,0.5280524559505394,0.0009679244146615879,3.8950970844796074e-05,8.790552644139939e-06,0.0022659353567763786,0.06049716097388533,1.1282714501427384e-05,2.7264457736782667e-05,0.006237574442982793,0.044846969637838074,0.00040416482152991293,9.735987875847201e-05,0.00037342993392480337,1.7586266352726962e-09,0.018108481480640495,7.071904409438412e-10,0.000117088426775998,7.497824625026516e-05,5.1783211586932215e-05,3.9046138775899866e-07,8.01630135838143e-09,0.010987995943372929,0.0061189307230420514,0.011451582760938788,0.009967587330103887,3.0079680166040764e-08,1.1691122094770118e-10,0.0162007858133932,0.004048315949617952,1.998053728569151e-05,1.5083076632659975e-06,8.197453627537287e-06,0.03461019640770791,2.5565359381867086e-05,2.143173361334891e-11,1.3803736149835926e-09,0.011154011726678143
4.825597228373885e-05,0.5247668368601618,3.76,0.0,2.0056925941195794e-05,0.5004363493598565,0.4119961868401528,0.05825295124959379,0.0008837655218504449,0.010724052443667628,0.3101168316638881,5.7065552565111856e-11,0.2842300027699645,1.086665805295713e-06,0.00012676765501944863,0.5305042622962033,0.0009628962772200743,3.860471345661675e-05,8.719964830594002e-06,0.0022821192864849863,0.05960042272987904,1.119212289860562e-05,2.7150885255537724e-05,0.006207886722596756,0.044890574915974396,0.00040508672452479674,9.687893732413478e-05,0.0003698534859240032,1.7367505925826113e-09,0.017809757641142475,6.973161340264836e-10,0.00011596100278798597,7.454677539038347e-05,5.125103850184759e-05,3.854663297586675e-07,7.898788458781521e-09,0.010933889223561376,0.0060730818208018225,0.011470910733891752,0.009914266906568723,2.958661535396756e-08,1.1600180601381265e-10,0.016060065728309827,0.004061273223597068,2.0066165681329872e-05,1.5028525135846387e-06,8.259354428049486e-06,0.03475171452882953,2.584759517911299e-05,2.122911914676457e-11,1.3626751969738135e-09,0.011289244941123672
4.867350178463393e-05,0.5248999506351584,3.76,0.0,1.987660163858109e-05,0.4983444347210714,0.4138518888368455,0.05831441498757993,0.0008891777440130945,0.010560733041994591,0.311052013618115,5.6533603397211416e-11,0.28389121101049364,1.0830042089271926e-06,0.00012676139258603137,0.5329402700886596,0.0009579073223903584,3.826245477418658e-05,8.649779375823608e-06,0.002298519038642991,0.05871317758392314,1.1102047975616882e-05,2.7038744784840088e-05,0.0061781484741244685,0.044932485882361387,0.00040603194716235707,9.63988797428815e-05,0.00036630673415964307,1.715105879779217e-09,0.01751418533159601,6.875678077564852e-10,0.00011484233471307454,7.411686609064162e-05,5.072350887017419e-05,3.8053189836737e-07,7.782833737156893e-09,0.010879448703514785,0.006027344936323135,0.011489980727241833,0.009861351964267588,2.9098762295164276e-08,1.1509618827737387e-10,0.015918816543696167,0.0040744233495241065,2.015225379732996e-05,1.4974017272792446e-06,8.322034937049186e-06,0.03489110133599751,2.6132114458721594e-05,2.1029185740221556e-11,1.3451896441201387e-09,0.01142558615967736
4.909103128552901e-05,0.525032043865485,3.76,0.0,1.9697570797799358e-05,0.4962577577658917,0.4157071400044656,0.058369859121157164,0.0008946614675436074,0.010399121865649804,0.3119815004665384,5.6009442938018953e-11,0.28355162053022337,1.0793990047151696e-06,0.00012675746360780698,0.5353605749434958,0.000952956784872986,3.792411409538584e-05,8.579988539868893e-06,0.0023151380340741936,0.05783534010923808,1.1012479826295191e-05,2.6928033251245287e-05,0.006148358648537941,0.04497270861258699,0.0004070008076390317,9.591966990519699e-05,0.00036278922531907267,1.6936888816948105e-09,0.017221768293191705,6.779434211558647e-10,0.0001137323061244285,7.368848119180026e-05,5.020055564388657e-05,3.7565717359606956e-07,7.668412099972897e-09,0.010824674116839588,0.0059817166733211,0.011508790763240288,0.009808836221753289,2.861612725695057e-08,1.1419431217573984e-10,0.015777066135225913,0.0040877675507235145,2.0238813985308188e-05,1.4919546885022266e-06,8.385507838715535e-06,0.03502837525206937,2.641896534548295e-05,2.0831909188229295e-11,1.3279137768418107e-09,0.011563048082007673
4.9508560786424094e-05,0.525163122088651,3.76,0.0,1.951966815105264e-05,0.4941762319250465,0.4175619946602605,0.05841930174901325,0.0009002180201998804,0.010239205910217429,0.31290532674955407,5.549304972093488e-11,0.28321121824256584,1.07585081591504e-06,0.00012675583727806173,0.5377652716391337,0.0009480439195009427,3.758961322255605e-05,8.51058478468888e-06,0.0023319797870281714,0.056966826102103345,1.0923408799768503e-05,2.6818748087151988e-05,0.006118516319573268,0.0450112490360373,0.00040799363498709263,9.544127251926622e-05,0.0003593005155624688,1.672496075418593e-09,0.01693250937834449,6.684409773562818e-10,0.00011263080332624817,7.32615843534984e-05,4.968211326351735e-05,3.7084125425667163e-07,7.555499002975551e-09,0.010769565196663644,0.005936193860851622,0.011527338839421992,0.0097567132775671,2.813871504166382e-08,1.1329612412347348e-10,0.015634841961745097,0.004101307065895412,2.0325858777350196e-05,1.486510798796867e-06,8.449786113807162e-06,0.03516355463779579,2.670819707335976e-05,2.0637265769580457e-11,1.3108444782926993e-09,0.011701643674660147
4.9926090287319175e-05,0.5252931907385571,3.76,0.0,1.93427459859157e-05,0.49209977078435163,0.4194165075077393,0.05846276107157782,0.0009058487668214506,0.01008097233675311,0.3138235262950309,5.498440404814263e-11,0.2828699901808364,1.072360286396134e-06,0.00012675648493033848,0.5401544541527955,0.0009431680001290065,3.72588763314196e-05,8.441560770266344e-06,0.002349047907476541,0.05610755255775112,1.0834825495722504e-05,2.671088722450352e-05,0.006088620673349421,0.04504811293794979,0.0004090107692794117,9.496365308636685e-05,0.0003558401702233755,1.6515240236969367e-09,0.01664641056725035,6.590585226016296e-10,0.0001115377152259075,7.28361400265984e-05,4.916811760557309e-05,3.6608325739678116e-07,7.444070437961676e-09,0.010714121673526358,0.005890773539795987,0.011545622921656184,0.0097049766160947,2.7666529014045352e-08,1.1240157246668212e-10,0.015492171077226712,0.004115043148459217,2.0413400888518222e-05,1.4810694752037438e-06,8.514883048810755e-06,0.03529665779011177,2.699986001754862e-05,2.0445232246691872e-11,1.2939786932880062e-09,0.011841386177418377
5.0343619788214257e-05,0.5254222551481855,3.76,0.0,1.9166672440143877e-05,0.4900282880544895,0.4212707336586872,0.058500255390190936,0.0009115551102112508,0.009924408468526307,0.3147361322400388,5.448348801113522e-11,0.28252792150126493,1.0689280810576056e-06,0.00012675937989634493,0.542528215693848,0.0009383283185806878,3.693182984762294e-05,8.372909347540514e-06,0.002366346103514911,0.055257437646977534,1.0746720755932104e-05,2.6604449089914756e-05,0.0060586709985638665,0.045083305961341816,0.0004100525619311934,9.44867778667472e-05,0.00035240776354247784,1.6307693685010646e-09,0.016363472984158238,6.497941450137408e-10,0.00011045293321762212,7.241211343090778e-05,4.865850593543435e-05,3.61382317756686e-07,7.3341029172850715e-09,0.010658343273676872,0.0058454529501351825,0.01156364093750636,0.009653619613104009,2.7199571128209585e-08,1.1151060736557727e-10,0.015349080142274065,0.004128977066046866,2.050145322284734e-05,1.4756301483419015e-06,8.580812245520432e-06,0.035427702940459424,2.729400572774384e-05,2.025578584927506e-11,1.2773134260918115e-09,0.011982289109844987
5.076114928910934e-05,0.5255503205521156,3.76,0.0,1.8991329960241616e-05,0.48796169754126006,0.42312472865489487,0.05853180310596521,0.0009173384921726355,0.00976950178784023,0.3156431770512454,5.399028550041358e-11,0.28218499648523404,1.0655548864654137e-06,0.000126764497370954,0.5448866487346932,0.0009335241836510481,3.660840233048939e-05,8.304623549641034e-06,0.0023838781839682775,0.05441640069346938,1.0659085653224707e-05,2.6499432598556903e-05,0.006028666677257858,0.04511683360881445,0.00041111937602856787,9.401061381951734e-05,0.0003490028784262005,1.610228837573934e-09,0.016083696913379568,6.406459731440607e-10,0.00010937635107334398,7.198947051246476e-05,4.815321686783045e-05,3.567375872464181e-07,7.225573454006025e-09,0.010602229717746017,0.005800229518971546,0.011581390769838865,0.009602635540989779,2.67378419541735e-08,1.1062318058352625e-10,0.015205595435207081,0.004143110100131096,2.0590028882522365e-05,1.4701922603707065e-06,8.647587631781327e-06,0.0355567082531414,2.759068696632893e-05,2.0068904259113757e-11,1.260845738305198e-09,0.0121243662780182
5.117867879000442e-05,0.5256773920888507,3.76,0.0,1.881661390822275e-05,0.4858999131162645,0.42497854848976047,0.058557422718356414,0.0009232003945841219,0.009616239932915051,0.3165446925441251,5.350478222158262e-11,0.28184119854072043,1.0622414116887961e-06,0.0001267718142871353,0.5472298450393376,0.0009287549201656249,3.6288524363682224e-05,8.236696589157935e-06,0.002401648061258755,0.053584362151689574,1.0571911488060272e-05,2.6395837150419926e-05,0.005998607176117622,0.045148701244238115,0.00041221158656841,9.35351285730189e-05,0.0003456251062007371,1.5898992374578378e-09,0.01580708181511485,6.316121752399168e-10,0.0001083078648414801,7.156817790676112e-05,4.765219032653249e-05,3.521482344806769e-07,7.1184595522210425e-09,0.010545780719762725,0.005755100849265455,0.011598870250665944,0.009552017573733659,2.628134070403742e-08,1.0973924548522557e-10,0.01506174286274473,0.004157443545786101,2.067914117017834e-05,1.4647552634791523e-06,8.715223472713467e-06,0.03568369182371181,2.7889957747851838e-05,1.988456562326207e-11,1.244572749112268e-09,0.012267631781479306
5.15962082908995e-05,0.5258034748029965,3.76,0.0,1.864243130258218e-05,0.48384284868791316,0.426832249629888,0.05857713282347935,0.0009291423404085482,0.009464610694820743,0.3174407099010554,5.3026965733338707e-11,0.2814965102030408,1.0589883889213257e-06,0.00012678130920178138,0.549557895689809,0.0009240198680901199,3.597212845225471e-05,8.16912185334509e-06,0.0024196597543856414,0.05276124358524916,1.048518978294856e-05,2.6293662632553493e-05,0.005968492038263197,0.045178914094330745,0.00041332958073898185,9.306029044242202e-05,0.00034227404637286735,1.5697774435805223e-09,0.015533626341071843,6.226909582299823e-10,0.00010724737275774962,7.114820294136882e-05,4.7155367500324156e-05,3.4761344435852753e-07,7.012739195284484e-09,0.010488995986485337,0.005710064709263432,0.011616077155234474,0.009501758791584956,2.5830065257862777e-08,1.088587569986808e-10,0.01491754797029088,0.0041719787115788365,2.076880359006051e-05,1.4593186183827642e-06,8.783734382076388e-06,0.035808671677406916,2.8191873378491587e-05,1.970274854007484e-11,1.2284916334610713e-09,0.012412100020393198
5.201373779179458e-05,0.5259285736473052,3.76,0.0,1.846869968110717e-05,0.48179041817257684,0.4286858890366181,0.05859095211217921,0.0009351658948415168,0.009314602014474066,0.31833125968828685,5.255682546819374e-11,0.28115091313495305,1.0557965741214363e-06,0.00012679296217930962,0.5518708911105682,0.0009193183816877898,3.56591489257317e-05,8.101892897158444e-06,0.002437917391939106,0.05194696764589913,1.0398912273673758e-05,2.6192909418714694e-05,0.005938320875523971,0.04520747725013843,0.0004144737584028102,9.258606840096624e-05,0.00033894930643594396,1.5498604122094458e-09,0.01526332834977799,6.138805662334317e-10,0.00010619477516422145,7.072951362755922e-05,4.6662690809210516e-05,3.431324176212601e-07,6.9083908251787966e-09,0.010431875217015942,0.005665119022579146,0.011633009196299764,0.00945185218548889,2.538401218911792e-08,1.0798167137165679e-10,0.014773035951864058,0.004186716919573784,2.0859029864617247e-05,1.4538817925294398e-06,8.853135334108154e-06,0.03593166576761522,2.849649049799192e-05,1.9523432029167042e-11,1.2125996183458792e-09,0.012557785702928108
5.2431267292689664e-05,0.5260526934845569,3.76,0.0,1.8295346073936266e-05,0.4797425354658302,0.43053952418750935,0.05859889936783205,0.0009412726667351453,0.009166201979708084,0.3192163718718682,5.2094352742451937e-11,0.2808043881259749,1.0526667479624815e-06,0.00012680675468340193,0.5541689210910293,0.0009146498287238055,3.534952184706856e-05,8.035003441122416e-06,0.002456425215413201,0.05114145805315148,1.0313070906478982e-05,2.6093578362965314e-05,0.005908093361214337,0.045234395668413925,0.00041564453255023265,9.211243198942721e-05,0.0003356505016964206,1.5301451741264744e-09,0.014996184921661554,6.051792800501575e-10,0.00010514997442812739,7.031207859816284e-05,4.61741038819657e-05,3.387043704132509e-07,6.805393335055133e-09,0.010374418102678815,0.00562026185887993,0.011649664018507944,0.009402290661285393,2.49431767897024e-08,1.0710794614989098e-10,0.014628231659707624,0.004201659505437396,2.0949833948426576e-05,1.4484442588850372e-06,8.92344167635988e-06,0.03605269197438594,2.880386712490304e-05,1.9346595556470954e-11,1.196893983740109e-09,0.012704703852882429
5.2848796793584745e-05,0.5261758390893231,3.76,0.0,1.812230607615113e-05,0.47769911441385504,0.43239321309806344,0.05860099346389361,0.0009474643099481368,0.00901939882238278,0.32009607583274025,5.1639540806793604e-11,0.2804569150908799,1.0495997167066725e-06,0.0001268226694968375,0.5564520748062737,0.0009100135897108952,3.5043184926868235e-05,7.968447366159924e-06,0.0024751875829366254,0.05034463957423989,1.0227657831992523e-05,2.5995670802488325e-05,0.005877809223344162,0.04525967417287737,0.0004168423294911341,9.163935131775358e-05,0.00033237725505989494,1.5106288184139007e-09,0.014732192374081125,5.965854164618316e-10,0.00010411287486629507,6.989586707928715e-05,4.568955152045344e-05,3.3432853394534026e-07,6.703726063015509e-09,0.010316624327146333,0.005575491425159414,0.011666039192921711,0.009353067043671157,2.45075530947986e-08,1.0623754023077233e-10,0.014483159613561263,0.004216807818651712,2.104123001764069e-05,1.443005494806858e-06,8.994669144010357e-06,0.036171768102972866,2.9114062706536384e-05,1.9172219044533325e-11,1.1813720636567557e-09,0.012852869817576744
5.3266326294479826e-05,0.5262980151496034,3.76,0.0,1.794952301066605e-05,0.47566006878487777,0.43424701434379115,0.058597253361265034,0.0009537425244475676,0.008874180915519343,0.32097040038100927,5.119238489814871e-11,0.2801084730676385,1.0465963130434493e-06,0.00012684069063242492,0.5587204408360881,0.0009054090571964279,3.47400774424404e-05,7.902218708499253e-06,0.0024942089729476356,0.04955643800432967,1.014266539881756e-05,2.5899188570962865e-05,0.005847468238189757,0.045283317455386426,0.0004180675891997934,9.116679716578366e-05,0.0003291291968203715,1.4913085106332356e-09,0.014471346276189248,5.88097326603232e-10,0.00010308338268663198,6.948084894868653e-05,4.520897965416395e-05,3.30004154201031e-07,6.603368770430553e-09,0.01025849356677973,0.005530806057590887,0.011682132211741459,0.00930417407992297,2.407713390752046e-08,1.0537041366355342e-10,0.014337844009589755,0.0042321632228410795,2.1133232474662387e-05,1.437564980412339e-06,9.066833873715506e-06,0.03628891188241935,2.9427138168373083e-05,1.9000282824804278e-11,1.1660312412157267e-09,0.0130022992759953
5.368385579537491e-05,0.5264192262683285,3.76,0.0,1.7776947173166773e-05,0.47362531224031823,0.4361009870823034,0.058587698105455346,0.0009601090577721095,0.008730536770503053,0.3218393737692201,5.075288224722703e-11,0.2797590402148474,1.0436573972031011e-06,0.00012686080321588247,0.56097410718247,0.0009008356350952142,3.4440140162030097e-05,7.836311661850798e-06,0.0025134939876783158,0.048776780147415766,1.0058086156102268e-05,2.5804133997670533e-05,0.005817070224287175,0.04530533007705791,0.0004193207661555707,9.069474092520975e-05,0.00032590596454289215,1.4721814892991164e-09,0.01421364146335116,5.797133955075643e-10,0.00010206140593387939,6.906699473154112e-05,4.4732335324468325e-05,3.2573049151762895e-07,6.504301632861836e-09,0.010200025491160832,0.005486204213911013,0.011697940483101061,0.009255604443422744,2.3651910823010656e-08,1.0450652757817206e-10,0.014192308729048603,0.004247727096182413,2.1225855990304003e-05,1.4321221975764842e-06,9.139952416133356e-06,0.03640414096419103,2.9743155958474518e-05,1.8830767638932388e-11,1.1508689459465363e-09,0.013153008247183406
5.410138529626999e-05,0.5265394769647768,3.76,0.0,1.760453515110302e-05,0.471594758305711,0.4379551910754656,0.058572346823447016,0.0009665657070880899,0.008588455034377024,0.3227030237047745,5.032103210812848e-11,0.2794085938081932,1.0407838577813085e-06,0.0001268829934185472,0.5632131612856677,0.000896292738052265,3.414331527361083e-05,7.770720570430067e-06,0.0025330473573273444,0.04800559379797797,9.973912845177844e-06,2.5710509894243903e-05,0.005786615036907483,0.04532571646927714,0.0004206023299295148,9.022315439410273e-05,0.0003227072029552467,1.453245040512142e-09,0.013959072051376057,5.71432041827388e-10,0.00010104685442005381,6.86542754653554e-05,4.4259566683724784e-05,3.2150682015725286e-07,6.406505239551128e-09,0.010141219763816142,0.005441684466266612,0.011713461325795862,0.0092073507370169,2.323187425211977e-08,1.0364584419399529e-10,0.01404657734672824,0.004263500831879313,2.1319115510742766e-05,1.4266766291831737e-06,9.214041752201292e-06,0.03651747292083284,3.0062180103863573e-05,1.866365468012153e-11,1.13588265744754e-09,0.013305013098964869
5.451891479716507e-05,0.5266587716758939,3.76,0.0,1.7432249209135897e-05,0.46956832034176255,0.4398096867122976,0.058551218720328084,0.0009731143207701242,0.008447924487142102,0.32356137736195983,4.989683584055491e-11,0.27905711023594937,1.0379766125350766e-06,0.00012690724843756641,0.5654376900387238,0.0008917797908258284,3.3849546317021434e-05,7.705439918159292e-06,0.002552873945050224,0.04724280772252734,9.890138385804925e-06,2.5618319568261228e-05,0.005756102562837366,0.045344480934532874,0.0004219127650143297,8.975200986117845e-05,0.00031953256371070857,1.4344965225636699e-09,0.013707631451067608,5.632517161829629e-10,0.00010003963966213829,6.824266268679878e-05,4.379062294686414e-05,3.173324281465711e-07,6.309960575125315e-09,0.010082076043120676,0.0053972454945392856,0.011728691964100963,0.009159405496169068,2.281701344528863e-08,1.0278832669602504e-10,0.013900673139081474,0.004279485838736672,2.141302621479238e-05,1.421227757583079e-06,9.289119313072035e-06,0.036628925244643146,3.038427628190515e-05,1.8498925585465963e-11,1.1210699064882164e-09,0.013458330556997425
