Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27)
1.2562046458463763e-08,0.14015785666626154,3.76,0.0,0.6171390236246337,0.9999984468822414,2.8310695676663662e-08,6.756106481717404e-08,6.806191941398949e-08,0.0011615575950766667,0.0011615865754669669,8.215659782530915e-12,6.787889797815996e-07,1.927037068858655e-08,1.2199405304175822e-08,2.053584720000466e-09,1.4817956921403898e-06,4.2272487742734514e-10,1.7254011055044652e-07,1.1577075575692904e-06,1.8886438721617165e-06,1.795563386127568e-07,5.823772156674859e-10,9.128717203769979e-10,1.9495752301976005e-09,2.1440252095258172e-08,8.277706515860647e-14,2.0720185359764175e-14,1.8094863050981176e-10,1.3057619162165382e-12,2.228245806647881e-19,1.3140336041986233e-10,7.896209828555977e-14,4.896851485321802e-15,1.3671985282762069e-17,3.679755287768423e-18,1.54777272623848e-06,8.288635928913088e-09,1.4957418445338678e-06,3.3266897897088134e-13,3.364052177494081e-18,1.4788861758347913e-15,8.106006815697167e-09,6.696659271785236e-19,3.1105804166112294e-17,3.66843610499349e-11
1.2713910226801894e-08,0.14015822362478456,3.76,0.0,0.6171249363428323,0.9999984266661106,2.9408472831009452e-08,6.91780543812858e-08,6.974975586092999e-08,0.0011755860130179326,0.0011756157013696315,8.315401497004629e-12,6.971893632186421e-07,1.9657736446906595e-08,1.258366349832427e-08,2.145775762725802e-09,1.5000576708700695e-06,4.330350694193456e-10,1.743040870981514e-07,1.1742343066890842e-06,1.924972850109327e-06,1.80723930405792e-07,5.974195346841275e-10,9.359561763057875e-10,2.0151224769985576e-09,2.1835192069421968e-08,8.653316218158393e-14,2.1886365701851122e-14,1.8286361221941526e-10,1.3479442979207513e-12,2.3566131761608194e-19,1.3410408416057976e-10,8.23844468928861e-14,5.1658881354474075e-15,1.4377991267528933e-17,3.890288289405803e-18,1.5662666274693428e-06,8.489159608183844e-09,1.5129952889099518e-06,3.426004438508301e-13,3.473688140654394e-18,1.533680332991311e-15,8.302290075129384e-09,6.993901055908213e-19,3.3059307181907225e-17,3.7182879119805986e-11
1.3017637763478158e-08,0.1401589575412087,3.76,0.0,0.6170967617860708,0.9999983861196824,3.1685293492097594e-08,7.246749656553577e-08,7.317450631119751e-08,0.0012036418624730818,0.0012036729926316362,8.514877914045056e-12,7.347681925296472e-07,2.0439265365744168e-08,1.3372114001131928e-08,2.3388380084848287e-09,1.5366101252325032e-06,4.540306326249526e-10,1.778456634219516e-07,1.2073847824844177e-06,1.998564766424923e-06,1.8306649373498173e-07,6.281523486146081e-10,9.830382910842993e-10,2.150214507884421e-09,2.262856630593444e-08,9.441683365023768e-14,2.4371267165381672e-14,1.8670856740204907e-10,1.4349315065982411e-12,2.6305350706598043e-19,1.395868467622282e-10,8.95545240443442e-14,5.738591886225893e-15,1.587063205533355e-17,4.339598265819981e-18,1.6032389809656725e-06,8.897317240399305e-09,1.5474447074049898e-06,3.6301439244068936e-13,3.6998308072591315e-18,1.6470176328828333e-15,8.701835957452016e-09,7.617766372443213e-19,3.725196496741634e-17,3.817861065337592e-11
1.3321365300154421e-08,0.14015969145693416,3.76,0.0,0.6170685872332734,0.9999983454202496,3.40721848910711e-08,7.583074635202703e-08,7.666362608857312e-08,0.0012316963966758651,0.0012317290031749295,8.714344981821317e-12,7.733876627629392e-07,2.1229628093693854e-08,1.4187182429563844e-08,2.5438020859054397e-09,1.5732009036646903e-06,4.75526681826376e-10,1.814053851991062e-07,1.2406660862286242e-06,2.0734069811716094e-06,1.8541905016742014e-07,6.597557261901206e-10,1.0313420457310601e-09,2.2906932957772855e-09,2.3426494523050193e-08,1.0281300422078009e-13,2.7069975810994512e-14,1.9057348660808898e-10,1.5254752316492873e-12,2.9285735383653165e-19,1.4517845154476693e-10,9.717325966045258e-14,6.359832853890836e-15,1.747517003030475e-17,4.828573427757129e-18,1.640190745286534e-06,9.314949089857432e-09,1.5818176446933866e-06,3.8417394991518534e-13,3.935292378501061e-18,1.7654147463374095e-15,9.110682656073455e-09,8.282270105944246e-19,4.1846820530877786e-17,3.917258857524795e-11
1.3625092836830684e-08,0.14016042537211923,3.76,0.0,0.617040412678251,0.9999983045668721,3.6571170192953766e-08,7.92676323238314e-08,8.021586306249739e-08,0.001259749615606876,0.0012597837330061614,8.913802700265983e-12,8.130516907298025e-07,2.202855667572685e-08,1.502890356808119e-08,2.7610624867876124e-09,1.6098304018578283e-06,4.975235188812698e-10,1.8498323264785546e-07,1.2740800194296016e-06,2.1495055406842164e-06,1.877817575485361e-07,6.922372993478939e-10,1.0808723247674954e-09,2.436625474956143e-09,2.422886543366485e-08,1.1174267033042852e-13,2.999540716590538e-14,1.9445834058777153e-10,1.6196477351103257e-12,3.2522174290756695e-19,1.5087940413915933e-10,1.0525877465038313e-13,7.032543358378389e-15,1.9196992183232532e-17,5.359706451555944e-18,1.6771219317593308e-06,9.742047783383823e-09,1.6161142753886042e-06,4.0609230795470404e-13,4.1802632930105345e-18,1.8889433793043537e-15,9.528824172812524e-09,8.989211206456644e-19,4.687028331226578e-17,4.016479913802138e-11
1.3928820373506948e-08,0.140161159286922,3.76,0.0,0.6170122381148099,0.9999982635586112,3.9184233406399665e-08,8.277798346281027e-08,8.382999873887116e-08,0.0012878015192462713,0.0012878371821317372,9.11325106930978e-12,8.537642462426036e-07,2.2835791161348434e-08,1.5897299180609715e-08,2.991014046273251e-09,1.6464990173584613e-06,5.200214518810019e-10,1.8857918934554683e-07,1.307628347021085e-06,2.226866513605876e-06,1.9015475212984962e-07,7.256047409761026e-10,1.1316340596915764e-09,2.5880761375933434e-09,2.5035582190754085e-08,1.2122724402563156e-13,3.316095958083147e-14,1.9836310242642838e-10,1.7175216850051588e-12,3.603012323206948e-19,1.566902094202208e-10,1.1382958189199484e-13,7.75976898075987e-15,2.1041621102124267e-17,5.935589745337495e-18,1.7140325517038577e-06,1.0178605952390738e-08,1.6503347737055521e-06,4.2878275681882656e-13,4.434935062130344e-18,2.0176733989733343e-15,9.956254513809942e-09,9.740439799898268e-19,5.234969995083209e-17,4.115523140041265e-11
1.4232547910183211e-08,0.14016189320150133,3.76,0.0,0.6169840635367518,0.9999982223945265,4.191331989778923e-08,8.63616291495145e-08,8.750484849765718e-08,0.0013158521075737682,0.0013158893505578135,9.312690088881578e-12,8.95529351868555e-07,2.3651079481376887e-08,1.679237830565285e-08,3.23405184445589e-09,1.6832071494761264e-06,5.430207951669873e-10,1.921932426936502e-07,1.3413127940825514e-06,2.305495987347525e-06,1.9253815267841552e-07,7.598657663498709e-10,1.1836322290761184e-09,2.745108859671197e-09,2.5846561597140568e-08,1.3128855494857846e-13,3.658051886279044e-14,2.0228774935683286e-10,1.8191701558252695e-12,3.982561078867584e-19,1.6261137151084652e-10,1.2290458894283165e-13,8.544669789361248e-15,2.3014715993914573e-17,6.5589165455966035e-18,1.7509226164322925e-06,1.0624616232896034e-08,1.6844793134607111e-06,4.5225866883436795e-13,4.6995002710968375e-18,2.1516728907118306e-15,1.0392967689518309e-08,1.0537857536694568e-18,5.831335733019845e-17,4.214387687032337e-11
1.4536275446859474e-08,0.1401626271160164,3.76,0.0,0.6169558889378725,0.9999981810736793,4.47603374221135e-08,9.001839916251555e-08,9.123926173861186e-08,0.00134390138056864,0.0013439402382902942,9.51211975890837e-12,9.38351081931692e-07,2.4474177219723e-08,1.7714137797216716e-08,3.4905710296003213e-09,1.7199551991231783e-06,5.665218693551792e-10,1.9582538400610357e-07,1.3751350439172352e-06,2.385400065101364e-06,1.949320646626546e-07,7.950281331986694e-10,1.236871858374633e-09,2.9077857485699096e-09,2.6661732764798573e-08,1.4194885265721256e-13,4.0268466649326116e-14,2.0623226364041493e-10,1.9246666292103055e-12,4.392524825940413e-19,1.6864339386564323e-10,1.3250310184221383e-13,9.390522565238648e-15,2.5122074582529843e-17,7.232482918683826e-18,1.7877921372491935e-06,1.1080071265533305e-08,1.7185480680729245e-06,4.765334881512327e-13,4.974152580806475e-18,2.2910082700534824e-15,1.0838957714690835e-08,1.1383418402319807e-18,6.479048668969394e-17,4.313072907242069e-11
1.4840002983535738e-08,0.14016336103062677,3.76,0.0,0.6169277143119603,0.9999981395951298,4.772715773438645e-08,9.37481236768593e-08,9.503212176762966e-08,0.0013719493382097175,0.0013719898453348335,9.711540079315312e-12,9.822335604827487e-07,2.5304847275898865e-08,1.866256311772365e-08,3.760966563439049e-09,1.7567435685900107e-06,5.905250013655959e-10,1.9947560786471027e-07,1.4090967394972108e-06,2.4665848651159947e-06,1.9733658286944944e-07,8.310996389229122e-10,1.2913580192212155e-09,3.0761675129589955e-09,2.7481035279454113e-08,1.5323080856663586e-13,4.423969256075836e-14,2.1019663137520973e-10,2.0340849946768636e-12,4.834624418677927e-19,1.7478677946950428e-10,1.4264482939832626e-13,1.0300724055012522e-14,2.736963580316979e-17,7.959190702166446e-18,1.8246411254515233e-06,1.1544963695538267e-08,1.7525412105651719e-06,5.016207385491913e-13,5.259086729730657e-18,2.435744390553128e-15,1.129421860837283e-08,1.22791301328934e-18,7.181126783245229e-17,4.4115783150745486e-11
1.5143730520212e-08,0.14016409494549245,3.76,0.0,0.616899539652795,0.9999980979579389,5.081561756298844e-08,9.755063326295769e-08,9.888234554079331e-08,0.0013999959804753951,0.001400038171696836,9.910951050025755e-12,1.0271809599682463e-06,2.6142859671339963e-08,1.963762878853508e-08,4.045633079408527e-09,1.7935726614218738e-06,6.150305244356458e-10,2.031439115680668e-07,1.4431994856775486e-06,2.54905652148682e-06,1.9975179163730998e-07,8.680881180459146e-10,1.3470958288731083e-09,3.250313502720007e-09,2.8304418260834132e-08,1.6515751668352277e-13,4.850960131330936e-14,2.141808411900112e-10,2.1474995500618883e-12,5.310641285140893e-19,1.8104203096535118e-10,1.5334988530773495e-13,1.1278792886714484e-14,2.976348142235697e-17,8.742049242405633e-18,1.861469592328675e-06,1.2019286172730603e-08,1.7864589135658416e-06,5.275340357763699e-13,5.55449853493495e-18,2.5859446060261995e-15,1.1758744393898814e-08,1.3227055159316522e-18,7.940683096229446e-17,4.509903573921492e-11
1.5447458056888264e-08,0.1401648288607738,3.76,0.0,0.6168713649541493,0.9999980561611681,5.402751912053513e-08,1.0142575888608803e-07,1.0278888339640709e-07,0.001428041307343627,0.0014280852173814593,1.0110352670961276e-11,1.0731975007016565e-06,2.698799145440938e-08,2.0639298607012777e-08,4.344964817066338e-09,1.8304428823608104e-06,6.400387781246346e-10,2.0683029513993388e-07,1.4774448495605768e-06,2.632821183954857e-06,2.0217776531739946e-07,9.060014416075e-10,1.4040904499779594e-09,3.4302817285888364e-09,2.9131840031787037e-08,1.7775249455412174e-13,5.309411681999294e-14,2.1818488441249997e-10,2.264985002072799e-12,5.822417910305478e-19,1.8740965068147644e-10,1.6463878972679366e-13,1.232837067942326e-14,3.230983711916707e-17,9.58417639663928e-18,1.8982775491624775e-06,1.2503031351509706e-08,1.8203013493093285e-06,5.542870892183875e-13,5.8605848934308096e-18,2.7416708339745077e-15,1.223252909888815e-08,1.4229311148255282e-18,8.760925804212784e-17,4.608048490371851e-11
1.5751185593564528e-08,0.14016556277663125,3.76,0.0,0.6168431902097858,0.9999980142038791,5.7364631093396344e-08,1.0537333190581907e-07,1.0675071887179767e-07,0.0014560853187919253,0.0014561309823936078,1.0309744942041632e-11,1.1202874500557349e-06,2.784002649801714e-08,2.1667526118209804e-08,4.659355473341881e-09,1.8673546372103297e-06,6.655501083309693e-10,2.105347616603848e-07,1.5118343585882097e-06,2.717885015137782e-06,2.0461457176066535e-07,9.44847517981802e-10,1.4623470904168073e-09,3.616128904438688e-09,2.996326717983729e-08,1.910396861318909e-13,5.8009690713317e-14,2.2220875652379256e-10,2.386616467388829e-12,6.371858846524309e-19,1.938901406680335e-10,1.7653247338990177e-13,1.3453224330500556e-14,3.5015074598798513e-17,1.0488800587765937e-17,1.935065007227198e-06,1.2996191890869244e-08,1.8540686896367356e-06,5.818936881464197e-13,6.177543785181502e-18,2.9029836649028015e-15,1.2715566755231591e-08,1.528807184988913e-18,9.645158684536283e-17,4.7060129820969533e-11
1.605491313024079e-08,0.14016629669322558,3.76,0.0,0.6168150154134572,0.9999979720851339,6.082869037686199e-08,1.0939318407474016e-07,1.1076686841410084e-07,0.001484128014797356,0.0014841754667379312,1.0509127863184778e-11,1.1684551206176144e-06,2.8698755144035947e-08,2.2722255445471794e-08,4.989197939169128e-09,1.9043083326003006e-06,6.91564867322231e-10,2.1425731709455794e-07,1.5463695001713605e-06,2.8042541881889805e-06,2.0706227631415062e-07,9.846342923836785e-10,1.521871002815052e-09,3.807910521340973e-09,3.0798672806661773e-08,2.0504346547314502e-13,6.327331649742372e-14,2.2625245741173934e-10,2.5124694739976023e-12,6.9609324056136865e-19,2.0048400284538982e-10,1.8905228365116102e-13,1.4657249826741442e-14,3.7885714791513177e-17,1.1459264240052006e-17,1.971831977789542e-06,1.3498760454406447e-08,1.887761105997328e-06,6.103676920051514e-13,6.505574276700477e-18,3.069942462874726e-15,1.3207851399075168e-08,1.6405568546596093e-18,1.0596781656249979e-16,4.8037970319143704e-11
1.6358640666917054e-08,0.14016703061071784,3.76,0.0,0.6167868405589043,0.9999979298039949,6.44214035548998e-08,1.1348514753696075e-07,1.1483638075574418e-07,0.001512169395336542,0.001512218670418825,1.0708501434306883e-11,1.2177048682356544e-06,2.9563973920847396e-08,2.3803421940982867e-08,5.3348840992448715e-09,1.9413043758136216e-06,7.180834137515774e-10,2.1799796951194823e-07,1.5810517252884885e-06,2.8919348883066498e-06,2.095209416381006e-07,1.0253697441558228e-09,1.5826674837986274e-09,4.005680906016743e-09,3.1638035347570345e-08,2.1978863860097816e-13,6.89025409673411e-14,2.303159894595604e-10,2.642619962100167e-12,7.591672027030794e-19,2.0719173918041565e-10,2.0221998834775712e-13,1.5944475359546558e-14,4.092843030789693e-17,1.2499026602649775e-17,2.008578472108681e-06,1.4010729710306166e-08,1.921378769450187e-06,6.397230414693452e-13,6.8448765232697215e-18,3.2426054051218152e-15,1.3709377070813595e-08,1.7584091425120062e-18,1.1619291056872282e-16,4.901400675333336e-11
1.6662368203593318e-08,0.14016776452926968,3.76,0.0,0.6167586656398577,0.9999978873595251,6.814444730356459e-08,1.1764905482735303e-07,1.1895833613968434e-07,0.0015402094603856665,0.0015402605934404343,1.0907865655322397e-11,1.2680410913708294e-06,3.0435485498102734e-08,2.4910952272196263e-08,5.696804817479441e-09,1.978343174778042e-06,7.451061126479531e-10,2.217567286906394e-07,1.615882452209727e-06,2.9809333157613182e-06,2.119906245155466e-07,1.0670618846542545e-09,1.6447418735408257e-09,4.209493229849614e-09,3.2481338833016226e-08,2.353004435588158e-13,7.491546735536583e-14,2.3439935618406294e-10,2.7771442846862224e-12,8.266176644251298e-19,2.1401385172294063e-10,2.1605777623433711e-13,1.7319062229780036e-14,4.415004630781164e-17,1.3611664577762723e-17,2.045304501436278e-06,1.4532092331318238e-08,1.9549218506650623e-06,6.699737750158228e-13,7.195651770263756e-18,3.4210295210236208e-15,1.4220137815091363e-08,1.8825990202720385e-18,1.271627958696792e-16,4.998824026084624e-11
1.696609574026958e-08,0.14016849844904275,3.76,0.0,0.6167304906500374,0.9999978447507887,7.199946853584608e-08,1.218847388714452e-07,1.2313184583210345e-07,0.0015682482099204694,0.0015683012358066522,1.1107220526144028e-11,1.3194682312938909e-06,3.131309867950998e-08,2.604476442288789e-08,6.075349947496196e-09,2.0154251380731364e-06,7.726333354074084e-10,2.255336066670371e-07,1.6508630654281784e-06,3.071255685037492e-06,2.1447137614126871e-07,1.10971875818077e-09,1.7080995557848833e-09,4.419399510423483e-09,3.332857326429838e-08,2.516045518807208e-13,8.13307577157736e-14,2.385025637841501e-10,2.916119208600905e-12,8.986610953081609e-19,2.2095084253252686e-10,2.3058825836938873e-13,1.878530550989024e-14,4.75575416076463e-17,1.480087330878926e-17,2.082010077016487e-06,1.5062840994761997e-08,1.9883905199225937e-06,7.011340232481848e-13,7.558102356056989e-18,3.605270794831717e-15,1.4740127680795756e-08,2.0133674494527453e-18,1.3891436440477484e-16,5.096067281589704e-11
1.7269823276945844e-08,0.14016923237019877,3.76,0.0,0.6167023155831507,0.99999780197685,7.59880857093404e-08,1.2619203298473026e-07,1.2735605189441909e-07,0.0015962856439162435,0.0015963405975211145,1.1306566046682703e-11,1.3719907711114952e-06,3.21966281328098e-08,2.7204768318987387e-08,6.47090813775075e-09,2.052550674751501e-06,8.006654598144731e-10,2.2932861820412996e-07,1.6859949124577427e-06,3.1629082205929447e-06,2.169632473795514e-07,1.153348443713174e-09,1.772745957756959e-09,4.635450668077973e-09,3.4179733375381454e-08,2.687270730311091e-13,8.816764509061357e-14,2.426256231762412e-10,3.059621916291128e-12,9.755206866390902e-19,2.280032137254795e-10,2.4583447415548356e-13,2.0347637315623516e-14,5.1158051816417995e-17,1.6070469116305667e-17,2.118695210085943e-06,1.5602968382552475e-08,2.021784947115183e-06,7.332179861275239e-13,7.932431716872152e-18,3.795384271434999e-15,1.5269340721037162e-08,2.150961496637236e-18,1.5148547902459025e-16,5.193130675776783e-11
1.7573550813622108e-08,0.14016996629289993,3.76,0.0,0.616674140432892,0.9999977590367731,8.01118910105997e-08,1.3057077087088632e-07,1.3163012660915587e-07,0.0016243217623478291,0.0016243786785871957,1.1505902216847586e-11,1.425613233185231e-06,3.308589395248805e-08,2.8390866842000287e-08,6.883866515501743e-09,2.0897201940598216e-06,8.292028700738415e-10,2.3314178003315505e-07,1.721279305902558e-06,3.2558971561690397e-06,2.1946629163656939e-07,1.1979590533849953e-09,1.8386865494449917e-09,4.857696616923341e-09,3.503481659545148e-08,2.8669455870127716e-13,9.54459515579041e-14,2.467685485589897e-10,3.207730007323216e-12,1.0574265686377557e-18,2.351714677113171e-10,2.6181989857493207e-13,2.201063172283305e-14,5.495887309082186e-17,1.7424393943681766e-17,2.1553599118737756e-06,1.6152467181204102e-08,2.055105301748907e-06,7.662399292740751e-13,8.318844390757927e-18,3.9914240853956395e-15,1.5807770993133072e-08,2.2956345208312543e-18,1.649149790577382e-16,5.2900144360567905e-11
1.787727835029837e-08,0.14017070021730885,3.76,0.0,0.6166459651929421,0.9999977159296248,8.437245152331738e-08,1.350207866201666e-07,1.3595327132080389e-07,0.001652356565189622,0.001652415479008015,1.170522903654613e-11,1.480340177280965e-06,3.398072147151729e-08,2.960295624159719e-08,7.314610573961784e-09,2.126934105347766e-06,8.582459568070788e-10,2.3697310969868573e-07,1.7567175306166988e-06,3.350228739966666e-06,2.2198056032600787e-07,1.2435587285235282e-09,1.9059268427189437e-09,5.086186303465737e-09,3.5893822729727434e-08,3.055340035977739e-13,1.0318609734727437e-13,2.5093135394929546e-10,3.360521499110724e-12,1.1446159187817762e-18,2.424561073564837e-10,2.7856844443665654e-13,2.3779007353473747e-14,5.896746378265739e-17,1.886671771856535e-17,2.1920041936016473e-06,1.6711330081796816e-08,2.088351752945172e-06,8.002142102230078e-13,8.717546019185873e-18,4.193443466156814e-15,1.63554125586087e-08,2.4476463048340286e-18,1.7924267997226327e-16,5.386718809875483e-11
1.8181005886974634e-08,0.14017143414358865,3.76,0.0,0.6166177898569712,0.9999976726544715,8.877130876985852e-08,1.3954191470921184e-07,1.403247154204612e-07,0.0016803900524155764,0.001680450998786439,1.1904546505684117e-11,1.5361762011830683e-06,3.48809414103519e-08,3.084092575230667e-08,7.763524317651457e-09,2.1641928181994597e-06,8.877951170171757e-10,2.4082262582097493e-07,1.792310846364712e-06,3.44590923795822e-06,2.2450609793000048e-07,1.290155638559158e-09,1.9744723911965087e-09,5.320967675185067e-09,3.675675553259906e-08,3.2527284481949704e-13,1.114090983828481e-13,2.5511405328816816e-10,3.5180748277323704e-12,1.2373329291030862e-18,2.4985763586453083e-10,2.961044607492459e-13,2.5657626800830414e-14,6.319144451493518e-17,2.0401637836483985e-17,2.228628066483778e-06,1.7279549779950527e-08,2.1215244694409735e-06,8.351552957554675e-13,9.128743349071345e-18,4.401494816024994e-15,1.6912259483200396e-08,2.6072630746825407e-18,1.9450937109885129e-16,5.4832441191759084e-11
1.8484733423650898e-08,0.14017216807190222,3.76,0.0,0.6165896144186358,0.9999976292103804,9.330997863966874e-08,1.4413399000137317e-07,1.4474371616446745e-07,0.0017084222239991986,0.0017084852379250785,1.2103854624165629e-11,1.593125941687943e-06,3.578638989571028e-08,3.210465753247006e-08,8.230990293860877e-09,2.2014967424510733e-06,9.178507540785909e-10,2.4469034948338063e-07,1.8280604819498463e-06,3.5429449290788992e-06,2.2704294599827432e-07,1.3377579843538404e-09,2.0443287907131363e-09,5.56208767697995e-09,3.762362312799726e-08,3.459389648623616e-13,1.2013656900413998e-13,2.5931666460603e-10,3.680468849820846e-12,1.3358288375301528e-18,2.573765566106466e-10,3.1445273523815883e-13,2.76514973346843e-14,6.763860014573942e-17,2.2033479764282855e-17,2.26523154172693e-06,1.7857118975850105e-08,2.1546236195888335e-06,8.710777386014725e-13,9.552644238093825e-18,4.615629828947821e-15,1.7478305836840574e-08,2.7747575321387595e-18,2.1075681970301256e-16,5.579590742593896e-11
1.878846096032716e-08,0.14017290200241247,3.76,0.0,0.6165614388715785,0.9999975855964196,9.798995347448984e-08,1.487968477455557e-07,1.4920955867962227e-07,0.0017364530799135376,0.001736518196426279,1.2303153391892982e-11,1.6511940727308489e-06,3.669690800983371e-08,3.339402771613029e-08,8.717389260068663e-09,2.2388462878877663e-06,9.484132777771647e-10,2.485763043052273e-07,1.8639676312716617e-06,3.641342099284936e-06,2.295911514630775e-07,1.386374000227442e-09,2.115501679186959e-09,5.80959234557491e-09,3.8494435612715315e-08,3.6756069819140614e-13,1.2939074143537188e-13,2.6353921137637105e-10,3.847782844790742e-12,1.4403621638073128e-18,2.6501337331121957e-10,3.336385036404183e-13,2.9765776142431505e-14,7.231688438715894e-17,2.3766701756879328e-17,2.301814630530391e-06,1.8444030374285416e-08,2.187649371358146e-06,9.079961457534539e-13,9.9894576609292e-18,4.83589954160469e-15,1.8053545693631096e-08,2.950409029169878e-18,2.2802777983565285e-16,5.675759032100237e-11
1.9092188497003424e-08,0.14017363593528326,3.76,0.0,0.6165332632094267,0.999997541811658,1.0281270473327073e-07,1.5353032357370008e-07,1.5372155491309178e-07,0.001764482620131186,0.001764549874292121,1.2502442808766777e-11,1.7103853016563727e-06,3.761234127611224e-08,3.4708907594841126e-08,9.22309982203568e-09,2.2762418639317153e-06,9.794831043402681e-10,2.5248051453580785e-07,1.9000334611026932e-06,3.741107045339301e-06,2.3215076562128918e-07,1.4360119500774672e-09,2.187996735449827e-09,6.063526916383859e-09,3.936920282213322e-08,3.9016683534286345e-13,1.3919448734953583e-13,2.6778171759564713e-10,4.020096515950442e-12,1.551198968851798e-18,2.7276859040170166e-10,3.536874574204672e-13,3.200577632132447e-14,7.723442327130069e-17,2.5605900305582386e-17,2.3383773440860034e-06,1.9040276684637255e-08,2.2206018923376316e-06,9.459251921394564e-13,1.0439393711938746e-17,5.062354312204054e-15,1.8637973131833418e-08,3.1345037997309407e-18,2.4636599522545475e-16,5.7717492913234844e-11
1.9395916033679688e-08,0.1401743698706791,3.76,0.0,0.6165050874257937,0.999997497855166,1.0777968326104385e-07,1.583342534993913e-07,1.58279041802165e-07,0.0017925108446242908,0.0017925802715244269,1.2701722874685977e-11,1.7707043682460322e-06,3.853253969763928e-08,3.6049163475282955e-08,9.748498513743115e-09,2.3136838797262207e-06,1.0110606563982845e-09,2.564030039950455e-07,1.9362591215688896e-06,3.84224608424221e-06,2.347218335914049e-07,1.486680122338643e-09,2.2618196783546457e-09,6.32393581459936e-09,4.0247935724657545e-08,4.1378662169097025e-13,1.495713201287422e-13,2.720442038301135e-10,4.197489990903856e-12,1.6686128768466069e-18,2.8064271307855826e-10,3.7462574258135506e-13,3.4376967731938896e-14,8.239951504277089e-17,2.7555810943156746e-17,2.3749196935782153e-06,1.9645850620817692e-08,2.253481349736587e-06,9.848796658932523e-13,1.0902663605655252e-17,5.29504383325399e-15,1.923158223387936e-08,3.3273350529737376e-18,2.6581619406165414e-16,5.867561863928305e-11
1.969964357035595e-08,0.14017510380876425,3.76,0.0,0.6164769115142814,0.9999974537260143,1.1289231759070042e-07,1.6320847391870563e-07,1.6288138047254215e-07,0.0018205377533645562,0.0018206093881247686,1.2900993589547943e-11,1.8321560475280475e-06,3.945735815476114e-08,3.741465570457713e-08,1.0293960138004279e-08,2.3511727444305594e-06,1.0431463629230848e-09,2.6034379790588085e-07,1.972645742825889e-06,3.944765552905879e-06,2.373043911850057e-07,1.5383868316071578e-09,2.3369762673550247e-09,6.590862572166727e-09,4.1130649386063823e-08,4.3844975665836704e-13,1.605453850252591e-13,2.763266915973566e-10,4.380043823192462e-12,1.792884952651059e-18,2.8863624691575384e-10,3.9647995598255093e-13,3.688497436721362e-14,8.7820630076073e-17,2.9621305831664517e-17,2.4114416901841028e-06,2.0260744901253548e-08,2.2862879103843344e-06,1.0248744735743306e-12,1.1379479681164189e-17,5.5340172351674464e-15,1.9834367086370933e-08,3.529202930924998e-18,2.864240881107804e-16,5.963197195462562e-11
2.0003371107032214e-08,0.14017583774970255,3.76,0.0,0.6164487354684771,0.9999974094232745,1.181520145188253e-07,1.6815282161075885e-07,1.6752795722782713e-07,0.001848563346323225,0.001848637224094452,1.3100254953248295e-11,1.8947451507195224e-06,4.038665621777371e-08,3.88052391120702e-08,1.0859857624590492e-08,2.388708867069846e-06,1.0757406592517966e-09,2.643029248962681e-07,2.00919442057543e-06,4.048671794684334e-06,2.398984793594516e-07,1.5911404257135962e-09,2.413472303565852e-09,6.864349867885398e-09,4.201736156794149e-08,4.641864007746596e-13,1.7214147013043123e-13,2.806292103258187e-10,4.567838995505068e-12,1.9243038379286254e-18,2.967496977514631e-10,4.192771528934662e-13,3.9535577128939917e-14,9.350641573259822e-17,3.1807396208777186e-17,2.447943345073319e-06,2.0884952248962057e-08,2.319021740730207e-06,1.0659245783584756e-12,1.1870055411517588e-17,5.779323222340285e-15,2.0446321780046994e-08,3.740414582067127e-18,3.0823638507254776e-16,6.058655722261976e-11
2.0307098643708478e-08,0.14017657169365907,3.76,0.0,0.6164205592819509,0.9999973649460195,1.2356016191274135e-07,1.731671337355401e-07,1.722181830899597e-07,0.0018765876234710752,0.0018766637794345087,1.329950696568094e-11,1.9584765216140606e-06,4.132029756810591e-08,4.022076435178622e-08,1.1446561610831784e-08,2.4262926561658956e-06,1.1088439871307742e-09,2.6828041534284684e-07,2.0459062199984024e-06,4.153971159443078e-06,2.425041476423602e-07,1.6449492843824218e-09,2.4913136289850527e-09,7.144439648203127e-09,4.2908089783114373e-08,4.910271818386881e-13,1.8438503076762283e-13,2.8495179357007957e-10,4.760956921195575e-12,2.063166045865914e-18,3.049835720833985e-10,4.4304485694739987e-13,4.2334720537568636e-14,9.946570065023051e-17,3.4119238477808353e-17,2.4844246694080885e-06,2.151846539156773e-08,2.351683006845668e-06,1.1080449916517633e-12,1.2374605407673934e-17,6.031010045966148e-15,2.1067440409765367e-08,3.961284393616383e-18,3.3130079404794964e-16,6.153937810370406e-11
