Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27)
1.669300418362004e-06,0.15785951063831583,3.76,0.0,0.00915492127744646,0.7283856290080046,0.26022878447412184,0.01530916103689762,0.001529447317027286,0.04043971787452484,0.15992947494768858,5.088226555311828e-10,0.3751597715728175,4.076885856473621e-06,0.00018978539693225108,0.16177743308360001,0.002987346775383935,0.00027725527551494085,0.00014139548719730284,0.0028696140931387427,0.3006860840501964,0.00018045595034799541,0.00013647431472378665,0.005513392672495091,0.031116587969129153,0.000869151422568905,0.0006311415318785237,0.003837827949046372,1.0074597760663211e-07,0.07895390646247742,2.970640863404305e-08,0.0032312167468462744,0.0005097237598589253,0.0008337186205904604,7.479220072990912e-05,4.943008353461668e-07,0.02582561779395803,0.01965352243186618,0.01259816150308646,0.02643830400737847,2.0893918143778062e-07,1.1221263049452832e-09,0.018021540483504933,0.011357874710930785,2.685469201948889e-05,4.5755288991853185e-06
1.678206712912321e-06,0.15787595651778372,3.76,0.0,0.00904101815138621,0.7276701149182414,0.2607930227815076,0.015448866274682492,0.0015156871796308806,0.040379504340815026,0.1602866693848137,5.040243211245021e-10,0.3750830983390618,4.04611814460683e-06,0.0001883918845882923,0.162553806678387,0.002967629509613218,0.00027409895727901703,0.00013961177288176305,0.0028405975064089927,0.3001569757368979,0.00017823925121177758,0.0001351604061400129,0.005524294246668051,0.031195892132088655,0.0008601570954226348,0.0006245867040118237,0.0037827588791071553,9.936532034895014e-08,0.07912765932193952,2.9247886129196008e-08,0.003191948569068042,0.0005043744984750926,0.0008187992926683116,7.502361145528219e-05,4.849108301072983e-07,0.02573226594182194,0.01973827055376223,0.012584164098060312,0.026519587887953982,2.0938940101198972e-07,1.1114560594732853e-09,0.018102742816776797,0.01144567047835692,2.669096131615856e-05,4.5414278839377416e-06
1.6871130074626381e-06,0.15789222390689633,3.76,0.0,0.008929421444509283,0.726961183186271,0.26135162673433976,0.015587941596270919,0.001502411207923893,0.04031981709371631,0.16064147105982313,4.994357421674938e-10,0.37500545974101235,4.0168126257325765e-06,0.00018705092887074634,0.16332348064413224,0.0029482543111179938,0.00027098984894701443,0.00013789486120331304,0.002812709595177011,0.29963263349401154,0.00017610577377447423,0.0001338945544717059,0.005534852371069654,0.03127427419223013,0.0008515200855621421,0.0006182812485465764,0.003730122371103772,9.803605239973556e-08,0.07929725021076715,2.880940535071851e-08,0.00315318852767588,0.0004992359602979231,0.0008045602444437459,7.525223768404004e-05,4.759484981762208e-07,0.025638822842663344,0.019821400572579244,0.012570191926829066,0.026599189388672326,2.0982905638892818e-07,1.101142949139662e-09,0.01818255215754939,0.011532245526915138,2.65342449858443e-05,4.507895163684245e-06
1.6960193020129552e-06,0.15790831984407888,3.76,0.0,0.008820047922192329,0.7262586114446024,0.2619047864070933,0.015726393600657,0.001489593896025455,0.04026063455354899,0.16099396401936095,4.950432148076776e-10,0.3749269027644513,3.988871854028161e-06,0.00018575961510267975,0.16408674441262164,0.0029292162895015114,0.00026792785390896556,0.0001362410157098072,0.0027858879489998664,0.29911289256200174,0.00017405086024832622,0.00013267416252210778,0.0055450772522939885,0.0313517665945928,0.0008432203283522267,0.0006122113457403981,0.0036797878746895863,9.675528608306136e-08,0.0794628366831874,2.8389873923712134e-08,0.0031149360210693967,0.0004942962083458604,0.0007909649594474759,7.547818463084365e-05,4.673904723396209e-07,0.025545361720165968,0.019902936060892343,0.012556259310868815,0.02667719863046922,2.102585378558316e-07,1.0911679991459706e-09,0.01826100822128038,0.011617624324325131,2.6384182868345395e-05,4.4749272536600096e-06
1.7049255965632723e-06,0.15792425099324361,3.76,0.0,0.008712818989036574,0.7255621893400412,0.2624526819661486,0.01586422884503622,0.0014772113118178749,0.04020193640303185,0.16134422750359728,4.908340866753091e-10,0.3748474715096584,3.96220588460422e-06,0.00018451519746818813,0.16484387146744123,0.0029105104203743563,0.0002649128282869375,0.00013464674238222577,0.00276007404144046,0.2985975970019258,0.00017207015327923894,0.00013149679039930267,0.0055549787131306564,0.03142840004662618,0.0008352389940704179,0.0006063640397195511,0.0036316317142287666,9.552032392061275e-08,0.07962456800880824,2.798825903665648e-08,0.0030771899540806683,0.0004895440587413729,0.0007779787996785747,7.57015515745503e-05,4.5921463284626613e-07,0.02545195073105778,0.019982900215177228,0.012542379333100286,0.02675370059310428,2.1067821546871083e-07,1.0815134382195969e-09,0.018338148934695566,0.011701830561198454,2.6240432154882832e-05,4.442519920471581e-06
1.7138318911135894e-06,0.1579400236650599,3.76,0.0,0.008607660362134678,0.7248717177729391,0.26299548428693426,0.016001453843302135,0.0014652409967815542,0.040143703506482546,0.1616923362676933,4.86796668560439e-10,0.37476720739338726,3.93673164664564e-06,0.00018331509021220492,0.1655951202158065,0.00289213156426184,0.00026194458425202546,0.00013310877315864976,0.00273521298529312,0.29808659917101876,0.0001701595757888182,0.0001303601460659758,0.00556456621149464,0.03150420362699512,0.0008275584128397136,0.00060072718373239,0.0035855367841107553,9.432864537234629e-08,0.07978258565315272,2.760358458674346e-08,0.003039948778166906,0.00048496903259928907,0.0007655689289627164,7.592243223538934e-05,4.514000516738927e-07,0.02535865324179016,0.02006131586933479,0.012528563926567178,0.026828775394965667,2.110884402134721e-07,1.072162618281011e-09,0.018414010531271768,0.011784887183392583,2.6102666863865522e-05,4.410668262345565e-06
1.7227381856639065e-06,0.15795564383709063,3.76,0.0,0.008504501770476257,0.7241870081864612,0.26353335553033613,0.016138075064506898,0.0014536618719820044,0.040085917834274454,0.16203836088018417,4.829201540501666e-10,0.37468614933553474,3.912372372470639e-06,0.00018215685915202374,0.16634073481902392,0.0028740744844622792,0.0002590228931824995,0.00013162405059556346,0.0027112533025938678,0.2975797592283886,0.00016831531217829023,0.0001292620764041831,0.0055738488581499376,0.03157920488730163,0.0008201620037302429,0.0005952893887227232,0.0035413922497663213,9.317789452996345e-08,0.07993702373096434,2.7234928406773305e-08,0.003003210528932345,0.00048056131088950745,0.0007537042368785872,7.614091512760988e-05,4.439269378802208e-07,0.02526552809262944,0.02013820550693113,0.012514823957321128,0.02690249856038973,2.1148954510241405e-07,1.0630999394585722e-09,0.018488627641885382,0.011866816423435109,2.5970577293285695e-05,4.379366783491426e-06
1.7316444802142236e-06,0.1579711171727717,3.76,0.0,0.008403276677967947,0.7235078819021937,0.26406644968141635,0.016274098931312715,0.0014424541498173433,0.04002856239217097,0.16238236800020767,4.791945463335317e-10,0.37460433393189213,3.88905707619443e-06,0.00018103821351707428,0.16708094598294163,0.002856333863870456,0.0002561474886697953,0.00013018971357159361,0.0026881467084963456,0.29707694466919043,0.00016653379078536854,0.00012820055877177435,0.005582835433324949,0.031653429947235065,0.0008130342078399702,0.0005900399750189212,0.0034990932555169904,9.206586868074306e-08,0.08008800943377309,2.6881419579773047e-08,0.002966972861169374,0.0004763116920798295,0.000742355263658823,7.635708388935526e-05,4.3677658423262163e-07,0.025172629849661104,0.02021359127230103,0.01250116930191704,0.026974941274700574,2.118818462095161e-07,1.0543107800674065e-09,0.018562033380803762,0.011947639830950265,2.584386944992066e-05,4.3486094629732925e-06
1.7405507747645407e-06,0.15798644903928735,3.76,0.0,0.00830392202793433,0.7228341694989552,0.26459491305304217,0.016409531818457408,0.0014315992511982295,0.03997162115521185,0.1627244206352305,4.756105914872368e-10,0.37452179561414806,3.866720077910918e-06,0.00017995699811484584,0.16781597170963602,0.002838904320782684,0.00025331806937821285,0.00012880308396043808,0.0026658479082335347,0.29657802988583515,0.0001648116675044546,0.00012717369302656497,0.005591534402306947,0.03172690358358885,0.000806160425160161,0.0005849689269601635,0.0034585406401281436,9.099050767256206e-08,0.08023566343306573,2.654223584562695e-08,0.0029312330815820103,0.00047221155239393837,0.0007314941263924165,7.65710175912801e-05,4.299313152642123e-07,0.025080009045137228,0.020287494980640336,0.012487608919848587,0.02704617062719587,2.1226564364760302e-07,1.045781431227475e-09,0.018634259427191612,0.012027378302031985,2.5722264459068094e-05,4.3183898184646765e-06
1.7494570693148578e-06,0.1580016445244466,3.76,0.0,0.008206378007397031,0.7221657102322399,0.2651188847565474,0.016544380051252014,0.0014210797278891036,0.0399150790058848,0.16306457838061797,4.721597176454209e-10,0.3744385667980815,3.845300569962912e-06,0.0001789111858175996,0.16854601801143826,0.0028217804236990553,0.0002505343017630023,0.0001274616542163045,0.0026443144065027156,0.2960828957549931,0.00016314581050597054,0.0001261796939984806,0.005599953930087458,0.031799649313496874,0.0007995269550546101,0.0005800668503126899,0.003419640660671334,8.994988403157475e-08,0.0803801002602115,2.6216601102061178e-08,0.0028959881793253054,0.0004682528085484555,0.0007210944467736342,7.678279102515603e-05,4.2337443685617996e-07,0.024987712406520847,0.020359938127188806,0.012474150921187116,0.02711624984231858,2.1264122248998584e-07,1.0374990358485464e-09,0.018705336102290925,0.012106052107524906,2.5605497966710045e-05,4.288700965125778e-06
1.7583633638651749e-06,0.15801670845263624,3.76,0.0,0.008110587829596169,0.7215023514918791,0.26563849714142734,0.016678649904124834,0.0014108791897394892,0.039858921676331066,0.16340289764227922,4.688339795124188e-10,0.374354678020801,3.824742221347301e-06,0.00017789887037223426,0.16927127958847893,0.002804956705142358,0.0002477958226513418,0.0001261630758121827,0.002623506328633046,0.29559142924918314,0.00016153328598784837,0.00012521688439223562,0.0056081018951226955,0.03187168947222616,0.0007931209401985259,0.0005753249323350889,0.0033823047251416737,8.894219378315183e-08,0.08052142866425296,2.5903783001234503e-08,0.002861234854486226,0.00046442788283680437,0.0007111312805935222,7.699247497363639e-05,4.1709018742041567e-07,0.024895783074582584,0.020430941895595755,0.012460802629682707,0.027185238499301545,2.130088536390903e-07,1.029451531718191e-09,0.01877529244243666,0.012183680920194308,2.5493319541828346e-05,4.259535669844661e-06
1.767269658415492e-06,0.15803164539987638,3.76,0.0,0.0080164975332381,0.7208439482954414,0.2661538762061073,0.016812347599224415,0.0014009822365178616,0.03980313569432819,0.1637394318436204,4.6562600772089623e-10,0.3742701580678811,3.804992816275623e-06,0.0001769182595369598,0.16999194047108498,0.0027884276745199408,0.00024510224169120245,0.00012490514847064037,0.0026033862528683457,0.2951035230716629,0.00015997134488684667,0.00012428368810183258,0.0056159859022721975,0.03194304528587569,0.0007869303138196823,0.0005707349043437797,0.0033464491341863643,8.796574792216406e-08,0.08065975194871111,2.560309064265498e-08,0.0028269695446342413,0.00046072967042145853,0.0007015810491425582,7.720013646237621e-05,4.1106369074330547e-07,0.02480426081094147,0.020500527165558315,0.012447570641603484,0.02725319274062721,2.1336879464472506e-07,1.021627598421088e-09,0.01884415626808317,0.012260283840780054,2.5385492079643924e-05,4.230886401144658e-06
1.776175952965809e-06,0.15804645970800535,3.76,0.0,0.007924055797029733,0.72019036281496,0.26666514198176455,0.016945479305091955,0.0013913743940694799,0.03974770833279932,0.1640742316179908,4.6252896258018935e-10,0.3741850340912068,3.7860039236663237e-06,0.00017596766854071307,0.1707081746284328,0.0027721878300599676,0.00024245314367335035,0.0001236858101327016,0.00258391905310381,0.2946190753133312,0.00015845741048478394,0.00012337862391634735,0.005623613294977238,0.03201373693932224,0.0007809437500738022,0.0005662890066295553,0.003311994832204417,8.70189644848981e-08,0.08079516828855265,2.5313872362547e-08,0.0027931884495666264,0.0004571515086988656,0.0006924214726627018,7.74058389956778e-05,4.052809105360338e-07,0.024713182195453053,0.020568714519815873,0.012434460880583776,0.02732016546967722,2.1372129047467277e-07,1.0140166078304039e-09,0.018911954249022877,0.012335879422937884,2.5281791208235567e-05,4.202745375044156e-06
1.7850822475161261e-06,0.1580611554980469,3.76,0.0,0.007833213768220892,0.7195414639347923,0.26717240889100274,0.017078051135410964,0.0013820420545450913,0.039692627562620424,0.1644073449876943,4.595364918058305e-10,0.37409933171825477,3.767730594994187e-06,0.0001750455138556775,0.17142014654482662,0.0027562316698550643,0.00023984809073149903,0.0001225031276149071,0.0025650717514688333,0.2941379891304308,0.00015698906685206263,0.00012250029959675644,0.005630991166735144,0.03208378363972114,0.0007751506173862482,0.0005619799555869539,0.0032788671679615765,8.610036118136621e-08,0.08092777102840464,2.503551361901422e-08,0.002759887554362851,0.0004536871486126541,0.0006836315059500043,7.760964277673484e-05,3.997286067168144e-07,0.024622580813830813,0.020635524250574123,0.012421478648726041,0.027386206537957543,2.1406657424014308e-07,1.0066085779387124e-09,0.018978711965974983,0.012410485697078085,2.5182004704483236e-05,4.175104597112029e-06
1.7939885420664432e-06,0.15807573668281225,3.76,0.0,0.007743924904030329,0.7188971268386216,0.267675786083013,0.01721006914784015,0.001372972420464648,0.039637882008517554,0.1647388175305205,4.566426918679534e-10,0.3740130751534491,3.7501310880470493e-06,0.0001741503072746493,0.17212801176493808,0.0027405537020466554,0.00023728662442528344,0.00012135528790800158,0.002546813380198458,0.293660172441926,0.00015556404807345295,0.0001216474063052835,0.005638126371919457,0.03215320367584367,0.0007695409346044238,0.0005578009129299942,0.003246995664762569,8.520854854850396e-08,0.08105764896302978,2.4767434971664123e-08,0.002727062650852194,0.0004503307278009068,0.0006751912761756597,7.781160491344859e-05,3.9439429343256944e-07,0.024532487435868385,0.02070097636542256,0.01240862867417967,0.02745136292229124,2.144048678784628e-07,9.993941298149374e-10,0.019044453968716426,0.012484120193118262,2.508593192279232e-05,4.147955900954642e-06
1.8028948366167603e-06,0.15809020697877926,3.76,0.0,0.007656144824927738,0.718257232623719,0.2681753777467501,0.017341539342933664,0.0013641534523868512,0.039583460907858276,0.16506869253468537,4.538420726333157e-10,0.373926287272186,3.73316661414233e-06,0.00017328065028716824,0.17283191740933398,0.002725148454184453,0.0002347682677105824,0.00012024059007419505,0.0025291148522568574,0.2931855376454649,0.00015418022820428632,0.00012081871336987128,0.00564502553599136,0.032222014473518745,0.0007641053298165748,0.0005537454568737675,0.003216313800154098,8.434222358701267e-08,0.08118488660103308,2.450909015394359e-08,0.0026947093575928056,0.0004470767454684312,0.000667082022969766,7.801177961073215e-05,3.89266198815666e-07,0.024442930184625806,0.02076509059280327,0.012395915155411193,0.027515678892379335,2.1473638279528607e-07,9.92364447482367e-10,0.019109203830923113,0.01255679996217347,2.499338323667058e-05,4.1212909833709825e-06
1.8118011311670774e-06,0.15810456991728492,3.76,0.0,0.007569831178809956,0.7176216679406773,0.2686712834035942,0.017472467663151643,0.0013555738199634148,0.039529354072149796,0.16539701114301605,4.5112952500265254e-10,0.3738389897080816,3.7168011065953872e-06,0.00017243522874669763,0.17353200266162852,0.0027100104817973287,0.00023229252680173688,0.00011915743770231088,0.002511948840190107,0.29271400135086684,0.00015283561190877507,0.00012001306336641836,0.0056516950651450916,0.032290232647435184,0.0007588350016953002,0.0005498075551641796,0.00318675879508313,8.350016384780933e-08,0.08130956441274077,2.4259964236173993e-08,0.0026628231384563756,0.00044392003887842483,0.0006592860407943105,7.821021835018155e-05,3.8433322646302363e-07,0.024353934696942595,0.020827886387083997,0.012383341802374518,0.027579196169136847,2.150613204685504e-07,9.85511240521751e-10,0.01917298420188825,0.012628541597211466,2.4904179494338898e-05,4.095101436398708e-06
1.8207074257173945e-06,0.15811882885506626,3.76,0.0,0.00748494351518248,0.716990324656911,0.2691635981808758,0.017602859991962642,0.001347222856169953,0.03947555185106622,0.16572381248716678,4.4850029127105664e-10,0.37375120293396513,3.7010010085767435e-06,0.00017161280781847934,0.17422839922857675,0.002695134376212956,0.00022985889293018077,0.00011810433188219918,0.002495289662711546,0.29224548413011076,0.0001515283257346184,0.00011922936750142155,0.005658141155427455,0.032357874049545196,0.000753721683224318,0.0005459815398427581,0.003158271412388385,8.268122193605574e-08,0.08143175906315739,2.401957187701675e-08,0.0026313993199076698,0.00044085576136307695,0.0006517866236149457,7.840697005794557e-05,3.7958491861678474e-07,0.024265524275635865,0.020889382933283213,0.012370911874780068,0.02764195407421238,2.1537987301633114e-07,9.788267092171092e-10,0.019235816855280304,0.012699361252704126,2.4818151491244847e-05,4.069378776461522e-06
1.8296137202677116e-06,0.15813298698418626,3.76,0.0,0.0074014431685407375,0.7163630995423517,0.26965241306754845,0.017732722153038685,0.001339090514518038,0.03942204509883952,0.1660491338125834,4.4594993796693485e-10,0.37366294633708674,3.685735078703319e-06,0.00017081222719732606,0.17492123177439572,0.0026805147716636012,0.0002274668440038512,0.00011707986466278673,0.0024791131785545264,0.29177991028286093,0.0001502566099809754,0.00011846660127837589,0.005664369801368103,0.03242495381429349,0.0007487576076726243,0.0005422620836405458,0.00313079576445714,8.188432040277628e-08,0.08155154363085991,2.3787455660835947e-08,0.0026004331070621865,0.0004378793617591403,0.0006445680118645667,7.860208126156977e-05,3.7501142101754744e-07,0.02417772003373168,0.020949599151489817,0.012358628217648136,0.02770398967109494,2.1569222373063957e-07,9.723035120752962e-10,0.019297722735098097,0.012769274663307996,2.4735139460787993e-05,4.044114470820161e-06
1.8385200148180287e-06,0.1581470473413809,3.76,0.0,0.007319293150221381,0.7157398939758686,0.27013781515319313,0.01786205990954227,0.0013311673290630035,0.039368825142860886,0.16637301059488027,4.4347433095029867e-10,0.3735742382889734,3.6709742127928725e-06,0.00017003239658545255,0.17561061833055483,0.0026661463517149795,0.00022511584617156382,0.00011608271296099412,0.0024633966871536526,0.2913172076166097,0.00014901881112033556,0.00011772380043231591,0.00567038680415392,0.03249148640088243,0.0007439354766892413,0.0005386441779019591,0.003104279129842561,8.110844699674556e-08,0.08166898781364201,2.3563184518224484e-08,0.002569919598599615,0.00043498656518043864,0.0006376153416777454,7.879559623653373e-05,3.706034493944714e-07,0.024090541031067707,0.02100855370101465,0.012346493294320351,0.0277653378982049,2.159985475791061e-07,9.659347355606153e-10,0.019358721998973812,0.012838297161609046,2.465499258279064e-05,4.019299961517315e-06
1.8474263093683457e-06,0.15816101281685907,3.76,0.0,0.007238458048054653,0.7151206136710478,0.27061988785147223,0.017990878963504434,0.0013234443770318027,0.0393158837543482,0.16669547664824083,4.410696125714698e-10,0.37348509621033005,3.6566912803190487e-06,0.0001692722914204138,0.1762966706822479,0.0026520238550547586,0.00022280535529641741,0.00011511163289070751,0.0024481188357372385,0.29085730724057296,0.0001478133747373173,0.00011700005711761843,0.00567619777937812,0.032557485632769376,0.0007392484303984556,0.0005351231119446114,0.003078671778611463,8.035265025133046e-08,0.08178415812168031,2.3346352226849468e-08,0.0025398538006061668,0.00043217335504404234,0.0006309145963644564,7.898755714315778e-05,3.663522575519053e-07,0.024004004403597144,0.021066264984307335,0.012334509217093989,0.02782603169435869,2.1629901167639515e-07,9.597138658950156e-10,0.019418834058968933,0.01290644369496769,2.457756850999244e-05,3.994926686994457e-06
1.8563326039186628e-06,0.15817488616258718,3.76,0.0,0.007158903933200663,0.7145051684200329,0.2710987111090725,0.018119184955291866,0.0013159132439055183,0.039263213120943614,0.1670165642264133,4.387321807087952e-10,0.3733955366313557,3.642860974272112e-06,0.0001685309488425924,0.1769794947327214,0.0026381420806770093,0.00022053481834220757,0.00011416545448279245,0.0024332595324352293,0.290400143372504,0.0001466388389493524,0.00011629451633463172,0.005681808164392473,0.032622964734580644,0.0007346900193793474,0.0005316944537654544,0.0030539268061740557,7.96160353823464e-08,0.0818971180589577,2.3136575989710973e-08,0.0025102306394147737,0.0004294359562711615,0.0006244525600831096,7.91780041545143e-05,3.622496070087341e-07,0.023918125485716025,0.02112275115066849,0.012322677775635464,0.027886102116987575,2.1659377572711404e-07,9.536347627842e-10,0.01947807762000272,0.012973728841501234,2.450273291373188e-05,3.97098610155029e-06
1.86523889846898e-06,0.15818867000008624,3.76,0.0,0.007080598273602467,0.7138934718542156,0.27157436160111814,0.018246983463161004,0.0013085659908006321,0.03921080582111399,0.1673363041168333,4.364586695205985e-10,0.3733055752478186,3.62945967328152e-06,0.00016780746389157526,0.17765919084659862,0.0026244958924983774,0.00021830367467672414,0.00011324307676920167,0.002418799865029115,0.28994565315764115,0.00014549382827655535,0.00011560637258122008,0.005687223225288923,0.03268793636661511,0.0007302541784180179,0.0005283540320084667,0.003029999975331633,7.889776047468555e-08,0.08200792829364298,2.2933495087860342e-08,0.002481044973508015,0.00042677081958831994,0.0006182167736655538,7.936697557594171e-05,3.582877381436744e-07,0.02383291792592758,0.0211780300997836,0.012311000463320789,0.027945578453480936,2.1688299244189714e-07,9.476916349394049e-10,0.019536470716047007,0.013040166825241027,2.4430359049017346e-05,3.9474696928025236e-06
1.874145193019297e-06,0.15820236682776925,3.76,0.0,0.007003509853537711,0.7132854412206524,0.27204691291396377,0.01837428000289614,0.0013013951240017983,0.03915865480023491,0.1676547257283625,4.3424593176235207e-10,0.37321522697320225,3.6164653149511e-06,0.0001671009859210566,0.17833585417329376,0.0026110802234407364,0.00021611135729567433,0.00011234346320616218,0.002404722024991951,0.2894937764990422,0.00014437704793047462,0.00011493486671603172,0.005692448063534791,0.03275241265709962,0.0007259352019271335,0.0005250979191143392,0.0030068495662651856,7.819703293728865e-08,0.08211664681808617,2.273676960458933e-08,0.002452291604544601,0.00042417460685894155,0.0006121954925403498,7.955450795671841e-05,3.544593427972493e-07,0.023748393796147745,0.02123211948510225,0.012299478501641429,0.02800448832601219,2.1716680792825352e-07,9.418790172728118e-10,0.019594030744214716,0.01310577153050142,2.436032733825088e-05,3.924368997303787e-06
1.883051487569614e-06,0.1582159790278464,3.76,0.0,0.006927608698794827,0.7126809971731471,0.2725164357162141,0.018501080027528618,0.0012943935665075948,0.03910675334824721,0.16797185717309826,4.3209102253418485e-10,0.37312450598721525,3.6038572794318895e-06,0.00016641071522207346,0.17900957495157055,0.002597890079014121,0.00021395729397084194,0.00011146563741306953,0.0023910092364865486,0.28904445589860583,0.00014328727849335335,0.00011427928302102602,0.005697487622283653,0.032816405232347357,0.0007217277209333611,0.0005219224155774062,0.0029844362341793656,7.751310620744897e-08,0.08222332909905482,2.2546079218097277e-08,0.0024239652875664357,0.0004216441773797328,0.0006063776466956238,7.974063619441706e-05,3.50757538279425e-07,0.02366456369494624,0.02128503671708324,0.01228811286280587,0.028062857790193386,2.174453620576852e-07,9.361917496524032e-10,0.01965077449686355,0.013170556515497315,2.429252497337576e-05,3.901675614452662e-06
1.8919577821199312e-06,0.15822950887282247,3.76,0.0,0.00685286600703862,0.7120800635770176,0.2729829979187657,0.01862738892713363,0.0012875546314592998,0.0390550950787817,0.16828772534267505,4.299911843360696e-10,0.3730334257809295,3.591616282346886e-06,0.0001657358998444992,0.17968043879625292,0.002584920540432577,0.00021184090832597575,0.00011060867920525893,0.0023776456900087427,0.2885976363081143,0.0001422233709612777,0.00011363894645140122,0.005702346692382356,0.03287992524495961,0.0007176266815381717,0.0005188240352392528,0.002962722874311876,7.684527668666708e-08,0.08232802821880031,2.23611220596693e-08,0.0023960607404397536,0.000419176575080096,0.0006007528026191547,7.992539363242627e-05,3.471758427308977e-07,0.023581436845008123,0.021336798966323556,0.012276904290659382,0.028120711427891458,2.1771878881049845e-07,9.306249571097956e-10,0.019706718191830196,0.013234535025246557,2.4226845536693553e-05,3.879381218832787e-06
1.9008640766702483e-06,0.1582429585316101,3.76,0.0,0.006779254082964961,0.7114825673266231,0.27344666482460844,0.018753212028701203,0.0012808719973305034,0.03900367390965458,0.16860235597944728,4.2794383331888945e-10,0.37294199919879795,3.5797242762752897e-06,0.00016507583260699346,0.18034852696806034,0.0025721667672945715,0.00020976162084378964,0.000109771720900322,0.0023646164803809173,0.2881532649896719,0.0001411842421263947,0.00011301322006160769,0.005707029918093038,0.03294298340020306,0.0007136273247622159,0.0005157994915524403,0.0029416744940168383,7.619288089156376e-08,0.08243079500751195,2.218161363444191e-08,0.002368572652580622,0.00041676901656644217,0.0005953111271506953,8.010881215109662e-05,3.4370815178553403e-07,0.023499021185091753,0.021387423166587365,0.012265853320037379,0.028178072434525976,2.1798721659965668e-07,9.251740314017522e-10,0.01976187750090491,0.01329772000379258,2.4163188640001808e-05,3.857477571105087e-06
1.9097703712205654e-06,0.15825633007528156,3.76,0.0,0.006706746277876918,0.7108884381747919,0.2739074992690786,0.018878554596077575,0.0012743396847624832,0.038952484044642105,0.16891577374291772,4.2594654662967105e-10,0.3728502384777788,3.5681643600784237e-06,0.00016442984828588165,0.18101391662749194,0.0025596239998583307,0.0002077188498073443,0.00010895394387902847,0.0023519075488183223,0.2877112913849469,0.0001401688702750739,0.00011240150259670782,0.005711541802547624,0.033005589980686145,0.0007097251676884014,0.0005128456847517957,0.002921258091630748,7.555529280457314e-08,0.08253167816768531,2.2007285801883343e-08,0.002341495693011981,0.0004144188799568018,0.0005900433531795486,8.029092225293645e-05,3.403487164813011e-07,0.023417323456749253,0.021436926017748797,0.012254960294660638,0.028234962701155008,2.1825076857494976e-07,9.198346138324206e-10,0.019816267576650202,0.01336012410578187,2.410145958121996e-05,3.835956527569869e-06
1.9186766657708825e-06,0.1582696254824795,3.76,0.0,0.006635316933344901,0.7102976085733452,0.2743655617512068,0.019003421829973267,0.001267952034937392,0.03890151995644954,0.16922800227174642,4.239970507585927e-10,0.37275815528377876,3.5569206954065898e-06,0.00016379732097364036,0.1816766810736473,0.0025472875609412683,0.000205712012178959,0.00010815457538319444,0.0023395056288070724,0.2872716669926604,0.00013917629118039243,0.00011180322623893912,0.005715886712950887,0.03306775486944956,0.0007059159858234889,0.0005099596898745682,0.002901442541831312,7.493192141019891e-08,0.08263072439090105,2.1837885813175055e-08,0.002314824517796469,0.00041212369445450396,0.0005849407471190979,8.047175314225717e-05,3.3709212236717023e-07,0.023336349286066295,0.0214853239886608,0.01224422538367405,0.028291402891642274,2.1850956290868156e-07,9.146025792494995e-10,0.019869903077662447,0.013421759707429662,2.4041569018034286e-05,3.814810048507725e-06
1.9275829603211995e-06,0.1582828466445077,3.76,0.0,0.006564941328641084,0.7097100135239656,0.2748209105567625,0.01912781886803399,0.0012617036893882406,0.038850776370794114,0.1695390642416525,4.2209321080368126e-10,0.37266576074561053,3.545978429780932e-06,0.00016317766159796971,0.18233688996882677,0.002535152857471331,0.0002037405244196906,0.00010737288553404318,0.0023273981955483215,0.28683434525379947,0.00013820559436875118,0.00011121785449990088,0.005720068885546923,0.033129487571577805,0.0007021957966024224,0.0005071387455743269,0.0028821984872030118,7.432220840360839e-08,0.08272797846748109,2.1673175402751697e-08,0.002288553776886485,0.000409881130612867,0.0005799950780892961,8.065133279963927e-05,3.339332697539417e-07,0.023256103260668525,0.021532633319960307,0.01223364859692394,0.028347412515185376,2.1876371306400856e-07,9.094740211335324e-10,0.01992279819236929,0.013482638916906266,2.3983432658350743e-05,3.7940302054011232e-06
1.9364892548715166e-06,0.15829599537012015,3.76,0.0,0.00649559563166331,0.7091255904387137,0.27527360187355193,0.019251750784970618,0.0012555895711508509,0.038800248251528155,0.1698489814194971,4.2023302057651554e-10,0.37257306548664604,3.535323625701223e-06,0.00016257031559284738,0.18299460954971625,0.0025232153817167993,0.00020180380325230223,0.00010660818455573069,0.002315573418738065,0.2863992814440607,0.00013725591964179945,0.00011064488024930267,0.005724092430362835,0.03319079723443205,0.0006985608439639609,0.0005043802436768081,0.002863498235728264,7.37256260592925e-08,0.08282348338946327,2.1512929931337034e-08,0.002262678120430369,0.00040768899124580193,0.0005751985887380187,8.082968805156667e-05,3.3086735505771003e-07,0.023176589002232385,0.021578870026819144,0.012223229799063238,0.02840300999447158,2.1901332804699972e-07,9.044452377050139e-10,0.019974966661450946,0.013542773584175126,2.392697096696963e-05,3.7736091871316003e-06
