Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652)
0.00046829475441452907,0.16017504444561476,3.76,0.0,0.0028229491319484677,0.33569650318817973,0.6468297594965712,0.0375575490093803,7.193214827725625e-05,0.07323941715639701,0.44029266067509193,1.3413811472239826e-12,0.1532254680348139,2.098514017709557e-08,2.3517035633630743e-05,0.5918090970552586,0.0021381269309247376,0.0012018233205171671,4.152769527784803e-05,7.218661107489808e-05,0.14713918594666836,3.923078233373785e-05,1.6452071190897298e-05,0.016086094544193887,0.019549957005359237,1.394168755520476e-05,6.161052645822677e-06,0.00015612167716317515,3.1477727857926433e-07,0.04620012896311349,3.228479904032374e-09,0.007312726307160235,4.570607246436799e-06,0.0001448735903795651,0.00018223392326067068,4.410978519044099e-07,0.000251409953135308,0.013093240740090523,0.0010945029945178934,0.0035138662537466487,1.0266423582491271e-09,6.308307798000993e-10,0.008964033789391835,6.323918305678063e-05,5.842068945637052e-08,1.4617607021734413e-06,3.448358575637684e-06,0.005469176329937741,6.861700800569619e-06,3.719778402376613e-13
0.0004702672672060863,0.16022456690588965,3.76,0.0,0.002758540146916123,0.33399977678456205,0.6481802644267898,0.03774881545370361,7.117466598438829e-05,0.0729298595427649,0.4414422281184793,1.3270450601678506e-12,0.1532154114713927,2.0894951557246208e-08,2.327630352438127e-05,0.5943372959183768,0.002116756740562568,0.0011794770462267956,4.1054623581501204e-05,7.176585221153424e-05,0.1463494389960301,3.879336920003275e-05,1.631080530472397e-05,0.01602403321261989,0.019593667701345713,1.3809225447550161e-05,6.097657738710224e-06,0.00015371586223547092,3.095230974693469e-07,0.04617817951767674,3.1616851921128587e-09,0.007216020887322071,4.524706139067148e-06,0.00014261520983703982,0.00018289971048873882,4.318932404433574e-07,0.00024911421226393916,0.012881322050103802,0.0010939024649391739,0.0034898625120344273,1.026074356952047e-09,6.218552580848171e-10,0.008954464054927983,6.245236265550519e-05,5.814458733094901e-08,1.4460076216037492e-06,3.4353531015376933e-06,0.0055090118460695454,6.885148314983623e-06,3.6805045905825374e-13
0.0004720425287184879,0.16026852426893232,3.76,0.0,0.002702317591672362,0.3324929053206502,0.6493789948559124,0.03791973850624654,7.050542490226798e-05,0.0726549215017613,0.4424614227897587,1.3144215671952089e-12,0.15320606521637442,2.081542729326896e-08,2.3063302618004703e-05,0.5965841844681464,0.002097871992170052,0.0011598924859106347,4.063743943842333e-05,7.139266230613669e-05,0.1456482924946965,3.84073793512046e-05,1.6185888486506645e-05,0.015968592388206637,0.01963240937570197,1.3692003964476451e-05,6.0416483474542765e-06,0.00015159936772095512,3.0491212137065856e-07,0.0461561014970096,3.103232809368722e-09,0.007130042324087648,4.484146332186876e-06,0.00014063030446017323,0.00018349033997089588,4.238442659355765e-07,0.0002470816395414452,0.012694439756493045,0.001093339294355085,0.0034683733654999943,1.0255131534863323e-09,6.13957957348922e-10,0.00894555360840474,6.175736914756638e-05,5.7897614979058136e-08,1.4320624718480311e-06,3.4236782149522182e-06,0.005544387945634849,6.905610374166261e-06,3.645805816592925e-13
0.00047364026407964926,0.16030759899943572,3.76,0.0,0.0026530801154315987,0.33115273299785597,0.6504445964322262,0.03807259668117029,6.991300443477886e-05,0.07241038349340721,0.44336644573477557,1.3032803596621435e-12,0.15319742244177434,2.0745156555236296e-08,2.2874504701033873e-05,0.5985837324937409,0.0020811513866355043,0.0011426799515773728,4.026874478140031e-05,7.106116735777274e-05,0.14502490546082245,3.8066058432216935e-05,1.6075225694748888e-05,0.01591902804579811,0.019666803128904068,1.3588089181845717e-05,5.992068850737486e-06,0.00014973295749005723,3.008546973895928e-07,0.046134404955192984,3.05192896322727e-09,0.0070535145818437,4.448237808365008e-06,0.00013888137903877055,0.00018401510509906275,4.167842431220607e-07,0.00024527904430082694,0.012529307232282086,0.001092814632450762,0.003449128506179166,1.0249687813198791e-09,6.069926741637295e-10,0.00893730262222115,6.114230350852745e-05,5.767660532253763e-08,1.4196965995969511e-06,3.4131988923052444e-06,0.0055758467665116725,6.923521704086182e-06,3.615090086234082e-13
0.00047523799944081065,0.16034622066491463,3.76,0.0,0.0026050906558893446,0.3298274418502827,0.6514978889589114,0.03822454467540116,6.932976717199675e-05,0.0721685460209672,0.44426006439460225,1.2923423701995846e-12,0.15318856750840193,2.067609140067569e-08,2.268840519030741e-05,0.6005621883860383,0.0020646863265440366,0.0011258478640661597,3.9906312507797655e-05,7.07337546236833e-05,0.14440862992506884,3.773035796377203e-05,1.5966199965569706e-05,0.01586977573578827,0.01970075713513609,1.348564893553843e-05,5.9432588632475385e-06,0.00014790206644888445,2.9688235489288576e-07,0.046111025855055755,3.0018227639653754e-09,0.006977792206189008,4.4128819356015365e-06,0.0001371670351400254,0.00018453355344736678,4.0989312976488054e-07,0.00024350133733157597,0.012367028722816338,0.0010922735920637357,0.003429976317995324,1.0243882245919393e-09,6.001587307688003e-10,0.008928840346815188,6.053692808838024e-05,5.745682294087635e-08,1.4075026091399198e-06,3.4027492325104618e-06,0.005606950934777078,6.9409675628080025e-06,3.5848507019794245e-13
0.00047683573480197203,0.16038439701997606,3.76,0.0,0.002558309319433464,0.32851676082558734,0.652539106492405,0.03837559307799881,6.875553193349163e-05,0.0719293594802918,0.44514247131330625,1.2816027688422915e-12,0.15317950673233358,2.060820650514221e-08,2.250495517391354e-05,0.6025198995787411,0.0020484715406754827,0.001109385642204643,3.9549999956539755e-05,7.041036402676321e-05,0.14379934226966948,3.740015598220112e-05,1.5858780469152695e-05,0.015820832678921943,0.019734279917928237,1.3384657856189998e-05,5.8952034311490636e-06,0.00014610585761606646,2.9299275679230617e-07,0.046086008858497826,2.9528796679592526e-09,0.006902872272825864,4.378068013566018e-06,0.00013548639896428198,0.00018504580416249666,4.0316584669941913e-07,0.0002417481142771637,0.012207559459170894,0.0010917166369996923,0.003410918867742655,1.0237724547582517e-09,5.9345288346914e-10,0.008920174337094163,5.994106330289582e-05,5.7238291207866137e-08,1.3954775232676483e-06,3.392331986402448e-06,0.005637705248456201,6.95795963794969e-06,3.5550783681378667e-13
0.0004784334701631334,0.1604221356696968,3.76,0.0,0.0025126977420331185,0.32722042524485184,0.6535684773027018,0.03852575227530181,6.819012247191341e-05,0.07169277544474753,0.4460138558272098,1.2710568607054713e-12,0.15317024618826533,2.054147680615031e-08,2.2324106657671673e-05,0.6044572070060097,0.0020325018913848027,0.0010932830507566786,3.919966816977219e-05,7.009093646803594e-05,0.14319692141938242,3.707533338779272e-05,1.57529371400566e-05,0.015772196090413762,0.01976737978857487,1.3285090978383558e-05,5.847887998875695e-06,0.00014434351609159823,2.891836488738503e-07,0.04605939742184019,2.9050663614380805e-09,0.006828751569461501,4.343785584803024e-06,0.00013383862254025446,0.00018555197356431903,3.965975081305773e-07,0.0002400189769232923,0.012050854699500516,0.0010911442200043974,0.0033919580666990305,1.0231224167558443e-09,5.868719981669743e-10,0.008911311902175503,5.935453255206818e-05,5.702103306118445e-08,1.3836184141789855e-06,3.381949777985513e-06,0.005668114450311304,6.974509355592927e-06,3.525763975999267e-13
0.0004800312055242948,0.1604594440711298,3.76,0.0,0.002468219022180243,0.3259381766262269,0.6545862240456946,0.038675032456400416,6.763336577723815e-05,0.07145874663218853,0.44687440408994045,1.2607001004573078e-12,0.1531607917204657,2.04758780209743e-08,2.214581272645959e-05,0.6063744452079367,0.0020167723701007994,0.0010775301876996977,3.885518251619268e-05,6.977541386313909e-05,0.14260124878875427,3.675577451979746e-05,1.5648640711028937e-05,0.015723863183089506,0.019800064852419298,1.3186923978172125e-05,5.801298314967693e-06,0.0001426142486063322,2.8545285012235674e-07,0.04603123383273358,2.8583506051690652e-09,0.006755426613591156,4.310024443715749e-06,0.00013222288293916005,0.00018605217522194706,3.90183395115136e-07,0.00023831353336858864,0.011896869783100108,0.0010905567830743325,0.003373095678418745,1.0224390300219578e-09,5.804130319168312e-10,0.008902260113852875,5.877716225124106e-05,5.680507069209362e-08,1.3719224116338975e-06,3.371605061566865e-06,0.00569818322713862,6.990627976466893e-06,3.496898662475555e-13
0.0004816289408854562,0.1604963295368401,3.76,0.0,0.0024248376568122582,0.3246697625124287,0.6555925639285155,0.038823443618559925,6.708509238647407e-05,0.07122722687301616,0.44772429909944506,1.2505280554351815e-12,0.1531511489542162,2.0411386753196388e-08,2.1970027399795677e-05,0.6082719424367806,0.0020012780939826728,0.0010621174719932164,3.851641225255341e-05,6.94637393539061e-05,0.14201220823186003,3.644136695393052e-05,1.5545862348667712e-05,0.015675831170375822,0.01983234301492986,1.3090132834301576e-05,5.755420348408643e-06,0.00014091728323429974,2.8179824737336735e-07,0.046001559245683825,2.812701156070514e-09,0.006682893669386964,4.276774573693728e-06,0.00013063838154327487,0.0001865465200286157,3.8391894053117794e-07,0.0002366313977939451,0.011745560180749483,0.0010899547580401462,0.0033543333261807475,1.0217231890967219e-09,5.74073013918202e-10,0.008893025814837627,5.820878184504827e-05,5.6590421776283565e-08,1.3603867095727562e-06,3.361300106607002e-06,0.005727916209363772,7.006326468645851e-06,3.468473721198124e-13
0.0004832266762466176,0.16053279923748565,3.76,0.0,0.002382519479891502,0.32341493630412355,0.6565877088690277,0.03897099557235933,6.654513787450049e-05,0.07099817107956786,0.44856372072588985,1.2405364053769808e-12,0.15314132330643154,2.03479796355662e-08,2.1796705435874936e-05,0.6101500207612737,0.001986014302749608,0.0010470356318095938,3.818322973706754e-05,6.915585694027442e-05,0.1414296859949807,3.6132000680364875e-05,1.544457379303019e-05,0.01562809726903756,0.019864221987370673,1.2994693706595388e-05,5.710240436069122e-06,0.00013925186827386523,2.782178041632775e-07,0.04597041371636819,2.768087904542773e-09,0.0066111487638343186,4.244026152993345e-06,0.00012908434311880319,0.0001870351162731365,3.777997543848111e-07,0.00023497219028808576,0.011596881541560147,0.0010893385666484049,0.0033356725002442553,1.0209757642122023e-09,5.678490746828999e-10,0.008883615626761295,5.7649223737054535e-05,5.6377102980330815e-08,1.3490085469115932e-06,3.3510370822786834e-06,0.005757317970498284,7.021615495239216e-06,3.4404805733385866e-13
0.00048482441160777897,0.16056886020388597,3.76,0.0,0.0023412316037657584,0.3221734570993339,0.6575718656526982,0.03911769794657527,6.601334099119672e-05,0.0707715352159763,0.4493928457411244,1.2307209728818946e-12,0.15313131999471144,2.0285633893871258e-08,2.1625802618363475e-05,0.6120089961698921,0.001970976354250277,0.0010322756931717104,3.78555111706013e-05,6.885171125918711e-05,0.1408535706660259,3.5827568707670374e-05,1.5344747694840406e-05,0.015580658701575921,0.01989570929249536,1.2900583504502256e-05,5.665745276000853e-06,0.0001376172717535027,2.747095481484971e-07,0.04593783623519114,2.7244817123317626e-09,0.006540187702304848,4.211769628393956e-06,0.00012756001502956695,0.0001875180697091052,3.718215968803306e-07,0.0002333355369331102,0.011450789736396056,0.0010887086206098746,0.003317114564681895,1.0201976024771616e-09,5.617384341602345e-10,0.008874035957757652,5.709832330262005e-05,5.6165132346084754e-08,1.3377852149237003e-06,3.3408180165682176e-06,0.005786393026672463,7.036505541292602e-06,3.4129109014769293e-13
0.00048642214696894035,0.16060451933007727,3.76,0.0,0.0023009423633772582,0.32094508953631773,0.658545236083119,0.039263560193222656,6.548954294239601e-05,0.07054727626870702,0.45021184785050916,1.2210776895936086e-12,0.15312114404725463,2.0224327987004045e-08,2.1457275791658328e-05,0.6138491786762185,0.00195615972052816,0.0010178289690329551,3.7533136582951656e-05,6.85512483948166e-05,0.14028375312455746,3.5527967301484314e-05,1.5246357177770416e-05,0.015533512698680271,0.019926812270199542,1.2807779669764974e-05,5.621921724783127e-06,0.00013601278155930322,2.712715631652865e-07,0.045903864759711484,2.6818542818650506e-09,0.006470006083323584,4.179995650753617e-06,0.00012606466665339184,0.00018799548362426365,3.659803538048529e-07,0.0002317210698802911,0.011307240897662744,0.0010880653221085868,0.0032986607637820894,1.0193895285195238e-09,5.557383695826682e-10,0.00886429300984056,5.6555918956438055e-05,5.595452356525895e-08,1.3267140693206397e-06,3.3306447620794245e-06,0.005815145836429486,7.0510068797296545e-06,3.385756590140215e-13
0.00048801988233010174,0.16063978337621654,3.76,0.0,0.002261621263698661,0.3197296036412344,0.6595080171244365,0.03940859159223554,6.497359006076071e-05,0.0703253522188349,0.4510208977260976,1.2116025780035434e-12,0.15311080031235008,2.016404021810009e-08,2.129108236600122e-05,0.6156708724236128,0.0019415599857369448,0.0010036870489470871,3.721598861286647e-05,6.825441548431227e-05,0.13972012649677554,3.52330948048589e-05,1.5149375614780317e-05,0.015486656501525996,0.0199575380825745,1.2716259446146404e-05,5.578756907680456e-06,0.00013443770424614878,2.6790200667208357e-07,0.045868536245539895,2.6401783679140646e-09,0.006400599312307062,4.148694985320352e-06,0.00012459758858536643,0.0001884674589070335,3.6027207403409603e-07,0.0002301284272622409,0.011166191455118905,0.0010874090640802213,0.003280312228312335,1.0185523445166134e-09,5.498462486479563e-10,0.008854392786106226,5.6021852041672336e-05,5.574528705627084e-08,1.3157925061880355e-06,3.3205191036456608e-06,0.005843580800531715,7.0651294928187736e-06,3.35900956359234e-13
0.0004894578441551469,0.16067118870476366,3.76,0.0,0.002227035733341991,0.3186464943148626,0.660365625136882,0.03953841701119949,6.451581600725718e-05,0.07012758296256771,0.4517406720969312,1.2032155853019837e-12,0.15310135136058955,2.0110633922428004e-08,2.1143468814613504e-05,0.617294835631609,0.0019286021108075638,0.0009912131920330922,3.693492989042371e-05,6.799032558569122e-05,0.13921806920411792,3.497167081279813e-05,1.5063275691522664e-05,0.015444731437357816,0.019984874617522592,1.2634970519794631e-05,5.5404615483327565e-06,0.00013304472376774828,2.6492643480817823e-07,0.04583561007493515,2.6034617858727976e-09,0.006338791770920023,4.1209216607720655e-06,0.00012330081956382123,0.00018888766813084578,3.552451506161136e-07,0.00022871341440629201,0.011041348195759266,0.001086807668634796,0.003263889396123329,1.0177746358569382e-09,5.4463352991546e-10,0.008845352920538894,5.5548191512289375e-05,5.555815955651673e-08,1.3060888779667459e-06,3.311448076087645e-06,0.005868904100814935,7.077524074056288e-06,3.335278992647693e-13
0.0004908958059801922,0.16070228413094903,3.76,0.0,0.0021931899192886746,0.3175734767492623,0.6612149485362822,0.039667583355880685,6.406416647374572e-05,0.06993164243519591,0.45245264119060685,1.1949589626205422e-12,0.15309177358414833,2.0058020402115183e-08,2.0997681924960627e-05,0.6189042782882659,0.0019158133659892367,0.0009789738679258835,3.6657931687244876e-05,6.772909570706636e-05,0.13872086691903573,3.471392686290167e-05,1.4978277952978726e-05,0.015403036897726615,0.020011916291080532,1.255468800439619e-05,5.50268073389131e-06,0.0001316745402130354,2.620035723393144e-07,0.04580163944052804,2.56747583824512e-09,0.006277604394601389,4.093518088692336e-06,0.0001220259026747375,0.00018930362218515256,3.503201272562779e-07,0.00022731553523154633,0.010918463145480742,0.0010861963600154784,0.003247553333957509,1.0169745364571114e-09,5.395043617750663e-10,0.008836194478129025,5.5081046568101395e-05,5.537216242173954e-08,1.2965025207101927e-06,3.3024180390635917e-06,0.005893976590510054,7.089626747210912e-06,3.311866452445108e-13
0.0004923337678052374,0.16073307431362752,3.76,0.0,0.0021600638283057272,0.31651039391685176,0.6620561214027231,0.03979609705105201,6.361853610607398e-05,0.0697375019647107,0.4531569232637824,1.1868300357083063e-12,0.15308207017391498,2.0006184898856246e-08,2.0853692432596357e-05,0.6204994103245404,0.0019031907509034019,0.0009669634811779968,3.638491506070585e-05,6.747068918519221e-05,0.13822844620841054,3.4459794237502037e-05,1.4894364185131852e-05,0.01536157089983332,0.02003866797508459,1.2475396212275762e-05,5.465405629232465e-06,0.00013032668514540626,2.591321945459645e-07,0.04576664931891227,2.532202436328698e-09,0.006217033483956041,4.066477948528674e-06,0.00012077236213016254,0.0001897153898815777,3.454943931396826e-07,0.00022593453794627274,0.010797505283508119,0.00108557540589098,0.0032313046528754663,1.0161525881581717e-09,5.344569773355128e-10,0.00882692144817537,5.4620307594522636e-05,5.5187301247717336e-08,1.287031638630112e-06,3.2934300625485916e-06,0.005918801357469158,7.101444363953427e-06,3.2887664237317437e-13
0.0004936279334477781,0.16076052827936071,3.76,0.0,0.002130849709980046,0.3155619863490976,0.6628063168028279,0.03991120658907905,6.322253014264727e-05,0.06956429136608144,0.45378430093364985,1.1796210283256132e-12,0.15307323224548458,1.9960186060429406e-08,2.0725614846385965e-05,0.6219229641851871,0.001891970011294339,0.0009563453771641278,3.614254058270889e-05,6.724050680752414e-05,0.13778929621724278,3.423410692077122e-05,1.4819753967365212e-05,0.01532444527476857,0.02006250049188704,1.2404867956078263e-05,5.432283362089852e-06,0.00012913232791784756,2.565909874455585e-07,0.04573430671863777,2.5010510607570253e-09,0.006163043607680454,4.042447455480394e-06,0.00011966206904009696,0.00019008245719935365,3.412340298552635e-07,0.0002247058694342553,0.010690265530645001,0.001085008516999216,0.0032167560067207323,1.0153945914228079e-09,5.299828369360709e-10,0.00881848095381821,5.4211030530325894e-05,5.5021902958470584e-08,1.278605117023576e-06,3.2853776607548086e-06,0.005940934366422953,7.111841986024997e-06,3.2682391276917116e-13
0.0004949220990903188,0.16078774198712392,3.76,0.0,0.002102189225736813,0.314621391267132,0.6635501103628739,0.04002579714338608,6.283124222027905e-05,0.06939249598137054,0.454405629909571,1.1725114927821818e-12,0.15306429724722279,1.9914795524927838e-08,2.059894933795159e-05,0.6233352415836196,0.0018808793632840457,0.0009459044479202555,3.5903273918519084e-05,6.701255516456994e-05,0.13735390928332028,3.401124241985159e-05,1.474599490909661e-05,0.015287501741359072,0.020086105384713608,1.2335119001882463e-05,5.399557688870113e-06,0.00012795535965836604,2.540896662006296e-07,0.04570117548307327,2.470450090171097e-09,0.006109547166870851,4.01870197310257e-06,0.00011856838547181229,0.00019044623633657204,3.3705023758788044e-07,0.00022349049620990657,0.010584539662152155,0.0010844342146707317,0.0032022789465917427,1.0146197030984025e-09,5.255723225820191e-10,0.008809953531549258,5.3806777732015114e-05,5.48574347404114e-08,1.2702694396658928e-06,3.27736077773595e-06,0.005962871388280796,7.122018821537498e-06,3.2479567869965356e-13
0.0004962162647328595,0.16081471866567074,3.76,0.0,0.0020740691060906857,0.31368850066931125,0.6642875940615367,0.040139873189643745,6.244459925641176e-05,0.0692220961018298,0.45502099249304173,1.1654996095784914e-12,0.15305526730665606,1.987000343200097e-08,2.0473675791600697e-05,0.6247363881980447,0.0018699167519843657,0.0009356369326962841,3.566706139061269e-05,6.678680924822702e-05,0.13692223464422393,3.379115385970802e-05,1.4673074424243686e-05,0.015250738878401972,0.020109485993126567,1.2266138588098724e-05,5.367222421750798e-06,0.00012679546141604935,2.5162740841834095e-07,0.045667272632972496,2.440387388988049e-09,0.006056541277890476,3.995237151116038e-06,0.00011749098939879721,0.00019080677456900352,3.3294127165008473e-07,0.00022228824240466737,0.010480305645618932,0.0010838526825196206,0.0031878737970034185,1.0138282923260201e-09,5.212242323557386e-10,0.008801341858504626,5.3407473150104476e-05,5.469389847836944e-08,1.262023362059477e-06,3.2693800692688135e-06,0.005984614595464952,7.131979606893089e-06,3.227915630480153e-13
0.0004975104303754002,0.1608414614929354,3.76,0.0,0.002046476465022294,0.3127632085052214,0.665018858142274,0.04025343914057719,6.206253096284417e-05,0.0690530723786062,0.45563046977978733,1.1585836058788039e-12,0.15304614449372744,1.9825799272462964e-08,2.034977406433482e-05,0.6261265474547251,0.0018590801630811752,0.000925539165320509,3.543385040228237e-05,6.65632431000506e-05,0.13649422238110484,3.357379514237199e-05,1.4600980122672617e-05,0.015214155273054914,0.020132645592846454,1.219791560033727e-05,5.335271660921658e-06,0.0001256523206412635,2.492034145636435e-07,0.04563261483279668,2.4108511663092254e-09,0.006004023005580456,3.972048666738076e-06,0.0001164295661962741,0.00019116411830150904,3.289054409709009e-07,0.00022109893455455685,0.010377541646917657,0.0010832641006976785,0.0031735408476976116,1.0130207200558895e-09,5.169374055176707e-10,0.008792648543040099,5.3013041886290825e-05,5.453129704578593e-08,1.2538656542946248e-06,3.261436153944688e-06,0.006006166135768888,7.141728950031812e-06,3.2081118427167785e-13
0.0004988045960179409,0.16086797359615926,3.76,0.0,0.0020193987873499243,0.31184541063524746,0.6657439911542435,0.040366499347178744,6.168496705945377e-05,0.06888540581486277,0.4562341416731067,1.151761746096397e-12,0.15303693082192102,1.9782173737050686e-08,2.0227224665747528e-05,0.6275058605604217,0.0018483676208519099,0.0009156075714598178,3.52035896381518e-05,6.634183101536882e-05,0.1360698234032124,3.3359121290261746e-05,1.452970023521532e-05,0.015177749521014458,0.02015558739721743,1.2130439923250744e-05,5.303699691936665e-06,0.0001245256312529735,2.468168928502249e-07,0.04559721839905673,2.3818298183873e-09,0.005951989366704982,3.949132409033422e-06,0.00011538380839257927,0.00019151831308468137,3.2494108112882874e-07,0.00021992240162118035,0.010276226036199808,0.0010826686456891384,0.003159280355048423,1.0121973403612641e-09,5.127106941464936e-10,0.008783876126494068,5.2623410239514506e-05,5.436963409386544e-08,1.2457951165828252e-06,3.2535295333589655e-06,0.006027528132625853,7.151271245994535e-06,3.1885418393915427e-13
0.0004999693450962275,0.16089163976494983,3.76,0.0,0.001995459116293601,0.31102571560885656,0.6663914406518578,0.040467824669099234,6.134895321168617e-05,0.06873565085541661,0.4567725478561375,1.1457011575668232e-12,0.15302856245335866,1.974339794201118e-08,2.0118070711781336e-05,0.628738083842759,0.001838830790147914,0.0009068083330701727,3.4998835750112114e-05,6.614438207632702e-05,0.13569091376402806,3.316817388370994e-05,1.4466234918896022e-05,0.015145135255642955,0.020176051412948193,1.2070342546065002e-05,5.275603941798817e-06,0.00012352542932726613,2.4470043051604083e-07,0.04556474328907071,2.3561415321538076e-09,0.0059055709514949485,3.9287371616104784e-06,0.00011445577186996438,0.0001918344330129973,3.214329338826937e-07,0.00021887430504376274,0.010186262650359205,0.0010821270027220166,0.0031465080482415376,1.0114430699040748e-09,5.089571239784198e-10,0.00877591536806152,5.2276785482461855e-05,5.4224941673880886e-08,1.238605181954909e-06,3.2464459058926913e-06,0.006046593605306326,7.159685947196893e-06,3.1711258251549135e-13
0.0005011340941745141,0.1609151237510094,3.76,0.0,0.001971918091873951,0.31021193480912745,0.667034056609386,0.040568746901088616,6.1016483002205065e-05,0.06858696671783703,0.45730637203674046,1.1397142369153732e-12,0.15302012346963872,1.9705076039861435e-08,2.0009982715091564e-05,0.629961734235586,0.0018293914802846394,0.0008981383905785101,3.479639481409885e-05,6.594864060755261e-05,0.1353148571300421,3.2979333866067426e-05,1.4403411008369446e-05,0.015112662911142338,0.020196343825722753,1.2010834458123653e-05,5.247806104289938e-06,0.0001225380967785533,2.426131638286759e-07,0.045531694249349726,2.330853248894265e-09,0.005859540400694824,3.908556079885851e-06,0.00011353996673996435,0.00019214807055667257,3.1798023907413276e-07,0.00021783629807701054,0.010097439639726204,0.0010815800568120394,0.003133794755984141,1.0106765232393477e-09,5.052505455861664e-10,0.00876789430555644,5.193393759759418e-05,5.408101140194666e-08,1.2314840360653654e-06,3.239393319211659e-06,0.006065508761207129,7.1679397579993605e-06,3.153893656883474e-13
0.0005022988432528007,0.16093842773281974,3.76,0.0,0.0019487673121986457,0.309403996124187,0.6676719002083473,0.040669269091869575,6.0687508104044486e-05,0.06843934025456085,0.4578356700428561,1.133799792358227e-12,0.1530116152305152,1.9667201545314734e-08,1.990294701492912e-05,0.6311769102041237,0.0018200483285004633,0.0008895953187880031,3.459623167206065e-05,6.575458824108808e-05,0.13494161937636898,3.2792570316584276e-05,1.4341220284343725e-05,0.015080331483343432,0.020216466854101226,1.1951908400802928e-05,5.220302272601214e-06,0.00012156342350173475,2.40554554818051e-07,0.045498082484388275,2.305957104272863e-09,0.005813895452239114,3.888586294401872e-06,0.00011263618313519245,0.00019245925722250837,3.1458187266218036e-07,0.00021680826085502164,0.010009741681984614,0.0010810279298477223,0.003121140601532395,1.0098979432730088e-09,5.015901758051685e-10,0.00875981465972081,5.159481525286591e-05,5.393784420902184e-08,1.2244308429688127e-06,3.232372057602582e-06,0.006084275097760851,7.1760357042099315e-06,3.1368428008639783e-13
0.0005033471174232586,0.1609592491884582,3.76,0.0,0.0019282584979889558,0.3086817876457578,0.66824192882615,0.04075939951783554,6.0394378974616904e-05,0.06830737005395533,0.45830821390847565,1.1285377898305053e-12,0.15300389969941833,1.9633491948487264e-08,1.980750368480279e-05,0.6322634032176456,0.0018117205992806689,0.000882013067719684,3.4418003614612293e-05,6.558137143107853e-05,0.13460808774595798,3.262623322554217e-05,1.428578334500284e-05,0.015051352857482311,0.020234434559429155,1.1899367104198185e-05,5.1957968546095996e-06,0.00012069687102445348,2.387258787936201e-07,0.045467359858596186,2.2838795421751237e-09,0.005773142799765615,3.870791845005989e-06,0.00011183288627846144,0.00019273725534568235,3.115688926836385e-07,0.000215891453581479,0.009931762894139785,0.0010805266846585467,0.0031098025123193263,1.0091871302109825e-09,4.983347158360844e-10,0.008752494279986364,5.1292748664614254e-05,5.3809648124863804e-08,1.2181403839906557e-06,3.226079966070275e-06,0.006101038784934109,7.183189567634149e-06,3.1216500929205386e-13
0.0005043953915937166,0.1609799281246731,3.76,0.0,0.0019080533217768626,0.3079642028456818,0.6688081837438454,0.040849210519567476,6.0104007726594097e-05,0.06817623680413688,0.45877717583932975,1.1233327130770154e-12,0.1529961300929894,1.9600134665833684e-08,1.9712892307652064e-05,0.6333431804524092,0.0018034687120566646,0.0008745299684288899,3.424156766605291e-05,6.540949677302542e-05,0.13427678801121548,3.246153149608855e-05,1.4230846694335298e-05,0.015022486843534416,0.020252268395182776,1.1847286368773443e-05,5.171523360940693e-06,0.00011984025849524315,2.369196267925985e-07,0.045436198210370246,2.2621080184995494e-09,0.005732698951883119,3.8531641818447775e-06,0.00011103901335457316,0.00019301331561010857,3.0859826496752074e-07,0.00021498254056039268,0.009854672143798354,0.0010800214255432556,0.0030985124739258446,1.008466933886797e-09,4.951155162458183e-10,0.008745129008803499,5.099362241750704e-05,5.368207194088212e-08,1.2119036961496153e-06,3.219813754766815e-06,0.006117684197713395,7.19022024185821e-06,3.1066004844433796e-13
0.0005054436657641745,0.16100046606602092,3.76,0.0,0.0018881460909082324,0.30725119150988794,0.6693707074831122,0.04093870424293894,5.981636102218017e-05,0.06804593135425153,0.4592425949971972,1.1181837423848074e-12,0.15298830733784413,1.9567125013719878e-08,1.9619103267445295e-05,0.6344163108747309,0.0017952917211327309,0.0008671443625267185,3.4066899622495004e-05,6.523895131431542e-05,0.1339476963336993,3.2298443779573895e-05,1.4176404470278733e-05,0.014993732723284848,0.02026996990225791,1.1795660799899123e-05,5.1474790421936845e-06,0.00011899344089841313,2.351354327715473e-07,0.04540460528357033,2.240637180246119e-09,0.005692562212904049,3.8357012593044905e-06,0.00011025442012010993,0.0001932874599325295,3.056692268623378e-07,0.00021408143748327476,0.009778458568633823,0.0010795122370231933,0.0030872705392263164,1.0077375218589947e-09,4.919320391586015e-10,0.00873772002024286,5.069740061048693e-05,5.3555114529430336e-08,1.2057201924001129e-06,3.213573603167548e-06,0.006134212395007531,7.197129861782282e-06,3.0916921502022357e-13
