Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78)
4.608871833334488e-06,0.7006743367594831,0.00016786958926456614,2.664733033084077e-06,1.405145669414322e-05,0.002200907033589917,0.0,0.0,8.436315811920292e-05,3.970387189334597e-07,1.0674988711223644e-05,9.655156004441296e-08,1.0731715306862494e-06,2.0032186043640885e-14,6.084648250935675e-11,3.212922994480936e-08,1.4957954131945786e-06,5.431298871860443e-06,9.530260797503824e-11,9.470818062546051e-12,4.3812512974775145e-06,6.207294110560436e-08,6.900409052111241e-10,9.02167753132575e-11,5.29054097883118e-11,8.397101157409597e-07,1.5076310619574487e-06,0.03651562034728039,3.471082494541719e-07,1.1757000044733464e-06,1.7663864142664145e-11,8.314575640240194e-12,4.4160370414599785e-07,5.542120528006677e-07,3.76,0.0,0.8114566492051245,0.9997675185660542,0.00025925591417716334,6.890206615996901e-07,0.03653467668363156,2.0068762776247267e-05,0.0025628186093480075,1.0186461954072297e-05,3.5069258838800896e-08,7.751253681941243e-08,2.620178032855394e-07
4.640117743946852e-06,0.7007139123825042,0.0001728420879464185,2.7452628484943294e-06,1.447551119840026e-05,0.0022690046902870452,0.0,0.0,8.664131795741577e-05,4.0918092354749947e-07,1.0991452384352418e-05,1.0041593527577063e-07,1.1055552980664202e-06,2.2018892728465517e-14,6.495396676566688e-11,3.332326128549316e-08,1.556459973771255e-06,5.64474019552878e-06,1.0198656550743374e-10,1.011057348135136e-11,4.541745670430191e-06,6.253961360942499e-08,7.159190253998592e-10,9.675067406700446e-11,5.5959340986629815e-11,8.73244960558009e-07,1.5629259563744784e-06,0.03675664590907591,3.6026227735796716e-07,1.2176761154889003e-06,1.8884665492552746e-11,8.871358680421354e-12,4.5791189531048733e-07,5.760965238282943e-07,3.76,0.0,0.8111348769721879,0.9997605631361639,0.00026742317818837457,7.186870855798856e-07,0.03677637422636916,2.0658085276178694e-05,0.0026419801456337494,1.0486668410743803e-05,3.7239043566090155e-08,8.232341585228185e-08,2.7866209633316984e-07
4.671363654559216e-06,0.7007537568449523,0.00017795852340240384,2.8281890790439756e-06,1.4912193949377616e-05,0.002339090081476795,0.0,0.0,8.898287716915686e-05,4.2171180003371583e-07,1.1317864445295453e-05,1.044245095170839e-07,1.1390206686458032e-06,2.420017820905117e-14,6.933303277563921e-11,3.455943702161837e-08,1.6195082054396915e-06,5.865949035306757e-06,1.0912739978247622e-10,1.0792840353286426e-11,4.707926220993835e-06,6.300977732367705e-08,7.427271873050564e-10,1.0374921715174018e-10,5.919727272161673e-11,9.080193118454545e-07,1.6201413448446354e-06,0.03699755467921208,3.738811169741405e-07,1.2610693909500281e-06,2.018828380932327e-11,9.46481888110387e-12,4.7478823236728733e-07,5.987822155456103e-07,3.76,0.0,0.8108108592005424,0.999753403052362,0.0002758344273803306,7.495453902897082e-07,0.037017978359663355,2.126435379973976e-05,0.002723453516555129,1.0795593290376072e-05,3.954028706046214e-08,8.742601925961823e-08,2.963322760165294e-07
4.70260956517158e-06,0.7007938780605597,0.0001832230144449062,2.913583271415058e-06,1.5361884243962794e-05,0.002411219686764225,0.0,0.0,9.138960510379372e-05,4.346451275705786e-07,1.165456217805293e-05,1.0858242400274142e-07,1.173604721296139e-06,2.659489009731095e-14,7.400132323038774e-11,3.5839197281269705e-08,1.6850350406256507e-06,6.095191724378838e-06,1.1675567570782702e-10,1.1520402871854387e-11,4.879989169665416e-06,6.348366684874896e-08,7.704983807650545e-10,1.1124514480815568e-10,6.263082103870689e-11,9.44076580983693e-07,1.6793414119021385e-06,0.03723834525461124,3.879802910852521e-07,1.3059252120024058e-06,2.1580265546067164e-11,1.0097336486016305e-11,4.922516972821868e-07,6.222968964116373e-07,3.76,0.0,0.8104845298656852,0.9997460323148117,0.0002844968412588126,7.816419715206874e-07,0.03725948848653069,2.18880519859384e-05,0.002807304518963936,1.1113490496561829e-05,4.1980838653428365e-08,9.283774644652586e-08,3.150901859167043e-07
4.7338554757839435e-06,0.70083428416433,0.0001886397955667303,3.001519133116492e-06,1.5824973006408778e-05,0.002485451559108877,0.0,0.0,9.386331773864212e-05,4.47995227301158e-07,1.2001894505828706e-05,1.1289499940928428e-07,1.2093457890758202e-06,2.9223683278365146e-14,7.897760868718638e-11,3.7164030466620085e-08,1.7531393986073425e-06,6.332743282662338e-06,1.2490396528462627e-10,1.229622497103741e-11,5.058137326225216e-06,6.396153182020443e-08,7.992667903690746e-10,1.192735036432507e-10,6.627236452879739e-11,9.814616556721526e-07,1.7405924174890688e-06,0.03747901618734605,4.0257581397820103e-07,1.3522903151017222e-06,2.3066525718633887e-11,1.07714439972087e-11,5.103218829967532e-07,6.46669260985601e-07,3.76,0.0,0.8101558210962352,0.9997384447491026,0.00029341781172486335,8.15025057382247e-07,0.03750090399249667,2.252967713148762e-05,0.0028936007878001733,1.1440621400367037e-05,4.456901141088438e-08,9.85770216718587e-08,3.350013363996936e-07
4.765101386396307e-06,0.7008749835185193,0.0001942132200704811,3.092072599330299e-06,1.6301863158072834e-05,0.002561845367027009,0.0,0.0,9.640587874046894e-05,4.6177698578114317e-07,1.2360222390142653e-05,1.1736774212388231e-07,1.2462835016638636e-06,3.2109191536021275e-14,8.428185853243916e-11,3.853547486144333e-08,1.8239243658943393e-06,6.57888768411207e-06,1.3360697719881097e-10,1.3123461748520788e-11,5.242580305208435e-06,6.44436378554124e-08,8.290678418636554e-10,1.2787181045485547e-10,7.013509591802138e-11,1.0202209500611776e-06,1.8039627614841853e-06,0.03771956598324291,4.1768420594800253e-07,1.4002128275391128e-06,2.465337231897056e-11,1.1489835770266309e-11,5.290190121885548e-07,6.719289598169932e-07,3.76,0.0,0.8098246631239199,0.9997306340012427,0.00030260494944796734,8.497447847203896e-07,0.037742224245116106,2.3189740568815515e-05,0.002982411845682326,1.1777255064358737e-05,4.7313609288719075e-08,1.0466335374975023e-07,3.561351190349603e-07
4.796347297008671e-06,0.7009159847187671,0.00019994776327554413,3.1853219019167213e-06,1.6792969999573815e-05,0.002640462437833125,0.0,0.0,9.901920054098274e-05,4.760058795260579e-07,1.2729919243806811e-05,1.2200635073788234e-07,1.284458829250639e-06,3.527621531796831e-14,8.993531633320241e-11,3.995512029309894e-08,1.897497385373242e-06,6.8339181314774764e-06,1.4290169464569215e-10,1.4005471601634847e-11,5.433534748248146e-06,6.493026755870696e-08,8.599382506272404e-10,1.3708022788218178e-10,7.423307723215396e-11,1.0604024566764022e-06,1.8695230501163065e-06,0.037959993100442256,4.333225081762504e-07,1.4497423036070845e-06,2.6347532347938876e-11,1.2255378204103334e-11,5.483639565629854e-07,6.981066302630929e-07,3.76,0.0,0.8094909842323009,0.9997225935325116,0.0003120660904354203,8.858532789731325e-07,0.03798344859348082,2.3868768054072923e-05,0.003073809153735459,1.212366847357606e-05,5.022395586430322e-08,1.1111739918748602e-07,3.785650333778721e-07
4.827593207621035e-06,0.7009572966003802,0.00020584802580414843,3.2813476406527455e-06,1.7298721605812155e-05,0.002721365801940838,0.0,0.0,0.00010170524542579556,4.906980007114474e-07,1.311137135826462e-05,1.2681672277405866e-07,1.3239141279366535e-06,3.875192714282559e-14,9.596057984328698e-11,4.1424609850969314e-08,1.9739704546658994e-06,7.0981373386756074e-06,1.528275219025746e-10,1.494582911945023e-11,5.631224553502483e-06,6.54217215886185e-08,8.919160723243768e-10,1.4694175275550062e-10,7.858129878808196e-11,1.1020558002106103e-06,1.9373461643103108e-06,0.03820029594791453,4.4950829799081967e-07,1.5009297613978905e-06,2.8156179575706188e-11,1.3071120561414406e-11,5.683782566891575e-07,7.25233928260906e-07,3.76,0.0,0.8091547107042165,0.999714316614169,0.00032180930280414655,9.234047376286458e-07,0.0382245763677152,2.456730016537259e-05,0.003167866163682001,1.2480146773668502e-05,5.3309924734282024e-08,1.179610289544446e-07,4.023689268167318e-07
4.858839118233399e-06,0.7009989282447724,0.0002119187369479942,3.380232856781344e-06,1.7819559234312863e-05,0.0028046202382430692,0.0,0.0,0.00010446602663627475,5.058700840824127e-07,1.3504978345811253e-05,1.31804961656565e-07,1.3646931866925353e-06,4.25660962893794e-14,1.023816859457081e-10,4.2945641663413483e-08,2.053460334168711e-06,7.371857820944066e-06,1.6342644019588905e-10,1.594833877702466e-11,5.835881112385232e-06,6.591831979092482e-08,9.250407558581654e-10,1.575024180842148e-10,8.3195742282819e-11,1.1452322932621766e-06,2.0075073300145084e-06,0.038440472883930515,4.6625970451326526e-07,1.553827720224495e-06,3.0086964145100994e-11,1.3940306457987909e-11,5.890841423924565e-07,7.533435610811509e-07,3.76,0.0,0.8088157667679077,0.9997057963220175,0.00033184289376143584,9.624555174603889e-07,0.03846560687845855,2.5285892711496657e-05,0.0032646583712201893,1.284698351643308e-05,5.658197167420178e-08,1.2521739908761314e-07,4.276292482238364e-07
4.890085028845763e-06,0.7010408889860628,0.00021816475811692096,3.48206310895169e-06,1.8355937747369136e-05,0.002890292320591622,0.0,0.0,0.00010730360948363854,5.215395351315857e-07,1.3911153597233136e-05,1.369773839329773e-07,1.4068412759352526e-06,4.6751334559096144e-14,1.092242008298977e-10,4.451997073539109e-08,2.1360887652653623e-06,7.655402192938383e-06,1.7474317344292076e-10,1.7017049480505992e-11,6.047743553825537e-06,6.64204024014914e-08,9.593531987473158e-10,1.6881150969391848e-10,8.809344826989214e-11,1.1899849941036089e-06,2.080084190558908e-06,0.038680522214484515,4.835954247002575e-07,1.608490238652395e-06,3.214804414111621e-11,1.4866386061331533e-11,6.105045537164528e-07,7.824693210925946e-07,3.76,0.0,0.8084740745418086,0.9996970255308125,0.0003421754168012819,1.0030642257223405e-06,0.038706539416334666,2.602511715131244e-05,0.0033642633707152017,1.3224480912989377e-05,6.005116866088409e-08,1.329110253505421e-07,4.5443331619079474e-07
4.9213309394581266e-06,0.7010831884178378,0.0002245910863710856,3.586926551633624e-06,1.8908326048481856e-05,0.002978450465396091,0.0,0.0,0.0001102201124745771,5.377244596074602e-07,1.4330324755425192e-05,1.4234052675822265e-07,1.4504051977775765e-06,5.1343365067432795e-14,1.1651531571969663e-10,4.6149410849004804e-08,2.2219826992302664e-06,7.949103474938515e-06,1.868253644838743e-10,1.8156270014654642e-11,6.267058996289066e-06,6.692833132310154e-08,9.94895805062439e-10,1.8092179859991062e-10,9.329258833365114e-11,1.2363687665684073e-06,2.1551568810946003e-06,0.03892044219166928,5.015347397852594e-07,1.664972953128496e-06,3.4348119258069885e-11,1.585302904143217e-11,6.326631624669606e-07,8.126461205657372e-07,3.76,0.0,0.8081295539779736,0.9996879969085176,0.0003528156791232243,1.0452918154966184e-06,0.038947373251407895,2.6785561024139507e-05,0.0034667609112280537,1.3612950094839602e-05,6.372923986414273e-08,1.410678621745615e-07,4.828736026712871e-07
4.95257685007049e-06,0.7011258364000755,0.0002312028580381095,3.6949140160927992e-06,1.9477207533608496e-05,0.0030691649803620104,0.0,0.0,0.00011321770844760574,5.544436944179622e-07,1.4762934205565894e-05,1.4790115565061927e-07,1.4954333380098213e-06,5.638131619876957e-14,1.2428394848675176e-10,4.7835836529308096e-08,2.311274537366144e-06,8.253305407329015e-06,1.9972376245783247e-10,1.9370585447365353e-11,6.494082807799868e-06,6.744249148072182e-08,1.031712546065101e-09,1.9388979028751354e-10,9.881254229425875e-11,1.2844403421495229e-06,2.232808105165111e-06,0.03916023101200066,5.200975321264863e-07,1.7233331171910602e-06,3.669646670483151e-11,1.690413831897788e-11,6.555843943511096e-07,8.439100275455379e-07,3.76,0.0,0.807782122804107,0.9996787029104005,0.0003637727492808249,1.089201685395477e-06,0.03918810763262575,2.7567828391313965e-05,0.0035722329539073475,1.4012711383068754e-05,6.762859972042794e-08,1.4971538612367595e-07,5.130480328996648e-07
4.983822760682854e-06,0.7011688430662413,0.00023800535241663858,3.806119094016243e-06,2.006308055775374e-05,0.003162508114388006,0.0,0.0,0.00011629862571927692,5.717168399972053e-07,1.5209439582452569e-05,1.5366627253070188e-07,1.5419757198750006e-06,6.190804305531141e-14,1.325608515036141e-10,4.958118507783037e-08,2.4041023829464995e-06,8.56836277351695e-06,2.1349242201628733e-10,2.066487454895321e-11,6.729078874209184e-06,6.796329225990668e-08,1.0698490237026632e-09,2.0777599215890583e-10,1.0467398079991003e-10,1.334258384408127e-06,2.313123213461265e-06,0.03939988681469131,5.39304302467015e-07,1.7836296412424107e-06,3.920297949803075e-11,1.8023864659012946e-11,6.792934517243511e-07,8.762983028235779e-07,3.76,0.0,0.8074316964641817,0.9996691357729665,0.00037505596506714177,1.1348597838298291e-06,0.039428741787247576,2.837254028919828e-05,0.0036807637307688977,1.4424094565948426e-05,7.176239320730141e-08,1.5888268413781128e-07,5.450603025013856e-07
5.015068671295218e-06,0.7012122188305524,0.0002450039955677449,3.920638223881466e-06,2.0666458917453865e-05,0.003258554108641581,0.0,0.0,0.000119465149239292,5.895642942065953e-07,1.567031429562261e-05,1.596431240539801e-07,1.5900840597006954e-06,6.797047894349201e-14,1.4137872611163217e-10,5.138745867638257e-08,2.500610305562399e-06,8.894641731451055e-06,2.2818891511047236e-10,2.2044328287329018e-11,6.97231987596472e-06,6.849116903331887e-08,1.1093525371221973e-09,2.2264520050253548e-10,1.1089895368831008e-10,1.3858835557972273e-06,2.3961902848116383e-06,0.03963940767987085,5.591761876126904e-07,1.8459231328635692e-06,4.1878207303327745e-11,1.9216622160788415e-11,7.038163369583652e-07,9.098494380407604e-07,3.76,0.0,0.8070781880576089,0.9996592875077214,0.0003866749416448064,1.182334718067096e-06,0.03966927492025919,2.9200335193887232e-05,0.003792439804888201,1.4847439185216284e-05,7.614453844430665e-08,1.686005468230417e-07,5.790202127613587e-07
5.046314581907582e-06,0.701255974395419,0.0002522043641955748,4.038570780165866e-06,2.1287872349727022e-05,0.0033573792488329436,0.0,0.0,0.00012271962175346485,6.080072878447829e-07,1.6146048072910488e-05,1.658392102492742e-07,1.639811824453171e-06,7.462001967384129e-14,1.507723441007176e-10,5.3256726563823356e-08,2.6009486185028702e-06,9.232520153904169e-06,2.4387455613386634e-10,2.351446946373441e-11,7.2240875736412824e-06,6.902658478062919e-08,1.15027215237773e-09,2.3856680844509095e-10,1.1751098452673348e-10,1.43937858701091e-06,2.482100209461248e-06,0.0398787916267519,5.797349785332515e-07,1.910275937647354e-06,4.473339999568582e-11,2.0487104697514575e-11,7.291798764428496e-07,9.446031949523691e-07,3.76,0.0,0.8067215082769367,0.9996491498947664,0.000398639579928559,1.2316978683123812e-06,0.03990970621377314,3.0051869497863067e-05,0.003907350132030568,1.5283094831312097e-05,8.07897717528213e-08,1.7890156707210965e-07,6.150440250689695e-07
5.077560492519946e-06,0.7013001207590603,0.0002596121896186252,4.160019165496859e-06,2.1927867048082246e-05,0.003459061918706031,0.0,0.0,0.00012606444497339294,6.270679218444328e-07,1.663714752311575e-05,1.7226229347479557e-07,1.6912142912815833e-06,8.191294370360045e-14,1.6077867662128688e-10,5.519112728859028e-08,2.7052741698295866e-06,9.582387977679898e-06,2.606146412491178e-10,2.508117355744561e-11,7.484673102501379e-06,6.95700318073631e-08,1.1926587755168782e-09,2.5561513645807926e-10,1.2453517176921379e-10,1.4948083489767339e-06,2.570946774691597e-06,0.04011803661173978,6.01003138891831e-07,1.9767521805236223e-06,4.778055412119706e-11,2.184030336282822e-11,7.554117452341696e-07,9.806006458880163e-07,3.76,0.0,0.8063615653440533,0.9996387144762144,0.00041096007522835304,1.2830235070587018e-06,0.04015003482641443,3.0927817998854494e-05,0.004025586123743577,1.5731421447860418e-05,8.571369531488233e-08,1.8982024431400083e-07,6.53254835613987e-07
5.10880640313231e-06,0.7013446692233034,0.0002672333618329969,4.2850889058470225e-06,2.2587006196201906e-05,0.0035636826547656097,0.0,0.0,0.0001295020807515912,6.467692062373997e-07,1.7144136718483198e-05,1.7892040770469077e-07,1.744348609122499e-06,8.991087142749838e-14,1.7143703097324283e-10,5.719287103993154e-08,2.813750647839188e-06,9.944647561902123e-06,2.784787027794333e-10,2.6750690851797135e-11,7.754377276362136e-06,7.012203356858119e-08,1.2365652292456093e-09,2.738697871119401e-10,1.319982970007062e-10,1.5522399276160037e-06,2.662826752835635e-06,0.0403571405264842,6.230038240076857e-07,2.045417807547348e-06,5.1032462455420594e-11,2.3281524984063032e-11,7.825404923638169e-07,1.0178842154397378e-06,3.76,0.0,0.8059982649448652,0.999627972549425,0.0004236469261614045,1.3363889239643133e-06,0.04039025989269129,3.1828874401155846e-05,0.004147241711936247,1.6192789645699228e-05,9.093282757877513e-08,2.0139309470759037e-07,6.937829714658403e-07
5.1400523137446735e-06,0.7013896314015625,0.0002750739336689412,4.413888748882596e-06,2.3265870519933988e-05,0.0036713242022589116,0.0,0.0,0.00013303505226073688,6.671351009736458e-07,1.7667557797724207e-05,1.858218681593449e-07,1.7992738624373925e-06,9.868126722304129e-14,1.8278919574279635e-10,5.9264242060913e-08,2.9265489016407784e-06,1.031971405554386e-05,2.975407795983504e-10,2.8529669918031866e-11,8.033510901052978e-06,7.068314660361661e-08,1.2820463333834629e-09,2.934160259010273e-10,1.3992894077156702e-10,1.6117427015044477e-06,2.7578399917415405e-06,0.0405961011958716,6.457609002566939e-07,2.1163406281169748e-06,5.4502766866459374e-11,2.4816411765864803e-11,8.105955668195702e-07,1.0564977234122055e-06,3.76,0.0,0.8056315101624234,0.9996169151600549,0.0004367109438418356,1.391874556528076e-06,0.04063038052235101,3.275575182966385e-05,0.004272413414969039,1.6667581026763464e-05,9.646465656740051e-08,2.1365876761146583e-07,7.367664092300519e-07
5.171298224357037e-06,0.7014350192270099,0.0002831401250419744,4.546530765577874e-06,2.3965058858253803e-05,0.0037820715724299447,0.0,0.0,0.00013666594517556117,6.881905586831364e-07,1.8207971590336055e-05,1.9297528129335129e-07,1.8560511371583177e-06,1.0829798818456443e-13,1.9487959478534956e-10,6.140760114642277e-08,3.043847277611819e-06,1.070801577434896e-05,3.178797045089776e-10,3.042518253786317e-11,8.322395097756733e-06,7.125396258844862e-08,1.3291589893362058e-09,3.143451901034601e-10,1.4835760656154717e-10,1.673388422574167e-06,2.8560895077395244e-06,0.04083491637595582,6.692989649137881e-07,2.1895903575871605e-06,5.820601470518248e-11,2.645096213133298e-11,8.39607344212161e-07,1.096486429069759e-06,3.76,0.0,0.8052612014084769,0.9996055330949177,0.0004501632613568394,1.4495641268473306e-06,0.040870395799720356,3.3709183356889966e-05,0.004401200405278485,1.715618851814214e-05,1.0232769625409359e-07,2.2665816868000701e-07,7.823512175400335e-07
5.202544134969401e-06,0.7014808449609294,0.00029143832729978925,4.6831304552124004e-06,2.4685188753878228e-05,0.003896012101064021,0.0,0.0,0.00014039740885580477,7.099615694739943e-07,1.876595826300622e-05,2.0038955515569644e-07,1.9147435889195434e-06,1.1884188383757242e-13,2.077554505816284e-10,6.362538822955197e-08,3.16583197253289e-06,1.1109994587296791e-05,3.3957940966442155e-10,3.244475015024766e-11,8.62136163653534e-06,7.183511051266466e-08,1.3779622688285959e-09,3.3675512779162955e-10,1.5731685345087223e-10,1.7372513000067513e-06,2.957681581166056e-06,0.04107358375182591,6.936433664410985e-07,2.2652386602363285e-06,6.215771896016199e-11,2.8191552831705868e-11,8.696071541401391e-07,1.1378970767156659e-06,3.76,0.0,0.8048872363534222,0.9995938168746489,0.0004640153435385836,1.5095447847569437e-06,0.041110304783030474,3.4689922543207645e-05,0.004533704578559709,1.765901671663805e-05,1.0854154617969431e-07,2.404345899546913e-07,8.306920247101705e-07
5.233790045581765e-06,0.7015271212012671,0.00029997510766614045,4.823806853872403e-06,2.5426897064239586e-05,0.004013235508339592,0.0,0.0,0.00014423215752852687,7.324752078643805e-07,1.9342117988919245e-05,2.0807391013738451e-07,1.975416513655615e-06,1.3040145151411484e-13,2.2146695752485244e-10,6.592012505989608e-08,3.2926974042405855e-06,1.152610631275606e-05,3.6272925114545905e-10,3.45963719127259e-11,8.93075328034994e-06,7.242725898835717e-08,1.4285175071568212e-09,3.607506692729118e-10,1.6684143811703275e-10,1.8034080874771345e-06,3.0627258545000416e-06,0.04131210093540857,7.188202252251393e-07,2.3433591925457155e-06,6.637442243110308e-11,3.0044962399645975e-11,9.0062730826546e-07,1.1807779426397532e-06,3.76,0.0,0.804509509854628,0.9995817567461709,0.0004782789970413695,1.571907257663012e-06,0.04135010650372607,3.569874399059262e-05,0.004670030624529729,1.817648224416921e-05,1.1512695449427692e-07,2.550338473394477e-07,8.819525129472488e-07
5.265035956194129e-06,0.7015738608913747,0.0003087572137828219,4.968682646582683e-06,2.6190840593551453e-05,0.0041338339600037926,0.0,0.0,0.00014817297146792825,7.55759681949919e-07,1.9937071640815844e-05,2.1603789012244014e-07,2.038137420649046e-06,1.430735524938929e-13,2.360674657290645e-10,6.829441797749745e-08,3.424646600678313e-06,1.1956821124469357e-05,3.874243538797714e-10,3.688855447280312e-11,9.25092413989417e-06,7.303111869871599e-08,1.4808884012383146e-09,3.864441334168598e-10,1.7696846681981916e-10,1.871938173918225e-06,3.1713354331654786e-06,0.04155046546320375,7.44856454765898e-07,2.4240276467424774e-06,7.087376619187837e-11,3.2018396025436354e-11,9.327011291121516e-07,1.2251788834712371e-06,3.76,0.0,0.8041279138831056,0.9995693426749527,0.0004929663807338612,1.636746007400298e-06,0.041589799965758546,3.673644391011454e-05,0.0048102860992937455,1.870901411436183e-05,1.2210588461706567e-07,2.705044258697416e-07,9.363059405920107e-07
5.296281866806493e-06,0.7016210773289511,0.00031779157835079016,5.1178842832001e-06,2.6977696746724e-05,0.004257902129887442,0.0,0.0,0.0001522226981707066,7.798443849129679e-07,2.0551461508687478e-05,2.2429137405897852e-07,2.102976108113666e-06,1.5696419447756678e-13,2.516136759828939e-10,7.075096078633622e-08,3.561891608266909e-06,1.2402623967504819e-05,4.1376597815949386e-10,3.933034355022644e-11,9.582240039568447e-06,7.364744499451276e-08,1.535141112756147e-09,4.139558715158539e-10,1.8773755808409807e-10,1.9429236779875984e-06,3.2836269890550467e-06,0.04178867479395135,7.717797833201594e-07,2.5073217945552167e-06,7.56745626328089e-11,3.4119511939876665e-11,9.658629796001578e-07,1.2711513859743114e-06,3.76,0.0,0.8037423374485073,0.9995565643370603,0.0005080900164165216,1.704159394458732e-06,0.04182938414486307,3.780384070343681e-05,0.00495458149933602,1.9257054110695348e-05,1.2950158571871436e-07,2.8689763320698314e-07,9.93935693941093e-07
5.327527777418857e-06,0.7016687841751839,0.00032708532387141375,5.271542098204919e-06,2.778816420591302e-05,0.004385537263774427,0.0,0.0,0.00015638425352481702,8.047599489846888e-07,2.118595204302447e-05,2.3284458796782432e-07,2.170004741402542e-06,1.72189386461577e-13,2.6816584650911013e-10,7.329253773147576e-08,3.70465392056086e-06,1.2864014984305396e-05,4.4186190909069415e-10,4.1931357436679424e-11,9.925078894932615e-06,7.427704064713281e-08,1.5913443767161464e-09,4.4341485153201456e-10,1.9919101684002989e-10,2.0164495464296755e-06,3.3997208668288674e-06,0.04202672630622675,7.996187760008331e-07,2.5933215311257053e-06,8.079687339165178e-11,3.6356449392379595e-11,1.0001482933262029e-06,1.3187486183247212e-06,3.76,0.0,0.8033526665224234,0.9995434111109905,0.0005236627998747105,1.7742498499413774e-06,0.04206885798781914,3.89017755585802e-05,0.005103030337156178,1.982105717657133e-05,1.3733866724134205e-07,3.0426776181285643e-07,1.0550358702819685e-06
5.3587736880312205e-06,0.7017169954640929,0.0003366457674887469,5.429790434531702e-06,2.862296363051346e-05,0.004516839244639545,0.0,0.0,0.00016066062296935644,8.305383019756643e-07,2.1841230624571777e-05,2.417081174069989e-07,2.239297933932344e-06,1.8887607263132897e-13,2.857880122284268e-10,7.592202658418001e-08,3.853164928201565e-06,1.334150995095948e-05,4.718268703899671e-10,4.470182252537244e-11,1.0279831101983725e-05,7.492075876729241e-08,1.6495696157574234e-09,4.749592858053167e-10,2.113740208340892e-10,2.092603656539906e-06,3.5197411930423336e-06,0.0422646172959635,8.284028573334308e-07,2.682108919015867e-06,8.626209250394468e-11,3.873785831772552e-11,1.0355936056031905e-06,1.368025482906255e-06,3.76,0.0,0.8029587839599576,0.9995298720692861,0.0005396980122782245,1.8471240556340895e-06,0.04230822041169486,4.003111306020315e-05,0.005255749218570877,2.0401491817689164e-05,1.4564317768351192e-07,3.2267226028232424e-07,1.1198118938599793e-06
5.390019598643584e-06,0.7017657256120826,0.0003464804259336398,5.5927677715869635e-06,2.9482838381436052e-05,0.004651910659267909,0.0,0.0,0.00016505486264312776,8.572127264957561e-07,2.2518008361584544e-05,2.508929204112743e-07,2.310932830919076e-06,2.0716315248569925e-13,3.0454821726627517e-10,7.864240183954387e-08,4.007666391226528e-06,1.3835640723809406e-05,5.037829640299185e-10,4.765261098927318e-11,1.0646899938615763e-05,7.557950589908547e-08,1.7098910605811698e-09,5.087373055376186e-10,2.2433482018158246e-10,2.1714769229515744e-06,3.643815988156454e-06,0.04250234497390061,8.581623342701776e-07,2.773768232244044e-06,9.209303512601811e-11,4.127293079014415e-11,1.072236585269256e-06,1.4190386706667252e-06,3.76,0.0,0.8025605694195586,0.9995159359699236,0.0005562093319384115,1.922893132585745e-06,0.04254747030307421,4.119274181464845e-05,0.005412857921699897,2.0998840517122954e-05,1.5444268788975653e-07,3.421719143394039e-07,1.1884811665872363e-06
5.421265509255948e-06,0.7018149894276952,0.0003565970205703958,5.7606168576066425e-06,3.0368555270533703e-05,0.004790856866267946,0.0,0.0,0.00016957010051927142,8.848179219890015e-07,2.3217020915614623e-05,2.604103409269276e-07,2.3849891960231814e-06,2.2720259505476467e-13,3.2451876148377584e-10,8.145673803141668e-08,4.168410934842613e-06,1.4346955696505814e-05,5.378601373272146e-10,5.079528073330445e-11,1.1026701978628096e-05,7.625424529953694e-08,1.7723858768886066e-09,5.449076856261322e-10,2.3812495099259965e-10,2.2531634089811184e-06,3.772077281483482e-06,0.042739906462952656,8.88928419661514e-07,2.868386000279269e-06,9.83140322082211e-11,4.397143436887119e-11,1.1101160672772107e-06,1.471846717073691e-06,3.76,0.0,0.8021578992810848,0.9995015912474698,0.0005732108464343228,2.001672838617432e-06,0.04278660651726774,4.2387575090002725e-05,0.005574479477654568,2.1613600163505886e-05,1.6376637909730655e-07,3.6283103802640766e-07,1.2612737553983012e-06
5.452511419868312e-06,0.7018648021215804,0.00036700348254658003,5.933484846512499e-06,3.128090533607337e-05,0.004933786065488863,0.0,0.0,0.00017420953752317076,9.133900697145899e-07,2.3939029356900373e-05,2.702721227628081e-07,2.4615495010052003e-06,2.4916065577893634e-13,3.4577646185904543e-10,8.436821316965328e-08,4.33566256982268e-06,1.4876020267606962e-05,5.741966791644458e-10,5.4142117752755315e-11,1.1419667518659871e-05,7.694600041439933e-08,1.8371342992469043e-09,5.83640623699228e-10,2.5279946406873364e-10,2.3377604427842104e-06,3.904661229119856e-06,0.042977298795500066,9.207332561839654e-07,2.9660510519167135e-06,1.0495103152182346e-10,4.6843747445082114e-11,1.1492720860745627e-06,1.5265100597107605e-06,3.76,0.0,0.8017506465620877,0.9994868260040023,0.0005907170651197367,2.083583775199366e-06,0.04302562787750623,4.361655147141015e-05,0.005740740252945329,2.224628249274004e-05,1.7364513600640845e-07,3.847176756452297e-07,1.3384331182573183e-06
