Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58)
9.975334258311644e-06,0.8461099924125852,3.76,0.0,0.023669947146891256,0.7385641997383539,0.23384471043859792,0.029972110217600618,0.0005098760994729221,0.11447155000537249,0.27715446740690997,5.222165034041436e-10,0.7017705456251214,6.418156007575201e-06,0.00022546053448390394,0.1991526158527824,0.00195793516441263,0.00020733314583384392,6.642128987934268e-05,0.002800522548728329,0.5549009204427172,8.155951410733e-05,0.00016797302523687517,0.00822416455040343,0.054820579546849296,0.0003716747580583578,0.00044595743782046903,0.0018887719520455542,1.1952988185612969e-08,0.05765810118145215,3.2335067318625403e-09,0.0009936199039135391,0.0003890765908756839,0.00029646279028674695,2.2484857472091267e-06,4.1357861031643024e-08,0.025107882984056806,0.01304931587314578,0.01123866942788532,0.020480389051842903,9.915021643527042e-08,4.1109200107539383e-10,0.02954218027051957,0.0036004277400249734,1.2074716013016732e-05,2.516847055708061e-06,3.264227977952852e-06,0.005730145389533373,3.2514564737642436e-06,1.3605759689330479e-10,7.462087974693449e-09,0.0009637383542180775,2.4510029951899855e-05,3.3726660531316348e-06,0.018137649137031833,1.6651874445783482e-07,2.2030496297776613e-12,1.515200728000512e-06,2.1768086248641556e-05,2.321932465174813e-06,0.00039358497117439296,1.960869657793907e-07,1.9810960316055312e-07,0.0017409025521434363,4.589191796209411e-06,0.0012930332402507714
9.999999999999997e-06,0.846187800325246,3.76,0.0,0.02355888498023173,0.7383114272775416,0.23400624324269348,0.030042496171238713,0.0005086915604335629,0.11444872632775838,0.27732381792006255,5.216670729543208e-10,0.7018434282310159,6.411179329020608e-06,0.00022503216726463556,0.1994925060648217,0.0019556614061480896,0.00020673165702630547,6.621976252500367e-05,0.002794094490751098,0.5547164942261292,8.132727457078241e-05,0.00016759599913688148,0.008223638359595041,0.05486907073592641,0.0003708903673396029,0.0004449849779584401,0.0018843205173198578,1.1912058367300031e-08,0.057677406078478835,3.2246057393966228e-09,0.000987234691959019,0.0003882126332243099,0.0002956278950471138,2.237843322273907e-06,4.122499824385267e-08,0.02509004830751851,0.013051079908815082,0.011222158865449573,0.0205065481445952,9.917726300382088e-08,4.100717770899025e-10,0.029594835372151674,0.00360183087635638,1.2060609087270429e-05,2.5102525491241094e-06,3.265582230494395e-06,0.005746084147708887,3.2527747306562867e-06,1.3573082812335206e-10,7.443437538040676e-09,0.0009656693942232222,2.4517846258973354e-05,3.371227634405923e-06,0.01815526353035586,1.6668201733478217e-07,2.195973416118493e-12,1.5133421404311266e-06,2.1725088140252038e-05,2.3180708305702172e-06,0.00039313952361267923,1.95723123982408e-07,1.977108525921584e-07,0.0017438285160771404,4.572539444859758e-06,0.0012924738868605634
1.0017754322914564e-05,0.846187800325246,3.76,0.0,0.02347936788882725,0.7381298550602865,0.23412225330553704,0.030093051412700963,0.0005078459556918752,0.11443228585010921,0.27744543072218586,5.212749632771013e-10,0.7018956031191207,6.40621218311241e-06,0.0002247259674205736,0.19973677047908375,0.0019540342300561325,0.000206301869980892,6.607586231718999e-05,0.0027895060087638323,0.554583836046465,8.116143239637807e-05,0.00016732673847298893,0.008223240319309644,0.05490389304605752,0.0003703301649410253,0.000444290660954944,0.0018811436781537754,1.1882830622193364e-08,0.057691148757338294,3.2182513420437676e-09,0.0009826853013726225,0.000387595722689663,0.00029503197531275896,2.2302550620982616e-06,4.113015006764139e-08,0.02507724280910593,0.013052307541235172,0.011210348870311738,0.020525308610320918,9.919651012308513e-08,4.093429882322412e-10,0.029632631524290118,0.003602819254058234,1.20505486089681e-05,2.5055394786240776e-06,3.266545958193835e-06,0.005757557759461081,3.2537434072868573e-06,1.3549746063303905e-10,7.430111356326664e-09,0.0009670577818117891,2.452362663962271e-05,3.3702217893175735e-06,0.01816790960450838,1.667992324736975e-07,2.190921831129857e-12,1.5120165002740268e-06,2.169435824517302e-05,2.315313306248272e-06,0.0003928214609937267,1.9546272299043063e-07,1.9742590101341538e-07,0.0017459204535616698,4.560665662587199e-06,0.00129207269671617
1.0060174387517483e-05,0.8462651895899398,3.76,0.0,0.023290804952947004,0.7376972782583584,0.23439855977190546,0.030213478114388185,0.0005058489517515904,0.114392963406894,0.27773504046572334,5.203487511346153e-10,0.7020193065539954,6.3945254767337576e-06,0.00022400148582808632,0.20031908629533268,0.0019501780494298705,0.00020528558583012696,6.573590274045604e-05,0.0027786707415149176,0.5542671860890512,8.076959503419227e-05,0.0001666904613687097,0.00822222495174746,0.05498681996987817,0.000369006322709443,0.00044265056865974885,0.001873643910462268,1.1813774657325574e-08,0.05772347253836232,3.203243304806847e-09,0.000971971360331258,0.0003861382684163913,0.0002936248875637969,2.212365528867579e-06,4.090614369789759e-08,0.025046755536976998,0.013055099452015604,0.011182380687341916,0.02056990180460935,9.924175821161173e-08,4.076202488467613e-10,0.029722584814557453,0.0036051089183181564,1.2026822663933008e-05,2.494391054331223e-06,3.2688115993807512e-06,0.005784974330234957,3.2561235100469366e-06,1.3494601902388796e-10,7.3985986804822095e-09,0.0009703697785715796,2.4537949098923638e-05,3.3679166355825963e-06,0.01819801498254439,1.6707825957167648e-07,2.1789913192802308e-12,1.5088896306240462e-06,2.1621669504899293e-05,2.308798265455318e-06,0.00039207007389770643,1.94845554828149e-07,1.9675196133385132e-07,0.0017508712044274738,4.532670133082336e-06,0.0012911189578501247
1.0102594452120403e-05,0.8463421667549873,3.76,0.0,0.023104226948016053,0.7372664430795562,0.23467364971425364,0.030333397104598564,0.0005038842229348509,0.11435358140829611,0.278023315591727,5.19437786746761e-10,0.7021416799661162,6.3830876437490525e-06,0.00022328682397900943,0.20089958992046908,0.0019463656030296115,0.0002042840381660612,6.540127046822385e-05,0.002768012018217985,0.5539509674633092,8.038384062539928e-05,0.000166063929283368,0.008221120613811935,0.05506936624915762,0.000367702668875653,0.0004410364478784431,0.0018662687408731009,1.1745791952193493e-08,0.0577550870083906,3.1884752147895855e-09,0.0009614732178343478,0.0003847036002802124,0.0002922408393836668,2.194809840849858e-06,4.0685735688084584e-08,0.025016422616658752,0.013057694720615782,0.011154759710818368,0.02061417328820315,9.928597943871122e-08,4.059231046229453e-10,0.029812046278063737,0.003607299534401293,1.2003525774112431e-05,2.4833985055861635e-06,3.271025968515904e-06,0.005812394454294771,3.2585938062342417e-06,1.3440301846685773e-10,7.3675375719363915e-09,0.0009736744822958003,2.4552974193144883e-05,3.365746519727356e-06,0.018227967808242634,1.6735584998463635e-07,2.1672524107330245e-12,1.5058185217990767e-06,2.1549995098281292e-05,2.3023845898602522e-06,0.0003913304920349315,1.942353541069319e-07,1.9608754259750255e-07,0.001755755900024865,4.505190516350249e-06,0.0012901719564885174
1.0145014516723322e-05,0.8464187381897308,3.76,0.0,0.022919603234186778,0.73683732395912,0.23494754248387667,0.030452815044216527,0.0005019509363910278,0.11431413867617672,0.2783102746189919,5.185414847422532e-10,0.7022627467339997,6.371890791980462e-06,0.00022258172651495552,0.20147830721584353,0.0019425958961339356,0.00020329697457504984,6.507182985446329e-05,0.0027575252874038904,0.553635177164915,8.000401369344121e-05,0.0001654468875975898,0.008219929415182934,0.0551515376596363,0.0003664186628464888,0.00043944761277500737,0.0018590144250538129,1.1678855202873708e-08,0.057786006257724384,3.173939985067709e-09,0.0009511861129122123,0.0003832911146491638,0.00029087917144796863,2.1775808322910097e-06,4.0468824091614184e-08,0.024986245360249557,0.013060096401059861,0.011127480832061536,0.020658127581115304,9.932919283415348e-08,4.042509068883501e-10,0.02990102191550633,0.003609393834781117,1.1980646030283094e-05,2.472558629841817e-06,3.273190127951589e-06,0.005839817497563893,3.2611514420114193e-06,1.3386823368445528e-10,7.3369161327188565e-09,0.0009769720270912255,2.4568679682814245e-05,3.3637075246786037e-06,0.018257770552402942,1.67632027302034e-07,2.1556996838724334e-12,1.5028016405736934e-06,2.1479310972681378e-05,2.2960696356587553e-06,0.00039060240873642,1.936320150676967e-07,1.954324118540789e-07,0.0017605756149422812,4.4782126700322095e-06,0.0012892316257649785
1.0187434581326242e-05,0.84649491011493,3.76,0.0,0.02273690389747926,0.7364098959945312,0.23522025692612883,0.030571738475361272,0.0005000482896330609,0.11427463411718196,0.27859593564443286,5.176593189468882e-10,0.7023825296032197,6.360927361750442e-06,0.0002218859479589366,0.2020552633161305,0.0019388679583877825,0.0002023241455204237,6.474745026309743e-05,0.002747206166082805,0.5533198122867171,7.962996448824936e-05,0.000164839091234666,0.008218653410759513,0.05523333982767868,0.000365153784883344,0.00043788340343823206,0.0018518773743970603,1.1612938083127145e-08,0.05781624399613532,3.1596308290894333e-09,0.0009411053851398241,0.00038190023088285267,0.0002895392513218119,2.1606714773918757e-06,4.0255311156835167e-08,0.02495622495064129,0.013062307488133543,0.011100539003394048,0.020701769075690782,9.937141693563271e-08,4.026030306392525e-10,0.02998951759603576,0.0036113944844506063,1.1958171992685401e-05,2.461868298189194e-06,3.2753051320022355e-06,0.0058672428393821375,3.263793677471174e-06,1.3334144708742337e-10,7.306722921491698e-09,0.000980262543512031,2.4585044186220105e-05,3.361795881525548e-06,0.018287425621978222,1.6790681449413934e-07,2.1443279416819453e-12,1.4998375139232137e-06,2.140959391241054e-05,2.2898508628840527e-06,0.00038988552813931415,1.930354334009345e-07,1.9478634417903797e-07,0.001765331403417482,4.451722978085497e-06,0.0012882978991592678
1.0229854645929161e-05,0.8465706886051331,3.76,0.0,0.022556099710162786,0.7359841349056528,0.23549181141005723,0.03069017382502923,0.0004981755083361401,0.11423506671586903,0.2788803163639532,5.16790777432153e-10,0.7025010507247371,6.3501900992518885e-06,0.00022119925193187659,0.2026304826765339,0.001935180843106526,0.00020136530445327155,6.44280055993259e-05,0.0027370504271458434,0.5530048700110902,7.926154855341963e-05,0.00016424030392834328,0.008217294603238494,0.0553147782390806,0.00036390753445995986,0.000436343183883788,0.0018448541436910586,1.1548015216404423e-08,0.057845813573128894,3.145541219971406e-09,0.0009312264723239362,0.00038053038955812926,0.00028822047128307745,2.144074888636537e-06,4.004510287471663e-08,0.024926362453080542,0.013064330920248852,0.011073929240118048,0.020745102045546412,9.941266984242036e-08,4.009788717322494e-10,0.030077539064283537,0.003613304083447914,1.1936092647695145e-05,2.45132445402286e-06,3.2773720257668297e-06,0.005894669872393733,3.2665178741938166e-06,1.3282244916633408e-10,7.27694691859927e-09,0.000983546158770564,2.460204711516482e-05,3.3600079587712776e-06,0.01831693536385463,1.6818023394911848e-07,2.133132180250622e-12,1.4969247234876951e-06,2.134082147286559e-05,2.2837258272965895e-06,0.000389179564557068,1.9244550626924748e-07,1.941491231911388e-07,0.0017700242998990973,4.425708319319861e-06,0.0012873707105722978
1.027227471053208e-05,0.8466460795832076,3.76,0.0,0.022377162101096075,0.735560017005441,0.2357622238502911,0.0308081274080132,0.0004963318447791509,0.11419543552971274,0.2791634340880738,5.159357235434496e-10,0.7026183316832083,6.339672039403577e-06,0.00022052141056468525,0.20320398910726545,0.001931533626660873,0.0002004202078823766,6.411337426200446e-05,0.0027270539901008517,0.5526903476043958,7.889862645929739e-05,0.00016365029769817242,0.008215854945113841,0.0553958582455679,0.0003626794290534518,0.0004348263406101287,0.0018379414221190494,1.1484062061255529e-08,0.057874727993216614,3.1316648976490222e-09,0.0009215449085426868,0.0003791810511794656,0.0002869222467683759,2.1277843150752827e-06,3.9838108950569494e-08,0.024896658823405377,0.013066169581567625,0.011047646621458462,0.020788130652119242,9.945296877171303e-08,3.9937784515215055e-10,0.030165091945655222,0.00361512516879449,1.1914397379012598e-05,2.4409241111947834e-06,3.279391843427935e-06,0.005922098002425012,3.269321490335335e-06,1.3231102595049127e-10,7.247577499476556e-09,0.0009868229968910444,2.4619668625995688e-05,3.3583402542460552e-06,0.01834630206764403,1.6845230750034075e-07,2.1221075847954905e-12,1.4940619022724908e-06,2.1272971934251e-05,2.2776921747768745e-06,0.00038848424195811357,1.9186213231413665e-07,1.9352053887196867e-07,0.0017746553195168617,4.400156039480473e-06,0.0012864499943773201
1.0314694775135e-05,0.8467210888209362,3.76,0.0,0.022200063142482553,0.7351375191872105,0.23603151171670844,0.030925605428441773,0.0004945165771484329,0.1141557396870107,0.27944530574909454,5.150933692850348e-10,0.7027343935093263,6.329366497918524e-06,0.00021985220426508153,0.2037758057883297,0.0019279254080961994,0.00019948861538868258,6.380343858907848e-05,0.0027172129179025527,0.5523762424154157,7.85410635733862e-05,0.0001630688526406655,0.00821433633964258,0.055476585067640895,0.0003614690036722855,0.0004333322820240767,0.0018311360294768898,1.1421054987553926e-08,0.057902999922891,3.1179958208954877e-09,0.0009120563229466553,0.00037785169565372886,0.000285644015740408,2.111793140938775e-06,3.963424229980981e-08,0.024867114911414384,0.013067826302951908,0.011021686290468593,0.02083085894743433,9.949233139260003e-08,3.977993878738048e-10,0.03025218174869884,0.0036168602154762965,1.1893075962191227e-05,2.430664352561003e-06,3.281365610587498e-06,0.005949526648365707,3.272202080935125e-06,1.3180699336261078e-10,7.218604422783385e-09,0.000990093178776952,2.4637889599709393e-05,3.3567893914495e-06,0.018375527966903924,1.6872305643837408e-07,2.111249521893505e-12,1.4912477338881198e-06,2.120602428771873e-05,2.2717476386443447e-06,0.00038779929370085425,1.912852116435152e-07,1.9290039039663347e-07,0.0017792254583496793,4.375053933933063e-06,0.001285535685434051
1.035711483973792e-05,0.8467957219517356,3.76,0.0,0.0220247755372637,0.7347166189121478,0.23629969204390638,0.031042613981291482,0.000492729008793773,0.11411597838484905,0.27972594790817823,5.142638774887339e-10,0.7028492566917524,6.319267060470833e-06,0.0002191914215308717,0.20434595528408028,0.0019243553087656853,0.00019857028963453979,6.34980853265657e-05,0.0027075234124223045,0.5520625518722105,7.818873002777248e-05,0.00016249575672666952,0.008212740641760646,0.05555696379734984,0.0003602758104499724,0.00043186043789783036,0.0018244349125783267,1.1358971094033657e-08,0.05793064169734625,3.1045282275659255e-09,0.0009027564384994226,0.0003765418217994974,0.0002843852380594165,2.0960948841429984e-06,3.9433419532909036e-08,0.02483773146426734,0.013069303862903342,0.01099604345404215,0.020873290876735534,9.953077379800778e-08,3.962429543215958e-10,0.03033881386731926,0.0036185116374741182,1.1872118559281092e-05,2.4205423285850556e-06,3.2832943415618485e-06,0.005976955242030728,3.275157296413069e-06,1.3131014370064565e-10,7.1900178216316565e-09,0.0009933568222792776,2.4656691626141065e-05,3.355352116309872e-06,0.018404615240319427,1.6899250152272987e-07,2.100553546828783e-12,1.4884809516391605e-06,2.1139958222986617e-05,2.2658900373946085e-06,0.0003871244623138692,1.9071464582815923e-07,1.9228848116810778e-07,0.0017837356936870042,4.350390233379256e-06,0.001284627719096946
1.0399534904340839e-05,0.8468699844736381,3.76,0.0,0.021851272600531838,0.7342972941904361,0.2365667814452494,0.03115915905422314,0.0004909684671684665,0.11407615088590763,0.28000537676543713,5.134466078611438e-10,0.702962941195106,6.30936756896854e-06,0.00021853885860411557,0.20491445956552357,0.0019208224719720352,0.00019766499640547943,6.319720489091639e-05,0.0026979818090540363,0.5517492734788622,7.784150042617873e-05,0.0001619308054574135,0.0082110696593157,0.055636999402459926,0.00035909941790081637,0.00043041025844094946,0.001817835139574018,1.1297788331723008e-08,0.05795766533012656,3.0912565542845355e-09,0.0008936410706767545,0.00037525094652859784,0.00028314539446863045,2.080683195139681e-06,3.92355602229624e-08,0.024808509131937315,0.013070604988936117,0.01097071338371981,0.020915430282622518,9.9568312724061e-08,3.9470801961839475e-10,0.030424993584054504,0.0036200817890666066,1.1851515700495432e-05,2.4105552559960187e-06,3.2851790407060817e-06,0.006004383228058553,3.278184877197246e-06,1.3082030337555452e-10,7.161808187165603e-09,0.0009966140422980017,2.467605697590448e-05,3.35402529231611e-06,0.018433566013484774,1.6926066299938317e-07,2.0900153816212437e-12,1.4857603362912152e-06,2.10747540976394e-05,2.2601172705227243e-06,0.00038645949921501765,1.901503379015172e-07,1.9168462342318512e-07,0.001788186984317113,4.326153586144247e-06,0.0012837260312436151
1.0441954968943758e-05,0.8469438817541934,3.76,0.0,0.021679528238062646,0.733879523559878,0.23683279612886068,0.03127524652982122,0.000489234302671405,0.11403625651487226,0.2802836081715403,5.126411982454956e-10,0.7030754664804632,6.299662107856728e-06,0.00021789431906712406,0.2054813400354378,0.0019173260624907663,0.00019677250465048907,6.290069146234537e-05,0.002688584569760917,0.5514364048110398,7.74992536721886e-05,0.00016137380148600498,0.008209325154535,0.05571669673118809,0.00035793941007275536,0.00042898121326755123,0.0018113338935377616,1.1237485386237381e-08,0.057984082524322314,3.078175458295268e-09,0.0008847061258333848,0.00037397860392685483,0.00028192398547508587,2.0655518553096152e-06,3.904058702346749e-08,0.02477944847320365,0.013071732359143657,0.010945691416257416,0.02095728090973134,9.960496419119146e-08,3.931940756372349e-10,0.030510726073883363,0.0036215729663520383,1.1831258264449824e-05,2.400700416563341e-06,3.287020700698096e-06,0.006031810063777382,3.2812826491276753e-06,1.3033729662154664e-10,7.133966350533019e-09,0.0009998649508959885,2.4695968567084775e-05,3.3528058948195843e-06,0.018462382360933012,1.6952756062066792e-07,2.0796309074731643e-12,1.4830847134400037e-06,2.1010392904716734e-05,2.254427314441232e-06,0.00038580416434905987,1.8959219236586122e-07,1.9108863546802316e-07,0.0017925802708915574,4.302333038890299e-06,0.0012828305583051356
1.0484375033546678e-05,0.847017419044801,3.76,0.0,0.021509516918551293,0.7334632860586091,0.23709775191811638,0.03139088218864073,0.00048752588720357194,0.11399629465391051,0.28056065764276955,5.118469719405733e-10,0.7031868515316045,6.290144987858931e-06,0.00021725761332630852,0.20604661756026385,0.0019138652658871082,0.0001958925865229248,6.260844271736936e-05,0.002679328274857862,0.5511239435110328,7.716187270766121e-05,0.00016082455414307103,0.008207508845971496,0.05579606051827256,0.0003567953854747363,0.000427572790096423,0.0018049284643602834,1.1178041661714544e-08,0.058009904687126565,3.065279795688764e-09,0.0008759475989036484,0.0003727243440957523,0.0002807205299549438,2.0506947745142096e-06,3.884842540350444e-08,0.024750549963110276,0.013072688604215262,0.01092097295396564,0.0209988464106762,9.964074427106461e-08,3.9170063207276734e-10,0.030596016409168068,0.0036229874092649572,1.181133745082263e-05,2.3909751555978467e-06,3.2888203012809536e-06,0.006059235219002352,3.2844485156250203e-06,1.2986096476457394e-10,7.106483460678933e-09,0.0010031096574437935,2.4716409921770846e-05,3.351691003769879e-06,0.01849106630873693,1.6979321367070493e-07,2.069396160528469e-12,1.4804529497712192e-06,2.0946856230882862e-05,2.24881821733797e-06,0.0003851582256919121,1.8904011518845236e-07,1.9050034174376297e-07,0.0017969164764338767,4.27891801504479e-06,0.0012819412373008673
1.0526795098149597e-05,0.8470906014747579,3.76,0.0,0.021341213651386835,0.7330485612036974,0.23736166426783514,0.03150607171185838,0.00048584261306642467,0.11395626473919752,0.2808365403731649,5.11064226236687e-10,0.7032971148756972,6.280810734011881e-06,0.00021662855821784317,0.206610312494864,0.0019104392878776886,0.0001950250173965016,6.232035977256338e-05,0.002670209616681843,0.550811887284023,7.68292443005839e-05,0.00016028287907910574,0.008205622410125516,0.05587509538975864,0.0003556669562640993,0.0004261844937661798,0.0017986162425344026,1.1119437185900254e-08,0.05803514294159086,3.052564630738942e-09,0.0008673615712887177,0.00037148773227245626,0.00027953456410418736,2.0361059886042924e-06,3.865900364503431e-08,0.02472181399855474,0.01307347630904287,0.010896553464471955,0.021040130350644975,9.967566748010047e-08,3.9022721155883984e-10,0.030680869563626947,0.003624327303271164,1.1791744760780014e-05,2.3813768801047324e-06,3.2905788093278284e-06,0.006086658175823067,3.2876804537908514e-06,1.2939112327537077e-10,7.079350965927304e-09,0.0010063482687327468,2.4737365131722916e-05,3.3506777980205157e-06,0.018519619836559087,1.7005764098540916e-07,2.0593073147684206e-12,1.477863950905829e-06,2.088412622523421e-05,2.2432880952546464e-06,0.00038452145882676095,1.8849401378944997e-07,1.899195710119181e-07,0.0018011965067987385,4.255898295425576e-06,0.0012810580058595412
1.0569215162752517e-05,0.84716343403785,3.76,0.0,0.02117459398513469,0.7326353289896953,0.23762454826545704,0.031620820681603934,0.0004841838928406761,0.1139161662607383,0.28111127123558766,5.102924292109362e-10,0.7034062745846342,6.27165408299508e-06,0.00021600697701184003,0.2071724446840912,0.0019070473542349494,0.00019416957585343566,6.20363469021601e-05,0.002661225399499709,0.5505002338980833,7.65012589717802e-05,0.00015974859825114052,0.008203667481590654,0.05595380586332253,0.0003545537482459928,0.00042481584620891565,0.001792394718881776,1.1061652674552522e-08,0.05805980812753595,3.0400252000838244e-09,0.000858944210479241,0.0003702683487996265,0.0002783656413862823,2.0217796588307872e-06,3.8472252552636253e-08,0.024693240898593975,0.013074098012851245,0.010872428480485087,0.0210811362076154,9.97097490313992e-08,3.887733548068966e-10,0.030765290412584495,0.0036255947795961136,1.1772472004668306e-05,2.3719030575055996e-06,3.2922971803479126e-06,0.0061140784285346845,3.290976519049476e-06,1.2892762106136742e-10,7.052560611777562e-09,0.00100958088898416,2.4758818859236673e-05,3.3497635549341048e-06,0.01854804487778582,1.703208609539245e-07,2.049360688510108e-12,1.4753166625690869e-06,2.0822185602729205e-05,2.2378351315782474e-06,0.00038389364692294024,1.8795379702611145e-07,1.893461588347267e-07,0.0018054212507363603,4.233264008595477e-06,0.0012801808022138515
1.0611635227355436e-05,0.8472359216254417,3.76,0.0,0.021009633994431814,0.7322235698756447,0.23788641864083315,0.031735134582506604,0.00048254915866936495,0.11387599876025856,0.2813848647890619,5.095312177290711e-10,0.7035143482874273,6.2626699740093325e-06,0.00021539269919227131,0.2077330334779217,0.0019036887104364516,0.00019332604369396076,6.17563115619563e-05,0.002652372535361515,0.5501889811814474,7.617781090591085e-05,0.00015922153970222318,0.008201645653990033,0.0560321963511581,0.0003534554004017864,0.00042346638585458244,0.0017862614808257125,1.1004669480934705e-08,0.05808391080852692,3.027656923110379e-09,0.0008506917687883216,0.00036906578859561667,0.00027721333187913637,2.0077100703758037e-06,3.82881054927186e-08,0.02466483090797566,0.013074556210174096,0.01084859359985065,0.02112186737509747,9.974300360543548e-08,3.8733861725883226e-10,0.030849283735280682,0.0036267919162771855,1.1753511290955247e-05,2.362551214719917e-06,3.2939763566636354e-06,0.0061414954835044945,3.2943348406726163e-06,1.284703076290115e-10,7.026104432246031e-09,0.0010128076199197842,2.47807563190096e-05,3.3489456470904173e-06,0.01857634332075963,1.7058289153073675e-07,2.0395527348766032e-12,1.4728100686033625e-06,2.0761017626410765e-05,2.2324575746091216e-06,0.0003832745805173439,1.8741937519205546e-07,1.887799461658774e-07,0.0018095915801534656,4.211005620260889e-06,0.0012793095652113777
1.0654055291958356e-05,0.847308069021463,3.76,0.0,0.020846310256073707,0.7318132647616173,0.23814728978389188,0.03184901880451543,0.0004809378610279666,0.11383576182740178,0.2816573352920344,5.087800229281746e-10,0.7036213531926828,6.253853534568648e-06,0.00021478556003590537,0.20829209775870847,0.0019003626210193298,0.00019249420595427604,6.148016418084795e-05,0.0026436480371101675,0.5498781270181724,7.585879770938323e-05,0.0001587015371604516,0.008199558481691975,0.05611027116520236,0.00035237156400059165,0.00042213566653760703,0.0017802142056325967,1.0948469558902195e-08,0.05810746128456605,3.0154553871695424e-09,0.0008426005810763451,0.00036787966018690644,0.0002760772211078214,1.9938916297171804e-06,3.810649820480638e-08,0.0246365842034161,0.013074853352613908,0.010825044485534738,0.021162327167124913,9.977544580965e-08,3.859225690524566e-10,0.03093285421911433,0.00362792074003553,1.1734855001819329e-05,2.3533189367525253e-06,3.2956172673839646e-06,0.006168908858938052,3.2977536138948075e-06,1.2801904460023346e-10,6.999974730890658e-09,0.0010160285608874112,2.480316324241875e-05,3.3482215363342042e-06,0.018604517011012848,1.7084375025750282e-07,2.0298800349706096e-12,1.4703431879247404e-06,2.0700606070914424e-05,2.227153733104321e-06,0.0003826640570956757,1.86890660007693e-07,1.882207790984363e-07,0.0018137083505916159,4.189113916399836e-06,0.0012784442343364618
1.0696475356561275e-05,0.8473798809029326,3.76,0.0,0.02068459982804859,0.7314043949684578,0.23840717575994014,0.031962478645455664,0.00047934946770379606,0.11379545509647447,0.2819286967139613,5.080392688792216e-10,0.703727306108102,6.24520006962793e-06,0.00021418540023925616,0.20884965596457433,0.0018970683689772646,0.00019167385091538682,6.120781806847137e-05,0.0026350490124054564,0.5495676693445303,7.554412024086553e-05,0.00015818842969794907,0.008197407481342515,0.05618803452166225,0.00035130190182312897,0.0004208232565601239,0.0017742506546212788,1.0893035412378688e-08,0.058130469603241065,3.00341634916347e-09,0.0008346670626684151,0.00036670958487733553,0.00027495690906001544,1.9803188621316183e-06,3.7927368735285814e-08,0.024608500898864266,0.013074991850371791,0.010801776865352806,0.02120251882255781,9.980708874989656e-08,3.845247913467866e-10,0.031016006463383934,0.0036289832279246775,1.1716495773827002e-05,2.344203864939619e-06,3.297220827080264e-06,0.006196318084660102,3.301231096341313e-06,1.2757366703826619e-10,6.974164064143328e-09,0.0010192438089683797,2.482602584528235e-05,3.3475887685252564e-06,0.01863256775320559,1.7110345428191843e-07,2.0203392838976565e-12,1.4679150722799897e-06,2.0640935191220717e-05,2.221921972700032e-06,0.0003820618807068817,1.8636756460789222e-07,1.8766850776499537e-07,0.0018177724016678722,4.167579985385481e-06,0.001277584749727788
1.0738895421164195e-05,0.8474513618420211,3.76,0.0,0.020524480236412405,0.7309969422254355,0.2386660903190941,0.03207551931279003,0.0004777834631792178,0.11375507824452451,0.2821989627426408,5.073079613934586e-10,0.7038322234524498,6.236705055097045e-06,0.00021359206570123273,0.20940572610346828,0.0018938052553192732,0.00019086477009449507,6.093918916261154e-05,0.0026265726605178862,0.5492576061472925,7.523368244642229e-05,0.00015768206153529945,0.008195194132869192,0.056265490543792686,0.0003502460877155186,0.0004195287381537181,0.0017683686697563962,1.0838350108129627e-08,0.05815294556676445,2.99153570434389e-09,0.0008268877078434595,0.0003655551962638526,0.0002738520096181486,1.9669864097281893e-06,3.77506571825099e-08,0.02458058104851159,0.013074974073203115,0.010778786531421987,0.02124244550764708,9.98379469256161e-08,3.831448815353681e-10,0.03109874498163683,0.003629981308427912,1.1698426489899527e-05,2.3352036956164702e-06,3.2987879375278407e-06,0.006223722701936942,3.304765607008448e-06,1.2713406021668435e-10,6.948665230754527e-09,0.0010224534590430497,2.4849330808711762e-05,3.3470449702342967e-06,0.018660497312314846,1.713620203693075e-07,2.0109272976189786e-12,1.4655248051521236e-06,2.0581989706994664e-05,2.216760713617819e-06,0.0003814678617094193,1.8585000352358918e-07,1.871229877680071e-07,0.0018217845573888912,4.14639520513031e-06,0.0012767310521843295
