Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070),CFO2(332),C3H3(4381),S(4999),C3H3(8252),S(5941),S(7087),S(2403),S(5038),S(8410),S(2402),S(10418),CHO2(146),CFO(51),S(10885),S(4379),S(10215),S(4983),S(7380),S(7383),S(1043),S(5962),S(5940),S(1903),C3H7(348),CHFO2(336)
8.517980697259152e-07,0.8746323083402447,0.010346045391400738,0.00035664972476478785,0.001763030665628059,0.05958267523978171,0.0,0.0,0.0003858277667418737,2.879218888615584e-06,0.00043343875772682667,0.00212598629955294,0.00011724429108490103,3.0950976780829864e-09,1.5433155017132273e-07,2.4890342931084143e-06,0.0003381295250145173,0.0001762031427308934,1.078870966349536e-06,1.3553210086319013e-06,0.0011620833082352513,1.9824574665856783e-05,5.606309834505012e-07,2.158632019278249e-07,2.0488635505145543e-08,0.00010826180848255194,0.000266012904988628,0.06811657557877779,3.5985906267519148e-06,1.3159963473497394e-05,1.0535242134156066e-07,1.2948996283140333e-08,1.3690762253981967e-05,3.970496809122485e-05,3.76,0.0,0.49106840316767886,0.9889228533231216,0.008610754446905917,0.0039283759653126376,0.07219267015883353,0.00019703017445090403,0.0710179843635468,0.0001497780503432431,0.0001867972634000401,0.0001674819540498734,0.00020799280797728975,6.436610379554147e-09,2.996596980567034e-05,0.00037282402934962056,3.7108121332052123e-05,1.8007053862871505e-06,1.501184813036516e-12,1.1543058899362529e-12,1.085462643102621e-07,1.541435913622951e-08,5.570846751472342e-05,3.596930392347499e-10,1.4900028636883286e-09,1.1925321947418383e-05,2.3439757410495678e-09,3.716647065934585e-10,1.2976515643989193e-07,3.9813814040705455e-11,6.050976741946456e-09,1.2329038045651528e-06,9.093166541624246e-10,3.101414753984736e-08,1.1491681143496413e-08,1.2612986811605168e-08,2.6378804718432825e-09,1.432671791822372e-08,1.1063295931533342e-13,3.5032291264728054e-05,2.2394256731680216e-05,5.538883961696958e-07,3.2191589794557283e-09,0.0024980549499479913,1.3562113827444212e-08,1.0191373896007009e-08,7.868664061164841e-13,4.191985512145867e-09,0.000876933886362935,2.123207197670284e-06,3.5042679474544033e-10,0.000725368260187962,1.223509704379567e-13,3.013271924543374e-11,6.039128431306098e-12,1.6872904873364426e-10,1.894321467255669e-08,2.231222457789231e-11,8.902893263330496e-12,9.629844717015661e-05,1.774845917069407e-08,5.741296806860883e-13,1.9448390027123042e-13,4.4849919010058664e-07,1.8749368355480927e-08,5.390682138057062e-09,4.1664296316313743e-11,3.54782149764273e-14,3.055505875395407e-09,3.296055032830994e-13,5.569825917835868e-10,3.2109814124774815e-06,2.4639307170722474e-13,8.658901524737413e-08,8.58375927749731e-12,1.6579394480879376e-11,7.685230550907105e-12,4.563379901406509e-09,3.8240219100979426e-10,4.868017393319035e-10,6.857748547750372e-13,6.605213027825999e-12,7.043312383203204e-10,1.0714611990382855e-06
8.594048445385036e-07,0.8750356107080433,0.010569616667268831,0.00036689682886854804,0.0018070924340899991,0.06118843687544867,0.0,0.0,0.00039491644877828524,2.9987221278267877e-06,0.00045223821157033817,0.00214809156786517,0.00012065548060251875,3.3296624380027716e-09,1.6296779162972687e-07,2.582461587006616e-06,0.0003462997585150739,0.00018255678438158101,1.158375595165453e-06,1.4319562773764648e-06,0.0012068711575159456,2.0268503464599055e-05,5.749876671254687e-07,2.2653689342851658e-07,2.1214506046565282e-08,0.00011406049632303832,0.0002738251097229339,0.06858216434324144,3.694382726956174e-06,1.3453284005864609e-05,1.1080589678566864e-07,1.368053547046671e-08,1.4106626164630973e-05,4.123656300308122e-05,3.76,0.0,0.4885762061890128,0.9887055810405976,0.008877649949292228,0.00395852577077661,0.07275474738203257,0.00020058498793966198,0.07288810978304483,0.00015261305267248073,0.0001965000003263333,0.00017598233529731198,0.00021988306821737024,6.790282020550463e-09,3.1574789795153526e-05,0.0003805747892749754,3.916507455791914e-05,1.8650564817022978e-06,1.556252238788356e-12,1.1967858161299092e-12,1.1246145613962612e-07,1.568267920337299e-08,5.6618552892526974e-05,3.7071144791100525e-10,1.5645629441371965e-09,1.2865386590929531e-05,2.4683129016110974e-09,4.0165143566704774e-10,1.3393789634902547e-07,4.2028714723921256e-11,6.189128753000346e-09,1.293446310596702e-06,9.602215925256863e-10,3.199296268688988e-08,1.177288000437329e-08,1.3577287874263512e-08,2.8495053875009033e-09,1.5628058443948164e-08,1.1649857440124775e-13,3.708654374209632e-05,2.2166448423817844e-05,5.881248549670679e-07,3.262784600488086e-09,0.0024975069176337685,1.4426594886744263e-08,1.0427984027121034e-08,8.395355076764971e-13,4.4828711265312265e-09,0.0008675021777826981,2.2487970102598984e-06,3.7218953526620903e-10,0.0007437090308914673,1.2910242219442456e-13,3.1777687262327654e-11,6.346305586537095e-12,1.7699433477702427e-10,1.9835715649477446e-08,2.2077736346050348e-11,8.801973168934227e-12,9.519142089430536e-05,1.8703382216812428e-08,6.081585392590998e-13,2.0494392117609428e-13,4.6429799050431623e-07,1.9396214684982444e-08,5.750109968135367e-09,4.4667568818655364e-11,3.781897274278193e-14,3.2976607185601046e-09,3.5342093540305944e-13,5.577927022736761e-10,3.2368007896322752e-06,2.4820199113158e-13,9.037532417084808e-08,8.884041764501969e-12,1.7638006073535548e-11,7.900259850694363e-12,4.688195600416321e-09,4.0177582928723306e-10,5.039104403639868e-10,7.281275672952243e-13,7.035705461472829e-12,7.259278727959136e-10,1.0555845259797755e-06
8.67011619351092e-07,0.8754438167632745,0.010796402178228703,0.00037741795536434423,0.001852006256040238,0.06282104700922521,0.0,0.0,0.0004041319038870231,3.1225835765723725e-06,0.000471804394002998,0.002170049516577059,0.000124156064853872,3.581431375697087e-09,1.7207665531891527e-07,2.679607649347998e-06,0.00035473904669947113,0.00018907477262791075,1.24316477469781e-06,1.512238112752221e-06,0.0012530026987110179,2.0726664864562173e-05,5.900912239794803e-07,2.3772478856645084e-07,2.197110821948154e-08,0.00012014554026777736,0.0002817936201792617,0.06904330246741736,3.7915675950098266e-06,1.3749964685766668e-05,1.1654139263716995e-07,1.4447283992157077e-08,1.4531346984423101e-05,4.281212593071082e-05,3.76,0.0,0.4860544532935248,0.9884836806466883,0.009150552588188855,0.003988538531727156,0.07331447823271893,0.00020416425573283964,0.07478798192955138,0.00015547669375684417,0.00020661903578700832,0.00018484206181155374,0.00023233729630365308,7.161677833237149e-09,3.325540814416763e-05,0.00038863787753603293,4.132503648498945e-05,1.93248882480601e-06,1.6134621503568167e-12,1.2409158540400157e-12,1.1652513691317249e-07,1.5952404426742438e-08,5.75451161977855e-05,3.8197508394916007e-10,1.6425760729740359e-09,1.3872426118747379e-05,2.5980777954289237e-09,4.338246089007402e-10,1.382898552871316e-07,4.435300627112424e-11,6.329120540668104e-09,1.3573947247402842e-06,1.014504126372254e-09,3.29944074701614e-08,1.2060369925794356e-08,1.461429900855856e-08,3.0782971506743486e-09,1.70350425915341e-08,1.2262010748133566e-13,3.923936049224502e-05,2.1940829773244544e-05,6.247480862575804e-07,3.3072840117899155e-09,0.002496947215863001,1.534249095523897e-08,1.0672174741804546e-08,8.955461392868163e-13,4.792851672433416e-09,0.0008579669798659061,2.3816891662746567e-06,3.9543974256928203e-10,0.0007622229352247949,1.3629513680029674e-13,3.3521057867596755e-11,6.669931236341466e-12,1.85675727045455e-10,2.0779369530035213e-08,2.184044230343229e-11,8.700039369309416e-12,9.407141336870617e-05,1.970860654702626e-08,6.443373635879362e-13,2.1595412276763707e-13,4.803870585294837e-07,2.0052774365734796e-08,6.130158432217588e-09,4.7874414340950226e-11,4.029175407626771e-14,3.558185523119435e-09,3.7885826179817655e-13,5.586676176990115e-10,3.263940055477321e-06,2.501065304844394e-13,9.42958606564141e-08,9.191373622181479e-12,1.8754683848950002e-11,8.116884974754913e-12,4.81378305242426e-09,4.2210394651730863e-10,5.213305147764544e-10,7.727032403839247e-13,7.493715666973177e-12,7.482515376013754e-10,1.039610361103058e-06
8.746183941636804e-07,0.8758569459410817,0.011026420327602747,0.0003882207129822877,0.001897785387390458,0.06448057990081994,0.0,0.0,0.0004134735656626866,3.250936949727692e-06,0.0004921669069259616,0.0021918596612336477,0.00012774803845371234,3.8516258467464e-09,1.816829461021481e-07,2.7806186337122952e-06,0.0003634562395309014,0.00019575938066601249,1.3335565658124216e-06,1.5963097878908833e-06,0.0013005071591501989,2.1199562002513467e-05,6.059804775403511e-07,2.494522836828047e-07,2.275974443558541e-08,0.00012653024278356083,0.000289919610971737,0.06949991962044083,3.890129385316728e-06,1.4049955977186283e-05,1.225734193132343e-07,1.5250629855514066e-08,1.4965019898580925e-05,4.4432441492148874e-05,3.76,0.0,0.48350307032498935,0.9882570569035883,0.009429552447153992,0.004018413221928157,0.07387184641964531,0.00020776720991762138,0.07671761138698106,0.00015836874031999876,0.00021716830367244015,0.00019407311879481208,0.00024537662144313047,7.55161400394017e-09,3.50103672323341e-05,0.00039702800083569247,4.359244421172794e-05,2.003211289713699e-06,1.672896086169648e-12,1.2867586177210548e-12,1.207428201572267e-07,1.622346186075251e-08,5.848893858230913e-05,3.93487006023041e-10,1.724196300225352e-09,1.4950719206704746e-05,2.7334540737144434e-09,4.683273029379837e-10,1.4283247795646947e-07,4.6791511877233945e-11,6.4710136766056265e-09,1.4249918234777628e-06,1.072437924216595e-09,3.401878870064041e-08,1.2354567806177353e-08,1.5729770312287656e-08,3.3257273335488014e-09,1.8555342272541982e-08,1.2900621170338555e-13,4.1494281366076596e-05,2.1717697592175193e-05,6.639433240874928e-07,3.3526881749403795e-09,0.0024963756046562486,1.631273226523334e-08,1.092418652519097e-08,9.55108206092376e-13,5.1231342371782526e-09,0.0008483346060822279,2.5222976398484903e-06,4.202915398321129e-10,0.0007809037819418158,1.4396445936331908e-13,3.5369764040167357e-11,7.01109674669179e-12,1.9479939699325318e-10,2.1777782427302196e-08,2.1600498889431403e-11,8.597159380542156e-12,9.293922316920332e-05,2.076716160526645e-08,6.828237282372073e-13,2.2754757912126164e-13,4.967616277646957e-07,2.0718678979890507e-08,6.531837538745749e-09,5.129846769708556e-11,4.2902841270646424e-14,3.838460654369671e-09,4.060268872424564e-13,5.596111879200724e-10,3.292542636448125e-06,2.5211735653436563e-13,9.835444913711948e-08,9.5058486520188e-12,1.993216849946761e-11,8.33496020663402e-12,4.94005223450058e-09,4.434321594320808e-10,5.390566293415553e-10,8.195993992041659e-13,7.981044277814796e-12,7.713267820158563e-10,1.0235502516228882e-06
8.822251689762688e-07,0.8762750159995157,0.011259688252716915,0.00039931290037267065,0.0019444430886010947,0.06616709967585666,0.0,0.0,0.0004229407848791988,3.383918781286503e-06,0.0005133563796054549,0.0022135217581827258,0.00013143341253485128,4.141549935068637e-09,1.9181267767733293e-07,2.8856462201652725e-06,0.0003724604278750467,0.00020261286208149453,1.4298864246545756e-06,1.6843191379094762e-06,0.0013494141289137527,2.1687708277860347e-05,6.226962055982505e-07,2.6174604306084e-07,2.3581766701078576e-08,0.0001332284822922494,0.00029820418817348633,0.06995194494973339,3.990050894579031e-06,1.4353204531560137e-05,1.2891720044194725e-07,1.609199997334302e-08,1.540773792592374e-05,4.609829395716944e-05,3.76,0.0,0.48092199509561034,0.9880256128013051,0.009714740190425723,0.004048148842447398,0.07442683643589257,0.00021139304025593616,0.07867699391028926,0.00016128893122617163,0.00022816202722920878,0.00020368774175750153,0.0002590227154033653,7.960940861699589e-09,3.684227043190687e-05,0.0004057603774014768,4.5971889510129966e-05,2.077448173525627e-06,1.7346385457802665e-12,1.3343789702134433e-12,1.2512021228658444e-07,1.6495775229848444e-08,5.94508460569862e-05,4.0525021574224085e-10,1.8095843456100073e-09,1.610478564848503e-05,2.874629242452482e-09,5.053108858988928e-10,1.4757807000668078e-07,4.934924080349807e-11,6.614879258195518e-09,1.4964995909305633e-06,1.134321531061797e-09,3.506640870408923e-08,1.265593690272387e-08,1.692994799463618e-08,3.5934016820201244e-09,2.0197132962040193e-08,1.3566572151516058e-13,4.3854915550520635e-05,2.1497341691071014e-05,7.059103376805861e-07,3.399028563785022e-09,0.0024957918395699455,1.734041125983847e-08,1.1184265835656978e-08,1.0184452555755855e-12,5.47500049745193e-09,0.0008386113817640065,2.6710574304021514e-06,4.4686864466926563e-10,0.0007997452021843507,1.5214891711801167e-13,3.7331265362934756e-11,7.370979353963762e-12,2.0439353358584374e-10,2.2834839699502758e-08,2.1358062980984708e-11,8.493400774242602e-12,9.17956501489637e-05,2.1882296645342612e-08,7.237885460328373e-13,2.397597628467151e-13,5.134165679770228e-07,2.1393540491683556e-08,6.956202185624967e-09,5.495432305374118e-11,4.565878365639089e-14,4.139972173775088e-09,4.350439733744055e-13,5.606272461722096e-10,3.322760626977268e-06,2.5424576052910545e-13,1.0255500746853307e-07,9.827563484176477e-12,2.1173323735513144e-11,8.554336480871257e-12,5.066911275482717e-09,4.658080585911515e-10,5.570830526038406e-10,8.689174483109851e-13,8.499614797142723e-12,7.951787877382231e-10,1.0074156789735233e-06
8.898319437888572e-07,0.8766980429468822,0.011496221728603016,0.0004107025076685543,0.0019919926055393736,0.06788065994963782,0.0,0.0,0.000432532827504064,3.521668403200636e-06,0.0005354044967781035,0.0022350358085546067,0.00013521421282956293,4.452595604526732e-09,2.0249312327664804e-07,2.9948477894607407e-06,0.0003817609482934574,0.00020963744941687534,1.5325080555253521e-06,1.7764186708024852e-06,0.00139975355563627,2.2191627100448356e-05,6.402812296597184e-07,2.7463405823028223e-07,2.443857805466552e-08,0.0001402547346219964,0.0003066483844515981,0.07039930710615229,4.091313546538034e-06,1.4659653082261019e-05,1.3558870423087127e-07,1.6972860251723393e-08,1.5859591705429183e-05,4.781046655727976e-05,3.76,0.0,0.4783111778617308,0.9877892495577413,0.010006207027205626,0.004077744422978563,0.07497943359934531,0.00021504089292056166,0.08066610988328897,0.00016423697625045052,0.00023961471475192074,0.00021369841270422256,0.00027329779413623413,8.390544067559468e-09,3.8753782003565405e-05,0.0004148507473381407,4.8468122441716296e-05,2.1554403176332293e-06,1.7987770768624544e-12,1.3838440872477043e-12,1.2966321782740297e-07,1.676926484743942e-08,6.043171176781858e-05,4.172676503810932e-10,1.898907858586971e-09,1.733939780830917e-05,3.021794614176453e-09,5.449354280537369e-10,1.5253987010899834e-07,5.2031393761270024e-11,6.76079892780143e-09,1.5722006491648113e-06,1.2004806500065022e-09,3.613756464800046e-08,1.2964991267324564e-08,1.822161990919566e-08,3.883072583035328e-09,2.1969123872646607e-08,1.4260765036374085e-13,4.6324939992076166e-05,2.1280044601521233e-05,7.508644807438793e-07,3.4463371353166977e-09,0.002495195671696552,1.8428791141027318e-08,1.1452665197374367e-08,1.0857954109965906e-12,5.849811212592581e-09,0.0008288036400193518,2.8284253430924253e-06,4.753052497306696e-10,0.0008187406537881326,1.6089050775065043e-13,3.941358560806563e-11,7.750848871890565e-12,2.1448849871503795e-10,2.3954728356025515e-08,2.1113291796624036e-11,8.388831131546324e-12,9.064149490565568e-05,2.3057497601854743e-08,7.674173116281277e-13,2.526287293033276e-13,5.303463948784951e-07,2.2076951755621807e-08,7.404354512371766e-09,5.885760597154765e-11,4.856641117004736e-14,4.464320035268836e-09,4.660350240089219e-13,5.617196065855976e-10,3.354755220184122e-06,2.5650368751661164e-13,1.0690155020404761e-07,1.015661790383998e-11,2.248114341113749e-11,8.7748616520337e-12,5.1942666209435256e-09,4.892812740809158e-10,5.754036652259836e-10,9.207628787754981e-13,9.051482114122183e-12,8.198333742898341e-10,9.912180495448758e-07
8.974387186014456e-07,0.8771260409675852,0.011736035068422067,0.00042239771779722094,0.002040447149086242,0.06962130344537275,0.0,0.0,0.00044224887274003536,3.6643279175089306e-06,0.0005583440270700227,0.0022564020622557334,0.0001390924775965859,4.7862481197222964e-09,2.1375286770321712e-07,3.1083865992922102e-06,0.00039136738776639624,0.00021683535276046845,1.6417942982221568e-06,1.8727656792812245e-06,0.00145155573862607,2.2711851594667898e-05,6.587805076182249e-07,2.8814570956838335e-07,2.5331634010392063e-08,0.00014762409495534324,0.00031525315403507174,0.07084193427088176,4.193897378563204e-06,1.4969240340564267e-05,1.426046758650006e-07,1.789471558856836e-08,1.6320669273550093e-05,4.956974075983148e-05,3.76,0.0,0.4756705818082445,0.9875478666212901,0.010304044672964597,0.0041071990232010285,0.07552962409428356,0.00021870986924639503,0.0826849237687195,0.0001672125548337537,0.0002515411543535481,0.00022411785551661818,0.0002882246184943582,8.84134582413048e-09,4.074762686332277e-05,0.00042431538276346077,5.108605494457021e-05,2.2374463061837066e-06,1.8654023627711875e-12,1.4352235211236043e-12,1.343779446427015e-07,1.704384753710569e-08,6.14324583762104e-05,4.295421752289134e-10,1.992341685130804e-09,1.86595924602973e-05,3.17514524880084e-09,5.873701278413137e-10,1.5773212844651865e-07,5.484336827975337e-11,6.908865978352241e-09,1.6523997786060155e-06,1.2712706172252118e-09,3.723254783182414e-08,1.3282300551760874e-08,1.961216522703093e-08,4.196652637675734e-09,2.3880589717064045e-08,1.4984118787926377e-13,4.89080976059891e-05,2.106608131469618e-05,7.990378043403841e-07,3.494646297223896e-09,0.0024945868476710306,1.9581314822655e-08,1.1729643289229177e-08,1.1574123680377017e-12,6.249010972568952e-09,0.0008189177175072724,2.994880775448693e-06,5.057469923114432e-10,0.0008378834258662977,1.7023501168861025e-13,4.162535258323918e-11,8.152074861063075e-12,2.251169930049864e-10,2.514196124144786e-08,2.086634279701464e-11,8.283517995845747e-12,8.947755823054005e-05,2.4296505174949454e-08,8.139114678854812e-13,2.6619531408084654e-13,5.47545281618092e-07,2.2768487094929704e-08,7.877446435861674e-09,6.302505085749396e-11,5.163284901869752e-14,4.81322689266499e-09,4.991345144905498e-13,5.62892061657334e-10,3.3886971550201253e-06,2.589037667079184e-13,1.1139819219579406e-07,1.0493115200341641e-11,2.3858759245508324e-11,8.996380778981468e-12,5.322023206455597e-09,5.139035418656084e-10,5.940119721647921e-10,9.752454937586318e-13,9.63884158311365e-12,8.453170037136861e-10,9.749686852760978e-07
9.05045493414034e-07,0.8775590223465528,0.011979141020643081,0.00043440690751624073,0.0020898198734524117,0.0713890616073703,0.0,0.0,0.0004520880111002699,3.8120421613458317e-06,0.0005822088516989643,0.0022776210219730584,0.0001430702553887886,5.144091744157454e-09,2.2562186065832033e-07,3.2264319622768936e-06,0.00040128958833027023,0.00022420875836242084,1.7581380505461333e-06,1.9735223534122864e-06,0.0015048513222664349,2.324892425716409e-05,6.782412296659227e-07,3.0231183024279673e-07,2.6262444002076554e-08,0.00015535230025871677,0.0003240193675178319,0.07127975418412628,4.297781030239355e-06,1.5281900893500934e-05,1.4998267093245132e-07,1.885910977545524e-08,1.6791055832220116e-05,5.13768955053612e-05,3.76,0.0,0.4730001835411621,0.9873013616760984,0.010608345307660591,0.004136511734177552,0.0760773950140843,0.00022239902450096912,0.08473338355132842,0.0001702153148247404,0.0002639564077562614,0.00023495903048409688,0.00030382649396991466,9.31430610369297e-09,4.282659021127097e-05,0.00043417109768973663,5.383076438053762e-05,2.3237437461973036e-06,1.934608310472969e-12,1.4885892645951766e-12,1.3927070915002728e-07,1.7319436556527805e-08,6.245406054733498e-05,4.4207657557670074e-10,2.0900681410757376e-09,2.007068301391219e-05,3.3348798828590297e-09,6.327937533845732e-10,1.6317019217426097e-07,5.779076402045828e-11,7.059186551189428e-09,1.737425532579877e-06,1.3470790840140942e-09,3.835164294172174e-08,1.3608495207580056e-08,2.110960859360034e-08,4.536229426648947e-09,2.5941404118358035e-08,1.573756965176514e-13,5.160819526131999e-05,2.0855719035581096e-05,8.506802359305288e-07,3.543988871673379e-09,0.0024939651096839797,2.080161430394552e-08,1.2015465029665863e-08,1.2335664602351954e-12,6.674133213081603e-09,0.0008089599500800189,3.1709265084492134e-06,5.383520227484661e-10,0.0008571666436710511,1.8023232997949025e-13,4.3975840334602774e-11,8.57613428649232e-12,2.3631423254409045e-10,2.640140312669954e-08,2.0617373582094155e-11,8.17752882424449e-12,8.830464054014055e-05,2.560333420690589e-08,8.634899073821195e-13,2.80503344600455e-13,5.650070720651303e-07,2.346770295113173e-08,8.376682385809848e-09,6.747458418987695e-11,5.486553352624944e-14,5.188547558003216e-09,5.344865680227045e-13,5.64148379681352e-10,3.424767179962125e-06,2.614593428282083e-13,1.1604915255932438e-07,1.0837162539526196e-11,2.5309449191435058e-11,9.21873642418045e-12,5.450084638975117e-09,5.397287706591938e-10,6.129011167457163e-10,1.0324796543019053e-12,1.0264038697616694e-11,8.716567845074305e-10,9.586788141247534e-07
9.126522682266224e-07,0.8779969973923235,0.012225550663024576,0.0004467386481486188,0.0021401238531648325,0.07318395420974544,0.0,0.0,0.00046204924252338724,3.964958664412294e-06,0.0006070339934257394,0.002298693447185994,0.00014714960265679207,5.527815723471658e-09,2.3813147130183664e-07,3.349159425317324e-06,0.0004115376516138042,0.00023175982728393,1.881953226619554e-06,2.078855893891136e-06,0.001559671288664244,2.380339656539406e-05,6.987129174605208e-07,3.1716477253775995e-07,2.7232572825802773e-08,0.00016345575217472145,0.00033294780649962364,0.07171269417566581,4.402941734106973e-06,1.5597565104021784e-05,1.5774108987186725e-07,1.986762529457542e-08,1.727083350750656e-05,5.3232706407318994e-05,3.76,0.0,0.4702999735877174,0.9870496306501607,0.010919201530758432,0.004165681679789898,0.07662273440502244,0.00022610736667915546,0.0868114201748042,0.00017324487121104723,0.00027687580304343383,0.000246235127932403,0.0003201272693829496,9.810423892866624e-09,4.4993517012584127e-05,0.000444435257611323,5.67074970308984e-05,2.4146306339899827e-06,2.0064921386271587e-12,1.5440158145843307e-12,1.4434804149693142e-07,1.7595941524563056e-08,6.349754755042664e-05,4.548735483106303e-10,2.192277292541525e-09,2.1578272123320787e-05,3.5012008464893228e-09,6.813950996122832e-10,1.688705984453989e-07,6.087938808147346e-11,7.211880932282703e-09,1.827631950004199e-06,1.4283289202152997e-09,3.9495127266666686e-08,1.394427210707038e-08,2.2722679136601795e-08,4.904081560053362e-09,2.816207472700597e-08,1.652207076192192e-13,5.442910153211461e-05,2.0649216953134713e-05,9.06060827158562e-07,3.5943980549389396e-09,0.0024933301955019404,2.2093520479273716e-08,1.2310401656990517e-08,1.3145458017798032e-12,7.126805510618065e-09,0.0007989366682983261,3.3570895001510603e-06,5.732921825039313e-10,0.000876583273733582,1.9093684945579398e-13,4.6475013802491004e-11,9.024619689545241e-12,2.4811813709120935e-10,2.7738298844167457e-08,2.0366541784939788e-11,8.070930937606148e-12,8.712354129123217e-05,2.698229443279505e-08,9.163906225281721e-13,2.9559986673647755e-13,5.827252959488154e-07,2.4174138605483046e-08,8.903322257280716e-09,7.222541389422032e-11,5.827222923860147e-14,5.592279152459694e-09,5.722456819505704e-13,5.654923021420511e-10,3.4631565332868616e-06,2.641845083942724e-13,1.2085875904329512e-07,1.1188871365116351e-11,2.683664650543137e-11,9.44176896762893e-12,5.578353386025109e-09,5.668131091743858e-10,6.320638967029034e-10,1.0925845464671566e-12,1.092957939212142e-11,8.98880474725167e-10,9.423595604306872e-07
9.202590430392108e-07,0.8784399743588877,0.012475273293460008,0.00045940170599015936,0.0021913720586863735,0.07500598896124014,0.0,0.0,0.00047213147453518663,4.123227598485132e-06,0.0006328556457179048,0.0023196203581825376,0.00015133258118412105,5.939220560866396e-09,2.51314543976842e-07,3.476750949945994e-06,0.0004221219432561154,0.0002394906940859807,2.013675751587089e-06,2.188938625770047e-06,0.0016160469495110064,2.4375828534235414e-05,7.202475265490419e-07,3.3273847660088404e-07,2.82436420766577e-08,0.0001719515403552496,0.0003420391580683926,0.0721406811973322,4.509355308715307e-06,1.5916159013918015e-05,1.6589921343068452e-07,2.0921883002617315e-08,1.776008109889551e-05,5.5137944913395444e-05,3.76,0.0,0.4675699569033418,0.9867925677264078,0.011236706312943044,0.004194708018212418,0.07716563131115577,0.00022983385532759,0.08891894697347717,0.00017630080484247037,0.00029031492631235143,0.00025795956089913117,0.00033715133444384317,1.0330738451614867e-08,4.72513113209123e-05,0.00045512578875627494,5.9721671527977085e-05,2.5104268127063204e-06,2.08115446557882e-12,1.6015802355213067e-12,1.4961669068572343e-07,1.787326835183472e-08,6.456400597484742e-05,4.679356931028259e-10,2.299167242779082e-09,2.318826467678208e-05,3.6743139674508134e-09,7.33373461046772e-10,1.748511756452468e-07,6.411526024406464e-11,7.367084953208196e-09,1.923400370242615e-06,1.5154813539340113e-09,4.0663269875165924e-08,1.4290400612757652e-08,2.4460874715954022e-08,5.3026961085792025e-09,3.055378010323446e-08,1.7338591685254703e-13,5.737474420488539e-05,2.0446826026453303e-05,9.65469072916549e-07,3.645907373111178e-09,0.0024926818384952286,2.346107340039507e-08,1.2614730804642602e-08,1.400657508436868e-12,7.60875517067977e-09,0.0007888541928258059,3.553921679846506e-06,6.107543040905823e-10,0.0008961261292816924,2.0240783694957136e-13,4.9133576025783096e-11,9.499247901315702e-12,2.6056953031629643e-10,2.9158303611483354e-08,2.0114004962492055e-11,7.963791469516046e-12,8.593505837995416e-05,2.843801269187519e-08,9.728725190670995e-13,3.1153538740579225e-13,6.006931859172762e-07,2.4887316972752788e-08,9.458684598733409e-09,7.729812526578908e-11,6.186104742717808e-14,6.026571993254455e-09,6.125775072812275e-13,5.669275410772776e-10,3.50406743989352e-06,2.670941369914992e-13,1.2583145284858472e-07,1.1548357828863477e-11,2.844394957731404e-11,9.66531693498705e-12,5.7067309723439405e-09,5.952150135860121e-10,6.514927822502104e-10,1.155684472082167e-12,1.1638141006156402e-11,9.270164841801376e-10,9.260219351946286e-07
