Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934)
2.9412429211493193e-05,0.310923417335745,3.76,0.0,0.7974852976739959,0.9992729191095254,0.00040242463740425505,5.077883118722534e-05,9.668136777521766e-07,0.07068504016504537,0.07073380941061919,1.513108253504929e-12,0.0028879059028104,1.4224518254830549e-08,2.697902162331105e-07,4.717668058387194e-05,0.00045765310524912504,2.2730084865348995e-05,4.860204269465797e-06,1.0964860310724338e-05,0.003498826368475229,2.235237207794723e-06,2.968960421108458e-07,2.6590894947424332e-05,7.730419476260912e-06,1.5053124856104833e-07,1.877153343636331e-09,4.830049147925019e-08,3.3610310341610016e-08,4.6750235131767937e-07,1.137609217264066e-12,1.6855456955608329e-06,2.494213324134518e-09,5.4071544179095624e-08,1.7542692870476408e-10,1.6847284647881873e-10,1.597011721320371e-06,1.1888397140570486e-05,1.139821998256113e-06,4.435511231353168e-06,2.2373772788012857e-14,4.897919033974368e-12,4.11956448526567e-06,2.8653977403897207e-09,3.645572785816508e-13,2.6285242588189926e-10,8.756289009979967e-11,2.6449209243339517e-08,4.4894677441766365e-12,6.758821207905435e-17,2.5471279163848844e-14,7.991827927051964e-07,5.913646109005687e-11,5.3415473741131365e-12,1.3730785326193737e-09,5.079325654304705e-16,1.3643417365894548e-15,5.994441872009786e-16,9.80315603061493e-07,5.1377858450267235e-11,1.1497894462181582e-11,1.3916527902851573e-12,2.2549999507637893e-14,3.60045210519804e-06,1.7730416232571323e-11,2.8314143150347293e-09,2.2480913566743717e-05,1.9396650863046197e-06,3.284993387011089e-10,1.489511829598568e-14,1.8703907800511776e-15,2.0335875248401476e-11,1.0609772851848368e-10,1.3224363435288886e-11,6.624387773135519e-14,5.696927678307462e-18,6.24122917530468e-12,3.947376167587299e-14,4.47441311703777e-15,6.437144099232799e-13,1.8151664645693256e-09,1.9246084176684475e-09,2.6127644000869647e-15,2.06845030111275e-11,1.086877421628625e-09,8.27944093147128e-12,1.7335611680303893e-18,1.984019629917585e-16,1.7191633681272925e-11,2.702795448289936e-16,1.8819233450758097e-16,4.499276446486022e-11
2.9584003770188676e-05,0.3109469995541419,3.76,0.0,0.7970476692976004,0.9992640950989252,0.00040786159568754457,5.109399772193223e-05,9.788745430198705e-07,0.07107836694885168,0.07112801638304389,1.5215771164638416e-12,0.0029233820598800835,1.430501796027027e-08,2.7360481016338185e-07,4.796547404964138e-05,0.0004626220524703806,2.3132779251797588e-05,4.911218469985534e-06,1.1083419184238121e-05,0.003541837881842131,2.2588395618480758e-06,3.0188345669302144e-07,2.7119497267484035e-05,7.874327250370741e-06,1.5223544255320757e-07,1.921915910328214e-09,4.94591826387245e-08,3.396020479857232e-08,4.7594313595576805e-07,1.1648010916869525e-12,1.7074936867691666e-06,2.5522586858283687e-09,5.533256534778109e-08,1.79793585026227e-10,1.7238734981994927e-10,1.5990385487458256e-06,1.1959021617693894e-05,1.1455066105224295e-06,4.502121073575289e-06,2.2779140318802e-14,4.984426701724234e-12,4.154645160654976e-06,2.9484739593924546e-09,3.7549313111417627e-13,2.66887008857834e-10,8.8583456561123e-11,2.6865016764172764e-08,4.566647657684544e-12,6.918909282045715e-17,2.607439217856903e-14,8.134757906499495e-07,5.938682248000138e-11,5.363200925686075e-12,1.40804040455842e-09,5.208920365376338e-16,1.3960421496696484e-15,6.206076519399488e-16,9.961931859318547e-07,5.196427037153849e-11,1.1839799028405797e-11,1.4156766767902957e-12,2.3155571836027014e-14,3.667660722046824e-06,1.7818020361005004e-11,2.872504698560423e-09,2.2516623701122666e-05,1.9722530139276653e-06,3.338882286777082e-10,1.513820156326016e-14,1.9009141458804836e-15,2.066065608780276e-11,1.0749321422554974e-10,1.3577070373542764e-11,6.787566700669147e-14,5.851533236139372e-18,6.419577307316002e-12,3.9638947809320444e-14,4.580228340446026e-15,6.639520518076593e-13,1.8240427780531457e-09,1.9684574069161477e-09,2.622818864445833e-15,2.110163418275076e-11,1.115162615147976e-09,8.471681192049577e-12,1.773811439631805e-18,2.040133739029404e-16,1.74021596641094e-11,2.7934081656487987e-16,1.9213710873298102e-16,4.629465903619817e-11
2.975557832888416e-05,0.31097059172631986,3.76,0.0,0.7966098096955894,0.9992551796034428,0.00041336416072048206,5.1409713437211904e-05,9.911033935153025e-07,0.07147146485211454,0.07152200804148082,1.5300427540864552e-12,0.0029592220187493064,1.4385493412790899e-08,2.7747131803919833e-07,4.876510662600012e-05,0.0004676331995034932,2.3541495613846784e-05,4.962849190140986e-06,1.1203421691015691e-05,0.003585294312575087,2.2827323439160724e-06,3.0694537231468065e-07,2.7656831366472844e-05,8.020476963249423e-06,1.5396136772458414e-07,1.9677297421082723e-09,5.064512354982683e-08,3.431429821570174e-08,4.845154307163269e-07,1.1926299095619343e-12,1.7297252984588295e-06,2.611636128131474e-09,5.66222266942619e-08,1.8426206119124913e-10,1.7639038828545728e-10,1.6011261138131605e-06,1.2029815336968999e-05,1.1512972948883974e-06,4.569204173513743e-06,2.3190868658441856e-14,5.072376964814725e-12,4.18993250088889e-06,3.03361904514263e-09,3.867416802822379e-13,2.709968011497586e-10,8.961393842212382e-11,2.728539711657538e-08,4.64521967994988e-12,7.082737247127345e-17,2.669158363119526e-14,8.279970145650696e-07,5.963069727187619e-11,5.384260955238511e-12,1.44382756947278e-09,5.341574824049567e-16,1.4284595463182182e-15,6.424890716442447e-16,1.0123079937803784e-06,5.2556299438280265e-11,1.2191440288885311e-11,1.440178686921179e-12,2.3777224728911934e-14,3.7359181319552045e-06,1.790714610444035e-11,2.9139186354133906e-09,2.255090772260742e-05,2.0052365207721317e-06,3.3936375637704803e-10,1.538516472274502e-14,1.931924963869825e-15,2.0990525408701878e-11,1.0890807877503391e-10,1.3937998366576176e-11,6.954929524799469e-14,6.009828062161984e-18,6.602053426659043e-12,3.9800421421471656e-14,4.6886074199494e-15,6.848049157193634e-13,1.8330858090477225e-09,2.013250696506625e-09,2.6326057321806233e-15,2.152458714385633e-11,1.1440151885825927e-09,8.667198284430954e-12,1.814747766886552e-18,2.0978084835066764e-16,1.7614863680010138e-11,2.887010728790927e-16,1.9615493764659051e-16,4.762887234629444e-11
2.9927152887579644e-05,0.310994194103274,3.76,0.0,0.7961717136787131,0.99924617151437,0.0004189332222761189,5.172599102448413e-05,1.0035028081562685e-06,0.07186433357611893,0.0719157842883092,1.5385052059293663e-12,0.0029954300154813184,1.4465944839126112e-08,2.813905346586339e-07,4.9575725388376406e-05,0.00047268696891412216,2.3956325076176968e-05,5.0151047238620465e-06,1.1324887067498722e-05,0.00362920092500529,2.3069195733600547e-06,3.1208290134639064e-07,2.820302506096188e-05,8.168901090280883e-06,1.5570933022215434e-07,2.014620252070436e-09,5.185897230080897e-08,3.467264666959232e-08,4.932214377623869e-07,1.2211109919910188e-12,1.752245306933683e-06,2.6723772680902475e-09,5.7941198935348314e-08,1.888347359180026e-10,1.804840267181182e-10,1.6032758591722898e-06,1.2100784375359277e-05,1.1571961464520508e-06,4.636757183050697e-06,2.3609065439259936e-14,5.161797025164065e-12,4.225428645039093e-06,3.1208765769000403e-09,3.9831175134235166e-13,2.751836477940306e-10,9.065445208994133e-11,2.7710389608978066e-08,4.72521228906153e-12,7.250395931909821e-17,2.7323184076485696e-14,8.427500410931992e-07,5.986803817598773e-11,5.4047233183642124e-12,1.4804593920996498e-09,5.477360747974775e-16,1.4616106475957125e-15,6.651124196447162e-16,1.0286636155422178e-06,5.3154012666619635e-11,1.2553094428619135e-11,1.4651709370971078e-12,2.441539956723903e-14,3.8052393426840996e-06,1.7997825044858496e-11,2.955656594801472e-09,2.258376341911876e-05,2.03861864275341e-06,3.449272062815371e-10,1.5636073791622988e-14,1.9634310611543298e-15,2.1325559003686748e-11,1.1034243226620253e-10,1.430732655749799e-11,7.126593766740047e-14,6.171894560703802e-18,6.788732920527534e-12,3.9958168185158885e-14,4.7996211767433695e-15,7.062916522303545e-13,1.8422988335868933e-09,2.0590092519166276e-09,2.642123821209787e-15,2.1953398788265486e-11,1.1734429956305087e-09,8.866026380228056e-12,1.8563773034408123e-18,2.157087445086529e-16,1.782977149942906e-11,2.983701772681175e-16,2.002471310854193e-16,4.899608166387869e-11
3.009872744627513e-05,0.31101780693921105,3.76,0.0,0.7957333759911261,0.9992370697083378,0.000424569683485946,5.204284341999128e-05,1.016075416031956e-06,0.07225697281675632,0.07230934502361751,1.5469645100838495e-12,0.0030320103402807154,1.4546372472889445e-08,2.853632678738996e-07,5.039747974313522e-05,0.000477783787371756,2.4377360328165123e-05,5.067993494462905e-06,1.1447834844613603e-05,0.0036735630519379088,2.33140533475948e-06,3.1729717438268465e-07,2.8758208020498652e-05,8.319632604085461e-06,1.5747963831269745e-07,2.0626135114272343e-09,5.3101403585472e-08,3.5035307100402314e-08,5.020634044576012e-07,1.2502600443934988e-12,1.7750585804732083e-06,2.734514505314598e-09,5.929016919943667e-08,1.9351404557326213e-10,1.8467038021991704e-10,1.6054892631158788e-06,1.2171934898846496e-05,1.1632053056281395e-06,4.704776675847105e-06,2.4033840475070814e-14,5.25270531635539e-12,4.261135744338606e-06,3.210290902479552e-09,4.1021237895186016e-13,2.794494449526565e-10,9.17051154791222e-11,2.8140034020683595e-08,4.806654584142125e-12,7.421971299944796e-17,2.7969550781309432e-14,8.577385052934218e-07,6.009879999331777e-11,5.424584057615238e-12,1.51795571142628e-09,5.616351608607733e-16,1.495512585523934e-15,6.885024622065303e-16,1.0452636972592246e-06,5.375747793528125e-11,1.2925045536117965e-11,1.4906659395573372e-12,2.5070550114593036e-14,3.8756395802377314e-06,1.809007683726117e-11,2.997719069667273e-09,2.2615188683770257e-05,2.0724024170792302e-06,3.5058007659940977e-10,1.589099314306621e-14,1.995440643979586e-15,2.166584487538183e-11,1.1179662869246784e-10,1.468523827461219e-11,7.302660025403888e-14,6.337816950970436e-18,6.9796923072390475e-12,4.0112175792662904e-14,4.913342654483641e-15,7.284314910153889e-13,1.851685198557385e-09,2.1057545398272608e-09,2.6513720171816236e-15,2.238810548049587e-11,1.2034539383350047e-09,9.068199682193705e-12,1.8987072094596354e-18,2.2180156266859376e-16,1.8046909228007794e-11,3.0835832441834135e-16,2.0441502324360609e-16,5.039697609707402e-11
3.0270302004970612e-05,0.31104143049159594,3.76,0.0,0.7952947913093815,0.999227873047092,0.00043027446107573344,5.236028381005802e-05,1.0288238871189784e-06,0.07264938226444421,0.07270269014517367,1.5554207095844946e-12,0.0030689673382892917,1.462677655475215e-08,2.893903392122813e-07,5.1230521467882116e-05,0.00048292408568898154,2.48046956517385e-05,5.121524056533971e-06,1.1572284850260113e-05,0.0037183860956780247,2.35619377830644e-06,3.2258934062873823e-07,2.9322511796497826e-05,8.472704982866858e-06,1.59272609136948e-07,2.111736260547607e-09,5.43731091550627e-08,3.5402337310371745e-08,5.110436244230849e-07,1.2800931681317502e-12,1.7981700813885963e-06,2.798081067094438e-09,6.066984145146284e-08,1.9830248572831967e-10,1.889516154477541e-10,1.6077678405172118e-06,1.2243273164983717e-05,1.1693269593710803e-06,4.773259147594401e-06,2.4465305937181837e-14,5.34513082363522e-12,4.297055962346667e-06,3.3019071496348624e-09,4.2245287725634845e-13,2.8379614096002526e-10,9.276604805420847e-11,2.8574370609186308e-08,4.889576301020955e-12,7.597562950632422e-17,2.8631038617365627e-14,8.729661018148411e-07,6.032293964303564e-11,5.443839404797176e-12,1.5563368530075785e-09,5.758622676607867e-16,1.5301829049657954e-15,7.126847962995652e-16,1.0621119431020647e-06,5.436676403120667e-11,1.33075859624473e-11,1.5166766702211953e-12,2.574314474779121e-14,3.947134292213087e-06,1.8183928678159044e-11,3.0401065779998217e-09,2.264518151591005e-05,2.1065908817716806e-06,3.563239787596812e-10,1.6149986724855396e-14,2.027962150355544e-15,2.2011474427065267e-11,1.1327112896168551e-10,1.5071921149791982e-11,7.483257486267053e-14,6.5076815835167204e-18,7.175009257437237e-12,4.026243306608826e-14,5.029847206468122e-15,7.512442597121344e-13,1.8612483236038222e-09,2.1535085410326126e-09,2.660349351040978e-15,2.2828743046754473e-11,1.2340559663401574e-09,9.273752418406407e-12,1.941744650374985e-18,2.280639231986281e-16,1.8266303311618605e-11,3.1867605170742854e-16,2.0865997310076923e-16,5.183225676653663e-11
3.0441876563666096e-05,0.31106506502120135,3.76,0.0,0.7948559542414028,0.9992185803772664,0.0004360484856006007,5.2678325636481e-05,1.041750937887036e-06,0.07304156160404522,0.07309581954839467,1.5638738482238805e-12,0.003106305410393382,1.470715733218844e-08,2.934725843046725e-07,5.207500475293794e-05,0.00048810829886112515,2.523842694975904e-05,5.175705101249747e-06,1.1698257212893083e-05,0.003763675529071962,2.3812891229633552e-06,3.2796056752544913e-07,2.989606985164219e-05,8.628152218889728e-06,1.6108856521330995e-07,2.162015897817864e-09,5.567479829854191e-08,3.5773796038052294e-08,5.2016443863977e-07,1.3106268714679566e-12,1.8215848681245168e-06,2.863110992909736e-09,6.208093692772038e-08,2.032026127854734e-10,1.9332995208329623e-10,1.6101131437925175e-06,1.2314805525516928e-05,1.1755633426941217e-06,4.842201016278665e-06,2.4903576324786448e-14,5.439104387487143e-12,4.333191475122841e-06,3.3957712373639324e-09,4.3504286109643865e-13,2.8822573910785174e-10,9.383737083223897e-11,2.901344011759671e-08,4.974007825348724e-12,7.777270833419514e-17,2.9308001518061375e-14,8.884365864482097e-07,6.05404161891282e-11,5.462485783222342e-12,1.5956236416045507e-09,5.904251068483689e-16,1.5656395800487755e-15,7.376858835274575e-16,1.0792121162342295e-06,5.4981940627880125e-11,1.3701016744051496e-11,1.543216355887775e-12,2.6433664853727528e-14,4.019739151205423e-06,1.827941680897712e-11,3.0828196641683443e-09,2.267374002217557e-05,2.1411870751756625e-06,3.6216026279528166e-10,1.6413123969726818e-14,2.0610038199377844e-15,2.236252722786863e-11,1.1476601510879253e-10,1.546756724065396e-11,7.668516978972397e-14,6.681576869023497e-18,7.374762613029372e-12,4.040893029611168e-14,5.149212590552961e-15,7.747504033707472e-13,1.8709917025896094e-09,2.2022937637026296e-09,2.669054950901617e-15,2.327534674632715e-11,1.265257076120991e-09,9.48271883668543e-12,1.9854967957189873e-18,2.3450056677835656e-16,1.8487980541450385e-11,3.293342510517576e-16,2.1298336500312214e-16,5.3302636979965456e-11
3.061345112236158e-05,0.3110887107921587,3.76,0.0,0.7944168593254436,0.9992091905301527,0.0004418927016836791,5.299698260205264e-05,1.054859340074571e-06,0.07343351051478451,0.07348873312631543,1.5723239669438628e-12,0.003144029014041459,1.4787515059954531e-08,2.976108524381558e-07,5.293108624346863e-05,0.0004933368661062714,2.5678651774939006e-05,5.2305454570471215e-06,1.1825772369124073e-05,0.0038094368965695072,2.4066956571986373e-06,3.334120415486705e-07,3.0479017589381256e-05,8.786008827090292e-06,1.6292782975966748e-07,2.2134805297099617e-09,5.7007198278595316e-08,3.614974294807143e-08,5.29428236473702e-07,1.3418780783680085e-12,1.8453080974329242e-06,2.929639156574092e-09,6.352419457636405e-08,2.0821704533400056e-10,1.9780766405677122e-10,1.6125267638890674e-06,1.2386538429107682e-05,1.1819167393460093e-06,4.91159862245679e-06,2.5348768444596227e-14,5.534643841805024e-12,4.369544471407286e-06,3.4919298878116065e-09,4.4799215815235817e-13,2.927402989329012e-10,9.491920640109056e-11,2.9457283782169316e-08,5.059980207708738e-12,7.961185163417034e-17,3.000082400586396e-14,9.041537766430118e-07,6.0751190867801e-11,5.480519810019535e-12,1.6358374141408023e-09,6.053315794523696e-16,1.6019010300662098e-15,7.635330605484186e-16,1.0965680398043154e-06,5.560307828937891e-11,1.4105647572306864e-11,1.5702986108076655e-12,2.7142604550996705e-14,4.0934700582676974e-06,1.8376561926366816e-11,3.1258589002779367e-09,2.2700862417559234e-05,2.1761940354556606e-06,3.6809045305216794e-10,1.668047356271642e-14,2.0945742352753973e-15,2.2719093793501724e-11,1.1628160056952505e-10,1.5872373156882635e-11,7.85854631165399e-14,6.8595931308252075e-18,7.579032407684513e-12,4.055166005552969e-14,5.2715190283975485e-15,7.989710045549195e-13,1.880918905415986e-09,2.252133257006032e-09,2.6774879986560804e-15,2.3727951248096257e-11,1.2970653101865008e-09,9.695133198473409e-12,2.029970817882194e-18,2.41116391166941e-16,1.8711968059194322e-11,3.403441816273029e-16,2.173866091732882e-16,5.4808842408878356e-11
3.0785025681057064e-05,0.3111123680720086,3.76,0.0,0.7939775010290349,0.9991997023214667,0.0004478080682658977,5.3316268676212106e-05,1.0681519102872946e-06,0.07382522867016525,0.07388143076955699,1.5807711126219281e-12,0.0031821426640756627,1.486785000063047e-08,3.0180600700610266e-07,5.379892508210498e-05,0.0004986102309050724,2.6125469359304774e-05,5.286054089340529e-06,1.1954851068590931e-05,0.003855675815300617,2.432417738289106e-06,3.389449691001303e-07,3.107149238416091e-05,8.946309853884994e-06,1.647907343405233e-07,2.26615899516846e-09,5.8371054812114376e-08,3.653023859984381e-08,5.388374567877577e-07,1.373864140934266e-12,1.8693450265901837e-06,2.9977013387759947e-09,6.500037151762105e-08,2.133484657574354e-10,2.0238708089198234e-10,1.6150103312994167e-06,1.2458478424124836e-05,1.1883894828840596e-06,4.981448229545244e-06,2.580100164088611e-14,5.631778858154785e-12,4.4061171528098215e-06,3.5904306382385176e-09,4.613108866462875e-13,2.973419367836866e-10,9.601167897881489e-11,2.99059433399514e-08,5.147525181980855e-12,8.149413009739575e-17,3.07098911423962e-14,9.20121552519544e-07,6.09552271148987e-11,5.497938298395494e-12,1.6770000330774254e-09,6.205897808061333e-16,1.6389861190349262e-15,7.902545770123176e-16,1.1141835980798429e-06,5.623024854238812e-11,1.4521797069231176e-11,1.597937590662595e-12,2.7870474380146272e-14,4.168343146425442e-06,1.847538958702943e-11,3.169224887555406e-09,2.2726547026482995e-05,2.2116148000829085e-06,3.741163006960045e-10,1.6952102297551063e-14,2.128682350772046e-15,2.3081272646176948e-11,1.1781846629627763e-10,1.6286540190982813e-11,8.053484938321494e-14,7.041823015154366e-18,7.78789989089311e-12,4.0690616088240735e-14,5.3968492870225315e-15,8.23927804250094e-13,1.8910335799613968e-09,2.3030506251081684e-09,2.6856478355275438e-15,2.4186590622802444e-11,1.3294887562546484e-09,9.911029772619591e-12,2.075173890770919e-18,2.4791642855964697e-16,1.8938293362342708e-11,3.5171748292691676e-16,2.2187114208968205e-16,5.635161126895975e-11
3.095660023975255e-05,0.31113603713175053,3.76,0.0,0.793537873747909,0.9991901145511094,0.0004537955588561756,5.363619810083109e-05,1.0816315105642096e-06,0.074216715737883,0.07427391236629564,1.5892153339769862e-12,0.003220650933577336,1.494816242438858e-08,3.0605892656696965e-07,5.467868295261662e-05,0.0005039288410405927,2.6578980644226554e-05,5.342240106456667e-06,1.2085514376109891e-05,0.003902397976165411,2.4584597954793235e-06,3.4456057577139643e-07,3.1673633612450294e-05,9.109090886138463e-06,1.66677618705231e-07,2.320080842108947e-09,5.97671326039338e-08,3.691534452420188e-08,5.483945891650414e-07,1.4066028519143879e-12,1.8937010156515724e-06,3.0673342017693307e-09,6.651024351740784e-08,2.185996220974403e-10,2.070705893341339e-10,1.6175655171025155e-06,1.2530632161497386e-05,1.1949839585664497e-06,5.051746024122028e-06,2.6260397776624825e-14,5.730544917251504e-12,4.442911734010522e-06,3.6913218526153807e-09,4.750095255502822e-13,3.020328289580603e-10,9.711491441159627e-11,3.0359461036546274e-08,5.236675179569208e-12,8.34206543162031e-17,3.143558274923895e-14,9.363438587228746e-07,6.11524905917221e-11,5.514738259809308e-12,1.7191339001459172e-09,6.362080056104228e-16,1.6769141727344387e-15,8.1787964315649365e-16,1.132062737406744e-06,5.6863523845912017e-11,1.494979342117359e-11,1.6261477524128576e-12,2.861779988306788e-14,4.244374784250366e-06,1.857594123309802e-11,3.2129182577597035e-09,2.2750792283885383e-05,2.2474524053093196e-06,3.8023924889629766e-10,1.7228083052418852e-14,2.1633368872773976e-15,2.3449148371551485e-11,1.1937668221576356e-10,1.6710274453250075e-11,8.253479307288638e-14,7.228361468541338e-18,8.001447548927491e-12,4.082579346542102e-14,5.5252888012405095e-15,8.496432234226712e-13,1.9013394538729136e-09,2.355070041556944e-09,2.6935339156797365e-15,2.465129831714503e-11,1.3625355464008083e-09,1.0130442829681181e-11,2.1211131886025728e-18,2.5490583708338416e-16,1.9166984309514526e-11,3.6346618796769646e-16,2.2643842713115844e-16,5.7931694501519666e-11
3.112817479844803e-05,0.31115971824589705,3.76,0.0,0.7930979718049065,0.9991804260029263,0.0004598561617820572,5.395678539614467e-05,1.0953010626161177e-06,0.07460797137973968,0.07466617780222971,1.5976566749662918e-12,0.003259558454722989,1.5028452609129635e-08,3.103705043375383e-07,5.557052412467035e-05,0.0005092931486387975,2.703928831100702e-05,5.399112762688515e-06,1.2217783678179435e-05,0.003949609144945834,2.484826332075523e-06,3.5026010686039995e-07,3.228558268375758e-05,9.274388060251899e-06,1.6858882254875614e-07,2.3752763780688477e-09,6.119621582199411e-08,3.730512324576678e-08,5.581021750215981e-07,1.4401124539207885e-12,1.9183815297877317e-06,3.1385752891688543e-09,6.805460546275091e-08,2.23973329540079e-10,2.118606347105514e-10,1.6201940340329514e-06,1.2603006397682454e-05,1.201702604186611e-06,5.122488116240881e-06,2.672708114949929e-14,5.8309592149135046e-12,4.479930442966949e-06,3.794652733897411e-09,4.890987790316806e-13,3.0681521377992733e-10,9.822904017608652e-11,3.0817879633976893e-08,5.327463343996166e-12,8.539236958827656e-17,3.2178312428260054e-14,9.528247050675013e-07,6.134294921166998e-11,5.530916906219443e-12,1.7622619703939575e-09,6.5219475313603615e-16,1.7157049996766236e-15,8.464384387669026e-16,1.150209467150676e-06,5.750297756773763e-11,1.5389974370988278e-11,1.654943923547605e-12,2.93851194214321e-14,4.321581579491046e-06,1.867823997394129e-11,3.2569396746123414e-09,2.2773596736321357e-05,2.28370988562759e-06,3.864608314607169e-10,1.7508489296538497e-14,2.198546810828884e-15,2.38228135964368e-11,1.2095647288954206e-10,1.714378701131508e-11,8.458642886833446e-14,7.419305444661688e-18,8.219759126357939e-12,4.095718984036969e-14,5.656925746988607e-15,8.761403852194637e-13,1.91184033658668e-09,2.4082162640572536e-09,2.7011457269738378e-15,2.5122107124517353e-11,1.3962138561784722e-09,1.0353406635571744e-11,2.1677958846361582e-18,2.620899475922891e-16,1.9398069125872874e-11,3.7560273729070364e-16,2.310899552057392e-16,5.954985595565105e-11
3.1299749357143516e-05,0.3111834116925271,3.76,0.0,0.7926577894488732,0.9991706354444614,0.0004659908804534611,5.4278045366819884e-05,1.1091635392826588e-06,0.07499899525155417,0.07505822696054645,1.6060951864182477e-12,0.0032988699196528667,1.5108720841287738e-08,3.1474164804366526e-07,5.6474615499161006e-05,0.0005147036102090478,2.7506496812041573e-05,5.45668145609869e-06,1.2351680690600122e-05,0.003997315163435643,2.5115219239731557e-06,3.5604482900595993e-07,3.290748307221393e-05,9.442238071460705e-06,1.705246920777505e-07,2.431776716680827e-09,6.265910860160133e-08,3.769963822925309e-08,5.679628087552041e-07,1.474411652498649e-12,1.943392141679825e-06,3.2114631389106047e-09,6.963427185865711e-08,2.2947247201635343e-10,2.1675972231564945e-10,1.6228976375787272e-06,1.267560799772226e-05,1.2085479108313411e-06,5.193670539758221e-06,2.7201178782357974e-14,5.933051217185313e-12,4.5171755211299875e-06,3.9004733366970495e-09,5.035896306422906e-13,3.1169139152898864e-10,9.93541854633731e-11,3.128124241867475e-08,5.419923551846257e-12,8.741041484606232e-17,3.293849748637626e-14,9.695681672836985e-07,6.15265731678115e-11,5.546471652324531e-12,1.8064077667057844e-09,6.685587325719332e-16,1.7553788878977913e-15,8.759621447125346e-16,1.168627860898167e-06,5.81486840956851e-11,1.5842687291156655e-11,1.6843415447446695e-12,3.01729893611924e-14,4.399980382760714e-06,1.878230819677131e-11,3.3012898352612183e-09,2.2794959043071282e-05,2.3203902732213026e-06,3.927829359106014e-10,1.7793390863461497e-14,2.2343215855809374e-15,2.4202373677444392e-11,1.225585667980119e-10,1.758729403466279e-11,8.66912595909951e-14,7.614754410567052e-18,8.442919653308069e-12,4.10848041373201e-14,5.791851104550037e-15,9.034431381394878e-13,1.9225401212323556e-09,2.4625146496490296e-09,2.7084829296335213e-15,2.5599049176478003e-11,1.4305319037105397e-09,1.0579955444857566e-11,2.2152291497254024e-18,2.6947424251088287e-16,1.9631576408692973e-11,3.8813999372074557e-16,2.3582724507033423e-16,6.120687257510933e-11
3.1471323915839e-05,0.31120711775333837,3.76,0.0,0.7922173208535356,0.9991607416267055,0.00047220073362995175,5.459999310816745e-05,1.1232219573579947e-06,0.07538978700307224,0.07545005972188992,1.6145309228241556e-12,0.0033385900813555523,1.518896741584672e-08,3.1917328144089416e-07,5.739112665436952e-05,0.0005201606866842559,2.798071240258309e-05,5.514955733399542e-06,1.2487227460866563e-05,0.004045521950582466,2.5385512221215916e-06,3.6191602924084545e-07,3.353948034928267e-05,9.612678183323461e-06,1.7248558478676282e-07,2.489613737363282e-09,6.41566356417623e-08,3.809895393877746e-08,5.779791390948854e-07,1.509519630543931e-12,1.968738533940639e-06,3.2860372572242893e-09,7.125007734571508e-08,2.3510000430910103e-10,2.2177041919703247e-10,1.6256781271084102e-06,1.274844393835007e-05,1.2155224251162032e-06,5.265289252674043e-06,2.768282043939655e-14,6.036862240662476e-12,4.5546492236740094e-06,4.008834579211973e-09,5.18493495864635e-13,3.166637276691198e-10,1.0049048118018963e-10,3.174959320959589e-08,5.514090429016103e-12,8.947603579125117e-17,3.3716546288349484e-14,9.865783891367838e-07,6.170333495798373e-11,5.561400117660155e-12,1.851595394747203e-09,6.85308868523019e-16,1.7959566215054455e-15,9.064830066052232e-16,1.1873220575798016e-06,5.880071881093762e-11,1.6308290025654443e-11,1.7143564334719749e-12,3.098198397631017e-14,4.479588291286627e-06,1.8888192588859647e-11,3.345969471773627e-09,2.281487797726113e-05,2.3574965974028227e-06,3.9920713383920164e-10,1.8082863904990358e-14,2.270670478724466e-15,2.4587919634348142e-11,1.2418305996391413e-10,1.8041016943851073e-11,8.885095625413534e-14,7.814810433685944e-18,8.67101546923303e-12,4.12086363716296e-14,5.9301588071160905e-15,9.315760799878285e-13,1.933442786518709e-09,2.5179911703131445e-09,2.7155453212215564e-15,2.6082155921131776e-11,1.4654979487526122e-09,1.0810123494978325e-11,2.2634201510724186e-18,2.770643357885844e-16,1.986753513294693e-11,4.0109125734108944e-16,2.4065184397805366e-16,6.290353458764136e-11
