Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582),S(10105),S(5887),S(9869),S(6278),S(6219),S(9870),S(5889),C2H3O(606),S(3142)
1.2416419600725298e-06,0.721572175238174,3.76,0.0,0.7875906300814265,0.9994060739186134,0.0007296578551530532,0.0012486645881486112,7.839502275755742e-05,0.07248568594334631,0.07263718947406977,5.331430313778197e-10,0.006610097961683591,3.187100261497261e-06,1.5338834139997063e-05,6.61621438889887e-05,0.00012075647719707951,8.236222133465161e-07,3.0695010178951374e-05,0.0007170218875631924,0.007630130329627101,2.0057796324937114e-05,1.892020606986854e-05,2.1055125626831103e-05,7.265287299798519e-05,1.3747330349244747e-05,8.764990635222834e-07,1.5098107294568625e-06,6.350277948213751e-09,3.5187934507097914e-07,3.4339039204123683e-12,5.426728860789997e-07,8.552003156347978e-07,3.287845930693791e-07,9.147860190689441e-11,5.6518533603587116e-11,0.00013979116094607147,3.6934919463224444e-06,6.623923308170892e-05,1.013062591899962e-06,1.0261330725705852e-12,3.944252419719098e-11,2.6214753449523922e-05,3.043314578610041e-08,2.809435313474233e-09,2.490871190114466e-09,6.289619332562373e-10,7.882429039532176e-08,4.218643119444683e-11,7.449533171840954e-14,4.212280078951417e-12,6.9332256535137405e-06,2.0822432597910824e-09,2.879796719881611e-10,1.816399266166673e-08,1.976364893079557e-13,2.1996329075957015e-15,1.6396783904433732e-12,2.2649338727321314e-06,1.091134669285355e-09,2.6252543116451102e-09,1.538085636537338e-11,1.1297137005929739e-11,8.055525292940377e-07,4.516655018012743e-08,2.9397695259843508e-08,0.0010752870773616577,6.941040259366488e-05,9.267128302938644e-08,8.276415951252237e-15,1.4896782340293198e-14,4.639200362689708e-09,1.244940448417297e-07,3.5349609757383487e-10,6.567729879569549e-10,6.886181220175435e-15,1.5372264242290521e-10,1.3683039485559402e-11,5.102831404306691e-14,7.977924853233286e-12,4.776373685176435e-09,5.560340226455044e-09,1.5675620554405028e-12,9.792874822114504e-10,3.203239361399548e-08,1.4988074497738217e-09,6.651556460439489e-15,4.883963892415589e-14,3.2466628998944606e-09,8.712263470117934e-15,1.7024360230184059e-15,1.2751880837242834e-11,7.088307075846495e-12,5.5535086274738e-13,5.406220592397992e-11,3.921550089839642e-15,1.2082604108548846e-10,2.581500282439225e-13,1.169792837496638e-14,2.0354367884906143e-13,1.5107673471252412e-08,1.5659962480491994e-11,2.772578051660459e-08,1.5932584146265007e-15,1.0370603301684778e-09,5.079350800701201e-12,2.6314563099173753e-16,4.9075616423505626e-11,1.1245143536970577e-14,4.33404606637467e-09
1.2489504468077463e-06,0.7216444752887363,3.76,0.0,0.7870193633039164,0.9993944608614804,0.0007454269932411018,0.0012559069383508601,7.981889083556212e-05,0.07288835222547559,0.07304332887698253,5.362282283690872e-10,0.00674764308096047,3.207092502888205e-06,1.5551779315475173e-05,6.730910148328029e-05,0.00012250981359742237,8.401461584246293e-07,3.120993857550955e-05,0.0007295589696522724,0.007786857686389968,2.0396570475345595e-05,1.9366748511106633e-05,2.1613816201430384e-05,7.455795708325958e-05,1.4000022501600008e-05,9.10917133003406e-07,1.5725487795601295e-06,6.456197404773806e-09,3.663456837068466e-07,3.5762890613661775e-12,5.623385402086576e-07,8.884147642126017e-07,3.4203555629169166e-07,9.535557551634187e-11,5.879146106970913e-11,0.0001404709682676093,3.743882831056253e-06,6.643635949774922e-05,1.0303411724774335e-06,1.068761872149067e-12,4.035480815038506e-11,2.6479617404460234e-05,3.096553530840526e-08,2.9354031100856757e-09,2.510949179793396e-09,6.409028870988763e-10,8.062343764354508e-08,4.312426381837512e-11,7.741847267045154e-14,4.377795413306241e-12,7.013644740615224e-06,2.1113700237393936e-09,2.919221859959824e-10,1.9016712963815367e-08,2.0701209231851323e-13,2.288063489058619e-15,1.745782461777026e-12,2.3117542180240437e-06,1.1100272356915546e-09,2.7472939741115633e-09,1.5742297152423605e-11,1.1743499795932808e-11,8.234539842902468e-07,4.523119580735798e-08,2.9996239446137944e-08,0.0010797881912609848,7.12506303147779e-05,9.397749247462622e-08,8.391854472167507e-15,1.5104993283957514e-14,4.703907527882078e-09,1.2653488115874486e-07,3.6565408061324307e-10,6.760632498924515e-10,7.150600020820904e-15,1.5962417594541559e-10,1.3844513017471342e-11,5.255588271038925e-14,8.245749391396279e-12,4.7899431034830155e-09,5.7885333916335924e-09,1.5848220622617595e-12,1.0094184301496647e-09,3.3118378894535846e-08,1.5507489110820804e-09,6.882131651386539e-15,5.021282675216262e-14,3.309935720105493e-09,9.122912570419309e-15,1.7318141025727157e-15,1.2975398476354494e-11,7.233955933512456e-12,5.807752489874269e-13,5.6603199444411174e-11,4.098582254315264e-15,1.265200755401742e-10,2.6997081691175904e-13,1.2214648099927272e-14,2.1057828989931776e-13,1.563265777180124e-08,1.6137362508574116e-11,2.8668761452618908e-08,1.6681642585309204e-15,1.0726219880147501e-09,5.234147766521427e-12,2.633234949639352e-16,5.06217483504205e-11,1.1824561516247344e-14,4.482433344953878e-09
1.255528084869441e-06,0.7217097998539048,3.76,0.0,0.7865032281550758,0.9993838419736963,0.0007598569818811795,0.001262421891609855,8.111927287696746e-05,0.07325044931759264,0.07340861298856882,5.390068475762062e-10,0.0068734069248947895,3.2251240640601905e-06,1.5746172191465555e-05,6.835598288401839e-05,0.00012410751612736435,8.552739876049575e-07,3.167949955232587e-05,0.0007409999199022514,0.007930136460250993,2.0705576778709187e-05,1.9776179664716307e-05,2.2127466778039286e-05,7.630937793689764e-05,1.4230920036411847e-05,9.4294609821722e-07,1.631036495281249e-06,6.552770336968149e-09,3.798425905432019e-07,3.70901348186641e-12,5.80635881730409e-07,9.193207234746346e-07,3.543803352360279e-07,9.897255525878947e-11,6.090872781439467e-11,0.0001410823644226375,3.78980227000891e-06,6.661520637892001e-05,1.0460466750811477e-06,1.1085523212939165e-12,4.119125335943801e-11,2.6719124952605655e-05,3.145044780362145e-08,3.0532040668943656e-09,2.529281648855002e-09,6.518031201323879e-10,8.227084452479279e-08,4.398627417866976e-11,8.013913755136303e-14,4.5318479465455976e-12,7.086985429654094e-06,2.137742571771483e-09,2.954922597406973e-10,1.9816858002481915e-08,2.1581260130734296e-13,2.3704370462517326e-15,1.846828041055642e-12,2.3546168053447362e-06,1.1272520294015017e-09,2.861686280010222e-09,1.607399243576932e-11,1.2159827861564939e-11,8.398665929544038e-07,4.529082976889469e-08,3.054304815458434e-08,0.0010838004987966871,7.294063556873466e-05,9.517728374601438e-08,8.497879799273688e-15,1.5296224463295722e-14,4.763271228463777e-09,1.283990928546321e-07,3.7691225602966715e-10,6.939361263288274e-10,7.396659204301872e-15,1.6510809287813698e-10,1.3990767793337476e-11,5.3966995778749016e-14,8.494132720227273e-12,4.802246005493329e-09,6.0013224390904345e-09,1.6004243389109347e-12,1.0371950372114268e-09,3.4122246169256054e-08,1.5988105758382664e-09,7.09548563940636e-15,5.14817424608308e-14,3.367780722356615e-09,9.508721705576403e-15,1.758674556318761e-15,1.317895509878558e-11,7.367112548309968e-12,6.046067856015781e-13,5.898733733471365e-11,4.264436814654841e-15,1.3186246906384844e-10,2.810502988146635e-13,1.2698368762389602e-14,2.1710351653844856e-13,1.6118495795103906e-08,1.65773449089069e-11,2.9540671081478022e-08,1.7384361893480984e-15,1.1055092407551255e-09,5.376808293823665e-12,2.7995021097496306e-16,5.204823859334444e-11,1.237074748149611e-14,4.619786507770819e-09
1.2621057229311359e-06,0.7217753689137492,3.76,0.0,0.7859851767049284,0.9993730625032341,0.0007745153441569158,0.0012689338329029249,8.243780401637371e-05,0.07361225799065067,0.07377366768988983,5.417878354533733e-10,0.007001064060318745,3.243193632399243e-06,1.5943208047617758e-05,6.941693911113113e-05,0.00012572410997252088,8.706488126864642e-07,3.2154930284572416e-05,0.0007525920064664445,0.008075549040502257,2.1018523362815428e-05,2.019286890274176e-05,2.2651558437554483e-05,7.809633959586645e-05,1.4465157335369269e-05,9.760028645840621e-07,1.6915026260092484e-06,6.650536403880378e-09,3.9380691880411966e-07,3.84621311169766e-12,5.995180287298071e-07,9.512156720340693e-07,3.671345074609676e-07,1.0271450648862124e-10,6.309598896713176e-11,0.00014169339186025667,3.836271530363703e-06,6.679547315592644e-05,1.061899163367888e-06,1.1497388743719113e-12,4.204251259503861e-11,2.6959707043448123e-05,3.194087791213045e-08,3.1753497778480765e-09,2.547868555612692e-09,6.628502774884991e-10,8.394531322719832e-08,4.4865698135783016e-11,8.29475639422603e-14,4.6908714410145376e-12,7.161256302547055e-06,2.1642647818415505e-09,2.9908298861243306e-10,2.064923037833651e-08,2.2497045150524082e-13,2.455532920411494e-15,1.9534177590484163e-12,2.3981754344147567e-06,1.1446889387012085e-09,2.980560695497722e-09,1.641187086830299e-11,1.2590461338326795e-11,8.565691253618766e-07,4.535186782783154e-08,3.1097645860730014e-08,0.0010877756348488278,7.466315189388377e-05,9.640043436586455e-08,8.60596116736796e-15,1.5491161875581885e-14,4.82372252587875e-09,1.302896597654375e-07,3.8847741395963064e-10,7.123084927215381e-10,7.65061843285857e-15,1.7076012153636593e-10,1.4137908822227524e-11,5.5413400593684096e-14,8.74968840020603e-12,4.814638893756848e-09,6.221366636270369e-09,1.6160913059099043e-12,1.0656071699156508e-09,3.5151730520295794e-08,1.6481457984416542e-09,7.314494852300665e-15,5.278281789094348e-14,3.426488653987713e-09,9.910548719685238e-15,1.785940687847062e-15,1.338480007275593e-11,7.502257783961297e-12,6.29372829726689e-13,6.146726121218365e-11,4.436710729706993e-15,1.3741934696418586e-10,2.925634977516701e-13,1.3200444453958407e-14,2.238179877586823e-13,1.6617275984795435e-08,1.7027282975798702e-11,3.0435069556214104e-08,1.8115212935597676e-15,1.1392500255050878e-09,5.522693127535841e-12,3.052945120547083e-16,5.350850906819309e-11,1.2941407082181157e-14,4.760830216059587e-09
1.2686833609928306e-06,0.721841185754114,3.76,0.0,0.7854651833642996,0.9993621202579522,0.0007894051297395327,0.001275442746614896,8.3774721955841e-05,0.0739737765010111,0.07413849223617171,5.445718640453082e-10,0.007130637791092436,3.2613026913256356e-06,1.61429310656656e-05,7.049219126780303e-05,0.0001273598177057075,8.862747661510983e-07,3.263629581046485e-05,0.0007643370382240242,0.00822312146259131,2.1335456102626836e-05,2.0616925834891425e-05,2.31862691809311e-05,7.991946381027224e-05,1.470278145299393e-05,1.0101176714171323e-06,1.7540081447614517e-06,6.749508525637115e-09,4.082539263750813e-07,3.988025217635313e-12,6.190028882277534e-07,9.841287013882435e-07,3.803105011770494e-07,1.0658539287688531e-10,6.535535940158172e-11,0.00014230408937956237,3.883302580584721e-06,6.697722067008524e-05,1.0778989685958641e-06,1.192367878743384e-12,4.290881517518952e-11,2.7201367673373348e-05,3.243688362016493e-08,3.301987507476052e-09,2.5667157807481276e-09,6.740459370612637e-10,8.564720532444086e-08,4.5762929094293565e-11,8.584638374140404e-14,4.855014813120375e-12,7.236474429922656e-06,2.190936233458288e-09,3.0269436960642415e-10,2.1515084010418814e-08,2.3449962416217574e-13,2.543433342486154e-15,2.0658397953717026e-12,2.4424397522536803e-06,1.162340193275242e-09,3.10408234462052e-09,1.6756052384407563e-11,1.303587054661559e-11,8.735659575933032e-07,4.54143373020167e-08,3.1660127993066593e-08,0.0010917131000563708,7.641865588294966e-05,9.764736733997767e-08,8.716135416969668e-15,1.5689872026636578e-14,4.8852807378261726e-09,1.3220691491618429e-07,4.003570784330605e-10,7.311950387940963e-10,7.912719330074166e-15,1.7658486584923605e-10,1.4285942647205913e-11,5.68959912366165e-14,9.012633510881326e-12,4.827125989444839e-09,6.4488946546734256e-09,1.631823040469549e-12,1.0946659737807811e-09,3.620735030956712e-08,1.6987824176571631e-09,7.539282949834357e-15,5.411689849971064e-14,3.486070045982868e-09,1.032904259689236e-14,1.8136199931627265e-15,1.3592956442928159e-11,7.639416074599204e-12,6.551082465908606e-13,6.404663146571774e-11,4.615640924862197e-15,1.4319892507215856e-10,3.0452653809021895e-13,1.3721538232443277e-14,2.3072704607117773e-13,1.7129285722224557e-08,1.7487348638869754e-11,3.135243176826722e-08,1.8875259098310584e-15,1.173862133240084e-09,5.671857766334052e-12,2.986664424299569e-16,5.5003193933669465e-11,1.3537612093105008e-14,4.905649159018945e-09
1.2752609990545254e-06,0.7219072536955882,3.76,0.0,0.7849432222768494,0.9993510130168166,0.0008045294257706979,0.0012819486173831004,8.513026763944264e-05,0.07433500307970889,0.07450308587274745,5.473581244200737e-10,0.007262151664856789,3.2794527691329763e-06,1.6345386122538308e-05,7.158196484395105e-05,0.00012901486420378427,9.02156056971383e-07,3.3123661852233414e-05,0.000776236845379773,0.008372880032175737,2.1656421413517476e-05,2.1048461537828967e-05,2.3731779494387705e-05,8.177938177655738e-05,1.4943840167359826e-05,1.0453215816803443e-06,1.8186157477626258e-06,6.849699751956369e-09,4.231993426464476e-07,4.134590918098225e-12,6.391088785013572e-07,1.0180896941892165e-06,3.939210906130961e-07,1.1058929512927318e-10,6.768901244801151e-11,0.00014291449691311326,3.930907733360162e-06,6.716051061170571e-05,1.0940464141458356e-06,1.2364871469119176e-12,4.3790393706213195e-11,2.7444110950208426e-05,3.2938524055344585e-08,3.4332691078046267e-09,2.5858293353044103e-09,6.853916901781508e-10,8.73768868149868e-08,4.667837014208175e-11,8.883830368875098e-14,5.024431198975017e-12,7.312657186888179e-06,2.2177565288158736e-09,3.0632640463874167e-10,2.241572047552172e-08,2.444146335605679e-13,2.634222815783509e-15,2.1843965121080956e-12,2.4874195189093534e-06,1.1802080451536369e-09,3.2324220935735525e-09,1.7106659852702653e-11,1.3496540695517573e-11,8.908615184549888e-07,4.547826614691583e-08,3.223059151964926e-08,0.0010956123906074307,7.820762834035272e-05,9.891851359329035e-08,8.828440043354522e-15,1.589242320748852e-14,4.947965534420524e-09,1.3415119506775174e-07,4.125589461723034e-10,7.506108954289607e-10,8.183210673470558e-15,1.8258704366444032e-10,1.4434876062350318e-11,5.841568710733975e-14,9.283192576856e-12,4.839711569365984e-09,6.684141837210628e-09,1.6476195689198474e-12,1.124382700937619e-09,3.72896307294234e-08,1.7507487315074334e-09,7.769975632715631e-15,5.548485332818063e-14,3.5465355386546602e-09,1.0764877798130665e-14,1.8417201245290822e-15,1.3803447701425276e-11,7.778612114647979e-12,6.818491242195579e-13,6.672924007402044e-11,4.801472562657493e-15,1.492096281108272e-10,3.1695611011384543e-13,1.4262336802232927e-14,2.3783618673483193e-13,1.76548173855692e-08,1.7957715398501312e-11,3.229324013701447e-08,1.966561020014137e-15,1.2093636087706225e-09,5.8243582112816145e-12,3.0320553018760864e-16,5.653293514006378e-11,1.4160480381369739e-14,5.054329593922537e-09
1.2818386371162201e-06,0.7219735760939056,3.76,0.0,0.7844192673166387,0.9993397385295074,0.0008198913573288486,0.0012884514300999818,8.650468530323123e-05,0.07469593593213375,0.07486744783496194,5.501469596008105e-10,0.007395629475176736,3.2976454402420474e-06,1.6550618801721607e-05,7.268648980423068e-05,0.00013068947666137456,9.182969721242611e-07,3.3617094823485225e-05,0.0007882932797345491,0.00852485132748568,2.1981466258430074e-05,2.148758857334268e-05,2.4288272376344995e-05,8.367673426575779e-05,1.5188381993081875e-05,1.0816465029601748e-06,1.8853898993381854e-06,6.951123263398605e-09,4.3865938234633766e-07,4.2860552824103126e-12,6.598549424228731e-07,1.0531293442801293e-06,4.0797940487980924e-07,1.1473041424875471e-10,7.00991813738305e-11,0.00014352465555906812,3.979099654727846e-06,6.73454055442106e-05,1.1103418155206713e-06,1.282146000675512e-12,4.468748412962117e-11,2.768794109457466e-05,3.344585951457079e-08,3.569351149045548e-09,2.605215364405816e-09,6.968891416697725e-10,8.913472819209895e-08,4.7612434295039615e-11,9.192610732580143e-14,5.199278070496664e-12,7.389822258554233e-06,2.24472529451023e-09,3.099791008330497e-10,2.3352490780858108e-08,2.5473054685552276e-13,2.7279881735565813e-15,2.309405108110596e-12,2.5331246085329208e-06,1.1982947689421267e-09,3.3657567397820306e-09,1.746381916407796e-11,1.3972972344483122e-11,9.084602899064335e-07,4.5543682973234515e-08,3.2809134992923225e-08,0.0010994729982630844,8.003055425741104e-05,1.0021431213527843e-07,8.942913301168734e-15,1.6098883526049476e-14,5.011796950270821e-09,1.361228407514458e-07,4.250908905877117e-10,7.705716479712911e-10,8.46234859425019e-15,1.887714893725793e-10,1.4584716121299993e-11,5.99734337375213e-14,9.561597854253998e-12,4.85239996758657e-09,6.927350379403039e-09,1.6634809281325443e-12,1.1547687084674363e-09,3.839910378671586e-08,1.8040735011074594e-09,8.006700659655854e-15,5.688757568331317e-14,3.6078958826007623e-09,1.121875523293436e-14,1.870248893661404e-15,1.4016297798832405e-11,7.919870861373068e-12,7.096328108881709e-13,6.95190149309435e-11,4.994459280237561e-15,1.554602120249734e-10,3.29869482413829e-13,1.4823549606120865e-14,2.4515106207127884e-13,1.8194168403949706e-08,1.843855830507556e-11,3.325798466904819e-08,2.0487414981004975e-15,1.2457727510672135e-09,5.980250956588427e-12,3.3316864154869084e-16,5.809838241496921e-11,1.4811177842557305e-14,5.206959365958171e-09
1.2877585113717455e-06,0.7220334866150296,3.76,0.0,0.7839459812789522,0.999329446611645,0.0008339228879305293,0.0012943013346327404,8.77580012980913e-05,0.07502052285918762,0.07519517487926468,5.526596993120626e-10,0.007517458535483647,3.3140566009686274e-06,1.6737741333385273e-05,7.369336844523422e-05,0.00013221354642336847,9.330493818419588e-07,3.406642717627668e-05,0.0007992795350438113,0.008663539562198995,2.2277533882366888e-05,2.188938773847361e-05,2.479865936026298e-05,8.541689543913134e-05,1.541148839783989e-05,1.1153244658934684e-06,1.9473937760479942e-06,7.043469027674994e-09,4.530272250487828e-07,4.426684732567489e-12,6.790897528394648e-07,1.08561331984758e-06,4.2102583687785996e-07,1.1857831362212078e-10,7.233564978846077e-11,0.00014407362047475912,4.022984831798226e-06,6.75132356824995e-05,1.1251344334081768e-06,1.3245973320907347e-12,4.5508325910295755e-11,2.7908321076570778e-05,3.390738147371354e-08,3.6960626774012464e-09,2.6229009463551697e-09,7.073678874517925e-10,9.074117202679014e-08,4.8469364344533885e-11,9.478947539313535e-14,5.361417058798079e-12,7.46012557318499e-06,2.2691238382434847e-09,3.1328420302320335e-10,2.4227636401902926e-08,2.6437055667338675e-13,2.814995068998186e-15,2.427703870102301e-12,2.574887594120779e-06,1.2147618541738558e-09,3.4901796171971655e-09,1.7790970925916524e-11,1.4415663370350297e-11,9.245621767764997e-07,4.560385453021025e-08,3.333681524103916e-08,0.0011029140476719423,8.170062198803805e-05,1.0140197801997167e-07,9.047825567182348e-15,1.6288098196138792e-14,5.070242428318767e-09,1.379210039120809e-07,4.366585091454937e-10,7.890154696895378e-10,8.721183334991616e-15,1.944974212379812e-10,1.4720353400536474e-11,6.140874231858203e-14,9.819069543719399e-12,4.8639110651914486e-09,7.153250874951575e-09,1.6778116967431135e-12,1.1826978197581562e-09,3.942132442086849e-08,1.853251420596045e-09,8.225018102160587e-15,5.818051047442084e-14,3.663894264994921e-09,1.1643272441355035e-14,1.8962978586242002e-15,1.420989986730229e-11,8.048788188659091e-12,7.355616461639297e-13,7.212479893936505e-11,5.1744816234541475e-15,1.6129837487768266e-10,3.4191991850690414e-13,1.5346700156417896e-14,2.5191515482919656e-13,1.8691649806868885e-08,1.8880419947920467e-11,3.414713131737669e-08,2.1254906992964544e-15,1.2793323632474583e-09,6.1235019262628675e-12,3.427923496906204e-16,5.953835690220981e-11,1.5421603417451623e-14,5.34777674338502e-09
1.293678385627271e-06,0.7220936084894701,3.76,0.0,0.783471039391275,0.9993190156950059,0.000848151798344323,0.0013001487394677866,8.902698692790873e-05,0.07534486904823173,0.0755227130680962,5.551748475653991e-10,0.00764091555454053,3.3305047913959077e-06,1.6927185493328894e-05,7.471255981276813e-05,0.00013375381944617603,9.480188624888976e-07,3.452077750822396e-05,0.0008103955570179113,0.008804061620251305,2.2576979440892636e-05,2.2297512464309483e-05,2.5318229511127904e-05,8.718838634183654e-05,1.5637492459424642e-05,1.1499614900366988e-06,2.011255824775013e-06,7.136833521835447e-09,4.678379856258411e-07,4.571514424551606e-12,6.988733797512161e-07,1.119020105208282e-06,4.344559455424957e-07,1.2254410069623535e-10,7.46376704680946e-11,0.00014462244972394936,4.067365595766421e-06,6.768246415714129e-05,1.1400473636172226e-06,1.3683751167571384e-12,4.634210297735319e-11,2.812958817103475e-05,3.4373611876204086e-08,3.826914383498924e-09,2.6408169985877763e-09,7.179720089123108e-10,9.237100574218921e-08,4.934203749430462e-11,9.773496986877344e-14,5.528207053560299e-12,7.531252484353403e-06,2.293642127650352e-09,3.166060641434622e-10,2.5134244710457246e-08,2.74359774212576e-13,2.904551408454521e-15,2.5517517569132723e-12,2.6172535438993775e-06,1.2314097770346382e-09,3.6189341839235427e-09,1.8123630393871057e-11,1.4871927011146896e-11,9.409166811143429e-07,4.5665276890485884e-08,3.387119557091523e-08,0.001106322972012769,8.339894763025819e-05,1.0261030632017205e-07,9.154554789487645e-15,1.648058893134781e-14,5.1296482979593056e-09,1.3974186569873928e-07,4.4850601097172153e-10,8.079256912064064e-10,8.987432923023057e-15,2.003786966249222e-10,1.4856736519395774e-11,6.287638763866216e-14,1.0083272138767853e-11,4.875512247581815e-09,7.385988557490617e-09,1.6921951895794574e-12,1.2111867543742612e-09,4.046640490180242e-08,1.903574990671185e-09,8.448422977306892e-15,5.95030376577985e-14,3.7206342695535805e-09,1.208354414181503e-14,1.9227064055938374e-15,1.4405450505035794e-11,8.17941530817211e-12,7.623955492520727e-13,7.48237472573807e-11,5.3607095969440566e-15,1.6734507410273005e-10,3.5439014601406104e-13,1.588753067661403e-14,2.5885495336161484e-13,1.9200793990960757e-08,1.933104005815697e-11,3.505643737530046e-08,2.2049724531608642e-15,1.313655911838412e-09,6.269588669435354e-12,3.3716080708566697e-16,6.100827043021805e-11,1.605647738106623e-14,5.4919318577214095e-09
1.2995982598827963e-06,0.7221539442378095,3.76,0.0,0.7829944220378204,0.9993084440766443,0.0008625804474811987,0.0013059936341335509,9.031182728673156e-05,0.07566897313642408,0.07585006182288986,5.576921402393252e-10,0.007766018397442456,3.3469912603640187e-06,1.7118986026793416e-05,7.574424121376437e-05,0.0001353104662236805,9.632087076172984e-07,3.498019570150032e-05,0.0008216427416004021,0.00894643745301037,2.2879838337152423e-05,2.2712047968769543e-05,2.5847121562895656e-05,8.899169451287347e-05,1.5866431129056063e-05,1.1855826783676197e-06,2.0770269012403315e-06,7.231226631557433e-09,4.831045512612833e-07,4.7206587371715345e-12,7.192207781640527e-07,1.1533738451703825e-06,4.4828007635053087e-07,1.2663110164706267e-10,7.700700217494601e-11,0.00014517117582363181,4.112251952561136e-06,6.785313849074658e-05,1.1550808198203537e-06,1.4135186336232392e-12,4.7188994456819284e-11,2.8351745694690343e-05,3.484459722332379e-08,3.96203075687949e-09,2.658968295009591e-09,7.287027043062292e-10,9.402450906211105e-08,5.023077647793287e-11,1.0076478829202217e-13,5.699772342753381e-12,7.603216551521478e-06,2.3182799485591804e-09,3.1994470143021594e-10,2.6073410879690835e-08,2.847104171196887e-13,2.996725574362758e-15,2.681813667315315e-12,2.660229897516681e-06,1.2482402435602071e-09,3.752162449851001e-09,1.846189599055303e-11,1.5342162016604074e-11,9.575271824005435e-07,4.572797234658211e-08,3.441235131229204e-08,0.0011096993916942849,8.512589332533011e-05,1.0383963455561295e-07,9.2631303627555e-15,1.6676407934601346e-14,5.190029938603856e-09,1.4158568233417704e-07,4.606395196244123e-10,8.273146744784191e-10,9.261300215494538e-15,2.0641909288774462e-10,1.4993871199891442e-11,6.437711677084191e-14,1.0354392252341746e-11,4.887206799954978e-09,7.625754984728872e-09,1.7066314289201983e-12,1.2402440022924757e-09,4.153474712176052e-08,1.9550661549756303e-09,8.677012762166467e-15,6.085586175862209e-14,3.778123966454156e-09,1.254014034248195e-14,1.9494805737735356e-15,1.460296817007739e-11,8.311770970201233e-12,7.901645314972996e-13,7.761902401627964e-11,5.5533468550850005e-15,1.7360731138694016e-10,3.6729403545682683e-13,1.6446610031848625e-14,2.659749233039507e-13,1.9721828489254937e-08,1.9790549348158366e-11,3.598627604661744e-08,2.2872797797703744e-15,1.3487572651242962e-09,6.418553354463186e-12,3.766447771480358e-16,6.250861271915928e-11,1.6716757807561485e-14,5.639492126422582e-09
