Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582),S(10105),S(5887),S(9869),S(6278),S(6219),S(9870),S(5889),C2H3O(606),S(3142)
5.5229289294668716e-18,0.7112514474229459,3.76,0.0,0.8692297637588824,0.9999999999999999,2.92172545820653e-38,5.3504972329745746e-15,1.5318894280483812e-28,3.382803147800023e-13,3.382803147800087e-13,2.8645374902083546e-29,1.0928186676744707e-18,1.1212997904140045e-27,1.1244315354717326e-37,9.152301714284651e-38,1.8408598242126489e-16,8.827492397579793e-30,7.892317968942295e-17,4.181798858586657e-21,2.770749012458729e-25,1.0516698399689176e-16,4.534489064157358e-29,4.364938810046691e-29,1.7336475957739512e-38,3.8317533726067375e-22,5.059873791077145e-33,2.331233684710504e-43,2.3097477179820232e-29,1.9509598409751464e-41,1.2121839172306557e-57,5.918656106550366e-30,2.8760104490725174e-33,3.872856692016348e-44,1.830564296970106e-49,1.2066541187168327e-56,7.621770523787752e-16,1.0340485331054185e-28,7.621770523738547e-16,6.924697100325951e-32,3.9732010998991966e-55,1.7646554744422372e-31,2.3750167586690123e-17,5.910780534363887e-42,4.726604978672883e-58,9.036931664921938e-30,2.3440960465349395e-41,1.2680458686854648e-42,9.618795124548279e-45,2.645740519594787e-57,1.5917524170120421e-52,1.0642469604614393e-37,5.201224120624014e-43,1.6345795377545431e-43,9.091393495257735e-46,7.973393697386833e-61,1.0710879295309663e-60,3.9424979671165505e-66,1.2008865776247737e-17,9.719075564529188e-42,1.9572572203969204e-58,2.9510839486220917e-46,1.5552886757693917e-50,5.332929438763155e-29,2.3750167577336664e-17,1.0733867382269923e-42,5.3504972329689555e-15,4.069323984067324e-30,8.694027599392208e-27,5.9757422307721304e-43,1.3165429641235763e-41,2.5653662456149286e-36,1.2008865771144471e-17,7.423559443221067e-57,7.908398539610225e-33,1.1250453401370352e-57,3.401109987851083e-58,7.9738405273856e-43,3.160368421812316e-61,1.7347278743722972e-56,1.6640839341262516e-29,9.474360400997861e-49,3.613913327844061e-43,2.1832941496305152e-63,1.0336707966163342e-55,4.299012941836206e-55,4.775885559642081e-69,3.844395786481755e-51,1.0928186620939822e-18,8.527581617385296e-63,1.6207174317929808e-61,5.963143080803074e-55,1.0187096003373013e-31,4.865566900458072e-58,3.624394595381607e-57,3.810758686084738e-59,8.424123002078216e-57,2.9017255017718934e-58,2.0637851323706133e-58,9.898370703150158e-59,9.066708687862293e-55,4.322904796918921e-56,2.83806281958109e-54,8.614435079713504e-70,1.6519115135397075e-65,6.540008666122926e-66,3.823880711227409e-70,1.3236538216254553e-58,1.1654454128524216e-60,4.005229058197191e-54
1.1050656233329456e-17,0.7112514474229893,3.76,0.0,0.8692297637585374,0.9999999999999997,2.3391569103345686e-37,1.070564303001748e-14,6.131549991096624e-28,6.768545307890017e-13,6.768545307890271e-13,1.146561504708023e-28,2.186586789086147e-18,4.488121352958811e-27,9.002289308213554e-37,7.327406358469537e-37,3.6833190053625144e-16,3.533297469950929e-29,1.579149283478302e-16,8.367779117385823e-21,1.1090216816083403e-24,2.1042533783091258e-16,1.8149773479911212e-28,1.747113061935891e-28,1.38797220850174e-37,7.666835993351976e-22,2.0252681520726924e-32,1.8664044328844604e-42,9.245010224297364e-29,1.5619541378542966e-40,1.9410736184031613e-56,2.3690048856026243e-29,1.1511536964509071e-32,3.1006402334948064e-43,1.4655644971300887e-48,1.9322187520504557e-55,1.525016291595219e-15,4.138888940665769e-28,1.5250162915755236e-15,2.771683475247045e-31,6.36229840756983e-54,7.0632206934061876e-31,4.7520969551392174e-17,4.733418277026924e-41,7.568726928759578e-57,3.6171277568206566e-29,1.876717003388372e-40,1.0154651462286392e-41,7.702837398757188e-44,2.158525698829366e-56,1.2743698027152426e-51,8.520448121680241e-37,4.1651976749229715e-42,1.3089893324581589e-42,7.278642766711895e-45,1.276781850911174e-59,1.7151362140663734e-59,6.313135247075017e-65,2.402816496853069e-17,7.781573514257581e-41,3.134162755426343e-57,2.363260648397606e-45,1.2451768699697136e-49,2.1345615767667e-28,4.752096951395395e-17,8.595799483832172e-42,1.0705643029994993e-14,1.6287900901176615e-29,3.4798767664560155e-26,4.7842273180754206e-42,1.0540348759464223e-40,2.0538528340765034e-35,2.4028164948104332e-17,1.1891517876434961e-55,3.165420403379337e-32,1.802167374421093e-56,5.448109551796638e-57,6.385539474925607e-42,5.062480354555041e-60,2.7787946742537277e-55,6.660672462655939e-29,7.585249396928354e-48,2.894061646832438e-42,6.99516673126762e-62,1.655797979544328e-54,6.886425504577222e-54,1.5301220631555705e-67,6.156042083096319e-50,2.18658676674965e-18,1.3660016805814326e-61,2.596166202425401e-60,9.551392275412323e-54,4.077493215972881e-31,7.793966763549857e-57,5.8057800029685665e-56,6.104309508783747e-58,1.3494282589452804e-55,4.648163838445324e-57,3.305898976391687e-57,1.585582399352526e-57,1.4523616198879916e-53,6.924696930754794e-55,4.546185010071042e-53,2.7599341155782565e-68,5.292643042796946e-64,2.0953865283558383e-64,1.225113265408033e-68,2.1203108485259244e-57,1.866233282282317e-59,6.4158242640668675e-53
2.2106110841054628e-17,0.7112514474230764,3.76,0.0,0.8692297637578477,0.9999999999999993,1.872036461186524e-36,2.1415934624128524e-14,2.4534187156961856e-27,1.354002962806467e-12,1.354002962806569e-12,4.587739393203398e-28,4.374123038647045e-18,1.7958331458333226e-26,7.204567424853697e-36,5.8641520284027944e-36,7.368237367689687e-16,1.4137792212944012e-28,3.158984248917933e-16,1.6741384987218462e-20,4.437531282809626e-24,4.209420447128752e-16,7.262273512427869e-28,6.9907279841689045e-28,1.110799599771339e-36,1.5337001785650464e-21,8.10371059801436e-32,1.4936907770879246e-41,3.699208288937283e-28,1.2500380167814423e-39,3.1069818789348634e-55,9.479105287650937e-29,4.606114287892034e-32,2.4814545622124806e-42,1.1728970096222653e-47,3.092808377506038e-54,3.050694770022313e-15,1.6560946915120373e-27,3.050694769943505e-15,1.1090344241684843e-30,1.0183820707697018e-52,2.8262082810540203e-30,9.506257348472074e-17,3.788653098341014e-40,1.2114894271432524e-55,1.4473222542300838e-28,1.501949912108662e-39,8.127837238531109e-41,6.1653920994307035e-43,1.7920203852599676e-55,1.0198831739675092e-50,6.818950213668195e-36,3.333846316001997e-41,1.0477220059254917e-41,5.825126363987273e-44,2.0436824691477695e-58,2.7453349247998244e-58,1.0105133572622187e-63,4.806676334287571e-17,6.227785145927386e-40,5.016704991448166e-56,1.8915664485936048e-44,9.965203264067181e-49,8.541026700195288e-28,9.506257333491907e-17,6.880123554831746e-41,2.141593462403855e-14,6.517281958247081e-29,1.3924039796952456e-25,3.828835920994976e-41,8.435482277287355e-40,1.6437064511881237e-34,4.806676326114367e-17,1.9037494149539654e-54,1.266580475969275e-31,2.8851447282082158e-55,8.722047082649155e-56,5.111019645901336e-41,8.104699365408356e-59,4.448657225481614e-54,2.6651365764353937e-28,6.070505244884661e-47,2.316422250484433e-41,2.2398344349100578e-60,2.650817542905958e-53,1.1024688839058882e-52,4.899334545026846e-66,9.853676258369815e-49,4.374122949271964e-18,2.1868762901241133e-60,4.156283409089739e-59,1.5290523039218178e-52,1.6315283891000322e-30,1.2477599339068652e-55,9.294650454950288e-55,9.772575292570502e-57,2.1603408988318724e-54,7.441387397554928e-56,5.292514538129124e-56,2.5384072789165482e-56,2.325130062955908e-52,1.1085958641517477e-53,7.278126389140615e-52,8.837096615642854e-67,1.6946907350023942e-62,6.709373929762301e-63,3.92271828008843e-67,3.3944706271674097e-56,2.9871903426490892e-58,1.0271288949511206e-51
4.4217020056504973e-17,0.7112514474232507,3.76,0.0,0.869229763756468,0.9999999999999986,1.4979136213543205e-35,4.283651781245155e-14,9.815272816258433e-27,2.7082998268392647e-12,2.7082998268396715e-12,1.835394419998926e-27,8.74919556471903e-18,7.184501957820681e-26,5.764748563569355e-35,4.6922125816413207e-35,1.4738074092453797e-15,5.656037482965913e-28,6.318654148883141e-16,3.3495178135760644e-20,1.775301458798221e-23,8.419754553324845e-16,2.9053822982138364e-27,2.7967464155595634e-27,8.888084489229183e-36,3.067733557348199e-21,3.2420118857773495e-31,1.1951795533155586e-40,1.4799241782468869e-27,1.0002203327025637e-38,4.9721824609021556e-54,3.7922593361077216e-28,1.8427456912829727e-31,1.9855407135684415e-41,9.384958068788062e-47,4.949500408761028e-53,6.102051726853324e-15,6.625457150112519e-27,6.102051726538041e-15,4.436859901154796e-30,1.6297428150573583e-51,1.1306673253225385e-29,1.9014578136707577e-16,3.031690056428887e-39,1.9387781747961272e-54,5.790231446916502e-28,1.2017904952365702e-38,6.503917025428539e-40,4.93356307393066e-42,1.5371782775355167e-54,8.160615347686245e-50,5.456199693664278e-35,2.6677524882521903e-40,8.38389872397324e-41,4.6609861675418e-43,3.270557340404239e-57,4.3934297004537214e-57,1.6171522125023013e-62,9.614396005068223e-17,4.983238858779216e-39,8.028372388021314e-55,1.513636530311059e-43,7.973683007417544e-48,3.4169668366709674e-27,1.9014578076777156e-16,5.505492826933129e-40,4.283651781209157e-14,2.607337163562294e-28,5.570522583186858e-25,3.0636505383494165e-40,6.749667214554141e-39,1.3152148592179408e-33,9.614395972370085e-17,3.046884624833935e-53,5.067146647681807e-31,4.6175734405337686e-54,1.395933929050337e-54,4.0898511648048465e-40,1.2971352884929361e-57,7.119920812148935e-53,1.0662281727317853e-27,4.857327182346414e-46,1.8536070341486086e-40,7.169680689678386e-59,4.242541100489815e-52,1.764463023418172e-51,1.5682582382585666e-64,1.5769089525436117e-47,8.749195207160504e-18,3.500027265767386e-59,6.651992086835796e-58,2.4471475053555624e-51,6.527175820858063e-30,1.996996281942513e-54,1.4875764074883648e-53,1.5640665599462134e-55,3.4575503118447964e-53,1.1909681155915448e-54,8.47048484495303e-55,4.062632397576796e-55,3.721289638109972e-51,1.7742690122498362e-52,1.1648387638826068e-50,2.828720340317906e-65,5.424682912048885e-61,2.1476618201723994e-61,1.2556468360212418e-65,5.432732743916529e-55,4.780478418528759e-57,1.643883998349325e-50
8.843883848740566e-17,0.7112514474235991,3.76,0.0,0.8692297637537086,0.9999999999999971,1.1984447197422393e-34,8.567768418950128e-14,3.926428969879331e-26,5.416893554896328e-12,5.4168935548979545e-12,7.342174610323077e-27,1.7499340724663777e-17,2.87403467358337e-25,4.612236744682394e-34,3.7541264739863634e-34,2.947774754242107e-15,2.2625991258840715e-27,1.2637993825157347e-15,6.702909006787014e-20,7.101783713632434e-23,1.6840422639944402e-15,1.162247506104521e-26,1.1187896249011934e-26,7.111142737638431e-35,6.1358011962103215e-21,1.2969102699142677e-30,9.562344103557804e-40,5.92017838079067e-27,8.002522357443932e-38,7.956300980697147e-53,1.5170271747098538e-27,7.371583024004836e-31,1.5885834654038603e-40,7.508679269296648e-46,7.920006532149433e-52,1.2204765640422643e-14,2.650398552195968e-26,1.2204765639161404e-14,1.7748884384283958e-29,2.607853606532626e-50,4.523037240904333e-29,3.8031219719457737e-16,2.4256591131468893e-38,3.1023627863574507e-53,2.316281072393952e-27,9.61524619893517e-38,5.2037932426339514e-39,3.947350625419766e-41,1.3951385837145842e-53,6.529112803018454e-49,4.365379792024598e-34,2.1344721979146512e-39,6.707968150910658e-40,3.7291430455922595e-42,5.233424179594351e-56,7.030202705258557e-56,2.5877126765012628e-61,1.922983533027611e-16,3.9869954036183186e-38,1.284673815569898e-53,1.2110627609879268e-42,6.379562230596495e-47,1.3668979729089454e-26,3.803121947971656e-16,4.404952011783306e-39,8.567768418806125e-14,1.04301974773137e-27,2.2283903702996873e-24,2.4511532571850922e-39,5.400246081084163e-38,1.0522717314901762e-32,1.9229835199472913e-16,4.875724051142433e-52,2.0270236172579357e-30,7.389190837087208e-53,2.2338211169671417e-53,3.272295111799021e-39,2.075738591639891e-56,1.139352889569212e-51,4.265259793275353e-27,3.88623177735359e-45,1.483073257270045e-39,2.294651537177575e-57,6.789052371696638e-51,2.8235511477133603e-50,5.019180308863449e-63,2.5233108200511756e-46,1.749933929431326e-17,5.6008830795406794e-58,1.0644751332955442e-56,3.915967133330897e-50,2.611082722538458e-29,3.19565842513583e-53,2.38046816701121e-52,2.5028700314613738e-54,5.532884519848943e-52,1.9058259298856104e-53,1.3554744819646067e-53,6.501156632216745e-54,5.954928812505877e-50,2.839242915716379e-51,1.864012902717293e-49,9.05326398158869e-64,1.7361661952087724e-59,6.873577434672073e-60,4.0186726546410594e-64,8.69363833401459e-54,7.649544517020674e-56,2.6305966723890746e-49
1.7688247534920703e-16,0.7112514474242961,3.76,0.0,0.86922976374819,0.9999999999999941,9.588013545554904e-34,1.7136001694521562e-13,1.5706357428433275e-25,1.083408101097632e-11,1.0834081010982834e-11,2.9369888843231636e-26,3.499963147575666e-17,1.1496606483112015e-24,3.689964558751736e-33,3.003443729523012e-33,5.895709444411187e-15,9.050764782263903e-27,2.5276672683080945e-15,1.3420221646832935e-19,2.8408290220033148e-22,3.3681758310093004e-15,4.6491792162700775e-26,4.475340685964668e-26,5.689184259373074e-34,1.2271939999133787e-20,5.187851948563297e-30,7.650238138608741e-39,2.3681676158275065e-26,6.4023216805995495e-37,1.2730728135908605e-51,6.068355486289202e-27,2.9487534767683133e-30,1.2709272180341527e-39,6.007228462596353e-45,1.2672655750661783e-50,2.4410193467190455e-14,1.0602025608270253e-25,2.4410193462145292e-14,7.099842934206067e-29,4.172777442969085e-49,1.809288396985567e-28,7.606450291007467e-16,1.9406501242784096e-37,4.964039740880948e-52,9.265501243889548e-27,7.692565674955419e-37,4.163299495951048e-38,3.1580811350722228e-40,1.3806230744638354e-52,5.223539227642366e-48,3.492478551274239e-33,1.7076858480865787e-38,5.366714206051187e-39,2.983456157776455e-41,8.373904843561832e-55,1.1248896635807544e-54,4.140569783876172e-60,3.846071391527822e-16,3.1897580185032507e-37,2.055594026418907e-52,9.689118983461498e-42,5.1039082896980345e-46,5.467814368041076e-26,7.606450195107095e-16,3.524184865429044e-38,1.713600169394553e-13,4.172248763255686e-27,8.913924097998388e-24,1.961015870961258e-38,4.320401315728043e-37,8.41857251591533e-32,3.8460713392044156e-16,7.801725726625509e-51,8.108424378564907e-30,1.18235629748414e-51,3.574380586919553e-52,2.6180016917747954e-38,3.321488650032418e-55,1.8230970575345152e-50,1.706173334903023e-26,3.109134718335063e-44,1.186533524022752e-38,7.343450736789915e-56,1.0863273224442234e-49,4.5180100976889814e-49,1.6062582895623864e-61,4.037502083352764e-45,3.499962575412164e-17,8.962145855267028e-57,1.7032894500964874e-55,6.2659723237118764e-49,1.0444755103048226e-28,5.113424970884006e-52,3.809025791883566e-51,4.004882472114803e-53,8.853258469936316e-51,3.0495430426960788e-52,2.1689165424146547e-52,1.040260663933979e-52,9.528578533606778e-49,4.543118448615585e-50,2.982637375605445e-48,2.89726164511015e-62,5.5561601545187046e-58,2.1997143035704716e-58,1.286071379620646e-62,1.3910840394535632e-52,1.2239894036457086e-54,4.209260518589343e-48
3.5376974907280974e-16,0.7112514474256899,3.76,0.0,0.8692297637371528,0.9999999999999882,7.670593912628537e-33,3.4272468246310354e-13,6.282672754959081e-25,2.1668455922999788e-11,2.1668455923025837e-11,1.1748190820924213e-25,7.000021470275806e-17,4.598736145635929e-24,2.952041707866098e-32,2.4028119720744656e-32,1.1791578825451842e-14,3.620379570138031e-26,5.055402842042906e-15,2.689696793833261e-19,1.1363546819203211e-21,6.73644276380283e-15,1.8597095347346853e-25,1.790172762323314e-25,4.551455432225817e-33,2.4544231705905248e-20,2.075182818105001e-29,6.120335281955833e-38,9.472862405920758e-26,5.121978705716103e-36,2.0369680020926124e-50,2.4273914713844402e-26,1.179525613463579e-29,1.016766088826819e-38,4.805896641941842e-44,2.0276767237476297e-49,4.882104911924278e-14,4.240896524600926e-25,4.8821049099061727e-14,2.839995182228256e-28,6.676611899541153e-48,7.2372998724492095e-28,1.5213106939177506e-15,1.552569232925431e-36,7.942687343084748e-51,3.7062758526692096e-26,6.154199712119649e-36,3.3307472196633717e-37,2.5265460540327702e-39,1.527669326790315e-51,4.1789321981128847e-47,2.794063440187991e-32,1.3661919160621012e-37,4.293507236549987e-38,2.3868217268389245e-40,1.3398589266767524e-53,1.7998692874642475e-53,6.625140633926914e-59,7.69224708236278e-16,2.551871030863528e-36,3.289070472331849e-51,7.751546290347722e-41,4.08324949637405e-45,2.1871702368916545e-25,1.5213106555568216e-15,2.819437425134656e-37,3.4272468244006183e-13,1.668933461710878e-26,3.565642107719049e-23,1.5688502112709407e-37,3.456402060926597e-36,6.735016308497111e-31,7.692246873064898e-16,1.2483215864209638e-49,3.24343571963965e-29,1.891838337425774e-50,5.719239392564828e-51,2.0944674687593316e-37,5.314784745396389e-54,2.9170611659365754e-49,6.824832134480655e-26,2.4873695363922184e-43,9.492565660452231e-38,2.3499946552229955e-54,1.7381868973099163e-48,7.229078732197441e-48,5.140219151923143e-60,6.460165752907668e-44,7.000019181575119e-17,1.434021592807669e-55,2.7253796567192407e-54,1.0025895595348992e-47,4.177986412808872e-28,8.181777033380315e-51,6.094662559741552e-50,6.408042924768035e-52,1.4165728063617895e-49,4.87944605798057e-51,3.470391835478005e-51,1.6644775882807994e-51,1.524627982709763e-47,7.269252585915863e-49,4.772393222215986e-47,9.271583019495699e-61,1.7780398040114608e-56,7.039356839202266e-57,4.11558016235189e-61,2.2258179823956634e-51,1.9584327225016259e-53,6.735061506606826e-47
7.075442965200152e-16,0.7112514474284776,3.76,0.0,0.8692297637150783,0.9999999999999765,6.136549571590423e-32,6.854540135247169e-13,2.513096236149859e-24,4.333720574650066e-11,4.333720574660486e-11,4.699321144714735e-25,1.4000138805604015e-16,1.839513163275002e-23,2.3616613810790344e-31,1.922272320225803e-31,2.358331759034314e-14,1.4481665597733832e-25,1.011087319811304e-14,5.401894454225739e-19,4.545464597509712e-21,1.3472975824445227e-14,7.4389139095270255e-25,7.160764425953209e-25,3.641207546868673e-32,4.908887152416742e-20,8.300814263706133e-29,4.896325534583653e-37,3.7891828809594806e-25,4.097631253928366e-35,3.2591892791195704e-49,9.709663788151585e-26,4.71815225096046e-29,8.134228137031682e-38,3.844762622836664e-43,3.2443247714639974e-48,9.764276041741432e-14,1.6963758661401704e-24,9.764276033668924e-14,1.1360098118383044e-27,1.0682709105977096e-46,2.8949486306538453e-27,3.042642027570418e-15,1.24207503763943e-35,1.2708530998278891e-49,1.482525382551217e-25,4.923418130339395e-35,2.6646434798510463e-36,2.0212707255282595e-38,1.899188968830795e-50,3.343188036238998e-46,2.2353001286958004e-31,1.0929708287449153e-36,3.434860128245973e-37,1.90948027895509e-39,2.1438017905480042e-52,2.8798276481973674e-52,1.0600553394743961e-57,1.5384598359370843e-15,2.041522569116084e-35,5.262696109620909e-50,6.201344415794758e-40,3.266679879603866e-44,8.74876987652523e-25,3.0426418741251435e-15,2.2555861180365522e-36,6.854540134325489e-13,6.675801770969956e-26,1.4262712920153677e-22,1.2550955068915412e-36,2.765152813812829e-35,5.388074487396212e-30,1.538459752217083e-15,1.9973511990494452e-48,1.2973874697219255e-28,3.026994823118697e-49,9.151021810838188e-50,1.6756002173596488e-36,8.504481518991622e-53,4.667382317261417e-48,2.729960578781901e-25,1.9899236006278587e-42,7.594167975547323e-37,7.520126831560184e-53,2.7811496600427583e-47,1.1566735895936876e-46,1.6449007392237208e-58,1.0336390654043919e-42,1.4000129650707219e-16,2.294559936804046e-54,4.360742740130729e-53,1.6041704657727379e-46,1.671211061590927e-27,1.3091080523087825e-49,9.751636825969352e-49,1.0253049050732742e-50,2.2665576199931107e-48,7.807255250622587e-50,5.552725522315387e-50,2.663212695147333e-50,2.43944917231522e-46,1.1631012134032772e-47,7.635967988637449e-46,2.966960778697542e-59,5.689837181959428e-55,2.2526374427219397e-55,1.31700860895392e-59,3.561381960253477e-50,3.1335316191582233e-52,1.0776294132491548e-45
1.415093391414426e-15,0.7112514474340527,3.76,0.0,0.8692297636709294,0.9999999999999529,4.909271370127607e-31,1.3709126757512926e-12,1.0052448630929485e-23,8.667470539131807e-11,8.66747053917349e-11,1.879735628555764e-24,2.8000376235985593e-16,7.35809001831459e-23,1.8893402949582164e-30,1.5378268682748045e-30,4.716679513136572e-14,5.792695703785405e-25,2.02218107446565e-14,1.0893683363616113e-18,1.8181947915538887e-20,2.6946038725952206e-14,2.9755807767647787e-24,2.8643207658874126e-24,2.912983303037696e-31,9.817837678773782e-20,3.320341434355793e-28,3.9170823911355304e-36,1.515680359917248e-24,3.2781239097534474e-34,5.214732906982642e-48,3.883884574269203e-25,1.887271940781736e-28,6.507425748499766e-37,3.0758278379894884e-42,5.1909550690918e-47,1.9528618299002476e-13,6.785537976414964e-24,1.9528618266712287e-13,4.5440638224298606e-27,1.7092424774082365e-45,1.1579847282314878e-26,6.085304710950393e-15,9.936678868481148e-35,2.0334001767907146e-48,5.930131375919144e-25,3.938757034269698e-34,2.1317373125603448e-35,1.6170324109184589e-37,2.6026275110747986e-49,2.6745704615223375e-45,1.7882872720403614e-30,8.74383582357518e-36,2.7479098215538507e-36,1.5275936653133615e-38,3.4301054667798477e-51,4.6077540746559e-51,1.6961612759661676e-56,3.0769300494739557e-15,1.6332281893630198e-34,8.420739911064479e-49,4.961129591276533e-39,2.613425835375327e-43,3.499525695533823e-24,6.085304097166197e-15,1.804483948537578e-35,1.370912675382619e-12,2.670334301837555e-25,5.705113706803484e-22,1.0040830717015517e-35,2.212132735243449e-34,4.3104811606335905e-29,3.0769297145922715e-15,3.1957921558903333e-47,5.189576147584157e-28,4.8432308974787926e-48,1.4642000057791624e-48,1.340490344208561e-35,1.3609442688255272e-51,7.46787847267383e-47,1.0919897491504001e-24,1.5919552955930722e-41,6.075374892560804e-36,2.406463142595188e-51,4.449880206179153e-46,1.8506944924847477e-45,5.263729998254146e-57,1.653831104429595e-41,2.8000339616204777e-16,3.6715971144296825e-53,6.977431208319203e-52,2.5666944173313443e-45,6.684874215437311e-27,2.0945917377312757e-48,1.5602759323545051e-47,1.6405008673315761e-49,3.626524993885507e-47,1.249172101873365e-48,8.884434231039333e-49,4.261179578529252e-49,3.9031544047106467e-45,1.860977793420912e-46,1.2217660147842644e-44,9.494354131407609e-58,1.8207655442393768e-53,7.208508271139461e-54,4.2144558121578116e-58,5.6982900770472204e-49,5.013680469263274e-51,1.7242227115676496e-44
2.830191581203248e-15,0.7112514474452033,3.76,0.0,0.8692297635826316,0.9999999999999057,3.927432878986863e-30,2.741830000617841e-12,4.02099972387316e-23,1.7334970467221565e-10,1.7334970467388296e-10,7.518942514531387e-24,5.600086213575676e-16,2.9432434443908156e-22,1.5114766865886256e-29,1.2302649634805188e-29,9.43337502583706e-14,2.317084175365171e-24,4.044367317536535e-14,2.2146835378700722e-18,7.272795299703113e-20,5.389215164986145e-14,1.190235400318324e-23,1.1457315615500412e-23,2.330393524657733e-30,1.963582898884154e-19,1.3281390239585938e-27,3.1336731618590785e-35,6.062732845020087e-24,2.6225060356553768e-33,8.343589274054035e-47,1.5535572242367759e-24,7.549118491440949e-28,5.2059634432853414e-36,2.4606687517205127e-41,8.30556229434972e-46,3.905730280403152e-13,2.714222092233065e-23,3.905730267487045e-13,1.8176313216613494e-26,2.7347907483601735e-44,4.6319457817694973e-26,1.2170630142008901e-14,7.949374460362446e-34,3.2535219510057043e-47,2.3720583296143444e-24,3.151013336379155e-33,1.705405656581109e-34,1.2936359049133974e-36,3.815336200476245e-48,2.139669376419888e-44,1.4306925545728519e-29,6.995096351623412e-35,2.198336517961167e-35,1.2220791620759376e-37,5.488188733854155e-50,7.372431691043603e-50,2.7140649072709436e-55,6.153870309088748e-15,1.306586343098405e-33,1.3474419013181207e-47,3.9689430644139587e-38,2.090853153174052e-42,1.3998137944484338e-23,1.2170627686866066e-14,1.4435941130187282e-34,2.7418299991431437e-12,1.0681364462820814e-24,2.2820509030886677e-21,8.032699734372268e-35,1.7697072108246956e-33,3.4483887477319495e-28,6.153868969558804e-15,5.1132945466462125e-46,2.0758356366621995e-27,7.749189239610642e-47,2.3428049446558926e-47,1.0723958207903964e-34,2.178208295110689e-50,1.1948656418044667e-45,4.3679698128215615e-24,1.2735791648228064e-40,4.860307051620562e-35,7.700715117499992e-50,7.119841730849116e-45,2.9611244433814106e-44,1.684400360066086e-55,2.6461320509583375e-40,5.600071565620216e-16,5.875439249941293e-52,1.1164514917437655e-50,4.106728199044483e-44,2.673953260798658e-26,3.3513614549351017e-47,2.4964524091806472e-46,2.6248072891760786e-48,5.802465904533665e-46,1.9986841709562362e-47,1.4215135969727566e-47,6.817920091730491e-48,6.245076298596188e-44,2.977574629778875e-45,1.9548346284739036e-43,3.0382015196203827e-56,5.8264784639939414e-52,2.3067331175838952e-52,1.3486249625319896e-56,9.117392521998852e-48,8.021907750898095e-50,2.7587688347237178e-43
