Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66)
0.0016049930523883375,0.7092270471988708,0.00010982847509986847,1.0562507855597777e-05,3.1407256520862995e-05,0.3194725934086559,0.0,0.0,0.0012450952037166645,0.0003915037308526181,0.6292657910796169,0.029196333124966983,1.2824288152134026e-05,9.634199164500846e-14,1.5579840563043358e-10,1.2110739983679618e-07,0.0010115637216879044,0.009282168288793618,6.9206568261080886e-06,1.636253638983865e-08,0.010659916370734464,1.8694195415980532e-08,5.935037000981014e-09,0.0005596683463092255,6.57977325420104e-07,0.0240463466434034,5.293764952522381e-06,0.062259867930704114,0.005070857511722242,9.344224150776486e-06,2.856121833646126e-07,4.504481455980432e-09,3.6310945994746708e-06,0.0006474275191457403,3.76,0.0,0.0005121941623815801,0.37825215842426013,0.5097169253896815,0.06894242279234271,0.4433996149803028,1.772412707291043e-05,0.1765336889636183,1.697820520658285e-05,3.734682980077531e-06,3.2319667410834464e-06,6.827309674335953e-05,5.504221780697211e-07,3.914190453231118e-05,0.0005832475784254976,0.0072277264020302375,0.004896509298474768,1.5477390120862694e-12,1.5511193657579014e-13,1.9830504164668398e-09,3.350139543996619e-08,0.01383688576184332,7.07667799213799e-11,5.61231093261492e-10,0.0011830671201194928,2.981317333900726e-08,2.3204129001003147e-10,8.224358332448718e-05,1.9599055635860747e-13,1.5338335632419729e-06,0.008725030854232454,5.57559655131081e-06,6.5013009913940946e-09,4.4744322301817667e-07,2.0515851779208153e-06,1.2383908146123483e-07,8.651376540855517e-10,1.6989989357574149e-13,0.0007696161099841695,2.606914000177275e-09,0.0001638490325664313,7.12053067994039e-13,6.943147540074318e-05,0.00014533101401334605,4.079973442589758e-07,3.015105774525901e-11,0.00011205864245993187,9.885060121091789e-07,0.0004981962209288852,0.0003560667522866274,5.039481819222086e-06,2.1720367549104282e-08,5.386278223336105e-07
0.0016104060739820757,0.7093100870954611,0.00010984240565663343,1.0548971868733642e-05,3.1345477363098613e-05,0.3195025730615416,0.0,0.0,0.0012416677570619877,0.0003895096552131289,0.6302881434776805,0.02926528118094592,1.27915251786859e-05,9.647395179749364e-14,1.5568419201255569e-10,1.2099706224884147e-07,0.0010107255576689879,0.009254594729532712,6.9113760388482486e-06,1.636856526204585e-08,0.010670480916908021,1.8694564072995254e-08,5.9234494879383605e-09,0.0005589097929053707,6.555552934105155e-07,0.023974145808568974,5.288242923112937e-06,0.062163921597519815,0.0050701667045889255,9.332052932714235e-06,2.849267107693978e-07,4.493820649521891e-09,3.619716361804033e-06,0.0006457394839496775,3.76,0.0,0.0005056852196309036,0.377489804814397,0.5102269908444912,0.06903265404534449,0.4438345853803873,1.768443123722079e-05,0.17613166022570784,1.6940398306444275e-05,3.728719679471104e-06,3.227062030291455e-06,6.802957373837015e-05,5.483646714728019e-07,3.89993724513623e-05,0.0005824328623197244,0.007199620689741567,0.004887145826381692,1.5430298491075879e-12,1.5464000078240243e-13,1.9768835756820115e-09,3.3355045182453743e-08,0.013826094735325964,7.050948063034344e-11,5.595729329774402e-10,0.001184737807998483,2.9641270965300648e-08,2.3236908015841655e-10,8.21556053275803e-05,1.9536896396437107e-13,1.535631484992275e-06,0.008744453216953656,5.588645086439537e-06,6.4776645188456815e-09,4.4789784499071636e-07,2.052626378113252e-06,1.2389703400112815e-07,8.653930170971758e-10,1.6892025631026445e-13,0.0007659821993620904,2.6050247091958178e-09,0.00016394975539540374,7.110868459388095e-13,6.929153812377744e-05,0.00014554388681328333,4.0679000285188466e-07,3.019521696882112e-11,0.00011234568972909038,9.855553321566618e-07,0.0004973165567529209,0.0003551710746827338,5.035497856992709e-06,2.172463462729612e-08,5.372868286918071e-07
0.0016158190955758139,0.709392814916216,0.00010985686958493821,1.0535518521253666e-05,3.128406276631041e-05,0.319532443885824,0.0,0.0,0.0012382574099104337,0.0003875304331690424,0.631306800625739,0.029334100236396796,1.275892721534511e-05,9.660733994773788e-14,1.555716930045168e-10,1.2088762903268353e-07,0.0010098901728748768,0.009227119031426938,6.902132461804721e-06,1.637459775692838e-08,0.010681006883667769,1.8694962671463764e-08,5.911941563077083e-09,0.0005581509160958248,6.531478247658211e-07,0.023902092217954647,5.282769777070197e-06,0.06206832048661768,0.005069438562407989,9.319945961676702e-06,2.842441983538058e-07,4.483221585834293e-09,3.6084100516050803e-06,0.0006440566378717208,3.76,0.0,0.0004992926235820776,0.376729956069166,0.5107354490805638,0.06912247786111897,0.4442678388209477,1.7644979842544164e-05,0.1757311192800117,1.6902819893933028e-05,3.7227969190270615e-06,3.2221892219342354e-06,6.778761246499837e-05,5.463205783230485e-07,3.8857772231035286e-05,0.0005816229384567515,0.007171718590904778,0.004877817980781155,1.5383498573671399e-12,1.541709883533393e-13,1.9707553322465018e-09,3.3209727345062925e-08,0.013815273852005433,7.025387997013472e-11,5.579181432317217e-10,0.0011864041447393141,2.9470762005947458e-08,2.3269601638989296e-10,8.206833422673926e-05,1.9475124366205144e-13,1.5374285024328268e-06,0.008763781911018355,5.601670103976582e-06,6.454184414530039e-09,4.483521984098619e-07,2.0536522661256232e-06,1.2395412403949093e-07,8.656491403008344e-10,1.6794855979484476e-13,0.0007623773555345055,2.6031492809433256e-09,0.0001640493577288096,7.101268836540294e-13,6.915206064345786e-05,0.00014575490637295217,4.055882982240317e-07,3.0238991744018436e-11,0.00011263101820552822,9.826245856575907e-07,0.0004964400215726227,0.0003542811117941583,5.031566372118678e-06,2.172875833098008e-08,5.359525815551314e-07
0.001621232117169552,0.7094752328356034,0.00010987185983655615,1.0522146929276197e-05,3.12230087741859e-05,0.3195622073218116,0.0,0.0,0.0012348640112590282,0.00038556590701141355,0.6323217851124305,0.02940279093551594,1.2726492812010694e-05,9.674217582084543e-14,1.5546089152424107e-10,1.2077909369512102e-07,0.0010090575434456867,0.009199740920350483,6.892925932181341e-06,1.6380633730318936e-08,0.010691494545291422,1.8695390870604982e-08,5.900512365005341e-09,0.0005573917347032807,6.507547783891213e-07,0.02383018691379051,5.277344999853905e-06,0.06197306251157877,0.005068673456234663,9.307902516305665e-06,2.835646306714939e-07,4.4726836810774914e-09,3.5971749248576684e-06,0.0006423789681198615,3.76,0.0,0.0004930141208800554,0.3759725965157556,0.5112423102857423,0.06921189618206408,0.44469938800184583,1.76057700029785e-05,0.175332057225235,1.6865467331459093e-05,3.7169142577302964e-06,3.217347960612475e-06,6.754719675393744e-05,5.442897575186168e-07,3.8717093915167325e-05,0.0005808177574155562,0.0071440176392451255,0.004868525685033516,1.5336987505155978e-12,1.537048706597434e-13,1.964665308133124e-09,3.306543021509568e-08,0.013804423674837217,6.999996023608769e-11,5.562667476235832e-10,0.0011880661551457107,2.930163049781486e-08,2.330221035743537e-10,8.198176336255264e-05,1.9413735726823347e-13,1.5392246058213175e-06,0.008783017421538997,5.614671701800756e-06,6.4308590451814955e-09,4.4880628492300336e-07,2.0546629893975175e-06,1.2401036016317062e-07,8.659060064755582e-10,1.669847130619169e-13,0.0007588012083501097,2.6012875753426652e-09,0.00016414785573328096,7.091731187962674e-13,6.901304008281546e-05,0.00014596408222617872,4.043921856896341e-07,3.028238404856488e-11,0.00011291463077234561,9.797135531272231e-07,0.0004955666506251966,0.00035339682345124254,5.027686648636002e-06,2.173273968697478e-08,5.346250830573339e-07
0.0016266451387632903,0.7095573429902731,0.00010988736956031272,1.0508856014499174e-05,3.1162311426310796e-05,0.3195918647885503,0.0,0.0,0.001231487412075344,0.0003836159213086337,0.6333331192944529,0.02947135391639573,1.269422053133382e-05,9.687838243524623e-14,1.553517547820754e-10,1.2067143714780003e-07,0.0010082276458391807,0.009172460120345841,6.883756262521414e-06,1.638667237511308e-08,0.010701944173089752,1.8695848354423e-08,5.8891609350106525e-09,0.000556632267272421,6.483760152545756e-07,0.02375843091111727,5.271968093957508e-06,0.06187814560190022,0.0050678717534110955,9.295921885683556e-06,2.8288798860231075e-07,4.462206360981508e-09,3.586010247451915e-06,0.0006407064618476818,3.76,0.0,0.00048684750492123676,0.37521771064532256,0.5117475845364995,0.06930091093432411,0.4451292454655376,1.7566798891881635e-05,0.17493446523923734,1.6828338034519415e-05,3.7110712856592875e-06,3.212537908529073e-06,6.730831070777388e-05,5.422720700624747e-07,3.8577327689472176e-05,0.0005800172704319709,0.00711651540999669,0.004859268861083082,1.5290762388777146e-12,1.5324161860742132e-13,1.9586131158959694e-09,3.292214230562968e-08,0.01379354475909612,6.97477039630353e-11,5.546187691147194e-10,0.0011897238637510225,2.9133860707375806e-08,2.333473465284809e-10,8.189588615902333e-05,1.935272662297626e-13,1.5410197875611526e-06,0.00880216023086185,5.627649995523664e-06,6.407686799621375e-09,4.4926010705610964e-07,2.055658691999407e-06,1.2406575080493976e-07,8.661635760940025e-10,1.6602862644836608e-13,0.0007552533943121133,2.5994394499462673e-09,0.00016424526535272396,7.082254905829565e-13,6.887447359498088e-05,0.00014617142386013095,4.032016211614456e-07,3.0325395850447346e-11,0.00011319653036277218,9.768220185660788e-07,0.0004946964778420848,0.00035251816990482926,5.023857982717701e-06,2.17365797274575e-08,5.333043342130691e-07
0.0016320581603570285,0.7096391474951973,0.00010990339179162622,1.049564492741566e-05,3.110196685331751e-05,0.31962141768455943,0.0,0.0,0.0012281274652308069,0.00038168032283568203,0.634340825302692,0.029539789811107203,1.2662108952766734e-05,9.701597305098327e-14,1.5524426850161272e-10,1.2056465534459054e-07,0.0010074004567496304,0.009145276353693752,6.8746232569406605e-06,1.6392713673781355e-08,0.010712356035498765,1.8696334789110314e-08,5.87788644567646e-09,0.0005558725320776899,6.46011398065745e-07,0.023686825198469156,5.266638557461401e-06,0.06178356770274027,0.0050670338176698505,9.284003368172933e-06,2.8221425086187185e-07,4.4517890566474555e-09,3.574915292311503e-06,0.0006390391061559297,3.76,0.0,0.00048079061430559184,0.37446528310873045,0.5122512818007928,0.06938952402824795,0.44555742360142797,1.7528063725530216e-05,0.17453833457746265,1.6791429457992015e-05,3.7052675773519608e-06,3.207758725203276e-06,6.707093863944032e-05,5.402673788638594e-07,3.843846388488756e-05,0.000579221429390046,0.007089209518543423,0.004850047429522698,1.5244820236241546e-12,1.5278120225702863e-13,1.952598360203576e-09,3.277985226831024e-08,0.01378263765260224,6.949709388101e-11,5.529742300863858e-10,0.001191377294825833,2.89674371318785e-08,2.3367175001738555e-10,8.18106961177114e-05,1.9292093164800957e-13,1.5428140350502435e-06,0.008821210818664554,5.6406050772808265e-06,6.384666084703656e-09,4.4971366589668276e-07,2.0566395157256174e-06,1.241203042125128e-07,8.664218364522832e-10,1.6508021160829068e-13,0.0007517335563473535,2.5976047655649394e-09,0.0001643416023141526,7.072839383266144e-13,6.87363583623971e-05,0.0001463769407167063,4.02016561017309e-07,3.036802910830885e-11,0.00011347671995884257,9.739497690864492e-07,0.0004938295358948977,0.00035164511181526845,5.020079682277935e-06,2.1740279491849074e-08,5.319903349747179e-07
0.0016374711819507667,0.7097206484403418,0.0001099199196846691,1.0482512859403434e-05,3.104197126288662e-05,0.3196508673881881,0.0,0.0,0.0012247840254463525,0.0003797589605201767,0.6353449250466444,0.029608099245829023,1.2630156677158663e-05,9.715498177709696e-14,1.5513842053959503e-10,1.204587455209166e-07,0.0010065759531761934,0.009118189341005096,6.865526741025218e-06,1.6398757658056703e-08,0.010722730398095896,1.869684984240292e-08,5.866688098075766e-09,0.0005551125471295637,6.436607914020508e-07,0.023615370738515128,5.2613558937930305e-06,0.06168932677469165,0.005066160009189338,9.27214627253318e-06,2.8154339913783387e-07,4.441431207011334e-09,3.5638893446031008e-06,0.0006373768880954847,3.76,0.0,0.00047484133161696516,0.3737152987135294,0.5127534119402871,0.06947773735864757,0.44598393464920144,1.748956175723604e-05,0.17414365657170602,1.675473908938263e-05,3.6995027075898344e-06,3.2030100707511475e-06,6.683506505719729e-05,5.38275548688344e-07,3.8300492970966236e-05,0.0005784301868059194,0.00706209761938838,0.004840861309645623,1.519915820576295e-12,1.5232359316395107e-13,1.9466206653889023e-09,3.263854893689785e-08,0.013771702895872102,6.924811300294036e-11,5.513331523375088e-10,0.0011930264723825936,2.880234450799556e-08,2.3399531875552425e-10,8.172618681603211e-05,1.9231831601393074e-13,1.544607336065179e-06,0.00884016966195456,5.653537033945146e-06,6.361795333432203e-09,4.501669623392673e-07,2.057605602040272e-06,1.2417402860614417e-07,8.666807768855613e-10,1.6413938156069517e-13,0.0007482413436286337,2.5957833858877972e-09,0.0001644368821307979,7.063484020668496e-13,6.859869159627134e-05,0.00014658064219414836,4.008369621577402e-07,3.0410285771746695e-11,0.00011375520259047061,9.710965949496133e-07,0.0004929658562319619,0.00035077761024442295,5.0163510666612245e-06,2.1743839982547235e-08,5.306830842747413e-07
0.0016428842035445049,0.7098018478936312,0.00010993694667525017,1.0469458814929569e-05,3.098232088206772e-05,0.3196802152578077,0.0,0.0,0.0012214569492560463,0.0003778516854233847,0.6363454402156318,0.02967628284091227,1.2598362320963148e-05,9.729535034613205e-14,1.5503418073034686e-10,1.2035369009765835e-07,0.0010057541123713548,0.009091198801289332,6.8564665453807316e-06,1.640480363625819e-08,0.010733067523645456,1.8697393204897394e-08,5.855564984488694e-09,0.0005543523301762935,6.413240616958444e-07,0.023544068468479604,5.256119621935211e-06,0.061595420793749356,0.005065250684611133,9.260349916346982e-06,2.808754178928943e-07,4.431132259148629e-09,3.5529317006982056e-06,0.0006357197946690437,3.76,0.0,0.00046899758290090676,0.37296774242315267,0.5132539847109868,0.06956555280490186,0.44640879070007694,1.7451290277342778e-05,0.1737504226296836,1.671826444800301e-05,3.6937762762871234e-06,3.198291615815379e-06,6.660067469474527e-05,5.362964462700207e-07,3.816340554921521e-05,0.0005776434958168466,0.007035177405765084,0.004831710419471586,1.5153773615458288e-12,1.5186876443784e-13,1.940679673874437e-09,3.2498221333658724e-08,0.013760741022167169,6.900074459740758e-11,5.496955570697254e-10,0.0011946714201771693,2.863856780454348e-08,2.3431805740693717e-10,8.1642351906214e-05,1.9171938311159166e-13,1.5463996829610913e-06,0.008859037235035781,5.666445970590908e-06,6.339073002429163e-09,4.506199983901458e-07,2.0585570908810757e-06,1.2422693215148934e-07,8.669403625984274e-10,1.6320605064599318e-13,0.0007447764114981017,2.5939751745724083e-09,0.00016453112010261846,7.054188232157427e-13,6.846147053643007e-05,0.0001467825376459193,3.996627819985217e-07,3.045216778102638e-11,0.00011403198133490934,9.682622896213177e-07,0.0004921054690950779,0.0003499156266533687,5.012671466453429e-06,2.174726217319374e-08,5.293825800459435e-07
0.001648297225138243,0.7098827478964578,0.0001099544661503028,1.0456481880731584e-05,3.0923011978476786e-05,0.31970946263231,0.0,0.0,0.0012181460950204713,0.0003759583506982716,0.637342392282446,0.029744341210915508,1.2566724513682674e-05,9.743703792029371e-14,1.549315270953056e-10,1.2024947862050375e-07,0.001004934911846071,0.009064304451998689,6.847442474858387e-06,1.6410851278487075e-08,0.010743367672154513,1.8697964564362424e-08,5.844516257462145e-09,0.0005535918987086207,6.390010771235062e-07,0.023472919300545084,5.250929264193203e-06,0.061501847751200316,0.005064306197096195,9.248613627144152e-06,2.802102857892889e-07,4.420891666544025e-09,3.542041662964062e-06,0.0006340678128322513,3.76,0.0,0.00046325733661878017,0.37222259935438684,0.5137530097649439,0.06965297223122348,0.4468320036994307,1.7413246631195244e-05,0.17335862423415935,1.6682003103873025e-05,3.6880878873497523e-06,3.1936030389853234e-06,6.636775251276709e-05,5.343299402033946e-07,3.802719235616633e-05,0.0005768613101659554,0.00700844660877841,0.004822594675790581,1.5108663577741652e-12,1.5141668709962927e-13,1.9347750017640787e-09,3.2358858631368115e-08,0.01374975255762244,6.875497209756203e-11,5.480614649230625e-10,0.0011963121617140928,2.847609220263975e-08,2.3463997058624125e-10,8.155918511627377e-05,1.9112409541790811e-13,1.5481910645752587e-06,0.00887781400955939,5.679331984209708e-06,6.31649756348886e-09,4.5107277537993666e-07,2.0594941188732062e-06,1.242790228084468e-07,8.672005703138703e-10,1.6228013441480836e-13,0.0007413384213199473,2.592179995586618e-09,0.00016462433131928783,7.044951438162398e-13,6.832469245084535e-05,0.00014698263638142077,3.984939784500289e-07,3.049367706728437e-11,0.000114307059316097,9.654466496409643e-07,0.000491248403551372,0.0003490591228961543,5.009040223268709e-06,2.175054706899097e-08,5.280888192434076e-07
0.0016537102467319813,0.7099633504674027,0.00010997247148421095,1.0443581309842818e-05,3.0864040915474033e-05,0.31973861083151317,0.0,0.0,0.0012148513228671695,0.0003740788115375069,0.6383358025073245,0.02981227496467686,1.2535241905342265e-05,9.758009795252705e-14,1.548304527274076e-10,1.2014611233965693e-07,0.0010041183293939787,0.009037506009118393,6.838454350038382e-06,1.6416900749983345e-08,0.01075363110089334,1.8698563597601164e-08,5.833541181890315e-09,0.0005528312699655682,6.366917075915255e-07,0.023401924122388753,5.245784341754799e-06,0.06140860565350182,0.005063326896377009,9.236936742053767e-06,2.795479829307278e-07,4.410708889423977e-09,3.5312185441986556e-06,0.0006324209294962951,3.76,0.0,0.0004576186024217239,0.37147985477467105,0.5142504966522061,0.06973999748689999,0.4472535854498617,1.737542819929666e-05,0.17296825294211557,1.66459526585416e-05,3.6824371306284645e-06,3.188944015002278e-06,6.613628365487481e-05,5.323759008101384e-07,3.789184426251247e-05,0.0005760835841912584,0.00698190299635659,0.004813513994222385,1.5063825293071286e-12,1.5096733313077828e-13,1.9289062797853537e-09,3.222045016702905e-08,0.013738738021393405,6.851077919653519e-11,5.464308959979904e-10,0.001197948720250807,2.8314903109500672e-08,2.3496106285958964e-10,8.14766802458861e-05,1.9053241644516864e-13,1.5499814671059553e-06,0.008896500454543984,5.692195152998534e-06,6.294067512440266e-09,4.515252936165825e-07,2.0604168219609438e-06,1.2433030846000198e-07,8.674613938943707e-10,1.613615497074362e-13,0.0007379270402967161,2.5903977166020225e-09,0.00016471653066319264,7.035773061776763e-13,6.818835463514352e-05,0.00014718094766736313,3.9733050989856555e-07,3.0534815552840376e-11,0.00011458043970378616,9.626494744386538e-07,0.000490394687531395,0.0003482080612125396,5.005456689434674e-06,2.1753695644164036e-08,5.26801797890573e-07
0.0016591232683257195,0.7100436576045166,0.00010999095632072975,1.0430756252778353e-05,3.080540410947966e-05,0.31976766115623967,0.0,0.0,0.0012115724946630277,0.00037221292515599106,0.6393256919394286,0.029880084705402075,1.2503913163048883e-05,9.772454432232967e-14,1.5473093760814508e-10,1.2004358119724454e-07,0.0010033043430933896,0.009010803187231636,6.829502016251676e-06,1.6422951707753134e-08,0.010763858064402058,1.869918999522986e-08,5.822638948191021e-09,0.0005520704609367161,6.343958247932331e-07,0.023331083797531325,5.240684386091155e-06,0.06131569252218805,0.005062313128773699,9.225318606708813e-06,2.7888849684009747e-07,4.400583395032011e-09,3.52046166934572e-06,0.0006307791315297343,3.76,0.0,0.0004520794307127914,0.37073949410106655,0.5147464548216195,0.06982663040637048,0.4476735476124474,1.7337832386996478e-05,0.17257930038423547,1.6610110734124305e-05,3.676823605448622e-06,3.184314219620963e-06,6.590625345778315e-05,5.304342002024567e-07,3.775735226837463e-05,0.0005753102728214751,0.006955544372885409,0.0048044682892359695,1.5019256225828504e-12,1.5052067716667303e-13,1.9230731720858185e-09,3.208298546260193e-08,0.013727697925704559,6.826814985042317e-11,5.448038698365251e-10,0.0011995811187987557,2.815498615777836e-08,2.352813387448704e-10,8.139483116524755e-05,1.8994431174878877e-13,1.5517708812224802e-06,0.00891509703634423,5.705035565877098e-06,6.271781369416221e-09,4.5197755423019764e-07,2.061325336079434e-06,1.2438079700141175e-07,8.677228115769766e-10,1.6045021464807585e-13,0.0007345419414036921,2.5886282075954886e-09,0.00016480773281028584,7.026652536142857e-13,6.805245441242165e-05,0.0001473774807275579,3.961723352302352e-07,3.057558515109468e-11,0.00011485212571305866,9.598705664100062e-07,0.0004895443478425737,0.0003473624042251472,5.001920227840021e-06,2.175670883364198e-08,5.255215110932204e-07
0.0016645362899194577,0.7101236712755101,0.00011000991437313371,1.0418005790864522e-05,3.0747097984567775e-05,0.3197966148864108,0.0,0.0,0.0012083094742360396,0.0003703605509965521,0.6403120813934261,0.029947771030011203,1.2472736969697782e-05,9.78702995230028e-14,1.5463295634072954e-10,1.1994187169797676e-07,0.0010024929313534972,0.008984195699408868,6.82058528986123e-06,1.6429003701661492e-08,0.010774048814215755,1.8699843462570048e-08,5.8118087195207805e-09,0.0005513094883349227,6.321133022821595e-07,0.02326039916280083,5.235628941842682e-06,0.061223106395699965,0.0050612652368089185,9.213758579028079e-06,2.7823180579394665e-07,4.3905146593213794e-09,3.5097703707079884e-06,0.0006291424057548299,3.76,0.0,0.00044663791671129075,0.3700015029169903,0.5152408936096101,0.0699128728075905,0.4480919016914442,1.7300456667949302e-05,0.17219175827334357,1.6574475015580443e-05,3.671246940363519e-06,3.17971334819497e-06,6.567764750554562e-05,5.285047125108977e-07,3.762370751025214e-05,0.0005745413316446607,0.00692936858295092,0.004795457474049109,1.4974953612178957e-12,1.5007669142330289e-13,1.9172753091961196e-09,3.19464541873183e-08,0.01371663277508277,6.802706820456147e-11,5.431804053679895e-10,0.0012012093800973787,2.7996327187440076e-08,2.356008027064261e-10,8.131363182870056e-05,1.8935974533675e-13,1.5535592964353315e-06,0.008933604218325165,5.717853319146899e-06,6.249637671998246e-09,4.524295585229536e-07,2.0622197938021466e-06,1.24430496159555e-07,8.679847960196114e-10,1.5954604854130814e-13,0.0007311828039667961,2.5868713369557884e-09,0.00016489795220616462,7.01758930779306e-13,6.791698913631029e-05,0.00014757224473726892,3.95019413877805e-07,3.061598776534993e-11,0.0001151221206093296,9.571097312868544e-07,0.0004886974100618214,0.000346522114981421,4.9984302130623896e-06,2.1759587604228417e-08,5.242479529567089e-07
0.0016699493115131959,0.7102033934553672,0.000110029339354886,1.0405329114916773e-05,3.068911903334368e-05,0.3198254732865686,0.0,0.0,0.001205062126834074,0.000368521550154881,0.6412949915096299,0.030015334530703278,1.2441712020605212e-05,9.801736986563053e-14,1.545364936964871e-10,1.1984097803593177e-07,0.0010016840727548294,0.00895768325763661,6.81170398887817e-06,1.643505655520837e-08,0.010784203599653512,1.870052369588745e-08,5.801049733454778e-09,0.0005505483686678954,6.298440150916791e-07,0.02318987103529704,5.230617551954791e-06,0.06113084532519065,0.00506018356018684,9.20225602184362e-06,2.7757789151865633e-07,4.380502162832845e-09,3.499143988241777e-06,0.0006275107389603742,3.76,0.0,0.000441292188562148,0.3692658669296058,0.5157338222689732,0.06999872649629965,0.44850865907487336,1.7263298533947492e-05,0.17180561838375555,1.6539043203205938e-05,3.6657067506992245e-06,3.1751410915166155e-06,6.545045155283143e-05,5.265873133305145e-07,3.749090123667427e-05,0.0005737767167262248,0.006903373500776399,0.004786481460982637,1.493091481299367e-12,1.496353494945889e-13,1.911512342917552e-09,3.1810846163211917e-08,0.013705543068357964,6.77875186079172e-11,5.415605210808313e-10,0.0012028335266845017,2.7838912250345233e-08,2.3591945916905517e-10,8.123307624916437e-05,1.8877868251892316e-13,1.5553467008545463e-06,0.008952022461619804,5.730648495298032e-06,6.2276349765903195e-09,4.5288130703905933e-07,2.0631003259375393e-06,1.244794135228262e-07,8.682473299941251e-10,1.5864897190117672e-13,0.0007278493119775515,2.585126975602175e-09,0.00016498720312475344,7.008582824132291e-13,6.778195618315679e-05,0.00014776524883568302,3.938717056708825e-07,3.065602529145378e-11,0.00011539042769533616,9.543667771763472e-07,0.00048785389886520076,0.00034568715684527013,4.994986028226924e-06,2.1762332886165244e-08,5.229811168516923e-07
0.001675362333106934,0.7102828260350332,0.00011004922506616529,1.0392725444104715e-05,3.063146380678092e-05,0.3198542376044294,0.0,0.0,0.0012018303192751591,0.0003666957855210582,0.642274442738878,0.030082775794561593,1.2410837027695041e-05,9.816578756113194e-14,1.544415359140361e-10,1.1974089525473322e-07,0.0010008777461266054,0.008931265572757523,6.802857945616007e-06,1.6441110130771723e-08,0.010794322667581596,1.870123039186074e-08,5.790361247111339e-09,0.000549787118221017,6.275878397849511e-07,0.023119500210676124,5.225649763430271e-06,0.06103890737564751,0.005059068435537582,9.19081030659409e-06,2.7692673843639186e-07,4.370545392305008e-09,3.4885818713543083e-06,0.0006258841178998214,3.76,0.0,0.0004360404101320708,0.3685325719805863,0.5162252499616875,0.07008419326490181,0.44892383102448946,1.7226355510754903e-05,0.17142087255670765,1.6503813027865502e-05,3.6602026500245256e-06,3.1705971400284743e-06,6.522465151952282e-05,5.246818798068707e-07,3.7358924811902504e-05,0.0005730163846715006,0.006877557032684968,0.004777540161387901,1.4887137247581807e-12,1.4919662553192452e-13,1.905783931372587e-09,3.16761513602949e-08,0.013694429298165387,6.754948561670755e-11,5.399442349811416e-10,0.0012044535808778294,2.76827275774114e-08,2.3623731251435916e-10,8.11531585029418e-05,1.8820108913467478e-13,1.5571330827151336e-06,0.008970352224913606,5.743421173882463e-06,6.205771858737456e-09,4.533328002447749e-07,2.0639670628578887e-06,1.2452755664937455e-07,8.685103984140774e-10,1.5775890626098519e-13,0.0007245411544821137,2.583394996631068e-09,0.000165075499653202,6.999632538732327e-13,6.764735295400006e-05,0.00014795650212329558,3.927291708784768e-07,3.069569961723302e-11,0.00011565705031440365,9.516415147594082e-07,0.00048701383795239764,0.0003448574935238754,4.991587065761975e-06,2.176494560270844e-08,5.2172099539789e-07
