Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527)
5.265467120740314e-07,0.8332847144228727,3.76,0.0,0.784759483047758,0.9999111260078418,6.658397452418257e-05,0.0010225999104456788,1.517760918786695e-05,0.03807229439226507,0.03809370391411074,5.371256166112636e-10,0.0006719851337752523,2.792827279714355e-06,6.881764120846206e-06,1.2004814009404292e-05,3.181764902899017e-05,1.0978033760459508e-07,4.91519683928979e-06,0.00013842744283169007,0.000820179638363068,3.3593268010556343e-06,1.8504312172498514e-06,1.44476729922016e-06,6.2409178463969836e-06,2.6867858828861405e-06,1.743717296873693e-08,1.6640136539424455e-08,6.513266426843581e-10,6.111790797714222e-09,2.7714672220184096e-14,1.708215956020067e-08,1.766875506250534e-08,3.752016848620673e-09,7.145841914907733e-13,4.4230606009907804e-13,0.00010691689309341902,7.043791540591302e-07,7.111190618476223e-05,1.3167982743953927e-07,2.733691735783235e-14,3.752062548403214e-12,1.1296974838103439e-05,8.066005175264073e-09,5.35057181644313e-11,2.141837976735645e-09,9.175387665990772e-11,6.155002667652608e-09,6.401358072394345e-12,1.979580752713675e-15,7.412541590583004e-14,4.173081642838879e-06,8.215171766661948e-11,1.480970433226426e-11,1.7004588811874853e-10,2.479178739497188e-15,1.983251444257689e-17,2.5593971801036045e-15,3.5519366378061973e-07,2.264439577682851e-10,4.731241543995504e-11,1.2808275798384934e-12,7.545281451863123e-13,1.1606590206707498e-07,1.0041042434516096e-07,2.6036033045908886e-09,0.0009735635120127497,5.277910310709805e-06,9.702549043235541e-08,9.281017186423547e-14,5.388812110699925e-14,4.425979574476271e-09,6.596539488007289e-08,1.3120827874695208e-11,1.3820557746989456e-10,3.1028369698671144e-16,2.1217448725289177e-12,1.077783958682196e-12,2.4274257488448387e-15,2.8811701800805876e-13,3.429849001601604e-09,7.152624442494119e-11
5.355994948879185e-07,0.8333879640864483,3.76,0.0,0.784063242436464,0.9999076798089019,7.011059172399466e-05,0.001040249494741924,1.5751603164353115e-05,0.03870983726831593,0.03873217968585276,5.461306368850846e-10,0.0007051488915593831,2.845779354273695e-06,7.064754917186379e-06,1.2565249534966059e-05,3.265329059054913e-05,1.1447119396340681e-07,5.080247261985394e-06,0.0001433397116679445,0.0008592697488464682,3.471363911220717e-06,1.9499620185428766e-06,1.5213321012199982e-06,6.591186187558055e-06,2.785551575780727e-06,1.898486048553758e-08,1.8297756095724223e-08,6.731877361829166e-10,6.599556122652475e-09,3.047734962654861e-14,1.8020114237071775e-08,1.914535214955014e-08,4.090183333154714e-09,7.857985250883987e-13,4.821841519017721e-13,0.00010857924698196411,7.278140912033567e-07,7.179129345360525e-05,1.3848938876820348e-07,2.9532692410325214e-14,3.922198575195148e-12,1.1599175924759671e-05,8.474270105166564e-09,5.881529787084226e-11,2.1681799782769883e-09,9.577273480855325e-11,6.521525845860628e-09,6.6650067994856006e-12,2.15002513601276e-15,8.05657805687326e-14,4.255738741432486e-06,8.611532275236428e-11,1.5470616828565684e-11,1.8677808594778763e-10,2.73286732820631e-15,2.161920617163366e-17,2.940281094551404e-15,3.650253526354659e-07,2.3546750446011696e-10,5.130321370590756e-11,1.3548504866388784e-12,7.914504021723512e-13,1.199129276332554e-07,1.0037168627761564e-07,2.7492894159292147e-09,0.0009895941598713708,5.634238176859805e-06,9.730360326894315e-08,9.304353004046463e-14,5.403359490893976e-14,4.449159339823441e-09,6.714197051687738e-08,1.4200624672600476e-11,1.436873677393259e-10,3.3569122623067667e-16,2.2876548736403593e-12,1.1146398728309064e-12,2.5883109632450072e-15,3.0927895534729157e-13,3.4633872436934984e-09,7.80296157210541e-11
5.446522777018055e-07,0.8334913243806462,3.76,0.0,0.7833662722144904,0.9999041366755401,7.376736102949187e-05,0.0010578946013529847,1.6339535074282605e-05,0.03934678996910712,0.03937009512667217,5.551277042306566e-10,0.0007394513722378778,2.898697416129822e-06,7.249005404154681e-06,1.3140445847715968e-05,3.350207754850567e-05,1.19299881545014e-07,5.2488024996932e-06,0.00014836406343082532,0.0008996602132306838,3.585795012477012e-06,2.0534276899048185e-06,1.6012200544495068e-06,6.956757236488439e-06,2.8867018243241346e-06,2.064810653938495e-08,2.00951951678362e-08,6.955100833859889e-10,7.1212814326727955e-09,3.347307117611651e-14,1.900425703878209e-08,2.072881675390441e-08,4.454778541272868e-09,8.629806842821892e-13,5.25178148391388e-13,0.00011023597245160624,7.516085421214497e-07,7.245932252336989e-05,1.455263970665334e-07,3.188255677388286e-14,4.09866867027706e-12,1.1904717142186375e-05,8.895590194881334e-09,6.457516359912659e-11,2.194361877275793e-09,9.990818387144872e-11,6.903886781883568e-09,6.935601309839763e-12,2.3326767204847606e-15,8.747109814217997e-14,4.338834151076722e-06,9.019261153324034e-11,1.6148753676723963e-11,2.049574530469002e-10,3.009289421207012e-15,2.354539825316284e-17,3.372342523678235e-15,3.751418430572331e-07,2.447097297703742e-10,5.558886830149389e-11,1.431891696179959e-12,8.298935084354575e-13,1.2386151568265116e-07,1.0033402091198317e-07,2.900612524199747e-09,0.0010055910977530046,6.008902667320296e-06,9.759465764675846e-08,9.328865082696002e-14,5.4186151508492046e-14,4.472945086726892e-09,6.834738050128502e-08,1.5351133348246223e-11,1.4933544140767058e-10,3.627596244344403e-16,2.464034709774233e-12,1.1520912355872562e-12,2.7574566894268356e-15,3.316381381981874e-13,3.496343438796616e-09,8.503620087546542e-11
5.537050605156925e-07,0.8335947993700789,3.76,0.0,0.7826685452994191,0.999900494654756,7.755731249566333e-05,0.0010755349779128258,1.6941622861656254e-05,0.03998315126012936,0.040007449787713416,5.641168251823954e-10,0.0007749172017622401,2.9515815228617594e-06,7.43453351131792e-06,1.373051135065834e-05,3.436417467381073e-05,1.242692086008455e-07,5.420908863242433e-06,0.00015350213253557377,0.0009413784741774244,3.7026520030126625e-06,2.1609340498552137e-06,1.6845497092039612e-06,7.338158029482898e-06,2.990275672861284e-06,2.2434040992766548e-08,2.2042268380271934e-08,7.182996595613902e-10,7.679078502826619e-09,3.671818166353743e-14,2.0037000724925534e-08,2.2425710962214736e-08,4.847568772562952e-09,9.465443467164292e-13,5.714961119428915e-13,0.00011188708609528994,7.757622607649877e-07,7.311625825255364e-05,1.5279432736330432e-07,3.439617809185976e-14,4.281637496179717e-12,1.2213585711391363e-05,9.330140288933258e-09,7.081788896835695e-11,2.220392829832695e-09,1.0416220658173038e-10,7.302537159356275e-09,7.2132623976044935e-12,2.528253417739349e-15,9.48688874844564e-14,4.422379333879653e-06,9.438455707728426e-11,1.6844243294371127e-11,2.2469408985128034e-10,3.3102322727431835e-15,2.5620398571908447e-17,3.861782400490884e-15,3.8554965579328275e-07,2.5417330762048755e-10,6.018951028348404e-11,1.5120274805825718e-12,8.699356300064693e-13,1.2791443898080212e-07,1.002974477670186e-07,3.0577023186940653e-09,0.0010215536220666904,6.402577425403686e-06,9.789899653217363e-08,9.354584608844072e-14,5.4345977049736136e-14,4.4973517333899065e-09,6.958209694958835e-08,1.657593260201165e-11,1.5515464311320804e-10,3.9157295591086113e-16,2.6514082174936955e-12,1.1901365649142422e-12,2.935186782074998e-15,3.5524402202063883e-13,3.5287309677652434e-09,9.257943364539134e-11
5.627578433295796e-07,0.8336983931714111,3.76,0.0,0.7819700342696141,0.9998967517631875,8.14835199123963e-05,0.0010931703761118754,1.7558087841665528e-05,0.04061891986743286,0.040644243200888754,5.730980069628029e-10,0.0008115713308360229,3.004431761700602e-06,7.621359159585863e-06,1.4335556375853208e-05,3.523974882225108e-05,1.2938203392126803e-07,5.596613215408839e-06,0.00015875557598813968,0.0009844523305509007,3.821967180947868e-06,2.272588768125953e-06,1.7714428119583029e-06,7.735929730696203e-06,3.0963128143359333e-06,2.435015059632343e-08,2.414935172240959e-08,7.415625092745636e-10,8.275178347217273e-09,4.02299586203435e-14,2.112089395260738e-08,2.4242927878210576e-08,5.270418097560827e-09,1.0369265745782576e-12,6.213575976679529e-13,0.00011353260468995502,8.002750976668978e-07,7.376236166000338e-05,1.6029663805407356e-07,3.7083774880951284e-14,4.471272662494402e-12,1.2525769058714125e-05,9.778094023086659e-09,7.757805952228887e-11,2.2462819247703184e-09,1.0853680617555277e-10,7.717936175712435e-09,7.498113977288595e-12,2.7375076723972448e-15,1.0278799666653663e-13,4.506386034996563e-06,9.869211851898787e-11,1.755721295565221e-11,2.461054488520399e-10,3.637606218539009e-15,2.7854028750627176e-17,4.415477809989809e-15,3.9625541543639605e-07,2.638609416672939e-10,6.512658025441827e-11,1.5953351856876469e-12,9.116595039415585e-13,1.3207452856817785e-07,1.0026198672817037e-07,3.220689894753741e-09,0.0010374810125124028,6.8159521312768465e-06,9.821697006560659e-08,9.381543412640573e-14,5.451326152159439e-14,4.522394616737548e-09,7.084660045104588e-08,1.7878738132156965e-11,1.6114998959031253e-10,4.222185064272062e-16,2.8503202668152814e-12,1.2287743495432958e-12,3.121834956953049e-15,3.801474858149111e-13,3.5605630090670237e-09,1.0069466212651088e-10
5.718106261434666e-07,0.8338021099539712,3.76,0.0,0.7812707113603828,0.9998929059865723,8.554910143402545e-05,0.001110800551597736,1.81891547423094e-05,0.041254094477032426,0.04128047487864117,5.820712575277054e-10,0.0008494390387587921,3.057248247773172e-06,7.809504172259139e-06,1.4955693360323363e-05,3.612896903044263e-05,1.346412678660425e-07,5.77596297376881e-06,0.00016412607358543783,0.0010289099414085943,3.943773247134671e-06,2.3885013938674053e-06,1.8620243578161176e-06,8.150627880783966e-06,3.2048536000482837e-06,2.640429339286134e-08,2.642740818503861e-08,7.653047466688825e-10,8.911937251433363e-09,4.402665470738703e-14,2.225862810734524e-08,2.6187705034661182e-08,5.725292652232572e-09,1.1345888888135651e-12,6.74994155737987e-13,0.00011517254521225127,8.251470042377956e-07,7.439789003781756e-05,1.680367705608125e-07,3.9956144670196776e-14,4.6677447733267804e-12,1.2841254818830393e-05,1.0239623847186348e-08,8.489237854720746e-11,2.2720381885760826e-09,1.1303400652472695e-10,8.15055061964863e-09,7.790283185998874e-12,2.9612278474433785e-15,1.1125865624177234e-13,4.590866290473548e-06,1.0311624220505907e-10,1.8287788970008013e-11,2.693167652004247e-10,3.993452071816118e-15,3.0256646589874574e-17,5.041048099560817e-15,4.07265851707996e-07,2.737753654669573e-10,7.042290559723631e-11,1.6818932573363215e-12,9.551526272208674e-13,1.3634467453123572e-07,1.002276580595944e-07,3.3897077697934096e-09,0.0010533725318589227,7.249732713588687e-06,9.854893571487457e-08,9.409773981511282e-14,5.468819883892346e-14,4.548089492587496e-09,7.214138015171316e-08,1.9263406586108434e-11,1.6732667627533947e-10,4.547868763581802e-16,3.0613375012784486e-12,1.2680030480465728e-12,3.3177450378217034e-15,4.0640086341651875e-13,3.5918525445280953e-09,1.094192400590302e-10
5.808634089573536e-07,0.8339059539403665,3.76,0.0,0.7805705484601312,0.9998889552792097,8.975722021508357e-05,0.0011284252638779676,1.883505174650947e-05,0.04188867373430437,0.04191614431370498,5.910365856131111e-10,0.0008885459372794641,3.1100311227223695e-06,7.998992193699988e-06,1.5591037016069284e-05,3.7032006607260034e-05,1.40049873432192e-07,5.959006113525316e-06,0.00016961532811714364,0.0010747798300013564,4.068103307967371e-06,2.508783384072613e-06,1.956422643577876e-06,8.582822649296279e-06,3.3159390496168623e-06,2.8604713604856482e-08,2.888801433322037e-08,7.895325557393725e-10,9.591843069824998e-09,4.812754164163479e-14,2.3453044406146444e-08,2.8267638254712673e-08,6.214265081436583e-09,1.2400183843526895e-12,7.326498509610424e-13,0.00011680692485495357,8.503780372321588e-07,7.502309706261415e-05,1.7601814898391404e-07,4.302469339064449e-14,4.8712274758110645e-12,1.3160030837802883e-05,1.0714901048762488e-08,9.279977756543592e-11,2.2976705903280916e-09,1.1765585226618656e-10,8.600854949181989e-09,8.089900489027706e-12,3.2002396590089463e-15,1.2031253436665937e-13,4.675832435096297e-06,1.0765786287033198e-10,1.9036096866107776e-11,2.944615098619143e-10,4.3799489119790476e-15,3.283916927754178e-17,5.746926754339615e-15,4.1858780074293213e-07,2.8391934263604056e-10,7.610278157875072e-11,1.7717812688111357e-12,1.0005074533228244e-12,1.407278267772077e-07,1.0019448241641842e-07,3.564889899503757e-09,0.0010692274257215726,7.704641561167011e-06,9.889525843170942e-08,9.439309474037214e-14,5.4870986925234833e-14,4.5744525360514374e-09,7.34669338386947e-08,2.0733939597903325e-11,1.7369008415945477e-10,4.893720758973428e-16,3.2850491045041e-12,1.3078210879117596e-12,3.5232712107903297e-15,4.340579755747998e-13,3.6226123649897594e-09,1.187926215204596e-10
5.899161917712407e-07,0.8340099294070967,3.76,0.0,0.7798695171065064,0.9998848975634168,9.411108505230223e-05,0.0011460442762249025,1.9496010534769506e-05,0.04252265624337521,0.04255125097886363,5.999940007834185e-10,0.0009289179744585024,3.1627805536538134e-06,8.189848615121664e-06,1.6241704494812658e-05,3.794903522104123e-05,1.4561086735929702e-07,6.145791170313e-06,0.00017522506556932212,0.0011220908877822525,4.194990878210457e-06,2.6335481322195797e-06,2.0547693214323305e-06,9.033099090867976e-06,3.4296108611547094e-06,3.096005701958071e-08,3.154338784447122e-08,8.142521906013192e-10,1.03175217976279e-08,5.255295570394679e-14,2.470714128133425e-08,3.0490695975700266e-08,6.739519135864247e-09,1.353728887719581e-12,7.945818001236503e-13,0.00011843576104410152,8.759683633900419e-07,7.563823290521849e-05,1.8424417974657463e-07,4.6301466053424144e-14,5.081897508069711e-12,1.3482085176178111e-05,1.1204095777426783e-08,1.0134153167551558e-10,2.3231880466060675e-09,1.2240440892818055e-10,9.069331370299183e-09,8.397099788891158e-12,3.455407650448449e-15,1.2998279383130562e-13,4.7612971102556874e-06,1.1231790484553026e-10,1.9802261581192765e-11,3.216818664308859e-10,4.799422285389039e-15,3.561309739335704e-17,6.542439483154018e-15,4.302282063760159e-07,2.942956670096849e-10,8.219205649230794e-11,1.8650799494691927e-12,1.0478215965847568e-12,1.4522699581246962e-07,1.0016248085726992e-07,3.74637169424287e-09,0.0010850449223399738,8.181417734648064e-06,9.925631081152785e-08,9.470183734118169e-14,5.506182779710913e-14,4.601500342357356e-09,7.482376802483558e-08,2.229448791384641e-11,1.8024578689761655e-10,5.260716223662643e-16,3.5220675943061212e-12,1.348226864620522e-12,3.738778286973387e-15,4.631741628365809e-13,3.652855075879469e-09,1.2885645910894826e-10
5.989689745851277e-07,0.8341140406851733,3.76,0.0,0.7791675884825325,0.9998807307289871,9.861395103291988e-05,0.0011636573555824478,2.017226632842611e-05,0.04315604056650217,0.04318579432670514,6.089435134822241e-10,0.0009705814385384929,3.2154967323658877e-06,8.38210050702133e-06,1.6907815548050953e-05,3.888023098288132e-05,1.5132732127228765e-07,6.336367242991038e-06,0.00018095703533017537,0.0011708723784236122,4.324469883850391e-06,2.7629109971324156e-06,2.1571994532743636e-06,9.502057405247864e-06,3.54591142167001e-06,3.347938688632125e-08,3.440641604206288e-08,8.394699757548167e-10,1.109174442827583e-08,5.732434487626032e-14,2.6024082053921715e-08,3.286523404884749e-08,7.303354427071674e-09,1.4762621584407334e-12,8.610607276245904e-13,0.0001200590714568898,9.019182642602217e-07,7.62435443388251e-05,1.9271825123155803e-07,4.9799178783712694e-14,5.299934747854153e-12,1.3807406112129382e-05,1.1707377070088522e-08,1.1056137991520774e-10,2.348599426389566e-09,1.272817630530913e-10,9.556469916194883e-09,8.712018537920333e-12,3.727636724611521e-15,1.4030415106003944e-13,4.847273271840539e-06,1.170972832986349e-10,2.058640765609954e-11,3.511292327698446e-10,5.254352838585268e-15,3.859053972984655e-17,7.43788899100352e-15,4.4219412143044e-07,3.0490716279686567e-10,8.871822101681586e-11,1.9618712146005774e-12,1.0971980448291077e-12,1.4984525352434656e-07,1.0013167485708323e-07,3.934290035625166e-09,0.0011008242323559524,8.680817177897615e-06,9.963247325656179e-08,9.502431305417255e-14,5.5260927650328164e-14,4.629249928848356e-09,7.621239803386989e-08,2.394935560854043e-11,1.8699955818325873e-10,5.649866396559783e-16,3.773029645468422e-12,1.3892187407328249e-12,3.964641972726486e-15,4.938063192571567e-13,3.6825931026988785e-09,1.3965470572438623e-10
6.080217573990148e-07,0.8342182921607373,3.76,0.0,0.7784647334127366,0.9998764526326441,0.00010326912018936355,0.0011812642724748417,2.0864057933537435e-05,0.043788825223445266,0.043819773789374954,6.178851350851566e-10,0.0010135629618226694,3.268179874826718e-06,8.57577655780931e-06,1.7589492682969892e-05,3.982577252630789e-05,1.5720236286185713e-07,6.53078399643306e-06,0.00018681301039819118,0.0012211539418418007,4.4565746649775e-06,2.896989332062819e-06,2.263851565652065e-06,9.990313201208178e-06,3.664883817701392e-06,3.6172200340528724e-08,3.749068545404221e-08,8.651923063460461e-10,1.1917434106587944e-08,6.246431765754379e-14,2.740720290556237e-08,3.5400011028589095e-08,7.908191345330638e-09,1.6081891357140956e-12,9.323715399407409e-13,0.00012167687404033558,9.28228141210825e-07,7.683927484568639e-05,2.014437334103542e-07,5.3531252259294486e-14,5.52552226263709e-12,1.413598214464591e-05,1.2224912877019234e-08,1.2050565082872466e-10,2.373913555945925e-09,1.3229002231678155e-10,1.0062768527098438e-08,9.03479785451171e-12,4.0178737345685215e-15,1.5131293714446748e-13,4.933774198169148e-06,1.21996905511661e-10,2.138865943623956e-11,3.829647486930223e-10,5.747385405295342e-15,4.178423895291981e-17,8.444646946199324e-15,4.5449270900821963e-07,3.157566847327072e-10,9.571050197639887e-11,2.0622381965482554e-12,1.1487453806696475e-12,1.5458573396620002e-07,1.0010208632020312e-07,4.128783293317869e-09,0.001116564548591752,9.203612929077848e-06,1.0002413414246593e-07,9.536087446092623e-14,5.546849694777651e-14,4.6577187372755864e-09,7.763334808604399e-08,2.5703004393566094e-11,1.9395737939854e-10,6.062219598799122e-16,4.038596942348502e-12,1.4307950449787613e-12,4.201249148185341e-15,5.260129269616644e-13,3.711838696431644e-09,1.5123372005789743e-10
6.170745402129018e-07,0.8343226882756813,3.76,0.0,0.7777609223592659,0.9998720610974942,0.00010807994216037913,0.001198864800917318,2.1571627785456917e-05,0.04442100869083103,0.04445318877832618,6.268188779540258e-10,0.0010578895245609947,3.3208302208671944e-06,8.770907018214963e-06,1.82868613147272e-05,4.078584108360897e-05,1.6323917710267313e-07,6.729091664321416e-06,0.00019279478759297075,0.0012729655982292839,4.591339978704243e-06,3.035902513994035e-06,2.374867705345268e-06,1.0498497764374573e-05,3.7865718461982015e-06,3.904844537009724e-08,4.081051242939578e-08,8.914256484264498e-10,1.2797673588875253e-08,6.799669360887046e-14,2.8860021158342726e-08,3.810420396558868e-08,8.55657614514514e-09,1.7501112318434938e-12,1.0088139194752838e-12,0.00012328918703074986,9.548985206336873e-07,7.742566472238111e-05,2.1042397746475597e-07,5.751184659059964e-14,5.758846359453549e-12,1.4467801996768125e-05,1.2756870088795989e-08,1.312233934249752e-10,2.39913922371065e-09,1.3743131564438337e-10,1.058873313068786e-08,9.365582643145311e-12,4.327109116961461e-15,1.6304716097320687e-13,5.020813497969918e-06,1.2701767219469944e-10,2.2209141278820243e-11,4.173598509725349e-10,6.281338569605351e-15,4.5207598129421134e-17,9.575253684352016e-15,4.671312437828287e-07,3.268471182278474e-10,1.0319996069227615e-10,2.166265277127468e-12,1.202578011646036e-12,1.5945163414564166e-07,1.0007373759380304e-07,4.329991342055865e-09,0.0011322650458286967,9.750595331209738e-06,1.0043168998852033e-07,9.571188143831223e-14,5.56847505091991e-14,4.686924636202589e-09,7.908715138423225e-08,2.7560058021204417e-11,2.0112544755034314e-10,6.498862272942294e-16,4.319457062519456e-12,1.4729540713591068e-12,4.448998155438094e-15,5.598540915808744e-13,3.740603938873651e-09,1.6364237590381755e-10
6.261273230267888e-07,0.8344272335282704,3.76,0.0,0.777056125417998,0.9998675539124736,0.00011304981485869401,0.0012164587183286454,2.2295221994139067e-05,0.04505258940150781,0.04508603868406739,6.357447554937083e-10,0.0011035884588434432,3.3734480340637716e-06,8.967523651076081e-06,1.9000049915589475e-05,4.176062055906426e-05,1.6944100750961225e-07,6.931341051952964e-06,0.00019890418776901138,0.0013263377520936017,4.728801002126043e-06,3.179771973170068e-06,2.4903934955773344e-06,1.10272583290165e-05,3.91102002565624e-06,4.211853833935906e-08,4.4380974843627984e-08,9.181765392109404e-10,1.3735713021378945e-08,7.394655567972889e-14,3.0386243871921356e-08,4.0987424717864854e-08,9.251186203400319e-09,1.90266167399082e-12,1.0907029383528501e-12,0.00012489602897404134,9.819300593488564e-07,7.800295118371398e-05,2.1966231540088257e-07,6.175589771338809e-14,6.000096634931295e-12,1.4802854618869262e-05,1.3303414564153567e-08,1.4276651371911064e-10,2.4242851851630973e-09,1.427077933224412e-10,1.1134877723091069e-08,9.704521718282524e-12,4.6563785852552584e-15,1.7554657452451931e-13,5.108405118419881e-06,1.3216047883913504e-10,2.3047977766600938e-11,4.5449685700638063e-10,6.859214728735981e-15,4.887470814576001e-17,1.0843526227454791e-14,4.801171132942437e-07,3.3818137951485915e-10,1.1121959612605549e-10,2.2740381213843713e-12,1.2588164095387926e-12,1.6444621481570848e-07,1.0004665148163397e-07,4.538055578886659e-09,0.001147924880586473,1.0322572242075808e-05,1.00855545631546e-07,9.607770131199344e-14,5.5909907602872636e-14,4.7168859245348794e-09,8.057435020056463e-08,2.952530678571578e-11,2.0851018350254512e-10,6.960920045202382e-16,4.616324392716601e-12,1.515694078256823e-12,4.708299095808788e-15,5.953915785863722e-13,3.768900747888293e-09,1.7693217541177987e-10
6.351801058406759e-07,0.8345319324737664,3.76,0.0,0.7763503123146425,0.9998629288317931,0.00011818218514530482,0.0012340458054455094,2.3035090390224272e-05,0.045683565743892485,0.0457183228759079,6.446627822115559e-10,0.001150687452500165,3.4260336017887297e-06,9.165659686144423e-06,1.9729190161374908e-05,4.2750297599312403e-05,1.758111574322929e-07,7.137583539064791e-06,0.0002051430560327156,0.0013813011963029163,4.8689933353305465e-06,3.3287212228535455e-06,2.610578192861496e-06,1.1577258353837385e-05,4.038273607519553e-06,4.5393382086766373e-08,4.8217944926882363e-08,9.454515873359165e-10,1.4734978048834135e-08,8.034030436906721e-14,3.1989776767764486e-08,4.405973679479165e-08,9.99483545523342e-09,2.0665068958464342e-12,1.1783696927416307e-12,0.00012649741874688097,1.0093235502158637e-06,7.85713684652981e-05,2.291620596556891e-07,6.62791553560422e-14,6.2494660269160966e-12,1.5141129191983176e-05,1.3864711158776964e-08,1.5518991705527614e-10,2.4493601677005012e-09,1.4812162710732644e-10,1.1701724450474813e-08,1.0051767932258743e-11,5.006764891016019e-15,1.8885274039014906e-13,5.196563353251124e-06,1.3742621711200927e-10,2.3905293928486083e-11,4.945695785514758e-10,7.484210679997325e-15,5.2800376041481497e-17,1.2264675234467452e-14,4.934578192466072e-07,3.497624157917409e-10,1.198044530215081e-10,2.385643712736378e-12,1.3175873593596673e-12,1.6957280126883436e-07,1.0002085125812229e-07,4.753118940658137e-09,0.0011635431909031765,1.0920369243303522e-05,1.0129611440365489e-07,9.645870901319821e-14,5.6144192039235787e-14,4.7476213355031236e-09,8.209549596358423e-08,3.160371212481514e-11,2.1611824051545358e-10,7.449558811543869e-16,4.9299410784097024e-12,1.559013287561771e-12,4.9795741364884975e-15,6.326888505511454e-13,3.796740882589375e-09,1.9115736640011864e-10
6.442328886545629e-07,0.8346367897250545,3.76,0.0,0.7756434524008352,0.9998581835743804,0.00012348054951049164,0.0012516258462386893,2.379148657194974e-05,0.04631393606130872,0.04635004070170041,6.535729737781406e-10,0.0011992145530082543,3.4785872354089687e-06,9.36534977956431e-06,2.0474417075627226e-05,4.375506166106906e-05,1.8235299138822732e-07,7.347871082687419e-06,0.0002115132619629008,0.0014378871161378464,5.011953004461166e-06,3.4828758893161655e-06,2.7355747444826394e-06,1.2149177801804137e-05,4.168378587859078e-06,4.888438461263362e-08,5.233812324861728e-08,9.732574731179846e-10,1.5799078265345518e-08,8.720571377554167e-14,3.367473349047765e-08,4.7331672749101074e-08,1.0790480012841839e-08,2.2423479808679495e-12,1.2721619582944403e-12,0.0001280933755787568,1.0370799279585727e-06,7.91311479248707e-05,2.3892650269601105e-07,7.109822261976748e-14,6.5071508663423815e-12,1.5482615131178482e-05,1.4440923755066066e-08,1.6855165641422496e-10,2.474372875513543e-09,1.536750103298454e-10,1.2289803691222738e-08,1.0407478307289063e-11,5.379399633272997e-15,2.0300910160081763e-13,5.285302850934763e-06,1.428157762935536e-10,2.4781215467267107e-11,5.377839669918023e-10,8.15972875767338e-15,5.700015428682828e-17,1.3855431540164616e-14,5.071609788087337e-07,3.6159320536250363e-10,1.2899173526005068e-10,2.5011703895392233e-12,1.3790242182894393e-12,1.7483478413344644e-07,9.999636068283431e-08,4.975325921762842e-09,0.001179119096116304,1.1544829848464666e-05,1.0175381831396195e-07,9.685528723883435e-14,5.6387832266554187e-14,4.779150040492364e-09,8.365114934595464e-08,3.3800411324111944e-11,2.2395651310369298e-10,7.965985848417169e-16,5.261078008378607e-12,1.6029098838102617e-12,5.263257828116498e-15,6.718111053626693e-13,3.8241359484542504e-09,2.0637506385545526e-10
