Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383)
9.444479017693473e-09,0.23747172277341583,3.76,0.0,0.5872751170425254,0.9999984808299591,1.082617904496426e-08,3.193781773813827e-05,5.020533873235425e-08,0.0012183196250399374,0.0012183663012372103,2.9343955626168177e-11,4.545458387755418e-07,3.585777979819117e-08,1.0412365212568435e-08,5.831997545742113e-09,1.4597664361056896e-06,2.8705996249500226e-10,1.1025019859605351e-07,1.3034034140143248e-06,1.7404465918257216e-06,1.3816700433954706e-07,1.5038452669553969e-09,3.645782959286705e-09,1.807464269844528e-09,2.1701386614097518e-08,6.088365849895621e-14,7.669284542811202e-15,3.875892398420444e-11,7.030094175449128e-13,3.377481968022173e-20,4.627449452303439e-11,6.314315090209753e-14,1.7245291684404098e-15,3.3715015407891784e-18,4.839874595902634e-19,3.0538517744060285e-06,3.743943577067754e-09,2.9833337919305794e-06,2.8126643493756672e-11,4.284538884728921e-18,8.74642178948325e-15,2.2908136499297705e-07,5.178543859369462e-13,2.522894602066577e-17,7.67053480225202e-11,2.7648106751966013e-13,8.439891241890332e-13,5.85829763574389e-15,3.4669944049992046e-20,2.5216961296487812e-18,5.830332829498746e-09,2.0278479886460094e-16,8.867777104474558e-16,1.1864791769919292e-16,3.8908795748182782e-22,4.9065985067570687e-23,1.727669692975548e-24,1.8327610835459066e-09,4.721188017432372e-13,6.545195623580775e-17,2.9175718655768084e-16,3.445968227176788e-17,2.3160445806326474e-11,7.572173189694355e-08,2.031742962823541e-13,3.185164928759863e-05,3.003487899686916e-10,1.2728596782507166e-07,8.705834265718617e-13,1.2348496976767006e-12
9.536727537412996e-09,0.23747226680330888,3.76,0.0,0.5872628607643902,0.9999984651730757,1.1172235492166972e-08,3.2250262515895386e-05,5.1305200529849336e-08,0.0012302062474369125,0.0012302538361426854,2.963362607643819e-11,4.644222479885899e-07,3.649962018732416e-08,1.0698771674210612e-08,5.982907047973567e-09,1.4740710791223804e-06,2.9269393891799433e-10,1.1100642169475866e-07,1.3184737263781104e-06,1.765054048039096e-06,1.3869965161647153e-07,1.5323784209700988e-09,3.729165573436501e-09,1.8586275854448798e-09,2.2073583262989244e-08,6.30375462654211e-14,8.009283864114515e-15,3.903556692924025e-11,7.203242269829331e-13,3.5329233135328105e-20,4.6970394296414384e-11,6.523461142282551e-14,1.7977698915311467e-15,3.516510562400246e-18,5.055630879286614e-19,3.083507297482765e-06,3.817211177423692e-09,3.0116313581403446e-06,2.8940348976631437e-11,4.391527605348237e-18,8.90757156247439e-15,2.3142023987685103e-07,5.331481693955242e-13,2.657691725981296e-17,7.764451268193992e-11,2.813832441041807e-13,8.677090087705047e-13,6.015053524845369e-15,3.577211845013049e-20,2.6137584410125073e-18,5.969745250851387e-09,2.1040650513729435e-16,9.112010496846076e-16,1.237490445686315e-16,4.0940884810161823e-22,5.125094562348107e-23,1.8445795195636582e-24,1.8638331888624113e-09,4.827598240806668e-13,6.862093681315014e-17,2.9921813568606296e-16,3.580051737210958e-17,2.3801187947604627e-11,7.589888397755102e-08,2.0985263116163164e-13,3.216241837812201e-05,3.0776840835242756e-10,1.2887002950851204e-07,8.954916891646761e-13,1.2602825987582963e-12
9.628976057132518e-09,0.23747281082829064,3.76,0.0,0.5872506046046951,0.9999984494983628,1.1525640624176902e-08,3.2562716506254614e-05,5.2416832860256804e-08,0.001242092613473076,0.0012421411234711396,2.992329988759006e-11,4.744107016973371e-07,3.7146056179584384e-08,1.0989982147292712e-08,6.136146331233578e-09,1.4883769121987043e-06,2.9838267052086205e-10,1.1176420015438891e-07,1.3335689410697056e-06,1.789795281479822e-06,1.392332428639868e-07,1.561166113500776e-09,3.813540056892288e-09,1.910706848152343e-09,2.2447544273526404e-08,6.52463993764703e-14,8.360804621076302e-15,3.931278496813638e-11,7.379022937482067e-13,3.6938351451375555e-20,4.767091836869512e-11,6.737586810132996e-14,1.8733966149060994e-15,3.66614765516709e-18,5.278772177759152e-19,3.1131594902840863e-06,3.89118433083103e-09,3.039913024361491e-06,2.9769580738508435e-11,4.5001639555242325e-18,9.069943513411943e-15,2.337610646157949e-07,5.487395661149113e-13,2.7982045797097324e-17,7.85837414673363e-11,2.8632488061478863e-13,8.918488111230582e-13,6.174207991094358e-15,3.68971414792111e-20,2.7080772511656866e-18,6.11088113657626e-09,2.1823352368639913e-16,9.360376436108518e-16,1.2901731747745062e-16,4.305757925462575e-22,5.351060986487186e-23,1.9681361849395215e-24,1.8950795783175016e-09,4.935263407533405e-13,7.190964293909654e-17,3.0679398727348744e-16,3.7178584369718696e-17,2.4452730804080902e-11,7.607283007052698e-08,2.1667931067658416e-13,3.247318084676463e-05,3.1530653689413823e-10,1.3045267015784489e-07,9.208074561759859e-13,1.2859302086948222e-12
9.72122457685204e-09,0.23747335484837295,3.76,0.0,0.5872383485631704,0.9999984338057788,1.1886469608710343e-08,3.287517969971108e-05,5.3540210435566784e-08,0.0012539787231518166,0.0012540281632253054,3.0212958248946164e-11,4.845113664084723e-07,3.779706200578958e-08,1.1286022723782766e-08,6.2917281437286685e-09,1.5026839462401032e-06,3.041261585253916e-10,1.1252353222585213e-07,1.3486891428264773e-06,1.8146705559270555e-06,1.3976778322988023e-07,1.5902081220456194e-09,3.8989059948714005e-09,1.9637087772235157e-09,2.2823246745186216e-08,6.751111813577047e-14,8.724121670499432e-15,3.9590578971001336e-11,7.557454591173418e-13,3.860352854796981e-20,4.837607513569044e-11,6.956768115343767e-14,1.9514644895950224e-15,3.820509733551347e-18,5.509477712693875e-19,3.142808353192872e-06,3.965862910757182e-09,3.0681787996921847e-06,3.0614485128973396e-11,4.6104596127127905e-18,9.233533507071425e-15,2.3610383890863316e-07,5.646314219841322e-13,2.944612174851493e-17,7.952301284043649e-11,2.9130601930088297e-13,9.164119288391446e-13,6.335768393803157e-15,3.804524406801636e-20,2.804680506132291e-18,6.2537388961377916e-09,2.2626917893905917e-16,9.61289944683119e-16,1.3445655765829865e-16,4.526152152049954e-22,5.584678864478649e-23,2.098647183137294e-24,1.9264986217461294e-09,5.044184677737895e-13,7.532132802425879e-17,3.144854810589355e-16,3.859449291852879e-17,2.5115134489877302e-11,7.624365583566979e-08,2.2365605522865262e-13,3.278393669244713e-05,3.229641423702641e-10,1.3203380841451616e-07,9.4653154513029e-13,1.3117911319087165e-12
9.813473096571563e-09,0.23747389886356757,3.76,0.0,0.5872260926395456,0.9999984180952817,1.2254797432885716e-08,3.318765208676533e-05,5.4675307656131024e-08,0.0012658645764764762,0.0012659149554079111,3.0502600302457576e-11,4.947244093127483e-07,3.845261204019533e-08,1.1586919195242473e-08,6.44966523517558e-09,1.5169921922002124e-06,3.099244042031725e-10,1.132844182764847e-07,1.363834413196018e-06,1.8396801329048595e-06,1.4030327804696367e-07,1.6195042287532983e-09,3.985262934804802e-09,2.0176400597544584e-09,2.3200668284265485e-08,6.983261072044907e-14,9.099513890253266e-15,3.986894783292005e-11,7.738555690961652e-13,4.032613876745853e-20,4.908587288072527e-11,7.181081714625101e-14,2.0320294612860777e-15,3.979694703689353e-18,5.747929398792927e-19,3.172453886591912e-06,4.041246790688585e-09,3.0964286931936257e-06,3.1475208488204754e-11,4.7224262591444975e-18,9.398337535445812e-15,2.384485624542617e-07,5.808265822678688e-13,3.0970971116906363e-17,8.046230615535367e-11,2.9632670342697194e-13,9.414017628157384e-13,6.4997419568943704e-15,3.921665745187069e-20,2.9035961678408023e-18,6.398316853020819e-09,2.3451681126301166e-16,9.869603857559949e-16,1.4007063776489494e-16,4.755540983683992e-22,5.826132000124197e-23,2.236431153488089e-24,1.958088710639418e-09,5.154363195885097e-13,7.885929892324246e-17,3.222933596090596e-16,4.0048854961225245e-17,2.5788458559038372e-11,7.641144454452632e-08,2.3078458667866647e-13,3.3094685914087564e-05,3.3074219401141447e-10,1.3361336553721804e-07,9.726647266237547e-13,1.3378639886813407e-12
9.905721616291086e-09,0.23747444287388644,3.76,0.0,0.5872138368335509,0.99999840236683,1.2630698902076108e-08,3.350013365792328e-05,5.5822098615426426e-08,0.0012777501734503533,0.0012778015000216828,3.079224079925962e-11,5.050499981621834e-07,3.911268079978193e-08,1.1892697054736836e-08,6.609970358358664e-09,1.531301661082792e-06,3.1577740887572905e-10,1.1404685896541556e-07,1.3790048326035906e-06,1.8648242736121994e-06,1.4083973261293685e-07,1.6490542203917726e-09,4.072610387561245e-09,2.0725073508559006e-09,2.357978698250511e-08,7.22117931141952e-14,9.487264207096299e-15,4.0147890553453295e-11,7.922344741670473e-13,4.210757701152088e-20,4.980031986462102e-11,7.410604894172995e-14,2.1151482760139758e-15,4.1438014639768034e-18,5.994311863080426e-19,3.2020960908639027e-06,4.117335844130701e-09,3.1246627138910656e-06,3.235189714764884e-11,4.836075556795746e-18,9.564351615449473e-15,2.4079523495164984e-07,5.973278916065758e-13,3.255845604176476e-17,8.14016016175468e-11,3.0138697647417324e-13,9.668217177916797e-13,6.6661357736026984e-15,4.041161334232544e-20,3.004852214618141e-18,6.544613247453575e-09,2.429797767867585e-16,1.0130513802675646e-15,1.4586348211282873e-16,4.994199877161242e-22,6.07560693496583e-23,2.3818181318462898e-24,1.9898482576829288e-09,5.265800090698399e-13,8.25269161722809e-17,3.3021836645339434e-16,4.154228473219139e-17,2.6472762012825815e-11,7.657627714593228e-08,2.380666283329806e-13,3.3405428510601497e-05,3.3864166339899203e-10,1.3519126532909836e-07,9.992077251658487e-13,1.3641474152949447e-12
9.997970136010608e-09,0.23747498687934174,3.76,0.0,0.5872015811449164,0.9999983866203822,1.3014248639816962e-08,3.381262440369627e-05,5.698055709632169e-08,0.0012896355140767251,0.00128968779706934,3.108188559565348e-11,5.154883011039838e-07,3.977724294377573e-08,1.2203381498113081e-08,6.772656269853316e-09,1.5456123639445435e-06,3.216851739145521e-10,1.1481085325770254e-07,1.3942004830498414e-06,1.89010324143862e-06,1.413771515016615e-07,1.678857889486791e-09,4.160947828092354e-09,2.128317273760879e-09,2.3960581394193375e-08,7.464958905267374e-14,9.887659616650723e-15,4.042740788321186e-11,8.108840290125184e-13,4.394925884718061e-20,5.051942442412038e-11,7.645415564735429e-14,2.200878484127945e-15,4.312929906557076e-18,6.248812459661442e-19,3.23173496639145e-06,4.194129944607999e-09,3.152880870774363e-06,3.3244697430922807e-11,4.951419194092798e-18,9.731571777981672e-15,2.431438560998427e-07,6.141381940164914e-13,3.4210474967525363e-17,8.234088026782246e-11,3.06486881396579e-13,9.92675202779217e-13,6.834956809996452e-15,4.1630343997820415e-20,3.1084766432829967e-18,6.692626237858687e-09,2.516614472826813e-16,1.0395653223601536e-15,1.5183906684444595e-16,5.242409962402336e-22,6.333292963212347e-23,2.535149741857969e-24,2.0217756963147142e-09,5.378496474414275e-13,8.632759414491389e-17,3.3826124491260656e-16,4.30753987497176e-17,2.7168103304820927e-11,7.673823230105934e-08,2.45503904945736e-13,3.3716164480902084e-05,3.4666352435975673e-10,1.367674340988497e-07,1.0261612197895857e-12,1.390640063946591e-12
9.999999999999999e-09,0.2374755308799456,3.76,0.0,0.5872013114683996,0.9999983862736899,1.3022774946336907e-08,3.381950064652018e-05,5.7006179154898135e-08,0.0012898970397804922,0.001289949343917223,3.108825902644553e-11,5.157192573019335e-07,3.979191650121916e-08,1.2210273251513671e-08,6.776262926124924e-09,1.5459272748852408e-06,3.218157858911536e-10,1.1482768186957531e-07,1.394535137016372e-06,1.8906610054366405e-06,1.4138898789985583e-07,1.6795165492001355e-09,4.162902759010545e-09,2.129555981174425e-09,2.396897919040933e-08,7.470389715320503e-14,9.896614419839616e-15,4.043356493867292e-11,8.112974567216826e-13,4.399047200527673e-20,5.0535300250150954e-11,7.650642456785093e-14,2.2027947211687305e-15,4.316708687106919e-18,6.254505284682442e-19,3.2323871116375754e-06,4.19582767170147e-09,3.1535016132206167e-06,3.326452514701953e-11,4.953976390475363e-18,9.735264872323628e-15,2.431955577701197e-07,6.145115888768741e-13,3.4247566718337e-17,8.236154810783773e-11,3.065995471821722e-13,9.93248991163634e-13,6.838698942844371e-15,4.1657430403415196e-20,3.110783669135906e-18,6.695902447331128e-09,2.518549661683506e-16,1.0401535168241686e-15,1.5197264060528045e-16,5.2479812105540555e-22,6.339056941551245e-23,2.5386156845836104e-24,2.0224801132727725e-09,5.380990449648023e-13,8.641274775142508e-17,3.3843955382733165e-16,4.310958475301268e-17,2.7183528354399428e-11,7.6741764239266e-08,2.4566931558164694e-13,3.372300193351749e-05,3.4684142337906525e-10,1.3680209657893472e-07,1.0267589331468592e-12,1.391225358522079e-12
1.009021865573013e-08,0.2374755308799456,3.76,0.0,0.5871893255733726,0.9999983708558974,1.340552108669227e-08,3.412512431460098e-05,5.815065658289235e-08,0.0013015205983588577,0.0013015738465535999,3.1371522610943384e-11,5.260394866761669e-07,4.04462732728822e-08,1.2518997426042498e-08,6.9377357311004044e-09,1.5599243118944031e-06,3.2764770074131564e-10,1.1557639878289109e-07,1.4094214480270677e-06,1.9155173018701384e-06,1.4191553830271555e-07,1.7089150348001468e-09,4.250274696415609e-09,2.1850764200091737e-09,2.4343030527400172e-08,7.71469300911253e-14,1.0300991211472459e-14,4.0707501425761176e-11,8.298060925648143e-13,4.5852620659820995e-20,5.124319495477344e-11,7.885592267486294e-14,2.289278445658094e-15,4.4871809197374115e-18,6.511621289804236e-19,3.2613705135570664e-06,4.271628965663955e-09,3.1810831727988087e-06,3.415375565382532e-11,5.068468934470653e-18,9.899994163159986e-15,2.454944255979603e-07,6.31260332889777e-13,3.5928962914443805e-17,8.328012396095502e-11,3.116264608320064e-13,1.0189656308565084e-12,7.0062119067655176e-15,4.2873082122483264e-20,3.214497472817308e-18,6.8423539030727705e-09,2.605652099811487e-16,1.0665045870727672e-15,1.5800142017016237e-16,5.500458103893318e-22,6.599382151941319e-23,2.6967794992664483e-24,2.0538694804886634e-09,5.492453442858215e-13,9.026480128368833e-17,3.4642273912928996e-16,4.464881572989724e-17,2.7874540347665724e-11,7.689738643708171e-08,2.5309814270527724e-13,3.402689382390012e-05,3.5480875300020575e-10,1.3834180060113216e-07,1.0535258450743964e-12,1.4173406025270853e-12
1.0182467175449653e-08,0.23747607487570982,3.76,0.0,0.58717707011865,0.9999983550733345,1.3804590498145868e-08,3.4437633381159447e-05,5.9332370285282765e-08,0.001313405426299987,0.0013134596484771746,3.166114138724117e-11,5.367037239618768e-07,4.111974672845851e-08,1.2839569446223527e-08,7.105221509901531e-09,1.5742375160898067e-06,3.3366499082821507e-10,1.163434938928305e-07,1.4246678098797277e-06,1.9410667200091762e-06,1.4245489620402658e-07,1.739225460406411e-09,4.3405903988582475e-09,2.2427913496597912e-09,2.4727113851135803e-08,7.970475571602726e-14,1.0727554209145637e-14,4.0988171677167004e-11,8.490025282928698e-13,4.781911979746087e-20,5.197163980937934e-11,8.131214184221028e-14,2.380407335770037e-15,4.666656389204553e-18,6.782931220415954e-19,3.2910027327431732e-06,4.349832780861048e-09,3.2092696288861683e-06,3.5079218123480977e-11,5.187236588145143e-18,1.0069615065382887e-14,2.4784694314519655e-07,6.486971509947838e-13,3.7715891769168726e-17,8.421931533019797e-11,3.1680575787544223e-13,1.0456964186731522e-12,7.179907779868535e-15,4.4140060783377604e-20,3.322942746023981e-18,6.993794245131592e-09,2.696944673665036e-16,1.0938715305524755e-15,1.6435462262111905e-16,5.768636964020643e-22,6.874069359678234e-23,2.8670731176587034e-24,2.0861280846828066e-09,5.607672076654944e-13,9.434206034825509e-17,3.547035955993971e-16,4.6263156491555776e-17,2.859213051973124e-11,7.705381381435322e-08,2.608510692016513e-13,3.43376165385038e-05,3.6307832782714745e-10,1.3991429596197956e-07,1.0813021921937274e-12,1.4442477145794704e-12
1.0274715695169176e-08,0.23747661886664626,3.76,0.0,0.5871648147804787,0.9999983392726529,1.4211530941946026e-08,3.475015159389902e-05,6.052567116532867e-08,0.0013252899979033,0.0013253452028427737,3.1950753142608586e-11,5.474811827198118e-07,4.179763839159323e-08,1.3165121875835488e-08,7.275126382353838e-09,1.588551987733521e-06,3.397370456983166e-10,1.1711213899355447e-07,1.439939647669468e-06,1.9667517585722174e-06,1.4299522879899675e-07,1.7697889746804523e-09,4.431894309591823e-09,2.3014685915290715e-09,2.5112811298766037e-08,8.232401340037599e-14,1.1167647984627441e-14,4.1269417372863496e-11,8.684752043893483e-13,4.985023472706918e-20,5.270476723178487e-11,8.382361142929293e-14,2.474325151272059e-15,4.851459198237403e-18,7.062937904534076e-19,3.3206316243321013e-06,4.428741263780756e-09,3.2374402479259494e-06,3.602123113759967e-11,5.307733946113102e-18,1.0240430866731245e-14,2.5020140844081863e-07,6.664514904763674e-13,3.95732706049559e-17,8.515843773626718e-11,3.220248164675782e-13,1.0728709862680678e-12,7.356051022684823e-15,4.543151346997261e-20,3.433840529216792e-18,7.146945192686264e-09,2.7905263694757065e-16,1.1216684902921178e-15,1.7090280734054793e-16,6.0472450724917145e-22,7.157552257084855e-23,3.0464088385967455e-24,2.1185500038183177e-09,5.724153442660539e-13,9.856294869884007e-17,3.6310456331192645e-16,4.791904389915717e-17,2.932093067292417e-11,7.720758660868373e-08,2.6876441338746163e-13,3.464833262361873e-05,3.7147322981921464e-10,1.414848535874255e-07,1.1094908099956305e-12,1.4713600994524472e-12
1.0366964214888698e-08,0.23747716285276674,3.76,0.0,0.5871525595585895,0.9999983234538119,1.4626416297049738e-08,3.506267894335237e-05,6.173053194305774e-08,0.0013371743131719526,0.0013372305096531012,3.224037246247984e-11,5.583720332638458e-07,4.2479923482225e-08,1.349567874388895e-08,7.447463134435079e-09,1.6028677380753868e-06,3.4586386692573166e-10,1.1788233478726206e-07,1.4552370391843549e-06,1.992572679762806e-06,1.435365398605099e-07,1.8006053911072112e-09,4.524185771958303e-09,2.361114643403167e-09,2.550010324559436e-08,8.500565855126435e-14,1.1621576105479155e-14,4.155123749361124e-11,8.882259935272744e-13,5.194746521050532e-20,5.344258544361677e-11,8.639113613511474e-14,2.5710927177451192e-15,5.041693228889349e-18,7.351839805415044e-19,3.3502571887060905e-06,4.508354288023553e-09,3.2655950387765155e-06,3.697994098507272e-11,5.429972795090656e-18,1.04124379551202e-14,2.5255782118416843e-07,6.845261928560563e-13,4.150314598744398e-17,8.609747522616531e-11,3.272836806373325e-13,1.1004927575718024e-12,7.534648110961378e-15,4.6747674244692074e-20,3.547218913215175e-18,7.301804603963481e-09,2.886431510415599e-16,1.1498977853538872e-15,1.7765016038402494e-16,6.336586896334352e-22,7.450031351344629e-23,3.2351777768955323e-24,2.151133752760366e-09,5.841898593915736e-13,1.0293109857377927e-16,3.716263920175688e-16,4.9617102854120366e-17,3.006099714123518e-11,7.73587749827355e-08,2.768399055616665e-13,3.4959042078148015e-05,3.7999444233646395e-10,1.4305340908422446e-07,1.1380922060247237e-12,1.4986764723477512e-12
1.045921273460822e-08,0.23747770683408378,3.76,0.0,0.5871403044527129,0.9999983076167708,1.5049320253839728e-08,3.537521542005742e-05,6.294692509066279e-08,0.0013490583721090961,0.0013491155689108576,3.252998860358771e-11,5.693764462353011e-07,4.316657735844287e-08,1.3831263793087137e-08,7.622244562704276e-09,1.6171847784160865e-06,3.520454561356664e-10,1.1865407971687792e-07,1.470560064590972e-06,2.0185297486749135e-06,1.440788322755982e-07,1.8316745296154318e-09,4.617464099218577e-09,2.4217359721967076e-09,2.5888970477661637e-08,8.775065446934994e-14,1.2089646362369717e-14,4.183363311234049e-11,9.082567725044663e-13,5.4112332470497776e-20,5.418510277118176e-11,8.901552703897336e-14,2.6707716954928277e-15,5.237463365073738e-18,7.649838219328286e-19,3.3798794262472863e-06,4.588671727208897e-09,3.293734010265732e-06,3.795549394716977e-11,5.553965001049734e-18,1.0585632767207855e-14,2.549161810746652e-07,7.02924099032072e-13,4.350760221946562e-17,8.703641251981504e-11,3.3258239358948193e-13,1.1285651609020724e-12,7.715705407233694e-15,4.808877777754304e-20,3.663106017522645e-18,7.458370268462037e-09,2.9846945660959716e-16,1.1785617165394546e-15,1.846009209653431e-16,6.636972899887005e-22,7.75171000918333e-23,3.433784237863703e-24,2.1838778657187116e-09,5.960908568493042e-13,1.0745019730251173e-16,3.802698311955138e-16,5.1357960269970994e-17,3.0812385747800214e-11,7.750744712718589e-08,2.850792773756506e-13,3.526974490099231e-05,3.886429510026605e-10,1.4461990021417187e-07,1.1671068473941798e-12,1.5261955640610388e-12
