Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383)
7.876254182461591e-09,0.2374624735023226,3.76,0.0,0.587483492154743,0.9999987443109138,5.993903261802865e-09,2.6627675281382635e-05,3.3331163195135055e-08,0.001016207817673508,0.0010162403258924925,2.4418640419860043e-11,3.036307677884002e-07,2.5675303979133893e-08,6.251681779556278e-09,3.6106060692513592e-09,1.2167592825321851e-06,1.9965895721679186e-10,9.763316335173053e-08,1.0509364904975274e-06,1.342336324012768e-06,1.292473364826387e-07,1.0579696825611005e-09,2.3802216983364567e-09,1.0711564781780837e-09,1.56687617197387e-08,3.1841943155464325e-14,3.4046004261816703e-15,3.414284234539327e-11,4.4717317976672064e-13,1.4503468898470395e-20,3.5143585388487044e-11,3.450026230226856e-14,7.947805424613132e-16,1.525319952410857e-18,2.1408885178927329e-19,2.549197978507869e-06,2.606466690222138e-09,2.4998334464487235e-06,1.6527317986856788e-11,2.7066877592028904e-18,6.198365695395991e-15,1.8961911197986109e-07,3.0063420011149505e-13,9.49127580215282e-18,6.07755531704276e-11,1.991422722005466e-13,5.017241424069302e-13,3.55258519454491e-15,1.9206576986669963e-20,1.2748465157766898e-18,3.7250656884471784e-09,1.0148906984929855e-16,5.323327106036355e-16,5.404284586306468e-17,1.5004122357748452e-22,2.1724076417855568e-23,5.072177235400369e-25,1.3328898502061531e-09,3.103004803313386e-13,2.6997734996365806e-17,1.8179107952641795e-16,1.678369576423765e-17,1.3859207724178012e-11,7.212335398227437e-08,1.1067993491655674e-13,2.6567562635097107e-05,1.9142160205276854e-10,1.0023290723225927e-07,5.084480915607946e-13,8.367679502216187e-13
7.968502702181114e-09,0.2374630176175134,3.76,0.0,0.5874712338216268,0.9999987289504696,6.226696490831165e-09,2.6939961985284648e-05,3.422745381740144e-08,0.001028098798749763,0.001028132070029317,2.4708470874789358e-11,3.116274089340386e-07,2.6234933155386012e-08,6.46071467466869e-09,3.7238680419311766e-09,1.231045309390905e-06,2.0436223564692264e-10,9.836283026423399e-08,1.065596341898894e-06,1.3647090837979904e-06,1.2976558453375336e-07,1.08213605115178e-09,2.4467232193005595e-09,1.107808971663057e-09,1.60069360796858e-08,3.319177369905717e-14,3.587037648210648e-15,3.440992793081755e-11,4.60290056396544e-13,1.5316002630046165e-20,3.576215720924306e-11,3.585556581174475e-14,8.351562368351212e-16,1.6055228108808961e-18,2.2560093782230746e-19,2.578910174936151e-06,2.667720510761134e-09,2.5284027465898918e-06,1.7099476266892577e-11,2.7874185585180603e-18,6.338008778710933e-15,1.9192479317847067e-07,3.113045851844243e-13,1.0108210449328632e-17,6.170922878301008e-11,2.0337968265890298e-13,5.188217110659403e-13,3.669836518371759e-15,1.995536429047911e-20,1.332816289706623e-18,3.835035983172993e-09,1.0611256540562783e-16,5.501260709785211e-16,5.683863094920328e-17,1.5951332083354048e-22,2.289078896520263e-23,5.487713049966787e-25,1.3607275954578243e-09,3.188277192651329e-13,2.8578770947188944e-17,1.874105062966634e-16,1.758232398920188e-17,1.4326117439593231e-11,7.237083236725086e-08,1.1509807871833148e-13,2.687844413479546e-05,1.9697225396162325e-10,1.0182569342272169e-07,5.266048750191402e-13,8.583224394133823e-13
8.060751221900636e-09,0.2374635617275938,3.76,0.0,0.587458975611571,0.9999987135729489,6.46553517634958e-09,2.7252258064225462e-05,3.513587866879647e-08,0.0010399895234031746,0.0010400235665420498,2.499824331029135e-11,3.1973334105267286e-07,2.679961880326389e-08,6.674059789286898e-09,3.839241330739588e-09,1.2453323495304106e-06,2.09120255835029e-10,9.909406277229099e-08,1.0802796759955188e-06,1.3872112786326994e-06,1.3028453780702204e-07,1.1065616237245852e-09,2.5142163626399953e-09,1.1452580535458257e-09,1.6347349092588513e-08,3.4582425881287075e-14,3.7769103357127666e-15,3.4677552519408135e-11,4.736395640118103e-13,1.616320316228575e-20,3.638521025950669e-11,3.7248673605289045e-14,8.770962607134113e-16,1.6888571582387094e-18,2.3758610891955176e-19,2.6086190345660388e-06,2.729682038320978e-09,2.5569559851521993e-06,1.7684671611896036e-11,2.869603688493093e-18,6.4789596982531345e-15,1.9423242936296342e-07,3.2222410768054284e-13,1.0757059340449297e-17,6.264351980046013e-11,2.076559153037639e-13,5.362819875916916e-13,3.789337673862905e-15,2.0723116909359063e-20,1.3925684092651016e-18,3.946740242989854e-09,1.108875137763603e-16,5.682877708605616e-16,5.974420849034622e-17,1.6946136217312918e-22,2.4105383521954156e-23,5.931787910197567e-25,1.3887708885613435e-09,3.2747817394204916e-13,3.02321212910839e-17,1.9313247886834367e-16,1.8408233185154065e-17,1.4802712340472767e-11,7.261320175798865e-08,1.196355710090124e-13,2.718931903059364e-05,2.026253284208972e-10,1.0341893251094429e-07,5.451469857991387e-13,8.801176656459187e-13
8.152999741620158e-09,0.23746410583257516,3.76,0.0,0.587446717524302,0.9999986981783049,6.7104971884758494e-09,2.756456350860406e-05,3.605642066957545e-08,0.0010518799916376658,0.0010519148154334921,2.5287948926080998e-11,3.2794872244365144e-07,2.7369332582490246e-08,6.891748677781988e-09,3.956738983459171e-09,1.2596204128602343e-06,2.1393301819850438e-10,9.982686401858924e-08,1.0949865672733896e-06,1.4098431485664053e-06,1.3080422422951287e-07,1.131246080234829e-09,2.582701602098318e-09,1.1835110227829048e-09,1.6689967950686442e-08,3.601467243495975e-14,3.974429422616298e-15,3.4945718873774336e-11,4.872234692399974e-13,1.7046099861002342e-20,3.701275284242859e-11,3.868024371983753e-14,9.206431385894823e-16,1.7754031548694806e-18,2.5005801126496764e-19,2.6383245577819692e-06,2.792351146044891e-09,2.585493172067484e-06,1.8283050510463867e-11,2.953254313500464e-18,6.6212126165082726e-15,1.9654202023098076e-07,3.33395624133172e-13,1.1439049974534267e-17,6.357838146723963e-11,2.1197100068458662e-13,5.541083108164106e-13,3.911098807326048e-15,2.151006186914359e-20,1.454130778683309e-18,4.060178887697794e-09,1.15816934149962e-16,5.868206313488027e-16,6.276256609506535e-17,1.7990325897500198e-22,2.5369239330366013e-23,6.405993826896532e-25,1.4170176919079742e-09,3.3625199732060574e-13,3.1960175408429706e-17,1.989577134120357e-16,1.9261984362937415e-17,1.5289063317258175e-11,7.285060160647273e-08,1.242941030378451e-13,2.7500187321452604e-05,2.0838175417166518e-10,1.0501248399214703e-07,5.640762122394986e-13,9.021519889018675e-13
8.245248261339681e-09,0.2374646499324695,3.76,0.0,0.5874344595595465,0.9999986827664915,6.961660262958294e-09,2.7876878308825316e-05,3.698906207141198e-08,0.0010637702034570389,0.0010638058167064424,2.5577671547087493e-11,3.3627371149396187e-07,2.7944046311093033e-08,7.1138125542268795e-09,4.0763740093202084e-09,1.2739095093620548e-06,2.1880052319961149e-10,1.0056123230273759e-07,1.1097170977165327e-06,1.4326049415990635e-06,1.3132466792481347e-07,1.156189101357951e-09,2.652179344096447e-09,1.2225751424989085e-09,1.7034760481772524e-08,3.7489293101337824e-14,4.17980938383433e-15,3.521443333945299e-11,5.01043542465326e-13,1.7965740064499052e-20,3.7644793491183744e-11,4.015093975756037e-14,9.658400938481965e-16,1.8652419453630694e-18,2.630305275957149e-19,2.6680267449682837e-06,2.8557277070952043e-09,2.614014317206027e-06,1.8894759445624222e-11,3.0383814520258282e-18,6.764761631673473e-15,1.9885356548023446e-07,3.448219904477792e-13,1.2155440379679533e-17,6.451377092325919e-11,2.1632496911273498e-13,5.723040234512537e-13,4.035129874562647e-15,2.2316426374362152e-20,1.517531294866602e-18,4.175352185351058e-09,1.2090386555067646e-16,6.057274499148296e-16,6.589673833217901e-17,1.908573739848562e-22,2.6683759511486157e-23,6.911990996017544e-25,1.4454659936525948e-09,3.4514933944297947e-13,3.376537102406079e-17,2.048869239140929e-16,2.0144141972363107e-17,1.5785240557930014e-11,7.308316739658667e-08,1.2907536804348206e-13,2.7811049006331377e-05,2.1424246177514267e-10,1.0660621173378056e-07,5.833942762012028e-13,9.24423780816439e-13
8.337496781059203e-09,0.23746519402728822,3.76,0.0,0.5874222017170314,0.9999986673374623,7.2191019985992724e-09,2.8189202455299992e-05,3.793378448259423e-08,0.00107566015886511,0.0010756965703636917,2.5867444070987142e-11,3.447084668199016e-07,2.8523731964671872e-08,7.3402822943496936e-09,4.198159380725734e-09,1.2881996490859456e-06,2.2372277134579831e-10,1.0129716370606788e-07,1.124471354187667e-06,1.4554969111986095e-06,1.3184588922000976e-07,1.1813903762529422e-09,2.7226499290319673e-09,1.2624576401266633e-09,1.738169515447996e-08,3.900707486194369e-14,4.393268253702676e-15,3.5483702490676096e-11,5.151015581896084e-13,1.8923189194567254e-20,3.828134084017992e-11,4.1661431086232794e-14,1.0127310521448406e-15,1.958455659411219e-18,2.765177785407115e-19,2.6977255965092363e-06,2.9198115946533574e-09,2.642519430377656e-06,1.9519944893304307e-11,3.1249962483500988e-18,6.9096010167849184e-15,2.0116706480850315e-07,3.5650606190222813e-13,1.2907519384605415e-17,6.544964717252958e-11,2.2071785186513225e-13,5.908724711828166e-13,4.16144064038346e-15,2.3142437738551088e-20,1.5827978509992583e-18,4.292260255207645e-09,1.261513666466908e-16,6.250110006012723e-16,6.914980691283416e-17,2.023425264169423e-22,2.805037119903891e-23,7.451509787780019e-25,1.4741138077600878e-09,3.5417034749848854e-13,3.5650194448507076e-17,2.1092082600716286e-16,2.1055273756121774e-17,1.6291313554352237e-11,7.331103071505218e-08,1.3398106123044167e-13,2.8121904084186798e-05,2.2020838386756893e-10,1.0819998389673226e-07,6.031028342887919e-13,9.469314245215581e-13
8.429745300778726e-09,0.23746573811704239,3.76,0.0,0.5874099439964843,0.9999986518911718,7.482899851066052e-09,2.8501535938444696e-05,3.889056892568843e-08,0.0010875498578657523,0.0010875870764080293,2.615720392974754e-11,3.5325314770072224e-07,2.9108361675295327e-08,7.571188438490842e-09,4.32210803735411e-09,1.3024908421411742e-06,2.2869976319032187e-10,1.0203465699211453e-07,1.1392494213153174e-06,1.4785193096349577e-06,1.3236790684952634e-07,1.2068496052299734e-09,2.794113634077856e-09,1.3031657076820307e-09,1.77307411087203e-08,4.056881220777116e-14,4.6150276552225274e-15,3.575352937657901e-11,5.293992957154645e-13,1.991953089782977e-20,3.892240338224416e-11,4.3212393082140373e-14,1.061360647300364e-15,2.055127410282174e-18,2.905341243985345e-19,2.727421112788988e-06,2.9846026819198942e-09,2.6710085213340417e-06,2.015875331977752e-11,3.213110059084416e-18,7.055725332246373e-15,2.03482517913628e-07,3.684506931472992e-13,1.3696607023453822e-17,6.638597097059806e-11,2.2514968272793078e-13,6.098170018637883e-13,4.2900406794580175e-15,2.3988323287684684e-20,1.6499583359009975e-18,4.410903073929278e-09,1.3156251544792008e-16,6.446740343344808e-16,7.252490099142552e-17,2.1437799900657886e-22,2.947052571830929e-23,8.026353213687512e-25,1.5029591743690435e-09,3.633151661908092e-13,3.7617180961722446e-17,2.1706014006883016e-16,2.199595061105799e-17,1.680735111158889e-11,7.353431940000254e-08,1.390128796865953e-13,2.843275255397313e-05,2.262804555083084e-10,1.0979367277024163e-07,6.232034791933304e-13,9.69673315542354e-13
8.521993820498248e-09,0.23746628220174332,3.76,0.0,0.587397686397632,0.9999986364275747,7.753131126135366e-09,2.8813878748681806e-05,3.985939588792385e-08,0.0010994393004627842,0.0010994773348422416,2.644690998984346e-11,3.6190791430536606e-07,2.9697907730193146e-08,7.806561195140462e-09,4.44823289161867e-09,1.316783098691263e-06,2.3373149933281436e-10,1.0277371496479307e-07,1.1540513780452607e-06,1.5016723847616486e-06,1.328907400501688e-07,1.2325664936172305e-09,2.8665706768503805e-09,1.3447065021339086e-09,1.808186816069328e-08,4.217530716156354e-14,4.845312840150795e-15,3.602391402482463e-11,5.439385393411366e-13,2.095586722500416e-20,3.956798940005596e-11,4.480450715933984e-14,1.1117742297651797e-15,2.1553412923504675e-18,3.0509416763548464e-19,2.7571132941916124e-06,3.050100842114463e-09,2.699481599771701e-06,2.0811331181051996e-11,3.3027342345250762e-18,7.20312926096502e-15,2.0579992449351344e-07,3.806587382071075e-13,1.4524055012342453e-17,6.732270466435797e-11,2.2962049785566383e-13,6.291409659299661e-13,4.420939383021986e-15,2.4854310383200225e-20,1.719040630760826e-18,4.531280483642292e-09,1.3714040894055167e-16,6.647192793018043e-16,7.602519756342821e-17,2.269835464461574e-22,3.094569883908941e-23,8.638399743569218e-25,1.5320001596454507e-09,3.725839380831324e-13,3.96689153035545e-17,2.233055897180076e-16,2.296674654395829e-17,1.7333421360835157e-11,7.375315773396943e-08,1.4417252229446748e-13,2.874359441464204e-05,2.3245961422039986e-10,1.1138715455744546e-07,6.436977410667617e-13,9.926478633344063e-13
8.614242340217771e-09,0.23746682628140262,3.76,0.0,0.5873854289202021,0.9999986209466255,8.029872977935904e-09,2.912623087643943e-05,4.084024531682185e-08,0.001111328486659892,0.001111367345669108,2.6736624648107813e-11,3.706729273147285e-07,3.029234257083854e-08,8.04643044343231e-09,4.576546831635834e-09,1.3310764289606926e-06,2.3881798041933663e-10,1.0351433946904505e-07,1.1688773039075173e-06,1.5249563858728868e-06,1.3341440734079833e-07,1.25854074702463e-09,2.9400212175175805e-09,1.3870871456450638e-09,1.843504674984101e-08,4.3827369038188834e-14,5.084352722290241e-15,3.629485814981185e-11,5.587210776660107e-13,2.2033318797898576e-20,4.0218107213363695e-11,4.643846055731913e-14,1.1640178735262234e-15,2.2591823815602992e-18,3.2021275534997654e-19,2.7868021411010885e-06,3.116305948475807e-09,2.7279386753337627e-06,2.1477824925422686e-11,3.3938799516853416e-18,7.351807407710037e-15,2.0811928424613346e-07,3.931330504790276e-13,1.5391247082607898e-17,6.825981211450874e-11,2.3413033369728303e-13,6.488477177242872e-13,4.5541459684601214e-15,2.5740626599370662e-20,1.790072610098888e-18,4.653392196597813e-09,1.4288816283725921e-16,6.851494412086007e-16,7.965392176676903e-17,2.4017940203124507e-22,3.247739102543689e-23,9.289605719031598e-25,1.5612348547481297e-09,3.8197680347667467e-13,4.1808032035511776e-17,2.296578975074527e-16,2.3968238699551264e-17,1.7869591770767636e-11,7.396766655562452e-08,1.4946168972503496e-13,2.905442966514292e-05,2.387467996346844e-10,1.1298030925122709e-07,6.645870887055324e-13,1.0158534917834227e-12
8.706490859937293e-09,0.23746737035603288,3.76,0.0,0.5873731715639225,0.9999986054482799,8.313202411003366e-09,2.943859231215142e-05,4.1833096592206366e-08,0.001123217416460741,0.0011232571088914053,2.7026400445941235e-11,3.7954834745652775e-07,3.089163879255084e-08,8.290825734205707e-09,4.707062720861828e-09,1.3453708432429958e-06,2.4395920714219857e-10,1.0425652713862475e-07,1.1837272862780497e-06,1.5483715704617584e-06,1.3393892356537824e-07,1.284772077020563e-09,3.0144653587965707e-09,1.4303147256171285e-09,1.879024788511569e-08,4.552581435287706e-14,5.332379892767431e-15,3.656636701241284e-11,5.737487029925039e-13,2.3153024917592214e-20,4.0872765391167963e-11,4.8114946248050403e-14,1.2181383787786057e-15,2.3667367390209964e-18,3.359049807666282e-19,2.816487653901303e-06,3.183217874261747e-09,2.7563797576100193e-06,2.215838099551943e-11,3.4865584182194115e-18,7.501754408880527e-15,2.1044059686953532e-07,4.058764827334461e-13,1.629959912647144e-17,6.919725872951975e-11,2.386792258949312e-13,6.689406158322756e-13,4.689669483054781e-15,2.6647499833363183e-20,1.8630821485574972e-18,4.777237795261616e-09,1.4880891148509677e-16,7.059672033728287e-16,8.341434699919846e-17,2.5398628134522815e-22,3.406712758587511e-23,9.982007075436992e-25,1.5906613749355421e-09,3.91493900048956e-13,4.403721567829834e-17,2.3611778460339297e-16,2.5001007318475685e-17,1.8415929152986807e-11,7.417796326238373e-08,1.548820844878887e-13,2.9365258304423187e-05,2.4514295327558896e-10,1.1457302063137482e-07,6.858729305079886e-13,1.0392886382803788e-12
8.798739379656816e-09,0.23746791442564563,3.76,0.0,0.587360914328522,0.999998589932493,8.603196278432773e-09,2.975096304625739e-05,4.2837928552121075e-08,0.0011351060898690828,0.0011351466245119073,2.7316163226303734e-11,3.8853433574376047e-07,3.149576914393084e-08,8.539776291495487e-09,4.839793398810609e-09,1.359666351895214e-06,2.4915518024027584e-10,1.050002733830926e-07,1.1986014161276535e-06,1.5719182002139547e-06,1.344643001550991e-07,1.3112602075969716e-09,3.0899031466168388e-09,1.4743962947973175e-09,1.914744316371604e-08,4.727146711421101e-14,5.589630633579886e-15,3.683844467586251e-11,5.890232118770499e-13,2.4316143650184666e-20,4.153197255567314e-11,4.9834663190693966e-14,1.2741832741622646e-15,2.4780914126713266e-18,3.521861841752421e-19,2.846169832976053e-06,3.2508364927491817e-09,2.7848048561375025e-06,2.2853145826236693e-11,3.5807811174341094e-18,7.652965209035641e-15,2.1276386206183421e-07,4.1889188711401894e-13,1.7250559404153483e-17,7.013501146223547e-11,2.4326721108253397e-13,6.894230217823114e-13,4.827518800861161e-15,2.7575158163609153e-20,1.9380971252522793e-18,4.902816733861562e-09,1.5490580772628332e-16,7.271752268695589e-16,8.730979505034131e-17,2.684253863884758e-22,3.571645876646417e-23,1.0717721191632992e-24,1.6202778598615e-09,4.0113536294144434e-13,4.635920087121034e-17,2.4268597576795914e-16,2.606563557771967e-17,1.897249966578367e-11,7.43841618478647e-08,1.604354109106678e-13,2.9676080331427913e-05,2.5164901889463393e-10,1.1616517622300437e-07,7.075566154799083e-13,1.0629517532749916e-12
8.890987899376338e-09,0.2374684584902513,3.76,0.0,0.5873486572137286,0.999998574399221,8.899931271807135e-09,3.0063343069202573e-05,4.385471958899407e-08,0.0011469945068886091,0.001147035892533382,2.760586718883284e-11,3.9763105429491623e-07,3.210470652537279e-08,8.793311016535534e-09,4.9747516874766734e-09,1.3739629653215474e-06,2.544059005000029e-10,1.0574558040646435e-07,1.2134997749375612e-06,1.5955965287867544e-06,1.3499055015036675e-07,1.338004867496819e-09,3.1663345744031155e-09,1.5193388717234868e-09,1.9506604837055733e-08,4.906515911722323e-14,5.8563449589160175e-15,3.71110896379886e-11,6.045464062550106e-13,2.5523851994374406e-20,4.219573698330878e-11,5.159831661047345e-14,1.3322008255373652e-15,2.5933344324775556e-18,3.690719550756855e-19,2.875848678709043e-06,3.3191616772340945e-09,2.813213980403951e-06,2.356226584079596e-11,3.676559537614655e-18,7.805434955493727e-15,2.1508907952120806e-07,4.3218211513854847e-13,1.8245609080874684e-17,7.10730386143041e-11,2.47894329014991e-13,7.102982992423866e-13,4.967702624194237e-15,2.852382963962905e-20,2.015145416842263e-18,5.0301283477838696e-09,1.6118202248475627e-16,7.487761509589727e-16,9.134363653420974e-17,2.835184147171304e-22,3.74269599675849e-23,1.1498950028447758e-24,1.6500824744046813e-09,4.109013255037299e-13,4.877677289014156e-17,2.493632012923649e-16,2.7162709470071805e-17,1.953936882598244e-11,7.458637312684069e-08,1.661233749868133e-13,2.9986895745099304e-05,2.5826594292592734e-10,1.1775666704657937e-07,7.296394346329524e-13,1.0868413022712009e-12
8.983236419095861e-09,0.23746900254986222,3.76,0.0,0.5873364002192707,0.99999855884842,9.203483920567944e-09,3.037573237143785e-05,4.488344763672363e-08,0.001158882667522913,0.0011589249129585948,2.7895537246545855e-11,4.068386659187898e-07,3.271842398836634e-08,9.0514584896559e-09,5.111950393419054e-09,1.3882606939809854e-06,2.5971136875533e-10,1.0649245172396474e-07,1.2284224416068114e-06,1.6194068082674373e-06,1.3551768682338337e-07,1.3650057875484355e-09,3.2437595845864768e-09,1.5651494409000899e-09,1.9867705757123965e-08,5.0907729685665106e-14,6.132766643066437e-15,3.738430005487654e-11,6.203200926785409e-13,2.6777346021136397e-20,4.28640668757881e-11,5.340661777046987e-14,1.3922400418423013e-15,2.7125548109081884e-18,3.8657813427494145e-19,2.9055241914838914e-06,3.3881933010315417e-09,2.8416071398490897e-06,2.428588745337471e-11,3.7739050575827025e-18,7.959158792764427e-15,2.1741624894590363e-07,4.457500176988731e-13,1.928626247755548e-17,7.201130978182085e-11,2.5256062035148163e-13,7.315698154256605e-13,5.110229492538557e-15,2.949374253870585e-20,2.0942548982232072e-18,5.159171856915037e-09,1.6764074457853157e-16,7.7077259327931315e-16,9.551929113229151e-17,2.992875646719201e-22,3.9200231956900584e-23,1.2327982109864281e-24,1.6800734076572076e-09,4.207919191322351e-13,5.1292767924661924e-17,2.5615019235562346e-16,2.8292817859458065e-17,2.0116601518125864e-11,7.478470481541948e-08,1.7194768438118782e-13,3.0297704544377098e-05,2.649946741173215e-10,1.1934738752883405e-07,7.521226218711015e-13,1.110955766147874e-12
9.075484938815383e-09,0.23746954660449068,3.76,0.0,0.5873241433448765,0.999998543280046,9.513930591984454e-09,3.0688130943419724e-05,4.592409015303923e-08,0.001170770571775529,0.0011708136857903062,2.818522625958575e-11,4.161573336107697e-07,3.333689473460552e-08,9.314246972685673e-09,5.251402309549093e-09,1.4025595483961774e-06,2.6507158588767525e-10,1.0724088637013702e-07,1.2433695006026442e-06,1.6433492967757362e-06,1.360457213816521e-07,1.3922627024672814e-09,3.322178070044667e-09,1.6118349529912203e-09,2.0230719311673473e-08,5.280002546548281e-14,6.419143254863694e-15,3.765807822734534e-11,6.363460815084092e-13,2.807784106268149e-20,4.353697064738249e-11,5.5260283783150634e-14,1.4543506819670806e-15,2.8358425453870706e-18,4.0472081659968374e-19,2.935196371684119e-06,3.45793123747564e-09,2.869984343865858e-06,2.502415707191765e-11,3.872828998475033e-18,8.114131790757607e-15,2.1974537003424248e-07,4.595984450607185e-13,2.037406739202949e-17,7.294979582031715e-11,2.572661245720967e-13,7.5324094224893e-13,5.255107791376515e-15,3.048512559902989e-20,2.1754534469692317e-18,5.289946368880758e-09,1.7428518049006398e-16,7.931671500832812e-16,9.984022788664763e-17,3.157555423832555e-22,4.1037901143733797e-23,1.3207195427385317e-24,1.7102488717349994e-09,4.3080727300607467e-13,5.391007340781719e-17,2.630476777179944e-16,2.945655248303563e-17,2.0704262005476235e-11,7.497926160901626e-08,1.7791004845035247e-13,3.0608506728198995e-05,2.718361631808541e-10,1.2093723541617643e-07,7.750073553255307e-13,1.135293640993916e-12
9.167733458534906e-09,0.2374700906541487,3.76,0.0,0.5873118865902759,0.9999985276940561,9.831347489572676e-09,3.1000538775610275e-05,4.6976624133832606e-08,0.0011826582196500068,0.0011827022110312724,2.8474939763245943e-11,4.2558722054472775e-07,3.396009211515149e-08,9.581704411186453e-09,5.393120216536909e-09,1.4168595391525706e-06,2.704865528261694e-10,1.079908795794936e-07,1.2583410418353195e-06,1.6674242583196218e-06,1.3657466243381346e-07,1.4197753548486565e-09,3.4015898752933224e-09,1.6594023250015768e-09,2.0595619413363873e-08,5.474290053826311e-14,6.715726184529945e-15,3.793242898830035e-11,6.526261870059887e-13,2.94265718656561e-20,4.421445689228804e-11,5.716003770660368e-14,1.5185832597952343e-15,2.9632886205590766e-18,4.2351635287982753e-19,2.964865219693153e-06,3.5283753599195614e-09,2.898345601801426e-06,2.5777221097902544e-11,3.97334278523255e-18,8.270349106267758e-15,2.2207644248462048e-07,4.737302468638383e-13,2.15106054014556e-17,7.3888468821327e-11,2.6201088042333437e-13,7.753150559046083e-13,5.402345753772274e-15,3.149820793802328e-20,2.2587689480033027e-18,5.4224508817521636e-09,1.8111855415614401e-16,8.159623964552868e-16,1.0430996544110037e-16,3.329455681543351e-22,4.294161977827007e-23,1.4139060248845517e-24,1.740607101517703e-09,4.409475140726048e-13,5.663162828636792e-17,2.700563857342221e-16,3.0654507838685657e-17,2.1302413937688424e-11,7.517014524764722e-08,1.8401217823018438e-13,3.091930229550046e-05,2.7879136287368726e-10,1.2252611170218873e-07,7.982947586441366e-13,1.1598534377963246e-12
9.259981978254428e-09,0.23747063469884785,3.76,0.0,0.5872996299551976,0.9999985120904068,1.0155810649553367e-08,3.131295585847717e-05,4.804102615672157e-08,0.001194545611149907,0.0011945904886842469,2.8764637034722636e-11,4.3512849049903855e-07,3.458798962970827e-08,9.853858436376281e-09,5.5371168845097835e-09,1.4311606768894426e-06,2.7595627054814186e-10,1.0874242824162161e-07,1.2733371535240247e-06,1.6916319561096979e-06,1.3710451764757377e-07,1.4475434954854906e-09,3.481994797778817e-09,1.7078584404649028e-09,2.096238053631942e-08,5.673721670341768e-14,7.0227706628892325e-15,3.8207354716004876e-11,6.691622280927068e-13,3.082479268925604e-20,4.489653411499093e-11,5.910660879765989e-14,1.584989047808669e-15,3.0949850084263273e-18,4.429813510669634e-19,2.994530735894332e-06,3.5995255417355278e-09,2.92669092295826e-06,2.6545225923774307e-11,4.075457986128658e-18,8.427806145921678e-15,2.2440946599550244e-07,4.881482721224285e-13,2.2697492121998084e-17,7.482730207103984e-11,2.667949279633961e-13,7.977955355989086e-13,5.551951457490057e-15,3.25332188137542e-20,2.344229294593557e-18,5.556684286937497e-09,1.8814410678369318e-16,8.391608865026563e-16,1.0893207223387958e-16,3.508813815052449e-22,4.4913066063121937e-23,1.5126141327293987e-24,1.7711463551743476e-09,4.512127673193377e-13,5.946042323447075e-17,2.7717704856014656e-16,3.1887281042481605e-17,2.1911120355448914e-11,7.535745458551041e-08,1.902557863822248e-13,3.123009124521448e-05,2.8586122835664827e-10,1.24113920550345e-07,8.219859019466754e-13,1.1846336825295863e-12
9.35223049797395e-09,0.23747117873859963,3.76,0.0,0.5872873734393711,0.9999984964690555,1.0487395937273563e-08,3.162538218249361e-05,4.911727241664967e-08,0.0012064327462787403,0.0012064785187519775,2.905429839030767e-11,4.44781308135318e-07,3.522056092588674e-08,1.0130736367101504e-08,5.683405075376848e-09,1.4454629722941077e-06,2.814807400795208e-10,1.0949553375633143e-07,1.2883579177015262e-06,1.7159726483569366e-06,1.3763529537762752e-07,1.4755668800012032e-09,3.5633925895307535e-09,1.7572101496550744e-09,2.133097773633192e-08,5.878384359018213e-14,7.34053578392443e-15,3.848285367682727e-11,6.859560287503423e-13,3.227377740516566e-20,4.55832105883522e-11,6.110073261877471e-14,1.6536200817269735e-15,3.2310246671274323e-18,4.631326775151533e-19,3.024192920670905e-06,3.6713816563148175e-09,2.9550203165954706e-06,2.7328317931454738e-11,4.179186186748544e-18,8.586498510720415e-15,2.2674444026542036e-07,5.028553692254885e-13,2.3936377469816058e-17,7.576626998375106e-11,2.716183093970507e-13,8.206857631754571e-13,5.7039328257929455e-15,3.3590387600300534e-20,2.431862386504567e-18,5.692645372827931e-09,1.9536509665576875e-16,8.627651535565609e-16,1.1371016671793446e-16,3.6958724616474174e-22,4.695394428262428e-23,1.6171099943696765e-24,1.801864914381172e-09,4.61603156023983e-13,6.23995008933146e-17,2.844104029593e-16,3.315547176899846e-17,2.2530443696398824e-11,7.554128567847517e-08,1.9664258713929714e-13,3.1540873576271304e-05,2.9304671736127384e-10,1.2570056919681263e-07,8.460818026315253e-13,1.2096329166658135e-12
