Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32)
6.271328438539877e-06,0.49469743274357864,3.76,0.0,0.41020980327808804,0.9303320316405889,0.08608923369720332,0.003507043663817016,0.0026369080168993065,0.0818623714516037,0.10034492543167634,2.6722586188747176e-09,0.4106838916272254,2.487784482933614e-05,0.0004053151521960026,0.015483866737476093,0.005313557760911468,0.0005445442620723704,0.0025757568552353238,0.015691828033826256,0.4605313423359741,0.0022431409296726624,0.00046772232491643935,0.00246677829823017,0.00448582267132634,0.0007391797888656706,0.0008347671633656418,0.0048074310029726786,2.809991557733996e-06,0.0063359570175146995,3.1479644461054824e-08,0.0029385972968756988,0.0008929507793349858,0.0024600929513756056,4.149355737292061e-06,1.6327250643295635e-06,0.004562553532334498,0.0031612637185869413,0.004739232067819113,0.0008466580551429997,2.834421174477079e-09,4.0582430493072325e-09,0.0017343272173285286,5.8797527878162e-05,9.904549168052238e-07,5.063416097032769e-06,9.540760555334245e-07,0.00021679779318021987,3.3951408440520453e-06,8.826385890415288e-11,1.6690039306177438e-08,3.762991708684841e-05,2.0343950407130986e-06,1.5373441820234913e-07,0.0010429122861649034,1.9992620599137057e-09,4.0146644457707894e-11,1.4661813328308747e-07,0.00015530013521658967
6.289992955313991e-06,0.49503449382912057,3.76,0.0,0.40577399469005054,0.9292927700850084,0.08726343085265023,0.0035881886042858566,0.0026417236277706192,0.08187114545885275,0.10072715453810127,2.6682766683375527e-09,0.41405351670495255,2.489360287031754e-05,0.0004074472625506286,0.015870066889940228,0.005317708016624369,0.0005512315202096364,0.0025704151801084134,0.01566336558040268,0.46402616629711074,0.002244970865024677,0.00046818113005198683,0.0024993510144242607,0.004564884019417251,0.0007457204754247232,0.0008425406103184462,0.0048765722849786735,2.7993253997734435e-06,0.006529583758255243,3.187613393083765e-08,0.0030008016381794095,0.0009007561736406699,0.0025014007623012048,4.270678661289853e-06,1.6572760636357915e-06,0.004663005571683951,0.0032422602659307577,0.004818442125193525,0.0008838709420777036,2.9123282168181252e-09,4.062660500159433e-09,0.0017963961971199963,6.214425086233167e-05,1.0121480693604564e-06,5.148689400977731e-06,9.878539235686208e-07,0.00022485830569214695,3.518948167654926e-06,8.967146896487195e-11,1.695574461391713e-08,3.905615290077846e-05,2.1221071737567795e-06,1.6068649354825761e-07,0.0010755445863164011,2.066675326735118e-09,4.0748893998490624e-11,1.5105461665465277e-07,0.00015509602652740407
6.308657472088104e-06,0.4953680957545716,3.76,0.0,0.4013877844513643,0.9282522317406346,0.08843480994555358,0.0036701241966282734,0.0026455601891323772,0.08187916524114003,0.10111125394468799,2.662779486319717e-09,0.4173826399058539,2.48952706680773e-05,0.00040947625316913906,0.016261502217077787,0.005321446781031776,0.0005578718643769985,0.0025642409364565175,0.015630180146108372,0.4674675080914912,0.0022459678138467636,0.0004685093649872313,0.0025320991521443625,0.0046443678180378214,0.0007520180273838939,0.0008499728516263018,0.004944526130918307,2.787792986948375e-06,0.00672601107326549,3.226352513830608e-08,0.003063202517097003,0.0009081851032866123,0.002542257401629708,4.393638806166956e-06,1.6814463427619465e-06,0.004764058619669761,0.0033240334172914988,0.004897320026910942,0.0009221685295253326,2.9909390485142803e-09,4.065609196265878e-09,0.0018597787935764533,6.562919105323987e-05,1.0338589987111654e-06,5.233316906006259e-06,1.0218992672961938e-06,0.00023306326443127228,3.6437144825987076e-06,9.105026170940357e-11,1.7215972743915938e-08,4.051737218137073e-05,2.211435854280304e-06,1.677886935876995e-07,0.0011085833573492784,2.135151892267982e-09,4.134175058479657e-11,1.5551265655501812e-07,0.0001548653385694014
6.327321988862218e-06,0.49569819071415366,3.76,0.0,0.39705186491049577,0.92721077044312,0.08960297469206224,0.0037528257197797974,0.002648425329628208,0.08188648169017444,0.10149713059228499,2.655797927914806e-09,0.42067079786854283,2.4883023505760525e-05,0.0004114018025918912,0.016658083748062272,0.005324786676479942,0.000564463781159389,0.00255725233518968,0.015592368545995492,0.47085498430347345,0.002246141518831652,0.0004687085261177716,0.0025650178023534065,0.0047242474091433945,0.000758067114776116,0.0008570586750992991,0.005011234814113325,2.775419747668444e-06,0.006925160181470425,3.2641506699107646e-08,0.0031257670998381913,0.000915232461579528,0.0025826256381771195,4.518181512117864e-06,1.7052141438324512e-06,0.004865670682484455,0.003406548401803018,0.004975822273890256,0.0009615545457210409,3.0702122919083635e-09,4.0671062231793875e-09,0.0019244618810408218,6.92546884079356e-05,1.0555690992274147e-06,5.3172500567704425e-06,1.0561690677786787e-06,0.00024140824184764055,3.769261521005521e-06,9.23986875820849e-11,1.7470429904058767e-08,4.201345483332936e-05,2.302286036832755e-06,1.7503439589281932e-07,0.001142010194233105,2.204657850040849e-09,4.192468118142472e-11,1.5998712727492937e-07,0.00015460860820171223
6.345986505636331e-06,0.4960247355509388,3.76,0.0,0.3927668616480086,0.9261687366672354,0.09076753864883921,0.0038362680484294075,0.00265032827327702,0.08189314443098633,0.10188468835775118,2.647365651876964e-09,0.42391757977078454,2.4857064660869205e-05,0.00041322370375810994,0.017059718015253585,0.005327740081810164,0.0005710058406503989,0.0025494685996281345,0.015550033065944461,0.47418827992553,0.0022455030303776447,0.0004687802534841033,0.002598101787157126,0.004804495891089124,0.000763862889902429,0.0008637936033536908,0.005076642894266521,2.762231987613617e-06,0.007126949425401251,3.300978462304262e-08,0.0031884626400288047,0.0009218939537988847,0.0026224690607869875,4.644249987501214e-06,1.7285584243577175e-06,0.004967799585640983,0.0034897699886154614,0.005053906220525991,0.001002031552482463,3.150106313372959e-09,4.067170876265779e-09,0.0019904308376714843,7.302294183785172e-05,1.0772596127002011e-06,5.400441731815967e-06,1.0906198254781514e-06,0.0002498885856915612,3.895407699689496e-06,9.371527035287645e-11,1.7718836234767187e-08,4.35442378392041e-05,2.3945571465794147e-06,1.8241646897273646e-07,0.0011758062764128281,2.275157877499822e-09,4.249717041067932e-11,1.644728390679029e-07,0.00015432638108774075
6.364651022410445e-06,0.4963476916773089,3.76,0.0,0.3885333344468883,0.9251264769860879,0.0919281256677088,0.003920425701860221,0.0026512797806924125,0.08189920178782698,0.10227382832506346,2.637518932916117e-09,0.42712262634887743,2.4817624064685006e-05,0.00041494186183475975,0.01746630721660548,0.005330319121320567,0.000577496694836341,0.002540909888674127,0.015503281074969627,0.4774671467715167,0.002244064643798528,0.00046872632394881014,0.0026313456661639506,0.0048850861679141265,0.0007694009950769931,0.0008701738921475745,0.005140697316222893,2.748256795064099e-06,0.007331294483169079,3.336808273156993e-08,0.0032512565421614855,0.0009281660941438248,0.002661752158343617,4.771785439593069e-06,1.751458899840178e-06,0.0050704030394634145,0.003573662568560881,0.005131530143847213,0.0010436009388416294,3.23057932907701e-09,4.065824558768038e-09,0.0020576695843476877,7.693600229972504e-05,1.0989116759471076e-06,5.48284629538506e-06,1.1252077527571202e-06,0.0002584994340634862,4.021968886326453e-06,9.499861052755554e-11,1.796092652961038e-08,4.510951559533175e-05,2.48814343743829e-06,1.8992729464531624e-07,0.0012099524228325713,2.346615340447989e-09,4.305872160177853e-11,1.6896455586815422e-07,0.00015401921077386297
6.383315539184558e-06,0.49666702498573956,3.76,0.0,0.3843517784098131,0.9240843335529215,0.09308437030989108,0.004005272892743582,0.0026512920858698793,0.081904700754954,0.10266444906155123,2.626296436491518e-09,0.4302856288115709,2.476495688201543e-05,0.0004165562919446082,0.01787774938764828,0.005332535655261787,0.0005839350758261246,0.002531597218832607,0.015452224630958404,0.4806914017531196,0.0022418398334390936,0.0004685486441973657,0.002664743744090969,0.004965990998578032,0.0007746775682988548,0.0008761965257669817,0.005203347498994551,2.733521946291382e-06,0.007538108584934864,3.371614299301073e-08,0.0033141164231217423,0.0009340461993921786,0.002700440395639314,4.900727210363201e-06,1.773896083112611e-06,0.005173438702846634,0.003658190235125821,0.005208653308767197,0.0010862629181269737,3.3115895206073194e-09,4.06309067061808e-09,0.002126160627574201,8.099576640153033e-05,1.1205063689742693e-06,5.564419644225853e-06,1.1598889655808467e-06,0.000267235731125234,4.148759174097303e-06,9.624738983761857e-11,1.8196450874534278e-08,4.670904039451256e-05,2.5829343796383763e-06,1.9755879324856353e-07,0.0012444291470931517,2.4189924009052107e-09,4.360885772571912e-11,1.7345701311237299e-07,0.00015368765779912773
6.401980055958672e-06,0.4969827057507394,3.76,0.0,0.38022262521250333,0.9230426436068275,0.09423591821960611,0.004090783575702931,0.0026503788290131855,0.0819096869721542,0.10305644689777368,2.613739035590253e-09,0.4334063276575802,2.469934202242955e-05,0.0004180671168028668,0.01829393858232678,0.0053344012717959155,0.0005903197939461541,0.0025215523855317036,0.015396980082004384,0.48386092503252187,0.0022388431841665313,0.00046824924359588864,0.0026982900795478916,0.005047183045945908,0.0007796892468664436,0.0008818592095848674,0.005264545414942716,2.718055811644794e-06,0.00774730273274183,3.405372578858027e-08,0.0033770101715870082,0.0009395323794112597,0.002738500284840277,5.03101291656939e-06,1.7958513202042377e-06,0.005276864245155517,0.00374331686438734,0.005285236029268493,0.001130016528444504,3.3930951352586144e-09,4.058994495346575e-09,0.0021958851061103716,8.520397055268533e-05,1.14202476345265e-06,5.645119249440148e-06,1.1946196729623628e-06,0.0002760922433708996,4.2755916588345945e-06,9.746037365678559e-11,1.842517521110471e-08,4.834252305151403e-05,2.678815073763149e-06,2.0530245150949256e-07,0.0012792167124417006,2.4922501277349168e-09,4.414712227884188e-11,1.779449355558984e-07,0.0001533322888363082
6.4206445727327855e-06,0.4972947085227482,3.76,0.0,0.37614624448209716,0.9220017390035216,0.09538242645704821,0.004176931495470203,0.0026485549858771325,0.08191420470483993,0.10344971620958171,2.5998896234335843e-09,0.4364845114058228,2.462108059416872e-05,0.0004194745642705626,0.018714765061941984,0.005335927280346316,0.0005966497357189579,0.002510797884172426,0.015337667665433598,0.4869756580643946,0.0022350903207077185,0.000467830266938309,0.002731978494924059,0.005128634925323854,0.0007844331689667638,0.0008871603599302357,0.005324245659068388,2.7018872628235745e-06,0.007958785922596443,3.43806101286178e-08,0.003439906005115747,0.0009446235246771175,0.0027758994523282518,5.162578593462607e-06,1.8173068227842599e-06,0.005380637406150812,0.00382900619358745,0.005361239725392142,0.0011748596364906988,3.4750545766885127e-09,4.053563086590788e-09,0.002266822841035709,8.956218568374286e-05,1.1634479712702611e-06,5.72490419342201e-06,1.2293563627547323e-06,0.00028506357635470897,4.402279212818978e-06,9.863641253817786e-11,1.864688181750793e-08,5.0009633666635665e-05,2.7756666881406526e-06,2.131493528658135e-07,0.0013142951863042542,2.5663486093837944e-09,4.4673080095858666e-11,1.8242305495467151e-07,0.00015295367586444478
6.439309089506899e-06,0.4976030120148145,3.76,0.0,0.37212294528939294,0.9209619457721813,0.09652356379093648,0.004263690234464971,0.002645836794108343,0.08191829682854121,0.10384414970094201,2.5847928646278837e-09,0.439520015247486,2.4530494311835598e-05,0.00042077896483168613,0.01914011549141896,0.005337124706264653,0.0006029238617436216,0.0024993568313180932,0.015274411106544122,0.49003560154026155,0.002230597835297993,0.00046729396711434236,0.002765802587297623,0.005210319252355253,0.000788906973284349,0.000892099091417357,0.005382405508419522,2.6850455816324822e-06,0.008172465367711816,3.469659379367746e-08,0.0035027725247635776,0.0009493192909737447,0.002812606700728397,5.295358841392626e-06,1.8382456971618442e-06,0.005484716053845254,0.003915221898041173,0.005436626975923949,0.0012207889446142531,3.5574265121383096e-09,4.046825146239193e-09,0.0023389523889536545,9.407181255662206e-05,1.1847571929233294e-06,5.803735201956207e-06,1.2640559824674212e-06,0.0002941441917729532,4.528635249551603e-06,9.977444589372371e-11,1.8861369702735416e-08,5.171000252176733e-05,2.8733669162777325e-06,2.210902100158259e-07,0.0013496444940866645,2.6412470680853607e-09,4.5186318024537145e-11,1.8688612752878147e-07,0.00015255239537281386
6.4579736062810125e-06,0.4979075989828578,3.76,0.0,0.36815297774378647,0.919923583699154,0.09765901095104468,0.004351033259634751,0.002642241677068937,0.08192200481760567,0.10423963868614738,2.5684950029548166e-09,0.44251271962896166,2.4427923868792082e-05,0.00042198074900014486,0.01956987314210295,0.00533800428674084,0.0006091412044953744,0.0024872528864180307,0.015207337218987236,0.49304081324814636,0.0022253832140954723,0.00046664269772847306,0.0027997557402811013,0.005292208690096501,0.0007931087966851091,0.0008966752018958732,0.0054389849716759645,2.667560370642451e-06,0.008388246721862598,3.5001493400991596e-08,0.003565578767083576,0.0009536200814562883,0.0028485920659674755,5.429286974600944e-06,1.8586519696778002e-06,0.005589058240208948,0.00400192766609507,0.005511361566694838,0.0012678000010295707,3.6401699637530947e-09,4.038810901126209e-09,0.0024122510980274896,9.873407768219566e-05,1.2059337655082085e-06,5.881574671556126e-06,1.298676113869014e-06,0.0003033284247979356,4.65447447406394e-06,1.008735034504456e-10,1.906845492063142e-08,5.344322110264071e-05,2.971790450911854e-06,2.2911539945471496e-07,0.0013852444719855217,2.7169039748890966e-09,4.5686445539924544e-11,1.9132895108387274e-07,0.00015212902759609255
6.476638123055126e-06,0.4982084561003143,3.76,0.0,0.3642365346797849,0.9188869659391922,0.09878846084129432,0.004438933968403871,0.0026377881656252425,0.0819253687379091,0.10463607337009147,2.551043696453167e-09,0.4454625487745561,2.4313727284939245e-05,0.0004230804446616458,0.02000391810027038,0.005338576467881446,0.0006153008660608697,0.0024745101744375222,0.015136575508619843,0.4959914058601961,0.0022194647628005337,0.00046587890569888105,0.0028338311367136063,0.005374275995100874,0.0007970372700407019,0.0009008891551916576,0.005493946829023502,2.649461466221919e-06,0.008606034301841689,3.529514442863806e-08,0.0036282942533882164,0.0009575270262726377,0.0028838268692395466,5.5642951714985684e-06,1.878510608515641e-06,0.005693622254657848,0.004089087271875862,0.005585408534436141,0.0013158872130719617,3.7232443783731757e-09,4.029551984388899e-09,0.0024866951665369727,0.0001035500298577981,1.2269592100792646e-06,5.958386692132219e-06,1.3331751402393023e-06,0.00031261050156351485,4.779613613617276e-06,1.0193270454018659e-10,1.9267970804966096e-08,5.520884324031087e-05,3.070809471169878e-06,2.3721499774118227e-07,0.0014210749185684754,2.7932771648926247e-09,4.6173095313267784e-11,1.9574638172434297e-07,0.0001516841557803527
6.4953026398292396e-06,0.498505573827951,3.76,0.0,0.36037375342411254,0.917852398654694,0.09991161871416807,0.004527365733587894,0.00263249581837429,0.08192842724337274,0.10503334312534904,2.5324877553877217e-09,0.4483694691576928,2.418827824021621e-05,0.00042407867435482994,0.020442127480532053,0.0053388514028825,0.0006214020158248177,0.0024611532097387557,0.015062257782549828,0.4988875446606737,0.0022128615319045777,0.00046500512386390616,0.0028680217721071444,0.0054564940623498745,0.000800691512270515,0.0009047420618154513,0.005547256662475137,2.630778854215268e-06,0.008825731308056282,3.557740117933099e-08,0.003690889036170483,0.0009610419599459196,0.0029182837637890245,5.700314625742367e-06,1.897807542046102e-06,0.005798366675273074,0.004176664645592249,0.005658734206153932,0.0013650438633728583,3.806609722232201e-09,4.019081310153213e-09,0.0025622597036415317,0.00010852053733298374,1.2478152781477351e-06,6.034137065095708e-06,1.367512405243453e-06,0.0003219845567042716,4.9038721239834116e-06,1.0295126091851554e-10,1.945976812067486e-08,5.700638636431575e-05,3.1702941392784074e-06,2.4537881922709186e-07,0.0014571156449023662,2.870323952074908e-09,4.6645923625083646e-11,2.0013335002048338e-07,0.00015121836547941214
6.513967156603353e-06,0.49879894627960586,3.76,0.0,0.35656471763262365,0.9168201806832799,0.10102820230735537,0.004616301947140733,0.0026263851407692766,0.08193121757607905,0.10543133676487257,2.512876940561602e-09,0.45123348792910245,2.4051964403747762e-05,0.00042497615249534305,0.02088437564330146,0.005338838951223363,0.0006274438881227047,0.002447206821532252,0.014984517764977738,0.501729445226355,0.0022055932419736296,0.0004640239636221961,0.002902320468752371,0.005538835968882965,0.0008040711226879505,0.0009082356578215643,0.005598882876841325,2.61154258850409e-06,0.009047240042353352,3.584813666718249e-08,0.003753333742601556,0.0009641673967264875,0.0029519367764532906,5.83727569743654e-06,1.9165296736472316e-06,0.005903250417711866,0.004264623941177202,0.005731306234009228,0.0014152621288231078,3.890226564894856e-09,4.0074329454943735e-09,0.0026389187920352985,0.00011364628560768612,1.2684839971061856e-06,6.108793317014357e-06,1.4016483625144505e-06,0.0003314446508535265,5.027072866877453e-06,1.0392847780704563e-10,1.9643715135720128e-08,5.883533285944963e-05,3.2701131032643527e-06,2.5359645497463036e-07,0.0014933465230273937,2.948001243153239e-09,4.710461069875022e-11,2.0448487660171063e-07,0.00015073224388096565
6.532631673377467e-06,0.49908857108459226,3.76,0.0,0.35280945918649065,0.9157906032338765,0.1021379419436859,0.004705716062612196,0.0026194775035928712,0.08193377556977355,0.10582994280918999,2.492261843734e-09,0.45405465131021505,2.3905185768100087e-05,0.00042577368254602226,0.021330534415502186,0.005338548678809381,0.0006334257798733452,0.0024326960811932702,0.014903490721314881,0.5045173710709333,0.002197680209350314,0.000462938107631169,0.0029367198903881885,0.005621275015988624,0.0008071761717445463,0.0009113722820024011,0.00564879671159071,2.5917827127807847e-06,0.00927046212222104,3.610724246603386e-08,0.0038155996150419035,0.0009669065041259703,0.0029847613439381642,5.975108063806657e-06,1.9346648929977163e-06,0.0060082327817831864,0.004352929601082529,0.005803093625712903,0.0014665331021834027,3.974056123863351e-09,3.9946419921246206e-09,0.0027166455521810758,0.00011892777586284953,1.288947714370189e-06,6.182324708946405e-06,1.4355447151482873e-06,0.00034098478800929547,5.1490427545251495e-06,1.0486375059850039e-10,1.981969762019987e-08,6.069513151765639e-05,3.370134002116188e-06,2.6185731258037526e-07,0.0015297475325962999,3.026265649915383e-09,4.754886102909205e-11,2.0879608701739277e-07,0.00015022637916182685
6.55129619015158e-06,0.4993744492474815,3.76,0.0,0.34910796013745166,0.9147639496113334,0.10324058059553394,0.004795581636204637,0.0026117950612113343,0.08193613565654023,0.10622904974707084,2.4706936260595503e-09,0.4568330429596599,2.3748352997580565e-05,0.00042647215413598176,0.02178047331369443,0.0053379898589925616,0.0006393470482040171,0.0024176462317094323,0.014819313091932141,0.507251631264563,0.0021891432726340587,0.00046175030258687686,0.002971212557339365,0.0057037847698323246,0.0008100071902715333,0.0009141548516064163,0.005696972243879242,2.5715291857852107e-06,0.009495298690572475,3.635462851759412e-08,0.003877658548521492,0.0009692630748479435,0.003016734343829447,6.113740868723346e-06,1.952202084016424e-06,0.006113273495672116,0.004441546418062135,0.0058740667704654526,0.001518846816193238,4.058060341776678e-09,3.980744464618922e-09,0.0027954122078141298,0.000124365324019663,1.3091891400379586e-06,6.254702241587609e-06,1.4691645444405242e-06,0.00035059893268172204,5.269613357786096e-06,1.0575656659710603e-10,1.9987618770996302e-08,6.25851990762002e-05,3.470223969944034e-06,2.701506566236176e-07,0.0015662988055183825,3.1050735995102113e-09,4.797840355116339e-11,2.1306222590914225e-07,0.00014970135987153464
6.569960706925694e-06,0.4996565850059376,3.76,0.0,0.345460154692256,0.9137404949694574,0.10433587391499168,0.00488587236632851,0.0026033606700216717,0.08193833087643698,0.10662854628870935,2.4482237960776183e-09,0.4595687823204353,2.358188579895093e-05,0.0004270725401310896,0.02223405976881167,0.005337171474401082,0.0006452071080799035,0.0024020826194965103,0.014732122136765384,0.5099325780391499,0.002180003720274774,0.0004604633521067858,0.0030057908620270447,0.005786339100409973,0.0008125651573248953,0.0009165868367672592,0.005743386383058114,2.550811810131482e-06,0.009721650620381127,3.659022286579038e-08,0.003939483125163033,0.0009712414973298649,0.0030478341203725758,6.253102870480297e-06,1.9691311295222217e-06,0.006218332757807727,0.0045304395938049365,0.005944197460491894,0.0015721922700234455,4.14220196765e-09,3.9657771626905444e-09,0.0028751901524124773,0.00012995906041975063,1.3291913878830254e-06,6.32589865637558e-06,1.50247242731845e-06,0.0003602810267404896,5.388621474712422e-06,1.0660650656186818e-10,2.0147399063442804e-08,6.450492183300208e-05,3.5702501357775364e-06,2.7846564945720665e-07,0.0016029806684696474,3.1843814422150163e-09,4.8392991693588444e-11,2.1727867027092184e-07,0.00014915777434352262
6.588625223699807e-06,0.4999349856872547,3.76,0.0,0.34186593122685127,0.9127205060922201,0.10542359023120962,0.004976562131568035,0.0025941978074813434,0.0819403928898792,0.10702832161056197,2.424904157130809e-09,0.4622620229549429,2.3406211322320922e-05,0.00042757589365815537,0.022691159351713962,0.005336102219510479,0.0006510054299485418,0.002386030628791573,0.014642055591870783,0.5125606043894358,0.0021702832195892017,0.00045908010973540913,0.0030404470847584207,0.005868912218728372,0.0008148514867452446,0.0009186722338304762,0.005788018856999698,2.529660164887244e-06,0.009949418713501803,3.681397135131991e-08,0.004001046645539493,0.0009728467251092075,0.0030780405050796224,6.393122587259719e-06,1.9854429126156044e-06,0.006323371276378374,0.00461957479430254,0.006013458908241098,0.0016265574579122641,4.226444574391843e-09,3.949777557231186e-09,0.002955950016337837,0.000135708930115093,1.348938014510501e-06,6.395888432703764e-06,1.5354345420469151e-06,0.0003700250058861183,5.505909656893097e-06,1.0741323861600657e-10,2.0298976038459764e-08,6.645365732984292e-05,3.6700801157722473e-06,2.86791392062973e-07,0.00163977368315118,3.2641455562347634e-09,4.879240347721487e-11,2.2144094197338425e-07,0.00014859621013301228
6.607289740473921e-06,0.5002096615642073,3.76,0.0,0.3383251343212828,0.9117042412027717,0.10650351051638643,0.00506762502697933,0.0025843304920875033,0.08194235199256275,0.10742826559106385,2.400786567625329e-09,0.46491295087468715,2.3221762599359962e-05,0.00042798334508509467,0.023151635998783986,0.005334790503891342,0.0006567415374089531,0.002369515618805516,0.014549251338892635,0.5151361416793376,0.002160003747481938,0.0004576034720911149,0.003075173409703991,0.005951478712127668,0.0008168680125466391,0.000920415537761354,0.0058308521906057,2.508103542080811e-06,0.010178503893076847,3.702583728774654e-08,0.004062323156973556,0.0009740842452233678,0.003107334832248243,6.533728439755792e-06,2.0011293149476427e-06,0.006428350306507096,0.004708918201860393,0.00608182575933672,0.0016819293998210538,4.310752611323782e-09,3.932783678430807e-09,0.0030376617343606115,0.00014161469375310106,1.3684130565205395e-06,6.464647781403923e-06,1.5680187619076166e-06,0.0003798248156748038,5.621326691409745e-06,1.0817651831664488e-10,2.0442304028158545e-08,6.84307360940251e-05,3.769582494755026e-06,2.9511696470025766e-07,0.001676658684199242,3.3443224491275993e-09,4.917644147438703e-11,2.2554471916807488e-07,0.0001480172534807636
6.625954257248034e-06,0.500480625710788,3.76,0.0,0.3348375668067436,0.9106919497997744,0.1075754283219615,0.005159035398654891,0.0025737832046486843,0.08194423713272093,0.107828269036539,2.375922674954553e-09,0.4675217828710369,2.30289770253144e-05,0.0004282960989593767,0.023615352236815705,0.005333244456070675,0.0006624150049141271,0.0023525628637889547,0.014453847088276212,0.5176596572623872,0.0021491875231256894,0.00045603637217082356,0.0031099619409736333,0.00603401357767373,0.0008186169732501284,0.0009218217138134791,0.005871871676883183,2.486170887205295e-06,0.010408807388993664,3.722580107508706e-08,0.004123287478802201,0.0009749600458481191,0.0031356999495008014,6.674848890464844e-06,2.01618321205711e-06,0.006533231685107368,0.004798436563684125,0.006149274101383635,0.0017382941739430711,4.395091490151869e-09,3.91483399309079e-09,0.003120294613292778,0.00014767592903915574,1.3876010655357564e-06,6.532154634661725e-06,1.6001947366716782e-06,0.00038967442703248756,5.7347280367060875e-06,1.0889619200011089e-10,2.0577353819960295e-08,7.043546342905312e-05,3.86862729422376e-06,3.034314670850775e-07,0.0017136168146702196,3.424868855491023e-09,4.9544932594628556e-11,2.2958584703108317e-07,0.00014742148880179321
6.644618774022148e-06,0.5007478938583712,3.76,0.0,0.3314029918166937,0.9096838725204774,0.10863914968662217,0.005250767876499205,0.0025625808111649673,0.08194607593051381,0.10822822389670832,2.3503639456366506e-09,0.4700887648530241,2.282829489065655e-05,0.00042851543090715905,0.024082169406472936,0.005331471927946424,0.0006680254555145363,0.0023351974961378624,0.014355980076932215,0.5201316521244943,0.0021378569428275617,0.0004543817728277271,0.0031448047187060467,0.00611649225356155,0.000820100995279526,0.0009228961686324123,0.005911065340991772,2.4638907437497764e-06,0.010640230915926197,3.7413859767486003e-08,0.004183915224643904,0.0009754805833731776,0.003163120223473872,6.8164125791855964e-06,2.030598465826032e-06,0.006637977863446401,0.0048880972369948214,0.006215781468748924,0.0017956369508971767,4.479427577576146e-09,3.895967297229633e-09,0.0032038173994644193,0.0001538920327560786,1.4064871409663618e-06,6.598388632535546e-06,1.6319339618001588e-06,0.00039956785120007384,5.845976211141834e-06,1.0957218800622126e-10,2.0704112266268444e-08,7.246712124493534e-05,3.967086424122658e-06,3.1172405784875824e-07,0.0017506295590445419,3.5057418305844867e-09,4.989772796443194e-11,2.3356034707552132e-07,0.00014680949819816333
6.663283290796261e-06,0.5010114842528011,3.76,0.0,0.3280211348344712,0.9086802410298462,0.10969449301778068,0.005342797405171421,0.0025507484876044454,0.08194789469935558,0.10862802346928767,2.3241614833329315e-09,0.47261417019772894,2.262015796752629e-05,0.00042864268449569127,0.024551947883625122,0.005329480499697173,0.0006735725586494167,0.0023174444526393723,0.014255786780932488,0.5225526585566145,0.0021260345172805016,0.00045264266043562384,0.0031796937350899563,0.006198890648483471,0.0008213230755379972,0.000923644720962571,0.005948423897679755,2.4412912018229484e-06,0.010872676843558235,3.759002664071253e-08,0.004244182821719389,0.0009756527491060696,0.0031895815408080628,6.958348454312803e-06,2.0443699141816756e-06,0.006742551937449352,0.004977868230648172,0.006281326843450399,0.0018539420294378171,4.5637282121789124e-09,3.87622261929381e-09,0.003288198345792494,0.00016026222331742373,1.4250569604051046e-06,6.663331106252939e-06,1.6632098354161418e-06,0.00040949915405806873,5.954941133459211e-06,1.1020451384480278e-10,2.082258184650751e-08,7.45249699188158e-05,4.064834115938052e-06,3.199839930382451e-07,0.0017876787737108467,3.5868988396053318e-09,5.02347027259449e-11,2.3746442613020077e-07,0.00014618186099494656
6.681947807570375e-06,0.5012714175128655,3.76,0.0,0.32469168573032897,0.9076812779349813,0.11074128894820855,0.005435099273161575,0.002538311646836721,0.0819497184689901,0.10902756259325708,2.2973656813600608e-09,0.47509829811836973,2.2405008155463494e-05,0.00042867926806180084,0.02502454729790143,0.005327277485131546,0.0006790560279916119,0.002299328423933673,0.014153402643698772,0.5249232378642649,0.002113742811371642,0.000450822038751911,0.0032146209502398335,0.006281185168928451,0.0008222865632830609,0.0009240735721182794,0.00598394070253779,2.4183998508897506e-06,0.011106048358651208,3.7754330717544514e-08,0.004304067527288866,0.000975483835787026,0.0032150713046058574,7.100585899550947e-06,2.0574933582756186e-06,0.006846917675783099,0.005067718243252323,0.006345890652298129,0.0019131928735131164,4.647961803967677e-09,3.855639107197221e-09,0.0033734052782042707,0.0001667855438291902,1.4432968075604808e-06,6.726965058462607e-06,1.6939977031930325e-06,0.00041946246978533184,6.0615004148286976e-06,1.1079326295312394e-10,2.093278018248289e-08,7.660825017682191e-05,4.161747334897903e-06,3.2820066343550237e-07,0.0018247467149125431,3.668297842376896e-09,5.055575558183251e-11,2.4129448326816213e-07,0.00014553915329848432
