Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65)
1.3744399270172377e-05,0.7257148595951236,0.006761448425642344,0.0006915369095922733,0.0017019107233869082,0.3483504465113532,0.0,0.0,0.003970189287089637,0.0005455264616500709,0.04900454260314099,0.003926562836998218,0.00026073870072264315,6.681837378851476e-09,4.2036127289492657e-07,8.954380749266042e-06,0.007892498349244156,0.005432548281495479,0.0001117681532643783,8.59638310270198e-07,0.004964104410593085,3.199928181546652e-06,3.083178278089925e-06,0.00047804942490307326,8.30235021645375e-06,0.021138670649546915,0.00011911724157058346,0.04228715725028834,0.0006565527644777723,5.14170377310749e-05,6.828712787005698e-06,9.181445390388011e-08,5.425500802360912e-05,0.00032070050641208245,3.76,0.0,0.10993699179194509,0.8726680102933734,0.13969052428296885,0.007373885550160871,0.08420792724004289,0.0007082472484858372,0.38682919969610763,0.0006688788764336476,0.0003639850748868829,0.0003610252000958317,0.004235559327559482,8.616726996352299e-06,0.002590891871109305,0.009759896068365453,0.012037175235703993,0.004651698635829832,7.297775754311628e-11,1.3808841146127562e-11,3.37266601039292e-07,7.320111362813991e-07,0.006567053472980257,1.125245229945661e-09,5.455120051688455e-09,0.002656302012709914,1.4896041817447562e-06,3.387137704347518e-09,0.000629352173617055,7.787868786436478e-11,1.6938617673323504e-06,0.0005879334787826938,4.568952139121828e-06,9.675965906971659e-08,6.150679265064115e-07
1.3769053428807473e-05,0.7257913285329732,0.0066923249515508,0.0006858980790851251,0.0016853726024676431,0.34869174913862655,0.0,0.0,0.003967304478455364,0.0005471568075471868,0.049297834235480745,0.003946775407367037,0.00025921294763820563,6.497669449494699e-09,4.128185820049659e-07,8.881042953198129e-06,0.007889808139846804,0.005455130897662456,0.000111820485035669,8.569908542533162e-07,0.004981071433007092,3.1422206244051414e-06,3.051533041054231e-06,0.00047998346304029563,8.293604819709705e-06,0.021231256579426108,0.0001180689215514751,0.042286009230383226,0.0006624492114351619,5.113856527269534e-05,6.784496044256104e-06,9.077402499437111e-08,5.384465225640772e-05,0.00032110267964531494,3.76,0.0,0.10942993812141816,0.872292088234322,0.14000461361171668,0.007412771451889379,0.08436746054164357,0.0007005339641863824,0.38699576311023803,0.0006619394812075942,0.00036082959194779873,0.00035776266159823634,0.004209579380847459,8.66001949597934e-06,0.002576683475634338,0.0097943239251754,0.012090527571801088,0.004692518849121877,7.23434203598848e-11,1.3688590285700387e-11,3.343353999644433e-07,7.23644709911874e-07,0.006611064969273692,1.1144493169672805e-09,5.458393135960356e-09,0.0026664007357993015,1.4806610166809894e-06,3.4015034942675657e-09,0.0006358090636606963,7.724037206396861e-11,1.6960259891306655e-06,0.0005908271246267113,4.545195658451933e-06,9.582308018855163e-08,6.15705196318826e-07
1.3793707587442569e-05,0.7258669481094558,0.006624084312789672,0.000680305068893483,0.0016690387448303038,0.34902823991807086,0.0,0.0,0.003964386313149433,0.0005487713649837874,0.04958943303298297,0.003966818093042284,0.000257691600275983,6.318795004328544e-09,4.0541678544721616e-07,8.808135453675717e-06,0.00788680658184936,0.005477535820468588,0.00011186331861848265,8.54298621676525e-07,0.004997871392589173,3.085680531159715e-06,3.020139558968883e-06,0.00048189325571905135,8.284460074711647e-06,0.02132290237050554,0.000117031827161573,0.04228503390267268,0.0006683380108057281,5.086140532949326e-05,6.740362929787029e-06,8.974855813524148e-08,5.343705049319179e-05,0.0003214992882458646,3.76,0.0,0.10892972176646903,0.871919614255826,0.14031536325202912,0.007451464686792022,0.08452567875995087,0.0006929265544187882,0.38715839191487506,0.0006550880066949705,0.0003577034291730157,0.0003545320903448396,0.0041835841342316655,8.702949604830425e-06,0.0025623863042859587,0.009828254014104051,0.012143458774701328,0.0047331695695631065,7.171334016847922e-11,1.3569171123436584e-11,3.314249199377095e-07,7.153998605530479e-07,0.006654797051005966,1.103792149655684e-09,5.461561879079992e-09,0.002676384947166318,1.4716826213578555e-06,3.415705335743368e-09,0.000642244164250803,7.660594108492066e-11,1.6981897847025443e-06,0.0005936993434852135,4.5213874437646276e-06,9.489860041980475e-08,6.163408671847967e-07
1.3818361746077665e-05,0.7259417317436694,0.006556719680255786,0.0006747584232422448,0.0016529080071935323,0.3493600058331629,0.0,0.0,0.003961435365656745,0.000550370190880186,0.049879339540565455,0.003986692054457949,0.0002561750391958017,6.14507757299035e-09,3.9815415964809265e-07,8.735673577156769e-06,0.007883501008384476,0.005499764154893849,0.00011189683869396169,8.515638331429874e-07,0.0050145061171669525,3.030288503723861e-06,2.989002788337182e-06,0.0004837790845338318,8.274925886176048e-06,0.021413615862782818,0.00011600593670419762,0.04228422847870408,0.0006742187355703573,5.058558444189897e-05,6.696328863752784e-06,8.873793204083288e-08,5.3032249137182675e-05,0.0003218904357944661,3.76,0.0,0.10843621712024441,0.8715505486184928,0.14062282040532534,0.007489966294700924,0.08468259598118573,0.000685423978618026,0.38731718213415645,0.0006483238509769439,0.00035460677205096356,0.00035133362926696824,0.004157582076205348,8.745520100837727e-06,0.002548006502254204,0.009861688588058776,0.012195972980512218,0.0047736480072747296,7.108763298858102e-11,1.3450604482909663e-11,3.2853565230260417e-07,7.072751766461397e-07,0.006698249729823094,1.0932727113574166e-09,5.464631546605561e-09,0.0026862561805054987,1.462672389926448e-06,3.4297452538256506e-09,0.000648656893052036,7.597542393510214e-11,1.7003550109020767e-06,0.0005965506100494976,4.4975412249119955e-06,9.398612999801559e-08,6.169757540284402e-07
1.3840550488849252e-05,0.7260083331934625,0.0064968347040967635,0.0006698064958136722,0.0016385630097566556,0.34965462597392094,0.0,0.0,0.003958751961233773,0.0005517957322182411,0.05013880937601546,0.004004435343488784,0.0002548145292940476,5.9930299696202765e-09,3.9173533041468514e-07,8.670850855911572e-06,0.007880272036600041,0.005519619603673973,0.00011191919622898137,8.490679393672913e-07,0.00502933760334957,2.9814012585404545e-06,2.9612029754318526e-06,0.0004854560744514353,8.266020236827042e-06,0.021494467430898615,0.000115092192918642,0.0422836465778082,0.0006795041394310538,5.0338511763585304e-05,6.656795099876842e-06,8.784095291545845e-08,5.267035841744648e-05,0.0003222378834814335,3.76,0.0,0.10799769956836187,0.871221270951965,0.1408967553745667,0.007524454777955712,0.08482272079914822,0.0006787604220792347,0.3874568887440857,0.0006423102515863245,0.0003518451412765055,0.0003484825664743439,0.004134181218328843,8.783528413720417e-06,0.0025349990054456314,0.00989135796543765,0.012242882658844182,0.004809929092329532,7.052832534966548e-11,1.3344639519893748e-11,3.2595380561482814e-07,7.000645304399317e-07,0.006737118342363293,1.0839221076276973e-09,5.4673141695539734e-09,0.002695044954150022,1.4545387021659346e-06,3.4422444071611983e-09,0.0006544087572729827,7.541142942351605e-11,1.7023063914255932e-06,0.0005990992260916056,4.476058057273517e-06,9.317509816257511e-08,6.175471226407589e-07
1.386273923162084e-05,0.7260742776852193,0.0064376483846974785,0.0006648928582093164,0.001624380628082702,0.34994554923812643,0.0,0.0,0.003956042893438665,0.000553208622572955,0.05039691048352795,0.004022043816218476,0.00025345844982880666,5.84495411174892e-09,3.854264907027509e-07,8.606410745493938e-06,0.00787680786845032,0.005539333763805945,0.00011193429362402744,8.465408986216231e-07,0.005044038059542163,2.9334141500583504e-06,2.9336178984264774e-06,0.0004871140878253097,8.256814127850725e-06,0.021574576065115432,0.00011418748060128839,0.04228319805660593,0.0006847823684323663,5.009256262087533e-05,6.617363833251842e-06,8.695579782669482e-08,5.231080143037632e-05,0.0003225810629675948,3.76,0.0,0.1075644304866799,0.8708946932237226,0.14116809495586877,0.007558789691580438,0.08496181356093305,0.0006721801494194476,0.38759362852101686,0.0006363664019564218,0.00034910764116628877,0.00034565767813284954,0.00411078736468318,8.821249821633757e-06,0.0025219337469945683,0.009920629617380824,0.012289460952516386,0.0048460666051344334,6.997272205981281e-11,1.3239394194867679e-11,3.233898119874015e-07,6.929490317204573e-07,0.006775760878307105,1.0746814249117416e-09,5.469924693488827e-09,0.002703744554189755,1.4463842726605457e-06,3.4546155122489774e-09,0.0006601416520071562,7.485083616467904e-11,1.7042615676389743e-06,0.0006016315956376105,4.454564074830876e-06,9.23736495281871e-08,6.181190210198151e-07
1.3884927974392427e-05,0.7261395745406152,0.00637915538767529,0.0006600178128203738,0.0016103598918999515,0.3502328356965817,0.0,0.0,0.00395330858636667,0.0005546089070795042,0.05065364434954985,0.004039518376484716,0.0002521070484562683,5.7007549200171294e-09,3.7922630899644097e-07,8.542362639045214e-06,0.007873113634423992,0.005558907483186653,0.00011194226495800971,8.439842409672097e-07,0.005058608814412447,2.8863131161312964e-06,2.9062504113414888e-06,0.0004887533304160716,8.247314539850779e-06,0.021653947623574026,0.00011329177454077028,0.042282880929286025,0.0006900531324405181,4.9847754546088634e-05,6.578044954915712e-06,8.608236925699741e-08,5.195360645877711e-05,0.00032292004590027114,3.76,0.0,0.1071363232160134,0.870570786802438,0.14143687250768278,0.007592971836515442,0.08509988458989694,0.0006656823756544735,0.3877274665205126,0.0006304918165536504,0.00034639435730945907,0.00034285901852130997,0.004087406199052552,8.85868644438072e-06,0.002508814937179597,0.009949505345879626,0.012335710889260505,0.004882058762564173,6.942089273628414e-11,1.3134880945087407e-11,3.2084395836647327e-07,6.85927640070935e-07,0.006814177549245276,1.0655498527020194e-09,5.4724667087205136e-09,0.0027123560775149124,1.4382114097004031e-06,3.4668600371629276e-09,0.0006658551970902853,7.429370998103841e-11,1.706221689937691e-06,0.0006041480590089147,4.433068213191434e-06,9.15817127181839e-08,6.186919610426261e-07
1.3907116717164014e-05,0.7262042329401384,0.006321350282136972,0.0006551816342268711,0.0015964997928061416,0.3505165443981898,0.0,0.0,0.003950549465423279,0.0005559966319551796,0.05090901278236881,0.0040568599441044035,0.0002507605637281661,5.560338761039829e-09,3.731334352409423e-07,8.478715397682048e-06,0.007869194396630913,0.005578341621233158,0.00011194324398844228,8.413994679047909e-07,0.005073051194193109,2.840084143497451e-06,2.879103144050274e-06,0.0004903740078733465,8.23752837552481e-06,0.02173258800088337,0.00011240504681583659,0.042282693225787656,0.0006953161478680766,4.960410450358177e-05,6.538847948309825e-06,8.522056684517172e-08,5.1598800114014956e-05,0.00032325490273739057,3.76,0.0,0.10671329259952116,0.8702495231817965,0.14170312105114835,0.007627002025397783,0.08523694421393889,0.0006592663092038226,0.387858466305205,0.0006246859970120979,0.0003437053608231467,0.0003400866274250357,0.004064043249345122,8.89584042723241e-06,0.0024956467015383025,0.009977986999803056,0.012381635497144293,0.004917903858282337,6.887290256414753e-11,1.3031111373611132e-11,3.183165104647985e-07,6.789993131594646e-07,0.006852368626552895,1.0565265616528992e-09,5.47494372760315e-09,0.0027208806135947854,1.4300223697375296e-06,3.4789794457529236e-09,0.0006715490259137265,7.37401281798248e-11,1.7081878479249344e-06,0.0006066489543473581,4.4115790819327265e-06,9.079921474808149e-08,6.192664299253745e-07
1.3929305459935601e-05,0.7262682619247671,0.006264227547857116,0.0006503845701183988,0.0015827992865691343,0.35079673338551326,0.0,0.0,0.003947765957152906,0.0005573718444673178,0.05116301790181185,0.004074069453817268,0.00024941922523959945,5.4236135045264815e-09,3.6714650329681265e-07,8.415477367758177e-06,0.00786505514870724,0.005597637048037829,0.00011193736408540303,8.387880521966901e-07,0.005087366522134238,2.7947132780666363e-06,2.8521785099516693e-06,0.0004919763256192204,8.227462458791903e-06,0.02181050312422386,0.0001115272669134325,0.042282632992195215,0.0007005711376064812,4.9361628893021085e-05,6.499781898578809e-06,8.43702881324472e-08,5.1246407373933994e-05,0.00032358570276220844,3.76,0.0,0.10629525496010787,0.8699308739884936,0.14196687326803803,0.00766088108172401,0.08537300275983493,0.0006529311526621194,0.3879866899769667,0.0006189484330043272,0.0003410407089073157,0.00033734053071984306,0.004040703889298107,8.93271393891528e-06,0.0024824330811385634,0.010006076473253347,0.01242723780295871,0.004953600261581426,6.832881240791561e-11,1.2928096306760331e-11,3.158077188883172e-07,6.721630074727662e-07,0.006890334439363435,1.0476107049668272e-09,5.477359099720387e-09,0.0027293192441612997,1.4218193578186196e-06,3.490975196924475e-09,0.0006772227852050608,7.319016432273009e-11,1.7101610722755216e-06,0.0006091346174530719,4.3901049710931804e-06,9.002608113086892e-08,6.198428908367777e-07
1.3951494202707189e-05,0.7263316703982282,0.0062077815821309475,0.0006456268421976586,0.0015692572953324149,0.3510734597102221,0.0,0.0,0.003944958489068569,0.0005587345929012337,0.0514156621291404,0.004091147854282044,0.000248083253783002,5.290488571173393e-09,3.612641332708219e-07,8.352656395243146e-06,0.007860700815794422,0.005616794643555854,0.0001119247581686545,8.361514377405564e-07,0.005101556117987435,2.75018663430989e-06,2.825478713218631e-06,0.0004935604887386083,8.217123534021186e-06,0.02188769894962135,0.0001106584018433746,0.04228269829109881,0.0007058178309563234,4.912034355310932e-05,6.4608555020163266e-06,8.35314286068718e-08,5.089645162082076e-05,0.0003239125140981727,3.76,0.0,0.10588212807792043,0.8696148109897176,0.14222816149909243,0.007694609839051222,0.08550807054788195,0.0006466761035323912,0.3881121982084754,0.0006132786030700543,0.00033840044538666867,0.00033462074094024025,0.004017393340261727,8.969309169680061e-06,0.002469178032923912,0.010033775703952134,0.012472520830696531,0.004989146416199809,6.778867896109574e-11,1.2825845798565134e-11,3.133178147070168e-07,6.654176790201182e-07,0.006928075372579975,1.03880141911018e-09,5.479716064957568e-09,0.002737673042921267,1.413604528001789e-06,3.502848743968901e-09,0.0006828761348053859,7.264388492001248e-11,1.71214233647566e-06,0.0006116053816344757,4.368653858005234e-06,8.926223592607605e-08,6.204217835517369e-07
1.3973682945478776e-05,0.726394467128831,0.0061520067063547635,0.000640908647066047,0.0015558727097394996,0.3513467794484445,0.0,0.0,0.0039421274894839205,0.0005600849265283523,0.05166694817712347,0.0041080961071002465,0.00024675286150317016,5.1608749469864045e-09,3.5548493359811755e-07,8.290259838906719e-06,0.007856136254570358,0.005635815296822118,0.0001119055586473483,8.33491039470068e-07,0.005115621297515959,2.706490404097786e-06,2.7990057557796223e-06,0.0004951267018752392,8.206518265335642e-06,0.02196418145836882,0.00010979841624976447,0.04228288720192629,0.0007110559635563883,4.888026376537529e-05,6.422077075300229e-06,8.270388167972876e-08,5.054895467922863e-05,0.00032423540372388926,3.76,0.0,0.10547383116793592,0.8693013061002178,0.14248701774266617,0.007728189140228929,0.08564215788679394,0.0006405003549318832,0.38823505027426114,0.0006076759754128234,0.0003357846012371756,0.00033192725783172535,0.00399411667304047,9.005628329440098e-06,0.002455885430115573,0.01006108667165496,0.012517487600105138,0.0050245408391245555,6.725255488514663e-11,1.2724369149662972e-11,3.108470110335675e-07,6.587622839988122e-07,0.006965591864922594,1.030097825362346e-09,5.482017752278342e-09,0.002745943075291295,1.4053799837377691e-06,3.514601533934026e-09,0.0006885087474444311,7.210135349584039e-11,1.7141325584264914e-06,0.0006140615775685037,4.3472334140524414e-06,8.850760188317812e-08,6.21003525104284e-07
1.3995871688250363e-05,0.7264566607514341,0.006096897172392535,0.0006362301570911498,0.0015426443909896904,0.35161674771601276,0.0,0.0,0.003939273387347907,0.0005614228955746179,0.05191687904027461,0.004124915185866691,0.0002454282520517142,5.034685190245287e-09,3.4980750297152834e-07,8.228294584880113e-06,0.00785136625331745,0.0056546999051935625,0.00011187989736187581,8.308082432795487e-07,0.005129563372026032,2.6636108651181993e-06,2.7727614443498524e-06,0.0004966751691322072,8.19565323598467e-06,0.022039956653572085,0.00010894727251947241,0.04228319782125271,0.000716285277312065,4.864140425799898e-05,6.3834545645527075e-06,8.188753899262313e-08,5.020393685354226e-05,0.0003245544374881443,3.76,0.0,0.10507028485766826,0.8689903313890341,0.1427434736536128,0.0077616198366561385,0.08577527506880443,0.0006344030962693458,0.3883553040812951,0.0006021400086716163,0.0003331931950981981,0.0003292600688884189,0.0039708788097727495,9.041673645968411e-06,0.0024425590626566142,0.01008801139659185,0.012562141125299641,0.005059782119386693,6.672048892888754e-11,1.2623674941182842e-11,3.0839550414585466e-07,6.521957794235855e-07,0.007002884407010198,1.0214990311208066e-09,5.484267174035396e-09,0.0027541303981501895,1.3971477783077542e-06,3.5262350070271554e-09,0.0006941203085146301,7.156262935742931e-11,1.71613260208393e-06,0.000616503533169027,4.325851011268245e-06,8.77621005539874e-08,6.215885104140512e-07
1.401806043102195e-05,0.7265182597693941,0.006042447168722573,0.0006315915212564919,0.0015295711728248128,0.351883418683588,0.0,0.0,0.00393639661208154,0.0005627485511891434,0.05216545798525735,0.004141606075248863,0.00024410962074277663,4.911833451460549e-09,3.442304322562052e-07,8.16676706183044e-06,0.007846395532029978,0.0056734493736163944,0.00011184790552793869,8.281044059841752e-07,0.00514338364791942,2.6215343887589424e-06,2.7467473974166138e-06,0.0004982060939771392,8.184534947791191e-06,0.02211503055681776,0.00010810493088782271,0.04228362826308707,0.0007215055203229815,4.8403779209892706e-05,6.344995554433442e-06,8.108229063038448e-08,4.986141696529706e-05,0.000324869680124952,3.76,0.0,0.10467141116501988,0.8686818590858917,0.1429975605424058,0.007794902787564253,0.08590743236497933,0.0006283835138909653,0.3884730161990895,0.0005966701526651338,0.0003306262337721686,0.00032661914987674556,0.003947684525847726,9.077447363154047e-06,0.002429202637698136,0.01011455193793404,0.012606484413436864,0.005094868916848592,6.619252605013551e-11,1.2523771056709452e-11,3.059634735873308e-07,6.457171237270656e-07,0.007039953539476848,1.0130041309214088e-09,5.486467233640716e-09,0.002762236059608849,1.3889099153081311e-06,3.5377505960505045e-09,0.0006997105158443998,7.102776760187521e-11,1.7181432791693427e-06,0.0006189315734632545,4.304513728959082e-06,8.702565238081876e-08,6.221771129007387e-07
1.4062437916565124e-05,0.7266397073587076,0.005935502223762757,0.000622434295947045,0.00150388524715206,0.35240708076499516,0.0,0.0,0.003930576761242485,0.0005653631311492659,0.052658574492275775,0.004174607274669007,0.0002414910330747565,4.67580870108069e-09,3.333717058564094e-07,8.045048718287873e-06,0.007835870468956965,0.005710546544200084,0.00011176545164111478,8.226388899999749e-07,0.0051706640024756076,2.5397366196784145e-06,2.6954156698169294e-06,0.0005012161266029785,8.16156419239341e-06,0.02226309864743946,0.00010644648470991794,0.04228484115897457,0.0007319178170365753,4.7932286487588184e-05,6.26859662212878e-06,7.950462997841476e-08,4.918393909459982e-05,0.0003254890454689157,3.76,0.0,0.10388737652479,0.8680723114609155,0.14349875077071014,0.007861028924878562,0.08616890825229014,0.0006165741116603147,0.3887010351331937,0.000585926532211837,0.00032556561646358275,0.0003214159690817028,0.003901445075729048,9.148189045778045e-06,0.0024024140332846587,0.010166488892294125,0.012694252265051036,0.005164574049610828,6.514907115935734e-11,1.232636243051412e-11,3.011584799070039e-07,6.330192031087551e-07,0.00711342397720207,9.963223333151781e-10,5.4907303480334784e-09,0.00277820654573164,1.3724249854972834e-06,3.560433813019553e-09,0.000710825721406574,6.996983276380564e-11,1.7221995292463617e-06,0.0006237471931497483,4.2620014200145085e-06,8.557959232388571e-08,6.233665593354857e-07
1.4106815402108296e-05,0.726758875366119,0.0058311243295824594,0.0006134377264691564,0.0014788051243258596,0.35291818072056214,0.0,0.0,0.003924671375712623,0.0005679290928884365,0.05314632892143066,0.004207107771156289,0.0002388985003022681,4.452146275939652e-09,3.2289739236458694e-07,7.925147612447493e-06,0.007824597466421066,0.005747114173746431,0.00011165923224605088,8.171047650585048e-07,0.005197472698761689,2.4609902044868558e-06,2.6450200088613104e-06,0.0005041584114978196,8.137656368783503e-06,0.02240843415418228,0.00010482272039689485,0.04228651115970069,0.0007422909595680803,4.7465888216765777e-05,6.192934071853898e-06,7.79699938622325e-08,4.851664338517346e-05,0.00032609399590552895,3.76,0.0,0.10312113036701592,0.8674724444965272,0.14399083200662502,0.007926574557209754,0.08642666713013916,0.0006050656004713587,0.3889195339931906,0.0005754405625751413,0.00032060258517527414,0.0003163173060091294,0.0038554336662293253,9.217871588520576e-06,0.002375547639619641,0.010216914730442441,0.012780815026836314,0.005233646886285767,6.412247877251538e-11,1.2132193220879231e-11,2.9643315514919424e-07,6.2066023884477e-07,0.007186008434212802,9.800449740984951e-10,5.494828229755912e-09,0.002793862735650022,1.3559402480252165e-06,3.5826624799266233e-09,0.0007218521868094466,6.892791503405962e-11,1.726306820107902e-06,0.0006285109749649799,4.219747523563428e-06,8.416876678203306e-08,6.245744454234056e-07
1.415119288765147e-05,0.7268758272787817,0.00572926528444624,0.0006046022454582548,0.0014543206719331739,0.3534171194008567,0.0,0.0,0.0039186838917254834,0.0005704468756915478,0.05362875626588489,0.004239115753759787,0.0002363333010654358,4.240217773925284e-09,3.1279611142344037e-07,7.807100098332689e-06,0.007812611846669213,0.0057831597061818035,0.00011153026941562303,8.115118422557998e-07,0.005223819970902983,2.385190162855224e-06,2.5955672559677378e-06,0.0005070345449651271,8.112860520055438e-06,0.022551085604244285,0.00010323325249380151,0.04228862382882044,0.000752623148120461,4.700467853278883e-05,6.11805649140786e-06,7.647746004928448e-08,4.785963077667796e-05,0.0003266850107134867,3.76,0.0,0.10237209666754724,0.8668820423858219,0.14447404230335922,0.00799154677351207,0.08668078997735898,0.0005938514202494047,0.38912892013582107,0.000565207594002901,0.000315736816271261,0.0003113225947474949,0.0038096834218667966,9.286513359050402e-06,0.0023486301930684163,0.010265847177538957,0.01286619638499997,0.005302079130133066,6.31129845756443e-11,1.1941303636799387e-11,2.9178839335638757e-07,6.086320038020616e-07,0.007257712852275846,9.641644573080194e-10,5.498780425933517e-09,0.002809212679343531,1.339469994041025e-06,3.604447742807616e-09,0.0007327879190920077,6.790232417258474e-11,1.7304699307832774e-06,0.0006332254045260108,4.177798823898227e-06,8.279250903901509e-08,6.258030477787796e-07
1.4195570373194642e-05,0.7269906246575756,0.00562987638351714,0.0005959279868865596,0.0014304214848909211,0.3539042839382276,0.0,0.0,0.003912617738226825,0.0005729169306950956,0.05410589501315949,0.00427063951049399,0.00023379659601257573,4.039420726686825e-09,3.0305650870464147e-07,7.690936498862151e-06,0.007799947863376976,0.005818690645131253,0.00011137957064842756,8.058694741574997e-07,0.005249715938988396,2.3122335886116623e-06,2.547061854174402e-06,0.0005098461056429547,8.087224356870215e-06,0.022691101542865803,0.00010167767029131268,0.04229116502860023,0.0007629126747843546,4.654874325984968e-05,6.044007543262237e-06,7.5026094261501e-08,4.721298197462058e-05,0.00032726255278181087,3.76,0.0,0.10163971958050796,0.8663008923889162,0.14494861420068683,0.008055952728312618,0.08693135705714591,0.0005829250145089761,0.3893295822291811,0.0005552228974342749,0.0003109678403592595,0.0003064311271862253,0.0037642253153995337,9.354132836245356e-06,0.0023216871662559008,0.010313304443926096,0.012950419808368313,0.005369863498913899,6.212077500382539e-11,1.1753724826643234e-11,2.8722487359956957e-07,5.969263411479587e-07,0.007328543804919255,9.486730789549955e-10,5.502604982635883e-09,0.0028242642704326784,1.3230277699557019e-06,3.6258005862153223e-09,0.0007436311023440354,6.689331725597202e-11,1.7346929573214753e-06,0.000637892912175514,4.136198066450917e-06,8.145014316472033e-08,6.270543577758284e-07
1.4239947858737815e-05,0.7271033272002978,0.005532908562688869,0.0005874148089146983,0.0014070969327944754,0.3543800481956976,0.0,0.0,0.003906476332294975,0.0005753397199571756,0.05457778688103637,0.0043016874057834565,0.00023128943295834705,3.849178404878347e-09,2.936672954911879e-07,7.576681509455887e-06,0.007786638713828846,0.005853714536334795,0.00011120812761330807,8.001865600899763e-07,0.005275170599673973,2.2420197855970214e-06,2.499506035158526e-06,0.0005125946525378227,8.060794255219354e-06,0.022828530455104638,0.00010015554053231161,0.04229412092407883,0.0007731579210710178,4.6098160092272824e-05,5.970826238039657e-06,7.361495385898912e-08,4.6576758569269054e-05,0.000327827069088098,3.76,0.0,0.10092346277403767,0.8657287849592893,0.145414774749314,0.008119799624864046,0.08717844781587457,0.0005722798447063505,0.38952189109081475,0.0005454816819083071,0.000306295055236217,0.00030164206642583426,0.003719088236393433,9.420748568437339e-06,0.002294742792681611,0.010359305182602589,0.013033508520103078,0.005436993684931741,6.114599070985829e-11,1.1569479527377583e-11,2.8274307576639386e-07,5.855351768757232e-07,0.007398508445887109,9.33563054246201e-10,5.506318526232026e-09,0.0028390252427365733,1.3066263960184388e-06,3.6467318225237894e-09,0.0007543800904354734,6.590110230175957e-11,1.7389793608288047e-06,0.0006425158708654024,4.094984167575078e-06,8.0140986389161e-08,6.283301001229836e-07
1.4284325344280988e-05,0.7272139927930338,0.00543831253088665,0.0005790623156359849,0.0013843362036747543,0.3548447732056065,0.0,0.0,0.003900263074754265,0.0005777157155518559,0.055044476564313126,0.004332267859488212,0.00022881275200784535,3.668939499134325e-09,2.846172837973226e-07,7.464354581893825e-06,0.007772716552690345,0.005888238951390978,0.00011101691501356136,7.944715526720456e-07,0.005300193817834015,2.1744503805509264e-06,2.4528999969328393e-06,0.0005152817232856309,8.033615257366812e-06,0.022963420693836497,9.866640995869842e-05,0.042297477986082965,0.0007833573554337891,4.565299878471758e-05,5.898547201168278e-06,7.224309126335966e-08,4.595100412761371e-05,0.0003283789911723194,3.76,0.0,0.10022280877996224,0.8651655138535734,0.14587274554533192,0.008183094699634207,0.08742214079243163,0.0005619094032414427,0.3897062004945035,0.0005359791105682638,0.00030171773810415767,0.00029695445939513667,0.0036742990606243413,9.48637913480696e-06,0.002267820092930894,0.010403868448344369,0.013115485472433583,0.0055034643151511044,6.018872990969405e-11,1.138858268746331e-11,2.783432953783524e-07,5.744505309363558e-07,0.007467614459821188,9.188265425018168e-10,5.509936343443254e-09,0.002853503167602926,1.2902779854196648e-06,3.667252082737958e-09,0.0007650333998109675,6.492584163488191e-11,1.7433320135164852e-06,0.0006470965944213556,4.054192420481201e-06,7.886435127457546e-08,6.296317508969565e-07
