Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142)
1.1051370882468522e-05,0.16070569388913225,3.76,0.0,0.0062071070228476265,0.6374533600635581,0.3258385825384254,0.029938940474422276,0.0003591195097178104,0.038679713882050666,0.21234324943124805,5.113233673222654e-11,0.35786624097827835,5.036392939431736e-07,7.392060038109561e-05,0.2781549434242367,0.0028901121444342977,0.00035367892147028637,9.773275314809953e-05,0.000797671521459862,0.28245705423544065,0.00011482251183118673,3.8884577950328826e-05,0.007999035928974621,0.01539028689566015,0.00017207342223349856,9.515227188151287e-05,0.001075987603313902,1.5729274996018341e-07,0.047315201803343615,1.2180532021087684e-08,0.0017255656899949,8.848223330331284e-05,0.0003474897926921545,1.5365119596341476e-05,3.6966501070304376e-07,0.004687121365994351,0.024348751760404727,0.0038129003114029236,0.015735555920749322,2.8669974969645327e-08,4.883524807908196e-10,0.018797887880508006,0.0013974364021682344,1.5264059944361881e-06,2.1832169374829172e-06,8.854146502628177e-06,0.008446917220445483,1.4854678608800872e-05,2.489181211604675e-11,6.694401595305676e-09,0.015522732047596566,2.498997599519169e-05,2.5024798089660764e-06,0.006189508866098949,2.23912541281733e-08,8.442372469674236e-12,2.7010764838057187e-07,2.0816945462760652e-05,4.039679036136764e-06,0.000130300903960065,2.667304435674964e-07,6.252877723913723e-08,0.002325247649129713,3.500063307419173e-07,0.000544257439778884,7.457971486073512e-05,0.0012262781217431123,2.427353528289679e-06,2.897498116801613e-11,8.02358235806623e-12,7.685191057274167e-08
1.1206683422089942e-05,0.16077393553081368,3.76,0.0,0.005985396969475113,0.6350719641784497,0.3274742427209666,0.030215216736625437,0.00035691465454698606,0.03857439156696995,0.21404900923251502,5.083591440146454e-11,0.35783353880489077,5.028971954966103e-07,7.344277064946573e-05,0.2813190109182013,0.0028691735973798514,0.00034897919051935417,9.660061677052246e-05,0.0007938280974128358,0.2809224215812994,0.00011355474030544599,3.8660353767313504e-05,0.007980118106143888,0.015468342859121778,0.00017107275385830925,9.445463874666904e-05,0.0010647040815901553,1.5482443529274692e-07,0.047271596251071434,1.2002668219888466e-08,0.001690112515286406,8.779003944301115e-05,0.00034322276361860304,1.5142223687557806e-05,3.6360656295303587e-07,0.004662543797736075,0.024168695880999395,0.0038090564870726378,0.01572388787293713,2.8640105777172748e-08,4.84145016987867e-10,0.01884554947986303,0.0013919615935871403,1.5275146808195045e-06,2.1645524399535477e-06,8.867077228105296e-06,0.008575144394193275,1.5005576293651725e-05,2.4674789615000067e-11,6.6164355288232865e-09,0.015678780384539324,2.521902344304313e-05,2.522427958280168e-06,0.006223673554511073,2.2515226321036772e-08,8.304016888519535e-12,2.7013228189886434e-07,2.0732633167359167e-05,4.0421406655051826e-06,0.0001300781924142426,2.6490121033731837e-07,6.223859794801002e-08,0.0023430026825904788,3.4775350631544543e-07,0.0005460547164032736,7.435620093963573e-05,0.0012283247622471645,2.416106035532917e-06,2.872061641743408e-11,7.95317443052191e-12,7.616698425606157e-08
1.1361995961711363e-05,0.16084141836237362,3.76,0.0,0.005772752327568747,0.6327129852750526,0.32909447377605316,0.030489031763219706,0.00035478791603164877,0.03846924548019194,0.2157374483294783,5.0548719960036805e-11,0.35779715052648065,5.021976410519323e-07,7.297641307257876e-05,0.2844577285669505,0.0028487087968625457,0.0003444207223277951,9.550575648968142e-05,0.0007901613119537065,0.279400124039729,0.00011232731313641221,3.844354362611324e-05,0.007960876955596129,0.015545419887281189,0.0001701010753816397,9.377817823971777e-05,0.0010537096988777243,1.5243740090177407e-07,0.04722274036173271,1.1829630234403804e-08,0.0016560309445247262,8.711821991390653e-05,0.00033907986985689826,1.4926534458766722e-05,3.5773251282840994e-07,0.004638596893307941,0.023988859541464413,0.003805337006774001,0.01571078451110023,2.8607273165621018e-08,4.8005248098763e-10,0.018891209437132475,0.0013866096265777795,1.528679640615112e-06,2.1463627099913513e-06,8.879921397202808e-06,0.00870246705165345,1.5156070777225886e-05,2.446364175197012e-11,6.540398042396623e-09,0.015833904931669144,2.5445946839217834e-05,2.5422389692865786e-06,0.006257535146389289,2.2638092137387632e-08,8.169872084304984e-12,2.701750155716746e-07,2.065132263773416e-05,4.044783308829084e-06,0.00012986026523210677,2.6309790794110056e-07,6.195529232421408e-08,0.002360435074645967,3.455899741124633e-07,0.0005478459084614128,7.413437132984047e-05,0.0012302841523828894,2.405225520950147e-06,2.847296619151973e-11,7.884624177241169e-12,7.550014963032282e-08
1.1517308501332783e-05,0.16090816156817322,3.76,0.0,0.005568740812317271,0.6303758144214565,0.3306997536039016,0.030760433230710402,0.0003527352906182833,0.0383642956294981,0.21740889107842018,5.0270249149507364e-11,0.3577572626197622,5.015380095824604e-07,7.252100184134592e-05,0.2875715206636763,0.0028286977839603383,0.00033999640992154226,9.444623486372231e-05,0.000786662148863926,0.2778899980065629,0.00011113816572071721,3.823378980056687e-05,0.007941331696296305,0.015621546118079893,0.00016915698236913572,9.312184130459011e-05,0.0010429912685267692,1.5012741936951732e-07,0.047168858083783134,1.1661200022797086e-08,0.0016232581060262807,8.646577250057266e-05,0.0003350549556103009,1.4717696075711485e-05,3.520337634438324e-07,0.004615252545149271,0.02380940664704539,0.003801735916511126,0.01569631896694646,2.857160190074516e-08,4.760693222257273e-10,0.018934931470445934,0.00138137666951016,1.5298973910864439e-06,2.128626258439401e-06,8.892690281250592e-06,0.008828889424041626,1.5306166176355688e-05,2.425808917443607e-11,6.466203877619557e-09,0.015988131464806446,2.567076831619122e-05,2.5619118872323585e-06,0.006291104620507886,2.2759891829286867e-08,8.039730339682917e-12,2.7023495969937916e-07,2.057285715724557e-05,4.047598987612709e-06,0.0001296468639605335,2.6131970918551553e-07,6.167852142757244e-08,0.0023775518933916405,3.435109740339713e-07,0.0005496305395971151,7.391412212719648e-05,0.0012321599056978607,2.394694271952213e-06,2.823171622887231e-11,7.817844685377007e-12,7.48505604073514e-08
1.1672621040954204e-05,0.16097418354184417,3.76,0.0,0.005372955038020609,0.6280598716138623,0.332290535661827,0.031029466591147185,0.0003507530320944663,0.03825956088299185,0.21906365382936233,5.0000034525130955e-11,0.3577140504736951,5.00915881366324e-07,7.207604232436652e-05,0.2906607994121697,0.0028091217351039147,0.00033569962162626686,9.342024338705641e-05,0.0007833221739795037,0.27639188291683786,0.00010998536933771594,3.803075695052002e-05,0.007921500437720413,0.01569674831891123,0.000168239157343204,9.248464518504641e-05,0.001032536409352311,1.4789054910650364e-07,0.04711016239701065,1.1497172969618143e-08,0.0015917339376901002,8.583175828028048e-05,0.00033114227019906563,1.4515372397926243e-05,3.465018208308676e-07,0.004592484211486248,0.023630486663189863,0.0037982475321301726,0.015680560342921434,2.8533210772380816e-08,4.721903443796149e-10,0.018976776233551387,0.0013762589584729438,1.5311646394955719e-06,2.111322848064881e-06,8.905393818862026e-06,0.008954415864907552,1.5455866031457858e-05,2.4057870088918003e-11,6.393772955164363e-09,0.01614148453041147,2.589350945229876e-05,2.5814458987725714e-06,0.006324392338324442,2.288066337948205e-08,7.913397702873752e-12,2.7031127233779425e-07,2.0497089894654072e-05,4.050580050734659e-06,0.0001294377424649902,2.5956582403144115e-07,6.140796586268651e-08,0.0023943599532537927,3.415120570920348e-07,0.0005514081627330196,7.369535890956432e-05,0.0012339554385025697,2.384495681584795e-06,2.799657184704454e-11,7.75275445491171e-12,7.421742305065935e-08
1.1827933580575624e-05,0.16103950192513367,3.76,0.0,0.005185010767000293,0.6257646039721603,0.33386725056223254,0.031296175208307075,0.0003488376314449207,0.03815505902885071,0.22070204517126452,4.973764226351064e-11,0.357667679203421,5.003290198892353e-07,7.164106882731103e-05,0.2937259654551218,0.002789962883225132,0.00033152416270736985,9.242609210721896e-05,0.0007801334894253205,0.274905621259783,0.00010886712028941573,3.783413040238921e-05,0.007901400260054146,0.015771051976172686,0.00016734636307010213,9.18656682979253e-05,0.0010223334858697102,1.4572311117136585e-07,0.047046855974657874,1.133735687771133e-08,0.0015614010888542885,8.521529675059524e-05,0.0003273364355563192,1.4319245973304246e-05,3.4112874518470664e-07,0.004570266810474414,0.023452235660559213,0.003794866424390619,0.0156635739831687,2.8492212945041544e-08,4.684106776151392e-10,0.01901680151710304,0.0013712528080685623,1.5324782668998862e-06,2.094433405915178e-06,8.918040768005088e-06,0.00907905082936404,1.560517335352778e-05,2.3862738921213376e-11,6.323029991827181e-09,0.016293987521112052,2.611419127845468e-05,2.600840317484345e-06,0.006357408085814647,2.300044265566327e-08,7.79069287505924e-12,2.7040315561246474e-07,2.0423883137692744e-05,4.053719162043349e-06,0.0001292326663248991,2.5783549762614296e-07,6.114332435333568e-08,0.0024108658272638025,3.3958906045890283e-07,0.0005531783582381117,7.347799584628114e-05,0.0012356739834657063,2.3746141363464692e-06,2.7767256502350473e-11,7.689277003141967e-12,7.359999291965327e-08
1.1983246120197045e-05,0.16110413365447365,3.76,0.0,0.005004545305890822,0.6234894840721714,0.3354303075445562,0.03156060048384119,0.00034698579846163444,0.03805080683138984,0.2223243661643455,4.948266928363017e-11,0.357618304393345,4.997753557062262e-07,7.1215642541295e-05,0.2967674083649028,0.002771204445336002,0.00032746424054954054,9.146220034318975e-05,0.0007770886915693901,0.2734310585775298,0.00010778173020441701,3.76436145861428e-05,0.007881047287314733,0.01584448137771062,0.00016647743674585245,9.126404560127941e-05,0.0010123715535643829,1.4362166823170756e-07,0.04697913179859765,1.1181571056093871e-08,0.0015322048216232578,8.461556140893662e-05,0.00032363241672839227,1.4129017060723807e-05,3.359071072352068e-07,0.004548576623088025,0.023274777285306605,0.0037915874051907207,0.015645421722951927,2.844871628511301e-08,4.6472575391191263e-10,0.019055062433837047,0.001366354619709122,1.5338353199859505e-06,2.0779399427263404e-06,8.930638821282247e-06,0.009202798856048602,1.5754090642740874e-05,2.3672465110111532e-11,6.2539041534893234e-09,0.016445662745549962,2.6332834280520716e-05,2.620094570697502e-06,0.006390161111926798,2.3119263552215266e-08,7.671446215519481e-12,2.705098530583927e-07,2.0353107604348625e-05,4.057009286077819e-06,0.00012903141224253892,2.5612800846919943e-07,6.088431251294082e-08,0.0024270758585736444,3.377380853585964e-07,0.0005549407322384799,7.326195489701202e-05,0.001237318602075312,2.365034956591705e-06,2.7543510353713658e-11,7.62734046215201e-12,7.299757033376497e-08
1.2138558659818465e-05,0.1611680949990746,3.76,0.0,0.004831216033782724,0.6212340084016962,0.3369800958334444,0.03182278197432912,0.00034519444517377317,0.037946820083751116,0.223930910560934,4.923474047836656e-11,0.3575660727769552,4.992529714743231e-07,7.079934967499089e-05,0.2997855071005104,0.0027528305558698397,0.0003235144329973896,9.052708797446927e-05,0.0007741808332761926,0.27196804345148473,0.00010672761698544244,3.745893161672262e-05,0.007860456754213301,0.015917059688836468,0.0001656312846475426,9.067896441455451e-05,0.0010026403086928382,1.4158300489683218e-07,0.04690717373187726,1.1029645450343295e-08,0.0015040929123901633,8.403177573574465e-05,0.00032002549506928904,1.3944402684577041e-05,3.308299469714069e-07,0.004527391203670653,0.02309822366068131,0.0037884055147037296,0.015626162118681855,2.8402823664979007e-08,4.6113128384393814e-10,0.019091611589270363,0.0013615608878146384,1.5352330052296053e-06,2.061825477261666e-06,8.943194726545922e-06,0.009325664551380054,1.590261991893361e-05,2.348683194905342e-11,6.186328719268782e-09,0.016596531493100093,2.6549458403309167e-05,2.6392081869432054e-06,0.006422660163994613,2.3237158120755018e-08,7.555498797118557e-12,2.706306476654712e-07,2.028464182267178e-05,4.060443674037468e-06,0.00012883376747395498,2.544426666077945e-07,6.063066181632413e-08,0.002442996171279147,3.359554768042145e-07,0.0005566949150559168,7.304716508999587e-05,0.0012388921960837472,2.3557443594212924e-06,2.7325089000806598e-11,7.566877232744497e-12,7.240949720759364e-08
1.2293871199439886e-05,0.1612314015986207,3.76,0.0,0.004664699051017391,0.6189976959305714,0.3385169858923675,0.03208275749992303,0.00034346067082745177,0.037843113657434924,0.22552196501597419,4.89935064150263e-11,0.35751112285875974,4.987600886941709e-07,7.039179973966346e-05,0.3027806304335219,0.002734826205372386,0.000319669659583399,8.961936763757992e-05,0.000771403389919768,0.2705164274774115,0.00010570329660863346,3.727981999974053e-05,0.007839643067312586,0.01598880902246721,0.00016480687691248225,9.010966054758816e-05,0.000993130042543719,1.3960411063786918e-07,0.046831157051768116,1.0881419873959383e-08,0.0014770155540470525,8.346320951763004e-05,0.00031651124394078495,1.3765135723744983e-05,3.258907372089957e-07,0.004506689297421975,0.02292267622454268,0.003785316009408305,0.015605850660064775,2.8354633247372237e-08,4.5762323562129257e-10,0.019126499239071563,0.001356868204202705,1.5366686722186704e-06,2.0460739686495144e-06,8.955714404563574e-06,0.009447652575843,1.605076278366741e-05,2.3305635583794988e-11,6.120240796238227e-09,0.016746614093971973,2.676408306643173e-05,2.6581807857150448e-06,0.006454913520359532,2.335415669032845e-08,7.44270157513372e-12,2.7076485850765497e-07,2.021837155322692e-05,4.06401585449633e-06,0.00012863952929759927,2.527788120196268e-07,6.03821184616306e-08,0.0024586326805951463,3.342378046406626e-07,0.0005584405597639236,7.283356187303504e-05,0.0012403975180219837,2.346729347405559e-06,2.7111762502634477e-11,7.507823719873383e-12,7.183515447658588e-08
1.2449183739061306e-05,0.16129406849694344,3.76,0.0,0.004504687937774292,0.6167800867853976,0.34004133058174535,0.032340563245277926,0.0003417817480109199,0.03773970154885252,0.22709780928795947,4.875864130776526e-11,0.3574535854839235,4.982950562876556e-07,6.999262396570994e-05,0.30575313734599385,0.0027171771840607526,0.0003159251553676911,8.873773792141789e-05,0.0007687502276953204,0.26907606523075517,0.00010470737597711655,3.710603345132974e-05,0.007818619860963969,0.0160597505039028,0.00016400324301883246,8.955541477506788e-05,0.0009838315996842817,1.376821641128805e-07,0.04675124894611163,1.0736743326407428e-08,0.0014509252593474344,8.290917550115666e-05,0.00031308550666836,1.3590964036002624e-05,3.210833516594046e-07,0.004486450764301854,0.02274822650731682,0.00378231435101558,0.01558453996584658,2.8304238752040786e-08,4.541978168737984e-10,0.019159773434235385,0.0013522732609661146,1.538139803776821e-06,2.0306702544146224e-06,8.968203021599315e-06,0.009568767632184956,1.6198520440662656e-05,2.3128684107884374e-11,6.05558105564939e-09,0.016895929974943366,2.6976727180331084e-05,2.6770120691666736e-06,0.006486929020445054,2.3470287978167402e-08,7.332914660389996e-12,2.7091183819095943e-07,2.0154189264467878e-05,4.067719621819591e-06,0.00012844850452080914,2.511358131247941e-07,6.013844240088118e-08,0.0024739911024330764,3.3258184679956125e-07,0.0005601773408533133,7.262108652926927e-05,0.0012418371808680143,2.3379776395952996e-06,2.6903314227567622e-11,7.450120001939624e-12,7.127395883929527e-08
1.2604496278682727e-05,0.1613561101739803,3.76,0.0,0.004350892612137892,0.6145807410199767,0.34155346623002886,0.032596233853421815,0.0003401551100122119,0.03763659692313748,0.2286587164310521,4.852984090610996e-11,0.35739358436068286,4.97856339723187e-07,6.960147384750218e-05,0.3087033774031178,0.0026998700298044263,0.00031227644711757685,8.78809768024039e-05,0.0007662155748575673,0.267646814225302,0.00010373854611752008,3.693733981552873e-05,0.007797400048561299,0.01612990433067943,0.0001632194679444353,8.901554968266115e-05,0.0009747363395420176,1.3581451826954703e-07,0.04666760897588354,1.0595473320471364e-08,0.0014257767658543054,8.236902634283175e-05,0.00030974437646697964,1.3421649618891265e-05,3.1640203367360953e-07,0.004466656508840181,0.0225749568548953,0.0037793961961628073,0.01556227996463633,2.825172970339261e-08,4.5085145684783626e-10,0.019191480155191388,0.001347772852120975,1.539644019685163e-06,2.0155999911482074e-06,8.980665064878871e-06,0.009689014455225006,1.634589369303866e-05,2.2955796654711232e-11,5.992293462779149e-09,0.017044497711016342,2.7187409157695134e-05,2.695701813696577e-06,0.006518714092514183,2.3585579191917693e-08,7.226006602344602e-12,2.7107097241498625e-07,2.009199366379939e-05,4.071549019979004e-06,0.00012826050902867644,2.4951306527736286e-07,5.989940659852873e-08,0.0024890769624221305,3.3098457468379544e-07,0.0005619049529964261,7.240968564944678e-05,0.0012432136669498037,2.329477705507187e-06,2.6699539768811228e-11,7.39370953427058e-12,7.072535989632298e-08
1.2759808818304147e-05,0.16141754057515517,3.76,0.0,0.004203038277768693,0.612399237472605,0.34305371362580805,0.032849802513168165,0.00033857833948112574,0.03753381215546347,0.23020495297942417,4.83068207880981e-11,0.357331236540037,4.974425108382485e-07,6.921801981045886e-05,0.3116316911031654,0.0026828919801431287,0.0003087193315777498,8.704793558878817e-05,0.00076379399621852,0.2662285348660138,0.00010279557578614078,3.677352006872273e-05,0.007775995869651448,0.016199289827972908,0.0001624546881459016,8.8489426706104e-05,0.0009658361011284494,1.3399868778298011e-07,0.046580389507079545,1.0457475287700218e-08,0.0014015269428260069,8.184215178511138e-05,0.00030648417810449544,1.3256967808895846e-05,3.118413685112564e-07,0.004447288415285968,0.022402941100840106,0.003776557386761093,0.015539118062206718,2.8197191662146906e-08,4.4758079012103537e-10,0.019221663435888745,0.0013433638742796166,1.5411790626662757e-06,2.0008496017318253e-06,8.993104442534301e-06,0.009808397802914735,1.649288301332599e-05,2.2786802651749045e-11,5.930325068342741e-09,0.01719233507361809,2.7396146934795006e-05,2.714249862554444e-06,0.0065502757793344845,2.370005612414093e-08,7.121853756524083e-12,2.712416771753989e-07,2.0031689257632145e-05,4.075498335069352e-06,0.0001280753673545372,2.4790998942652864e-07,5.966479609284773e-08,0.0025038956044090227,3.2944313875132115e-07,0.0005636231098978775,7.219931065454758e-05,0.001244529336157365,2.321218671158034e-06,2.650024639490888e-11,7.338539015751807e-12,7.018883888093744e-08
1.2915121357925568e-05,0.16147837313849908,3.76,0.0,0.0040608644524328,0.6102351727026524,0.34454237893834544,0.033101301040665186,0.0003370491579511938,0.03743135886999503,0.231736779124497,4.8089314965568036e-11,0.35726665285713727,4.970522396146553e-07,6.88419499831978e-05,0.31453841020691303,0.002666230927892319,0.0003052498556183658,8.623753391335809e-05,0.0007614803691540814,0.2648210903961067,0.00010187730615608066,3.661436742019314e-05,0.007754418933261541,0.016267925500005127,0.00016170808773256694,8.797644338317932e-05,0.0009571231707132616,1.3223233708179778e-07,0.04648973611422903,1.0322622067631825e-08,0.0013781347003126772,8.132797608041943e-05,0.0003033014511412503,1.309670651898204e-05,3.073962599119374e-07,0.004428329287567278,0.02223224519176535,0.0037737939409955884,0.015515099296421557,2.814070644405377e-08,4.4438264328494596e-10,0.01925036547874245,0.0013390433265553477,1.5427427779774598e-06,1.9864062275578063e-06,9.00552453349661e-06,0.009926922448652424,1.6639488591130602e-05,2.262154115068875e-11,5.869625814590452e-09,0.0173394590756088,2.760295799578977e-05,2.7326561206011738e-06,0.006581620761943685,2.3813743239773257e-08,7.020339753353268e-12,2.7142339515308364e-07,1.9973185945258316e-05,4.079562089576769e-06,0.00012789291224711105,2.4632603091566496e-07,5.943440720894023e-08,0.0025184521984895117,3.2795485469122584e-07,0.0005653315432269149,7.198991736422475e-05,0.0012457864335306149,2.3131901665300684e-06,2.6305252208987285e-11,7.28455813086307e-12,6.9663906047541e-08
1.3070433897546988e-05,0.16153862082012446,3.76,0.0,0.0039241240703542105,0.6080881600004423,0.3460197545725291,0.033350759955559264,0.0003355654159973571,0.03732924797664207,0.23325444888527577,4.787707423399036e-11,0.3571999383380617,4.966842866118786e-07,6.847296904841163e-05,0.31742385804825424,0.002649875380016053,0.0003018642980800314,8.544875482080619e-05,0.0007592698611434315,0.26342434684144617,0.00010098264576678728,3.6459686485337106e-05,0.007732680257771922,0.016335829077748033,0.00016097889569546863,8.747603096668266e-05,0.0009485902519008288,1.305132686766582e-07,0.04639578795730984,1.0190793376336959e-08,0.0013555609006725541,8.082595566709521e-05,0.0003001929346013089,1.2940665512657588e-05,3.030619059324215e-07,0.0044097627935723955,0.022062927769219715,0.003771102044906169,0.015490266480836951,2.8082352323105915e-08,4.4125402119590296e-10,0.019277626761244535,0.0013348083098220415,1.544333125947965e-06,1.9722576812130024e-06,9.017928220115339e-06,0.010044593174768553,1.6785710289156416e-05,2.2459860067433773e-11,5.810148297687838e-09,0.017485886012954095,2.7807859384956488e-05,2.750920548783692e-06,0.006612755381673436,2.3926663757168983e-08,6.921354941647666e-12,2.7161559668772866e-07,1.9916398659289096e-05,4.083735023841741e-06,0.00012771298427476723,2.447606581985763e-07,5.920804706302015e-08,0.0025327517486087065,3.265171931461524e-07,0.0005670300016261895,7.17814656065161e-05,0.0012469870962786142,2.3053824418597293e-06,2.6114384949182064e-11,7.231719213745775e-12,6.91500974435749e-08
1.3225746437168409e-05,0.16159829611818888,3.76,0.0,0.0037925826523062434,0.605957828464396,0.3474861199631784,0.033598208552112915,0.00033412508441347106,0.03722748970584043,0.23475821027245877,4.766986484708798e-11,0.3571311925745272,4.96337494822749e-07,6.811079718346782e-05,0.3202883498274986,0.002633814419626392,0.00029855915316073014,8.468063987199542e-05,0.0007571579102200317,0.26203817295308107,0.00010011056534779614,3.630929250146483e-05,0.007710790307743271,0.01640301756318157,0.00016026638316986053,8.698765217055866e-05,0.000940230438029001,1.2883941429207054e-07,0.04629867813433938,1.0061875335675783e-08,0.0013337682726373844,8.033557698131954e-05,0.000297155552947919,1.2788655714727018e-05,2.988337772262058e-07,0.0043915734133767115,0.021895040711104458,0.003768478044441774,0.015464660337961986,2.8022204221316848e-08,4.381920937195386e-10,0.019303486134938423,0.001330656025423532,1.5459481837062426e-06,1.958392404497486e-06,9.030317976145782e-06,0.010161414766780024,1.693154768922157e-05,2.230161562455212e-11,5.7518476135934554e-09,0.01763163150363814,2.8010867723779587e-05,2.7690431581859302e-06,0.00664368566058087,2.4038839723279524e-08,6.824795892770809e-12,2.7181777900419747e-07,1.9861247027664276e-05,4.088012086154357e-06,0.00012753543149176025,2.43213361706868e-07,5.89855327512645e-08,0.002546799099736042,3.251277701094373e-07,0.0005687182497858327,7.157391886422627e-05,0.0012481333602767399,2.297786402074654e-06,2.5927481765273867e-11,7.179977232828013e-12,6.864697488939315e-08
1.338105897678983e-05,0.16165741109486265,3.76,0.0,0.0036660175371048855,0.6038438221395089,0.348941742313966,0.03384367496570586,0.0003327262463730376,0.0371260936413907,0.2362483054472088,4.746746760707213e-11,0.35706051006960227,4.960107832166532e-07,6.775516911585426e-05,0.32313219288910017,0.002618037670757957,0.0002953311151973602,8.393228539620048e-05,0.0007551402070671802,0.2606624401458451,9.926009375785237e-05,3.6163010623859125e-05,0.007688759027931526,0.016469507270471015,0.00015956985996949267,8.651079893440864e-05,0.0009320371870393679,1.2720882552361204e-07,0.046198534011725884,9.935760097044332e-09,0.001312721328011873,7.985635441680827e-05,0.00029418640323763755,1.2640498559610062e-05,2.947076001133364e-07,0.004373746391223983,0.021728629635565194,0.003765918438028986,0.01543831962297116,2.7960333889325836e-08,4.351941861253945e-10,0.01932798091733496,0.0013265837734796843,1.5475861053431992e-06,1.944799431656884e-06,9.042695916830368e-06,0.010277392008405632,1.7077000198276443e-05,2.2146671910582332e-11,5.6946812428439e-09,0.01777671052449447,2.8211999242023257e-05,2.787024006616487e-06,0.006674417320426289,2.415029208344554e-08,6.730565020380461e-12,2.7202946038042164e-07,1.980765505534653e-05,4.09238843622206e-06,0.00012736010909032382,2.4168365289310073e-07,5.8766690677842186e-08,0.002560598944652464,3.2378433355754086e-07,0.0005703960675784768,7.136724395323542e-05,0.0012492271660886959,2.290393249081852e-06,2.574438901737044e-11,7.129289697314327e-12,6.81541248498674e-08
1.353637151641125e-05,0.16171597739704865,3.76,0.0,0.003544217168982265,0.6017457992131783,0.35038687728596796,0.034087186235160126,0.0003313670898208212,0.037025068751451645,0.237724970874456,4.726967655446414e-11,0.3569879805576153,4.957031420606221e-07,6.740583321845168e-05,0.3259556869851815,0.0026025352655738377,0.00029217706470216525,8.320283897008016e-05,0.0007532126773220903,0.2592970224359005,9.843031441958319e-05,3.6020675305764044e-05,0.007666595874624996,0.016535313864348956,0.00015888867208400551,8.604499057244658e-05,0.000924004298100069,1.256196638939585e-07,0.04609547753338752,9.812345416439576e-09,0.001292386281117965,7.938782853798715e-05,0.0002912827432990419,1.2496025374091072e-05,2.906793377457499e-07,0.004356267690954733,0.02156373437005417,0.0037634198696494792,0.015411281238617226,2.7896810074198482e-08,4.3225776870164543e-10,0.019351146977379583,0.001322588950896711,1.5492451267236238e-06,1.9314683512732576e-06,9.055063792238133e-06,0.010392529677518622,1.722206699095619e-05,2.1994900191686936e-11,5.638608823418023e-09,0.017921137445284268,2.8411269797528353e-05,2.804863195998498e-06,0.006704955800306646,2.4261040746246076e-08,6.638570143637661e-12,2.722501806611609e-07,1.9755550845304554e-05,4.096859428322142e-06,0.00012718687902620694,2.401710631279736e-07,5.8551356308998804e-08,0.0025741558304023028,3.2248475469805573e-07,0.0005720632492556044,7.116141073013108e-05,0.0012502703645568955,2.2831945515746134e-06,2.5564960684866367e-11,7.079616178682534e-12,6.767115375301201e-08
1.369168405603267e-05,0.161774006276089,3.76,0.0,0.0034269804367103207,0.599663431264203,0.35182176963942935,0.0343287683611142,0.00033004590019556615,0.03692442341801316,0.23918843747065668,4.7076297872142844e-11,0.35691368929982537,4.954136265994928e-07,6.706255061537693e-05,0.32875912452559525,0.0025872978140028136,0.0002890940555385021,8.249149530682124e-05,0.0007513714655771555,0.25794179637990783,9.76203610095201e-05,3.5882129679028e-05,0.007644309844699276,0.016600452395812867,0.00015822220038826852,8.55897721740828e-05,0.000916125889562404,1.2407019536556295e-07,0.045989625510095195,9.691534268894752e-09,0.0012727309710666866,7.892956441359049e-05,0.0002884419808467851,1.2355076791848286e-05,2.8674517238577195e-07,0.004339123954378799,0.021400389388004506,0.0037609791222393955,0.015383580342194149,2.7831698675253822e-08,4.2938044536630353e-10,0.01937301881509283,0.0013186690490948184,1.5509236063681818e-06,1.9183892721016484e-06,9.067423051179804e-06,0.010506832542642149,1.7366746968551713e-05,2.1846178434164567e-11,5.583592006041203e-09,0.01806492605997853,2.860869488192941e-05,2.8225608672700315e-06,0.00673530627306304,2.4371104643833846e-08,6.5487240812956736e-12,2.7247950507147547e-07,1.9704866334448535e-05,4.101420590821303e-06,0.00012701560973093717,2.3867514271735493e-07,5.833937342330809e-08,0.002587474164406558,3.2122702643689026e-07,0.0005737196026960286,7.095639182869521e-05,0.0012512647219942426,2.2761827240529895e-06,2.5389057883768265e-11,7.030918271218649e-12,6.719768799756963e-08
