Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142)
1.137195788193837e-06,0.14223472919363955,3.76,0.0,0.5749950323051304,0.9986817026116657,0.0012417091381284973,9.036998952432919e-05,6.62064934146553e-05,0.02795746100681361,0.02803880420799515,2.5390352891995385e-11,0.00729338176317862,1.5573426332009021e-07,3.8216048597760235e-06,4.210667468291506e-05,0.0006071181614927912,4.449510989677967e-06,9.601951971343273e-05,0.0004792640480236695,0.008960698125629121,5.6496478791210044e-05,6.616292929798933e-06,2.7653612159873686e-05,2.550062258901515e-05,1.1582570907150715e-05,5.333468502833832e-07,3.066849651655445e-06,2.7176270530044016e-07,1.0055704712664023e-06,6.12253048330638e-11,2.9971644681247537e-06,6.277387246404978e-07,1.3302737887080185e-06,2.5629331106794507e-09,2.4814957841669504e-09,1.0865686372639895e-05,7.312955416959172e-06,9.050791344563879e-06,6.530624114569468e-07,6.417892804416021e-13,7.517561950619306e-11,3.456635981358743e-06,2.789576662877953e-09,3.651064027899963e-10,1.4003386384730387e-09,8.765945529195526e-10,3.717880994260218e-08,6.521850624313024e-11,3.5237774242271496e-14,1.592686346754214e-11,2.0538295066790454e-06,2.411026805099084e-11,3.016062153496245e-12,2.7990544516120203e-08,7.870327349387678e-14,5.690166713195703e-14,1.6547958112940462e-12,6.330900929189046e-06,7.674025722454596e-10,1.6555740071242212e-09,2.2483376677819585e-11,5.139836588816126e-12,2.5952277171165265e-06,1.274395621362637e-09,4.79506847898924e-09,6.239975269669566e-05,1.0712266846286353e-05,1.5527244662981243e-08,3.196138414287652e-13,9.001559739995066e-14,9.972061178148171e-10
1.1431941015838865e-06,0.14224373788993325,3.76,0.0,0.5746359409183338,0.9986506539397236,0.001272195247155468,9.092632941647723e-05,6.776895122304428e-05,0.02809798009463827,0.028181622927095994,2.56181215193793e-11,0.007465905296926769,1.5700440949668018e-07,3.9177430061784e-06,4.3185728573210776e-05,0.000620582485750721,4.591158223601663e-06,9.816410247147174e-05,0.0004899355146385942,0.009172554881325864,5.778418237404765e-05,6.799949629390008e-06,2.847553846409894e-05,2.6245429472354168e-05,1.1851676019261312e-05,5.584751031430218e-07,3.2137590569688936e-06,2.7780734699661603e-07,1.051366020068567e-06,6.415245992809617e-11,3.0977327975852132e-06,6.572264673625119e-07,1.3942085556867696e-06,2.688088682199684e-09,2.6005554004355993e-09,1.0962213909729352e-05,7.4077346676036515e-06,9.222773198018634e-06,6.627481003234849e-07,6.717020950593527e-13,7.730192592893758e-11,3.4953853190152955e-06,2.8935589653037617e-09,3.841455199084626e-10,1.4544631548743941e-09,8.969445318340306e-10,3.816261948468883e-08,6.767690559695571e-11,3.690983697901012e-14,1.6681297658402448e-11,2.1067478039208175e-06,2.529373063308246e-11,3.161451134895518e-12,2.9527953790362767e-08,8.302668985622582e-14,5.963134604646746e-14,1.7748699286257302e-12,6.499311493971383e-06,7.850078194858639e-10,1.7475997319971754e-09,2.3448781225568826e-11,5.419723781228444e-12,2.671126745935834e-06,1.2935061447935968e-09,4.950525528512621e-09,6.246173263836145e-05,1.1008055539192107e-05,1.5979317545402237e-08,3.2887770977960103e-13,9.26266376179391e-14,1.0256773151374287e-09
1.149192414973936e-06,0.1422528584674585,3.76,0.0,0.5742722305731397,0.9986189152766817,0.0013033900264502309,9.148579876734167e-05,6.93683339510917e-05,0.02823835429377678,0.028324359835143927,2.5851211413404867e-11,0.0076421649291240476,1.582997454161657e-07,4.016385575118164e-06,4.429433465949125e-05,0.0006343185538465754,4.737495963586836e-06,0.00010035499723493398,0.0005008332044657369,0.009389014853340384,5.91008808928428e-05,6.988343310302775e-06,2.9319671346198446e-05,2.7010638597440587e-05,1.2126953821418263e-05,5.847531765930135e-07,3.3674631380882717e-06,2.839815156245153e-07,1.0992614708577911e-06,6.721461412450485e-11,3.201956510016511e-06,6.880555951542815e-07,1.4611022809144384e-06,2.8191563839797165e-09,2.7251105288429468e-09,1.1062369452251395e-05,7.504769637724953e-06,9.401512680202606e-06,6.725150520156395e-07,7.030281688418181e-13,7.948550854299071e-11,3.5346728257286802e-06,3.001297433322149e-09,4.041454524050389e-10,1.511253307052732e-09,9.177323454541762e-10,3.9171213169889225e-08,7.023573916325027e-11,3.865934983481341e-14,1.747058259766922e-11,2.1611793065801607e-06,2.6536264777026514e-11,3.314494964663398e-12,3.115006557136592e-08,8.758755703827082e-14,6.248700552833403e-14,1.9034155704065613e-12,6.671774176552291e-06,8.029958192086768e-10,1.844674955287286e-09,2.4463627628195074e-11,5.714821929749685e-12,2.749042638913006e-06,1.3133776951234882e-09,5.1121638914032135e-09,6.251635789542264e-05,1.1310663181965004e-05,1.6445187925419675e-08,3.384226208652293e-13,9.531695399560936e-14,1.0550016513241473e-09
1.1551907283639855e-06,0.14226209323343986,3.76,0.0,0.5739038057963878,0.9985864718333132,0.0013353098657801219,9.204852915162829e-05,7.100555006712041e-05,0.028378580980232285,0.028467014012650775,2.6089878501626936e-11,0.007822236076798456,1.5962148706490145e-07,4.117597820880789e-06,4.543337233099353e-05,0.000648331084645784,4.888687543991306e-06,0.00010259318967816572,0.0005119617023779881,0.009610171786838852,6.0447242403019924e-05,7.181588505060083e-06,3.018655647463192e-05,2.779678014569977e-05,1.2408549626491711e-05,6.122324896166264e-07,3.5282674420399126e-06,2.902879276566481e-07,1.1493540204228315e-06,7.04178127442586e-11,3.309979110524929e-06,7.202855125868873e-07,1.5310877514501008e-06,2.9564089049531656e-09,2.855406788481143e-09,1.1166329994926997e-05,7.604163642367861e-06,9.587288569675078e-06,6.823634702821499e-07,7.358355068041111e-13,8.172787575491693e-11,3.574514712782545e-06,3.1129202185153413e-09,4.251531849765429e-10,1.5708568234678083e-09,9.389670908048118e-10,4.020527905956424e-08,7.289942214251738e-11,4.04898450949496e-14,1.829630103845055e-11,2.217169464878041e-06,2.784087666437308e-11,3.4756284583749207e-12,3.2861625253146764e-08,9.239910780022465e-14,6.547427562891005e-14,2.0410159757424195e-12,6.848374479277239e-06,8.213750631530011e-10,1.947075659703495e-09,2.5530782108687678e-11,6.025963772098957e-12,2.829024279475274e-06,1.334045756788089e-09,5.280309659340688e-09,6.25635099180637e-05,1.1620202158607897e-05,1.6925298706933132e-08,3.482575118232641e-13,9.808907154873759e-14,1.0852059232744902e-09
1.161189041754035e-06,0.14227144453869695,3.76,0.0,0.573530569297104,0.9985533085142222,0.0013679715452558582,9.261465768304067e-05,7.268153162998444e-05,0.02851865746839814,0.028609584524514543,2.6334390500166443e-11,0.008006195539603089,1.609709066088038e-07,4.22144667397879e-06,4.6603748806845225e-05,0.000662624849118538,5.044902114279232e-06,0.00010487968591615616,0.000523325678171023,0.009836121180318971,6.182395095684335e-05,7.379802299900871e-06,3.107675145145825e-05,2.8604397460010473e-05,1.2696612356475636e-05,6.409667148747645e-07,3.696490926206903e-06,2.9672935423558927e-07,1.2017454121245618e-06,7.376836477579516e-11,3.421949989100842e-06,7.539781891860149e-07,1.6043035548674117e-06,3.1001313145773185e-09,2.991700461602816e-09,1.127428033288935e-05,7.706024821640586e-06,9.780391105007116e-06,6.922935936844311e-07,7.701954592771461e-13,8.403057541298862e-11,3.6149278083422055e-06,3.22855955006756e-09,4.4721792539907287e-10,1.6334300361706414e-09,9.606580611963932e-10,4.1265531219161616e-08,7.567257911146086e-11,4.2405014785441995e-14,1.9160106835721535e-11,2.274765162577874e-06,2.921073285970054e-11,3.645313718827583e-12,3.466765071757201e-08,9.747533021746815e-14,6.859903079272317e-14,2.188293722491971e-12,7.029199271689547e-06,8.401542704856988e-10,2.0550929846255347e-09,2.6653286477980607e-11,6.354028317078578e-12,2.9111216108900925e-06,1.3555477123533728e-09,5.455309584142218e-09,6.260307009488665e-05,1.1936784893193221e-05,1.7420108348715713e-08,3.583916298384872e-13,1.0094560307470179e-13,1.116317842135295e-09
1.1671873551440845e-06,0.14228091477831933,3.76,0.0,0.5731524219376982,0.9985194099118772,0.0014013922449566207,9.31843272446898e-05,7.439723492167113e-05,0.028658581009671825,0.028752070419894537,2.658502743303612e-11,0.008194121519372346,1.6234933487769026e-07,4.328000783354374e-06,4.780640006877489e-05,0.0006772046695376002,5.2063148387282335e-06,0.00010721551288992175,0.0005349298877528186,0.01006696031187136,6.323170699656797e-05,7.583104382811154e-06,3.1990826021953864e-05,2.9434047355541556e-05,1.2991294638908076e-05,6.710118752996448e-07,3.87246653216165e-06,3.033086221323677e-07,1.2565421514036532e-06,7.727285404819989e-11,3.5380246647489045e-06,7.891982669290926e-07,1.6808943256452925e-06,3.2506216195025752e-09,3.1342589422354313e-09,1.1386413398422457e-05,7.810466359490455e-06,9.981122449831545e-06,7.023056997463169e-07,8.061828909457778e-13,8.63951958185746e-11,3.6559295845323274e-06,3.348351860506298e-09,4.703912057005321e-10,1.699138385178993e-09,9.828147518704257e-10,4.23527111259144e-08,7.856005509094075e-11,4.440871787341445e-14,2.006372811697141e-11,2.3340147661864595e-06,3.064916967689526e-11,3.824042066756492e-12,3.657344838763851e-08,1.0283101194593719e-13,7.186740013799023e-14,2.345913338555846e-12,7.214336792768585e-06,8.593423977886635e-10,2.169034069022163e-09,2.78343690419309e-11,6.699943465463022e-12,2.995385654785159e-06,1.3779229526342136e-09,5.637532484595067e-09,6.263491985571608e-05,1.2260523750791814e-05,1.7930091471274297e-08,3.688345440726057e-13,1.0388925253706378e-13,1.148366067777416e-09
1.173185668534134e-06,0.1422905063923449,3.76,0.0,0.5727692627049942,0.9984847603005403,0.0014355895547908401,9.375768672891985e-05,7.615364109573057e-05,0.028798348791040516,0.028894470732093953,2.6842082172871133e-11,0.008386093639673346,1.6375816395265548e-07,4.437330559549582e-06,4.904229182681062e-05,0.0006920754185924018,5.3731071020852505e-06,0.00010960171875622585,0.0005467791743284116,0.010302788265509405,6.467122775660065e-05,7.791617091979113e-06,3.2929362285697e-05,3.0286300437311667e-05,1.3292752906031785e-05,7.024264446915535e-07,4.056541783222436e-06,3.1002861471186574e-07,1.313855731674888e-06,8.0938150860289e-11,3.658365039609818e-06,8.260131720500167e-07,1.7610110016469485e-06,3.408191345115278e-09,3.283361202881358e-09,1.1502930611651876e-05,7.917606712321327e-06,1.0189797175594223e-05,7.124001094309338e-07,8.438763586973911e-13,8.882336676064049e-11,3.6975381859400656e-06,3.4724379159764846e-09,4.94726987699667e-10,1.7681569516937355e-09,1.0054468659556017e-09,4.3467589170143535e-08,8.156692729589211e-11,4.65049877917937e-14,2.100897059315811e-11,2.394968176023721e-06,3.215970316487569e-11,4.012336123857672e-12,3.858463024638655e-08,1.0848178714103026e-13,7.528577815149315e-14,2.5145840846371706e-12,7.403876652024885e-06,8.7894864977697e-10,2.289222942119461e-09,2.907745617942771e-11,7.0646887822447e-12,3.081868529788519e-06,1.4012129934186728e-09,5.827370751283499e-09,6.265894077953944e-05,1.2591530933480212e-05,1.8455739489697675e-08,3.7959615809760167e-13,1.0692281859323336e-13,1.181380244695432e-09
1.1791839819241836e-06,0.14230022186643998,3.76,0.0,0.572380988681104,0.9984493436300974,0.0014705814845974545,9.433489128691051e-05,7.795175684177094e-05,0.028937957933638292,0.029036784478450376,2.710586100384209e-11,0.008582192965334856,1.651988498602762e-07,4.5495082188567876e-06,5.0312420519162666e-05,0.0007072420184158129,5.545466721277533e-06,0.00011203937328145272,0.0005588784695782992,0.010543705957547146,6.61432476747852e-05,8.005465464645464e-06,3.389295490900984e-05,3.116174142458219e-05,1.3601147496772123e-05,7.352714524741436e-07,4.249079406657901e-06,3.168922729045206e-07,1.3738028711175851e-06,8.477142408184477e-11,3.7831396634655156e-06,8.644932313100431e-07,1.8448110910758823e-06,3.5731661430577494e-09,3.4392982799818083e-09,1.1624042245732638e-05,8.027569847887774e-06,1.0406742762592378e-05,7.225771919679718e-07,8.833582987548009e-13,9.131676057361175e-11,3.739772459627066e-06,3.6009629513104953e-09,5.202817730846265e-10,1.840671021709578e-09,1.0285643207614175e-09,4.461096625687563e-08,8.469851761679996e-11,4.869804030294645e-14,2.1997721016085598e-11,2.4576768792390105e-06,3.37460397592321e-11,4.21075206108307e-12,4.070713188021565e-08,1.1444418619141015e-13,7.886083581334653e-14,2.6950629196676748e-12,7.597909829384567e-06,8.989824908135553e-10,2.416001464582208e-09,3.038618463174419e-11,7.449298429107539e-12,3.170623470277724e-06,1.4254615991936394e-09,6.0252419562789936e-09,6.267501470769755e-05,1.2929918371318396e-05,1.8997561273675883e-08,3.9068672285525775e-13,1.1004919827163404e-13,1.2153910393926366e-09
1.185182295314233e-06,0.14231006373258284,3.76,0.0,0.5719874950141733,0.9984131435197834,0.001506386474492373,9.491610258842685e-05,7.979261506624605e-05,0.029077405491274348,0.029179010660234813,2.7376684207547986e-11,0.008782502021934695,1.6667291537754046e-07,4.664607828461672e-06,5.1617814347527986e-05,0.0007227094395198623,5.7235881632815555e-06,0.00011452956823943264,0.000571232794828797,0.010789816163003629,6.764851881291754e-05,8.22477728631761e-06,3.488221133864329e-05,3.206096948219362e-05,1.3916642761610584e-05,7.696105927688774e-07,4.450457981494905e-06,3.2390259618355514e-07,1.4365057608968987e-06,8.87801537448041e-11,3.912524009033551e-06,9.047117928981705e-07,1.9324589503107515e-06,3.7458864258776675e-09,3.6023737788444656e-09,1.17499678070983e-05,8.14048549491955e-06,1.0632300119898674e-05,7.328373700562355e-07,9.24715223593458e-13,9.38770932188224e-11,3.7826519867388075e-06,3.734076810180146e-09,5.471147182098166e-10,1.9168766816476902e-09,1.0521772544385791e-09,4.5783675514978576e-08,8.796040588642784e-11,5.0992281716472604e-14,2.3031950788576127e-11,2.522194004855127e-06,3.5412087650097373e-11,4.419882026322986e-12,4.294723160894568e-08,1.2073568843891533e-13,8.259953216768236e-14,2.8881576608218577e-12,7.796528673792996e-06,9.194536572922281e-10,2.5497303231344907e-09,3.176441454551322e-11,7.854864266521418e-12,3.2617048452262067e-06,1.4507149142905947e-09,6.231590575043944e-09,6.268302386243549e-05,1.3275797608194123e-05,1.955608383592909e-08,4.0211685016646834e-13,1.1327139080508082e-13,1.2504301793163147e-09
1.1911806087042826e-06,0.14232003456974793,3.76,0.0,0.5715886748890068,0.9983761432518039,0.0015430234054648827,9.550148909210112e-05,8.167727558975009e-05,0.02921668844893201,0.029321148262560253,2.7654886672706187e-11,0.008987104815225804,1.6818195295149784e-07,4.782705352590107e-06,5.2959534349097426e-05,0.0007384826996365975,5.9076727692485135e-06,0.00011707341781299246,0.0005838472622125499,0.011041223542010424,6.918781128658759e-05,8.449683140313098e-06,3.5897752016580943e-05,3.2984598558954024e-05,1.4239407170433917e-05,8.055103379544819e-07,4.661072612917537e-06,3.3106264354689445e-07,1.5020923253772943e-06,9.297214414276932e-11,4.0467007584707125e-06,9.467453521291106e-07,2.0241260730344144e-06,3.92670803000917e-09,3.772904398756784e-09,1.1880936431354405e-05,8.256489403949128e-06,1.0866824124781929e-05,7.431811254680851e-07,9.680379291705695e-13,9.650612538975024e-11,3.826197115805158e-06,3.871934090642273e-09,5.752877537957073e-10,1.9969814477143857e-09,1.0762960330383208e-09,4.6986584121546054e-08,9.135844398996121e-11,5.3392317477046163e-14,2.4113719734074235e-11,2.588574380924834e-06,3.71619689207452e-11,4.640356766848431e-12,4.531157076875355e-08,1.2737477806622948e-13,8.650912635578543e-14,3.094730350816908e-12,7.999826900464973e-06,9.403721709674914e-10,2.690790081718439e-09,3.321624331409277e-11,8.282539135403485e-12,3.3551681771341816e-06,1.4770216018944562e-09,6.446889828413721e-09,6.268285097092158e-05,1.3629279682434804e-05,2.013185305034126e-08,4.1389752681502073e-13,1.1659250162738543e-13,1.2865304934111779e-09
1.197178922094332e-06,0.14233013700459177,3.76,0.0,0.5711844194976016,0.9983383257648545,0.001580511610228701,9.60912263266424e-05,8.360682586102018e-05,0.029355803721238253,0.029463196254300175,2.794081852947625e-11,0.009196086850479495,1.697276277377271e-07,4.9038786996694174e-06,5.433867550659142e-05,0.0007545668624601767,6.097928984980288e-06,0.00011967205899898064,0.0005967270758172723,0.011298034666197707,7.076191370443713e-05,8.680316457594892e-06,3.6940210595830985e-05,3.3933257733188126e-05,1.4569613423440533e-05,8.430400568826101e-07,4.8813356342779535e-06,3.383755345028474e-07,1.5706964949173388e-06,9.735553745778494e-11,4.185860101520558e-06,9.906736821117706e-07,2.1199913910862972e-06,4.1160029083404484e-09,3.951220479029436e-09,1.2017187295419586e-05,8.375723619835104e-06,1.1110684182247409e-05,7.536090050842263e-07,1.0134217130228728e-12,9.920566364121075e-11,3.870428997831715e-06,4.014694296417478e-09,6.048657097222312e-10,2.0812049307693045e-09,1.1009312580057925e-09,4.8220595249829203e-08,9.489877088159509e-11,5.590296113890349e-14,2.5245180032596703e-11,2.6568745938883406e-06,3.900003251596128e-11,4.872848463256579e-12,4.780717521812754e-08,1.3438100334501848e-13,9.059719012872651e-14,3.3157008460212792e-12,8.207899586706143e-06,9.617483533169781e-10,2.8395822924731876e-09,3.4746020264591096e-11,8.733540328877292e-12,3.451070161030492e-06,1.5044329913839638e-09,6.671643653072487e-09,6.267437939483372e-05,1.3990475002093394e-05,2.0725434401153803e-08,4.260401292316459e-13,1.200157465405207e-13,1.32372595436182e-09
1.2031772354843816e-06,0.14234037371213937,3.76,0.0,0.5707746180096067,0.9982996736475291,0.001618870884332344,9.668549718338295e-05,8.558238168783146e-05,0.029494748150903364,0.02960515358801803,2.823484580927312e-11,0.009409535151723662,1.7131168076181725e-07,5.028207770513615e-06,5.575636789769485e-05,0.0007709670362861971,6.294572597844419e-06,0.0001223266520164907,0.0006098775328206746,0.011560358045032549,7.237163361691024e-05,8.916813566857662e-06,3.801023415706613e-05,3.490759156555347e-05,1.4907438565187379e-05,8.822721379263196e-07,5.111677337773388e-06,3.458444500585555e-07,1.6424584918641594e-06,1.0193882793390758e-10,4.330200045754583e-06,1.0365799695660054e-06,2.2202415874813037e-06,4.314159853677176e-09,4.137666566737261e-09,1.2158970046537716e-05,8.498336766494932e-06,1.1364264805331393e-05,7.641216273892816e-07,1.0609666038205755e-12,1.0197756154264644e-10,3.915369623287555e-06,4.162521994272366e-09,6.35916445112507e-10,2.1697795385683803e-09,1.126093774146045e-09,4.9486650149621845e-08,9.858782857589381e-11,5.852924374430349e-14,2.6428580330228185e-11,2.7271530502241864e-06,4.093086810418524e-11,5.118073793157623e-12,5.044147814123222e-08,1.4177503944896711e-13,9.487162085706364e-14,3.5520506397730188e-12,8.420843166227693e-06,9.835928410303039e-10,2.9965306700101537e-09,3.635836224045143e-11,9.209153265279215e-12,3.5494686835308674e-06,1.5330032344989048e-09,6.906388809526605e-09,6.265749326560873e-05,1.435949321482092e-05,2.1337413764636673e-08,4.38556438805305e-13,1.2354445606000528e-13,1.3620517225981322e-09
