Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50)
2.0879768243276704e-06,0.5670580549927349,3.76,0.0,0.483582317972469,0.9994801564543898,0.0006591675210095629,0.0002530809166246054,8.343670499357264e-05,0.03777498408215702,0.03784220510182939,6.701686195119446e-11,0.003651050201484306,4.374795182255761e-07,5.291047507303706e-06,3.139884069545654e-05,0.00011151060639724222,4.441075808275626e-07,2.6590319336555355e-05,0.0005388513812212872,0.004594114689682795,1.5327209231756494e-05,8.624932173197775e-06,1.5653011960997135e-05,2.838096996191235e-05,1.558370279332541e-05,3.554187337999841e-07,1.0746776643097177e-06,1.3437094520024903e-08,3.0976672618202525e-07,4.450684522656143e-12,4.778547617758096e-07,3.5578516425862607e-07,2.888351406426732e-07,1.6266860157331444e-10,1.0449506542891572e-10,4.107979574694099e-05,3.0302907019502956e-06,2.4464483045930073e-05,3.008833983692753e-07,3.284989721323621e-13,3.816304492967754e-11,5.81815642080935e-06,7.06825127087476e-10,6.765748614990194e-10,9.694721160626301e-10,1.6953122871799163e-10,1.378051404171992e-08,1.1457855607362875e-11,3.479370951322176e-14,3.593798571797411e-12,1.7754674964786185e-08,1.4818540200883436e-11,2.5004950842393187e-12,8.53771562109518e-09,3.6883885438658524e-14,4.3283474893573536e-15,6.126398436643301e-13,1.8570203365155945e-06,2.2207664507100967e-10,1.5183052327863998e-09,6.392927182654115e-12,6.353159841142277e-12,3.745127964933895e-07,7.457329389072018e-07,2.616750928608528e-09,0.00020779680083027037,1.7521250876451443e-05
2.102070462364425e-06,0.5670992452693521,3.76,0.0,0.48319303706232425,0.9994643566848131,0.0006801808364109083,0.0002548303689435087,8.592978755603788e-05,0.0380168210027095,0.03808638762965808,6.75359916410188e-11,0.0037644657192737693,4.4118390786835724e-07,5.442716342173297e-06,3.226677092190587e-05,0.00011440829635355713,4.581254415116123e-07,2.7351810834986633e-05,0.0005545708430543999,0.004736028482047037,1.5769843908150474e-05,8.93678622572735e-06,1.6253710867821047e-05,2.9453015827763268e-05,1.6053726697954115e-05,3.773439406144338e-07,1.1426356579766785e-06,1.382081798532536e-08,3.2862089939010485e-07,4.7317812716066355e-12,5.008669857918534e-07,3.777577712382534e-07,3.070814782309826e-07,1.7308475125834566e-10,1.1108906206170101e-10,4.1327665775464916e-05,3.079653384520903e-06,2.4647988991108663e-05,3.068668103053721e-07,3.487873781064387e-13,3.9543501094182873e-11,5.889049420459904e-06,7.446355113716733e-10,7.227669856587285e-10,9.886897241896504e-10,1.7447580543454618e-10,1.4230004887219886e-08,1.1875646409213397e-11,3.69495084476648e-14,3.816408320354126e-12,1.8276351216015173e-08,1.540777487889066e-11,2.5824837814856234e-12,9.15586356945758e-09,3.955842969198363e-14,4.6014382067132895e-15,6.744896082045616e-13,1.9212228119015067e-06,2.2805637654509353e-10,1.6254661288710125e-09,6.6392372762865695e-12,6.77961223823776e-12,3.8832803983148234e-07,7.462372500348003e-07,2.697323972595246e-09,0.00020858370237671425,1.8179426731854524e-05
2.1161641004011793e-06,0.5671408414642358,3.76,0.0,0.4827998836343328,0.9994480980823782,0.0007018106353876572,0.00025658032895578954,8.849439576299628e-05,0.038258388812975316,0.038330381198174,6.806103241400772e-11,0.0038810995303310476,4.4494456800638696e-07,5.599277679785908e-06,3.3161121648167366e-05,0.00011738287615853415,4.7261730670384497e-07,2.8134006239795554e-05,0.0005707254744695056,0.004881959860822087,1.6224755707254548e-05,9.2590578392688e-06,1.6875574602875894e-05,3.0562972426318135e-05,1.6537473924816598e-05,4.0057362064378315e-07,1.214715458595573e-06,1.4214923724577734e-08,3.4861300897916776e-07,5.029897503994866e-12,5.250633495272228e-07,4.0103782405910823e-07,3.2643313103512494e-07,1.8414293347987565e-10,1.1808185413602196e-10,4.157693173077336e-05,3.1301285555839164e-06,2.483675855600449e-05,3.1292549713732575e-07,3.703236645498417e-13,4.097053028563501e-11,5.960469966843298e-06,7.843076929836951e-10,7.720028378384998e-10,1.008621117202667e-09,1.7955340151468784e-10,1.46928351658763e-08,1.2310690277352582e-11,3.9234875382016035e-14,4.0523861824192835e-12,1.8815585177709634e-08,1.6026865777657944e-11,2.6683348896485812e-12,9.818664618451697e-09,4.242578370756008e-14,4.8910429668445084e-15,7.424479932274454e-13,1.9874722289190562e-06,2.341895477381522e-10,1.7400042747551482e-09,6.895581861450228e-12,7.234221212671185e-12,4.0260969675110656e-07,7.465909181583043e-07,2.7803637695951767e-09,0.00020934758083916819,1.8859233564204554e-05
2.1302577384379338e-06,0.5671828547726937,3.76,0.0,0.48240275116237874,0.9994313676576754,0.0007240741742043155,0.0002583308334839354,9.113256210366549e-05,0.03849968312763819,0.03857418410043219,6.859237209591439e-11,0.0040010370848420004,4.487651301395333e-07,5.7608941913183116e-06,3.408282657897214e-05,0.00012043633340929396,4.876011734961861e-07,2.8937448852158513e-05,0.0005873269082876602,0.005032015473030371,1.6692280752782586e-05,9.592072429376565e-06,1.7519286305340187e-05,3.1712101343135277e-05,1.7035346703861037e-05,4.2518309015011005e-07,1.2911584891718603e-06,1.4619681802844278e-08,3.6981125425596504e-07,5.346027628145045e-12,5.505076667855775e-07,4.257007368542017e-07,3.469547613236092e-07,1.9588156268131102e-10,1.2549671616214893e-10,4.1827725564630016e-05,3.181772643147473e-06,2.503104904449601e-05,3.190598253901655e-07,3.9318454364506625e-13,4.2445625643266795e-11,6.032425933611673e-06,8.259262987933462e-10,8.24476113818512e-10,1.0293005578540176e-09,1.8476738852940988e-10,1.5169391169628635e-08,1.2763802269375647e-11,4.16574236780055e-14,4.302516461262379e-12,1.9373086325472786e-08,1.6677573557757986e-11,2.7582802678376075e-12,1.0529381043745879e-08,4.5499969676855216e-14,5.198125460715209e-15,8.171074904347031e-13,2.0558283189203113e-06,2.404800672291134e-10,1.8624169960792073e-09,7.162441695340505e-12,7.718820679573865e-12,4.173722029244124e-07,7.467917511879483e-07,2.8659643990831576e-09,0.00021008782617145996,1.9561265670281206e-05
2.1443513764746882e-06,0.5672252966715552,3.76,0.0,0.4820015304493633,0.9994141520596185,0.0007469891821773751,0.00026008192165781566,9.384637734184238e-05,0.03874069942967419,0.0388177945847131,6.913042212222644e-11,0.004124365955430877,4.5264944650915836e-07,5.927733855736246e-06,3.503285500091273e-05,0.00012357070026478633,5.030957945153538e-07,2.976269561003481e-05,0.0006043870754384304,0.005186304617830797,1.7172764392385635e-05,9.936164893464096e-06,1.818554901620293e-05,3.2901703764636854e-05,1.754775945561457e-05,4.512519019230517e-07,1.3722198947996e-06,1.503536894386042e-08,3.9228790167084764e-07,5.681222371987619e-12,5.77267244219095e-07,4.518261562333562e-07,3.687147034337413e-07,2.0834130171262716e-10,1.3335823977775312e-10,4.20801870032414e-05,3.2346454109825236e-06,2.5231128877675343e-05,3.252701652278191e-07,4.1745146361609716e-13,4.397032635584086e-11,6.1049255468488286e-06,8.69579520640952e-10,8.803923962718938e-10,1.0507641777509559e-09,1.9012121742597112e-10,1.566007183535541e-08,1.3235839702381857e-11,4.4225208012064305e-14,4.567628712002827e-12,1.9949596540786015e-08,1.7361766102581114e-11,2.8525665678288444e-12,1.1291518265446426e-08,4.879604903722523e-14,5.5237039101881255e-15,8.991171960277721e-13,2.1263523384121525e-06,2.469319421983394e-10,1.993234608444524e-09,7.440325302564422e-12,8.235363141426576e-12,4.326303968431245e-07,7.468376433135424e-07,2.954225287068964e-09,0.00021080381690167374,2.0286128409590055e-05
2.1584450145114427e-06,0.5672681789255479,3.76,0.0,0.48159610956695137,0.999396437565502,0.0007705738744723809,0.00026183363502314935,9.663799223115797e-05,0.038981433066619796,0.0390612108535527,6.967561882763082e-11,0.004251175883672186,4.566016030468429e-07,6.099970133195704e-06,3.601221320566894e-05,0.00012678805406233013,5.191207120001712e-07,3.0610317402596244e-05,0.0006219182120327531,0.005344939304888191,1.7666561454625545e-05,1.029167985981034e-05,1.8875086169856557e-05,3.413312164694595e-05,1.8075139186243408e-05,4.788640776575584e-07,1.4581693007995742e-06,1.5462268677166653e-08,4.161195272101944e-07,6.036591878275757e-12,6.054130713223711e-07,4.794981925271938e-07,3.9178516662372375e-07,2.2156519140894255e-10,1.4169240613106913e-10,4.23344639921867e-05,3.2888101485230663e-06,2.5437278132154414e-05,3.315568914689192e-07,4.4321090515925937e-13,4.5546219022933055e-11,6.177977399894559e-06,9.153592556095858e-10,9.39969854951789e-10,1.073050092970783e-09,1.956184201730776e-10,1.616528932923807e-08,1.3727704511082947e-11,4.6946748449918805e-14,4.848600322867335e-12,2.054589175178656e-08,1.8081425146147853e-11,2.9514562265844256e-12,1.2108843379457447e-08,5.233020126579082e-14,5.868854064478296e-15,9.891881462598618e-13,2.199107097291857e-06,2.5354928103799505e-10,2.133022582811463e-09,7.729770802521055e-12,8.785927359081958e-12,4.483995292279715e-07,7.467265849509572e-07,3.0452516184997117e-09,0.00021149492022263548,2.1034438108657594e-05
2.172538652548197e-06,0.5673115135937841,3.76,0.0,0.4811863737943085,0.9993782100707859,0.0007948469652414484,0.0002635860176556022,9.950961928261295e-05,0.039221879246740476,0.039304431062760874,7.022842492210736e-11,0.004381558827298122,4.606259330532166e-07,6.277782144154021e-06,3.702194597416726e-05,0.00013009051791923706,5.356962934719571e-07,3.1480899390322976e-05,0.0006399328665725531,0.005508034313627869,1.8174036513203396e-05,1.0658971941720954e-05,1.9588642093266187e-05,3.540773891648993e-05,1.861792589669439e-05,5.081083527227921e-07,1.5492916114685423e-06,1.590067148751982e-08,4.413872733146309e-07,6.413308964254759e-12,6.350200205549098e-07,5.088056632833398e-07,4.1624244880479836e-07,2.355987875612564e-10,1.5052666211529605e-10,4.259071316584194e-05,3.34433387138787e-06,2.5649789105115897e-05,3.3792038471017224e-07,4.705546957496302e-13,4.717493907460606e-11,6.251590468922591e-06,9.633612516017137e-10,1.0034399860676516e-09,1.0961985273388066e-09,2.0126261143720802e-10,1.6685469672052524e-08,1.4240345750660084e-11,4.9831056734969614e-14,5.146359242619908e-12,2.1162783665943357e-08,1.8838653333051712e-11,3.0552285326637796e-12,1.2985405128645219e-08,5.6119808772040537e-14,6.2347123560122366e-15,1.0880991491971458e-12,2.2741569869749093e-06,2.6033629606614496e-10,2.2823838524038114e-09,8.031347865804957e-12,9.372726523102584e-12,4.6469527256356646e-07,7.464566732063052e-07,3.1391547860412582e-09,0.00021216049210666106,2.1806821941180714e-05
2.1866322905849516e-06,0.567355313036351,3.76,0.0,0.48077220555583045,0.9993594550786061,0.0008198276811098226,0.0002653391162807958,0.00010246353458596771,0.039462033035097224,0.039547453320428465,7.078933111795888e-11,0.0045156090080922745,4.6472703164595737e-07,6.461354854372477e-06,3.806313812444851e-05,0.00013348026131759848,5.528437690708528e-07,3.2375041330752095e-05,0.0006584439072975902,0.005675707253363916,1.8695564158632472e-05,1.1038405996862724e-05,2.0326982512541836e-05,3.672698270310614e-05,1.917657300646608e-05,5.390784339584034e-07,1.6458878515298435e-06,1.6350874966549096e-08,4.681771212039582e-07,6.812612554136839e-12,6.661670581143422e-07,5.398423496375061e-07,4.4216716171567097e-07,2.504903056985293e-10,1.5989000065068604e-10,4.284910034259402e-05,3.401287533107104e-06,2.5868966907460037e-05,3.4436103256675724e-07,4.995803440939494e-13,4.885817221818419e-11,6.3257741293186e-06,1.013685258435537e-09,1.0710483928922376e-09,1.1202519438936428e-09,2.0705749029161642e-10,1.722105340901361e-08,1.4774762254693464e-11,5.2887666171843907e-14,5.461886862403153e-12,2.1801121600203013e-08,1.9635681741877962e-11,3.1641807728895597e-12,1.3925555427107325e-08,6.018354836820129e-14,6.622479223827252e-15,1.196703158131402e-12,2.351568008364355e-06,2.6729730635336275e-10,2.4419612703866927e-09,8.345659809056779e-12,9.998116958561363e-12,4.815337307544577e-07,7.460261228695919e-07,3.2360528786009785e-09,0.0002127998774461027,2.2603917782510892e-05
2.200725928621706e-06,0.5673995899210109,3.76,0.0,0.4803534843578738,0.9993401576889946,0.0008455357750202415,0.000267092980400531,0.00010550207968659518,0.039701889349508954,0.039790275685923554,7.135885765274878e-11,0.0046534229604586605,4.689097710179445e-07,6.65087926599645e-06,3.9136916126149686e-05,0.00013695950067019977,5.705852706338729e-07,3.329335790985433e-05,0.000677464529669799,0.005848078624287667,1.923152927754822e-05,1.143035739178219e-05,2.109089506671562e-05,3.809232460639569e-05,1.975154779257927e-05,5.718732711651369e-07,1.748276052476696e-06,1.6813183966614642e-08,4.965801795440203e-07,7.235811293128457e-12,6.989374659079913e-07,5.727072662116682e-07,4.696444681289298e-07,2.6629077412397324e-10,1.698130452201486e-10,4.310980104720556e-05,3.459746248668581e-06,2.6095130086464133e-05,3.5087923104002553e-07,5.303913970965281e-13,5.0597655914429066e-11,6.400538172908293e-06,1.066435184688462e-09,1.1430556097352638e-09,1.145255185100346e-09,2.1300684195978883e-10,1.7772496328145498e-08,1.533200545938389e-11,5.612666034674393e-14,5.7962210606911534e-12,2.2461794414535618e-08,2.0474877906083532e-11,3.2786294662632067e-12,1.4933972559803857e-08,6.454148983430203e-14,7.033422613030935e-15,1.315934236168148e-12,2.4314077996073406e-06,2.7443674067171294e-10,2.6124402281975827e-09,8.673345838382214e-12,1.066460739869667e-11,4.989314488975607e-07,7.454332779488356e-07,3.3360712132706658e-09,0.00021341241022128338,2.342637403689805e-05
2.2148195666584605e-06,0.5674443572300075,3.76,0.0,0.4799300867244934,0.9993203025878115,0.0008719915404440154,0.00026884766242553956,0.00010862766351944181,0.039941442956408266,0.0400328961688779,7.1937555995967e-11,0.004795099580653347,4.731793165485494e-07,6.846552614903489e-06,4.024444978464224e-05,0.00014053049986540724,5.88943872593509e-07,3.4236479079001244e-05,0.0006970082639951794,0.006025271879300474,1.9782327339849337e-05,1.18352122716112e-05,2.1881189828498355e-05,3.950528199608014e-05,2.034333184433978e-05,6.065973429887549e-07,1.8567921861050261e-06,1.7287910756819892e-08,5.266929904484413e-07,7.684287352168092e-12,7.334190752970022e-07,6.07504945222331e-07,4.987643317078566e-07,2.8305419567343575e-10,1.8032813887398023e-10,4.337300106175906e-05,3.5197895305313616e-06,2.6328611279440473e-05,3.574753860236315e-07,5.630978185842477e-13,5.2395180917105457e-11,6.4758928260889394e-06,1.1217192605283332e-09,1.2197379715176614e-09,1.171255622410197e-09,2.1911453959540866e-10,1.8340270231532126e-08,1.591318240627367e-11,5.955870365185327e-14,6.150459420541528e-12,2.3145732555191932e-08,2.135875436922085e-11,3.3989116928274538e-12,1.601568618946982e-08,6.921520213573264e-14,7.468881659236324e-15,1.4468151659536036e-12,2.5137456635806545e-06,2.8175914057718643e-10,2.7945514450631252e-09,9.015083452207965e-12,1.1374868865215023e-11,5.169054231656523e-07,7.446766237547613e-07,3.4393429147148523e-09,0.00021399741369746686,2.4274849435864948e-05
2.228913204695215e-06,0.5674896282669759,3.76,0.0,0.47950188613219796,0.999299874035372,0.0008992158259678996,0.00027060321781509496,0.00011184276440177459,0.04018068846658806,0.04027531272816387,7.252601078755768e-11,0.004940740176664035,4.775411438131274e-07,7.048578574513806e-06,4.138695399801143e-05,0.0001441955707887453,6.079436347787908e-07,3.520505039747218e-05,0.0007170889831830462,0.006207413486672516,2.03483646938658e-05,1.2253367834953072e-05,2.2698699831762164e-05,4.096741934712482e-05,2.0952421534509882e-05,6.433609579296428e-07,1.9717911476426253e-06,1.7775375181119536e-08,5.586178538694843e-07,8.159500432959966e-12,7.697045132150181e-07,6.443457355138943e-07,5.296217801619638e-07,3.0083771869018726e-10,1.9146943792951453e-10,4.363889700668016e-05,3.581501537789072e-06,2.6569757899950236e-05,3.641499149601652e-07,5.978163920092317e-13,5.4252592849641226e-11,6.551848768921771e-06,1.1796502067875327e-09,1.3013885312817026e-09,1.1983033158068862e-09,2.2538454610120433e-10,1.892486376422118e-08,1.651945893676585e-11,6.31950767162097e-14,6.525762628848451e-12,2.3853910214390538e-08,2.2289977814573247e-11,3.5253865259532968e-12,1.7176104313149366e-08,7.422786789520029e-14,7.930270567319642e-15,1.5904657633309673e-12,2.5986525950429974e-06,2.8926916363804777e-10,2.989073939931534e-09,9.371591015246397e-12,1.2131745195596987e-11,5.354731107960329e-07,7.437547995451813e-07,3.5460095464092223e-09,0.00021455420065256435,2.5150012806028964e-05
2.2430068427319694e-06,0.5675354166639581,3.76,0.0,0.4790687529437342,0.9992788558547678,0.0009272300502659831,0.0002723597052238305,0.0001151499320864262,0.04041962033083673,0.04051752327086303,7.312484164378028e-11,0.005090448518720998,4.820010565379376e-07,7.257167466261779e-06,4.25656905902113e-05,0.0001479570738187533,6.276096472038958e-07,3.6199733380435194e-05,0.0007377209106421862,0.006394632993506664,2.093005886975142e-05,1.268523261393314e-05,2.354428160546477e-05,4.248034961040025e-05,2.1579328507528978e-05,6.822805712452249e-07,2.0936477909960223e-06,1.8275904818456934e-08,5.924631714974507e-07,8.662991983333522e-12,8.078914612923524e-07,6.833461172654249e-07,5.623171823808224e-07,3.1970181773833216e-10,2.0327301060209048e-10,4.3907696953414406e-05,3.644971339201817e-06,2.6818932858205894e-05,3.7090324866137566e-07,6.346711506318445e-13,5.6171793806220495e-11,6.628417155246758e-06,1.2403454105507703e-09,1.3883180280771437e-09,1.2264511840224332e-09,2.3182091598942485e-10,1.9526783306014995e-08,1.7152063092947638e-11,6.704771080288092e-14,6.923358067840745e-12,2.458734761358849e-08,2.3271378812772556e-11,3.658436577396517e-12,1.8421042321932497e-08,7.960440676856034e-14,8.419082694287968e-15,1.7481119589642825e-12,2.6862013073874417e-06,2.9697158682311164e-10,3.1968381977944463e-09,9.743630516102168e-12,1.2938264260506351e-11,5.546524401778788e-07,7.426666117370553e-07,3.656221798549341e-09,0.0002150820736373318,2.6052542804635465e-05
2.257100480768724e-06,0.5675817363885223,3.76,0.0,0.4786305543409164,0.9992572314198712,0.0009560562174659694,0.0002741171866561263,0.00011855178987728165,0.04065823283545925,0.040759525651227126,7.373470512261711e-11,0.0052443308904205335,4.865652055499644e-07,7.472536476930927e-06,4.37819702238857e-05,0.00015181741829457367,6.479680769326202e-07,3.722120585232041e-05,0.000758918628313192,0.006587063089983666,2.1527838891298816e-05,1.313122675938679e-05,2.4418815713699443e-05,4.4045735619660925e-05,2.2224580185449464e-05,7.234791185485e-07,2.2227580187557923e-06,1.878983514485492e-08,6.283438113572927e-07,9.196389633420174e-12,8.480829286468049e-07,7.246290331537655e-07,5.969565402583117e-07,3.39710484606532e-10,2.157769408147693e-10,4.4179621070408635e-05,3.7102931908538773e-06,2.7076515317372642e-05,3.777358333061777e-07,6.737938343488219e-13,5.8154744017756756e-11,6.705609633885742e-06,1.3039271075446833e-09,1.4808559077718537e-09,1.2557551861526187e-09,2.384277972871103e-10,2.014655393188695e-08,1.7812288740560363e-11,7.112922326492223e-14,7.34454360964119e-12,2.534711341795267e-08,2.4305962234826727e-11,3.798469665433797e-12,1.9756754329595605e-08,8.537160842531897e-14,8.936894846488439e-15,1.921095717672185e-12,2.776466258923098e-06,3.0487131006572317e-10,3.4187295431658178e-09,1.0132010521978272e-11,1.3797649917338664e-11,5.744618210311548e-07,7.414110476929903e-07,3.770140237905005e-09,0.00021558032526986583,2.698312762101581e-05
2.2711941188054784e-06,0.5676286017509796,3.76,0.0,0.4781871542565158,0.9992349836430118,0.0009857169329193609,0.0002758757276284508,0.0001220510368087791,0.04089652009768189,0.04100131766963245,7.435629702247267e-11,0.005402496140439898,4.912401087734441e-07,7.694909883058457e-06,4.50371543965087e-05,0.00015577906295258253,6.690462171103212e-07,3.827016230548582e-05,0.0007806970848359095,0.006784839674361878,2.2142145596375355e-05,1.3591782331146153e-05,2.5323207301519868e-05,4.566529153562714e-05,2.2888720292279755e-05,7.670863669436459e-07,2.3595399297252367e-06,1.9317509697373644e-08,6.663814943646899e-07,9.76141186361843e-12,8.903875390337484e-07,7.683242367918485e-07,6.336517959533611e-07,3.609314301848611e-10,2.2902143744570533e-10,4.4454902304130296e-05,3.7775668292346534e-06,2.7342901487560508e-05,3.846481326318422e-07,7.153243750657012e-13,6.020346356724803e-11,6.783438371004843e-06,1.3705225716362725e-09,1.579351399447233e-09,1.286274515451175e-09,2.45209433489809e-10,2.0784720447317157e-08,1.8501499431438954e-11,7.545295937074365e-14,7.79069162530685e-12,2.6134327290144422e-08,2.539691838223604e-11,3.945920617462616e-12,2.1189966948918208e-08,9.155827588995786e-14,9.485371801872728e-15,2.1108858714122775e-12,2.869523678610282e-06,3.1297336002120036e-10,3.655691734332769e-09,1.0537589344930578e-11,1.471333474908198e-11,5.949201546693045e-07,7.399872900875979e-07,3.887936125393896e-09,0.0002160482385662556,2.794246464213318e-05
2.285287756842233e-06,0.5676760274117043,3.76,0.0,0.47773841330523165,0.9992120949623224,0.0010162354193851914,0.0002776353973400539,0.00012565044989122726,0.041134476060937716,0.041242897071528686,7.499035453196996e-11,0.0055650557348201225,4.960326723273183e-07,7.924519282618987e-06,4.633265752366884e-05,0.00015984451632922628,6.908725382582956e-07,3.9347314264057256e-05,0.00080307160385062,0.006988101918701542,2.2773431966178325e-05,1.4067343593374153e-05,2.6258386646153603e-05,4.7340784327961754e-05,2.3572309397453398e-05,8.132392845787668e-07,2.504435026866584e-06,1.9859280239837676e-08,7.06705204182052e-07,1.035987291581602e-11,9.349198330809168e-07,8.145686592983873e-07,6.725211553686165e-07,3.834362978304766e-10,2.4304894928399864e-10,4.4733787096941694e-05,3.846897780582736e-06,2.7618505459383776e-05,3.9164063033506796e-07,7.594114155050014e-13,6.23200341265826e-11,6.861916073712205e-06,1.4402643117679698e-09,1.6841746501540574e-09,1.3180718061346818e-09,2.521701655679518e-10,2.1441848505450383e-08,1.922113252438567e-11,8.003303362846789e-14,8.26325322040627e-12,2.6950162592058585e-08,2.6547634890565016e-11,4.101253219645186e-12,2.2727915708540443e-08,9.819538005993405e-14,1.0066271068530635e-14,2.3190899485913812e-12,2.965451591168555e-06,3.212828940377452e-10,3.908730792897864e-09,1.0961278435183841e-11,1.5688973641018996e-11,6.160468443372198e-07,7.383947318576354e-07,4.009792307694097e-09,0.00021648508730929652,2.8931260080332384e-05
2.2993813948789873e-06,0.5677240283885473,3.76,0.0,0.4772841887137638,0.999188547328743,0.0010476355336370823,0.00027939626885243457,0.00012935288642376496,0.04137209449003082,0.041484261546383655,7.563765848647728e-11,0.005732123809790635,5.009502127803366e-07,8.161603834200134e-06,4.7669949113499653e-05,0.00016401633712707627,7.134767419289558e-07,4.045339065280328e-05,0.0008260578924311786,0.007196992335280218,2.3422163463507003e-05,1.4558367314880513e-05,2.7225309713179027e-05,4.907403529593909e-05,2.427592547917089e-05,8.620824295364954e-07,2.657909488693219e-06,2.041550693022284e-08,7.494516217980219e-07,1.0993687959853486e-11,9.818005863674595e-07,8.635067948938177e-07,7.136894286652672e-07,4.073008888724925e-10,2.579042859772419e-10,4.5016536143735e-05,3.918397687377391e-06,2.790376007905191e-05,3.9871383270106173e-07,8.062128608161643e-13,6.450660075574431e-11,6.941056014972746e-06,1.513290276679976e-09,1.7957179209231614e-09,1.3512133540861334e-09,2.5931443403072394e-10,2.211852581364871e-08,1.9972703585265965e-11,8.488437104471591e-14,8.763762709860353e-12,2.7795849243722647e-08,2.776170946801334e-11,4.264962327509467e-12,2.437838431841887e-08,1.0531622628059149e-13,1.0681447891205426e-14,2.5474670896921213e-12,3.0643298414718683e-06,3.2980520436335353e-10,4.178919084097575e-09,1.1404046018162608e-11,1.672845825139274e-11,6.378618056152479e-07,7.366329917382813e-07,4.135904189812867e-09,0.0002168901364572188,2.995022856136475e-05
2.3134750329157417e-06,0.5677726200643469,3.76,0.0,0.4768243342500163,0.9991643221926696,0.0010799417835035013,0.00028115841927802223,0.00013316128637681389,0.04160936896617618,0.041725408726624794,7.629903607789322e-11,0.005903817225106718,5.060004806231237e-07,8.406410503885528e-06,4.90505560364447e-05,0.00016829713454095347,7.368898168236095e-07,4.158913817088266e-05,0.0008496720496479433,0.007411656843662262,2.4088818380247206e-05,1.506532307433942e-05,2.8224958717200378e-05,5.08669216286066e-05,2.500016450838961e-05,9.137683590253475e-07,2.8204555072760027e-06,2.0986558489580096e-08,7.947655863423404e-07,1.1664878527748355e-11,1.0311571441423796e-06,9.152911064574397e-07,7.57288388670597e-07,4.326054009430851e-10,2.7363474526682836e-10,4.530342518932569e-05,3.992184652908556e-06,2.81991178670479e-05,4.058682714802894e-07,8.558964642278003e-13,6.676537376463435e-11,7.020872059927757e-06,1.5897440677956421e-09,1.9143968470476226e-09,1.385769352404797e-09,2.6664678105300633e-10,2.281536343774661e-08,2.075781108913896e-11,9.002275626175066e-14,9.293842345481005e-12,2.8672676749164187e-08,2.904296353624822e-11,4.437576152905827e-12,2.6149747008315582e-08,1.1295663392664861e-13,1.1332860518038445e-14,2.797942147150834e-12,3.1662401181396502e-06,3.3854572261411603e-10,4.467399664412043e-09,1.1866920993113172e-11,1.783593243599806e-11,6.603854768792159e-07,7.347019303861563e-07,4.266480796183878e-09,0.00021726264259442396,3.100009267071807e-05
2.327568670952496e-06,0.5678218181945275,3.76,0.0,0.4763587001514575,0.9991394004902486,0.0011131793453512157,0.0002829219299785336,0.00013707867484589288,0.041846292881912946,0.04196633618657937,7.697536342270582e-11,0.006080255617867986,5.111916850191974e-07,8.659194320063207e-06,5.0476064894740415e-05,0.00017268956854081316,7.611440974781227e-07,4.2755321670278684e-05,0.000873930575257881,0.00763224483838138,2.4773888194262443e-05,1.5588693570312257e-05,2.9258342686512623e-05,5.272137800524393e-05,2.574564105426678e-05,9.684580598784796e-07,2.9925926961766904e-06,2.1572812372359932e-08,8.428005837418094e-07,1.2375578228752391e-11,1.0831237735144355e-06,9.700824520222212e-07,8.034571480746406e-07,4.594346798605428e-10,2.9029024682042186e-10,4.5594745868698236e-05,4.0683836049054665e-06,2.8505051982544783e-05,4.131045070342445e-07,9.086404532221207e-13,6.909863059668982e-11,7.101378693713633e-06,1.669775160673373e-09,2.040651765778693e-09,1.4218141428133853e-09,2.741718526717812e-10,2.3532997213123636e-08,2.1578141449486863e-11,9.546488330257353e-14,9.85520731038671e-12,2.9581997399698664e-08,3.039545684708494e-11,4.619658744374764e-12,2.8051014181407152e-08,1.2115513001478377e-13,1.2022575740353432e-14,3.0726210760476756e-12,3.2712659762270016e-06,3.4751002453252366e-10,4.775390914081672e-09,1.2350997112504042e-11,1.9015808690769705e-11,6.83638829805615e-07,7.326016670878851e-07,4.401745928582369e-09,0.00021760185442626506,3.2081582456243196e-05
