Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50)
9.824226561020397e-05,0.6562639850454778,3.76,0.0,3.428462065746992e-05,0.5072053645697964,0.4035701291363612,0.05373204489497584,0.0004334171157080809,0.023961338780873177,0.32458568322051806,5.271504207324828e-11,0.31413302544397126,9.1886983990669e-07,6.668239443476761e-05,0.5319410049306893,0.0008903876560216208,4.107643154837926e-05,8.77828011604366e-06,0.0013969496790973658,0.08655044192968873,1.0903581265850877e-05,2.854112837455181e-05,0.004636864014656375,0.032496545553657497,0.00022058257826807233,5.942766993675377e-05,0.0002842322010164012,1.963222925370761e-09,0.017563142617296634,5.195138769649412e-10,0.00012389619692635456,4.9661124709322565e-05,4.522895954035472e-05,3.7635698972113023e-07,7.246769504816494e-09,0.008469875099010312,0.006434599061403068,0.005998233888666934,0.009675323297674255,1.7994368612706345e-08,1.1582175074930604e-10,0.0201216308395552,0.0018466743851801154,6.2191830037958315e-06,8.322345636788583e-07,2.927807191203896e-06,0.016551720616285997,8.886527770597493e-06,1.7405630310322764e-11,8.484302067871258e-10,0.009114409819109761,5.843072310107345e-05,6.081445018862724e-06,0.017080577309543522,9.834109654267622e-08,2.990058564549334e-13,1.4293359117945357e-06,8.581368264082604e-06,1.3568336350097352e-06,0.000176449940970131,2.5739814221069658e-08,3.9106005475362286e-08,0.0021106913374984333,2.2518602263769724e-06,0.0005709348122766462,0.00016965443552412058,0.004863525453675328
9.855543708753038e-05,0.656335515889626,3.76,0.0,3.4203752810307796e-05,0.5064280142418796,0.40420955783787377,0.05376232514612365,0.00043403099274318265,0.023903469518909516,0.32499974162870593,5.2636061271333904e-11,0.3140571653822456,9.188288927847819e-07,6.66467050766789e-05,0.5328911746400194,0.0008885628996902112,4.093514353869414e-05,8.758232140843108e-06,0.0013999724790777443,0.08617546172608251,1.0878652780713358e-05,2.8537248284247533e-05,0.004627542406650235,0.0325100244712411,0.00022068354570718685,5.934918725964129e-05,0.0002833657495333655,1.9555116981995497e-09,0.017477168292942654,5.170800477462363e-10,0.00012350244571178692,4.9581909789322104e-05,4.508111233006916e-05,3.7485776063472137e-07,7.2112246484979365e-09,0.00845961746927054,0.006422537365225043,0.005999971107558486,0.009658454537814882,1.790939524990432e-08,1.1568223896244055e-10,0.020080651625120318,0.0018473687253850565,6.227845225988571e-06,8.307170080470636e-07,2.931701562239271e-06,0.016563665153793147,8.911230752717788e-06,1.738184714578284e-11,8.450509893908265e-10,0.00915295101075817,5.8544785794588965e-05,6.0933873936207475e-06,0.01710635371466801,9.848959841846836e-08,2.9753925494064406e-13,1.4327478185067943e-06,8.584069196862376e-06,1.3590115525781688e-06,0.0001764917397806265,2.5632926300584707e-08,3.9015564609039887e-08,0.0021097087211545177,2.2563242358968527e-06,0.0005708503349912723,0.0001694811617116858,0.004872147502913056
9.886860856485678e-05,0.6564068944376077,3.76,0.0,3.412325631929544e-05,0.5056515683489307,0.40484865046392776,0.053792009069680964,0.00043464750251816036,0.023845747936642396,0.3254131260156741,5.2557479319333976e-11,0.31398126871558124,9.18791035730081e-07,6.661124410954707e-05,0.5338393387636996,0.0008867433696554327,4.07944767842072e-05,8.738228066355862e-06,0.0014030074351468163,0.08580172244199431,1.085377895053851e-05,2.8533506702798714e-05,0.0046182340469525735,0.03252337668610133,0.00022078548477486612,5.927081039914952e-05,0.0002825019335582978,1.947829740641981e-09,0.017391490843122755,5.146574449766204e-10,0.00012310994014211064,4.9502829708408005e-05,4.493374433723195e-05,3.733645563797072e-07,7.175851138851932e-09,0.00844934430519304,0.006410499349669184,0.006001705639699524,0.009641583865224368,1.782472304069792e-08,1.1554333833407886e-10,0.020039547413234098,0.0018480601579824339,6.236518179772767e-06,8.292032988944061e-07,2.935602317896094e-06,0.01657540827160204,8.93592807986029e-06,1.735828896894955e-11,8.416852162515288e-10,0.009191581578064085,5.865872458504223e-05,6.105318411805445e-06,0.017132092105373933,9.86378816170539e-08,2.9607972326388964e-13,1.436167721021305e-06,8.586778226700744e-06,1.3611923635216428e-06,0.00017653387578636982,2.5526360764174373e-08,3.892529511346319e-08,0.002108715200601322,2.2608089759530832e-06,0.0005707625721063234,0.00016930734180556573,0.004880772294790493
9.918178004218319e-05,0.6564781210906918,3.76,0.0,3.4043112284044834e-05,0.5048760231831186,0.405487408666647,0.053821097788676886,0.00043526665609464483,0.023788173351040755,0.32582583879713056,5.247929555153741e-11,0.3139053350970081,9.18756280238034e-07,6.657601087968263e-05,0.5347855026004245,0.0008849290347805282,4.0654427183567234e-05,8.718267530977872e-06,0.0014060545964113052,0.08542921995758902,1.0828959328062054e-05,2.8529903342477336e-05,0.004608938885284727,0.032536602559248784,0.00022088839364965454,5.919253872035671e-05,0.0002816407383174896,1.9401770501038282e-09,0.017306110521255597,5.122459988522069e-10,0.00012271867370483203,4.942388343359819e-05,4.4786852880239687e-05,3.718773430714813e-07,7.1406479560183845e-09,0.008439055561156808,0.006398484857755493,0.006003437522055079,0.009624711124704314,1.7740352263241804e-08,1.1540504832896622e-10,0.019998319509795776,0.0018487486118811806,6.245201847907826e-06,8.27693417265709e-07,2.939509495797139e-06,0.016586950601276036,8.96061989406802e-06,1.7334955904715002e-11,8.383328412513392e-10,0.009230301771507552,5.877254177927078e-05,6.117238304319784e-06,0.01715779227022518,9.87859449204923e-08,2.9462721957536327e-13,1.4395955877137548e-06,8.589495304851089e-06,1.3633760777900656e-06,0.00017657635262375524,2.5420116808379064e-08,3.883519748832183e-08,0.002107710795028165,2.265314568524296e-06,0.0005706715274876291,0.00016913297718624634,0.004889399861871669
9.94949515195096e-05,0.6565491962570564,3.76,0.0,3.3963302550303414e-05,0.5041013750491271,0.4061258340953034,0.053849592429017636,0.0004358884632206069,0.023730745082187893,0.3262378823743127,5.240150953934715e-11,0.31382936417142226,9.187246387531644e-07,6.654100419844858e-05,0.5357296714349135,0.0008831198643700514,4.051499067989231e-05,8.698350323296446e-06,0.0014091140096262353,0.08505795017637476,1.0804193648765536e-05,2.852643801307131e-05,0.004599656871936489,0.032549702449171346,0.00022099227365646545,5.9114371454127247e-05,0.0002807821491954384,1.932553137578734e-09,0.017221027562991313,5.098456438968718e-10,0.0001223286400124651,4.934507026894334e-05,4.464043523277044e-05,3.7039608660170364e-07,7.105614099974976e-09,0.008428751191610297,0.006386493735561882,0.006005166792019758,0.009607836159075447,1.765628318252544e-08,1.1526736538300308e-10,0.019956969213130046,0.0018494340156904826,6.253896508922859e-06,8.261873446209637e-07,2.9434231164400853e-06,0.016598292773785238,8.985306287294365e-06,1.731184626601595e-11,8.349936784550036e-10,0.009269111843352046,5.888623962271551e-05,6.129147296652067e-06,0.017183453997805475,9.893378711116516e-08,2.931817022155694e-13,1.443031505540709e-06,8.592220397051126e-06,1.365562702062126e-06,0.0001766191737934584,2.5314193652649774e-08,3.8745273918561615e-08,0.0021066955240768618,2.2698411334948242e-06,0.0005705772051105625,0.0001689580692106314,0.004898030236463762
9.9808122996836e-05,0.656620120336983,3.76,0.0,3.3883809662124734e-05,0.5033276202635282,0.4067639283941531,0.05387749411932424,0.00043651293562928283,0.023673462453347338,0.32664925913446885,5.232412053017368e-11,0.31375335557538786,9.186961231426176e-07,6.650622306644726e-05,0.5366718505379813,0.0008813158279394267,4.0376163254329097e-05,8.678476069497328e-06,0.001412185721005327,0.08468790902609118,1.0779481455121501e-05,2.8523110378112006e-05,0.0045903879578213565,0.032562676712016875,0.00022109712809295789,5.903630713757678e-05,0.00027992615172847977,1.9249579063217465e-09,0.017136242187386325,5.074563169778771e-10,0.00012193983269122779,4.926638907129386e-05,4.449448884810729e-05,3.689207525999634e-07,7.070748501552431e-09,0.00841843115120795,0.006374525831812548,0.006006893486860999,0.009590958809513288,1.7572516044770402e-08,1.1513028567990644e-10,0.01991549781444616,0.0018501162975880921,6.262602305773978e-06,8.246850625405047e-07,2.947343210172289e-06,0.01660943541940864,9.009987363150419e-06,1.7288960429373384e-11,8.316676853519813e-10,0.0093080120475949,5.8999820342669346e-05,6.141045608031041e-06,0.017209077076850588,9.908140697219168e-08,2.9174312714776094e-13,1.4464755196273567e-06,8.594953467597149e-06,1.367752242075247e-06,0.00017666234280767405,2.5208590506757686e-08,3.8655524875045583e-08,0.002105669407823279,2.274388793109211e-06,0.0005704796090561156,0.00016878261919299616,0.004906663450612035
9.999999999999998e-05,0.6566908937309791,3.76,0.0,3.383525443930311e-05,0.5028539882853624,0.407154719445399,0.053894296749155954,0.0004368968659831303,0.023638437626682152,0.32690097711180444,5.2276900876598037e-11,0.3137067671049741,9.186802008063474e-07,6.648502422686847e-05,0.5372481334216564,0.0008802130363465558,4.0291404284400246e-05,8.666320360712658e-06,0.0014140738244124986,0.0844617937963998,1.0764366751297394e-05,2.8521139431760913e-05,0.0045847154384669395,0.03257056399934627,0.00022116185307683014,5.898852820877406e-05,0.00027940296491080853,1.9203185749641535e-09,0.017084442149809084,5.059978197554562e-10,0.00012170221750579259,4.9218246484175385e-05,4.4405300729143843e-05,3.680197417368013e-07,7.049469393732273e-09,0.008412100405213797,0.006367204624685703,0.006007950159090562,0.009580616981079551,1.7521342036431603e-08,1.1504659593562604e-10,0.019890029430770884,0.001850532751406476,6.267941738930788e-06,8.237664942550349e-07,2.9497482263574773e-06,0.016616164102649017,9.025106642180108e-06,1.727504939198512e-11,8.296363929502527e-10,0.009331890449019933,5.90693532226928e-05,6.148330403436855e-06,0.01722475689398721,9.917174180803199e-08,2.908651387232233e-13,1.4485896153383658e-06,8.596631916402052e-06,1.3690951954594762e-06,0.0001766889654543369,2.5144046282840714e-08,3.8600622816550794e-08,0.0021050353675201795,2.2771855742183032e-06,0.0005704181974054335,0.00016867485550851836,0.004911954350322393
0.0001001212944741624,0.6566908937309791,3.76,0.0,3.380461679083555e-05,0.5025547551547003,0.4074016932040123,0.053904803990524414,0.0004371400866214448,0.023616324790634143,0.32705997145295296,5.2247127771141546e-11,0.31367730893579754,9.186707439339629e-07,6.647166702140018e-05,0.5376120451676845,0.0008795168951249164,4.023794092149756e-05,8.658644359334838e-06,0.001415269779819181,0.0843190924553077,1.0754822239739343e-05,2.8519920050397748e-05,0.0045811320947550145,0.032575525701184604,0.00022120295743502142,5.8958344457651706e-05,0.0002790727315395787,1.917391419443911e-09,0.017051754599246165,5.050779501834971e-10,0.00012155224537391286,4.918783839759962e-05,4.434901125970344e-05,3.6745130732352344e-07,7.036050159876256e-09,0.008408095394927956,0.006362580997710695,0.006008617643605893,0.009574078915608138,1.7489051080239416e-08,1.1499380854913733e-10,0.019873906598069674,0.0018507953853291964,6.271319165893445e-06,8.231865526535365e-07,2.9512698158448094e-06,0.016620379167650023,9.034663264830782e-06,1.7266299169373827e-11,8.283548759029237e-10,0.009347002639990753,5.9113286229847605e-05,6.152933464393144e-06,0.01723466129617266,9.922880328712677e-08,2.903114533731183e-13,1.4499275818284038e-06,8.597694475154893e-06,1.3699447070633376e-06,0.0001767058633518683,2.510330658097785e-08,3.85659504404463e-08,0.002104632466696784,2.2789576742003873e-06,0.0005703787434993904,0.000168606628434928,0.004915299536105996
0.00010043446595148881,0.6567615168375931,3.76,0.0,3.3725707751912496e-05,0.5017827760633069,0.4080391301640408,0.05393152317602123,0.00043776992789048083,0.023559331423038638,0.3274700216927139,5.21705308244561e-11,0.3136012238705656,9.186485132668169e-07,6.643733524935409e-05,0.538550260569369,0.0008777230359230128,4.010031973584669e-05,8.638854953074893e-06,0.0014183662359236362,0.08395149643327808,1.0730215703593791e-05,2.8516866799768067e-05,0.004571889235269065,0.032588249767250554,0.00022130976152517613,5.888048260218641e-05,0.00027822187418715386,1.9098532810317677e-09,0.01696756498795999,5.027104793610494e-10,0.00012116587177941963,4.910941721932698e-05,4.420399987391857e-05,3.6598771756835375e-07,7.001518101604402e-09,0.00839774387795261,0.0063506590872055655,0.0060103392995876056,0.009557196315144156,1.7405888507994105e-08,1.1485793120793923e-10,0.01983219684105057,0.001851471206335909,6.280047238469732e-06,8.216917968253181e-07,2.9552029604596914e-06,0.01663112464729449,9.059334108901404e-06,1.7243861277113033e-11,8.250551047305025e-10,0.009386083878158081,5.922663959958229e-05,6.164811097750202e-06,0.017260206444488457,9.937597483933206e-08,2.888866404556084e-13,1.4533877431008558e-06,8.600443388164069e-06,1.3721401061590948e-06,0.00017674973903224482,2.4998341098369592e-08,3.8476552407291733e-08,0.0021035847214959102,2.2835479044992103e-06,0.0005702746127125544,0.00016843009823355105,0.004923938524486394
0.00010074763742881522,0.6568319900530821,3.76,0.0,3.364706699457977e-05,0.5010116793425433,0.40867624091029775,0.053957652811925993,0.0004384024702272922,0.023502481682561204,0.3278794122038312,5.20943291843051e-11,0.31352509998945366,9.186294447031503e-07,6.640322669314357e-05,0.5394865019745665,0.000875934220616251,3.996329578881835e-05,8.61910756527505e-06,0.0014214751385053144,0.08358511695120471,1.0705661495133726e-05,2.851395042627452e-05,0.004562659332375899,0.03260084925857802,0.00022141754146623346,5.88027208352909e-05,0.00027737356533584896,1.90234321864132e-09,0.016883673527262225,5.00353841678614e-10,0.00012078070570638301,4.903112474343226e-05,4.405945206707727e-05,3.6452995040312445e-07,6.967151322523131e-09,0.008387376555573464,0.006338759956902043,0.006012058492274025,0.009540310844197545,1.7323028530495532e-08,1.1472265053760427e-10,0.01979036981324149,0.001852143687671415,6.288786737831583e-06,8.202007770779457e-07,2.9591426718795193e-06,0.016641672486422416,9.084000004496188e-06,1.7221646176383712e-11,8.217682588490285e-10,0.009425256021529282,5.933988271818527e-05,6.176678735379014e-06,0.017285712310593348,9.952292041235431e-08,2.87468646843909e-13,1.4568560711316522e-06,8.603200175453216e-06,1.3743384472045186e-06,0.0001767939732806504,2.4893693276906822e-08,3.8387331997901156e-08,0.0021025261934236104,2.2881596094290953e-06,0.0005701672210684447,0.000168253029866671,0.004932580447032882
0.00010106080890614163,0.6569023137714871,3.76,0.0,3.356867957836877e-05,0.5002414613561231,0.40931302707554723,0.053983194036821516,0.0004390377256512389,0.023445774904242312,0.3282881453230785,5.2018522045811665e-11,0.31344893689354475,9.186135507684187e-07,6.636934058533646e-05,0.5404207746023986,0.0008741504197716416,3.9826865211646375e-05,8.599401787546715e-06,0.001424596536747457,0.08321995002318285,1.0681159113234673e-05,2.8511170624076132e-05,0.004553442339769669,0.032613324521005925,0.0002215262999016079,5.872505797064876e-05,0.0002765277909393074,1.8948614360699996e-09,0.0168000803745699,4.980079715543765e-10,0.0001203967410053267,4.8952959974116267e-05,4.391536534716582e-05,3.6307797258807014e-07,6.932948789923402e-09,0.008376993383163537,0.0063268834659025285,0.0060137752592727516,0.009523422337258844,1.724047133031778e-08,1.1458796508365733e-10,0.019748426777536316,0.0018528127560370144,6.297537689206475e-06,8.187134757419944e-07,2.9630889860219565e-06,0.01665202331238122,9.108661075940945e-06,1.7199655072708827e-11,8.184943624056758e-10,0.00946451933132276,5.945301782936492e-05,6.188536599532377e-06,0.017311178683468865,9.966963879033012e-08,2.860574303382233e-13,1.4603325445298766e-06,8.605964803973387e-06,1.3765397374221156e-06,0.00017683856958302985,2.4789362334167998e-08,3.829828889079013e-08,0.002101456904049631,2.292792913888293e-06,0.0005700565730340383,0.0001680754245771363,0.004941225334781132
0.00010137398038346803,0.6569724883854259,3.76,0.0,3.3490531146168104e-05,0.49947211847981704,0.40994949028853067,0.05400814799173009,0.00043967570766651376,0.023389210426121382,0.32869622337518917,5.194310888107281e-11,0.3133727341749776,9.186008417167305e-07,6.63356764284858e-05,0.5413530836585402,0.0008723716040164173,3.9691024165303286e-05,8.579737337254792e-06,0.0014277304813105636,0.08285599168454431,1.0656708203185851e-05,2.8508527032236323e-05,0.004544238211829697,0.0326256758976862,0.0002216360380413421,5.864749256124062e-05,0.0002756845372482498,1.8874076232398294e-09,0.016716785672993003,4.956728053804201e-10,0.00012001397151556331,4.88749215672128e-05,4.3771737333662616e-05,3.616317515457797e-07,6.898909559786622e-09,0.008366594316362304,0.0063150294756407575,0.00601548963785082,0.009506530627332279,1.7158217080609115e-08,1.144538722619487e-10,0.01970636898987936,0.0018534783376735534,6.306300103326477e-06,8.172298751085668e-07,2.967041932263765e-06,0.016662177751722664,9.133317451557924e-06,1.7177887145991967e-11,8.15233319743075e-10,0.009503874070615944,5.956604721617946e-05,6.200384915871782e-06,0.0173366053520848,9.98161287580068e-08,2.846529518168603e-13,1.4638171629311673e-06,8.608737242623791e-06,1.3787439862490077e-06,0.00017688353145412013,2.4685347503734878e-08,3.8209424521410094e-08,0.0021003768753041527,2.2974479493134187e-06,0.000569942673171908,0.0001678972835877693,0.004949873218497403
0.00010168715186079444,0.6570425142848113,3.76,0.0,3.341260788147131e-05,0.4987036471010714,0.41058563217623045,0.05403251581998608,0.0004403164288432684,0.02333278758905673,0.3291036486733067,5.1868089302107995e-11,0.3132964914171285,9.18591329856902e-07,6.630223344294986e-05,0.5422834343364454,0.0008705977442773091,3.95557688468004e-05,8.560113963736091e-06,0.0014308770239093984,0.08249323799074569,1.0632308454236456e-05,2.850601942215535e-05,0.004535046903556877,0.03263790372907607,0.00022174675603599774,5.857002367066983e-05,0.00027484379043847816,1.8799813444644895e-09,0.016633789551180115,4.933482824796122e-10,0.0001196323911424203,4.879700841454076e-05,4.362856556016897e-05,3.6019125525682997e-07,6.865032690925101e-09,0.008356179311061529,0.006303197849948673,0.006017201665498153,0.009489635545848795,1.7076265940718664e-08,1.1432036916494246e-10,0.019664197699263867,0.0018541403584742704,6.315074174520373e-06,8.157499576202163e-07,2.971001538923704e-06,0.01667213643019379,9.157969251432318e-06,1.715634140604916e-11,8.119849986176411e-10,0.009543320504383787,5.9678973189551644e-05,6.212223915808598e-06,0.017361992105316214,9.996238909984246e-08,2.8325517216981657e-13,1.4673099994969408e-06,8.611517467010804e-06,1.3809512034678401e-06,0.00017692886238122413,2.4581648017740882e-08,3.812074056494977e-08,0.0020992861294387285,2.3021248482960925e-06,0.0005698255261327578,0.00016771860811382294,0.004958524128699938
0.00010200032333812084,0.6571123918579349,3.76,0.0,3.333489657960746e-05,0.49793604362043964,0.41122145436380236,0.05405629866774315,0.0004409598999325019,0.0232765057371222,0.3295104235166694,5.179346267872543e-11,0.31322020819396545,9.185850320031143e-07,6.626901055614005e-05,0.5432118318153962,0.0008688288119698957,3.942109549695701e-05,8.540531298593634e-06,0.0014340362160403524,0.08213168502062722,1.060795941886569e-05,2.85036476882284e-05,0.0045258683705098595,0.032650008353174505,0.00022185845509188173,5.8492651115356315e-05,0.0002740055363381902,1.872582837173137e-09,0.016551092120544467,4.910343403488007e-10,0.00011925199395340937,4.871921994982296e-05,4.348584741431034e-05,3.587564516780914e-07,6.831317173254172e-09,0.008345748323213522,0.006291388455480568,0.00601891137999632,0.009472736922452686,1.69946180473932e-08,1.1418745506483004e-10,0.019621914146929677,0.0018547987440238594,6.323860103187142e-06,8.142737060148002e-07,2.9749678412584704e-06,0.016681899972723957,9.182616595530003e-06,1.7135019138547352e-11,8.087493969560215e-10,0.009582858899611225,5.97917979975956e-05,6.224053826367388e-06,0.017387338732187344,1.0010841860031671e-07,2.8186405013342845e-13,1.4708110906029093e-06,8.614305452465033e-06,1.3831613968913496e-06,0.00017697456579591334,2.4478263088470325e-08,3.80322366286571e-08,0.002098184689094525,2.306823738451926e-06,0.0005697051366661522,0.0001675393993635001,0.004967178095624586
0.00010231349481544725,0.6571821214933807,3.76,0.0,3.3257384502055395e-05,0.4971693044478049,0.4118569584726377,0.054079497683439975,0.0004416061335923486,0.023220364217117692,0.329916550193552,5.171922852586401e-11,0.3131438840719535,9.185819604054913e-07,6.623600715259204e-05,0.5441382812630404,0.000867064778603319,3.928700038727657e-05,8.520989063976153e-06,0.0014372081090918477,0.08177132887223511,1.058366074688777e-05,2.850141151759876e-05,0.0045167025687170865,0.032661990106000086,0.0002219711370366892,5.84153737988546e-05,0.0002731697615891459,1.8652117737904996e-09,0.01646869347923443,4.887309170179014e-10,0.00011887277402166062,4.8641555201938166e-05,4.3343580536887864e-05,3.57327309114701e-07,6.797762076252253e-09,0.008335301308872684,0.0062796011608294185,0.006020618818951025,0.009455834585600115,1.6913273529706567e-08,1.1405512672584457e-10,0.019579519568018535,0.0018554534195321846,6.332657901425144e-06,8.128011032727985e-07,2.9789408673708087e-06,0.016691469003522183,9.207259610531747e-06,1.711391942804705e-11,8.055264210288517e-10,0.009622489524956368,5.99045238719323e-05,6.235874868686266e-06,0.017412645021886906,1.002542160450483e-07,2.804795471304443e-13,1.4743204315954302e-06,8.617101168803963e-06,1.385374575759206e-06,0.0001770206450695096,2.4375191963293642e-08,3.7943914193729496e-08,0.002097072577223724,2.3115447513088727e-06,0.0005695815096030434,0.00016735965851351315,0.004975835149268623
0.00010262666629277366,0.6572517035715374,3.76,0.0,3.318005934216877e-05,0.4964034260018025,0.41249214612146234,0.05410211401737145,0.000442255143704796,0.023164362378400936,0.3303220309819852,5.164538629414192e-11,0.3130675186101205,9.185821248650785e-07,6.620322274616493e-05,0.5450627878369987,0.0008653056157385872,3.9153479814615085e-05,8.501486983758097e-06,0.001440392755415529,0.08141216566224663,1.0559412094643501e-05,2.849931056648379e-05,0.004507549454768125,0.03267384932102304,0.00022208480384121207,5.833819007178091e-05,0.00027233645312538615,1.857867839270943e-09,0.016386593712870642,4.864379509029751e-10,0.0001184947253937645,4.8564012901002896e-05,4.3201762634465685e-05,3.5590379597754056e-07,6.764366447993745e-09,0.008324838224360748,0.006267835836370027,0.006022324019912872,0.009438928362592133,1.6832232503989973e-08,1.1392338104955212e-10,0.01953701519192744,0.0018561043098027183,6.341467602738732e-06,8.11332132318979e-07,2.982920646462906e-06,0.016700844146054567,9.231898419800316e-06,1.7093041609378074e-11,8.023159763618699e-10,0.009662212650757408,6.001715310439368e-05,6.247687269490046e-06,0.017437910763540915,1.003997802196913e-07,2.791016237339207e-13,1.4778380406726439e-06,8.619904593928238e-06,1.3875907495553492e-06,0.00017706710360554037,2.4272433885841806e-08,3.7855774585360395e-08,0.002095949817036945,2.3162880216227202e-06,0.0005694546498477302,0.00016717938671533396,0.004984495319417097
0.00010293983777010006,0.6573211384780339,3.76,0.0,3.3102909303895305e-05,0.49563840471305504,0.4131270189270254,0.05412414882213852,0.0004429069435132962,0.02310849957333041,0.3307268681479352,5.15719354482207e-11,0.3129911113583227,9.185855385404277e-07,6.617065657306414e-05,0.5459853566820767,0.0008635512952642336,3.9020530112555844e-05,8.482024732981997e-06,0.0014435902085642104,0.08105419152873679,1.0535213064779446e-05,2.849734461860274e-05,0.004498408985844834,0.03268558632902228,0.00022219945677470553,5.826109882909809e-05,0.000271505597528651,1.850551050069678e-09,0.016304792892229053,4.841553821000678e-10,0.00011811784217971433,4.848659189953078e-05,4.306039132217348e-05,3.544858809834046e-07,6.731129348209686e-09,0.0083143590262457,0.006256092354786006,0.006024027020511376,0.009422018079265144,1.6751495069227905e-08,1.137922168506096e-10,0.01949440224099171,0.0018567513392639477,6.350289390140625e-06,8.098667761434572e-07,2.986907212624144e-06,0.016710026022898367,9.256533151396174e-06,1.7072386270221443e-11,7.991180207318357e-10,0.009702028549363,6.012968800560615e-05,6.259491260214683e-06,0.017463135746212347,1.0054510990959614e-07,2.777302413289779e-13,1.481363967427589e-06,8.622715709493532e-06,1.3898099277257164e-06,0.00017711394481576822,2.416998808249215e-08,3.7767818049199954e-08,0.002094816432057474,2.321053685082027e-06,0.000569324562391049,0.0001669985851072128,0.004993158635596225
0.00010325300924742647,0.6573904265927982,3.76,0.0,3.302592306349804e-05,0.49487423702359923,0.41376157850432294,0.0541456032526994,0.00044356154532511816,0.023052775157093697,0.3311310639459365,5.149887557705693e-11,0.31291466185792904,9.185922177021446e-07,6.613830779100297e-05,0.5469059929306742,0.0008618017894078667,3.8888147650291615e-05,8.462602011187692e-06,0.0014468005224451837,0.0806974026294773,1.0511063285089503e-05,2.8495513513317295e-05,0.004489281119600959,0.032697201458562516,0.00022231509665156254,5.818409965467086e-05,0.0002706771811572901,1.8432613190204887e-09,0.01622329107388617,4.818831509875019e-10,0.0001177421185881335,4.8409291369597656e-05,4.291946416432257e-05,3.530735332673696e-07,6.69804986268936e-09,0.008303863671181317,0.006244370590991304,0.006025727858515027,0.00940510356005939,1.667106131151554e-08,1.1366163258719045e-10,0.019451681930784046,0.001857394432019741,6.35912341878688e-06,8.084050180606655e-07,2.9909005982437294e-06,0.016719015255822454,9.281163937262194e-06,1.705195346615165e-11,7.959325001313898e-10,0.009741937495015937,6.024213084960173e-05,6.271287069702532e-06,0.0174883197590425,1.0069020390019347e-07,2.7636536224925483e-13,1.4848982381951205e-06,8.62553449370071e-06,1.392032120159568e-06,0.00017716117204684946,2.406785379119551e-08,3.768004527293971e-08,0.002093672446112107,2.32584187671827e-06,0.0005691912523062598,0.00016681725481854415,0.005001825127078832
0.00010356618072475288,0.6574595682953013,3.76,0.0,3.29490897587773e-05,0.4941109193859629,0.41439582646579753,0.054166478466438066,0.00044421896170754007,0.022997188487784138,0.3315346206188133,5.142620623540297e-11,0.31283816964211675,9.186021767847305e-07,6.610617577155379e-05,0.5478247017029904,0.0008600570705738182,3.875632882954861e-05,8.443218552756366e-06,0.0014500237508251247,0.08034179514264472,1.0486962424084276e-05,2.8493817030914722e-05,0.004480165814134594,0.03270869503590732,0.00022243172486464786,5.810719194753137e-05,0.0002698511907379558,1.8359983609882852e-09,0.01614208829991607,4.796211971519361e-10,0.00011736754889008508,4.833211056679808e-05,4.277897878508736e-05,3.516667222332551e-07,6.665127058879516e-09,0.008293352115887104,0.006232670422013637,0.006027426571748019,0.009388184628101695,1.659093130393309e-08,1.1353162540538775e-10,0.0194088554701698,0.0018580335118093495,6.36796972372078e-06,8.069468415762217e-07,2.9949008321663517e-06,0.016727812465777234,9.305790902839661e-06,1.7031742562892942e-11,7.927593283903499e-10,0.009781939763868288,6.0354483880907204e-05,6.283074922362412e-06,0.01751346259129327,1.0083506097748132e-07,2.7500694788224877e-13,1.4884408593238888e-06,8.628360925129706e-06,1.394257336604025e-06,0.00017720878858120157,2.3966030262928692e-08,3.7592457553165355e-08,0.0020925178833354004,2.3306527315949413e-06,0.0005690547247493198,0.00016663539696203425,0.005010494822876527
