Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414)
6.40635005785667e-06,0.9612503398312877,0.008107194880658962,0.0010163254085943008,0.0015008540020715587,0.615502725445086,0.0,0.0,0.00246812957336172,0.0002975991453041618,0.15351389376909122,0.013569268118452054,0.0005896622137626865,3.269948696967275e-08,1.5313771277528831e-06,4.0085036883722686e-05,0.017639903598616564,0.008780952599490403,0.0007716270951624338,3.996721780736906e-05,0.05294507860471665,1.956716837598813e-05,1.282532228418308e-05,0.0003105274862924681,4.399191896203572e-06,0.049161395821802366,0.00039025091768522845,0.10851883864411144,0.0007797920127315534,3.428206918830556e-05,1.0229182548857888e-05,1.681353884260311e-07,4.1202291641942105e-05,0.0009523680889666929,3.76,0.0,0.030887559216800097,0.7640768504189681,0.20011690087519654,0.01859538937485709,0.26100742587194903,0.00011357905601150603,0.475226763168325,0.00013965874116924498,0.0012011935907787592,0.0010225339546283201,0.004392234276012912,1.0594713579802472e-06,0.0006091243868518158,0.027370703352787608,0.01331618715926407,0.011320505926271299,4.1526360132675185e-11,1.8957576474020094e-11,1.0932879220471973e-06,1.403069318551599e-08,0.017853185905882783,7.500708294730707e-10,1.4177812390191852e-07,0.01615886871290886,6.223410664093305e-08,2.1815174796810658e-07,0.002028915030103539,4.875954871078426e-10,1.9600192885744835e-06,0.00313930719535002,3.348086406637842e-06,6.290008741267809e-08,3.387110731757695e-06,4.166061274830405e-05,6.978210670801296e-06,4.998169120499444e-06,2.136699549533642e-12,0.0018521311969211737,1.6832811951489507e-06,0.0012875080538466697,1.3691701777938836e-09,0.0011154744725791433,0.00014700919548686937,7.525067948320349e-07,2.210069170532236e-09,5.2834349081594024e-05,0.00018239341470372268,0.0023348663754218513,0.0004656263062334239,0.00188959205762516,7.469805527660689e-10
6.412699461022791e-06,0.9612860267653457,0.00808344856896545,0.0010133473503833289,0.0014963869841383118,0.6156008126323391,0.0,0.0,0.002466623427936144,0.00029728063377832276,0.15371254591296757,0.013585018563737415,0.0005882299382301674,3.243636547795197e-08,1.5232139126944016e-06,3.997083337841126e-05,0.017634594696828144,0.008784940787602738,0.0007710705285971543,3.98874723553955e-05,0.052979231810472475,1.9493799579663454e-05,1.2780797349684152e-05,0.0003107816562203845,4.395141787490124e-06,0.04919392013835422,0.00038907596381524426,0.10848689376079351,0.0007819455159234154,3.421477508160676e-05,1.0203761006498408e-05,1.6765507498925068e-07,4.107098176770549e-05,0.0009522813588764863,3.76,0.0,0.030804397116115944,0.763903529088048,0.20022509351808718,0.0186252085234418,0.261099644683932,0.00011318421091902246,0.47513023830459433,0.00013919366309977468,0.0011977020981515198,0.0010194844523023483,0.0043782624627535524,1.0556623357705225e-06,0.0006069233458132821,0.027379058453010925,0.013323252907958168,0.011337313905965705,4.139591746144523e-11,1.8898447772438135e-11,1.0898912763761852e-06,1.3978247911705766e-08,0.017882028977234253,7.477471301115433e-10,1.4183513877170742e-07,0.01617314267168297,6.199265691580415e-08,2.183520214875466e-07,0.0020331434445846736,4.860615765465883e-10,1.959750372394846e-06,0.003142701370945947,3.342237428239719e-06,6.269839725861627e-08,3.378311939298662e-06,4.157714152532168e-05,6.961694441585372e-06,4.988027444096372e-06,2.1284129929892714e-12,0.0018466187761114724,1.678847875033243e-06,0.0012874324435568666,1.3652079704529827e-09,0.0011152212163396534,0.00014753076288120728,7.520849618390647e-07,2.217724187133815e-09,5.3026486618759174e-05,0.00018245605460669439,0.002338306223533125,0.0004665717203459164,0.0018893683157048264,7.454968651523429e-10
6.419048864188912e-06,0.9613215949492344,0.008059850805281652,0.0010103872372043416,0.0014919483427914288,0.6156984229350819,0.0,0.0,0.0024651171604339055,0.00029696176449080534,0.1539106953913574,0.013600720772390766,0.0005868054273458926,3.2176200366656205e-08,1.5151196596430663e-06,3.985725899949981e-05,0.017629241738027088,0.008788903458084609,0.0007705123684052571,3.980807223223491e-05,0.05301327212382148,1.9421100015215052e-05,1.2736524361291985e-05,0.000311034574520226,4.391083227241421e-06,0.04922626423417043,0.0003879083682454207,0.10845506458250452,0.000784096124834256,3.414782569174826e-05,1.0178461452318034e-05,1.6717787358269967e-07,4.0940491234165125e-05,0.0009521941765819543,3.76,0.0,0.03072164368600925,0.7637307291884922,0.2003329406188728,0.018654996679103062,0.2611916202658422,0.00011279203437151856,0.475033858985171,0.00013873164652751882,0.0011942315686338833,0.0010164536399007308,0.004364365117016462,1.0518701235513092e-06,0.0006047364454439602,0.02738731760430696,0.013330271613066432,0.011354055732339632,4.126622997746524e-11,1.8839661358576625e-11,1.086514288159492e-06,1.3926169331129979e-08,0.0179107994648424,7.45438659186561e-10,1.4189184853441505e-07,0.01618736734891856,6.175282250959575e-08,2.18551584482155e-07,0.002037359707168586,4.845368660763855e-10,1.9594895734345853e-06,0.00314609061899309,3.3364218573632813e-06,6.24980440394735e-08,3.369563759389893e-06,4.14941253278545e-05,6.945268784878246e-06,4.9779312224033785e-06,2.120181869894273e-12,0.0018411199963682698,1.6744417313875234e-06,0.0012873542005839651,1.3612811563572985e-09,0.0011149687227417135,0.0001480523556233302,7.516619477857901e-07,2.225379839626679e-09,5.321872354496585e-05,0.00018251830770460626,0.0023417417779831307,0.00046751179412709426,0.0018891461742533294,7.44021816184574e-10
6.425398267355033e-06,0.9613570451550346,0.00803640053644867,0.001007444953459124,0.001487537868644365,0.6157955599587356,0.0,0.0,0.002463610802100385,0.00029664254746101685,0.15410834492192638,0.013616375024884534,0.0005853886390464434,3.191895341071464e-08,1.5070937043860081e-06,3.974431049076261e-05,0.01762384524546948,0.008792840761329464,0.0007699526559304452,3.972901689960817e-05,0.053047200272507096,1.9349062610958058e-05,1.2692501989767306e-05,0.0003112862488482196,4.387016410317673e-06,0.049258429227790425,0.0003867480780743664,0.10842335027371987,0.0007862438272754173,3.4081218889954584e-05,1.0153283409521187e-05,1.6670375984443661e-07,4.08108142531937e-05,0.00095210654733488,3.76,0.0,0.030639295713294008,0.7635584474772984,0.20044044443910233,0.018684753886362482,0.26128335406419967,0.00011240250461824847,0.4749376250024839,0.00013827266759405436,0.0011907818661949638,0.0010134413918373435,0.004350541919879383,1.0480947074753315e-06,0.0006025635909216737,0.027395481529476497,0.013337243565881873,0.011370731732906265,4.113729328441043e-11,1.8781215229131746e-11,1.0831568421011218e-06,1.3874454274204374e-08,0.017939497707809202,7.431452951247027e-10,1.4194825523017527e-07,0.01620154306732064,6.151459171625822e-08,2.1875044164173154e-07,0.0020415638367529557,4.830212984188096e-10,1.9592368341472366e-06,0.0031494750075524718,3.330639578494464e-06,6.229901702363135e-08,3.360865922019434e-06,4.141156293191754e-05,6.928933366576537e-06,4.96788037630695e-06,2.1120057786009866e-12,0.0018356349031585207,1.6700626211999651e-06,0.001287273360222015,1.3573893534933459e-09,0.0011147169870416986,0.00014857396980324315,7.512377723776331e-07,2.233036070558295e-09,5.3411059329955425e-05,0.00018258017683063366,0.0023451730648100617,0.0004684465394956766,0.0018889256211616905,7.425553685768518e-10
6.431747670521154e-06,0.9613923781677709,0.008013096717540054,0.001004520384155696,0.001483155354047626,0.6158922272738585,0.0,0.0,0.0024621043838837205,0.0002963229926142459,0.1543054972075615,0.01363198159989142,0.0005839795313653864,3.1664586824640863e-08,1.499135386404958e-06,3.96319845960564e-05,0.01761840573765176,0.008796752846606136,0.0007693914320444196,3.9650305796715927e-05,0.053081016978421824,1.9277680383188532e-05,1.264872888230445e-05,0.0003115366868027563,4.382941529686968e-06,0.04929041622960265,0.00038559504081146393,0.10839175000585706,0.0007883886112471002,3.401495256377949e-05,1.0128226397702028e-05,1.6623270962351337e-07,4.068194507873229e-05,0.0009520184763185636,3.76,0.0,0.030557350018742255,0.7633866807360534,0.20054760722155765,0.01871448018973946,0.26137484751434004,0.00011201560019326597,0.47484153614147623,0.0001378167026768269,0.001187352855558962,0.0010104475833102818,0.004336792551564549,1.0443360723796684e-06,0.0006004046879250857,0.027403550945870034,0.01334416905547428,0.011387342234306888,4.100910299212013e-11,1.872310737902982e-11,1.0798188228423939e-06,1.3823099642449016e-08,0.017968124043827704,7.408669176477373e-10,1.4200436087125607e-07,0.016215670147008726,6.127795291261971e-08,2.1894859761855468e-07,0.00204575585239235,4.81514816384995e-10,1.9589920958085717e-06,0.003152854603889052,3.3248904727062276e-06,6.210130559394108e-08,3.352218154956563e-06,4.132945308409822e-05,6.912687848286388e-06,4.957874814568998e-06,2.1038843202810196e-12,0.0018301635406043123,1.6657102855628988e-06,0.0012871899573052925,1.3535321858221699e-09,0.001114466004531927,0.00014909560153764857,7.508124550833064e-07,2.2406928228510854e-09,5.360349344991567e-05,0.00018264166479185117,0.0023486001098361824,0.00046937596855047096,0.0018887066444099202,7.410974835106031e-10
6.438097073687275e-06,0.9614275947496231,0.007989938309269936,0.0010016134148391788,0.0014788005925653474,0.6159884284234122,0.0,0.0,0.0024605979364878128,0.00029600310980372246,0.15450215494006395,0.0136475407747384,0.0005825780624470742,3.141306336336768e-08,1.4912440532446308e-06,3.9520278064845964e-05,0.017612923729479524,0.008800639862305183,0.0007688287372514828,3.957193834626739e-05,0.053114722959020824,1.9206946410121237e-05,1.2605203712384887e-05,0.00031178589593968396,4.378858776456917e-06,0.04932222634366571,0.00038444920426294237,0.10836026295566756,0.0007905304648877759,3.394902460853101e-05,1.0103289936845953e-05,1.6576469896656062e-07,4.05538779950862e-05,0.0009519299686598638,3.76,0.0,0.03047580345082896,0.7632154257651037,0.20065443119458273,0.018744175633828578,0.2614661020429712,0.00011163129960929686,0.4747455921796213,0.000137363728267035,0.001183944402109009,0.0010074720901417666,0.0043231166916501106,1.040594202119949e-06,0.0005982596425102523,0.02741152656666056,0.0133510483692408,0.011403887562486328,4.08816547286058e-11,1.8665335814086877e-11,1.076500115617301e-06,1.3772102337998947e-08,0.01799667880951315,7.386034064313682e-10,1.4206016749691822e-07,0.01622974890612951,6.104289451539365e-08,2.191460570363493e-07,0.0020499357732700176,4.800173639360625e-10,1.958755301231707e-06,0.0031562294746600387,3.3191744229549243e-06,6.190489912865022e-08,3.3436201888654276e-06,4.124779451298135e-05,6.896531890344257e-06,4.9479144520292896e-06,2.0958170971466455e-12,0.0018247059518237256,1.661384606639489e-06,0.0012871040263151149,1.349709274458846e-09,0.0011142157705321518,0.00014961724696235416,7.503860152562461e-07,2.248350039624945e-09,5.379602538601717e-05,0.00018270277437901008,0.002352022938720441,0.0004703000935237012,0.00188848923204822,7.396481231911942e-10
6.444446476853396e-06,0.9614626956900961,0.007966924282910057,0.0009987239317750043,0.0014744733801370922,0.6160841669055334,0.0,0.0,0.002459091490230531,0.00029568290875912315,0.15469832079155793,0.013663052824384802,0.0005811841905652067,3.1164346523901165e-08,1.4834190605432977e-06,3.940918764194361e-05,0.017607399729602465,0.008804501955347821,0.00076826461143875,3.949391393373843e-05,0.05314831892410248,1.913685388489597e-05,1.2561925117863627e-05,0.0003120338837387183,4.374768339660844e-06,0.04935386066335626,0.00038331051679653193,0.1083288883089645,0.0007926693765844784,3.388343294395936e-05,1.007847353990965e-05,1.652997041154708e-07,4.042660734279664e-05,0.0009518410293982148,3.76,0.0,0.03039465290138425,0.7630446793970076,0.2007609185620425,0.018773840263204642,0.2615571190620355,0.00011124958210050718,0.47464979288532466,0.0001369137212931119,0.001180556372193719,0.0010045147891819858,0.004309514018756076,1.0368690788705576e-06,0.0005961283614116088,0.02741940909785776,0.01335788179165855,0.011420368042185073,4.07549441367171e-11,1.8607898541521865e-11,1.0732006056132338e-06,1.3721459387658058e-08,0.018025162339585003,7.363546443041831e-10,1.4211567704884666e-07,0.01624377965943361,6.080940508493633e-08,2.1934282446960738e-07,0.002054103618764069,4.785288838142745e-10,1.9585263899649237e-06,0.0031595996854881605,3.3134913058585355e-06,6.170978728598564e-08,3.335071749453472e-06,4.116658590955786e-05,6.880465147200369e-06,4.937999192249185e-06,2.0878037167602946e-12,0.0018192621781889702,1.6570853990233252e-06,0.0012870156011374893,1.3459202575005364e-09,0.0011139662804092029,0.00015013890224872714,7.499584718964056e-07,2.256007664589533e-09,5.398865462778873e-05,0.000182763508346943,0.002355441576837702,0.0004712189268772458,0.0018882733722440572,7.382072480367091e-10
6.450795880019517e-06,0.961497681717973,0.007944053614148168,0.0009958518217222944,0.0014701735135223956,0.6161794461968979,0.0,0.0,0.002457585075232922,0.00029536239915604087,0.15489399742590845,0.013678518022782526,0.000579797874106142,3.091840008377584e-08,1.4756597688751674e-06,3.929871009094382e-05,0.01760183424402341,0.008808339271986853,0.0007676990942162537,3.941623194253248e-05,0.05318180558016222,1.9067396043016784e-05,1.2518891784709664e-05,0.00031228065764858637,4.370670406504437e-06,0.049385320277245626,0.0003821789269756971,0.10829762525558179,0.0007948053348236296,3.381817549188576e-05,1.0053776723936915e-05,1.6483770151449883e-07,4.030012748383839e-05,0.0009517516635286519,3.76,0.0,0.03031389528408138,0.7628744384783677,0.2008670715169385,0.018803474122537772,0.2616478999772083,0.00011087042642717864,0.4745541380207305,0.00013646665856988693,0.0011771886327319766,0.0010015755577829199,0.004295984211068706,1.0331606841042266e-06,0.0005940107516467105,0.027427199242330558,0.013364669605969985,0.011436783997579086,4.0628966874401165e-11,1.8550793585565575e-11,1.0699201792925152e-06,1.3671167696588773e-08,0.018053574967935457,7.341205129569201e-10,1.421708915212722e-07,0.016257762720205522,6.057747317478636e-08,2.1953890447160255e-07,0.0020582594083550514,4.770493203083095e-10,1.9583053057030878e-06,0.003162965301538955,3.3078410036010873e-06,6.151595962339856e-08,3.326572568773123e-06,4.1085825955118465e-05,6.864487273875074e-06,4.92812894561875e-06,2.079843786184001e-12,0.0018138322603417588,1.6528124868942917e-06,0.0012869247153945392,1.3421647654717608e-09,0.0011137175295504557,0.00015066056358169593,7.495298439872508e-07,2.2636656415111443e-09,5.418138066850275e-05,0.00018282386944153855,0.0023588560494413376,0.00047213248116796604,0.0018880590532187494,7.3677482074751e-10
6.457145283185638e-06,0.96153255360807,0.007921325287364132,0.0009929969720729327,0.0014659007913654285,0.6162742697380968,0.0,0.0,0.0024560787213034757,0.00029504159056945907,0.15508918749076833,0.013693936641936808,0.0005784190715630241,3.067518837909665e-08,1.4679655438506898e-06,3.9188842167038314e-05,0.017596227773672247,0.008812151957281987,0.0007671322246929585,3.93388917288132e-05,0.05321518362747062,1.8998566213733126e-05,1.2476102361788256e-05,0.00031252622505574724,4.366565162365174e-06,0.049416606265229736,0.0003810543838206376,0.10826647299270728,0.0007969383282943974,3.3753250193516546e-05,1.0029199000680672e-05,1.6437866782614e-07,4.017443282629093e-05,0.0009516618759768189,3.76,0.0,0.03023352754735015,0.7627046998819975,0.20097289223244752,0.0188330772564707,0.26173844618214137,0.0001104938118989583,0.47445862734117,0.0001360225172701903,0.001173841051435543,0.000998654274134797,0.004282526946091646,1.0294689979597406e-06,0.0005919067207979047,0.027434897697124986,0.0133714120930396,0.011453135751814962,4.050371860778658e-11,1.8494018963519373e-11,1.0666587224440078e-06,1.3621224340624228e-08,0.01808191702687095,7.319008958877226e-10,1.4222581287666944e-07,0.016271698398972256,6.034708744497164e-08,2.1973430155557548e-07,0.0020624031616765536,4.755786178233182e-10,1.9580919894609714e-06,0.003166326387140557,3.302223393053056e-06,6.132340585746395e-08,3.318122374809594e-06,4.1005513300971055e-05,6.848597920619689e-06,4.918303610251589e-06,2.071936916046108e-12,0.0018084162375171487,1.6485656515015667e-06,0.0012868314022292692,1.3384424364793738e-09,0.0011134695133816059,0.0001511822271755207,7.491001502283643e-07,2.271323914622537e-09,5.4374203008156175e-05,0.00018288386037918918,0.0023622663815530214,0.0004730407691341333,0.001887846263288316,7.353508012802236e-10
6.463494686351759e-06,0.9615673120958803,0.0078987382928383,0.0009901592707935091,0.0014616550136236763,0.6163686409408361,0.0,0.0,0.002454572457987423,0.0002947204924980519,0.1552838936218126,0.013709308952417098,0.0005770477415623325,3.043467627018526e-08,1.4603357598803847e-06,3.907958064123456e-05,0.017590580815695585,0.008815940155366263,0.0007665640415909902,3.9261892633940345e-05,0.05324845376163094,1.8930357789587003e-05,1.2433555531716904e-05,0.0003127705933017658,4.362452790740381e-06,0.04944771970050007,0.00037993683666106323,0.10823543072314872,0.0007990683458308634,3.3688654998651034e-05,1.000473988282801e-05,1.6392257986141457e-07,4.0049517810509716e-05,0.0009515716716099126,3.76,0.0,0.030153546668454493,0.7625354605005084,0.20107838286657462,0.018862649709724177,0.2618287590614769,0.00011011971789422278,0.4743632605943495,0.0001355812746850964,0.0011705134967373437,0.000995750817107707,0.0042691419008217685,1.0257939995988766e-06,0.0005898161768657346,0.02744250515485241,0.013378109531969669,0.011469423627224088,4.03791950260333e-11,1.8437572713380752e-11,1.0634161222162796e-06,1.3571626324901365e-08,0.01811018884750326,7.296956777018786e-10,1.422804430424562e-07,0.01628558700418274,6.011823661883283e-08,2.1992902020469676e-07,0.0020665348984922013,4.741167205562165e-10,1.9578863836839945e-06,0.003169683005986442,3.2966383534948278e-06,6.113211580404992e-08,3.3097208990404348e-06,4.092564658231446e-05,6.832796736881872e-06,4.908523091500928e-06,2.0640827194464675e-12,0.0018030141479156532,1.6443447533073534e-06,0.0012867356944194126,1.33475291473075e-09,0.0011132222273572934,0.00015170388926487557,7.486694092026719e-07,2.278982428417228e-09,5.4567121151899014e-05,0.00018294348385962432,0.002365672598021364,0.0004739438036462432,0.0018876349908438983,7.339351518448389e-10
6.46984408951788e-06,0.9616019579290528,0.007876291628817625,0.0009873386064630867,0.0014574359819267114,0.6164625631841067,0.0,0.0,0.0024530663145411265,0.0002943991143498111,0.15547811844003742,0.013724635223032626,0.0005756838428424678,3.0196829018229927e-08,1.452769794846746e-06,3.8970922286295446e-05,0.017584893862695728,0.008819704009296103,0.0007659945831804523,3.918523397955044e-05,0.05328161667265815,1.8862764245590674e-05,1.2391249955280456e-05,0.00031301376967253204,4.358333473311715e-06,0.04947866164841438,0.00037882623522405776,0.10820449765633944,0.0008011953764476529,3.362438787287857e-05,9.980398880089262e-06,1.6346941463366915e-07,3.992537691791016e-05,0.000951481055232263,3.76,0.0,0.030073949656233025,0.7623667172501001,0.20118354555948373,0.0188921915270102,0.26191883998915744,0.00010974812406438648,0.474268037521751,0.0001351429083336279,0.0011672058378245946,0.0009928650663471653,0.004255828751720972,1.0221356670184135e-06,0.0005877390283663453,0.02745002230287229,0.013384762199730893,0.011485647945163144,4.025539182623165e-11,1.838145287214061e-11,1.0601922656982463e-06,1.3522370723002416e-08,0.018138390759488098,7.275047442592085e-10,1.4233478391678425e-07,0.01629942884181275,5.98909095028323e-08,2.2012306486620473e-07,0.0020706546387031983,4.726635727430756e-10,1.957688429743674e-06,0.003173035221018613,3.2910857610945293e-06,6.09420793900267e-08,3.301367871039884e-06,4.084622440990729e-05,6.8170833686167985e-06,4.8987872833292935e-06,2.056280812335066e-12,0.0017976260284907782,1.6401495465466165e-06,0.001286637624314808,1.3310958506255597e-09,0.0011129756669666416,0.0001522255461107084,7.482376392685885e-07,2.2866411277649242e-09,5.4760134610872305e-05,0.00018300274255771349,0.0023690747234866093,0.0004748415977325107,0.001887425224362439,7.325278332123254e-10
6.476193492684001e-06,0.9616364918336983,0.007853984299015826,0.0009845348682041327,0.0014532434990657886,0.6165560398209449,0.0,0.0,0.002451560319983114,0.0002940774654633093,0.15567186455543083,0.01373991572127675,0.0005743273342634372,2.99616123812563e-08,1.445267034282625e-06,3.886286388268666e-05,0.01757916740384581,0.008823443661287084,0.0007654238873800693,3.910891507354574e-05,0.053314673046328684,1.879577911437115e-05,1.2349184319332937e-05,0.00031325576141298433,4.354207389981222e-06,0.04950943316824574,0.0003777225295230603,0.10817367300680591,0.000803319409291488,3.3560446789366284e-05,9.95617550302807e-06,1.6301914934355373e-07,3.980200465952949e-05,0.0009513900315961124,3.76,0.0,0.02999473354538772,0.7621984670649716,0.20128838243760652,0.01892170275310699,0.2620086903308784,0.00010937901003385864,0.4741729578583778,0.00013470739583905478,0.0011639179445407186,0.0009899969021153903,0.0042425871748493936,1.018493977347223e-06,0.0005856751842037799,0.02745744982451408,0.013391370371690563,0.011501809026219736,4.013230472469493e-11,1.832565748789121e-11,1.0569870405727474e-06,1.3473454608268168e-08,0.018166523091370835,7.253279813525546e-10,1.423888374259001e-07,0.016313224215951033,5.966509494178157e-08,2.2031643995999888e-07,0.0020747624023250365,4.712191197861487e-10,1.957498070537907e-06,0.00317638309460507,3.285565493995998e-06,6.07532865357041e-08,3.293063023325838e-06,4.076724537999292e-05,6.801457461015646e-06,4.889096085845498e-06,2.048530811619641e-12,0.0017922519152629665,1.635979915100669e-06,0.0012865372239365376,1.3274708912209542e-09,0.0011127298277250999,0.00015274719399278538,7.478048586759576e-07,2.294299957736163e-09,5.495324290084945e-05,0.0001830616391328818,0.002372472782431318,0.00047573416453807523,0.0018872169523887383,7.311288071647979e-10
6.482542895850122e-06,0.961670914561725,0.007831815317359969,0.0009817479458630995,0.001449077370127325,0.6166490741623246,0.0,0.0,0.002450054502957203,0.00029375555505810894,0.15586513455846138,0.013755150712329496,0.0005729781748333218,2.9728992807002774e-08,1.4378268715209352e-06,3.875540220835915e-05,0.017573401922346285,0.008827159252148714,0.0007648519915176142,3.903293519014504e-05,0.05334762356110718,1.8729396036399303e-05,1.2307357277579989e-05,0.0003134965756948069,4.350074718664494e-06,0.04954003530900383,0.00037662567011370157,0.10814295599772195,0.000805440433746657,3.3496829744860174e-05,9.932069256022913e-06,1.6257176138214208e-07,3.967939560126231e-05,0.0009512986053734707,3.76,0.0,0.029915895410915355,0.7620307069102162,0.20139289560410298,0.01895118343276529,0.2620983114382166,0.00010901235612493276,0.4740780213317559,0.0001342747152494208,0.001160649687692517,0.0009871462056901025,0.004229416845716821,1.0148689062278916e-06,0.0005836245539774226,0.027464788396208195,0.013397934320416962,0.011517907189646888,4.000992945509473e-11,1.827018461180976e-11,1.0538003346190732e-06,1.3424875174051241e-08,0.018194586169743503,7.23165277800319e-10,1.4244260540420457e-07,0.01632697342743848,5.944078192625877e-08,2.205091498588444e-07,0.0020788582095434094,4.697833059548234e-10,1.957315245898287e-06,0.003179726688137725,3.2800774244487115e-06,6.056572743001269e-08,3.2848060839505955e-06,4.0688708057665336e-05,6.785918654428308e-06,4.879449388635882e-06,2.040832339643865e-12,0.0017868918426350608,1.6318356810570804e-06,0.0012864345247518341,1.3238776997040686e-09,0.0011124847051932711,0.00015326882922585017,7.473710853387692e-07,2.3019588639745512e-09,5.5146445545367714e-05,0.00018312017621034893,0.0023758667990641095,0.00047662151740859973,0.0018870101635806251,7.297380338411597e-10
6.488892299016243e-06,0.9617052268076297,0.007809783702051276,0.0009789777297854751,0.001444937400973538,0.6167416694990093,0.0,0.0,0.0024485488919153706,0.00029343339230169184,0.1560579310314061,0.013770340460386228,0.0005716363236799919,2.9498936988201557e-08,1.430448704426343e-06,3.864853406121808e-05,0.017567597898870548,0.008830850922050664,0.0007642789326562831,3.895729360349749e-05,0.05338046889230329,1.8663608691254532e-05,1.226576753052815e-05,0.00031373621965987054,4.345935635527945e-06,0.049570469115079924,0.0003755356077406029,0.10811234585610102,0.0008075584392923222,3.343353473823972e-05,9.908079647820088e-06,1.6212722833000466e-07,3.9557544329879836e-05,0.0009512067811952283,3.76,0.0,0.029837432348264838,0.7618634337644017,0.2014970871517982,0.01898063361082265,0.26218770465675484,0.0001086481421931584,0.4739832276638975,0.00013384484449552488,0.0011574009386523577,0.0009843128588428803,0.0042163174395747635,1.0112604286842938e-06,0.0005815870475763795,0.02747203869135333,0.013404454317295186,0.011533942754084573,3.988826176652197e-11,1.8215032311410218e-11,1.0506320368293256e-06,1.3376629494597014e-08,0.018222580320350727,7.21016521290745e-10,1.424960897369138e-07,0.016340676775713957,5.921795943701611e-08,2.2070119891519577e-07,0.0020829420806357845,4.68356077025041e-10,1.9571398996765234e-06,0.0031830660625765794,3.274621430196408e-06,6.037939216177317e-08,3.276596787158348e-06,4.0610611000621496e-05,6.770466590066354e-06,4.869847088092978e-06,2.0331850181376617e-12,0.001781545844329909,1.627716674893463e-06,0.001286329557981998,1.320315931785399e-09,0.0011122402949514726,0.00015379044813801417,7.46936337156715e-07,2.3096177921905397e-09,5.533974207144379e-05,0.00018317835640694949,0.0023792567974763026,0.00047750366977286076,0.0018868048466480546,7.283554755745056e-10
6.495241702182364e-06,0.9617394293094087,0.007787888479695992,0.0009762241109524427,0.001440823399282814,0.6168338290879027,0.0,0.0,0.002447043515006398,0.0002931109862646571,0.1562502565404769,0.013785485227741394,0.000570301740052751,2.9271412137891253e-08,1.423131935685671e-06,3.8542256232807675e-05,0.017561755809249235,0.00883451881002106,0.0007637047473796966,3.8881989563424356e-05,0.05341320970928276,1.8598410846490174e-05,1.2224413743878725e-05,0.0003139747003901465,4.341790314985046e-06,0.04960073562253182,0.000374452293589508,0.10808184181597301,0.0008096734156013777,3.337055978708201e-05,9.884206182534081e-06,1.6168552797778732e-07,3.9436445477072365e-05,0.0009511145636286398,3.76,0.0,0.029759341485186563,0.7616966446312305,0.20160095915467294,0.019010053332083752,0.26227687132058175,0.00010828634862420699,0.47388857657125716,0.00013341776185509197,0.0011541715695824563,0.0009814967441725499,0.004203288631315553,1.007668518563079e-06,0.0005795625754667093,0.027479201377742506,0.01341093063143129,0.011549916037041143,3.9767297418153266e-11,1.8160198648178977e-11,1.0474820355490113e-06,1.3328714809827317e-08,0.01825050586730819,7.188816012601157e-10,1.425492922781274e-07,0.01635433455757968,5.8996616561605706e-08,2.20892591443189e-07,0.002087014036012933,4.669373788807587e-10,1.9569719732097676e-06,0.0031864012780917416,3.2691973840382383e-06,6.019427097378051e-08,3.2684348635279208e-06,4.05329527417276e-05,6.7551009052103625e-06,4.860289069082889e-06,2.0255884724063647e-12,0.0017762139527677783,1.62362268836642e-06,0.0012862223544026787,1.3167852505387178e-09,0.0011119965926167702,0.0001543120470862286,7.465006317598431e-07,2.3172766885580902e-09,5.553313201233708e-05,0.000183236182311402,0.0023826428015359157,0.00047838063521751946,0.0018866009903922242,7.269810920958692e-10
