Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47)
1.841861714387076e-05,0.733943472530512,0.010665466821984914,0.0005054044021834168,0.0022412843032989394,0.36672522270742797,0.0,0.0,0.006317028420892184,0.0007996676067580881,0.017478976347046937,0.0003712062216104172,0.0002221402168343881,6.452872051109249e-08,2.7386392421829673e-06,4.000718785142147e-05,0.0034604016311743356,0.0021422168582065334,2.8307411996300335e-05,1.6158245971371448e-07,0.0018650954029839194,7.221574458045865e-06,2.0289102956332735e-06,0.00012022429272842244,6.6661514556866705e-06,0.006676081663464468,0.00019001095850549004,0.06050763261610119,0.00020386091264367766,0.00010773632432818425,3.2638412771583203e-06,1.574291565034058e-07,8.72148669332914e-05,0.0002678148183655768,3.76,0.0,0.3872376752179738,0.922340504380297,0.10160832185179887,0.003203389571883829,0.078941948541581,0.0025120180139215492,0.4370575416666391,0.0020131210070593094,0.00045451637002177117,0.0004557599378964272,0.005051783105336194,2.699946931067269e-06,0.002626906325285717,0.007778295529373558,0.0012737229085846347
1.8450119511081994e-05,0.7342189379972206,0.010647902787932812,0.0005079165881639781,0.0022450738693304212,0.3684166273326556,0.0,0.0,0.006319888121414187,0.0008051516376014168,0.017745801768140952,0.0003775696388914778,0.0002229025622199358,6.484006012769623e-08,2.754054948027669e-06,4.038836949656597e-05,0.003489891153279314,0.00215824255040936,2.8822706583832866e-05,1.635291055520991e-07,0.0018832593107873448,7.2176164107250375e-06,2.0472230922890254e-06,0.0001224212553793921,6.724740795293611e-06,0.00678331067966991,0.00019009454126916184,0.06049074396169372,0.00020615368644069144,0.00010762271639291402,3.308085532993713e-06,1.578343971723801e-07,8.737214666986946e-05,0.00026957238393426517,3.76,0.0,0.3847932078515808,0.9216477327243483,0.10246266231687325,0.0032425561915456007,0.07915938672130671,0.0025088625091955795,0.43905389858354565,0.002014029384309754,0.00045727164872390666,0.0004583036787235793,0.005099773753358964,2.7477176991907987e-06,0.002653625504272004,0.007906001925830344,0.0012988792920579186
1.848162187829323e-05,0.734492771726849,0.010629417739357131,0.0005103772896529621,0.002248617217343138,0.3700944813921532,0.0,0.0,0.0063225827137286285,0.0008106157971598845,0.018014863783440273,0.000383993244037513,0.00022364658474157467,6.51323512805872e-08,2.7689297924964553e-06,4.0766684895296085e-05,0.003519292285657674,0.0021742917519437005,2.9341181900216358e-05,1.6547263392094947e-07,0.001901432005630686,7.212371536798972e-06,2.065317411372534e-06,0.00012463623106216538,6.78304790702269e-06,0.00689117093356057,0.00019016054671688775,0.060473544967470046,0.0002084692099320104,0.00010750433395182913,3.352258539271793e-06,1.5821532628610873e-07,8.752224444556395e-05,0.00027132138513051465,3.76,0.0,0.3823651705167626,0.9209542403124358,0.10331619912423658,0.003281887807182715,0.07937762856816417,0.0025054565948524543,0.4410326302438271,0.002014701328446874,0.0004599695372321664,0.0004607896746436213,0.005147486674555803,2.795922674565145e-06,0.0026801978503403208,0.008034787490629514,0.0013243741684751654
1.8513124245504466e-05,0.7347649649878469,0.010610029766716725,0.0005127860946688594,0.002251916013884425,0.3717587474389437,0.0,0.0,0.006325114384461532,0.0008160597841390456,0.018286143956208617,0.00039047650639725486,0.00022437232368301442,6.540553168554473e-08,2.7832597895995602e-06,4.114202390930211e-05,0.00354860066460518,0.0021903638883009093,2.9862711898922516e-05,1.6741251466062114e-07,0.0019196110823050919,7.20585882250913e-06,2.0831873712999787e-06,0.0001268689093821388,6.841062679937507e-06,0.006999644273288656,0.00019020917350290404,0.06045604468753359,0.00021080759007124423,0.00010738126908719494,3.396345903520883e-06,1.5857207698468817e-07,8.76651897598686e-05,0.000273061683979216,3.76,0.0,0.37995365664378644,0.9202600963111642,0.10416884498526599,0.003321380667467638,0.07959665422369169,0.0025018046271514127,0.44299368617532797,0.002015139437558872,0.0004626095920040073,0.00046321757091532254,0.005194910959824998,2.8445569100940876e-06,0.002706616019905126,0.008164640283474259,0.0013502084800541263
1.8544626612715702e-05,0.7350355097641059,0.010589757169365659,0.0005151426274989596,0.0022549720542687805,0.37340939360562164,0.0,0.0,0.006327485308496123,0.0008214833076722344,0.01855962331901974,0.00039701887757749387,0.00022507982631234333,6.565956367082747e-08,2.7970415849766804e-06,4.1514278735912047e-05,0.0035778119746695944,0.0022064583769914625,3.0387169118664703e-05,1.693482269107702e-07,0.001937794159360987,7.1980979700223886e-06,2.100827279495011e-06,0.00012911897451973653,6.8987751463055334e-06,0.007108712411021347,0.00019024062655636373,0.060438252090689266,0.00021316892885101345,0.00010725361380208077,3.4403333625367233e-06,1.5890479846556847e-07,8.780101480976406e-05,0.0002747931478405108,3.76,0.0,0.3775587522632126,0.9195653692553881,0.10502051413241065,0.00336103101414345,0.07981644357962288,0.002497911040119605,0.44493702333228563,0.0020153464195663607,0.0004651914149875591,0.00046558705605492654,0.005242035920793856,2.8936153314004415e-06,0.002732872782877683,0.00829554803014224,0.0013763831156095138
1.8576128979926938e-05,0.735304398767628,0.010568618435261195,0.0005174465486520534,0.0022577872588462108,0.375046393491046,0.0,0.0,0.006329697648702242,0.0008268860871567894,0.018835282388201407,0.00040361979194609017,0.00022576914766429983,6.589443460293068e-08,2.810272245756621e-06,4.188334426495798e-05,0.003606921950715483,0.0022225746274574187,3.0914424817074926e-05,1.7127925091282686e-07,0.00195597888048011,7.18910935913353e-06,2.1182316500211633e-06,0.00013138610551390056,6.956175486446239e-06,0.0072183569389482295,0.00019025511682801185,0.06042017605787671,0.00021555332319173694,0.00010712145997702791,3.484206797518023e-06,1.5921365847697163e-07,8.792975444028865e-05,0.0002765156493843768,3.76,0.0,0.3751805361206923,0.9188701270163409,0.10587112234533788,0.003400835083887784,0.080036976297835,0.0024937803399290117,0.44686260595315025,0.0020153250875373746,0.00046771465335675784,0.000467897861489936,0.005288851095331765,2.943092741724816e-06,0.0027589610275202724,0.008427498130112208,0.0014028989109077011
1.8607631347138174e-05,0.7355716254032346,0.010546632221489546,0.0005196975546983443,0.0022603636692263723,0.3766697260473123,0.0,0.0,0.006331753555715429,0.0008322678520897015,0.019113101178430344,0.0004102786671415916,0.00022644035033598205,6.611015094091903e-08,2.8229492764584957e-06,4.224911819916584e-05,0.0036359263799685643,0.002238712041004171,3.144434910296982e-05,1.7320506914214643e-07,0.0019741629157936555,7.178914008579333e-06,2.1353952032076527e-06,0.00013366997654488898,7.013254033389802e-06,0.007328559345073439,0.00019025286102371028,0.06040182537967436,0.00021796086483476536,0.00010698489933286856,3.527952249057106e-06,1.5949883598147344e-07,8.805144609474498e-05,0.00027822906656339836,3.76,0.0,0.37281907979230927,0.9181744367706202,0.10672058697583389,0.003440789110155142,0.0802582318300803,0.0024894170992918125,0.44877040541864754,0.002015078354824182,0.00047017899915970844,0.0004701497611384977,0.00533534625283119,2.9929838268319515e-06,0.002784873765147508,0.008560477664314031,0.0014297566490334384
1.863913371434941e-05,0.7358371837674593,0.010523817335028812,0.0005218953781263024,0.002262703444433153,0.3782793754672615,0.0,0.0,0.006333655167751048,0.000837628341903172,0.019393059217439137,0.00041699490461111227,0.00022709350433324245,6.630673800161766e-08,2.8350707980397804e-06,4.2611500883313174e-05,0.003664821104029575,0.0022548700107152607,3.197681106716111e-05,1.7512517502563117e-07,0.001992343963157479,7.167533537808015e-06,2.1523128607009466e-06,0.0001359702572159761,7.070001277424872e-06,0.007439301028866274,0.00019023408131720604,0.06038320875385191,0.000220391640238635,0.00010684402339546705,3.57155593147457e-06,1.5976052390686856e-07,8.816612976270778e-05,0.00027993328258474305,3.76,0.0,0.3704744477998983,0.9174783649695554,0.10756882697208657,0.003480889325008187,0.08048018943754587,0.002484825951961781,0.45066040011016495,0.0020146092302327323,0.00047258418891013744,0.00047234257094951125,0.005381511399343079,3.0432831599039516e-06,0.002810604134731576,0.008694473402946353,0.0014569570607599863
1.8670636081560646e-05,0.7361010686328364,0.01050019271363989,0.0005240397872155565,0.0022648088569141686,0.3798753310686958,0.0,0.0,0.006335404610402081,0.0008429673057966593,0.01967513556106178,0.0004237678901612159,0.0002277286869042651,6.648424559274874e-08,2.846635490494927e-06,4.2970395367246724e-05,0.0036936020208531866,0.002271047921396625,3.2511678914190147e-05,1.7703907157547563e-07,0.002010519749385381,7.1549901287070335e-06,2.168979754819621e-06,0.0001382866128376329,7.126407870648778e-06,0.007550563316812137,0.0001901990050776532,0.06036433478303246,0.00022284573047970306,0.00010669892345739288,3.615004246646566e-06,1.5999893167442094e-07,8.827384792617563e-05,0.00028162818587700657,3.76,0.0,0.3681466977314719,0.9167819773098571,0.108415762900831,0.0035211319609213983,0.08070282821042743,0.002480011587256895,0.4525325752633387,0.002013920813245225,0.0004749300031396989,0.0004744761484093178,0.005427336782363896,3.0939852065218187e-06,0.0028361454073000205,0.00882947181348965,0.001484500824955143
1.870213844877188e-05,0.7363632754336233,0.01047577740711424,0.0005261305858202996,0.0022666822884470986,0.3814575871750022,0.0,0.0,0.006337003996415335,0.0008482845025650056,0.019959308808612835,0.00043059699449899904,0.0002283459823164326,6.664274732181138e-08,2.8576424141232847e-06,4.3325707718973035e-05,0.003722265086694803,0.002287245149589426,3.3048820095170185e-05,1.789462632442583e-07,0.0020286880314303608,7.141306486985513e-06,2.1853912383907008e-06,0.00014061870471460608,7.182464631436473e-06,0.007662327477802042,0.00019014786461657828,0.06034521197248844,0.0002253232111584653,0.00010654969054001658,3.658283797585976e-06,1.6021428075058987e-07,8.837464550579445e-05,0.00028331367005075266,3.76,0.0,0.36583588036751435,0.916085338706032,0.10926131696669514,0.003561513252545713,0.08092612708748366,0.002474978744595383,0.45438692281636883,0.0020130162891725594,0.00047721626589839107,0.00047655039199681365,0.005472812895188641,3.145084329757715e-06,0.0028614909900655356,0.008965459068957429,0.0015123885690330912
1.8733640815983117e-05,0.7366238002515315,0.010450590558852982,0.0005281676130516965,0.0022683262260440764,0.3830261429947261,0.0,0.0,0.006338455425479601,0.0008535797004245253,0.02024555711847225,0.00043748157378564555,0.00022894548163726884,6.678233406334326e-08,2.8680910677299438e-06,4.367734710462215e-05,0.003750806318016158,0.0023034610636175315,3.358810143986024e-05,1.808462580790178e-07,0.002046846597498274,7.126505803906434e-06,2.2015428820224107e-06,0.00014296619043341645,7.238162548711073e-06,0.0077745747383047206,0.00019008089691968346,0.06032584872805041,0.0002278241523117294,0.00010639641535959066,3.701381401657775e-06,1.6040680442785216e-07,8.846856980626933e-05,0.0002849896338551076,3.76,0.0,0.3635420398100387,0.9153885132641231,0.11010541302948426,0.003602029438441484,0.08115006487540892,0.0024697322081355033,0.4562234412562022,0.0020118989242589574,0.00047944284419064074,0.0004785652405809904,0.005517930480913827,3.1965747953101235e-06,0.0028866344303303706,0.009102421056316088,0.001540620869432748
1.8765143183194353e-05,0.7368826398017918,0.010424651387866116,0.0005301507429521386,0.002269743257842121,0.3845810025012496,0.0,0.0,0.0063397609840554255,0.0008588526768381902,0.02053385822389009,0.0004444209702303101,0.00022952728258401263,6.690311299429146e-08,2.877981570633842e-06,4.402522557266615e-05,0.003779221793328635,0.0023196950236231747,3.412938928674628e-05,1.8273857885187934e-07,0.0020649932680836046,7.110611718612581e-06,2.2174304696750324e-06,0.0001453287241484963,7.2934927860448966e-06,0.007887286297267608,0.00018999834335620627,0.060306253354124324,0.00023034861833105605,0.00010623918829623402,3.744284103218046e-06,1.605767494340206e-07,8.855567045834429e-05,0.00028665598113155856,3.76,0.0,0.3612652136128729,0.9146915642564777,0.11094797661979904,0.00364267676278144,0.08137462026791256,0.0024642768015303096,0.45804213546413564,0.0020105720608299934,0.00048160964735130546,0.0004805206727672263,0.005562680536110081,3.2484507766353023e-06,0.0029115694191761236,0.009240343385030521,0.001569198252110978
1.879664555040559e-05,0.7371397914188929,0.010397979171040156,0.000532079884160467,0.002270936068902044,0.38612217431116036,0.0,0.0,0.0063409227451721615,0.000864103218340791,0.02082418944881233,0.0004514145126652971,0.00023009148931883396,6.70052160232866e-08,2.887314487678241e-06,4.436925828128204e-05,0.0038075076550384257,0.0023359463816396077,3.4672549613219624e-05,1.846227547713104e-07,0.0020831258970172343,7.093648280138094e-06,2.2330500106619473e-06,0.0001477059568682277,7.348446685750662e-06,0.008000443340922626,0.00018990044942511977,0.06028643405172841,0.000232896667881806,0.00010607809935992964,3.7869791856569457e-06,1.607243747816454e-07,8.863599936237703e-05,0.00028831262076647906,3.76,0.0,0.3590054329133861,0.9139945540970452,0.11178893495402678,0.0036834514770416045,0.08159977186476634,0.002458617382739874,0.4598430165599844,0.0020090391125352465,0.0004837166263990162,0.00048241670623446186,0.005607054314414238,3.3007063600942034e-06,0.002936289795092077,0.009379211395645537,0.0015981211930469895
1.8828147917616825e-05,0.7373952530424538,0.010370593226114786,0.0005339549795279118,0.002271907436918197,0.3876496715614339,0.0,0.0,0.006341942768249624,0.0008693311203622374,0.021116527723979317,0.0004584615171269312,0.00023063821224437648,6.708879451800846e-08,2.896090759888292e-06,4.470936364044911e-05,0.0038356601112006397,0.0023522144817053167,3.521744816412811e-05,1.8649831865158888e-07,0.0021012423724160786,7.075639910000391e-06,2.248397741478553e-06,0.00015009753674006325,7.403015772846382e-06,0.008114027057184052,0.00018978746449782596,0.060266398916702824,0.00023546835383166567,0.00010591323816011468,3.829454183052265e-06,1.6084994919096785e-07,8.870961062996348e-05,0.0002899594666379373,3.76,0.0,0.3567627225678206,0.9132975443187554,0.11262821694623475,0.0037243498416363358,0.08182549819048371,0.002452758838904795,0.4616261017438047,0.002007303559534068,0.00048576377332864055,0.0004842533970086981,0.005651043329564927,3.353335550135999e-06,0.0029607895472413943,0.00951901016857928,0.001627390118783381
1.885965028482806e-05,0.7376490232022807,0.010342512894790563,0.0005357760056826943,0.002272660227975194,0.389163511785936,0.0,0.0,0.006342823098938703,0.0008745361870494312,0.02141084960326867,0.00046556128746951084,0.00023116756784287616,6.715401264329455e-08,2.9043118949770275e-06,4.5045463101697696e-05,0.0038636754372045876,0.0023684986599842093,3.576395057871081e-05,1.8836481864021398e-07,0.002119340617534162,7.056611365731909e-06,2.263470116068331e-06,0.00015250310933475947,7.457191758804392e-06,0.008228018649748252,0.0001896596415316781,0.060246155938066356,0.00023806372318742664,0.00010574469387741945,3.8716968912925774e-06,1.6095375222632167e-07,8.877656052239825e-05,0.0002915964375578472,3.76,0.0,0.3545371012894766,0.9126005955524463,0.11346575321759422,0.003765368127510681,0.08205177771269985,0.0024467060813820165,0.4633914141354671,0.0020053689437503734,0.00048775112035802837,0.00048603083869355805,0.005694639357992212,3.4063322745076373e-06,0.00298506281843717,0.009659724533076853,0.0016570054069959294
1.8891152652039297e-05,0.7379011010029277,0.010313757526167405,0.0005375429725017998,0.0022731973923278107,0.39066371679159007,0.0,0.0,0.006343565768933517,0.0008797182310891157,0.021707131279914315,0.00047271311594528217,0.0002316796784548008,6.720105407762805e-08,2.911979783666929e-06,4.537748142588076e-05,0.003891549977467623,0.0023847982449145383,3.63119225171688e-05,1.902218084347837e-07,0.0021374185916549116,7.03658770415763e-06,2.278263818563408e-06,0.00015492231792960134,7.510966545143237e-06,0.008342399352129487,0.0001895172368276343,0.060225712996344785,0.00024068281702974612,0.00010557255523301229,3.913695378611497e-06,1.610360758913326e-07,8.88369073918792e-05,0.0002932234572150487,3.76,0.0,0.35232858178635745,0.9119037675057816,0.11430147610611814,0.0038065026177346597,0.08227858886052265,0.0024404640408833764,0.4651389826145576,0.002003238864212192,0.0004896787391569015,0.0004877491616995989,0.0057378344414851555,3.4596903894362413e-06,0.003009103908154065,0.009801339076128013,0.0016869673870577705
1.8919504782529408e-05,0.7381265237694621,0.010287316522933118,0.0005390870564835724,0.002273498982187907,0.392002264553275,0.0,0.0,0.006344118139843816,0.0008843622382881114,0.021975440461659602,0.00047919367744616925,0.00023212593920883372,6.722801764750338e-08,2.918409736875744e-06,4.5672749079121634e-05,0.003916513727460405,0.0023994804829174593,3.6806242787920125e-05,1.9188460340822995e-07,0.0021536697796728237,7.017736505748849e-06,2.2913373307489928e-06,0.00015711096798740209,7.559014289731025e-06,0.00844565919744571,0.0001893768195334838,0.06020714980498971,0.0002430603150573155,0.00010541463020956366,3.951275574113391e-06,1.610920496150257e-07,8.888562385534732e-05,0.000294679207387084,3.76,0.0,0.3503555420260072,0.9112767740683919,0.11505202172985098,0.003843619952599178,0.08248315558822883,0.0024346884544796396,0.4666966515833125,0.0020011576880241224,0.0004913626188170601,0.0004892452427322214,0.005776360846799575,3.508016550436674e-06,0.003030537790607475,0.009929548890628045,0.0017142298244171006
1.894785691301952e-05,0.7383505755830021,0.010260358488961719,0.0005405874399951987,0.0022736306291697094,0.3933298104736825,0.0,0.0,0.006344562100927348,0.0008889873273055411,0.022245299687589922,0.0004857152928149821,0.00023255843225047148,6.724057953590887e-08,2.9243954840578604e-06,4.596460247740922e-05,0.003941357972766043,0.00241417415017487,3.730154702417233e-05,1.9353903078703588e-07,0.0021699014896435814,6.998118386877641e-06,2.304180515690259e-06,0.0001593101099223613,7.60672503074724e-06,0.008549205444855932,0.00018922499214341508,0.060188436526764325,0.0002454570798424456,0.00010525392919853328,3.98864022025026e-06,1.6113109099875624e-07,8.892908613771856e-05,0.0002961267902334436,3.76,0.0,0.34839636134056756,0.9106499682023774,0.11580099820852205,0.0038808257238937766,0.08268811970052947,0.002428767166397636,0.4682400047443646,0.0019989238384147024,0.0004929983140528929,0.0004906937176165389,0.005814550833553729,3.556625838699625e-06,0.0030517751879026254,0.0100584636177295,0.0017417734836361904
1.897620904350963e-05,0.7385732569278266,0.010232897482711114,0.0005420441973212311,0.0022735946416612652,0.39464637883342896,0.0,0.0,0.006344899103641339,0.0008935933786246336,0.022516690918900434,0.000492277424437337,0.00023297725818784536,6.723890704450084e-08,2.9299393211302562e-06,4.6252993573989485e-05,0.003966080198119814,0.0024288787418298876,3.77977378248084e-05,1.9518478679438273e-07,0.002186112311708018,6.977752094870245e-06,2.3167914262208884e-06,0.0001615194800304863,7.654093272840452e-06,0.008653024528826275,0.0001890619474052389,0.06016957867546563,0.0002478731288173927,0.00010509051581651501,4.025781222999581e-06,1.6115343315461241e-07,8.896734087574564e-05,0.0002975661600015144,3.76,0.0,0.34645103707962827,0.9100233914438411,0.11654835980599802,0.0039181172531867385,0.0828934654626168,0.0024227037924580866,0.46976907447244326,0.001996540039279857,0.000494585955708738,0.0004920947545414214,0.00585239915917193,3.6055136474616894e-06,0.0030728122798132466,0.010188071554403386,0.0017695985068917448
1.9004561173999742e-05,0.7387945686293697,0.010204947529274063,0.0005434574231807685,0.002273393372537125,0.3959519964070934,0.0,0.0,0.006345130589878893,0.0008981802778891689,0.022789595921268616,0.0004988795285961827,0.00023338252097427587,6.722317849151399e-08,2.9350437279727896e-06,4.653787665237394e-05,0.003990677937355911,0.002443593748479904,3.8294718105154994e-05,1.9682156873423742e-07,0.0022023008614350296,6.9566564861682594e-06,2.3291682675144703e-06,0.0001637388137944746,7.701113653526966e-06,0.008757102936199588,0.00018888787963267114,0.06015058169028448,0.0002503084754074629,0.0001049244533128401,4.062690690002801e-06,1.6115931197506845e-07,8.900043592407685e-05,0.00029899727397562025,3.76,0.0,0.3445195630060562,0.90939708467958,0.11729406192414443,0.0039554918737122885,0.08309917715794404,0.0024165019496082208,0.47128389651695796,0.0019940090405702387,0.0004961256983478706,0.000493448543702125,0.0058899007595131425,3.6546753359135605e-06,0.0030936453548174,0.010318360861546182,0.0017977050062048757
1.9032913304489853e-05,0.739014511844701,0.010176522612057983,0.0005448272323665235,0.0022730292166444313,0.3972466923905219,0.0,0.0,0.006345257991898477,0.0009027479157993351,0.023063996274689854,0.0005055210558464005,0.0002337743278194186,6.719358081533438e-08,2.9397115081355535e-06,4.681920814283815e-05,0.004015148774195731,0.0024583186563233543,3.8792391164783524e-05,1.9844908484553573e-07,0.002218465780125621,6.9348505069809295e-06,2.3413093884534507e-06,0.0001659678460426503,7.747780944895145e-06,0.008861427213371315,0.00018870298454373878,0.0601314509351837,0.0002527631290146097,0.00010475580455748001,4.099360935191218e-06,1.6114896669130058e-07,8.902842031633789e-05,0.0003004200924336989,3.76,0.0,0.3426019293812543,0.9087710881389587,0.11803806110249551,0.003992946931179541,0.08330523909789404,0.0024101652533726706,0.47278450990597176,0.0019913336156781873,0.00049761771968986,0.0004947552967469409,0.005927050749317924,3.7041062322066883e-06,0.0031142708110974988,0.010449319569517284,0.0018260930638315583
1.9061265434979964e-05,0.7392330880541518,0.010147636664606526,0.0005461537593827325,0.0022725046082860546,0.39853049832813353,0.0,0.0,0.006345282732249435,0.0009072961880082458,0.023339873383289276,0.0005122014513829986,0.00023415278909320514,6.71503094213352e-08,2.943945754122953e-06,4.7096946615076836e-05,0.004039490343010687,0.002473052947305844,3.929066075445334e-05,2.0006705361705688e-07,0.002234605735118005,6.9123531741136505e-06,2.353213284592712e-06,0.00016820631110643804,7.794090055168643e-06,0.008965983973367267,0.0001885074591148722,0.060112191698289796,0.00025523709500166274,0.0001045846320273184,4.1357844830138465e-06,1.6112264406079014e-07,8.905134422624938e-05,0.0003018345786038677,3.76,0.0,0.3406981230503271,0.9081454413859855,0.11878031501773352,0.0040304797845740455,0.08351163563134804,0.002403697315374786,0.4742709568502933,0.001988516558914946,0.0004990622200412847,0.0004960152462231295,0.005963844422619012,3.7538016364390883e-06,0.003134685157507645,0.010580935583665478,0.0018547627326529357
1.9089617565470076e-05,0.7394502990525004,0.010118303562452373,0.0005474371580749594,0.0022718220187205504,0.39980344804028295,0.0,0.0,0.006345206223671797,0.0009118249950188816,0.023617208485076834,0.0005189201554105199,0.0002345180182112168,6.70935687307967e-08,2.9477498305082184e-06,4.737105278735334e-05,0.0040637003296011285,0.0024877960992909167,3.9789431142798256e-05,2.0167520228659627e-07,0.002250719420102139,6.889183555895962e-06,2.3648785980289254e-06,0.00017045394297733003,7.840036030238637e-06,0.009070759902891865,0.00018830150143671557,0.06009280919127982,0.0002577303746762936,0.00010441099779218268,4.171954072451913e-06,1.6108059741871303e-07,8.906925893048938e-05,0.0003032406986212442,3.76,0.0,0.3388081275271518,0.9075201833114727,0.11952078248312406,0.0040680878069587695,0.08371835115422825,0.002397101740876582,0.4757432826476646,0.001985560683001133,0.000500459421722163,0.0004972286450208242,0.006000277253162243,3.803756823637701e-06,0.0031548850145370756,0.010713196689849259,0.0018837140365665782
1.9117969695960187e-05,0.7396661469402054,0.010088537115739359,0.0005486776011747585,0.0022709839536518583,0.4010655775512674,0.0,0.0,0.0063450298690336205,0.0009163342420822509,0.02389598266165798,0.0005256766034722688,0.0002348701314920432,6.70235724665161e-08,2.951127216274967e-06,4.7641489768711095e-05,0.004087776471883641,0.0025025475862410843,4.028860718043599e-05,2.0327325815423706e-07,0.002266805555384776,6.865360753587821e-06,2.3763041221150473e-06,0.00017271047545969548,7.88561405506683e-06,0.009175741768977574,0.0001880853105979527,0.060073308548865535,0.0002602429652811823,0.00010423496350242874,4.207862660724747e-06,1.6102307856742689e-07,8.908221677095276e-05,0.00030463842148260173,3.76,0.0,0.33693192307947134,0.906895352126483,0.1202594234464469,0.00410576838622986,0.08392537011861785,0.0023903821264096674,0.47720153558777334,0.001982468816556199,0.0005018095684720013,0.0004983957657992905,0.006036344894532805,3.853967046687942e-06,0.003174867115061345,0.010846090559977397,0.0019129469708864155
1.9146321826450298e-05,0.7398806341150531,0.010058351061459048,0.0005498752798447144,0.0022699929508452946,0.4023169250175038,0.0,0.0,0.0063447550612313565,0.0009208238390954108,0.024176176847941145,0.0005324702268241279,0.00023520924805302693,6.694053964363741e-08,2.9540816543801826e-06,4.7908222889745576e-05,0.004111716560593482,0.002517306878405112,4.0788094363333726e-05,2.0486095606510996e-07,0.0022828628881366945,6.840903883822481e-06,2.3874887927029772e-06,0.0001749756423232793,7.930819455066197e-06,0.009280916425618709,0.0001878590865309865,0.06005369482829212,0.0002627748599848514,0.00010405659037554306,4.243503426613453e-06,1.6095034326405304e-07,8.909027111679899e-05,0.0003060277190010292,3.76,0.0,0.33506948681419446,0.906270985355801,0.12099619898775672,0.004143518925875779,0.08413267704183555,0.0023835420575195887,0.47864576685690463,0.0019792438017218143,0.0005031129248506683,0.0004995169004103923,0.006072043180247194,3.904427539253681e-06,0.0031946283050713225,0.010979604757565594,0.0019424615027438872
1.917467395694041e-05,0.7400937632627761,0.010027759056786472,0.0005510304032783748,0.0022688515776592985,0.40355753065726996,0.0,0.0,0.006344383183145391,0.0009252937005016031,0.024457771841808394,0.000539300452797055,0.00023553548971922582,6.684469566467769e-08,2.9566171630345266e-06,4.817121963501302e-05,0.0041355184398559714,0.00253207344250891,4.12877988924268e-05,2.0643804296388525e-07,0.002298890192551381,6.815832061252625e-06,2.3984316875786358e-06,0.00017724917744966646,7.975647697279503e-06,0.00938627081984244,0.0001876230298744516,0.06003397300898057,0.0002653260478823576,0.0001038759391874738,4.2788697735241696e-06,1.6086265784070236e-07,8.909347632448319e-05,0.00030740856575769694,3.76,0.0,0.33322079276238903,0.9056471198331323,0.12173107131495566,0.004181336845670043,0.08434025651487698,0.0023765851065358384,0.48007603044431957,0.0019758884917325517,0.0005043697756160893,0.0005005923592972742,0.006107368123413177,3.955133518620954e-06,0.0032141655440870442,0.011113726743315538,0.0019722575715026094
1.920302608743052e-05,0.7403055373499061,0.009996774671773952,0.0005521431983200536,0.0022675624285523133,0.4047874366794826,0.0,0.0,0.006343915607552237,0.0009297437451895732,0.02474074831378766,0.0005461667051613354,0.00023584898091526653,6.67362755117281e-08,2.9587380009570582e-06,4.843044965640714e-05,0.004159180007835419,0.002546846741951315,4.1787627734590604e-05,2.0800427459490062e-07,0.002314886270057449,6.790164381516662e-06,2.409132027504216e-06,0.00017953081498071473,8.020094391484837e-06,0.009491791998021021,0.00018737734183849145,0.06001414799210199,0.00026789651399088593,0.00010369307025917857,4.313955332106849e-06,1.6076028829269436e-07,8.909188769946803e-05,0.0003087809390550777,3.76,0.0,0.3313858119645657,0.90502379169554,0.12246400376040661,0.00421921958239473,0.08454809321113982,0.00236951483037035,0.48149238304750513,0.001972405748654739,0.0005055804251123461,0.0005016224709099886,0.006142315916602808,4.0060801885747044e-06,0.0032334759057189096,0.01124844388066896,0.002002335089167004
1.9231378217920632e-05,0.7405159596132618,0.009965411383158046,0.0005532139089650424,0.0022661281227243936,0.4060066872144789,0.0,0.0,0.006343353697075815,0.0009341738963958324,0.02502508681655989,0.0005530684044578471,0.00023614984853543707,6.661552140769992e-08,2.9604485312028e-06,4.868588495004818e-05,0.0041826992172493745,0.002561626237024328,4.228748867957223e-05,2.0955940902963917e-07,0.0023308499494574557,6.763919904487686e-06,2.4195891781704014e-06,0.00018182028946011722,8.064155291214888e-06,0.009597467111582186,0.00018712222409457402,0.059994224600281955,0.0002704862392547205,0.00010350804344857898,4.348753962679144e-06,1.606434979493199e-07,8.908556145830549e-05,0.000310144818867875,3.76,0.0,0.3295645125548277,0.9044010363796249,0.1231949607754784,0.004257164590496121,0.08475617189447053,0.002362334768499489,0.482894883979844,0.0019687984410723335,0.0005067451966371902,0.0005026075810998106,0.006176882931331746,4.057262742176765e-06,0.0032525565779290707,0.011383743441349604,0.0020326939408005958
