Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40)
7.186798599594136e-07,0.8370850539727266,3.76,0.0,0.8341078140154302,0.9980702884176561,0.0022447814067500698,0.01085916160577972,0.0003145342206310752,0.12684144685549356,0.12793855130926843,9.224310339481265e-09,0.02416500127942921,4.600662444428034e-05,0.0001260602998075271,0.0003705187685921639,0.0003228955203913668,3.497719361759941e-06,6.90104351291332e-05,0.0027619065389096874,0.02710631559786313,5.417069080104246e-05,0.000124880808177905,6.66138322474732e-05,0.0006348287401726109,5.434171449482354e-05,1.6781938901248812e-05,1.4374919721223356e-05,4.366714447874196e-09,3.401231207252431e-06,1.618066555678139e-11,3.384649822632298e-06,1.4859668277977101e-05,1.930781244149488e-06,3.540501985117953e-10,1.307660166343733e-10,0.0005996013373335568,6.021617275021619e-06,0.0002871778690867369,5.9798399219531715e-06,5.0473790093200816e-11,1.3743221885421612e-10,0.00018213327883824485,4.4111865947045375e-08,2.0119376880512845e-07,1.5461077276580676e-08,4.983366641790602e-09,8.414876084628424e-07,3.536197610277659e-10,2.0557947269655507e-12,4.8052665986254125e-11,2.920556471741869e-07,2.0881921971591573e-09,4.747912135174507e-10,4.33887719754254e-07,2.0315492973953753e-11,1.9338903745438872e-14,1.9464837198758253e-10,6.320076441228618e-06,1.2241298345806256e-08,6.371831699209912e-08,1.1178864564984626e-10,1.8630860499978704e-10,2.959579372287587e-06,3.782113880368557e-05,3.5998000865108315e-07,0.010382524073663895
7.251562434216455e-07,0.8373664013170774,3.76,0.0,0.8321448463289995,0.9980139873771758,0.00231894389381984,0.010948500889038924,0.00032329998808226627,0.12785087911693185,0.12898496051557645,9.300764108768817e-09,0.024906445046906204,4.645494804385012e-05,0.0001281157189821426,0.00037995387448565087,0.0003290035452122916,3.6032901243609246e-06,7.063765321577107e-05,0.0028335269306558595,0.027925181690272086,5.546352052513506e-05,0.00012918988004330438,6.909547900215242e-05,0.0006595944647067436,5.592743634827345e-05,1.7790278451506916e-05,1.5301426494559492e-05,4.468086787427137e-09,3.633948103301989e-06,1.7217832422565512e-11,3.603225981531482e-06,1.57529596785052e-05,2.0514723442488005e-06,3.7683221268049e-10,1.3889369200728507e-10,0.0006039562412564853,6.190593734099118e-06,0.00028966167255557664,6.138861877774176e-06,5.39535591113134e-11,1.4198582466513811e-10,0.00018478551242766126,4.6735297174044465e-08,2.1457423416980737e-07,1.5699361738634948e-08,5.114625271252387e-09,8.705298575421244e-07,3.65402209190073e-10,2.1793595633297363e-12,5.094498704302441e-11,3.0017210811818655e-07,2.2261981474233955e-09,5.050806453508758e-10,4.674396183542675e-07,2.1907284688126315e-11,2.0541467983070175e-14,2.1434248969729e-10,6.491944938775862e-06,1.2533382959141364e-08,6.824651075901663e-08,1.1612430650817196e-10,1.970428137365488e-10,3.0487790080184967e-06,3.7634459420162875e-05,3.7138361547300185e-07,0.0104665137915512
7.316326268838775e-07,0.8376502238771132,3.76,0.0,0.8301651842308259,0.9979563100214338,0.002395060718943773,0.011037614336869651,0.00033227133077611817,0.1288569231082967,0.13002908462181997,9.377161843474367e-09,0.025665339540089958,4.6904774444054204e-05,0.00013020176324990402,0.00038957364318942256,0.0003351914578576488,3.7115548592897907e-06,7.229329884687888e-05,0.0029066388834295084,0.02876297834136777,5.6779781232337e-05,0.00013361932225656965,7.165419698136971e-05,0.0006851763552619728,5.755472835153043e-05,1.8852427404105473e-05,1.6280920801320565e-05,4.5711633142277414e-09,3.8812366530601945e-06,1.831381566241684e-11,3.834411706969857e-06,1.669387119932924e-05,2.178823397006486e-06,4.0093923860588447e-10,1.4746591611964964e-10,0.0006083164913036367,6.3656617684263745e-06,0.000292204718187791,6.300685809514099e-06,5.7653346823050443e-11,1.4666482743051152e-10,0.00018745893196343778,4.949515567260331e-08,2.2874816419394666e-07,1.5943989037584013e-08,5.248292287870206e-09,9.003528494410986e-07,3.7758611917528317e-10,2.309695024623413e-12,5.3995663452308826e-11,3.0848176978312577e-07,2.3723307013233534e-09,5.370937390986317e-10,5.034354847315718e-07,2.36163271957299e-11,2.180983614396894e-14,2.3587852777236677e-10,6.667649347526195e-06,1.2830383224984113e-08,7.30786600720872e-08,1.2061883521493308e-10,2.0839745481811827e-10,3.1400819753032193e-06,3.743275432816248e-05,3.830696372932196e-07,0.01055028380576051
7.381090103461095e-07,0.8379365677167996,3.76,0.0,0.8281685242519179,0.9978972259612979,0.0024731736171159295,0.011126499471172675,0.00034145260830865536,0.12985953232935574,0.13107090643280506,9.453509382919328e-09,0.026441982212161572,4.735621925459577e-05,0.00013231934585926843,0.00039938244994828533,0.00034146000404521753,3.822578011372034e-06,7.397766809099451e-05,0.0029812673666382706,0.029620016903330555,5.811976014657067e-05,0.00013817174934337105,7.429186738980722e-05,0.0007115967390117246,5.922468402219763e-05,1.9970928644901273e-05,1.7316084847725933e-05,4.675959143869479e-09,4.143929008592582e-06,1.9471553061450107e-11,4.078843452396578e-06,1.7684645655593716e-05,2.3131574018200106e-06,4.2644152106810377e-10,1.5650394498383712e-10,0.0006126836903792584,6.5471166519021535e-06,0.0002948088921792325,6.465341884651604e-06,6.158588794920834e-11,1.5147205275529256e-10,0.00019015383019923253,5.239760639088097e-08,2.4375686971270446e-07,1.6195172948667503e-08,5.3843889510274315e-09,9.309731432643488e-07,3.9018675461405e-10,2.447143317861409e-12,5.7212668319393115e-11,3.1699031106713726e-07,2.5270172600461335e-09,5.709185719770734e-10,5.420441387194918e-07,2.545079741023855e-11,2.3147155961445186e-14,2.5941494182640065e-10,6.8472516880891466e-06,1.313235097003478e-08,7.823400925283068e-08,1.2527834073969112e-10,2.2040718284251239e-10,3.233522602349528e-06,3.7216125642914466e-05,3.950445441503096e-07,0.010633831937671196
7.445853938083414e-07,0.8382254793150058,3.76,0.0,0.8261545605603507,0.9978367041474181,0.0025533250758566586,0.01121515377342242,0.000350848263449782,0.13085865931743276,0.13211040844982727,9.529812887357545e-09,0.027236673155641735,4.7809403603966555e-05,0.00013446940457917974,0.0004093848408391137,0.0003478099331408348,3.936425715397051e-06,7.569105299254956e-05,0.0030574375899706215,0.030496610966612166,5.948374350661378e-05,0.00014284981157115207,7.701039998033556e-05,0.0007388784268518404,6.093842739173624e-05,2.114843036579855e-05,1.8409720469859404e-05,4.7824890302660446e-09,4.422900620320695e-06,2.0694110575689607e-11,4.337185055246831e-06,1.8727618101205868e-05,2.454810993171196e-06,4.534127431935256e-10,1.6602991042252081e-10,0.0006170595165808412,6.735267725639956e-06,0.0002974761140484022,6.632860914423057e-06,6.576459279082278e-11,1.5641037315361642e-10,0.00019287051180377386,5.54490558193071e-08,2.596434922652873e-07,1.64531339299718e-08,5.522936070709879e-09,9.624076960269855e-07,4.0321999154707433e-10,2.5920628169871484e-12,6.060434834406289e-11,3.2570364463018573e-07,2.690705581729148e-09,6.066473671880363e-10,5.834455140608709e-07,2.7419415385869913e-11,2.4556704926557682e-14,2.851226600037827e-10,7.0308140738086405e-06,1.343933803395199e-08,8.373295147443015e-08,1.301091822172674e-10,2.3310849591890026e-10,3.329135256200599e-06,3.698469826016957e-05,4.0731506934751287e-07,0.010717155968201542
7.510617772705734e-07,0.8385170055553581,3.76,0.0,0.8241229850446964,0.9977747128569576,0.0026355583450833864,0.011303574683932878,0.00036046282320721765,0.13185425563554942,0.13314757286944326,9.606078850556307e-09,0.028049715033307613,4.826445435076781e-05,0.00013665290220168607,0.00041958553916104826,0.00035424199776614167,4.0531658417487395e-06,7.743374119488843e-05,0.003135174997690552,0.03139307626075243,6.087201633578847e-05,0.00014765619456785935,7.981173280378664e-05,0.0007670447200801997,6.269711388372291e-05,2.2387689729222522e-05,1.956475374278651e-05,4.890767339705757e-09,4.719072292694626e-06,2.1984687076099543e-11,4.610128686552746e-06,1.9825218995294264e-05,2.6041349237378635e-06,4.819301836941575e-10,1.760668496608183e-10,0.0006214457264745041,6.930438987638484e-06,0.00030020833829894354,6.803274396650809e-06,7.020358021607112e-11,1.6148270815384043e-10,0.00019560929367513135,5.865616026633283e-08,2.764530683825381e-07,1.671809938118608e-08,5.663953980476991e-09,9.946738860001896e-07,4.1670234399354006e-10,2.744828780666085e-12,6.417944018709318e-11,3.346279271536545e-07,2.863864699386682e-09,6.443766876426886e-10,6.278313554136423e-07,2.953147872138933e-11,2.6041894675190916e-14,3.1318597784575834e-10,7.21839866570573e-06,1.3751396262687122e-08,8.95970935463759e-08,1.3511797911727045e-10,2.4653982957841704e-10,3.426954316445879e-06,3.6738620357006134e-05,4.198882300300222e-07,0.010800253637454923
7.575381607328054e-07,0.8388111937153481,3.76,0.0,0.8220734874028874,0.9977112196801319,0.0027199174469247477,0.01139175960115083,0.00037030089987809815,0.13284627186070994,0.1341823815824047,9.682314112760786e-09,0.028881413004097415,4.872150430050836e-05,0.00013887082704888722,0.00042998945204333964,0.00036075695338588543,4.172868042820949e-06,7.920601555127828e-05,0.0032145052625245207,0.0323097305490644,6.228486220346462e-05,0.00015259361888888607,8.269783191963618e-05,0.0007961194170163352,6.450193121663782e-05,2.3691576622839287e-05,2.0784239731108814e-05,5.0008080242090904e-09,5.033412328846866e-06,2.334661922494918e-11,4.898395821752947e-06,2.0979977443864176e-05,2.761494559846348e-06,5.120748808257886e-10,1.8663873557489643e-10,0.000625844158489005,7.132969703929604e-06,0.00030300755616810814,6.976614561046001e-06,7.49177121548896e-11,1.6669202436662994e-10,0.0001983705052640866,6.202583439372854e-08,2.9423259530992644e-07,1.699030391386738e-08,5.807462510205789e-09,1.0277895381994982e-06,4.30650990875121e-10,2.905834103467131e-12,6.794708749684642e-11,3.4376957008569484e-07,3.0469858830003006e-09,6.842076402611891e-10,6.754059565844315e-07,3.1796899025813233e-11,2.7606275473144193e-14,3.4380351183803416e-10,7.410067625357405e-06,1.4068577503914079e-08,9.584932414939681e-08,1.4031162183543076e-10,2.6074165525302106e-10,3.527014147715839e-06,3.647806384112988e-05,4.327713495652918e-07,0.010883122644377005
7.640145441950373e-07,0.8391080914546633,3.76,0.0,0.8200057552366681,0.9976461915065522,0.0028064471854676604,0.011479705880978706,0.00038036719208619883,0.1338346575723484,0.1352148161727645,9.758525873848284e-09,0.029732074643856105,4.918069242785211e-05,0.000141124193483385,0.0004406016772770885,0.00036735555787437515,4.295603800200826e-06,8.100815372387023e-05,0.0032954542791268026,0.03324689351701632,6.372256297813457e-05,0.00015766483953011512,8.56706910660416e-05,0.0008261268195523112,6.635410033167001e-05,2.5063077504415277e-05,2.20713673831708e-05,5.112624594191187e-09,5.366938767672122e-06,2.4783386485400693e-11,5.202738232440879e-06,2.2194524516339123e-05,2.9272703892879514e-06,5.43931803325802e-10,1.977705075885894e-10,0.0006302567364315194,7.343215041808146e-06,0.0003058757974652178,7.152914417135895e-06,7.992262962245206e-11,1.7204133551346726e-10,0.00020115448890688998,6.556526002030327e-08,3.1303109816341516e-07,1.7269989633797976e-08,5.95348095867201e-09,1.0617729522067936e-06,4.450838044054137e-10,3.0754900957090752e-12,7.191685861894128e-11,3.531352508966688e-07,3.240583648544245e-09,7.262460916357883e-10,7.263869422334891e-07,3.422624056041733e-11,2.9253540797902774e-14,3.771892152243308e-10,7.60588306567434e-06,1.4390933604865481e-08,1.0251388569233849e-07,1.456972827280368e-10,2.7575658358426076e-10,3.6293490709390318e-06,3.620322474421175e-05,4.4597208187733756e-07,0.010965760646424759
7.704909276572693e-07,0.8394077468027282,3.76,0.0,0.817919474151784,0.9975795945113793,0.002895193156426397,0.011567410836129504,0.0003906664858025828,0.13481936134095326,0.13624485791716537,9.834721706733272e-09,0.03060200986077522,4.964216410427318e-05,0.00014341404242135733,0.0004514275103771971,0.0003740385710606868,4.421446472600481e-06,8.284042777109986e-05,0.0033780481571082277,0.03420488665413824,6.518539857194775e-05,0.00016287264538489144,8.873233128766703e-05,0.0008570917396257942,6.825487634601483e-05,2.65052993365143e-05,2.3429464571018728e-05,5.226230090380749e-09,5.720721716887392e-06,2.6298616266042224e-11,5.523938998727122e-06,2.3471596636499693e-05,3.101858541499108e-06,5.775900285998631e-10,2.0948810321476743e-10,0.0006346854731283279,7.561546725753877e-06,0.0003088151325040454,7.332207804975588e-06,8.523479034731815e-11,1.7753370241376224e-10,0.0002039616001677007,6.928189520338202e-08,3.328996985146755e-07,1.75574064360328e-08,6.10202806605108e-09,1.0966429325323205e-06,4.600193800656989e-10,3.254227293490293e-12,7.609876501242286e-11,3.6273192487022176e-07,3.4451968169577235e-09,7.706028959194496e-10,7.810060954006246e-07,3.683076117706125e-11,3.098753201560351e-14,4.135734598824111e-10,7.805906999541316e-06,1.4718516412915986e-08,1.0961644997035889e-07,1.51282427612469e-10,2.9162947269285187e-10,3.7339933333409744e-06,3.591432355483768e-05,4.594984378976492e-07,0.011048165259248042
7.769673111195012e-07,0.8397102081454232,3.76,0.0,0.8158143278640635,0.9975113941412869,0.0029862017567221584,0.011654871735516173,0.00040120365534732273,0.13580033071688966,0.13727248778431997,9.91090957116218e-09,0.0314915308053798,5.010607133106051e-05,0.00014574144184731664,0.0004624724518809156,0.0003808067542522067,4.550471344514645e-06,8.470310372304937e-05,0.0034623132136136735,0.03518403312928135,6.667364667666955e-05,0.00016821985864270405,9.18848005197157e-05,0.0008890395056058934,7.020554953211984e-05,2.8021473610522133e-05,2.4862003278081582e-05,5.3416370550208615e-09,6.095885785738285e-06,2.7896089200851162e-11,5.862813541821716e-06,2.4814039047140907e-05,3.28567132008005e-06,6.131429284351614e-10,2.2181849022902143e-10,0.0006391324741935673,7.788353716661258e-06,0.00031182767413290855,7.514529448814673e-06,9.087150810143891e-11,1.8317223292854583e-10,0.00020679220819102282,7.318348360787857e-08,3.5389168440121735e-07,1.7852812313248124e-08,6.253121986428984e-09,1.1324188217395529e-06,4.754770683001729e-10,3.4424963057931693e-12,8.05032803964171e-11,3.725668374567749e-07,3.6613896263410986e-09,8.17394135884024e-10,8.395102333119923e-07,3.9622455678667284e-11,3.2812243151997727e-14,4.532041882835905e-10,8.010201286285189e-06,1.505137777928627e-08,1.1718419781180818e-07,1.5707482775609334e-10,3.0840754162767894e-10,3.840981077165641e-06,3.561160548670498e-05,4.733588143077947e-07,0.011130334056384663
7.834436945817332e-07,0.8400155242109698,3.76,0.0,0.8136899983115463,0.9974415551002404,0.003079520193961082,0.011742085803678071,0.000411983664369763,0.13677751221943713,0.1382976864346948,9.987097827698659e-09,0.03240095177491507,5.057257297759807e-05,0.00014810748732955477,0.0004737422148894208,0.00038766086973610465,4.682755675579023e-06,8.65964411444131e-05,0.0035482759654331115,0.03618465765905849,6.818758249087695e-05,0.0001737093341273098,9.513017312658213e-05,0.0009219959685819891,7.220744632331768e-05,2.9614960459263728e-05,2.6372604936398985e-05,5.4588575023840565e-09,6.493612621130517e-06,2.957974456451427e-11,6.220210676368948e-06,2.6224809347566107e-05,3.4791377475998146e-06,6.506883625264012e-10,2.3478969945882275e-10,0.0006435999419291867,8.0240429149968e-06,0.0003149155798661156,7.699915013900761e-06,9.685099376207911e-11,1.8896008185784609e-10,0.00020964669606446016,7.72780641733404e-08,3.7606258175618235e-07,1.8156473678013957e-08,6.4067802604147095e-09,1.169120536573382e-06,4.914770080776004e-10,3.64076869518301e-12,8.514136065177783e-11,3.8264753721754396e-07,3.8897529009446835e-09,8.667413781821352e-10,9.021621340414444e-07,4.261410173373331e-11,3.4731825755532876e-14,4.963481397939445e-10,8.218827575936914e-06,1.5389569566277814e-08,1.2524590290943238e-07,1.630825723770223e-10,3.261404892997764e-10,3.95034630710175e-06,3.529534067779337e-05,4.87562024762104e-07,0.011212264568969692
7.899200780439652e-07,0.8403237440549501,3.76,0.0,0.8115461657728091,0.9973700413350882,0.003175196495798032,0.011829050220247142,0.00042301156680461235,0.13775085132606357,0.13932043422040682,1.0063295251882716e-08,0.03333058911198615,5.104183502482793e-05,0.00015051330253520721,0.0004852427328589182,0.0003946016802583245,4.818378750600901e-06,8.852069268553443e-05,0.003635963120629608,0.03720708636929328,6.972747843820868e-05,0.0001793439585719773,9.847054939353095e-05,0.0009559875085453948,7.426193034626459e-05,3.1289252857234443e-05,2.7965045915059458e-05,5.577902888564549e-09,6.915143551079854e-06,3.1353685823883e-11,6.5970136819885735e-06,2.7706981102815054e-05,3.6827041226064115e-06,6.903288801093276e-10,2.4843085817665197e-10,0.0006480901793592427,8.269039888507002e-06,0.00031808105412020556,7.88840116661389e-06,1.0319239817090474e-10,1.9490045078937017e-10,0.00021252546119213264,8.157398108992336e-08,3.994702272517823e-07,1.8468665699621468e-08,6.5630197879602665e-09,1.206768607350958e-06,5.080401624813184e-10,3.8495378909240125e-12,9.002446450267887e-11,3.929818893885593e-07,4.130905280839548e-09,9.187719439459323e-10,9.692415167177114e-07,4.5819308483017376e-11,3.675059384997584e-14,5.432921558259171e-10,8.431847251255396e-06,1.573314365848685e-08,1.3383202004009067e-07,1.693140816827036e-10,3.448806191070988e-10,4.0621228563975e-06,3.496582431636735e-05,5.021173337930211e-07,0.011293954285459932
7.963964615061971e-07,0.8406349170444438,3.76,0.0,0.8093825089916448,0.9972968160209783,0.0032732795191728883,0.011915762119456497,0.00043429250780095186,0.13872029246195472,0.1403407111853457,1.0139511048759397e-08,0.0342807610973044,5.1514030813784557e-05,0.00015296003974380278,0.0004969801676477987,0.0004016299484796806,4.957421930230208e-06,9.047610362139276e-05,0.0037254015696674653,0.03825164664930652,7.129360387661635e-05,0.0001851266498294703,0.00010190805496980674,0.000991041040453333,7.637040348057758e-05,3.304798090720544e-05,2.9643263161333573e-05,5.698784080545775e-09,7.361782339489095e-06,3.322218632578243e-11,6.994141393394366e-06,2.926374752328878e-05,3.896834588729858e-06,7.321719300052283e-10,2.6277222408108345e-10,0.0006526055944016479,8.523789625101944e-06,0.00032132635055821037,8.080025638138961e-06,1.099158569048704e-10,2.0099658789635398e-10,0.00021542891567910785,8.607989409488061e-08,4.2417484254972667e-07,1.8789672656103048e-08,6.721856801509432e-09,1.2453842208947092e-06,5.251883565059854e-10,4.069320142388161e-12,9.51645750035025e-11,4.035780900956002e-07,4.385494516512533e-09,9.736191959646545e-10,1.0410460780899898e-06,4.9252567983007514e-11,3.8873028974151716e-14,5.943445686135217e-10,8.64932136748203e-06,1.6082151978488076e-08,1.4297477788601894e-07,1.7577812047295097e-10,3.6468296945315325e-10,4.176344351649152e-06,3.462337668983119e-05,5.17034493616858e-07,0.011375400651374467
8.028728449684291e-07,0.8409490928412581,3.76,0.0,0.8071987053082446,0.9972218415465949,0.0033738189594053718,0.012002218589694167,0.0004458317246210386,0.1396857789898218,0.14135849706553147,1.0215754867603556e-08,0.035251787836394356,5.198934129906777e-05,0.00015544888035808947,0.0005089609178264102,0.0004087464364086485,5.099968702235698e-06,9.246291137804525e-05,0.0038166183760234653,0.039318666998869684,7.28862247984921e-05,0.0001910603560143407,0.00010544484026158098,0.0010271840201643043,7.853430694603137e-05,3.489491621168634e-05,3.1411359995789785e-05,5.821511324586236e-09,7.834898056377459e-06,3.518969512031125e-11,7.412549308372787e-06,3.0898425213184915e-05,4.122011715732497e-06,7.763300793885362e-10,2.7784521984175294e-10,0.000657148704180452,8.788757311540463e-06,0.00032465377454490716,8.27482729189719e-06,1.1704253700565575e-10,2.0725178768150057e-10,0.00021835748672722268,9.080478910183034e-08,4.5023910995148374e-07,1.9119788302088104e-08,6.883306839601926e-09,1.284989267308619e-06,5.429443172577824e-10,4.3006555115648035e-12,1.0057422185676926e-10,4.144446812524483e-07,4.654198833015895e-09,1.0314228438025323e-09,1.117892588389567e-06,5.292930963749139e-11,4.110378530609527e-14,6.498366786634886e-10,8.871310589796736e-06,1.6436646507524394e-08,1.527082766798109e-07,1.824838123343605e-10,3.856054504704864e-10,4.293044176250489e-06,3.4268343152662025e-05,5.323237840738332e-07,0.01145660106905217
8.093492284306611e-07,0.8412663213842294,3.76,0.0,0.8049944307970375,0.9971450794992245,0.0034768653591337943,0.012088416673104905,0.000457634547505561,0.1406472532000078,0.14237377128972184,1.0292036816729897e-08,0.03624399114011672,5.246795530710032e-05,0.00015798103541085038,0.0005211916272560369,0.00041595190481043964,5.246104733347168e-06,9.448134504680643e-05,0.0039096407662627146,0.040408476867655044,7.450560352146763e-05,0.00019714805457504418,0.00010908307977314624,0.0010644444502335496,8.07551224176451e-05,3.683397632743055e-05,3.327361206246555e-05,5.946094213911294e-09,8.33592806780541e-06,3.7260842919162545e-11,7.853230712811581e-06,3.2614457985890473e-05,4.358737092325423e-06,8.229212415983867e-10,2.9368246818633005e-10,0.0006617221394817066,9.064429138542493e-06,0.00032806568571574064,8.472846194972585e-06,1.2459468572133312e-10,2.136693906640275e-10,0.00022131161704268493,9.575798917580185e-08,4.777282494408338e-07,1.9459316253139188e-08,7.047384721071821e-09,1.3256063909218456e-06,5.613317167746661e-10,4.544108901006384e-12,1.0626650458822816e-10,4.2559056617642603e-07,4.9377283687286425e-09,1.0923292683497368e-09,1.2001180495538904e-06,5.6865957775463115e-11,4.344769486801234e-14,7.101243262290188e-10,9.097875128447688e-06,1.6796679311789015e-08,1.63068590904725e-07,1.8944065445477462e-10,4.077089872282168e-10,4.41225543249227e-06,3.390109400988949e-05,5.479960559534621e-07,0.01153755289742717
8.15825611892893e-07,0.8415866528705727,3.76,0.0,0.8027693604113372,0.99706649064966,0.0035824701170823615,0.012174353365242844,0.0004697064005017606,0.14160465630091695,0.1433865129802786,1.036836747861814e-08,0.03725769439886351,5.295006979899187e-05,0.00016055774606634106,0.0005336791939436814,0.00042324711259195206,5.3959179216206325e-06,9.653162488633647e-05,0.004004496119559853,0.04152140648701398,7.615199836977811e-05,0.00020339275129332757,0.00011282497139477725,0.0011028508855568965,8.303437316895118e-05,3.8869229300849484e-05,3.52344734349306e-05,6.072541655691689e-09,8.866381149856e-06,3.944044818849364e-11,8.317217821869796e-06,3.44154207441945e-05,4.607531930531947e-06,8.720689133236764e-10,3.10317827506994e-10,0.0006663286493559069,9.351313132952282e-06,0.0003315645006617723,8.67412369378524e-06,1.3259568138599736e-10,2.2025278300738266e-10,0.0002242917652558674,1.009491658678529e-07,5.067100971109192e-07,1.9808570387212255e-08,7.214104519997277e-09,1.3672590457483223e-06,5.803752177050097e-10,4.800271124820832e-12,1.1225511660555273e-10,4.3702502595682165e-07,5.23682669425575e-09,1.1564918674429536e-09,1.2880809190118724e-06,6.107999254075274e-11,4.5909772808177843e-14,7.755895624628127e-10,9.329074671528636e-06,1.7162302574939434e-08,1.740938772916579e-07,1.9665853308796163e-10,4.310576696482596e-10,4.534010902302692e-06,3.352202431287435e-05,5.640627779746626e-07,0.011618253451823235
8.22301995355125e-07,0.841910137736256,3.76,0.0,0.8005231681349461,0.9969860349369404,0.003690685496640944,0.012260025614778021,0.0004820528022505876,0.14255792840978906,0.14439670095430834,1.0444757925238782e-08,0.03829322245028308,5.343589013780651e-05,0.00016318028411489493,0.0005464307791792569,0.0004306328161621928,5.549498449279228e-06,9.861396181219387e-05,0.004101211956646129,0.042657786693916296,7.78256633460989e-05,0.0002097974792082815,0.00011667273563568996,0.0011424324388508687,8.537362524369537e-05,4.100489828186339e-05,3.729858287882256e-05,6.200861837346052e-09,9.42784073115254e-06,4.173352337473224e-11,8.80558293627724e-06,3.630502342288166e-05,4.868937681338636e-06,9.239024214998271e-10,3.277864279554233e-10,0.0006709711058699514,9.649940017572773e-06,0.00033515269573265396,8.878702494280485e-06,1.410700865076046e-10,2.270053960844128e-10,0.000227298406353725,1.0638835092391172e-07,5.372551849678866e-07,2.0167875263880385e-08,7.383479541571144e-09,1.409971555837112e-06,6.001005221071093e-10,5.069760024506168e-12,1.1855437016734758e-10,4.487577366134857e-07,5.552272417506647e-09,1.2240714243499975e-09,1.382162402365075e-06,6.559001426613011e-11,4.849522275583893e-14,8.466424262323391e-10,9.56496831537933e-06,1.753356863754111e-08,1.8582448836414476e-07,2.0414773969918254e-10,4.557189094321057e-10,4.6583430066222265e-06,3.313155356446402e-05,5.805360877093794e-07,0.011698700003768027
8.28778378817357e-07,0.8422368266353826,3.76,0.0,0.7982555271408663,0.9969036714529429,0.0038015646342403975,0.012345430323259575,0.0004946793667287821,0.14350700854384518,0.14540431372508839,1.0521219733369833e-08,0.039350901440394395,5.39256303600049e-05,0.00016584995245915186,0.0005594538169617752,0.0004381097687677686,5.706938835978093e-06,0.00010072855687389933,0.004199815928161587,0.0438179487468853,7.952684779366536e-05,0.00021636529746239325,0.0001206286148005473,0.0011832187859565173,8.777448865617008e-05,4.324536621335572e-05,3.947077027115594e-05,6.331062192180204e-09,1.0021968268510756e-05,4.4145281261474694e-11,9.319439612642298e-06,3.8287114990948026e-05,5.143516661331368e-06,9.785571802640299e-10,3.461247079931962e-10,0.0006756525090114902,9.960864099286368e-06,0.00033883280995923034,9.086626746921013e-06,1.5004370310839517e-10,2.339307059764276e-10,0.00023033203212529017,1.1208594838342965e-07,5.694368221032435e-07,2.053756656195267e-08,7.55552229907462e-09,1.4537691809161595e-06,6.205344236583853e-10,5.353221624214955e-12,1.251792222893668e-10,4.6079878708466115e-07,5.884880881560388e-09,1.2952365010858262e-09,1.4827678184387423e-06,7.041581151221912e-11,5.120944224440608e-14,9.237228329234349e-10,9.805614492586779e-06,1.7910530044202206e-08,1.9830309179306677e-07,2.1191898782319954e-10,4.81763604329216e-10,4.785283763408412e-06,3.273012533097003e-05,5.974288467591872e-07,0.011778889780828349
8.352547622795889e-07,0.84256677041855,3.76,0.0,0.7959661099572651,0.9968193584268255,0.0039151615475057295,0.01243056434493868,0.0005075918039414976,0.14445183461182814,0.1464093295037929,1.0597765000133856e-08,0.04043105867795161,5.441951345080263e-05,0.00016856808559027138,0.0005727560237211006,0.0004456787198030507,5.8683339924368994e-06,0.00010287560071983738,0.004300335802390408,0.04500222413376464,8.125579604851657e-05,0.00022309929006686686,0.00012469487210798135,0.001225240170954005,9.023861862033085e-05,4.559518059301186e-05,4.1756063176401784e-05,6.463149364341378e-09,1.0650506760441886e-05,4.668114145584525e-11,9.859943846532557e-06,4.0365687510338215e-05,5.43185268996827e-06,1.036174958324197e-09,3.653704513654529e-10,0.0006803759917484416,1.0284664186070265e-05,0.00034260744809694684,9.297942136788629e-06,1.5954363044666085e-10,2.4103223290322476e-10,0.00023339315162072417,1.180527470844354e-07,6.033311772272112e-07,2.091799153610867e-08,7.730244492155824e-09,1.4986781877616888e-06,6.417048635916636e-10,5.65133133148772e-12,1.3214530161499167e-10,4.7315869808493927e-07,6.2355059625459195e-09,1.37016385871661e-09,1.5903280403191672e-06,7.557843295935704e-11,5.405802819753057e-14,1.0073025819187302e-09,1.0051070897566749e-05,1.829323959922862e-08,2.115747958333457e-07,2.199834306676747e-10,5.092663100191531e-10,4.914864744268832e-06,3.231820675882102e-05,6.14754700516247e-07,0.011858819966467345
