Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270)
2.4482926108370566e-06,0.42140045735012216,3.76,0.0,0.5789519000774105,0.9997145571243083,0.0003172908542716662,6.026800594391166e-05,2.482619731286762e-05,0.023803006416101332,0.02382043073874549,8.64390867622164e-12,0.0019607431841331562,6.43161314193183e-08,1.208758547259468e-06,9.722769227097529e-06,0.00010144927445005028,3.560687942167194e-07,2.254795796461524e-05,0.0002060713135293135,0.002414393383508271,1.1860349737414081e-05,1.8478378321656995e-06,6.1030216717289585e-06,5.083006686358595e-06,4.623973972754789e-06,4.6379814803780734e-08,2.2698319413935077e-07,3.150006836590906e-08,8.499281755656706e-08,1.8905657579285517e-12,3.664834274742897e-07,5.166511162398808e-08,8.778208033910092e-08,7.31234354267347e-11,7.415507475966429e-11,1.2440014042360652e-05,2.2888738641629593e-06,7.371380466400507e-06,1.0419519248841211e-07,2.958186828979954e-14,1.4520938147200148e-11,1.8518503659204017e-06,2.83048923362431e-10,2.0406838885369868e-11,3.0587180006433036e-10,7.953254342181875e-11,3.84533625679402e-09,4.405515616278749e-12,3.293470449481035e-15,6.267196600357716e-13,1.9032553656759044e-07,1.6321740508797292e-12,2.833557227347533e-13,1.3371824912489168e-09,2.134081107565975e-15,1.800521154884565e-15,2.4241341584932016e-14,1.1943658176650476e-06,7.468229254323702e-11,1.0041786174081673e-10,2.0914673851909866e-12,5.348410696482619e-13,2.730153316058864e-07,1.5536976998208368e-09,4.575795529740269e-10,4.7790015427107876e-05,2.4663001896741456e-06,4.657938973989006e-08,1.3426248452974685e-14
2.4701340826065536e-06,0.42142395637645097,3.76,0.0,0.5786468998403678,0.9997035386979449,0.00033008786168357075,6.084707398466884e-05,2.5759871450059143e-05,0.02400979519619713,0.02402801087687127,8.731330624949843e-12,0.002038673755979202,6.497826983132015e-08,1.2563601888939852e-06,1.0097220985019529e-05,0.00010508537410740269,3.712802890338706e-07,2.3374618291674454e-05,0.00021369190070943164,0.0025099001841642292,1.2297588137969618e-05,1.9336581254347175e-06,6.4055999079105154e-06,5.3278091416185366e-06,4.797920612648996e-06,5.00247124899779e-08,2.4525015748229256e-07,3.265307761960402e-08,9.106961844993122e-08,2.0426084702403796e-12,3.837267188169743e-07,5.57306440272192e-08,9.487819672188963e-08,7.908736607610466e-11,8.014684601782211e-11,1.2526523416117936e-05,2.3294150602877774e-06,7.4329442252948295e-06,1.0701621111972072e-07,3.172735399754159e-14,1.5194123719034186e-11,1.8817314445883608e-06,2.9442619962398635e-10,2.2187556831496154e-11,3.150614585751955e-10,8.258803611498799e-11,4.010815593484639e-09,4.609305980281526e-12,3.552450529355938e-15,6.759979538126375e-13,1.9702395582855678e-07,1.7075385446679675e-12,2.9306594717283017e-13,1.4541802962294987e-09,2.321754445447593e-15,1.945973511679864e-15,2.7300610619577197e-14,1.2482671078252314e-06,7.743054878355485e-11,1.0943294779302606e-10,2.1921934206454617e-12,5.808823000410069e-13,2.864050547386593e-07,1.601556338360531e-09,4.769379147642407e-10,4.810387097411681e-05,2.5872668057102345e-06,4.8580693546737256e-08,1.3897396717614828e-14
2.4919755543760505e-06,0.42144771017303034,3.76,0.0,0.5783384824117748,0.9996921162800612,0.0003433611452868933,6.142698869490788e-05,2.672749615195628e-05,0.024216443224472247,0.02423548508601886,8.819831762274273e-12,0.002119442611694102,6.564871315891446e-08,1.3059513561969536e-06,1.0486861056027555e-05,0.000108848755315686,3.8715853557282415e-07,2.4230335308488054e-05,0.0002215815577298864,0.0026088810886878647,1.2750406132553645e-05,2.0231746280857013e-06,6.72199129898763e-06,5.58367510100171e-06,4.978176500583993e-06,5.394654354114181e-08,2.64929082679946e-07,3.38465026712425e-08,9.758578469931773e-08,2.2063917514484244e-12,4.0182673642254314e-07,6.010509033222217e-08,1.0252452763416605e-07,8.551858666592115e-11,8.660281993564279e-11,1.2613268763009538e-05,2.37059829079345e-06,7.496799591731239e-06,1.0988809153870535e-07,3.403071299627674e-14,1.5896506775854806e-11,1.9118823909905992e-06,3.0631092378692287e-10,2.4118886694538398e-11,3.2469574567780435e-10,8.57520152630797e-11,4.1827000442777734e-09,4.823385204714065e-12,3.831168977427015e-15,7.290308104400007e-13,2.0400994298374627e-07,1.7874591702407385e-12,3.032706552217852e-13,1.5812606431447061e-09,2.5256093253337293e-15,2.1026927578722056e-15,3.073648426854134e-14,1.304415984284343e-06,8.027392764053303e-11,1.1923902488507705e-10,2.298038960281812e-12,6.308259420405828e-13,3.0039411999629245e-07,1.6516079709941604e-09,4.970960897544714e-10,4.841211550915009e-05,2.7135031483636053e-06,5.0673170013446384e-08,1.4388780544356978e-14
2.5138170261455475e-06,0.42147172777566316,3.76,0.0,0.5780265267193967,0.9996802754564129,0.00035712780172656014,6.2007789008727e-05,2.7730306152711798e-05,0.024422947920969863,0.024442852284322882,8.90950152826291e-12,0.0022031478823902034,6.632814764477408e-08,1.3576156201219472e-06,1.0892357355179287e-05,0.00011274370850470804,4.03735136549376e-07,2.5116112385707492e-05,0.00022974955512102124,0.0027114563626750797,1.3219357023188243e-05,2.1165378280470573e-06,7.052780780236191e-06,5.851078671383814e-06,5.164969402245341e-06,5.816581695694673e-08,2.861257510739731e-07,3.508173262328502e-08,1.0457349552409697e-07,2.3827939440669324e-12,4.208310004325758e-07,6.481129948473824e-08,1.1076237764898668e-07,9.245261044546924e-11,9.355779961834298e-11,1.2700307928392202e-05,2.412456449448999e-06,7.5631032113643575e-06,1.1281132274961065e-07,3.650376691182174e-14,1.6629300880291377e-11,1.9423077514556227e-06,3.18729874971395e-10,2.6213217874072417e-11,3.3480201048998905e-10,8.902817294238993e-11,4.361225087854593e-09,5.0483446195505056e-12,4.131096364754244e-15,7.860977985902048e-13,2.112965781926815e-07,1.872275829991772e-12,3.1400715821368776e-13,1.7192947968008643e-09,2.747038953919406e-15,2.2715235151003897e-15,3.459441048265087e-14,1.3628995189789313e-06,8.321566221165693e-11,1.2990433708426106e-10,2.40931626268925e-12,6.849995082973278e-13,3.1500737743948874e-07,1.7039527690220786e-09,5.180929248950631e-10,4.871454260511289e-05,2.8452102989810545e-06,5.2860915440160475e-08,1.4901319644663775e-14
2.5356584979150444e-06,0.4214960185230382,3.76,0.0,0.5777109076299118,0.9996680013077616,0.000371405538689932,6.258951668490918e-05,2.8769581885083044e-05,0.024629306605788933,0.024650111353101196,9.000436462658275e-12,0.0022898909688420267,6.701731347760712e-08,1.4114399808375423e-06,1.1314408337207782e-05,0.00011677465642938487,4.2104334062509164e-07,2.603298697026749e-05,0.00023820547334946253,0.00281775029171806,1.3705013999882584e-05,2.2139040457956467e-06,7.3985763672757254e-06,6.1305133658562505e-06,5.358535394121355e-06,6.270453079959138e-08,3.0895367915883416e-07,3.6360203344731495e-08,1.1206730694084095e-07,2.5727574906746677e-12,4.4078995503662837e-07,6.98737748004007e-08,1.1963607582289188e-07,9.992759073401325e-11,1.010491317820738e-10,1.2787702984481853e-05,2.4550250261039294e-06,7.632020904687795e-06,1.1578639837308256e-07,3.9159236397604437e-14,1.7393768771863776e-11,1.9730123569832857e-06,3.317113249038338e-10,2.8483932851473498e-11,3.454096043229996e-10,9.242032310997024e-11,4.546635277875068e-09,5.284813294732019e-12,4.453811250981768e-15,8.474989653419704e-13,2.1889752977921734e-07,1.962354956258924e-12,3.253158570316868e-13,1.8692307068409123e-09,2.9875583376337055e-15,2.453372128756794e-15,3.8925237828279013e-14,1.4238078525937001e-06,8.625909446871603e-11,1.4150295560579703e-10,2.5263612583912227e-12,7.437579320911073e-13,3.302706394692314e-07,1.7586957216854712e-09,5.399699085587799e-10,4.901093945544327e-05,2.9825955610683678e-06,5.514821487691859e-08,1.543597494427814e-14
2.5574999696845414e-06,0.42152059206636766,3.76,0.0,0.5773914958193791,0.9996552783925694,0.000386212696935527,6.317221647643733e-05,2.984665123359799e-05,0.02483551649533914,0.0248572611357453,9.092740586079355e-12,0.002379776644084147,6.771700892172409e-08,1.4675150073027942e-06,1.1753744436725606e-05,0.0001209461574320853,4.3911813576402275e-07,2.69820317129859e-05,0.00024695921261563836,0.002927891308472196,1.4207970876313285e-05,2.315435646826609e-06,7.76000999299499e-06,6.422492865745069e-06,5.559119175521756e-06,6.758627850879004e-08,3.3353467283852355e-07,3.7683398991346386e-08,1.2010432827723706e-07,2.7772935137561527e-12,4.6175716050277165e-07,7.531879152179249e-08,1.291931926763127e-07,1.0798451414636958e-10,1.0911688872922324e-10,1.28755205427901e-05,2.498342297100576e-06,7.703728273553887e-06,1.1881381728204412e-07,4.201081058145468e-14,1.8191224359079595e-11,2.0040013383353833e-06,3.452851179197584e-10,3.0945484760228056e-11,3.5655005043827026e-10,9.593240545805105e-11,4.739184673209457e-09,5.533460628047077e-12,4.801007785927169e-15,9.135563184559043e-13,2.2682708140869107e-07,2.0580915870695283e-12,3.3724050685773003e-13,2.032099954027132e-09,3.2488152243100673e-15,2.649211083392885e-15,4.378584971433981e-14,1.4872342842976008e-06,8.94076789492083e-11,1.5411527454954554e-10,2.6495356371441754e-12,8.074858754867848e-13,3.462107151502163e-07,1.8159468937229182e-09,5.627714119443021e-10,4.930108677518215e-05,3.1258725558922345e-06,5.753955137886817e-08,1.5993750476109698e-14
2.5793414414540384e-06,0.4215454583792965,3.76,0.0,0.5770681576400047,0.9996420907291207,0.0004015682731318076,6.375593631146424e-05,3.096289135875235e-05,0.025041574698458784,0.025064300436585182,9.18652603280851e-12,0.0024729131588115266,6.842809475413239e-08,1.5259349825517608e-06,1.2211129580572865e-05,0.00012526290872475333,4.5799634817964636e-07,2.7964355631568995e-05,0.0002560210029238547,0.003042012123261044,1.4728842854078586e-05,2.4213012610646996e-06,8.137738370527979e-06,6.727551811241493e-06,5.766974392980934e-06,7.283636268273239e-08,3.599994206209685e-07,3.905285357173183e-08,1.2872441188072823e-07,2.997486715907138e-12,4.837894982103267e-07,8.117452256838076e-08,1.394847724421629e-07,1.1666740780314655e-10,1.1780406307544166e-10,1.2963832088924462e-05,2.5424495295482073e-06,7.778411347971458e-06,1.2189408431968795e-07,4.507322194920207e-14,1.9023034740696397e-11,2.0352801420704367e-06,3.5948275507914956e-10,3.361348084703882e-11,3.6825722934909757e-10,9.95684893863061e-11,4.9391372975280794e-09,5.794999122171299e-12,5.174504023611678e-15,9.846154149644579e-13,2.3510016060478386e-07,2.159911609123003e-12,3.4982850652379924e-13,2.2090253464947166e-09,3.5326020602555163e-15,2.860083727601173e-15,4.9239872407607066e-14,1.5532753627886372e-06,9.266498659361191e-11,1.6782854894312214e-10,2.779229134537707e-12,8.766002344785259e-13,3.628554455875561e-07,1.8758216989132397e-09,5.865449559889254e-10,4.95847587089012e-05,3.2752613112822493e-06,6.003961576061513e-08,1.6575695365539346e-14
2.6011829132235353e-06,0.4215706277680919,3.76,0.0,0.5767407549831403,0.999628421777054,0.00041749194353663785,6.434072748650728e-05,3.211973059525815e-05,0.02524747821239093,0.0252712280197287,9.2819138020473e-12,0.002569412349629063,6.915149903130695e-08,1.586798054922231e-06,1.2687362776207521e-05,0.00012972974968544697,4.777167472081091e-07,2.8981105309967997e-05,0.00026540141442965863,0.0031602498582835033,1.5268267316692704e-05,2.531676009386605e-06,8.53244388278916e-06,7.046246621651304e-06,5.982363977577609e-06,7.848191683915075e-08,3.884881284233036e-07,4.0470152560333755e-08,1.379703570185697e-07,3.234500622255796e-12,5.069473895711733e-07,8.747117303682359e-08,1.5056558163381455e-07,1.2602356152931396e-10,1.271567761007004e-10,1.3052714341311875e-05,2.5873912004592276e-06,7.85626727586871e-06,1.2502771110912954e-07,4.8362327230944255e-14,1.9890622318006616e-11,2.0668545475917106e-06,3.7433748260715264e-10,3.650477225605697e-11,3.8056758114257727e-10,1.0333277809629275e-10,5.146767631016276e-09,6.070187365948915e-12,5.5762512246802325e-15,1.0610470636427227e-12,2.4373236867889933e-07,2.2682741824761363e-12,3.6313121505030197e-13,2.4012292286549717e-09,3.8408690599602065e-15,3.0871093293407765e-15,5.5358465349895344e-14,1.6220309785532887e-06,9.603470873823727e-11,1.8273747873772114e-10,2.915862037643688e-12,9.515528581316252e-13,3.80233740377188e-07,1.938441190763773e-09,6.113415066277839e-10,4.986172274640546e-05,3.4309883427305034e-06,6.265331687979348e-08,1.7182905913099048e-14
2.6230243849930323e-06,0.42159611088211585,3.76,0.0,0.5764091451384301,0.9996142544182841,0.00043400408854916804,6.492664487268906e-05,3.331865042748948e-05,0.025453223918612763,0.025478042607875583,9.379034230129061e-12,0.0026693897501954534,6.988822220930859e-08,1.6502063954731195e-06,1.3183279780261786e-05,0.00013435166516338347,4.983201564627842e-07,3.003346613504067e-05,0.0002751113680690452,0.003282746185485687,1.5826904654533885e-05,2.6467417374228834e-06,8.944835499061596e-06,7.379156346301374e-06,6.205560495727412e-06,8.45520357050719e-08,4.1915119883902885e-07,4.1936934558462255e-08,1.47888129042445e-07,3.4895831883895713e-12,5.312950297858062e-07,9.424112404578826e-08,1.6249437505395373e-07,1.3610376611629835e-10,1.372245006544265e-10,1.3142249635510636e-05,2.6332152318194963e-06,7.93750505868058e-06,1.2821521696531356e-07,5.18951946527066e-14,2.079546703716493e-11,2.098730685283343e-06,3.8988438488537685e-10,3.963755059885663e-11,3.935203264381909e-10,1.0722961281276343e-10,5.362361137285795e-09,6.3598332363732175e-12,6.008343258928155e-15,1.1432491494601866e-12,2.527400121492929e-07,2.3836743627989185e-12,3.772042982643638e-13,2.610042571615672e-09,4.175738495243995e-15,3.331488484323831e-15,6.222120326402501e-14,1.6936044572340273e-06,9.95206612745443e-11,1.9894484272236422e-10,3.059887931443799e-12,1.0328335001860441e-12,3.9837561514982634e-07,2.00393237159814e-09,6.372158015576846e-10,5.013173964719219e-05,3.5932867258221073e-06,6.538579248194424e-08,1.7816527779780748e-14
2.6448658567625292e-06,0.4216219187245852,3.76,0.0,0.5760731806490459,0.9995995709372985,0.00045112581816709297,6.551374713590044e-05,3.456118754540058e-05,0.025658808578513007,0.025684742881106278,9.478027729723614e-12,0.0027729647053044404,7.063934264253859e-08,1.716266361844535e-06,1.3699754851627435e-05,0.00013913378878600285,5.198495716449249e-07,3.1122663571478525e-05,0.00028516214647384975,0.0034096474681578406,1.640543912200828e-05,2.766687256806632e-06,9.375649719113636e-06,7.726883547173542e-06,6.436846514030625e-06,9.107791462047343e-08,4.5214995790707275e-07,4.345489300440102e-08,1.5852709497321266e-07,3.764072798596906e-12,5.569006374440381e-07,1.0151908655833452e-07,1.7533418044060382e-07,1.4696256879939643e-10,1.4806029960611923e-10,1.323252633588824e-05,2.679973242741534e-06,8.022346335802316e-06,1.3145712992092779e-07,5.5690198035411464e-14,2.1739108668577538e-11,2.1309150558157926e-06,4.061604822325709e-10,4.303145180502024e-11,4.0715770775380366e-10,1.1126347713695881e-10,5.586214828893531e-09,6.6647973392473004e-12,6.473026755219128e-15,1.2316485886852588e-12,2.6214013573190783e-07,2.506645938627272e-12,3.9210810874090694e-13,2.8369149207950834e-09,4.5395203211474534e-15,3.594508901681688e-15,6.991706061884686e-14,1.768102653985008e-06,1.031267889871613e-10,2.1656218667024468e-10,3.2117967099467263e-12,1.1209730236961323e-12,4.1731223022761185e-07,2.0724285214009343e-09,6.642267120209369e-10,5.0394563374716025e-05,3.7623961589630388e-06,6.82424206409468e-08,1.8477758280544914e-14
2.666707328532026e-06,0.42164806266362737,3.76,0.0,0.5757327091629258,0.9995843530008052,0.0004688789983834566,6.610209697182125e-05,3.5848935984324287e-05,0.02586422882891231,0.025891327475646122,9.579045762855656e-12,0.002880260487944246,7.140602248813986e-08,1.7850886688243725e-06,1.423770259368605e-05,0.0001440814062609371,5.423502854058793e-07,3.224996447596364e-05,0.0002955654051774318,0.003541104906314319,1.700457972824187e-05,2.891708594033904e-06,9.825651545298879e-06,8.090055214368255e-06,6.676514978784408e-06,9.809299868003563e-08,4.876574326236853e-07,4.502577793366878e-08,1.6994027675024143e-07,4.0594046808586486e-12,5.838367210481426e-07,1.09342265856228e-07,1.8915260302615361e-07,1.5865854718430524e-10,1.597210808980428e-10,1.3323639276561847e-05,2.7277208199316346e-06,8.111026221144016e-06,1.3475398787936911e-07,5.976711847993532e-14,2.2723149168926817e-11,2.1634145507087925e-06,4.2320483372811207e-10,4.670766778253943e-11,4.2152525321865936e-10,1.1543900153747091e-10,5.818637875257626e-09,6.985996708198256e-12,6.9727125898402036e-15,1.3267034239258338e-12,2.7195055698992037e-07,2.6377645027733375e-12,4.079081027064146e-13,3.083425283897844e-09,4.934729267437251e-15,3.8775515923269714e-15,7.854551022913428e-14,1.845636048681661e-06,1.0685717008439467e-10,2.357105704100018e-10,3.3721178783053062e-12,1.2165468808415296e-12,4.3707593041178745e-07,2.1440695478891735e-09,6.924376435225375e-10,5.064994104158085e-05,3.938563015302171e-06,7.122883183155313e-08,1.9167848791936735e-14
2.688548800301523e-06,0.42167455444363344,3.76,0.0,0.5753875732799602,0.999568581636717,0.00048728627855843453,6.669176135679573e-05,3.718354935219512e-05,0.02606948117742092,0.026097794982605074,9.6822514377664e-12,0.00299140441937333,7.218951404488137e-08,1.8567885658953325e-06,1.4798079890568856e-05,0.00014919995866511336,5.65870019677872e-07,3.341667845152101e-05,0.0003063331841144701,0.003677274685911758,1.7625061162663985e-05,3.0220092470980074e-06,1.0295635483069562e-05,8.469323715533318e-06,6.924869610797046e-06,1.0563314227861983e-07,5.258591826515298e-07,4.6651397790479234e-08,1.821846234856481e-07,4.377117766748213e-12,6.12180363608543e-07,1.1775053738438642e-07,2.0402215136981172e-07,1.7125460294438087e-10,1.7226787032582703e-10,1.341569023362563e-05,2.7765178077898916e-06,8.203794195224716e-06,1.381063399092322e-07,6.41472541376781e-14,2.3749255200696546e-11,2.1962364742475587e-06,4.410586453476712e-10,5.0689066453772283e-11,4.36672064757498e-10,1.1976096798482198e-10,6.059952257184283e-09,7.324408783598788e-12,7.509987535351397e-15,1.4289050690426067e-12,2.821899027343802e-07,2.777650778986341e-12,4.2467529799583546e-13,3.3512940506640788e-09,5.364103537315966e-15,4.182097487315138e-15,8.821774910739508e-14,1.9263188418344796e-06,1.1071602093681121e-10,2.5652137892800216e-10,3.541424174880935e-12,1.3201788917685511e-12,4.577002859187879e-07,2.219002359402812e-09,7.219169798374143e-10,5.089761286685317e-05,4.122040382672149e-06,7.435092167305317e-08,1.9888107280078212e-14
2.71039027207102e-06,0.4217014061969144,3.76,0.0,0.57503761039505,0.999552237212447,0.0005063711198028269,6.728281181562675e-05,3.856674314788184e-05,0.02627456199762825,0.026304143946693625,9.787820360033507e-12,0.003106527992247657,7.299116655730319e-08,1.9314860220466135e-06,1.538188794261525e-05,0.00015449504571251365,5.904590659128115e-07,3.4624159243030084e-05,0.0003174779194183668,0.0038183181319573845,1.826764475689887e-05,3.157800450056105e-06,1.0786426570305838e-05,8.865367780426604e-06,7.182225316171376e-06,1.1373677977014511e-07,5.669541899070397e-07,4.8333621291425335e-08,1.9532130416713746e-07,4.718862026216105e-12,6.420135265391698e-07,1.2678663473015876e-07,2.200205859138168e-07,1.8481827670423679e-10,1.8576610324631945e-10,1.3508788430824171e-05,2.826428619556465e-06,8.300915056460304e-06,1.4151474769637817e-07,6.885353862548678e-14,2.481916070478275e-11,2.229388566856354e-06,4.5976538369778334e-10,5.5000320771552065e-11,4.526511330716637e-10,1.2423431473654772e-10,6.3104934726912004e-09,7.681075695045006e-12,8.087626646489839e-15,1.5387807145710068e-12,2.9287764727408933e-07,2.926974227113187e-12,4.4248677766485516e-13,3.642396044873325e-09,5.830625268920958e-15,4.50973451554485e-15,9.905806617660282e-14,2.0102690510408085e-06,1.1470770104153914e-10,2.7913720305810385e-10,3.720335545103715e-12,1.432545348956397e-12,4.79220134481046e-07,2.297381262339939e-09,7.527385751582958e-10,5.113731214676712e-05,4.313088090299154e-06,7.761486438575394e-08,2.0639900955688717e-14
2.7300475966635677e-06,0.4217258909017203,3.76,0.0,0.5747183779977023,0.999537020487942,0.0005241468595102159,6.781600532595203e-05,3.9854623460251824e-05,0.02645898496997194,0.026489755419002285,9.88500919046009e-12,0.003213653940744081,7.372938044258966e-08,2.00137975433141e-06,1.592821336721813e-05,0.00015941631973367815,6.135472222038299e-07,3.574690315363748e-05,0.00032784108613789927,0.003949561818147625,1.8865518834464517e-05,3.2848879868186344e-06,1.1246635992315097e-05,9.23673356176971e-06,7.4218109883724195e-06,1.2154582907634193e-07,6.065894504960176e-07,4.9897613127720214e-08,2.0796146515219508e-07,5.048437824741371e-12,6.702088393556533e-07,1.3549369342749187e-07,2.3545316755581016e-07,1.979127211799025e-10,1.9878587668845843e-10,1.3593568897124233e-05,2.872357849955609e-06,8.392277544075879e-06,1.4463071804549287e-07,7.338842505719349e-14,2.5821013643005638e-11,2.259514513200799e-06,4.773685412772067e-10,5.918443184520003e-11,4.677910765280841e-10,1.283939682740243e-10,6.54415828711586e-09,8.01860086964889e-12,8.644469796375719e-15,1.6446966581283655e-12,3.028968083223356e-07,3.0700297487944665e-12,4.594790029695645e-13,3.925937394506876e-09,6.284934679374011e-15,4.825755323680619e-15,1.0992752272154685e-13,2.088718574164167e-06,1.184175047097586e-10,3.011623621124988e-10,3.890122003170164e-12,1.5417478933954977e-12,4.99383493599281e-07,2.371002512635105e-09,7.816915163981102e-10,5.134599894987869e-05,4.49172386067718e-06,8.067903570734723e-08,2.134465777779628e-14
2.7497049212561153e-06,0.42175068675097593,3.76,0.0,0.5743949734670091,0.9995213078400428,0.0005425094163512161,6.835044255506284e-05,4.1184638363680036e-05,0.026643263111604615,0.026675268525190164,9.984413489042396e-12,0.0033242153845672792,7.448461753133929e-08,2.073897168859625e-06,1.649516307356821e-05,0.00016448956599328737,6.375850518731339e-07,3.6904853682072553e-05,0.00033852964061385093,0.004085013307709556,1.9482529349822904e-05,3.416765908173165e-06,1.1725039731491382e-05,9.622793552095565e-06,7.669198222404984e-06,1.2987671377463943e-07,6.489070283889639e-07,5.151046912286062e-08,2.2142883436649662e-07,5.400287336774422e-12,6.99748569052027e-07,1.4478198351488051e-07,2.519325565639639e-07,2.1190615567535252e-10,2.1268771468760474e-10,1.3679383821674763e-05,2.919299517344468e-06,8.48761032787554e-06,1.4779299076756995e-07,7.822678794419879e-14,2.686116958806598e-11,2.2899208491573605e-06,4.957348268152942e-10,6.367810601776484e-11,4.836963335219766e-10,1.3268420085240773e-10,6.785845380842264e-09,8.372673256285821e-12,9.238737075872093e-15,1.7577267506291566e-12,3.133111401342836e-07,3.2218792115875806e-12,4.774508090992079e-13,4.2315674389354995e-09,6.7745297127631124e-15,5.163183170963559e-15,1.2196792899737598e-13,2.1700050796232433e-06,1.2224194197741133e-10,3.2489668352285426e-10,4.068760120907095e-12,1.659195540097324e-12,5.203287543221856e-07,2.447670219692217e-09,8.118590858998383e-10,5.154780214265844e-05,4.676906466023012e-06,8.386826932194231e-08,2.20772017617298e-14
2.769362245848663e-06,0.4217758034448078,3.76,0.0,0.5740672667977401,0.999505083493291,0.0005614776998763849,6.888618628017796e-05,4.255817689725358e-05,0.02682739348013617,0.02686068210269021,1.0086191314864212e-11,0.0034383173587086467,7.525809324046746e-08,2.1491363138966596e-06,1.7083567803215855e-05,0.00016971920906206102,6.626151694727397e-07,3.809909524862172e-05,0.00034955352086091435,0.004224801518774095,2.0119290743818606e-05,3.5536053827602366e-06,1.222230696310129e-05,1.0024101473782796e-05,7.924641568840484e-06,1.3876357100015119e-07,6.940838188712164e-07,5.3173684560392513e-08,2.3577808294434945e-07,5.775876642063551e-12,7.307039473675609e-07,1.546894302466962e-07,2.6952790017877876e-07,2.2685885959458875e-10,2.2752977610512976e-10,1.3766330551977637e-05,2.967311459789386e-06,8.587142475690497e-06,1.5100200851142578e-07,8.338927918658047e-14,2.7941043320319482e-11,2.3206142271391073e-06,5.149011159891007e-10,6.85036577684338e-11,5.004150655332263e-10,1.3710895726547746e-10,7.035830605940099e-09,8.744206226868197e-12,9.87289987900071e-15,1.878340366359095e-12,3.2413676544250685e-07,3.3831282977164538e-12,4.964733404963646e-13,4.561034081147176e-09,7.302185576523314e-15,5.523429379836852e-15,1.3530360689105627e-13,2.2542229187561428e-06,1.2618450970467347e-10,3.504714093850537e-10,4.256818357971655e-12,1.7855090519579908e-12,5.42084122065177e-07,2.527514002188841e-09,8.43308809720346e-10,5.174251289673996e-05,4.868839337141252e-06,8.718770366706537e-08,2.2838664147414158e-14
2.7890195704412105e-06,0.42180125096629406,3.76,0.0,0.5737351241529501,0.9994883311804108,0.0005810712295036756,6.942330304556083e-05,4.397667507486895e-05,0.027011373032178917,0.027045994955157,1.0190511903655733e-11,0.00355606796062101,7.605110670698016e-08,2.2271988416285213e-06,1.769429310832844e-05,0.0001751097855008221,6.886822779077608e-07,3.9330744972188726e-05,0.0003609229560774231,0.004369059146777702,2.0776437569698407e-05,3.695583362664395e-06,1.2739129637529564e-05,1.0441231024537608e-05,8.188404044593622e-06,1.4824273101263253e-07,7.423081352814684e-07,5.4888799241237036e-08,2.51067521671299e-07,6.176766185061709e-12,7.631502958541982e-07,1.6525638472326216e-07,2.8831281520878405e-07,2.428350860993031e-10,2.433739689687945e-10,1.3854512810987378e-05,3.0164554329676262e-06,8.691115877776245e-06,1.5425822698537604e-07,8.889798091504709e-14,2.9062100838546182e-11,2.3516016540978555e-06,5.349060883952513e-10,7.368496837680265e-11,5.179989602182561e-10,1.4167229776714825e-10,7.29440081454625e-09,9.134168385748574e-12,1.0549591274415544e-14,2.007037455609375e-12,3.3539047071712345e-07,3.554425636306493e-12,5.166233123946114e-13,4.916227224402642e-09,7.870901214757348e-15,5.907996242181978e-15,1.5007192469337894e-13,2.341469188282717e-06,1.3024881261634644e-10,3.7802781887825545e-10,4.454908597446143e-12,1.9213562001694436e-12,5.646787459551416e-07,2.610669491621866e-09,8.761133850514653e-10,5.192991786516553e-05,5.067730299170379e-06,9.064269827413072e-08,2.3630222510367466e-14
