Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729)
2.7341961258018913e-08,0.6417428799912255,3.76,0.0,0.5808022947853283,0.9999999471273358,4.2309803588311786e-11,2.280682570419314e-07,3.761328354287578e-10,0.00014268364555365613,0.0001426838701867597,2.5049406767749792e-14,2.9972144174634276e-09,4.957389885318948e-11,1.5663568909840098e-11,9.562200687102972e-12,5.223902504240219e-08,1.7740914068845038e-12,1.127595423445273e-08,2.858018583717579e-08,3.1827170660003505e-08,1.2398613358362803e-08,8.22548407626778e-13,1.2760496318492287e-11,1.684771921805691e-12,2.0168466719141045e-10,6.447190291740398e-18,8.219947086124431e-19,1.1855629258048825e-11,2.492518200151193e-15,3.6238021382610706e-24,3.0392049473688086e-12,3.760465785496356e-17,1.5221759106846765e-18,3.2817042984601233e-22,5.950639540354779e-22,8.76471534330623e-08,7.826716297020489e-11,8.721993230050806e-08,1.59145658256987e-14,4.905375106967091e-22,3.4379978034900683e-16,7.077730705093474e-10,3.595888584901327e-17,6.315487704609721e-23,6.487658651380299e-13,2.4085547990193484e-16,1.0967631827278726e-16,9.93429391576846e-19,1.5906893736851986e-24,1.3167243857918008e-22,2.418804862645325e-10,2.734320063833633e-20,3.9647552751502805e-19,1.0720122247688777e-20,5.047904518657787e-28,1.2910884389038953e-26,4.017490424395036e-31,2.5367166252517775e-10,1.030031863421068e-16,1.419502869252672e-21,1.4450518407598961e-19,1.8390643222398233e-21,9.53147514350137e-13,2.0929806133657574e-10,5.787736662479075e-18,2.2750963700607715e-07,1.2268674656550964e-13,1.7354566490018206e-10,4.441074639198212e-16,2.0899692821638629e-16,8.092795684722657e-12,9.042078189877475e-11,9.908935925371789e-23,3.7825519216012593e-17,5.811203766148013e-26,4.248955563936514e-31
2.8076702278750144e-08,0.6417433418080396,3.76,0.0,0.5807984508896249,0.9999999456749006,4.6355076365949204e-11,2.3421153848912084e-07,4.0159019590370795e-10,0.00014651739582518584,0.00014651762943425722,2.5730384755875587e-14,3.2085262882697757e-09,5.203039204345143e-11,1.6874504514653063e-11,1.0113991882643495e-11,5.365350245285499e-08,1.87101865557563e-12,1.142741010139476e-08,2.9717549951268647e-08,3.3189342516395506e-08,1.2531650291874514e-08,8.691907537725354e-13,1.3453714870492159e-11,1.8179260382506303e-12,2.1436688151929526e-10,7.136849930991956e-18,9.330954030929789e-19,1.2102380578710001e-11,2.675007975040165e-15,4.1501882964842365e-24,3.1708459964918035e-12,4.0714996753032675e-17,1.6924115916569739e-18,3.7572146284354754e-22,6.700541327056116e-22,8.999831391273786e-08,8.252699971612204e-11,8.95478885847194e-08,1.7172682003003636e-14,5.271053452930789e-22,3.5248157557951194e-16,7.284531435641221e-10,3.89186511758852e-17,7.203500545623408e-23,6.766508115518091e-13,2.561509973734694e-16,1.201512293728816e-16,1.087312033535697e-18,1.7649740489372064e-24,1.4804683513389773e-22,2.5483702947069175e-10,3.035074898828337e-20,4.2850555360279805e-19,1.1928543667096005e-20,5.762970953833644e-28,1.4426081874624252e-26,4.762540967952488e-31,2.596794073657301e-10,1.1055995506731087e-16,1.6144984504366772e-21,1.5685741535103983e-19,2.0502694371992936e-21,1.0029536204727241e-12,2.1023545313236683e-10,6.370211715958051e-18,2.3362256310765408e-07,1.3018050035133683e-13,1.7615552267900894e-10,4.660626321139184e-16,2.1390314208307477e-16,8.220125022655098e-12,9.079696519420626e-11,1.1253930087534573e-22,3.994532006316597e-17,6.140962846880279e-26,5.1579178962095035e-31
2.8811443299481374e-08,0.641743803623733,3.76,0.0,0.5807946070096668,0.9999999442209732,5.066627487490452e-11,2.4035557842341945e-07,4.2799656284594824e-10,0.00015035112067931624,0.00015035136334349238,2.641135835361793e-14,3.428061681458548e-09,5.453450376128318e-11,1.8141872876328417e-11,1.0679968154249807e-11,5.5068398593198205e-08,1.9705360458334637e-12,1.157653066761001e-08,3.0862252882897874e-08,3.456769872470226e-08,1.2660519211640991e-08,9.172427063899003e-13,1.4163043260949133e-11,1.95759390286162e-12,2.2740512230841807e-10,7.878967769107574e-18,1.0557646393220744e-18,1.2343633260971362e-11,2.8652926331546212e-15,4.73596281899921e-24,3.3042268581110957e-12,4.3992062171691855e-17,1.8765288021795033e-18,4.284924281391275e-22,7.520389576128503e-22,9.234925906621807e-08,8.689954263534997e-11,9.187501868217766e-08,1.8495011999010875e-14,5.652644629290717e-22,3.611155489437715e-16,7.492200099626319e-10,4.2036087487603837e-17,8.189860851686789e-23,7.048216077787945e-13,2.7190087677511855e-16,1.312809148943633e-16,1.1870500293869276e-18,1.9520810338363463e-24,1.6583446142806138e-22,2.67990309197285e-10,3.359697528340258e-20,4.621735709381965e-19,1.3236777474822367e-20,6.556807068162347e-28,1.607162668916626e-26,5.6214898265887e-31,2.656495521381893e-10,1.1843493061399584e-16,1.830019573873027e-21,1.6984344798714575e-19,2.2786604499314576e-21,1.0539224429455144e-12,2.1110492801174023e-10,6.993428839840832e-18,2.397354484095902e-07,1.379454067489595e-13,1.7863182903725285e-10,4.880993825376222e-16,2.1866394309094866e-16,8.340995675364311e-12,9.114526502095033e-11,1.273955255301166e-22,4.212424786830365e-17,6.478058644203021e-26,6.228832553365839e-31
2.9546184320212604e-08,0.6417442654382625,3.76,0.0,0.5807907631453856,0.9999999427655631,5.5253057370341146e-11,2.4650037655010897e-07,4.553564098540464e-10,0.0001541848201157846,0.00015418507191236746,2.709232750504118e-14,3.6558710877651807e-09,5.7085503587600216e-11,1.9466547871723428e-11,1.1260139923440166e-11,5.6483708860505745e-08,2.072644356493706e-12,1.1723495311328215e-08,3.201386937631304e-08,3.596188426606018e-08,1.2785463396256226e-08,9.66714818808231e-13,1.4888324166452076e-11,2.1039007007197036e-12,2.4079365764289805e-10,8.675906241532072e-18,1.1908489700791642e-18,1.2579646378521426e-11,3.063474287756165e-15,5.38589585856968e-24,3.4393212707960616e-12,4.744019185776548e-17,2.0752604455994907e-18,4.868734382493555e-22,8.414502177782225e-22,9.46999889127762e-08,9.138477894568701e-11,9.420132282892063e-08,1.9883133984462268e-14,6.050361279490895e-22,3.69702384446066e-16,7.700736605959595e-10,4.5315261450474385e-17,9.2826754435353e-23,7.332659119887526e-13,2.8810091211184856e-16,1.4308448566576427e-16,1.2928185877794252e-18,2.1524785786001817e-24,1.8510154471661087e-22,2.8133028250264255e-10,3.70938226822905e-20,4.975162808212872e-19,1.4650222147436598e-20,7.435736252918497e-28,1.785483975008898e-26,6.608213722142179e-31,2.715824165327655e-10,1.2663134124898203e-16,2.067594004991111e-21,1.8347344396604694e-19,2.525069369100344e-21,1.1060467501981565e-12,2.1191148653074086e-10,7.659016921190521e-18,2.458482929058491e-07,1.4598566709944933e-13,1.8097994849278323e-10,5.101896007348519e-16,2.232823892968113e-16,8.45566090225676e-12,9.14678497803225e-11,1.43763078416946e-22,4.4361602156504265e-17,6.822376376177513e-26,7.485024022588888e-31
3.0280925340943835e-08,0.641744727251587,3.76,0.0,0.5807869192967167,0.9999999413086792,6.01251275908835e-11,2.5264593257455784e-07,4.836737577942727e-10,0.00015801849413433344,0.00015801875513895617,2.777329206485631e-14,3.8920020702896e-09,5.968267230050239e-11,2.0849379505004053e-11,1.1854536635930856e-11,5.7899428983094356e-08,2.177344358312597e-12,1.1868471036985229e-08,3.317200112223097e-08,3.737156740063632e-08,1.2906712336126475e-08,1.017617678241582e-12,1.5629406777235096e-11,2.256969769882774e-12,2.5452666843671953e-10,9.530056615434832e-18,1.339230085391107e-18,1.281067511877378e-11,3.2696535889400363e-15,6.10498062249546e-24,3.576104987298672e-12,5.106372340797904e-17,2.2893580628805808e-18,5.512695477018674e-22,9.387330504525345e-22,9.705050347168356e-08,9.598269586614719e-11,9.652680126355506e-08,2.1338625855823876e-14,6.464412877119493e-22,3.782427615693869e-16,7.910140863559367e-10,4.8760239157492525e-17,1.0490493783416655e-22,7.61971896564354e-13,3.0474686132184984e-16,1.5558087646893047e-16,1.404791571014128e-18,2.3666312833745015e-24,2.059142900617072e-22,2.948473076095685e-10,4.085349083658012e-20,5.345701045059767e-19,1.6174422320566238e-20,8.406409614747144e-28,1.978324313093968e-26,7.737866547343054e-31,2.7747831692581305e-10,1.3515229085545045e-16,2.328817182044895e-21,1.9775726601180272e-19,2.7903398434445093e-21,1.1593193724402843e-12,2.1265975407317265e-10,8.368619958538178e-18,2.519610965903902e-07,1.543054904098323e-13,1.8320519759021024e-10,5.323067151987095e-16,2.2776172512193764e-16,8.564372595325177e-12,9.176671849385988e-11,1.6175180738748768e-22,4.665662358418618e-17,7.173807604716613e-26,8.95241081755822e-31
3.1015666361675065e-08,0.6417451890636693,3.76,0.0,0.5807830754635973,0.9999999398503304,6.52922302028762e-11,2.5879224620222223e-07,5.129521932640295e-10,0.00016185214273471013,0.00016185241302149017,2.845425206664371e-14,4.1364994506837104e-09,6.232530170361676e-11,2.2291194337808803e-11,1.2463206462234632e-11,5.9315555000107415e-08,2.2846368145552e-12,1.2011613318123257e-08,3.433627511892532e-08,3.8796438218905454e-08,1.3024482506755417e-08,1.0699619023553674e-12,1.6386146739514334e-11,2.416922630284438e-12,2.6859826696940574e-10,1.0443838039229686e-17,1.5018250575795939e-18,1.3036969686246792e-11,3.4839298376198933e-15,6.898435482632495e-24,3.7145556359481334e-12,5.4866994379098715e-17,2.5195918167769715e-18,6.221006679716625e-22,1.044345935537017e-21,9.940080276220923e-08,1.0069328061696033e-10,9.885145422722483e-08,2.286306527243385e-14,6.8950059707992e-22,3.8673735529813384e-16,8.12041278135217e-10,5.2375086152020207e-17,1.1822318612533856e-22,7.909282266840296e-13,3.2183446351193113e-16,1.6878884487476622e-16,1.5231414526009805e-18,2.5949998802216665e-24,2.2833880590575316e-22,3.085321406498608e-10,4.488843356334216e-20,5.733711855440233e-19,1.781506899821492e-20,9.475813999662595e-28,2.186455991481838e-26,9.026959884584486e-31,2.8333756645897665e-10,1.44000764623235e-16,2.6153530973376688e-21,2.1270449703519968e-19,3.075326676488456e-21,1.2137332010248719e-12,2.1335400955323083e-10,9.12389648222279e-18,2.5807385945716947e-07,1.629090924545638e-13,1.8531282097404628e-10,5.544256711706935e-16,2.321053386239295e-16,8.667380021731507e-12,9.204371409262528e-11,1.8147644221203953e-22,4.9008499899468786e-17,7.532250053688655e-26,1.0659711550597536e-30
3.1750407382406296e-08,0.6417456508744734,3.76,0.0,0.5807792316459681,0.9999999383905249,7.076414642036635e-11,2.64939317138647e-07,5.431948863388047e-10,0.00016568576591666667,0.00016568604555834663,2.913520760095446e-14,4.389405483967541e-09,6.50126944570722e-11,2.379279591241539e-11,1.3086215944344846e-11,6.073208324236696e-08,2.3945224815474686e-12,1.2153066883285316e-08,3.550634213090664e-08,4.023620728289946e-08,1.313897809923243e-08,1.1237581361649386e-12,1.715840606834452e-11,2.583879012174948e-12,2.830025138894838e-10,1.1419696663478199e-17,1.6795865721271963e-18,1.3258774413462993e-11,3.706401091649403e-15,7.771705950802939e-24,3.854652591449875e-12,5.885434240224101e-17,2.766750476389839e-18,6.99801472789279e-22,1.1587606892405703e-21,1.017508868036202e-07,1.0551652041957175e-10,1.0117528196356853e-07,2.4458029690292254e-14,7.342344412317975e-22,3.9518683587206275e-16,8.331552268273418e-10,5.616386744737734e-17,1.3287616289080197e-22,8.201240397969156e-13,3.393594544254453e-16,1.8272697076666065e-16,1.6480392807069915e-18,2.838041051534998e-24,2.524410364670659e-22,3.223759305728352e-10,4.9211356537163466e-20,6.139553921093152e-19,1.9577999758363965e-20,1.065127999334772e-27,2.4106714046700964e-26,1.04934462656813e-30,2.891604751146494e-10,1.5317963447062922e-16,2.9289351443895378e-21,2.2832445882202803e-19,3.3808953537347583e-21,1.2692811878266e-12,2.1399821187899458e-10,9.926519001225017e-18,2.641865815001399e-07,1.7180069497779597e-13,1.8730797143544147e-10,5.765228984748826e-16,2.3631672422708026e-16,8.764928763832309e-12,9.230053566020362e-11,2.0305667220934178e-22,5.1416371737146654e-17,7.897607413312775e-26,1.2638660945404596e-30
3.2485148403137526e-08,0.6417461126839666,3.76,0.0,0.5807753878437715,0.9999999369292704,7.655068979523438e-11,2.710871450894662e-07,5.744046076346914e-10,0.00016951936367995987,0.00016951965274803713,2.981615864754522e-14,4.650760022655457e-09,6.77441639110652e-11,2.5354965168022637e-11,1.3723649598099109e-11,6.214901031441419e-08,2.507002109194353e-12,1.2292966448738076e-08,3.668187523953557e-08,4.1690604351842384e-08,1.325039171024998e-08,1.1790170492343711e-12,1.7946053035908013e-11,2.757956884112409e-12,2.9773343379217896e-10,1.2460104829260934e-17,1.873503145756127e-18,1.3476327052310733e-11,3.9371642646151734e-15,8.730466530911958e-24,3.9963768544565694e-12,6.303010530140396e-17,3.0316414021451445e-18,7.8482129506038705e-22,1.2824624571161237e-21,1.0410075561518117e-07,1.104524024966423e-10,1.0349828471866828e-07,2.612509639275245e-14,7.806629569105586e-22,4.035918686498794e-16,8.543559233267987e-10,6.013064754284688e-17,1.489632681827261e-22,8.495489259527237e-13,3.5731758028474383e-16,1.9741365648024054e-16,1.7796546470024163e-18,3.096207281803088e-24,2.7828670066765397e-22,3.363702125268041e-10,5.3835215001737315e-20,6.563583193025851e-19,2.1469198955471952e-20,1.1940489897641365e-27,2.6517830185660375e-26,1.2156805180054086e-30,2.9494734978794675e-10,1.6269166421055231e-16,3.2713669316116684e-21,2.4462622993870035e-19,3.707921582009765e-21,1.325956344634541e-12,2.1459602435479683e-10,1.0778173475245043e-17,2.70299262713252e-07,1.8098452498776472e-13,1.8919569345871357e-10,5.985762744860614e-16,2.403994503099744e-16,8.857259827109409e-12,9.25387497120097e-11,2.266172222708759e-22,5.3879338214388235e-17,8.269789135340491e-26,1.4924235956390848e-30
3.3219889423868757e-08,0.641746574492118,3.76,0.0,0.5807715440569524,0.9999999354665741,8.266170217202639e-11,2.772357297604043e-07,6.065837447167312e-10,0.0001733529360243508,0.0001733532345891968,3.049710514987643e-14,4.920600670833886e-09,7.05190339419772e-11,2.6978460850257397e-11,1.4375609479657286e-11,6.356633307766481e-08,2.622076441466054e-12,1.2431437401600627e-08,3.786256848020784e-08,4.315937718693144e-08,1.335890499385296e-08,1.2357493331464152e-12,1.874896203956084e-11,2.9392724805121822e-12,3.1278502947081327e-10,1.356756032014923e-17,2.0845993330181417e-18,1.3689858221915645e-11,4.176315217799476e-15,9.780622458478413e-24,4.139710939321057e-12,6.739862121620929e-17,3.3150905312301033e-18,8.776240165517942e-22,1.4159497066028779e-21,1.0645040921615457e-07,1.1550091407204839e-10,1.058204627409912e-07,2.7865842518354735e-14,8.288060522008665e-22,4.119531141811296e-16,8.756433585290719e-10,6.427949043653731e-17,1.6658873567237153e-22,8.791929089509142e-13,3.75704610139846e-16,2.1286712749385097e-16,1.918155660448372e-18,3.369946739771369e-24,3.0594123728516096e-22,3.505068999677031e-10,5.877321150080122e-20,7.006152914367256e-19,2.349479792045927e-20,1.3351485683141369e-27,2.910623355787634e-26,1.4038131838103832e-30,3.00698494355383e-10,1.7253951447329856e-16,3.644523063054154e-21,2.616186628393616e-19,4.057290840638854e-21,1.3837517425584993e-12,2.1515083718607284e-10,1.1680558810834756e-17,2.764119030904542e-07,1.9046481413528746e-13,1.9098090984390051e-10,6.205650832047183e-16,2.443571310893409e-16,8.944608907604858e-12,9.275980058698189e-11,2.522879273099384e-22,5.639646230066807e-17,8.648710222486333e-26,1.7554892157538378e-30
3.468937146533122e-08,0.641747498104281,3.76,0.0,0.5807638565292368,0.999999932536883,9.589661999847725e-11,2.8953516808599135e-07,6.738579938462694e-10,0.00018102000445549134,0.00018102032222102785,3.185898455912034e-14,5.485880306671072e-09,7.619632291147747e-11,3.041235790325175e-11,1.5723601005148966e-11,6.640215431643373e-08,2.8600121687313508e-12,1.2704552043009122e-08,4.023830884971768e-08,4.6139124727336015e-08,1.3567906055640045e-08,1.3536768771281674e-12,2.0400093435034758e-11,3.3240732748408254e-12,3.4382622442970537e-10,1.5993727708506497e-17,2.5626101008386977e-18,1.4105740868999906e-11,4.680159141319962e-15,1.2179904453890294e-23,4.431145597671202e-12,7.673126701110214e-17,3.9410599493761395e-18,1.0885057103447245e-21,1.714341081615788e-21,1.1114907086337704e-07,1.2593577461944957e-10,1.1046234559269698e-07,3.1574681010949454e-14,9.303145766610335e-22,4.2854686224939413e-16,9.184784086292348e-10,7.313961815526175e-17,2.0689641215375607e-22,9.39100323660594e-13,4.137486336552532e-16,2.4614645164293286e-16,2.216479535289665e-18,3.965915926890973e-24,3.6693700656404595e-22,3.7917698020180924e-10,6.964565184518689e-20,7.948313273693613e-19,2.7974456543683967e-20,1.6572848611909482e-27,3.4849204878241384e-26,1.8547706698491542e-30,3.120947939689183e-10,1.9325283054918718e-16,4.490866130174433e-21,2.977098885877829e-19,4.826646638054667e-21,1.5026758393571877e-12,2.1614377818206665e-10,1.3644379617901725e-17,2.886370613129154e-07,2.1033171666469225e-13,1.9426285257535977e-10,6.642728960968702e-16,2.519119087786888e-16,9.105274269331517e-12,9.315563410047878e-11,3.105051240928668e-22,6.158928438231432e-17,9.426456834514579e-26,2.4024181414961298e-30
3.601190530264743e-08,0.6417483293503677,3.76,0.0,0.5807569378063733,0.9999999298952951,1.090169087039115e-10,3.0060724761153154e-07,7.377368742593566e-10,0.00018792027910856027,0.00018792061438621676,3.308466063661698e-14,6.023990603087482e-09,8.144773995160319e-11,3.371977306368139e-11,1.698783927083043e-11,6.895571993096897e-08,3.0830355706125476e-12,1.2946557823404265e-08,4.239143878644446e-08,4.886786263179078e-08,1.3747707219056151e-08,1.464958228321099e-12,2.1937167711691064e-11,3.696278514782397e-12,3.727998361695317e-10,1.8432135825598283e-17,3.0625970003540607e-18,1.446843704187307e-11,5.163247913937939e-15,1.4715851649257306e-23,4.6987944123036195e-12,8.583339481177699e-17,4.576567145812997e-18,1.3098640635823647e-21,2.0216327668764337e-21,1.1537713051886133e-07,1.3571221385122912e-10,1.1463722211221945e-07,3.518043900680796e-14,1.0277317705078253e-21,4.4333801363426147e-16,9.573265087683773e-10,8.177714794186958e-17,2.4958240504697056e-22,9.936744854051864e-13,4.494134900630891e-16,2.788995169822851e-16,2.510175368817668e-18,4.559953572796731e-24,4.286686762714196e-22,4.053933682014671e-10,8.064263234374276e-20,8.863155023945453e-19,3.253032225519542e-20,1.997690383161162e-27,4.071182148374411e-26,2.3599780668855386e-30,3.2223225559827673e-10,2.130680610715208e-16,5.377937516954019e-21,3.3263879258916783e-19,5.604548004885802e-21,1.6134704347658813e-12,2.169194846044922e-10,1.560260987398467e-17,2.996395639935822e-07,2.292683484803772e-13,1.9691259760884723e-10,7.032084849678791e-16,2.58319962747406e-16,9.235072324231484e-12,9.346549662117062e-11,3.7152700346887494e-22,6.643807833719795e-17,1.0148730659948987e-25,3.149269612745576e-30
3.7334439139963644e-08,0.6417491605917123,3.76,0.0,0.5807500191325669,0.9999999272491308,1.233424358483147e-10,3.1168177433789486e-07,8.047778919039896e-10,0.00019482047140085589,0.00019482082440565052,3.431032211986291e-14,6.590092325129247e-09,8.682972409356689e-11,3.723671338234497e-11,1.8301480602593262e-11,7.151052894458594e-08,3.3144771598207545e-12,1.3185521442632546e-08,4.455735934969061e-08,5.163996662994773e-08,1.392049781117254e-08,1.581180365452987e-12,2.3522000691074926e-11,4.093665221168543e-12,4.027194316573819e-10,2.1127718737090912e-17,3.6358466993038164e-18,1.482133144493294e-11,5.674964275912561e-15,1.7650467489782008e-23,4.971445965501738e-12,9.562753742569512e-17,5.285895530230213e-18,1.5643054576756152e-21,2.3689896111892347e-21,1.1960449319150494e-07,1.4585337401888623e-10,1.1880943046348862e-07,3.9049441787849044e-14,1.131005177945074e-21,4.579973524250795e-16,9.964555007609378e-10,9.106774241453273e-17,2.9910423598381665e-22,1.048821364354025e-12,4.8640427229441e-16,3.14412493715292e-16,2.8287254840153844e-18,5.21121407356599e-24,4.972613871595882e-22,4.3196165871770573e-10,9.287381318023495e-20,9.843440077792422e-19,3.7623736150036193e-20,2.39178886784182e-27,4.7287474613052585e-26,2.9769967316225835e-30,3.322585462326329e-10,2.340084852134238e-16,6.3970302561649895e-21,3.6993441837345297e-19,6.469013343945101e-21,1.727789504486339e-12,2.175981458624085e-10,1.7752172681512444e-17,3.1064193427173225e-07,2.4923148029757234e-13,1.9930032348547063e-10,7.416721398906197e-16,2.643789410145285e-16,9.352101501376414e-12,9.373756446949703e-11,4.4164608088545335e-22,7.14466314289967e-17,1.0891749454691774e-25,4.086358075723167e-30
3.865697297727986e-08,0.6417499918281969,3.76,0.0,0.5807431005075632,0.9999999245984187,1.389311446749223e-10,3.2275874655223416e-07,8.749830673443647e-10,0.00020172058133112512,0.00020172095227473144,3.5535968933751334e-14,7.184340603895413e-09,9.233869209414943e-11,4.096685296794846e-11,1.9665689743385343e-11,7.406657047237296e-08,3.554341114637488e-12,1.3421911420867485e-08,4.673489174082111e-08,5.4454484019647433e-08,1.4087015182830082e-08,1.7024061861890553e-12,2.5154059411814384e-11,4.516852045316747e-12,4.335507151573097e-10,2.4095884966242458e-17,4.289661464148833e-18,1.516547945347609e-11,6.2158392379292115e-15,2.1026730477940626e-23,5.24904076800223e-12,1.0613902392180608e-16,6.074531951543113e-18,1.8550449858736317e-21,2.7597992985188893e-21,1.238311589935611e-07,1.563591806560062e-10,1.2297897217249737e-07,4.3190884792614774e-14,1.2402447857979802e-21,4.725285606938507e-16,1.035865331550148e-09,1.0103508553974978e-16,3.5625618466779334e-22,1.1044962497785311e-12,5.246983098046933e-16,3.5278552265192842e-16,3.173054694377051e-18,5.922148592420442e-24,5.730814168468571e-22,4.588470418556759e-10,1.0642484143136986e-19,1.0891133579157348e-18,4.329579648333119e-20,2.8456748417172377e-27,5.463195071843671e-26,3.7252427992459945e-30,3.421753369248386e-10,2.5608645822536705e-16,7.561735482701133e-21,4.0964218070700524e-19,7.425505038893988e-21,1.8455947104148573e-12,2.1819205038570947e-10,2.0103385654699322e-17,3.2164417211203917e-07,2.702459019433575e-13,2.014494100262277e-10,7.795877179085356e-16,2.701090787355476e-16,9.457491688496562e-12,9.397694404213548e-11,5.218135857195914e-22,7.660878449904798e-17,1.1655190552276407e-25,5.2521939918079515e-30
3.997950681459607e-08,0.6417508230597185,3.76,0.0,0.5807361819311224,0.9999999219431842,1.558410042922371e-10,3.3383816254270865e-07,9.483515108960947e-10,0.00020862060889815048,0.00020862099798956508,3.6761601104239457e-14,7.80687637871531e-09,9.797115898012252e-11,4.491366338149537e-11,2.1081775254519326e-11,7.662383529945309e-08,3.802631580754952e-12,1.3656138946457551e-08,4.89229933574851e-08,5.7310578276814424e-08,1.4247922640777471e-08,1.8286986895923474e-12,2.6832861120400435e-11,4.966441486750463e-12,4.6525993123672084e-10,2.7352268506757302e-17,5.031735555638559e-18,1.5501852314465432e-11,6.786398191600336e-15,2.4890151087879342e-23,5.531528558328661e-12,1.1739319779145554e-16,6.948157303730311e-18,2.1854402155260816e-21,3.1975887009029485e-21,1.2805712803725744e-07,1.672295593089264e-10,1.2714584878437373e-07,4.761396338996583e-14,1.3555593485726154e-21,4.869352711912837e-16,1.0755559480920212e-09,1.1170285633010439e-16,4.21889883999706e-22,1.1606577296430984e-12,5.642737586217615e-16,3.9411707566190076e-16,3.5440714564976425e-18,6.695161357051833e-24,6.56489530007608e-22,4.860178220593648e-10,1.2138378575407179e-19,1.2008174003285327e-18,4.9589160065249123e-20,3.365883015648644e-27,6.280313105568623e-26,4.62663321333475e-30,3.51984271555854e-10,2.793135722933675e-16,8.88644108979474e-21,4.5180621151020475e-19,8.479556034160887e-21,1.966848293923682e-12,2.1871190291965448e-10,2.2666669313324983e-17,3.3264627747917257e-07,2.9233642434488487e-13,2.033816058455331e-10,8.168899827831872e-16,2.7552989581122347e-16,9.552295928040128e-12,9.418804848881627e-11,6.130398147433774e-22,8.191833526976335e-17,1.2438773597328818e-25,6.691200491088865e-30
4.1302040651912285e-08,0.6417516542861867,3.76,0.0,0.5807292634030193,0.999999919283449,1.7412995688477435e-10,3.4492002059849613e-07,1.0248796432064061e-09,0.00021552055410074797,0.00021552096154686394,3.798721867266607e-14,8.457828049966214e-09,1.0372373535160086e-10,4.9080420315185266e-11,2.2551179821415588e-11,7.91823157008527e-08,4.059352676507139e-12,1.3888564786525517e-08,5.1120742973573484e-08,6.020751629508278e-08,1.4403816835685257e-08,1.960120958301858e-12,2.855796970765433e-11,5.443020345157012e-12,4.978139764970094e-10,3.091272251197793e-17,5.870158033793863e-18,1.5831339775926236e-11,7.387161824519441e-15,2.9288792887488504e-23,5.818867171040961e-12,1.2941541985215684e-16,7.912646353744084e-18,2.558988627997523e-21,3.686023728093702e-21,1.322824004347958e-07,1.784644355367345e-10,1.3131006186192298e-07,5.232787307939057e-14,1.4770565855751352e-21,5.012210676830082e-16,1.115527297355595e-09,1.230947288087965e-16,4.969155976078279e-22,1.2172674469688498e-12,6.05109668066496e-16,4.385040203778869e-16,3.942667913341787e-18,7.532610608602978e-24,7.478407203557273e-22,5.134451996956912e-10,1.378410966507706e-19,1.3196473557072418e-18,5.654804602673996e-20,3.9594029116902134e-27,7.186098958931255e-26,5.705800563259728e-30,3.616869677074792e-10,3.0370071710866144e-16,1.0386341393907031e-20,4.964695553183327e-19,9.636763100871668e-21,2.0915130664942136e-12,2.1916703301483007e-10,2.545254077952962e-17,3.436482503377993e-07,3.155278769015515e-13,2.0511705046881208e-10,8.535236853002164e-16,2.80660082282442e-16,9.63749095498151e-12,9.437469264605212e-11,7.163952967104593e-22,8.736909474413242e-17,1.3242256924567156e-25,8.454347161930336e-30
