Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729)
0.002173347394640962,0.7865038045720429,3.76,0.0,1.2423028913285274e-06,0.022041689729353022,0.7636661109226234,0.017258632996554887,6.184635528008575e-05,0.002404988784893518,0.5444822411997071,1.7082353259526583e-12,0.3356956773775764,9.780025410692045e-08,9.096906611876344e-07,0.9183125950737243,2.973474054751408e-05,6.077396116595168e-07,2.0961795162905217e-07,0.0008004850098004586,0.0014387360822381995,2.3357943141737504e-07,4.916366493319039e-06,8.612572768463117e-05,0.0180237071554027,9.153368294896249e-06,2.6897579283987072e-06,9.598973835872639e-07,4.7809411608619064e-12,0.0002803422295441339,1.1342107032576234e-13,1.253076111378648e-06,1.6378856486455262e-06,1.8840740136331257e-07,1.0895983445549473e-09,2.4206943911484444e-12,0.0003380952455496752,6.08873919217612e-05,0.0007576788883857985,0.0008415014453163268,7.277927308996403e-11,2.3811242996469275e-12,0.0011674681671396607,0.00012574952084109625,1.4964626525241142e-07,5.605347579825891e-09,2.1536226246284086e-06,0.010276656256972437,9.131144325158884e-06,2.399063951461704e-13,3.953747683133074e-13,0.13668118127972725,1.1166119314377295e-05,9.405118879305895e-07,0.009664839522063278,1.3591947392063233e-08,3.652262186245173e-17,3.942182055380057e-08,6.512912127282714e-07,8.489925464021095e-07,1.3191014339233219e-05,8.365918291384941e-11,1.2871324302263728e-09,0.00023870339695506603,3.956490733684346e-08,0.00022865829962068746,6.969930391064144e-06,0.0007839982744899754,1.030383090386839e-06,1.6675266326702838e-13,3.2985929832760536e-14,8.955561467786227e-10,3.384567180866615e-08,4.361017528827005e-05,9.11351964321355e-09,6.581041080964708e-11,4.009792259638996e-05
0.0021884813286908267,0.7865073586519931,3.76,0.0,1.230826918349211e-06,0.02175456040050508,0.7637421867043882,0.017223694811459807,6.10255158724827e-05,0.002386608165192683,0.5445902990869108,1.673936447825573e-12,0.3357553076772316,9.681757090843839e-08,8.89753618874528e-07,0.9182722219395947,2.9276564279688177e-05,5.974559490933101e-07,2.0640901779648294e-07,0.0007913885114804401,0.0014329932869111578,2.3000459287969346e-07,4.852429235515319e-06,8.492535883848253e-05,0.01802109934124464,8.941872443538782e-06,2.6640132841212898e-06,9.386982645049576e-07,4.646439359041986e-12,0.00027926189140411767,1.094708227633774e-13,1.2311815125220027e-06,1.6211491188460535e-06,1.8403970388148877e-07,1.0599172061385596e-09,2.333763980467289e-12,0.0003353741122319877,5.9473744184538474e-05,0.0007497164525542962,0.0008387951832323344,7.21741245845266e-11,2.3312774757941086e-12,0.0011679454505582265,0.00012417103522094732,1.4691367340211951e-07,5.461961226080376e-09,2.1243363353171485e-06,0.010253235180331572,9.007211673799884e-06,2.339094921503827e-13,3.846960658331311e-13,0.13695341898656646,1.1018180433707531e-05,9.280574561936872e-07,0.00963611150472241,1.355154175487753e-08,3.521104803350189e-17,3.8692901808399496e-08,6.385326159232092e-07,8.37431658427487e-07,1.3002857649781149e-05,8.24492059410344e-11,1.2719178614884855e-09,0.00023629065760873895,3.873701143018271e-08,0.00022810768050274038,6.902002901528888e-06,0.0007714092588686058,1.0148954403857036e-06,1.6210575081316655e-13,3.206671931693249e-14,8.709956859706737e-10,3.344787776799152e-08,4.363385343331435e-05,8.876797151581051e-09,6.584583532964107e-11,4.0116185363986815e-05
0.0022036152627406915,0.7865108136578381,3.76,0.0,1.219529955034996e-06,0.021474474658717484,0.7638135159973611,0.017190026278276444,6.022349190178523e-05,0.002368608875030755,0.5446962881319216,1.6407341367860854e-12,0.33581538490600754,9.586529462870001e-08,8.704921387771935e-07,0.918230709629882,2.8830115258326405e-05,5.874676908112852e-07,2.0329747109111926e-07,0.0007824702153273379,0.0014274759576417989,2.2653822755327326e-07,4.789952452761157e-06,8.375765432164552e-05,0.018018671162525167,8.737213047979101e-06,2.6387813353026476e-06,9.181983232498629e-07,4.5174892332926746e-12,0.0002782037085487161,1.057010158238865e-13,1.2100031407261751e-06,1.6047694020815697e-06,1.798220856719669e-07,1.0314267012240292e-09,2.250912977346631e-12,0.00033270873596312657,5.810999852571068e-05,0.0007419184001616879,0.0008361757079179792,7.158640915084146e-11,2.283012687207111e-12,0.0011684951294146486,0.00012263048686356494,1.4426024831036277e-07,5.323681982919449e-09,2.095725520612835e-06,0.010230247030679871,8.886132664279858e-06,2.281142695437042e-13,3.744424895165244e-13,0.13722147546603286,1.0873548839815435e-05,9.158810547195783e-07,0.009607775919594662,1.351168809806351e-08,3.3961022664760455e-17,3.7985082468282064e-08,6.26148047489775e-07,8.26136630549781e-07,1.2818977576061235e-05,8.127711205390651e-11,1.257042762533599e-09,0.00023392869898499792,3.793388141139977e-08,0.00022756648780007264,6.833941173135168e-06,0.0007589415006808057,9.997322592088253e-07,1.576270551049285e-13,3.1180783559748363e-14,8.473202739936218e-10,3.3058032119744314e-08,4.365878863737462e-05,8.647825352983459e-09,6.588316755395366e-11,4.013571420003524e-05
0.0022187491967905564,0.7865141744322991,3.76,0.0,1.208403890610397e-06,0.02120119045057181,0.7638803001100826,0.017157579063868233,5.9439719245497204e-05,0.002350978087345159,0.5448002750356198,1.6085845081628297e-12,0.335875872768155,9.494225041772064e-08,8.518764849296676e-07,0.9181881304373268,2.8394980491538573e-05,5.77763004766891e-07,2.0027913374391282e-07,0.0007737257874403527,0.001422173991344585,2.2317568287948063e-07,4.728891235331194e-06,8.262132960843407e-05,0.0180164140163379,8.539116953596153e-06,2.6140466709950905e-06,8.983674057152825e-07,4.393796225051129e-12,0.0002771668393189169,1.0210158079421238e-13,1.1895085640745469e-06,1.5887350362235906e-06,1.7574783410689633e-07,1.0040653248477076e-09,2.171908073991511e-12,0.00033009691033338565,5.679380264198627e-05,0.0007342799443337719,0.0008336379829186943,7.10154330694424e-11,2.2362644128314584e-12,0.0011691121615807802,0.00012112636630649853,1.416830439738466e-07,5.190280373816854e-09,2.0677696396895822e-06,0.01020767796839601,8.767820708128122e-06,2.225125353926771e-13,3.6459222409213796e-13,0.13748545916668015,1.0732127884070112e-05,9.039745752015343e-07,0.00957982551449983,1.347237622106738e-08,3.276902570893948e-17,3.729758273727691e-08,6.141232821229332e-07,8.15099408492886e-07,1.2639247394729247e-05,8.014119440539192e-11,1.2424965000972733e-09,0.00023161586892611345,3.71545980837517e-08,0.00022703442060311807,6.76577441898271e-06,0.0007465971528829141,9.84885927056344e-07,1.5330927987353036e-13,3.0326679307346286e-14,8.244916040475337e-10,3.2675936139385016e-08,4.3684905850874546e-05,8.426314870092066e-09,6.592229374291215e-11,4.015643536261576e-05
0.0022338831308404213,0.7865174455508761,3.76,0.0,1.1974411720289614e-06,0.020934476104967164,0.7639427308243912,0.017126307023262205,5.867365205088941e-05,0.002333703551755793,0.5449023236448096,1.5774456530907436e-12,0.3359367369932401,9.404731376569168e-08,8.338784671644347e-07,0.9181445524889017,2.797076501236031e-05,5.68330653944236e-07,1.9735004850625078e-07,0.0007651509815765726,0.0014170778238081062,2.199125518425813e-07,4.669202246686318e-06,8.151516203479285e-05,0.018014319717435813,8.34732341813761e-06,2.589794456147878e-06,8.791769319869744e-07,4.275084471794369e-12,0.0002761504873574052,9.866310491051211e-14,1.1696671504937019e-06,1.5730350217798161e-06,1.7181059898602446e-07,9.777753731076185e-10,2.0965315155079775e-12,0.0003275365349379563,5.5522937829356696e-05,0.0007267964619032902,0.000831177236690866,7.046053530395932e-11,2.1909703741540217e-12,0.0011697917678836784,0.00011965723838706003,1.3917924008635194e-07,5.0615391154447884e-09,2.0404488394538667e-06,0.010185514716227171,8.652192103427368e-06,2.1709646910941342e-13,3.5512479473308886e-13,0.1377454748418392,1.0593823956665116e-05,8.923301633159933e-07,0.009552253164732372,1.343359610257798e-08,3.1631771773833566e-17,3.662965560596154e-08,6.024447335009505e-07,8.043122060602103e-07,1.2463544674845304e-05,7.903984184113318e-11,1.2282688435990818e-09,0.00022935058531787874,3.6398280318198325e-08,0.00022651119026418986,6.697531678133816e-06,0.0007343782059788998,9.703489432203334e-07,1.491454850798146e-13,2.950303377033998e-14,8.024732369685254e-10,3.230139552821297e-08,4.371213436577227e-05,8.21198721077081e-09,6.59631067339698e-11,4.0178279351560256e-05
0.002249017064890286,0.7865206313384382,3.76,0.0,1.1866347676630707e-06,0.020674109816540217,0.7640009909009189,0.017096166086341413,5.792476229914494e-05,0.0023167735632066352,0.5450024950983807,1.5472775491606032e-12,0.3359979452181362,9.317940842722407e-08,8.164713522889628e-07,0.9181000400049776,2.7557090971736506e-05,5.591599611332381e-07,1.9450646530244206e-07,0.0007567416414355937,0.0014121783962401512,2.167446581097518e-07,4.610843673125911e-06,8.043798741481895e-05,0.018012380476966353,8.161583522628644e-06,2.5660104083163818e-06,8.605998018758181e-07,4.1610954498692246e-12,0.0002751538986590256,9.537678306384867e-14,1.1504499526664919e-06,1.5576588009155685e-06,1.6800437007298932e-07,9.52502674748242e-10,2.0245799303205463e-12,0.00032502561010889976,5.429531046410908e-05,0.0007194634879773312,0.0008287889480435289,6.992108583910203e-11,2.147071355262206e-12,0.0011705294183019558,0.00011822173829116771,1.3674613653239887e-07,4.937252387391024e-09,2.013743936015403e-06,0.01016374453291361,8.539165958246681e-06,2.1185860431583703e-13,3.460209729094826e-13,0.1380016236929797,1.0458546418389154e-05,8.809402131026095e-07,0.00952505187456364,1.3395337902647446e-08,3.0546192476176813e-17,3.59805854633305e-08,5.910994229330248e-07,7.937674980341119e-07,1.2291751138485102e-05,7.797153263937009e-11,1.2143499488057436e-09,0.00022713133252151395,3.56640835063124e-08,0.00022599651981822713,6.6292417456565235e-06,0.0007222864930983037,9.561139328494163e-07,1.4512906867059644e-13,2.870854101502277e-14,7.812305057037788e-10,3.193422047410835e-08,4.37404075387568e-05,8.004574480917745e-09,6.600550552253763e-11,4.020118064037029e-05
0.002264150998940151,0.7865237358845593,3.76,0.0,1.1759781332924127e-06,0.02041987915703363,0.7640552545556275,0.01706711415087648,5.719253935455007e-05,0.002300176932536476,0.5451008479651192,1.5180419742786292e-12,0.33605946687607585,9.233750440208277e-08,7.996297806063443e-07,0.9180546535411208,2.715359678071774e-05,5.502407761265921e-07,1.917448287741654e-07,0.0007484937023324742,0.001407467124160711,2.136680421640041e-07,4.553775173904338e-06,7.938869685845978e-05,0.01801058888228879,7.981659607342601e-06,2.5426807762217646e-06,8.426103063895145e-07,4.051586726705748e-12,0.00027417635883370017,9.223437348083569e-14,1.1318296011583782e-06,1.5425962380095337e-06,1.6432345613076799e-07,9.281963438669342e-10,1.9558632564641188e-12,0.0003225622319216902,5.310894406187405e-05,0.0007122767106178206,0.0008264688324815979,6.939648410333091e-11,2.1045110335862087e-12,0.0011713208189958674,0.00011681856782060163,1.3438114807943043e-07,4.817225149708074e-09,1.9876363958515517e-06,0.010142355188112549,8.428664112626203e-06,2.067918124112435e-13,3.372626895798652e-13,0.13825400350772005,1.032620752965518e-05,8.697973611047958e-07,0.009498214778218456,1.3357591964071642e-08,2.9509420242026504e-17,3.534968675419768e-08,5.800749495648346e-07,7.834580129412934e-07,1.2123752525701064e-05,7.693482871365537e-11,1.2007303421202479e-09,0.00022495665801416977,3.495119808818965e-08,0.0002254901434325971,6.560933109844482e-06,0.0007103236949928771,9.421736548351388e-07,1.4125374904115643e-13,2.79419584942793e-14,7.607304234764576e-10,3.1574225688216345e-08,4.376966253304682e-05,7.803819079285783e-09,6.604939487097673e-11,4.0225077426021034e-05
0.002279284932990016,0.7865267630577505,3.76,0.0,1.1654651802492987e-06,0.020171580613076386,0.7641056879091084,0.01703911098153731,5.647648950226831e-05,0.0022839029588481805,0.5451974383736835,1.4897024236587943e-12,0.3361212730923372,9.152061596511646e-08,7.83329687481381e-07,0.9180084502137752,2.6759936297367927e-05,5.415634450373067e-07,1.8906176665073108e-07,0.0007404031923256661,0.0014029358684568998,2.106789483563962e-07,4.497957831990722e-06,7.83662337811646e-05,0.01800893787782678,7.807324733124222e-06,2.5197923179177415e-06,8.251840458281418e-07,3.946330812747282e-12,0.0002732171905678559,8.922815680361962e-14,1.113780205176665e-06,1.52783760049738e-06,1.6076246549957533e-07,9.048085518786849e-10,1.890203754859938e-12,0.0003201445874624761,5.196197187811749e-05,0.0007052319656492009,0.0008242128293853265,6.888615747471684e-11,2.0632358206393906e-12,0.0011721619001105225,0.00011544649186863975,1.3208179927667187e-07,4.7012725042603245e-09,1.9621083167857636e-06,0.010121334938562954,8.320611059634512e-06,2.0188928685768903e-13,3.288329550841969e-13,0.13850270879257348,1.0196722377348528e-05,8.588944803186886e-07,0.009471735140390177,1.3320348813120692e-08,2.851877341957097e-17,3.4736302682992237e-08,5.69359462068713e-07,7.733767257323183e-07,1.195943845854988e-05,7.592837024077593e-11,1.1874009054903854e-09,0.00022282516922590177,3.425884812709869e-08,0.0002249918058846221,6.492633893624024e-06,0.0006984913449524585,9.285210084647941e-07,1.375135484493178e-13,2.7202103766955762e-14,7.40941596936912e-10,3.122123041998151e-08,4.3799840078138806e-05,7.609473387454827e-09,6.609468494475757e-11,4.0249911395139066e-05
0.0022944188670398808,0.7865297165187681,3.76,0.0,1.1550902455804565e-06,0.01992901914900568,0.7641524494101186,0.017012118114572948,5.577613547868245e-05,0.0022679414035665776,0.5452923201351807,1.4622240301158214e-12,0.33618333658623567,9.072779976199275e-08,7.675482296570079e-07,0.9179614839108966,2.637577805893212e-05,5.331187815681135e-07,1.8645407889220397e-07,0.0007324662328826221,0.0013985769084400176,2.0777381281858786e-07,4.44335410563238e-06,7.736959109414795e-05,0.018007420746912507,7.638362166935739e-06,2.4973322794569896e-06,8.082978531873274e-07,3.845114104492973e-12,0.0002722757512643118,8.635089855318007e-14,1.09627726030538e-06,1.5133735403811478e-06,1.5731628798526702e-07,8.822943169777367e-10,1.8274351048514605e-12,0.0003177709503460427,5.0852630017229975e-05,0.0006983252315755018,0.0008220170899729206,6.838955985634884e-11,2.023194712128365e-12,0.0011730488043007411,0.00011410433509211091,1.2984571955570951e-07,4.589219096973378e-09,1.9371424089293774e-06,0.010100672505438363,8.214933866142722e-06,1.9714452803818844e-13,3.2071578518075693e-13,0.13874783090055692,1.0070008800037256e-05,8.482246739973491e-07,0.009445606356347131,1.32835991596942e-08,2.7571742633008704e-17,3.4139803964042654e-08,5.589416317501394e-07,7.635168504348721e-07,1.179870230745599e-05,7.495087067897803e-11,1.1743528619039616e-09,0.00022073553056302841,3.358628986571963e-08,0.00022450126206560717,6.424371801269641e-06,0.0006867908336390596,9.151490344289818e-07,1.3390277755978134e-13,2.6487851440642935e-14,7.21834145219645e-10,3.087505845372379e-08,4.383088424596658e-05,7.421299462148999e-09,6.614129097345396e-11,4.027562750586593e-05
0.0023095528010897456,0.7865325997330473,3.76,0.0,1.1448480640925901e-06,0.01969200779337364,0.7641956902348328,0.016986098767833975,5.5091015997825696e-05,0.002252282466078162,0.5453855448587764,1.4355734875327985e-12,0.33624563157909054,8.9958152966495e-08,7.52263716030576e-07,0.9179138054885515,2.6000804558500096e-05,5.248980402032522e-07,1.8391872754977527e-07,0.0007246790391332911,0.0013943829167601433,2.0494925217384386e-07,4.389927780837503e-06,7.639780856153632e-05,0.018006031094578094,7.474564890116865e-06,2.475288376305897e-06,7.919297216304415e-07,3.747735910956358e-12,0.0002713514308469536,8.359581470146307e-14,1.079297562613809e-06,1.4991950776384956e-06,1.5398007782093347e-07,8.606113096619216e-10,1.7674015745601613e-12,0.0003154396764663362,4.9779251013406565e-05,0.0006915526246045597,0.0008198779659962305,6.790617032052891e-11,1.984339146917997e-12,0.0011739778759297075,0.00011279097876752754,1.2767063852039437e-07,4.480898559024351e-09,1.9127219756667387e-06,0.010080357052832781,8.111562093667542e-06,1.9255132871037047e-13,3.128961327240141e-13,0.1389894581538068,9.945987312261493e-06,8.377812693705549e-07,0.009419821951676175,1.3247333896965445e-08,2.6665978265264113e-17,3.355958761798909e-08,5.488106270145002e-07,7.538718328132944e-07,1.164144106473078e-05,7.400111214496062e-11,1.1615777614358817e-09,0.00021868646060549025,3.293281035803888e-08,0.00022401827651007312,6.356174072735478e-06,0.0006752234138350789,9.020509174912568e-07,1.3041602045952132e-13,2.5798130207319112e-14,7.033796214453866e-10,3.0535538089540853e-08,4.386274224148073e-05,7.239068712481702e-09,6.618913293357312e-11,4.030217378466117e-05
0.0023246867351396105,0.7865354159822663,3.76,0.0,1.1347337421655203e-06,0.019460367247809425,0.7642355546633001,0.016961017755816224,5.442068527574472e-05,0.002236916760844534,0.5454771620607837,1.409718977502302e-12,0.33630813370774526,8.921081149839918e-08,7.374555425828169e-07,0.9178654629544893,2.563471156059665e-05,5.168928912078139e-07,1.8145282728530114e-07,0.0007170379197274521,0.001390346936039018,2.0220205298183647e-07,4.337643924697658e-06,7.544997031214392e-05,0.01800476283124761,7.3157351301426745e-06,2.453648774914125e-06,7.760587373547683e-07,3.654007556310134e-12,0.00027044364972648717,8.095653975359484e-14,1.0628191286905258e-06,1.4852935841650272e-06,1.5074923786962753e-07,8.397196730792041e-10,1.7099572555085957e-12,0.00031314919996134737,4.8740257846120355e-05,0.0006849103938272352,0.0008177919991188958,6.743549183111389e-11,1.946622874306583e-12,0.0011749456508962565,0.00011150535782040004,1.2555438143544687e-07,4.3761529842029395e-09,1.8888308946954059e-06,0.010060378167323225,8.010427719339926e-06,1.881037601993431e-13,3.0535982451412795e-13,0.1392276759613138,9.824581028287254e-06,8.275578113122264e-07,0.00939437558170782,1.3211544100577165e-08,2.57992789103287e-17,3.299507581418953e-08,5.389560891207462e-07,7.444353430396121e-07,1.148755521985352e-05,7.3077941123268e-11,1.1490674678719006e-09,0.00021667672946488266,3.229772623936566e-08,0.00022354262294892787,6.28806744227741e-06,0.0006637902051061177,8.892199949989787e-07,1.2704812004765163e-13,2.5131919953519676e-14,6.855509361982838e-10,3.02025021093915e-08,4.389536420710688e-05,7.0625615661157044e-09,6.623813525240431e-11,4.03295011367302e-05
0.0023398206691894754,0.7865381683751103,3.76,0.0,1.1247427332011325e-06,0.019233925516908994,0.7642721804345358,0.016936841409437107,5.376471255572209e-05,0.0022218352958892082,0.5455672192676364,1.384630099162863e-12,0.33637081994327006,8.848494831023444e-08,7.231041312263476e-07,0.9178165016396511,2.527720745151898e-05,5.090953972045631e-07,1.7905363650949658e-07,0.0007095392763884989,0.001386462357080288,1.9952916187215572e-07,4.286468839803233e-06,7.452520249703036e-05,0.01800361015728112,7.161683915289042e-06,2.432402072774231e-06,7.606650177009956e-07,3.563751552039328e-12,0.0002695518569119618,7.842709731621836e-14,1.0468211212329658e-06,1.4716607672370391e-06,1.4761940503527393e-07,8.19581856981722e-10,1.6549653577093337e-12,0.00031089802938638036,4.773415835800909e-05,0.0006783949165475022,0.0008157559109275846,6.697705003302525e-11,1.9100018291051665e-12,0.0011759488470454709,0.00011024645801833988,1.2349486491483642e-07,4.274832439132822e-09,1.8654535992885391e-06,0.010040725838553852,7.911465057712207e-06,1.837961592113738e-13,2.980935029022563e-13,0.13946256693194148,9.705715585650052e-06,8.175480559846674e-07,0.009369261030665762,1.3176221027449156e-08,2.4969580737915507e-17,3.2445714759899204e-08,5.293681091653558e-07,7.352012684420672e-07,1.133694863399865e-05,7.218026448133275e-11,1.1368141459049837e-09,0.00021470515629193514,3.1680382429410234e-08,0.0002230740838853344,6.220078098801415e-06,0.0006524921983825457,8.766497555645024e-07,1.2379416500379276e-13,2.448824918313461e-14,6.683222892854431e-10,2.987578773095804e-08,4.392870304133381e-05,6.891567165391672e-09,6.628822653324291e-11,4.0357563168772555e-05
0.0023549546032393402,0.7865408598573851,3.76,0.0,1.114870814582189e-06,0.019012517557880276,0.7643056990815157,0.01691353750025512,5.3122681638822566e-05,0.0022070294525689104,0.5456557621131198,1.3602778020283015e-12,0.3364336685146558,8.777977173623728e-08,7.091908723611275e-07,0.9177669643584688,2.4928012625468822e-05,5.014979911850106e-07,1.7671854910367446e-07,0.0007021796032652939,0.0013827228985339238,1.969276763274418e-07,4.236370020141903e-06,7.362267108597272e-05,0.01800256754832902,7.0122306490137805e-06,2.4115372815007254e-06,7.457296517900489e-07,3.4768008326846904e-12,0.00026867552824353356,7.600187323082308e-14,1.0312837797495908e-06,1.4582886548833558e-06,1.4458643641113692e-07,8.001624641000852e-10,1.6022975652159697e-12,0.0003086847440873113,4.675954004795771e-05,0.0006720026936895496,0.000813766593531581,6.653039209295351e-11,1.87443401406567e-12,0.001176984355117899,0.00010901331331977427,1.2149009278488934e-07,4.1767945044129405e-09,1.8425750599570373e-06,0.01002139044079017,7.814610684172066e-06,1.7962311510081594e-13,2.910845717371066e-13,0.13969421098296747,9.58931906920709e-06,8.077459645215421e-07,0.009344472210576396,1.3141356114247969e-08,2.4174947770331363e-17,3.1910973635077975e-08,5.2003720624828e-07,7.261637064021012e-07,1.1189528421590333e-05,7.130704576141563e-11,1.1248102488064074e-09,0.00021277060692510524,3.108015076974257e-08,0.00022261245019201817,6.152231652574191e-06,0.0006413302604564724,8.643338288919759e-07,1.206494778031225e-13,2.3866192646192168e-14,6.516691069271306e-10,2.9555236553668835e-08,4.396271422938794e-05,6.72588307352513e-09,6.633933929890515e-11,4.038631602335859e-05
0.002370088537289205,0.7865434932214466,3.76,0.0,1.1051140660738393e-06,0.018795984948933125,0.7643362362472254,0.01689107516885655,5.249419041865686e-05,0.0021924909665447683,0.5457428344302019,1.3366343218359205e-12,0.33649665883719515,8.70945239046326e-08,6.956980708763578e-07,0.9177168915586921,2.4586858906566328e-05,4.940934559501664e-07,1.7444508666493602e-07,0.0006949554859939284,0.0013791225879202654,1.9439483604923993e-07,4.187316107921568e-06,7.274157979297928e-05,0.01800162974146192,6.867202704485585e-06,2.391043812674012e-06,7.312346444219706e-07,3.392998050064148e-12,0.00026781416474714844,7.367559065196367e-14,1.0161883559061447e-06,1.4451695831395638e-06,1.4164639623738911e-07,7.814281078692775e-10,1.5518334409290793e-12,0.0003065079907528801,4.5815065213907524e-05,0.0006657303453406839,0.0008118211007131761,6.609508560412537e-11,1.8398793891671963e-12,0.001178049230203929,0.00010780500336930032,1.195381521205935e-07,4.081903845229158e-09,1.8201807663035578e-06,0.010002362715397081,7.71980335909327e-06,1.755794577722458e-13,2.8432114628645105e-13,0.13992268544422604,9.475321935879842e-06,7.981456967620314e-07,0.009320003159968,1.3106940975560357e-08,2.34135629024242e-17,3.139034356957093e-08,5.109543067466132e-07,7.173169573193601e-07,1.1045204838339172e-05,7.045730173047963e-11,1.1130485065814674e-09,0.00021087199167236094,3.0496428995346624e-08,0.0002221575207289837,6.084553109149832e-06,0.00063030513838809,8.522659975723805e-07,1.176096015150818e-13,2.3264868726752174e-14,6.355679725539623e-10,2.9240694495409297e-08,4.3997355683502595e-05,6.565314922614097e-09,6.63914097498041e-11,4.041571822451747e-05
0.00238522247133907,0.7865460711149088,3.76,0.0,1.0954688495964354e-06,0.01858417557549844,0.7643639119829284,0.016869424857213627,5.187885041745706e-05,0.002178211909872993,0.5458284783377776,1.3136731194440798e-12,0.3365597714450188,8.642847921958498e-08,6.826088953901306e-07,0.9176663214614691,2.425348900148539e-05,4.868749049193752e-07,1.722308912292149e-07,0.000687863600440688,0.0013756557439137634,1.9192801485582935e-07,4.139276850966651e-06,7.188116811828969e-05,0.018000791722031707,6.726435041469342e-06,2.3709114597208147e-06,7.171628659378449e-07,3.3121949210968746e-12,0.00026696729112249255,7.144328670917662e-14,1.0015170532014206e-06,1.432296181513049e-06,1.3879554410342419e-07,7.633472806595859e-10,1.5034598717526804e-12,0.00030436648013514256,4.489946642021721e-05,0.000659574606548066,0.0008099166395953126,6.567071756371385e-11,1.8062997673322263e-12,0.0011791406836793097,0.00010662065112870973,1.176372094754986e-07,3.990031808918856e-09,1.7982567089829687e-06,0.009983633754196083,7.6269839523493395e-06,1.7166024630968288e-13,2.77792006877387e-13,0.14014806515785097,9.36365693959391e-06,7.887416049945954e-07,0.009295848042391306,1.3072967401814995e-08,2.268371953036467e-17,3.0883336662866e-08,5.021107246330256e-07,7.086555176104992e-07,1.0903891166669385e-05,6.963009917573688e-11,1.1015219147275053e-09,0.0002090082632159023,2.9928639826659036e-08,0.00022170910198077457,6.017066842849245e-06,0.0006194174638270998,8.404402134426143e-07,1.1467028743603216e-13,2.2683436998011068e-14,6.199965620710216e-10,2.8932011717473968e-08,4.403258759475424e-05,6.40967608115824e-09,6.644437753953785e-11,4.044573053367916e-05
0.002400356405388935,0.7865485960488736,3.76,0.0,1.0859317902269023e-06,0.018376943333017093,0.7643888410297381,0.016848558244802494,5.1276286333741915e-05,0.002164184674147704,0.545912734322647,1.2913688223430209e-12,0.33662298792767503,8.57809428997542e-08,6.699073305452191e-07,0.9176152901924144,2.3927655978410154e-05,4.798357641145573e-07,1.7007371848400596e-07,0.0006809007114589035,0.0013723169597749602,1.8952471312521957e-07,4.092223062206359e-06,7.104070950261387e-05,0.018000048711218818,6.5897698409574715e-06,2.351130379860137e-06,7.03498004786066e-07,3.2342516243617037e-12,0.00026613445432888306,6.930029128303983e-14,9.872529707423385e-07,1.4196613586380281e-06,1.360303238628305e-07,7.458902317511346e-10,1.4570705623895485e-12,0.0003022589839427379,4.401154226562781e-05,0.0006535323231790143,0.0008080505627895619,6.525689339274587e-11,1.773658716265012e-12,0.0011802560755830242,0.0001054594206362122,1.1578550728269981e-07,3.901056047663038e-09,1.776789362410072e-06,0.009965194983652918,7.536095370913978e-06,1.6786075799041233e-13,2.714865559358237e-13,0.14037042257399954,9.254259057326814e-06,7.795282277944112e-07,0.009272001144789483,1.3039427356992179e-08,2.198381391432885e-17,3.038948504935196e-08,4.934981428168827e-07,7.001740729933938e-07,1.0765503603803637e-05,6.882455191704846e-11,1.0902237234315013e-09,0.00020717841463074066,2.9376229467568475e-08,0.00022126700771203807,5.949796570737801e-06,0.0006086677572549238,8.288505635387405e-07,1.1182748721440471e-13,2.2121096665692388e-14,6.049336026439426e-10,2.862904254771821e-08,4.406837229741758e-05,6.258787455437076e-09,6.649818556936295e-11,4.04763158147849e-05
