Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725)
0.03865719289848744,0.10585536026289338,3.76,0.0,0.4795280586004946,0.9125718227776114,0.13607547611028445,0.0018113222770005455,5.366814118349047e-07,0.038959983937330245,0.04640026812225372,4.549841927167822e-17,0.001287723278524606,1.9900474382073686e-13,2.6538824422433996e-08,0.010712440266580194,0.0009529031724700627,0.009592534691810551,7.176327319328598e-07,2.449012533002155e-08,0.13432647905810696,2.5474608436817056e-07,1.2304151508595266e-08,0.0023950781760763264,4.371838505360343e-05,8.089317185828268e-09,3.840255552404025e-09,2.8790960984517575e-06,1.3543637279857294e-06,0.00025923491308157054,2.7042098344672894e-09,0.0024211662352513516,2.1652398851873217e-09,1.7068615467690687e-05,2.0533493041515147e-06,5.261085093089216e-06,5.364926317321441e-08,0.0011070342667494663,2.5523952483125954e-06,3.1120098281334035e-07,1.479243935666327e-14,3.425826540987757e-11,6.611448402029776e-06,4.420258283156301e-10,3.731621765226756e-15,1.7982104405679662e-08,4.3305140670931225e-12,6.18507450820199e-07,1.1623585709755613e-11,1.4486483255265884e-17,2.985027033424024e-14,0.0003769790478953934,3.1512125326583743e-12,1.775574106597425e-13,6.211433994027634e-07,5.581736606404459e-16,1.7782651978002623e-12,1.9344479709135757e-16,9.067913408713135e-08,5.892820835438693e-12,1.3885019038726878e-10,5.954716512334977e-09,3.181853829509249e-12,4.59105965481736e-05,2.673372210848826e-13,2.4788677973419204e-08,6.283021096246275e-11,2.782266686478741e-11,1.0308397722344501e-11,6.99094066645372e-14,1.263701625040601e-15,1.1349018414772863e-11,5.826630439001685e-13,4.253969302850101e-08,8.30999158881602e-18,3.904905076026032e-17,1.6263475178919017e-09,5.31007954333434e-18,3.333029905034817e-12,4.006605932933064e-11
0.038748194088911864,0.10587062158449458,3.76,0.0,0.478134568048783,0.9117016197876368,0.1373710413992648,0.001843613508592049,5.42362914617052e-07,0.03899885047084375,0.04655010105902653,4.5555293864130495e-17,0.0013025249751840353,1.9956137664780873e-13,2.6897562101408677e-08,0.010878621463434067,0.0009570177590403618,0.009671631414340583,7.252608244231376e-07,2.4834274240986022e-08,0.13550221831575943,2.5793538756182244e-07,1.2426239591252016e-08,0.002418004956138074,4.419151042786311e-05,8.250988058730125e-09,3.917721187682358e-09,2.9374568509163086e-06,1.3672681745227989e-06,0.0002656928734050158,2.7559972889183357e-09,0.002466744006190867,2.2074674428101114e-09,1.7393180224066893e-05,2.113572280668734e-06,5.355241924321298e-06,5.47235890332235e-08,0.0011285883564061496,2.599038243849341e-06,3.1636343536056475e-07,1.5161695082789203e-14,3.465157387011045e-11,6.8013071528762455e-06,4.5183972683143767e-10,3.82724555802068e-15,1.8386233151544602e-08,4.375635115942024e-12,6.247135743430348e-07,1.1802619967762776e-11,1.490382968953391e-17,3.0709162870495856e-14,0.0003844600878213573,3.210391504593267e-12,1.814965833702813e-13,6.319342475376405e-07,5.678708493332776e-16,1.8100905338500796e-12,2.0039750135035003e-16,9.167342236560258e-08,5.948051302690515e-12,1.4364664432031966e-10,6.115725853991771e-09,3.280336409317286e-12,4.63657318383739e-05,2.748338828342344e-13,2.5115940781081505e-08,6.369645986200014e-11,2.8040853890653472e-11,1.0578298664548015e-11,7.166150148008249e-14,1.2953729656509596e-15,1.1557977756144777e-11,5.914839661689533e-13,4.3792663049973484e-08,8.669573854089214e-18,4.0199213858683184e-17,1.6765032627220624e-09,5.380236421226419e-18,3.431449758710823e-12,4.134569448904541e-11
0.03883919527933629,0.10588600476087247,3.76,0.0,0.47673089189678824,0.9108230923470605,0.1386772984621299,0.0018764379300157707,5.481145883869344e-07,0.03903711272379383,0.04670111165195144,4.5611774515462586e-17,0.0013174909258247146,2.0012039543089995e-13,2.726221596058051e-08,0.011047503065579382,0.000961149270806832,0.009751345428795978,7.329747577793704e-07,2.5183769408432714e-08,0.13668569108402787,2.6116679671372444e-07,1.2549700987937156e-08,0.0024411926412429242,4.466944253047498e-05,8.415990354103598e-09,3.9967910551713675e-09,2.997012339377098e-06,1.3802890888355812e-06,0.0002723129159986194,2.808756101180595e-09,0.0025131618280872115,2.2505451703600796e-09,1.7724027497190456e-05,2.1755227148641826e-06,5.451057003625674e-06,5.581992459412106e-08,0.001150559169510585,2.6465372131921547e-06,3.217084157534556e-07,1.5540241382096417e-14,3.504944167486917e-11,6.997021590903909e-06,4.6200663902509963e-10,3.925465285517628e-15,1.8799428868013182e-08,4.4212433543475625e-12,6.309729219551802e-07,1.1984355533973048e-11,1.5333083923431003e-17,3.15925145716898e-14,0.00039208813879159477,3.270659381041601e-12,1.855380915757018e-13,6.429062087295914e-07,5.777307907229435e-16,1.842476363514635e-12,2.0760086515006528e-16,9.268044028048329e-08,6.0039135806245e-12,1.486138744740997e-10,6.280972670091354e-09,3.3819043127647487e-12,4.682628588001239e-05,2.825456178988333e-13,2.5449708479662885e-08,6.458631782644855e-11,2.8269276142587444e-11,1.0855488723279444e-11,7.345819486349545e-14,1.3278504818756542e-15,1.1770781453803377e-11,6.00464284333822e-13,4.5081466266759886e-08,9.045361371768235e-18,4.138227032092783e-17,1.728195144935031e-09,5.451789753929081e-18,3.5327642898539517e-12,4.2666744492773754e-11
0.03893019646976072,0.10590151099544809,3.76,0.0,0.475316960806692,0.9099361508486574,0.13999433110379167,0.0019098037928418146,5.539375049724467e-07,0.03907476533914363,0.04685332652579625,4.566786333755557e-17,0.0013326228363207244,2.0068185553643875e-13,2.7632910839143184e-08,0.011219133418846915,0.0009652977537929616,0.009831680979425063,7.407755552714699e-07,2.5538703294306126e-08,0.1378769157847947,2.6444090896148347e-07,1.2674555351697317e-08,0.0024646454299594722,4.515223333141648e-05,8.58439708818388e-09,4.077500412955467e-09,3.05778781728166e-06,1.393427283270063e-06,0.0002790991900080773,2.8625042215128734e-09,0.002560435279895183,2.2944913568876385e-09,1.8061285160664357e-05,2.239249744772397e-06,5.548559571490725e-06,5.693874783467418e-08,0.0011729549703024455,2.694908446968865e-06,3.272430206152928e-07,1.5928316847718945e-14,3.545192643906189e-11,7.198785819591508e-06,4.725415862387938e-10,4.026356909531124e-15,1.922189769114107e-08,4.467347791896785e-12,6.372862268890716e-07,1.2168840918341097e-11,1.577458618574526e-17,3.250102234945384e-14,0.00039986620035978776,3.3320383029341286e-12,1.896854107177151e-13,6.540624249760193e-07,5.877563080604267e-16,1.8754325701772835e-12,2.1506405525954142e-16,9.370038048181517e-08,6.060425206841746e-12,1.5375820900784828e-10,6.450566223621896e-09,3.4866563540070106e-12,4.729237246229494e-05,2.9047883571541167e-13,2.5790201150155786e-08,6.550028943034595e-11,2.8508099008499424e-11,1.1140174345847239e-11,7.530065549900311e-14,1.3611552991443798e-15,1.1987501904316478e-11,6.096075969717975e-13,4.64071105343776e-08,9.438119028699415e-18,4.2599145329085706e-17,1.7814708840493105e-09,5.524786824377212e-18,3.6370596400952e-12,4.4030592150743024e-11
0.03902119766018514,0.10591714150498394,3.76,0.0,0.47389270530656386,0.9090407045531107,0.14132222370900313,0.0019437194662863073,5.598327538948141e-07,0.03911180290606364,0.047006772885315816,4.572356258824826e-17,0.001347922426040322,2.0124581365251188e-13,2.8009774640548392e-08,0.011393561830716104,0.0009694632511168496,0.009912642283603198,7.48664249894338e-07,2.5899171044749896e-08,0.13907590991776145,2.6775832941168447e-07,1.2800822649375334e-08,0.002488367592052464,4.563993544122395e-05,8.756282945661101e-09,4.159885325516464e-09,3.1198090762954325e-06,1.4066835620967694e-06,0.00028605595358983265,2.917259906156383e-09,0.002608580235951422,2.3393247028535808e-09,1.8405083800917236e-05,2.3048039087495057e-06,5.64777935797289e-06,5.808054771310995e-08,0.0011957841912656278,2.744168549388192e-06,3.329746280612223e-07,1.6326166367723987e-14,3.585908645358978e-11,7.406800757806846e-06,4.834602511960717e-10,4.129998711368908e-15,1.9653850364914857e-08,4.513957802908229e-12,6.43654251141686e-07,1.2356125977095186e-11,1.622868607695274e-17,3.343540224113242e-14,0.0004077973382224373,3.394551007203315e-12,1.939421657999837e-13,6.654060978798384e-07,5.979502781549647e-16,1.908969202696941e-12,2.227965738722008e-16,9.473344188287802e-08,6.1176045161505616e-12,1.5908622121444412e-10,6.624618460812116e-09,3.594694581019667e-12,4.776410896890774e-05,2.986401405351644e-13,2.6137647841595954e-08,6.643888851480588e-11,2.87574913691316e-11,1.1432567762691164e-11,7.719008234692458e-14,1.395309090173808e-15,1.2208212845920487e-11,6.189175967813911e-13,4.7770631892811845e-08,9.848646192056559e-18,4.385078993828689e-17,1.8363797332697096e-09,5.5992768425550626e-18,3.744424530030167e-12,4.543866841948249e-11
0.03911219885060957,0.10593289751970032,3.76,0.0,0.47245805580813094,0.9081366615763152,0.14266106123857691,0.0019781934384572146,5.658014429774117e-07,0.039148219959483185,0.04716147852806196,4.577887472784228e-17,0.0013633914277009372,2.0181232795643e-13,2.8392938476890665e-08,0.011570838590664802,0.0009736458028510813,0.009994233528507332,7.566418836105738e-07,2.6265269268418435e-08,0.14028269002072027,2.7111967154790467e-07,1.2928523186218502e-08,0.002512363469273276,4.613260211821235e-05,8.931724404890864e-09,4.2439827227193395e-09,3.18310246913532e-06,1.4200587202631561e-06,0.0002931875768217155,2.973041725331232e-09,0.0026576128714580123,2.385064349796587e-09,1.875555677151225e-05,2.372237185397349e-06,5.748746590057925e-06,5.9245824592006815e-08,0.0012190554363934797,2.794334453018612e-06,3.389109090806872e-07,1.673404129494514e-14,3.627098072884139e-11,7.621274387535454e-06,4.94779007559731e-10,4.2364715773584295e-15,2.0095502478534854e-08,4.5610831422202e-12,6.500777869196922e-07,1.254626194478104e-11,1.6695743818179086e-17,3.439639194320327e-14,0.0004158846858029907,3.458220860169715e-12,1.9831213860248907e-13,6.769404898589496e-07,6.0831563245504685e-16,1.9430964778988343e-12,2.308082881435979e-16,9.577982365861971e-08,6.175470695965463e-12,1.646047386670015e-10,6.803244162909747e-09,3.706124400354707e-12,4.824161650604669e-05,3.0703634621896877e-13,2.6492286945169793e-08,6.740263884424294e-11,2.901762565608291e-11,1.1732888204916913e-11,7.912770843917826e-14,1.4303341435936138e-15,1.2432989419389989e-11,6.283980780035947e-13,4.917309534916967e-08,1.0277785371767416e-17,4.513818179532824e-17,1.89297253082034e-09,5.67531102590069e-18,3.854950404312142e-12,4.689245436411418e-11
0.039203200041033996,0.10594878028387755,3.76,0.0,0.47101294262470655,0.9072239288766106,0.1440109292250999,0.002013234317590502,5.718446986094155e-07,0.03918401097962377,0.04731747185753015,4.5833802421286765e-17,0.0013790315879978782,2.0238145814039732e-13,2.878253673436171e-08,0.011751014991007804,0.0009778454459064433,0.010076458867637795,7.647095072415551e-07,2.663709635602261e-08,0.14149727162912526,2.7452555705607224e-07,1.3057677604411953e-08,0.0025366374761772665,4.6630287275912496e-05,9.110799754932206e-09,4.3298304098606326e-09,3.2476949252122474e-06,1.4335535423472146e-06,0.00030049854471932136,3.029868567400644e-09,0.0027075496680803797,2.4317298851445155e-09,1.9112840254495244e-05,2.4416030349881883e-06,5.851491994053082e-06,6.043509059583059e-08,0.0012427774845369837,2.845423423847259e-06,3.4505983949575705e-07,1.7152199623565768e-14,3.6687668989340405e-11,7.842422013040972e-06,5.065149504864578e-10,4.345859022582697e-15,2.0547074581341412e-08,4.608733970835545e-12,6.565576581719992e-07,1.2739301485185798e-11,1.717613021801099e-17,3.538475074137476e-14,0.0004241314458839288,3.523071883829454e-12,2.0279927712374923e-13,6.886689253897377e-07,6.188553581648678e-16,1.977824781377129e-12,2.391094417226829e-16,9.683972846308417e-08,6.234043834851041e-12,1.7032085536138047e-10,6.986561038287126e-09,3.821054717884352e-12,4.8725020046524376e-05,3.1567448291342964e-13,2.6854366588159996e-08,6.839207418575398e-11,2.9288677893385747e-11,1.2041361744417948e-11,8.111480090440392e-14,1.4662533643403875e-15,1.2661908171625895e-11,6.380529381079852e-13,5.0615595688577615e-08,1.0726422963171583e-17,4.646232588309592e-17,1.9513017528699542e-09,5.752942684193273e-18,3.968731544038402e-12,4.8393482865687454e-11
0.03929420123145842,0.10596479105559843,3.76,0.0,0.4695572959913643,0.9063024122422335,0.14537191376823255,0.0020488508332982217,5.779636652248449e-07,0.039219170391576186,0.04747478189649121,4.588834851098107e-17,0.001394844666772719,2.0295326533486186e-13,2.9178707053504215e-08,0.011934143348118882,0.000982062213860341,0.010159322417217226,7.728681818765578e-07,2.7014752655610676e-08,0.14271966923323612,2.779766160683434e-07,1.318830685003039e-08,0.0025611941008426547,4.713304548996339e-05,9.293588961555717e-09,4.417467012934734e-09,3.3136139377044853e-06,1.44716880331099e-06,0.0003079934602527807,3.0877596356081343e-09,0.002758407419582561,2.479341315216565e-09,1.947707331554659e-05,2.512956440928126e-06,5.956046800031423e-06,6.164886953590496e-08,0.001266959292733661,2.897453052907623e-06,3.514297122918964e-07,1.758090616171303e-14,3.710921158981596e-11,8.070466526320165e-06,5.186859282923391e-10,4.4582468881670004e-15,2.1008791968650774e-08,4.656920892070184e-12,6.63094722179262e-07,1.2935298807424766e-11,1.767022515102531e-17,3.640125642568061e-14,0.00043254089226966064,3.5891287635027664e-12,2.0740770274874443e-13,7.005947922447529e-07,6.295724993678109e-16,2.0131646689972526e-12,2.4771063935396687e-16,9.791336630449257e-08,6.293344947164171e-12,1.7624194246725946e-10,7.174689567439038e-09,3.939597996570235e-12,4.9214448551495555e-05,3.2456178516652486e-13,2.722414503740428e-08,6.940773714674126e-11,2.957082775589079e-11,1.2358219575702325e-11,8.315265627190746e-14,1.5030901887616137e-15,1.2895047007793558e-11,6.478861719512268e-13,5.2099258295196235e-08,1.1195481147091792e-17,4.7824255273990366e-17,2.0114215694015905e-09,5.832227306046706e-18,4.085864985917936e-12,4.994334054621198e-11
0.03938520242188285,0.10598093110680337,3.76,0.0,0.46809104608470975,0.9053720162787193,0.14674410152948045,0.0020850518377705466,5.841595060245913e-07,0.0392536925648739,0.04763343830063455,4.594251604465372e-17,0.0014108324374392334,2.0352781223049807e-13,2.958159051399421e-08,0.012120277024064758,0.0009862961368593713,0.010242828252476927,7.811189775412177e-07,2.7398340341509643e-08,0.14394989623525464,2.814734873451555e-07,1.3320432214912935e-08,0.002586037905595199,4.764093200525133e-05,9.48017387407424e-09,4.5069320670290665e-09,3.380887580456599e-06,1.460905266641604e-06,0.0003156770474517022,3.1467344517341793e-09,0.002810203237519561,2.5279191095248754e-09,1.9848397949747015e-05,2.5863539524461904e-06,6.062442751858613e-06,6.288769722133867e-08,0.0012916099995443366,2.9504412712557286e-06,3.580291504571381e-07,1.8020432711453528e-14,3.753566958056784e-11,8.305638682859147e-06,5.313105749749666e-10,4.573723805672584e-15,2.148088495357129e-08,4.7056549588224765e-12,6.696898712286821e-07,1.3134309701377794e-11,1.817841966521262e-17,3.744670956749439e-14,0.0004411163714944083,3.656416885359786e-12,2.1214171661723747e-13,7.127215427479465e-07,6.404701581493624e-16,2.0491268702967843e-12,2.5662288641271083e-16,9.900094708155627e-08,6.3533960176779565e-12,1.823756555660629e-10,7.3677531699392425e-09,4.061870364567285e-12,4.971003512031666e-05,3.3370571167843673e-13,2.7601891121134853e-08,7.045018005023909e-11,2.9864258587322414e-11,1.2683700214970562e-11,8.52426066716159e-14,1.5408686968341682e-15,1.313248528960475e-11,6.579018830667024e-13,5.36252400019464e-08,1.168592927092607e-17,4.9225031910181053e-17,2.0733879008474728e-09,5.9132226493176275e-18,4.206450669177246e-12,5.154366963184275e-11
0.039476203612307276,0.10599720172390224,3.76,0.0,0.4666141230451026,0.9044326443965857,0.14812757972626772,0.0021218463069693984,5.904334045122484e-07,0.03928757181305536,0.04779347137262535,4.599630832977785e-17,0.0014269966865265102,2.041051633007495e-13,2.9991331884814796e-08,0.01230947044875441,0.0009905472413197845,0.010326980403567087,7.894629704799461e-07,2.778796367779082e-08,0.14518796490314792,2.850168177239508e-07,1.3454075394640394e-08,0.002611173527771934,4.815400274321262e-05,9.670638531824422e-09,4.598266149911501e-09,3.4495445657272133e-06,1.474763680786287e-06,0.00032355415473158793,3.2068128721689964e-09,0.002862954557096197,2.577484266722343e-09,2.0226959154688815e-05,2.661853730715062e-06,6.170712110136457e-06,6.415212245221286e-08,0.0013167389285948022,3.00440637671734e-06,3.6486712047521237e-07,1.8471058269070848e-14,3.7967104834528614e-11,8.548177391008572e-06,5.444083464765644e-10,4.692381873865499e-15,2.196358951275516e-08,4.754947687827529e-12,6.763440343996821e-07,1.3336391516520649e-11,1.870111890625055e-17,3.852193944347378e-14,0.00044986130458380167,3.7249623935841275e-12,2.1700581300421067e-13,7.250526951228855e-07,6.515514957893804e-16,2.0857222894693803e-12,2.658576490921247e-16,1.0010268167014036e-07,6.414220085798503e-12,1.8872995027000738e-10,7.56587865429445e-09,4.187991880173919e-12,5.0211917139132533e-05,3.4311398267344734e-13,2.7987884677467954e-08,7.151996724102266e-11,3.016915748812366e-11,1.3018052490667229e-11,8.738602899028749e-14,1.5796137776050526e-15,1.3374303949639152e-11,6.681043001252379e-13,5.519472996561117e-08,1.219880128769061e-17,5.066574740750057e-17,2.1372584777524055e-09,5.99598883808472e-18,4.330591837993817e-12,5.319617019363372e-11
0.0395672048027317,0.10601360420720779,3.76,0.0,0.46512645699883776,0.9034841987988655,0.14952243612561478,0.002159243341836132,5.967865629486451e-07,0.039320802393236785,0.04795491207637073,4.6049728877139076e-17,0.0014433392138314015,2.0468538458727663e-13,3.04080794154716e-08,0.012501779142530938,0.000994815549820612,0.01041178285139657,7.979012471878505e-07,2.818372878072045e-08,0.1464338863243104,2.8860726244570144e-07,1.358925838274751e-08,0.002636605680456701,4.867231430894112e-05,9.86506869217416e-09,4.691510689732835e-09,3.5196142179040505e-06,1.488744782186593e-06,0.00033162975820436676,3.268015084973948e-09,0.002916679143093658,2.628058218992875e-09,2.061290500117131e-05,2.7395155945791747e-06,6.280887649271881e-06,6.54427068261584e-08,0.0013423555921125117,3.059367012704685e-06,3.7195294640874177e-07,1.893306921314241e-14,3.8403579831083014e-11,8.798330011338368e-06,5.579995565310589e-10,4.814315580322299e-15,2.2457146662584334e-08,4.804811133826677e-12,6.830581794288875e-07,1.3541603351840229e-11,1.923873691479965e-17,3.962779348188171e-14,0.0004587791888539722,3.794792183087893e-12,2.220046895871057e-13,7.375918348272533e-07,6.628197339826742e-16,2.122962004360344e-12,2.7542678788985137e-16,1.0121879242792968e-07,6.475841275842803e-12,1.9531309962831255e-10,7.769195799019759e-09,4.318086566711745e-12,5.072023643054249e-05,3.5279453902612803e-13,2.8382417017423537e-08,7.261767189275955e-11,3.048571535863843e-11,1.3361529754444783e-11,8.958432942098052e-14,1.6193508496099785e-15,1.3620585292465322e-11,6.784977544086517e-13,5.680895056473573e-08,1.2735169468775904e-17,5.214752387899624e-17,2.203092901850795e-09,6.080588462147163e-18,4.458394786425648e-12,5.49026023631903e-11
0.03965820599315613,0.10603013987170284,3.76,0.0,0.4636279780808905,0.9025265804687468,0.15092875903753225,0.0021972521694429005,6.032202010609938e-07,0.03935337850576227,0.048117792051308436,4.610278134957161e-17,0.0014598618321531056,2.0526854351490732e-13,3.08319847674801e-08,0.01269725973901498,0.000999101081161555,0.010497239523623027,8.064349069040466e-07,2.8585743620139336e-08,0.14768767035913014,2.9224548614752357e-07,1.3726003433976028e-08,0.0026623391530225184,4.9195923997462235e-05,1.0063551643669015e-08,4.786707882653489e-09,3.59112641310367e-06,1.502849296796483e-06,0.00033990896480363833,3.33036158722191e-09,0.0029713950956642456,2.6796627922718806e-09,2.1006386653039262e-05,2.819401063412791e-06,6.3930026710430865e-06,6.676002386677386e-08,0.0013684696941764348,3.115342146222758e-06,3.792963241544554e-07,1.9406759474490427e-14,3.884515752594825e-11,9.056352657700859e-06,5.721054116704796e-10,4.939621380137578e-15,2.2961801921954295e-08,4.855257909907533e-12,6.898333146059538e-07,1.3750006224552985e-11,1.979169482925511e-17,4.0765133630495266e-14,0.0004678735997300315,3.865933899094614e-12,2.271432480772341e-13,7.5034261577851e-07,6.742781559669581e-16,2.160857271085661e-12,2.8534253348297335e-16,1.0234950269548771e-07,6.53828479576361e-12,2.0213369290237067e-10,7.977836976692742e-09,4.452282318558908e-12,5.1235139402245376e-05,3.6275551907259443e-13,2.878579138580108e-08,7.374387360966358e-11,3.0814126862739626e-11,1.3714387955896615e-11,9.183893726493492e-14,1.6601057491816231e-15,1.387141295575549e-11,6.890866710951147e-13,5.8469158306517874e-08,1.3296133265464033e-17,5.36715147667946e-17,2.2709527093626228e-09,6.1670866748859604e-18,4.589968544456691e-12,5.6664788051419795e-11
0.039749207183580555,0.10604681004665838,3.76,0.0,0.462118616459954,0.9015596891577744,0.15234663730722198,0.0022358821441108637,6.097355609241472e-07,0.03938529429379309,0.048282143627408396,4.6155469756876295e-17,0.0014765663672576296,2.058547096774083e-13,3.126320385355868e-08,0.012895970008560315,0.0010034038499118552,0.010583354290096663,8.150650505129654e-07,2.8994118415011736e-08,0.14894932559072882,2.9593216170478126e-07,1.3864333323743063e-08,0.0026883788117802623,4.9724889801010224e-05,1.0266177486705086e-08,4.883901231851022e-09,3.6641117146053305e-06,1.5170779289443014e-06,0.0003483970158967385,3.3938732149117956e-09,0.0030271208563639714,2.73232047355794e-09,2.1407558431809495e-05,2.901573407508284e-06,6.507091014298524e-06,6.810466108922228e-08,0.0013950911343078706,3.1723511443884977e-06,3.8690733653989127e-07,1.989243076613751e-14,3.929190186197932e-11,9.322510517548737e-06,5.867480522491639e-10,5.068400656551016e-15,2.3477807311410662e-08,4.906301135601239e-12,6.966704908449914e-07,1.3961662843771322e-11,2.036043427582783e-17,4.193486349931264e-14,0.00047714819264561576,3.938416064770397e-12,2.324266118674673e-13,7.633087617705957e-07,6.859301077363135e-16,2.19941952730756e-12,2.9561770677100933e-16,1.0349502929998181e-07,6.601577074746843e-12,2.0920064942262464e-10,8.19193850345702e-09,4.59071141333207e-12,5.175677722606934e-05,3.7300538742286097e-13,2.919832346777837e-08,7.489916679174447e-11,3.115459049345618e-11,1.4076900128530956e-11,9.415134513015015e-14,1.701905457526629e-15,1.4126872423645791e-11,6.998756352374954e-13,6.017664477135042e-08,1.3882893311906746e-17,5.523890571136298e-17,2.3409014365739203e-09,6.255551303088998e-18,4.725425979586554e-12,5.848461338099422e-11
0.03984020837400498,0.10606361607605092,3.76,0.0,0.46059830236592386,0.9005834233741298,0.153776160306395,0.0022751427485586525,6.163339075597727e-07,0.03941654384284124,0.048447999840803245,4.620779845128871e-17,0.0014934546576845504,2.064439548979628e-13,3.17018968433484e-08,0.013097968882474612,0.0010077238657871105,0.010670130957578669,8.237927813224871e-07,2.94089657928195e-08,0.1502188592705998,2.996679689396931e-07,1.4004271282197316e-08,0.0027147296008729923,5.025927041701365e-05,1.0473038915007369e-08,4.983135473891967e-09,3.7386014641534734e-06,1.5314313618208683e-06,0.0003570992913207448,3.4585711881163097e-09,0.003083875214589178,2.786054372514534e-09,2.1816577957924228e-05,2.986097704867014e-06,6.623187039184379e-06,6.947722172501571e-08,0.0014222300116176363,3.2304138010465724e-06,3.947964697333845e-07,2.039039282984527e-14,3.974387771636707e-11,9.597078198742142e-06,6.019505990671489e-10,5.2007591900379386e-15,2.4005421583148833e-08,4.957954552329397e-12,7.035708039479141e-07,1.4176637710302807e-11,2.0945414137013388e-17,4.31379217850849e-14,0.0004866067050210692,4.012268126491501e-12,2.3786015104566453e-13,7.764940680975672e-07,6.977789994799168e-16,2.2386603868403286e-12,3.06265692735412e-16,1.0465560677263883e-07,6.665745866848969e-12,2.1652326420453205e-10,8.411640770958452e-09,4.733510850039963e-12,5.2285306006156366e-05,3.8355292900044723e-13,2.9620341946263134e-08,7.608416099644659e-11,3.150730876693102e-11,1.4449352471163148e-11,9.652310107583204e-14,1.7447779576630626e-15,1.4387050874996581e-11,7.108693827274198e-13,6.19327376044178e-08,1.449673890489446e-17,5.685091546196078e-17,2.4130046884767467e-09,6.346052968303e-18,4.864884088778707e-12,6.036403202022216e-11
0.03992210944538697,0.106078858780645,3.76,0.0,0.4592205977200939,0.8996966840996232,0.15507276153330468,0.002311024422857513,6.223444278708958e-07,0.03944409386766686,0.04859858478278898,4.625459024026258e-17,0.0015088127596113085,2.0697696783022136e-13,3.210324510322211e-08,0.013282629286989327,0.0010116266313282074,0.010748798975718092,8.317321122088467e-07,2.9787956477813924e-08,0.15136818053830084,3.0307277402179774e-07,1.4131609439271981e-08,0.0027387154768427125,5.074489172172873e-05,1.0662911957629577e-08,5.074228227416135e-09,3.8069547875649127e-06,1.5444567220807243e-06,0.0003651190613369724,3.517831459894753e-09,0.0031358494022618397,2.8353541572970596e-09,2.2191538271165743e-05,3.0642357674533486e-06,6.729418857911204e-06,7.073690789038996e-08,0.001447105920173081,3.2835876244022362e-06,4.0214348722388407e-07,2.0849329851489527e-14,4.015518231103816e-11,9.851614321776387e-06,6.161315366965463e-10,5.32302752292376e-15,2.449041556073487e-08,5.004976331450554e-12,7.098360112786992e-07,1.4373007595913738e-11,2.1486149875532305e-17,4.424992376556075e-14,0.0004952797738562789,4.0799311635921e-12,2.4288335743919475e-13,7.885514211878268e-07,7.086142569028615e-16,2.274567110385662e-12,3.161787737306708e-16,1.0571319360217718e-07,6.724271075095483e-12,2.2334017169603798e-10,8.614278283632018e-09,4.865883232151492e-12,5.2767006793109774e-05,3.933075154923274e-13,3.000855196524353e-08,7.717654906574357e-11,3.183540342779083e-11,1.4793278293441715e-11,9.870967291294111e-14,1.7843030189523514e-15,1.46253187379756e-11,7.209427608394098e-13,6.355590672445969e-08,1.5073357106648395e-17,5.834090799016755e-17,2.4797956781825728e-09,6.429306835030619e-18,4.9939149317561504e-12,6.210813133419515e-11
