Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725)
3.599212798200096e-08,0.10365589786387151,3.76,0.0,0.6638217625193794,0.99999999980133,2.902043734688912e-14,1.8818602569767715e-13,6.067302778689153e-14,4.3439815073002905e-08,4.343981510711972e-08,5.005655965267876e-23,3.793024933185148e-14,1.4316136105056315e-19,3.4545737488527685e-19,3.7237372290724735e-18,1.8199739281548297e-10,1.2503713339113785e-15,4.286196993951373e-11,2.930256859838358e-13,4.390508669959294e-11,3.51118129470874e-11,3.755390174162648e-20,3.5244978052469513e-17,2.1775215487979706e-20,1.0931424106040892e-15,5.132885999395569e-25,8.759534798195596e-25,1.6582269737721088e-11,4.98962744287059e-21,5.511381854200605e-28,3.610131505404425e-14,7.310441282236535e-24,4.227108455210925e-24,2.450981674529202e-28,8.095345504618027e-26,5.924653573839118e-13,5.084788246284114e-14,6.415962928614625e-13,5.011706179623694e-22,2.7614903262691345e-31,9.109865976066745e-24,2.544501617536366e-16,1.095183085270314e-28,1.8087039062060453e-37,5.735898817790418e-19,2.8885594937418863e-22,7.369404846232245e-23,3.2556529030531456e-27,6.356065866883494e-34,1.3112549441760972e-30,9.252555443246326e-17,2.7829486692755855e-28,1.5235845827795512e-28,7.159477836200588e-27,1.1207075766445068e-38,1.2317306823994995e-31,2.577078035333912e-43,3.463794866704176e-17,2.5373810594164753e-23,4.6272991872557835e-33,3.7222258247321075e-26,6.667463121184637e-31,4.4112686488109643e-20,4.663559276281011e-18,1.3954205270395325e-25,1.863561955669727e-13,2.365312913588061e-21,5.281751098088453e-18,3.416037221712075e-21,8.091651296486329e-23,4.822622031792749e-19,1.409164492442037e-18,6.713736880381736e-36,1.0676123191797883e-27,3.6476140283984314e-41,3.14231341561758e-36,1.0659872486976468e-29,2.117012128499497e-35,2.342268794293756e-32
4.110428016678775e-08,0.10365589798172348,3.76,0.0,0.6638217563295851,0.999999999767423,4.0863812177100583e-14,2.1521123277190527e-13,7.358642288450127e-14,4.96098013912205e-08,4.960980143066566e-08,5.718282950331458e-23,5.3154303903890975e-14,1.6934321512440956e-19,4.535287049087908e-19,4.483328059034974e-18,2.123353515691577e-10,1.661581837879728e-15,4.540664889130328e-11,3.5240813635779797e-13,5.46573884301134e-11,3.7951715821305365e-11,4.672748833200531e-20,4.573623767054216e-17,2.993451929272028e-20,1.4266961980357665e-15,7.033544016431756e-25,1.3353254469853394e-24,2.012671220921165e-11,7.130084787076054e-21,8.88905142135434e-28,4.469426641745397e-14,9.908980914329755e-24,6.639865055574014e-24,4.6639295125678755e-28,1.4596109110652397e-25,6.688545041953372e-13,6.580946434303743e-14,7.324239187235481e-13,7.251630682924133e-22,3.953837741127697e-31,1.1499452864915695e-23,3.1290784801889e-16,1.6166142358058696e-28,3.2151104635434717e-37,7.307945308389696e-19,4.0194399407373947e-22,1.1863288611120285e-22,5.1123895974315805e-27,1.0334694768761208e-33,2.1347761947906857e-30,1.070753334155489e-16,4.143454583250716e-28,2.2675877748350163e-28,1.127737209735321e-26,2.0387684176006805e-38,1.9902612136643127e-31,5.0131692583641364e-43,3.963571605067242e-17,3.640633210192157e-23,7.568678745489876e-33,6.034838085112178e-26,1.1229015562712746e-30,5.759539803358324e-20,4.664054844883801e-18,2.300662344698793e-25,2.1282534959384736e-13,3.085317104696342e-21,5.2840318243428365e-18,3.926338652030037e-21,8.988357767041238e-23,4.824880479539288e-19,1.4178309224562202e-18,1.2172376451701828e-35,1.0938215051339897e-27,4.440815697119989e-41,5.6139377423300015e-36,1.423300859640191e-29,3.80239906234072e-35,3.8309921663975337e-32
4.621643235157454e-08,0.10365589809957428,3.76,0.0,0.6638217501397858,0.9999999997327839,5.500855631940901e-14,2.4230992268981467e-13,8.673004110776325e-14,5.5779787651922126e-08,5.577978769679197e-08,6.430910614635097e-23,7.11767666005391e-14,1.9565436280999662e-19,5.717107501403655e-19,5.314501229094375e-18,2.4333760952141937e-10,2.1367925158368368e-15,4.757369066787462e-11,4.115381644014242e-13,6.607673961891692e-11,4.0442115279637794e-11,5.6456624562327e-20,5.758729475160166e-17,3.948106497539007e-20,1.782531106952086e-15,9.249896979829816e-25,1.9342623695048732e-24,2.3736124055670143e-11,9.739396337544428e-21,1.3478515402430052e-27,5.376905077234419e-14,1.2857186476297357e-23,9.821464969398141e-24,8.116843510130975e-28,2.438559676407931e-25,7.434480462832242e-13,8.25614367052864e-14,8.231766879464126e-13,1.0052548400595122e-21,5.4089701262838286e-31,1.4182211846649452e-23,3.765282479420785e-16,2.2775342916653393e-28,5.280454115316998e-37,9.027704724727966e-19,5.345807594296552e-22,1.7963929147720917e-22,7.553759063026091e-27,1.5619048613710466e-33,3.2294924995686025e-30,1.2162866741479453e-16,5.887218252171243e-28,3.2207126605636313e-28,1.6727897689656464e-26,3.4369249090828593e-38,3.024609437938374e-31,9.007222788089969e-43,4.465723974379065e-17,4.990912858905381e-23,1.1637313569715545e-32,9.205097609989616e-26,1.7460244432708656e-30,7.289704314508896e-20,4.6637704898619675e-18,3.567209060435825e-25,2.3929450323659124e-13,3.900968035232529e-21,5.283642449895655e-18,4.4296640250552475e-21,9.871677645486188e-23,4.824520977635554e-19,1.4252458312040059e-18,2.052861605618742e-35,1.114599205624889e-27,5.276428132417896e-41,9.417694337981665e-36,1.8326721367677457e-29,6.344548878297954e-35,5.895150261222594e-32
5.081736931788265e-08,0.10365589820563952,3.76,0.0,0.6638217445689618,0.9999999997010858,6.97308015216251e-14,2.6676152139248414e-13,9.864819715593304e-14,6.133277523737424e-08,6.133277528721293e-08,7.07227512635162e-23,8.976599122540659e-14,2.1939337713111185e-19,6.854744467472735e-19,6.1298331355854184e-18,2.7173499457803224e-10,2.6202740536025573e-15,4.926846796555641e-11,4.63943699261981e-13,7.685124064822257e-11,4.2420405644532085e-11,6.562351871697348e-20,6.941592755337526e-17,4.92663408279821e-20,2.115442441401626e-15,1.1513118917680178e-24,2.60786110900343e-24,2.701036976249835e-11,1.2508407725381461e-20,1.8806512756490183e-27,6.229546783782296e-14,1.578526972403271e-23,1.341483052746004e-23,1.2584521846943651e-27,3.6756572500681296e-25,8.090818964417079e-13,9.913418705700377e-14,9.04790228807571e-13,1.3098914188135367e-21,6.954430968914069e-31,1.6843591562099367e-23,4.381003719191759e-16,3.003744505802214e-28,7.82085877824777e-37,1.0692624086011655e-18,6.702385056663468e-22,2.5036908547847558e-22,1.0300340088415643e-26,2.1567227665520036e-33,4.462507897200165e-30,1.3472901885068535e-16,7.823393118213557e-28,4.278518710585306e-28,2.2905939701834692e-26,5.222889236035656e-38,4.229262445672501e-31,1.4447580961505254e-42,4.919677039473045e-17,6.428325070322298e-23,1.643610476378688e-32,1.291553162915938e-25,2.4626408723551832e-30,8.823083051681721e-20,4.66331378547526e-18,5.077731502089223e-25,2.631167411818719e-13,4.716861843353835e-21,5.281248050021248e-18,4.876747455888611e-21,1.065539900516185e-22,4.822152808228282e-19,1.431097024140701e-18,3.1287239543960796e-35,1.1304115113263022e-27,6.063186256145395e-41,1.4354227814574432e-35,2.2456181147824128e-29,9.570484452492765e-35,8.33725997920662e-32
5.541830628419076e-08,0.1036558983117047,3.76,0.0,0.6638217389981333,0.9999999996689688,8.634770552133778e-14,2.912725480277606e-13,1.1057414444700931e-13,6.688576277623276e-08,6.688576283112604e-08,7.713638872522906e-23,1.1055657138359175e-13,2.431627387230945e-19,8.05246625751245e-19,7.01404137327688e-18,3.0054597403892456e-10,3.1574703710779208e-15,5.0769355883619926e-11,5.151735196077968e-13,8.804052579367124e-11,4.417832667233901e-11,7.513039462194552e-20,8.234596307110242e-17,6.018671533646066e-20,2.455209231537954e-15,1.4027951776729613e-24,3.422634901458607e-24,3.028810484684943e-11,1.569179371002769e-20,2.5415321102644604e-27,7.112347983384793e-14,1.8951571703722075e-23,1.775950527858815e-23,1.862893829328001e-27,5.3237256311645065e-25,8.733255882769833e-13,1.1709304840827226e-13,9.863432306948748e-13,1.6684377084522099e-21,8.732283937997388e-31,1.9733442244820662e-23,5.036694730957207e-16,3.8651248134996993e-28,1.1112017541491478e-36,1.2460724763391916e-18,8.20800152855089e-22,3.379415789078166e-22,1.3605454383995397e-26,2.868554025313297e-33,5.9387935178434116e-30,1.4782675141740895e-16,1.0142762106040445e-27,5.545121956914586e-28,3.040134681242496e-26,7.626935030986222e-38,5.727693914045723e-31,2.2193241950517538e-42,5.3755012988674915e-17,8.084845224006092e-23,2.2472782542099594e-32,1.7551713466811852e-25,3.334807559976542e-30,1.0505111908592964e-19,4.663465639779165e-18,6.99844006020402e-25,2.8693897880717904e-13,5.610283613742612e-21,5.280813389510193e-18,5.3181170904987684e-21,1.1429926993738271e-22,4.821702203244607e-19,1.4363937680029378e-18,4.5911714796027377e-35,1.1444620948848867e-27,6.886905358025642e-41,2.1124950938461535e-35,2.700735015364778e-29,1.3894241413171662e-34,1.1420328197391714e-31
6.001924325049887e-08,0.10365589841777012,3.76,0.0,0.663821733427301,0.9999999996364939,1.048557736712145e-13,3.1584295851222966e-13,1.2245059646409383e-13,7.24387502684956e-08,7.24387503285326e-08,8.355003960538607e-23,1.3349215890359316e-13,2.6695021247343085e-19,9.301830055746091e-19,7.972013990560835e-18,3.2972513685441837e-10,3.749114223767979e-15,5.211299409078465e-11,5.649390891817262e-13,9.95988370294241e-11,4.574050468389949e-11,8.493752109419859e-20,9.637734715280067e-17,7.224524670545479e-20,2.797572646900557e-15,1.679059888312579e-24,4.3915377806922e-24,3.355379358092054e-11,1.9303212912715382e-20,3.344422031198826e-27,8.022304971182739e-14,2.2335707767676173e-23,2.2907232285059237e-23,2.653431195165902e-27,7.457781788283477e-25,9.362085664699884e-13,1.364086567936578e-13,1.0678357385136307e-12,2.0848115893197764e-21,1.0750231126560924e-30,2.2845477117386622e-23,5.73150892613194e-16,4.871646684527055e-28,1.5250015591911536e-36,1.4325009242602812e-18,9.856781487407898e-22,4.440763984719858e-22,1.7499280440175833e-26,3.698702275532314e-33,7.661130337204631e-30,1.609225330810336e-16,1.2879708376963096e-27,7.039107820953154e-28,3.931274233661786e-26,1.077256669285435e-37,7.552719775224876e-31,3.28600579095694e-42,5.833141980985523e-17,9.967709882129883e-23,2.9903300518192735e-32,2.3222820134071058e-25,4.366580757651091e-30,1.2336394695476766e-19,4.663719606887028e-18,9.388411364097764e-25,3.107612161083698e-13,6.581256329104927e-21,5.282156796297792e-18,5.753869381315338e-21,1.2195373943031133e-22,4.823031617693351e-19,1.4410990591259872e-18,6.527023492015282e-35,1.1573377840281584e-27,7.742033010232221e-41,3.017212896648103e-35,3.1980215354682093e-29,1.953679390602392e-34,1.5230830066761122e-31
6.462018021680699e-08,0.10365589852383605,3.76,0.0,0.6638217278564644,0.9999999996037117,1.2524339601180434e-13,3.4047270879540505e-13,1.3423280076573244e-13,7.799173771416087e-08,7.799173777943397e-08,8.996368910667261e-23,1.5850587011699196e-13,2.907492647099213e-19,1.0595522347377177e-18,9.0085105591121e-18,3.592337286900917e-10,4.3958593262040594e-15,5.332847949732386e-11,6.130328331809561e-13,1.1148714285915965e-10,4.712880966179956e-11,9.501130495851982e-20,1.1151001622297383e-16,8.544429412025714e-20,3.1389462631072495e-15,1.9796380714930994e-24,5.5272345350601054e-24,3.6795447352106424e-11,2.3355020909091357e-20,4.303011610062872e-27,8.956966441597542e-14,2.591854433560823e-23,2.890431983192522e-23,3.658561334107811e-27,1.0155943186722393e-24,9.977596518645899e-13,1.5705227037476833e-13,1.1492677971370697e-12,2.5628873395853527e-21,1.30152345700183e-30,2.6172761851376668e-23,6.464617652070374e-16,6.032951666225275e-28,2.0324669092691772e-36,1.6278946088507099e-18,1.1642347227490886e-21,5.704211236250437e-22,2.2005925991578314e-26,4.646466828972427e-33,9.628136022168511e-30,1.7401975769754895e-16,1.6068563325411794e-27,8.779009231178386e-28,4.9730251080274005e-26,1.4791723664606944e-37,9.736639530803263e-31,4.71361063101437e-42,6.292531697621723e-17,1.20832485672335e-22,3.888370949585397e-32,3.0037068000389526e-25,5.558959914723098e-30,1.4317515259870052e-19,4.6635851545564065e-18,1.2308519015413677e-24,3.3458345308132275e-13,7.62980120363044e-21,5.282487418310223e-18,6.184206539378602e-21,1.2950890086067334e-22,4.823384648264795e-19,1.4452232707607358e-18,9.03289253184067e-35,1.1693675685374608e-27,8.62546729734172e-41,4.1993360366957905e-35,3.737476238095447e-29,2.6737266801512945e-34,1.9857088831045364e-31
6.92211171831151e-08,0.10365589862990261,3.76,0.0,0.6638217222856236,0.999999999570665,1.4749269316149174e-13,3.651617548599345e-13,1.4588586612871092e-13,8.354472511322691e-08,8.354472518383137e-08,9.637732425931437e-23,1.8552346016980768e-13,3.1455537614815336e-19,1.1927267131165344e-18,1.0127983972374472e-17,3.8903851321816464e-10,5.098292042221521e-15,5.443897905218652e-11,6.59311862795339e-13,1.2367198668895888e-10,4.836266622157285e-11,1.0532326692260836e-19,1.2774380180097264e-16,9.978585860610481e-20,3.4763818193083543e-15,2.303994474262572e-24,6.842071282903231e-24,4.000385891251943e-11,2.785851376204186e-20,5.430708374622211e-27,9.914316913123461e-14,2.9682431790651223e-23,3.5792033665052686e-23,4.906408275372132e-27,1.349873390042999e-24,1.0580070545434385e-12,1.7899575640022766e-13,1.2306394514027109e-12,3.106505150873051e-21,1.5533654751536118e-30,2.970789648361523e-23,7.235209816234634e-16,7.358361256494583e-28,2.6418811687134187e-36,1.8316438771062e-18,1.3558050068878995e-21,7.185463368447886e-22,2.714383884441847e-26,5.70958175158258e-33,1.1835142900479477e-29,1.871183115484641e-16,1.9743606429919266e-27,1.0783306670834328e-27,6.173603311915468e-26,1.9824032889803154e-37,1.2311147028302945e-30,6.577569026143541e-42,6.753594002610433e-17,1.443701454733303e-22,4.956948097740361e-32,3.8101302881193965e-25,6.91038571073214e-30,1.6449033807327752e-19,4.66343689778409e-18,1.5821206354269494e-24,3.584056897219337e-13,8.755937693187352e-21,5.281578790724571e-18,6.609192865283074e-21,1.3696469094952827e-22,4.822493638771425e-19,1.4489254103325224e-18,1.2215401716573758e-34,1.1807374574577834e-27,9.549815032999241e-41,5.714336546587753e-35,4.3190996141409233e-29,3.5752363519585315e-34,2.5389008305106842e-31
7.382205414942321e-08,0.10365589873596992,3.76,0.0,0.6638217167147791,0.999999999537389,1.7158092203161998e-13,3.8991005272128177e-13,1.573827650056288e-13,8.909771246569223e-08,8.909771254172615e-08,1.0279097308903337e-22,2.14465792530671e-13,3.3836525690568127e-19,1.3291687444423142e-18,1.1334644725146043e-17,4.191108674333066e-10,5.85694089787655e-15,5.546295926215932e-11,7.036850631220993e-13,1.3612457183095315e-10,4.9459327643896054e-11,1.1584920994869514e-19,1.4507845769380053e-16,1.1527167587673391e-19,3.807506177394694e-15,2.651541893389362e-24,8.348054101307012e-24,4.317201878469577e-11,3.28241146443869e-20,6.740604465990646e-27,1.0892687817236284e-13,3.3611260849536056e-23,4.3607055210625265e-23,6.424365441580424e-27,1.75684563926226e-24,1.1169783869789473e-12,2.022115780907384e-13,1.3119507461134775e-12,3.719478949930221e-21,1.8311356515115035e-30,3.344319529246312e-23,8.042491508173474e-16,8.856886120187052e-28,3.360791770986039e-36,2.0431796601172057e-18,1.5597139636128985e-21,8.899434750337403e-22,3.292631060815298e-26,6.884309362089362e-33,1.4274418845950165e-29,2.0021595922505634e-16,2.393906552833726e-27,1.307042845454204e-27,7.540493814715258e-26,2.6016107310721843e-37,1.5307275631113217e-30,8.959212352562647e-42,7.21624618354717e-17,1.7033891717439814e-22,6.211499865046113e-32,4.752069599865575e-25,8.417236775811573e-30,1.8731484410676656e-19,4.663542960427493e-18,1.9990295322462748e-24,3.8222792602611446e-13,9.959683543664661e-21,5.281319984022161e-18,7.028808772514463e-21,1.4432890521376692e-22,4.82221801072373e-19,1.4522839953060007e-18,1.6191389931095126e-34,1.1915934653624362e-27,1.0511227575554222e-40,7.623522646383017e-35,4.9428928595856574e-29,4.685582140632904e-34,3.191785879746717e-31
7.842299111573132e-08,0.10365589884203812,3.76,0.0,0.6638217111439307,0.9999999995039145,1.974815717037162e-13,4.147175584274158e-13,1.687028020963905e-13,9.465069977155561e-08,9.465069985311986e-08,1.0920462518820414e-22,2.4525077984968686e-13,3.621770408528753e-19,1.4684165172096357e-18,1.2632614105240723e-17,4.49426050210751e-10,6.6722844473781005e-15,5.641514025201598e-11,7.461026989827424e-13,1.4882002170477925e-10,5.0434118222335466e-11,1.2656853648986654e-19,1.6351373273720861e-16,1.319032228511004e-19,4.130448346026279e-15,3.0216542729888815e-24,1.0056834253483855e-23,4.629466255720299e-11,3.8261519463743625e-20,8.245453078051269e-27,1.1890688472906454e-13,3.7690423209842844e-23,5.23819510615045e-23,8.23881212813707e-27,2.2448633178220475e-24,1.1747006768926757e-12,2.2667278181493906e-13,1.393201726040389e-12,4.405602830219057e-21,2.1353792136146435e-30,3.737090093625404e-23,8.885685629862472e-16,1.0537234922411332e-27,4.196002651232166e-36,2.2619707674372588e-18,1.77528885599977e-21,1.0860245734118591e-21,3.9362016893179893e-26,8.165922238479558e-33,1.6936165055246614e-29,2.1331269914246702e-16,2.8689117090181912e-27,1.5658751003187216e-27,9.080519033905548e-26,3.3520900751247875e-37,1.8755365137451632e-30,1.1944988394484153e-41,7.680401477672572e-17,1.9878183351534264e-22,7.667316803444022e-32,5.839852215974876e-25,1.0074270683731746e-29,2.1165373391871807e-19,4.663624402349261e-18,2.488082287238431e-24,4.0605016198979033e-13,1.1241054866659112e-20,5.281960543240239e-18,7.443121111153043e-21,1.5160402123316117e-22,4.822854983249457e-19,1.4552754821697932e-18,2.10880936978282e-34,1.2020370859889502e-27,1.14947154312907e-40,9.9940528028532e-35,5.60885624424382e-29,6.0337874407171796e-34,3.953610534396651e-31
8.302392808203944e-08,0.10365589894810723,3.76,0.0,0.6638217055730785,0.9999999994702663,2.2516524872065797e-13,4.39584228058747e-13,1.7983038948364964e-13,1.0020368703081588e-07,1.00203687118014e-07,1.156182578928222e-22,2.777949300024388e-13,3.859900237593826e-19,1.6100732554935056e-18,1.402591370907516e-17,4.799625976176343e-10,7.544757900102456e-15,5.7307256391305614e-11,7.865478845592093e-13,1.6173676825003524e-10,5.130064816756502e-11,1.3746367887216008e-19,1.8304936171600383e-16,1.4968175858283257e-19,4.4437708777761915e-15,3.4136784742852446e-24,1.1979697857892164e-23,4.936791007554564e-11,4.417981362866943e-20,9.957649296078066e-27,1.2907151027660093e-13,4.190673701364464e-23,6.214561223987681e-23,1.0374909784173881e-26,2.822352160238975e-24,1.2312003796590183e-12,2.5235298471971175e-13,1.4743924359222012e-12,5.168656321021274e-21,2.466606802655675e-30,4.148330879148031e-23,9.764031539132471e-16,1.2407823396986835e-27,5.1536022466077226e-36,2.487521369617819e-18,2.0018685729253235e-21,1.3081232251830457e-21,4.6455552095178256e-26,9.549177744687938e-33,1.9809473311430926e-29,2.264100711243897e-16,3.4027886286935615e-27,1.8566599009216842e-27,1.0799903538774677e-25,4.2497127158559506e-37,2.268504087446199e-30,1.5625650702987747e-41,8.145970853291072e-17,2.297368716766799e-22,9.339511568134795e-32,7.083599339725658e-25,1.1875044371554102e-29,2.3751178339097853e-19,4.663544502026107e-18,3.0558898559585938e-24,4.2987239760889857e-13,1.2600066228647944e-20,5.282156475469084e-18,7.852256215941473e-21,1.587864440547147e-22,4.823077422395254e-19,1.457939344935053e-18,2.7043333744510882e-34,1.212099850289866e-27,1.2514685488197808e-40,1.289898151184425e-34,6.316989349091613e-29,7.650473897511929e-34,4.83372644839808e-31
8.762486504834755e-08,0.10365589905417735,3.76,0.0,0.6638217000022228,0.9999999994364662,2.5460041066493397e-13,4.645100177282301e-13,1.9075403665648767e-13,1.0575667424347208e-07,1.0575667433641007e-07,1.2203190446069725e-22,3.120145904691362e-13,4.0980394576816654e-19,1.75379917054275e-18,1.551838131914367e-17,5.10701813646404e-10,8.474758794557681e-15,5.8148676323151457e-11,8.250294800048688e-13,1.7485603687451035e-10,5.207100520395902e-11,1.4851961798508822e-19,2.0368501984870003e-16,1.6860840037691361e-19,4.74640966993912e-15,3.826945573354338e-24,1.4127559845585592e-23,5.238897142375715e-11,5.058756782641654e-20,1.1889214823131588e-26,1.3941085550417114e-13,4.624836297280989e-23,7.292365193907473e-23,1.2856463162471689e-26,3.497769539984342e-24,1.2865033903352554e-12,2.792263627331026e-13,1.5555229204636412e-12,6.012408719363865e-21,2.825299897291505e-30,4.577281217229739e-23,1.0676784703829495e-15,1.4476783034148746e-27,6.239003619902668e-36,2.7193686477101438e-18,2.238810668188537e-21,1.5574963434887799e-21,5.420793953495068e-26,1.102819414756216e-32,2.288214435201964e-29,2.3950810920154267e-16,3.998944692922615e-27,2.181224552938284e-27,1.2704332993625007e-25,5.31087407852724e-37,2.7125200404465963e-30,2.009544741337693e-41,8.612864458268343e-17,2.6323759827537e-22,1.1242995315928675e-31,8.493213659752443e-25,1.381228238725276e-29,2.6489347598843643e-19,4.663502666413291e-18,3.709157902923721e-24,4.5369463287938713e-13,1.403673074894951e-20,5.2817002672092584e-18,8.256280737927961e-21,1.6587620978251269e-22,4.822623496579282e-19,1.460360374151568e-18,3.4205706971768363e-34,1.221793836834979e-27,1.358074772489702e-40,1.641739771612481e-34,7.067292097034454e-29,9.567811225958427e-34,5.841578436629698e-31
9.222580201465566e-08,0.10365589916024849,3.76,0.0,0.6638216944313635,0.9999999994025323,2.8575396301025516e-13,4.894948835814337e-13,2.0146553467102362e-13,1.1130966140952334e-07,1.1130966150830971e-07,1.284455608868402e-22,3.4782692847808075e-13,4.3361850521406476e-19,1.899304215630398e-18,1.7113695126431415e-17,5.416273449792819e-10,9.462651830060617e-15,5.894690005124823e-11,8.615762541207416e-13,1.8816141641456893e-10,5.275592517661042e-11,1.5972347908873611e-19,2.2542033252432695e-16,1.8868417818335913e-19,5.037619037858578e-15,4.260780543693932e-24,1.6510962252953968e-23,5.535591131621398e-11,5.749291547441625e-20,1.4051788080512513e-26,1.499164400001981e-13,5.070470797085611e-23,8.473877062797717e-23,1.570583298964095e-26,4.279568391518274e-24,1.3406350554641053e-12,3.0726763879412075e-13,1.6365932243355824e-12,6.94062263361622e-21,3.211915228496991e-30,5.0231944082903234e-23,1.162321636250569e-15,1.675196904120939e-27,7.456982582242307e-36,2.95708059603387e-18,2.4854964219913123e-21,1.8353265898587605e-21,6.261711583221218e-26,1.2596752392141925e-32,2.6141261949571555e-29,2.5260573401987844e-16,4.660782142926232e-27,2.5413912090541185e-27,1.4799008662381158e-25,6.552446915990443e-37,3.2104007609955924e-30,2.5451325351627953e-41,9.080992775006286e-17,2.993137208299628e-22,1.3392459705946823e-31,1.0078370757779484e-24,1.58781708459407e-29,2.9380300177100213e-19,4.6635600444243605e-18,4.4546757863023564e-24,4.77516867797213e-13,1.555106020266032e-20,5.281563888104811e-18,8.655216944368407e-21,1.7287798404417902e-22,4.822471512125511e-19,1.4625602653700307e-18,4.273476218351876e-34,1.2311566906650212e-27,1.4671328610979463e-40,2.0634515749108196e-34,7.859764907881631e-29,1.1819468058886328e-33,6.986694429693762e-31
9.682673898096377e-08,0.1036558992663207,3.76,0.0,0.663821688860501,0.9999999993684804,3.185917325235399e-13,5.145387817965099e-13,2.119593157845789e-13,1.1686264852896882e-07,1.1686264863371463e-07,1.3485919193467843e-22,3.8515067909970186e-13,4.574333569904731e-19,2.046340820714364e-18,1.8815450429727864e-17,5.727248303229276e-10,1.0508772947360815e-14,5.970794784013748e-11,8.962321644687456e-13,2.016385045354083e-10,5.3364943553489496e-11,1.710641959219815e-19,2.482549118574304e-16,2.099100464424699e-19,5.3169198843200394e-15,4.714509819937464e-24,1.9140076701530314e-23,5.82674648919324e-11,6.490361404947228e-20,1.6456620298111172e-26,1.6058092003965486e-13,5.526631467251297e-23,9.761109496410081e-23,1.8943889609865147e-26,5.176166157869987e-24,1.3936201846984608e-12,3.3645207125986225e-13,1.7176033921762424e-12,7.9570568555692e-21,3.626888304961623e-30,5.485343583673499e-23,1.2602613190214875e-15,1.924096833430984e-27,8.811724896281795e-36,3.2002539692741936e-18,2.741334188134797e-21,2.1427253480485203e-21,7.167838873655162e-26,1.4248785845285125e-32,2.957415217194723e-29,2.6570291835878586e-16,5.3916980844094184e-27,2.938976883863387e-27,1.7088698420341815e-25,7.99173923051524e-37,3.7648893775639415e-30,3.179217190185638e-41,9.550267516774476e-17,3.37991555692995e-22,1.5802363849015936e-31,1.1848513691335569e-24,1.8064596233472635e-29,3.242442599103289e-19,4.6635789660222484e-18,5.299306937847319e-24,5.013391023583414e-13,1.7143065126506262e-20,5.281893279345187e-18,9.049127420043953e-21,1.797937016456895e-22,4.822816043907751e-19,1.4645341913943769e-18,5.280115684082302e-34,1.240219218025317e-27,1.5789503763764829e-40,2.5641655146581074e-34,8.694408136634531e-29,1.44405638744557e-33,8.278677144746962e-31
9.999999999999998e-08,0.10365589937239396,3.76,0.0,0.6638216850182814,0.9999999993449332,3.4220308061899474e-13,5.318459048440497e-13,2.1906814039342584e-13,1.2069253743408413e-07,1.2069253754300603e-07,1.3928266452132518e-22,4.117320679229758e-13,4.738584842901592e-19,2.148532352144314e-18,2.0053009406583428e-17,5.942662536453423e-10,1.1264373720493124e-14,6.021374807962098e-11,9.190610828491234e-13,2.1102700202945899e-10,5.3745219383723336e-11,1.7896058450516548e-19,2.646442187201669e-16,2.252201117930597e-19,5.5024710584836976e-15,5.038689974350807e-24,2.110168625486377e-23,6.0242884629767e-11,7.031312162998184e-20,1.8262084327819142e-26,1.6802539900317063e-13,5.846933904998719e-23,1.0711456182119357e-22,2.1413839195707642e-26,5.865809397462908e-24,1.4295085989573952e-12,3.572339763529003e-13,1.773440995799188e-12,8.71145850523941e-21,3.9298371148820345e-30,5.813179385355162e-23,1.329694523835398e-15,2.108605353792589e-27,9.827709384156771e-36,3.37095502617586e-18,2.9228228666626976e-21,2.3725150233590222e-21,7.830438384692598e-26,1.5433605171475304e-32,3.203636816066103e-29,2.747361493225949e-16,5.9378336964010026e-27,3.235941804954721e-27,1.8783831174939028e-25,9.108861772003747e-37,4.1817025488871134e-30,3.6791657073997437e-41,9.874548565672565e-17,3.661959044288127e-22,1.762366578973797e-31,1.3181988839107272e-24,1.963851995043143e-29,3.461339881468113e-19,4.663544827486815e-18,5.943218061872856e-24,5.17769270366894e-13,1.82863349279407e-20,5.282058709700307e-18,9.317926088418223e-21,1.8451266260615317e-22,4.823000253721765e-19,1.4657795037615374e-18,6.073431353363591e-34,1.2462953208015532e-27,1.6587197554933581e-40,2.9606066845547025e-34,9.294633021891796e-29,1.6482625121194165e-33,9.260383726421907e-31
