Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582)
2.553174865563123e-05,0.2626256194931044,3.76,0.0,6.524255049204669e-05,0.427453806436961,0.45651796753947704,0.057051546770853806,0.0004339351206415759,0.0238904926904534,0.36258389935700863,1.1852949802436738e-10,0.40715606969187745,1.8015711643310987e-06,6.380303051043909e-05,0.5729590008226774,0.001079097829182097,5.428266462893368e-05,2.4888767736250295e-05,0.0015731896640728544,0.12444591811784904,3.198531794074028e-05,4.033758380765945e-05,0.004059587976212882,0.04282504590303838,0.0001892070037695713,0.00011900878549653316,0.0004858194041744411,8.409230854305225e-09,0.021018926753734964,1.5583040737318334e-09,0.00018117212663092347,9.890911298040979e-05,7.573801078977946e-05,1.0490884080649045e-06,1.9712689062914943e-08,0.008038489841398176,0.008283382604776995,0.005503251949873608,0.014726331340706417,3.62204647134702e-08,1.7903130459772852e-10,0.022636737277347448,0.0025449015118883486,7.75432620241232e-06,7.878245738675933e-07,8.029529056175306e-06,0.02361263887627525,2.392351359636964e-05,3.4309720719861194e-11,2.390026549180042e-09,0.03916884598160967,8.446836771815125e-05,9.634487099524455e-06,0.017762434558198818,1.613822508112511e-07,6.500675915646769e-13,1.3074152859937948e-06,1.1444579091401309e-05,4.6259012901242e-06,0.00020854037628860033,6.973466264392044e-08,5.3213278335140276e-08,0.0020066102714194154,9.135662095961314e-07,0.0012423953009222213,0.00013654951517052372,0.002137717147146628,4.851895084173743e-06,1.2180679068673177e-11,4.8483574385954895e-12,8.655301512338575e-08,3.0982086918791456e-07,0.0009621756024252279,7.888257299871475e-08,1.437386445874936e-08,0.0006478863172979416,1.2033647181618707e-08,4.766198109621141e-08,1.353979466615718e-05,6.138240194988943e-07,3.835887598854052e-06,5.341108491603197e-10,2.961665474106295e-07,1.7406191634152055e-05,0.0011737741780618782,3.5798400523355857e-09,1.5787911586066933e-09,2.9306503504609177e-08,1.9569345700871668e-07,1.1341657016015494e-10,1.8018809645471922e-06,5.967267232409207e-11,3.8773103263369084e-07,7.345612476536043e-05,2.430040879111327e-09,0.00016921007888054312,1.8713294824530843e-07,4.4375631748809835e-09,4.67760347378011e-08,0.0007024194195667114
2.5806712792507977e-05,0.262715156020735,3.76,0.0,6.434860150460238e-05,0.4249622666060572,0.45845804223745235,0.05719088661577345,0.0004331932209825088,0.023720826944304215,0.3640460225856447,1.1781049661702016e-10,0.4069270928892564,1.7990055568216741e-06,6.329329181253755e-05,0.5759376967227166,0.00107063140722088,5.3634695097148285e-05,2.4642190852271465e-05,0.001574822549522469,0.12312515126441537,3.166857318936482e-05,4.0180385005905356e-05,0.004026636984394558,0.042958474991777636,0.00018812512372622382,0.00011827309052711748,0.0004798822313510375,8.274517796363964e-09,0.020726996991555783,1.5297663726423672e-09,0.00017878068402182716,9.820082130773745e-05,7.472546710096906e-05,1.0315335549056112e-06,1.932919022958651e-08,0.008002790734360095,0.008204303058019093,0.005491995498575496,0.014668161347398427,3.572944723615525e-08,1.7733790932240298e-10,0.022538651790106265,0.0025417927319431118,7.74941700777545e-06,7.799161957133266e-07,8.036298996587796e-06,0.023697189822714317,2.402784464040197e-05,3.401243149846445e-11,2.350360058990949e-09,0.039418429112266645,8.466202049962248e-05,9.654716474058345e-06,0.01780864205444023,1.618028418613576e-07,6.374209705331314e-13,1.3056466319652503e-06,1.1386411316061933e-05,4.626954855508473e-06,0.00020764882304341215,6.882995837485965e-08,5.2661789824845734e-08,0.0020013505958801727,9.111257583141077e-07,0.0012407145867615753,0.0001357839456169011,0.002131605864547954,4.844637894494982e-06,1.2087429224967479e-11,4.811244485217136e-12,8.588141809796794e-08,3.0970608853474983e-07,0.0009657284262446925,7.881046307755724e-08,1.4428699970009905e-08,0.0006511760930187597,1.1979399148757065e-08,4.782486573148747e-08,1.3605555954930934e-05,6.087902397803616e-07,3.8000460571327454e-06,5.30545632912509e-10,2.9532418489110885e-07,1.7373737584468357e-05,0.00117771766496797,3.5918680327487043e-09,1.5900369878561346e-09,2.8995498362019555e-08,1.9667020666456202e-07,1.1455202147273325e-10,1.7885798390359766e-06,5.906723169821296e-11,3.8826234079298544e-07,7.355934768664848e-05,2.4333845865853824e-09,0.00016943366395171403,1.8737419089990238e-07,4.443322394098581e-09,4.6784408971074975e-08,0.0007027930433523857
2.6081676929384725e-05,0.2628036904506497,3.76,0.0,6.3494713475209e-05,0.4224926655774488,0.46038408953566395,0.0573250625768133,0.00043245380061909306,0.023553145657867904,0.36549451287410045,1.171000004387966e-10,0.40669827065637176,1.796458814001362e-06,6.278919812390954e-05,0.5788828777474007,0.0010622774932954777,5.299819293779372e-05,2.439877028370302e-05,0.0015764465572398571,0.12182227429840273,3.135587711508533e-05,4.002512814374355e-05,0.003994042369138592,0.043090683445555736,0.00018705189604843774,0.00011754376263477796,0.0004740365675624891,8.142376452390068e-09,0.02043933627826339,1.5018435967197331e-09,0.00017642867884986498,9.749974353625817e-05,7.372969406604862e-05,1.0143239988325211e-06,1.8954390743653467e-08,0.007967215430474659,0.008126169292638742,0.005480720804258099,0.014610282697754575,3.5245570714771617e-08,1.7566700892940652e-10,0.022440108296086735,0.002538649099218569,7.744282096136498e-06,7.721168802689439e-07,8.0427561347872e-06,0.02377935515889652,2.4129835276014986e-05,3.371957756584627e-11,2.3114648020274603e-09,0.03966684919429381,8.484895641378019e-05,9.674229513061606e-06,0.017854078132461215,1.6221641719883657e-07,6.250612255951706e-13,1.3038358636739687e-06,1.1328540053462883e-05,4.627857411404009e-06,0.00020676299981386704,6.793890628472463e-08,5.211752117564769e-08,0.0019960271424664844,9.086924429822795e-07,0.001239009251576601,0.00013502715770112225,0.0021256097599078403,4.837499454538434e-06,1.1995418690655849e-11,4.7746247104960956e-12,8.521885149204e-08,3.0959408982724823e-07,0.0009691771846619991,7.873932537952329e-08,1.448191247912879e-08,0.000654398858751607,1.1925659037927102e-08,4.7984013317431555e-08,1.3670110568410494e-05,6.038061647033111e-07,3.764752226769646e-06,5.27026155491458e-10,2.944839392908937e-07,1.7340686955749517e-05,0.0011815152184307496,3.6034509225600247e-09,1.6012468711794627e-09,2.8688705671717765e-08,1.9762694129192908e-07,1.1568535577143004e-10,1.775388022300323e-06,5.846995389663258e-11,3.887658758085258e-07,7.365749274227143e-05,2.436557113154988e-09,0.00016964385754041097,1.8760076941808884e-07,4.448730907525762e-09,4.6790002378172005e-08,0.0007030830049904856
2.6356641066261473e-05,0.2628912366916733,3.76,0.0,6.267761074180427e-05,0.4200447317793892,0.4622962378638709,0.05745416714325951,0.00043171674611750064,0.023387415322437363,0.36692955093215945,1.163978423897943e-10,0.4064696224643002,1.793930506284065e-06,6.229065344953109e-05,0.5817949991836447,0.0010540338166574754,5.237287385892269e-05,2.4158445063896143e-05,0.0015780610838381699,0.12053699162537569,3.104715206639662e-05,3.987176751138134e-05,0.003961799592967965,0.04322168928564757,0.00018598717455811466,0.00011682069646462879,0.00046828054226779513,8.01274569076197e-09,0.020155907479156004,1.4745199172644739e-09,0.0001741152674612742,9.680575401026799e-05,7.275033427440992e-05,9.974515510907927e-07,1.8588057753771975e-08,0.007931764341339237,0.008048963607868016,0.005469429489596866,0.014552696213015706,3.476877301881642e-08,1.7401817759505542e-10,0.022341147166125713,0.002535470484195698,7.738925003610317e-06,7.644246233977833e-07,8.048904743509708e-06,0.023859179141813635,2.422951365693893e-05,3.343107358103507e-11,2.2733228302352102e-09,0.03991411988516104,8.502931750488413e-05,9.693041225669337e-06,0.017898748836820102,1.6262303175157754e-07,6.129806781416701e-13,1.3019835142692624e-06,1.127096419647902e-05,4.6286113002534856e-06,0.0002058829556332788,6.706127998011199e-08,5.158041145905017e-08,0.001990643030392584,9.062662161491667e-07,0.0012372804537431176,0.00013427900636955861,0.0021197260911869154,4.830477265770417e-06,1.1904622742637414e-11,4.738488277890036e-12,8.456513411802406e-08,3.0948472190994014e-07,0.0009725233783203194,7.86691314862144e-08,1.4533522031960854e-08,0.000657555241354785,1.1872418195095007e-08,4.8139456295891444e-08,1.3733462065046654e-05,5.988712876546202e-07,3.7299947716987027e-06,5.235513809781823e-10,2.9364590675356705e-07,1.7307070641254577e-05,0.0011851689370770402,3.6145951223318735e-09,1.612420496051092e-09,2.8386055831508638e-08,1.9856378306864965e-07,1.1681655561356357e-10,1.762304014810697e-06,5.7880702183631423e-11,3.892420986676344e-07,7.375064089263091e-05,2.439561254988727e-09,0.00016984089755869963,1.8781294416456312e-07,4.453794978368837e-09,4.679286904027858e-08,0.0007032917411573789
2.663160520313822e-05,0.26297780839347235,3.76,0.0,6.189431708289281e-05,0.4176181985319752,0.4641946137810606,0.05757829172385905,0.0004309819510184913,0.023223603193053256,0.3683513137383738,1.157038600826083e-10,0.40624116691877904,1.791420218705148e-06,6.17975646593567e-05,0.5846745091588049,0.0010458981718462763,5.175846305158098e-05,2.392115624167716e-05,0.0015796655560486247,0.11926901373537126,3.0742322913383016e-05,3.972025894996034e-05,0.003929904193115767,0.0433515100647879,0.00018493081844944806,0.00011610379046585728,0.0004626123387915284,7.885566311355803e-09,0.01987667228085047,1.4477800054431768e-09,0.00017183963193558068,9.611873118486823e-05,7.178704075363916e-05,9.809082698357818e-07,1.8229965958753632e-08,0.007896437905469603,0.007972668973408861,0.0054581231374211175,0.014495402372418377,3.4298990058501705e-08,1.72391001668361e-10,0.022241807305468583,0.0025322567643756575,7.733349231601911e-06,7.568374720380555e-07,8.054749012285232e-06,0.0239367054067899,2.432690784228967e-05,3.3146836249988856e-11,2.2359167207355436e-09,0.04016025455755824,8.520324274730344e-05,9.7111662975451e-06,0.017942660216473394,1.6302274048779444e-07,6.011718985373803e-13,1.300090126779611e-06,1.1213682726022258e-05,4.629218820683826e-06,0.0002050087337168459,6.619685714181206e-08,5.1050398666782164e-08,0.001985201290609417,9.038470352111079e-07,0.0012355293088792,0.00013353934913163922,0.0021139521808213944,4.823568901635007e-06,1.1815017346800918e-11,4.702825624213932e-12,8.392008983562108e-08,3.0937783914407377e-07,0.0009757685001122256,7.859985400795286e-08,1.4583548694490838e-08,0.0006606458741357847,1.181966818727799e-08,4.829122735087209e-08,1.379561434360537e-05,5.939851065250001e-07,3.695762677684062e-06,5.201203051681407e-10,2.9281017644212805e-07,1.727291825402276e-05,0.0011886809162784799,3.625307022703353e-09,1.623557556845715e-09,2.808748067191473e-08,1.9948085780158478e-07,1.1794560426413028e-10,1.7493263515569552e-06,5.7299342695865335e-11,3.8969146633804943e-07,7.383887244910024e-05,2.442399784647452e-09,0.0001700250197048364,1.8801097306942884e-07,4.458520810588104e-09,4.67930623776714e-08,0.0007034216396623144
2.690656934001497e-05,0.2630634189662181,3.76,0.0,6.114212788581883e-05,0.4152128039101854,0.4660793420338606,0.05769752664254908,0.00043024931539458106,0.02306167726951105,0.3697599746702172,1.1501789567457723e-10,0.4060129218024484,1.7889275504433581e-06,6.130984134965239e-05,0.5875218487909432,0.0010378684161187431,5.115469478183022e-05,2.368684678205143e-05,0.0015812594291808443,0.1180180570426535,3.04413169266515e-05,3.957055978311065e-05,0.0038983517790755874,0.04348016288445972,0.00018388269201486952,0.00011539294669037436,0.0004570301921567961,7.76078096281894e-09,0.019601591292673207,1.4216090126202461e-09,0.00016960097890379592,9.543855742500964e-05,7.083947654337439e-05,9.646864502782461e-07,1.78798973042917e-08,0.007861236583792272,0.00789726899032194,0.005446803290318676,0.014438401339906547,3.383615595291623e-08,1.707850791637321e-10,0.022142126204358258,0.002529007824595301,7.727558246488299e-06,7.493535221633896e-07,8.060293050731355e-06,0.024011976967525557,2.4422045785206773e-05,3.2866784248441865e-11,2.1992295558515397e-09,0.04040526630729477,8.53708681012965e-05,9.728619096630366e-06,0.0179858183243037,1.6341559841182147e-07,5.896276961210843e-13,1.2981562531578837e-06,1.1156694700310498e-05,4.629682228352222e-06,0.000204140371692109,6.534541942816594e-08,5.0527419777416055e-08,0.0019797048676231865,9.014348616712142e-07,0.0012337568913041697,0.00013280804602165396,0.002108285414091299,4.816772003840995e-06,1.1726579123338906e-11,4.66762744660562e-12,8.328354731577709e-08,3.0927330115857873e-07,0.0009789140348904306,7.85314665077395e-08,1.4632012544972909e-08,0.0006636713963685625,1.1767400793847359e-08,4.8439359390377606e-08,1.3856571631783543e-05,5.891471235376959e-07,3.662045238927687e-06,5.167319543734394e-10,2.9197683090831804e-07,1.7238258187167585e-05,0.0011920532473467243,3.635593001935728e-09,1.634657754563104e-09,2.7792913418439638e-08,2.003782947772969e-07,1.1907248567504658e-10,1.7364536012545416e-06,5.672574436409704e-11,3.901144316520746e-07,7.392226705252841e-05,2.4450754503665483e-09,0.00017019645739622626,1.8819511155583422e-07,4.462914547185998e-09,4.6790635144552053e-08,0.0007034750398265448
2.7181533476891717e-05,0.2631480815768227,3.76,0.0,6.041858474556004e-05,0.41282829061231835,0.4679505456119951,0.05781196113487152,0.00042951874543507076,0.022901606277595504,0.37115570362801503,1.1433979570626353e-10,0.40578490411489876,1.7864521143464006e-06,6.082739571445131e-05,0.5903374523335638,0.0010299424670014,5.056131200275007e-05,2.3455461471120704e-05,0.0015828421856946247,0.11678384373020605,3.014406366120981e-05,3.94226287520901e-05,0.0038671380302907673,0.04360766441150885,0.00018284266438656075,0.00011468807060349661,0.00045153238702250127,7.638334062602962e-09,0.019330624143332798,1.3959925513951458e-09,0.00016739853843759656,9.476511881611964e-05,6.99073142897665e-05,9.487786153025117e-07,1.7537640691020585e-08,0.007826160855548202,0.007822747854239007,0.005435471450396517,0.014381692989298141,3.338020319039749e-08,1.692000192684164e-10,0.022042139986862278,0.002525723557342966,7.72155547959527e-06,7.419709168368562e-07,8.06554089197852e-06,0.02408503621665975,2.4514955322661055e-05,3.2590838147753973e-11,2.1632449037993774e-09,0.04064916796090597,8.553232656970384e-05,9.74541367902257e-06,0.018028229216558687,1.638016605590913e-07,5.783411095775126e-13,1.2961824534058073e-06,1.1099999244855571e-05,4.630003736861752e-06,0.00020327790182659306,6.450675238117568e-08,5.001141081851874e-08,0.0019741566212872286,8.990296604433797e-07,0.0012319642354608658,0.00013208495956066585,0.002102723237521083,4.810084277401203e-06,1.1639285320774642e-11,4.6328846924145145e-12,8.265533985489228e-08,3.091709726202058e-07,0.0009819614591802853,7.846394340320362e-08,1.4678933666303078e-08,0.0006666324528210517,1.1715607998204783e-08,4.858388553012311e-08,1.3916338475076968e-05,5.843568450964899e-07,3.6288320453953064e-06,5.133853842677133e-10,2.9114594644895295e-07,1.7203117670968273e-05,0.0011952880167418935,3.645459423498191e-09,1.6457207966655686e-09,2.7502288654947176e-08,2.0125622662126218e-07,1.2019718446380982e-10,1.7236843655774692e-06,5.61597788373498e-11,3.905114432005105e-07,7.400090365342545e-05,2.4475909753969583e-09,0.00017035544170849106,1.883656124742756e-07,4.466982268653537e-09,4.678563942522585e-08,0.0007034542328868519
2.7456497613768465e-05,0.26323180916164973,3.76,0.0,5.9721452379535734e-05,0.41046440583393573,0.46980834580080083,0.05792168334507258,0.00042879015305887,0.02274335965061362,0.37253866715260975,1.136694109473312e-10,0.40555713011053107,1.7839935364679199e-06,6.035014242501406e-05,0.5931217473147053,0.0010221182999672201,4.997806598705343e-05,2.3226946828438204e-05,0.0015844133338556727,0.11556610159925476,2.9850494849215102e-05,3.9276425954538e-05,0.003836258693981409,0.04373403089406561,0.0001818106092941818,0.00011398907090672855,0.00044611725572866394,7.518171723361546e-09,0.019063729572765784,1.3709166777754979e-09,0.00016523156300875982,9.40983049866052e-05,6.899023586218815e-05,9.331775065696036e-07,1.7202991700263812e-08,0.007791211214584215,0.00774909032089606,0.005424129079187244,0.014325276927912247,3.293106278097964e-08,1.6763544188843928e-10,0.021941883457863402,0.0025224038630701816,7.715344327105726e-06,7.346878444075838e-07,8.070496495745256e-06,0.02415592492682705,2.4605664165496857e-05,3.231892034691755e-11,2.1279468005974714e-09,0.04089197208295736,8.568774825392974e-05,9.76156379479811e-06,0.01806989895221233,1.6418098199039477e-07,5.673053978951223e-13,1.2941692947280337e-06,1.1043595543383974e-05,4.6301855186751525e-06,0.0002024213512515422,6.368064533906771e-08,4.9502306933175305e-08,0.001968559328564502,8.966313992712491e-07,0.0012301523372974122,0.0001313699547187983,0.0020972631573176457,4.8035034875725285e-06,1.1553113791569626e-11,4.598588549058134e-12,8.203530518566461e-08,3.0907072301421017e-07,0.0009849122408957796,7.839725991398719e-08,1.4724332138358752e-08,0.0006695296932946347,1.166428198013291e-08,4.8724839076758754e-08,1.3974919725870083e-05,5.796137816631565e-07,3.5961129708661954e-06,5.100796787990993e-10,2.9031759344084383e-07,1.7167522826757392e-05,0.0011983873052973787,3.654912633703516e-09,1.6567463968651499e-09,2.721554228822562e-08,2.0211478915437547e-07,1.2131968589376327e-10,1.7110172784230807e-06,5.5601320409778316e-11,3.908829452355398e-07,7.407486049373023e-05,2.449949057400531e-09,0.00017050220132041585,1.885227260432467e-07,4.470729991567896e-09,4.677812663090242e-08,0.000703361462420951
2.7731461750645213e-05,0.26331461443080345,3.76,0.0,5.904869780140275e-05,0.40812090114737387,0.47165286223080266,0.058026780323921646,0.00042806345555950826,0.02258690751126763,0.3739090285367267,1.1300659624900213e-10,0.4053296153342229,1.7815514556297078e-06,5.987799851621481e-05,0.5958751546703848,0.0010143939462378757,4.940471598043164e-05,2.3001251024329824e-05,0.0015859724064805033,0.11436456392399576,2.956054429865559e-05,3.91319127867159e-05,0.0038057095831087605,0.04385927817675719,0.00018078640483792745,0.00011329585937252367,0.00044078317645061045,7.4002416820434104e-09,0.018800865519030492,1.346367874124876e-09,0.0001630993265181262,9.343800894174233e-05,6.808793199248517e-05,9.178760761077709e-07,1.687575233222835e-08,0.007756388166019277,0.007676281674000192,0.005412777597693794,0.014269152518645571,3.248866440066505e-08,1.6609097721412393e-10,0.021841390148164493,0.002519048650495605,7.708928150055434e-06,7.275025368129991e-07,8.075163751338503e-06,0.0242246842522057,2.4694199889229705e-05,3.205095500786474e-11,2.0933197327242588e-09,0.04113369098304394,8.583726040960975e-05,9.7770828938033e-06,0.018110833592254894,1.6455361778548498e-07,5.565140317316764e-13,1.2921173507461447e-06,1.0987482829570635e-05,4.630229706048505e-06,0.00020157074218151054,6.286689135244197e-08,4.9000042443789184e-08,0.0019629156852601463,8.942400482137395e-07,0.001228322155605966,0.0001306628988779038,0.0020919027378485376,4.797027457099345e-06,1.1468042968135938e-11,4.56473043471663e-12,8.142328530637492e-08,3.089724264408661e-07,0.0009877678390606763,7.833139200933689e-08,1.4768228030519319e-08,0.000672363772176595,1.161341510855228e-08,4.886225351210297e-08,1.4032320532710534e-05,5.749174476551046e-07,3.5638781617448776e-06,5.068139491506044e-10,2.8949183666175526e-07,1.7131498717599233e-05,0.0012013531874639626,3.6639589594026277e-09,1.6677342749549086e-09,2.693261151377781e-08,2.0295412125344996e-07,1.2243997585432872e-10,1.6984510052010185e-06,5.505024595020436e-11,3.912293775826211e-07,7.414421509013613e-05,2.4521523678995958e-09,0.00017063696246469512,1.886666997961951e-07,4.474163667339726e-09,4.6768147497538686e-08,0.0007031989247945558
2.800642588752196e-05,0.26339650987458635,3.76,0.0,5.8398471545547305e-05,0.4057975323864264,0.47348421292458504,0.05812733802724463,0.0004273385752772108,0.022432220653869593,0.3752669479304858,1.1235121040311452e-10,0.4051023746549452,1.7791255229981503e-06,5.941088328034463e-05,0.5985980888728646,0.0010067674907009141,4.884102887372332e-05,2.2778323802540016e-05,0.0015875189597767435,0.11317896931123575,2.927414779832999e-05,3.898905188904388e-05,0.003775486574467887,0.04398342171525281,0.00017976993327511778,0.00011260835068971069,0.000435528571450593,7.28449323402876e-09,0.01854198920049853,1.322333032986623e-09,0.0001610011233876907,9.278412690764456e-05,6.720010193367066e-05,9.028674783469818e-07,1.6555730757929786e-08,0.007721692223251619,0.007604307695278644,0.005401418386551609,0.014213318900594081,3.2052936527944196e-08,1.6456626531322167e-10,0.02174069235781852,0.002515657836898191,7.702310274449981e-06,7.204132679890303e-07,8.07954648058034e-06,0.024291354730534637,2.478058992584119e-05,3.178686799503731e-11,2.0593486206671154e-09,0.04137433672250964,8.598098750293435e-05,9.791984131541278e-06,0.018151039198921137,1.6491962303611037e-07,5.459606852346936e-13,1.2900272007627423e-06,1.0931660379501785e-05,4.63013839202268e-06,0.00020072609212928784,6.206528710478994e-08,4.850455091524436e-08,0.0019572283077278593,8.918555791716646e-07,0.0012264746133200468,0.00012996366179461773,0.0020866396001590504,4.7906540622947126e-06,1.1384051840757783e-11,4.531301989508778e-12,8.081912631760638e-08,3.088759614263683e-07,0.0009905297035354408,7.826631633528244e-08,1.4810641394370507e-08,0.000675135348005004,1.1562999934754608e-08,4.899616247821058e-08,1.408854632983977e-05,5.702673613626194e-07,3.5321180265479647e-06,5.03587332753273e-10,2.886687355949191e-07,1.709506939599622e-05,0.001204187730573683,3.6726047057393565e-09,1.6786841566767905e-09,2.6653434782768508e-08,2.0377436471695318e-07,1.2355804084165363e-10,1.6859842421442377e-06,5.450643483419821e-11,3.9155117556112276e-07,7.420904421891708e-05,2.4542035517790198e-09,0.00017075994888410381,1.8879777853437727e-07,4.477289181101188e-09,4.67557520845182e-08,0.0007029687696294876
2.828139002439871e-05,0.26347750776929374,3.76,0.0,5.776909066146751e-05,0.40349405953565665,0.47530251434127013,0.058223441315131866,0.0004266154392934692,0.02227927052689257,0.3766125824416818,1.1170311600740525e-10,0.4048754222975543,1.7767154016732344e-06,5.8948718167956153e-05,0.6012909580543441,0.000999237069928534,4.8286778891633555e-05,2.255811640785688e-05,0.0015890525722622073,0.11200906156452496,2.8991243028824245e-05,3.8847807094746066e-05,0.003745585606894532,0.04410647659020361,0.00017876108082025646,0.00011192646231892826,0.000430351905415086,7.1708771701042326e-09,0.0182870571937494,1.2987994416635722e-09,0.00015893626770763773,9.213655818488727e-05,6.632645313550374e-05,8.881450625440007e-07,1.624274108286823e-08,0.007687123905260622,0.007533154636486503,0.0053900527862883385,0.014157775008363965,3.162380657322969e-08,1.6306095574583458e-10,0.021639821197844685,0.0025122313483974695,7.695493991395361e-06,7.134183523738683e-07,8.083648440608917e-06,0.024355976285556604,2.4864861556168823e-05,3.1526586818569456e-11,2.02601880325727e-09,0.04161392112091557,8.61190512671511e-05,9.806280375106196e-06,0.018190521834868568,1.6527905283858568e-07,5.356392282480251e-13,1.2878994290669371e-06,1.0876127504881433e-05,4.629913631437919e-06,0.00019988741411589554,6.12756328365149e-08,4.8015765217880385e-08,0.001951499734553856,8.894779654944007e-07,0.0012246105987732288,0.00012927211556363057,0.0020814714205261466,4.784381230501001e-06,1.1301119936349059e-11,4.498295067019459e-12,8.022267826579125e-08,3.0878121074454454e-07,0.0009931992747501616,7.820201017213938e-08,1.4851592256548084e-08,0.0006778450830452095,1.1513029186040271e-08,4.91265997628978e-08,1.4143602827013374e-05,5.656630448824832e-07,3.50082322594418e-06,5.003989923450925e-10,2.8784834471858856e-07,1.7058257948947997e-05,0.001206892994122744,3.680856153963304e-09,1.6895957736008055e-09,2.6377951770029755e-08,2.045756641329178e-07,1.2467386793990533e-10,1.6736157156383171e-06,5.39697688784839e-11,3.918487699129628e-07,7.426942390214759e-05,2.4561052268366402e-09,0.00017087138179256638,1.8891620428503513e-07,4.480112350720833e-09,4.674098977406191e-08,0.0007026731002909083
2.8556354161275457e-05,0.263557620182681,3.76,0.0,5.715902326753495e-05,0.40121024662399585,0.47710788141881794,0.058315173951783005,0.00042589397914818435,0.022128029215868265,0.377946086231257,1.1106217933620043e-10,0.40464877187291476,1.7743207662943529e-06,5.849142669444805e-05,0.6039541641264458,0.0009918008702907866,4.7741747296826975e-05,2.2340581518009774e-05,0.001590572843747526,0.11085458955255387,2.8711769478597868e-05,3.870814338115782e-05,0.0037160026795754458,0.044228457520616056,0.0001777597374572946,0.00011125011435716147,0.00042525168387343555,7.059345717265448e-09,0.01803602550743587,1.275754767509699e-09,0.00015690409243287567,9.14952050109958e-05,6.546670093655875e-05,8.737023655686147e-07,1.5936603121816157e-08,0.007652683734167432,0.00746280919321167,0.005378682097670134,0.014102519590175302,3.120120100163568e-08,1.6157470719912662e-10,0.02153880663042685,0.002508769120219023,7.688482557308469e-06,7.06516143494113e-07,8.087473326534565e-06,0.024418588229848433,2.4947041902757685e-05,3.1270040580719444e-11,1.993316022726771e-09,0.041852455762276496,8.625157075849789e-05,9.819984209060927e-06,0.01822928756231606,1.6563196228599586e-07,5.255437188855384e-13,1.2857346242862665e-06,1.082088354685041e-05,4.629557441940544e-06,0.00019905471687592003,6.049773227197686e-08,4.753361758946659e-08,0.0019457324282197415,8.871071816457879e-07,0.001222730966920341,0.00012858813458106277,0.0020763959290488044,4.778206938295034e-06,1.1219227298876355e-11,4.465701726546265e-12,7.963379499994798e-08,3.0868806124963046e-07,0.0009957779834438925,7.813845140330736e-08,1.4891100611706314e-08,0.0006804936428776994,1.1463495759719928e-08,4.925359928563869e-08,1.4197495999523873e-05,5.611040240645704e-07,3.469984663318258e-06,4.972481150722492e-10,2.87030713781161e-07,1.7021086540583346e-05,0.0012094710290738188,3.6887195593018407e-09,1.700468863014989e-09,2.610610334307058e-08,2.05358166748668e-07,1.2578744480304706e-10,1.6613441815655763e-06,5.344013227752686e-11,3.921225867384775e-07,7.432542939519333e-05,2.457859983377508e-09,0.0001709714798407041,1.890222162644331e-07,4.482638925934095e-09,4.6723909271286e-08,0.0007023139743915544
