Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582)
3.89412404141276e-08,0.220806498250817,3.76,0.0,0.6304908776197458,0.9999978068224756,1.3465480108876217e-07,1.512521510528498e-05,1.6100435508121979e-07,0.0020828406445784443,0.002082913910596902,7.568251993109943e-12,1.9497006975628064e-06,2.836924760801084e-08,3.2922255124323294e-08,1.340512867506681e-08,1.9216171359589615e-06,8.570854948938328e-10,2.131553326046285e-07,1.9107436134362833e-06,3.85197053496638e-06,1.7410962920623208e-07,1.4572853872955696e-09,3.7528365130920545e-09,5.877414587645657e-09,3.8960728571014887e-08,8.431794333252792e-13,3.737152093001101e-13,1.9348925462258027e-10,4.0658127073625835e-12,3.1523374156790665e-18,2.665606700049017e-10,2.536889549072584e-12,3.4664059227091096e-13,9.484083322424402e-17,2.29015624047008e-16,2.520905976042563e-06,1.8743430276972782e-08,2.3826346715311904e-06,1.2517013967593175e-10,6.7303008977275284e-18,5.683336980696605e-14,1.0736421603559932e-07,5.71690243132226e-13,2.398055620426154e-16,5.46790341860681e-11,4.3867744319681503e-13,2.5548264273644916e-12,1.2749182114784692e-14,7.967594354112682e-20,1.5737224906094172e-17,6.765384500716529e-08,6.781664042193037e-14,1.5424071176753037e-14,4.691993592480597e-15,1.023570785075844e-20,7.865165040103044e-21,2.288962858661831e-22,1.7574008161565048e-08,6.311821062366843e-13,6.874940931651525e-16,1.0228415360994001e-15,1.1470608275838474e-16,9.863379643916668e-10,7.1281376012619205e-09,9.079553880581992e-13,1.4948196154916931e-05,5.087041324044892e-10,6.6899777539123296e-09,4.643674123546461e-14,1.8577834511002934e-14,3.2805598264946553e-10,3.1714449627897507e-09,8.741415982352844e-17,1.37516645968083e-13,5.20018600072738e-21,2.4605428436474997e-17,8.083414701615384e-15,1.1842502534715426e-18,8.191365515697831e-18,6.430359580008304e-10,1.5352411398737381e-15,8.296141641493303e-16,4.496274143960997e-15,8.145063892899149e-16,1.4470226727627676e-16,4.334849868312282e-22,7.172607376786367e-16,3.7577423350132654e-11,2.814532957956359e-20,9.633169306619495e-19,7.346785744195071e-16,3.471195405592926e-15,3.528821632088245e-19,8.819875691555817e-18,1.828592251144731e-21,1.6905225244740768e-17,1.486020270394838e-19,9.818735118279772e-21,8.311452194989558e-19,8.420562331912329e-16
3.988576060516169e-08,0.2208085869628526,3.76,0.0,0.6304398407427562,0.9999977451998189,1.4438408183576657e-07,1.54956109974105e-05,1.6803749877016655e-07,0.002133272626092975,0.002133348970662703,7.751989842751049e-12,2.0557750713505024e-06,2.9371469733719562e-08,3.476710236638503e-08,1.4414921269824865e-08,1.9701896512089436e-06,8.995861317353695e-10,2.186204553956891e-07,1.968053470578067e-06,4.018855524348699e-06,1.774930295654308e-07,1.5389014736663234e-09,3.9205545884959876e-09,6.256518248072272e-09,4.028219500180174e-08,9.13443287184586e-13,4.1374904247168024e-13,1.9855956016868292e-10,4.348603274304168e-12,3.494480832857875e-18,2.7884930286950155e-10,2.7187872981373553e-12,3.8006052878660424e-13,1.0480799327564496e-16,2.516366349901826e-16,2.580964120792228e-06,1.9656271343329606e-08,2.4361168796493894e-06,1.3443875431707644e-10,7.200184716970319e-18,5.773155081260862e-14,1.1048272393881705e-07,6.137676837068475e-13,2.6749294743217196e-16,5.603740869652863e-11,4.60174109797482e-13,2.7438807203702982e-12,1.3567955410648865e-14,8.59590654738962e-20,1.70250012392363e-17,6.962285036427457e-08,7.287387849271707e-14,1.6483299638820475e-14,5.158352524202814e-15,1.1467057822372458e-20,8.633704370541435e-21,2.6533708024559664e-22,1.7747764573523155e-08,6.660455962461345e-13,7.647426735004656e-16,1.0929754823117568e-15,1.2404300929905795e-16,1.0231929277536005e-09,7.127668716768761e-09,9.784856449796136e-13,1.5310113292594846e-05,5.453023671631338e-10,6.68985370678307e-09,4.6478640077446937e-14,1.858051589841049e-14,3.2814741300109516e-10,3.1746364596669155e-09,9.747164397665345e-17,1.42272481546882e-13,5.4706956562989325e-21,2.6918001604224472e-17,8.484607624460195e-15,1.2920218771051027e-18,8.982068643044566e-18,6.599624982808446e-10,1.7211404129949303e-15,8.703725166022771e-16,4.920959493560168e-15,9.108881652739036e-16,1.5843777255780773e-16,4.750286818469977e-22,7.176935889647156e-16,3.7613409327000726e-11,3.086029442595904e-20,1.0236434760539404e-18,7.958009537171823e-16,3.54180290508435e-15,3.8518728459642647e-19,9.804143226945962e-18,1.9901612598065145e-21,1.871434697555839e-17,1.6170730758169268e-19,1.0637241664390895e-20,9.093873538787242e-19,9.325338473131424e-16
4.083028079619578e-08,0.2208106756642721,3.76,0.0,0.6303888040580865,0.9999976831348444,1.5453113025977213e-07,1.5866163606640995e-05,1.7516877940770003e-07,0.002183700461788518,0.0021837799535545837,7.935712597674457e-12,2.1649701130366625e-06,3.037883028748994e-08,3.665717062561636e-08,1.5476683362821092e-08,2.0188779894901394e-06,9.431411282515745e-10,2.2413113669891947e-07,2.025843757940464e-06,4.18958625082398e-06,1.8090406597530707e-07,1.6232495640625626e-09,4.092020173611764e-09,6.649510750229317e-09,4.161494766140782e-08,9.878050833645237e-13,4.570085441253301e-13,2.0367235819062363e-10,4.644515787639075e-12,3.864543500917108e-18,2.914448885994488e-10,2.909023040947224e-12,4.157890575362505e-13,1.1555614373645635e-16,2.7585852363674327e-16,2.6409714147626092e-06,2.059045802977543e-08,2.4894057592213493e-06,1.4415363423130144e-10,7.691959123549912e-18,5.863658889663044e-14,1.1362524317694801e-07,6.578494360889434e-13,2.975557828922702e-16,5.7391712022276027e-11,4.822232374850074e-13,2.9421194876137762e-12,1.441562832972142e-14,9.258750764720067e-20,1.8385881882450795e-17,7.159241377081846e-08,7.817507049990141e-14,1.7586795010517233e-14,5.658551424347389e-15,1.2811167868409095e-20,9.45604918868922e-21,3.0652604943822417e-22,1.7918655163281055e-08,7.019087541168348e-13,8.483383138542005e-16,1.1662350966297333e-15,1.3384612617356813e-16,1.060406496093904e-09,7.127194399494849e-09,1.0526222988181376e-12,1.567199873074683e-05,5.836870915552176e-10,6.689709675939844e-09,4.651409161614302e-14,1.8582669410827426e-14,3.282402809675989e-10,3.177862970814672e-09,1.0839841972771648e-16,1.4706316470518502e-13,5.751846387403231e-21,2.9393420367615513e-17,8.895485867047991e-15,1.4064205462426843e-18,9.829269027198325e-18,6.768294771503628e-10,1.9244115725717723e-15,9.12104293870296e-16,5.373260657399598e-15,1.0159008454591423e-15,1.7317288939531877e-16,5.196143559599282e-22,7.181367406334353e-16,3.7650298016300923e-11,3.375454557745186e-20,1.0858586143204886e-18,8.602734861845103e-16,3.614072227879074e-15,4.1959723977755685e-19,1.0871607048795493e-17,2.162029971464518e-21,2.067019942264293e-17,1.7563934820691267e-19,1.1504097589984502e-20,9.92697712659065e-19,1.0303820739933863e-15
4.1774800987229874e-08,0.2208127643563563,3.76,0.0,0.6303377675336216,0.9999976206236164,1.6510164497310083e-07,1.623687222498842e-05,1.8239659880168358e-07,0.0022341241513313473,0.0022342068593372718,8.119420255778866e-12,2.277311064653039e-06,3.1391025692543625e-08,3.859171432549585e-08,1.659166227382079e-08,2.067683723987196e-06,9.877527237232331e-10,2.2968751204318456e-07,2.0841183563356065e-06,4.364194484908852e-06,1.8434287874022072e-07,1.7103694403219153e-09,4.267263577663814e-09,7.05651398726241e-09,4.2959075676924745e-08,1.0664107745740177e-12,5.036734292268086e-13,2.088277657177955e-10,4.953890173211664e-12,4.264099407889565e-18,3.043497846058497e-10,3.1077819208445364e-12,4.5392558625012317e-13,1.2712785269671336e-16,3.0175186619042023e-16,2.700927899462152e-06,2.1545965903160472e-08,2.5425020325708604e-06,1.543252417596189e-10,8.206194049380483e-18,5.954947466315485e-14,1.1679174976976044e-07,7.039811634099016e-13,3.301298027155441e-16,5.874196109095104e-11,5.048280248800569e-13,3.1497742249234537e-12,1.529237304086627e-14,9.957347240334238e-20,1.982251072516753e-17,7.356254489580797e-08,8.372576441651038e-14,1.8735254036844708e-14,6.194192117809375e-15,1.427524762439692e-20,1.0334546597789918e-20,3.5295289575984196e-22,1.8086949242311217e-08,7.387749944553835e-13,9.386132107905987e-16,1.2426924284246243e-15,1.4412287247413248e-16,1.097972981379921e-09,7.1267160289664675e-09,1.1304582661472092e-12,1.6033852404853503e-05,6.23908375395689e-10,6.689552049779969e-09,4.654403731109017e-14,1.8584380726746012e-14,3.2833487167871546e-10,3.1811246974250105e-09,1.2024537592176023e-16,1.518890376471048e-13,6.0441089274913466e-21,3.203966751900332e-17,9.316047144950588e-15,1.5276603556416148e-18,1.0735673883306427e-17,6.936367932262036e-10,2.1462093937157793e-15,9.548092197126818e-16,5.8541810863087145e-15,1.1300774142247863e-15,1.8895987875991644e-16,5.674013420552049e-22,7.185910489416251e-16,3.76880968862687e-11,3.683450583638589e-20,1.1499630124848954e-18,9.281867178050517e-16,3.6880171869312e-15,4.561969544378795e-19,1.202713130625453e-17,2.344620804910646e-21,2.278111543544868e-17,1.9043145282086826e-19,1.2421094160575887e-20,1.081259186529046e-18,1.1360223476432122e-15
4.2719321178263967e-08,0.22081485304039108,3.76,0.0,0.6302867311371256,0.9999975576622032,1.7610123288170856e-07,1.660773614713567e-05,1.8971948299794045e-07,0.0022845436943994433,0.002284629688073356,8.303112817933024e-12,2.392823367015573e-06,3.240777005654264e-08,4.0569981153814145e-08,1.776108462783064e-08,2.1166084194210083e-06,1.0334231957597974e-09,2.3528972324236528e-07,2.142881055371675e-06,4.5427121142447835e-06,1.8780960858856197e-07,1.8003010522257687e-09,4.446315570301869e-09,7.47764723235314e-09,4.431466884574608e-08,1.1494088952301252e-12,5.53929362279738e-13,2.1402590641528376e-10,5.2770696689425e-12,4.694775135030061e-18,3.1756635477173007e-10,3.315250256467997e-12,4.945713959981638e-13,1.3956717281986797e-16,3.2938859091859773e-16,2.7608336163567884e-06,2.252277055660497e-08,2.5954064193535573e-06,1.6496403719339727e-10,8.743465042777281e-18,6.047115008748731e-14,1.1998221976904972e-07,7.52208466075759e-13,3.653547652615514e-16,6.00881729017099e-11,5.279916714917492e-13,3.367077524610296e-12,1.6198355954965864e-14,1.0692943019563395e-19,2.133759084228675e-17,7.553325488147332e-08,8.953148980832911e-14,1.9929366592404182e-14,6.766915645342226e-15,1.5866775270793583e-20,1.127158831164971e-20,4.0514546099516045e-22,1.825290010061179e-08,7.766477029511367e-13,1.0359068038859017e-15,1.3224198979490126e-15,1.5488037732066844e-16,1.1358872404243484e-09,7.126234671903634e-09,1.212086608091439e-12,1.639567424980252e-05,6.660168614653568e-10,6.689385799287042e-09,4.656928471774946e-14,1.85857220111049e-14,3.284313975354682e-10,3.184421828725817e-09,1.330649727880951e-16,1.567504534787042e-13,6.34797142917743e-21,3.486495469209015e-17,9.746289172693108e-15,1.6559558101433938e-18,1.1704060268795864e-17,7.103843978570897e-10,2.387734150908647e-15,9.984870175912948e-16,6.364732262729886e-15,1.2539693574527007e-15,2.0585268491946674e-16,6.185540972249502e-22,7.190571814382508e-16,3.7726813432492466e-11,4.0106626254143743e-20,1.2159573678614245e-18,9.996310845644518e-16,3.763651644342638e-15,4.950728755937981e-19,1.3275741848417469e-17,2.538364969284601e-21,2.5055713315425034e-17,2.0611761941579881e-19,1.3390055538560193e-20,1.1752560559460063e-18,1.2498907951082758e-15
4.366384136929806e-08,0.22081694171766714,3.76,0.0,0.6302356948362378,0.9999974942466777,1.8753541632050765e-07,1.6978754670426193e-05,1.9713607482071373e-07,0.0023349590906814855,0.0023350484398232587,8.486790283599656e-12,2.511532654980182e-06,3.3428794141202114e-08,4.259121388000707e-08,1.898615618208942e-08,2.1656536318523882e-06,1.0801548601143132e-09,2.409379179119723e-07,2.2021355598793646e-06,4.725171146590549e-06,1.9130439657134404e-07,1.893084518939775e-09,4.629207376542062e-09,7.913027347090588e-09,4.56818171697604e-08,1.2369506083185524e-12,6.079680482818454e-13,2.192669100379557e-10,5.614400850150978e-12,5.158250657841242e-18,3.3109696981947623e-10,3.5316156405434646e-12,5.378296456911524e-13,1.5291967330293e-16,3.588419803701781e-16,2.8206886068700857e-06,2.3520847609530355e-08,2.6481196365709186e-06,1.7608047877411535e-10,9.304353311855984e-18,6.140251178487946e-14,1.231966292586034e-07,8.025768820221429e-13,4.033744754636962e-16,6.143036450172086e-11,5.51717379008507e-13,3.5942630753870662e-12,1.7133738205559915e-14,1.146681228809996e-19,2.293388524423718e-17,7.750455595914856e-08,9.559775765807365e-14,2.116981595423267e-14,7.3784026183025e-15,1.7593500724681212e-20,1.2269610741914308e-20,4.636718248095308e-22,1.841674602028378e-08,8.155302405826149e-13,1.1405656760499389e-15,1.4054902964721356e-15,1.6612546709328777e-16,1.1741446423855302e-09,7.125751153580827e-09,1.297600529063033e-12,1.67574641998845e-05,7.100637694083874e-10,6.689214797360387e-09,4.659052601919861e-14,1.8586754105464373e-14,3.285300146061727e-10,3.187754545950074e-09,1.4691124544127745e-16,1.616477728945485e-13,6.6639394082290474e-21,3.787772412834182e-17,1.0186209663732039e-14,1.791521793774219e-18,1.2737275436694935e-17,7.270722864739403e-10,2.6502320820441856e-15,1.0431374106712539e-15,6.905933588645175e-15,1.3881468167999613e-15,2.2390695364386284e-16,6.732422583075037e-22,7.195356596288639e-16,3.776645517857312e-11,4.357738487817256e-20,1.2838424106923978e-18,1.0746969100915758e-15,3.840989512855978e-15,5.363129779385989e-19,1.462262768413646e-17,2.743702520359924e-21,2.7502900918168592e-17,2.2273254599399876e-19,1.4412839013431466e-20,1.2748739693168436e-18,1.372438463344557e-15
4.460836156033215e-08,0.22081903038948036,3.76,0.0,0.6301846585984713,0.9999974303731158,1.994096397574217e-07,1.734992709485372e-05,2.0464512679788894e-07,0.002385370339875909,0.0023854631146452265,8.670452650459328e-12,2.6334647530339696e-06,3.445384439209867e-08,4.465465202677373e-08,2.0268061704426622e-08,2.2148209085237903e-06,1.1279500704942722e-09,2.4663224904179307e-07,2.2618854959739468e-06,4.911603712563757e-06,1.9482738398561372e-07,1.9887601307316884e-09,4.815970673414602e-09,8.36276897792729e-09,4.706061049561467e-08,1.329189753606839e-12,6.659873253865231e-13,2.2455091195205134e-10,5.966233655519947e-12,5.656260162007195e-18,3.449440076514597e-10,3.7570670378525685e-12,5.838053778911122e-13,1.6723247222654192e-16,3.901866745564382e-16,2.880492912383374e-06,2.4540172707690676e-08,2.7006423985841015e-06,1.876850226930399e-10,9.889445769012518e-18,6.234441406470437e-14,1.2643495435416877e-07,8.551318869716477e-13,4.443368086074687e-16,6.276855296908753e-11,5.760083524742624e-13,3.831565662745453e-12,1.809867609486041e-14,1.2280256705642227e-19,2.4614217639233062e-17,7.947646115541355e-08,1.0193006020504193e-13,2.2457279058517605e-14,8.030373591528908e-15,1.9463448835438094e-20,1.3331095116882888e-20,5.291424784215756e-22,1.8578711225114035e-08,8.554259474483493e-13,1.2529434580877946e-15,1.4919767864666408e-15,1.7786467299574792e-16,1.2127410383321408e-09,7.1252661120607124e-09,1.387093375684345e-12,1.7119222188788964e-05,7.561008995804615e-10,6.689042063613541e-09,4.660835411996678e-14,1.8587528345709317e-14,3.2863083521126537e-10,3.1911230249622315e-09,1.6183980722065308e-16,1.66581361591114e-13,6.992535699051188e-21,4.108665045647794e-17,1.0635806330433956e-14,1.934573543116538e-18,1.383823718808169e-17,7.437004913581111e-10,2.934995834144697e-15,1.0887601218184874e-15,7.478812290880677e-15,1.533198742673284e-15,2.4318005028529513e-16,7.316406970469869e-22,7.200268917359795e-16,3.7807029676744054e-11,4.7253285662012734e-20,1.3536189056790466e-18,1.15347440370827e-15,3.9200447572125005e-15,5.800067707951417e-19,1.6073142436608197e-17,2.961082417935129e-21,3.013187976953538e-17,2.4031163659788545e-19,1.5491335236711298e-20,1.3802999244115047e-18,1.5041315481094737e-15
4.555288175136624e-08,0.22082111905713173,3.76,0.0,0.630133622391211,0.9999973660375979,2.1172927608906295e-07,1.7721252723051994e-05,2.1224549446565043e-07,0.0024357774416900293,0.002435873712595313,8.854099918772037e-12,2.75864567120271e-06,3.5482682024997225e-08,4.675953340602659e-08,2.1607964898078484e-08,2.2641117877361764e-06,1.1768112183693007e-09,2.523728746149803e-07,2.3221344167536985e-06,5.1020420681667225e-06,1.983787123200561e-07,2.0873683509270047e-09,5.006637587885782e-09,8.826984741455709e-09,4.845113823914113e-08,1.426282897147202e-12,7.281912593208119e-13,2.2987805271230353e-10,6.3329214136772235e-12,6.190592874700655e-18,3.591098536672985e-10,3.9917948824315565e-12,6.326055259097595e-13,1.8255426930272451e-16,4.234986750788327e-16,2.940246574235883e-06,2.5580721523204026e-08,2.7529754171275185e-06,1.997881230908317e-10,1.0499335076428538e-17,6.329767178581462e-14,1.296971712034222e-07,9.099188946934564e-13,4.883937354129319e-16,6.410275539970214e-11,6.008678013591895e-13,4.0792211697504904e-12,1.9093321507592735e-14,1.3134605778328427e-19,2.638147320930353e-17,8.144898406311522e-08,1.0853387079923562e-13,2.379242674221718e-14,8.724589454331708e-15,2.1484922590262023e-20,1.4458567631338478e-20,6.02212575305586e-22,1.8739006770398798e-08,8.96338146257621e-13,1.3734007376967077e-15,1.5819529018438479e-15,1.9010423889729815e-16,1.2516727327357593e-09,7.12478004053639e-09,1.4806586358791159e-12,1.748094814960034e-05,8.041806368547787e-10,6.688869955313245e-09,4.6623276580286105e-14,1.8588088081168356e-14,3.2873393775431086e-10,3.1945274382615173e-09,1.7790785289609984e-16,1.715515882432926e-13,7.334300391443031e-21,4.450064248497351e-17,1.109507688405492e-14,2.085326624656658e-18,1.5009934224123008e-17,7.602690755714725e-10,3.2433648917656476e-15,1.1353548735925504e-15,8.08440334245633e-15,1.6897330461751799e-15,2.637310777540248e-16,7.939295749395349e-22,7.205311982761182e-16,3.7848544508532737e-11,5.114085752505312e-20,1.4252876527566042e-18,1.236053658825608e-15,4.0008313953918135e-15,6.262453056417591e-19,1.7632805794609328e-17,3.1909625850104995e-21,3.2952149196984045e-17,2.5889100744559455e-19,1.6627468461902303e-20,1.4917222527551453e-18,1.6454516237193711e-15
4.6497401942400335e-08,0.2208232077219275,3.76,0.0,0.6300825861817112,0.9999973012362084,2.2449963255047146e-07,1.809273086028457e-05,2.1993613004259267e-07,0.002486180395839203,0.0024862802337273604,9.037732088959804e-12,2.8871016012549637e-06,3.6515082165335656e-08,4.890509552832721e-08,2.300700836874673e-08,2.3135277987583323e-06,1.226740732776506e-09,2.581599572665546e-07,2.382885807649837e-06,5.296518597126108e-06,2.0195852321758694e-07,2.188949818067998e-09,5.201240695782686e-09,9.305785399177e-09,4.9853489177509985e-08,1.5283893820115916e-12,7.947902396079458e-13,2.3524847768548484e-10,6.7148208703738345e-12,6.7630939117035104e-18,3.735969010604091e-10,4.235991174049994e-12,6.843389221757579e-13,1.98935379028151e-16,4.588553501891257e-16,2.999949633724879e-06,2.6642469754584253e-08,2.805119401322085e-06,2.1240023205708341e-10,1.1134619692671945e-17,6.426306302559573e-14,1.329832559859407e-07,9.669832572651536e-13,5.357013484509531e-16,6.543298889693228e-11,6.262989405356357e-13,4.337466578214697e-12,2.011782229489712e-14,1.4031217220635918e-19,2.823859940080922e-17,8.342213866156644e-08,1.154146437690338e-13,2.5175923970521847e-14,9.462851839581698e-15,2.3666506335123244e-20,1.5654599626922916e-20,6.835842607772005e-22,1.8897831376852718e-08,9.382701455121626e-13,1.502304973065699e-15,1.6754925482365786e-15,2.0285012938576638e-16,1.290936456767322e-09,7.124293320688982e-09,1.5783899381171196e-12,1.7842642014793975e-05,8.543559543920926e-10,6.688700317554678e-09,4.6635727661730533e-14,1.8588469949102676e-14,3.2883937446507474e-10,3.197967956551385e-09,1.9517416176499661e-16,1.7655882292667218e-13,7.689790771931936e-21,4.8128845007627043e-17,1.1564019034720314e-14,2.2439969158461607e-18,1.6255426498130425e-17,7.76778127852685e-10,3.576725989068944e-15,1.1829213882454071e-15,8.72374939891931e-15,1.858376750267035e-15,2.856208944091338e-16,8.602943978264083e-22,7.210488321996927e-16,3.789100728535447e-11,5.524665355059992e-20,1.4988494873343045e-18,1.3225246516366698e-15,4.083363499752045e-15,6.751211841848485e-19,1.9307304962094973e-17,3.433809968659337e-21,3.59735104773598e-17,2.785074931710364e-19,1.7823196789179573e-20,1.6093306067937456e-18,1.796895873922945e-15
4.744192213343443e-08,0.22082529638517875,3.76,0.0,0.6300315499370942,0.9999972359650348,2.3772595626054823e-07,1.846436081443467e-05,2.2771607646011945e-07,0.0025365792020460567,0.0025366826780929895,9.221349159013771e-12,3.0188589131838175e-06,3.755083303780354e-08,5.1090576894124844e-08,2.446631363026067e-08,2.363070461766112e-06,1.2777410801242235e-09,2.6399366397639973e-07,2.4441430914494604e-06,5.4950658130690955e-06,2.055669584500301e-07,2.2935453482457703e-09,5.3998130215610255e-09,9.799280022374303e-09,5.1267751297085275e-08,1.6356713802069342e-12,8.660010776398308e-13,2.406623367140279e-10,7.112292216243059e-12,7.375665140760035e-18,3.884075510958726e-10,4.489849574016347e-12,7.391163078532966e-13,2.1642776425124267e-16,4.963354407685654e-16,3.059602132105778e-06,2.7725393126772686e-08,2.8570750576881946e-06,2.255317996297926e-10,1.1795903920306832e-17,6.52413315742989e-14,1.362931849131759e-07,1.0263702653367702e-12,5.864198899198277e-16,6.67592705638061e-11,6.523049911695228e-13,4.6065399702186225e-12,2.1172322630325297e-14,1.4971477305176773e-19,3.018860672973874e-17,8.539593917695651e-08,1.2257781430158485e-13,2.660843005100708e-14,1.0247003550899472e-14,2.6017069016434723e-20,1.6921807802626517e-20,7.740090823956033e-22,1.905537221208657e-08,9.812252424060685e-13,1.640030411217901e-15,1.7726700033271087e-15,2.161080379835242e-16,1.3305293432850807e-09,7.123806248536713e-09,1.6803810507988442e-12,1.8204303716232232e-05,9.066804173800771e-10,6.688534600308478e-09,4.664607873269291e-14,1.8588704942751915e-14,3.289471774437921e-10,3.2014447498321745e-09,2.1369910066296725e-16,1.816034359032638e-13,8.059581285072103e-21,5.1980640622368604e-17,1.2042630491405201e-14,2.410800589580292e-18,1.7577845568021822e-17,7.932277583326468e-10,3.936513506514556e-15,1.2314593877208109e-15,9.397900748668378e-15,2.0397761403723614e-15,3.0891213188261274e-16,9.309260702860316e-22,7.215799946204173e-16,3.793442564900612e-11,5.95772503121813e-20,1.5743052801301447e-18,1.4129772400661845e-15,4.16765519808514e-15,7.267285669529807e-19,2.1102496107726724e-17,3.690100601921324e-21,3.9206071002268037e-17,2.9919865316723823e-19,1.9080512414587084e-20,1.733315949646709e-18,1.9589773239384944e-15
4.9330962515502605e-08,0.22082947371232053,3.76,0.0,0.6299294772103275,0.9999971039977045,2.6556722340103087e-07,1.9208073418058125e-05,2.4354049449085566e-07,0.0026373643695554064,0.002637475336720282,9.588537998660488e-12,3.2923840350706097e-06,3.963160095043009e-08,5.557826303254195e-08,2.757009047901134e-08,2.462541778867016e-06,1.3829643249466562e-09,2.758016376485169e-07,2.568188742955301e-06,5.904503021653285e-06,2.128702695831676e-07,2.511942765189246e-09,5.8089996726421585e-09,1.0830779901880114e-08,5.413235656134442e-08,1.8664250714226088e-12,1.0231582884715724e-12,2.5162097698420917e-10,7.955408734358978e-12,8.728914745843922e-18,4.1900930602500415e-10,5.027336220932017e-12,8.582556251808584e-13,2.549626598041876e-16,5.77987739464282e-16,3.178755610356473e-06,2.995466832566911e-08,2.960424200089216e-06,2.533951004848793e-10,1.3198917934499177e-17,6.723931783742221e-14,1.4298448020683692e-07,1.1522930750481967e-12,6.987516546720815e-16,6.940004678806977e-11,7.060547475917978e-13,5.178128546548811e-12,2.3371882147353532e-14,1.6988633629785463e-19,3.4379627195496717e-17,8.934553554728563e-08,1.3777299249046832e-13,2.9623078879493354e-14,1.1960554755400136e-14,3.1262049691660135e-20,1.968044782131201e-20,9.852865896588186e-22,1.936729770651942e-08,1.0702178763937925e-12,1.9434753839101427e-15,1.978237312828402e-15,2.4418137784816155e-16,1.4106930082936687e-09,7.122831904397666e-09,1.8975184782312806e-12,1.892753035220353e-05,1.0179940227783812e-09,6.688219218055538e-09,4.666170141010572e-14,1.8588834910934645e-14,3.2916993414483843e-10,3.20850784082182e-09,2.5477429101466747e-16,1.9180627399764762e-13,8.844445994364899e-21,6.039374157796249e-17,1.3028852152868002e-14,2.7696741833535323e-18,2.0466350472297157e-17,8.259492818709205e-10,4.7413458015016295e-15,1.3314487273353726e-15,1.0854858450738087e-14,2.443524333077628e-15,3.5995836866194427e-16,1.085780900856424e-21,7.226835131708516e-16,3.8024159858697944e-11,6.89392667721204e-20,1.7309023963097789e-18,1.6061860398418954e-15,4.341574170647525e-15,8.385223369920145e-19,2.5079232543198724e-17,4.244961560568599e-21,4.6346775097374265e-17,3.4395889629546606e-19,2.1788046355640625e-20,2.0011879656204263e-18,2.3171845354393043e-15
