Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865)
0.0042075355687075525,0.4490242790835881,3.76,0.0,0.004345385642710164,0.24759294745663435,0.7087418849075423,0.04004824135668211,2.3785735248581585e-05,0.1156086902985606,0.519685015693049,2.8527405175243753e-13,0.15660941238391513,6.180629742552473e-09,1.255572771063459e-05,0.6549576225841833,0.0015890476368135102,0.002048035892384869,2.271270277789821e-05,3.613047179593283e-05,0.14821546163838176,1.9459061617898336e-05,8.801234856487091e-06,0.016829960783427887,0.015180572449774648,3.000650258334539e-06,1.9276055687357864e-06,5.4366789312475834e-05,1.3443718786045624e-07,0.028826952171544018,5.551116450323773e-10,0.00826727256975965,1.3437478417560986e-06,4.912808154794526e-05,7.451434800554404e-06,9.148322972156944e-08,0.0001450602125042897,0.010852018321468631,0.00043431843539882084,0.003307993157676429,1.2842506028703398e-10,3.3755959478477673e-10,0.007934607707417383,2.8373886688769203e-05,4.8475916024454365e-09,6.798841656389442e-07,1.03227576543603e-06,0.0032159050774956776,2.3428557079387573e-06,3.756357638420788e-14,8.980502638725202e-12,0.034451529382148086,5.723048714124469e-07,2.73347870528757e-08,0.000302926511580586,1.3730306410013133e-11,2.508950552474039e-13,5.8114070427851906e-11,1.9834821696521558e-05,2.245881599747788e-07,4.960251095072323e-06,4.131487011880698e-08,3.566267268161897e-09,0.003697325784655291,1.8637268492304937e-09,4.6019782697678155e-05,1.2552841756817393e-06,5.908220014888856e-06,5.791402894323679e-08,1.8731694661185475e-12,1.1702866699496215e-13,7.027430718484746e-10,1.2709954804867494e-09,0.00025842886857479206,3.631133097009435e-11,1.932594992039714e-11,0.000105100158228019,1.6721579180063546e-12,8.899488709430745e-09,2.4008449658903138e-05,4.6477307840730055e-07,2.9465589663659435e-06,3.682902534071384e-14,3.3975663738642855e-09,0.00010481425395863673,5.1364952657444635e-05,1.7882584806106338e-12,2.0039649011976193e-11,5.433187414429107e-11,3.868965476785442e-08,1.2371834260963268e-11,4.0638056820413246e-07,3.778319655688128e-14,5.707112850294644e-09
0.0042239778639488485,0.4491519886129679,3.76,0.0,0.004263012090736468,0.2459521872116098,0.709979682309426,0.0401864055688706,2.34480892983018e-05,0.11527512766810136,0.5206760996406784,2.818085153415157e-13,0.1567956281890094,6.1531161563209225e-09,1.2399363663193312e-05,0.6572091360730499,0.0015718807329802684,0.002008160030578954,2.2478709933244293e-05,3.590278880907934e-05,0.1476053428534532,1.926207487046654e-05,8.721023689165767e-06,0.016730438756470935,0.015211261559708403,2.9632980985912173e-06,1.9070716244406292e-06,5.342556744280485e-05,1.321332167855764e-07,0.028769290851690332,5.417322442674653e-10,0.00815035232301283,1.3304611798034392e-06,4.8334958774269106e-05,7.317669501032325e-06,8.93844187780835e-08,0.00014370230244289148,0.010653578648941857,0.0004324717004539472,0.003296504958215893,1.2815805204456638e-10,3.31776634886197e-10,0.007930409584374536,2.8076976094950608e-05,4.809822256266771e-09,6.695272775149312e-07,1.029470885082014e-06,0.003239673314206642,2.3521456297222922e-06,3.70277754955898e-14,8.829530950965463e-12,0.03464222150335085,5.694885153310954e-07,2.7187388597505913e-08,0.0003037145036405899,1.376606969134292e-11,2.451390478736618e-13,5.754915603746261e-11,1.967614473630519e-05,2.2393930158763984e-07,4.924361499789927e-06,4.095819875735839e-08,3.5443109843263e-09,0.003710346014308349,1.8349286159268403e-09,4.6036419899715914e-05,1.225856749880515e-06,5.7762443573968414e-06,5.7402359545135706e-08,1.84378176606975e-12,1.1519265352432107e-13,6.91566941641641e-10,1.2556287109891856e-09,0.0002600518618775618,3.574443252288194e-11,1.9399135302351375e-11,0.00010553526668114133,1.6410164022660083e-12,8.87883115597858e-09,2.3921603807208145e-05,4.595990393711163e-07,2.881837880678714e-06,3.569262837350188e-14,3.3260112785799895e-09,0.00010492331985343222,5.1677590031354734e-05,1.7991429259111156e-12,2.0021231890922093e-11,5.410803888787604e-11,3.867275135995618e-08,1.2456514533677081e-11,3.993490550392715e-07,3.703419697550246e-14,5.676215829680568e-09
0.0042404201591901445,0.4492776153526968,3.76,0.0,0.004183001204306676,0.24433798763227302,0.7111957519918599,0.04032303619999154,2.311766690827347e-05,0.11494718438737554,0.5216499990920975,2.7842084009481875e-13,0.15697957851091043,6.126151535021802e-09,1.2245955262235237e-05,0.6594252367585243,0.001555049679689508,0.0019693980313797727,2.2249098398819603e-05,3.567774952610905e-05,0.14700507625852824,1.9068648688919425e-05,8.642216888842884e-06,0.01663211579507695,0.015241452704209853,2.926675703043496e-06,1.8869237364882904e-06,5.250798096892107e-05,1.2988918655279932e-07,0.02871039862779659,5.287856770755204e-10,0.008034880577459495,1.3174161593374346e-06,4.756134112172904e-05,7.1866458327843146e-06,8.735208538808357e-08,0.00014236608794941988,0.010459482133049315,0.0004306320996922237,0.003285018505095625,1.2788580970824573e-10,3.261412165834142e-10,0.007925950093143981,2.7785169085715955e-05,4.772435222938532e-09,6.593933625636413e-07,1.0266326217635408e-06,0.0032631257847969726,2.361120739927734e-06,3.650373666583741e-14,8.6823424705757e-12,0.03483056357294626,5.666572739905675e-07,2.7039812484997155e-08,0.00030448262407981584,1.380093102037348e-11,2.3956535502652506e-13,5.699110085994766e-11,1.9519735420249354e-05,2.2328493374388689e-07,4.888678131712496e-06,4.060675802093634e-08,3.522460241187967e-09,0.0037231376291044236,1.8067581833835714e-09,4.605292623474073e-05,1.197393817972363e-06,5.648156773927246e-06,5.689844363771062e-08,1.815083382848266e-12,1.1339970531892294e-13,6.806565808512875e-10,1.2405551934585952e-09,0.0002616518278988466,3.518962480517892e-11,1.9470540255141307e-11,0.00010596230665251499,1.6110870216529193e-12,8.857877066741995e-09,2.383396872111416e-05,4.54513167305836e-07,2.8190939448484584e-06,3.460032463209943e-14,3.256631769389896e-09,0.00010502697442844067,5.198503892408654e-05,1.8098467347349375e-12,2.0001593976986053e-11,5.3887821164117955e-11,3.865252541756823e-08,1.254032320761416e-11,3.9249445951275634e-07,3.630759264891084e-14,5.6455325102340775e-09
0.0042568624544314405,0.44940120504131537,3.76,0.0,0.004105263492265007,0.242749703303061,0.7123906530953513,0.040458163125851695,2.27943039784224e-05,0.11462471788187521,0.522607073778468,2.7510930609900443e-13,0.15716130907078266,6.0997292452576674e-09,1.2095446945192386e-05,0.6616067025490339,0.0015385463773995014,0.0019317134689327293,2.2023780673268932e-05,3.545536092089565e-05,0.14641443181985206,1.887871870621402e-05,8.564792225222398e-06,0.016534973005688357,0.015271159077315051,2.89076886472652e-06,1.8671550690163607e-06,5.1613364310682304e-05,1.2770321260086595e-07,0.02865032688178076,5.162555945111033e-10,0.007920858924782724,1.3046087305759992e-06,4.6806676664946954e-05,7.0583289327466995e-06,8.538373070480833e-08,0.0001410513256100931,0.010269655457234877,0.0004288001081387857,0.0032735388676898556,1.2760855825894e-10,3.206489502564881e-10,0.007921241632165614,2.7498405045354577e-05,4.73543684664184e-09,6.494772225005479e-07,1.0237647525238804e-06,0.0032862675879923526,2.3697911582752345e-06,3.5991182072299735e-14,8.53882859411581e-12,0.03501659741221616,5.638139389766956e-07,2.6892171638162314e-08,0.0003052314073845265,1.3834914656139931e-11,2.3416712370916265e-13,5.643995593713224e-11,1.936557308629714e-05,2.2262581636076885e-07,4.853213785880322e-06,4.026047278666412e-08,3.500722310952958e-09,0.0037357036793854775,1.779202622624366e-09,4.606933446007671e-05,1.1698583221855178e-06,5.523829561725324e-06,5.6402218722302516e-08,1.7870562807821495e-12,1.1164869563338359e-13,6.700048796369867e-10,1.2257693876096577e-09,0.00026322908700219437,3.464670235992529e-11,1.95402139363514e-11,0.00010638148800160441,1.5823188942789901e-12,8.836649597805922e-09,2.3745638378509658e-05,4.495137924346396e-07,2.7582572592435736e-06,3.355024663575244e-14,3.189352224999076e-09,0.00010512539538009579,5.228737500014732e-05,1.8203725413303524e-12,1.99808120366858e-11,5.3671136450969626e-11,3.862914873614104e-08,1.2623269248937006e-11,3.858118509899918e-07,3.560265445166553e-14,5.615071474586395e-09
0.0042733047496727366,0.44952280240311976,3.76,0.0,0.004029713545412811,0.24118670695588257,0.7135649280296258,0.04059181546188938,2.2477839286377062e-05,0.1143075897432589,0.5235476771108794,2.718722123929273e-13,0.15734086450016588,6.073842380945733e-09,1.1947783588672836e-05,0.663754294082454,0.0015223629346253192,0.0018950711853057346,2.1802670676115924e-05,3.523562755513617e-05,0.14583318517224408,1.8692221153582328e-05,8.488727495158238e-06,0.01643899164523294,0.01530039346946291,2.8555634997068906e-06,1.8477588187498696e-06,5.0741069957750585e-05,1.2557347541969785e-07,0.02858912496622052,5.041263058684262e-10,0.007808287676387862,1.2920348534614074e-06,4.607042905127501e-05,6.932682501426103e-06,8.347695738890969e-08,0.00013975776557008965,0.010084024397962498,0.000426976170889955,0.00326207079310292,1.2732651358572606e-10,3.1529558107671194e-10,0.007916296076070257,2.721662124567653e-05,4.698832688305265e-09,6.397737575815065e-07,1.020870854047487e-06,0.0033091037825649385,2.378166790733411e-06,3.548983904031789e-14,8.398883804188935e-12,0.03520036423369697,5.609611373297467e-07,2.6744571767074368e-08,0.0003059613739750721,1.3868044219484992e-11,2.2893777911092074e-13,5.5895760671904495e-11,1.9213636320294203e-05,2.2196266496838163e-07,4.8179802206213835e-06,3.991926776420647e-08,3.4791039303721895e-09,0.003748047202226325,1.7522490897160245e-09,4.608567451903307e-05,1.1432147532155658e-06,5.403139281875129e-06,5.5913618109586685e-08,1.7596828384663061e-12,1.0993852348983622e-13,6.596048966620089e-10,1.21126580802751e-09,0.0002647839562027668,3.411545710973302e-11,1.9608204277793207e-11,0.0001067930148600032,1.554663274894259e-12,8.815170912810754e-09,2.365670225709104e-05,4.4459926686398317e-07,2.6992605315319966e-06,3.254060612921863e-14,3.1240997519620053e-09,0.00010521875398130782,5.258467332032643e-05,1.830722958928474e-12,1.9958960137958942e-11,5.345790231032707e-11,3.860278656557922e-08,1.2705361784441818e-11,3.792964191064757e-07,3.491867562652747e-14,5.584840621959555e-09
0.004289747044914033,0.44964245116419094,3.76,0.0,0.003956269829983145,0.23964838896006546,0.714719102986055,0.04072402158429322,2.2168114350210184e-05,0.11399566560748149,0.52447215616032,2.687078821340412e-13,0.15751828837140303,6.048483800932798e-09,1.1802910497713628e-05,0.6658687549646474,0.0015064916631775465,0.0018594372490435005,2.1585683835822967e-05,3.501855142397142e-05,0.14526111752168758,1.8509092989756722e-05,8.414000547467519e-06,0.01634415313667572,0.015329168280276455,2.8210456464941835e-06,1.8287282164951941e-06,4.989046806360816e-05,1.234982209350245e-07,0.028526840292632506,4.923827871949617e-10,0.007697165941377445,1.2796904989624343e-06,4.5352077143005e-05,6.809668973601515e-06,8.162947054409662e-08,0.0001384851522917964,0.009902514022576322,0.0004251607043604155,0.003250618723024327,1.270398828882316e-10,3.100769881526149e-10,0.007911124796876851,2.693975309226565e-05,4.662627437287086e-09,6.302779681067011e-07,1.0179543383846275e-06,0.0033316393830860975,2.3862573827997504e-06,3.499943996062037e-14,8.262405563951038e-12,0.03538190463249913,5.581013451919256e-07,2.659711210841474e-08,0.0003066730304738867,1.390034270519077e-11,2.2387102773638876e-13,5.535854249490202e-11,1.9063903111344114e-05,2.2129616472620966e-07,4.782988213608353e-06,3.95830676603953e-08,3.4576112987255587e-09,0.0037601712194742986,1.725884836063031e-09,4.610197372590556e-05,1.1174290855503233e-06,5.285966636038915e-06,5.543257126724798e-08,1.7329458809892853e-12,1.0826811600958056e-13,6.494498819666439e-10,1.1970390102926914e-09,0.00026631674898403045,3.3595678562834425e-11,1.9674557775501556e-11,0.00010719708573230362,1.5280736020660234e-12,8.793462197034437e-09,2.356724548800487e-05,4.397679656273253e-07,2.642038984929954e-06,3.1569695737039127e-14,3.060804015687644e-09,0.00010530721531323469,5.28770082917142e-05,1.840900578001101e-12,1.9936109205472618e-11,5.3248038352338915e-11,3.857359896201916e-08,1.278661011550065e-11,3.729434817003477e-07,3.425497168619303e-14,5.554847197264606e-09
0.004306189340155329,0.44976019406747614,3.76,0.0,0.0038848544979783314,0.23813415683466402,0.7158536884253139,0.04085480915023353,2.1864973730524508e-05,0.11368881503841978,0.5253808516515026,2.65614659107597e-13,0.15769362322691566,6.02364617617944e-09,1.1660773565488045e-05,0.6679508120151126,0.001490925073493845,0.001824778914973483,2.137273698636901e-05,3.48041324168275e-05,0.14469801554574124,1.8329271814072064e-05,8.34058931487906e-06,0.0162504390815292,0.015357495530734925,2.7872015033530025e-06,1.8100565441095662e-06,4.906094628857319e-05,1.2147575296895984e-07,0.028463518413943317,4.810105921752764e-10,0.007587491698762079,1.267571659708151e-06,4.465111473128593e-05,6.689249673696089e-06,7.983906428391754e-08,0.00013723322534786844,0.009725048867162038,0.0004233540975542746,0.003239186809291728,1.267488650575482e-10,3.0498917638575706e-10,0.00790573868388656,2.666773440688152e-05,4.62682512575572e-09,6.209849527197748e-07,1.0150184119682955e-06,0.003353879356526014,2.3940724406956343e-06,3.451972266184519e-14,8.129294357637722e-12,0.035561258579642686,5.552368834574301e-07,2.6449885115396697e-08,0.00030736686997379564,1.3931832494143466e-11,2.1896081952073738e-13,5.482831961828073e-11,1.8916350776209846e-05,2.2062695273690786e-07,4.748247609967466e-06,3.9251797192620697e-08,3.4362501516631062e-09,0.0037720787360543597,1.7000972387277522e-09,4.6118256938281e-05,1.0924687119212237e-06,5.172196350414493e-06,5.495900413064972e-08,1.7068286208528136e-12,1.0663642415851528e-13,6.395332333418665e-10,1.18308362253893e-09,0.0002678277751748756,3.3087155401908995e-11,1.973931979284528e-11,0.00010759389360627208,1.5025051808947032e-12,8.771543711566997e-09,2.3477348997103625e-05,4.350182864907261e-07,2.586530268587841e-06,3.0635877253434825e-14,2.9993973040819946e-09,0.00010539093848482396,5.316445362171596e-05,1.8509079646631115e-12,1.991232770724442e-11,5.304146619860371e-11,3.8541738539334655e-08,1.2867023640526855e-11,3.6674846903493606e-07,3.361087946941952e-14,5.525097828353283e-09
0.004322631635396625,0.44987607289291814,3.76,0.0,0.003815393195810802,0.23664343474926228,0.71696917957487,0.04098420511828264,2.1568264729405617e-05,0.11338691140889132,0.5262740979603234,2.625909152028557e-13,0.15786691060792402,5.9993219718502204e-09,1.1521319159478897e-05,0.6700011755229169,0.0014756558704530625,0.0017910645834065748,2.116374849397419e-05,3.459236815059575e-05,0.14414367128992475,1.815269606772614e-05,8.268471835930046e-06,0.016157831273144782,0.015385386875519063,2.7540174063570257e-06,1.7917371316584538e-06,4.8251909274617564e-05,1.1950444038526152e-07,0.02839920310743548,4.699959315594421e-10,0.007479261870572389,1.2556743488672019e-06,4.396705017781176e-05,6.5713849717085194e-06,7.810363326762226e-08,0.00013600172022777172,0.009551553114798463,0.00042155671349920504,0.003227778929650933,1.2645365105003004e-10,3.0002828030505003e-10,0.007900148163847164,2.6400497665308626e-05,4.591429006810353e-09,6.118899130179784e-07,1.0120661606134163e-06,0.0033758286185072888,2.4016213148404617e-06,3.405042989188393e-14,7.999453430812285e-12,0.03573846541627202,5.523699441802475e-07,2.630297772556767e-08,0.0003080433723180544,1.3962535365996789e-11,2.1420138138987476e-13,5.4305098724340496e-11,1.877095624057539e-05,2.1995564853189993e-07,4.713767384637995e-06,3.892538137967559e-08,3.4150257141683257e-09,0.0037837727381504365,1.6748737856205549e-09,4.6134546724127195e-05,1.0683023846690753e-06,5.061717051883801e-06,5.449283948798214e-08,1.6813147427582865e-12,1.0504242903635908e-13,6.298485635787024e-10,1.1693943104294612e-09,0.00026931734078891454,3.258967425178847e-11,1.980253420038658e-11,0.00010798362606612437,1.477915499665668e-12,8.749434810020219e-09,2.3387089663251668e-05,4.3034865220816917e-07,2.532674367640053e-06,2.973759320683131e-14,2.939814192046995e-09,0.00010547007685548494,5.344708226515923e-05,1.860747658825333e-12,1.988768101023745e-11,5.283810944433322e-11,3.850735487877334e-08,1.2946611930410127e-11,3.607069462690962e-07,3.298575737016e-14,5.495598560754086e-09
0.0043374297011137914,0.4499788038139792,3.76,0.0,0.003754489932515547,0.23532142305385734,0.7179571934160017,0.041099493408177826,2.1306601999566274e-05,0.1131193260933919,0.5270650818369883,2.5992762138617597e-13,0.15802115221104618,5.977862856854433e-09,1.1398060011205205e-05,0.6718199786454503,0.0014621619766331546,0.0017615035808468996,2.097897689058591e-05,3.4404046629858365e-05,0.1436520816777145,1.7996502379881133e-05,8.204654214681934e-06,0.01607541520264847,0.015410125733718001,2.7247049180124215e-06,1.7755453818864466e-06,4.7540811961117986e-05,1.1777268704977415e-07,0.028340504767114822,4.6037740692601244e-10,0.007383086660871949,1.24515290549418e-06,4.3365444926800036e-05,6.4674575179904384e-06,7.658706710125599e-08,0.00013491060470491079,0.00939873796658216,0.0004199472330490393,0.003217535383502087,1.2618452244548188e-10,2.956688841990025e-10,0.007894950188675334,2.6164016469149224e-05,4.559922014307879e-09,6.038697581835078e-07,1.0093975450646762e-06,0.0033953384149919834,2.408195240425053e-06,3.3636771457878204e-14,7.885315170675221e-12,0.03589614779338531,5.49789270325794e-07,2.6171100970906505e-08,0.00030863778730020935,1.3989512663247696e-11,2.1004218139433159e-13,5.3840187169356936e-11,1.864192649030979e-05,2.1935015290044791e-07,4.6829645487833806e-06,3.8635695978978156e-08,3.396044624037634e-09,0.0037941172369116935,1.6526448229637341e-09,4.6149230096768605e-05,1.0472068205291723e-06,4.965010475491147e-06,5.407955450142363e-08,1.6588549261536928e-12,1.0363923785586543e-13,6.213255055210083e-10,1.1572970914584391e-09,0.00027063985081109615,3.215120687555666e-11,1.9858139427931232e-11,0.0001083284865683875,1.4565876557302404e-12,8.729389291525806e-09,2.330560642707691e-05,4.26213134435356e-07,2.4855694307370803e-06,2.895827606636475e-14,2.887696602808922e-09,0.00010553750367832845,5.369738944515496e-05,1.8694620838171395e-12,1.9864811498088142e-11,5.2657775942689455e-11,3.847436802197356e-08,1.3017543732661685e-11,3.553972233494481e-07,3.2438852839523695e-14,5.469267603842164e-09
0.004350747960259241,0.45007002303939425,3.76,0.0,0.00370093997021594,0.2341471781850906,0.7188337965613165,0.04120232279220167,2.1075367589469162e-05,0.11288176806352782,0.5277666893535992,2.575767100184983e-13,0.15815860369846535,5.958895236856474e-09,1.1288916325253977e-05,0.6734358421332994,0.0014502143262408189,0.0017355135400676542,2.0815320690999024e-05,3.423638917154484e-05,0.14321545651201784,1.785809728722254e-05,8.148086146232994e-06,0.01600198367177144,0.015432103267027165,2.698763427138754e-06,1.7612082430158475e-06,4.691427088582698e-05,1.1624752200051809e-07,0.028287041875726993,4.5195145524094675e-10,0.007297523533804889,1.2358319179979248e-06,4.283509223294653e-05,6.375639262801832e-06,7.52576528512318e-08,0.00013394239495195015,0.009263854899423453,0.00041850551216385316,0.0032083373895442757,1.259396341956846e-10,2.9182853451267725e-10,0.00789014314649389,2.59544057412436e-05,4.531850131929142e-09,5.967826941654856e-07,1.0069881411254944e-06,0.0034127021639389164,2.4139391145950327e-06,3.327137531652069e-14,7.784735569748098e-12,0.03603662472861114,5.474675270796033e-07,2.605273459829993e-08,0.0003091613516215638,1.401327437999234e-11,2.0639624752072997e-13,5.34266103585626e-11,1.8527263233925475e-05,2.1880448215082357e-07,4.655432435808506e-06,3.837824450932503e-08,3.3790623276530735e-09,0.003803283245504334,1.6330135394440405e-09,4.616247508614763e-05,1.0287326278095571e-06,4.8801164006429245e-06,5.371261975878995e-08,1.6390385368838823e-12,1.0240119643649354e-13,6.138074058662036e-10,1.146587095826945e-09,0.0002718156363396615,3.176395763431026e-11,1.990716702059634e-11,0.00010863419416596678,1.4380185007877455e-12,8.711239930215862e-09,2.3232112675638267e-05,4.225446045336211e-07,2.4442460355124952e-06,2.827959894775567e-14,2.841973453776919e-09,0.00010559520114609756,5.3919423140019866e-05,1.877192169667812e-12,1.9843709876771578e-11,5.2497607211059354e-11,3.8443113050813694e-08,1.3080823343101766e-11,3.5071923291564365e-07,3.195898298474726e-14,5.4457497662823515e-09
0.004364066219404691,0.4501600904424512,3.76,0.0,0.003648550379297596,0.23298738651139259,0.7196987049980058,0.04130428489468321,2.084809129490644e-05,0.11264724246956491,0.5284587344304742,2.552685693523749e-13,0.15829478256358454,5.940250671164405e-09,1.1181439428665454e-05,0.675032121569475,0.001438449432682105,0.001710090227728935,2.065412108998703e-05,3.407046298439702e-05,0.14278422459406162,1.772171450297219e-05,8.092328309360097e-06,0.0159292462622225,0.01545381438548394,2.6732312786535506e-06,1.7470905710833605e-06,4.630016568328003e-05,1.1475319449663142e-07,0.028232999618094373,4.437372930478167e-10,0.0072128995022911115,1.2266492861640297e-06,4.2314998221469414e-05,6.28542422339662e-06,7.396083015831072e-08,0.00013298710297196228,0.009131441026749915,0.00041707040727714985,0.0031991612367658667,1.2569230820664486e-10,2.880649667341512e-10,0.007885219114651423,2.574780910122229e-05,4.504048549089137e-09,5.898173140493088e-07,1.0045729429492668e-06,0.003429883733840869,2.419524247551606e-06,3.2912379092673956e-14,7.686138883198566e-12,0.036175760806431013,5.451476103059893e-07,2.5934713341466405e-08,0.0003096743522164587,1.403655661970103e-11,2.0283969608973915e-13,5.3017613698562616e-11,1.841397307677439e-05,2.1825841441640623e-07,4.62808447573769e-06,3.812384570469678e-08,3.362177665356402e-09,0.003812314407574472,1.6137306581063526e-09,4.617575783743511e-05,1.0107280101864492e-06,4.7971957006634e-06,5.335039603548516e-08,1.619590289434966e-12,1.0118615485238987e-13,6.06430642890333e-10,1.1360424264178096e-09,0.00027297787265394323,3.138357452943732e-11,1.995525335941814e-11,0.00010893557593837075,1.420021525433772e-12,8.692997249584714e-09,2.3158505023919945e-05,4.1892586616076706e-07,2.403907587285417e-06,2.7621674464152654e-14,2.797338264496345e-09,0.00010565014545300398,5.413842371247046e-05,1.8848166576372646e-12,1.98221486578606e-11,5.233941852346054e-11,3.8410447007097644e-08,1.314357874554842e-11,3.461344313478946e-07,3.149048488353964e-14,5.422404993997594e-09
0.004377384478550141,0.4502490264424262,3.76,0.0,0.003597287593058311,0.2318417718879878,0.7205521547350824,0.04140539278740474,2.06246977620421e-05,0.11241568883181384,0.5291413826466579,2.530023820610144e-13,0.15842970908197485,5.921924961400882e-09,1.1075602133852993e-05,0.6766091638676002,0.0014268637713536823,0.001685218879833599,2.04953374274353e-05,3.390626332938912e-05,0.14235828524725322,1.758732276712747e-05,8.037369318227079e-06,0.01585719371151767,0.015475264631033166,2.64810156461699e-06,1.7331889501309895e-06,4.569821120905352e-05,1.1328893729676203e-07,0.028178398188182917,4.357285726309705e-10,0.007129211194666342,1.2176029541021743e-06,4.180492813159533e-05,6.196790111500109e-06,7.269563073895052e-08,0.00013204458274318937,0.009001456057503049,0.0004156420658296313,0.003190008523131987,1.2544263227372924e-10,2.843763474158344e-10,0.00788018282914468,2.5544189008369843e-05,4.4765178953138485e-09,5.829712568897205e-07,1.002153262479084e-06,0.0034468856262866226,2.4249551865413925e-06,3.255965647910242e-14,7.589479045349744e-12,0.036313575708932525,5.428304363867064e-07,2.581707276998965e-08,0.0003101770198928522,1.4059369858783512e-11,1.9936987108588289e-13,5.2613186501809297e-11,1.8302042896217176e-05,2.177122067741004e-07,4.600923955969411e-06,3.787246033119407e-08,3.3453926554389944e-09,0.0038212122675829875,1.5947898431602863e-09,4.6189086629412e-05,9.931787210106623e-07,4.716196160297006e-06,5.2992837790462046e-08,1.6005022495305346e-12,9.999361715719742e-14,5.991921066407088e-10,1.125660392794943e-09,0.00027412671462607665,3.1009945405716353e-11,2.0002419530577587e-11,0.00010923272167899967,1.4025773246469067e-12,8.674669943035931e-09,2.3084817187137777e-05,4.153561275922962e-07,2.364526317185735e-06,2.698379277825824e-14,2.753760733482624e-09,0.00010570240798368057,5.43544283608935e-05,1.892336842784441e-12,1.9800157936208483e-11,5.218317289221792e-11,3.837643693107621e-08,1.3205815128520477e-11,3.416406755809443e-07,3.10330556368807e-14,5.399235501844296e-09
0.004390702737695591,0.4503368510752997,3.76,0.0,0.003547119231170873,0.23071006443259798,0.7213943761156552,0.04150565927848354,2.0405112794672743e-05,0.11218704809522777,0.5298147968977689,2.5077734518668514e-13,0.1585634031496263,5.903913842522636e-09,1.0971377496960529e-05,0.6781673093593303,0.0014154538923991718,0.0016608851521853595,2.033892968282626e-05,3.3743784698840586e-05,0.14193753989495672,1.7454891235916213e-05,7.98319787552107e-06,0.01578581685712541,0.015496459410011704,2.623367450378453e-06,1.7194999964749534e-06,4.510812905752643e-05,1.1185400931638992e-07,0.028123257158374267,4.2791920832031113e-10,0.007046454907384584,1.2086908825615127e-06,4.130465282598745e-05,6.109714476406234e-06,7.146112597291226e-08,0.00013111468749028035,0.008873859823937373,0.0004142206261106445,0.0031808807552561576,1.2519069142633217e-10,2.8076089395741703e-10,0.00787503886206286,2.534350771752619e-05,4.449258560401972e-09,5.762422060572375e-07,9.997303836900762e-07,0.0034637103159364216,2.430236394808759e-06,3.221308318525524e-14,7.494711009253057e-12,0.036450088842898534,5.405168730119332e-07,2.5699846263598505e-08,0.00031066958030776844,1.4081724339905534e-11,1.959842265071655e-13,5.22133140374583e-11,1.819145949367284e-05,2.171661128068875e-07,4.573953878201125e-06,3.7624049464065945e-08,3.3287091243009835e-09,0.0038299783592335196,1.5761848192161605e-09,4.620246903492821e-05,9.760709927149893e-07,4.637067017178124e-06,5.2639898726650005e-08,1.5817666920208825e-12,9.882310102666342e-14,5.920887908910739e-10,1.1154383201511364e-09,0.00027526231532031843,3.0642957441658585e-11,2.004868595965907e-11,0.00010952571907392567,1.3856673784413494e-12,8.656266370348499e-09,2.301108141453097e-05,4.1183460861371115e-07,2.326075305657753e-06,2.6365276714333998e-14,2.7112113340731404e-09,0.00010575205804214898,5.4567473904248344e-05,1.8997540069559215e-12,1.977776652415975e-11,5.202883410176012e-11,3.8341149621006504e-08,1.3267537738737613e-11,3.3723588049900247e-07,3.0586400754922465e-14,5.3762433034486825e-09
