Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865)
5.309603392001845e-06,0.37851445525813643,3.76,0.0,0.7123745488448986,0.999998883131267,1.1990925385480245e-07,1.0762732246777673e-07,1.8547614703609366e-09,0.0008491577541935415,0.000849158852675582,5.733764412699142e-16,6.077428293146288e-07,6.453854773633729e-12,3.6588786181285805e-11,1.3811493495624882e-09,1.029242469752118e-06,2.0880918195079907e-09,2.077776341565881e-08,1.9003175159094788e-08,1.2337128824344414e-06,9.768557021303146e-09,3.49361750383373e-12,6.264579575291759e-10,7.588360483635124e-11,2.2513769042300609e-10,5.850077957021818e-16,2.3415741844255825e-14,5.880079299786952e-10,5.294756849457081e-12,1.1432997432701046e-18,1.5563276216261377e-09,1.094601627214778e-15,2.421905386451337e-14,2.8211474684990504e-17,2.137065273565527e-16,4.317101666291063e-08,4.356932090247789e-08,5.330586838298857e-08,2.058108265746294e-11,2.3410396276471508e-20,2.651745744782393e-16,3.0844949960072665e-09,5.663002489743639e-16,1.3038498875761865e-21,4.356726899442963e-13,5.267181530421195e-15,8.700731797032003e-14,5.5295149064538125e-17,1.582446981311556e-23,6.5287893412246795e-21,9.761428950052376e-11,1.859988955877038e-15,1.9555936568183011e-16,9.857482577114533e-17,3.089247203858153e-24,5.893980984095148e-22,2.0437416714325268e-26,9.15815449687403e-11,2.5107047561729623e-15,2.576605083194546e-19,4.9643821558317614e-17,1.093926903070778e-20,2.4399286087001334e-11,1.0506556782826029e-13,4.014076413893422e-15,7.167338148959483e-08,2.807421663359373e-12,1.1565156469803486e-13,1.7875825294746534e-17,1.117012198798279e-18,6.63994438467294e-15,5.001782005620729e-14,3.728453719727361e-19,8.374763691339385e-20,1.7803059956941305e-26,2.798054155621741e-20,5.512389581438908e-19,5.5148933258319854e-21,7.598547224042556e-20,2.7015311460136544e-10,6.953262363968855e-16,2.732285242677342e-20,1.0963660164042907e-18,7.195100317985869e-18,4.93368199791035e-20,1.7199009711964534e-27,8.242185888840443e-22,1.0715656244148896e-15,5.74924831048598e-23,3.7997561217114985e-22,3.5592295071741244e-17,5.477346200020572e-20,2.367779944041936e-21
5.46438810301841e-06,0.37851616784359926,3.76,0.0,0.7123497612682373,0.9999988460759797,1.2474258219341617e-07,1.1149308249179486e-07,1.8679665526147686e-09,0.0008738970448667967,0.0008738982131057593,5.900818235393608e-16,6.296370084457125e-07,6.642958819802082e-12,3.771486891352629e-11,1.471697308750073e-09,1.06264417124351e-06,2.2197339830452142e-09,2.0863287314372525e-08,1.9078888177643147e-08,1.277065298339677e-06,9.797875085180968e-09,3.639597273156282e-12,6.591348218793069e-10,8.045251434870554e-11,2.2604924734607916e-10,6.101357351010894e-16,2.4871686073792543e-14,5.904419615382859e-10,5.6531845565422726e-12,1.2144647815688738e-18,1.6117957970869284e-09,1.1485333717765948e-15,2.607570505034516e-14,3.0237750687054354e-17,2.301654266854353e-16,4.3634215725062484e-08,4.5566220077618284e-08,5.412114623407298e-08,2.242700934121201e-11,2.4995236502153377e-20,2.7472388520291593e-16,3.2248864206578532e-09,6.087401631645399e-16,1.3889517901591526e-21,4.4452625954663673e-13,5.461172050670823e-15,9.317063391749667e-14,5.749571909412914e-17,1.6450902601754864e-23,6.785625260197136e-21,1.005753043311403e-10,2.005099152963599e-15,2.0933927852066472e-16,1.0651523569913463e-16,3.371230877331305e-24,6.346830597733756e-22,2.2265738050972554e-26,9.463371335359763e-11,2.6082042025196656e-15,2.752419053779598e-19,5.218989363549074e-17,1.1480458157874784e-20,2.5978019553067463e-11,1.0506427017214376e-13,4.338709551694858e-15,7.376007453375443e-08,2.986133696271253e-12,1.1578902986323102e-13,1.7896965309915007e-17,1.1183334540714587e-18,6.653632526907601e-15,5.0109467214465635e-14,4.1413817264520967e-19,8.509950473397271e-20,1.9768907957988878e-26,3.1164229302852026e-20,5.838231102105589e-19,5.9402549669328516e-21,8.272164606662415e-20,2.7443485543404257e-10,7.680793207424609e-16,2.8936982021959277e-20,1.1968040047914077e-18,8.08305514919805e-18,5.533093327776125e-20,1.9287972777795093e-27,8.2696659092810545e-22,1.087432199461829e-15,6.207102992175957e-23,4.0988408331824757e-22,3.836510539349712e-17,5.667918798048484e-20,2.606832264579194e-21
5.619172814034974e-06,0.3785178803757454,3.76,0.0,0.7123249743974822,0.9999988089196882,1.2960931984733653e-07,1.1538522697337752e-07,1.8806089655835354e-09,0.000898635473470584,0.0008986367138372379,6.067866237282938e-16,6.516167985188359e-07,6.832057790388018e-12,3.8842497865459486e-11,1.5653728752690161e-09,1.0961145926413176e-06,2.3555396090331827e-09,2.094575528182611e-08,1.9152001088776546e-08,1.3205767123569347e-06,9.826152596207434e-09,3.787501358142031e-12,6.924404064072188e-10,8.515720355170375e-11,2.2692969833510677e-10,6.355141348332956e-16,2.6362989938843592e-14,5.927887668155384e-10,6.02419086867793e-12,1.2873602479836948e-18,1.6674764285695416e-09,1.2034966441815938e-15,2.8012574761939316e-14,3.2341951781544837e-17,2.4733870419515207e-16,4.4074840768073057e-08,4.758300578304962e-08,5.490961004148573e-08,2.4380087285546165e-11,2.663569746738914e-20,2.8429848277025047e-16,3.3667042302716176e-09,6.528760729480845e-16,1.4769116987075816e-21,4.5322446970000756e-13,5.6558915037785114e-15,9.956598717596489e-14,5.970530678820274e-17,1.708185295818744e-23,7.044201856253864e-21,1.0354274514861774e-10,2.1564785005335474e-15,2.236351264054914e-16,1.1483942556792573e-16,3.668888981006979e-24,6.819288472967086e-22,2.419440573267425e-26,9.769423670967178e-11,2.706075656929961e-15,2.9344935361322867e-19,5.4769746923604373e-17,1.2031125145382425e-20,2.7608486062264018e-11,1.0506296411394897e-13,4.679065883280283e-15,7.584657374667539e-08,3.1706598104268455e-12,1.1592685574311445e-13,1.7918163641135717e-17,1.1196583242803168e-18,6.6673490762290294e-15,5.0198963229902606e-14,4.58541266943533e-19,8.644308702137195e-20,2.1882535472106085e-26,3.459933028186105e-20,6.173396448874325e-19,6.383167931063237e-21,8.981692496085271e-20,2.78575689345161e-10,8.458317318440711e-16,3.059726932588793e-20,1.3032266806649179e-18,9.050956862135591e-18,6.185249593049584e-20,2.1560700636908574e-27,8.29723589880069e-22,1.103357077323435e-15,6.684646386831098e-23,4.411032586174369e-22,4.1253676992870736e-17,5.859192871485554e-20,2.8610763339252378e-21
5.773957525051539e-06,0.3785195928543702,3.76,0.0,0.7123001882380797,0.9999987716662715,1.3450803933180288e-07,1.1930288171717698e-07,1.8927157350281483e-09,0.0009233730400268924,0.0009233743549029394,6.234908418510833e-16,6.736792766370017e-07,7.021151685434764e-12,3.9971656701264806e-11,1.6621900559456173e-09,1.1296510611553465e-06,2.4955144376246865e-09,2.1025303397413792e-08,1.9222631157384857e-08,1.3642414754694614e-06,9.853435723171368e-09,3.9373116935545486e-12,7.263641229822351e-10,8.99978341666173e-11,2.2778044878520579e-10,6.611352233691654e-16,2.7888830029805804e-14,5.950522396110179e-10,6.407823086106598e-12,1.3619458212792023e-18,1.7233614577494029e-09,1.259483755185967e-15,3.0030520123689774e-14,3.4524558533078354e-17,2.652340336239206e-16,4.449398800742194e-08,4.961864052361368e-08,5.5672142672672727e-08,2.644333467078755e-11,2.833198834384575e-20,2.9389579794711406e-16,3.5098785859485877e-09,6.987137436036925e-16,1.5677360236576983e-21,4.617715732249046e-13,5.851308471302636e-15,1.0619483185069206e-13,6.192342304811032e-17,1.7717152184208764e-23,7.304448333033543e-21,1.0651662473602946e-10,2.3141713376946594e-15,2.384490934897256e-16,1.2355453457949716e-16,3.982562350275405e-24,7.31156455717544e-22,2.622563783266205e-26,1.0076270380591461e-10,2.804297461671128e-15,3.122856846743129e-19,5.738166887736112e-17,1.2591124554666926e-20,2.9290812914054145e-11,1.0506164959702215e-13,5.0354413725676746e-15,7.793287584866904e-08,3.361018998793448e-12,1.1606502011882648e-13,1.7939416702805786e-17,1.1209865869590997e-18,6.681092707612735e-15,5.028640087971434e-14,5.061801707528625e-19,8.777866624339269e-20,2.4149899987859373e-26,3.8297272909313414e-20,6.517882381761043e-19,6.843678059494418e-21,9.727758488848143e-20,2.825802565077204e-10,9.287507312990084e-16,3.230369807697558e-20,1.4158102274865332e-18,1.0103489950815055e-17,6.893116274263354e-20,2.4027522172650968e-27,8.3248927354520355e-22,1.1193381863076106e-15,7.181951422479119e-23,4.736425132961251e-22,4.425846076826011e-17,6.05114350033759e-20,3.130884696453129e-21
5.928742236068103e-06,0.3785213052792785,3.76,0.0,0.7122754027952359,0.9999987343194326,1.3943738162204142e-07,1.2324520134219546e-07,1.9043124851467412e-09,0.0009481097445579233,0.0009481111363353807,6.401944779222679e-16,6.958216507517358e-07,7.210240504985309e-12,4.1102330192696674e-11,1.7621622366439375e-09,1.1632510220662803e-06,2.6396638752905505e-09,2.110206003304066e-08,1.9290888603473707e-08,1.408054188379643e-06,9.879767976839504e-09,4.089011486497696e-12,7.608957918001342e-10,9.497456635272368e-11,2.2860281879920188e-10,6.869916456961552e-16,2.9448394257334886e-14,5.972360510094485e-10,6.8041267225021e-12,1.4381817328084859e-18,1.7794431826499785e-09,1.316487382077572e-15,3.2130371060884386e-14,3.6786030034870255e-17,2.838588444334131e-16,4.489270042244518e-08,5.167213723970111e-08,5.640959789852181e-08,2.8619769170188155e-11,3.008431040341131e-20,3.035134569491832e-16,3.6543430432669084e-09,7.462583712514325e-16,1.6614307329570306e-21,4.701717028648162e-13,6.0473931860690225e-15,1.1305859111513746e-13,6.414960948415365e-17,1.8356639189997967e-23,7.566297083401531e-21,1.0949695530132434e-10,2.478219079229786e-15,2.537832143877853e-16,1.3266764719393378e-16,4.312588484428543e-24,7.823862118894539e-22,2.8361628229540837e-26,1.0383871392350446e-10,2.9028493420433544e-15,3.3175364863163525e-19,6.002401246078215e-17,1.3160317850943372e-20,3.102512045919495e-11,1.0506032659184542e-13,5.408130656226201e-15,8.001897756140671e-08,3.5572295707143546e-12,1.1620350208761194e-13,1.796072111100382e-17,1.1223180322656988e-18,6.694862175316288e-15,5.037186775392174e-14,5.571807565669938e-19,8.910651235289308e-20,2.6576975997261136e-26,4.226963150678695e-20,6.871685600749515e-19,7.321821740983081e-21,1.0510970555496351e-19,2.8645304414492256e-10,1.0170026722826543e-15,3.405625171942822e-20,1.5347310315936968e-18,1.1245474598004295e-17,7.65973527213176e-20,2.6699032364061014e-27,8.352633482374536e-22,1.1353735463643049e-15,7.699079629624342e-23,5.075105178047463e-22,4.7379862675267747e-17,6.243746867126617e-20,3.4166186180479864e-21
6.083526947084668e-06,0.3785230176502834,3.76,0.0,0.7122506180739311,0.999998696882708,1.4439605262686473e-07,1.2721136833101473e-07,1.9154235389751836e-09,0.0009728455870860784,0.0009728470581666927,6.5689753195654715e-16,7.180412519722176e-07,7.39932424908241e-12,4.223450418374793e-11,1.8653022130134693e-09,1.1969120321060447e-06,2.787993009522362e-09,2.117614667747975e-08,1.935687743975814e-08,1.4520096875722738e-06,9.905190506266037e-09,4.242585167687999e-12,7.960256289611019e-10,1.0008755881670297e-10,2.2939805350686628e-10,7.130764482847301e-16,3.104088303513273e-14,5.993436736344759e-10,7.213145583670772e-12,1.5160288245663309e-18,1.8357142378517515e-09,1.3745005579480056e-15,3.431293140406583e-14,3.9126804887254597e-17,3.032203317143091e-16,4.527197034240078e-08,5.374255685729179e-08,5.7122801353367866e-08,3.091240793470622e-11,3.1892857366227853e-20,3.1314927158037106e-16,3.8000343872866065e-09,7.955146457862001e-16,1.7580014079458286e-21,4.784288751908632e-13,6.244117424351457e-15,1.2015865878627124e-13,6.638343611041895e-17,1.900016031900968e-23,7.829683614507506e-21,1.1248374851233153e-10,2.6486603970472647e-15,2.6963938338304995e-16,1.4218579577821547e-16,4.659301712260172e-24,8.356378018821926e-22,3.060454792959051e-26,1.0692187959171041e-10,3.0017123076428505e-15,3.5185592289630707e-19,6.269519452699098e-17,1.3738573171271828e-20,3.281152232316002e-11,1.0505899509384209e-13,5.797427120373783e-15,8.210487560789031e-08,3.759309191862089e-12,1.163422820302452e-13,1.798207368358376e-17,1.123652462930398e-18,6.708656310851083e-15,5.0455446857302944e-14,6.116691928315598e-19,9.04268847629779e-20,2.916975211723575e-26,4.652812414934937e-20,7.23480274606941e-19,7.817626636643235e-21,1.1331917636394462e-19,2.9019839157733655e-10,1.1107529348990832e-15,3.5854913404264373e-20,1.6601656796862857e-18,1.2481866829232123e-17,8.488224532513414e-20,2.95860909799524e-27,8.380455383130291e-22,1.1514612639135925e-15,8.236081982256958e-23,5.427152793861137e-22,5.0618248457602633e-17,6.436980195106632e-20,3.71862823024027e-21
6.238311658101232e-06,0.3785247299672063,3.76,0.0,0.7122258340789298,0.9999986593594762,1.4938281991397472e-07,1.312005921104642e-07,1.926072004342571e-09,0.0009975805676339462,0.0009975821204286413,6.736000039687697e-16,7.403355277914001e-07,7.588402917768607e-12,4.336816554860895e-11,1.971622219767649e-09,1.230631753561665e-06,2.9405066227186962e-09,2.12476785862202e-08,1.942069612189912e-08,1.496103032886789e-06,9.929742330820942e-09,4.398018334872082e-12,8.317442344451884e-10,1.0533696891757564e-10,2.301673310560489e-10,7.39383062781309e-16,3.2665510332801624e-14,6.013784007175405e-10,7.63492184191057e-12,1.595448600883577e-18,1.8921675768158266e-09,1.4335166590536904e-15,3.657897995538358e-14,4.154730215351141e-17,3.233254657578102e-16,4.5632741906723745e-08,5.5829005957179836e-08,5.781255146326013e-08,3.332426757793218e-11,3.3757815729519024e-20,3.2280122955288475e-16,3.946892475585282e-09,8.46486809345361e-16,1.8574532920969133e-21,4.865469943483074e-13,6.441454410267099e-15,1.2749640079614748e-13,6.862449932082157e-17,1.9647569172073133e-23,8.094546474643061e-21,1.1547701553103702e-10,2.825531390181987e-15,2.860193630524932e-16,1.5211596317235205e-16,5.023033348933641e-24,8.90930297158768e-22,3.2956546336868735e-26,1.1001182860867201e-10,3.1008685641271756e-15,3.725951202427109e-19,6.53936941884893e-17,1.4325765102759154e-20,3.4650125667170535e-11,1.0505765512136707e-13,6.203622971624754e-15,8.419056671242401e-08,3.967274923355268e-12,1.1648134158199495e-13,1.800347143630277e-17,1.1249896940080662e-18,6.7224740211453225e-15,5.0537217076354075e-14,6.697718881732018e-19,9.174003375563716e-20,3.1934228442974546e-26,5.108461085078257e-20,7.607230398455051e-19,8.331112363973962e-21,1.219117023210496e-19,2.9382049510318965e-10,1.2101658670060737e-15,3.769966599027017e-20,1.792290956519959e-18,1.3817758664946999e-17,9.381777672566108e-20,3.269982127715103e-27,8.408355857635151e-22,1.1675995272904734e-15,8.792999691656347e-23,5.792641815870931e-22,5.3973948044885933e-17,6.630821693224524e-20,4.037252700341734e-21
6.3930963691177966e-06,0.3785264422298765,3.76,0.0,0.7122010508147916,0.9999986217529647,1.5439650965304927e-07,1.3521210816276606e-07,1.9362798486475703e-09,0.0010223146862242923,0.0010223163231526447,6.903018939739298e-16,7.627020360351559e-07,7.77747651108625e-12,4.4503302143121486e-11,2.081133958548903e-09,1.2644079489561856e-06,3.097209205338483e-09,2.1316765301382548e-08,1.9482438059854176e-08,1.5403294962946164e-06,9.953460524452246e-09,4.555297694444287e-12,8.680425804632589e-10,1.1072295276675187e-10,2.3091176887998257e-10,7.659052909492514e-16,3.432150460281013e-14,6.033433613085797e-10,8.06949610645893e-12,1.6764032739417874e-18,1.9487964558997162e-09,1.4935293924048397e-15,3.892927151505873e-14,4.404792229091465e-17,3.4418100127141764e-16,4.597591340521514e-08,5.793063455794163e-08,5.8479620343459356e-08,3.585836416115451e-11,3.5679365079118747e-20,3.324674849498585e-16,4.0948600889587515e-09,8.991787105810345e-16,1.9597913442665513e-21,4.945298556427998e-13,6.639378730019448e-15,1.3507315657154314e-13,7.087242009268973e-17,2.0298726429585708e-23,8.360827178198593e-21,1.1847676704690684e-10,3.0088657440297215e-15,3.029247923437594e-16,1.6246508516423266e-16,5.404111844969573e-24,9.482821797762936e-22,3.541975251505359e-26,1.1310820545470845e-10,3.200301433640827e-15,3.9397379613234186e-19,6.811805116954237e-17,1.492177446412367e-20,3.6541031476959745e-11,1.0505630671387101e-13,6.627009303068885e-15,8.627604760058684e-08,4.18114325978587e-12,1.1662066359848703e-13,1.8024911577102328e-17,1.126329552525971e-18,6.73631428638697e-15,5.0617253545677194e-14,7.316154402517723e-19,9.304620161404115e-20,3.487641412067747e-26,5.59510920680678e-20,7.988965079386156e-19,8.862291141773765e-21,1.3089280987421016e-19,2.973234127168652e-10,1.3154047302505284e-15,3.959049204489111e-20,1.9312838427721873e-18,1.5258378270965478e-17,1.0343663608186965e-19,3.6051608703210716e-27,8.436332497778736e-22,1.1837866026338138e-15,9.369864955795896e-23,6.171640217786702e-22,5.744725963789708e-17,6.82525050646276e-20,4.372820424115005e-21
6.547881080134361e-06,0.37852815443813065,3.76,0.0,0.7121762682858813,0.9999985840662595,1.5943600374103825e-07,1.3924517716606413e-07,1.946067965847547e-09,0.0010470479428800487,0.0010470496663697929,7.070032019871572e-16,7.851384393325923e-07,7.966545029077502e-12,4.563990275567597e-11,2.193848624439348e-09,1.2982384761541538e-06,3.258104968409866e-09,2.138351108800796e-08,1.954219204063802e-08,1.5846845515651654e-06,9.976380369335098e-09,4.714411005380898e-12,9.049120001625135e-10,1.1624566532295015e-10,2.3163242886611418e-10,7.926372899728653e-16,3.6008109590582934e-14,6.052415330074993e-10,8.516907490485691e-12,1.7588558035566347e-18,2.0055944196252646e-09,1.554532784005543e-15,4.136453786837965e-14,4.6629048055996634e-17,3.657934862385568e-16,4.630233950444083e-08,6.004663400670152e-08,5.912475466626952e-08,3.8517713178555257e-11,3.7657678385714964e-20,3.421463487320116e-16,4.243882789385697e-09,9.535938550240674e-16,2.065020286986501e-21,5.023811489755695e-13,6.8378662535145575e-15,1.4289024033378448e-13,7.312684236075033e-17,2.0953499639211005e-23,8.628470116538921e-21,1.214830133090716e-10,3.1986948795421402e-15,3.203571941427269e-16,1.7324005287273436e-16,5.8028629282317184e-24,1.0077113666153829e-21,3.799627647140463e-26,1.1621067220714331e-10,3.2999952819755626e-15,4.1599445553093633e-19,7.086686415165489e-17,1.5526488084587575e-20,3.8484334869807323e-11,1.050549499299783e-13,7.067876155793436e-15,8.836131499920651e-08,4.4009301659547295e-12,1.1676023210995293e-13,1.8046391500230742e-17,1.1276718771034851e-18,6.750176157208128e-15,5.069562795008199e-14,7.9732658895371795e-19,9.434562349399432e-20,3.800232512626258e-26,6.113970750582775e-20,8.3800032513114965e-19,9.411168397805986e-21,1.402678526820066e-19,3.007110686714142e-10,1.426631651022261e-15,4.152737384506367e-20,2.0773215130744193e-18,1.6809090107350447e-17,1.1377226182822824e-19,3.9653099603903076e-27,8.464383061147482e-22,1.2000208300905705e-15,9.966701666826778e-23,6.564210467292235e-22,6.103845350257392e-17,7.020246670142718e-20,4.7256492374907044e-21
6.7026657911509255e-06,0.37852986659181215,3.76,0.0,0.7121514864963773,0.9999985463023096,1.645002370880001e-07,1.4329908416328583e-07,1.9554562374813417e-09,0.0010717803376243042,0.0010717821501108637,7.237039280237106e-16,8.07642499997599e-07,8.155608471784384e-12,4.677795706038294e-11,2.3097769311806626e-09,1.3321212838078546e-06,3.4231978554523524e-09,2.144801531110075e-08,1.9600042588889665e-08,1.6291638646463833e-06,9.998535487929172e-09,4.875347022990823e-12,9.423441766718718e-10,1.2190526048207334e-10,2.3233032175433695e-10,8.195735565446267e-16,3.772458503462917e-14,6.070757529424263e-10,8.97719367493113e-12,1.842769931581046e-18,2.0625552869562767e-09,1.6165211662613583e-15,4.38854887343134e-14,4.929104538080477e-17,3.8816927043602767e-16,4.66128333662401e-08,6.217623497210667e-08,5.974867650026256e-08,4.130532954253263e-11,3.969292228713555e-20,3.518362793148176e-16,4.393908784879497e-09,1.00973545180691e-15,2.173144643268928e-21,5.101044621406904e-13,7.036894061951467e-15,1.5094894232671756e-13,7.538743152773212e-17,2.1611762968691096e-23,8.89742245436559e-21,1.244957641571778e-10,3.395048093054939e-15,3.3831798236589277e-16,1.8444771504076102e-16,6.219609739512404e-24,1.069235232670437e-21,4.068821041854728e-26,1.1931890904910182e-10,3.3999354513327432e-15,4.386595591616235e-19,7.363878912166698e-17,1.613979857976363e-20,4.048012541164582e-11,1.0505358484559915e-13,7.526512576375222e-15,9.044636563633492e-08,4.6266511121031614e-12,1.1690003226823808e-13,1.806790877955733e-17,1.1290165175183229e-18,6.764058751481331e-15,5.0772408781663796e-14,8.670321736593745e-19,9.563852803443196e-20,4.13179822373648e-26,6.666273520238852e-20,8.780341317856422e-19,9.977743341112163e-21,1.5004201730207654e-19,3.0398725789064647e-10,1.5440075760433514e-15,4.351029337799054e-20,2.2305813342079968e-18,1.847539507584969e-17,1.24858837977288e-19,4.351619993575285e-27,8.492505463743325e-22,1.2163006202874179e-15,1.0583526078362283e-22,6.970409863246983e-22,6.474777549236189e-17,7.215791067407076e-20,5.096046644186949e-21
7.0122352131840544e-06,0.3785332907348651,3.76,0.0,0.712101925151425,0.9999984705538311,1.7469891138030013e-07,1.514666694082555e-07,1.9731080253457576e-09,0.001121242541471409,0.0011212445392864143,7.571036342284448e-16,8.528451138221528e-07,8.533720131512486e-12,4.9058389575293366e-11,2.5513150551911207e-09,1.4000359645674064e-06,3.765989504319713e-09,2.1570673822534266e-08,1.9710351851167525e-08,1.7184788372108552e-06,1.004067836038366e-08,5.202646819612871e-12,1.018865219891225e-09,1.3363570936927213e-10,2.3366161382579133e-10,8.740384774172414e-16,4.1244269393406124e-14,6.105630357619185e-10,9.936534362690727e-12,2.0148420169945878e-18,2.1769423066577617e-09,1.7434316797183527e-15,4.918717786037263e-14,5.485903924302362e-17,4.352351923373007e-16,4.7189081244692475e-08,6.647334960958832e-08,6.093565273030275e-08,4.7277420964010194e-11,4.393483833119484e-20,3.7124385502363525e-16,4.6967759741750875e-09,1.1272096045574829e-15,2.3980968716565274e-21,5.251810069484005e-13,7.436484528958104e-15,1.6779624882856585e-13,7.992587167353537e-17,2.2938288116067934e-23,9.439057166153433e-21,1.3054081709249973e-10,3.807434073059877e-15,3.758298672832988e-16,2.0818831867091033e-16,7.108370930034677e-24,1.1986339234579554e-21,4.6426594956303057e-26,1.2555150428015805e-10,3.6005006449654454e-15,4.859327517926997e-19,7.924687556951026e-17,1.7391808217272184e-20,4.46295003683011e-11,1.0505083015437076e-13,8.498245644505149e-15,9.461580354431573e-08,5.095954726906592e-12,1.1718027337709051e-13,1.8111046546374678e-17,1.1317121973645662e-18,6.791882896234193e-15,5.092144891577409e-14,1.0189342860258863e-18,9.820566927081889e-20,4.854263145182388e-26,7.876182822002595e-20,9.608902456304636e-19,1.1163955198130741e-20,1.708076559793885e-19,3.1021979426487607e-10,1.7978441019402445e-15,4.7614172146446886e-20,2.559477846779199e-18,2.217747109651368e-17,1.4942528338503671e-19,5.2076143098637674e-27,8.548958192641285e-22,1.2489908648378785e-15,1.1877168495429663e-22,7.823901341392239e-22,7.252168392915202e-17,7.608452105944929e-20,5.890727075747054e-21
7.29084769301387e-06,0.3785363722755381,3.76,0.0,0.7120573225081449,0.9999984021430476,1.8395263932289213e-07,1.588820606439558e-07,1.9878077537716e-09,0.0011657555774310382,0.0011657577504391454,7.871613796079945e-16,8.937382863035821e-07,8.874003268214376e-12,5.111566330015922e-11,2.7797884659065904e-09,1.461319112078681e-06,4.0888906270632305e-09,2.167430742417352e-08,1.9803891013262473e-08,1.7992474252736036e-06,1.007629857155142e-08,5.503355850999853e-12,1.089582149031167e-09,1.446627768816519e-10,2.347911258153753e-10,9.23706689513061e-16,4.450706216342413e-14,6.135087682331223e-10,1.0844323580010434e-11,2.174358752057038e-18,2.2803909308314406e-09,1.8609687535662865e-15,5.425843848570157e-14,6.015017007036052e-17,4.802649292055859e-16,4.766059305730381e-08,7.038029164096075e-08,6.193815277067031e-08,5.312121074655683e-11,4.7948816694896924e-20,3.887357596927131e-16,4.972317903292559e-09,1.2388683941335123e-15,2.6104986231511564e-21,5.383462160319409e-13,7.797756336169541e-15,1.8379765148188477e-13,8.402859542738103e-17,2.4142961368333704e-23,9.930529608531584e-21,1.360037017494351e-10,4.201148655649258e-15,4.1140982446767074e-16,2.3110259145725725e-16,7.972994621293033e-24,1.322420527304285e-21,5.200650869645915e-26,1.31177736909913e-10,3.7817225785388014e-15,5.307065891465749e-19,8.436082818415891e-17,1.854705168697723e-20,4.8544240022499034e-11,1.0504832359948303e-13,9.43645850367909e-15,9.836752353730654e-08,5.538768616100821e-12,1.174331547032248e-13,1.8149977336944698e-17,1.134144932304887e-18,6.81698791221902e-15,5.1050763790086513e-14,1.1705803528879495e-18,1.004959819039349e-19,5.575418471298376e-26,9.092069004799738e-20,1.0386375843816232e-18,1.2291955110889695e-20,1.9091053353181293e-19,3.154834312336145e-10,2.048915709141568e-15,5.146492547208402e-20,2.881967684613569e-18,2.5962651773576022e-17,1.7446140405876563e-19,6.079950691610932e-27,8.599993412550994e-22,1.278553296250907e-15,1.3109832753293042e-22,8.639135346348933e-22,7.992427654132683e-17,7.963546232881976e-20,6.6689061218674045e-21
