Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070),CFO2(332),C3H3(4381),S(4999),C3H3(8252),S(5941),S(7087),S(2403),S(5038),S(8410),S(2402),S(10418),CHO2(146),CFO(51),S(10885),S(4379)
7.903499795848104e-09,0.8262235194722996,3.791725125734434e-07,1.7049719416419793e-09,2.3898148482563284e-09,3.0973421075483196e-08,0.0,0.0,3.1487495529876926e-07,1.5842406155771328e-11,1.1701121899900273e-10,9.982246181729012e-09,2.0323858021323012e-10,4.206796678126609e-21,3.4368103319610275e-14,1.325730151535135e-08,1.6070958074770729e-06,1.6651755010960893e-10,1.4674200199728025e-19,1.5138864329698602e-19,3.5157434036600186e-11,2.8407064674727192e-09,4.50804096177135e-08,2.406738671486208e-14,1.6479402672168163e-11,4.26349804757114e-14,1.5935994713691326e-10,0.0005388940111587006,1.305834510911056e-10,2.717932638942572e-08,2.5999009187709018e-14,2.2309849299300532e-18,8.875285790593891e-13,1.5949239780857766e-12,3.76,0.0,0.7665155548655278,0.9981842067156872,1.4480212568672525e-10,1.3788969936409272e-05,0.0005389050738312767,4.2326099161836166e-08,2.647024107561204e-07,6.233768950846833e-08,7.789088250958902e-16,1.4316944732277443e-14,2.5969598562183365e-17,4.764585072212259e-17,9.816147639697173e-17,1.6175715458783998e-06,2.261634097615131e-10,5.938795961628174e-13,1.6029229799809016e-15,5.355058417541993e-15,4.956994077946408e-10,4.526044412909636e-12,6.335892471933056e-08,4.676988626330535e-14,6.443818441513803e-18,1.8054109114263305e-18,6.288007099373132e-21,1.3141529106733942e-24,2.201102307373227e-14,5.60583741689706e-22,1.467615206978185e-14,1.4976184881339926e-14,1.7102137977249568e-16,2.4105328401265026e-14,1.4175916148475362e-14,3.822586602775407e-18,5.819518946016328e-17,3.296835972892909e-27,3.198615385523487e-25,4.097547807581378e-12,2.6558935187958155e-08,2.1227903726596267e-15,7.162601322933798e-12,0.0018153391023591429,5.302461938097457e-20,2.1080156126297183e-11,5.430568270574335e-22,1.2687631075627565e-19,1.3643396755687152e-05,3.7599048176987425e-14,3.3735529620370117e-21,1.7219679620167948e-11,1.911754234952451e-20,3.8238882354821096e-21,3.398775928292507e-22,1.9913777663075638e-20,1.6875427874386847e-18,1.93852841154454e-13,1.5535757975229138e-13,1.2629937540146643e-07,1.249909988852183e-18,2.771006724129605e-26,4.770582919838321e-24,1.5874616834408056e-17,2.5963906870593252e-20,2.4142202692397716e-20,6.103551439386893e-22,1.9214968350285503e-25,7.265068971508163e-21,9.862916964986189e-24,2.536292980818549e-16,1.3529977930471694e-15,1.1031673412234482e-22,1.8568725641057184e-18
8.143540335292497e-09,0.8262260372644864,3.97830746971478e-07,1.8347634782921615e-09,2.5854236051085176e-09,3.3460424853710524e-08,0.0,0.0,3.2444107949053045e-07,1.682007331849983e-11,1.2688173293526776e-10,1.0892894262627528e-08,2.2197836349892997e-10,4.76041255263006e-21,3.6635095761800517e-14,1.3887062771603805e-08,1.6555136929053058e-06,1.7818962916455848e-10,1.6985250283181383e-19,1.7443093034329229e-19,3.8419134293128426e-11,3.0117647008063317e-09,4.603326547418445e-08,2.6148844875331692e-14,1.7339413777782044e-11,4.70770230389953e-14,1.6917118550953388e-10,0.0005552549362140999,1.3818923086050712e-10,2.7871100614342935e-08,2.817230660783844e-14,2.434208734775953e-18,9.679374792740325e-13,1.6885494623279347e-12,3.76,0.0,0.7664987102242249,0.9981841885026314,1.6084704478373248e-10,1.420797871400837e-05,0.0005552666873360462,4.304504535772375e-08,2.768123423404584e-07,6.302366754356686e-08,8.753478323136485e-16,1.5680151890729632e-14,2.9681907659536984e-17,5.141694754635859e-17,1.1069753936719442e-16,1.6666311129572472e-06,2.4008885426051233e-10,6.43711133146731e-13,1.7450601019392161e-15,5.67647278902306e-15,5.211570438053759e-10,4.6364997028656324e-12,6.532760109950675e-08,4.803808956938556e-14,7.076794797785235e-18,2.040799492583679e-18,7.196664618903e-21,1.5290544363136917e-24,2.4070809758177934e-14,6.301281202684805e-22,1.5595885657654972e-14,1.6464080802211698e-14,1.8747982759940956e-16,2.487603170929984e-14,1.5299699447466088e-14,4.298730644498378e-18,6.350274414840367e-17,3.984027956291699e-27,3.6412063262912777e-25,4.288253167384545e-12,2.742488071236185e-08,2.3600427419893044e-15,7.390809844540859e-12,0.0018153390726024469,6.02673636505031e-20,2.2244621218753672e-11,5.908508034545334e-22,1.4569663909747601e-19,1.4053460039733252e-05,4.1121751724478855e-14,3.814657003518194e-21,1.8457059402429102e-11,2.13441506605969e-20,4.3812314161082064e-21,3.8818656183736073e-22,2.262297764963622e-20,1.9014664675926207e-18,2.0416242102155266e-13,1.6020104295066874e-13,1.3383924569470588e-07,1.3987267555847407e-18,3.3466328811585395e-26,5.407890263118751e-24,1.7886106851672102e-17,3.011873253753627e-20,2.7085319692709405e-20,6.824664366179855e-22,2.166834390219907e-25,8.124974922267329e-21,1.0861910658465722e-23,2.6978320358612e-16,1.4800131884621156e-15,1.2107739265577907e-22,2.092375913705517e-18
8.38358087473689e-09,0.826228555036042,4.1681230193710793e-07,1.969847827020753e-09,2.7906008432092075e-09,3.606446864879777e-08,0.0,0.0,3.34007431989723e-07,1.7827057762409048e-11,1.3723217047556867e-10,1.1854888049097548e-08,2.4181483992239016e-10,5.370502601281451e-21,3.899017819676326e-14,1.4521909484171426e-08,1.7039086878319553e-06,1.9030401276998704e-10,1.9576969760354363e-19,2.0024692203150782e-19,4.1874410735791624e-11,3.187580274916966e-09,4.696714936128822e-08,2.8337240825986e-14,1.821345962848986e-11,5.185121932542286e-14,1.792774486060488e-10,0.0005716155034922874,1.4598499279830266e-10,2.855596925465011e-08,3.044874632922339e-14,2.64972633687096e-18,1.0529777737060681e-12,1.7845932550708353e-12,3.76,0.0,0.7664818657868328,0.9981841700260506,1.7813196903084766e-10,1.462700021782427e-05,0.0005716279671152473,4.377020214379241e-08,2.89089347379132e-07,6.370143169340983e-08,9.80479617111275e-16,1.7128442522114142e-14,3.3816714740533116e-17,5.5356746718227597e-17,1.2440214333790593e-16,1.7156866517987147e-06,2.544290412766564e-10,6.962376488718355e-13,1.8941820755271807e-15,6.0034006397004115e-15,5.468715850619615e-10,4.745837678382661e-12,6.729888978043361e-08,4.929366037609787e-14,7.749773915577666e-18,2.2987409764471066e-18,8.202606692883327e-21,1.7712817168582412e-24,2.6255242482154952e-14,7.057384967300542e-22,1.653875679395474e-14,1.8043710354364658e-14,2.0492153568747259e-16,2.564311007359563e-14,1.6472875171409502e-14,4.817414649867341e-18,6.911410797343386e-17,4.7896306778227646e-27,4.128779868618413e-25,4.482142254997071e-12,2.8304662142334846e-08,2.6153914503998687e-15,7.619013377589828e-12,0.0018153390412549864,6.825730208774225e-20,2.3433090605490435e-11,6.410384543497304e-22,1.6658873598131167e-19,1.4463271216946137e-05,4.485734214401472e-14,4.298731958302977e-21,1.9750150121709448e-11,2.3742106784129315e-20,4.9992842401846844e-21,4.415491428377059e-22,2.5596666795176054e-20,2.135098768227074e-18,2.1464933751316887e-13,1.6504155910147076e-13,1.4158306804354505e-07,1.5598830804855797e-18,4.0197457531098554e-26,6.1055133250770654e-24,2.008269203612836e-17,3.4787113678892183e-20,3.0286110212091745e-20,7.605210619459996e-22,2.4346733019278836e-25,9.057758380993285e-21,1.1928121150972664e-23,2.8623654777738225e-16,1.6148218975714232e-15,1.3252328924419854e-22,2.3495829781845624e-18
8.623621414181282e-09,0.8262310727871512,4.361152952735594e-07,2.110253491083833e-09,3.0055194719846512e-09,3.8787457872457665e-08,0.0,0.0,3.4357402138493923e-07,1.8863363586585195e-11,1.4806825797268766e-10,1.2869378195002298e-08,2.6277679681108387e-10,6.041336394984816e-21,4.143521907018324e-14,1.516134603148553e-08,1.7522808070581896e-06,2.0286298047219127e-10,2.2473925193156343e-19,2.2909257220223924e-19,4.552861647804306e-11,3.36813327840826e-09,4.7882451127209605e-08,3.063430015841171e-14,1.910108752281069e-11,5.697369752156098e-14,1.8967924532706459e-10,0.0005879757129242268,1.539688292975117e-10,2.9234008001648662e-08,3.2829308268586144e-14,2.8779632896724157e-18,1.1427714537717328e-12,1.883038718298504e-12,3.76,0.0,0.7664650215508946,0.9981841512852255,1.967136975385999e-10,1.5046034436467037e-05,0.0005879889135805394,4.450216016953062e-08,3.015335861101e-07,6.437268146997669e-08,1.094816538615116e-15,1.86645866487508e-14,3.84099168520306e-17,5.946748000809509e-17,1.3934656252614836e-16,1.764738162670321e-06,2.6918386287631335e-10,7.515315698927316e-13,2.050313299965177e-15,6.335505533772331e-15,5.728208425746862e-10,4.854234285895853e-12,6.927279044215327e-08,5.053673973738853e-14,8.463957828447018e-18,2.5806687590474094e-18,9.31278259058202e-21,2.0433750994261624e-24,2.856801284606768e-14,7.877354124344469e-22,1.750452327311628e-14,1.9717357015970956e-14,2.233691518052961e-16,2.640683305172137e-14,1.7695898043760377e-14,5.381012303876182e-18,7.5036691441186e-17,5.7301257674918846e-27,4.664349617166522e-25,4.679243165643208e-12,2.9198904797900465e-08,2.8895988084171128e-15,7.847211921071257e-12,0.0018153390089338571,7.704855262546413e-20,2.4645072344910436e-11,6.936444314786316e-22,1.8970361137019138e-19,1.487283043662533e-05,4.8812002380876606e-14,4.828667157976407e-21,2.1100343433337212e-11,2.631765017109565e-20,5.682520714498027e-21,5.003139155395724e-22,2.8850887062634356e-20,2.3896146222325438e-18,2.2530817476650157e-13,1.6987912820475647e-13,1.4952966130548487e-07,1.7339695835032516e-18,4.803305663068991e-26,6.866856930146934e-24,2.2475379727386558e-17,4.0014895966326476e-20,3.375893042524683e-20,8.448070128594406e-22,2.726325297357863e-25,1.0067398570483807e-20,1.306397591519532e-23,3.0297049527807927e-16,1.7576736103838189e-15,1.446770392481558e-22,2.6297882926560615e-18
8.863661953625675e-09,0.8262335905180329,4.557380737488931e-07,2.2560075920970515e-09,3.230350942452918e-09,4.163128720504744e-08,0.0,0.0,3.5314085659964817e-07,1.992899491339244e-11,1.5939544563464837e-10,1.3937498690296145e-08,2.8489283108502276e-10,6.777411762145793e-21,4.397212698432364e-14,1.5804895733537793e-08,1.8006300650945957e-06,2.1586862880034254e-10,2.5702046348958186e-19,2.6124142562615314e-19,4.938708840099822e-11,3.55340388285072e-09,4.877955232529615e-08,3.304169500294697e-14,2.000185883286637e-11,6.246098597351741e-14,2.0037712544749618e-10,0.000604335564441724,1.6213885371583675e-10,2.990529173418579e-08,3.531490091832299e-14,3.1193523417825187e-18,1.237440115857264e-12,1.983869720197282e-12,3.76,0.0,0.7664481775139447,0.9981841322799003,2.1664997496938738e-10,1.5465081358550612e-05,0.0006043495271610927,4.524143966584014e-08,3.14145456359459e-07,6.503895729814128e-08,1.2188872738117194e-15,2.0291381334344778e-14,4.349943315526188e-17,6.375138174015645e-17,1.556043212805235e-16,1.813785645839284e-06,2.843532111695369e-10,8.096655388469093e-13,2.2134691742358437e-15,6.6724601957801696e-15,5.989834626121163e-10,4.961856590973337e-12,7.124930276495813e-08,5.176746726373424e-14,9.220546758311897e-18,2.888065128845274e-18,1.0534402418397294e-20,2.3480296134309064e-24,3.101281833685506e-14,8.764468297466596e-22,1.8492972442921953e-14,2.148728264342767e-14,2.4284485355661295e-16,2.7167474213442158e-14,1.8969209729415093e-14,5.991952227046239e-18,8.127782637193227e-17,6.82379485880617e-27,5.251033700829696e-25,4.879586486413289e-12,3.010821061592182e-08,3.1834335944650922e-15,8.075405474022912e-12,0.0018153389758027128,8.669765220526295e-20,2.5880084132408425e-11,7.486916110704487e-22,2.1519758482668113e-19,1.528213784795644e-05,5.299191028954821e-14,5.407471953169048e-21,2.250905484720891e-11,2.907693784754222e-20,6.435591276970363e-21,5.648417295778395e-22,3.2402077408304654e-20,2.6662232807582005e-18,2.3613367348666744e-13,1.7471375031101152e-13,1.5767785039551783e-07,1.921584030508841e-18,5.711546334535325e-26,7.695383180866841e-24,2.5075498296032987e-17,4.585052737105709e-20,3.7518525414916024e-20,9.356169948302583e-22,3.0431389590218042e-25,1.1157994293021615e-20,1.4271926890284125e-23,3.1996674185881587e-16,1.9088206435693227e-15,1.5756148392371808e-22,2.9343244662413206e-18
9.103702493070067e-09,0.8262361082289346,4.75679188452646e-07,2.407135986473388e-09,3.4652653260596925e-09,4.4597841882725465e-08,0.0,0.0,3.6270794686251757e-07,2.1023955889513416e-11,1.7121892005218768e-10,1.5060367295839613e-08,3.0819135024057107e-10,7.583463307964679e-21,4.660284872614595e-14,1.645210026091691e-08,1.8489564761721083e-06,2.2932287826754328e-10,2.928866026031607e-19,2.9698550011677346e-19,5.3455147400156116e-11,3.743372342435878e-09,4.965882639663579e-08,3.556104575304499e-14,2.091534856699124e-11,6.833001281071524e-14,2.1137167989415172e-10,0.0006206950579774052,1.7049320015025869e-10,3.056989452875015e-08,3.790636413757319e-14,3.3743334652786698e-18,1.3371049856624781e-12,2.087070635491177e-12,3.76,0.0,0.7664313336735094,0.9981841130099609,2.379994853330123e-10,1.5884140972692652e-05,0.000620709808302929,4.5988499706471666e-08,3.269255694644595e-07,6.570165594146377e-08,1.3532370946475904e-15,2.201165199686179e-14,4.9125265438173503e-17,6.821069195921325e-17,1.7325121446689303e-16,1.8628291015725117e-06,2.999369783100843e-10,8.707124127763499e-13,2.3836564902241107e-15,7.013946615588602e-15,6.253389007976374e-10,5.068862779840262e-12,7.322842642939058e-08,5.29859811371501e-14,1.0020739173504589e-17,3.2224618042137976e-18,1.1874938997015361e-20,2.6880998124812633e-24,3.359336256076324e-14,9.722082547462434e-22,1.9503919854147927e-14,2.3355730287978624e-14,2.633703637840675e-16,2.792531083829893e-14,2.0293239970228602e-14,6.652717276049173e-18,8.784476664706556e-17,8.090868332308997e-27,5.892055582981145e-25,5.08320500004804e-12,3.1033158826934246e-08,3.4976708728054356e-15,8.303594035496574e-12,0.0018153389418935687,9.726360718347247e-20,2.713765311159883e-11,8.062011724933805e-22,2.432322303581617e-19,1.569119360001116e-05,5.740323866369267e-14,6.038278649086311e-21,2.397772372962129e-11,3.202604177258049e-20,7.263323594143181e-21,6.355057646658217e-22,3.62670707617078e-20,2.9661683691611354e-18,2.471207264258043e-13,1.795454255195384e-13,1.6602646625543838e-07,2.123331030447561e-18,6.760057710104611e-26,8.594609020719546e-24,2.7894698078608563e-17,5.234512503194139e-20,4.1580031396239666e-20,1.0332483945682081e-21,3.38649991877993e-25,1.2333766033036482e-20,1.5554450931290785e-23,3.3720752217514053e-16,2.0685180613525425e-15,1.7119970159016574e-22,3.264562307973706e-18
9.34374303251446e-09,0.8262386259201312,4.959373728708073e-07,2.5636633706178056e-09,3.710431385860228e-09,4.768899884903343e-08,0.0,0.0,3.7227530168091597e-07,2.2148250686905098e-11,1.8354361632638367e-10,1.623908596556479e-08,3.3270057332997893e-10,8.464471132713954e-21,4.9329367318090884e-14,1.710251906066909e-08,1.8972600542526e-06,2.4322748015530713e-10,3.3262525111942782e-19,3.3663619716576766e-19,5.773809862961824e-11,3.9380189936318794e-09,5.052063884850868e-08,3.819392273684375e-14,2.1841144945868083e-11,7.459810555180019e-14,2.2266354100250603e-10,0.0006370541934646906,1.7903002321439916e-10,3.122788966930709e-08,4.060447185224399e-14,3.643353879263362e-18,1.4418869424761627e-12,2.1926263457984952e-12,3.76,0.0,0.7664144900271055,0.9981840934752373,2.608218461470917e-10,1.6303213267514335e-05,0.0006370697574682804,4.674374624441418e-08,3.3987472879759686e-07,6.636204443619428e-08,1.4984281554135003e-15,2.3828253726190018e-14,5.5329559623834065e-17,7.284765928060336e-17,1.9236532892975245e-16,1.9118685301365975e-06,3.1593505649543454e-10,9.347452613762018e-13,2.5608738191210065e-15,7.359656098245256e-15,6.518673969392993e-10,5.175402259266012e-12,7.521016111624297e-08,5.4192418126642664e-14,1.0865731844343792e-17,3.5854404898234575e-18,1.334212983255805e-20,3.066604653202145e-24,3.631335546222896e-14,1.075362867251137e-21,2.053720788675091e-14,2.532492687779584e-14,2.849669657523417e-16,2.868062368082003e-14,2.166840762080075e-14,7.3658438512309e-18,9.474468894885569e-17,9.553682907409547e-27,6.590744918312799e-25,5.290133426763729e-12,3.197430661428206e-08,3.83309182711562e-15,8.531777604543545e-12,0.0018153389073037082,1.088079438464723e-19,2.8417315689230272e-11,8.661926740924089e-22,2.739743181886255e-19,1.6099997841747292e-05,6.205215526541486e-14,6.724345506907453e-21,2.550781331006783e-11,3.5170946780694716e-20,8.17072330941537e-21,7.126915936059192e-22,4.0463091486681874e-20,3.290727945046775e-18,2.582643739920593e-13,1.8437415397699575e-13,1.7457434582330802e-07,2.3398217473716694e-18,7.965871490490015e-26,9.568103902940187e-24,3.094495238943946e-17,5.955254177912611e-20,4.595897804353089e-20,1.138003255323344e-21,3.7578310624941803e-25,1.3599058073482525e-20,1.6914050263877325e-23,3.546756137140573e-16,2.2370237957453603e-15,1.8561501873904428e-22,3.621910961580606e-18
9.583783571958852e-09,0.8262411435919202,5.165115234124126e-07,2.7256133759148062e-09,3.9660166407748485e-09,5.0906627783861446e-08,0.0,0.0,3.818429308172831e-07,2.330188350367769e-11,1.963742298059556e-10,1.747474125628939e-08,3.584485319366336e-10,9.425669744939426e-21,5.215370009262124e-14,1.775572879860459e-08,1.9455408130391486e-06,2.575840230866148e-10,3.76538639571171e-19,3.8052524112997553e-19,6.224123174402914e-11,4.137324254840508e-09,5.136534742879011e-08,4.0941847837313154e-14,2.2778848991838828e-11,8.128299070318362e-14,2.3425338275261136e-10,0.0006534129708377765,1.8774749781859654e-10,3.187934965689019e-08,4.3409934666402904e-14,3.9268680692645764e-18,1.5519065433762988e-12,2.300522240010042e-12,3.76,0.0,0.7663976465722396,0.9981840736755367,2.851776029279237e-10,1.6722298231640226e-05,0.0006534293751349653,4.750753906261254e-08,3.529939106380057e-07,6.702127266038892e-08,1.6550397900192707e-15,2.574407260640411e-14,6.215666831619983e-17,7.766454345332937e-17,2.130270660355299e-16,1.960903931797813e-06,3.3234733796680767e-10,1.0018373651836677e-12,2.7451118903841333e-15,7.709289266090659e-15,6.78549950573512e-10,5.2816158368602036e-12,7.719450650655702e-08,5.538691360431417e-14,1.1756719897335057e-17,3.978633452110989e-18,1.4943979186566258e-20,3.486732413020124e-24,3.917651352932807e-14,1.1862616574565068e-21,2.159270436841541e-14,2.739708576552253e-14,3.0765551806458235e-16,2.9433696799249355e-14,2.3095121592657733e-14,8.133921210998457e-18,1.0198469349322036e-16,1.1236848448507083e-26,7.350538457097139e-25,5.5004081998292706e-12,3.2932189755830465e-08,4.1904836085043966e-15,8.759956180223365e-12,0.001815338872164103,1.2139475902632108e-19,2.971861735373007e-11,9.286841262897945e-22,3.0759575379605304e-19,1.650855072200869e-05,6.694482285377882e-14,7.469059810575978e-21,2.7100810692037054e-11,3.8517549053619765e-20,9.162974745750098e-21,7.967972480806083e-22,4.500775330115046e-20,3.6412145582881605e-18,2.695597999853595e-13,1.8919993587603242e-13,1.833203320030741e-07,2.5716736268987188e-18,9.347549407287749e-26,1.0619487562955825e-23,3.4238558609709596e-17,6.752943231706287e-20,5.0671290916456284e-20,1.250188258384629e-21,4.158592744925385e-25,1.4958340624036945e-20,1.8353252943789695e-23,3.7235433748235114e-16,2.4145987661060943e-15,2.0083102108311017e-22,4.007818049189769e-18
9.823824111403245e-09,0.826243661244621,5.374006821266553e-07,2.8930086545259387e-09,4.232187423630879e-09,5.425259202249376e-08,0.0,0.0,3.9141084426806885e-07,2.4484858564904387e-11,2.0971522744476219e-10,1.876840472550465e-08,3.854630711460301e-10,1.0472557165049583e-20,5.507789679183312e-14,1.8411322817629924e-08,1.99379876598598e-06,2.7239393939325227e-10,4.249439826614423e-19,4.2900564690486206e-19,6.696982113845421e-11,4.3412686260556245e-09,5.219330229639227e-08,4.3806296062479787e-14,2.3728074131005878e-11,8.840279336024155e-14,2.4614192098435306e-10,0.0006697713900316138,1.9664381895263573e-10,3.252434621896584e-08,4.632340238766908e-14,4.225337803100454e-18,1.6672840473475505e-12,2.410744214689658e-12,3.76,0.0,0.7663808033064088,0.9981840536107365,3.1112822397810355e-10,1.7141395853698068e-05,0.0006697886617957858,4.828019777464008e-08,3.6628424714167576e-07,6.768038466318886e-08,1.8236688188458737e-15,2.7762027042657796e-14,6.965321442218634e-17,8.26636176656254e-17,2.353191653016682e-16,2.009935306822103e-06,3.491737150091797e-10,1.0720622137183983e-12,2.9363539626196802e-15,8.062556020258074e-15,7.053682972060692e-10,5.387635964596306e-12,7.918146228162339e-08,5.656960156171588e-14,1.2694896869406473e-17,4.403724113970322e-18,1.6688760249215735e-20,3.9518456489166635e-24,4.2186559986274214e-14,1.3052635684174171e-21,2.267030120019611e-14,2.95744091420037e-14,3.3145646927046707e-16,3.0184817435031484e-14,2.4573781714867428e-14,8.959590793013854e-18,1.0957180475556853e-16,1.3167424344856454e-26,8.174980997568159e-25,5.714067270720354e-12,3.390732324857624e-08,4.570639196771052e-15,8.988129761614295e-12,0.0018153388365430034,1.3509077080740502e-19,3.1041112497313146e-11,9.936920620478702e-22,3.442735145537345e-19,1.6916852389525322e-05,7.2087399212558e-14,8.275940998310938e-21,2.875822686705556e-11,4.2071655068205856e-20,1.0245441566551564e-20,8.882332871372902e-22,4.991905763218443e-20,4.0189753129074996e-18,2.810023274565383e-13,1.9402277145392682e-13,1.9226327363434056e-07,2.8195101366031326e-18,1.0925274235896902e-25,1.1752427891826852e-23,3.778813935393165e-17,7.633531907162506e-20,5.57332939830456e-20,1.370114710364699e-21,4.590283014488781e-25,1.641621195967769e-20,1.9874613320533016e-23,3.9022755595257526e-16,2.6015069980124205e-15,2.168715645437116e-22,4.423769823979507e-18
9.999999999999999e-09,0.826246178878572,5.529320751295571e-07,3.0193446275575972e-09,4.43437288098337e-09,5.6791074578323324e-08,0.0,0.0,3.9843332681898535e-07,2.5371767050420262e-11,2.198339821332192e-10,1.9755403417513826e-08,4.0611216223054325e-10,1.1298771982334411e-20,5.728883749892916e-14,1.8893781034797788e-08,2.029202811707212e-06,2.835527960356668e-10,4.635211960171597e-19,4.677257180827492e-19,7.058684227660149e-11,4.4938926457371744e-09,5.2790511863603584e-08,4.598361075139968e-14,2.443186384651476e-11,9.391578397610566e-14,2.550579216679107e-10,0.0006817772967302848,2.0328597004237418e-10,3.2993664891408126e-08,4.853078877834536e-14,4.454185374107591e-18,1.7554433256548834e-12,2.4931129738879528e-12,3.76,0.0,0.7663684414411672,0.998184038715622,3.312254443993536e-10,1.744899734438043e-05,0.0006817952227866086,4.885309230887018e-08,3.761482263105914e-07,6.816461420974156e-08,1.9554352416582445e-15,2.930978904867042e-14,7.560951127583497e-17,8.644990458621117e-17,2.52766945635577e-16,2.045918941481724e-06,3.6178673303733045e-10,1.1256393089945288e-12,3.0811577219476003e-15,8.323982249205095e-15,7.251276157393555e-10,5.4653979512748406e-12,8.064143385298264e-08,5.743018995246724e-14,1.3414182463534144e-17,4.7370170035015745e-18,1.806522131689733e-20,4.3238832198875026e-24,4.4491389005246055e-14,1.3979726890665512e-21,2.3475207275846287e-14,3.1240627707533204e-14,3.4964446228864817e-16,3.0735022452995054e-14,2.569231384212408e-14,9.603790488973925e-18,1.1536520513181638e-16,1.4758896889088612e-26,8.823325328037963e-25,5.873056879030166e-12,3.463427910893711e-08,4.864599119296693e-15,9.155592810140059e-12,0.0018153388100921152,1.4588877456009253e-19,3.202497941733807e-11,1.0430142088241875e-21,3.732429689644949e-19,1.7216362463359544e-05,7.60243398639508e-14,8.909816390158245e-21,3.0016553825354686e-11,4.4815517735290723e-20,1.1100521985430242e-20,9.602513209749688e-22,5.37676161943749e-20,4.314384491705337e-18,2.8949144450246166e-13,1.975605795457352e-13,1.9895153589398023e-07,3.0119436114429317e-18,1.2220608100877983e-25,1.263798764477616e-23,4.056370109546041e-17,8.33619285548705e-20,5.968070488212023e-20,1.4632427527254826e-21,4.927688005858685e-25,1.7551674852200867e-20,2.1044977117240798e-23,4.034601571910387e-16,2.744780503226761e-15,2.29183043137324e-22,4.749054868358113e-18
1.0063864650847637e-08,0.826246178878572,5.586040213535075e-07,3.0658709569991616e-09,4.509108933692869e-09,5.7728749377233677e-08,0.0,0.0,4.009790522449441e-07,2.5697180123369406e-11,2.235708587905029e-10,2.012113331747607e-08,4.1377185051247523e-10,1.1610904214137013e-20,5.81040376932688e-14,1.9068910611665144e-08,2.0420339263081075e-06,2.876585112833981e-10,4.7817381309719935e-19,4.824527159636297e-19,7.192912618640593e-11,4.549832688523046e-09,5.3004846187837564e-08,4.6788697067288595e-14,2.4688445807724628e-11,9.59760368209362e-14,2.583299135923083e-10,0.00068612945098189,2.0571720147107002e-10,3.316295031858757e-08,4.9345466469338035e-14,4.539232143810534e-18,1.788139439308397e-12,2.5232786744981738e-12,3.76,0.0,0.7663639602271005,0.9981840332807985,3.387360954377381e-10,1.7560506122318665e-05,0.0006861476179579389,4.906200700890165e-08,3.797470111658617e-07,6.834032887729135e-08,2.004929864844099e-15,2.988506909272465e-14,7.786815588702144e-17,8.784717062155846e-17,2.593267291144444e-16,2.0589626554750803e-06,3.6641407995130104e-10,1.1454935035850117e-12,3.134576185786279e-15,8.419175468584402e-15,7.323048852346287e-10,5.493587028696851e-12,8.117102812298115e-08,5.774061462598696e-14,1.368145476232692e-17,4.862447668788575e-18,1.8585017419950377e-20,4.465486199161154e-24,4.534722497346176e-14,1.4327356435584794e-21,2.3769913003526e-14,3.185909031714241e-14,3.563898721261131e-16,3.093427592447888e-14,2.6104779519028652e-14,9.845545542130542e-18,1.1751297218978098e-16,1.537510582543776e-26,9.067726387064058e-25,5.931149939738448e-12,3.490020191650727e-08,4.974357273727869e-15,9.216298347812211e-12,0.0018153388004336344,1.4996536931489822e-19,3.238436424158532e-11,1.0612316048018824e-21,3.8418958430384375e-19,1.7324902992913257e-05,7.748603717719659e-14,9.148643858135659e-21,3.0481596731256624e-11,4.583898096813126e-20,1.142366739837885e-20,9.874228682786275e-22,5.521539238292718e-20,4.425391930701427e-18,2.925874146862424e-13,1.9884266099122843e-13,2.01402025462292e-07,3.083960519840644e-18,1.272094355094336e-25,1.2970638907969604e-23,4.160664371385727e-17,8.603265770647808e-20,6.116171223695196e-20,1.4980985358607642e-21,5.0544378475040895e-25,1.797740056827139e-20,2.1480712504707675e-23,4.082796687770955e-16,2.7980157414380773e-15,2.33760786175437e-22,4.8712913317787376e-18
