Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074)
9.308551558878437e-06,0.1512373664843255,3.76,0.0,0.00014738447386147352,0.42316346648518316,0.47268116080981365,0.06098342904490138,0.0004950469299240227,0.028390773576355686,0.36886754006985406,2.813827476959991e-10,0.4669296813174004,3.609421026833097e-06,7.65952437372905e-05,0.5587518754005991,0.0013783660142836155,7.054445259084128e-05,4.716697405691741e-05,0.0017181645940836058,0.17672521384227244,6.275951957122602e-05,5.9418040595098036e-05,0.004357393916663083,0.053542603014902185,0.00019789808543987762,0.00021697947348215112,0.0008251272120172806,1.9755342819571345e-08,0.030303710577542504,3.806895743569569e-09,0.0002538462132907554,0.00018037437880485965,0.00012058307361189567,2.0971355422557715e-06,4.196758605315757e-08,0.00901463739585111,0.009928324415539525,0.006180763669582513,0.01853877782766937,8.655262417893188e-08,2.872838561906372e-10,0.027148727055871468,0.003064195954410769,1.162284520916337e-05,9.757327073708228e-07,1.2473643267359075e-05,0.02595183776471019,3.360356705369715e-05,7.277468660952663e-11,5.938389147134515e-09,0.036238273796791995,0.00010551363616780492,1.3020013787743692e-05,0.02303028077591433,3.288780838629867e-07,1.6277577103696365e-12,1.9691315349715724e-06,1.5743753297944518e-05,7.773514535704213e-06,0.0002893263362330587,1.5930485493541812e-07,8.151281741377638e-08,0.0020939810126576765,1.2715169082211827e-06,0.0016516196871287693,0.00023441317568201556,0.0031278138139287292,7.1452693131868165e-06,2.2475248377129703e-11,1.0569039539921211e-11,1.2986040669979958e-07,4.4974879154816597e-07,0.0012842078326886276,1.1634017333095469e-07,2.9157200266746602e-08,0.0008300305311782995,2.459404626024053e-08,8.780783188631992e-08,1.9489991011435463e-05,9.003634551286457e-07,7.0052868195842285e-06,9.99422768661667e-10,9.557173523150267e-07,4.8498536887820215e-05,0.0015912151565087294,7.111453176984778e-09,2.759928967507541e-09,7.236867236375097e-08,3.492915798881503e-07,2.2086373053343396e-10,2.657227257847878e-06,1.7854692180671724e-10,6.202824321451207e-07,9.236403789467753e-05,4.115584335380645e-09,0.000218500648136404,2.9738890682260345e-07,7.84254363092003e-09,7.755271317488697e-08
9.378995180461056e-06,0.15127446503513206,3.76,0.0,0.0001453347402791784,0.4214447677955598,0.47400746224613005,0.061148452639637765,0.0004937940762651189,0.02826421108387497,0.36994417437401333,2.8013157788026257e-10,0.46675453410605333,3.605214738714915e-06,7.609428568006398e-05,0.5609144277666522,0.0013705797897505484,6.996300277532138e-05,4.68436223056388e-05,0.001716886113557746,0.17568640250759107,6.232989552983031e-05,5.92146351550657e-05,0.0043342289674958194,0.05367496062797767,0.00019676265622394946,0.00021605086398154098,0.0008181924364094201,1.9535396033128464e-08,0.030067436788862423,3.758646211467531e-09,0.0002515090710796803,0.0001794847382689433,0.00011946298487023927,2.0719896767795545e-06,4.1398713544340724e-08,0.008988473700370111,0.009859726013284536,0.006171506461496715,0.01849469290518948,8.588534030138447e-08,2.8518831761669324e-10,0.027102131810802604,0.003058816216387972,1.1600771223726829e-05,9.686591424854892e-07,1.2469080185444929e-05,0.026038808764084268,3.368507328863251e-05,7.227294913107335e-11,5.868208148916461e-09,0.03639220052683584,0.00010562883019276898,1.3031617301995402e-05,0.023081361438604075,3.296092582175133e-07,1.605693571118428e-12,1.9648610139205117e-06,1.567883563180805e-05,7.767714535005215e-06,0.0002881934157428308,1.5809244199827036e-07,8.097826696102296e-08,0.002092697753347956,1.266919774269237e-06,0.0016510605442359222,0.00023367449709678145,0.003121574025750417,7.128345927503284e-06,2.2325445386924917e-11,1.049860191058684e-11,1.2898634450106236e-07,4.491902752605048e-07,0.0012896937950078362,1.1599696343489106e-07,2.9266428757015738e-08,0.0008344455998645558,2.4530053507961624e-08,8.801416438931949e-08,1.9559848116623277e-05,8.951436923707677e-07,6.96218758566517e-06,9.95198531974614e-10,9.54841858962764e-07,4.851401940230822e-05,0.0015970042443894915,7.137327920265368e-09,2.7690052242738387e-09,7.194330442780859e-08,3.5057461298942855e-07,2.2238215626969062e-10,2.6411397957483363e-06,1.775135054250834e-10,6.207648804274994e-07,9.243711575960924e-05,4.118803580983877e-09,0.0002186743003539458,2.9762345653778464e-07,7.84865898112252e-09,7.755819804272487e-08
9.449438802043675e-06,0.1513112674684686,3.76,0.0,0.00014336650515461117,0.41973795162433275,0.4753257998394929,0.06131095869385027,0.0004925459430409198,0.028138767219722177,0.3710134723498458,2.788914262399164e-10,0.46657973259388363,3.601035195035e-06,7.559790018221351e-05,0.5630595694155445,0.0013628696105573107,6.938921523573609e-05,4.6523467685155836e-05,0.0017156059592656494,0.17465720787498087,6.19044982002619e-05,5.901302359983716e-05,0.004311245741041288,0.053806556517666734,0.0001956360195062106,0.0002151286465021095,0.000811337149353297,1.93185703130048e-08,0.02983312122695977,3.7111560319355312e-09,0.00024920118434163517,0.00017860210082067826,0.00011835670043430487,2.0472176294658003e-06,4.0839284683223396e-08,0.008962393683827336,0.00979175853495199,0.006162230159008947,0.01845072570385228,8.522354920372798e-08,2.8311440628101423e-10,0.02705515578106728,0.0030534264330573813,1.1578606244026222e-05,9.616556632512448e-07,1.246427156232226e-05,0.02612452236848756,3.376478798374355e-05,7.177594552778179e-11,5.799052171460983e-09,0.03654538964308335,0.00010573933425969842,1.3042688002192735e-05,0.02313192958411246,3.3033310020652e-07,1.5839957071057867e-12,1.9605703761696523e-06,1.5614227119552718e-05,7.761789918169352e-06,0.00028706501000948595,1.5689188705207713e-07,8.044827829688813e-08,0.0020913593381027616,1.2623387615609093e-06,0.0016504797807917885,0.0002329412087594279,0.003115366222737293,7.111512922404381e-06,2.2177101668649427e-11,1.0428850337540306e-11,1.2812090317833342e-07,4.4863269047743116e-07,0.0012951159389720818,1.1565510702362623e-07,2.9374064405229495e-08,0.0008388276111147385,2.4466302747934896e-08,8.821708293999932e-08,1.962883862729119e-05,8.899616184522227e-07,6.919584520862548e-06,9.910007212034964e-10,9.539620953589913e-07,4.8528274025588686e-05,0.0016026984479170273,7.162778582532213e-09,2.7780064299532825e-09,7.15218741036892e-08,3.5183892974968995e-07,2.2389690942461452e-10,2.6251689301398918e-06,1.764895135660776e-10,6.212364624755243e-07,9.250864542155312e-05,4.121952575514116e-09,0.00021884317699757182,2.978514577415455e-07,7.854602927572672e-09,7.756233007999297e-08
9.519882423626294e-06,0.15134777692439605,3.76,0.0,0.00014147558008647363,0.4180429038121815,0.4766362360058104,0.061470976524157145,0.0004913024637687594,0.028014427948213187,0.37207550838649506,2.776621364435497e-10,0.46640528412031257,3.596882067086136e-06,7.510602900493618e-05,0.5651874738792274,0.0013552343397096856,6.882294701156536e-05,4.620646157403185e-05,0.0017143239121278106,0.17363751366847366,6.14832642983967e-05,5.881317620077255e-05,0.004288442587090302,0.05393739995509697,0.00019451807129857587,0.0002142127385342131,0.0008045601168732259,1.910480887364212e-08,0.02960075915137825,3.6644105775800515e-09,0.00024692204862951345,0.0001777263725587511,0.00011726399636866846,2.022812559411627e-06,4.0289109995507026e-08,0.008936397164898897,0.009724413258207368,0.0061529355686960364,0.018406879307852935,8.456723747785458e-08,2.8106181415648146e-10,0.02700781504064824,0.003048026887992038,1.1556352961632889e-05,9.547213377047883e-07,1.245922135844594e-05,0.02620899341607823,3.384272984799278e-05,7.128361900683811e-11,5.730902943690306e-09,0.03669784724895573,0.00010584522327974695,1.3053234293960777e-05,0.023181988951375045,3.310496633108476e-07,1.562656769597848e-12,1.9562601058056074e-06,1.5549925602137663e-05,7.755742606291182e-06,0.0002859411660347472,1.557030568952725e-07,7.992282518591368e-08,0.002089967024444796,1.2577738536378672e-06,0.001649877867763261,0.00023221327145324806,0.0031091901931874165,7.0947690531328e-06,2.2030197039833507e-11,1.0359775334791029e-11,1.2726396224639372e-07,4.4807599929611474e-07,0.0013004748373891262,1.1531458930778908e-07,2.9480121938697836e-08,0.0008431766829044902,2.4402794046420834e-08,8.841661552644732e-08,1.9696965262507358e-05,8.848169513125786e-07,6.877469883993154e-06,9.868291242239118e-10,9.530783392833588e-07,4.854134409107826e-05,0.0016082987168460025,7.1878094085439395e-09,2.7869328233996877e-09,7.110433378294603e-08,3.5308464605124285e-07,2.254079828512629e-10,2.6093136700487438e-06,1.7547483323043746e-10,6.216972848543419e-07,9.257864124218657e-05,4.1250319860878974e-09,0.00021900733437164936,2.980729876151864e-07,7.860377510266192e-09,7.756512893073671e-08
9.660769666791532e-06,0.15141992923453948,3.76,0.0,0.00013791004536634465,0.4146876642925844,0.47923365016786407,0.06178366354369717,0.0004888292168484725,0.027769008093601583,0.37417808647336737,2.7523553312038693e-10,0.4660574740432498,3.5886537765625617e-06,7.41356025535846e-05,0.5693922552302051,0.0013401840979284107,6.771241439090701e-05,4.5581706572995936e-05,0.0017117533244581662,0.1716261701471347,6.065304146649522e-05,5.8418658734880014e-05,0.004243369972352633,0.054196865658957476,0.00019230783613529478,0.00021239953217255003,0.0007912360132081071,1.8686258597544054e-08,0.029141874022606064,3.57309706922354e-09,0.0002424480774680612,0.00017599527958277015,0.00011511845849746626,1.975076778832803e-06,3.9215788442259967e-08,0.008884653988057102,0.009591555466959382,0.006134294711555544,0.018319560336813142,8.327099168513853e-08,2.7701938774042346e-10,0.0269121016167391,0.0030371996218354186,1.1511592082087121e-05,9.410565127438238e-07,1.24484117527804e-05,0.026374266548259438,3.399336966420254e-05,7.03127751478557e-11,5.597553680030122e-09,0.03700059194117498,0.00010604345091831487,1.3072786757822032e-05,0.023280596191543455,3.32461165133484e-07,1.5210271789368286e-12,1.947582597470203e-06,1.5422235306153393e-05,7.743287524440377e-06,0.0002837073393748883,1.5336004700173044e-07,7.888541947925164e-08,0.002087025615810017,1.2486923044276979e-06,0.0016486124402775484,0.0002307732920216345,0.0030969326002757143,7.061543946604115e-06,2.1740626457816264e-11,1.0223618099181577e-11,1.2557511237954892e-07,4.469651555789662e-07,0.0013110051801606066,1.146375144772568e-07,2.9687561479251443e-08,0.0008517764937923302,2.4276503071881416e-08,8.880563483594611e-08,1.9830638399439183e-05,8.746387223834153e-07,6.794675782513985e-06,9.785637404449985e-10,9.512999126418767e-07,4.856409715484985e-05,0.0016192212349045035,7.236628463713915e-09,2.8045621595966438e-09,7.028073628712809e-08,3.555207471831051e-07,2.2841906426126042e-10,2.5779460493154787e-06,1.734729636632248e-10,6.225870682251078e-07,9.271408761728824e-05,4.130984669444516e-09,0.00021932171198001926,2.984969360223025e-07,7.871426579274371e-09,7.75668042499521e-08
9.80165690995677e-06,0.1514909461916004,3.76,0.0,0.00013460900329309393,0.41137816616983636,0.48180019007433583,0.06208674328518854,0.0004863738640778675,0.027527843406810956,0.37625248124438243,2.7285058021664806e-10,0.4657111563456055,3.5805273670144213e-06,7.318256345451771e-05,0.5735301199308818,0.001325420449466095,6.663033052941542e-05,4.4968992346892946e-05,0.0017091728357428086,0.1696514761621252,5.983875120040316e-05,5.803085966297847e-05,0.004198998226516702,0.05445342837716053,0.00019013116428231303,0.0002106106278337672,0.0007782107760676144,1.8279317851874835e-08,0.028690733900503685,3.4845954545487335e-09,0.0002380833746992082,0.00017429075324973566,0.00011302467713196199,1.9287307051399995e-06,3.8177323809179255e-08,0.008833243070131747,0.009461086953783887,0.006115590179181603,0.01823275704985989,8.199646923888546e-08,2.7305870032501346e-10,0.026815111855410637,0.0030263365867193304,1.1466509426584048e-05,9.276575744628775e-07,1.2436681877937336e-05,0.026534744274886408,3.4137141313216834e-05,6.93599831101631e-11,5.468022128802069e-09,0.03730048184704208,0.00010622409283288437,1.3090339871085072e-05,0.023377212616105026,3.338441850118252e-07,1.4807495277295543e-12,1.9388323338053977e-06,1.529574896566824e-05,7.73036441823105e-06,0.0002814922645124753,1.510623815265403e-07,7.78658351821956e-08,0.002083883129387645,1.2396750611867274e-06,0.0016472678837584818,0.00022935424123086693,0.0030847995259810205,7.028661434220216e-06,2.1456580515666384e-11,1.0090058230682052e-11,1.239188808632264e-07,4.4585747745096887e-07,0.0013212893699489866,1.13965634607346e-07,2.988886478535552e-08,0.0008602460304353521,2.415118103693469e-08,8.918144642921449e-08,1.996089168906809e-05,8.646068003046263e-07,6.713746683395292e-06,9.704007504312083e-10,9.495086126509478e-07,4.858259890245301e-05,0.0016297793340893118,7.283818764521831e-09,2.8218952628974866e-09,6.947214516879784e-08,3.5788386811295944e-07,2.3141535248440813e-10,2.5470291905425713e-06,1.715070263967191e-10,6.234350495024793e-07,9.284356517021214e-05,4.136666756967793e-09,0.0002196178658683839,2.9889589549099704e-07,7.881821863737815e-09,7.756337562756455e-08
9.928455428805483e-06,0.1515539101996172,3.76,0.0,0.00013184262081279973,0.40843801553068754,0.48408407104008067,0.06235148739116524,0.00048417899110542997,0.027314346612274394,0.3780957993005315,2.707387903209813e-10,0.4654007860554537,3.5732987190239235e-06,7.233934227529853e-05,0.5771980736049747,0.001312371373730514,6.567993249237e-05,4.4427557023090596e-05,0.0017068408170535043,0.16790486792032622,5.911913713441098e-05,5.768740914620024e-05,0.004159652433275067,0.0546819089950956,0.00018820023328525333,0.00020902090751577499,0.0007667361820218089,1.7922660297764657e-08,0.028291284933515785,3.4072611720627185e-09,0.00023424558988844474,0.00017277883723981074,0.00011118318423394029,1.8881666368637367e-06,3.7271385281474174e-08,0.008787256601533617,0.009345656296400573,0.0060987067398469985,0.018155090281132012,8.086784661170409e-08,2.695621120908327e-10,0.02672682419429477,0.0030165310023916305,1.1425676694499036e-05,9.158202182170498e-07,1.242536264315394e-05,0.026675168438228744,3.426078545852922e-05,6.851755743464389e-11,5.354598448382712e-09,0.03756797999138106,0.00010637210140722789,1.3104480766743816e-05,0.02346248931630956,3.3506489504041025e-07,1.4456119934378186e-12,1.930898043573232e-06,1.5182928442721052e-05,7.718345791053541e-06,0.00027951497255388597,1.490324215161251e-07,7.69632662813399e-08,0.002080890622727639,1.2316145018328369e-06,0.0016459930281268278,0.0002280947251913609,0.003073984786330731,6.999352963806461e-06,2.12055411788561e-11,9.972017962029855e-12,1.2245543567139234e-07,4.448630745110495e-07,0.001330338412339732,1.1336530600600841e-07,3.006488795851648e-08,0.000867758086539743,2.4039219923999266e-08,8.95085693976362e-08,2.007521709424643e-05,8.55701370093536e-07,6.642458639583632e-06,9.631402975679975e-10,9.478870027723062e-07,4.8595864380719824e-05,0.0016389762285178163,7.3249250855166965e-09,2.837243523509902e-09,6.875694922200704e-08,3.5994907957438436e-07,2.340993296791077e-10,2.519583134584197e-06,1.697677064932509e-10,6.24163148906968e-07,9.29550800715729e-05,4.1415533886240455e-09,0.00021986917007555236,2.992340699492091e-07,7.890631203322878e-09,7.755604787698172e-08
9.999999999999997e-06,0.15161599037470766,3.76,0.0,0.00013036043223323628,0.4067948818358448,0.4853619857071693,0.062497573761032404,0.00048294669414819844,0.027195338982280926,0.3791261431687276,2.695614150257407e-10,0.465226226019477,3.5692549591767708e-06,7.186951432120612e-05,0.5792445796808638,0.0013051058883023392,6.515321514674954e-05,4.412614668278711e-05,0.001705520650483109,0.16693192140754157,5.871851660173523e-05,5.749589091434372e-05,0.004137694611826255,0.054809831205370814,0.00018712225655080514,0.00020813224971484007,0.0007603630281989725,1.7725317082653885e-08,0.028068633182380454,3.3645659494232335e-09,0.00023211698810908017,0.00017193483434128928,0.00011016163451282811,1.8657449128732463e-06,3.6771836312361313e-08,0.00876142753883062,0.009281341009805566,0.0060891615487336384,0.018111463150250962,8.023869907430165e-08,2.676170226078352e-10,0.026676623454965163,0.0030109868361836815,1.1402534986833495e-05,9.092319145612887e-07,1.2418665462151059e-05,0.02675275860969355,3.4328188177178315e-05,6.804841913990486e-11,5.291882785556135e-09,0.03771792106102956,0.00010644968073596956,1.3111784724843662e-05,0.023509912396945384,3.357437475050268e-07,1.4262365918930872e-12,1.9263976104940467e-06,1.5119692044350654e-05,7.711406502461667e-06,0.0002784061889589704,1.4790261974729335e-07,7.646023391578625e-08,0.002079136032637848,1.2270894032106718e-06,0.001645247612441784,0.0002273913364653189,0.003067926104249233,6.982933139174203e-06,2.106577841175841e-11,9.906300522364225e-12,1.2164081692674353e-07,4.443029793809866e-07,0.0013353590872794297,1.1302837674138932e-07,3.0162087385450085e-08,0.0008719507743302739,2.3976393706603655e-08,8.968856510685379e-08,2.0138518216019934e-05,8.507275206715141e-07,6.602866896990805e-06,9.590792832094302e-10,9.469685930773717e-07,4.860201539631613e-05,0.0016440399216200627,7.347557718875942e-09,2.8457990648548953e-09,6.835854972336133e-08,3.6108888027944853e-07,2.356084199277298e-10,2.504253372620465e-06,1.68798631510483e-10,6.245595252411294e-07,9.301593437861923e-05,4.144216999026372e-09,0.0002200047138381831,2.9941630901544487e-07,7.895377578573008e-09,7.755018110257766e-08
1.0055253947654197e-05,0.15161599037470766,3.76,0.0,0.00012925227289525422,0.40553360704455926,0.48634366744066837,0.06260879414681206,0.00048199797924911193,0.02710413724020052,0.3799171327793443,2.6865901292286644e-10,0.4650916953507372,3.5661489602500447e-06,7.150956067475343e-05,0.5808138312576059,0.001299541966657008,6.475103717981015e-05,4.389535141046219e-05,0.0017044988180341977,0.16618662533451928,5.8411744885627436e-05,5.734908092815925e-05,0.0041208550284010355,0.05490814105580558,0.00018629535101570842,0.00020744999028393947,0.0007554901349651653,1.757479241820775e-08,0.027898021410782823,3.3320459865282597e-09,0.00023049089357645428,0.0001712874256296535,0.00010938116552360572,1.8486538304076757e-06,3.6391635786516756e-08,0.008741538051337743,0.009232066503542155,0.0060817810773027515,0.018077867927842987,7.975657299865509e-08,2.661283394806438e-10,0.026637674185294207,0.003006699611773356,1.1384614161844861e-05,9.041879012725035e-07,1.241334294582855e-05,0.026811882367933578,3.4379092596405015e-05,6.768911728581443e-11,5.244067417404828e-09,0.037833235815396216,0.00010650672346310514,1.3117098839073746e-05,0.023546198025213405,3.362631721482071e-07,1.4114902120750168e-12,1.922910665243384e-06,1.5071061073714813e-05,7.705970854453695e-06,0.00027755329658522745,1.4703766223113701e-07,7.607479447969197e-08,0.0020777492493621427,1.2236060107582468e-06,0.0016446593971441853,0.00022685166801222429,0.003063268222954141,6.9703090926252835e-06,2.0958754636813695e-11,9.855977134620019e-12,1.2101708542317728e-07,4.438708819561913e-07,0.0013391949963716654,1.1276904547601155e-07,3.023612041384776e-08,0.0008751662450022496,2.3928044044837264e-08,8.982533859010383e-08,2.018681349825453e-05,8.469111350503878e-07,6.572596463843885e-06,9.559603787954752e-10,9.46257787386006e-07,4.8606136119826465e-05,0.0016478894140644924,7.36476338062164e-09,2.852355143748721e-09,6.805336778472147e-08,3.619566792215168e-07,2.3677126584925176e-10,2.4924905934517247e-06,1.6805620904403593e-10,6.248585956846067e-07,9.30619226990804e-05,4.146228392686478e-09,0.0002201063502834266,2.995528786525019e-07,7.898934058371317e-09,7.75448099112777e-08
1.018205246650291e-05,0.15167720302068863,3.76,0.0,0.00012682251466283344,0.40266434322774913,0.48857931178077074,0.06285882269192443,0.0004798305658514554,0.02689714302397501,0.3817168651748239,2.6661047590836003e-10,0.4647839135435829,3.5590764615233313e-06,7.069292946816676e-05,0.5843783129207915,0.0012869266583168384,6.384296292504766e-05,4.3372143748998074e-05,0.0017021460624593975,0.16449614861022305,5.771627121363379e-05,5.701573367899891e-05,0.004082597104673592,0.055132170742312865,0.00018441600930571428,0.00020589748696985018,0.0007444665902055423,1.7235441940231572e-08,0.027510895569276005,3.2588795734330396e-09,0.00022681688843438573,0.00016981606814202104,0.00010761752911340802,1.8101592138049524e-06,3.553717007896837e-08,0.008696087017736987,0.00912027565805652,0.006064817460880837,0.01800110028553224,7.866251466317348e-08,2.627558631069443e-10,0.026547737131313632,0.002996843838751282,1.1343335864244327e-05,8.927559816464751e-07,1.2400643194699273e-05,0.026944966337236205,3.4492168564910654e-05,6.68743748812403e-11,5.1363400578266825e-09,0.03809628133993815,0.00010662834979364585,1.312823819375884e-05,0.023628359514835266,3.374393134187592e-07,1.3783490737041866e-12,1.914872924105134e-06,1.496013729213456e-05,7.693250154975828e-06,0.0002756074045326204,1.4507740527908167e-07,7.520025622858284e-08,0.002074465303829278,1.2156496036293473e-06,0.0016432693944026377,0.0002256248347495413,0.0030526485533105617,6.941524206825072e-06,2.0716121399651593e-11,9.741888983603023e-12,1.196032364756182e-07,4.4288075539610664e-07,0.0013478623661886016,1.1217679488752164e-07,3.0402646624221464e-08,0.0008824713132192741,2.3817653389676237e-08,9.013191667783233e-08,2.029570200045962e-05,8.382345594538259e-07,6.504122297755223e-06,9.488598978615472e-10,9.44622171625342e-07,4.861360870776936e-05,0.0016565242592488183,7.403357643623636e-09,2.867231765748102e-09,6.73611552755591e-08,3.6390739343529097e-07,2.394311399734788e-10,2.4657462118374843e-06,1.6637195146714763e-10,6.255219392316848e-07,9.316416699330459e-05,4.150695208393224e-09,0.00022032969608125756,2.99852719744257e-07,7.906740915793863e-09,7.752976366407971e-08
1.0308850985351624e-05,0.15173756405786087,3.76,0.0,0.000124539367811694,0.39982964015248873,0.4907913303404416,0.06310172957223649,0.00047767650905379235,0.026693293650163777,0.3834953701875913,2.6459243388202746e-10,0.4644774674978271,3.552079649171897e-06,6.988916890952472e-05,0.5878924199035568,0.0012745200796924116,6.295505655473248e-05,4.2857711687839086e-05,0.0016997818608887323,0.16283285364968153,5.7032424899049375e-05,5.6687231982178816e-05,0.004044869906793963,0.055354042711003824,0.00018256171792627496,0.00020436302484153353,0.0007336597208433404,1.690434756974571e-08,0.02712985623910388,3.1876944455603864e-09,0.00022322127600812503,0.00016836433218268742,0.00010589122339175858,1.7726510046035992e-06,3.470712056758275e-08,0.008650903181760088,0.009010243501642135,0.006047820051654074,0.017924796302060717,7.758552844470741e-08,2.5944321568048456e-10,0.026457084784192827,0.0029869650607606247,1.1301855474276518e-05,8.815199657752326e-07,1.2387283255564464e-05,0.027074499228040998,3.460011826164981e-05,6.607305054042727e-11,5.031330741840352e-09,0.03835714787852171,0.00010673736143510624,1.3137941881149958e-05,0.02370899434737401,3.385936129307377e-07,1.346154928784473e-12,1.9067875135108801e-06,1.4850148009613514e-05,7.680194069651131e-06,0.0002736774437073157,1.4315096781026618e-07,7.433948608308966e-08,0.0020710448731866577,1.207745305592117e-06,0.0016418253507858645,0.00022441399014444554,0.0030421244904172123,6.9129929753869816e-06,2.0477545374987714e-11,9.629708339886537e-12,1.1821331553659609e-07,4.4189256357085974e-07,0.0013563437408290395,1.1158850051857421e-07,3.056455059523671e-08,0.0008896741208621065,2.37080477966843e-08,9.042846583643895e-08,2.0401904660133233e-05,8.296701274305196e-07,6.4369996416532295e-06,9.418377831253598e-10,9.429812828906833e-07,4.8618465778119126e-05,0.0016648860876276122,7.440731667384767e-09,2.8818750737298506e-09,6.668007254008895e-08,3.6580195659090565e-07,2.420789350853778e-10,2.4393447217492472e-06,1.6471436644104528e-10,6.26153715901233e-07,9.32618851489209e-05,4.1549571940192826e-09,0.00022053948979857245,3.001339815827405e-07,7.914061997741776e-09,7.751100851398352e-08
1.0435649504200337e-05,0.15179708902249617,3.76,0.0,0.0001223901752868498,0.3970289269867708,0.4929800433897773,0.06333766874475105,0.00047553558587931085,0.02649252070463573,0.3852530121241403,2.6260416693089546e-10,0.46417238178738673,3.5451570026802137e-06,6.909800819143834e-05,0.5913570352752433,0.001262317052677551,6.208669185955752e-05,4.235184169670548e-05,0.0016974056037587697,0.16119617155193283,5.6359926011424e-05,5.636344599347471e-05,0.00400766482919695,0.05557380015758718,0.00018073200350086783,0.00020284624649379783,0.000723063906860434,1.6581258387304274e-08,0.026754849161534998,3.11842581095373e-09,0.00021970185057379143,0.000166931801743353,0.00010420123495809997,1.7360986447114176e-06,3.3900655379440624e-08,0.00860598629040392,0.008901931337003883,0.0060307928998741865,0.017848963682751066,7.652546263308643e-08,2.5618897933743575e-10,0.026365785506352817,0.0029770646104572284,1.1260186305146455e-05,8.704755007719647e-07,1.2373282468021861e-05,0.027200558530030852,3.4703045581144304e-05,6.528487226468463e-11,4.928957031535139e-09,0.03861586606195712,0.0001068341298123407,1.3146251907404816e-05,0.023788122879558768,3.3972636182121514e-07,1.3148755130964e-12,1.8986570920858044e-06,1.4741084562448903e-05,7.666812800350954e-06,0.00027176354177432295,1.412576820097883e-07,7.349231687813015e-08,0.0020674938437181068,1.19989314738571e-06,0.0016403295256212985,0.00022321889893449188,0.0030316947446193785,6.884710327793415e-06,2.0242933683376474e-11,9.519391543872373e-12,1.1684676857263862e-07,4.4090618727820467e-07,0.0013646423129800597,1.1100411256897964e-07,3.0721915815840587e-08,0.000896775518485409,2.3599226936706235e-08,9.071514763217197e-08,2.050544443334091e-05,8.212163419169779e-07,6.371193281685199e-06,9.34892985790517e-10,9.41336175108085e-07,4.862088059662122e-05,0.0016729801754498976,7.476909033359286e-09,2.896286790204168e-09,6.600988664611055e-08,3.676411100523964e-07,2.447146381087535e-10,2.4132809409053924e-06,1.630829014030855e-10,6.2675444980366e-07,9.335514773168315e-05,4.159017632073869e-09,0.0002207360068701109,3.003970432155656e-07,7.92090727472818e-09,7.748864135738262e-08
