Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074)
2.3070110935207226e-09,0.1259134900640763,3.76,0.0,0.7187916815186415,0.9999996306104832,2.0708645568210694e-10,2.6570201482346654e-06,2.1519551772774617e-09,0.0002725285457490568,0.000272533897311469,2.018974102701884e-12,2.2693932561406452e-08,1.3343003675385934e-09,1.8165962609286674e-10,1.0245832722843288e-10,3.642438185853398e-07,2.5615004472454675e-11,8.217490533218789e-08,1.7651949103333122e-07,1.9402361726051213e-07,1.1760866995700905e-07,3.0843171619994257e-11,8.867941490628804e-11,2.620571786494172e-11,1.1660158566574794e-09,1.8289555611586636e-15,1.0467226333737618e-16,7.926417165078104e-11,2.557652388273786e-14,9.551848922336096e-22,1.321721240726376e-11,8.59500190894012e-15,1.2099000923951984e-16,1.7532618172635533e-20,5.96603144491033e-20,3.610311961617539e-07,4.4084211170592616e-10,3.5801089620633975e-07,5.485885102305138e-13,6.509657016133362e-20,2.8583568235346167e-14,1.97030718699398e-08,2.103660373840899e-15,3.262591602574456e-20,4.884826979363094e-12,1.5325105231002152e-14,7.955658070943515e-15,4.6469316080278443e-17,1.3397718946496333e-22,1.5580392981383226e-20,2.5548412408122822e-09,1.4161930921173907e-16,4.4689154437225203e-17,1.7765364974943902e-18,8.674645998676765e-25,3.0547940577136325e-24,1.5138356267167558e-27,8.663180869258533e-09,9.410909940433791e-15,5.0854954708598116e-20,6.76171536951542e-18,6.43579147914054e-20,5.922480497217489e-11,1.085724340851425e-08,2.7102537804649502e-15,2.653126607774295e-06,4.1181097111360486e-12,5.36703444422054e-09,1.1341936012838818e-14,1.7430153076521962e-14,2.5791266825275373e-10,4.8581874167390806e-09,1.570170127469072e-20,7.0285149914967336e-15,4.723151085704613e-22,2.180678287153105e-20,3.0114781035285573e-16,6.312458411421616e-22,7.026951849170316e-21,4.960829227495324e-11,1.7538622800381143e-19,3.495717627485851e-17,1.723772460806792e-18,8.921016670607093e-20,2.8152558926867016e-19,8.449012537571775e-25,1.0740907850748133e-15,8.768881076857834e-11,8.625524783031184e-24,1.9361700325734197e-21,8.518615416991341e-19,6.605217634795437e-15,6.608254576608926e-22,3.2866233266597486e-21,7.295941922829382e-24,1.1106445908137692e-20,3.883228467397517e-22,5.601038158504531e-23,4.1871502242911246e-22
2.3659690784050575e-09,0.12591365206418842,3.76,0.0,0.7187846291738287,0.9999996209378503,2.2605848072202972e-10,2.7250107600428648e-06,2.2950414147181868e-09,0.00027949190840032896,0.0002794974834160982,2.0718762764876202e-12,2.419725702321038e-08,1.4003901736277595e-09,1.9547224657115554e-10,1.0913562272215494e-10,3.735925148310513e-07,2.6941893419702612e-11,8.340688035002668e-08,1.8364889975487622e-07,2.0235251456379608e-07,1.1922724563555198e-07,3.2450137056145275e-11,9.386506186933084e-11,2.8221620498872e-11,1.2388064337331348e-09,1.9621328101469917e-15,1.1450327618218763e-16,8.102360744859076e-11,2.7395119951367514e-14,1.0508909050838813e-21,1.378498526282245e-11,9.258625415096816e-15,1.3352952829617358e-16,1.9935890726668635e-20,6.669122068100938e-20,3.702323289799865e-07,4.636342531115325e-10,3.670574600341196e-07,5.903253207607177e-13,6.987993352165485e-20,2.9267336776937826e-14,2.0218529057097782e-08,2.2640838621392176e-15,3.6754132374009395e-20,5.086386504514681e-12,1.6298841878858797e-14,8.668430328898179e-15,5.0617578250633293e-17,1.485124803714875e-22,1.760534542893118e-20,2.7229062302659882e-09,1.5277743257680195e-16,4.815230898775116e-17,1.9596612237206575e-18,9.790255965409374e-25,3.3968772074382746e-24,1.758613216200701e-27,8.854129651801588e-09,1.0084684382722355e-14,5.760607656616838e-20,7.32074516383642e-18,7.162625585098735e-20,6.214624102066432e-11,1.0993316581546919e-08,2.9397701116780235e-15,2.7209164187754368e-06,4.3566638991569446e-12,5.533112275633739e-09,1.2045367892204116e-14,1.8084259119358732e-14,2.664303422665602e-10,4.9055962729450875e-09,1.7497585751360555e-20,7.399244407854484e-15,5.033447298754253e-22,2.4343302223058237e-20,3.185020818964828e-16,7.073698256650705e-22,7.725988211040162e-21,5.183057421908048e-11,1.9718080862847757e-19,3.681141497345489e-17,1.9407502158743296e-18,1.003693261657828e-19,3.079472792422122e-19,9.333005550343529e-25,1.1183467308538008e-15,8.769132254843705e-11,9.72044756372322e-24,2.1696854727610563e-21,9.371593098601003e-19,6.63600365621151e-15,7.255007697615107e-22,3.641420082056117e-21,7.89954951247772e-24,1.228456103844498e-20,4.258734694832745e-22,6.061347542273442e-23,4.671368623550339e-22
2.483885048173727e-09,0.12591397606816493,3.76,0.0,0.7187705244912497,0.9999996015547079,2.676743854591129e-10,2.8610049867331056e-06,2.597671152656067e-09,0.00029341842713021264,0.0002934244568542144,2.1776790553346327e-12,2.7377168572216084e-08,1.5369168460644774e-09,2.250875590562225e-10,1.2318102471114672e-10,3.9229586002717573e-07,2.969632630800934e-11,8.582868737379824e-08,1.9810864818664703e-07,2.1936025402459886e-07,1.2235645051998898e-07,3.5789575280236126e-11,1.0468576842073962e-10,3.2551350154595285e-11,1.3909506328008178e-09,2.2503123232295394e-15,1.3638442794449738e-16,8.445784212111158e-11,3.126492459476231e-14,1.2653608568426193e-21,1.494556468829267e-11,1.0686947071073837e-14,1.6151849641014945e-16,2.553171380151025e-20,8.265112047258027e-20,3.8863080671895904e-07,5.109374390973078e-10,3.851353979513301e-07,6.800263174070265e-13,8.007988254997935e-20,3.0620652764056155e-14,2.1251222558477344e-08,2.60846044087379e-15,4.6242179731032194e-20,5.495628261845991e-12,1.834066416509825e-14,1.0223543157976937e-14,5.966651025703445e-17,1.8092505476889427e-22,2.2244665653410847e-20,3.0752646802776557e-09,1.768245399308337e-16,5.559815757477549e-17,2.3685403519805834e-18,1.2367520732052982e-24,4.167960789861929e-24,2.349471015517739e-27,9.232008520872816e-09,1.151828919856723e-14,7.324574327865478e-20,8.525031663332223e-18,8.797681042157105e-20,6.817896574753216e-11,1.1252833883305384e-08,3.438310917839485e-15,2.8564940138306533e-06,4.858634842367399e-12,5.860687651957011e-09,1.3503767568203159e-14,1.9385281477433306e-14,2.832580636634736e-10,4.994621262012642e-09,2.1562094952634438e-20,8.173568668731024e-15,5.684671084622116e-22,3.0066344089185646e-20,3.5469234595303245e-16,8.804106708240035e-22,9.273405571786674e-21,5.63751621773529e-11,2.4706086731406773e-19,4.0663662976570056e-17,2.4378551166189962e-18,1.2604512505538685e-19,3.6584395592492283e-19,1.1293571246727889e-24,1.2065062821634388e-15,8.76964083436781e-11,1.2233310900354272e-23,2.698788068629943e-21,1.1260636542736201e-18,6.69188141822797e-15,8.683134229023507e-22,4.437615828869244e-21,9.207728941889938e-24,1.4919883778190858e-20,5.08602848391008e-22,7.057269515513013e-23,5.767709247501345e-22
2.5900094209655296e-09,0.12591426767577535,3.76,0.0,0.7187578302821335,0.9999995840667485,3.095574235853608e-10,2.983414598346517e-06,2.889045596824797e-09,0.00030595205843200784,0.0003059585059130118,2.2728997666833945e-12,3.043934698602402e-08,1.664693936875248e-09,2.5408119450748303e-10,1.366117505693499e-10,4.0913566767502605e-07,3.229008086038162e-11,8.7965520948192e-08,2.11337560557193e-07,2.3505577004585158e-07,1.2505763651735553e-07,3.893865754565628e-11,1.1493245669574484e-10,3.679943517819451e-11,1.53525100287663e-09,2.5359048666715185e-15,1.588307451449502e-16,8.745834756387683e-11,3.501907955242481e-14,1.4871758982937965e-21,1.6018117288528173e-11,1.2092088198279291e-14,1.9028883369714873e-16,3.157758194721028e-20,9.938442415153416e-20,4.051851194028478e-07,5.554692851322537e-10,4.0138823991616093e-07,7.681261663001304e-13,8.999905941191498e-20,3.182266097897574e-14,2.218267440537613e-08,2.9461692796048474e-15,5.634342866373957e-20,5.870489908646912e-12,2.02854588133756e-14,1.1777968043170487e-14,6.870948384540566e-17,2.1415801998078956e-22,2.715573900910642e-20,3.410630123914875e-09,2.0051886461748572e-16,6.291308643345474e-17,2.7890579953052412e-18,1.5128861773866268e-24,4.969777059278881e-24,3.016753681459561e-27,9.567579980222807e-09,1.2908615974669227e-14,9.00512629929538e-20,9.710044674814817e-18,1.049295502745246e-19,7.3822415766192e-11,1.147273403172463e-08,3.934197749069434e-15,2.978511537571345e-06,5.339464846661947e-12,6.149856122526618e-09,1.487176743743855e-14,2.0545516289193534e-14,2.9814106732405467e-10,5.068574906881923e-09,2.5810662589547122e-20,8.908498559009062e-15,6.305418161496114e-22,3.60188704324851e-20,3.889527348579023e-16,1.0620793250578254e-21,1.0847807629724894e-20,6.05750551936164e-11,2.9987633972756414e-19,4.429457588676481e-17,2.9647377441012573e-18,1.5342803630527108e-19,4.240053064682896e-19,1.3290955141386777e-24,1.285232319141819e-15,8.770108704081506e-11,1.490240744434131e-23,3.2517142477205435e-21,1.3183405169829452e-18,6.736592086859898e-15,1.0131758682744813e-21,5.261430964062564e-21,1.0505632013345202e-23,1.7635746023096427e-20,5.922793011444703e-22,8.043221299569246e-23,6.913780469395064e-22
2.6961337937573323e-09,0.12591455928695414,3.76,0.0,0.718745136074981,0.9999995665380168,3.5590779117970937e-10,3.1058382206326524e-06,3.1986766357727537e-09,0.00031848546650867254,0.00031849233943592725,2.3681187821972867e-12,3.369408042736342e-08,1.7970585946205826e-09,2.853687757241181e-10,1.50792970381556e-10,4.259819280786657e-07,3.499258037345001e-11,9.006706863727469e-08,2.2475600158971612e-07,2.511088547767627e-07,1.2765802124500218e-07,4.22243432051632e-11,1.2565530137091107e-10,4.139315092265362e-11,1.686402487762302e-09,2.8478652768149724e-15,1.8414612763981741e-16,9.038008459167642e-11,3.903697168364161e-14,1.739208867742694e-21,1.7116727711038146e-11,1.361546108670407e-14,2.2275273150479845e-16,3.870989412734289e-20,1.1860072439927888e-19,4.217353430500079e-07,6.01856374769303e-10,4.176247052998378e-07,8.635051919967238e-13,1.0063738426934554e-19,3.3009790682489427e-14,2.311604666415877e-08,3.3112290543409573e-15,6.811184319816203e-20,6.2510987763578796e-12,2.23312474804902e-14,1.348690522370673e-14,7.86493769341928e-17,2.5151811013405817e-22,3.283640466380511e-20,3.762966409826882e-09,2.2624420358034845e-16,7.083286600455795e-17,3.2638575564108698e-18,1.836518652802888e-24,5.883864468471517e-24,3.837494920234038e-27,9.898937018441009e-09,1.439585271227364e-14,1.0979197036689458e-19,1.0993933699876257e-17,1.2419519064257925e-19,7.966594746817791e-11,1.1680453020198981e-08,4.47720606035699e-15,3.100526869969063e-06,5.848615828158217e-12,6.4332683582873215e-09,1.628856753311975e-14,2.1693185262976083e-14,3.1275183116075615e-10,5.1371324290264625e-09,3.06789570148552e-20,9.680051462037648e-15,6.958648009806822e-22,4.279989393387479e-20,4.248133393323185e-16,1.2708882161172756e-21,1.2607375301622714e-20,6.48743937456114e-11,3.6107961746683425e-19,4.808074301543908e-17,3.575679257062934e-18,1.8539377780251577e-19,4.882256332477963e-19,1.5523710562226391e-24,1.3631612502707422e-15,8.770588333644814e-11,1.800357755387689e-23,3.884088484920357e-21,1.5332777957474699e-18,6.776886086673012e-15,1.1746209834269142e-21,6.19670624775028e-21,1.1923820643336599e-23,2.0707407271823825e-20,6.852779894035914e-22,9.118279908179008e-23,8.2265287620115e-22
2.802258166549135e-09,0.125914850901481,3.76,0.0,0.7187324418670917,0.9999995489686339,4.0699076982442737e-10,3.228275836661537e-06,3.5267809383887028e-09,0.00033101865129616395,0.0003310259570223397,2.4633361019788406e-12,3.7143914116567705e-08,1.9339560883060027e-09,3.190232680619183e-10,1.6572651606894094e-10,4.428346557378699e-07,3.780384449498768e-11,9.21378601312917e-08,2.3835129525246137e-07,2.6751029592375126e-07,1.3016498339234094e-07,4.564719421795838e-11,1.3684893632103772e-10,4.6344692764349866e-11,1.844270488818013e-09,3.187682959995772e-15,2.1259696497604468e-16,9.322945105610231e-11,4.332494137065916e-14,2.0244843226337124e-21,1.824097708267715e-11,1.526175340703404e-14,2.5921309694974147e-16,4.706328228635624e-20,1.405417840596916e-19,4.3828147864327477e-07,6.500980998153566e-10,4.3384480785387686e-07,9.664507424691938e-13,1.1201268818176912e-19,3.418228546875451e-14,2.405133879185042e-08,3.704642064323292e-15,8.174243084777256e-20,6.637048289999538e-12,2.4477462301147496e-14,1.5357878981377143e-14,8.952958296966255e-17,2.932750974843713e-22,3.935881493948104e-20,4.13194775950076e-09,2.5408457739365385e-16,7.937997254124716e-17,3.797490048334144e-18,2.2135558246615464e-24,6.920430280423675e-24,4.839356909415226e-27,1.0226143345722151e-08,1.598192575219822e-14,1.3283239958876393e-19,1.2379522449136295e-17,1.4596669359701746e-19,8.570704239002114e-11,1.1876684022408284e-08,5.069673439577709e-15,3.2225400098548466e-06,6.3868596084757464e-12,6.710602005259981e-09,1.7750541551812826e-14,2.2826238396575953e-14,3.270708972717468e-10,5.200693081930664e-09,3.622875264504453e-20,1.0488741135621543e-14,7.644000240242515e-22,5.0477587150959375e-20,4.622741117515997e-16,1.5094367609450342e-21,1.456499366225772e-20,6.926897689168161e-11,4.315761980727895e-19,5.2022154988525604e-17,4.2796274347036506e-18,2.225001424294662e-19,5.588151305546102e-19,1.800606102818281e-24,1.440115147127142e-15,8.771081017568294e-11,2.1583999801463507e-23,4.602567124575697e-21,1.772421767348533e-18,6.8134720468045874e-15,1.3537448839422628e-21,7.25345643941514e-21,1.346824484887615e-23,2.41649472440876e-20,7.881741753269705e-22,1.0286527458442738e-22,9.721868055021788e-22
2.9083825393409376e-09,0.12591514251915362,3.76,0.0,0.7187197476559091,0.9999995313587492,4.630745277648473e-10,3.3507274295171486e-06,3.873553230214434e-09,0.0003435516127315757,0.0003435593583012691,2.5585517255623746e-12,4.079122267970604e-08,2.0753323389260708e-09,3.551161816112109e-10,1.8141405338993305e-10,4.596938664390427e-07,4.0723892982451603e-11,9.418195516092531e-08,2.5211174974896304e-07,2.842517201054798e-07,1.3258538841721402e-07,4.9207781136775305e-11,1.4850767765625417e-10,5.1666120737043843e-11,2.008714287334667e-09,3.5568720454039135e-15,2.4446444904299696e-16,9.601263438637668e-11,4.788923795869027e-14,2.3462132086314624e-21,1.9390499993090794e-11,1.70356380223512e-14,2.9998441217000616e-16,5.678151027285377e-20,1.6546097343392135e-19,4.5482352716554394e-07,7.001938522532986e-10,4.500485607806355e-07,1.0772501038247605e-12,1.241425242159364e-19,3.534038518964849e-14,2.4988550245383382e-08,4.127407985466519e-15,9.744469253503288e-20,7.0279588165905055e-12,2.672348591434148e-14,1.7398377661370733e-14,1.0139318252793676e-16,3.396987217716661e-22,4.679695382431518e-20,4.5172280382850975e-09,2.8412405164317205e-16,8.857672016389001e-17,4.3946937477400034e-18,2.650373605759035e-24,8.090129771475645e-24,6.0537154345290024e-27,1.0549261610441411e-08,1.766867562264611e-14,1.595652252487687e-19,1.3869534763879975e-17,1.7044311148348239e-19,9.19432201556175e-11,1.2062079548665085e-08,5.713954099728265e-15,3.3445509560562905e-06,6.954973331498495e-12,6.981593690985036e-09,1.9254055105685057e-14,2.3942896207568485e-14,3.4108210525519933e-10,5.259626604131789e-09,4.2525445677928893e-20,1.1335027415440672e-14,8.361088442181688e-22,5.91216610137257e-20,5.013349937777511e-16,1.7804376867045632e-21,1.6733881899892882e-20,7.375477002948964e-11,5.123267142970877e-19,5.611880242729633e-17,5.086023052823064e-18,2.6534922210011565e-19,6.360822875709072e-19,2.0752209532627448e-24,1.5159396935061765e-15,8.771587399640433e-11,2.569361315397235e-23,5.4139267400867125e-21,2.0373495950078556e-18,6.846951659592066e-15,1.5516672970807071e-21,8.442192795789593e-21,1.514493190564654e-23,2.803972852082304e-20,9.01551344953915e-22,1.1552075907745309e-22,1.1416462310959062e-21
3.0145069121327403e-09,0.12591543413978754,3.76,0.0,0.7187070534390103,0.9999995137085389,5.244298264503723e-10,3.473192982296922e-06,4.239167386401941e-09,0.00035608435075310007,0.0003560925429291808,2.653765652106409e-12,4.4638223442393556e-08,2.221133911694805e-09,3.937175919751923e-10,1.9785718564188908e-10,4.7655957713289373e-07,4.3752745711342083e-11,9.620299064399291e-08,2.660265788995092e-07,3.0132552148253346e-07,1.349256233775317e-07,5.290668242013215e-11,1.6062558213339281e-10,5.736936137029253e-11,2.1795883004080157e-09,3.9569707406082685e-15,2.800447633559389e-16,9.87355595991995e-11,5.2736032037715105e-14,2.7077957398897916e-21,2.056497896150657e-11,1.8941773463862767e-14,3.4539268108717747e-16,6.801752162218239e-20,1.9362323301022744e-19,4.713614895997375e-07,7.521430242420403e-10,4.6623597681166507e-07,1.1961905070192548e-12,1.3704420413285088e-19,3.648432609859729e-14,2.59276804816281e-08,4.5805241821336516e-15,1.1544316149208804e-19,7.423475877522122e-12,2.9068663909896715e-14,1.9615850970200017e-14,1.1428291367177944e-16,3.9105825199175875e-22,5.522642118607112e-20,4.918444356176113e-09,3.16446735069108e-16,9.844526288331698e-17,5.060394253101032e-18,3.1538346366033356e-24,9.404064486882508e-24,7.515997911336618e-27,1.0868353425926964e-08,1.9457862116904582e-14,1.9041216373333412e-19,1.5466603458112313e-17,1.9782939983000992e-19,9.837203784323113e-11,1.223725390926939e-08,6.412418136558287e-15,3.466559707397916e-06,7.553738932518223e-12,7.246033048893872e-09,2.0795490043818312e-14,2.504162526403436e-14,3.5477226324158753e-10,5.314275403492232e-09,4.96381411395827e-20,1.2219313963340257e-14,9.109505502736876e-22,6.880323448756719e-20,5.41995919929925e-16,2.0867154071896894e-21,1.9127591538080576e-20,7.832789830495266e-11,6.043479920957217e-19,6.03706759485768e-17,6.004799860683604e-18,3.1458912998199333e-19,7.20333726600063e-19,2.3776323685669537e-24,1.5905021322054537e-15,8.772107519158727e-11,3.0385130890907736e-23,6.325044664242736e-21,2.3296680806675917e-18,6.8778358383630826e-15,1.76953122412572e-21,9.773931189530764e-21,1.6959986542274912e-23,3.236440566528554e-20,1.026000950018421e-21,1.2919067277197349e-22,1.3327721426970418e-21
3.120631284924543e-09,0.12591572576321383,3.76,0.0,0.7186943592140972,0.9999994960181992,5.913297409832241e-10,3.5956724781113167e-06,4.623777478782369e-09,0.0003686168652999951,0.0003686255105879545,2.7489778810779267e-12,4.868698865240584e-08,2.3713080083699734e-09,4.3489616077534635e-10,2.1505754593614501e-10,4.934318058240737e-07,4.68904226827839e-11,9.82042231289391e-08,2.800858301181026e-07,3.1872479654853554e-07,1.3719162944654037e-07,5.674448381842559e-11,1.731964996063538e-10,6.346620949014422e-11,2.356743199720593e-09,4.389540735852421e-15,3.196492636249062e-16,1.0140385418519772e-10,5.787142643636782e-14,3.1128241245941028e-21,2.1764139456922627e-11,2.0984804415223064e-14,3.957753773402505e-16,8.093347034687918e-20,2.253050334807949e-19,4.878953669287732e-07,8.059450081165568e-10,4.82407068278368e-07,1.3235591338685258e-12,1.5073483124400545e-19,3.761434085235407e-14,2.6868728957421202e-08,5.064985984498825e-15,1.359779412937379e-19,7.823268480889633e-12,3.1512315622901764e-14,2.2017707998350558e-14,1.2824114681514913e-16,4.476221212324204e-22,6.472422716108834e-20,5.335220303225796e-09,3.511367777355131e-16,1.0900759659675044e-16,5.799704543612508e-18,3.731305297079721e-24,1.0873780460102569e-23,9.266038463266953e-27,1.1183479395940074e-08,2.1351169044067313e-14,2.2582485601387106e-19,1.7173278717615804e-17,2.28336234542049e-19,1.049910893684614e-10,1.2402785522490288e-08,7.167450831237597e-15,3.588566262701499e-06,8.183942668412587e-12,7.503757259944898e-09,2.2371265440352857e-14,2.6121115670774203e-14,3.681308471777072e-10,5.364956578312948e-09,5.763973993356257e-20,1.3141946810490242e-14,9.88882828062379e-22,7.959471175400253e-20,5.842568201549365e-16,2.4312043739288094e-21,2.1760005154157313e-20,8.298464028651476e-11,7.08714124230962e-19,6.477776616448213e-17,7.046384014553562e-18,3.7091571276270107e-19,8.118740805985972e-19,2.7092523434144272e-24,1.6636893359904513e-15,8.772641147708187e-11,3.5714051115314446e-23,7.342880233198896e-21,2.651012484471035e-18,6.906558351970773e-15,2.0085026375116486e-21,1.1260200216196071e-20,1.8919591115397898e-23,3.717293446366463e-20,1.162122182199162e-21,1.439167385216311e-22,1.5473796589186448e-21
3.2267556577163456e-09,0.12591601738927818,3.76,0.0,0.7186816649789861,0.9999994782879448,6.640493936874403e-10,3.7181659000834596e-06,5.027518779723948e-09,0.00038114915631255096,0.0003811582609830022,2.8441884122303493e-12,5.29394567376421e-08,2.5258024596680788e-09,4.787191558937593e-10,2.330168792287594e-10,5.103105714714686e-07,5.0136944030415994e-11,1.0018856706762623e-07,2.942803183091509e-07,3.3644328445094543e-07,1.3938893230172536e-07,6.07217778244191e-11,1.8621412012590934e-10,6.996832998467142e-11,2.5400269082029378e-09,4.856166656464232e-15,3.6360465070179485e-16,1.0402282647697938e-10,6.330146607498611e-14,3.5650851537550035e-21,2.298774540967626e-11,2.3169362199909112e-14,4.514813933851388e-16,9.570073704827682e-20,2.607943337172213e-19,5.044251601355356e-07,8.615991963879239e-10,4.985618471757395e-07,1.4596431224393324e-12,1.652313298744502e-19,3.873065851572191e-14,2.7811695129590962e-08,5.581786935734041e-15,1.5930524144298098e-19,8.227027563592109e-12,3.405374348017953e-14,2.4611315863009872e-14,1.4330986353336204e-16,5.096576193462701e-22,7.536859751808089e-20,5.767168856943375e-09,3.8827836922527816e-16,1.2028556105736962e-16,6.617925039877125e-18,4.390672593729267e-24,1.2511266409926712e-23,1.1348449775983403e-26,1.1494699138976165e-08,2.335020868009808e-14,2.662857319279811e-19,1.8992036033900484e-17,2.621798332944149e-19,1.1179800488210835e-10,1.2559219080030269e-08,7.98145199432206e-15,3.7105706207863484e-06,8.846374701078622e-12,7.754646061484681e-09,2.3977855635295707e-14,2.7180260314414083e-14,3.8114972563053283e-10,5.411963790238186e-09,6.660702584535347e-20,1.4103213590632547e-14,1.0698621674201102e-21,9.156966724665517e-20,6.281176215099268e-16,2.816947410417434e-21,2.4645335523896826e-20,8.772142188867112e-11,8.265575620219268e-19,6.934006368263855e-17,8.221693029010479e-18,4.350742523285574e-19,9.110059035469803e-19,3.071487101964806e-24,1.7354059982649541e-15,8.773188075427553e-11,4.173866416399862e-23,8.474456786604918e-21,3.003045405352083e-18,6.9334874171419035e-15,2.2697702076893625e-21,1.2913049281770734e-20,2.1030005775906116e-23,4.250058126633449e-20,1.310521775586222e-21,1.5974098366281332e-22,1.787357515360893e-21
3.3328800305081483e-09,0.1259163090178397,3.76,0.0,0.7186689707316001,0.9999994605180047,7.428657006715982e-10,3.840673231348842e-06,5.450508723255534e-09,0.0003936812237320594,0.00039369079384152857,2.939397245185645e-12,5.739744264727389e-08,2.684565717771105e-09,5.25252471449676e-10,2.517371146587434e-10,5.271958938985272e-07,5.3492330026632445e-11,1.0215862918031165e-07,3.086015653731235e-07,3.544753125497917e-07,1.4152267045800324e-07,6.483916318382853e-11,1.9967201597145373e-10,7.688725953500546e-11,2.7292854818171797e-09,5.358455561918966e-15,4.1225313641420783e-16,1.0659745534749796e-10,6.90321467507811e-14,4.068562662453477e-21,2.423559518397303e-11,2.5500065269623506e-14,5.128709907998012e-16,1.1249993143991762e-19,3.003905371546424e-19,5.209508702028528e-07,9.191049817433487e-10,5.14700325219553e-07,1.604729571851867e-12,1.8055047164821674e-19,3.983350463534582e-14,2.875657845498038e-08,6.1319190107718505e-15,1.8569790972056583e-19,8.634464539265395e-12,3.6692241005329916e-14,2.740399891177565e-14,1.5953063902410785e-16,5.774306346131968e-22,8.723879068145861e-20,6.21389497889349e-09,4.2795573686097123e-16,1.3230084181723593e-16,7.520543667275216e-18,5.140360920970825e-24,1.432895192566635e-23,1.3813012165129426e-26,1.180207131143292e-08,2.5456525929598585e-14,3.123088554687887e-19,2.0925283652515904e-17,2.9958178103216487e-19,1.187904501826708e-10,1.2707067574780255e-08,8.856835349524443e-15,3.8325727804695505e-06,9.541828730765778e-12,7.998617201273742e-09,2.5611805520319868e-14,2.821813579016882e-14,3.9382290897919753e-10,5.455568995206543e-09,7.662075242542655e-20,1.5103343402999013e-14,1.1538442203332609e-21,1.0480273853266854e-19,6.735782491082223e-16,3.2470940348092577e-21,2.7798125159514885e-20,9.253481054148759e-11,9.590702275892146e-19,7.405755910662082e-17,9.542134275067559e-18,5.078611558909213e-19,1.0180296115461605e-18,3.4657363005961294e-24,1.8055729460696103e-15,8.773748168252616e-11,4.852005702742895e-23,9.726844474570353e-21,3.3874557202235545e-18,6.95893552022157e-15,2.554545056883178e-21,1.4745056664975163e-20,2.32975686294652e-23,4.838393242064196e-20,1.4718138351211699e-21,1.7670574172650568e-22,2.054667509207946e-21
