Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64)
7.741217544261882e-07,0.6895884650325954,3.76,0.0,0.3908462998159389,0.9970160915035756,0.0033924146517828263,0.00035521375211652894,0.000791686154761612,0.08523932916573222,0.08676387650667583,1.0136318044778623e-08,0.019968093606209367,4.643805227753424e-05,0.00014078976309023593,0.0005569364316293614,0.0003918410640891648,3.5777234183251096e-06,5.021189902513492e-05,0.003626002134341785,0.024113762910015074,3.969624494105487e-05,0.00014453892605247084,8.699060962697109e-05,0.0009242299425630449,0.00014908647538381122,3.217584579283279e-05,3.350118672868309e-05,3.0957609423943406e-09,8.580803046113786e-06,4.084089320643748e-11,5.0456696594381345e-06,2.7370004695203828e-05,3.422306079429089e-06,1.2038601120654035e-09,2.381950601937625e-10,0.0005116313685426102,8.500007557427457e-06,0.0002581767912361855,2.4286694979857197e-07,1.7880282391102664e-10,1.7737765769808067e-10,7.741937016844976e-05,2.6479145275482775e-09,8.401683982742415e-07,1.6769818218495807e-08,1.5016993715121475e-11,9.44094917101367e-09,1.2541463289895942e-12
7.784807696374471e-07,0.6897139127724286,3.76,0.0,0.3898986881132294,0.9969531870963046,0.0034724550451790868,0.0003579758165087218,0.0008084418108650527,0.0856283080196879,0.08718842279612883,1.0186387700196742e-08,0.020397601883304604,4.671781835333811e-05,0.00014241087725987256,0.0005661354400968783,0.00039679965909913056,3.6523233665146157e-06,5.109996361854283e-05,0.003697197320672721,0.024627000466447158,4.040972824308157e-05,0.00014808406966652937,8.919051325679692e-05,0.0009488723310086465,0.00015246235356507247,3.357585691898281e-05,3.503967423264292e-05,3.1498122681245593e-09,8.994927669967736e-06,4.270720450191252e-11,5.273636446174594e-06,2.8559823697242787e-05,3.574728701181125e-06,1.2607888407909885e-09,2.4874975126641917e-10,0.0005143675303432616,8.717102682401244e-06,0.00025941604042877036,2.5199815922334557e-07,1.8750755440198057e-10,1.8185939082358098e-10,7.816360841549922e-05,2.8034154976356118e-09,8.787512851809604e-07,1.692835395606469e-08,1.5687146021341974e-11,1.0145108367417285e-08,1.3716626072898918e-12
7.82839784848706e-07,0.6898404730453908,3.76,0.0,0.3889430313585665,0.9968890811237194,0.003554092113188509,0.00036074274449653885,0.0008255128818792311,0.08601554694019833,0.08761201023036908,1.0236424894912192e-08,0.020834579803230058,4.699891189178529e-05,0.0001440556690318251,0.0005754780577854362,0.00040180471406881825,3.7283409998985136e-06,5.200014534167652e-05,0.003769583295088253,0.0251490013897178,4.113344956280563e-05,0.00015170255536426993,9.143854865347605e-05,0.0009740960273505595,0.00015591157753728726,3.5031733199030505e-05,3.664293484268665e-05,3.204577334047585e-09,9.42779459364423e-06,4.465150042538793e-11,5.510974095359029e-06,2.979699777739703e-05,3.7333524558776957e-06,1.3202320017892369e-09,2.597304793346165e-10,0.0005171277069011271,8.941622819573443e-06,0.0002606794752940512,2.6147957840402036e-07,1.9661045926098618e-10,1.8643819027482557e-10,7.891019911096701e-05,2.967903431782932e-09,9.189443905706724e-07,1.7089960170953288e-08,1.6385924412738227e-11,1.0901979560157164e-08,1.5002324089079366e-12
7.871988000599649e-07,0.6899681614410265,3.76,0.0,0.38797922129245227,0.9968237516114682,0.003637353048083325,0.00036351463760122047,0.0008429047830457694,0.08640102281010663,0.08803463165242477,1.0286433290777142e-08,0.021279123604974772,4.728140561707493e-05,0.00014572470837399823,0.000584967669504897,0.00040685658176681184,3.805804423640682e-06,5.2912527586677604e-05,0.0038431761461828976,0.025679872419059262,4.186750083608924e-05,0.00015539557047404242,9.373554634048722e-05,0.0009999128564959804,0.00015943579018062873,3.6545508042281736e-05,3.8313463279245455e-05,3.2600602057756075e-09,9.88020103622213e-06,4.6676749091789064e-11,5.758027184838991e-06,3.108324178964701e-05,3.898406680130029e-06,1.3822940322650866e-09,2.711528030063441e-10,0.0005199132537071582,9.173853094960088e-06,0.0002619679447101786,2.7132523306678145e-07,2.0612869803046126e-10,1.9111581177516447e-10,7.965914954461972e-05,3.1418954854724654e-09,9.608075139876072e-07,1.7254731333573134e-08,1.7114571219599846e-11,1.1715506276202742e-08,1.6408933349999201e-12
7.915578152712238e-07,0.6900969936339926,3.76,0.0,0.38700714925428015,0.9967571761956608,0.003722265426878441,0.0003662916023360649,0.0008606230092204767,0.08678471215493945,0.08845627982848317,1.0336416713524952e-08,0.021731329941007425,4.7565374916667925e-05,0.000147418577343171,0.0005946077680237411,0.00041195561455843483,3.884742357838216e-06,5.3837191498315496e-05,0.003917992065882747,0.026219720482037513,4.261197303688845e-05,0.00015916431186075458,9.608234399080079e-05,0.0010263348337776089,0.00016303667357260468,3.8119281106935715e-05,4.005384134033983e-05,3.3162647837548463e-09,1.0352976186923104e-05,4.878602019225119e-11,6.015151255187357e-06,3.242032594083445e-05,4.0701282948456825e-06,1.4470834761797364e-09,2.8303278434323147e-10,0.0005227255778760245,9.41408893163729e-06,0.0002632823195414984,2.815497375074228e-07,2.1608012911422548e-10,1.958940333353751e-10,8.041046885784206e-05,3.3259386818939133e-09,1.0044023514748471e-06,1.7422764924824583e-08,1.7874389792067716e-11,1.2589924416992167e-08,1.7947795632458539e-12
7.959168304824827e-07,0.6902269853801503,3.76,0.0,0.3860267062169114,0.9966893321167227,0.0038088572144785895,0.00036907375029773023,0.0008786731354554641,0.08716659114027027,0.08887694744869983,1.038637915760093e-08,0.022191295848427543,4.785089791699058e-05,0.00014913787027005953,0.0006044019573645906,0.00041710216420101485,3.965184149412301e-06,5.477421584689394e-05,0.003994047345541412,0.02676865265062732,4.3366956095279416e-05,0.00016300998561690353,9.847978622407719e-05,0.0010533741665104495,0.00016671594996055413,3.975522012092647e-05,4.186674057142058e-05,3.373194795054727e-09,1.0846982415143948e-05,5.098248799614964e-11,6.282713083816588e-06,3.3810077284547675e-05,4.248762018193651e-06,1.5147131375589726e-09,2.9538700238704165e-10,0.0005255661399063548,9.662636381746656e-06,0.0002646234933044392,2.9216832074666843e-07,2.2648333666817948e-10,2.0077465516429702e-10,8.116416812964679e-05,3.5206116505929276e-09,1.0497925426197225e-06,1.7594161539016e-08,1.8666748244188927e-11,1.3529783510652675e-08,1.9631306978629627e-12
8.002758456937416e-07,0.6903581525124661,3.76,0.0,0.3850377828227793,0.9966201962131919,0.003897156766755424,0.0003718611982595739,0.0008970608175551217,0.08754663556916976,0.08929662712808815,1.0436324791046656e-08,0.022659118718812852,4.813805556027268e-05,0.00015088319394276637,0.0006143539561914234,0.0004222965816318533,4.047159784070233e-06,5.572367689779877e-05,0.0040713583718133385,0.027326776095484055,4.4132538812919856e-05,0.0001669338067333872,0.00010092872439151024,0.0010810432555034566,0.0001704753827570731,4.145556273620051e-05,4.37549250000054e-05,3.430853784959584e-09,1.1363116523365266e-05,5.326943441968378e-11,6.561090962291495e-06,3.525438124097955e-05,4.434560582747329e-06,1.585300239189701e-09,3.082325669164043e-10,0.0005284364554917468,9.91981246749772e-06,0.0002659923828513765,3.0319685395643465e-07,2.37357658456417e-10,2.057594995586928e-10,8.192026046602321e-05,3.7265264685342435e-09,1.0970437183218262e-06,1.7769024990170735e-08,1.949308347851541e-11,1.4539969460221642e-08,2.1473014117822447e-12
8.046348609050005e-07,0.6904905109367121,3.76,0.0,0.3840402694215574,0.9965497449154589,0.003987192833549424,0.00037465406826702244,0.0009157917926040194,0.0879248208797493,0.08971531140749285,1.0486257960434826e-08,0.0231348962667335,4.842693168247559e-05,0.0001526551677882772,0.0006244676012904763,0.0004275392167487666,4.130699898328934e-06,5.668564827766562e-05,0.004149941622297616,0.027894198038373227,4.490880877590781e-05,0.00017093699874943722,0.0001034300163480353,0.001109354696523059,0.00017431677755874847,4.3222618416096964e-05,4.5721253935781336e-05,3.4892451083626572e-09,1.1902311044310345e-05,5.56502521613002e-11,6.8506749766594086e-06,3.675518314239293e-05,4.627784956788255e-06,1.6589665868768194e-09,3.215871324302187e-10,0.0005313380973835729,1.0185945531323703e-05,0.0002673899290729077,3.146518792260711e-07,2.487232147036408e-10,2.1085041077135618e-10,8.267876109273783e-05,3.944330609733033e-09,1.1462235492861024e-06,1.7947462421823553e-08,2.0354905514250174e-11,1.56257288883405e-08,2.3487719496060498e-12
8.089938761162594e-07,0.6906240766269683,3.76,0.0,0.38303405610942387,0.9964779542394556,0.004078994561591308,0.00037745248773496506,0.000934871879464692,0.0883011221428025,0.09013299275464978,1.053618319585368e-08,0.02361872649690424,4.871761309226093e-05,0.0001544544240516475,0.0006347468511468553,0.00043283041818306114,4.215835791589709e-06,5.766020083714999e-05,0.0042298136609453885,0.028471025702718727,4.569585226500133e-05,0.0001750207933810093,0.00010598452621162692,0.0011383212817055346,0.00017824198318857067,4.505877035542318e-05,4.776868483679218e-05,3.54837192096238e-09,1.2465535583763276e-05,5.8128447904158744e-11,7.15186729060001e-06,3.8314489803764685e-05,4.828704569746261e-06,1.735838739437002e-09,3.354689123535769e-10,0.0005342726973066107,1.0461375595344604e-05,0.0002688170976189794,3.2655063974169753e-07,2.6060093797549986e-10,2.1604925485645287e-10,8.343968745170336e-05,4.174709009990284e-09,1.1974017952438754e-06,1.8129584420410524e-08,2.1253802143832606e-11,1.6792695185196805e-08,2.569159565647425e-12
8.133528913275183e-07,0.6907588656209146,3.76,0.0,0.3820190327699577,0.9964047997802917,0.004172591497337454,0.0003802565895471611,0.0009543069792431928,0.08867551405955099,0.09054966356533671,1.058610521593113e-08,0.024110707669945584,4.9010189650944756e-05,0.0001562816079725022,0.0006451957896188803,0.0004381705330648098,4.3025994382531095e-06,5.86474025102851e-05,0.004310991133223732,0.029057366262231286,4.6493754163163936e-05,0.00017918643012695444,0.00010859312410941808,0.0011679560009150828,0.0001822528927623911,4.696647743273916e-05,4.990027624227391e-05,3.608237170261277e-09,1.3053798210490657e-05,6.07076455857594e-11,7.46508243117953e-06,3.993437111811191e-05,5.0375975417437366e-06,1.8160481846104286e-09,3.498966934614458e-10,0.0005372419479285252,1.074645473028867e-05,0.00027027487963931433,3.389111114560668e-07,2.73012604119209e-10,2.2135791949104935e-10,8.4203059301037e-05,4.418386253675157e-09,1.2506503549051638e-06,1.8315505132358183e-08,2.2191443944890255e-11,1.8046916373148525e-08,2.810230977477024e-12
8.177119065387772e-07,0.6908948940149143,3.76,0.0,0.3809950891167018,0.996330256705843,0.00426801358971363,0.0003830665121576482,0.0009741030757201943,0.08904797095949994,0.09096531616461691,1.0636028932892181e-08,0.024610938266725366,4.930475435337696e-05,0.00015813737795845165,0.0006558186297121948,0.0004435599067802953,4.391023499862067e-06,5.964731817041786e-05,0.00439349076102896,0.029653326787578666,4.730259786040261e-05,0.00018343515585228932,0.00011125668591037919,0.0011982720430443643,0.0001863514447797782,4.8948276194282004e-05,5.211919077263988e-05,3.66884358636806e-09,1.3668146894746975e-05,6.339158973475471e-11,7.790747576975823e-06,4.161696167593239e-05,5.254750917203464e-06,1.8997315210760083e-09,3.6488985051470287e-10,0.0005402476048842111,1.104154743401982e-05,0.0002717642925435845,3.517520363309656e-07,2.859808642975476e-10,2.267783137717549e-10,8.496889881893229e-05,4.676128889930884e-09,1.3060433166461462e-06,1.850534238498004e-08,2.3169589676677715e-11,1.9394884908496244e-08,3.073915922001831e-12
8.220709217500361e-07,0.6910321779588796,3.76,0.0,0.37996211473742425,0.9962542997502914,0.0043652911927611,0.000385882399694136,0.0009942662357453364,0.08941846679840974,0.09137994280818043,1.0685959457648362e-08,0.025119516951252252,4.960140340967923e-05,0.00016002240575500718,0.0006666197174556818,0.00044899888272149273,4.481141337260611e-06,6.06600094827169e-05,0.004477329337342012,0.030259014191059877,4.812246515586652e-05,0.00018776822434787404,0.00011397609294430447,0.0012292827972541789,0.00019053962423962046,5.1006782868872294e-05,5.4428698197052184e-05,3.73019367260383e-09,1.4309670996879577e-05,6.618414887487374e-11,8.12930284832175e-06,4.3364462408116524e-05,5.4804609024706896e-06,1.987030646760152e-09,3.8046836110244633e-10,0.000543291488856009,1.1347031019815016e-05,0.000273286380781788,3.650929572390023e-07,2.9952927815007616e-10,2.3231236798537043e-10,8.573723071147146e-05,4.948747886142852e-09,1.3636570099362496e-06,1.8699217811290126e-08,2.4190092092485123e-11,2.0843569548289575e-08,3.3623219082051567e-12
8.26429936961295e-07,0.6911707336509167,3.76,0.0,0.37891999914011354,0.9961769032076252,0.004464455068179053,0.0003887044020633669,0.0010148026095924037,0.08978697515638984,0.09179353568378568,1.0735902104909426e-08,0.025636542532093288,4.990023632776915e-05,0.0001619373766115587,0.0006776035358812259,0.00045448780202745975,4.572987022754634e-06,6.168553475325066e-05,0.00456252372061867,0.030874535169245848,4.8953436157175837e-05,0.00019218689586579876,0.00011675223170686199,0.0012610018541488416,0.00019481946378080837,5.314469541305232e-05,5.683217856894324e-05,3.79228969591363e-09,1.4979502807584986e-05,6.908931899577713e-11,8.481201599394417e-06,4.5179142251608376e-05,5.715033107390676e-06,2.0780929536337258e-09,3.9665282068378034e-10,0.0005463754877107827,1.1663296014530918e-05,0.0002748422166452831,3.7895425461677214e-07,3.136823481161454e-10,2.3796203335240334e-10,8.650808232451157e-05,5.237101226999857e-09,1.4235700575099883e-06,1.8897256978845848e-08,2.5254904202042048e-11,2.240044941788227e-08,3.6777502683243785e-12
8.30788952172554e-07,0.6913105773317486,3.76,0.0,0.37786863180074015,0.9960980409250947,0.00456553638775695,0.00039153267505842137,0.0010357184312728346,0.09015346923612119,0.09220608691280563,1.0785862398306967e-08,0.026162113922287594,5.020135599659139e-05,0.00016388298944295456,0.0006887747091093655,0.0004600270033175121,4.66659535226028e-06,6.27239487746394e-05,0.004649090828907182,0.03149999614354988,4.979558917695336e-05,0.00019669243662977416,0.00011958599355047455,0.001293443006883741,0.0001991930448483207,5.536479558560645e-05,5.9333125429775544e-05,3.855133677084912e-09,1.5678819141404414e-05,7.211122709054977e-11,8.846910711857145e-06,4.706333983701018e-05,5.958782790773209e-06,2.1730715291963533e-09,4.134644578215263e-10,0.000549501558694841,1.1990746566794488e-05,0.0002764329010889419,3.9335718496681434e-07,3.2846555495499037e-10,2.4372928174227666e-10,8.728148375977892e-05,5.542096668004229e-09,1.4858634282893974e-06,1.9099589522733612e-08,2.6366086020678595e-11,2.4073550423203233e-08,4.0227136174691615e-12
8.351479673838129e-07,0.6914517252789033,3.76,0.0,0.37680790221281757,0.9960176862966319,0.004668566735690312,0.000394367380467945,0.0010570200188049432,0.09051792186121399,0.09261758855188183,1.0835846075527503e-08,0.026696330097729284,5.0504868769969975e-05,0.00016585995698620266,0.0007001380065428733,0.00046561682241605927,4.762001857424595e-06,6.37753026682892e-05,0.004737047633685785,0.032135503198691566,5.0649000626532594e-05,0.0002012861183198156,0.00012247827436081,0.0013266202522014359,0.0002036624988850199,5.7669951050511706e-05,6.193514908124337e-05,3.918727380774865e-09,1.640884298508205e-05,7.525413475941783e-11,9.22691088973945e-06,4.901946519723648e-05,6.212035109665011e-06,2.272125364851791e-09,4.3092514959953047e-10,0.000552671730687667,1.2329800865346728e-05,0.00027805956457488363,4.083239213115294e-07,3.4390539449892254e-10,2.4961610535903126e-10,8.805746799531267e-05,5.864694652845918e-09,1.550620491063695e-06,1.930634928281298e-08,2.752581184494777e-11,2.5871484160406566e-08,4.399954840527705e-12
8.395069825950718e-07,0.6915941938006722,3.76,0.0,0.37573769993879347,0.995935812256236,0.004773578110773144,0.00039720868618726605,0.0010787137744361379,0.09088030547470764,0.0930280325946907,1.0885859093445729e-08,0.027239290053992657,5.081088455098877e-05,0.0001678690059517889,0.000711698347170298,0.00047125759206898324,4.859242817702149e-06,6.483964372322126e-05,0.004826411153412612,0.03278116201901899,5.15137449068184e-05,0.00020596921753050418,0.00012542997421867262,0.001360547791392571,0.0002082300085494509,6.0063117507255754e-05,6.464197992603216e-05,3.983072305348964e-09,1.7170845202445894e-05,7.852244187914813e-11,9.621696955217963e-06,5.105000149623259e-05,6.475125372340113e-06,2.3754195713826866e-09,4.4905743721440355e-10,0.0005558881065153932,1.2680891567662573e-05,0.00027972336793825317,4.238775957083033e-07,3.600294156763408e-10,2.556245163962822e-10,8.883607101040131e-05,6.205911404651833e-09,1.617927068933641e-06,1.951767444533659e-08,2.8736378097576075e-11,2.7803489484721802e-08,4.812467734713554e-12
8.438659978063307e-07,0.6917379992298278,3.76,0.0,0.37465791466330495,0.9958523912713277,0.004880602928460016,0.00040005676633137393,0.0011008061848153156,0.09124059213771923,0.09343741097382509,1.0935907633244116e-08,0.027791092761573807,5.111951687679983e-05,0.0001699108771690855,0.0007234608039814918,0.00047694964165144476,4.9583552723702595e-06,6.591701523151536e-05,0.004917198446780348,0.03343707782265443,5.238989429627944e-05,0.000210743015202106,0.00012844199704710127,0.001395240031177778,0.00021289780895991672,6.254734084734602e-05,6.745747187715481e-05,4.04816967253342e-09,1.79661462975059e-05,8.192069033745275e-11,1.0031778144937924e-05,5.315750677667445e-05,6.748399294906544e-06,2.4831256017375236e-09,4.678845417316662e-10,0.0005591528653249505,1.3044466238963438e-05,0.00028142550327550804,4.4004234394152036e-07,3.7686625984196626e-10,2.6175654666016043e-10,8.961733191516127e-05,6.566822201757666e-09,1.6878714945289879e-06,1.9733707689064885e-08,3.000021178800692e-11,2.987947690996368e-08,5.263519446314562e-12
8.482250130175896e-07,0.6918831579170991,3.76,0.0,0.37356843624832625,0.995767395336077,0.004989674022790577,0.0004029118013497194,0.0011233038211124829,0.09159875352824864,0.09384571556279635,1.0985998105513744e-08,0.028351837119523077,5.143088300375165e-05,0.00017198632572529982,0.000735430608497137,0.00048269329686700425,5.059377032464539e-06,6.700745632039353e-05,0.005009426605667996,0.034103355293430254,5.3277518836053356e-05,0.00021560879602382541,0.00013151525024349567,0.0014307115845066227,0.00021766818896508608,6.512575933571168e-05,7.03856058357822e-05,4.114020416884699e-09,1.8796118237500283e-05,8.545356783157679e-11,1.0457678406490786e-05,5.534461572546595e-05,7.0322132614155365e-06,2.595421481347088e-09,4.874303799953678e-10,0.0005624682650197775,1.3420987801731465e-05,0.0002831671948556799,4.5684335251394364e-07,3.9444570145237943e-10,2.680142471589397e-10,9.040129308490958e-05,6.948564849327286e-09,1.7605446660083502e-06,1.995459633599613e-08,3.1319879638449135e-11,3.211007602029944e-08,5.756674851164989e-12
8.525840282288485e-07,0.6920296862244002,3.76,0.0,0.37246915479024145,0.9956807959647079,0.005100824648169064,0.00040577397814280016,0.0011462133390825603,0.09195476094014658,0.09425293817815987,1.1036137155327791e-08,0.028921621907443715,5.174510399272092e-05,0.00017409612109738805,0.0007476131554142628,0.0004884888794379539,5.162346692615264e-06,6.811100178097397e-05,0.005103112747782019,0.03478009851058238,5.4176686212149384e-05,0.00022056784780846847,0.00013465064429660852,0.0014669772712695725,0.00022254349244136683,6.780160581557446e-05,7.34304932373757e-05,4.180625175079685e-09,1.9662186337655066e-05,8.912591173009607e-11,1.0899936694638382e-05,5.761404145574352e-05,7.326934587346608e-06,2.712492046192256e-09,5.077195806792994e-10,0.0005658366447579634,1.3810934995826543e-05,0.0002849497000550746,4.743069080671305e-07,4.1279869012559493e-10,2.743996876580161e-10,9.11880002994898e-05,7.352343358868011e-09,1.8360401038518741e-06,2.018049250683369e-08,3.269809792925842e-11,3.450668608652922e-08,6.295823040120111e-12
8.569430434401074e-07,0.6921776005178064,3.76,0.0,0.37135996067886806,0.9955925641847835,0.005214088480991056,0.000408643490180484,0.0011695414790701892,0.09230858528225397,0.09465907058176881,1.1086331667271015e-08,0.029500545735832908,5.2062304794523805e-05,0.00017624104727633502,0.000760014007369731,0.0004943367067867568,5.2673036427640515e-06,6.922768189373333e-05,0.005198274008979139,0.03546741087616999,5.508746163473523e-05,0.00022562146083778909,0.00013784909238826026,0.0015040521189188393,0.00022752611961725564,7.057820993522995e-05,7.659637966581304e-05,4.247984275030577e-09,2.0565831209456737e-05,9.294271299678887e-11,1.135910726684839e-05,5.996857730398647e-05,7.632941786328381e-06,2.834529188849289e-09,5.287775004669285e-10,0.0005692604275136518,1.4214802849298386e-05,0.00028677431031587494,4.924604493681425e-07,4.3195739412403564e-10,2.809149561988694e-10,9.197750288771214e-05,7.779431848461225e-09,1.9144540084581365e-06,2.0411553281313814e-08,3.4137743121676924e-11,3.7081530090331236e-08,6.885206083421037e-12
8.613020586513663e-07,0.6923269171602763,3.76,0.0,0.37024074465846346,0.99550267053048,0.005329499621109626,0.0004115205376220217,0.0011932950659522576,0.0926601970777196,0.09506410448316023,1.1136588770416248e-08,0.030088706994742285,5.2382614335272975e-05,0.0001784219028831767,0.0007726388998236379,0.0005002370917084991,5.37428807973917e-06,7.035752225072222e-05,0.005294927535263008,0.03616539504019158,5.6009907714498705e-05,0.00023077092717779387,0.00014111150997965223,0.0015419513629938624,0.00023261852842484723,7.345900039504282e-05,7.988764853507421e-05,4.316097724828985e-09,2.1508590774271593e-05,9.690912017527659e-11,1.183575997767883e-05,6.241109864071537e-05,7.950624839940861e-06,2.9617321127432014e-09,5.506302403461603e-10,0.0005727421227025079,1.4633103159976396e-05,0.0002886423521291066,5.11332622007823e-07,4.5195524530086805e-10,2.875621585806135e-10,9.27698538770762e-05,8.231178677350657e-09,1.995885318557843e-06,2.0647940863518407e-08,3.5641863320457087e-11,3.98477123716785e-08,7.529450261349751e-12
8.656610738626252e-07,0.6924776525041142,3.76,0.0,0.3691113978907381,0.9954110850358489,0.005447092593132598,0.00041440532743769655,0.0012174810090147287,0.09300956646350425,0.09546803154207784,1.1186915843239736e-08,0.030686203800735733,5.270616560153895e-05,0.00018063950127611582,0.0007854937460645549,0.0005061903420342654,5.48334101866651e-06,7.150054357458521e-05,0.005393090474447006,0.03687415282336881,5.694408433607838e-05,0.00023601753996327888,0.00014443881438217608,0.001580690447547082,0.00023782323587866167,7.6447507212813e-05,8.330882483792231e-05,4.384965201524233e-09,2.2492062344178235e-05,1.0103044343294733e-10,1.2330480571521975e-05,6.49445646931397e-05,8.280385470430025e-06,3.0943075948439846e-09,5.733046620039371e-10,0.0005762843288720036,1.506636498790975e-05,0.0002905551880424264,5.309533359643831e-07,4.728269855502373e-10,2.943434178027049e-10,9.356511014894752e-05,8.709010829408248e-09,2.0804357704580504e-06,2.08898227522981e-08,3.721369064371615e-11,4.28192801269662e-08,8.233599963046258e-12
8.700200890738841e-07,0.6926298228831695,3.76,0.0,0.36797181201990337,0.9953177772280756,0.00556690234754259,0.0004172980735320507,0.0012421063017602294,0.09335666319007957,0.09587084337113587,1.1237320518456709e-08,0.031293133942124,5.3033095725163634e-05,0.00018289467064805612,0.0007985846423384925,0.000512196760285353,5.594504304192183e-06,7.26567615344449e-05,0.005492779967475339,0.03759378513757107,5.789004852856018e-05,0.00024136259265087904,0.00014783192431263927,0.0016202850254655671,0.00024314281948191411,7.954736400551683e-05,8.686457896087355e-05,4.454586039741492e-09,2.3517904771911894e-05,1.0531215866248845e-10,1.2843870973189266e-05,6.757202037798925e-05,8.622637416150122e-06,3.232470257044645e-09,5.968284043045857e-10,0.0005798897364572356,1.5515135158718913e-05,0.0002925142176931863,5.513538261949611e-07,4.946087148024728e-10,3.012608734673466e-10,9.43633325993662e-05,9.214438560934053e-09,2.168209958131868e-06,2.1137371916932116e-08,3.885665457252871e-11,4.60112889983184e-08,9.003154470850669e-12
8.74379104285143e-07,0.6927834446047686,3.76,0.0,0.3668218792397777,0.9952227161207425,0.0056889642616310765,0.00042019899686862426,0.0012671780216427359,0.09370145662132914,0.09627253153862847,1.1287810687763467e-08,0.03190959482245593,5.3363546067565274e-05,0.00018518825411385515,0.0008119178731034385,0.0005182566433182503,5.707820621491286e-06,7.382618655871635e-05,0.005594013139394702,0.03832439190385555,5.884785433304153e-05,0.0002468073782399115,0.00015129175943285264,0.0016607509586839468,0.0002485799186603211,8.276231028526885e-05,9.055973056460286e-05,4.524959220145772e-09,2.4587840671850353e-05,1.0975991163915438e-10,1.3376549575789711e-05,7.029659814263196e-05,8.977806709532707e-06,3.3764428464640623e-09,6.212298998346441e-10,0.0005835611306029433,1.5979978777907763e-05,0.00029452087886722264,5.72566716427237e-07,5.173379406058423e-10,3.083166811400984e-10,9.516458630566934e-05,9.749060329245786e-09,2.259315394169814e-06,2.1390766978151637e-08,4.05743963582854e-11,4.943987300809003e-08,9.844107864103777e-12
8.787381194964019e-07,0.6929385339413768,3.76,0.0,0.3656614923629746,0.9951258702070951,0.0058133141402375585,0.0004231083255961399,0.0012927033297255599,0.09404391573466116,0.09667308757148917,1.1338394506477395e-08,0.03253568340224846,5.369766230336342e-05,0.0001875211097865682,0.0008254999164112724,0.0005243702819603104,5.8233335070361415e-06,7.500882364492844e-05,0.005696807089968748,0.03906607196809928,5.981755266726859e-05,0.0002523531884603015,0.0001548192398735501,0.0017021043182839923,0.00025413723622350054,8.609619376718251e-05,9.439925252877213e-05,4.596083357758383e-09,2.5703658714001016e-05,1.1437952223168566e-10,1.3929151525323823e-05,7.312151981244383e-05,9.346331957364598e-06,3.526456524921538e-09,6.465383914956934e-10,0.0005873013940523388,1.6461479756172466e-05,0.0002965766485838128,5.946260863331123e-07,5.41053629336878e-10,3.155130116671741e-10,9.596894069911573e-05,1.0314568019579803e-08,2.353862571610291e-06,2.1650192394654263e-08,4.237078457174947e-11,5.312231910676071e-08,1.0762992294054591e-11
8.830971347076608e-07,0.6930951071219883,3.76,0.0,0.36449054489219385,0.995027207453326,0.005939988216284655,0.00042602629517605507,0.0013186894702586981,0.09438400912134014,0.09707250295840528,1.1389080398055311e-08,0.03317149613893779,5.4035594503142665e-05,0.00018989411084193187,0.0008393374494188102,0.0005305379606360613,5.941087359095976e-06,7.620467216663454e-05,0.005801178883927645,0.03981892301420163,6.07991911873561e-05,0.0002580013129268877,0.00015841528574264118,0.001744361384476115,0.0002598175398539841,8.955297268663584e-05,9.838827496010326e-05,4.6679566901331194e-09,2.68672159929771e-05,1.1917698866457618e-10,1.4502329001384209e-05,7.605009844225392e-05,9.72866462313907e-06,3.682751167833686e-09,6.72783949125455e-10,0.0005911135101033055,1.6960241345729345e-05,0.00029868304420723537,6.175675422769193e-07,5.657962590817153e-10,3.2285205044787245e-10,9.677646974370571e-05,1.0912752488962924e-08,2.4519650266679545e-06,2.1915838655237054e-08,4.424993188405025e-11,5.707714661725418e-08,1.1766924900448841e-11
8.874561499189197e-07,0.6932531803232367,3.76,0.0,0.3633089310936366,0.9949266952918755,0.006069023151099635,0.00042895314851140243,0.0013451437701714958,0.09472170498704768,0.09747076915309152,1.1439877058471362e-08,0.03381712892503647,5.437749721516277e-05,0.00019230814557030698,0.0008534373540296774,0.0005367599569840989,6.061127447938549e-06,7.741372567750577e-05,0.0059071455408451065,0.04058304147483809,6.17928141466039e-05,0.00026375303825941027,0.00016208081661782457,0.0017875386464579208,0.00026562366362382076,9.31367181232666e-05,0.00010253208926234128,4.740577065400023e-09,2.8080440473978142e-05,1.24158491829155e-10,1.5096751493322016e-05,7.908574016953903e-05,1.0125269311226239e-05,3.845575672787852e-09,6.999974861261213e-10,0.0005950005656324624,1.7476886687668964e-05,0.00030084162458535884,6.414282918416381e-07,5.916078742312386e-10,3.303359966605651e-10,9.758725212139554e-05,1.1545509446928665e-08,2.5537394023800296e-06,2.2187902476675813e-08,4.621621317658758e-11,6.132419187422369e-08,1.2863658660577858e-11
