Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655)
1.1278451230931676e-18,0.4985786146519028,3.76,0.0,0.6850248012393783,0.9999999999999998,3.7767341972306966e-39,7.08608567819782e-27,1.1749048881258629e-28,2.414308607993194e-13,2.4143086079932313e-13,1.0679912971911921e-28,3.3164001925543856e-27,3.3160331177932105e-27,9.738935265585348e-38,2.820360490596523e-41,3.1984198782415756e-16,1.1166698397341963e-29,1.2618765041809765e-16,7.901571943197842e-21,3.8485019304875207e-25,1.9366223821597382e-16,3.242623932353536e-28,5.679580574788524e-29,2.780528151001206e-38,1.0686086943561252e-20,2.43890490481356e-43,7.659467747286788e-46,8.47375130222668e-30,2.0962017399403678e-41,1.417283498000886e-60,3.8227216839709304e-30,8.30300522564098e-43,2.4487290392203697e-54,8.233623991302853e-49,2.433802258199073e-67,1.5184169482344598e-15,5.503862124968023e-29,1.5184169482282524e-15,1.1454002918519986e-41,1.025043826585929e-54,3.1632800285577285e-44,8.966868944464393e-28,8.86524075283561e-57,2.1170779411298275e-56,1.6056526445319895e-29,1.0451779035999498e-57,8.967406710218861e-67,7.637001270058714e-70,6.714326743952631e-56,1.41707038204353e-51,8.03196863003169e-52,1.9236569845395946e-84,2.4063682720499602e-88,8.18570569153813e-56,2.8520052055597228e-70,2.4369063552663924e-71
2.256670129003966e-18,0.49857861465192505,3.76,0.0,0.6850248012391348,0.9999999999999994,3.02368379961967e-38,2.836280958489519e-26,4.702681485930344e-28,4.830714790796631e-13,4.83071479079678e-13,4.274748441928517e-28,1.3274243619952395e-26,1.3272774302624564e-26,7.797069902706392e-37,2.258003386045254e-40,6.399618574795786e-16,4.469589484519083e-29,2.524849335213122e-16,1.5810779706901226e-20,1.5404037191175524e-24,3.8749273168787027e-16,1.2978946252328687e-27,2.27331237150017e-28,2.2261132008326187e-37,2.138145809362499e-20,1.9526068808296274e-42,6.132231499574312e-45,3.391708837553278e-29,1.6782359703799145e-40,2.269500185608562e-59,1.5300849016639838e-29,6.647452757102263e-42,3.9211583815409845e-53,6.591905581197579e-48,7.794723527516302e-66,3.038153111886133e-15,2.2029791978497807e-28,3.0381531118612886e-15,9.172491931512369e-41,1.6414056511825898e-53,2.533189551974971e-43,3.589084411270334e-27,1.4199792111111252e-55,3.390083055940178e-55,6.426795028248068e-29,1.6742307778069196e-56,2.873021059042901e-65,2.446779194532901e-68,5.400138770373288e-55,1.1345179733460613e-50,1.2861614697009626e-50,1.2326449395264644e-82,1.5420304845374074e-86,1.3107794287600658e-54,9.134096025299516e-69,7.804665004548903e-70
4.514320140825563e-18,0.49857861465196956,3.76,0.0,0.6850248012386478,0.9999999999999988,2.419866040157447e-37,1.1348818260887002e-25,1.881685181350926e-27,9.663527156399842e-13,9.663527156400444e-13,1.710456178552273e-27,5.311426547419499e-26,5.310838579757897e-26,6.24002561088599e-36,1.807089099861333e-39,1.2802015967903168e-15,1.7884179847932194e-28,5.050794986068854e-16,3.163150881233242e-20,6.163621332221097e-24,7.751537174878586e-16,5.1932690878210124e-27,9.096210613850301e-28,1.7815671217198928e-36,4.2772200484341226e-20,1.56267893917195e-41,4.9076489379249035e-44,1.3571253202270433e-28,1.3430988233222536e-39,3.632678314290417e-58,6.122332618957485e-29,5.319982492603067e-41,6.2764082118119334e-52,5.275527867280066e-47,2.4953610909581187e-64,6.077625439181602e-15,8.81478630466666e-28,6.077625439082188e-15,7.341711189761777e-40,2.6273179846366623e-52,2.0275783501208792e-42,1.4361012643991118e-26,2.273199990203959e-54,5.426340670282359e-54,2.571555138969402e-28,2.6803271748494103e-55,9.199192739909239e-64,7.834398794512386e-67,4.3611188221780055e-54,9.079592270718104e-50,2.0586959602815734e-49,7.893745441591342e-81,9.875256378111356e-85,2.0981007235136537e-53,2.9241400799148712e-67,2.4985437050754696e-68
9.029620164468756e-18,0.4985786146520586,3.76,0.0,0.685024801237674,0.9999999999999974,1.936260560360396e-36,4.540266294936798e-25,7.527966280043922e-27,1.9329151887591626e-12,1.932915188759403e-12,6.842938416459731e-27,2.124916517609886e-25,2.1246812527782444e-25,4.992968566352085e-35,1.44594605539105e-38,2.5606810754113774e-15,7.15483648698515e-28,1.010268624294607e-15,6.328222133522151e-20,2.4658498733965016e-23,1.5504756845126186e-15,2.0776458011839835e-26,3.639076556292046e-27,1.4255243794021437e-35,8.555368562812898e-20,1.2503805727688674e-40,3.9268648384909516e-43,5.429384945205713e-28,1.0746831172815769e-38,5.81346804089576e-57,2.4493316974774386e-28,4.256794269941734e-40,1.0044297462933913e-50,4.2212238111850155e-46,7.986835193528107e-63,1.2156570093741024e-14,3.5264885062631846e-27,1.2156570093343309e-14,5.874856356649161e-39,4.204564100366603e-51,1.6224734564012316e-41,5.745340190556989e-26,3.638106857986484e-53,8.68391173627446e-53,1.0287895042831573e-27,4.289770245685335e-54,2.9446260522304745e-62,2.5077607436054386e-65,3.5525561753614445e-53,7.265054047784765e-49,3.2945837902782446e-48,5.053539388224835e-79,6.322169872426292e-83,3.357644229214002e-52,9.359215719210276e-66,7.997021719220129e-67
1.8060220211755142e-17,0.4985786146522368,3.76,0.0,0.6850248012357261,0.9999999999999949,1.5491556344797086e-35,1.816254326567056e-24,3.0114318053252605e-26,3.866040134991663e-12,3.866040134992623e-12,2.7373980749355443e-26,8.500358152919855e-25,8.499416701130212e-25,3.994754123980026e-34,1.1568670229284597e-37,5.121640032651834e-15,2.8621675209182e-27,2.0206468577363538e-15,1.266206636285381e-19,9.864202169298477e-23,3.1011196002612706e-15,8.311259589100827e-26,1.4557490937565958e-26,1.140527787528195e-34,1.7111665736512695e-19,1.0003994319692652e-39,3.141790231554151e-42,2.171930697940694e-27,8.598281199377518e-38,9.3024952676816e-56,9.798124071685593e-28,3.4057587422511634e-39,1.6072511517703206e-49,3.377299666413119e-45,2.556056020877639e-61,2.4314459402733814e-14,1.4107102075499002e-26,2.4314459401142827e-14,4.7004800939868374e-38,6.727986769880594e-50,1.2981430838305161e-40,2.2983231161203787e-25,5.821760553969875e-52,1.389567228137367e-51,4.115492932858747e-27,6.864630011673152e-53,9.424218673336147e-61,8.026039633481021e-64,2.9431219824692567e-52,5.812596258256635e-48,5.271870333480855e-47,3.234758888389845e-77,4.0468324946290403e-81,5.372777264312912e-51,2.995263850375966e-64,2.559316063529553e-65
3.6121420306327914e-17,0.49857861465259307,3.76,0.0,0.6850248012318304,0.9999999999999898,1.2393835119002013e-34,7.26531293357937e-24,1.2046219144787122e-25,7.732290027433234e-12,7.732290027437076e-12,1.0950037348608102e-25,3.400281871337023e-24,3.399905022589108e-24,3.195955014567896e-33,9.255381028263537e-37,1.0243557947126097e-14,1.1449135952303384e-26,4.041403252885063e-15,2.534456172007776e-19,3.9458413586022833e-22,6.202407358555104e-15,3.3246391205995324e-25,5.823233331164873e-26,9.124655453444862e-34,3.4224260663682453e-19,8.003575291631453e-39,2.513551621739471e-41,8.68807603936085e-27,6.878951384473515e-37,1.4884749897708526e-54,3.919409030870357e-27,2.7247363014885107e-38,2.5717326695761748e-48,2.7019679489957475e-44,8.17980912197663e-60,4.863023802021518e-14,5.643070448382345e-26,4.863023801385097e-14,3.7606220517249964e-37,1.0765325798291167e-48,1.0385801795612704e-39,9.193666557483091e-25,9.315448499641874e-51,2.2234206510887295e-50,1.6462641542614277e-26,1.0984206314762812e-51,3.015976480879233e-59,2.5685255629759844e-62,2.515908507613724e-51,4.650299616155932e-47,8.435421572774412e-46,2.0704037478208891e-75,2.5901811277236188e-79,8.596880759186255e-50,9.585347964992196e-63,8.190241881281106e-64
7.224382049547347e-17,0.49857861465330544,3.76,0.0,0.6850248012240391,0.9999999999999796,9.915306145912768e-34,2.9061842996270506e-23,4.818587099891918e-25,1.546478981222267e-11,1.5464789812238037e-11,4.380103643841608e-25,1.360140622058644e-23,1.3599896773219027e-23,2.556824697702916e-32,7.404489336289863e-36,2.0487393776048017e-14,4.5797475561421967e-26,8.082915756243363e-15,5.076878002513054e-19,1.5783686022081463e-21,1.2404982582328902e-14,1.3298827083289565e-24,2.329340728715172e-25,7.299897619164606e-33,6.844945283711192e-19,6.403012044624075e-38,2.0108892105746094e-40,3.4753009027579775e-26,5.5032915259847064e-36,2.381620679216358e-53,1.567795445485271e-26,2.1798407180638088e-37,4.1148768477395077e-47,2.161625586158668e-43,2.6176075779157446e-58,9.726179525316103e-14,2.257274103741368e-25,9.726179522770367e-14,3.0085927685632055e-36,1.7224957471871626e-47,8.308903990511093e-39,3.677541442834942e-24,1.4905222598772526e-49,3.5575635094336594e-49,6.585190546367657e-26,1.7575369201410575e-50,9.651487397286004e-58,8.219590568829692e-61,2.2708593073253946e-50,3.720330962701097e-46,1.3497017749672723e-44,1.325109066067453e-73,1.6577855385773383e-77,1.375535864977193e-48,3.0673918690799676e-61,2.6209461961905335e-62
1.4448862087376458e-16,0.4985786146547305,3.76,0.0,0.6850248012084563,0.999999999999959,7.932343381728503e-33,1.1624855449395286e-22,1.9274555729543072e-24,3.092978938142669e-11,3.0929789381488155e-11,1.7520589530060412e-24,5.440619443753861e-23,5.440014041282962e-23,2.0454840301450092e-31,5.923675789124435e-35,4.0975065433785396e-14,1.8319176575357144e-25,1.6165939615203664e-14,1.0185412696855415e-18,6.313538207090652e-21,2.4810131858621136e-14,5.319584974900848e-24,9.317457741625707e-25,5.839987383611084e-32,1.368998464604049e-18,5.122470157693853e-37,1.608730753683804e-39,1.390134327620057e-25,4.402685140734392e-35,3.810641951623633e-52,6.271245065823754e-26,1.7438931693426897e-36,6.583886336452899e-46,1.7293208627791716e-42,8.376453335833737e-57,1.9452490971098517e-13,9.029188264034471e-25,1.9452490960915469e-13,2.4069121601660984e-35,2.7560276461012255e-46,6.6472277292358e-38,1.4710315411630554e-23,2.3848759175009404e-48,5.692173977631983e-48,2.634102976410764e-25,2.812110340223476e-49,3.088534143465506e-56,2.6303184789017725e-59,2.2296493696861914e-49,2.976304836299913e-45,2.1595502962104016e-43,8.480861265861797e-72,1.0610087956197735e-75,2.2008852480524654e-47,9.815782397007938e-60,8.387137358909453e-61
2.8897822163034676e-16,0.49857861465758047,3.76,0.0,0.6850248011772908,0.9999999999999181,6.345919281163483e-32,4.649965827995906e-22,7.709870513406227e-24,6.185978851833533e-11,6.185978851858123e-11,7.00826883857146e-24,2.176260135037635e-22,2.176016678905718e-22,1.6363969285564898e-30,4.738991181415854e-34,8.195040874883441e-14,7.327707899416764e-25,3.2331982742100515e-14,2.0497246195586232e-18,2.5254277866666527e-20,4.9620425726185073e-14,2.1278448350655486e-23,3.727002088825985e-24,4.672017598050547e-31,2.7380067081332094e-18,4.098000009764085e-36,1.286992708601213e-38,5.560564195546327e-25,3.5221684837244236e-34,6.097067199301399e-51,2.508510376795375e-25,1.3951226516719046e-35,1.0534283939319822e-44,1.383464692288504e-41,2.680482028943648e-55,3.890511385943634e-13,3.611693675089011e-24,3.8905113818703933e-13,1.9255447365530964e-34,4.409670368822304e-45,5.317823220222337e-37,5.884156092263904e-23,3.815833392942999e-47,9.10753621391619e-47,1.0536465195695415e-24,4.49941800438581e-48,9.883403300362604e-55,8.417098923708443e-58,2.444438263139874e-48,2.3810655880009606e-44,3.455302430082212e-42,5.4278048609675145e-70,6.790587950625057e-74,3.521438396640387e-46,3.1410706458296423e-58,2.6839011334590953e-59
5.779574231435112e-16,0.4985786146632803,3.76,0.0,0.6850248011149598,0.9999999999998361,5.07676155853789e-31,1.8599910592205395e-21,3.0839632540309615e-23,1.2371978678615512e-10,1.237197867871387e-10,2.803312569115714e-23,8.705072986332204e-22,8.704088808010854e-22,1.3091214175664912e-29,3.791240080242916e-33,1.639010953772294e-13,2.931090612798361e-24,6.466405063181051e-14,4.1499969446983216e-18,1.0101734107358462e-19,9.924099472123803e-14,8.511401164440847e-23,1.490804655364637e-23,3.73762511600587e-30,5.476024679492259e-18,3.2784090407263436e-35,1.0295979715743463e-37,2.2242302167700863e-24,2.8177423002925332e-33,9.755342730762052e-50,1.0034063757231874e-24,1.116101172925151e-34,1.6854904052454346e-43,1.1067747058191185e-40,8.577566479033908e-54,7.781035962320391e-13,1.444681143602558e-23,7.781035946027389e-13,1.5404415209183441e-33,7.055488936210477e-44,4.254273745827465e-36,2.353668421977481e-22,6.1053579553237845e-46,1.4572104091726362e-45,4.2145965555816656e-24,7.19910339988162e-47,3.162704715997333e-53,2.693484803277274e-56,3.0126916206742093e-47,1.904870265862041e-43,5.528501424202066e-41,3.4738140873217203e-68,4.3460802367985896e-72,5.63431810109528e-45,1.0051456798053989e-56,8.588508895264252e-58
1.1559158261698401e-15,0.4985786146746801,3.76,0.0,0.6850248009902977,0.9999999999996723,4.061432985463557e-30,7.439973679849781e-21,1.233592634810722e-22,2.474397832978045e-10,2.474397833017388e-10,1.1213247770778121e-22,3.482041868616637e-21,3.481639915729785e-21,1.0472986726357304e-28,3.033053982286748e-32,3.278024686272071e-13,1.1724377350555635e-23,1.2932811295498673e-13,8.502163947552812e-18,4.0406965974681977e-19,1.984820577511022e-13,3.4045649377525565e-22,5.963226432260765e-23,2.9901044455402247e-29,1.095206655979346e-17,2.622730012858825e-34,8.236807990128012e-37,8.896923236410952e-24,2.2541958292944604e-32,1.560858662002097e-48,4.013627992160245e-24,8.928818471338096e-34,2.6967877030979355e-42,8.854205472953278e-40,2.7448230938073258e-52,1.5562085109910681e-12,5.77873191886218e-23,1.5562085044738595e-12,1.2323550746652484e-32,1.1288780776351012e-42,3.4034230723003944e-35,9.414685654357187e-22,9.768589106807685e-45,2.3315403048858574e-44,1.6858405731111193e-23,1.1518597673107323e-45,1.0120684071505634e-51,8.61917484539657e-55,4.101572447142333e-46,1.5239179034515072e-42,8.845616215081113e-40,2.223249402488665e-66,2.781603741628478e-70,9.014919308068814e-44,3.2164699949434016e-55,2.748325470081917e-56
