Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655)
1.0121629424731254e-06,0.5501043934009571,3.76,0.0,0.16087190375403115,0.9355450916649743,0.07406913064765915,0.001517071258890193,0.009784387948067285,0.12364276188188612,0.1677889377334852,3.261950087523528e-08,0.3167491409865556,0.0002941683474246547,0.0013586970355853212,0.016259995592683995,0.0020579220046075333,9.615893723511097e-05,0.00035509040522381367,0.03623685286121206,0.32096047062435423,0.0003729521992005618,0.0022405237856158717,0.0016395031237161834,0.029345524348001056,0.003926044094916699,0.00586896771656031,0.008941118252788904,2.4980859734861987e-08,0.005444893928317657,1.2636640388497726e-08,0.0011054186452340727,0.0051316805670324475,0.000764614562859181,5.981950274722113e-07,6.114810530659566e-08,0.006705775102985779,0.001200188074737509,0.0029708655004968276,0.0003080306233542532,1.224532299028388e-07,3.555084983684166e-09,0.0008781443075372952,3.679779388377686e-05,0.00018455836747522164,4.486337882247875e-07,1.8380609807843304e-07,0.00034062243163297617,5.32112068727769e-07,2.1788803750226833e-09,6.068424735947972e-08,5.30779152083583e-05,1.129270052214226e-05,1.5558433066506104e-06,0.0026805475860594815,2.0342986153212866e-07,1.105583381748648e-11
1.0164767255540047e-06,0.550496548997611,3.76,0.0,0.15739964930733902,0.934300292021829,0.07532322084160938,0.0015392728898812,0.0098881453750956,0.12323967747912129,0.1682696345173401,3.272024750049535e-08,0.31969025123367306,0.00029698485597577835,0.001373594654312222,0.016735904175569156,0.002068662587490006,9.763864174526326e-05,0.00035341618812079347,0.036438244262070166,0.32303559004545934,0.0003726649624803772,0.002250274496779249,0.0016622491646630867,0.029871318268270414,0.00400946734418266,0.005977490686133046,0.009169176210873355,2.4814431719164845e-08,0.005650575890201617,1.2933233040950852e-08,0.0011250251515281594,0.005227839019995678,0.0007807496712559079,6.189744903611368e-07,6.231489880474468e-08,0.0068962316991369125,0.0012364243827423533,0.003057610779192389,0.00032566662387312613,1.2700889321113715e-07,3.5783916771388874e-09,0.0009080726171277481,3.9498672752734746e-05,0.00019012307581023756,4.6305287159282157e-07,1.9458982968517595e-07,0.00035907141624789935,5.638798624478667e-07,2.23898356013339e-09,6.235634238015206e-08,5.5364009401906724e-05,1.2101984716813819e-05,1.6702931808895883e-06,0.0027943080562843393,2.1239821284971375e-07,1.1267260441178166e-11
1.0207905086348841e-06,0.5508853306983337,3.76,0.0,0.15397379316295204,0.9330439579004858,0.07658439077579443,0.00156186761380981,0.009989847153799846,0.12282901320012603,0.16875196212240226,3.281092864238129e-08,0.3225989218354036,0.00029970823078335275,0.0013882740390747344,0.017222470580792917,0.0020791762041381637,9.911173810777825e-05,0.0003516354989782584,0.03663042419915412,0.32505121170269435,0.00037225917862090675,0.0022592834306797384,0.00168520401058125,0.030400134518188942,0.00409319968410743,0.00608502791150429,0.009398867073199568,2.4640896690894747e-08,0.0058616413593676,1.3230796904001414e-08,0.0011444384738811548,0.00532318624649185,0.0007968395589073846,6.401719785065573e-07,6.347275125688438e-08,0.007090258323510499,0.0012732751153207685,0.003146165913196681,0.00034414406101312717,1.3167931628608586e-07,3.6004905868467298e-09,0.0009390858577766484,4.23734732607139e-05,0.0001957885804909821,4.777827837806377e-07,2.058070199040763e-07,0.0003782360583733051,5.96931518723405e-07,2.2994408946433665e-09,6.403786802994721e-08,5.773074548071204e-05,1.2956743435614952e-05,1.7914402082527488e-06,0.0029113247748987717,2.2164305419974422e-07,1.1477087313869243e-11
1.0251042917157635e-06,0.5512706527647638,3.76,0.0,0.15059513649588208,0.9317764139802203,0.07785228691332399,0.0015848581355242194,0.010089411515198836,0.12241103209600765,0.16923600075909428,3.289138827436071e-08,0.32547438967163067,0.00030233460725277933,0.0014027262834139615,0.017719746525607826,0.002089462489724594,0.00010057724274312607,0.0003497513903546343,0.036813292594836046,0.3270067831269245,0.00037173620750227064,0.0022675466364938876,0.0017083751865499468,0.030931813481305196,0.0041771698975279015,0.006191466980803402,0.009630026258662104,2.4460524489714352e-08,0.006078107078234005,1.3529089625864406e-08,0.0011636394102778147,0.005417621136848849,0.0008128678015012863,6.617794198702077e-07,6.462039349146875e-08,0.0072878199234691025,0.001310730262506399,0.0032365218831075294,0.00036348942003552924,1.3646462714138554e-07,3.6213646418093116e-09,0.0009712079182183916,4.5431001239158196e-05,0.0002015533714836622,4.928213158904959e-07,2.174605608270084e-07,0.00039812565620261285,6.312744011942533e-07,2.3601886293728736e-09,6.572700227263253e-08,6.0179631673663694e-05,1.3858479951872726e-05,1.919527722429616e-06,0.0030316066329895124,2.311662439810788e-07,1.1685084526837036e-11
1.029418074796643e-06,0.5516524344967662,3.76,0.0,0.14726441878314114,0.9304979949871195,0.07912655171949423,0.0016082469816496247,0.010186760154546762,0.12198599974681751,0.16972182492896595,3.296149370694144e-08,0.3283159378002062,0.00030486031894695474,0.0014169429043762733,0.01822777605944281,0.00209952135418583,0.00010203418336641474,0.0003477670453426432,0.03698676343020613,0.32890183147346996,0.0003710975874595373,0.002275061391956815,0.0017317703062759231,0.031466193501365654,0.004261304909511585,0.006296697151516166,0.009862484734488444,2.4273592326971822e-08,0.006299983741556333,1.3827865002714052e-08,0.0011826090728411821,0.005511043739190804,0.0008288178977034602,6.837878142279758e-07,6.575656298522551e-08,0.007488877324265353,0.001348779055074183,0.0033286673864939345,0.0003837291095311792,1.413648220042255e-07,3.640999022517467e-09,0.0010044621750742192,4.868030732975689e-05,0.00020741575228915444,5.081658185762508e-07,2.2955239007153972e-07,0.0004187485464942925,6.669128388329668e-07,2.4211612267895977e-09,6.74218709865891e-08,6.271212835838984e-05,1.480866803704687e-05,2.0547963915011796e-06,0.0031551584361513424,2.409693144642307e-07,1.1891023321896888e-11
1.0337318578775223e-06,0.5520306002845482,3.76,0.0,0.14398231741990264,0.9292090451410551,0.0804068242590145,0.00163203649739368,0.010281818432379498,0.12155418385254815,0.1702095032120373,3.302113598511652e-08,0.3311228958435398,0.000307281909748241,0.0014309158543326182,0.0187465954144493,0.002109352975944647,0.00010348160118904906,0.00034568576730412983,0.03715076486108503,0.3307359633893452,0.0003703450297244005,0.002281826200801911,0.0017553970394714388,0.032003111132850356,0.004345529948779463,0.006400609665120405,0.010096069356983574,2.4080383936637066e-08,0.006527275876194544,1.4126873524925585e-08,0.001201328936719197,0.005603355543924234,0.000844673312394394,7.061872325542944e-07,6.688000732042014e-08,0.007693387273235499,0.0013874099843635712,0.003422588828923438,0.00040488940200961783,1.463797635030177e-07,3.6593811898404856e-09,0.0010388714323640263,5.213067905324602e-05,0.00021337383813844403,5.238132025109331e-07,2.420834601385472e-07,0.000440112059888944,7.03848021495057e-07,2.48229154422301e-09,6.912055309105638e-08,6.532964421032e-05,1.580874559886314e-05,2.1974832627239876e-06,0.003281980853003337,2.510534636390624e-07,1.209467671812183e-11
1.0380456409584017e-06,0.5524050796449704,3.76,0.0,0.14074944751958607,0.9279099175789258,0.08169274079860138,0.0016562288436912848,0.010374515560538748,0.12111585382344968,0.17069909807417566,3.307023017411683e-08,0.33389464024146914,0.0003095961450293063,0.0014446375307915634,0.019276232872541595,0.0021189577948227873,0.0001049185530548412,0.0003435109692968989,0.03730523928382974,0.3325088646460323,0.0003694804122301199,0.0022878407857119874,0.0017792630784751575,0.032542401395381344,0.0044297687189852565,0.006503098052915183,0.010330603228263773,2.3881188720409298e-08,0.006759981738667819,1.4425862936874066e-08,0.001219780887451911,0.005694459762669091,0.0008604175204006716,7.289668198493009e-07,6.798948762283937e-08,0.007901302495354928,0.0014266108244215512,0.003518270322591497,0.0004269963732856782,1.5150917924264984e-07,3.6765009040210053e-09,0.0010744578614682075,5.579163178557584e-05,0.0002194255547774841,5.397599404247165e-07,2.550537127563472e-07,0.00046222247961927266,7.420779106348103e-07,2.5435110261216837e-09,7.082108597319763e-08,6.80335324494227e-05,1.6860108247157644e-05,2.3478207844786606e-06,0.0034120703783741425,2.6141954817658797e-07,1.2295820135293126e-11
1.042359424039281e-06,0.5527758072420373,3.76,0.0,0.13756636189525165,0.9266009737565047,0.08298393541255879,0.0016808259947023924,0.010464784772186564,0.12067128037108256,0.17119066569546793,3.310871552265964e-08,0.3366305943725353,0.0003118000217697868,0.001458100784216045,0.019816708649449868,0.002128336504194629,0.00010634411350079733,0.0003412461633890389,0.03745014335073159,0.33422029954287513,0.00036850577288424584,0.002293106076856541,0.0018033761042963818,0.03308389803111725,0.004513943579149162,0.006604058431422821,0.010565906067486289,2.3676300869112353e-08,0.00699809323112624,1.472457880872718e-08,0.0012379472665916224,0.005784261600149157,0.0008760340505074585,7.521148014711184e-07,6.908378197196342e-08,0.008112571759921501,0.0014663686563534306,0.0036156936926653245,0.0004500758409063101,1.5675266077023314e-07,3.692350234518974e-09,0.0011112429418179462,5.967289864772067e-05,0.00022556863786780973,5.560020707144172e-07,2.6846205857810434e-07,0.0004850850038908976,7.815971660990557e-07,2.6047499023916047e-09,7.252147118739301e-08,7.082508720297826e-05,1.7964102826437072e-05,2.5060358108388852e-06,0.0035454193113826186,2.72068077549172e-07,1.2494232011269756e-11
1.0466732071201605e-06,0.5531427228924459,3.76,0.0,0.13443355121880224,0.9252825828313085,0.08428004058896889,0.0017058297356755238,0.010552563474949199,0.12022073510150055,0.17168425582042268,3.313655549259908e-08,0.3393302285463751,0.0003138907775641946,0.0014712989238694016,0.02036803479623286,0.0021374900424364633,0.00010775737673345294,0.00033889494971854346,0.03758544793554923,0.33587011008772544,0.00036742330233724164,0.002297624196116544,0.0018277437522666738,0.03362743376423328,0.004597975732461772,0.0067033897858301056,0.0108017945950042,2.346601848871359e-08,0.007241595836262947,1.502276511650222e-08,0.0012558109153619319,0.005872668517612202,0.0008915065295357648,7.756184930143951e-07,7.016168875775735e-08,0.008327139958078442,0.0015066698947566065,0.003714838491407371,0.00047415330186923984,1.6210966296703232e-07,3.7069235601606228e-09,0.0011492474025907372,6.378441932247235e-05,0.00023180063302718086,5.725352026169516e-07,2.823063623929371e-07,0.0005087037121868519,8.223970897969059e-07,2.66593739817727e-09,7.42196803958949e-08,7.370554000220791e-05,1.9122020955491243e-05,2.6723485945201347e-06,0.0036820157485381835,2.829992093458934e-07,1.2689694410747792e-11
1.0509869902010399e-06,0.5535057715561935,3.76,0.0,0.13135144435360477,0.9239551210289976,0.08558068783412472,0.0017312416611885541,0.010637793386455822,0.11976449011193155,0.17217991163070617,3.315373767616778e-08,0.34199305987052897,0.0003158658984750866,0.0014842257217307793,0.020930215118624914,0.0021464195837295943,0.00010915745851228394,0.0003364610053680035,0.03771113804986348,0.33745821496240497,0.0003662353362426408,0.002301398437125403,0.0018523735774859343,0.034172840561571736,0.004681785422596625,0.006800994240027033,0.011038082927799573,2.3250642744753543e-08,0.007490468571581974,1.5320164827678933e-08,0.001273355216155754,0.005959590486410638,0.0009068187262664584,7.99464313754194e-07,7.122202996421915e-08,0.00854494819083489,0.0015475003161003165,0.003815682020095049,0.0004992538698932982,1.6757950385449543e-07,3.7202175593177113e-09,0.0011884911656855131,6.813632781878918e-05,0.00023811889653175343,5.893545229292508e-07,2.965834340184523e-07,0.0005330815357220292,8.644655869423404e-07,2.727001951106908e-09,7.591366151836691e-08,7.667605642997873e-05,2.0335092615477934e-05,2.846971774245497e-06,0.0038218435918836676,2.942127458121408e-07,1.2881993621818836e-11
1.0553007732819193e-06,0.5538649033123775,3.76,0.0,0.1283204088552796,0.922618970995882,0.08688550827286326,0.001757063173777093,0.010720420651665365,0.1193028175922907,0.17267766964097692,3.316027359915165e-08,0.34461865199555186,0.00031772312569454327,0.0014968754145327017,0.021503245114516286,0.0021551265282783324,0.00011054349793244697,0.00033394807327492886,0.0378272127110151,0.3389846082813912,0.0003649443470852359,0.0023044332412822796,0.0018772730202518998,0.034719949893541345,0.004765292136606432,0.006896777311904593,0.011274582984485138,2.3030476999951873e-08,0.007744683963324662,1.56165204909346e-08,0.0012905641316878628,0.006044940230444465,0.0009219545949928606,8.236378036517198e-07,7.226365437270589e-08,0.008765933867189966,0.0015888450889034404,0.003918199358702644,0.0005254022125068383,1.73161364798008e-07,3.732231191109833e-09,0.001228993290248565,7.273893921134617e-05,0.00024452059669753223,6.064548042456337e-07,3.112890250635812e-07,0.0005582202322453052,9.077871453652825e-07,2.7878714302150634e-09,7.760134505586733e-08,7.973773293605874e-05,2.1604479828539533e-05,3.0301093627948416e-06,0.003964882572102194,3.057081316344644e-07,1.3070920737025431e-11
1.0596145563627987e-06,0.5542200733210768,3.76,0.0,0.1253407516346403,0.9212745211401545,0.08819413324250279,0.0017832954829593984,0.010800395941505614,0.11883598943281527,0.17317755961824438,3.315619839487991e-08,0.3472066147428192,0.00031946046098654617,0.001509242703985392,0.022087111929789183,0.0021636124920064535,0.00011191465909990021,0.0003313599511199471,0.03793368476295834,0.34044935815334765,0.00036355293564820454,0.0023067341699169767,0.0019024493716618316,0.03526859299434468,0.00484841481342336,0.0069906481526930105,0.011511104898115911,2.2805825956960277e-08,0.00800420804024231,1.59115748268223e-08,0.0013074222416346842,0.006128633456254695,0.0009368983184856924,8.481236438955149e-07,7.328544066639428e-08,0.008990030811918818,0.0016306888055531768,0.0040223634032611625,0.0005526224882248887,1.7885429113861283e-07,3.74296566767026e-09,0.0012707719190146835,7.760273538990984e-05,0.0002510027159549205,6.238304146728062e-07,3.264178316225946e-07,0.0005841203653564405,9.523428332141978e-07,2.848473361568698e-09,7.928065055291385e-08,8.28915938354907e-05,2.2931270469190804e-05,3.221955742166724e-06,0.004111108286409345,3.174844529833569e-07,1.3256272216678538e-11
1.063928339443678e-06,0.5545712417718212,3.76,0.0,0.12241271977609472,0.9199221649644972,0.08950619487815331,0.0018099396046652493,0.010877674532487643,0.11836427683905733,0.1736796045250284,3.314157037217611e-08,0.3497566036198561,0.00032107617089263614,0.001521322755263507,0.02268179433265382,0.002171879295797382,0.00011327013269280617,0.00032870048018676635,0.03803058065164266,0.341852605055933,0.00036206382213453594,0.0023083078728058683,0.001927909739573059,0.03581860112062249,0.004931072056934919,0.007082519769254397,0.011747457435018429,2.2576994834494288e-08,0.008269000347285834,1.6205071316068976e-08,0.0013239147766125068,0.006210589069654518,0.0009516343501581155,8.729056809288615e-07,7.428630041371676e-08,0.009217169382536656,0.0016730155155997228,0.004128144910762922,0.0005809382840872219,1.8465719324493728e-07,3.752424417095824e-09,0.0013138442267179584,8.273834985997384e-05,0.0002575620536262756,6.414753289733839e-07,3.419635028972744e-07,0.0006107812884721005,9.9811031524091e-07,2.9087351592562744e-09,8.09494931599128e-08,8.613858850459787e-05,2.431647225044817e-05,3.422694672374899e-06,0.004260492250954028,3.295404378181831e-07,1.3437850431687728e-11
1.0682421225245575e-06,0.5549183738189148,3.76,0.0,0.1195365015041588,0.9185623003927089,0.09082132668724653,0.0018369963610745897,0.010952216367102953,0.11788794995540915,0.17418382048645198,3.311647048661645e-08,0.35226831922844526,0.00032256878969290126,0.0015331111938404899,0.023287262706550103,0.002179928954344269,0.00011460913740399895,0.00032597353438331827,0.03811794015656587,0.34319456003485616,0.00036047983699167614,0.0023091620532591536,0.001953661015105825,0.03636980580761623,0.0050131823525652345,0.007172309228379384,0.011983448417825514,2.234428855897237e-08,0.008539013979166208,1.6496754783891038e-08,0.0013400276493647067,0.006290729377890766,0.0009661474552242466,8.97966953891355e-07,7.526518092297311e-08,0.009447276594917014,0.0017158087603557578,0.004235512551428421,0.0006103725538293603,1.9056884795120052e-07,3.760613038089598e-09,0.0013582263708163177,8.815655164256656e-05,0.0002641952294123577,6.593831410798604e-07,3.5791865573088425e-07,0.0006382011335415918,1.0450638876613815e-06,2.9685843538971695e-09,8.260579025738115e-08,8.947958878797647e-05,2.5761006925970163e-05,3.632498320429242e-06,0.004413001967357066,3.418744574500805e-07,1.3615464182665974e-11
1.0725559056054368e-06,0.5552614395045057,3.76,0.0,0.11671222729015308,0.9171953290929937,0.092139164111224,0.0018644663808700004,0.011023986094952108,0.11740727749827136,0.1746902167812516,3.3081001696769376e-08,0.35474150657114545,0.0003239371211238155,0.0015446041007641145,0.023903479061602024,0.0021877636646767925,0.00011593092126018605,0.0003231830094403825,0.03819581608052863,0.3444755027389566,0.00035880391151896213,0.002309305430017906,0.0019797098398674517,0.03692203912196906,0.005094664286257524,0.007259937842277126,0.012218885150896336,2.2108010964832888e-08,0.00881419563362379,1.678637197793493e-08,0.0013557474830485144,0.006368980276439038,0.00098042275065162,9.232897253801957e-07,7.622106795717747e-08,0.009680276257004572,0.0017590516086246582,0.004344432968104973,0.0006409475569568327,1.9658790040057995e-07,3.7675392469263356e-09,0.0014039334447615202,9.386822832732718e-05,0.00027089868758941124,6.775470779118203e-07,3.7427489496673e-07,0.0006663768045788221,1.093174531400564e-06,3.0279488221850644e-09,8.424746810290653e-08,9.29153866285768e-05,2.7265704748380995e-05,3.851526316017653e-06,0.004568601002926507,3.5448452935040144e-07,1.3788929193141397e-11
1.0768696886863162e-06,0.5556004136701849,3.76,0.0,0.11393997109066839,0.9158216558005199,0.09345934507242466,0.0018923500999052686,0.011092953094690534,0.11692252639990537,0.175198795856546,3.3035288226526015e-08,0.35717595426214294,0.00032518023886374,0.0015557980064740977,0.02453039706453485,0.002195385794431649,0.00011723476281444514,0.00032033281225015466,0.038264273899934295,0.34569577930371187,0.0003570390682990216,0.002308747696213986,0.0020060625740708857,0.03747513391030798,0.005175436764729015,0.007345331334593285,0.012453574846303939,2.186846403302875e-08,0.009094485684131416,1.707367213647773e-08,0.0013710616365321241,0.006445271419652714,0.000994445743716557,9.488555154150106e-07,7.715298828927831e-08,0.009916089110032746,0.00180272669337792,0.00445487084252147,0.0006726847989892447,2.0271286629341014e-07,3.773212816414555e-09,0.0014509794340312589,9.988436833881951e-05,0.0002776687019142873,6.959600144207648e-07,3.9102283947867785e-07,0.0006953039760425415,1.142409983395551e-06,3.0867570191483453e-09,8.587246846159937e-08,9.644669193164546e-05,2.8831299222466075e-05,4.079924840309879e-06,0.004727249084004526,3.673683211841925e-07,1.3958068575060249e-11
1.0811834717671956e-06,0.5559352758575923,3.76,0.0,0.11121975170894932,0.9144416876418153,0.09478151050432768,0.0019206477622904128,0.011159091477012259,0.11643396146393661,0.17570955336606467,3.2979474754637845e-08,0.3595714936486361,0.00032629748580592573,0.0015666898832682242,0.025167962086889026,0.0022027978699330833,0.0001185199722094747,0.0003174268504767148,0.038323391378011176,0.3468558000958717,0.0003551884114893938,0.0023074994756594547,0.002032725265713616,0.03802892404277974,0.005255419235855898,0.007428419986437546,0.01268732504858861,2.162594716499312e-08,0.009379818271645964,1.735840754498826e-08,0.0013859582266335607,0.006519536374607502,0.001008202368981331,9.746451384690015e-07,7.806001208843352e-08,0.010154632976629314,0.0018468162492003958,0.004566788968079808,0.0007056049731349983,2.089421344928164e-07,3.777645507686561e-09,0.0014993771751244196,0.00010621604248140851,0.0002845013812303418,7.146144897794748e-07,4.081521536746347e-07,0.0007249770960624848,1.1927348254534566e-06,3.1449382044582474e-09,8.74787551808185e-08,0.00010007413067188551,3.045842219003084e-05,4.3178257541437665e-06,0.0048889022018224915,3.8052315604037026e-07,1.4122713264020662e-11
1.085497254848075e-06,0.5562660101988804,3.76,0.0,0.10855153426998009,0.9130558334635036,0.09610530486343372,0.0019493594218915596,0.011222380069023704,0.11594184503339575,0.17622247823139742,3.291372551185254e-08,0.36192799784917423,0.0003272884721475023,0.001577277136527568,0.025816111271289344,0.0022100025641487043,0.00011978589210995323,0.0003144690224981623,0.03837325814354637,0.3479560373323176,0.000353255117042517,0.002305572276743232,0.002059703620974839,0.03858324465074646,0.005334531908042031,0.00750913876205017,0.012919944056503898,2.138075647430454e-08,0.009670121414916667,1.764033407938388e-08,0.001400426147253414,0.006591712757607826,0.0010216790235232824,1.000638743409213e-06,7.89412551326886e-08,0.010395822915170834,0.0018913021503215639,0.004680148328822292,0.0007397279036501141,2.152739699912095e-07,3.780850995911707e-09,0.0015491383177036369,0.00011287438483285188,0.00029139267576215047,7.335027246262175e-07,4.256515842246001e-07,0.0007553893944750619,1.2441105899798933e-06,3.2024226637785656e-09,8.906432067042126e-08,0.00010379824325171583,3.214759928093476e-05,4.565345771629138e-06,0.005053512730169265,3.939460188227462e-07,1.4282702422187192e-11
1.0898110379289544e-06,0.5565926052979662,3.76,0.0,0.10593523179979245,0.9116645031678042,0.09743037662120267,0.0019784849442420673,0.011282802380484654,0.11544643667210423,0.17673755272569572,3.283822330038485e-08,0.3642453807155207,0.00032815307233112603,0.0015875575948146514,0.026474773615455405,0.002217002684584419,0.0001210318985032372,0.000311463207643521,0.038413975237978064,0.3489970225865849,0.00035124242290973803,0.002302978444219976,0.0020870029759791323,0.039137932357886804,0.005412695967429212,0.0075874274138857225,0.013151241340022244,2.1133184115499835e-08,0.009965317138757207,1.7919211733092766e-08,0.001414455085374171,0.0066617423529489435,0.0010348626002585984,1.026815856169979e-06,7.979588083403107e-08,0.010639571379729844,0.0019361659490521777,0.004794908184176837,0.0007750724911253878,2.2170651724549372e-07,3.7828447898154785e-09,0.0016002732900500514,0.00011987057306111142,0.00029833838408252326,7.52616639268309e-07,4.435090017262269e-07,0.0007865328955989639,1.2964958817759063e-06,3.259141929663784e-09,9.062719225077164e-08,0.00010761948311698132,3.3899245762203044e-05,4.822585684917078e-06,0.005221029554113589,4.07633563758965e-07,1.4437883807792627e-11
1.0941248210098338e-06,0.5569150541032213,3.76,0.0,0.10337070689931216,0.9102681070571331,0.09875637873460863,0.0020080240088592525,0.011340346552512343,0.11494799286012497,0.177254752579133,3.275316846787289e-08,0.36652359572472354,0.00032889142088355375,0.0015975294989601383,0.027143870073569252,0.002223801161180221,0.0001222574013684793,0.000308413256798594,0.038445654633725714,0.34997934419653337,0.0003491536192645733,0.002299731109181858,0.0021146282700645683,0.03969282550399102,0.0054898337918209295,0.007663230567037648,0.013381027950918044,2.0883517660464245e-08,0.010265321619593435,1.819480512582311e-08,0.0014280355339191199,0.006729571213656025,0.001047740519217038,1.0531554249662046e-06,8.062310206609145e-08,0.010885788384946178,0.0019813889144481168,0.004911026159047748,0.00081165665993519,2.2823780382706437e-07,3.783644145545547e-09,0.00165279126797542,0.0001272158082426255,0.0003053341607307573,7.719478727445797e-07,4.6171144696980045e-07,0.0008183984356488933,1.349846514966647e-06,3.3150289940141265e-09,9.216543833197347e-08,0.00011153821563490693,3.5713662814194394e-05,5.089629645538114e-06,0.005391398208965303,4.2158212297781787e-07,1.4588114109718153e-11
1.0984386040907132e-06,0.5572333537724189,3.76,0.0,0.10085777350291324,0.9088670551900312,0.10008296909402307,0.0020379761119590236,0.011395005289454795,0.11444676670391336,0.17777404710530958,3.2658777817911564e-08,0.3687626348081486,0.00032950390720237397,0.001607191490254084,0.027823313674548593,0.002230401034266139,0.0001234618452150684,0.000305322983451552,0.03846841872671919,0.35090364458670653,0.0003469920387970275,0.002295844137507716,0.002142584020682054,0.04024776436078514,0.005565869160215636,0.00773649778306799,0.013609116925307552,2.0632039504518064e-08,0.010570045347509814,1.8466883992905304e-08,0.001441158801483549,0.006795149744047479,0.0010603007566383125,1.0796358678372927e-06,8.142218279395136e-08,0.011134381675144866,0.0020269520710270283,0.005028458338788789,0.0008494973080689373,2.3486574437074236e-07,3.7832679762367364e-09,0.001706700147316764,0.0001349212942633572,0.0003123755244565287,7.914878026421203e-07,4.802451814182906e-07,0.0008509756846550434,1.4041156639741861e-06,3.370018509954431e-09,9.367717438926505e-08,0.00011555471723751454,3.7591034259599504e-05,5.366544507316236e-06,0.005564561028612016,4.3578771609933106e-07,1.4733259245526988e-11
1.1027523871715926e-06,0.5575475055308954,3.76,0.0,0.09839619871179585,0.907461756750535,0.10140981094729165,0.0020683405695587076,0.011446775774739392,0.11394300766171636,0.17829539934768324,3.255528346155046e-08,0.370962527124249,0.00032999116934841584,0.001616542597857208,0.02851300965670971,0.002236805442634908,0.00012464470949207038,0.00030219615515582197,0.03848239980624751,0.351770617518948,0.0003447610471343909,0.0022913320770844387,0.0021708743000406904,0.04080259133917014,0.005640727456878434,0.007807183603443383,0.013835323676595644,2.0379026307844382e-08,0.010879393303936348,1.8735223653123793e-08,0.0014538170189699832,0.00685843276409406,0.0010725318717760867,1.1062351222983572e-06,8.219243949955239e-08,0.011385256897019537,0.002072836237368407,0.005147159368569013,0.0008886102595526839,2.4158814483781217e-07,3.7817367574812986e-09,0.0017620065201172245,0.00014299821688642947,0.00031945786705945146,8.112275655596514e-07,4.990957415042362e-07,0.00088425317272709,1.4592540273533272e-06,3.424046989672484e-09,9.516056870136533e-08,0.00011966917483214229,3.9531423767618826e-05,5.653379235420737e-06,0.005740457302328388,4.502460607765439e-07,1.487319462235181e-11
1.107066170252472e-06,0.5578575145236782,3.76,0.0,0.09598570469231442,0.9060526194329758,0.10273657329902629,0.0020991165209563473,0.01149565957159308,0.11343696128468117,0.1788187662450033,3.244293165050803e-08,0.3731233377818082,0.00033035408690693135,0.0016255822255460584,0.029212855618244476,0.0022430176117848454,0.00012580550887108328,0.0002990364854405858,0.03848773950525632,0.3525810052846732,0.00034246403342521627,0.0022862101040935384,0.0021995027136013086,0.04135715118731512,0.005714335868921467,0.007875247572909128,0.014059466377358342,2.0124748487896843e-08,0.011193265154044556,1.899960545299886e-08,0.0014660031431774315,0.006919379555666629,0.0010844230313113476,1.132930696863032e-06,8.293324239467549e-08,0.011638317775200836,0.0021190220644339264,0.005267082556619781,0.0009290102196533267,2.484027070407967e-07,3.7790724289367715e-09,0.0018187156545749518,0.00015145772257198765,0.0003265764627900544,8.311580781078839e-07,5.18247996313757e-07,0.0009182183204745608,1.5152100032271595e-06,3.4770529924120636e-09,9.661384782071298e-08,0.00012388168547914288,4.1534772552047704e-05,5.950164385629679e-06,0.005919023439124226,4.6495258412303084e-07,1.5007805360206785e-11
1.1113799533333514e-06,0.55816338966237,3.76,0.0,0.0936259706294427,0.9046400488440534,0.10406293128429553,0.0021303029325728078,0.011541662509611264,0.11292886897404647,0.17934409881463892,3.232198157970086e-08,0.37524516652034,0.0003305937729854636,0.0016343101379031263,0.029922741682878968,0.002249040842382884,0.00012694379340560672,0.00029584762622783436,0.038484588234210186,0.3533355958519485,0.0003401044011247058,0.002280493968652501,0.002228472380507283,0.041911291179099634,0.005786623576413352,0.00794065424325566,0.014281366328777766,1.986946975191698e-08,0.011511555452855694,1.9259817186700656e-08,0.0014777109574118158,0.006977953890881874,0.0010959640312931918,1.1596997241916947e-06,8.364401642312503e-08,0.011893466290033568,0.0021654900734520565,0.005388179980833287,0.0009707107330419152,2.553070333937441e-07,3.775298293431354e-09,0.001876831478820381,0.00016031089713605562,0.000333726478273842,8.512700583360139e-07,5.376862081871732e-07,0.0009528574733708408,1.571929874959918e-06,3.528977297324017e-09,9.803530174689828e-08,0.000128192256335294,4.360089757822128e-05,6.256911657353561e-06,0.006100193138675323,4.799024349560182e-07,1.5136986476859365e-11
