Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159)
6.732245393093633e-08,0.06569545145288673,3.76,0.0,0.7370813028904006,0.9999999993302067,2.9495193622841623e-13,2.94335535227161e-13,1.532418633188244e-13,7.581053680163947e-08,7.581053686606767e-08,6.87759875986809e-23,2.2356755830175346e-13,1.512243938603656e-19,7.293915184946062e-19,1.2578951093717306e-17,5.918926792265479e-10,1.2407968165954837e-14,5.066777079935798e-11,4.079773284599229e-13,2.0738804759931876e-10,5.010454014335987e-11,9.391476232488924e-20,1.4787213567276638e-16,8.062436175973515e-20,2.2441847496325956e-15,3.761180204722535e-24,1.7151104210211967e-23,7.740010423952172e-11,3.530220233452731e-20,2.482519544139978e-26,1.457329531530411e-13,4.849643303523662e-23,9.525589683370522e-23,1.540373819697219e-26,6.675513747819319e-24,7.357141781805393e-13,2.846471403831092e-13,9.650803694250304e-13,5.058699166440362e-21,1.6738819734465267e-30,3.2290033304515375e-23,7.85723004710399e-16,5.916883232215464e-28,1.788894211251104e-36,1.8670757407850332e-18,2.7143636238318355e-21,2.4442458372539247e-21,4.2449208915980997e-26,5.775034118015061e-33,1.7918274575785026e-29,1.6124995109081092e-16,1.9276550270427664e-27,1.0767883251684425e-27,1.6569008081587606e-25,5.225885582570401e-37,4.5698934262200724e-30,1.8018141418819683e-41,5.763012440540057e-17,3.4770391407394325e-22,7.483098240266582e-32,9.402570989608835e-25,8.421301294927225e-30,2.253667963098687e-19,2.5740333209801665e-18,5.9973684570152945e-24,2.856448084712089e-13,9.587727041126591e-21,2.9227541698157055e-18,8.812427998486348e-21,1.6570195280721123e-22,3.079939808150688e-19,7.202780999514624e-19,1.2043280815770235e-34,5.671921771169296e-28,5.000882078949588e-41,1.3683734935099154e-34,5.480187352626721e-29,4.222730200029259e-34,4.267377241993639e-31,4.705973357655709e-14
7.012468000391496e-08,0.0656954514905595,3.76,0.0,0.7370812997187343,0.99999999929895,3.2093972042551475e-13,3.0694969508117155e-13,1.5866616438538597e-13,7.896607019344374e-08,7.896607026119125e-08,7.164098265605011e-23,2.4161584298420353e-13,1.5806334479365446e-19,7.746391147151312e-19,1.3671647507502885e-17,6.197802928749838e-10,1.3539938257149528e-14,5.115711929442656e-11,4.176782621446137e-13,2.1927352859329964e-10,5.046634384981127e-11,9.928717079689056e-20,1.6011985149400757e-16,8.812876391169287e-20,2.3178465986832864e-15,4.0613869334259e-24,1.9297406162086317e-23,8.073363375876873e-11,3.8976709434061664e-20,2.8172073780255013e-26,1.5404373044289611e-13,5.1894956722243216e-23,1.0668601257315208e-22,1.777497184607617e-26,7.800266635820927e-24,7.566089805657701e-13,3.0620250301697587e-13,1.0030863383194902e-12,5.672406486332273e-21,1.8484588138782474e-30,3.456481838005841e-23,8.3923754539616e-16,6.622379047181854e-28,2.0345070505377038e-36,1.992244070639275e-18,2.9324461707370574e-21,2.7707199441210877e-21,4.720163743455415e-26,6.306821378457475e-33,1.956983297317561e-29,1.6819208077714403e-16,2.1775294552259236e-27,1.2162248929225757e-27,1.8610227173921492e-25,6.146265861897353e-37,5.204042593669258e-30,2.1336838828149156e-41,6.008349639514707e-17,3.840507138810855e-22,8.559325302530554e-32,1.0738477343831742e-24,9.23893996313166e-30,2.447089705709545e-19,2.5740332207232154e-18,6.920226976193967e-24,2.97534470662978e-13,1.0402925188774546e-20,2.9227658898308622e-18,9.143030940270214e-21,1.7125475351015816e-22,3.0799562012572928e-19,7.20843535260019e-19,1.43800312516772e-34,5.691077280661044e-28,5.321101786126065e-41,1.6380502559943626e-34,5.965472707140631e-29,4.985344300202366e-34,4.900572884552899e-31,5.0814144639699234e-14
7.29269060768936e-08,0.06569545152823285,3.76,0.0,0.7370812965470667,0.99999999926764,3.478180382009661e-13,3.195917784543589e-13,1.6393179484805037e-13,8.212160357166917e-08,8.212160364279732e-08,7.450597770106726e-23,2.600739726606707e-13,1.6490229781019705e-19,8.201538605101231e-19,1.482589687493449e-17,6.477657610793391e-10,1.472410699739125e-14,5.163483530481831e-11,4.267361499518353e-13,2.3125670143917768e-10,5.0788743928669184e-11,1.0470150328671748e-19,1.7283817444505375e-16,9.597424215411408e-20,2.386929109969583e-15,4.369512628484123e-24,2.1602181145101726e-23,8.402181667656649e-11,4.285614259012659e-20,3.1787657757976124e-26,1.624498964617489e-13,5.534012927795821e-23,1.1884783847907503e-22,2.035722203572916e-26,9.049231914048363e-24,7.769075648131981e-13,3.283527539080326e-13,1.040938872779575e-12,6.3327095324096885e-21,2.0327885245568247e-30,3.688562612459554e-23,8.940274183999127e-16,7.376911686204087e-28,2.2986613485342618e-36,2.1193198841594382e-18,3.155496608439906e-21,3.1227055914426613e-21,5.219552471800573e-26,6.850122744855969e-33,2.1257212004450948e-29,1.751342313550913e-16,2.4480294200016415e-27,1.3671474405083711e-27,2.079067592026665e-25,7.176961205692663e-37,5.892531075074034e-30,2.505977472562247e-41,6.25382669122101e-17,4.223757066681736e-22,9.733015070512133e-32,1.2192824859918047e-24,1.0077251608250326e-29,2.6485766427957764e-19,2.5740328031216812e-18,7.937288896844416e-24,3.094241327268054e-13,1.1251400327794468e-20,2.92276432937512e-18,9.46997887710759e-21,1.7674607650029984e-22,3.0799568007750803e-19,7.213603607720053e-19,1.7049238491062498e-34,5.709544292903492e-28,5.649760097605675e-41,1.9465156276770692e-34,6.471380205836538e-29,5.844597039530878e-34,5.59494125495357e-31,5.469359477028452e-14
7.572913214987224e-08,0.0656954515659067,3.76,0.0,0.7370812933753975,0.999999999236282,3.755608225902047e-13,3.322616731388404e-13,1.6904322096653162e-13,8.52771369363156e-08,8.527713701088685e-08,7.737097273387545e-23,2.789147613016389e-13,1.7174125359887364e-19,8.659028959785655e-19,1.60431972318049e-17,6.758434348429934e-10,1.5960651777080535e-14,5.210206351814337e-11,4.3519298760652257e-13,2.433319309174878e-10,5.107605436503493e-11,1.1015557410509764e-19,1.8602535652262728e-16,1.0416114296387185e-19,2.451652499864606e-15,4.685239143828698e-24,2.4069119339791237e-23,8.726477686873185e-11,4.694281578032894e-20,3.5679030594164263e-26,1.709494680368979e-13,5.882867308204376e-23,1.3174602415897e-22,2.3154744830704946e-26,1.0428998205039965e-23,7.966269435725302e-13,3.5108091533854416e-13,1.078640008767064e-12,7.041252703927531e-21,2.2269812002696653e-30,3.9249986633388565e-23,9.50056233128902e-16,8.181472202051274e-28,2.5815722571466297e-36,2.248163990266202e-18,3.3832025571822155e-21,3.500759056356427e-21,5.742500725912985e-26,7.403638208626579e-33,2.2976366076916098e-29,1.8207639360255805e-16,2.7399595745097136e-27,1.5300012727301029e-27,2.311218988570392e-25,8.325263683821373e-37,6.637224221625346e-30,2.9210179913629984e-41,6.499415374524188e-17,4.626886314734519e-22,1.1007964121192311e-31,1.3769915326489093e-24,1.093413900260071e-29,2.8581329196541075e-19,2.5740328557571937e-18,9.05355752114534e-24,3.2131379466093325e-13,1.213315344928469e-20,2.9227574017140074e-18,9.793311671414566e-21,1.8217664391027283e-22,3.0799508995733564e-19,7.218335167066708e-19,2.0082413257743465e-34,5.727366052002534e-28,5.986864899568508e-41,2.297414293389197e-34,6.997909904607653e-29,6.807838579920682e-34,6.353404261913822e-31,5.869616210840846e-14
8.133358429582953e-08,0.06569545164125604,3.76,0.0,0.7370812870320558,0.9999999991734413,4.335392477370913e-13,3.5768445502900275e-13,1.788215461585804e-13,9.158820362487081e-08,9.158820370652031e-08,8.310096276250857e-23,3.1764448951169094e-13,1.854191668130361e-19,9.579945417988037e-19,1.8672713216355182e-17,7.322557291911287e-10,1.859152972724981e-14,5.3008508381969736e-11,4.504639138750903e-13,2.6773894670727473e-10,5.156033318718872e-11,1.2117561855681725e-19,2.1379938988719359e-16,1.2156050459272052e-19,2.568942781174154e-15,5.3383125525984585e-24,2.950351115253761e-23,9.3616064931683e-11,5.574690642862554e-20,4.431601770312551e-26,1.8822167742976387e-13,6.592453768007906e-23,1.597666845061347e-22,2.9410261148510894e-26,1.3606861575833186e-23,8.343937207997821e-13,3.982054684154522e-13,1.1535960812390175e-12,8.609651885894568e-21,2.6453848390122746e-30,4.410014921761181e-23,1.0656902899196984e-15,9.944393787030736e-28,3.204413513444751e-36,2.5106405702977054e-18,3.8514368844156995e-21,4.337122245008512e-21,6.856653844541221e-26,8.536763662818486e-33,2.649584365313768e-29,1.9596074884898804e-16,3.3913216652258394e-27,1.8932788633607173e-27,2.8185135136879207e-25,1.1004294818464214e-36,8.302472290347163e-30,3.888343638514414e-41,6.990824078180241e-17,5.4931224627202365e-22,1.3876496505026668e-31,1.7308995860735823e-24,1.269624346085239e-29,3.3014656468859417e-19,2.5740337018232122e-18,1.1603842711460602e-23,3.450931181330663e-13,1.3996497190704006e-20,2.92273190402711e-18,1.0429291060904132e-20,1.9285821699326692e-22,3.079925033274493e-19,7.22667303480639e-19,2.737477027886492e-34,5.761229864233052e-28,6.686541363801107e-41,3.141938877902015e-34,8.112836255414955e-29,9.076656571536653e-34,8.074299428433834e-31,6.706310135588341e-14
8.693803644178682e-08,0.06569545171660746,3.76,0.0,0.7370812806887093,0.9999999991104599,4.946814525895363e-13,3.832171724596023e-13,1.8803699212956273e-13,9.789927025910833e-08,9.789927034809958e-08,8.883095274162357e-23,3.5762228621706605e-13,1.9909710730262199e-19,1.0507305672285083e-18,2.157128283438541e-17,7.88982575585872e-10,2.1433809221097888e-14,5.388186435742193e-11,4.637932268971785e-13,2.9246008817813333e-10,5.194512600794246e-11,1.3233492272042319e-19,2.4342830286196784e-16,1.4032927192382209e-19,2.671561992727095e-15,6.01841006187106e-24,3.562728879780431e-23,9.97902566097049e-11,6.540661926679584e-20,5.413411230903331e-26,2.058471552468586e-13,7.316279888159949e-23,1.9077296253277934e-22,3.656674396340019e-26,1.7384765203595716e-23,8.700359506940489e-13,4.47449783827282e-13,1.2279702577914105e-12,1.0390820583335084e-20,3.104509070128193e-30,4.909807928434332e-23,1.185868832132783e-15,1.1918112037245986e-27,3.904356936497601e-36,2.7787148608537113e-18,4.335058557283505e-21,5.283604379682854e-21,8.057735003298946e-26,9.698243356242577e-33,3.010350923920655e-29,2.0984507279452694e-16,4.138023388284072e-27,2.3095995495006074e-27,3.3841465339422966e-25,1.4243350382642805e-36,1.0213870481846887e-29,5.053036491646336e-41,7.482386419076565e-17,6.439810356921719e-22,1.7193992222057478e-31,2.1388005932406288e-24,1.451231498239548e-29,3.777104193464716e-19,2.5740336471331096e-18,1.4611532564567565e-23,3.6887244106534005e-13,1.599296288550078e-20,2.922759953994692e-18,1.1051279171116821e-20,2.0330515772040618e-22,3.079963119194323e-19,7.233763766318803e-19,3.6541672639874285e-34,5.792984240078477e-28,7.420410310932209e-41,4.204177336878043e-34,9.310252740632456e-29,1.18543739981738e-33,1.0086616333364758e-30,7.590014327399958e-14
9.254248858774411e-08,0.06569545179196094,3.76,0.0,0.7370812743453583,0.9999999990473626,5.588057239916292e-13,4.088589799216155e-13,1.967243539023873e-13,1.0421033683902733e-07,1.0421033693563245e-07,9.456094267152755e-23,3.986905293561557e-13,2.1277505553928402e-19,1.1439740389362056e-18,2.474933691025074e-17,8.459957656991005e-10,2.448861103282393e-14,5.4725769296323685e-11,4.754519693602628e-13,3.1746725452858337e-10,5.2251020405322114e-11,1.4362404741519736e-19,2.748987204670895e-16,1.604696519436277e-19,2.761299309988526e-15,6.723579609569546e-24,4.246518136510182e-23,1.0579089098547067e-10,7.593898359718252e-20,6.518045827707757e-26,2.2381407209556936e-13,8.052765885792331e-23,2.247826070469006e-22,4.464386350801416e-26,2.181201812960107e-23,9.036731487632193e-13,4.986945914668715e-13,1.3017777862524166e-12,1.2398025934359364e-20,3.60516441370252e-30,5.422831852664884e-23,1.3103362123154578e-15,1.4108892662708116e-27,4.682507208142253e-36,3.051537440575976e-18,4.832268277448939e-21,6.343551353810714e-21,9.340900406255304e-26,1.0881811100144998e-32,3.377985328387608e-29,2.2372943441520735e-16,4.9864488364873725e-27,2.7824888524800434e-27,4.0092147498450653e-25,1.8103562879585596e-36,1.2384866528178511e-29,6.431436457218628e-41,7.97393959473388e-17,7.467426677682947e-22,2.0988524113175024e-31,2.603758539433536e-24,1.6372098116838825e-29,4.285053308167562e-19,2.5740328221657453e-18,1.811734542654814e-23,3.9265176344373266e-13,1.8122556232741446e-20,2.9227766969487303e-18,1.165958790627227e-20,2.135222676893577e-22,3.0799877983743293e-19,7.239862175414764e-19,4.789420624885878e-34,5.822904315772049e-28,8.188819594254719e-41,5.519396809114767e-34,1.0590160121000247e-28,1.5206364330800465e-33,1.241368553278436e-30,8.51928998147829e-14
9.81469407337014e-08,0.06569545186731646,3.76,0.0,0.7370812680020032,0.9999999989841688,6.257416968655627e-13,4.346090540304115e-13,2.0491686409727706e-13,1.1052140336462704e-07,1.1052140346912653e-07,1.0029093255212446e-22,4.4071390978659307e-13,2.264529880798861e-19,1.2376228102669553e-18,2.8216690746228135e-17,9.032720756808397e-10,2.7756960319989967e-14,5.554272912972804e-11,4.856797365230602e-13,3.427373211985091e-10,5.249434372533785e-11,1.5503574609486884e-19,3.081975401273898e-16,1.8198367305684417e-19,2.8398272167585894e-15,7.45208597019027e-24,5.0040166269061807e-23,1.1162195679010635e-10,8.736047401601883e-20,7.74987181727559e-26,2.4211157302257276e-13,8.800639591624322e-23,2.61807954327684e-22,5.365702367030071e-26,2.693624449571754e-23,9.354181077274716e-13,5.518273302110088e-13,1.375033473401769e-12,1.4644584493290704e-20,4.148135146003788e-30,5.947700487124787e-23,1.4388511632657724e-15,1.6522356394094596e-27,5.5398278095916225e-36,3.3283565271681596e-18,5.34152291235056e-21,7.519923380645538e-21,1.0701479003530293e-25,1.2082816477406559e-32,3.751038570284682e-29,2.3761385504908127e-16,5.942958614112585e-27,3.3154560060332466e-27,4.694699296768304e-25,2.2647071008447196e-36,1.4828304144197774e-29,8.038852597934036e-41,8.465344510295037e-17,8.5763509676514e-22,2.528721509508352e-31,3.128678941841661e-24,1.8267763881568035e-29,4.82530783623528e-19,2.5740327363992377e-18,2.2162214590762544e-23,4.1643108525423457e-13,2.0385282444148056e-20,2.9227606152653664e-18,1.2254519477028358e-20,2.2351447644944736e-22,3.079973138790453e-19,7.245159628716962e-19,6.17704321452483e-34,5.85121509851534e-28,8.992047005442185e-41,7.125573889102944e-34,1.1952558936104658e-28,1.9200601259272192e-33,1.507880261588336e-30,9.492740148062343e-14
9.999999999999998e-08,0.06569545194267391,3.76,0.0,0.7370812659046319,0.9999999989632558,6.484643942896276e-13,4.431467523306366e-13,2.075222095509313e-13,1.126080980020245e-07,1.1260809810919723e-07,1.0218549967601747e-22,4.547983704473587e-13,2.3097546364809684e-19,1.2686624677074764e-18,2.942837420828188e-17,9.222644388189358e-10,2.888474935257837e-14,5.580723762868388e-11,4.887833024383752e-13,3.5114708904020836e-10,5.2563322782189505e-11,1.5883488710698513e-19,3.196074957984251e-16,1.8939958223356027e-19,2.863591263678543e-15,7.69782431390414e-24,5.2710612327029346e-23,1.1351336232937176e-10,9.133521508543695e-20,8.18584479637595e-26,2.482324444895814e-13,9.050240130224226e-23,2.747149439591946e-22,5.684520651285331e-26,2.879173712121483e-23,9.45516386879576e-13,5.697921516538497e-13,1.3991358499400804e-12,1.5442323799929874e-20,4.3371024352851745e-30,6.123632168079736e-23,1.4821945268683296e-15,1.7370207028513337e-27,5.840858413052459e-36,3.4206474175095994e-18,5.512321450486637e-21,7.934948915199216e-21,1.1167607497243564e-25,1.248311991884231e-32,3.8753799687007575e-29,2.422046151620322e-16,6.28407984056178e-27,3.505490027473632e-27,4.93479269942225e-25,2.431040104267656e-36,1.5698248726663844e-29,8.623183356031921e-41,8.627769555631971e-17,8.9609456698886e-22,2.682394845975274e-31,3.3159043826400326e-24,1.8901392862862104e-29,5.011042398302818e-19,2.574032921268135e-18,2.3625215724284896e-23,4.2429349370489503e-13,2.1162719199357953e-20,2.922753279625079e-18,1.2448335390526655e-20,2.267697088964472e-22,3.0799658323903423e-19,7.246761571761849e-19,6.6975307308047075e-34,5.86025670568579e-28,9.265338708078622e-41,7.727521947486497e-34,1.2421169989440318e-28,2.0674504492770685e-33,1.603833845506125e-30,9.824086929078036e-14
1.0375139287965869e-07,0.06569545194267391,3.76,0.0,0.7370812616586444,0.9999999989208938,6.953297548239652e-13,4.604665928865223e-13,2.1264595329446582e-13,1.1683246983590694e-07,1.1683246994858916e-07,1.0602092238339008e-22,4.835766914730007e-13,2.4013091114190737e-19,1.3316007759118435e-18,3.198258516059139e-17,9.607922053803932e-10,3.1239802730611926e-14,5.633451281843681e-11,4.946860396533291e-13,3.6825107760809507e-10,5.2688030403114466e-11,1.6656441952462604e-19,3.433119317731881e-16,2.048732136987159e-19,2.9086705170510627e-15,8.202383174686037e-24,5.837366551132756e-23,1.1728768922686842e-10,9.968704889843007e-20,9.112946878621726e-26,2.607295277814325e-13,9.558869093429414e-23,3.018573040792322e-22,6.361840879454356e-26,3.2803341161269666e-23,9.65377274762899e-13,6.067417714513936e-13,1.4477516977621367e-12,1.7143859832255104e-20,4.7341810743651096e-30,6.483165999732765e-23,1.5711859910983998e-15,1.916353218345623e-27,6.477181795385339e-36,3.608507389836793e-18,5.8615022221926644e-21,8.815350130148491e-21,1.2135055295326287e-25,1.3297666636103017e-32,4.128393383712052e-29,2.514982879149638e-16,7.013889916859332e-27,3.911994032028922e-27,5.44148741571381e-25,2.793691084258697e-36,1.7556453278612786e-29,9.889601545242155e-41,8.95648297829859e-17,9.766882015309446e-22,3.0116284676577567e-31,3.716315365720598e-24,2.0193456373023172e-29,5.397854181791288e-19,2.574033003805265e-18,2.678724439503786e-23,4.4021040648284607e-13,2.2781146455412863e-20,2.9227555393528506e-18,1.2836365295724137e-20,2.332869741329454e-22,3.0799714758606944e-19,7.249807655633373e-19,7.853581029439808e-34,5.878120746827182e-28,9.830424165229403e-41,9.06339142187744e-34,1.339744988905994e-28,2.3907473268818995e-33,1.8105223025318046e-30,1.0509008518292672e-13
1.0935584502561598e-07,0.0656954520180333,3.76,0.0,0.7370812553152821,0.9999999988575494,7.674204149124246e-13,4.864308154543888e-13,2.199411137445819e-13,1.2314353625286654e-07,1.231435363740275e-07,1.1175091216534176e-22,5.271801844218779e-13,2.538088412951649e-19,1.4258512088720175e-18,3.605572765502463e-17,1.0185399307372838e-09,3.493801748025259e-14,5.7102441745042414e-11,5.026522814333882e-13,3.939923788974847e-10,5.284232602206067e-11,1.7820569608294301e-19,3.8022933905221586e-16,2.291400292700525e-19,2.9691917855076763e-15,8.973090602186421e-24,6.748571691197834e-23,1.227924217368837e-10,1.1293418200744644e-19,1.0611054662369358e-25,2.796583456916388e-13,1.0326609840388737e-22,3.449360013293137e-22,7.453784969647996e-26,3.9457463157316434e-23,9.936511083162468e-13,6.633376630125414e-13,1.5199464220307614e-12,1.9909259603680154e-20,5.3640390522534365e-30,7.028103014484144e-23,1.7071258120076472e-15,2.203690662061696e-27,7.495365915941057e-36,3.891402844018803e-18,6.391078739506534e-21,1.0232178585120922e-20,1.363752105617251e-25,1.452389345121116e-32,4.5092784410632303e-29,2.653827291851501e-16,8.205556611482508e-27,4.5755798158019854e-27,6.250389802538203e-25,3.403692523444506e-36,2.05810388171799e-29,1.1997068409789061e-40,9.44725511041498e-17,1.1039251211858769e-21,3.5501093898346716e-31,4.3692760548324325e-24,2.2144947375368883e-29,6.002671590976479e-19,2.5740329333303816e-18,3.203367291336915e-23,4.639897271155748e-13,2.5310153085571908e-20,2.9227653963079293e-18,1.340541294057135e-20,2.428446178955455e-22,3.0799876183350446e-19,7.253930833292072e-19,9.858358927469147e-34,5.903812436942042e-28,1.0704309218707678e-40,1.1376233819524063e-33,1.49248338500368e-28,2.9399609333727286e-33,2.1516158661655107e-30,1.156677824422879e-13
1.1496029717157327e-07,0.06569545209339454,3.76,0.0,0.7370812489719163,0.9999999987941456,8.418736999353156e-13,5.125009609586739e-13,2.2682985978534845e-13,1.2945460261550536e-07,1.2945460274544845e-07,1.1748090189797385e-22,5.714404286703785e-13,2.67486779321141e-19,1.520331696661862e-18,4.044432639170021e-17,1.0765014378873083e-09,3.8852427865828964e-14,5.78475837805374e-11,5.097341662404976e-13,4.1994748003454645e-10,5.296535486324088e-11,1.8995611406954707e-19,4.1893747781057974e-16,2.547857745326295e-19,3.022589049722034e-15,9.762971093746134e-24,7.739512278003101e-23,1.2814048736695866e-10,1.2711688786648555e-19,1.2247734936423457e-25,2.988888488440274e-13,1.11031631358227e-22,3.910472786106137e-22,8.642351527142881e-26,4.6941031306178766e-23,1.0203344154806115e-12,7.215203924688107e-13,1.5916312051593073e-12,2.2954232408877268e-20,6.038424148315191e-30,7.581495161394719e-23,1.846467830610754e-15,2.5146469800935913e-27,8.595132894421438e-36,4.1765247281112515e-18,6.929290588269488e-21,1.1772514466946905e-20,1.5205103169050624e-25,1.5759736221663293e-32,4.893147008090115e-29,2.792672038433918e-16,9.52424931486755e-27,5.3096741809535215e-27,7.122154425154392e-25,4.101168840710907e-36,2.3913267887446892e-29,1.4373779101922542e-40,9.937576904563006e-17,1.239363334483023e-21,4.146618838519858e-31,5.0900304706997795e-24,2.4119304427988853e-29,6.639733273658067e-19,2.5740328047374964e-18,3.7942840248730635e-23,4.877690471384334e-13,2.797230715212443e-20,2.9227663252151578e-18,1.3961945427781755e-20,2.5219200019669523e-22,3.07999306365944e-19,7.257626239677828e-19,1.2233516441719967e-33,5.928456583077238e-28,1.1614092804636367e-40,1.4110181544815435e-33,1.6534711606550687e-28,3.575171514537274e-33,2.5334775428301046e-30,1.2664770792252576e-13
1.2056474931753056e-07,0.0656954521687576,3.76,0.0,0.7370812426285475,0.9999999987306897,9.185584940966672e-13,5.386762882982051e-13,2.333377912670216e-13,1.3576566892382303e-07,1.3576566906285865e-07,1.2321089158128583e-22,6.162860752255755e-13,2.811647153617681e-19,1.6150104119318763e-18,4.5156119720891236e-17,1.1346648268849804e-09,4.2983809421898216e-14,5.857084952308138e-11,5.160645066445053e-13,4.4610454013869317e-10,5.30635643118184e-11,2.0181289712906507e-19,4.594243331733941e-16,2.8181201871770274e-19,3.069903614996491e-15,1.0570911596639981e-23,8.811957774335845e-23,1.333361710088429e-10,1.4224974075167108e-19,1.4026309694318063e-25,3.184122051589624e-13,1.1887944457486948e-22,4.40192885400222e-22,9.928244978354465e-26,5.529475917687575e-23,1.0455166702429746e-12,7.812006695503201e-13,1.6628192140807978e-12,2.629226457115704e-20,6.758030532272604e-30,8.14242325863651e-23,1.989020659206587e-15,2.849575774351743e-27,9.777204604021258e-36,4.463416311954564e-18,7.475316983651015e-21,1.3438257770177817e-20,1.6834371415302254e-25,1.700404711038871e-32,5.279639856618379e-29,2.931517081402082e-16,1.0976235472793077e-26,6.117721963750873e-27,8.057477200479898e-25,4.8926444260049976e-36,2.7563855835948744e-29,1.7031480498059151e-40,1.0427378018136983e-16,1.3830155034749491e-21,4.8035339594668646e-31,5.880915714452409e-24,2.6114589087029726e-29,7.309007375756512e-19,2.574032842514077e-18,4.455616196323839e-23,5.115483665374404e-13,3.076761354914988e-20,2.9227613854847158e-18,1.4506237818354372e-20,2.6133376130553386e-22,3.079991420230805e-19,7.2609692572258805e-19,1.5024040627081541e-33,5.9521923285022455e-28,1.2560152325361766e-40,1.731400593689827e-33,1.8227083837032805e-28,4.3040419590746616e-33,2.958419159846249e-30,1.3801744829966958e-13
1.2616920146348784e-07,0.06569545224412246,3.76,0.0,0.7370812362851757,0.9999999986671884,9.97351911399289e-13,5.649560754772347e-13,2.394887114897468e-13,1.4207673517781935e-07,1.4207673532626439e-07,1.2894088121527835e-22,6.616564935925635e-13,2.9484264628541834e-19,1.7098634284117443e-18,5.019840535045198e-17,1.1930197422627817e-09,4.7332896241562886e-14,5.927303210082555e-11,5.217561307531288e-13,4.724532539770487e-10,5.3142069326655545e-11,2.137737983714802e-19,5.016781571871362e-16,3.102202560009991e-19,3.1120337463398774e-15,1.1395906924104347e-23,9.967577836898358e-23,1.383836910460387e-10,1.583468898209062e-19,1.594990557704438e-25,3.3821989612932317e-13,1.2680459662842712e-22,4.923735502240998e-22,1.1312098362373677e-25,6.455769426751849e-23,1.0692823134191632e-12,8.422942268238405e-13,1.7335232350901473e-12,2.993687691895151e-20,7.523532181528605e-30,8.7100548535559e-23,2.134603676205188e-15,3.208789154930682e-27,1.1042279674671037e-35,4.7516755525063495e-18,8.028456635727067e-21,1.523113289726566e-20,1.8522231243175259e-25,1.8256136195113828e-32,5.668542068668629e-29,3.0703622917377183e-16,1.2567759438603473e-26,7.00315208725144e-27,9.057010184844804e-25,5.784705567904467e-36,3.1543050903379347e-29,1.9981223415807213e-40,1.0916599764620084e-16,1.5348901326206814e-21,5.5231583953881044e-31,6.744142811063092e-24,2.812962028807609e-29,8.010457811912539e-19,2.5740328650269788e-18,5.1915106677805383e-23,5.35327685298617e-13,3.3696077296794886e-20,2.9227625529441914e-18,1.5038558557109283e-20,2.702744907980887e-22,3.07999700241235e-19,7.26402126102397e-19,1.82777960247069e-33,5.97513862647959e-28,1.3542888123546157e-40,2.1039163824958524e-33,2.000195126112098e-28,5.134413105670633e-33,3.42874769131074e-30,1.4976495145979078e-13
