Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747)
0.0007251296601290508,0.9417848344174239,3.76,0.0,4.0341219872102005e-12,0.0012866283529710594,1.0145029728155097,1.8473051179471183e-13,8.422931850857129e-14,6.771158632051495e-12,7.782561044122603e-07,1.9729920866145442e-19,0.011365433867206218,0.029256446754553037,0.2852770824207242,6.90265372348794e-09,0.00072681080412513,2.527132027434494e-14,4.0597214720722376e-23,1.7562957352034757e-19,3.185381654822106e-23,5.749579306990787e-07,0.3492624918495901,3.8281450102063636e-07,4.534194177983572e-25,1.002208833063528e-19,3.302346482466185e-16,4.496787780312479e-19,2.4461401268064094e-14,3.2289724140625416e-13,2.6541056496648794e-17,1.374840325587877e-26,3.5100734258812846e-17,4.804392306893353e-09,0.3107828528655823,1.8770589016988214e-15,1.0649963365474751e-14,2.254904196771998e-19,1.1087636304786084e-21,1.4811229577262937e-18,6.462078182193357e-08,-4.599734723288189e-23,7.46293589256435e-27,5.051422629490671e-10,2.7600845249577097e-08,1.7576062357865985e-23,4.046094639843398e-21,3.3126462021729446e-19,6.977933637603386e-13,4.568926163234423e-20,6.653209303076107e-24,1.2731038469338886e-30,7.621882129662551e-08
0.0007279912637640877,0.9417695690114104,3.76,0.0,4.0398818728653605e-12,0.0012767594432343517,1.0145673783870661,1.8331294401195908e-13,8.376209479943785e-14,6.762931380509965e-12,7.721594935762682e-07,1.9554949613820419e-19,0.011321950680653321,0.029144063359603015,0.2852906170731533,6.905934402426674e-09,0.0007212109454986768,2.5188248844844096e-14,4.054554139895585e-23,1.7599128222748255e-19,3.188368180625308e-23,5.732858325654911e-07,0.34925806048299896,3.8018417408703937e-07,4.522592147551236e-25,1.0015694480038358e-19,3.310995050037602e-16,5.156366851658353e-19,2.436239980214056e-14,3.222102614624882e-13,2.6356207287989105e-17,1.3735282741079893e-26,3.4851371431530793e-17,4.7861026878309625e-09,0.3107872864559269,1.874751764272176e-15,1.0671249351192367e-14,2.2551448934210223e-19,1.1042222215895375e-21,1.4793453637254712e-18,6.437484508595598e-08,-5.354580750136268e-23,1.2396044531654975e-27,5.031684966977865e-10,2.7598592005193182e-08,4.535694598775452e-23,4.038290959785301e-21,3.3089605283187535e-19,6.958553424291747e-13,4.5703325373340364e-20,-1.0785816045754052e-23,5.772596416803159e-31,7.593234586449326e-08
0.0007308528673991246,0.9417544260692212,3.76,0.0,4.045627399256092e-12,0.0012670006163480172,1.0146312594204772,1.8190447603709084e-13,8.328686999530072e-14,6.754719728235493e-12,7.661311812848619e-07,1.938221661338903e-19,0.011278786344914495,0.029032513744182732,0.2853040998804181,6.9091977950609825e-09,0.0007156739739299079,2.5105713696642502e-14,4.049243572436168e-23,1.7635291238444847e-19,3.1913641939511504e-23,5.716230430010318e-07,0.34925370666382416,3.7758015664251235e-07,4.577411568182586e-25,1.0008527746796504e-19,3.3200725878734354e-16,5.407806331104384e-19,2.4263756802835994e-14,3.2150914192102366e-13,2.617326750219228e-17,1.373387559843491e-26,3.4604623527745395e-17,4.76794675706385e-09,0.31079164248554836,1.870844184724886e-15,1.0692461081270448e-14,2.257199709554507e-19,1.1025996895942588e-21,1.4775710223790364e-18,6.413070553688256e-08,2.1319679784781735e-22,-3.202223038561336e-26,5.012094332522136e-10,2.759635821150051e-08,-1.347087843666159e-22,4.029146085014707e-21,3.30951928649979e-19,6.93927312948511e-13,4.5718024232452466e-20,3.84130926766952e-24,-5.596240852882631e-30,7.564792078079386e-08
0.0007337144710341614,0.9417394041593633,3.76,0.0,4.051360211500947e-12,0.0012573502763946328,1.0146946221140625,1.8052346441368318e-13,8.282120141279045e-14,6.746511965002431e-12,7.601702389332931e-07,1.921163866443983e-19,0.011235937460190255,0.028921788842648437,0.2853175308777964,6.912443875316203e-09,0.0007101989689627395,2.502371019244474e-14,4.044501042688522e-23,1.7671407109889834e-19,3.19425734258019e-23,5.699694850124367e-07,0.3492494290758099,3.750021065196461e-07,4.497173101539464e-25,1.0000199348255253e-19,3.3301532432648026e-16,4.604142488541768e-19,2.4166423554919085e-14,3.2083815090872174e-13,2.5992211626269923e-17,1.370895425787459e-26,3.4360454781087534e-17,4.749923097870062e-09,0.3107959222708216,1.869424016773473e-15,1.0712806578683488e-14,2.254970188137124e-19,1.0942482957132997e-21,1.4757976114336348e-18,6.388834412866059e-08,1.1394188115657746e-22,3.312742704671652e-27,4.99264914242224e-10,2.7594143679098016e-08,-9.083195758576096e-23,4.02312082363792e-21,3.301048906122238e-19,6.920095478684697e-13,4.574795197454599e-20,2.8085238357894637e-23,-5.425069511891685e-31,7.536552484699405e-08
0.0007365760746691983,0.9417245018750068,3.76,0.0,4.057081038383664e-12,0.001247806855799431,1.0147574725690072,1.791491997529641e-13,8.236450322177789e-14,6.7383355296952755e-12,7.542756872544307e-07,1.904295400130384e-19,0.011193400675535248,0.028811879716722374,0.28533091010960826,6.91567273055275e-09,0.0007047850271524579,2.494223249527632e-14,4.0395655277754015e-23,1.7707244739380308e-19,3.1970914877055553e-23,5.683250850807592e-07,0.3492452264280237,3.7244968796159374e-07,4.444336301387341e-25,9.992974376333227e-20,3.339289909707007e-16,4.676581844422865e-19,2.4069934383000052e-14,3.201738376134958e-13,2.5813013704079036e-17,1.3688680584924602e-26,3.411882923409252e-17,4.732030301846332e-09,0.3108001271027941,1.8687635728726616e-15,1.0733581456594755e-14,2.253850660648762e-19,1.0876151492962542e-21,1.474030953651737e-18,6.364774193897017e-08,-1.54050451747406e-22,8.3949404117746e-27,4.973347833916635e-10,2.7591948220797607e-08,1.0621323466404463e-22,4.0164323229720944e-21,3.2946464316604473e-19,6.901017322574887e-13,4.577038985892716e-20,4.3901721687254684e-24,2.226475332812484e-30,7.508513714880742e-08
0.0007391515179407315,0.941711190952219,3.76,0.0,4.062221538835632e-12,0.0012393079199905944,1.0148136049819685,1.7792274109707272e-13,8.195042539742248e-14,6.731002856269556e-12,7.490265141888254e-07,1.8892926957911257e-19,0.011155381683030884,0.028713651706521473,0.2853429072003239,6.918564215393215e-09,0.0006999639544948553,2.486934789265444e-14,4.034871352795506e-23,1.7739258335229006e-19,3.199657355190988e-23,5.668528957353049e-07,0.3492415070717221,3.701741520652461e-07,4.453607615885082e-25,9.986292266792944e-20,3.347390570307183e-16,4.841701206322881e-19,2.398317196577631e-14,3.195549999901363e-13,2.565330349335333e-17,1.3680365412273956e-26,3.3903512160304756e-17,4.716037527335087e-09,0.3108038484137796,1.8660344696179342e-15,1.0752588106729452e-14,2.254725072200799e-19,1.084593535635222e-21,1.4724465469484647e-18,6.343268869861023e-08,-3.588219194233138e-23,-2.565938716649115e-27,4.956098402246861e-10,2.7589988463117865e-08,3.4694943431845475e-23,4.0092380876649174e-21,3.293094563459396e-19,6.88393045288238e-13,4.578518355359201e-20,-8.420135216330033e-24,-6.806862109816928e-33,7.483448820203626e-08
0.0007417269612122647,0.9416979748057598,3.76,0.0,4.067353096432559e-12,0.0012308932372814335,1.0148693316667114,1.767068868656762e-13,8.153913684382053e-14,6.723675705000476e-12,7.438296378259457e-07,1.8744476108656327e-19,0.011117610436299821,0.028616071000231686,0.2853548624420066,6.9214420299911634e-09,0.0006951909875531102,2.4796881841395554e-14,4.030285955471196e-23,1.7771136706858553e-19,3.202202358145515e-23,5.653880119971952e-07,0.34923784648430856,3.679188710015215e-07,4.436325000877657e-25,9.979446740243412e-20,3.3556502372803457e-16,4.827927674429319e-19,2.3896938949001376e-14,3.189402596773596e-13,2.5495060186430888e-17,1.3667385405400066e-26,3.3690202219700975e-17,4.700148635866507e-09,0.31080751094546283,1.863653153881198e-15,1.0770997519803138e-14,2.2544555340428053e-19,1.079874938546314e-21,1.4708633046942734e-18,6.321903198462307e-08,2.8828482921223244e-23,1.8165890093765716e-27,4.938963159512169e-10,2.7588043871003145e-08,-1.873982815732286e-23,4.002525866549322e-21,3.2890737873761006e-19,6.866923434865274e-13,4.580338611281059e-20,-3.017855997393119e-24,-3.102251589678475e-33,7.458543435667667e-08
0.0007443024044837979,0.9416848524523067,3.76,0.0,4.072473083383844e-12,0.0012225617213087138,1.0149246568809371,1.7550086396960904e-13,8.113194291013683e-14,6.71635867376653e-12,7.386843951097474e-07,1.859759153771471e-19,0.011080084586977724,0.028519131342521487,0.28536677587941806,6.924306220078158e-09,0.000690465500444349,2.4724830455906e-14,4.0257107368401345e-23,1.780294037599806e-19,3.2046998745338735e-23,5.639303815691093e-07,0.34923424377475293,3.6568361050879575e-07,4.41911816006829e-25,9.972605932687398e-20,3.363874944756544e-16,4.826446641019211e-19,2.381139717548227e-14,3.18332114528416e-13,2.533826604558439e-17,1.3654406298199238e-26,3.3478874829106335e-17,4.684362643048959e-09,0.3108111155889555,1.8618326663142123e-15,1.0789215942036678e-14,2.254339835791044e-19,1.0754459372163913e-21,1.4692822044237545e-18,6.300675856842817e-08,-7.466657344723658e-24,-4.872224368037011e-28,4.921941011493922e-10,2.7586114311902373e-08,1.973167605038652e-24,3.995791445794664e-21,3.2854486320225113e-19,6.84999537970592e-13,4.582207539355235e-20,1.609235524969631e-26,4.776541735285534e-35,7.433796093749776e-08
0.0007468778477553311,0.9416718229226044,3.76,0.0,4.077581214182443e-12,0.0012143123029079526,1.0149795848239165,1.74304752142311e-13,8.072714164163344e-14,6.709059320688574e-12,7.335901108669964e-07,1.84522697420131e-19,0.011042801816002076,0.028422826557532564,0.28537864756136333,6.9271568948357685e-09,0.0006857868772808864,2.465319027347412e-14,4.0211349853124705e-23,1.7834656994490064e-19,3.207166398198851e-23,5.624799525948222e-07,0.3492306980672715,3.634681394568077e-07,4.402038309543388e-25,9.965724878109021e-20,3.372073672990822e-16,4.827858764810039e-19,2.3726319921317543e-14,3.1772285527388403e-13,2.5182903652063644e-17,1.3641452451554693e-26,3.326950580556295e-17,4.668678577522799e-09,0.3108146632201218,1.8598140614734894e-15,1.0807586541444099e-14,2.2542406089307456e-19,1.0710074869520063e-21,1.46770491574532e-18,6.279585539556135e-08,-7.304152559352914e-24,-4.949406774225008e-28,4.905030877781687e-10,2.7584199654486435e-08,5.3469497634948686e-24,3.9891393645698985e-21,3.281834433149419e-19,6.833145812362063e-13,4.5840260610286677e-20,-9.898684344762082e-25,3.121359886421484e-36,7.40920534441427e-08
0.0007494532910268643,0.9416588852600167,3.76,0.0,4.0826789832970755e-12,0.0012061439297546366,1.0150341196378614,1.7311807975292159e-13,8.032463545606593e-14,6.701776299498396e-12,7.285461300710249e-07,1.8308492607138457e-19,0.011005759832767158,0.02832715054790748,0.28539047754021507,6.929994156390569e-09,0.0006811545119631338,2.458195784987681e-14,4.0165568199665214e-23,1.7866240937900476e-19,3.209613842661905e-23,5.610366735205695e-07,0.34922720850099315,3.6127222987856607e-07,4.385039958639305e-25,9.95878402017679e-20,3.380257704815523e-16,4.816900074373847e-19,2.36417284927793e-14,3.1711356925305687e-13,2.502895584612143e-17,1.3628501220622664e-26,3.30620713301245e-17,4.653095479958105e-09,0.31081815469991286,1.8577254759961313e-15,1.082591267834874e-14,2.2541145006733314e-19,1.0665367826096494e-21,1.4661311371908005e-18,6.258630957322969e-08,6.984120254876725e-24,4.540180390762341e-28,4.888231691299247e-10,2.7582299768610694e-08,-3.8445881799575205e-24,3.9825257530014656e-21,3.2781641254953064e-19,6.816374304271594e-13,4.585864769100845e-20,-1.356702601508714e-25,-3.516488745957979e-34,7.384769754853967e-08
0.0007520287342983974,0.941646038520885,3.76,0.0,4.0877672927829874e-12,0.0011980555660373567,1.0150882654087854,1.7194076261386318e-13,7.992484275167115e-14,6.694507716683176e-12,7.235518136168531e-07,1.816623314455824e-19,0.010968956374788652,0.02823209729333317,0.28540226587194906,6.9328180845861575e-09,0.0006765678080232512,2.4511129690921138e-14,4.011969138210328e-23,1.7897680156557145e-19,3.212035324444364e-23,5.596004933384289e-07,0.34922377422966533,3.59095657121326e-07,4.368135674798852e-25,9.951810356089128e-20,3.388406603204579e-16,4.813191899337897e-19,2.3557671915346726e-14,3.165060679812122e-13,2.4876405720592784e-17,1.3615549801392048e-26,3.285654794127583e-17,4.637612402828105e-09,0.31082159087466005,1.8557360793239103e-15,1.0844090661306178e-14,2.254000460841532e-19,1.0621197533165088e-21,1.4645604477793305e-18,6.237810836719561e-08,8.035879597598218e-26,1.3685500654995384e-29,4.87154239814923e-10,2.7580414525333962e-08,-5.221986332251469e-25,3.9759029594988974e-21,3.274549969303729e-19,6.799680268462832e-13,4.587702711772597e-20,6.121244847399469e-25,6.383236133254477e-35,7.360487909255205e-08
0.0007546041775699306,0.941633281774223,3.76,0.0,4.092845943345408e-12,0.0011900461921563474,1.0151420261673822,1.707732509768301e-13,7.952770462301801e-14,6.687253823234668e-12,7.186065276742264e-07,1.802546834204903e-19,0.010932389207349402,0.028137660849269337,0.2854140126160849,6.935628763913076e-09,0.0006720261784463483,2.4440702348550846e-14,4.007375589915158e-23,1.7928988521990179e-19,3.21442605906226e-23,5.581713615137783e-07,0.349220394421376,3.5693819969710187e-07,4.351324968648447e-25,9.944796137996067e-20,3.3965291584198756e-16,4.809808721484637e-19,2.3474112920210106e-14,3.1589924251216553e-13,2.47252366187506e-17,1.360260145824002e-26,3.265291252938246e-17,4.622228410223009e-09,0.31082497257635355,1.853722712034761e-15,1.0862186946793403e-14,2.2539005648292595e-19,1.0577442981015834e-21,1.4629929041619444e-18,6.217123919929828e-08,-3.2937868831940735e-24,-2.168965633560435e-28,4.854961957440982e-10,2.757854379693728e-08,2.0487961081679585e-24,3.969282038229249e-21,3.2709837399005245e-19,6.783063168436088e-13,4.5895323748277715e-20,-1.5105747620335066e-25,1.5308570657191586e-34,7.336358408546287e-08
0.0007571796208414638,0.9416206141012964,3.76,0.0,4.097914493139589e-12,0.001182114804452932,1.0151954058898958,1.696154414855966e-13,7.91330479735008e-14,6.680014940294541e-12,7.137096476052152e-07,1.78861815897102e-19,0.01089605612308704,0.028043835345948856,0.2854257178355202,6.938426285068413e-09,0.0006675290454954372,2.437067245391141e-14,4.002779818538198e-23,1.79601776984763e-19,3.216789430479724e-23,5.567492279693633e-07,0.34921706825830173,3.5479963918704403e-07,4.334608241887147e-25,9.937741284213011e-20,3.4046290842357447e-16,4.803798404108145e-19,2.3391040031541815e-14,3.1529289228903735e-13,2.457543212996295e-17,1.3589660235517612e-26,3.2451142330969313e-17,4.606942577702829e-09,0.3108283006228944,1.8516721990382756e-15,1.0880228982185001e-14,2.2537985220301244e-19,1.0533780861220855e-21,1.461428578338798e-18,6.196568964547527e-08,1.4367908213279764e-24,8.043570943247432e-29,4.83848934109914e-10,2.7576687456924243e-08,-5.573717832569765e-25,3.962685246797535e-21,3.267422236426779e-19,6.76652253054526e-13,4.591366048269623e-20,-6.060846502248149e-25,-5.138053899482561e-34,7.312379870173194e-08
0.000759755064112997,0.9416080345962525,3.76,0.0,4.102972962882775e-12,0.0011742604148678713,1.0152484084991735,1.6846687071022655e-13,7.874092528182745e-14,6.6727909752086596e-12,7.08860560813703e-07,1.774835440523593e-19,0.010859954941497454,0.027950614987033415,0.28543738159639426,6.9412107350122335e-09,0.0006630758405149888,2.4301036675876104e-14,3.998180855997212e-23,1.7991246222423808e-19,3.219128601618232e-23,5.5533404309721e-07,0.349213794936393,3.5267976022977964e-07,4.317985374871029e-25,9.93065482849559e-20,3.4127001626533784e-16,4.80098726275055e-19,2.3308471722380518e-14,3.146877740986222e-13,2.4426976083998107e-17,1.3576725908502572e-26,3.22512149211289e-17,4.591753992096427e-09,0.3108315758184084,1.8496667950662487e-15,1.0898186631983625e-14,2.2537029353384074e-19,1.0490417973266546e-21,1.45986744812492e-18,6.176144743306374e-08,-3.46379541245821e-24,-2.3767868282414345e-28,4.822123533632629e-10,2.75748453799965e-08,2.059953406159835e-24,3.9561046623943936e-21,3.2638915367000186e-19,6.750057868920131e-13,4.5932015329553874e-20,-9.292369334433568e-26,-5.612654157931574e-34,7.288550927820121e-08
0.0007649059506560634,0.9415831365237141,3.76,0.0,4.1130596432664005e-12,0.0011587787542680073,1.0153532978071118,1.6619769562743707e-13,7.796426766125518e-14,6.658388002448859e-12,6.993033595816538e-07,1.7476996029093905e-19,0.010788439696544206,0.02776596687787686,0.2854605850227665,6.946740757787031e-09,0.0006542989843557045,2.4162934242650797e-14,3.9889745309388907e-23,1.8053021741192052e-19,3.223729596660128e-23,5.525243232359385e-07,0.34920740366732167,3.484952005837165e-07,4.285012939780636e-25,9.916361313619677e-20,3.4287718775074775e-16,4.789653443344216e-19,2.3144779733211133e-14,3.1347944863683087e-13,2.4134045821165236e-17,1.355087626932405e-26,3.1856800429391903e-17,4.56166496434516e-09,0.3108379708054097,1.8455811813842317e-15,1.0933893585150575e-14,2.253542058222047e-19,1.0404660981652466e-21,1.4567548173160226e-18,6.135683668620167e-08,-6.245238597881655e-25,2.602101491949765e-29,4.7897083453049e-10,2.7571203520079078e-08,-1.4473636467406135e-24,3.9429751500656795e-21,3.2569384873121774e-19,6.717354448069802e-13,4.596867856890222e-20,2.9768317576818718e-24,2.251207231094896e-33,7.241336445857444e-08
0.0007700568371991298,0.9415585805429403,3.76,0.0,4.1231081966411826e-12,0.0011435936067103936,1.0154567244402892,1.639653584796923e-13,7.719753707507156e-14,6.644044315752557e-12,6.899302038710847e-07,1.7211244391617793e-19,0.010717826549793563,0.02758367157389179,0.28548362348578743,6.952219499809046e-09,0.000645691236106044,2.402636900107224e-14,3.9797503233508705e-23,1.8114285114224105e-19,3.228219680129127e-23,5.497418140722633e-07,0.34920121444691515,3.4438285709461914e-07,4.252402665363551e-25,9.901923023482815e-20,3.4447390125611204e-16,4.779825191904137e-19,2.2983012378792207e-14,3.1227475187737895e-13,2.3846321128058043e-17,1.3525046900105438e-26,3.1469496208376544e-17,4.53195424012189e-09,0.3108441637052015,1.841493377730424e-15,1.0969263656154134e-14,2.2533905366167677e-19,1.0319838083377683e-21,1.4536548782184736e-18,6.095731171331347e-08,-3.277239480969208e-26,5.417622380018993e-29,4.757708512814724e-10,2.7567617238120522e-08,-4.423931401244082e-25,3.929890844311689e-21,3.250069097276057e-19,6.684948988284028e-13,4.6005266371603526e-20,2.514904554856208e-24,1.871645179633057e-33,7.194704347741156e-08
0.0007752077237421961,0.9415343598262004,3.76,0.0,4.133118989235779e-12,0.0011286976019396304,1.0155587179433578,1.6176913795024577e-13,7.644058674828187e-14,6.629760881267722e-12,6.80736514707287e-07,1.6950955450026587e-19,0.010648098985886473,0.02740368523695806,0.2855064976217966,6.957647632767278e-09,0.0006372483572677642,2.3891315550685985e-14,3.9705117215416706e-23,1.8175047818030873e-19,3.2326069278576914e-23,5.469861349231232e-07,0.34919522131333947,3.403411119016793e-07,4.220147880807825e-25,9.887337973319399e-20,3.4606053384471754e-16,4.7680999126597325e-19,2.282312982882992e-14,3.110733959436432e-13,2.3563680903594167e-17,1.3499242340978498e-26,3.1089134474012014e-17,4.502614903270131e-09,0.3108501604802033,1.837381775724074e-15,1.1004346877730995e-14,2.2532673509611183e-19,1.0236135386168492e-21,1.4505678403487e-18,6.056277956232331e-08,3.9370013106168424e-24,2.7996969015126853e-28,4.726116347287124e-10,2.756408557350558e-08,-2.095253538970469e-24,3.916859705778779e-21,3.243318202902111e-19,6.652837682915122e-13,4.6041837188304376e-20,3.653292189022727e-25,1.0854017487506088e-33,7.148644265071343e-08
0.0007803586102852625,0.941510467721517,3.76,0.0,4.143091409641996e-12,0.0011140835941569342,1.0156593070841284,1.5960818228984787e-13,7.569322852593276e-14,6.615537196198139e-12,6.717178552211893e-07,1.669599075030404e-19,0.010579240883926616,0.027225965103426272,0.2855292081093848,6.963025810157393e-09,0.0006289662397173808,2.375774902037791e-14,3.9612623384116465e-23,1.8235331045320091e-19,3.236895230908352e-23,5.442569120492959e-07,0.34918941850203894,3.363683915422942e-07,4.188248957187226e-25,9.872625279957617e-20,3.476364994235766e-16,4.761385069640664e-19,2.2665116838014606e-14,3.098761121080197e-13,2.3286007532456224e-17,1.3473468483249801e-26,3.0715552340213206e-17,4.473640202987286e-09,0.3108559668955443,1.8333061222014537e-15,1.1039126393250273e-14,2.2531511765668724e-19,1.015325156033563e-21,1.4474935910356606e-18,6.01731495027893e-08,-4.459833120141313e-25,-4.7775535471277447e-29,4.694924344652022e-10,2.7560607583796764e-08,3.3181487557574734e-25,3.903891170009984e-21,3.23663986655474e-19,6.621016759063373e-13,4.607840514548096e-20,-3.721499129971279e-25,-9.559115756410241e-34,7.103146068726133e-08
0.0007855094968283289,0.9414868977445054,3.76,0.0,4.1530255217892726e-12,0.0010997446529159602,1.0157585198815726,1.5748200547685934e-13,7.4955409251756e-14,6.601373268425926e-12,6.628699207190141e-07,1.644621012126979e-19,0.010511236504474752,0.027050469446882382,0.2855517556665218,6.96835467508404e-09,0.0006208409005911566,2.3625645087325723e-14,3.952006021887033e-23,1.829514177696377e-19,3.2410842804804397e-23,5.415537784947697e-07,0.3491838004373843,3.3246316535214325e-07,4.156695805178936e-25,9.857774585037003e-20,3.4920293246751466e-16,4.75012397538796e-19,2.250892267601338e-14,3.0868217927861933e-13,2.3013186743450162e-17,1.3447726806096046e-26,3.0348591616823153e-17,4.44502354829395e-09,0.3108615885274157,1.829196123293789e-15,1.1073628442245032e-14,2.2530752844273957e-19,1.0071656786836087e-21,1.4444321289705574e-18,5.978833295162095e-08,3.757983537545194e-26,1.4919045764537129e-30,4.664125179512398e-10,2.7557182344309207e-08,-6.875777525211024e-26,3.890971759569865e-21,3.2301058492864007e-19,6.589482482759615e-13,4.6114942938022404e-20,-2.8541906106315206e-25,1.5821547990690758e-34,7.058199861281694e-08
0.0007906603833713953,0.9414636435830005,3.76,0.0,4.16292205010761e-12,0.0010856740554684064,1.0158563836299959,1.553899486436221e-13,7.422690114256832e-14,6.587268556850661e-12,6.5418853628797e-07,1.6201483388587648e-19,0.010444070478042616,0.026877157546713215,0.28557414104785317,6.97363486050575e-09,0.0006128684778377377,2.3494979946424268e-14,3.942740654717585e-23,1.8354476811992655e-19,3.2451742503673547e-23,5.388763738582781e-07,0.34917836172557953,3.286239440918709e-07,4.125490828867826e-25,9.842803629513868e-20,3.507591145791159e-16,4.741802716825885e-19,2.235452606393616e-14,3.074921391887381e-13,2.2745107511053152e-17,1.3422018027316143e-26,2.998809867051968e-17,4.416758503249412e-09,0.31086703077016475,1.8250855889439845e-15,1.1107830820283347e-14,2.252999237512765e-19,9.990757273975006e-22,1.4413833336933116e-18,5.94082434088073e-08,-7.313714584915396e-26,-8.329418142044108e-30,4.633711699830626e-10,2.7553808947720652e-08,-1.557606117004725e-26,3.878110620717994e-21,3.223626935148422e-19,6.558231192094064e-13,4.6151474348606995e-20,2.2879710206492216e-25,-4.172905680259962e-34,7.01379597046355e-08
0.0007958112699144617,0.9414406990863314,3.76,0.0,4.1727815995565965e-12,0.0010718652799410087,1.0159529249203578,1.5333145870369653e-13,7.350765211941015e-14,6.573223522187485e-12,6.456696510971111e-07,1.5961681221347153e-19,0.010377727795413447,0.02670598965992486,0.28559636504231645,6.978866990444537e-09,0.0006050452259516756,2.3365730339199247e-14,3.933469447859875e-23,1.8413341741809206e-19,3.249167032808752e-23,5.36224344247167e-07,0.3491730971483736,3.248492786709956e-07,4.0946210296290414e-25,9.827706750274241e-20,3.523057097080617e-16,4.730696562917317e-19,2.2201895245065436e-14,3.06305804149949e-13,2.2481661931911683e-17,1.339634333547233e-26,2.963392424753138e-17,4.388838782846257e-09,0.3108722988425825,1.8209643793246447e-15,1.114175464347769e-14,2.25296548375199e-19,9.911181616908895e-22,1.4383473034604408e-18,5.9032796402290885e-08,1.8889182123690258e-27,1.488919712157125e-29,4.603676922277581e-10,2.7550486503790095e-08,7.667244720935787e-26,3.86529817325585e-21,3.217297080159172e-19,6.52725930533564e-13,4.618795752556652e-20,1.6840384822210696e-25,8.723277223821544e-34,6.969924943263989e-08
0.000800962156457528,0.9414180582538249,3.76,0.0,4.1826045183584244e-12,0.0010583119987918857,1.016048169661006,1.513058712977931e-13,7.279745442532054e-14,6.559238064872119e-12,6.373093349789559e-07,1.5726681908520998e-19,0.010312193797820305,0.026536926994422533,0.28561842847068136,6.984051679129205e-09,0.0005973675121634295,2.3237873488110038e-14,3.9241921195606555e-23,1.847174344395167e-19,3.253064626358075e-23,5.335973420791278e-07,0.349168001657067,3.2113775896629333e-07,4.0640912767198513e-25,9.812496559928155e-20,3.538423202172764e-16,4.721373233129268e-19,2.205100307684007e-14,3.0512344244616336e-13,2.222274514737737e-17,1.33707061573327e-26,2.928592336518649e-17,4.361258248899274e-09,0.3108773977938981,1.816839580016237e-15,1.1175395859875379e-14,2.252932526944534e-19,9.832276452408404e-22,1.4353240156218156e-18,5.866190943273841e-08,1.2749895542824002e-25,5.8945216615102855e-30,4.5740140277222e-10,2.754721413908153e-08,-3.8924599533000765e-26,3.852547051008116e-21,3.211021538230074e-19,6.49656328571374e-13,4.6224449716683603e-20,-1.1151473701102279e-25,-8.50527563574841e-35,6.926577540324303e-08
0.0008061130430005944,0.9413957152505883,3.76,0.0,4.1923910352999305e-12,0.001045008071302306,1.0161421431010205,1.493126275705003e-13,7.209620695345689e-14,6.545311918378198e-12,6.291037737424402e-07,1.54963638796361e-19,0.010247454166560024,0.026369931678788327,0.28564033218251234,6.989189530548729e-09,0.0005898318117066544,2.311138711974699e-14,3.914911620059518e-23,1.8529688543090134e-19,3.25686810752959e-23,5.309950260320894e-07,0.34916307036570976,3.1748801242108735e-07,4.0338912388160763e-25,9.797176626712603e-20,3.5536913604221236e-16,4.712949768911597e-19,2.19018232897511e-14,3.039451034774358e-13,2.196825520653952e-17,1.334510790935832e-26,2.8943955114728767e-17,4.334010905668848e-09,0.3108823325105806,1.8127149197624287e-15,1.1208750956171411e-14,2.2529237574862797e-19,9.75442381233666e-22,1.4323134094983672e-18,5.8295501914777125e-08,-3.682190982602045e-25,-3.04946469589506e-29,4.544716356218346e-10,2.7543990996645017e-08,1.422262916880292e-25,3.8398485527186545e-21,3.204854615197108e-19,6.46613965141027e-13,4.62609148905765e-20,-1.219171730784344e-25,-3.1927910601640305e-34,6.883744729580437e-08
