Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230)
0.0023513369726913783,1.06574542860961,3.76,0.0,0.0018289484269196226,7.920153536454548e-07,0.9376411558777957,2.7074154187800484e-09,1.8378178731877383e-08,0.00020239530705373957,4.910534617239518e-10,2.7655961828872216e-15,0.0005057358025455413,0.0036776497605737514,0.8053965702004534,3.9325103247791236e-06,1.413072661710719e-06,1.736990985696188e-10,6.708927077746774e-10,2.5069480792885415e-06,6.009004000497243e-08,2.257975909741398e-07,0.6783369743028582,6.382798153002462e-10,3.133044308610203e-13,4.963814911862729e-08,0.0016010181391308454,1.220007344157572e-07,5.787132311192105e-08,1.2316777640990495e-06,1.0389033960001275e-18,2.297984227558657e-15,1.006997086465652e-18,3.570110700938878e-10,0.19174920569781415,1.0888664612416518e-07,1.0320965474527245e-05,2.0568117328379252e-10,7.981786165883567e-14,7.378866661036461e-11,4.430725037070475e-09,5.11823891056649e-07,4.590046972218418e-11,1.2120498914380924e-11,4.3086307411577704e-08,5.215112954384735e-07,5.964878553278616e-13,2.2918759857779528e-10,2.908686579021244e-08,1.8229815561145174e-07,1.2194304396982155e-06,5.076287976897344e-19,2.1845392278764103e-09,1.6745093508648923e-10,1.3166032070138477e-15,4.1409888955356056e-10,3.7098428100595e-18,4.671155189773558e-12,5.232102597463541e-11,5.4887750248125945e-19,9.883152918354362e-15,6.041767250729935e-15,1.3378276882491308e-11,8.23142588019612e-19,3.5309669700285895e-18,4.366151938801197e-14,1.2436745697979578e-15,3.728938703155335e-16,1.8444589786250712e-16,2.1988455862300067e-16,7.33816715266401e-20,1.3280360601260023e-09,1.1201106709228119e-16
0.0023717702647305695,1.065753440109451,3.76,0.0,0.0018219453539468802,7.905611191643392e-07,0.9376104770467484,2.689245318004354e-09,1.8267069503860447e-08,0.00020147263959002337,4.902119283235167e-10,2.7479130227264405e-15,0.0005053702506622069,0.0036753946725639436,0.8054609159565902,3.9136131926152505e-06,1.4111913989142284e-06,1.728420865685657e-10,6.646713851436756e-10,2.4826591266394206e-06,5.955296608585321e-08,2.2531387543405303e-07,0.6783893494263842,6.373623757570981e-10,3.1022486714940173e-13,4.909217655429177e-08,0.001584281066098972,1.2064207652081109e-07,5.756283245796911e-08,1.2250679845321364e-06,1.0379299212060549e-18,2.2742052912055293e-15,1.0053948823060794e-18,3.567695111733798e-10,0.19173859948196928,1.0783178448766803e-07,1.0228078625415175e-05,2.038280330472315e-10,7.908932128373768e-14,7.345640000044775e-11,4.4277305270397105e-09,5.044813172554116e-07,4.5239796794690447e-11,1.2110945033989551e-11,4.308777877741159e-08,5.140830026073639e-07,5.904628200018715e-13,2.2712363872964948e-10,2.8932229161138096e-08,1.8039526467745047e-07,1.2017965781521425e-06,4.993657692867876e-19,2.182781110913896e-09,1.6744167285362015e-10,1.3166221310366692e-15,4.079218262660582e-10,3.709888532712163e-18,4.601565889916029e-12,5.156442553365272e-11,5.482299595047221e-19,9.742707051142807e-15,6.038224332621178e-15,1.3179325292036356e-11,8.231528719867161e-19,3.528192571301616e-18,4.360058870219441e-14,1.2410964158930052e-15,3.7237338111942026e-16,1.843372969396631e-16,2.197509570499095e-16,7.327935316551509e-20,1.3157880343395233e-09,1.1176408659116816e-16
0.002392203556769761,1.0657614140307374,3.76,0.0,0.0018148899135569717,7.891658932671307e-07,0.9375800332814505,2.6713618719091908e-09,1.8157270995121367e-08,0.00020055072157105093,4.894042400441511e-10,2.730490897038237e-15,0.0005050185542797857,0.003673237205144637,0.8055248821856331,3.894769165475666e-06,1.4093871085816669e-06,1.719885601368248e-10,6.584893451429551e-10,2.4585693077986794e-06,5.901827124512948e-08,2.2483722471397125e-07,0.6784413098925252,6.364801645249173e-10,3.071727972231224e-13,4.8553838968999346e-08,0.0015677341543703016,1.193028814037247e-07,5.725655177371816e-08,1.2185050771359614e-06,1.0369791978253723e-18,2.2506947516535604e-15,1.0038291415927243e-18,3.565376231897781e-10,0.19172807553489016,1.0679088864742049e-07,1.013611866309668e-05,2.019934457058527e-10,7.83685218789433e-14,7.312434226892174e-11,4.42485598399772e-09,4.972274814657866e-07,4.458723565328255e-11,1.2101731252322549e-11,4.308923798704129e-08,5.067416209718362e-07,5.845197898645911e-13,2.250803376255401e-10,2.8778693039301512e-08,1.7851388724085807e-07,1.1843832442354468e-06,4.912580352187361e-19,2.1810883099300256e-09,1.6743248246569396e-10,1.3166408503419287e-15,4.018333997764589e-10,3.7099339490727525e-18,4.53297018490411e-12,5.081728707406908e-11,5.476017059070544e-19,9.603950426054304e-15,6.034840055898583e-15,1.2983196599963924e-11,8.23163084966922e-19,3.525516881088337e-18,4.354206437088059e-14,1.2385561102345055e-15,3.718734427322702e-16,1.8423354195695182e-16,2.1962317378054995e-16,7.318107729544833e-20,1.3039784780067569e-09,1.1152069215286855e-16
0.002412636848808952,1.0657693503369514,3.76,0.0,0.0018077839924708885,7.878271356557712e-07,0.937549822542027,2.6537516479386895e-09,1.8048723259118456e-08,0.0001996294934981628,4.886289423212601e-10,2.7133173708892973e-15,0.0005046801461602847,0.0036711732936158844,0.8055884724554861,3.875975706862574e-06,1.4076565147555908e-06,1.7113834656774772e-10,6.523458853339475e-10,2.4346761399128014e-06,5.848594212913979e-08,2.24367325221923e-07,0.6784928609779827,6.356316968555271e-10,3.041477963072873e-13,4.80229483879304e-08,0.0015513745386596274,1.1798266821280543e-07,5.6952378700256836e-08,1.211986931567398e-06,1.0360502075988425e-18,2.2274458902162334e-15,1.0022982189426923e-18,3.5631500699852114e-10,0.19171763253480784,1.057635945821848e-07,1.0045071231372432e-05,2.0017712166055357e-10,7.765532281363119e-14,7.279247225693953e-11,4.422096457017808e-09,4.900617035253777e-07,4.394271648570931e-11,1.2092843761006026e-11,4.309068520750331e-08,4.994866457279723e-07,5.786566569071918e-13,2.2305737247966835e-10,2.862620594476052e-08,1.7665369717131408e-07,1.167188319105358e-06,4.833010502338724e-19,2.1794581365619266e-09,1.6742336276838078e-10,1.3166593663982117e-15,3.9583208983156656e-10,3.709979048882524e-18,4.465351282547235e-12,5.0079519684599474e-11,5.469919104417557e-19,9.466858733344553e-15,6.0316077835755205e-15,1.278984394221507e-11,8.231732247777339e-19,3.5229358929955766e-18,4.348584434603903e-14,1.236051946618462e-15,3.713931836812586e-16,1.841344301617137e-16,2.1950096564111213e-16,7.308667247745106e-20,1.2925840270878402e-09,1.1128072650028138e-16
0.0024330701408481433,1.0657772489937833,3.76,0.0,0.001800629443502605,7.865424259456907e-07,0.9375198428386523,2.6364019644303113e-09,1.7941369731397955e-08,0.00019870890373447172,4.878846496533438e-10,2.6963806983806477e-15,0.0005043544846020176,0.0036691990558828857,0.805651690162904,3.857230492656515e-06,1.4059964958045253e-06,1.7029128569125995e-10,6.462403711006081e-10,2.410977271066567e-06,5.79559692276924e-08,2.23903879766815e-07,0.6785440077971899,6.348155579443595e-10,3.011494613071608e-13,4.749932467109081e-08,0.0015351994256224053,1.1668097580550354e-07,5.665021714538209e-08,1.2055115660815015e-06,1.0351419843714291e-18,2.204452345916748e-15,1.000800554238354e-18,3.561012813923428e-10,0.19170726920275097,1.047495541762117e-07,9.954922415094188e-06,1.9837878027891645e-10,7.694958848176853e-14,7.24607716654243e-11,4.419447217631808e-09,4.829832996772261e-07,4.330616964889481e-11,1.2084269373573577e-11,4.3092120601294665e-08,4.923175587314e-07,5.728714034886105e-13,2.2105443051856825e-10,2.8474719567023275e-08,1.7481437681556489e-07,1.150209702428256e-06,4.754904865996323e-19,2.1778880230012674e-09,1.674143126447278e-10,1.3166776806434915e-15,3.8991642714045555e-10,3.710023822639243e-18,4.398692945705656e-12,4.93510332481176e-11,5.463997820238392e-19,9.33140884446632e-15,6.028521176956305e-15,1.259922197864076e-11,8.231832894048344e-19,3.520445781008855e-18,4.343183139061553e-14,1.2335823082731876e-15,3.7093177357813405e-16,1.840397679164395e-16,2.193841003945153e-16,7.299597535458988e-20,1.281582684266738e-09,1.110440405687395e-16
0.0024535034328873346,1.065785109969592,3.76,0.0,0.0017934280860486638,7.853094575954233e-07,0.93749009222876,2.6193008469940043e-09,1.783515704283571e-08,0.00019778890803701427,4.871700420640283e-10,2.6796697849050985e-15,0.0005040410522242543,0.003667310783799398,0.8057145385438447,3.838531399086168e-06,1.404404076568285e-06,1.6944722917421656e-10,6.401722310415642e-10,2.3874704721228385e-06,5.742834657176494e-08,2.2344660671807552e-07,0.6785947553097504,6.340303993673592e-10,2.98177409500176e-13,4.69827951080664e-08,0.0015192060910114449,1.15397361735763e-07,5.634997694429653e-08,1.1990771205868512e-06,1.0342536113036655e-18,2.181708094880011e-15,9.993346680015854e-19,3.5589608224978505e-10,0.19169698430085672,1.0374843438698647e-07,9.865658720307924e-06,1.965981494895834e-10,7.625118805521268e-14,7.212922488515749e-11,4.416903749271569e-09,4.7599158269438727e-07,4.267752565266709e-11,1.2075995495816822e-11,4.309354432654201e-08,4.852338290995793e-07,5.671620976495085e-13,2.1907120852753402e-10,2.8324188593179055e-08,1.7299561665100954e-07,1.1334453111700696e-06,4.67822221406699e-19,2.176375516336291e-09,1.6740533101368412e-10,1.3166957944881011e-15,3.840849905110639e-10,3.710068261553983e-18,4.3329794610933205e-12,4.863173838975622e-11,5.458245676783115e-19,9.197578728351317e-15,6.0255741815013615e-15,1.2411286807169367e-11,8.231932769919395e-19,3.5180428908972996e-18,4.337993283335555e-14,1.2311456632841132e-15,3.704884210254844e-16,1.839493702667561e-16,2.1927235622166198e-16,7.290883024013848e-20,1.2709537354037922e-09,1.1081049308470609e-16
0.002494370016965717,1.0658007187647338,3.76,0.0,0.0017788920589287241,7.829900558639103e-07,0.9374312707408066,2.5857997129182544e-09,1.7625955661529894e-08,0.00019595055631929095,4.858249110270456e-10,2.6468839063970555e-15,0.0005034489206055814,0.003663778127597562,0.80583913952085,3.8012640156130646e-06,1.4014108268315146e-06,1.677675912613866e-10,6.281460784117393e-10,2.3410247374018345e-06,5.638014418745533e-08,2.2254952457347287e-07,0.6786950715187752,6.32547942305694e-10,2.9231071934002333e-13,4.5970362500418645e-08,0.0014877541904248712,1.1288268669065272e-07,5.575492772757187e-08,1.186324119604833e-06,1.0325329797497383e-18,2.13694494864282e-15,9.96492691084306e-19,3.555098877561345e-10,0.19167664503256648,1.0178369526642585e-07,9.689734718538767e-06,1.9308897202359008e-10,7.487588815138588e-14,7.146654285620117e-11,4.412117062528682e-09,4.622654441529217e-07,4.14436689281727e-11,1.2060301695405465e-11,4.309635738293137e-08,4.7132025853353435e-07,5.559640032742133e-13,2.1516275694840238e-10,2.8025825653572335e-08,1.6941857760908383e-07,1.1005509534613117e-06,4.528970476234491e-19,2.173514056290157e-09,1.6738756907679937e-10,1.3167314264938392e-15,3.7266933522625923e-10,3.710156103043079e-18,4.204326641096123e-12,4.7220369369909185e-11,5.447220487853941e-19,8.934694712103507e-15,6.020076151389641e-15,1.2043307945350177e-11,8.232130143577485e-19,3.513484972383094e-18,4.3282129741962356e-14,1.2263656252603005e-15,3.696529067033178e-16,1.8378067005029455e-16,2.1906339314606454e-16,7.274460943096711e-20,1.2507361438074602e-09,1.1035228504039348e-16
0.0025352366010440996,1.0658161765228407,3.76,0.0,0.0017641898159026892,7.808525450584483e-07,0.9373733433871383,2.553165101348983e-09,1.7420749548096584e-08,0.0001941142158642649,4.845841776168776e-10,2.6148826806981055e-15,0.0005029000563389678,0.0036605488373598095,0.8059622984155055,3.7641601515609136e-06,1.3986556215468823e-06,1.6609845831292938e-10,6.162639575808924e-10,2.29532327315715e-06,5.534134748340161e-08,2.2167410754566082e-07,0.6787938464438782,6.311747424111925e-10,2.865450258181346e-13,4.498440323546841e-08,0.0014569983259239679,1.1043544191224745e-07,5.516661635444839e-08,1.1737152370879622e-06,1.0308818676231924e-18,2.093114277754639e-15,9.937619043638124e-19,3.551538226021584e-10,0.1916566055898554,9.986698521805377e-08,9.517199003815672e-06,1.8964756972636976e-10,7.352846341936041e-14,7.080434913282715e-11,4.4077041344591925e-09,4.488777267453606e-07,4.0240593023937665e-11,1.2045672418167291e-11,4.3099125560078756e-08,4.5774145572135454e-07,5.45048467003231e-13,2.1132976733854598e-10,2.7730808529813375e-08,1.659202544196694e-07,1.0684888898036946e-06,4.384961966110069e-19,2.170856233562352e-09,1.6737006897552323e-10,1.3167662732451395e-15,3.6157461617214497e-10,3.710242515832611e-18,4.079276501478928e-12,4.584471084541361e-11,5.436790207210859e-19,8.678049434014974e-15,6.015070447859569e-15,1.168558190149687e-11,8.2323242484099e-19,3.509236039780003e-18,4.319177652280169e-14,1.2217011142605043e-15,3.688810168076295e-16,1.836270084968516e-16,2.1887249215857076e-16,7.259290369039352e-20,1.2317883625917034e-09,1.0990511325829897e-16
0.002576103185122482,1.0658314830908242,3.76,0.0,0.0017493347568939617,7.788820224151263e-07,0.9373162960790261,2.521322816765298e-09,1.7219209863505664e-08,0.00019227975598735286,4.834393216738667e-10,2.583597363726491e-15,0.0005023910849882009,0.0036575987198623544,0.8060840362604382,3.72720892770765e-06,1.396119222397651e-06,1.644390057110503e-10,6.045231508405585e-10,2.2503519228311485e-06,5.431200875887967e-08,2.2081858602907474e-07,0.6788911148654262,6.299020798898751e-10,2.808778817366174e-13,4.402376618378659e-08,0.0014269189317004474,1.0805266881463703e-07,5.458450385218879e-08,1.1612393368037552e-06,1.0292944636602694e-18,2.050178147901814e-15,9.911329575275071e-19,3.5482551117296874e-10,0.1916368573937061,9.799610699588945e-08,9.347956971422091e-06,1.8627203713945324e-10,7.220801681899319e-14,7.014260008824619e-11,4.403635497020269e-09,4.358228241900188e-07,3.906774649682602e-11,1.20320255251838e-11,4.310184998103498e-08,4.444927767782263e-07,5.3440269055545e-13,2.0757011663430996e-10,2.7438866900037836e-08,1.6249843203048105e-07,1.0372429826883075e-06,4.2459291117270417e-19,2.168386043257292e-09,1.6735282321765247e-10,1.316800345287382e-15,3.507909368325387e-10,3.710327451457962e-18,3.9577193789819524e-12,4.4504070418778013e-11,5.426906454368571e-19,8.427498550934175e-15,6.0105175739371134e-15,1.1337801493099384e-11,8.232514983880212e-19,3.5052722587892635e-18,4.310827401522499e-14,1.217142511946225e-15,3.6816763459455923e-16,1.8348717912871071e-16,2.1869820640672523e-16,7.245270642815501e-20,1.2139834877058551e-09,1.0946808956419356e-16
0.0026169697692008647,1.0658466383598069,3.76,0.0,0.0017343397911981835,7.770649245816046e-07,0.9372601152661054,2.4902066169461134e-09,1.7021044071225278e-08,0.00019044712629472064,4.823825913287043e-10,2.5529666236336026e-15,0.0005019189232600751,0.0036549056669511366,0.8062043723341743,3.690401697341747e-06,1.3937841115181783e-06,1.627885416979176e-10,5.929215811535306e-10,2.206097841969248e-06,5.3292212858218586e-08,2.19981371773101e-07,0.6789869096843401,6.287220143481217e-10,2.7530706178366516e-13,4.3087386753933125e-08,0.0013974973183302757,1.0573162728225064e-07,5.4008118746114835e-08,1.148886669485466e-06,1.0277655250753297e-18,2.00810237314604e-15,9.885974253316945e-19,3.545227825614206e-10,0.19161739238397013,9.616903833040352e-08,9.18191915556256e-06,1.8296057311203057e-10,7.091370808841982e-14,6.948128132660088e-11,4.399884221095425e-09,4.2309509090550014e-07,3.7924579617272155e-11,1.2019285963469277e-11,4.310453171264397e-08,4.3156943022114457e-07,5.240148723177278e-13,2.038817981912774e-10,2.714976454703015e-08,1.591509976052471e-07,1.00679729220067e-06,4.111627130263748e-19,2.1660888606781613e-09,1.6733582476413175e-10,1.3168336529438278e-15,3.403089451552857e-10,3.710410869533634e-18,3.839551540474266e-12,4.319776417054132e-11,5.417525310753689e-19,8.18290866974515e-15,6.006381439190641e-15,1.0999675812116052e-11,8.232702267020676e-19,3.501571850666873e-18,4.303107666599057e-14,1.2126811894628887e-15,3.6750810111509963e-16,1.8336007955738193e-16,2.1853921389934504e-16,7.23231011120036e-20,1.1972087398621973e-09,1.0904041655349491e-16
0.0026578363532792472,1.065861642271754,3.76,0.0,0.0017192173510042399,7.753888993981496e-07,0.9372047878799403,2.4597573637711714e-09,1.6825992136624752e-08,0.00018861634656705577,4.814069288430569e-10,2.522935773540261e-15,0.0005014807524799373,0.0036524494662539815,0.8063233243770372,3.6537317862788095e-06,1.391634326574958e-06,1.6114649256073103e-10,5.814577188437137e-10,2.1625493265426674e-06,5.2282071036743545e-08,2.1916103996354473e-07,0.67908126208341,6.276273100218143e-10,2.698305354630265e-13,4.217427858730726e-08,0.0013687156105856044,1.0346977496444266e-07,5.343704992932899e-08,1.1366487265481817e-06,1.0262903203804345e-18,1.966856095194437e-15,9.861477135787953e-19,3.5424365196745967e-10,0.19159820298076669,9.438391486244356e-08,9.01900079841389e-06,1.7971147201674913e-10,6.964474858631801e-14,6.882040400449637e-11,4.396425685824444e-09,4.106888485827201e-07,3.681054440194757e-11,1.2007385119674257e-11,4.310717176951865e-08,4.189664941405044e-07,5.138741110979678e-13,2.0026291196753985e-10,2.686329574841748e-08,1.5587593299614108e-07,9.771360602905694e-07,3.981831567579882e-19,2.163951316732667e-09,1.6731906699534094e-10,1.3168662063676751e-15,3.301197784258561e-10,3.710492736894413e-18,3.724674583853211e-12,4.192511598434112e-11,5.408606889827099e-19,7.94415575369611e-15,6.002629050537292e-15,1.0670928581761647e-11,8.2328860304950095e-19,3.498114904811852e-18,4.295968738583219e-14,1.2083094097589206e-15,3.6689817129239155e-16,1.8324470203416616e-16,2.1839430616717458e-16,7.220325262784939e-20,1.1813638339955576e-09,1.086213786175615e-16
0.0026987029373576298,1.065876494815152,3.76,0.0,0.0017039794048360818,7.738426898433749e-07,0.9371503012837166,2.429922235224297e-09,1.663382297198817e-08,0.00018678749734237776,4.805059035205987e-10,2.4934560478812036e-15,0.0005010739944314581,0.0036502116289405502,0.8064409087848204,3.617194254166659e-06,1.3896553112262707e-06,1.5951238874189967e-10,5.701304916344386e-10,2.1196956571700288e-06,5.128171517130433e-08,2.1835631268979676e-07,0.6791742016740755,6.266113679091946e-10,2.6444644234513684e-13,4.128352579589536e-08,0.0013405566906420528,1.0126474790492794e-07,5.287093997260279e-08,1.1245181031998965e-06,1.0248645767578143e-18,1.9264113895970627e-15,9.837769723087171e-19,3.539863037610051e-10,0.19157928204885288,9.263901426450193e-08,8.859121458517464e-06,1.7652311576145038e-10,6.840039655691565e-14,6.816000140912385e-11,4.393237368568225e-09,3.9859839226858385e-07,3.572509463819417e-11,1.1996260231024878e-11,4.310977111754039e-08,4.066789324069941e-07,5.039703162051483e-13,1.967116555966875e-10,2.6579281882559907e-08,1.526713078657918e-07,9.482436980889832e-07,3.8563359677435613e-19,2.1619611842124344e-09,1.6730254367997747e-10,1.316898015586706e-15,3.2021501074775515e-10,3.7105730268274016e-18,3.612994866209738e-12,4.0685457002735e-11,5.400114941476073e-19,7.711123587005666e-15,5.999230230949152e-15,1.0351296589352477e-11,8.233066220864065e-19,3.494883207947242e-18,4.2893652883663047e-14,1.2040202375171074e-15,3.6633397407568833e-16,1.8314012485308585e-16,2.1826237794594545e-16,7.209239944109054e-20,1.1663595312398317e-09,1.0821033365906402e-16
0.0027395695214360123,1.0658911960281312,3.76,0.0,0.001688637470527076,7.724160293809365e-07,0.9370966432275953,2.4006540525493893e-09,1.644433138156435e-08,0.00018496071153891605,4.79673651416154e-10,2.4644839851751092e-15,0.0005006962894317649,0.0036481752331260836,0.8065571407820729,3.5807856799694325e-06,1.387833781151118e-06,1.578858527025365e-10,5.589392112114422e-10,2.077526961637198e-06,5.0291292914188125e-08,2.175660442531384e-07,0.6792657566295753,6.256681650453599e-10,2.591530704725585e-13,4.041427629482764e-08,0.0013130041463143645,9.911434393119231e-08,5.230947930195614e-08,1.1124883787624863e-06,1.0234844340515242e-18,1.8867429304201815e-15,9.814790204310057e-19,3.5374907609984887e-10,0.19156062286480752,9.093274252396746e-08,8.702204656768143e-06,1.7339396657940252e-10,6.717995295894528e-14,6.750012590938357e-11,4.390298654145738e-09,3.8681799725619375e-07,3.466768605809167e-11,1.1985853851373772e-11,4.3112330677274166e-08,3.9470161017785873e-07,4.942941301721159e-13,1.9322631633253489e-10,2.6297568483349067e-08,1.4953527344737126e-07,9.201047768629558e-07,3.7349499540989747e-19,2.1601072743630617e-09,1.6728624894639614e-10,1.316929090540295e-15,3.1058661031674664e-10,3.710651718386742e-18,3.50442304016401e-12,3.9478125239098345e-11,5.392016502602269e-19,7.483702579353367e-15,5.996157363621626e-15,1.0040528414289839e-11,8.233242797068197e-19,3.4918600892662476e-18,4.283255948964688e-14,1.1998074590011837e-15,3.658119767717419e-16,1.8304550453248808e-16,2.1814241779631735e-16,7.198984658052978e-20,1.1521163581261986e-09,1.0780670573903443e-16
0.002780436105514395,1.0659057459975374,3.76,0.0,0.0016732026278696327,7.710995483697727e-07,0.9370438018095388,2.3719106690312998e-09,1.6257335275144212e-08,0.00018313616696674707,4.789048214390673e-10,2.435980862318141e-15,0.0005003454765593558,0.003646324782710698,0.8066720345754415,3.5445039708046223e-06,1.3861576038552335e-06,1.5626658791581973e-10,5.478835037975177e-10,2.0360340927862567e-06,4.9310963271334334e-08,2.1678920788922464e-07,0.6793559538048466,6.247921999812665e-10,2.5394883703369983e-13,3.9565735720986825e-08,0.0012860422241793238,9.701650746497488e-08,5.1752400904107994e-08,1.1005540082772465e-06,1.022146403109095e-18,1.847827684139477e-15,9.792482773430708e-19,3.535304470587794e-10,0.19154221908697888,8.926362148213966e-08,8.548177558045625e-06,1.7032256054268447e-10,6.598275769266048e-14,6.684084623316916e-11,4.387590662814791e-09,3.753419252428248e-07,3.363777648785861e-11,1.1976113369510889e-11,4.3114851327012906e-08,3.830293082194136e-07,4.848368582182264e-13,1.8980526380202179e-10,2.601802255379172e-08,1.4646605689771805e-07,8.927040214300648e-07,3.617497465694943e-19,2.158379343519001e-09,1.6727017725636287e-10,1.3169594411098694e-15,3.0122689994534207e-10,3.7107287957881e-18,3.3988736244082614e-12,3.8302465295067584e-11,5.3842815802796945e-19,7.261788626093275e-15,5.993385161376423e-15,9.738383254862931e-12,8.233415729086088e-19,3.489030280730193e-18,4.277602940701699e-14,1.1956655096872975e-15,3.653289530349919e-16,1.829600687677666e-16,2.180334996493426e-16,7.189495934108147e-20,1.1385634857099943e-09,1.0740997842585007e-16
0.0028213026895927773,1.0659201448588893,3.76,0.0,0.001657685531033458,7.69884690390157e-07,0.9369917654410195,2.343654435697078e-09,1.6072673214271575e-08,0.00018131407957598807,4.781945271990655e-10,2.4079121977169384e-15,0.0005000195758613853,0.003644646080273893,0.8067856034889512,3.5083481902718138e-06,1.3846156912473771e-06,1.546543690546083e-10,5.369632522721591e-10,1.9952085213343835e-06,4.8340892837004515e-08,2.1602488389103022e-07,0.679444818844421,6.23978444084135e-10,2.4883227142760496e-13,3.873716205363662e-08,0.0012596557871114929,9.496931611577289e-08,5.1199475610434096e-08,1.0887102255685958e-06,1.0208473289779241e-18,1.8096446425369636e-15,9.770797027270175e-19,3.5332902214327045e-10,0.19152406472795855,8.763027779258635e-08,8.396970684953243e-06,1.6730750173353447e-10,6.480818624654626e-14,6.618224500885054e-11,4.3850960954190805e-09,3.641644310753388e-07,3.263482609572945e-11,1.1966990575853895e-11,4.311733390558046e-08,3.7165673672779236e-07,4.755904059155747e-13,1.8644694349417487e-10,2.5740530180284234e-08,1.4346195619699005e-07,8.660263060916105e-07,3.5038152354020997e-19,2.1567680088917974e-09,1.6725432338101473e-10,1.3169890771432926e-15,2.9212852342708324e-10,3.7108042478733136e-18,3.2962646389812125e-12,3.715782818604203e-11,5.37688287035766e-19,7.045282207551886e-15,5.990890459009251e-15,9.444629927781353e-12,8.233584996759166e-19,3.4863797913910376e-18,4.2723717362916627e-14,1.1915894094462552e-15,3.648819542673543e-16,1.8288311008543645e-16,2.1793477519372896e-16,7.180715765793657e-20,1.1256377498518548e-09,1.0701968885225417e-16
0.00286216927367116,1.0659343927960219,3.76,0.0,0.0016420964206851447,7.687636369276927e-07,0.9369405228168742,2.315851722749712e-09,1.5890202211621425e-08,0.00017949469744715408,4.775383037383414e-10,2.3802473064191403e-15,0.000499716772244063,0.0036431261119391424,0.8068978600839561,3.472318404063971e-06,1.383197903083878e-06,1.5304903320780083e-10,5.261785437339831e-10,1.9550422409630848e-06,4.738125249250524e-08,2.1527224891346775e-07,0.6795323762800538,6.232222977559583e-10,2.438020002337389e-13,3.7927860813060966e-08,0.0012338302755792875,9.2970968680678e-08,5.0650507874671334e-08,1.0769529566289972e-06,1.019584357824587e-18,1.7721745843144644e-15,9.749687424764399e-19,3.531435229811371e-10,0.19150615412923858,8.603143305261576e-08,8.248517658395366e-06,1.6434745696394178e-10,6.365564667494971e-14,6.552441657758047e-11,4.382799093143065e-09,3.5327976936187424e-07,3.165829766853985e-11,1.1958441270191514e-11,4.311977921495444e-08,3.605785484606426e-07,4.665472234363535e-13,1.8314987086183343e-10,2.5464994392562867e-08,1.4052133551022392e-07,8.400566528252497e-07,3.3937514472718045e-19,2.155264672227912e-09,1.672386823787267e-10,1.3170180084742419e-15,2.8328441609059276e-10,3.710878067632752e-18,3.1965172856428824e-12,3.6043571263635695e-11,5.369795503626965e-19,6.834087572077114e-15,5.9886520251789086e-15,9.159045996797715e-12,8.233750588748803e-19,3.4838957936150815e-18,4.2675307598306297e-14,1.1875747042114071e-15,3.6446828391227687e-16,1.8281398009446671e-16,2.1784546698049862e-16,7.172591104957796e-20,1.113282787834121e-09,1.0663542236045222e-16
