Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230)
2.0944630276556977e-05,0.9577773425719256,3.76,0.0,0.6739249407966416,0.9174148062225503,0.08942254165515276,3.1267227758949827e-09,4.81470145198416e-07,0.06280187867438275,0.0015034635426574884,1.105614522892751e-06,0.0015131338099295868,0.0031549025409375884,0.1258698063796421,0.01261005600816372,0.00042316049545724663,7.421962189250916e-06,7.389469345045683e-05,0.029257531107224358,0.003913607069232884,0.0004655416067324882,0.03358677100722979,4.7447521415211526e-05,3.4173347681209614e-09,6.427851970251305e-05,0.0058717274082486165,7.691516445168079e-06,2.0554997666090915e-05,3.2037005578056854e-05,7.830640769291206e-13,6.659617893630634e-10,2.8840752932852924e-12,1.1661868768152055e-06,0.011959210320235879,1.5678188501683705e-05,7.607440376210784e-05,1.5912051420247752e-09,2.005555298030346e-12,3.251372672908199e-08,3.4000830944135165e-09,0.00018328138518724788,1.5828348471618406e-08,2.6152380881903608e-12,5.6319680771593885e-06,6.373279180548163e-05,5.215814850869873e-12,1.8281755113655902e-09,1.3692378658272622e-05,2.1368499785221664e-05,0.00019416634013132858,1.0417975544028569e-10,8.069256373927699e-11,1.1029284335069222e-11,5.04957166995242e-18,1.0995436894467346e-07,2.3279007735289934e-20,1.3002926485963958e-09,8.326117796106088e-09,1.4207750857815189e-12,3.981275484991075e-08,7.91344007870213e-13,2.056505872250162e-09,4.291485416198386e-20,9.562479723600441e-17,9.68031795176167e-13,1.4124794041008466e-13,8.490128717524492e-15,1.6139963643222642e-13,1.8413971269853355e-17,2.1638399416699287e-15,1.1091470254733972e-07,1.6025573768216454e-14
2.1007123291474016e-05,0.9579390950556352,3.76,0.0,0.6723927667629133,0.9166124479717052,0.09024622261243868,3.219368226644272e-09,4.904953637264269e-07,0.06298476459767761,0.001509584343335557,1.1076798891565268e-06,0.0015246717626416458,0.003187309002938566,0.12714126034586634,0.012636784906646704,0.00042628534005351593,7.4621086107335456e-06,7.438208549886558e-05,0.029490261399881302,0.003928926816254316,0.00047000731242587,0.034010778959892504,4.784489423812516e-05,3.4450424639108393e-09,6.5316134773435e-05,0.005976778077896728,7.86126931673324e-06,2.0773893569584116e-05,3.238785684413643e-05,7.908290900655909e-13,6.704452730881046e-10,2.9126340348438118e-12,1.1776705541246181e-06,0.01210701033362307,1.6067509775252935e-05,7.791237798949705e-05,1.6303279139887006e-09,2.064941413888764e-12,3.29233901785614e-08,3.4388052828560997e-09,0.0001867762245063001,1.6138779388568158e-08,2.6669491888106576e-12,5.67454274165978e-06,6.526746647770978e-05,5.374518539587157e-12,1.873844014652241e-09,1.383817846895054e-05,2.1571657837103605e-05,0.00019946715134046332,1.0691224306303884e-10,8.24083441820743e-11,1.1168213191885251e-11,5.181585652952659e-18,1.1320117261551614e-07,2.4055681283030436e-20,1.3361528835600995e-09,8.553441426269561e-09,1.4348360328534738e-12,4.023959637635079e-08,8.049464804769054e-13,2.123163877267682e-09,4.469150463497846e-20,9.721241656133032e-17,9.860559249477782e-13,1.443789140230908e-13,8.646407905258523e-15,1.6264561089885118e-13,1.9025429743968042e-17,2.1823355616714116e-15,1.1478444908770075e-07,1.6376482728400098e-14
2.1069616306391054e-05,0.9581021955308975,3.76,0.0,0.6708520851942211,0.9158034804382912,0.09107632133610523,3.314770315625087e-09,4.996916092908108e-07,0.0631669652380782,0.0015156861997148194,1.109717331348459e-06,0.0015362854883155775,0.0032200247330147857,0.1284226749207837,0.01266303218834079,0.0004294264178853551,7.502184223400936e-06,7.486961316719367e-05,0.02972318680139938,0.003944110838952423,0.0004744938452835557,0.034439005161724226,4.824393798413062e-05,3.4727905279866945e-09,6.636658904565288e-05,0.006083379013234269,8.034143249518767e-06,2.0994548630960326e-05,3.274192955147512e-05,7.986485419720602e-13,6.749290705433313e-10,2.9413923320457007e-12,1.1892323043389043e-06,0.012256278986714777,1.646517731191275e-05,7.978887564705922e-05,1.6702954526311882e-09,2.125970396173827e-12,3.33360521627772e-08,3.4778203385783546e-09,0.00019032055140512927,1.6453962459851577e-08,2.719576635965619e-12,5.717240414831059e-06,6.683179364677281e-05,5.537741077583599e-12,1.9205247407188397e-09,1.398517969697285e-05,2.1775897191029106e-05,0.00020489292527955228,1.0970479901669864e-10,8.415620375275697e-11,1.1308552144015712e-11,5.316772257098482e-18,1.1653337849983492e-07,2.4858374562378072e-20,1.37290981678996e-09,8.786124569954884e-09,1.44899509419628e-12,4.0667907966477064e-08,8.187493517174503e-13,2.1917575287705195e-09,4.653791188026076e-20,9.882016466300528e-17,1.0043785365945676e-12,1.4756738084427273e-13,8.805250672789823e-15,1.6389268781590566e-13,1.965703476451329e-17,2.2008668211449444e-15,1.1877823000848181e-07,1.673378723587569e-14
2.1132109321308093e-05,0.9582666510845238,3.76,0.0,0.6693028843937159,0.9149878624821086,0.09191287721525024,3.4130110253124835e-09,5.090620141364067e-07,0.06334847210389111,0.0015217681796535613,1.1117266103680308e-06,0.0015479755112748075,0.0032530528022057426,0.1297140866108318,0.01268879379233633,0.00043258376103709543,7.542183140647114e-06,7.535723697746299e-05,0.02995628086673108,0.0039591570617924995,0.0004790009732046319,0.03487147692384611,4.8644609240623917e-05,3.500576263978735e-09,6.742996572613046e-05,0.006191546719859346,8.2101810913931e-06,2.121697205918893e-05,3.3099250498857744e-05,8.065225937485017e-13,6.794127701929346e-10,2.970350756842163e-12,1.2008723030237627e-06,0.012407026523145799,1.6871333324236713e-05,8.170453101513407e-05,1.711122575067624e-09,2.1886839172366742e-12,3.3751696952023256e-08,3.5171289099049244e-09,0.00019391469715284376,1.677394431633022e-08,2.7731347809944723e-12,5.760059153921576e-06,6.842614458669297e-05,5.705600471694081e-12,1.9682363715080383e-09,1.4133389206341333e-05,2.1981214729790852e-05,0.00021044602115071493,1.1255839518551934e-10,8.593665044208214e-11,1.1450310992431585e-11,5.455200862466636e-18,1.1995290828958294e-07,2.5687956172175395e-20,1.4105830204890384e-09,9.024268421849972e-09,1.4632525496261955e-12,4.1097637123215946e-08,8.327550058099215e-13,2.262335265472799e-09,4.8456641190608067e-20,1.0044815072978099e-16,1.023003815041067e-12,1.50814096976236e-13,8.966692696215442e-15,1.6514073702463935e-13,2.0309439823310777e-17,2.2194317354428404e-15,1.228996166178194e-07,1.709757205076813e-14
2.119460233622513e-05,0.9584324687740974,3.76,0.0,0.6677451530677385,0.9141655528574563,0.09275592978109512,3.514174808559545e-09,5.186097691003079e-07,0.06352927674118934,0.0015278293460764599,1.1137074885093068e-06,0.001559742364919479,0.003286396325631337,0.1310155314348201,0.012714065690443513,0.00043575740227253196,7.582099424428527e-06,7.584491723735558e-05,0.03018951680748539,0.003974063417384788,0.00048352845871470554,0.035308221539098426,4.9046863431606883e-05,3.5283969447395993e-09,6.850634715709601e-05,0.00630129776077081,8.389425989059735e-06,2.1441173172111376e-05,3.3459846862746486e-05,8.144514043460358e-13,6.838959551821773e-10,2.999509871816988e-12,1.212590720577971e-06,0.0125592632141726,1.728612148622714e-05,8.365998376833686e-05,1.7528242691659777e-09,2.2531247526163144e-12,3.417030690779914e-08,3.556731627193635e-09,0.00019755898719514393,1.7098771655279117e-08,2.8276381828227824e-12,5.80299699831803e-06,7.005089000593998e-05,5.8782177076285006e-12,2.016997840473364e-09,1.4282813931931102e-05,2.2187607257806204e-05,0.00021612882625538022,1.1547400879898609e-10,8.775019876449045e-11,1.1593499561776882e-11,5.5969425616584206e-18,1.2346171780819578e-07,2.6545326289858985e-20,1.4491924878142742e-09,9.267975389111126e-09,1.4776086739942397e-12,4.152873002590042e-08,8.469658683030557e-13,2.3349466387756867e-09,5.045035064771075e-20,1.0209648236004546e-16,1.0419359919252818e-12,1.5411982398235914e-13,9.13077018557274e-15,1.663896425607116e-13,2.0983310598115657e-17,2.2380282936342855e-15,1.2715226899264505e-07,1.7467922626731314e-14
2.125709535114217e-05,0.9585996556269432,3.76,0.0,0.6661788803272065,0.9133365102128694,0.09360551870806869,3.6183486741254083e-09,5.283381252264339e-07,0.06370937073500672,0.0015338687571223573,1.115659729497712e-06,0.0015715865919620877,0.0033200584634246804,0.13232704491483646,0.012738843888319938,0.0004389473750814189,7.621927086044912e-06,7.633261404594753e-05,0.030422867493657326,0.003988827846889309,0.00048807605897856015,0.03574926627962685,4.945065481257658e-05,3.5562498038392016e-09,6.959581478827697e-05,0.006412648754358381,8.57192138644657e-06,2.166716140148527e-05,3.382374621050207e-05,8.224351356686745e-13,6.883782088715651e-10,3.0288702823035827e-12,1.2243877383576987e-06,0.012712999358785004,1.7709686924209025e-05,8.565587886585229e-05,1.795415668897923e-09,2.3193363308018416e-12,3.45918640360437e-08,3.5966291447324104e-09,0.00020125374093954887,1.7428491121128305e-08,2.8831015929400274e-12,5.846051969789988e-06,7.170639989294536e-05,6.0557163613096e-12,2.066828298887779e-09,1.443346088236793e-05,2.2395071502911032e-05,0.00022194375588571578,1.18452628006738e-10,8.959736983430267e-11,1.1738127669327428e-11,5.742069789796337e-18,1.270617973901466e-07,2.743140528340097e-20,1.4887582568707956e-09,9.517349078232248e-09,1.4920637618498606e-12,4.196113174786804e-08,8.613843672939436e-13,2.4096420773945135e-09,5.2521768452790113e-20,1.0376524066935612e-16,1.0611793464579898e-12,1.5748531923703873e-13,9.297519480405193e-15,1.6763925722449632e-13,2.1679355740535604e-17,2.2566544552919745e-15,1.3153993773386364e-07,1.784492373842981e-14
2.131958836605921e-05,0.9587682186391886,3.76,0.0,0.6646040556889233,0.9125006930907799,0.09446168381495039,3.725622272250485e-09,5.382503948972035e-07,0.06388874571048729,0.0015398854662952903,1.1175830985271139e-06,0.0015835087446677148,0.0033540424217289853,0.13364866206716491,0.012763124426604777,0.0004421537137269028,7.6616600856364e-06,7.682028730080153e-05,0.030656305455467336,0.0040034483004162385,0.0004926435258149085,0.036194638394494716,4.985593646589421e-05,3.5841320446547923e-09,7.069844914933795e-05,0.006525616372356696,8.757711022818613e-06,2.189494629879155e-05,3.41909765057487e-05,8.304739529515094e-13,6.928591118006193e-10,3.058432576698046e-12,1.2362635362097148e-06,0.012868245283876593,1.8142176207006624e-05,8.769286643567707e-05,1.8389120732235054e-09,2.3873631591723177e-12,3.5016350534612746e-08,3.6368221372467933e-09,0.0002049992715375898,1.776314940854581e-08,2.9395399837953127e-12,5.889222072787159e-06,7.339304335794518e-05,6.238222748918346e-12,2.1177471436584e-09,1.4585337143036262e-05,2.26036041182384e-05,0.00022789325320192528,1.2149524131971527e-10,9.14786914560771e-11,1.1884205157630175e-11,5.890656066407255e-18,1.3075517226155369e-07,2.834714754868296e-20,1.5293009079702613e-09,9.772494285296565e-09,1.5066181011318004e-12,4.239478671787316e-08,8.760129550670109e-13,2.4864729507469926e-09,5.46737261205313e-20,1.0545452385646197e-16,1.0807382056830627e-12,1.6091134552123917e-13,9.466977424974159e-15,1.6888944648441821e-13,2.239829531863306e-17,2.2753081505436346e-15,1.3606646574334866e-07,1.8228661126948498e-14
2.1382081380976247e-05,0.9589381647747832,3.76,0.0,0.6630206690768012,0.9116580599271038,0.09532446506607326,3.836087969580541e-09,5.483499530488556e-07,0.06406739333399458,0.001545878522618448,1.1194773622969584e-06,0.001595509385099344,0.003388351453693165,0.13498041739321784,0.012786903382054248,0.0004453764532937675,7.701292334889007e-06,7.730789670719185e-05,0.030889802885310645,0.0040179227374215155,0.0004972306057136565,0.03664436510732396,5.026266029665451e-05,3.612040842843185e-09,7.181432982250088e-05,0.00664021733776368,8.946838930488335e-06,2.212453754058113e-05,3.4561566119772036e-05,8.385680187407419e-13,6.973382381887217e-10,3.088197322479252e-12,1.2482182855590904e-06,0.013025011344428175,1.8583737335388785e-05,8.977160165276361e-05,1.8833289542209546e-09,2.457251015979769e-12,3.544374647935268e-08,3.6773112579046186e-09,0.0002087958856647385,1.8102793288329714e-08,2.996968551216425e-12,5.9325052956577336e-06,7.511118847208774e-05,6.4258664093174496e-12,2.169774031594098e-09,1.4738449879061526e-05,2.281320168419119e-05,0.00023397978909518068,1.246028402685859e-10,9.339469819754917e-11,1.203174189995867e-11,6.042776774383528e-18,1.3454390292195487e-07,2.9293544791854324e-20,1.570841549013453e-09,1.0033517004015661e-08,1.521271969420916e-12,4.282963807244918e-08,8.908541351277264e-13,2.5654918271539884e-09,5.690916245585576e-20,1.0716443447180864e-16,1.1006169448658544e-12,1.6439867287751203e-13,9.63918150794068e-15,1.701401012837047e-13,2.3140855766734795e-17,2.293987284661679e-15,1.4073579002270456e-07,1.8619221520451186e-14
2.1444574395893286e-05,0.9591095009644369,3.76,0.0,0.6614287108230092,0.9108085690507647,0.09619390257258906,3.94984093754307e-09,5.586402389205059e-07,0.06424530531416976,0.0015518469707909701,1.1213422890466937e-06,0.0016075890853673052,0.0034229888604517503,0.13632234487048484,0.012810176868682997,0.00044861562973766254,7.740817698814882e-06,7.779540178532488e-05,0.031123331639820104,0.0040322491270974835,0.0005018370398551446,0.0370984736139594,5.0670777029069866e-05,3.6399733340272462e-09,7.294353541467108e-05,0.006756468422723299,9.139349432571723e-06,2.2355944933678124e-05,3.493554384799505e-05,8.467174983367338e-13,7.018151630722296e-10,3.1181651435155945e-12,1.2602521714378367e-06,0.013183307923681893,1.903451973079444e-05,9.18927446110788e-05,1.928681923000052e-09,2.529046315804233e-12,3.5874031299316483e-08,3.7180971851408436e-09,0.00021264388329843306,1.8447469439878388e-08,3.0554026921816173e-12,5.975899610921293e-06,7.686120210443129e-05,6.6187796478159495e-12,2.22292883278161e-09,1.4892806338338331e-05,2.3023860710494223e-05,0.00024020586203596424,1.2777642877248273e-10,9.534593146771676e-11,1.2180747755703366e-11,6.198508794609261e-18,1.384300855217323e-07,3.027160887370552e-20,1.6134012386191882e-09,1.0300524411844536e-08,1.5360256699351028e-12,4.326562771362516e-08,9.059104125940951e-13,2.6467522007231784e-09,5.92310883862509e-20,1.0889503827876721e-16,1.1208199885266845e-12,1.6794806474719146e-13,9.81416929415364e-15,1.7139107316585841e-13,2.3907814991876e-17,2.312689734548311e-15,1.455519434937356e-07,1.9016690575785085e-14
2.1507067410810325e-05,0.9592822341046904,3.76,0.0,0.6598281716690386,0.9099521786831302,0.0970700365937967,4.066979252170193e-09,5.691247575452556e-07,0.0644224734029385,0.001557789851347557,1.1231776485892907e-06,0.0016197484278819153,0.003457957992177171,0.1376744779434955,0.012832941038912221,0.00045187127993508164,7.780229995092068e-06,7.828276187673409e-05,0.03135686324204141,0.004046425448758223,0.0005064625641314973,0.03755699108016234,5.108023620336832e-05,3.667926623692833e-09,7.408614352961076e-05,0.006874386446372567,9.335287141018434e-06,2.2589178421160862e-05,3.5312938919013234e-05,8.549225623576601e-13,7.062894599781972e-10,3.1483366519000585e-12,1.2723653804802724e-06,0.013343145433380197,1.9494674223323134e-05,9.405696018927925e-05,1.974986748440793e-09,2.602796545693056e-12,3.630718511646877e-08,3.759180632512343e-09,0.0002165435574930254,1.8797224562174607e-08,3.114858031177338e-12,6.019402975286502e-06,7.864344975516583e-05,6.817097562165464e-12,2.277231657846875e-09,1.5048413854686602e-05,2.323557763832935e-05,0.00024657399790754564,1.310170096929606e-10,9.733293961883846e-11,1.233123260665162e-11,6.357929998724818e-18,1.424158522384171e-07,3.1282387266526795e-20,1.6570015758199422e-09,1.0573624853434065e-08,1.550879502220659e-12,4.3702697009510946e-08,9.21184310062934e-13,2.730308482004453e-09,6.164262529629044e-20,1.1064642000040339e-16,1.1413518107581921e-12,1.7156028842359269e-13,9.991978816444166e-15,1.7264222144399965e-13,2.469996742878908e-17,2.331413347503838e-15,1.5051905684055697e-07,1.942115478977752e-14
2.1569560425727363e-05,0.9594563710569736,3.76,0.0,0.6582190427666952,0.9090888469373731,0.09795290753853415,4.187603981044319e-09,5.798070809465224e-07,0.06459888939647156,0.0015637062008209213,1.1249832123451449e-06,0.0016319880056095554,0.0034932622491548057,0.1390368495147973,0.012855192084718104,0.00045514344173436954,7.81952299611919e-06,7.876993615255466e-05,0.03159036888371796,0.004060449692219235,0.000511106909170155,0.03801994463934,5.1490986173215406e-05,3.6958977936080873e-09,7.524223074063849e-05,0.006993988272653149,9.53469695471708e-06,2.2824248088343953e-05,3.5693781002973846e-05,8.631833783874402e-13,7.107606948615191e-10,3.1787124220496726e-12,1.2845580866303714e-06,0.013504534314032845,1.9964353038964254e-05,9.626491790992214e-05,2.022259375824593e-09,2.678550671448894e-12,3.674318580112395e-08,3.8005622889578674e-09,0.00022049519415240324,1.9152105450476323e-08,3.1753504325039875e-12,6.063013331184715e-06,8.045829538596851e-05,7.020958725933219e-12,2.3327028873894935e-09,1.5205279851050527e-05,2.344834884257305e-05,0.0002530867498243184,1.3432558559104101e-10,9.935627802545645e-11,1.2483206375415859e-11,6.521120277264843e-18,1.4650337165673481e-07,3.2326972039719063e-20,1.7016648392626838e-09,1.0852927849947981e-08,1.5658337477901609e-12,4.414078612109158e-08,9.36678413051443e-13,2.8162163680583984e-09,6.414701989209504e-20,1.1241867848687757e-16,1.1622169354988925e-12,1.7523612111041703e-13,1.0172648896601032e-14,1.7389344629881705e-13,2.5518105036909793e-17,2.3501559475105457e-15,1.5564136037327812e-07,1.9832702089092207e-14
2.1632053440644402e-05,0.9596319186465174,3.76,0.0,0.6566013156790153,0.9082185318177571,0.09884255596663474,4.311819273566219e-09,5.906908498473521e-07,0.06477454513609016,0.0015695950519071264,1.1267587533738913e-06,0.0016443084223332306,0.003528905082821177,0.14040949193595326,0.012876926238783053,0.00045843215400831564,7.858690431628785e-06,7.925688362155445e-05,0.03182381942768712,0.004074319858171266,0.0005157698003592286,0.03848736139030413,5.1902974103681186e-05,3.723883884885525e-09,7.641187256282825e-05,0.007115290808087772,9.737624057480693e-06,2.3061164168281168e-05,3.607810022787474e-05,8.715001160020212e-13,7.152284348130799e-10,3.2092930995099025e-12,1.296830479670442e-06,0.013667485035160281,2.044370978607887e-05,9.851729179228815e-05,2.070515881946659e-09,2.7563582892913998e-12,3.7182010105484234e-08,3.842242866834178e-09,0.0002244990718010467,1.9512158770896974e-08,3.2368959728006113e-12,6.106728607178419e-06,8.230610124865313e-05,7.230504698265754e-12,2.389363110765108e-09,1.5363411842714234e-05,2.3662170634119564e-05,0.0002597466979348442,1.3770317340179891e-10,1.0141650916238784e-10,1.2636678964222345e-11,6.688161233143551e-18,1.5069484914389956e-07,3.3406475452022474e-20,1.747413148844734e-09,1.1138544086044373e-08,1.5808887199959976e-12,4.457983381320707e-08,9.523953102062304e-13,2.904532551208359e-09,6.674759300955893e-20,1.1421186288541066e-16,1.1834199377625874e-12,1.7897633097454642e-13,1.035621838530536e-14,1.7514460050683786e-13,2.636308001717831e-17,2.3689153317718272e-15,1.6092318591319956e-07,2.025141889824498e-14
2.169454645556144e-05,0.9598088836614131,3.76,0.0,0.6549749823811052,0.9073411912188427,0.09973902259044891,4.439732472207448e-09,6.017797755247782e-07,0.06494943250911245,0.0015754554336336927,1.1285040464043817e-06,0.001656710292917409,0.003564889996868765,0.14179243699855737,0.012898139775653197,0.00046173745670750416,7.897725988297495e-06,7.974356313670587e-05,0.03205718541038858,0.004088033958547968,0.0005204509578749291,0.03895926839506331,5.2316145969755955e-05,3.751881907703104e-09,7.759514342488356e-05,0.007238310999521203,9.944113916006538e-06,2.3299937047814137e-05,3.6465927193374566e-05,8.798729524394404e-13,7.196922473054943e-10,3.2400793286943535e-12,1.3091827558138993e-06,0.01383200809560275,2.0932899441126656e-05,0.00010081476019849726,2.1197724905904334e-09,2.8362700121420295e-12,3.7623636051875073e-08,3.884223131662665e-09,0.00022855546135199783,1.9877431166176424e-08,3.299510962381106e-12,6.150546717531607e-06,8.418722770996468e-05,7.445879852139758e-12,2.4472331482758944e-09,1.552281744060002e-05,2.387703926228346e-05,0.0002665564492093699,1.4115078799476786e-10,1.0351420272025988e-10,1.2791660291947071e-11,6.8591353125971545e-18,1.5499252721972783e-07,3.452204568347037e-20,1.7942691225791e-09,1.1430585385113747e-08,1.5960447340791538e-12,4.501977840666772e-08,9.683375969591352e-13,2.9953145953155867e-09,6.944778102466343e-20,1.160260410466868e-16,1.2049654440689464e-12,1.8278168738125997e-13,1.0542726522064949e-14,1.76395534666045e-13,2.7235770138063783e-17,2.387689267539817e-15,1.6636896869946145e-07,2.0677392203882246e-14
2.175703947047848e-05,0.9599872728517237,3.76,0.0,0.6533400352609143,0.9064567829246045,0.10064234827643138,4.5714542175554585e-09,6.13077641193068e-07,0.0651235434496492,0.0015812863715302847,1.1302188678647746e-06,0.001669194243576439,0.0036012205483995667,0.14318571592526533,0.01291882901289589,0.00046505939091397473,7.936623311000794e-06,8.02299334024715e-05,0.03229043704448359,0.004101590016887136,0.0005251500967112915,0.0394356926766583,5.273044655541854e-05,3.7798888535969915e-09,7.879211664178572e-05,0.00736306583182599,1.0154212277930695e-05,2.3540577274097063e-05,3.685729297887906e-05,8.883020619261013e-13,7.241516907917392e-10,3.2710716930706085e-12,1.3216150932344375e-06,0.013998114023875042,2.1432078333596433e-05,0.00010315800567278587,2.1700456062153423e-09,2.9183381830694143e-12,3.8068039429712516e-08,3.9265038229070805e-09,0.0002326646258723846,2.0247969407483123e-08,3.363211967865834e-12,6.1944655640773135e-06,8.610203307325529e-05,7.667232287595848e-12,2.5063341020061285e-09,1.568350435464154e-05,2.4092950917311736e-05,0.00027351863721149027,1.4466943928140152e-10,1.056499356936448e-10,1.2948160331944734e-11,7.03412713138083e-18,1.593986859326789e-07,3.5674884657337125e-20,1.8422562676239761e-09,1.1729164718996115e-08,1.6113020767826645e-12,4.546055716771776e-08,9.845079446214962e-13,3.0886214331643666e-09,7.225116793110189e-20,1.1786131001227647e-16,1.2268581325405326e-12,1.8665297323289701e-13,1.0732213517439467e-14,1.776461603438539e-13,2.813703831227845e-17,2.4064755002820446e-15,1.7198324931703682e-07,2.111071104986195e-14
2.1819532485395518e-05,0.9601670929283813,3.76,0.0,0.6516964671199345,0.9055652646074688,0.10155257404679571,4.707098543041181e-09,6.245883035889151e-07,0.06529686993933845,0.001587086887801973,1.1319029959112637e-06,0.001681760912147221,0.00363790034903005,0.14458935936084646,0.012938990312257138,0.0004683979988965227,7.975376005929741e-06,8.071595298278427e-05,0.032523544221583184,0.004114986068685168,0.00052986692671179,0.03991666121703234,5.31458194532795e-05,3.807901673233494e-09,8.000286438717743e-05,0.007489572325573313,1.0367965169957509e-05,2.3783095560549595e-05,3.7252229157304096e-05,8.967876192348204e-13,7.286063246914585e-10,3.3022708619453527e-12,1.3341276872731637e-06,0.014165813378484876,2.1941404130157723e-05,0.00010554771477410182,2.221351757611022e-09,3.0026157967179464e-12,3.851519422367643e-08,3.969085697258198e-09,0.00023682682034778955,2.0623820103740266e-08,3.4280157821069183e-12,6.238483036936389e-06,8.805087339894927e-05,7.89471336722405e-12,2.56668727943201e-09,1.5845480397196068e-05,2.430990173299146e-05,0.0002806359218538043,1.4826015404410862e-10,1.0782429245622847e-10,1.3106189031494998e-11,7.213223318868168e-18,1.6391564323316083e-07,3.686621501155299e-20,1.891397815905607e-09,1.2034396197987299e-08,1.626661072566789e-12,4.590210577998286e-08,1.0009090332165763e-12,3.1845130915328564e-09,7.516141456019059e-20,1.1971770160443836e-16,1.2491027343354981e-12,1.905909602438642e-13,1.0924719582693171e-14,1.7889633531029354e-13,2.906781561880255e-17,2.425271750872926e-15,1.777706756459825e-07,2.155146254384729e-14
2.1882025500312556e-05,0.9603483505622227,3.76,0.0,0.6500442711738309,0.9046665938272715,0.10246974108123666,4.8467829920081265e-09,6.363156950520676e-07,0.06546940400801515,0.0015928560015051108,1.1335562104545482e-06,0.0016944109483659872,0.0036749330660509967,0.14600339736325513,0.012958620080823867,0.0004717533241673181,8.013977640834315e-06,8.1201580307998e-05,0.03275647651508685,0.004128220161744562,0.0005346011526028891,0.04040220095493844,5.3562207064804566e-05,3.835917284274746e-09,8.122745766503417e-05,0.007617847534668622,1.0585418896044611e-05,2.4027502792943838e-05,3.765076781230309e-05,9.053298094282139e-13,7.330557114006264e-10,3.333677522357926e-12,1.3467207468181214e-06,0.014335116748314546,2.2461035818046334e-05,0.00010798457790168714,2.2737076052276e-09,3.0891567402482416e-12,3.8965076298944274e-08,4.011969585793844e-09,0.00024104229144357166,2.100502978017075e-08,3.493939438122272e-12,6.282597013432753e-06,9.003410232114753e-05,8.12847725743021e-12,2.6283142036098663e-09,1.6008753486507806e-05,2.4527887789332047e-05,0.00028791098913738344,1.5192395682225533e-10,1.1003786489124581e-10,1.3265756344580081e-11,7.396511130749307e-18,1.685457553367031e-07,3.809729360845111e-20,1.941717391885293e-09,1.2346395036649839e-08,1.6421220571763939e-12,4.634435952909669e-08,1.0175435340594022e-12,3.283050402983202e-09,7.818229890868773e-20,1.215952621719191e-16,1.2717040342759075e-12,1.9459641712875796e-13,1.1120285180201038e-14,1.8014589804594406e-13,3.002907339991918e-17,2.4440757096925e-15,1.837360048318798e-07,2.199973385008155e-14
2.1944518515229595e-05,0.9605310523831528,3.76,0.0,0.648383441053011,0.9037607280301242,0.10339389071872028,4.990628744560946e-09,6.482638252879087e-07,0.06564113773432494,0.001598592728725692,1.135178293185751e-06,0.0017071450141483524,0.003712322423658974,0.14742785939471828,0.012977714772186153,0.00047512541153855824,8.052421745532039e-06,8.1686773681562e-05,0.032989203183131796,0.004141290356514201,0.0005393524740297634,0.04089233878389702,5.397955060111444e-05,3.863932591958899e-09,8.2465966282148e-05,0.00774790854395222,1.0806620035607707e-05,2.4273810036318027e-05,3.8052941549056055e-05,9.139288151588907e-13,7.374994027729402e-10,3.365292269331915e-12,1.3593944563235417e-06,0.014506034753067975,2.2991133687625054e-05,0.00011046928911344327,2.3271299953109038e-09,3.178016924990563e-12,3.941765953512657e-08,4.055156295215153e-09,0.00024531127726354,2.1391645135363617e-08,3.561000241385166e-12,6.326805360267513e-06,9.20520708607065e-05,8.368682084151812e-12,2.691236692653566e-09,1.617333165022873e-05,2.4746905115361438e-05,0.00029534655087472164,1.5566186079156873e-10,1.1229125249335765e-10,1.3426872297251348e-11,7.584080118959785e-18,1.732914170931658e-07,3.9369442301421456e-20,1.9932397882362923e-09,1.266527756225536e-08,1.657685324144535e-12,4.678725287705285e-08,1.0344142074189514e-12,3.384295636442617e-09,8.13177738323127e-20,1.2349408935736564e-16,1.2946668706985913e-12,1.9867013080504797e-13,1.1318951963295624e-14,1.8139477309123646e-13,3.102175197115481e-17,2.4628850467054717e-15,1.8988410527733565e-07,2.2455615033579793e-14
