Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812),S(1029),CH2O3(220),CH3OH(25),S(758),S(1428)
0.00869320748076906,0.5995180561771685,3.76,0.0,0.6910630435465072,0.9855857341373416,0.017625142993968317,3.2576198413814926e-21,1.3376232510393481e-15,0.0003192848952177863,0.00013993954990698196,4.022958409272775e-07,1.1921113235329306e-06,1.0763428908927601e-06,0.004669633836461018,0.005919689875207499,2.393979986819644e-07,3.044935409503325e-08,1.5898469150155405e-07,0.0015267584712870378,0.003445877054631869,1.725617299133488e-07,0.004835199989203869,1.4344322381282168e-05,1.0758029292631586e-14,3.3304470740270653e-09,7.142570468364043e-06,1.9910590022694542e-13,5.746901681713936e-11,8.3452232738735e-11,1.729219839448118e-17,1.4494569574904529e-12,1.1468881067534447e-17,5.795509838537834e-12,5.3893447395869396e-05,1.2950929456746386e-11,4.0219727676111255e-08,9.093377313772053e-16,4.31626031887537e-19,4.076941219129843e-12,4.613422913123338e-14,2.1126298995023977e-07,4.292863124198987e-14,1.1515324391818127e-17,3.885070220602689e-08,2.62051451592445e-08,3.0112778600492754e-17,7.806920700612809e-16,1.4623596523422595e-09,1.3065519370235916e-10,1.1272360800832659e-08,1.2084185782402384e-13,2.60253068038494e-14,1.4217966049797014e-18,9.375642377098507e-25,7.740007263660198e-11,2.80980606439956e-28,8.048724942207199e-13,3.856639083540674e-15,3.797036831967861e-19,2.0692375182097112e-10,1.1901846709110975e-17,1.9387658644653036e-13,3.8377505896459304e-29,4.0574856413097095e-19,5.481424522129522e-18,5.095045574356369e-18,1.2879299373809503e-21,1.2928327164161813e-17,1.9622465908457218e-23,2.003783284077224e-23,3.3534255615951507e-14,2.1048607993913218e-21,4.4118759653652836e-20,1.2357533234039536e-25,2.0521585279203644e-25,2.9585701436767494e-05,3.0474018622255337e-21,3.714565296861545e-25
0.008804598669869906,0.5995309595201243,3.76,0.0,0.6906201868629734,0.9852623025173846,0.018039084493583282,3.389354427916034e-21,1.3672572563166857e-15,0.0003211938264613166,0.00014151274693268876,4.045595719406161e-07,1.2080631112862605e-06,1.0955233199317664e-06,0.004801858940220234,0.005986125907925795,2.430193189161546e-07,3.094199081305894e-08,1.6273940641809332e-07,0.0015784874902000845,0.0035004794309437966,1.7613298205136727e-07,0.0049936672168013965,1.4601078116021624e-05,1.112258604579759e-14,3.482791212587321e-09,7.530717092033042e-06,2.1293171645819995e-13,5.850551414328528e-11,8.524512891405079e-11,1.7658601254028955e-17,1.4780347831817372e-12,1.1711735138013411e-17,5.917478634261036e-12,5.5686618404483595e-05,1.3864830676865246e-11,4.2452413532600266e-08,9.600734078652503e-16,4.617856514293078e-19,4.234155673353331e-12,4.763458745069038e-14,2.2593519484564443e-07,4.591130682541435e-14,1.2056998188130517e-17,3.987580729974891e-08,2.8177541808797776e-08,3.219358202931899e-17,8.241880730072726e-16,1.495336146842177e-09,1.3515897515563609e-10,1.2216297046378474e-08,1.3091524034958893e-13,2.7412476795013966e-14,1.483988133636502e-18,1.0109286306745197e-24,8.287907984161703e-11,3.0377538484845616e-28,8.539367991828993e-13,4.179590382306552e-15,3.8772565273380775e-19,2.15209113616248e-10,1.2417953702909084e-17,2.107636638281963e-13,4.15539530203516e-29,4.237482214073699e-19,5.743479945395867e-18,5.370529852955251e-18,1.3497344799793855e-21,1.3229226781404842e-17,2.0924978068226456e-23,2.0445409583368613e-23,3.678267218301404e-14,2.2198571420910563e-21,4.6506701594610113e-20,1.3247826992675394e-25,2.138099233981502e-25,3.0325452172968978e-05,3.2318136987293753e-21,3.8702232062297068e-25
0.008915989858970753,0.5995441651183435,3.76,0.0,0.6901724819289332,0.9849346888370621,0.018458754588151913,3.526302605387057e-21,1.3977116331399304e-15,0.0003230959001535228,0.00014308403869801775,4.0681106008354583e-07,1.2240897079448916e-06,1.1148688022937835e-06,0.00493643156857886,0.006051936424902479,2.4666383680384327e-07,3.1437238495090085e-08,1.665375614279387e-07,0.0016313436837585727,0.0035550691543956557,1.7972974577404693e-07,0.005155292072940403,1.485928659402325e-05,1.149509031336569e-14,3.6403968506741214e-09,7.935577699802418e-06,2.2756699794958415e-13,5.955175232977376e-11,8.706926746728306e-11,1.8031124017039084e-17,1.5068109212956678e-12,1.1958648591085993e-17,6.041158780062714e-12,5.752678671608478e-05,1.4833213049914038e-11,4.478548320557187e-08,1.0131075822277233e-15,4.937213240112495e-19,4.395479629150814e-12,4.916302613788016e-14,2.414464377135114e-07,4.9064681454702175e-14,1.2619905082370487e-17,4.091215367391381e-08,3.027666022953539e-08,3.4395320871103556e-17,8.6965046417388825e-16,1.5285748794475956e-09,1.3976543101009484e-10,1.3227869754983654e-08,1.417054437256748e-13,2.8856550119887356e-14,1.5481069666449446e-18,1.0890546718301461e-24,8.869903386378395e-11,3.281472113070825e-28,9.054451352924992e-13,4.525682329233764e-15,3.9588209404131994e-19,2.2372767613763997e-10,1.2949578837943306e-17,2.289299698969293e-13,4.4957413645581264e-29,4.423108871828379e-19,6.015972781026032e-18,5.657156138178948e-18,1.4140141999388785e-21,1.3532320537962928e-17,2.2295764685559415e-23,2.0855560241845704e-23,4.030998127852957e-14,2.3399899010636142e-21,4.899133088930476e-20,1.4191626300166995e-25,2.2264951585666917e-25,3.107530147852777e-05,3.4253054658013386e-21,4.030333205980365e-25
0.0090273810480716,0.5995576754283815,3.76,0.0,0.6897199175094231,0.9846028720525034,0.018884181463004527,3.6686711781171715e-21,1.4290083391075291e-15,0.00032499102042220994,0.00014465325545107377,4.0905014978464435e-07,1.240189462325367e-06,1.1343786433702904e-06,0.0050733662493502325,0.006117114417089479,2.503313363646268e-07,3.193502585591912e-08,1.703787807634114e-07,0.001685335740731201,0.003609635920192121,1.8335151471108784e-07,0.005320093956951389,1.5118900640465683e-05,1.1875603578440692e-14,3.8033809252288755e-09,8.357682666703894e-06,2.4305025478991753e-13,6.06076504376165e-11,8.892507364675131e-11,1.8409840436405237e-17,1.5357837464407461e-12,1.2209670569679814e-17,6.166562860550731e-12,5.941493697787283e-05,1.5858725361803748e-11,4.722255113951138e-08,1.0685238809326923e-15,5.275179437751039e-19,4.560964779638607e-12,5.07195089669468e-14,2.5783430511254974e-07,5.239641421198505e-14,1.3204717184481402e-17,4.195953104445577e-08,3.2509256103530824e-08,3.6723685142544347e-17,9.171505877786123e-16,1.5620691206756012e-09,1.444755830355e-10,1.4311110085311834e-08,1.5325470823440431e-13,3.035911526269961e-14,1.6141854061688886e-18,1.1721870177987871e-24,9.487842436360908e-11,3.5418777508305692e-28,9.594917195072931e-13,4.8962941165361155e-15,4.0417466139052035e-19,2.3248280853471356e-10,1.3496936908059346e-17,2.484576656423827e-13,4.8601817233856086e-29,4.614460067205867e-19,6.299241599498551e-18,5.9552100507884885e-18,1.4808500060160842e-21,1.3837531970943928e-17,2.3737381368177575e-23,2.1268216630476424e-23,4.4137092800771135e-14,2.4654388264758435e-21,5.157513014340773e-20,1.5191483329945419e-25,2.317375573429079e-25,3.183522560695773e-05,3.628221195816801e-21,4.194948587355928e-25
0.009138772237172446,0.5995714928576454,3.76,0.0,0.689262482934549,0.9842668315149168,0.019315392612626197,3.8166461250787965e-21,1.4611697904108254e-15,0.00032687909559294824,0.0001462202312602735,4.1127669113815777e-07,1.2563607361605704e-06,1.1540521552667763e-06,0.005212677129745517,0.006181653235587719,2.5402160438185584e-07,3.2435281785410055e-08,1.7426267475852204e-07,0.0017404720728010686,0.0036641694640412404,1.8699778193907847e-07,0.005488091776370699,1.5379873000225197e-05,1.22641853784599e-14,3.971860917205413e-09,8.797572341754464e-06,2.5942139297996787e-13,6.167312645235154e-11,9.081297745979463e-11,1.8794824930029557e-17,1.5649517074971403e-12,1.2464850662245242e-17,6.293703601597384e-12,6.135206809260193e-05,1.6944115137122317e-11,4.976733563184083e-08,1.1264083587454573e-15,5.632634584207921e-19,4.730662307993204e-12,5.2303987550976356e-14,2.7513755867398957e-07,5.591440463091635e-14,1.3812122526029009e-17,4.301772441921721e-08,3.488236599204908e-08,3.9184566586577526e-17,9.66761854618268e-16,1.5958121304712436e-09,1.4929043621159534e-10,1.5470238298191936e-08,1.6560721357063543e-13,3.192177838115585e-14,1.682255592268062e-18,1.2605785088198515e-24,1.0143659292572535e-10,3.8199296908943413e-28,1.0161732418203819e-12,5.2928696345542774e-15,4.126050243034518e-19,2.4147784263800374e-10,1.4060238354319262e-17,2.694332075230741e-13,5.250179946244723e-29,4.811629745431331e-19,6.593633374007768e-18,6.2649784984414395e-18,1.5503248369304607e-21,1.4144784325372938e-17,2.5252421445655567e-23,2.1683310504591855e-23,4.8286254037243816e-14,2.5963879862766108e-21,5.426059280824497e-20,1.6250037201856047e-25,2.410768903027781e-25,3.2605197032059556e-05,3.840913648291821e-21,4.364121102886882e-25
0.009250163426273293,0.5995856197636451,3.76,0.0,0.6888001680942146,0.9839265469683198,0.019752414841896025,3.970454916884493e-21,1.4942191718384683e-15,0.0003287600382553978,0.00014778480433959708,4.13490540005547e-07,1.27260190389236e-06,1.1738886557886613e-06,0.005354377973214785,0.006245546593968924,2.577344296245272e-07,3.293793526141786e-08,1.7818884093507984e-07,0.001796760808882701,0.003718659569186139,1.9066804269802198e-07,0.0056593039469978335,1.564215640738432e-05,1.2660893267694663e-14,4.145954894160388e-09,9.255797026401982e-06,2.767217346418138e-13,6.274809725017127e-11,9.273341498252076e-11,1.9186152642343245e-17,1.5943133238928377e-12,1.2724238942120117e-17,6.422593933094378e-12,6.333919327273392e-05,1.809223085421559e-11,5.242366109312711e-08,1.1868495514437447e-15,6.010489337520282e-19,4.9046229246952625e-12,5.391640194585037e-14,2.933961506605573e-07,5.962679594803439e-14,1.444282530939836e-17,4.4086514392174217e-08,3.740331492183358e-08,4.1784061587596753e-17,1.0185597868625349e-15,1.6297971611016708e-09,1.5421097820953437e-10,1.6709669817195413e-08,1.7880913835767349e-13,3.3546162759495416e-14,1.7523495197389238e-18,1.35449230018406e-24,1.0839376536606066e-10,4.116636260618591e-28,1.0755888690970764e-12,5.7169195452892815e-15,4.211748687461596e-19,2.5071607122556094e-10,1.4639690207758312e-17,2.919474953832781e-13,5.667280936826162e-29,5.014711308937147e-19,6.899503782354824e-18,6.586755057481852e-18,1.6225237360379884e-21,1.445400054455722e-17,2.684352656163835e-23,2.210077359279017e-23,5.278112035664047e-14,2.733027936087521e-21,5.705026964852218e-20,1.7370015556440167e-25,2.506702844436789e-25,3.3385184466222855e-05,4.063744347828936e-21,4.5379011905213395e-25
0.00936155461537414,0.5996000584538596,3.76,0.0,0.6883329634311766,0.983581998546917,0.020195274268749886,4.130340106367999e-21,1.5281799817380755e-15,0.00033063376567907113,0.00014934681678721297,4.156915585488466e-07,1.288911359328298e-06,1.1938874723206488e-06,0.005498482156454645,0.006308788570917561,2.6146960462487735e-07,3.344291553622861e-08,1.8215686223390334e-07,0.00185420978961616,0.003773096073720047,1.94361789504811e-07,0.005833748393073577,1.5905703667308274e-05,1.3065782777756324e-14,4.325781353967639e-09,9.73291694523743e-06,2.9499401836237267e-13,6.383247823774706e-11,9.468682605590058e-11,1.9583899193415833e-17,1.6238671842267377e-12,1.2987885802682104e-17,6.5532468450884515e-12,6.537734008551768e-05,1.930602184187263e-11,5.5195460322331546e-08,1.249938527666824e-15,6.409685906071094e-19,5.08289677029839e-12,5.555668094831397e-14,3.126512390813717e-07,6.354197827555689e-14,1.5097545749565635e-17,4.516567741862935e-08,4.007972395075498e-08,4.452847432588618e-17,1.0726220620840617e-15,1.6640174488569258e-09,1.5923817903296886e-10,1.8034021353301047e-08,1.929087190948059e-13,3.5233908241609044e-14,1.8244989967752864e-18,1.4542010168312705e-24,1.1577108244347181e-10,4.433054101987824e-28,1.1378402615569667e-12,6.1700233778542386e-15,4.298858917808832e-19,2.6020074558712846e-10,1.5235494569174475e-17,3.1609602661038526e-13,6.113110552878199e-29,5.223797633154495e-19,7.217217091694802e-18,6.920831112571614e-18,1.6975338207433577e-21,1.4765103357314238e-17,2.8513398457165267e-23,2.2520537495338406e-23,5.764682762417993e-14,2.8755523844938932e-21,5.994669385161601e-20,1.85542347129701e-25,2.6052042083686645e-25,3.4175152883920236e-05,4.2970837272572594e-21,4.716337695497001e-25
0.009472945804474987,0.5996148111845367,3.76,0.0,0.6878608599350988,0.9832331667711204,0.02064399632712729,4.296492418852828e-21,1.5630760840860978e-15,0.00033250019895135,0.00015090611561546772,4.178796140836506e-07,1.30528751194549e-06,1.2140479462356677e-06,0.005645002667292322,0.0063713736112895785,2.652269251734709e-07,3.395015226293429e-08,1.861663113169268e-07,0.0019128265624106745,0.0038274688774576245,1.9807851769073483e-07,0.006011442549064808,1.61704676320268e-05,1.3478907380078453e-14,4.511459243407089e-09,1.0229502214499784e-05,3.142824919177526e-13,6.492618497411703e-11,9.667365665059668e-11,1.9988141253057533e-17,1.653611972448987e-12,1.3255842336884818e-17,6.6856755811994066e-12,6.746755051411813e-05,2.0588544451856625e-11,5.8086776822868756e-08,1.3157689463854613e-15,6.83119949452915e-19,5.265533445743043e-12,5.722474240437622e-14,3.3294520215556664e-07,6.766859165878553e-14,1.5777021188238552e-17,4.625498614379499e-08,4.291951780969533e-08,4.742432571619108e-17,1.1290285620248992e-15,1.6984662347837439e-09,1.6437299057635154e-10,1.944811707250738e-08,2.0795630912999388e-13,3.6986670685011616e-14,1.8987355911329305e-18,1.5599853456182233e-24,1.235906339801372e-10,4.770285799166246e-28,1.2030316300702683e-12,6.6538316386163695e-15,4.3873981397131865e-19,2.6993507479837884e-10,1.5847849008671136e-17,3.419791168642456e-13,6.58937374402673e-29,5.438980874593506e-19,7.547146686620972e-18,7.267496490750152e-18,1.7754444186309223e-21,1.5078015469266682e-17,3.026477075745264e-23,2.294253428520988e-23,6.291006743517743e-14,3.0241585723662312e-21,6.295238478910885e-20,1.9805602979769982e-25,2.706299058725293e-25,3.497506355191994e-05,4.541311165785765e-21,4.899478102554996e-25
0.009584336993575833,0.5996298801612983,3.76,0.0,0.6873838491335501,0.9828800325444055,0.021098605771721977,4.4691609068797055e-21,1.5989324154680508e-15,0.00033435926511310503,0.0001524625514105616,4.200545819804767e-07,1.321728796675322e-06,1.234369423595233e-06,0.005793952102624655,0.006433296528347248,2.6900618948039907e-07,3.4459575541315786e-08,1.902167469336199e-07,0.0019726183761573693,0.003881767948860484,2.0181772676615986e-07,0.00619240336095945,1.6436401488080757e-05,1.390031845301687e-14,4.703107889507414e-09,1.0746132800019623e-05,3.3463290586907603e-13,6.602913107401139e-11,9.869435746633667e-11,2.0398955756246424e-17,1.683546425090378e-12,1.3528159816099524e-17,6.81989352058399e-12,6.961088099368475e-05,2.194296280747735e-11,6.110176709228415e-08,1.3844371068906974e-15,7.276038111755251e-19,5.452581978633928e-12,5.892049266492537e-14,3.543216519758061e-07,7.20155289492922e-14,1.6482005219166022e-17,4.735420967519897e-08,4.5930932402993336e-08,5.047835254777861e-17,1.1878614161596274e-15,1.7331368266347857e-09,1.69616346087313e-10,2.0956994859832232e-08,2.2400443963147035e-13,3.8806121365930465e-14,1.975090806813521e-18,1.672137152856783e-24,1.318754915760499e-10,5.129490256330195e-28,1.27126970256014e-12,7.17006795432828e-15,4.477383621622005e-19,2.799222174710036e-10,1.6476947946274986e-17,3.6970204425735136e-13,7.097869402771019e-29,5.66035283550324e-19,7.889674925831095e-18,7.627051979186124e-18,1.856347020779016e-21,1.53926598377116e-17,3.210042083909842e-23,2.3366696016946438e-23,6.859916820515468e-14,3.1790522526868774e-21,6.606995554180124e-20,2.1127121740687273e-25,2.8100125787073755e-25,3.578487405609484e-05,4.796815049634206e-21,5.087368301583488e-25
0.00969572818267668,0.599645267538144,3.76,0.0,0.6869019230849559,0.9825225771471793,0.021559126683091654,4.648643495355706e-21,1.6357740180878854e-15,0.000336210893464391,0.0001540159805490251,4.222163404811981e-07,1.3382336706175928e-06,1.254851292160126e-06,0.005945342667368455,0.006494552503630221,2.7280720544080165e-07,3.49711160219377e-08,1.9430772070058676e-07,0.0020335921774307,0.003935983332508875,2.055789168586977e-07,0.006376647289652667,1.6703458391569513e-05,1.433006525360551e-14,4.9008470421092085e-09,1.1283398477546124e-05,3.560925048509646e-13,6.714123214596959e-11,1.0074938654308136e-10,2.0816420921871154e-17,1.7136694168544189e-12,1.380489036840332e-17,6.955914316074264e-12,7.180840248351608e-05,2.3372547932523743e-11,6.424470302827588e-08,1.4560420047247159e-15,7.745243258346487e-19,5.644091072072628e-12,6.064383072619782e-14,3.76825448327826e-07,7.659193871989863e-14,1.721326909125067e-17,4.8463113935602525e-08,4.9122522546361856e-08,5.369751434007667e-17,1.249205048332618e-15,1.7680224651438037e-09,1.7496915995919502e-10,2.256591250552757e-08,2.4110787819556613e-13,4.069394644787884e-14,2.053595755958075e-18,1.7909596744082063e-24,1.4064974325705536e-10,5.511884768137648e-28,1.342663824699261e-12,7.720531188644841e-15,4.568832921203691e-19,2.9016529969809184e-10,1.712297959561704e-17,3.993751806850836e-13,7.640494325560379e-29,5.888004190562733e-19,8.24519305418689e-18,7.99979391061039e-18,1.940335274769468e-21,1.5708958932746053e-17,3.4023188004467265e-23,2.3792955114032079e-23,7.474417459390282e-14,3.340441744272484e-21,6.930198286004162e-20,2.2521883595517714e-25,2.9163690507684092e-25,3.660453835221596e-05,5.063992845650916e-21,5.280052568812702e-25
0.009807119371777527,0.5996609754165487,3.76,0.0,0.6864150743699092,0.9821607822333386,0.02202558247292553,4.835125682644777e-21,1.6736265804698485e-15,0.00033805502154731306,0.00015556626322088478,4.243647793102155e-07,1.3548006094776348e-06,1.2754929020500651e-06,0.006099186173580592,0.006555137087688839,2.766297721431208e-07,3.548470469390679e-08,1.9843876787329917e-07,0.0020957546049822835,0.003990105153955852,2.093615921718614e-07,0.006564190314206913,1.6971592215059954e-05,1.476819487628545e-14,5.104796649111599e-09,1.1841898780319974e-05,3.7871019293932844e-13,6.826239937711111e-11,1.0283920434358209e-10,2.124061526279668e-17,1.7439798150891724e-12,1.408608631516545e-17,7.093751696259959e-12,7.406120050212725e-05,2.4880689166032613e-11,6.751997417918954e-08,1.530685393909339e-15,8.239892886335347e-19,5.8401082654426054e-12,6.239464065097794e-14,4.0050270977891265e-07,8.140722767803951e-14,1.7971601080129602e-17,4.958146197031863e-08,5.250316930748338e-08,5.708899991415589e-17,1.3131462285233292e-15,1.8031165269467991e-09,1.8043232729757515e-10,2.4280354193980372e-08,2.5932369013905356e-13,4.2651846415432785e-14,2.1342815503582533e-18,1.916761495368726e-24,1.4993853186615957e-10,5.918730019755696e-28,1.4173258189659939e-12,8.307097662174134e-15,4.661763657158371e-19,3.00667370295125e-10,1.7786130454822015e-17,4.3111435084344024e-13,8.219224958992125e-29,6.122025651682352e-19,8.614103123580672e-18,8.386013480627723e-18,2.027505445677305e-21,1.6026836497650985e-17,3.603595278294245e-23,2.4221244796467364e-23,8.137693300660475e-14,3.5085378295210236e-21,7.265099879694188e-20,2.3993082786824504e-25,3.0253924535901725e-25,3.743400678132151e-05,5.343251256624257e-21,5.477574620155153e-25
0.009918510560878373,0.5996770058491112,3.76,0.0,0.6859232960766286,0.9817946298227528,0.022497995894916245,5.028871706200267e-21,1.712516343497971e-15,0.0003398915877278499,0.00015711326394094293,4.2649978849965837e-07,1.3714281492498949e-06,1.2962937268406382e-06,0.006255494039132,0.006615046202735699,2.804737211884944e-07,3.600027448748504e-08,2.0260942027735223e-07,0.0021591119872906074,0.0040441236307972635,2.131652593477657e-07,0.0067550479337981665,1.7240756696356336e-05,1.521475223738387e-14,5.315076833287296e-09,1.2422242940048433e-05,4.0253631497460023e-13,6.939255035483553e-11,1.0496427794304809e-10,2.1671617900098422e-17,1.7744767267727721e-12,1.4371800395337454e-17,7.2334196192088975e-12,7.637037517069779e-05,2.647087892514907e-11,7.093209026812325e-08,1.6084718177087201e-15,8.761095172929559e-19,6.04068154532926e-12,6.417280495127437e-14,4.2540082850829894e-07,8.647106371528233e-14,1.875780653054567e-17,5.0709014185192e-08,5.608208770391999e-08,6.066022392881702e-17,1.3797741062243214e-15,1.8384123722655971e-09,1.8600672346531105e-10,2.6106036581159645e-08,2.7871129624729166e-13,4.468153541300509e-14,2.2171788827578378e-18,2.049867247545042e-24,1.59768076082656e-10,6.351361534226179e-28,1.4953703273693087e-12,8.931723231804882e-15,4.756193604654063e-19,3.114314733366735e-10,1.8466576465113187e-17,4.65040661895733e-13,8.83615994928257e-29,6.362506487404785e-19,8.996813143361855e-18,8.786017917738739e-18,2.1179552157479454e-21,1.634621544011426e-17,3.814159260925923e-23,2.4651497792150415e-23,8.853118252848695e-14,3.6835621288684186e-21,7.611967171702318e-20,2.554399758314988e-25,3.137104348385794e-25,3.827322616032217e-05,5.635006137800718e-21,5.679973785542613e-25
0.009999999999999998,0.5996917106719827,3.76,0.0,0.6855604043378021,0.981523996946209,0.022847381246358264,5.175421692851426e-21,1.7416393530822773e-15,0.0003412303259927999,0.00015824283605964543,4.2805311347419947e-07,1.3836297216523125e-06,1.3116112669056759e-06,0.0063714099902130224,0.006658443391871231,2.832992290647943e-07,3.637866027134543e-08,2.0568531660336273e-07,0.002206222101282732,0.0040835703895774084,2.1596089474092023e-07,0.0068967799600026984,1.743829340165065e-05,1.5546798748300037e-14,5.472988910902464e-09,1.2860991844100619e-05,4.2076202545374676e-13,7.022496341103249e-11,1.0654150512358096e-10,2.1991281671481197e-17,1.7969046472443106e-12,1.4583710558067986e-17,7.336763038187684e-12,7.809602676357559e-05,2.7688255726718552e-11,7.351760119186647e-08,1.667429879651394e-15,9.159867314418268e-19,6.190325542526428e-12,6.549088866165343e-14,4.4441659468591747e-07,9.033870765352115e-14,1.9351093428621484e-17,5.15395776248827e-08,5.883136175047557e-08,6.339104263033664e-17,1.4302708664340987e-15,1.8643574379919336e-09,1.901556770288205e-10,2.7515516320086168e-08,2.9367225881833844e-13,4.621284132850849e-14,2.279241722891432e-18,2.1520597800506268e-24,1.6731722162118637e-10,6.684989999748706e-28,1.554674389085895e-12,9.413952296742184e-15,4.826234936899161e-19,3.1947373094301527e-10,1.897542400738322e-17,4.913182110468394e-13,9.312946247640142e-29,6.54257540075155e-19,9.285773276625377e-18,9.087550021626123e-18,2.1862603999397278e-21,1.6580767821068918e-17,3.974255572953261e-23,2.4967460175096034e-23,9.41157692753685e-14,3.8161200663465614e-21,7.873451406577018e-20,2.673103125347148e-25,3.220544850908684e-25,3.889330965309727e-05,5.856602331868305e-21,5.831154997176738e-25
0.010018762631069135,0.5996917106719827,3.76,0.0,0.6854764755197255,0.9814613524235065,0.022928280026888383,5.209762726879893e-21,1.7484267155514953e-15,0.0003415379859912714,0.00015850265215569358,4.284097314166692e-07,1.3864434995195521e-06,1.3151500527256097e-06,0.00639828726587434,0.006668383804788941,2.839513848379737e-07,3.646592407835794e-08,2.063964757182106e-07,0.002217160294275864,0.004092643889991334,2.1660611563794045e-07,0.006929666200217356,1.7483848305931365e-05,1.5623894925318882e-14,5.509841595988631e-09,1.2963740491042454e-05,4.2505620248200686e-13,7.041729324746112e-11,1.0690738467189769e-10,2.2065408735891803e-17,1.8020826014121052e-12,1.463285095433813e-17,7.360697958822398e-12,7.849775549797228e-05,2.7975200917530205e-11,7.412382309332155e-08,1.6812556356570143e-15,9.25383226360339e-19,6.225131140580013e-12,6.579642903048864e-14,4.4889317051909583e-07,9.124922636896454e-14,1.9489905500075018e-17,5.173148099214012e-08,5.948052771871264e-08,6.403433100031389e-17,1.4421119850824805e-15,1.8703457179108112e-09,1.9111948813495715e-10,2.784917892598183e-08,2.972130852104356e-13,4.657106257667152e-14,2.293702676632583e-18,2.176181733035585e-24,1.69099606387522e-10,6.763924878945945e-28,1.5685990441754187e-12,9.528109176337699e-15,4.842477482852038e-19,3.213456288967505e-10,1.9093917351396786e-17,4.975493666801372e-13,9.425879338580542e-29,6.584535629967674e-19,9.353401595656393e-18,9.158055823396785e-18,2.2022480669418033e-21,1.6634877656013645e-17,4.011857211442723e-23,2.5040350709090796e-23,9.544536170356831e-14,3.847192130046698e-21,7.934594015631726e-20,2.701078550219927e-25,3.2399634656844977e-25,3.90368138688358e-05,5.908621215306672e-21,5.866338996448453e-25
0.01010898949424082,0.599705170955666,3.76,0.0,0.6850709150166132,0.9811583623549481,0.023319689966612357,5.377956565080343e-21,1.781499490119894e-15,0.0003430144401252012,0.00015975066558578503,4.3011925451632893e-07,1.3999974098298638e-06,1.3322302682207495e-06,0.006528521926124949,0.006715915243541879,2.8709585458643306e-07,3.688629395803964e-08,2.0983162533351047e-07,0.0022702389497477426,0.004136228057499278,2.197167958517805e-07,0.007089137369360563,1.7703285925202063e-05,1.5998014057899575e-14,5.6896701542563545e-09,1.3467023003176583e-05,4.46229358187565e-13,7.134567051715287e-11,1.086812119955588e-10,2.2424639619219453e-17,1.827055922140033e-12,1.4870994831062098e-17,7.476534673574613e-12,8.045289328469405e-05,2.939066410167036e-11,7.70972218912012e-08,1.7490784942377877e-15,9.71719107729189e-19,6.394351203046506e-12,6.727645952008526e-14,4.709455260197383e-07,9.573471041221014e-14,2.0169174777056408e-17,5.265776140703162e-08,6.268900389343467e-08,6.720554861280973e-17,1.500196728231213e-15,1.899216986828295e-09,1.9579910464648858e-10,2.950289414172596e-08,3.1475766200717027e-13,4.8323598642091445e-14,2.3641451475956157e-18,2.2953589776118718e-24,1.7790854803417634e-10,7.154923738073428e-28,1.6370005341579091e-12,1.0093899194498324e-14,4.921194606669839e-19,3.304536402526592e-10,1.9670727356672724e-17,5.284895698161998e-13,9.985987768458893e-29,6.788950092255494e-19,9.684438421659778e-18,9.50282243750033e-18,2.2805146898122002e-21,1.689561520580698e-17,4.1966042481422465e-23,2.5391592866122403e-23,1.0207667286056952e-13,3.999548145543857e-21,8.233580508554176e-20,2.8390540578685935e-25,3.3344265900967086e-25,3.9730720487842124e-05,6.164084981318078e-21,6.037496436701645e-25
