Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812),S(1029),CH2O3(220),CH3OH(25),S(758),S(1428)
0.06104998026839155,0.6421716598029151,3.76,0.0,0.012659473073533852,0.009179341301743242,1.1432283468741118,1.7409320912369245e-12,6.217870961501266e-11,0.00012363167639153368,1.5628629502352606e-05,1.3544774380028752e-09,1.0470894012821992e-05,0.00013302083172372128,0.24680947267877298,3.1888383543976605e-05,1.057997832537884e-06,1.2641369032676291e-09,2.90130384434475e-07,0.0016455304758087842,0.00011695472708596723,1.0483039135574737e-07,0.5333368393793883,5.424730180011203e-07,8.981689511901605e-14,1.1966286110789041e-06,0.004938454690449557,2.455057411664759e-09,6.177036594950659e-10,3.400195775175935e-08,6.059293546003422e-17,8.473373946838337e-13,4.028710922482962e-17,1.739928414858302e-11,0.15246568515227274,4.95275401130824e-07,4.1831324301908813e-05,1.0748192302574423e-12,2.353225479840809e-15,1.5797050563005662e-10,2.2725830253240078e-10,8.212702076766893e-06,1.9977693583005643e-12,2.649174637497756e-13,5.2363647745263416e-08,6.607045869556648e-06,6.122429981266502e-13,1.192407047856852e-12,3.0908777648287017e-08,4.152463387498134e-09,8.441680409206352e-07,7.868640104612007e-14,3.789758849681128e-09,1.667206872775066e-16,5.843189374386616e-20,4.565688113595172e-07,2.6841088094521576e-22,2.807950389393342e-10,2.888184405054118e-13,1.3451744065681856e-18,8.062196222607988e-11,1.9189945768396374e-15,1.2900853127838865e-09,3.7760281971940244e-23,4.666343170870756e-18,4.7578037608714595e-14,3.1748280134938723e-16,1.1875178309804841e-17,1.63267420674387e-17,1.0123978838411817e-17,1.132791090780459e-23,4.170375361011292e-08,3.3754293080152e-18,3.9027928319765084e-18,2.0756967635506213e-18,3.6152622083011495e-23,2.6334889879484867e-05,1.0849990153472963e-17,1.5343461704229986e-22
0.06111541961857769,0.6421704522499501,3.76,0.0,0.012645463734175435,0.00912247693174373,1.143204282932794,1.7181725805514276e-12,6.13324281699527e-11,0.00012294484995041888,1.5517708410037026e-05,1.3386110883425754e-09,1.0408572773624844e-05,0.00013232888262920434,0.2468750906710695,3.166362466759087e-05,1.0462322639616696e-06,1.248357601731495e-09,2.8764100602686756e-07,0.0016405298978101458,0.00011627797139141927,1.0388145253485975e-07,0.5332490298005911,5.383481517587864e-07,8.894627990421654e-14,1.1900374548817579e-06,0.004939121848479777,2.434371033641053e-09,6.113775587460367e-10,3.3718315824514546e-08,5.971533395999879e-17,8.397172593533968e-13,3.970361329629431e-17,1.7174517207161963e-11,0.15257889722664858,4.906925706176386e-07,4.17056510894009e-05,1.0700925956237028e-12,2.3235606038551555e-15,1.5706584753368227e-10,2.2624527039211211e-10,8.210463936974344e-06,1.9950865803041367e-12,2.6353471489282256e-13,5.2297825312357286e-08,6.6064981732593405e-06,6.076323043422215e-13,1.184464613446493e-12,3.061252246468039e-08,4.133187565243077e-09,8.428587427170782e-07,7.807781376534259e-14,3.785599637323227e-09,1.6666856587834617e-16,5.733421043162406e-20,4.541494408509262e-07,2.636477977381274e-22,2.7927823260462033e-10,2.8837048496486347e-13,1.3256919518473636e-18,7.993058208268301e-11,1.9066465279322695e-15,1.2831402607583374e-09,3.697261459999655e-23,4.632470637292471e-18,4.7085620674484326e-14,3.1455605887012976e-16,1.1752174949874257e-17,1.6220477678171608e-17,1.0074663653655023e-17,1.1209792810619959e-23,4.116320941926823e-08,3.347362504853266e-18,3.856686480827961e-18,2.0626374725604887e-18,3.5774941304819805e-23,2.6174716214959295e-05,1.0844398465181634e-17,1.5183782583808594e-22
0.06118085896876384,0.6421692582917126,3.76,0.0,0.012631628997807703,0.009066272834228312,1.1431799164364957,1.6957874577920015e-12,6.050119793512446e-11,0.0001222653999152713,1.5408115012098826e-05,1.323014045282309e-09,1.0346946739281627e-05,0.00013164385082033945,0.24694052130525623,3.144172154063087e-05,1.0346548165650968e-06,1.2328540630042875e-09,2.8518643937572447e-07,0.0016355774108303119,0.00011560874014591456,1.0294715858493638e-07,0.5331616528771999,5.342775886229395e-07,8.808900610368834e-14,1.1835158851054784e-06,0.0049397874493773775,2.4139775683451285e-09,6.051470157550685e-10,3.3438134568391025e-08,5.885436908223665e-17,8.322086358985149e-13,3.913117848049793e-17,1.695388916762355e-11,0.15269137927549492,4.861711545825568e-07,4.158094468681608e-05,1.0654221532224202e-12,2.294413686232216e-15,1.5617105463624493e-10,2.2524121747405156e-10,8.208261770367056e-06,1.9924385806131793e-12,2.62166003433598e-13,5.223410078549143e-08,6.605968136573966e-06,6.030793143849526e-13,1.1766434948369997e-12,3.0320388208412735e-08,4.114199163856377e-09,8.415624053816957e-07,7.747757024507761e-14,3.781445709307906e-09,1.6661848993099014e-16,5.62670977385129e-20,4.517554897606153e-07,2.5899934595368926e-22,2.77777590953781e-10,2.879269637825461e-13,1.3065788104528675e-18,7.924903108620542e-11,1.8944983801058937e-15,1.2762692379061806e-09,3.6205396557140836e-23,4.59900880548879e-18,4.660062926668263e-14,3.1167488449049486e-16,1.1631027087579284e-17,1.6115939832076724e-17,1.002584180043703e-17,1.1093467933943386e-23,4.0631882293695597e-08,3.3197065790503158e-18,3.8114376925314415e-18,2.0497123468067636e-18,3.5403070719192256e-23,2.6016374659030924e-05,1.0839170156927085e-17,1.502654352714014e-22
0.06124629831894998,0.6421680777152793,3.76,0.0,0.012617965873471861,0.009010717983076838,1.1431552558903726,1.6737196395712894e-12,5.968469265783852e-11,0.00012159321222968089,1.529982689782464e-05,1.3076803941452126e-09,1.0286004959316125e-05,0.00013096563889841554,0.2470057643355896,3.122262262043193e-05,1.0232616347052775e-06,1.2176201332432335e-09,2.8276602775470903e-07,0.0016306722895643364,0.00011494691125659258,1.0202720353867088e-07,0.5330747051066018,5.302603089019803e-07,8.724480768344214e-14,1.1770628459859459e-06,0.0049404514012656425,2.3938714253052513e-09,5.990101553133818e-10,3.316136022611488e-08,5.800965335232461e-17,8.248093205509456e-13,3.856954716430435e-17,1.673730480092657e-11,0.15280313990194896,4.817100915523982e-07,4.145719365418314e-05,1.0608068766752332e-12,2.265773392635693e-15,1.5528597282665405e-10,2.2424603308807184e-10,8.206094704851382e-06,1.989824691563816e-12,2.6081112755394833e-13,5.2172423501960954e-08,6.605455234864973e-06,5.985830514930847e-13,1.168941139436112e-12,3.00323014823575e-08,4.095492545548306e-09,8.402787890638457e-07,7.688550630044601e-14,3.777297303901241e-09,1.6657039999726967e-16,5.52295707506746e-20,4.4938656275572544e-07,2.5446213731271324e-22,2.7629285942963504e-10,2.874877948972722e-13,1.2878263813162063e-18,7.857711842312942e-11,1.8825453774793747e-15,1.2694710756411803e-09,3.5458003514024376e-23,4.56595068885984e-18,4.6122919289256994e-14,3.0883832042363193e-16,1.1511698709759049e-17,1.6013087427246905e-17,9.977505932899337e-18,1.097890121260462e-23,4.010957892752574e-08,3.2924533219031886e-18,3.767025963612086e-18,2.0369196027514233e-18,3.5036894659257054e-23,2.5859835229288412e-05,1.0834296466264495e-17,1.4871696455301427e-22
0.06131173766913613,0.642166910311876,3.76,0.0,0.01260447143547888,0.008955801588876832,1.143130309578027,1.6520782669332904e-12,5.888259521194968e-11,0.000120928175094482,1.5192822139967483e-05,1.2926043781481003e-09,1.022573669920061e-05,0.00013029415114743922,0.24707081955841137,3.100627755413801e-05,1.0120489577161058e-06,1.202649824417452e-09,2.803791298163789e-07,0.0016258138236515704,0.00011429236520899317,1.0112128933597304e-07,0.5329881830157926,5.262953175078354e-07,8.64134250225946e-14,1.1706773021297895e-06,0.004941113616141424,2.3740471453091497e-09,5.929651414825385e-10,3.288793939619342e-08,5.718081087298903e-17,8.175171637046089e-13,3.801846943170125e-17,1.652467170283291e-11,0.1529141875667254,4.773083421356572e-07,4.133438674208245e-05,1.0562457640631365e-12,2.2376286826640317e-15,1.544104510667756e-10,2.232596081239602e-10,8.203961892536463e-06,1.9872442617242758e-12,2.594698890151706e-13,5.211274406356105e-08,6.604958959141205e-06,5.941425593480012e-13,1.161355060158294e-12,2.9748190438446293e-08,4.0770622061857045e-09,8.390076597355134e-07,7.630146191445118e-14,3.773154650396894e-09,1.6652423861597578e-16,5.422068036647134e-20,4.470422725447072e-07,2.50032900341747e-22,2.74823788726649e-10,2.8705289823997724e-13,1.2694263203536187e-18,7.791465793083203e-11,1.8707829007599964e-15,1.2627446295314006e-09,3.472983288700885e-23,4.533289452249922e-18,4.565235000303986e-14,3.060454337479762e-16,1.1394154642310136e-17,1.5911880543157785e-17,9.929648848386067e-18,1.0866058406249326e-23,3.959611078036482e-08,3.265594728087075e-18,3.7234313748542376e-18,2.0242574830476276e-18,3.4676300233568975e-23,2.5705068570151905e-05,1.0829768837679799e-17,1.4719194426425446e-22
0.06137717701932227,0.6421657558768105,3.76,0.0,0.01259114282169104,0.008901513092773664,1.1431050855678866,1.6308429875543272e-12,5.809459630835769e-11,0.00012027017890380565,1.5087079282229637e-05,1.277780393570317e-09,1.0166131436228125e-05,0.00012962929351462791,0.2471356868105053,3.079263714558129e-05,1.0010131171719878e-06,1.1879373092226396e-09,2.780251191692726e-07,0.0016210013172876143,0.00011364498500058752,1.0022912558187649e-07,0.5329020831614323,5.223816432668018e-07,8.55946047278041e-14,1.1643582381619605e-06,0.004941774009739089,2.3544993968571375e-09,5.870101791961698e-10,3.2617819346846016e-08,5.636747627551886e-17,8.103300683482459e-13,3.7477702366236217e-17,1.6315900039861113e-11,0.15302453059108978,4.729648886438594e-07,4.121251288560935e-05,1.0517378371626093e-12,2.2099688007923987e-15,1.5354434130545142e-10,2.2228183505702458e-10,8.20186250893641e-06,1.984696655435391e-12,2.581420931122205e-13,5.205501430324075e-08,6.604478815535666e-06,5.897569016009655e-13,1.1538828333579463e-12,2.9467984741435104e-08,4.058902771486476e-09,8.377487890183202e-07,7.572528110978549e-14,3.7690179694069505e-09,1.664799502281944e-16,5.3239511858607497e-20,4.4472223969702574e-07,2.4570847584121584e-22,2.733701346480797e-10,2.86622195674533e-13,1.2513705171733527e-18,7.726146796119932e-11,1.8592064629240442e-15,1.2560887788049958e-09,3.4020302991434003e-23,4.501018408017231e-18,4.518878393421852e-14,3.032953156436294e-16,1.127836052729093e-17,1.5812280403203705e-17,9.882263485092127e-18,1.0754906076519961e-23,3.909129394381389e-08,3.239122989659941e-18,3.6806345719286736e-18,2.0117242563598428e-18,3.432117724641038e-23,2.555204593675963e-05,1.0825578917621972e-17,1.4568991603569006e-22
0.061442616369508415,0.6421646142093599,3.76,0.0,0.012577977231853733,0.008847842160527442,1.1430795917193879,1.6098207810885277e-12,5.732039308843819e-11,0.00011961911620321875,1.4982577326697321e-05,1.2632029849111177e-09,1.0107178854003278e-05,0.00012897097356314916,0.24720036596749664,3.058165332333894e-05,9.901505342882752e-07,1.173476915950449e-09,2.7570338396217496e-07,0.0016162340888478106,0.00011300465607653742,9.93504293109648e-08,0.5328164021298821,5.185183382280309e-07,8.478809946879988e-14,1.1581046581487448e-06,0.004942432501399553,2.3352229725649365e-09,5.811435256509415e-10,3.23509494508185e-08,5.556929252673259e-17,8.032459885327913e-13,3.694700859311952e-17,1.611090201766855e-11,0.15313417715973782,4.686787344531562e-07,4.109156120150843e-05,1.0472821408671217e-12,2.1827832687595925e-15,1.5268749841967314e-10,2.213126078953264e-10,8.19979575218835e-06,1.982181252323844e-12,2.568275485834611e-13,5.199918725163594e-08,6.604014324796797e-06,5.854251613598115e-13,1.1465220972330769e-12,2.9191615553880744e-08,4.041008993664978e-09,8.36501954023412e-07,7.515681182498503e-14,3.764887473143063e-09,1.6643748110543543e-16,5.228518349715862e-20,4.424260924546208e-07,2.414858125408565e-22,2.719316579856401e-10,2.861956109429677e-13,1.2336510463925451e-18,7.661737125043049e-11,1.8478117048177795e-15,1.2495024256227587e-09,3.3328852236031496e-23,4.469131012093346e-18,4.4732086787306104e-14,3.0058708065006246e-16,1.1164282801192848e-17,1.5714249336631648e-17,9.835342917433814e-18,1.0645411565503562e-23,3.859494901209529e-08,3.213030490182742e-18,3.638616747320474e-18,1.9993182168665414e-18,3.397141812754585e-23,2.5400739179982845e-05,1.0821718549396719e-17,1.4421043226515178e-22
0.06150805571969456,0.6421634851126653,3.76,0.0,0.012564971925987633,0.008794778676747491,1.1430538356889572,1.5891708822771353e-12,5.655969157134457e-11,0.00011897488164378345,1.4879295722060354e-05,1.24886684025161e-09,1.0048868837181716e-05,0.0001283191004379783,0.24726485694229325,3.037327910963429e-05,9.794577174366643e-07,1.1592631235764815e-09,2.734133264857472e-07,0.0016115114705223914,0.00011237126626664086,9.848492476961565e-08,0.5327311365372192,5.147044769682072e-07,8.399366781433708e-14,1.151915585112509e-06,0.0049430890139437285,2.316212785809349e-09,5.753634739880083e-10,3.20872794062332e-08,5.4785913270301105e-17,7.962629278933231e-13,3.6426157836298297e-17,1.5909592447607773e-11,0.15324313532360198,4.6444890344942917e-07,4.097152098561173e-05,1.0428777425501463e-12,2.156061877255681e-15,1.51839780150969e-10,2.2035182215279827e-10,8.197760842479134e-06,1.9796974468846527e-12,2.5552606752549095e-13,5.194521710456138e-08,6.603565021856079e-06,5.811464407002643e-13,1.139270549973806e-12,2.8919015481038065e-08,4.0233757480835976e-09,8.352669371938583e-07,7.459590579489086e-14,3.760763365688807e-09,1.6639677928047707e-16,5.135684521991672e-20,4.401534665099453e-07,2.3736196290265897e-22,2.7050812440039187e-10,2.857730696115461e-13,1.2162602196361756e-18,7.598219479248384e-11,1.8365943910247703e-15,1.242984494467275e-09,3.265493834554526e-23,4.4376208602801866e-18,4.4282127363615984e-14,2.9791986597740033e-16,1.105188867454925e-17,1.5617750742756555e-17,9.788880352593485e-18,1.0537542975374912e-23,3.810690095667359e-08,3.1873097994385075e-18,3.597359622898678e-18,1.9870376839048726e-18,3.362691786143097e-23,2.5251120731925643e-05,1.0818179768181381e-17,1.4275305583464315e-22
0.061573495069880704,0.6421623683936835,3.76,0.0,0.012552124222822427,0.008742312739267332,1.1430278249358024,1.5690888884809466e-12,5.581220586063891e-11,0.00011833737191467717,1.4777214352499967e-05,1.2347667870035972e-09,9.991191468259872e-06,0.0001276735848596741,0.24732915968362396,3.0167468590368494e-05,9.689312596456593e-07,1.1452905572809478e-09,2.711543627897088e-07,0.0016068328079634742,0.00011174470572457633,9.763234319937169e-08,0.5326462830292366,5.109391559393756e-07,8.321107405519134e-14,1.1457900608075329e-06,0.004943743473550424,2.297463867580154e-09,5.696683488422927e-10,3.1826758840142433e-08,5.401700270091186e-17,7.893789382382789e-13,3.5914926834267045e-17,1.5711888716336492e-11,0.15335141300262262,4.6027443968351407e-07,4.085238170594114e-05,1.0385237313031024e-12,2.1297946772528718e-15,1.5100104701592458e-10,2.1939937487889685e-10,8.195757021329156e-06,1.9772446480834448e-12,2.5423746536850185e-13,5.189305919297135e-08,6.603130455357629e-06,5.769198602531455e-13,1.1321259477213981e-12,2.8650118527364827e-08,4.0059980296026854e-09,8.340435261436641e-07,7.404241843579855e-14,3.756645843262395e-09,1.663577944822097e-16,5.0453677381512167e-20,4.3790400484801645e-07,2.33334079164809e-22,2.6909930428480515e-10,2.8535449901568916e-13,1.1991905827271031e-18,7.535576971553118e-11,1.8255504060932257e-15,1.236533931802918e-09,3.199803761733949e-23,4.406481684753852e-18,4.383877747655679e-14,2.9529283082292954e-16,1.0941146110746016e-17,1.5522749058212383e-17,9.742869129415954e-18,1.0431269147320692e-23,3.762697900476532e-08,3.1619536680653465e-18,3.556845432283936e-18,1.9748810019090675e-18,3.3287573910816986e-23,2.5103163590859348e-05,1.081495479655503e-17,1.4131735980086002e-22
0.06163893442006685,0.6421612638630891,3.76,0.0,0.01253943149827068,0.008690434653718129,1.143001566727509,1.549118587169552e-12,5.507765428030115e-11,0.00011770648570700576,1.4676313526477807e-05,1.2208977875600691e-09,9.93413702248899e-06,0.0001270343390752457,0.24739327417461862,2.9964176886142415e-05,9.58567836274021e-07,1.1315539838908866e-09,2.6892592230326817e-07,0.0016021974599424074,0.00011112486686960986,9.679242261959223e-08,0.5325618382814215,5.072214928595932e-07,8.244008805607517e-14,1.1397271451579407e-06,0.004944395809638944,2.2789713632136913e-09,5.640565291136721e-10,3.1569340055187385e-08,5.3262231444892333e-17,7.825921181622223e-13,3.541309660116187e-17,1.5517709787665207e-11,0.15345901798842543,4.561544068457723e-07,4.073413299968587e-05,1.034219217407598e-12,2.1039719731976743e-15,1.5017116225496232e-10,2.1845516459841742e-10,8.193783550766113e-06,1.9748222788842333e-12,2.529615607922952e-13,5.1842669952383405e-08,6.602710187190383e-06,5.727445587302998e-13,1.1250861031304145e-12,2.838486009592508e-08,3.988870949553746e-09,8.328315135147982e-07,7.349620873434745e-14,3.752535094470295e-09,1.6632047807271033e-16,4.957488954892644e-20,4.3567735758771793e-07,2.293994095293345e-22,2.67704972654251e-10,2.8493982821105803e-13,1.1824348242245733e-18,7.473793116522645e-11,1.814675750534804e-15,1.2301497053713437e-09,3.135764421376439e-23,4.3757073505490095e-18,4.3401911873476814e-14,2.927051556877155e-16,1.0832023806522481e-17,1.5429209722348867e-17,9.697302713724267e-18,1.0326559642256681e-23,3.71550165216314e-08,3.1369550220276084e-18,3.517056904632146e-18,1.96284653986817e-18,3.295328615393225e-23,2.4956841307423564e-05,1.0812036039801533e-17,1.3990292714155304e-22
0.06170437377025299,0.6421601713351452,3.76,0.0,0.012526891183966328,0.008639134928281531,1.1429750681454742,1.5292048615329628e-12,5.4355763234030233e-11,0.00011708212368333143,1.457657396574027e-05,1.2072549350084136e-09,9.877695961974803e-06,0.0001264012768102138,0.24745720043139108,2.9763360123779748e-05,9.483642027299541e-07,1.1180483073505579e-09,2.667274474708767e-07,0.0015976047980171889,0.0001105116443288287,9.596490763335706e-08,0.5324777989989139,5.035506261087467e-07,8.168048511626624e-14,1.1337259156694319e-06,0.004945045954755519,2.260730529179242e-09,5.585264304055658e-10,3.1314976088980624e-08,5.25212794277686e-17,7.759006116986072e-13,3.492045433413539e-17,1.5326976896292706e-11,0.1535659579469098,4.5208788769284424e-07,4.061676467337658e-05,1.0299633318519697e-12,2.078584315922331e-15,1.493499917881644e-10,2.1751909125267456e-10,8.191839712903503e-06,1.972429775868267e-12,2.5169817561496257e-13,5.1794006892228576e-08,6.602303792135273e-06,5.686196924381879e-13,1.1181488838856967e-12,2.8123176939641888e-08,3.971989732907127e-09,8.31630696841007e-07,7.295713914004756e-14,3.748431300553513e-09,1.6628478298586714e-16,4.871971933017386e-20,4.334731817474342e-07,2.25555294454188e-22,2.6632490904894146e-10,2.845289879269607e-13,1.1659858391211284e-18,7.41285181909686e-11,1.803966536984369e-15,1.2238308034853958e-09,3.0733269480069543e-23,4.345291852108711e-18,4.2971408160789174e-14,2.90156041762331e-16,1.072449117322462e-17,1.5337099144036625e-17,9.652174693828547e-18,1.0223384722090136e-23,3.66908508963611e-08,3.1123069579246496e-18,3.477977249445795e-18,1.9509326908001652e-18,3.262395682425174e-23,2.4812127971872525e-05,1.0809416081083602e-17,1.3850935051596662e-22
0.06176981312043914,0.6421590906276884,3.76,0.0,0.012514500765705488,0.008588404268054756,1.1429483360906532,1.5101435499456425e-12,5.364626952791083e-11,0.00011646418839295318,1.4477976793984909e-05,1.1938334493763415e-09,9.821858933428566e-06,0.00012577431328392573,0.24752093850161824,2.9564975407043703e-05,9.38317191972095e-07,1.1047685647057923e-09,2.6455839338915116e-07,0.0015930542061811138,0.00010990493487666847,9.514954922904803e-08,0.5323941619164578,4.999257140820894e-07,8.093204578435835e-14,1.127785467385078e-06,0.0049456938444535255,2.2427367300859343e-09,5.530764837984163e-10,3.106361836660479e-08,5.1793838441123113e-17,7.693026070017995e-13,3.443679511942303e-17,1.5139614169853117e-11,0.15367224042107755,4.480739836550194e-07,4.05002666938799e-05,1.0257552255034427e-12,2.0536224937495213e-15,1.4853740410505347e-10,2.1659105627322255e-10,8.1899248093118e-06,1.9700665888972437e-12,2.5044713479433657e-13,5.174702856657261e-08,6.601910857390839e-06,5.645444349137353e-13,1.1113122105491637e-12,2.786500709428184e-08,3.955349714407923e-09,8.304408783797238e-07,7.242507545745845e-14,3.744334635647244e-09,1.6625066366885054e-16,4.788743127819604e-20,4.312911410961028e-07,2.2179916314549165e-22,2.64958897380707e-10,2.841219105088434e-13,1.1498367858163064e-18,7.352737362903021e-11,1.7934189868698887e-15,1.2175762348969895e-09,3.012444128065026e-23,4.315229309734182e-18,4.254714671514891e-14,2.876447103008611e-16,1.0618518314594424e-17,1.5246384672712804e-17,9.607478781378372e-18,1.012171532779516e-23,3.623432342092164e-08,3.0880027380679957e-18,3.4395901396880868e-18,1.9391378718857938e-18,3.229949042938075e-23,2.466899819854642e-05,1.0807087676995775e-17,1.371362319343441e-22
0.06183525247062528,0.6421580215620716,3.76,0.0,0.012502257782373068,0.008538233571265687,1.1429213772874272,1.4914298264138564e-12,5.294891115455699e-11,0.00011585258425714409,1.438050352932304e-05,1.180628673461219e-09,9.766616764572926e-06,0.00012515336516406904,0.24758448846358883,2.9368980796224067e-05,9.284237129646999e-07,1.091709921803283e-09,2.624182275117765e-07,0.0015885450806245216,0.00010930463739345667,9.434610459511952e-08,0.5323109237983382,4.963459347454978e-07,8.019455576297385e-14,1.1219049124062601e-06,0.004946339417213361,2.2249854364656075e-09,5.477051815937507e-10,3.0815222100984035e-08,5.107960402103024e-17,7.627963352048505e-13,3.3961916531827555e-17,1.495554666153492e-11,0.15377787283293967,4.441118145755794e-07,4.038462918597112e-05,1.0215940687398485e-12,2.0290775278820677e-15,1.4773327023974817e-10,2.1567096251682758e-10,8.188038160250101e-06,1.9677321807081006e-12,2.4920826637578193e-13,5.170169455272403e-08,6.60153098220901e-06,5.605179765501394e-13,1.10457405556288e-12,2.7610289914257343e-08,3.938946336714387e-09,8.292618650165693e-07,7.189988675311909e-14,3.7402452669553665e-09,1.6621807602545678e-16,4.707731575892583e-20,4.2913090607469754e-07,2.181285300648379e-22,2.63606725867731e-10,2.837185298856137e-13,1.1339809057727916e-18,7.293434399571365e-11,1.7830294270186215e-15,1.211385028194352e-09,2.953070334720102e-23,4.285513967163512e-18,4.212901064153313e-14,2.851704020342917e-16,1.0514076016366934e-17,1.5157034568998347e-17,9.563208806846026e-18,1.0021523068920688e-23,3.5785279208418755e-08,3.0640357859665752e-18,3.401879698401073e-18,1.9274605240573883e-18,3.197979371326475e-23,2.4527427116077723e-05,1.0805043754692187e-17,1.357831826077985e-22
0.06189414788579282,0.6421570692116652,3.76,0.0,0.012491363161730301,0.00849355134168427,1.1428969259144115,1.474375346623639e-12,5.2331453567338955e-11,0.00011530747616482704,1.4293723565367138e-05,1.1689259101120213e-09,9.717399977071632e-06,0.00012459958727259276,0.24764152268504416,2.9194595271904762e-05,9.196483562144476e-07,1.0801422900583766e-09,2.605163471835922e-07,0.0015845218318043593,0.00010876976996788774,9.36329948936079e-08,0.5322363479559573,4.93162057685183e-07,7.954000332019043e-14,1.1166629010607952e-06,0.004946918403137486,2.209212953463963e-09,5.429370285394404e-10,3.0594160661919555e-08,5.044784070497138e-17,7.570176940610662e-13,3.354187104642077e-17,1.4792643248102422e-11,0.15387239223924937,4.405893826717797e-07,4.0281283099065453e-05,1.0178884992579561e-12,2.007336232055184e-15,1.4701667320877153e-10,2.1484958867476843e-10,8.186363786671647e-06,1.9656553852461595e-12,2.48103552446069e-13,5.1662267216805275e-08,6.601199938705046e-06,5.569352313790998e-13,1.0985923142262742e-12,2.7383947366049664e-08,3.924381942393843e-09,8.282098353655152e-07,7.143298937973507e-14,3.736571206201162e-09,1.6619002143101975e-16,4.636660320122968e-20,4.2720507115651955e-07,2.1489607426773015e-22,2.624014331981464e-10,2.833585947171313e-13,1.119955861609281e-18,7.240743165778676e-11,1.7738109515811553e-15,1.2058663290722602e-09,2.9008876814617333e-23,4.259062353904388e-18,4.1757830879388654e-14,2.829745672277764e-16,1.0421362962509229e-17,1.5077760491868332e-17,9.523724999429271e-18,9.93259004250102e-24,3.538741258021625e-08,3.042748583919795e-18,3.368506084741179e-18,1.917050078612976e-18,3.169606941488189e-23,2.4401325670834307e-05,1.080344174351167e-17,1.3458228327978363e-22
0.06195304330096035,0.6421561260236693,3.76,0.0,0.012480584289266915,0.00844930908806278,1.1428723008479682,1.4576236537283018e-12,5.172344009314447e-11,0.00011476735325039543,1.420782636551371e-05,1.1573917770544793e-09,9.668651294322491e-06,0.00012405055670223648,0.24769840472318128,2.902208322852405e-05,9.109927645881047e-07,1.0687465848323061e-09,2.5863707307336493e-07,0.001580531267502951,0.00010823994512147885,9.292917488755801e-08,0.5321620903602137,4.900135146890337e-07,7.889400097517471e-14,1.111468073111659e-06,0.0049474954238316856,2.193630154131891e-09,5.382303168840503e-10,3.0375428914630415e-08,4.982632712085496e-17,7.513107259507377e-13,3.312864028824784e-17,1.4632298739736446e-11,0.1539663962567987,4.371075406425437e-07,4.0178619145714076e-05,1.0142197238948751e-12,1.9859192659514667e-15,1.4630673078135974e-10,2.140345007569206e-10,8.184711293470817e-06,1.9636011012777166e-12,2.4700844004999475e-13,5.162411174427727e-08,6.600878882448459e-06,5.53390803584701e-13,1.0926873627744916e-12,2.7160310884625834e-08,3.91000244286075e-09,8.27166270519229e-07,7.097146619667885e-14,3.732903298037444e-09,1.661631427163564e-16,4.567281292011643e-20,4.2529640572236236e-07,2.1172922742948915e-22,2.612070343614073e-10,2.830015556488117e-13,1.106158352216427e-18,7.188686410058773e-11,1.764715019066889e-15,1.2003975002411436e-09,2.849860483080539e-23,4.232883377501965e-18,4.139143855902907e-14,2.8080759425353313e-16,1.0329846149381953e-17,1.4999544640667993e-17,9.484576959777965e-18,9.844811221403072e-24,3.499537717035964e-08,3.0217247915392953e-18,3.3356570955437653e-18,1.9067324362837513e-18,3.1416069786169187e-23,2.4276449591765268e-05,1.0802059641036392e-17,1.3339706125876337e-22
