Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520)
8.695453930596173e-07,0.8170881798767379,3.76,0.0,0.5620707956250324,0.9999159086645607,2.065517510869171e-05,6.159924329259487e-16,2.1805126804491986e-11,0.00018923894656170428,6.544771570057968e-05,7.616109367449436e-09,9.973936190893648e-06,1.3413420655988365e-05,3.1125301144986434e-05,1.794444723672224e-06,4.16737956457177e-06,6.8388112535493305e-09,7.248031570587057e-10,9.534633175991466e-09,1.3776761598235705e-08,7.229566083912107e-10,1.4770074193307654e-08,3.1568458587546645e-07,2.271263657491025e-16,1.6990178235276293e-13,1.35360817137534e-12,1.4978115353943503e-17,3.3725244610711066e-10,4.674879646396489e-10,1.6972590487712978e-17,3.274977524745728e-15,5.25489485153026e-17,1.9859419011815196e-11,1.3453427645732487e-08,1.3776182170209552e-17,1.462251225946572e-15,9.318433400129697e-21,3.332154063980517e-24,1.758869986798651e-16,9.758917485595272e-16,9.482959457134298e-18,2.9899881899577174e-22,2.095843262924182e-20,1.8103625010589088e-11,8.143644623967498e-19,6.1099498534751494e-24,9.974258510242022e-21,3.8786768332304635e-10,1.0678681371285809e-12,5.565646704863343e-20,5.568578594425803e-26,2.6534224359816883e-20,1.2020630392966277e-18,3.455386556572089e-31,1.6799218286755902e-20,7.0534421244812326e-34,1.0253187423386889e-21,1.0474029169416088e-24,1.5396131670819087e-17,6.693227405840094e-17,2.4039153559290468e-20,4.9786293970909486e-23,1.3280003258904401e-34,2.091588467664833e-24
8.892792543554986e-07,0.8170884089131031,3.76,0.0,0.5620655719201499,0.9999139221840849,2.157934136222451e-05,6.363111829701299e-16,2.2407988373377588e-11,0.00019436500321448063,6.682731311226947e-05,7.825086034431236e-09,1.0113027604704351e-05,1.346817461512656e-05,3.206397599902557e-05,1.885967752035792e-06,4.1996919965189305e-06,7.0489785003048125e-09,7.655394991311622e-10,1.029832752826566e-08,1.4858378793860432e-08,7.652195391937088e-10,1.5794152984450994e-08,3.2734481043002327e-07,2.453264765716663e-16,1.8541469964924286e-13,1.5064564762926628e-12,1.689199390859404e-17,3.4928450917935147e-10,4.851016989292549e-10,1.7613089098521807e-17,3.461189786555338e-15,5.452945348242053e-17,2.0609358655925363e-11,1.4272823332711267e-08,1.5751313270349348e-17,1.6235745710557492e-15,1.0347665909967911e-20,3.7155766622372375e-24,1.912642225551621e-16,1.0141814297496968e-15,1.1090907932350134e-17,3.4972354854272724e-22,2.255720711708692e-20,1.9194508813678807e-11,9.526619918310886e-19,6.890427645776286e-24,1.1075190978480855e-20,4.03483332296187e-10,1.1585207885506335e-12,6.624631863957841e-20,6.628116935321403e-26,2.884046780540198e-20,1.2753486723956532e-18,3.9214725437521575e-31,1.9362364540377015e-20,8.000493431980048e-34,1.1721159728743515e-21,1.2471367556932365e-24,1.5976421565641793e-17,7.427334445909256e-17,2.564043148004462e-20,5.697278193147172e-23,1.5067991379898724e-34,2.2837321846815067e-24
9.090131156513799e-07,0.8170886387057511,3.76,0.0,0.5620603279631379,0.9999119354148438,2.251612758738413e-05,6.567857408999314e-16,2.3012991710030752e-11,0.00019950850722304304,6.820219325814951e-05,8.034788964098835e-09,1.0247878764464017e-05,1.3521860802557908e-05,3.300648051491674e-05,1.9800128296332735e-06,4.23078914082e-06,7.2609550284639195e-09,8.075412464344426e-10,1.1104130533618011e-08,1.599807247060559e-08,8.089010696298412e-10,1.6863025236717854e-08,3.391124668425114e-07,2.6453055380488705e-16,2.0193301323768072e-13,1.6724989249790959e-12,1.89930460907659e-17,3.614475724218025e-10,5.029178423021971e-10,1.826095746877216e-17,3.653351347599421e-15,5.653271795916261e-17,2.1367995728484474e-11,1.5122714957727472e-08,1.7949579169773697e-17,1.7986049884959755e-15,1.146444975855172e-20,4.132938401929364e-24,2.0758763037955667e-16,1.0530413109561898e-15,1.2925955240143039e-17,4.0761594880405677e-22,2.4231955356951032e-20,2.03249213676571e-11,1.1105275437334475e-18,7.747461538935847e-24,1.2269700565833881e-20,4.192564654373412e-10,1.2544956724630073e-12,7.852616607238018e-20,7.85674157461983e-26,3.128112633503576e-20,1.3513642596158823e-18,4.437752793189022e-31,2.2242302483518563e-20,9.048818376948706e-34,1.3358636056179694e-21,1.4788147992370396e-24,1.656338029961687e-17,8.222728614599942e-17,2.731047859944354e-20,6.499761511969776e-23,1.7047687929084363e-34,2.4884248319435387e-24
9.287469769472612e-07,0.8170888692542005,3.76,0.0,0.562055064340669,0.9999099483758486,2.3465154522827896e-05,6.774154155170771e-16,2.3620061596552636e-11,0.00020466885373918777,6.957236355208648e-05,8.245192535225308e-09,1.0378715194179486e-05,1.3574584009318789e-05,3.3952744576108454e-05,2.0765909607585946e-06,4.260767617631227e-06,7.474718159910743e-09,8.508148973024855e-10,1.1953325144310498e-08,1.719753102052981e-08,8.540153933753207e-10,1.7977597280612276e-08,3.5098341626676767e-07,2.8476920043666546e-16,2.1949592799406438e-13,1.8525330306994535e-12,2.1294273409601488e-17,3.7373993578905623e-10,5.209338877315057e-10,1.8916103274208816e-17,3.851502102444288e-15,5.855845912623226e-17,2.2135224567204363e-11,1.6003450864620252e-08,2.0389664668809095e-17,1.988171668853105e-15,1.2674087616926283e-20,4.5863808754916114e-24,2.248918551352744e-16,1.0924720154345048e-15,1.5013967647125767e-17,4.734928034331601e-22,2.5984121665052478e-20,2.1495240872525315e-11,1.2901949069387647e-18,8.686392586728092e-24,1.3563449694105825e-20,4.35183228151379e-10,1.355967074982926e-12,9.271628634274798e-20,9.276491141287568e-26,3.386023311643312e-20,1.4301411557179249e-18,5.008309870768775e-31,2.5469255983699227e-20,1.020691175627026e-33,1.5180637216999716e-21,1.7466095440410288e-24,1.7156924974264988e-17,9.082955605420501e-17,2.905059676752623e-20,7.393613541009166e-23,1.9235310873240907e-34,2.7061699518148352e-24
9.484808382431426e-07,0.8170891005579188,3.76,0.0,0.5620497816014689,0.9999079610825795,2.4426063334115238e-05,6.981996482977646e-16,2.4229127564137824e-11,0.00020984547612201118,7.09378315819857e-05,8.456272737251325e-09,1.0505755752209735e-05,1.3626438250522428e-05,3.490270499398103e-05,2.175712862152002e-06,4.2897170497819335e-06,7.690246335227024e-09,8.953667787480234e-10,1.2847200698347047e-08,1.845844833709721e-08,9.005767067336613e-10,1.9138780470056215e-08,3.6295363762062296e-07,3.0607317187094174e-16,2.3814324995666893e-13,2.0473842273038706e-12,2.3809245953842137e-17,3.861601822503339e-10,5.39147757588526e-10,1.9578449897036446e-17,4.055681255925099e-15,6.060644251784937e-17,2.2910957754387835e-11,1.6915375501324186e-08,2.3091299593373033e-17,2.193134452075179e-15,1.3982078460309392e-20,5.0781300429457325e-24,2.4321201362156604e-16,1.1324751073872695e-15,1.7383071728397088e-17,5.482423042027099e-22,2.7815161060864246e-20,2.2705838984948696e-11,1.4940936517224658e-18,9.712796680869181e-24,1.4962310164444917e-20,4.5126030015953754e-10,1.463110260606164e-12,1.0905956265005415e-19,1.0911665938795483e-25,3.658185409182084e-20,1.5117103618872012e-18,5.6374660225220985e-31,2.907549743400384e-20,1.1483556228350494e-33,1.720312243518518e-21,2.055122567139243e-24,1.7756986861327837e-17,1.001167618812046e-16,3.086208756630505e-20,8.386849830561684e-23,2.164756361727436e-34,2.937479853638156e-24
9.68214699539024e-07,0.8170893326163257,3.76,0.0,0.5620444802584361,0.999905973547361,2.5398514977959476e-05,7.191379965478283e-16,2.4840123631205436e-11,0.0002150378437980476,7.229860509153842e-05,8.668007081132714e-09,1.0629212139741467e-05,1.3677507875187363e-05,3.58563047963086e-05,2.2773889810843625e-06,4.3177204640994144e-06,7.907519059178464e-09,9.412030665558096e-10,1.3787052758040716e-08,1.9782523599451575e-08,9.485992170270302e-10,2.0347491416684026e-08,3.750192242410602e-07,3.2847337206765997e-16,2.5791539351914355e-13,2.257906153344589e-12,2.655211576381792e-17,3.987071563111303e-10,5.575577707903933e-10,2.024793522789383e-17,4.2659274112983285e-15,6.267647832188763e-17,2.3695124723238883e-11,1.7858830126752757e-08,2.6075290873689476e-17,2.414384306533532e-15,1.5394120649505443e-20,5.610497864494713e-24,2.6258370989227497e-16,1.1730530257982906e-15,2.0063793504140557e-17,6.328284487187639e-22,2.9726542524889266e-20,2.3957081823739207e-11,1.7248612355419314e-18,1.0832490533698504e-23,1.6472366436144594e-20,4.674848588569387e-10,1.5761014400457175e-12,1.2782321821963128e-19,1.2789001398945062e-25,3.945009230900599e-20,1.5961025349976508e-18,6.329775904478121e-31,3.3095430905561437e-20,1.288748264365555e-33,1.944302409368927e-21,2.4094174981717555e-24,1.8363510318814823e-17,1.1012667064929329e-16,3.274625332415205e-20,9.487986004753851e-23,2.4300932776582733e-34,3.1828756669599553e-24
9.879485608349054e-07,0.8170895654287967,3.76,0.0,0.5620391607906847,0.9999039857796962,2.6382189527011878e-05,7.402301185006009e-16,2.545298805075596e-11,0.00022024546020176576,7.365469196387007e-05,8.880374513402885e-09,1.0749288531678477e-05,1.3727868562005238e-05,3.68134925889483e-05,2.381629512365729e-06,4.344854685838948e-06,8.126516847373334e-09,9.883298037252126e-10,1.4774182967966303e-08,2.1171461081931055e-08,9.980971496508427e-10,2.1604652185320726e-08,3.871763806312451e-07,3.520008501458172e-16,2.7885338888988093e-13,2.4849809361174196e-12,2.953763034943333e-17,4.1137994314074117e-10,5.761626107914542e-10,2.0924510494519424e-17,4.482278651698089e-15,6.476841776445274e-17,2.448767039345253e-11,1.8834153462328044e-08,2.9363555015359453e-17,2.65284381244748e-15,1.691611504316706e-20,6.185884035026997e-24,2.830430388600201e-16,1.2142090199735379e-15,2.3089202655699355e-17,7.282955987459946e-22,3.1719751997188075e-20,2.5249330895167464e-11,1.9853555545338384e-18,1.205153797834417e-23,1.8099918937059602e-20,4.838545431129443e-10,1.6951177414581425e-12,1.4930064211089884e-19,1.4937850735645762e-25,4.246909219248874e-20,1.6833481944202767e-18,7.090038250491832e-31,3.756567653684666e-20,1.4428613600588705e-33,2.1918283094519817e-21,2.815054743278349e-24,1.8976451731000064e-17,1.2089821727032746e-16,3.470439775364712e-20,1.070605680729721e-22,2.7214374952188197e-34,3.442887468236867e-24
9.999999999999997e-07,0.817089798994668,3.76,0.0,0.5620359034783055,0.9999027717417599,2.698830799876195e-05,7.531865632353399e-16,2.5828157447348906e-11,0.00022343304325881424,7.448055057483748e-05,9.010369865524e-09,1.0821041020064751e-05,1.3758304442646107e-05,3.739979034176224e-05,2.446554561831174e-06,4.3610286451751426e-06,8.261098927816364e-09,1.0177472477526418e-09,1.5400833905861447e-08,2.2052315336741302e-08,1.029057210028688e-09,2.23966240313316e-08,3.946441912932733e-07,3.6693681353326923e-16,2.9223138830259213e-13,2.6321849403628646e-12,3.148676537804279e-17,4.1918076703931044e-10,5.876199455036061e-10,2.1341164872835445e-17,4.617422788178649e-15,6.605668572448218e-17,2.4975779635461844e-11,1.9445599996771695e-08,3.153116282343537e-17,2.8073420714022937e-15,1.7902276951674048e-20,6.559490568324092e-24,2.960880853714416e-16,1.2396289173920252e-15,2.5121531362592555e-17,7.924285192703726e-22,3.2977890613943383e-20,2.6058826602271602e-11,2.160372394251508e-18,1.284756610738726e-23,1.9154431658815536e-20,4.939220159922701e-10,1.7708402818782048e-12,1.6388793765375435e-19,1.6397330317794686e-25,4.4388730586399554e-20,1.7380454059637996e-18,7.5899063608895045e-31,4.053368399568427e-20,1.544171896240553e-33,2.3553755951394763e-21,3.090613068715261e-24,1.9353916253288364e-17,1.2786809592614106e-16,3.593717705229043e-20,1.1511516600245484e-22,2.9130026348615015e-34,3.609095089170183e-24
1.0076824221307868e-06,0.817089798994668,3.76,0.0,0.5620338236455066,0.9999019977865683,2.7376785465981458e-05,7.61475760104602e-16,2.6067663067297184e-11,0.00022546786079853946,7.500610020688715e-05,9.093355333560047e-09,1.08661813142091e-05,1.3777588213056724e-05,3.777422198303096e-05,2.488444414323788e-06,4.371190723053978e-06,8.34722117425694e-09,1.036752917341421e-09,1.5809898930652372e-08,2.262696998658998e-08,1.0490847539326124e-09,2.29111904546456e-08,3.9942141929726846e-07,3.7668679741054337e-16,3.0099888971255374e-13,2.7295194759789864e-12,3.2781146341269515e-17,4.2417784846355964e-10,5.949612946710864e-10,2.1608139137189406e-17,4.704772614469587e-15,6.688214964734561e-17,2.5288553866141914e-11,1.9841682289853637e-08,3.2979150960051623e-17,2.909467649855388e-15,1.8554168135214684e-20,6.806777600664381e-24,3.046265902673308e-16,1.2559470877287247e-15,2.6495061890421803e-17,8.357732013378847e-22,3.379629510054984e-20,2.6582943940689806e-11,2.278667947035645e-18,1.3376256300346222e-23,1.985148740297588e-20,5.003674177704241e-10,1.8203371848057006e-12,1.7381330996738146e-19,1.739037709785065e-25,4.564304373076479e-20,1.773477702079802e-18,7.923318663934778e-31,4.252515617089623e-20,1.611736451628127e-33,2.4647884754173037e-21,3.278128017655946e-24,1.9595778494071668e-17,1.324715130964557e-16,3.6737826895432855e-20,1.205063548721482e-22,3.040774030200374e-34,3.718054171265282e-24
1.0274162834266683e-06,0.8170900333132374,3.76,0.0,0.5620284692402486,0.999900009572708,2.8382018968091112e-05,7.828747432698838e-16,2.6684094683552312e-11,0.0002307046111910579,7.635283794014909e-05,9.30693111483801e-09,1.0980078915239037e-05,1.382672775574792e-05,3.87384510810465e-05,2.597843423798039e-06,4.396794138798963e-06,8.569614422549012e-09,1.0864782339610877e-09,1.6895514098476502e-08,2.4150764296661583e-08,1.1015763079206747e-09,2.426803964672397e-08,4.117507576725015e-07,4.0256254476739516e-16,3.243941807588708e-13,2.9924617312256817e-12,3.6298643261968986e-17,4.371003792863643e-10,6.13953143623458e-10,2.2298795732478814e-17,4.933446558703763e-15,6.901759702682598e-17,2.6097747173077414e-11,2.0881751997703242e-08,3.6946313331772824e-17,3.18524309127311e-15,2.0314595223060417e-20,7.475758605348917e-24,3.2737145242323626e-16,1.2982719162398276e-15,3.031998152737295e-17,9.564806750727783e-22,3.5957699500937344e-20,2.7958275710055304e-11,2.6081366556531607e-18,1.4813222657349716e-23,2.1733814248881805e-20,5.17021939122839e-10,1.9519386591153784e-12,2.0171280271916e-19,2.0181755520220337e-25,4.897618656103442e-20,1.866521204393286e-18,8.83494185879019e-31,4.8015180254040144e-20,1.7963872830880803e-33,2.7651895040630576e-21,3.8053027446408326e-24,2.022146804331579e-17,1.4488785457471337e-16,3.88478500332345e-20,1.3531853481078555e-22,3.390015393955984e-34,4.008923551421702e-24
1.0471501447225497e-06,0.8170902683837681,3.76,0.0,0.5620230979641091,0.9998980211408343,2.9397623159578142e-05,8.044269554511023e-16,2.7302232437075403e-11,0.00023595530530938702,7.769491338311166e-05,9.521084628385547e-09,1.1091161715359175e-05,1.3875341862097152e-05,3.970614201595447e-05,2.709836070195232e-06,4.421725409643011e-06,8.793679834245886e-09,1.1375114936016438e-09,1.8032347680324383e-08,2.5744562649038803e-08,1.1555861222242295e-09,2.5676139028787274e-08,4.2416091512750365e-07,4.2965956048930966e-16,3.490821856132639e-13,3.274777003769868e-12,4.01067374018786e-17,4.501472254971262e-10,6.331377549047368e-10,2.2996464964440612e-17,5.1683374272310576e-15,7.11747140363502e-17,2.6915234077047393e-11,2.1954697077684783e-08,4.1290486062210417e-17,3.4811904991456088e-15,2.2203923610804854e-20,8.195499884956113e-24,3.513152158478877e-16,1.3411888257066567e-15,3.4605579377598524e-17,1.091732463703725e-21,3.820551697469734e-20,2.937567866329174e-11,2.9773607545132492e-18,1.6369280815415738e-23,2.3753867975487384e-20,5.338169216052897e-10,2.0901019024076708e-12,2.333829262958974e-19,2.335038497541595e-25,5.2472813935574795e-20,1.962508857464347e-18,9.830499266663244e-31,5.407953601012891e-20,1.9979592425156743e-33,3.095149743091813e-21,4.4038563789726626e-24,2.0853506921359176e-17,1.5818973197701859e-16,4.1035780125577717e-20,1.5160420424909264e-22,3.771350427887388e-34,4.316052418689632e-24
1.0668840060184311e-06,0.8170905042054915,3.76,0.0,0.5620177101798517,0.9998960324918704,3.0423347379057807e-05,8.261323404703e-16,2.7922029186814057e-11,0.00024121956368439642,7.903233484460002e-05,9.735799770857047e-09,1.119960202808256e-05,1.392347959380042e-05,4.067726053790218e-05,2.8244316886513944e-06,4.4460402692730145e-06,9.019401463290608e-09,1.1898583624209988e-09,1.922172456165015e-08,2.7410088223956713e-08,1.2111285430205193e-09,2.7136433790430696e-08,4.366485100634112e-07,4.580094483039933e-16,3.751064742782343e-13,3.577464225811118e-12,4.4222695783540127e-17,4.6331824238660816e-10,6.525149751774067e-10,2.37011406537388e-17,5.4094819027575565e-15,7.335348290449268e-17,2.774100894662354e-11,2.306085157510595e-08,4.6038356387215617e-17,3.7983638281694575e-15,2.4228895839188135e-20,8.968768729803875e-24,3.7649597725284346e-16,1.384703716292136e-15,3.9396645992510066e-17,1.2429432595440338e-21,4.0541325249370534e-20,3.0835503605293435e-11,3.3902145483508408e-18,1.805154794376695e-23,2.5918846606856535e-20,5.507515058558257e-10,2.235007484077025e-12,2.692419354330809e-19,2.6938110841242206e-25,5.613727655851424e-20,2.0614708260575363e-18,1.0915878710792377e-30,6.076457690371007e-20,2.2176785044923444e-33,3.45690303814599e-21,5.081720713140565e-24,2.1491889904416125e-17,1.724208381360295e-16,4.330293447979762e-20,1.6947644527289497e-22,4.187121735356486e-34,4.6400064712509025e-24
1.0866178673143126e-06,0.8170907407776089,3.76,0.0,0.5620123062254362,0.9998940436251343,3.145895643773633e-05,8.479908904406254e-16,2.8543440909579587e-11,0.00024649703180380816,8.036511071338146e-05,9.951061495396572e-09,1.1305564139081025e-05,1.3971184980815561e-05,4.165177564357619e-05,2.9416394323455215e-06,4.4697900362676826e-06,9.246764129963795e-09,1.2435244441703539e-09,2.0464975236653154e-08,2.9149068650165424e-08,1.2682179543343647e-09,2.8649875099187242e-08,4.4921025708672385e-07,4.876439457709657e-16,4.025112706401776e-13,3.90155224766437e-12,4.866445020368058e-17,4.766134341381859e-10,6.720848753029663e-10,2.4412824839563227e-17,5.656916458111317e-15,7.555391112360579e-17,2.857507569065746e-11,2.4200549494559818e-08,5.121788920607731e-17,4.13785113254014e-15,2.6396472946349555e-20,9.798428529830552e-24,4.0295234332318034e-16,1.4288230179016308e-15,4.47413153539965e-17,1.4116333989457462e-21,4.2966729565549016e-20,3.233810025671622e-11,3.8508624501035145e-18,1.986742140094455e-23,2.823618116060415e-20,5.67825128245197e-10,2.3868367895152136e-12,3.0974486468294055e-19,3.099045809127976e-25,5.997398628465577e-20,2.1634371464963258e-18,1.2097255434267234e-30,6.811931340562655e-20,2.4567158995725562e-33,3.852802511733318e-21,5.8475262268250434e-24,2.2136619173309618e-17,1.8762607727051745e-16,4.565063558368715e-20,1.8905453265196745e-22,4.639535988157626e-34,4.98136027152842e-24
1.106351728610194e-06,0.8170909780992943,3.76,0.0,0.5620068864155706,0.9998920545385112,3.2504229885562686e-05,8.700026386417122e-16,2.916642650632372e-11,0.00025178737854964335,8.169324944972173e-05,1.0166855745975772e-08,1.1409204395218287e-05,1.4018497540400249e-05,4.262965924373153e-05,3.0614682840092585e-06,4.493021925499938e-06,9.475753377028469e-09,1.298515290501457e-09,2.1763435751368752e-08,3.096323592399784e-08,1.3268687796842467e-09,3.021742013720864e-08,4.618429642634363e-07,5.185949229192525e-16,4.3134145974783004e-13,4.248100126871148e-12,5.345061134532554e-17,4.900329382997374e-10,6.918477266891419e-10,2.513152691009162e-17,5.910677402035556e-15,7.777602875938848e-17,2.9417446742349725e-11,2.5374125163943425e-08,5.685836179538594e-17,4.500775078156553e-15,2.871383776623841e-20,1.0687440620727144e-23,4.3072343419735064e-16,1.4735536427776065e-15,5.0691241080523473e-17,1.5994344321976493e-21,4.548336396603703e-20,3.3883817764868893e-11,4.3637743437169264e-18,2.1824585807099885e-23,3.0713539155220383e-20,5.850374919533622e-10,2.5457720067797507e-12,3.553859697761019e-19,3.5556875520024113e-25,6.39874196736119e-20,2.2684379630655503e-18,1.3381094514051484e-30,7.619550507504243e-20,2.716378877018945e-33,4.285324402600146e-21,6.710648538945001e-24,2.2787703524286573e-17,2.038515739263978e-16,4.8080211393797585e-20,2.104641440794399e-22,5.1310911029749625e-34,5.3406974835338816e-24
1.1260855899060754e-06,0.8170912161696958,3.76,0.0,0.5620014510431819,0.9998900652286076,3.355896128752715e-05,8.9216765323965e-16,2.979094761807068e-11,0.0002570902947154052,8.301675957782217e-05,1.0383169395026359e-08,1.1510671335251001e-05,1.4065452742727467e-05,4.361088586496551e-05,3.183927066675922e-06,4.515779342981458e-06,9.706355427662407e-09,1.3548364102094415e-09,2.3118447656556714e-08,3.2854326340859686e-08,1.3870954831811466e-09,3.1840032121531384e-08,4.745435304504858e-07,5.508943811194245e-16,4.6164259486585e-13,4.618197418687073e-12,5.860048295377818e-17,5.035770112319919e-10,7.118039791957134e-10,2.585726279563558e-17,6.170800920395183e-15,8.001988598179316e-17,3.02681421256972e-11,2.658191355927691e-08,6.299039886912181e-17,4.888293459795933e-15,3.1188398254476994e-20,1.1638866001513624e-23,4.598488872206465e-16,1.5189029416553001e-15,5.730177822461207e-17,1.8080948702121483e-21,4.809289239125973e-20,3.547300515835311e-11,4.933741438977251e-18,2.3931020224478902e-23,3.335882814949852e-20,6.023885396554327e-10,2.7119961151215372e-12,4.067012825203974e-19,4.069099132776413e-25,6.818212139644124e-20,2.3765035720138046e-18,1.4774190376139347e-30,8.504775397237168e-20,2.998101152355785e-33,4.7570719754742705e-21,7.681257022848783e-24,2.3445157645256817e-17,2.2114468194985708e-16,5.059299573412747e-20,2.338375741264989e-22,5.664533908480508e-34,5.7186106940048914e-24
1.1458194512019568e-06,0.817091454987938,3.76,0.0,0.5619960003808124,0.9998880756908883,3.4622957513562946e-05,9.144860317788822e-16,3.041696845130466e-11,0.00026240549160100747,8.433564967904666e-05,1.0599990184292478e-08,1.1610105855031818e-05,1.4112082428520469e-05,4.4595432382242026e-05,3.3090244537108094e-06,4.538102164213795e-06,9.938557145192255e-09,1.4124932774905068e-09,2.4531357969355226e-08,3.482408043778613e-08,1.4489125701593309e-09,3.351868031016108e-08,4.873089427025333e-07,5.845744521653247e-16,4.934609042740283e-13,5.012964468011514e-12,6.413407606978248e-17,5.172460145254501e-10,7.319542405256598e-10,2.6590054220046524e-17,6.437323112347231e-15,8.228555076038712e-17,3.112718858915155e-11,2.782425059297297e-08,6.964600797616767e-17,5.3015997232560455e-15,3.382779084318153e-20,1.2655866967317562e-23,4.903688606186343e-16,1.5648786630211741e-15,6.463217073807527e-17,2.0394861104546737e-21,5.079700958110746e-20,3.710601174931122e-11,5.5658926253050485e-18,2.619500525100834e-23,3.618019931358461e-20,6.198784278503055e-10,2.885692875197668e-12,4.642712824622687e-19,4.645088038563857e-25,7.256270749444198e-20,2.4876641963097982e-18,1.628365572025773e-30,9.473359941756443e-20,3.3032306401339264e-33,5.270779461439571e-21,8.770365646910902e-24,2.4109001441496277e-17,2.3955399352345994e-16,5.3190329042130355e-20,2.5931395170827536e-22,6.242402563192435e-34,6.115701313588206e-24
1.1655533124978383e-06,0.8170916945531227,3.76,0.0,0.5619905346819396,0.9998860859197998,3.5696038044900114e-05,9.369578963706122e-16,3.1044455612571346e-11,0.0002677326996832265,8.564992838585656e-05,1.081730666881787e-08,1.1707641400866725e-05,1.4158415183610759e-05,4.5583277779018565e-05,3.4367689781634585e-06,4.560026996263087e-06,1.0172345994618427e-08,1.4714913392896334e-09,2.600351914274649e-08,3.687424294581573e-08,1.5123345874105726e-09,3.5254339995989506e-08,5.001362737521215e-07,6.196673975422688e-16,5.268432977894115e-13,5.433552702803027e-12,7.007212331370033e-17,5.310404023730433e-10,7.52299257062135e-10,2.732992799550365e-17,6.710280023002459e-15,8.457310667058116e-17,3.19946187781226e-11,2.910147336813157e-08,7.685861522619289e-17,5.7419234924477496e-15,3.663988383504442e-20,1.3741708997352295e-23,5.2232403673423905e-16,1.6114889148356058e-15,7.274574468202823e-17,2.295608544533481e-21,5.3597441759297064e-20,3.878318748702936e-11,6.26571133147069e-18,2.8625130336783066e-23,3.91860510377694e-20,6.375075028334356e-10,3.067046820806552e-12,5.287236885731451e-19,5.2899343501088e-25,7.713386848939558e-20,2.601950217592527e-18,1.7916914729831668e-30,1.0531361410779705e-19,3.633243944230381e-33,5.829316054291524e-21,9.98988610255506e-24,2.4779259392066115e-17,2.591293483257827e-16,5.587355858475987e-20,2.870394608907917e-22,6.867515351437607e-34,6.532579900007024e-24
1.1852871737937197e-06,0.817091934864331,3.76,0.0,0.5619850541822231,0.9998840959088786,3.677803429920576e-05,9.595833894912718e-16,3.167337795202573e-11,0.0002730716673592896,8.695960437637996e-05,1.1035108163974526e-08,1.1803404185397096e-05,1.4204476674859134e-05,4.65744029321263e-05,3.5671690414810518e-06,4.581587423886103e-06,1.0407710005912862e-08,1.5318360218092491e-09,2.7536289041953117e-08,3.9006562751029776e-08,1.5773761230857008e-09,3.7047992490369435e-08,5.13022679561284e-07,6.562056078610614e-16,5.618373729954221e-13,5.881144929005432e-12,7.643609321663483e-17,5.449607098750878e-10,7.728398961472964e-10,2.807691537240511e-17,6.9897076727531444e-15,8.688265091348564e-17,3.2870470483703975e-11,3.041392040127221e-08,8.466310133510737e-17,6.210531101410323e-15,3.963278082536959e-20,1.4899762540822414e-23,5.55755625431222e-16,1.6587421294226093e-15,8.171010725918058e-17,2.5785978498724593e-21,5.649594715080406e-20,4.050488326640093e-11,7.039052898239844e-18,3.1230301269824227e-23,4.238503257382733e-20,6.55276278296028e-10,3.2562432519931544e-12,6.007363742592021e-19,6.010419902199196e-25,8.190037234710912e-20,2.7193922963396154e-18,1.9681757701100787e-30,1.1685150160817145e-19,3.989806033316896e-33,6.435689987241887e-21,1.1352683282101638e-23,2.5455959968842113e-17,2.799218427504749e-16,5.86440385958392e-20,3.171675654362937e-22,7.543072336447788e-34,6.969865959727288e-24
