Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213)
0.0002772547882921816,0.8400560489440873,3.76,0.0,2.6480844037475507e-07,0.05008520948990819,0.9693991375683395,7.371167202517717e-08,2.266578490981904e-08,2.2085391479289926e-07,4.58561299123495e-05,7.009961711761759e-13,0.04323312652439738,0.13733322564582184,0.20396144837561073,7.826901461526247e-08,0.01966196594674959,1.1476684023951397e-11,2.2606735258889585e-11,1.540099930473861e-08,2.855797865778834e-12,2.1823490811070094e-06,0.396241977174734,8.5608858203897e-06,1.9816082139195985e-13,6.360022461187307e-09,2.130789557593069e-06,8.32151785780366e-09,7.768888029025512e-09,2.2366225792848215e-08,5.083101448113853e-16,3.394689952367715e-15,5.692699421451227e-16,1.1836165958122831e-08,0.23558993257832286,3.2077842514912964e-08,5.097687244249188e-08,6.384784812430809e-12,9.922396360463307e-14,1.6695480537216604e-12,2.575511508185159e-07,3.8919802715949915e-13,2.8083473173616645e-16,1.8601433717134092e-09,3.625406616628933e-08,1.8627057224923493e-13,1.964616589171606e-13,1.5845742773935555e-11,2.149187800400525e-09,3.112388969972007e-09,1.5622668415786507e-12,1.0337153958483297e-19,5.706294771691843e-07,3.5744709924629217e-12
0.0002773522664119416,0.8400308560393505,3.76,0.0,2.514198947153507e-07,0.04995783172584301,0.9693123244183885,7.0131215523292e-08,2.1531606909017062e-08,2.0986569890049806e-07,4.574473742469207e-05,6.644501703269602e-13,0.04320448019084189,0.137324237244178,0.20406730369194304,7.476643671834398e-08,0.01963354017615418,1.0910424759138614e-11,2.1497542913246832e-11,1.4645031727053197e-08,2.71531376531798e-12,2.1793700515653057e-06,0.39584360282081915,8.551414522966633e-06,1.884116475377649e-13,6.0473356704218425e-09,2.0258769933620153e-06,7.905748393186618e-09,7.377111977276171e-09,2.1249962797565852e-08,5.054149881273903e-16,3.226014901623373e-15,5.627270538449849e-16,1.185324041953329e-08,0.2359885638760215,3.045925735991476e-08,4.841425678169814e-08,6.06242729375356e-12,9.42130790752006e-14,1.586408803682365e-12,2.5798015108198824e-07,3.491923935191979e-13,2.519595212515199e-16,1.8627486574013098e-09,3.590650752639137e-08,1.6722407020366753e-13,1.8660387977970272e-13,1.5045689180167122e-11,2.041540615012374e-09,2.9596161789782567e-09,1.4012643915691532e-12,9.248864730591239e-20,5.722414022850137e-07,3.5803414436599176e-12
0.00027744974453170157,0.8400057003200186,3.76,0.0,2.387283867850855e-07,0.04983119781246692,0.9692257771497685,6.672838821977412e-08,2.045553663215024e-08,1.994393727425712e-07,4.563398369544886e-05,6.298627648842418e-13,0.04317570592617696,0.13731453070299568,0.204173307704588,7.14455768733591e-08,0.019605064454266123,1.0373538967967983e-11,2.0444101770189437e-11,1.392709956168917e-08,2.5819676201740934e-12,2.1764547609940597e-06,0.3954467798220857,8.541923925544504e-06,1.7915303714007302e-13,5.750402681933219e-09,1.9262633114704507e-06,7.511260552361632e-09,7.005557342910489e-09,2.0190823561241604e-08,5.02658694927026e-16,3.065909939060266e-15,5.565267580407665e-16,1.1870301191215901e-08,0.23638563080070574,2.892435515966254e-08,4.598371461587967e-08,5.75671657553658e-12,8.946100643745799e-14,1.5075058344578657e-12,2.5840607094519007e-07,3.133321492476321e-13,2.2603640502269886e-16,1.86532395513447e-09,3.557636141474361e-08,1.5014070712460457e-13,1.772523621502005e-13,1.4286951649676213e-11,1.93943993922433e-09,2.8145198090619744e-09,1.2569872618638873e-12,8.275257381305924e-20,5.738387342797417e-07,3.5861896313209126e-12
0.00027754722265146156,0.8399805818279507,3.76,0.0,2.2669660365585597e-07,0.04970529521769841,0.9691395067730074,6.349422975887162e-08,1.9434536011113227e-08,1.8954546863355534e-07,4.552385748441151e-05,5.971261858690413e-13,0.04314680893534276,0.13730411829063302,0.20427944109635754,6.829677047342522e-08,0.019576542156642576,9.864466645165021e-12,1.9443549196930126e-11,1.3245246649603377e-08,2.4553833004344704e-12,2.1736000493501574e-06,0.39505150401112304,8.53241550109025e-06,1.703598145624423e-13,5.468412520500289e-09,1.8316747389432928e-06,7.136941570246837e-09,6.6531592400189835e-09,1.9185819418244642e-08,5.000336062740007e-16,2.913938152428947e-15,5.506502071228013e-16,1.1887342262701992e-08,0.23678113819531893,2.746871605231984e-08,4.367828830023462e-08,5.466776351856187e-12,8.495411685073466e-14,1.4326188384532188e-12,2.5882893127840754e-07,2.8118505778665067e-13,2.026639521374957e-16,1.8678695840465153e-09,3.5262778062312275e-08,1.3481684379908153e-13,1.6838055968096212e-13,1.3567354841628323e-11,1.8425930662065972e-09,2.6767062523360987e-09,1.1276868104638521e-12,7.40561451784579e-20,5.754215947364775e-07,3.592015572975478e-12
0.00027764470077122156,0.8399555006020684,3.76,0.0,2.1528928318888465e-07,0.04958011178919646,0.9690535238110225,6.042023665059612e-08,1.846572841075615e-08,1.8015610036139183e-07,4.5414347903208753e-05,5.661387456352144e-13,0.04311779425102601,0.13729301195257967,0.20438568526243164,6.531087758869891e-08,0.019547976544089515,9.381732347058592e-12,1.8493172232807377e-11,1.2597619346182715e-08,2.335205409359937e-12,2.1708029277144547e-06,0.39465777113591444,8.522890669443515e-06,1.6200813864626424e-13,5.200596718286918e-09,1.741851925248877e-06,6.781737812385141e-09,6.3189097611272696e-09,1.8232121044694127e-08,4.975324569777468e-16,2.7696793976833106e-15,5.450793954153097e-16,1.1904358067917337e-08,0.2371750909516741,2.6088157804828163e-08,4.149139350803369e-08,5.191775597285387e-12,8.067950264633135e-14,1.3615394628758972e-12,2.592487526317797e-07,2.5236376593839043e-13,1.8190796708744214e-16,1.870385858174141e-09,3.4964948759502924e-08,1.2107006490338137e-13,1.5996338124807484e-13,1.2884837807523273e-11,1.7507230665794692e-09,2.545802416996102e-09,1.0117981087238297e-12,6.628562492785534e-20,5.76990104721194e-07,3.59781928999342e-12
0.00027774217889098155,0.8399304566784561,3.76,0.0,2.0447309849168719e-07,0.049455635741273284,0.9689678383165798,5.74983389250963e-08,1.7546389967474026e-08,1.7124487654492234e-07,4.530544440295212e-05,5.368044871596463e-13,0.043088666739357344,0.137281223321539,0.2044920222862456,6.247925399566885e-08,0.01951937076651431,8.923940534014933e-12,1.7590399653169828e-11,1.1982461067591865e-08,2.221098069867948e-12,2.1680605688631805e-06,0.39426557686441394,8.513350799102177e-06,1.5407540157101044e-13,4.946227056194601e-09,1.656549170390799e-06,6.4446519299030836e-09,6.001854917460591e-09,1.7327049817574673e-08,4.951483868152563e-16,2.6327245049713067e-15,5.397975288516628e-16,1.1921343268248376e-08,0.23756749400779759,2.4778722866894438e-08,3.941679891026309e-08,4.930930608778753e-12,7.662496768726073e-14,1.2940702506700257e-12,2.596655552451385e-07,2.2652203645283927e-13,1.6328650207208302e-16,1.8728730865517035e-09,3.468210390913298e-08,1.0873695868320935e-13,1.5197706185266066e-13,1.2237454316560762e-11,1.6635679226030277e-09,2.4214546457065666e-09,9.07920579047211e-13,5.932589875161396e-20,5.785443847528648e-07,3.6036008074754846e-12
0.00027783965701074154,0.8399054500904588,3.76,0.0,1.942165490346668e-07,0.04933185564225787,0.9688824598891524,5.4720877966518864e-08,1.6673941393127547e-08,1.6278681882931163e-07,4.519713676231692e-05,5.090328536538989e-13,0.04305943110542935,0.13726876372720176,0.204598434916149,5.979372383032018e-08,0.019490727866655993,8.489771167167825e-12,1.673279446409406e-11,1.1398107130217751e-08,2.1127437880292065e-12,2.1653702983696614e-06,0.393874916788923,8.503797208952648e-06,1.4654015074704079e-13,4.704613426036938e-09,1.5755336953639467e-06,6.124739509617002e-09,5.701091728750954e-09,1.6468069639713644e-08,4.928749665646609e-16,2.502703876615566e-15,5.347888219034579e-16,1.1938292897088493e-08,0.23795835234536916,2.3536666136696285e-08,3.744860699090924e-08,4.683498576878779e-12,7.27789545798164e-14,1.2300238567906343e-12,2.600793590578935e-07,2.033498732843615e-13,1.4637696739870368e-16,1.875331573322804e-09,3.44135111684648e-08,9.767113883062941e-14,1.4439905828602935e-13,1.1623359845359992e-11,1.5808797105270956e-09,2.303327691247563e-09,8.148006508495483e-13,5.310972789247454e-20,5.800845547753126e-07,3.6093601539583557e-12
0.00027793713513050153,0.839880480868772,3.76,0.0,1.8448985803574108e-07,0.049208760402295625,0.9687973976912059,5.2080585475171605e-08,1.584594019509907e-08,1.5475828464265984e-07,4.508941507604283e-05,4.827383759224586e-13,0.04303009189864092,0.1372556442057181,0.2047049065428156,5.724655376542607e-08,0.019462050783695735,8.077975546072747e-12,1.5918046782633012e-11,1.084297986737186e-08,2.009842388227508e-12,2.162729586209222e-06,0.39348578643027543,8.494231169946257e-06,1.393820784650117e-13,4.475101807536097e-09,1.498584951896032e-06,5.821106020377812e-09,5.4157654347017685e-09,1.565277928371908e-08,4.907060881332116e-16,2.3792635262264887e-15,5.300380622679304e-16,1.1955202416579312e-08,0.23834767098725426,2.2358443395542926e-08,3.5581235906335496e-08,4.448773698777824e-12,6.91305080534297e-14,1.1692231929458429e-12,2.604901837128116e-07,1.8256909447007257e-13,1.3144695302102264e-16,1.8777616178334007e-09,3.415847367692556e-08,8.774145771664445e-14,1.3720807357821958e-13,1.1040804824404747e-11,1.502423828722433e-09,2.1911037464209743e-09,7.313162966373166e-13,4.7558788888773165e-20,5.816107341307328e-07,3.615097361166193e-12
0.00027803461325026153,0.839855549041535,3.76,0.0,1.7526487574489035e-07,0.049086339261570036,0.9687126604639216,4.9570563491603084e-08,1.506007333204722e-08,1.471368942399021e-07,4.4982269743841566e-05,4.578403795924047e-13,0.04300065351787301,0.13724187550887945,0.2048114211773838,5.4830428628037356e-08,0.01943334235675013,7.687372387266863e-12,1.5143967103465355e-11,1.0315584008414284e-08,1.9121100149069946e-12,2.1601360388156524e-06,0.3930981812418392,8.48465390672311e-06,1.3258192888662463e-13,4.2570723535067185e-09,1.4254939687362473e-06,5.5329046969575396e-09,5.145066900452556e-09,1.4878905109054633e-08,4.886359669129722e-16,2.2620501108080986e-15,5.255311086228625e-16,1.1972067426138348e-08,0.23873545499512736,2.124070037716968e-08,3.380940232068721e-08,4.226091489216413e-12,6.56692861950254e-14,1.1115004890735127e-12,2.608980485648415e-07,1.639312552204584e-13,1.181005707513468e-16,1.8801635147172145e-09,3.3916328365122846e-08,7.883041022182768e-14,1.3038394581125056e-13,1.0488138978824407e-11,1.4279782684467509e-09,2.0844815253793966e-09,6.564631898366749e-13,4.257769428217147e-20,5.831230415348267e-07,3.6208124639774657e-12
0.0002781320913700215,0.8398306546344125,3.76,0.0,1.6651498828232293e-07,0.048964581778932356,0.9686282565423789,4.718426543074859e-08,1.4314150280815392e-08,1.399014618072857e-07,4.487569145969673e-05,4.342627104381302e-13,0.04297112021649925,0.13722746811301367,0.20491796343030388,5.253842838343527e-08,0.01940460532825185,7.316844120388883e-12,1.4408479937825294e-11,9.81450230603119e-09,1.819278196291996e-12,2.1575873915768993e-06,0.3927120966133436,8.475066599184717e-06,1.2612141351597437e-13,4.049937577212328e-09,1.3560627340141803e-06,5.259333780161363e-09,4.8882301688002414e-09,1.4144294133749371e-08,4.866592050250604e-16,2.1507504571093273e-15,5.212547723878489e-16,1.1988883816979584e-08,0.23912170946718111,2.0180262440047847e-08,3.212810520975253e-08,4.0148224915486976e-12,6.238548765821519e-14,1.0566963529792603e-12,2.613029726919399e-07,1.4721404861288041e-13,1.0581659304937593e-16,1.8825375540031232e-09,3.3686444341773775e-08,7.083272018769297e-14,1.2390752179633566e-13,9.963798359790924e-12,1.3573329249448666e-09,1.9831753936271875e-09,5.893422639032919e-13,3.812874232329204e-20,5.846215950534364e-07,3.6265055001604002e-12
0.0002782295694897815,0.8398057976706792,3.76,0.0,1.5821503170466394e-07,0.04884347782092598,0.9685441938702166,4.4915478087770926e-08,1.360609645597443e-08,1.330319304031199e-07,4.4769671201541834e-05,4.119334741222192e-13,0.042941496107235695,0.13721243222760476,0.20502451849087533,5.0364006401873864e-08,0.019375842347220753,6.9653333838399335e-12,1.3709617779673996e-11,9.338391398200023e-09,1.7310929659213718e-12,2.155081501768044e-06,0.3923275278745383,8.465470384016739e-06,1.1998322854676157e-13,3.853140637253186e-09,1.2901036113262083e-06,4.9996334887371046e-09,4.644530100326817e-09,1.3446907557018142e-08,4.8477066950361565e-16,2.0450687584424077e-15,5.171961744195692e-16,1.2005647920308062e-08,0.2395064395359195,1.9174124803726783e-08,3.0532610548773444e-08,3.814366685646723e-12,5.926980803478116e-14,1.0046601954702758e-12,2.617049748975817e-07,1.3221748771887839e-13,9.505858273435547e-17,1.884884021208234e-09,3.346822135590491e-08,6.365405639434945e-14,1.1776071499247684e-13,9.466296608913802e-12,1.290288947131594e-09,1.8869145441247812e-09,5.291486565481214e-13,3.4162743631195983e-20,5.861065120806794e-07,3.632176510103477e-12
0.0002783270476095415,0.8397809781712994,3.76,0.0,1.5034121099313195e-07,0.04872301755119233,0.9684604800137837,4.275830456019429e-08,1.2933946981401295e-08,1.2650931050075036e-07,4.4664200221304784e-05,3.9078479147791703e-13,0.04291178516683639,0.13719677780364276,0.20513107210745055,4.830096893355169e-08,0.01934705597242669,6.6318397213605955e-12,1.3045515391924949e-11,8.885977892356595e-09,1.6473140380334552e-12,2.1526163418643635e-06,0.39194447029869334,8.455866356163167e-06,1.1415097245143942e-13,3.6661537143627685e-09,1.2274387860379087e-06,4.753084488542517e-09,4.413280168591454e-09,1.2784814627860274e-08,4.829654728715042e-16,1.944697974807773e-15,5.133433704863225e-16,1.2022356125733299e-08,0.23988965036603263,1.8219443318790642e-08,2.9018436810409025e-08,3.6241603865705014e-12,5.6313475153387655e-14,9.552494808295892e-13,2.6210407371805646e-07,1.1876317454434908e-13,8.554359536903337e-17,1.887203197414172e-09,3.3261088330107445e-08,5.720988211244315e-14,1.1192642181535702e-13,8.994233918352833e-12,1.226658123265369e-09,1.7954422171091662e-09,4.751618372763815e-13,3.059295767774561e-20,5.875779093185162e-07,3.637825536860971e-12
0.0002784245257293015,0.8397561961550012,3.76,0.0,1.42871023675755e-07,0.048603191420245655,0.9683771221758035,4.070714803293404e-08,1.2295840818698127e-08,1.2031562193891138e-07,4.455927003530608e-05,3.707525696171986e-13,0.04288199124063726,0.13718051454171212,0.2052376105682876,4.634345573223839e-08,0.019318248675448717,6.3154164651956335e-12,1.2414404412334636e-11,8.45605465966094e-09,1.5677140331225407e-12,2.1501899932050423e-06,0.39156291910594554,8.446255570253184e-06,1.086090457185247e-13,3.488476474366766e-09,1.1678997419934221e-06,4.51900595266564e-09,4.1938304005507905e-09,1.2156186779630085e-08,4.812390811525492e-16,1.84937143035057e-15,5.09685388056738e-16,1.2039005021839055e-08,0.24027134715234894,1.7313525748690033e-08,2.7581341290630626e-08,3.4436705679189203e-12,5.350817782652497e-14,9.083285301898757e-13,2.6250028743462257e-07,1.0669177492803266e-13,7.656794859133091e-17,1.8894953593681417e-09,3.3064501961687924e-08,5.142444763590189e-14,1.0638836129452217e-13,8.546284601221193e-12,1.1662623003934484e-09,1.708514961271293e-09,4.2673666131046717e-13,2.7403064550748596e-20,5.89035902757643e-07,3.6434526259278794e-12
0.0002785220038490615,0.8397314516383514,3.76,0.0,1.357831878127802e-07,0.04848399015560449,0.9682941272085634,3.875669639589066e-08,1.1690015209268637e-08,1.1443383909867962e-07,4.445487241499702e-05,3.5177628540227736e-13,0.04285211804695148,0.13716365189982566,0.20534412068303162,4.4485921759509685e-08,0.019289422843634926,6.015167786098181e-12,1.1814608240784832e-11,8.047477327874669e-09,1.492077750395362e-12,2.147800640040051e-06,0.3911828694665004,8.436639041982126e-06,1.0334269726795462e-13,3.3196346138742775e-09,1.1113267677787518e-06,4.296752336816134e-09,3.98556538532763e-09,1.155929213742843e-08,4.795871864278243e-16,1.75884532849196e-15,5.062113020666418e-16,1.2055591675946514e-08,0.24065153511786339,1.6453823528187633e-08,2.621730718727479e-08,3.2723865436375424e-12,5.084600707206584e-14,8.637691962192173e-13,2.628936340750281e-07,9.585931756257271e-14,6.878171090225068e-17,1.8917607795772423e-09,3.287794538991172e-08,4.622986844126962e-14,1.0113116102719722e-13,8.1211847183734e-12,1.1089328362370183e-09,1.6259019340674992e-09,3.8329545138884144e-13,2.4570745507433505e-20,5.904806076597038e-07,3.649057824922283e-12
0.0002786194819688215,0.8397067446358258,3.76,0.0,1.2905757409072695e-07,0.04836540475226749,0.9682115016266453,3.6901907653701775e-08,1.1114800397654026e-08,1.0884783911017295e-07,4.435099937802756e-05,3.337987808736763e-13,0.04282216918132379,0.13714619910101122,0.2054505897648066,4.272311990308882e-08,0.019260580782962656,5.730245909401855e-12,1.124453719088792e-11,7.659160962380043e-09,1.4202014840308413e-12,2.145446563912618e-06,0.39080431650369224,8.42701774944765e-06,9.83379581659379e-14,3.159178484389906e-09,1.0575684878655414e-06,4.085712078032251e-09,3.787902397757981e-09,1.099249035743626e-08,4.780056490182746e-16,1.672851119962101e-15,5.029109692251789e-16,1.2072113150943306e-08,0.24103021951183884,1.5637923967639076e-08,2.4922531343301825e-08,3.109829699522619e-12,4.8319518849422907e-14,8.214504089762257e-13,2.632841314186026e-07,8.613754007539941e-14,6.207354746885567e-17,1.893999726376661e-09,3.2700926925262415e-08,4.156529193337184e-14,9.614031520688578e-14,7.71774623483221e-12,1.0545100815209e-09,1.5473842391816586e-09,3.4432099717998434e-13,2.200884554802696e-20,5.919121385407945e-07,3.6546411837104055e-12
0.0002787169600885815,0.8396820751598767,3.76,0.0,1.226751417855744e-07,0.04824742646352259,0.9681292516192145,3.5137996072934386e-08,1.056861464720797e-08,1.0354235291869918e-07,4.424764317963311e-05,3.167660720069276e-13,0.04279214812064687,0.13712816514065845,0.2055570056128988,4.1050084659447066e-08,0.01923172472080295,5.4598484904804585e-12,1.0702683912886026e-11,7.290076925102182e-09,1.3518923802902954e-12,2.1431261383027537e-06,0.3904272552969131,8.417392634442477e-06,9.358151439943207e-14,3.0066817888849296e-09,1.0064814186143206e-06,3.885306863653177e-09,3.6002896620518524e-09,1.0454227671788845e-08,4.764906563862817e-16,1.59115924735677e-15,4.997753223765344e-16,1.208856659281849e-08,0.24140740560797733,1.4863542892149829e-08,2.3693412699178345e-08,2.9555492654685806e-12,4.592166842955811e-14,7.812566232772326e-13,2.6367179701007804e-07,7.741240997798264e-14,5.546559510877073e-17,1.8962124640219165e-09,3.2532978837572844e-08,3.7376181770647054e-14,9.140197884997828e-14,7.334846173473877e-12,1.0028428906126818e-09,1.4727542991357789e-09,3.0935010380489667e-13,1.9715140119788637e-20,5.933306091561202e-07,3.660202754239323e-12
0.00027881443820834147,0.8396574432209977,3.76,0.0,1.1661787836967733e-07,0.04813004679207764,0.9680473830618799,3.3460419037224816e-08,1.0049959547483978e-08,9.8502919063831e-08,4.414479630432651e-05,3.0062716849013244e-13,0.042762058227140506,0.137109558793632,0.20566335649601336,3.9462116726955615e-08,0.01920285680859556,5.203216131472619e-12,1.018761906113087e-11,6.9392499014744374e-09,1.2869678328634435e-12,2.1408378235979756e-06,0.39005168088441255,8.407764603704887e-06,8.906078256288368e-14,2.861740348168432e-09,9.579295508746043e-07,3.6949881918614247e-09,3.4222046770491752e-09,9.943032220556784e-09,4.750386023987319e-16,1.5135732921312472e-15,4.967950841769185e-16,1.2104949692059975e-08,0.2417830987026592,1.4128517686721381e-08,2.252654139325564e-08,2.8091100144278284e-12,4.364572605713438e-14,7.430786735434213e-13,2.640566481606517e-07,6.958010239357659e-14,4.977062935977654e-17,1.898399252785208e-09,3.237365620220695e-08,3.3613658352674195e-14,8.690307108929063e-14,6.971408519207445e-12,9.537881593539959e-10,1.4018152610801482e-09,2.779678788106348e-13,1.769552008878756e-20,5.947361324858075e-07,3.665742590139614e-12
