Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15)
0.001110442368869079,0.7438901307931401,3.76,0.0,0.1910558657789685,0.6313419282231559,0.4538145777287684,5.643344054961743e-10,7.817176504094589e-08,0.012274070485621881,0.001213048228630744,1.155666229872101e-06,0.0009622504316448806,0.002272985342932205,0.228104459423355,0.0059265701217652775,0.0003100974090091712,2.8216236194243364e-06,4.146049485245123e-05,0.03843673804105492,0.006586951564425315,0.000142070048733492,0.21212971647942316,0.00010077034317650682,9.489892350051631e-11,8.064774334038201e-05,0.034183748493641655,7.341826649871795e-06,1.6845200508217901e-06,4.803554322354956e-06,8.952416837564662e-12,4.5047495740379983e-10,4.566103856068615e-12,1.205255277177679e-07,0.030698924853040908
0.0011108523039565193,0.7439716446533935,3.76,0.0,0.1902442801532653,0.6302692486383303,0.45506539541681623,5.821223107543758e-10,7.977120628124875e-08,0.012293858536381657,0.0012126633739388793,1.1554339112744877e-06,0.000969881320482388,0.002294013780016837,0.22853784179289474,0.0059085879253605485,0.0003125161152532687,2.8247613000625325e-06,4.162323007480854e-05,0.03836456081676458,0.006565295364644237,0.0001428141629519762,0.21273491531217614,0.00010085486514456236,9.573812024095615e-11,8.122232808855782e-05,0.03430436926794622,7.417178583884336e-06,1.700722499057808e-06,4.8550401025980155e-06,9.031984052107231e-12,4.527573281063233e-10,4.606691195391535e-12,1.215822658767078e-07,0.030847488359221176
0.0011112622390439596,0.7440535605254112,3.76,0.0,0.1894292873332207,0.6291893608321124,0.45632428223845684,6.005726005923846e-10,8.141204997184329e-08,0.012313651900519008,0.0012122513582930405,1.155181935423721e-06,0.0009776160524728856,0.0023153510374879422,0.22897222472674048,0.005890507189743028,0.0003149675812359927,2.8278330699755836e-06,4.1786377273295825e-05,0.03829123693797474,0.006543408683208951,0.00014356421445628495,0.21334375568156044,0.00010093691766080925,9.659508423768743e-11,8.180272360621703e-05,0.034425605585786605,7.4935880279019414e-06,1.7171563620338777e-06,4.907340080454115e-06,9.11260967928497e-12,4.5505520169528965e-10,4.647818468413543e-12,1.2265297437863783e-07,0.03099741242023767
0.0011116721741313998,0.7441358810644496,3.76,0.0,0.1886108667543138,0.6281021834050111,0.45759132671614056,6.197136040450594e-10,8.309557980138907e-08,0.012333448156129766,0.0012118117004390765,1.1549098621535327e-06,0.0009854565706292574,0.00233700318257722,0.22940759753160014,0.005872327266689036,0.0003174524303860971,2.830837013945638e-06,4.194991762233211e-05,0.03821675061023607,0.006521289096041924,0.00014432025053954245,0.21395627334545717,0.00010101643229006663,9.747026707909154e-11,8.238899464561075e-05,0.03454746009223089,7.5710735784392636e-06,1.73382580333478e-06,4.960470822962883e-06,9.194311593422603e-12,4.5736861123245776e-10,4.689494788684561e-12,1.2373788805013613e-07,0.031148715863513154
0.00111208210921884,0.7442186089308318,3.76,0.0,0.18778899781027758,0.6270076337391978,0.458866618653319,6.395749655192572e-10,8.482312675258986e-08,0.012353244792225016,0.001211343911552471,1.1546172415723644e-06,0.0009934048641171464,0.0023589764307885303,0.22984394896770294,0.005854047504393701,0.0003199713014952604,2.833771174840013e-06,4.2113831424114426e-05,0.03814108579906916,0.006498934157858774,0.00014508231844168022,0.21457250450352003,0.00010109333909602969,9.836413326207252e-11,8.298120641538843e-05,0.03466993537115602,7.649654215661449e-06,1.7507350735389483e-06,5.014449315111693e-06,9.277108001074272e-12,4.596975855681249e-10,4.731729446489774e-12,1.248372463958717e-07,0.03130141785357675
0.0011124920443062803,0.7443017467894663,3.76,0.0,0.1869636598572529,0.6259056279764414,0.4601502491566141,6.601878898133412e-10,8.659607129868626e-08,0.012373039205796821,0.001210847495147501,1.1543036138359427e-06,0.0010014629695980187,0.0023812771502657905,0.23028126723023357,0.005835667247478929,0.00032252484918879554,2.836633552770554e-06,4.227809807653277e-05,0.0380642262266772,0.006476341402285737,0.00014585046532328684,0.2151924858030656,0.0001011675666133739,9.927716080239663e-11,8.357942456485968e-05,0.03479303394127722,7.729349312124914e-06,1.7678885124514754e-06,5.0692929649249805e-06,9.3610174936736e-12,4.620421488552948e-10,4.774531930107294e-12,1.2595129401232043e-07,0.031455537899322206
0.0011129019793937205,0.7443852973090761,3.76,0.0,0.18613483221811974,0.6247960809955784,0.461442310658401,6.815850660642082e-10,8.841584162430978e-08,0.012392828698785581,0.0012103219469854463,1.1539685089211174e-06,0.0010096329726184744,0.0024039118663484365,0.23071953993017205,0.005817185837001984,0.0003251137444132247,2.839422104283214e-06,4.24426960432944e-05,0.037986155368650416,0.0064535083419953185,0.00014662473823920865,0.21581625434502624,0.00010123904181956547,1.0020984137422434e-10,8.418371516813575e-05,0.03491675825200872,7.810178641850588e-06,1.7852905503950357e-06,5.125019591682109e-06,9.446059031681334e-12,4.644023206596505e-10,4.817911905055856e-12,1.2708027987420757e-07,0.03161109586146008
0.0011133119144811608,0.7444692631614032,3.76,0.0,0.18530249418701508,0.62367890638957,0.4627428969398367,7.038006479011095e-10,9.028391835125405e-08,0.012412610474945407,0.001209766754982013,1.1536114463954573e-06,0.0010179170090454054,0.002426887266169338,0.23115875407450745,0.005798602610462091,0.0003277386749421947,2.842134741634337e-06,4.2607602821843306e-05,0.03790685645066615,0.0064304324688611424,0.0001474051841128979,0.21644384768996464,0.00010130769010639042,1.0116268077328451e-10,8.47941447074804e-05,0.03504111067914381,7.892162389723987e-06,1.802945710582807e-06,5.181647465651781e-06,9.532251913924278e-12,4.667781157071349e-10,4.861879216760614e-12,1.2822445773567748e-07,0.03176811196010125
0.001113721849568601,0.7445536470203961,3.76,0.0,0.1844666250340501,0.622554016442049,0.46405210315435,7.268706369857358e-10,9.220183931575687e-08,0.012432381636599165,0.0012091813991160247,1.153231935173581e-06,0.001026317266550848,0.002450210203453275,0.23159889604578607,0.0057799169018092605,0.0003304003459016004,2.8447693319273584e-06,4.277279490812718e-05,0.03782631244519182,0.006407111254133505,0.00014819184970846485,0.21707530386415838,0.00010137343525126537,1.0213619968445037e-10,8.541078005417221e-05,0.03516609352034446,7.975321160939903e-06,1.8208586118643697e-06,5.239195328489747e-06,9.619615842244288e-12,4.691695432265844e-10,4.906443924034573e-12,1.29384086934625e-07,0.03192660678254511
0.0011141317846560413,0.7446384515614564,3.76,0.0,0.1836272040102299,0.6214213221033044,0.465370025851607,7.50832862794898e-10,9.417119629147517e-08,0.01245213918128064,0.0012085653513391695,1.1528294732727091e-06,0.0010348359861534827,0.0024738877036021845,0.23203995158096224,0.005761128041454253,0.00033309948031565016,2.847323696247324e-06,4.293824776236489e-05,0.037744506068188834,0.0063835421486365005,0.0001489847815997848,0.21771066136575806,0.00010143619938833059,1.0313093380812903e-10,8.603368844785017e-05,0.03529170899043013,8.05967599076291e-06,1.839033969962908e-06,5.2976823653161224e-06,9.708170934960875e-12,4.715766070891567e-10,4.951616282078809e-12,1.305594315759483e-07,0.03208660129132244
0.0011145417197434815,0.7447236794604962,3.76,0.0,0.18278421035257947,0.6202807329658138,0.4666967630019576,7.757267565563799e-10,9.619363843929165e-08,0.01247187999826383,0.0012079180754856454,1.1524035475667608e-06,0.0010434754638156108,0.0024979269688192585,0.23248190574955016,0.0057422353562752056,0.0003358368196729696,2.849795608930612e-06,4.310393577445441e-05,0.037661419775819466,0.006359722582987144,0.00014978402613930646,0.21834995917100836,0.00010149590297932595,1.0414743429537476e-10,8.666293747548047e-05,0.0354179592164594,8.145248354652759e-06,1.8574765996907885e-06,5.3571282413235905e-06,9.797937661151837e-12,4.739993056301175e-10,4.997406728846994e-12,1.3175076058375195e-07,0.03224811683237888
0.0011149516548309218,0.7448093333929591,3.76,0.0,0.18193762328948157,0.6191321572392803,0.46803241402137014,8.015938960742702e-10,9.82708812562034e-08,0.012491600864973943,0.0012072390271826682,1.1519536335263342e-06,0.0010522380520931135,0.0025223353833716904,0.23292474293105253,0.005723238169625743,0.00033861312451301874,2.8521827966960542e-06,4.326983222623338e-05,0.03757703576116763,0.0063356499678376725,0.0001505896294268562,0.21899323674053417,0.00010155246478431499,1.0518626871104932e-10,8.729859504852977e-05,0.035544846232598244,8.232060178446458e-06,1.8761914183629648e-06,5.417553150855601e-06,9.88893689737343e-12,4.764376307802165e-10,5.0438259270291625e-12,1.3295834891145527e-07,0.03241117514343854
0.001115361589918362,0.7448954160329723,3.76,0.0,0.18108742204623596,0.6179755017250324,0.4693770797968654,8.284782117174471e-10,1.0040470246718054e-07,0.012511298443272544,0.0012065276537621503,1.1514791949550566e-06,0.0010611261618463908,0.002547120519260007,0.23336844679162524,0.005704135801346231,0.00034142917503691647,2.8544829377226853e-06,4.34359092527018e-05,0.037491335950976035,0.006311321694142975,0.00015140163727498485,0.21964053402569952,0.00010160580183226886,1.0624802115670542e-10,8.794072937750403e-05,0.035672371974765596,8.320133848843167e-06,1.895183447113772e-06,5.478977773492981e-06,9.981189992928376e-12,4.788915682189262e-10,5.090884761335171e-12,1.3418247685266832e-07,0.03257579836267976
0.0011157715250058023,0.7449819300523188,3.76,0.0,0.18023358585084603,0.6168106717899144,0.47073086271246367,8.564253645733011e-10,1.025969413581193e-07,0.012530969275614067,0.0012057833941728673,1.150979683726823e-06,0.0010701422640167805,0.002572290141977885,0.23381300025996407,0.005684927567770367,0.0003442857717425552,2.8566936609085966e-06,4.360213780360971e-05,0.03740430200239643,0.006286735133454037,0.0001522200951716458,0.22029189147503087,0.00010165582939148727,1.073332926309856e-10,8.858940894532876e-05,0.03580053827504439,8.409492224320724e-06,1.9144578126316823e-06,5.541423288328109e-06,1.0074718675991495e-11,4.813610973322561e-10,5.138594304908681e-12,1.3542342954845908e-07,0.03274200903758521
0.0011161814600932425,0.7450688781192342,3.76,0.0,0.17937609394003856,0.6156375713397213,0.4720938666756567,8.854833565669396e-10,1.048495136222314e-07,0.012550609781070633,0.0012050056788938705,1.1504545395088076e-06,0.001079288891463468,0.002597852216271917,0.23425838550239408,0.0056656127817314664,0.0003471837360816737,2.8588125450118078e-06,4.376848760334574e-05,0.037315915299764905,0.006261887638238067,0.0001530450482441663,0.22094735004069976,0.00010170246093992028,1.0844270223416162e-10,8.924470247963203e-05,0.0359293468558497,8.500158646112769e-06,1.934019751359879e-06,5.60491146884126e-06,1.0169545066895837e-11,4.838461900819121e-10,5.186965858427309e-12,1.366814984381604e-07,0.03290983013391587
0.0011165504016719388,0.7451475046917625,3.76,0.0,0.17860120843474322,0.6145746290234324,0.4733285413667006,9.126276020068996e-10,1.069300564158556e-07,0.012568257244188667,0.0012042766529258018,1.149959520331069e-06,0.0010876346000776675,0.0026212003776261133,0.23465992801328736,0.0056481378011873674,0.00034982796966635436,2.8606389759468713e-06,4.391828004633954e-05,0.03723519505446834,0.0062392995902329565,0.00015379309636045566,0.2215408034622654,0.00010174145276758779,1.0946233532949392e-10,8.984017857775486e-05,0.036045825058847854,8.582896494715911e-06,1.9518757889987617e-06,5.66296074263191e-06,1.0256017077408316e-11,4.860960514454055e-10,5.231075821271558e-12,1.378286405985947e-07,0.033062265356561
0.001116919343250635,0.7452264869386099,3.76,0.0,0.17782332988273072,0.6135048363807223,0.47457084847777997,9.407517660040043e-10,1.0906257599349901e-07,0.012585874345855338,0.0012035196323207863,1.1494428481827427e-06,0.0010960900751166949,0.0026448791427634575,0.2350621150493498,0.0056305754478634075,0.00035250702371793756,2.8623871770244406e-06,4.406812126515243e-05,0.037153349814457205,0.006216496069385289,0.00015454647410727284,0.22213764294972596,0.00010177755661158323,1.1050251372669743e-10,9.044111821492745e-05,0.0361628258989544,8.666730886669737e-06,1.9699730677141157e-06,5.721889272094946e-06,1.034357538670848e-11,4.883584601480851e-10,5.2757399312015934e-12,1.3899010820433285e-07,0.03321604131984611
0.0011172882848293313,0.7453058267930578,3.76,0.0,0.17704244319125365,0.6124281202133076,0.47582086703159016,9.698956277880482e-10,1.1124862216536829e-07,0.012603458202485145,0.0012027341839636913,1.1489040880870239e-06,0.0011046572994423153,0.0026688947573482195,0.235464931921177,0.005612925213579371,0.000355221543403986,2.864055275499835e-06,4.421798647140081e-05,0.037070365429463174,0.006193475107459105,0.00015530521347037216,0.22273789942987843,0.00010181070555904737,1.1156372785018537e-10,9.104757187546452e-05,0.03628035037907766,8.751679886608687e-06,1.9883156403511876e-06,5.7817141040765756e-06,1.0432237014504052e-11,4.906333799849855e-10,5.320966882833788e-12,1.4016612552899906e-07,0.03337117567256587
0.0011176572264080275,0.7453855261834842,3.76,0.0,0.17625853328976315,0.6113444062943434,0.4770786771196105,1.0001024079897039e-09,1.1348980715864295e-07,0.012621005838785051,0.0012019198689750892,1.1483427963340792e-06,0.0011133383015367278,0.0026932536139365492,0.23586836337194436,0.0055951865878781345,0.00035797218943852777,2.8656413634297967e-06,4.4367849963168686e-05,0.036986227562382366,0.006170234724672545,0.00015606934609446138,0.22334160417652144,0.00010184083144824145,1.1264648132866986e-10,9.165959012101961e-05,0.036398399414081115,8.837761904959423e-06,2.006907638637229e-06,5.84245270862517e-06,1.052201941042339e-11,4.929207690905179e-10,5.366765582527853e-12,1.4135692193314186e-07,0.033527686361944045
0.0011179892738288541,0.7454575646270857,3.76,0.0,0.17555041709932426,0.6103630184984575,0.47821743503107406,1.028234051055372e-09,1.1555538570809334e-07,0.01263676520790302,0.0012011619370990935,1.147817995282113e-06,0.0011212501977429493,0.0027154754620722886,0.2362319640619554,0.005579145826362079,0.0003604792178818842,2.866997117988861e-06,4.4502703639668465e-05,0.03690950525323869,0.006149129129955374,0.00015676170255337363,0.22388791284695078,0.00010186530267774413,1.1363980244447171e-10,9.221520609678211e-05,0.03650509272184822,8.916219953124633e-06,2.023857173542914e-06,5.897913441376841e-06,1.060379648953125e-11,4.949900417606074e-10,5.408480723294559e-12,1.4244146691788275e-07,0.03366973782895433
0.001118288116507598,0.7455226507088231,3.76,0.0,0.1749109993375167,0.6094748251234149,0.4792478189128065,1.0543467511162244e-09,1.1745476979987014e-07,0.012650919526929691,0.0012004592277116914,1.1473294788813967e-06,0.001128452415299482,0.002735721397362095,0.23655960946429797,0.005564647260258335,0.000362761448229975,2.868157963988387e-06,4.4624035727068105e-05,0.03683963741493843,0.006129979550228157,0.00015738859875886758,0.22438201989799159,0.00010188514254822774,1.1454938555939262e-10,9.271917979961575e-05,0.036601480991825336,8.987641366347483e-06,2.039289990534406e-06,5.948484241476807e-06,1.0678195143332112e-11,4.968609584336024e-10,5.446432087446322e-12,1.434280958731077e-07,0.03379856113854068
0.001118586959186342,0.7455879760895873,3.76,0.0,0.17426957134674198,0.6085819050825424,0.4802834608190742,1.081238823393184e-09,1.1939337081683004e-07,0.012665044476526183,0.0011997367794420195,1.1468253609640576e-06,0.001135733045490392,0.0027562044036588914,0.23688762901449184,0.005550089785487806,0.0003650686092822943,2.8692614928741336e-06,4.4745317852882536e-05,0.03676898666342959,0.006110682451964034,0.00015801908848769235,0.22487844612104355,0.00010190287361117034,1.1547404089129049e-10,9.322689446486599e-05,0.03669821473819777,9.059840060030193e-06,2.0548940632189277e-06,5.99968692439603e-06,1.0753361097813636e-11,4.987399630978387e-10,5.484774882671577e-12,1.4442484143419666e-07,0.03392832038341418
0.001118885801865086,0.7456535417806339,3.76,0.0,0.1736261251799911,0.6076842168741209,0.4813244054442895,1.10893720551668e-09,1.2137215400835893e-07,0.01267913828676127,0.0011989943477724342,1.1463053881377439e-06,0.001143093259860082,0.0027769281795900704,0.23721601343617246,0.0055354731264129755,0.00036740108417936834,2.8703066210111576e-06,4.486653447822745e-05,0.0366975450126649,0.006091236762144931,0.00015865318777629598,0.22537720882077497,0.00010191845716603269,1.1641406285413394e-10,9.373837700798732e-05,0.03679529425874738,9.132826515978339e-06,2.070671743107178e-06,6.051531555798017e-06,1.0829304256348781e-11,5.006270222590511e-10,5.523514150194616e-12,1.4543183327913434e-07,0.03405902570209543
0.00111918464454383,0.7457193487892865,3.76,0.0,0.17298065290876988,0.6067817185180768,0.48237069797792614,1.1374689274351052e-09,1.2339210890867465e-07,0.012693199142451466,0.001198231685611235,1.1457693028794692e-06,0.0011505342522956205,0.00279789649577267,0.2375447531729171,0.005520797006424011,0.00036975926374201954,2.8712922486581236e-06,4.4987669614960887e-05,0.03662530439275482,0.006071641403399578,0.0001592909124574904,0.22587832545923453,0.00010193185394013742,1.1736975245361987e-10,9.425365433037106e-05,0.036892719804468774,9.206611380135589e-06,2.0866254180222475e-06,6.104028389394111e-06,1.0906034593776598e-11,5.025220994507161e-10,5.5626549782193465e-12,1.464492025159391e-07,0.03419068737397206
0.001119483487222574,0.7457853981188811,3.76,0.0,0.1723331466245329,0.6058743675501599,0.48342238411027716,1.1668628418939951e-09,1.254542597553674e-07,0.01270722518226851,0.00119744854329023,1.1452168434897566e-06,0.0011580572394765706,0.0028191131961710397,0.23787383838229037,0.005506061147928547,0.00037214354663145377,2.872217259785439e-06,4.510870681432292e-05,0.036552256649466416,0.006051895294102933,0.00015993227815089305,0.2263818136571427,0.00010194302408391796,1.1834141732001776e-10,9.477275330961497e-05,0.0369904915780518,9.281205464722928e-06,2.102757513679374e-06,6.1571879066303976e-06,1.0983562256050274e-11,5.044251551646607e-10,5.6022025496151845e-12,1.474770826920398e-07,0.03432331582130742
0.0011197524456334437,0.7458450505254139,3.76,0.0,0.17174864536865145,0.6050535672039685,0.4843735513277906,1.1940794512071207e-09,1.2734714211957474e-07,0.012719817274037615,0.0011967259962218971,1.1447054104351432e-06,0.0011648990578028238,0.0028384238326038267,0.2381703020792546,0.00549274756864956,0.00037431205553748733,2.8729970070243764e-06,4.521754258068639e-05,0.03648581678217321,0.006033994006738799,0.00016051263305999638,0.2268369954110525,0.00010195114003918155,1.1922983415398063e-10,9.524323208957035e-05,0.03707878232634939,9.349041096753326e-06,2.117430984594003e-06,6.205606880414114e-06,1.105402739565057e-11,5.061446919809351e-10,5.638147478565267e-12,1.4841127365863842e-07,0.03444351674787147
0.0011200214040443133,0.7459049007459998,3.76,0.0,0.17116248444079246,0.6042287697940713,0.4853291588096041,1.222041278271936e-09,1.2927584053123852e-07,0.01273237819442787,0.0011959864702216314,1.1441803020630204e-06,0.0011718092166064004,0.0028579417444942823,0.23846702980483256,0.005479385171785236,0.00037650233970297145,2.873725900661677e-06,4.532627265258179e-05,0.03641871040670766,0.006015968937793129,0.0001610959607234299,0.22729412560304327,0.00010195738979690802,1.2013167931926488e-10,9.571684769501011e-05,0.03716735371832514,9.41754921567663e-06,2.1322527933306326e-06,6.254579175640607e-06,1.1125154349498647e-11,5.078706241725311e-10,5.67443001534968e-12,1.49354188181379e-07,0.03456451712700184
0.001120290362455183,0.7459649495008601,3.76,0.0,0.17057465812453448,0.6033999433314575,0.4862892409303725,1.2507712695738019e-09,1.312411615055871e-07,0.012744906485753273,0.001195229777836667,1.1436413186139273e-06,0.0011787886523657416,0.00287766989382706,0.23876401376134573,0.005465973752985289,0.0003787147068414616,2.874403092518429e-06,4.5434884027501226e-05,0.03635093140129455,0.0059978192905382,0.00016168227199955343,0.22775321741392576,0.00010196174308340996,1.2104719147266537e-10,9.619361960935474e-05,0.03725620579417569,9.486738060722033e-06,2.1472247874407055e-06,6.304112845775478e-06,1.119695080648414e-11,5.096029163541631e-10,5.711054085578261e-12,1.5030592741054622e-07,0.03468632486287525
0.0011205593208660526,0.7460251975087369,3.76,0.0,0.16998516072118383,0.6025670554916596,0.4872538324107346,1.2802939438197214e-09,1.3324393687889246e-07,0.012757400657109763,0.0011944557299002228,1.14308825741392e-06,0.0011858383179402633,0.0028976112952690974,0.23906124594486497,0.005452513107243939,0.00038094947033661666,2.875027723306226e-06,4.5543363374097746e-05,0.036282473587424306,0.005979544265809694,0.00016227157758687846,0.22821428413241937,0.00010196416923162715,1.219766139180239e-10,9.667356727532052e-05,0.03734533855761686,9.556615987595943e-06,2.1623488407677504e-06,6.354216102722237e-06,1.1269424583303701e-11,5.113415310282894e-10,5.74802368095512e-12,1.5126659416289763e-07,0.03480894795967588
0.0011208282792769223,0.7460856454834257,3.76,0.0,0.1693939865511813,0.6017300736093952,0.48822296832249207,1.3106344367905547e-09,1.3528501555429623e-07,0.0127698591834916,0.0011936641355107568,1.1425209127581596e-06,0.0011929591830263007,0.002917769017591956,0.23935871813956636,0.005439003028887174,0.0003832069494203975,2.875598922405215e-06,4.565169703915753e-05,0.036213330729468064,0.005961143062118417,0.00016286388803676746,0.2286773391562428,0.00010196463717664702,1.2292019465202824e-10,9.715671010408192e-05,0.03743475197439094,9.62719147166012e-06,2.177626853451621e-06,6.404897274992376e-06,1.1342583622890511e-11,5.130864289273458e-10,5.785342847183928e-12,1.5223629255833594e-07,0.034932394523526755
0.001121097237687792,0.7461462941348952,3.76,0.0,0.16880112995531757,0.600888964674315,0.4891966840927657,1.341818321499805e-09,1.3736526724258029e-07,0.012782280505019906,0.0011928548020250416,1.1419390759213444e-06,0.0012001522345159957,0.002938146184858313,0.23965642191302838,0.005425443311578757,0.000385487469297662,2.8761158078508054e-06,4.5759871024443185e-05,0.0361434965344255,0.005942614875753433,0.00016345921372444027,0.22914239599299427,0.00010196311545245733,1.2387818675473015e-10,9.764306745708048e-05,0.03752444597103351,9.698473109477423e-06,2.1930607523134557e-06,6.456164833155299e-06,1.1416435950175153e-11,5.1483756833928e-10,5.823015674373226e-12,1.5321512789578085e-07,0.035056672764002844
0.0011213661960986616,0.7462071441679593,3.76,0.0,0.1682065852953541,0.6000436953304072,0.49017501550456005,1.3738723683654975e-09,1.394855912043946e-07,0.012794663026397876,0.001192027535051974,1.141342535225553e-06,0.0012074184765567047,0.002958745976961921,0.23995434861497023,0.0054118337483900995,0.00038779136115396325,2.8765774864134274e-06,4.5867870948720906e-05,0.036072964651951915,0.005923958900875693,0.0001640575647663271,0.2296094682602581,0.00010195957219106065,1.248508486345586e-10,9.813265859399072e-05,0.03761442043461113,9.770469617733997e-06,2.2086524910089106e-06,6.508027434952202e-06,1.1490989650400777e-11,5.165949043332284e-10,5.86104629660617e-12,1.5420320670495672e-07,0.035181790994372124
0.0011216351545095312,0.7462681962845544,3.76,0.0,0.1676103469555729,0.5991942318696811,0.4911579987028535,1.4068246046025123e-09,1.4164690589934218e-07,0.012807005115991607,0.001191182138428274,1.1407310757843782e-06,0.0012147589311079043,0.002979571631166425,0.24025248937066,0.005398174131753272,0.00039011896238610923,2.8769830530567016e-06,4.597568209305234e-05,0.03600172867391861,0.005905174329633445,0.00016465895109177734,0.23007856968682605,0.00010195397511717248,1.258384432840434e-10,9.862550270946448e-05,0.03770467521091783,9.843189837338148e-06,2.224404050933335e-06,6.560493857276008e-06,1.1566252992368896e-11,5.183583907570439e-10,5.899438928540522e-12,1.5520063751340617e-07,0.03530775763387889
0.0011219041129204009,0.7463294511807195,3.76,0.0,0.16701240934437347,0.5983405402259698,0.4921456702006605,1.4407036664724149e-09,1.438501528704674e-07,0.012819305104862592,0.0011903184142196537,1.140104479553099e-06,0.0012221746384694244,0.0030006264436627707,0.24055083507425298,0.0053844642534379905,0.00039247061679916254,2.8773315910816556e-06,4.6083289377659116e-05,0.03592978213404984,0.005886260352289203,0.0001652633824436646,0.23054971411396719,0.0001019462915441145,1.2684123934403075e-10,9.912161893093737e-05,0.037795210102685314,9.91664273637272e-06,2.240317441045384e-06,6.613573030279692e-06,1.1642234321111879e-11,5.201279783609349e-10,5.938197820769566e-12,1.5620752966026894e-07,0.03543458120992774
0.0011221730713312705,0.7463909095476416,3.76,0.0,0.16641276689542844,0.5974825859708178,0.49313806688303946,1.4755392616112522e-09,1.4609630169811851e-07,0.012831561286028343,0.0011894361627320228,1.1394625253257735e-06,0.0012296666576246636,0.0030219137707724335,0.24084937638420256,0.005370703904561182,0.0003948466747198172,2.8776221720856386e-06,4.6190677333029484e-05,0.035857118507727555,0.00586721615732208,0.0001658708683341079,0.23102291549628326,0.00010193648837167587,1.278595107847479e-10,9.96210262910126e-05,0.03788602486836856,9.990837411086327e-06,2.2563946988401954e-06,6.667274059280023e-06,1.1718942074780765e-11,5.219036153611777e-10,5.977327283984716e-12,1.5722399424700326e-07,0.03556227035954314
0.0011224420297421401,0.7464525720716501,3.76,0.0,0.1658114140687624,0.5966203343099029,0.49413522601052706,1.5113623410344908e-09,1.4838634721154227e-07,0.012843771913748213,0.0011885351825046198,1.1388049886333768e-06,0.0012372360665583438,0.0030434370300646447,0.24114810371916873,0.0053568928755968435,0.0003972474931151006,2.877853855783173e-06,4.629783010546944e-05,0.03578373121182712,0.005848040931531799,0.00016648141802863938,0.23149818790239127,0.00010192453208379172,1.2889353705719047e-10,0.00010012374371454869,0.03797711922104565,1.006578308722774e-05,2.2726378904572594e-06,6.721606204898246e-06,1.1796384826453904e-11,5.236852473784468e-10,6.016831689835554e-12,1.58250143797384e-07,0.035690833830683485
0.0011227109881530098,0.7465144394330622,3.76,0.0,0.16520834535209797,0.5957537500785615,0.49513718522346,1.5482048725217276e-09,1.507213097939606e-07,0.012855935202648704,0.0011876152702924557,1.1381316417062536e-06,0.0012448839626715905,0.0030651997016400857,0.24144700725288804,0.005343030956373682,0.0003996734357573037,2.8780256899144925e-06,4.6404731455385497e-05,0.03570961360451671,0.005828733860168781,0.0001670950405518352,0.23197554551575483,0.00010191038874522872,1.2994360323923827e-10,0.00010062979001748763,0.038068492827019705,1.0141489122349494e-05,2.289049110867152e-06,6.776578887767384e-06,1.1874571252742188e-11,5.254728172833371e-10,6.056715462432749e-12,1.59286092201493e-07,0.035820280483869316
0.0011229799465638794,0.7465765123065093,3.76,0.0,0.16460355526238657,0.5948827977365628,0.49614398254702796,1.5860999633407668e-09,1.5310223802909352e-07,0.012868049326742953,0.001186676221057938,1.1374422534387156e-06,0.0012526114632616758,0.0030872053296261952,0.24174607690822164,0.005329117936070644,0.0004021248734056551,2.8781367101294974e-06,4.651136474043316e-05,0.03563475898503805,0.0058092941270793865,0.0001677117446804497,0.23245500263567773,0.00010189402399808038,1.3101000015636298e-10,0.00010113918389865976,0.03816014530419696,1.021796500821173e-05,2.3056304845613233e-06,6.832201700902209e-06,1.195351013947204e-11,5.272662651445818e-10,6.09698308516357e-12,1.6033195491921524e-07,0.03595061929407171
0.001123248904974749,0.746638791360685,3.76,0.0,0.16399703834729917,0.5940074413629344,0.49715565639626136,1.625081995659125e-09,1.5553020880749308e-07,0.012880112418480619,0.0011857178279715303,1.1367365893214582e-06,0.0012604197059925403,0.0031094575237014424,0.24204530235126723,0.005315153603214169,0.00040460218397843714,2.87818593987261e-06,4.6617712906406405e-05,0.035559160593502386,0.005789720914846206,0.00016833153892664813,0.23293657367829415,0.00010187540305872093,1.3209302450848725e-10,0.00010165194392635711,0.03825207622047738,1.0295220372894311e-05,2.3223841659482174e-06,6.888484408044519e-06,1.2033210396243312e-11,5.290655281537509e-10,6.137639102315642e-12,1.6138784894067307e-07,0.03608185935258953
0.0011235178633856187,0.7467012772578859,3.76,0.0,0.1633887891866324,0.5931276446511206,0.4981722455806978,1.6651865781627392e-09,1.58006327702013e-07,0.012892122567850762,0.001184739882410332,1.1360144113906623e-06,0.0012683098493406037,0.003131959960525326,0.2423446729857907,0.005301137745674206,0.0004071057527197774,2.8781723903012306e-06,4.672375848342855e-05,0.03548281161072204,0.005770013404922735,0.00016895443152713965,0.23342027317747485,0.00010185449071512155,1.3319297900032056e-10,0.000102168088528358,0.03834428509221859,1.0373264982826418e-05,2.339312339689671e-06,6.945436945988633e-06,1.2113681047012606e-11,5.308705405428235e-10,6.17868811628632e-12,1.6245389275103832e-07,0.03621400986880938
