Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812)
1.254292313535777e-06,0.8160407895742036,3.76,0.0,0.6840837890839109,0.9999051301370088,2.547040063967457e-05,2.445661292211772e-16,1.2347647653238282e-11,0.00020938145101600245,7.58318267778469e-05,1.0157692234249177e-08,6.490131318790408e-06,9.392990518184858e-06,3.552984279861167e-05,2.532429542916021e-06,2.5015744510020757e-06,7.3040866761698984e-09,9.722547163757294e-10,1.6102956355522447e-08,2.8324011965537366e-08,7.903628220346143e-10,1.7992878228526007e-08,5.029595622782924e-07,2.3744661296555934e-16,2.0377677606856377e-13,2.2685602942443896e-12,1.257022450605759e-17,2.402248959232957e-10,3.354653797006079e-10,1.293332037126996e-17,3.850210593403425e-15,3.7495937572444915e-17,1.4100236611680404e-11,1.4412027176998133e-08,1.790977719835227e-17,1.8389701763302427e-15,8.341586358511825e-21,2.8610105038521314e-24,2.1602498247205214e-16,8.015184918972543e-16,2.302193940620049e-17,5.39436543335625e-22,1.4950741752276002e-20,2.055951605083037e-11,1.9970179429263383e-18,7.326825870732382e-24,8.807750625301555e-21,3.212564155945784e-10,1.275410942997178e-12,9.126596761953333e-20,1.0276322654333986e-25,2.700654369440358e-20,6.491482629390545e-19,2.486834452197083e-31,4.4775447242829375e-20,4.505463409654775e-34,2.562564495483774e-21,1.3533274315705325e-24,9.462439490739552e-18,1.4168464485898662e-16,2.1794409553358155e-20,1.1566029840003722e-22,9.229333694688828e-35,2.8283553109564446e-24,2.3014784568008376e-20,1.2066269597095334e-25,1.2782707880610398e-22,3.333328710059588e-19,1.2168736637209337e-30,3.898069970523941e-22,8.092016246978206e-23,1.970929337363194e-26,2.203193689478949e-27
1.2781593842888807e-06,0.8160409810923767,3.76,0.0,0.6840790991005544,0.9999032910911464,2.6295737165401527e-05,2.5099834771339465e-16,1.2621136943401242e-11,0.00021395661168204278,7.715514175157886e-05,1.0381852641723856e-08,6.543934646801214e-06,9.426628986478012e-06,3.6386132956789296e-05,2.6392216065545646e-06,2.513805623907832e-06,7.49179335521246e-09,1.0160366372394124e-09,1.71560864903762e-08,3.0141198696110564e-08,8.279301780374406e-10,1.901334074257219e-08,5.180516782873561e-07,2.5298031497489733e-16,2.1883972385080391e-13,2.4762285537892407e-12,1.3828880038831796e-17,2.4699649568432846e-10,3.453778022562994e-10,1.3315836471259973e-17,4.026421268802258e-15,3.860402686134049e-17,1.4518006836728533e-11,1.511606118684656e-08,1.991878954203162e-17,2.0057858251900687e-15,9.098876551888414e-21,3.1291662941276173e-24,2.3128668355387736e-16,8.26558513602809e-16,2.6185024891182618e-17,6.135785535286586e-22,1.5815060766623568e-20,2.1551105748543118e-11,2.2718715292101156e-18,8.06276287103822e-24,9.60691584240147e-21,3.3076734418618533e-10,1.3624760552357946e-12,1.0514906698734418e-19,1.1839512145639452e-25,2.878797839286987e-20,6.8089051321836045e-19,2.7569077870923323e-31,5.0282923041060464e-20,4.992873440616785e-34,2.8584636291272954e-21,1.5595153755315736e-24,9.742083042361514e-18,1.5427855481654503e-16,2.297877778331661e-20,1.2912827375898868e-22,1.0220965806611736e-34,3.0409097891640904e-24,2.4302819421851162e-20,1.335716743751056e-25,1.345403627134683e-22,3.534410977007158e-19,1.326087661281943e-30,4.08342717181812e-22,9.228583649667378e-23,2.1655036598256784e-26,2.4412389035454437e-27
1.3020264550419844e-06,0.8160411732943115,3.76,0.0,0.6840743970992126,0.9999014521549905,2.7127856554688546e-05,2.5747839107097417e-16,1.2895197541005977e-11,0.00021854108250769457,7.847403313634892e-05,1.060647238024627e-08,6.597049830228822e-06,9.460125371206724e-06,3.7245512057044986e-05,2.7484071081700094e-06,2.5259008095120197e-06,7.680904502306428e-09,1.060877972897167e-09,1.8255958348712517e-08,3.203704331609549e-08,8.665319928430216e-10,2.0071374210747897e-08,5.332403988519981e-07,2.692036689992809e-16,2.346967131943692e-13,2.698337170639002e-12,1.518497862228071e-17,2.5384174604321443e-10,3.554046815031572e-10,1.3702768601834553e-17,4.207076606167517e-15,3.9724907607473065e-17,1.4940642283619085e-11,1.58407457501643e-08,2.2105624982598516e-17,2.184247676107716e-15,9.909082839267478e-21,3.416736681103326e-24,2.4730845783910157e-16,8.519751165751317e-16,2.970919732419766e-17,6.961873220399639e-22,1.6711934328914893e-20,2.2570903731852888e-11,2.5781652943366733e-18,8.856185477713725e-24,1.0461887554590272e-20,3.4036795825440587e-10,1.453582956466911e-12,1.2081404320828026e-19,1.3603332111303393e-25,3.064937400072083e-20,7.135654710365249e-19,3.0505519223202965e-31,5.633671669054557e-20,5.522649519318969e-34,3.1818115898321466e-21,1.7922077477759925e-24,1.0024954702372557e-17,1.6771770664022115e-16,2.4205119105051517e-20,1.4385900858679362e-22,1.1298136849126091e-34,3.2649895134932075e-24,2.5634401430072778e-20,1.4758412259659909e-25,1.4146577310407924e-22,3.743438816748337e-19,1.4429550964123098e-30,4.273889916719763e-22,1.0496822846169391e-22,2.3751639107591692e-26,2.6998259946650417e-27
1.325893525795088e-06,0.8160413661793331,3.76,0.0,0.6840696831982561,0.9998996133196325,2.796667636413125e-05,2.6400640629589118e-16,1.3169821129920134e-11,0.00022313473067002654,7.978850816311347e-05,1.0831544609713234e-08,6.649546905943182e-06,9.49349313269704e-06,3.810796831222121e-05,2.85999370475801e-06,2.5378747484242227e-06,7.871413119109069e-09,1.1067833624484687e-09,1.9403687005494186e-08,3.40133413432431e-08,9.061783715689187e-10,2.116770261267867e-08,5.485218091964709e-07,2.8613313233491035e-16,2.5137405055022155e-13,2.935583163162738e-12,1.6644004854341254e-17,2.6076137965806787e-10,3.6554713216554517e-10,1.4094159803664456e-17,4.392203949271176e-15,4.085870439754428e-17,1.5368190351120637e-11,1.658632045452419e-08,2.4482024223321552e-17,2.374937146072536e-15,1.0774849717581966e-20,3.724737690545483e-24,2.641134101898279e-16,8.777743153559842e-16,3.362757247925105e-17,7.880396129877132e-22,1.7642103356979815e-20,2.3619198503312672e-11,2.9187898210811306e-18,9.71041172782032e-24,1.1375452551444956e-20,3.5005936312146915e-10,1.5488326485595618e-12,1.3844931262931584e-19,1.5588996829507765e-25,3.259296727604125e-20,7.471840418919833e-19,3.3693545300047424e-31,6.297841377079485e-20,6.097633069147071e-34,3.534554282337682e-21,2.054211284285728e-24,1.0311085912309337e-17,1.8204102003407976e-16,2.5474216525193945e-20,1.599433609560345e-22,1.2466534708645476e-34,3.500993513659241e-24,2.701011449718638e-20,1.627722783269809e-25,1.486059905459074e-22,3.9605622094350276e-19,1.5678832247970068e-30,4.469508062934157e-22,1.190893759363252e-22,2.6007800039019896e-26,2.9803116716696402e-27
1.3497605965481917e-06,0.8160415597467471,3.76,0.0,0.684064957504313,0.9998977745756967,2.881212262301741e-05,2.7058253504027193e-16,1.3445000145881353e-11,0.0002277374351308742,8.109857409418826e-05,1.1057063098635092e-08,6.701489785782443e-06,9.526744070143639e-06,3.89734910833877e-05,2.9739889823427378e-06,2.549740549936516e-06,8.06331256125297e-09,1.1537574699779524e-09,2.060039237517307e-08,3.607189384623674e-08,9.468794414028143e-10,2.230305454983733e-08,5.638921021231031e-07,3.0378523370364907e-16,2.6889848139446856e-13,3.1886830639620585e-12,1.8211646483795138e-17,2.677561208805266e-10,3.758062570987843e-10,1.449005266880258e-17,4.581830798302947e-15,4.200554047216857e-17,1.5800697941779925e-11,1.735302719562721e-08,2.706025512360729e-17,2.578453992225111e-15,1.169890522640626e-20,4.0542198330286e-24,2.8172496691493373e-16,9.039621498335188e-16,3.7975586991180484e-17,8.899666468040557e-22,1.8606322745288802e-20,2.4696281274021496e-11,3.2968389240393727e-18,1.0628892046489225e-23,1.2350485567098123e-20,3.598426605991631e-10,1.6483265721250964e-12,1.582591805653412e-19,1.7819509494103988e-25,3.46210456645413e-20,7.817572364972055e-19,3.71498172688607e-31,7.025184046519844e-20,6.7208051579128754e-34,3.918734929526562e-21,2.3485697470302826e-24,1.060050777485518e-17,1.97288425902929e-16,2.6786860373241805e-20,1.7747684205147535e-22,1.3732124238009503e-34,3.749327467672256e-24,2.843054574779822e-20,1.7921179216832965e-25,1.5596370988004736e-22,4.1859306915458374e-19,1.701295590488195e-30,4.670331576846574e-22,1.3478000189497845e-22,2.8432565940553635e-26,3.2841172668282646e-27
1.3736276673012953e-06,0.8160417539958391,3.76,0.0,0.6840602201133911,0.9998959359134003,2.9664129087469107e-05,2.772069134811232e-16,1.3720727704675603e-11,0.000232349085509185,8.240423821978338e-05,1.1283022166143385e-08,6.752936714974555e-06,9.559888529746347e-06,3.98420707384531e-05,3.0904004612848982e-06,2.561509866277199e-06,8.256596505080707e-09,1.2018049847933917e-09,2.184719923827161e-08,3.821450747571122e-08,9.886453505281907e-10,2.3478163180437935e-08,5.79347575031768e-07,3.221765736453142e-16,2.8729719218638377e-13,3.4583731171890394e-12,1.9893798425126718e-17,2.7482668273297597e-10,3.861831428084622e-10,1.4890489165268856e-17,4.775984811191147e-15,4.316553723739296e-17,1.6238211276144788e-11,1.814111014861507e-08,2.9853126038993074e-17,2.7954166107926855e-15,1.2684062312537874e-20,4.406268724550415e-24,3.0016687739383715e-16,9.305446753177826e-16,4.279111307689796e-17,1.0028567928826168e-21,1.9605361057508555e-20,2.5802445913676918e-11,3.7156197414649245e-18,1.1615212517860795e-23,1.3389950714659598e-20,3.69718941905403e-10,1.752166608626613e-12,1.8046486079981615e-19,2.031977699193803e-25,3.6735948099242754e-20,8.1729616944429315e-19,4.089180701528088e-31,7.820313739265126e-20,7.395291225992298e-34,4.336497064262394e-21,2.678579153042369e-24,1.0893250929979418e-17,2.1350087501886808e-16,2.814384824965882e-20,1.9655976581286735e-22,1.510115659272189e-34,4.010403716495762e-24,2.9896285647705597e-20,1.96981835003533e-25,1.6354164046927328e-22,4.419693355273341e-19,1.8436324824293343e-30,4.876410528149054e-22,1.521799620564066e-22,3.1035339888615745e-26,3.612730763226465e-27
1.397494738054399e-06,0.8160419489258768,3.76,0.0,0.6840554711119016,0.9998940973226075,3.052263655106607e-05,2.8387967229229854e-16,1.3996997536656585e-11,0.00023696958105330786,8.370550785497566e-05,1.1509416629108164e-08,6.803940706545541e-06,9.59293558676369e-06,4.071369852848003e-05,3.209235601063106e-06,2.5731930493461987e-06,8.451258917127764e-09,1.2509306213392116e-09,2.314523726798423e-08,4.0442994494769426e-08,1.0314862671491911e-09,2.4693766156374588e-08,5.948846270217693e-07,3.4132382491041764e-16,3.0659781218819267e-13,3.745409476738698e-12,2.169656679396353e-17,2.819737644763922e-10,3.9667885582469916e-10,1.5295510498100795e-17,4.974693803274951e-15,4.4338813907677056e-17,1.6680775748895996e-11,1.8950815731050284e-08,3.2873999251382186e-17,3.0264623385364144e-15,1.3733220205490566e-20,4.782005701350113e-24,3.194632156994683e-16,9.575279548283363e-16,4.81145767286536e-17,1.1276583437417702e-21,2.064000020956366e-20,2.693798888838658e-11,4.1786631349558896e-18,1.2673097977542284e-23,1.449690293259138e-20,3.7968928181210814e-10,1.8604550826056655e-12,2.053055412894042e-19,2.3116729881822006e-25,3.8940065742712634e-20,8.538120580398065e-19,4.4937824936572265e-31,8.688083455539436e-20,8.124366231938043e-34,4.790087545568094e-21,3.047803694672977e-24,1.1189345463785525e-17,2.3072034669468574e-16,2.954598523288932e-20,2.172974010453832e-22,1.6580179305690487e-34,4.284641188456917e-24,3.140792809863443e-20,2.161652056926377e-25,1.7134250721878479e-22,4.661998850604275e-19,1.9953514233882117e-30,5.087795085048957e-22,1.7143870720715068e-22,3.382589040791484e-26,3.967708857083485e-27
1.4213618088075026e-06,0.8160421445361111,3.76,0.0,0.6840507105775898,0.999892258792874,3.138759220886157e-05,2.9060093669177045e-16,1.4273803927109806e-11,0.0002415988297053451,8.500239033706502e-05,1.17362417539662e-08,6.854549951327577e-06,9.625893204719081e-06,4.158836647950748e-05,3.330501804576757e-06,2.584799291515671e-06,8.647294026138422e-09,1.3011391188407371e-09,2.4495641056493737e-08,4.275917280856154e-08,1.0754123786192877e-09,2.5950605562546064e-08,6.104997560739877e-07,3.612437328486623e-16,3.2682841516808023e-13,4.050568405281504e-12,2.362627296465519e-17,2.891980496966104e-10,4.0729443985041723e-10,1.570515699595197e-17,5.177985745919891e-15,4.55254871232862e-17,1.712843579740666e-11,1.9782392559246688e-08,3.613680448951775e-17,3.2722477566733088e-15,1.4849365805609944e-20,5.182588457390591e-24,3.3963838203410154e-16,9.849180527333971e-16,5.3989079428370553e-17,1.2653823718640422e-21,2.1711035150893397e-20,2.8103209188764683e-11,4.68973440141627e-18,1.3806415284086696e-23,1.567448944286576e-20,3.897547338785659e-10,1.9732947639805413e-12,2.330394973728142e-19,2.6239447719527156e-25,4.123584267903897e-20,8.913162198061996e-19,4.930704788057191e-31,9.633592741036653e-20,8.911459318509773e-34,5.281859625535512e-21,3.460092370384136e-24,1.1488820813610786e-17,2.489898575020442e-16,3.0994083665665765e-20,2.3980012589426613e-22,1.8176045482098462e-34,4.5724654242331506e-24,3.2966070512448513e-20,2.3684844025102525e-25,1.7936904985977023e-22,4.91299537317515e-19,2.156927670949988e-30,5.304535509984333e-22,1.9271576074958483e-22,3.681436056681063e-26,4.350679055232213e-27
1.4452288795606062e-06,0.8160423408257763,3.76,0.0,0.6840459385803822,0.9998904203134887,3.225894907171097e-05,2.973708265405673e-16,1.4551141661996764e-11,0.0002462367472501755,8.629489302326445e-05,1.1963493212885533e-08,6.904808203508719e-06,9.658768374633068e-06,4.24660672979301e-05,3.454206422014651e-06,2.5963367519557975e-06,8.844696297436569e-09,1.352435240727124e-09,2.589955014075146e-08,4.516486599257346e-08,1.1204338906757255e-09,2.7249427858820465e-08,6.261895563111653e-07,3.8195311578957355e-16,3.4801752100687147e-13,4.374646474104495e-12,2.5689457651930894e-17,2.9650020484149983e-10,4.180309135936501e-10,1.6119468024197992e-17,5.385888764695137e-15,4.672567070761293e-17,1.7581234810319606e-11,2.0636091399391238e-08,3.965605254009263e-17,3.5334489972393852e-15,1.603557508268764e-20,5.609211681454655e-24,3.607171042243257e-16,1.0127210299750839e-15,6.046052343223209e-17,1.4171056703468507e-21,2.2819273576003372e-20,2.929840825047134e-11,5.252844301740443e-18,1.5019176686073067e-23,1.692595122097224e-20,3.9991632664172973e-10,2.0907888703772668e-12,2.639452538027236e-19,2.971928987947139e-25,4.3625776562046474e-20,9.298200700893806e-19,5.4019546727314995e-31,1.0662195407100855e-19,9.760158689851197e-34,5.81427607378419e-21,3.919596345680461e-24,1.1791705706336498e-17,2.683534700534974e-16,3.248896297277999e-20,2.6418358490685113e-22,1.989592345821655e-34,4.874308610129961e-24,3.4571313866586004e-20,2.5912192494195526e-25,1.8762402275866996e-22,5.172830662348942e-19,2.3288546907313363e-30,5.526682155759274e-22,2.1618121171921836e-22,4.0011277538884776e-26,4.7633418080391685e-27
1.4690959503137098e-06,0.8160425377940919,3.76,0.0,0.6840411551831569,0.9998885818735076,3.31366654278524e-05,3.041894564807736e-16,1.4829005978643728e-11,0.0002508832565422268,8.758302328868224e-05,1.2191167043915077e-08,6.954755141958164e-06,9.691567236807768e-06,4.334679428771972e-05,3.580356754330002e-06,2.6078126698399263e-06,9.043460409495421e-09,1.4048237738767194e-09,2.735810902751538e-08,4.766190331934164e-08,1.1665610267792416e-09,2.8590983824819732e-08,6.419507153342457e-07,4.0346886541233916e-16,3.701940972280663e-13,4.71846076373269e-12,2.7892885018773435e-17,3.0388087815013446e-10,4.2888926917795376e-10,1.6538481925506975e-17,5.5984311364833215e-15,4.7939475563095014e-17,1.80392150735355e-11,2.1512165114763307e-08,4.3446848950305314e-17,3.810762051864244e-15,1.7295014484573693e-20,6.063107682261859e-24,3.827244392978856e-16,1.0409429410145544e-15,6.757774067488181e-17,1.5839737785316556e-21,2.396553565204806e-20,3.052388986914839e-11,5.872260410710483e-18,1.6315542975476525e-23,1.8254624477429532e-20,4.1017506064918307e-10,2.2130410694609113e-12,2.9832279693873418e-19,3.3590032023852175e-25,4.611241922690438e-20,9.693351204108417e-19,5.909631598416878e-31,1.1779507364625974e-19,1.0674217250164762e-33,6.3899123241577495e-21,4.430787064426733e-24,1.2098028130404392e-17,2.8885630178992337e-16,3.4031449882061516e-20,2.905688486959494e-22,2.174730782927571e-34,5.190609477204735e-24,3.622426274315048e-20,2.830800097702748e-25,1.961101961398863e-22,5.441652006708121e-19,2.5116446769055337e-30,5.754285462297516e-22,2.420162235186972e-22,4.3427561915125825e-26,5.207472678112157e-27
1.4929630210668135e-06,0.8160427354402617,3.76,0.0,0.6840363604424419,0.9998867434617847,3.402070434871034e-05,3.110569361068761e-16,1.510739252096636e-11,0.0002555382868035313,8.886678852455866e-05,1.241925961479065e-08,7.004426707822411e-06,9.724295187357936e-06,4.423054127799995e-05,3.7089600563589797e-06,2.6192334656860946e-06,9.243581232537477e-09,1.4583095277237808e-09,2.8872467217482193e-08,5.0252119783376086e-08,1.2138040275560743e-09,2.9976028507634726e-08,6.577800116327311e-07,4.2580794710220016e-16,3.9338756046935844e-13,5.082849065305864e-12,3.0243546812393313e-17,3.11340698920707e-10,4.3987047104516796e-10,1.696223597623063e-17,5.815641285872524e-15,4.91670094773956e-17,1.8502417711962935e-11,2.2410868610211263e-08,4.752490782297077e-17,4.104903082930936e-15,1.863094235831871e-20,6.545547039586985e-24,4.0568577488270734e-16,1.069589831543483e-15,7.539262534281166e-17,1.7672040937912807e-21,2.5150653746851088e-20,3.177996011148809e-11,6.55251879258646e-18,1.7699826759108983e-23,1.966394215060531e-20,4.20531906227796e-10,2.340155481240541e-12,3.3649483845898686e-19,3.788800836908244e-25,4.869837727080623e-20,1.009872975470983e-18,6.4559303794768614e-31,1.2991414572334432e-19,1.1657557579660068e-33,7.011459667498256e-21,4.9984751308670855e-24,1.2407815289084166e-17,3.1054453378119376e-16,3.562237826571909e-20,3.1908257604387906e-22,2.373802923231618e-34,5.521813319714352e-24,3.7925525357041296e-20,3.0882112280101777e-25,2.0483035528228965e-22,5.719606230792378e-19,2.7058290907359556e-30,5.987395953931098e-22,2.7041355861896414e-22,4.707453709334411e-26,5.684924545135877e-27
1.5168300918199171e-06,0.8160429337634764,3.76,0.0,0.6840315544090498,0.9998849050669992,3.491103323595625e-05,3.179733701628082e-16,1.5386297298849217e-11,0.00026020177298704964,9.01461961367249e-05,1.264776759009119e-08,7.053855419094493e-06,9.756956971393004e-06,4.5117302559681636e-05,3.84002353961669e-06,2.630604831993458e-06,9.445053808999623e-09,1.512897333259386e-09,3.0443779228387906e-08,5.293735612412943e-08,1.262173150337573e-09,3.140532117252023e-08,6.736743120670694e-07,4.489874002916001e-16,4.1762777791150974e-13,5.468670082689261e-12,3.2748666529778304e-17,3.188802770673516e-10,4.509754552885385e-10,1.739076635658568e-17,6.0375477816797445e-15,5.040837702651862e-17,1.8970882656759853e-11,2.33324587748006e-08,5.190656570547199e-17,4.416608737098189e-15,2.0046710381763046e-20,7.057839260464237e-24,4.2962683061603777e-16,1.0986677370064365e-15,8.396027016675991e-17,1.9680890706216522e-21,2.6375472180124236e-20,3.306692722379826e-11,7.2984360068964e-18,1.9176495919288845e-23,2.115743541105053e-20,4.309878018870116e-10,2.4722366803259135e-12,3.788081319681187e-19,4.265225990722489e-25,5.1386312607172337e-20,1.0514453301387347e-18,7.043144073142903e-31,1.4304081100082978e-19,1.2714276847581096e-33,7.681728510260365e-21,5.6278299827602745e-24,1.272109357593247e-17,3.3346541958008545e-16,3.7262588836982654e-20,3.498571785797897e-22,2.5876264119224743e-34,5.868372058078003e-24,3.9675713573853014e-20,3.36447889055852e-25,2.1378729984368324e-22,6.006839690568659e-19,2.911959147390986e-30,6.226064237031594e-22,3.0157811948100657e-22,5.096393928687537e-26,6.197629847148863e-27
1.5406971625730208e-06,0.816043132762913,3.76,0.0,0.6840267371286518,0.9998830666776775,3.580762340695821e-05,3.2493885875506263e-16,1.5665716651326953e-11,0.0002648736551996798,9.142125354425673e-05,1.2876687901460634e-08,7.103070663001359e-06,9.789556764514562e-06,4.6007072830029607e-05,3.9735543748014484e-06,2.64193181423217e-06,9.647873335722863e-09,1.568592041953829e-09,3.2073204616983925e-08,5.571945884689684e-08,1.3116786687918601e-09,3.2879625256572365e-08,6.896305694211192e-07,4.730243387849228e-16,4.4294506867824983e-13,5.8768036353000124e-12,3.541570361409182e-17,3.265002029214279e-10,4.6220512935385217e-10,1.7824108140896483e-17,6.264179332868388e-15,5.1663679645490606e-17,1.944464865025134e-11,2.4277194423428212e-08,5.660879557397448e-17,4.7466364611652186e-15,2.1545765004219688e-20,7.601333415630273e-24,4.545736597028247e-16,1.1281826824473108e-15,9.333910648318475e-17,2.187999508217031e-21,2.7640847003680596e-20,3.438510153924541e-11,8.115121448990194e-18,2.0750176861701258e-23,2.273873517706007e-20,4.415436532652882e-10,2.6093896981181507e-12,4.256348438994622e-19,4.792468874070573e-25,5.4178942998863156e-20,1.0940639677815841e-18,7.673667110328586e-31,1.5723957307833278e-19,1.3848652994951504e-33,8.403651655185305e-21,6.324400376725675e-24,1.3037888589946157e-17,3.5766729408871473e-16,3.8952929359119334e-20,3.8303098815008587e-22,2.81705468434349e-34,6.2307441099208924e-24,4.1475442918002053e-20,3.6606725012710353e-25,2.229838453781799e-22,6.303498282910133e-19,3.1306063691303986e-30,6.4703409981883425e-22,3.3572750595461623e-22,5.510792725797515e-26,6.747602858593772e-27
1.5645642333261244e-06,0.8160433324377361,3.76,0.0,0.6840219086422982,0.9998812282822144,3.671044971587199e-05,3.3195349757486676e-16,1.5945647213240016e-11,0.00026955387817978785,9.269196817829753e-05,1.3106017720631943e-08,7.152098967147855e-06,9.822098244092654e-06,4.6899847144167735e-05,4.109559694035503e-06,2.65321888314996e-06,9.852035147736521e-09,1.6253985246238836e-09,3.376190799982235e-08,5.8600280241570844e-08,1.3623308726414414e-09,3.439970832535514e-08,7.056458200227965e-07,4.979359510655577e-16,4.693702052191857e-13,6.308150861633882e-12,3.825235768321681e-17,3.3420104723889145e-10,4.735603720435171e-10,1.8262295298920714e-17,6.495564783865707e-15,5.293301555597648e-17,1.9923753234911464e-11,2.5245336238145768e-08,6.164922091448425e-17,5.09576482026217e-15,2.31316488996485e-20,8.177418803715253e-24,4.805526503309898e-16,1.1581406828320055e-15,1.0359104811506345e-16,2.4283879277332383e-21,2.8947645789431967e-20,3.5734795384884675e-11,9.007990029909276e-18,2.2425657791595684e-23,2.4411573641188332e-20,4.522003325399149e-10,2.7517200249202796e-12,4.773739801296287e-19,5.375021868569685e-25,5.707904257488097e-20,1.1377407572388314e-18,8.349998536015107e-31,1.7257788140912764e-19,1.506515014069484e-33,9.180287620611868e-21,7.094135707127104e-24,1.3358225120011199e-17,3.831995824172977e-16,4.069425458673612e-20,4.1874842674215402e-22,3.0629780245335664e-34,6.609394393700589e-24,4.332533257623003e-20,3.977905837181053e-25,2.3242282263809078e-22,6.609727431877011e-19,3.362363175152093e-30,6.720277002890486e-22,3.730925894138169e-22,5.951909197419492e-26,7.336942005501289e-27
1.588431304079228e-06,0.8160435327870974,3.76,0.0,0.6840170689868885,0.9998793898688916,3.761949020775264e-05,3.390173781256764e-16,1.6226085885061597e-11,0.00027424239082448314,9.395834748102985e-05,1.3335754435009403e-08,7.200964250419931e-06,9.854584651606055e-06,4.77956208726505e-05,4.248046592867837e-06,2.6644699992720354e-06,1.0057534703504646e-08,1.6833216702652834e-09,3.551105907280569e-08,6.158167839920784e-08,1.4141400674599934e-09,3.596634203241693e-08,7.217171814310443e-07,5.237395005846428e-16,4.969344146863538e-13,6.763634423479512e-12,4.126657279175732e-17,3.4198336137947113e-10,4.850420337706863e-10,1.8705360701137326e-17,6.731733110376032e-15,5.421647973854263e-17,2.040823275314417e-11,2.6237146709739278e-08,6.704612990248821e-17,5.464793818351933e-15,2.4808002430568433e-20,8.787525628947496e-24,5.075905270303999e-16,1.1885477435762942e-15,1.1478163912246296e-16,2.6907920403969555e-21,3.029674742990693e-20,3.7116322989288134e-11,9.98277520013362e-18,2.4207892258143876e-23,2.617978580806473e-20,4.6295867823006415e-10,2.899333611956727e-12,5.344528697439113e-19,6.017696230898209e-25,6.008944233320034e-20,1.1824876494310231e-18,9.074745002375106e-31,1.8912621542184356e-19,1.6368423371130597e-33,1.0014824034167116e-20,7.94340817979323e-24,1.3682127138522006e-17,4.1011280877833077e-16,4.2487425863523876e-20,4.571601789861763e-22,3.3263245241643528e-34,7.00479443518799e-24,4.5226005396730205e-20,4.317338283775718e-25,2.421070763182155e-22,6.925672080024641e-19,3.60784337879073e-30,6.975923094424012e-22,4.1391810389207726e-22,6.421046706378617e-26,7.967832218164029e-27
1.6122983748323317e-06,0.8160437338101375,3.76,0.0,0.6840122181955988,0.9998775514258903,3.853472580319449e-05,3.461305879528363e-16,1.650702980561573e-11,0.00027893914576223114,9.522039890477615e-05,1.3565895625583742e-08,7.249688054694565e-06,9.88701884716968e-06,4.869438966433877e-05,4.3890221320623874e-06,2.6756886703924107e-06,1.0264367571512174e-08,1.7423663848676823e-09,3.732183262947586e-08,6.466551722639082e-08,1.4671165745411093e-09,3.758030208161429e-08,7.378418501873141e-07,5.50452326031415e-16,5.256693803136378e-13,7.24419871080975e-12,4.4466541727669513e-17,3.4984767762665296e-10,4.96650937022781e-10,1.9153336137145366e-17,6.972713414978952e-15,5.551416412317361e-17,2.089812238886408e-11,2.7252890080004463e-08,7.281848968303128e-17,5.854545221031612e-15,2.6578565120164195e-20,9.433125650229123e-24,5.357143522214503e-16,1.2194098620364847e-15,1.2698020547356662e-16,2.976838307646909e-21,3.168904196855973e-20,3.853000039141795e-11,1.1045542321836269e-17,2.6102002529636393e-23,2.8047311043309217e-20,4.738194953296631e-10,3.052336873293645e-12,5.97328707411377e-19,6.725639456472113e-25,6.321303063361346e-20,1.2283166759290257e-18,9.850624048758722e-31,2.0695816981743396e-19,1.7763325483826727e-33,1.0910581051290965e-20,8.879035862494646e-24,1.400961784544408e-17,4.3845860540190317e-16,4.433331127989882e-20,4.984233674002377e-22,3.608061402013634e-34,7.417422208975262e-24,4.717808788237476e-20,4.6801760960198315e-25,2.5203946689078308e-22,7.251476702314727e-19,3.867682767414508e-30,7.237330193193098e-22,4.584632544839648e-22,6.919553901510978e-26,8.642547321644826e-27
