Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603)
1e-12,0.5430863500374519,3.76,0.0,0.8428201222995648,0.9999999999999871,2.8664208974043265e-29,2.6399268819122684e-46,9.025311087109706e-33,1.3001794510132611e-14,1.2972221057869383e-14,2.352820426946083e-22,1.8883842767841405e-23,2.9573668467568806e-17,3.431909957630222e-23,1.4009652149695008e-23,1.1220245884655354e-23,6.487552935306917e-25,1.4202126558275582e-32,2.9673854429296403e-37,4.691961091357128e-33,3.3605487277158256e-35,4.351780711770356e-33,3.4822313847158515e-24,8.674416015560458e-53,3.785137630856043e-51,5.316080410165988e-58,2.1823701005308117e-77,2.336842328081496e-23,1.976898315092592e-27,2.3249142438168256e-38,6.965924449680347e-43,9.206792742267187e-37,1.2047423003560725e-31,5.2166866820560456e-33,5.6151964196509443e-64,5.5708857516037015e-59,8.18206247645061e-71,7.129966774964673e-76
1.023e-12,0.5430863500374519,3.76,0.0,0.8428201222995645,0.9999999999999868,2.9837457911519823e-29,2.747980451571994e-46,9.340229609070707e-33,1.3300994540268755e-14,1.327074054032904e-14,2.434917582248586e-22,1.9542758364144468e-23,3.0254223688091924e-17,3.5238931414909495e-23,1.4498492330219018e-23,1.1544066171024754e-23,6.713923447836501e-25,1.469785060201967e-32,3.0888428980283563e-37,4.865951195153193e-33,3.498098641628365e-35,4.529900585014651e-33,3.6037372222289504e-24,9.055847006227257e-53,3.951600075260069e-51,5.557985065112011e-58,2.2833489377534654e-77,2.3906152153500446e-23,2.0458764926764368e-27,2.420157668780469e-38,7.251082154132257e-43,9.583620712759175e-37,1.254048023681339e-31,5.430686511644991e-33,5.87071254150765e-64,5.824388475872927e-59,8.560638466040587e-71,7.459860105907208e-76
2.047e-12,0.5430863500374519,3.76,0.0,0.8428201222995512,0.9999999999999735,2.3901214407823394e-28,2.20105799101469e-45,3.740112739537497e-32,2.6621899863399384e-14,2.656134706845759e-14,9.750583617645246e-22,7.825871271044192e-23,6.055369093788799e-17,9.322481808069602e-23,5.805911997957537e-23,3.455384724549868e-23,2.688564615447594e-24,5.897336521930684e-32,2.4743096781484738e-36,2.658078728352874e-32,2.802135225749039e-34,3.62811979939008e-32,1.4431137720732738e-23,1.4485953357033192e-51,6.334821138708068e-50,1.7821315270293692e-56,1.4653414878278191e-75,4.784282217703211e-23,8.191365798623988e-27,1.961406390506599e-37,5.818587420249081e-42,7.673252771838625e-36,1.0030870661372107e-30,4.4809565893111346e-32,1.88219046631199e-62,1.867871247194081e-57,5.486332627303858e-69,4.775233072187097e-74
4.095e-12,0.5430863500374519,3.76,0.0,0.8428201222995245,0.9999999999999469,1.9133436707617408e-27,1.7616673362161383e-44,1.4967443906713135e-31,5.3263709044038166e-14,5.314256014354374e-14,3.9024016180838435e-21,3.132095794698781e-22,1.2115248646917613e-16,2.7732992923460712e-22,2.3236693068375e-22,1.1494417900686847e-22,1.0760125253573119e-23,2.3695382689930843e-31,1.98073894391185e-35,1.6317563879198505e-31,2.243158104258235e-33,2.903516166376994e-31,5.77569357817439e-23,2.311795221843219e-50,1.0144810013234868e-48,5.708127054698224e-55,9.388262564507984e-74,9.570034920219912e-23,3.2773197303064764e-26,1.6065098673334313e-36,4.674113479519775e-41,6.136718023812334e-35,8.006567263587549e-30,3.795502557162548e-31,6.0266181150704974e-61,5.982975526554846e-56,3.508798031713083e-67,3.0468502037261275e-72
8.191e-12,0.5430863500374519,3.76,0.0,0.8428201222994712,0.9999999999998938,1.5311675002675503e-26,1.409264274980515e-43,5.987535995429082e-31,1.0654732154293547e-13,1.0630498636903125e-13,1.561382343174457e-20,1.253182455955624e-21,2.423495216621736e-16,9.180722533079186e-22,9.297296119315706e-22,4.132064375849231e-22,4.305123557568597e-23,9.555074986911745e-31,1.5851023760211714e-34,1.1073556396253138e-30,1.7950855929876962e-32,2.322165932749665e-30,2.310925191383481e-22,3.676115844370537e-49,1.6236667034607647e-47,1.8271802622002352e-53,6.008218050992002e-72,1.9135219317212615e-22,1.3104439514020162e-25,1.34364355738742e-35,3.7664173384337475e-40,4.901554719695138e-34,6.370210334957981e-29,3.368109572644736e-30,1.9277545390484764e-59,1.915011894100325e-54,2.238650653345118e-65,1.9348946799372727e-70
1e-11,0.5430863500374519,3.76,0.0,0.8428201222994477,0.9999999999998702,3.898423501620764e-26,3.5862052048904674e-43,9.952895432879761e-31,1.3008004463893316e-13,1.2978419274461495e-13,2.5959251014800948e-20,2.08352776788716e-21,2.958757486041456e-16,1.4417819620463463e-21,1.5457701435568546e-21,6.663690603943753e-22,7.157460219111475e-23,1.601748165510323e-30,4.035749332564055e-34,2.6440687084494214e-30,4.570306334065325e-32,5.90742106641811e-30,3.842142790787067e-22,1.568827963505615e-48,7.001111842593625e-47,1.4333528484881472e-52,8.949390472758301e-71,2.3354110802309135e-22,2.1772409006167523e-25,3.6247798528697364e-35,9.680942286776763e-40,1.2446519026268539e-33,1.6089708441658844e-28,9.724512314325105e-30,1.5102743075351122e-58,1.5019357878083455e-53,3.316021732514e-64,2.841346078652449e-69
1.6383e-11,0.5430863500374519,3.76,0.0,0.8428201222993646,0.9999999999997874,1.2251212366539256e-25,1.1267473284279753e-42,2.3944542358942595e-30,2.1311452309208585e-13,2.1262983912125974e-13,6.246276912571793e-20,5.0133752670905815e-21,4.847413685989533e-16,3.289675312448436e-21,3.7194499187719935e-21,1.5596454680188813e-21,1.7221841043118211e-22,3.881988174524486e-30,1.2682780578342504e-33,8.066312776058196e-30,1.4362586041250779e-31,1.855788182827862e-29,9.244996266184016e-22,5.807282439787881e-48,2.597525906375728e-46,5.8461787581274125e-52,3.84070542680419e-70,3.8240337639993517e-22,5.235706863489974e-25,1.167369802537588e-34,3.055015884027232e-39,3.906868993221546e-33,5.038465394473875e-28,3.215288086056378e-29,6.1590278634897686e-58,6.125763339813001e-53,1.422659995617716e-63,1.2184225429583685e-68
3.2767e-11,0.5430863500374521,3.76,0.0,0.8428201222991515,0.9999999999995748,9.80156198196564e-25,9.001161470444827e-42,9.571328256865333e-30,4.2624883240282437e-13,4.2527954583067067e-13,2.498583561618111e-19,2.005444902358078e-20,9.69516168908479e-16,1.2393275108126778e-20,1.487892393766467e-20,6.05208664983643e-21,6.8883657334246785e-22,1.6004496486749466e-29,1.0146882182599908e-32,6.135969190868673e-29,1.1490292903041296e-30,1.4811638480597645e-28,3.698257539273639e-21,9.059671207017409e-47,4.153408058172893e-45,1.8695465843974223e-50,2.4508969952189953e-68,7.634984017376655e-22,2.0890011850850088e-24,1.079856447641906e-33,2.510240535068204e-38,3.101937360025436e-32,3.940205968348863e-27,3.3776640651462527e-28,1.9638632456809908e-56,1.9579254577474902e-51,8.9745686850702e-62,7.551403666883633e-67
6.5535e-11,0.5430863500374521,3.76,0.0,0.8428201222987253,0.9999999999991495,7.841235423190453e-24,7.179607157888074e-41,3.822949335516103e-29,8.52517075930162e-13,8.5057896406883e-13,9.993866195742754e-19,8.021694846516324e-20,1.9390301971343565e-15,4.8041409707926483e-20,5.951843442605543e-20,2.383446209415651e-20,2.7547603168458846e-21,6.782468541402883e-29,8.117586924557337e-32,4.781927398847393e-28,9.19146575908023e-30,1.1792688686269762e-27,1.4793547632380482e-20,1.3803684865836137e-45,6.635810098020304e-44,5.973541272249425e-49,1.5590482925365276e-66,1.5216803960507452e-21,8.313107859652372e-24,1.0917841806436492e-32,2.113287299431791e-37,2.444220746850215e-31,3.015142806688532e-26,3.908648079735485e-27,6.238461967523712e-55,6.248813389876073e-50,5.58160604643226e-60,4.543471587169375e-65
9.999999999999999e-11,0.5430863500374523,3.76,0.0,0.842820122298277,0.999999999998702,3.670471365526476e-23,3.342951665345776e-40,9.830541795064283e-29,1.300860251151834e-12,1.297903939096575e-12,2.5757940639143414e-18,2.0676139131325948e-19,2.9586789164530936e-15,1.2222135442849828e-19,1.534245673617986e-19,6.104076371072218e-20,7.098129470433175e-21,1.9084485803972688e-28,3.7999522884510035e-31,2.21185743827378e-27,4.301879843625534e-29,5.473020293519122e-27,3.813361053636698e-20,1.1254728975652106e-44,5.8815029211806436e-43,1.0321031850593239e-47,6.6945203409594416e-65,2.310784815560485e-21,2.124913416476908e-23,6.938604261469139e-32,1.0766093684542972e-36,1.1138170468988575e-30,1.3083490975259253e-25,2.7237494963779115e-26,1.0606633340480352e-53,1.1141826677575734e-48,1.868415205499324e-58,1.4357498213481863e-63
1.31071e-10,0.5430863500374523,3.76,0.0,0.8428201222978727,0.9999999999982988,6.272581135289368e-23,5.709442127950872e-40,1.5246526281082607e-28,1.7050520630570299e-12,1.7011778198186717e-12,3.996962080832671e-18,3.208441530638238e-19,3.877915978920887e-15,1.890963018363871e-19,2.3808313275992647e-19,9.458311094787036e-20,1.1013777895534313e-20,3.0175040812395915e-28,6.493878393809166e-31,3.774796531372457e-27,7.351492649696935e-29,9.343937180878005e-27,5.917522070580742e-20,2.015669487601036e-44,1.0585581020946927e-42,1.9087153729101187e-47,1.2589234473099602e-64,3.0221808236436747e-21,3.291126308762651e-23,1.220964870456587e-31,1.856680011691754e-36,1.8975968577694833e-30,2.2160341285593247e-25,4.826899363008174e-26,1.9606348394673655e-53,2.0623097782037416e-48,3.502515540197788e-58,2.689151261715519e-63
2.62143e-10,0.5430863500374525,3.76,0.0,0.8428201222961677,0.9999999999965976,5.0172597799101e-22,4.513335505873593e-39,6.062534680644161e-28,3.410116041187517e-12,3.40237560838184e-12,1.598275532598698e-17,1.2831538150164077e-18,7.755118563111364e-15,7.501996490528124e-19,9.523826100565182e-19,3.7676741953980858e-19,4.4011906332209156e-20,1.450757618746709e-27,5.1948819596373884e-30,2.999532805227693e-26,5.8783279525776295e-28,7.333597402845076e-26,2.367029049281548e-19,2.743939677945833e-43,1.6835511278938798e-41,6.0696845993603904e-46,7.840226900204043e-63,5.961048546517511e-21,1.2897120901999692e-22,1.482473654759683e-30,1.7447351981968726e-35,1.431726198653826e-29,1.5177630670737862e-24,6.00291355508517e-25,6.072515679108098e-52,6.528538033769581e-47,2.021273936953307e-56,1.4132401378751867e-61
5.24287e-10,0.5430863500374534,3.76,0.0,0.8428201222927575,0.9999999999931952,4.012458862660074e-21,3.526085265038921e-38,2.3965955447947663e-27,6.820220041627227e-12,6.804771493517333e-12,6.388947524320952e-17,5.1307663233985156e-18,1.550724876767559e-14,2.9880532949586047e-18,3.809880072071529e-18,1.5034956548632786e-18,1.757006296048129e-19,7.755601988309663e-27,4.156254932956344e-29,2.3914949800706976e-25,4.698011164143772e-27,5.649566914872529e-25,9.468153578626426e-19,3.3775356625663114e-42,2.661705458669141e-40,1.9181083233171114e-44,4.723643227392578e-61,1.1600387628348035e-20,4.953910706357843e-22,1.8574332968226332e-29,1.7918492265255644e-34,1.0242266142402434e-28,9.294514930466221e-24,7.021637289081633e-24,1.8222056707003357e-50,2.0367382595879332e-45,1.0705644878019327e-54,6.582408953185216e-60
9.999999999999999e-10,0.5430863500374549,3.76,0.0,0.8428201222865691,0.9999999999870206,2.947762125477209e-20,2.47549423187727e-37,8.720550039448608e-27,1.3008452717583511e-11,1.2979104098070533e-11,2.3749738067879705e-16,1.908344662714368e-17,2.9566797971717446e-14,1.1095846259556569e-17,1.418300359145585e-17,5.586383543450988e-18,6.514577369317203e-19,4.3074324170916847e-26,3.0580737863402135e-28,1.7551310814813543e-24,3.446962265273265e-26,3.862462125511878e-24,3.524100198589314e-18,3.3819188055930547e-41,3.79896856090588e-39,5.4520703713567244e-43,2.4454903922878814e-59,2.1036655751195564e-20,1.7071430731081197e-21,2.042535779729218e-28,1.842706089048486e-33,6.14932736372846e-28,4.5055145098949946e-23,6.648487262675216e-23,4.685764138345361e-49,5.626419937977699e-44,4.535313730165004e-53,2.414093958311561e-58
1.0485750000000002e-09,0.5430863500374549,3.76,0.0,0.8428201222859372,0.9999999999863901,3.207786607296468e-20,2.6922618483571908e-37,9.36628830932522e-27,1.3640332448081898e-11,1.3609564493868365e-11,2.5522446403900316e-16,2.0508153216525148e-17,3.1002416932280514e-14,1.1923732071496433e-17,1.5242202047150977e-17,6.0032867585999314e-18,7.000372407258245e-19,4.6680714851894995e-26,3.327893879200071e-28,1.9099277875147482e-24,3.7509598495432375e-26,4.1991700280870595e-24,3.787266458788843e-18,3.692758169875233e-41,4.159702162006794e-39,5.9891948710196344e-43,2.690375829742142e-59,2.2000192009543185e-20,1.8308749314346612e-21,2.2321326443535427e-28,2.0125680450128657e-33,6.672650814856329e-28,4.8706658953803837e-23,7.255665678343353e-23,5.145620457123071e-49,6.180135923017672e-44,4.987482574496079e-53,2.653875525928959e-58
1.5728630000000002e-09,0.5430863500374563,3.76,0.0,0.8428201222791168,0.999999999979585,9.1686788939862e-20,7.495124651647523e-37,1.9588649951849638e-26,2.0460349488458867e-11,2.0414358722344064e-11,5.418625180635449e-16,4.3557903134788144e-17,4.648850044002541e-14,2.531676809858638e-17,3.2393571734179114e-17,1.2746312223432965e-17,1.4835350349041192e-18,1.2580686014945172e-25,9.538509790887678e-28,5.667353224800737e-24,1.0713184177713872e-25,1.1512560466517585e-23,8.047941640656208e-18,1.1622045702269931e-40,1.5673378256182446e-38,2.7810797315199917e-42,1.3333054275553598e-58,3.158995964344929e-20,3.684149910206541e-21,7.289005974403182e-28,6.786313677222204e-33,1.6999152990882314e-27,1.112924917369047e-22,2.211491520859418e-22,2.323191841121905e-48,2.790477063628557e-43,2.494254323588984e-52,1.2769160320880263e-57
2.621439e-09,0.5430863500374593,3.76,0.0,0.8428201222654762,0.9999999999659743,4.208608893863685e-19,3.18563354431359e-36,5.20376857889969e-26,3.410000392351499e-11,3.402395207617964e-11,1.494610996802065e-15,1.2026865008904748e-16,7.742438914509513e-14,6.991138873204193e-17,8.958607241970575e-17,3.518055556047863e-17,4.072986199059448e-18,5.277414899806272e-25,4.4182608175922456e-27,2.653325515935049e-23,4.906495670097768e-25,4.690161267829105e-23,2.225017117525012e-17,6.116743142404728e-40,1.2320638904134026e-37,3.705686776791262e-41,3.2153217825022924e-57,4.79997829439505e-20,8.911994376784338e-21,3.992751401069862e-27,4.315953896969308e-32,5.784171034677676e-27,3.1040149771913607e-22,1.0437251276751633e-21,2.6485650162261127e-47,3.793147766876239e-42,4.2308200543497034e-51,1.9661328154077163e-56
3.5651574e-09,0.5430863500374619,3.76,0.0,0.8428201222531996,0.9999999999537245,9.467327535564291e-19,6.865891341917548e-36,9.026523877977089e-26,4.637538755454018e-11,4.627259003892214e-11,2.657361543012745e-15,2.1397871625543623e-16,1.052374280222533e-13,1.2441654219774522e-16,1.595582932563434e-16,6.258160159118653e-17,7.219323209481731e-18,1.1721513854913735e-24,1.0010385788243338e-26,6.121735055872442e-23,1.1023449303367595e-24,9.872861609918141e-23,3.962093120763439e-17,1.4456793717720504e-39,3.5093074980118073e-37,1.2454465058982365e-40,1.308538812238425e-56,6.082519206074386e-20,1.4519899353664724e-20,9.42610299120247e-27,1.120606636487033e-31,1.1029355501893375e-26,5.353083768702775e-22,2.3148545054714748e-21,8.440130160181826e-47,1.3131035277019623e-41,1.5442403838212927e-50,7.006670835886315e-56
4.5088758e-09,0.5430863500374645,3.76,0.0,0.842820122240923,0.9999999999414743,1.78815673857043e-18,1.2409124350975423e-35,1.3729380433069119e-25,5.865044953580894e-11,5.852123216307616e-11,4.141741481406674e-15,3.3373418852846226e-16,1.3301954663160585e-13,1.9411393737999926e-16,2.491227802539317e-16,9.759309995197941e-17,1.1217182281444347e-17,2.201421712118787e-24,1.9071613840844442e-26,1.1785653553941999e-22,2.079349429413088e-24,1.7429326830936141e-22,6.18487780254059e-17,2.8349293517326016e-39,7.878668801523655e-37,3.3033105330885153e-40,3.6556452796446743e-56,7.189592582985786e-20,2.076958198270278e-20,1.8158488711507098e-26,2.390866194619064e-31,1.7753289456210888e-26,7.939785473775647e-22,4.23705685297463e-21,2.0641871092006017e-46,3.344467754745913e-41,4.155534020307759e-50,1.8375936058696017e-55
5.452594200000001e-09,0.543086350037467,3.76,0.0,0.8428201222286463,0.9999999999292235,2.9869225496660317e-18,1.9901009682333251e-35,1.9206818873768272e-25,7.09252089641207e-11,7.07698782070453e-11,5.928710830197531e-15,4.780369614934219e-16,1.6077250003221883e-13,2.7814720313995375e-16,3.5720351925836304e-16,1.3977595988077458e-16,1.6009679813682045e-17,3.680609420855012e-24,3.2149244220832765e-26,2.0036830879995689e-22,3.469102256392542e-24,2.736035627424648e-22,8.866464609667518e-17,4.875379278752704e-39,1.5266275123969485e-36,7.254474600812621e-40,8.85159937713988e-56,8.15213151059762e-20,2.742051062964151e-20,3.0411717900937396e-26,4.405227254801246e-31,2.5694224664781602e-26,1.0747181745419093e-21,6.822037456732864e-21,4.229916313356698e-46,7.328177032112211e-41,9.39116655372983e-50,4.0896578341669715e-55
7.340031000000001e-09,0.543086350037472,3.76,0.0,0.8428201222040929,0.9999999999047215,6.370124873350451e-18,3.9755439193547e-35,3.1776776819522135e-25,9.547404153292813e-11,9.526717920209265e-11,1.0189180896440804e-14,8.224627022413959e-16,2.1621201753383743e-13,4.788637095601314e-16,6.156173949091369e-16,2.4044535796792644e-16,2.737916371487288e-17,7.978847315253565e-24,6.978555589129284e-26,4.429676385176259e-22,7.38389408262734e-24,5.2839371794550105e-22,1.5275924629674867e-16,1.0836764535583077e-38,4.1056071078972665e-36,2.2908541590378103e-39,3.3997478586089235e-55,9.800080915846345e-20,4.116877210697811e-20,6.375263083174954e-26,1.0811223406557758e-30,4.383241238732398e-26,1.6637899572148385e-21,1.3583630936193886e-20,1.2013511063954717e-45,2.408456664918017e-40,3.192864341511918e-49,1.3670956933978407e-54
9.2274678e-09,0.5430863500374769,3.76,0.0,0.8428201221795395,0.9999999998802184,1.1572045799292217e-17,6.792066277253215e-35,4.67834881335713e-25,1.2002176645844246e-10,1.197644945931731e-10,1.5557896699814923e-14,1.2571602860711424e-15,2.7154408215170897e-13,7.324468441640708e-16,9.4255151505524e-16,3.6747584074854826e-16,4.1605681991363665e-17,1.4760777066789243e-23,1.292099850221806e-25,8.29827906396504e-22,1.3388790830592836e-23,8.749556782529384e-22,2.338129400553975e-16,2.0380523979395273e-38,8.903201390677049e-36,5.6749237028978674e-39,9.307718270150106e-55,1.1056966726087682e-19,5.516777742171359e-20,1.1203946957167546e-25,2.1986676645012444e-30,6.499699423975768e-26,2.274415833058526e-21,2.2968061196212423e-20,2.6688140907825443e-45,6.00194403423905e-40,8.220434564958723e-49,3.464654664040881e-54
