Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7)
6.291455e-09,0.5191558265112497,3.76,0.0,0.8693856785334734,0.9999999999758157,7.070681294911731e-19,5.517472608091002e-37,9.323226073996385e-27,2.420046779793473e-11,2.4181531863450233e-11,2.786557097321794e-15,1.1217702989288962e-16,2.1742335624220942e-14,3.222882729374651e-17,9.894643155480614e-17,1.3841289686739506e-17
8.388607e-09,0.5191558265112503,3.76,0.0,0.8693856785254056,0.9999999999677531,1.4779138912372442e-18,1.1544771363549422e-36,1.5856045124827592e-26,3.226625223157837e-11,3.2242055660004445e-11,4.731567848158737e-15,1.905100102733402e-16,2.8961672153598424e-14,5.477939533808212e-17,1.6827868010426728e-16,2.35056584346274e-17
9.999999999999999e-09,0.5191558265112506,3.76,0.0,0.8693856785192066,0.9999999999615576,2.3684161749825683e-18,1.8516758991656705e-36,2.2122410606225376e-26,3.8463399943608494e-11,3.843554099316555e-11,6.5931127438780235e-15,2.654999445756601e-16,3.4498607818425275e-14,7.639243989710215e-17,2.347831441330799e-16,3.275741770971254e-17
1.0485759000000001e-08,0.5191558265112506,3.76,0.0,0.8693856785173378,0.99999999995969,2.6876955257947473e-18,2.101751514820721e-36,2.4223953243062185e-26,4.0331483694110026e-11,4.03025854444034e-11,7.216851945287924e-15,2.906289973582857e-16,3.616599388969359e-14,8.363835329500528e-17,2.570866663569277e-16,3.58576512552131e-17
1.4680063000000002e-08,0.5191558265112516,3.76,0.0,0.8693856785012022,0.9999999999435621,7.076277622904199e-18,5.549678204835857e-36,4.6579577511538836e-26,5.646027085917484e-11,5.64236632653761e-11,1.382488873828771e-14,5.56972239001614e-16,5.052884665482699e-14,1.606012797282077e-16,4.943457356890816e-16,6.871658911276429e-17
2.3068671000000004e-08,0.5191558265112522,3.76,0.0,0.8693856784689308,0.9999999999112994,2.718695506815872e-17,2.1463020859057017e-35,1.1362849116089418e-25,8.871128334034414e-11,8.866589097421322e-11,3.345394309017014e-14,1.3489745784795068e-15,7.907362387842028e-14,3.9060372520468066e-16,1.2059352980108187e-15,1.6642247269829658e-16
3.145727900000001e-08,0.5191558265112525,3.76,0.0,0.8693856784366593,0.9999999998790279,6.712420200914878e-17,5.327270811769417e-35,2.1048110068953477e-25,1.2095367335743056e-10,1.2090821418592496e-10,6.151130355174602e-14,2.482348420859093e-15,1.0737846090633827e-13,7.215445225892075e-16,2.233835859219223e-15,3.0623415155830675e-16
3.984588700000001e-08,0.5191558265112515,3.76,0.0,0.8693856784043876,0.9999999998467477,1.3332727015936076e-16,1.0633992887658261e-34,3.3712319373175476e-25,1.5318762646109992e-10,1.5315063195574836e-10,9.781762902759238e-14,3.950600622126146e-15,1.3544548893311678e-13,1.152594453026077e-15,3.5778993107375346e-15,4.873427857765447e-16
4.8234495000000016e-08,0.5191558265112503,3.76,0.0,0.8693856783721159,0.9999999998144589,2.323383110416306e-16,1.8621197038465285e-34,4.935449510044121e-25,1.854133293532309e-10,1.8539314332990424e-10,1.4219248531936217e-13,5.7471866539358456e-15,1.6327685565691904e-13,1.6829190620525876e-15,5.238024204781264e-15,7.089301692711765e-16
6.501171100000001e-08,0.5191558265112451,3.76,0.0,0.869385678307572,0.9999999997498564,5.523801454683604e-16,4.469581626084121e-34,8.956989558248822e-25,2.498406535745151e-10,2.49878443421756e-10,2.5450122874184614e-13,1.0301818972551536e-14,2.1824041184682622e-13,3.038360956787311e-15,9.506165760116588e-15,1.2705815932451844e-15
8.178892700000002e-08,0.5191558265112373,3.76,0.0,0.8693856782430275,0.999999999685222,1.0776283375616694e-15,8.800585091074006e-34,1.4168821156347085e-24,3.142370724377581e-10,3.1436410700087103e-10,3.970591316436129e-13,1.6095960587394972e-14,2.7228591682440407e-13,4.781351542362586e-15,1.5037634318441534e-14,1.9848505726400096e-15
9.856614300000003e-08,0.5191558265112265,3.76,0.0,0.8693856781784824,0.9999999996205567,1.8592395472409557e-15,1.532451317849111e-33,2.05703448343565e-24,3.786040276744366e-10,3.7885012634676334e-10,5.68473068476373e-13,2.3078513760915316e-14,3.2543074118045414e-13,6.9051461373150824e-15,2.1831815077422812e-14,2.8452507996005927e-15
9.999999999999998e-08,0.5191558265112091,3.76,0.0,0.869385678172966,0.9999999996150288,1.939446939333999e-15,1.5998708054061975e-33,2.1172614272430793e-24,3.8410379542086344e-10,3.8436141040712333e-10,5.844204206866211e-13,2.3728881229787713e-14,3.2993149533049243e-13,7.104111351716042e-15,2.2471029354676478e-14,2.9253675603118297e-15
1.2009355579127943e-07,0.5191558265112091,3.76,0.0,0.8693856780956613,0.9999999995375399,3.3130412629825636e-15,2.76491430639038e-33,3.0526155402057605e-24,4.6115439122088055e-10,4.6159482622828054e-10,8.286531132018251e-13,3.370341521452779e-14,3.923298988929203e-13,1.0177750144339164e-14,3.239839555556638e-14,4.1536080413641334e-15
1.4162096858255883e-07,0.5191558265111877,3.76,0.0,0.869385678012839,0.9999999994544774,5.359976425524567e-15,4.529968924801231e-33,4.2438793018511274e-24,5.43661015538633e-10,5.443400848128811e-10,1.131733344577947e-12,4.6113687081621163e-14,4.578069859265828e-13,1.405370117171426e-14,4.5041978930050864e-14,5.680456262946324e-15
1.6314838137383823e-07,0.5191558265111625,3.76,0.0,0.8693856779300153,0.9999999993713713,8.090553578949739e-15,6.923823690675602e-33,5.6307245524929976e-24,6.261264085625843e-10,6.270858873356253e-10,1.4752907641166757e-12,6.021851615442586e-14,5.2189521961043e-13,1.8520102342478248e-14,5.976152825760545e-14,7.41394862281734e-15
1.8467579416511764e-07,0.5191558265111339,3.76,0.0,0.8693856778471902,0.9999999992882243,1.1589538441595162e-14,1.004174967959156e-32,7.213056374037578e-24,7.085529056717284e-10,7.098322195524902e-10,1.8570691519297152e-12,7.593266739782431e-14,5.846266459194325e-13,2.356451136046517e-14,7.655607086582872e-14,9.34285896141124e-15
2.0620320695639704e-07,0.5191558265111017,3.76,0.0,0.8693856777643636,0.9999999992050383,1.5938276336748704e-14,1.3979945791313682e-32,8.99078472698597e-24,7.909427350213168e-10,7.925790674107927e-10,2.2749159487758537e-12,9.317418857026954e-14,6.460328798963249e-13,2.917465336084221e-14,9.542468426744257e-14,1.1456293198045978e-14
2.2773061974767644e-07,0.5191558265110663,3.76,0.0,0.8693856776815356,0.9999999991218155,2.1214527460089246e-14,1.8834283935781538e-32,1.0963823720257275e-23,8.732980172936804e-10,8.753264171719378e-10,2.7267824454790973e-12,1.1186460362353107e-13,7.061448301298952e-13,3.533852769508017e-14,1.1636648840461553e-13,1.3743744935552326e-14
2.707854453302353e-07,0.5191558265109868,3.76,0.0,0.8693856775158745,0.9999999989552669,3.483463675784978e-14,3.167646230670673e-32,1.5495522817142056e-23,1.0379126416833969e-09,1.040822569489968e-09,3.725134831501226e-12,1.533032919298679e-13,8.226049195924219e-13,4.9281254633108196e-14,1.644664846636544e-13,1.880144133296172e-14
3.090853390899905e-07,0.5191558265109071,3.76,0.0,0.8693856773685031,0.9999999988070056,5.074437741033351e-14,4.7126929828994085e-32,2.0182598921723797e-23,1.184249442177621e-09,1.1880430518228965e-09,4.710024007175869e-12,1.9435056390282322e-13,9.221400020595222e-13,6.34339341588799e-14,2.1421641356989342e-13,2.379181170482447e-14
3.4355524347377013e-07,0.5191558265108286,3.76,0.0,0.8693856772358638,0.9999999986734928,6.841432282165217e-14,6.474171499839479e-32,2.4928629488250576e-23,1.3158816145885282e-09,1.3205426812966584e-09,5.66670944529378e-12,2.3435896578370395e-13,1.0085853942703705e-12,7.752759924380824e-14,2.6459273347327983e-13,2.8636385874541965e-14
3.922262210440467e-07,0.5191558265107086,3.76,0.0,0.869385677048571,0.9999999984848614,9.922579019897895e-14,9.639074339677283e-32,3.248070465646999e-23,1.501641792384382e-09,1.507631962107809e-09,7.11930611029104e-12,2.9532855351714847e-13,1.1258039424408596e-12,9.953080530120832e-14,3.447546499984371e-13,3.598069028695816e-14
4.4089719861432323e-07,0.5191558265105782,3.76,0.0,0.8693856768612678,0.9999999982961103,1.374209832827824e-13,1.3698395437115772e-31,4.1028303145262054e-23,1.6872956446327338e-09,1.694723269356831e-09,8.677907012247937e-12,3.6100358948619755e-13,1.2376194310063317e-12,1.238935848648493e-13,4.3548493425715524e-13,4.383780732126152e-14
4.895681761845997e-07,0.5191558265104391,3.76,0.0,0.869385676673954,0.9999999981072526,1.8351571609243824e-13,1.8764060402602812e-31,5.057089243576946e-23,1.872856529439786e-09,1.8818164789026424e-09,1.0329598165690216e-11,4.3084738957160956e-13,1.3443111379061223e-12,1.5050750493335592e-13,5.367781332722013e-13,5.2129706185274993e-14
5.382391537548762e-07,0.5191558265102925,3.76,0.0,0.8693856764866291,0.9999999979182999,2.379672130501321e-13,2.4948122420600047e-31,6.110800624870881e-23,2.0583361880125968e-09,2.0689114730102105e-09,1.2063023927101506e-11,5.043800649218983e-13,1.4461439274415409e-12,1.7926972871395817e-13,6.486294731098465e-13,6.078565228027839e-14
5.869101313251527e-07,0.5191558265101391,3.76,0.0,0.8693856762992928,0.9999999977292624,3.011801446452727e-13,3.2362773138749433e-31,7.263923689916225e-23,2.243744933816478e-09,2.2560081400168124e-09,1.3868204105396586e-11,5.811727277085693e-13,1.5433690010347819e-12,2.1008272417679056e-13,7.710347805533577e-13,6.97416362873613e-14
6.355811088954292e-07,0.5191558265099797,3.76,0.0,0.8693856761119445,0.9999999975401488,3.735118375074581e-13,4.112033445063495e-31,8.516422873207377e-23,2.429091812181424e-09,2.44310637402994e-09,1.573637976899968e-11,6.608425000789697e-13,1.6362245769355185e-12,2.428540001592888e-13,9.039904158042385e-13,7.893986041792128e-14
6.842520864657057e-07,0.5191558265098151,3.76,0.0,0.8693856759245846,0.9999999973509671,4.552770929220042e-13,5.133323932343051e-31,9.868267202683942e-23,2.6143847465201356e-09,2.630206074645022e-09,1.7659872039328513e-11,7.430479039470964e-13,1.7249365253886205e-12,2.774958597413827e-13,1.047493209961944e-12,8.832825504605368e-14
7.815940416062588e-07,0.5191558265094725,3.76,0.0,0.8693856755498284,0.9999999969724263,6.48183454187374e-13,7.657528594251803e-31,1.2869886843928362e-22,2.9848357205880487e-09,3.004409499718553e-09,2.1646667421898366e-11,9.138793617599346e-13,1.8907752948051323e-12,3.5206295477138003e-13,1.3661295913508583e-12,1.0749295903275936e-13
8.789359967468119e-07,0.5191558265091157,3.76,0.0,0.869385675175022,0.9999999965936848,8.817352897547037e-13,1.0899012693414465e-30,1.6268606029751357e-22,3.355143798616742e-09,3.37861771106895e-09,2.5783941135834143e-11,1.0916025228652956e-12,2.042469365749103e-12,4.331689791666513e-13,1.726925871171962e-12,1.269161763505625e-13
9.665437563733098e-07,0.519155826508785,3.76,0.0,0.8693856748376533,0.9999999962526759,1.1278559097541011e-12,1.4504198985981077e-30,1.966686216057983e-22,3.6883283334028416e-09,3.71540866873217e-09,2.960744528076565e-11,1.2560793639998443e-12,2.1680808868269665e-12,5.112968123256303e-13,2.087677871479323e-12,1.444060308163042e-13
9.999999999999997e-07,0.5191558265084472,3.76,0.0,0.8693856747088057,0.9999999961224184,1.23100667088593e-12,1.6067353202735117e-30,2.104943782197176e-22,3.815548490987549e-09,3.8440254756243806e-09,3.1088101399508424e-11,1.3198037845945734e-12,2.213531639974863e-12,5.423344736552441e-13,2.2344504751710975e-12,1.5105363806463317e-13
1.0541515159998076e-06,0.5191558265084472,3.76,0.0,0.8693856745002431,0.9999999959115539,1.4088323648369081e-12,1.882931787317761e-30,2.3386586178536675e-22,4.0214459257040584e-09,4.0522025721168025e-09,3.3505176868837993e-11,1.4238415347228007e-12,2.2843298181586514e-12,5.939079160411991e-13,2.482560728920761e-12,1.6174969695265705e-13
1.1417592756263055e-06,0.5191558265081037,3.76,0.0,0.8693856741627912,0.9999999955703345,1.7252693705846414e-12,2.3940267995602684e-30,2.742772137944866e-22,4.354512310462296e-09,4.388999041929407e-09,3.746165535369728e-11,1.5941110734201785e-12,2.3920693311838826e-12,6.806710348905405e-13,2.9115686640729606e-12,1.7882916402548885e-13
1.2293670352528033e-06,0.5191558265077556,3.76,0.0,0.8693856738252976,0.9999999952290305,2.0776241117075405e-12,2.9902989380389773e-30,3.179022462196316e-22,4.6875398428080675e-09,4.725797733453182e-09,4.1464648742765e-11,1.7662594112631292e-12,2.4920747989687843e-12,7.712851194524828e-13,3.3746972869739578e-12,1.9555198047598106e-13
1.3169747948793012e-06,0.5191558265074041,3.76,0.0,0.8693856734877621,0.9999999948876522,2.4662353436538703e-12,3.67834560968727e-30,3.647406331761523e-22,5.020538229683784e-09,5.062598333374461e-09,4.5504471460435865e-11,1.939779615935246e-12,2.585050936678238e-12,8.654765539387474e-13,3.87194328847209e-12,2.1184721070276004e-13
1.404582554505799e-06,0.5191558265070497,3.76,0.0,0.8693856731501849,0.9999999945462077,2.891346570625264e-12,4.464767132078303e-30,4.1479213150304325e-22,5.3535150865040806e-09,5.3994005569129316e-09,4.957345095332086e-11,2.1142642602533306e-12,2.671638258633313e-12,9.629966491826766e-13,4.403304206393754e-12,2.2766199404788196e-13
1.492190314132297e-06,0.5191558265066932,3.76,0.0,0.8693856728125662,0.9999999942047035,3.353124745192089e-12,5.356166365109826e-30,4.680565631480082e-22,5.6864763683342755e-09,5.736204145222595e-09,5.366551508577665e-11,2.289387527870546e-12,2.752418926185885e-12,1.0636193721497478e-12,4.968778244939198e-12,2.4295860216257496e-13
1.5797980737587948e-06,0.5191558265063345,3.76,0.0,0.8693856724749058,0.999999993863144,3.8516755938864635e-12,6.359148415470084e-30,5.245338011581733e-22,6.019426713228347e-09,6.073008863035019e-09,5.777586385043984e-11,2.4648904950166164e-12,2.8279220504647934e-12,1.1671392870932679e-12,5.568364131049019e-12,2.5771191372457805e-13
1.6674058333852926e-06,0.5191558265059748,3.76,0.0,0.8693856721372043,0.9999999935215341,4.387056354556659e-12,7.480320404073295e-30,5.842237582861883e-22,6.352369721840831e-09,6.409814496512949e-09,6.190070210664344e-11,2.6405688395913073e-12,2.8986285217946764e-12,1.2733696804797863e-12,6.202060997589694e-12,2.7190723523249425e-13
1.7550135930117905e-06,0.5191558265056138,3.76,0.0,0.8693856717994617,0.9999999931798768,4.959286248343718e-12,8.726291312915476e-30,6.471263779027215e-22,6.685308181256403e-09,6.7466208512957394e-09,6.603702574391401e-11,2.8162626757199196e-12,2.9649754075675486e-12,1.3821408534679724e-12,6.869868290195782e-12,2.855384297700669e-13
1.8426213526382883e-06,0.5191558265052519,3.76,0.0,0.8693856714616782,0.9999999928381746,5.568354956296955e-12,1.0103671908425712e-29,7.13241626946773e-22,7.018244239690177e-09,7.083427750722232e-09,7.018245490445928e-11,2.9918482623286704e-12,3.0273599507900836e-12,1.493298569431984e-12,7.571785695016177e-12,2.9860632163306444e-13
1.930229112264786e-06,0.5191558265048893,3.76,0.0,0.8693856711238543,0.99999999249643,6.214229435986227e-12,1.1619074723239205e-29,7.825694905056103e-22,7.35117954178012e-09,7.420235034217526e-09,7.433510489950099e-11,3.1672312696262385e-12,3.0861431998961043e-12,1.6067026446512455e-12,8.307813083176226e-12,3.111173431499935e-13
2.017836871891284e-06,0.5191558265045262,3.76,0.0,0.86938567078599,0.999999992154644,6.896859442564594e-12,1.3279114075901232e-29,8.551099675697517e-22,7.684115335271282e-09,7.757042555828099e-09,7.849348440565088e-11,3.3423412588936234e-12,3.141653304766594e-12,1.7222256685980358e-12,9.07795046729129e-12,3.230823874829783e-13
2.105444631517782e-06,0.5191558265041626,3.76,0.0,0.8693856704480857,0.9999999918128185,7.616182033014193e-12,1.5090406117629067e-29,9.308630676454398e-22,8.017052556719363e-09,8.09385018289028e-09,8.2656413608423e-11,3.5171271136777605e-12,3.1941885126917485e-12,1.839751840724667e-12,9.88219796677424e-12,3.3451583603510236e-13
2.1930523911442798e-06,0.5191558265037987,3.76,0.0,0.8693856701101415,0.9999999914709545,8.372125228332041e-12,1.7059568902335574e-29,1.0098288080621892e-21,8.349991900197201e-09,8.430657794819267e-09,8.682295849393206e-11,3.691553260547213e-12,3.2440198931607848e-12,1.959175912535751e-12,1.0720555780271533e-11,3.4543473621912216e-13
2.2806601507707776e-06,0.5191558265034346,3.76,0.0,0.8693856697721576,0.999999991129053,9.164610954265022e-12,1.919322247730662e-29,1.0920072118786666e-21,8.68293387139834e-09,8.767465282008022e-09,9.099237902209353e-11,3.865596568940379e-12,3.291393815281567e-12,2.0804022257047926e-12,1.1593024164236006e-11,3.5585811049239886e-13
2.4558756700237734e-06,0.5191558265027058,3.76,0.0,0.869385669096072,0.9999999904451395,1.0858879531728864e-11,2.3980492825539965e-29,1.2660021222888454e-21,9.348826998077675e-09,9.441079492940512e-09,9.933764489278318e-11,4.212490812345116e-12,3.3796440509598238e-12,2.32792192705071e-12,1.3440293873558606e-11,3.753011243077067e-13
2.631091189276769e-06,0.5191558265019767,3.76,0.0,0.8693856684198306,0.9999999897610827,1.2698318742557146e-11,2.950522163962072e-29,1.4528480453112511e-21,1.0014733609188825e-08,1.0114692122633793e-08,1.0768882881629162e-10,4.5577883137750415e-12,3.4604966116721325e-12,2.5817062472873732e-12,1.5424009764726774e-11,3.930169693124509e-13
2.8155169816744988e-06,0.5191558265012088,3.76,0.0,0.8693856677078755,0.9999999890409164,1.47905465797045e-11,3.617528934451768e-29,1.6633979332900857e-21,1.071565914615444e-08,1.0823711127764217e-08,1.1648297066831607e-10,4.919568561412824e-12,3.539025720154938e-12,2.8550476091268934e-12,1.7659396797850304e-11,4.0998999963073484e-13
2.9999427740722284e-06,0.5191558265004412,3.76,0.0,0.8693856669957509,0.9999999883205966,1.7042151096442233e-11,4.378305919103538e-29,1.8881859906483675e-21,1.1416600224209273e-08,1.1532727196089774e-08,1.252797291594051e-10,5.279758926574311e-12,3.6120206343698393e-12,3.134296038152942e-12,2.0045958272783503e-11,4.2544325544013713e-13
3.184368566469958e-06,0.5191558264996735,3.76,0.0,0.8693856662834588,0.999999987600125,1.945245879960659e-11,5.239049712955018e-29,2.1272125307388573e-21,1.211755629236009e-08,1.2241739880523666e-08,1.3407822997000733e-10,5.638510619721119e-12,3.6804849792679605e-12,3.4190618383178458e-12,2.2583697531011004e-11,4.3956651943830517e-13
