Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167)
0.0003894096508779451,0.7101180973302763,3.76,0.0,0.7794581609330864,0.992438454700516,0.008933879790486775,1.9899517388862722e-17,1.1856609069828293e-12,0.0019600913748390307,0.00018966754501503503,4.2610556551413513e-07,8.479247812786824e-06,7.598568388211345e-06,0.0036423884151945227,0.0041561113060267175,1.93034457856086e-06,1.1328872339887757e-07,5.271187972214023e-07,0.0010735501461289754,0.002279582446160264,1.0450913659820857e-06,0.001461596960135843,6.736431133541328e-06,4.528951707560608e-13,2.145333561933551e-08,1.0012527630837122e-05,1.1209109787519408e-11,2.8579122677721165e-09,4.195928254768356e-09,3.2348426825185717e-16,4.095209521807945e-12,5.080489359867521e-16,2.1362347653973884e-10,8.309082693619523e-05,1.7474798526086742e-10,2.7846551291287596e-08,1.0606790006390473e-14,5.3153960393436194e-18,7.28444761680568e-12,3.0312049665695244e-13,1.720773924878855e-07,4.4337789639007003e-13,1.1154166411037896e-16,2.845005110136383e-08,2.0440108649410894e-08,1.069223031791127e-16,1.01249533275744e-14,7.391811981488454e-09,3.984524834564361e-09,8.192501307640066e-09,2.5612555839212333e-14,5.9196057986712e-15,2.5866318073631614e-17,1.8378235822966762e-24,4.272947979918295e-11,1.3769205609298543e-27,9.193448534554454e-13
0.00039423864000807463,0.7101249146696594,3.76,0.0,0.7791881039874083,0.9922845683919579,0.009121650578141778,2.035766157412856e-17,1.1963475158728118e-12,0.001970282608746453,0.0001913340498686213,4.2825062029141656e-07,8.56151482559819e-06,7.705388738724043e-06,0.0037327390097813278,0.004217450738668172,1.952246012025759e-06,1.1459864841376822e-07,5.369929134084385e-07,0.0011067381709025422,0.0023187144229819784,1.0679571721234377e-06,0.0015121465798600664,6.82543429351606e-06,4.668974040386419e-13,2.2301361877968197e-08,1.0517567335497491e-05,1.190274963137642e-11,2.8976267101767905e-09,4.255049838656355e-09,3.279923307448956e-16,4.178602435224672e-12,5.151266494507332e-16,2.1681444752007033e-10,8.532398050840928e-05,1.8568276417048292e-10,2.9457233210403426e-08,1.1221112007619691e-14,5.644689605136366e-18,7.532872172234811e-12,3.102127799702452e-13,1.8370747370274667e-07,4.733480301619277e-13,1.156492112440795e-16,2.8977934680264904e-08,2.192762269062408e-08,1.135044836187244e-16,1.0711158007128219e-14,7.527330805886035e-09,4.108842348924699e-09,8.87176020500076e-09,2.7731584190871375e-14,6.186782812588572e-15,2.6569623031374268e-17,1.9530667858685257e-24,4.5379664114205036e-11,1.4632545192171055e-27,9.711267309123244e-13
0.00039906762913820417,0.7101318831612998,3.76,0.0,0.7789159991090097,0.9921292583410225,0.009311305721125047,2.082456487011396e-17,1.207136507849081e-12,0.001980436096239002,0.00019300641847585354,4.3038603390264324e-07,8.644120140749023e-06,7.812954197591831e-06,0.0038243894121663675,0.004278628372006309,1.9742537294610045e-06,1.1591630716493482e-07,5.469380350263618e-07,0.0011405162677197603,0.002357821381825696,1.091018564694489e-06,0.001563738631730904,6.915189192182946e-06,4.811486698363122e-13,2.3173001112936652e-08,1.1041529621903842e-05,1.2630957742787752e-11,2.937615199479723e-09,4.3146462894112625e-09,3.3253503371871953e-16,4.262547300919271e-12,5.222587103492739e-16,2.2003022161077675e-10,8.759141171808341e-05,1.9717043092023241e-10,3.114079268373071e-08,1.1863287235905574e-14,5.990418221398269e-18,7.786796896798967e-12,3.1739647657987385e-13,1.9595984119909207e-07,5.049221466358059e-13,1.1986639320925808e-16,2.9509266236161827e-08,2.3504518185564662e-08,1.204140985298413e-16,1.132392739448184e-14,7.664166006929818e-09,4.235429865089086e-09,9.597685811543435e-09,2.999571191012582e-14,6.462857310014253e-15,2.728400770004325e-17,2.073988150018377e-24,4.81659024370717e-11,1.5538418875622482e-27,1.0251756808817205e-12
0.0004038966182683337,0.7101390040101992,3.76,0.0,0.7786418414489682,0.9919725188396004,0.009502853698546932,2.1300383486231766e-17,1.2180298713165382e-12,0.0019905520288140684,0.0001946844674742936,4.325118380433127e-07,8.7270611235213e-06,7.921262203187022e-06,0.00391734731076337,0.0043396392912933126,1.9963670396920175e-06,1.1724162580849307e-07,5.56953562202275e-07,0.0011748875820364946,0.002396900461885928,1.1142743034783707e-06,0.0016163807469294859,7.005689964547275e-06,4.956502992985415e-13,2.4068658650509626e-08,1.1584900512848354e-05,1.3395073206428767e-11,2.9778771098084678e-09,4.374719241875109e-09,3.3711245986184563e-16,4.347037826962963e-12,5.294452483516748e-16,2.23270807475956e-10,8.989342113423957e-05,2.0923283266597272e-10,3.289973127723639e-08,1.253427460738225e-14,6.353221147363506e-18,8.046280340658005e-12,3.24672279927226e-13,2.0885944836520444e-07,5.381645976622328e-13,1.2419528952417477e-16,3.004407188136762e-08,2.517513456116893e-08,1.2766393079571677e-16,1.196417551117942e-14,7.802311632971996e-09,4.364301903462576e-09,1.0372861679334908e-08,3.241292781514874e-14,6.7480450117074206e-15,2.8009571520302685e-17,2.200797600144432e-24,5.1093983738386044e-11,1.6488399050642824e-27,1.081565103321903e-12
0.00040872560739846326,0.7101462784102035,3.76,0.0,0.7783656262326133,0.9918143442083397,0.00969630292433569,2.1785276193053773e-17,1.2290295941556316e-12,0.0020006305719802446,0.00019636801601723185,4.3462805876760515e-07,8.810335041462383e-06,8.03031012012546e-06,0.0040116203162811614,0.004400478642970596,2.018585234199021e-06,1.18574528417132e-07,5.670388811853087e-07,0.0012098551960943213,0.002435948831843976,1.1377231140968467e-06,0.0016700804963683685,7.096930681232899e-06,5.104035970073983e-13,2.4988741625063576e-08,1.2148173225522019e-05,1.4196472760525096e-11,3.0184117300767154e-09,4.435270238439795e-09,3.417246841552951e-16,4.432067672884413e-12,5.366863810330344e-16,2.2653620840907373e-10,9.223031029771152e-05,2.2189245050260345e-10,3.4736614845071415e-08,1.3235057752433389e-14,6.7337558776125996e-18,8.311380690208046e-12,3.3204086190749196e-13,2.2243192325539105e-07,5.731414774036518e-13,1.2863800230910954e-16,3.058237537026647e-08,2.694397612357901e-08,1.3526713505939447e-16,1.2632839936649926e-14,7.941761377406884e-09,4.4954728027021295e-09,1.1199982155546059e-08,3.499155988376468e-14,7.042565382196338e-15,2.874641413390657e-17,2.333710477144967e-24,5.4169902074029576e-11,1.748409866851542e-27,1.140369997771635e-12
0.0004135545965285928,0.7101537075440236,3.76,0.0,0.7780873487616616,0.9916547287989009,0.009891661744857668,2.2279404409180543e-17,1.2401376661306761e-12,0.0020106718690108202,0.00019805688553242154,4.367347173106031e-07,8.893939074741941e-06,8.140095247896237e-06,0.0041072159601103116,0.00446114163440171,2.0409075896115837e-06,1.1991493709412752e-07,5.771933652196616e-07,0.0012454221279468275,0.0024749636886620746,1.1613636890013967e-06,0.00172484538940808,7.1889053391245315e-06,5.25409840567694e-13,2.5933658898133826e-08,1.2731848175731268e-05,1.503657142241835e-11,3.059218271578038e-09,4.4963007399640196e-09,3.4637177471622905e-16,4.517630455439675e-12,5.439822151995561e-16,2.2982642284541422e-10,9.460238167599414e-05,2.351724108220412e-10,3.6654074766547766e-08,1.3966645490272333e-14,7.132698462481542e-18,8.582155762051184e-12,3.395028731177268e-13,2.3670357710047852e-07,6.0992064446929e-13,1.3319665626464548e-16,3.1124198154650665e-08,2.8815716587832614e-08,1.4323724471374675e-16,1.3330882261923897e-14,8.082508587900542e-09,4.628956716299966e-09,1.208185580744211e-08,3.7740285511051526e-14,7.346641646656076e-15,2.9494635368086594e-17,2.472947617751484e-24,5.7399862493798296e-11,1.85271718424254e-27,1.2016669802677664e-12
0.00041838358565872235,0.7101612925832343,3.76,0.0,0.7778070044160689,0.9914936669959764,0.010088938436751687,2.2782932285988165e-17,1.2513560810250935e-12,0.002020676044213142,0.0001997508995185623,4.388318308045107e-07,8.977870325441482e-06,8.250614828752118e-06,0.004204141692804946,0.0045216235337283825,2.063333369947911e-06,1.2126277207946385e-07,5.874163753517893e-07,0.0012815913305454017,0.002513942256620435,1.1851946884466071e-06,0.0017806828726148604,7.281607853611037e-06,5.406702802222053e-13,2.690382097709747e-08,1.3336432980186775e-05,1.5916823113951457e-11,3.100295874763866e-09,4.5578121354613154e-09,3.51053793546315e-16,4.603719754045508e-12,5.51332848064188e-16,2.3314144481928043e-10,9.70099386228713e-05,2.4909649670086144e-10,3.865480919745472e-08,1.4730072308919023e-14,7.550743829233622e-18,8.858662996920942e-12,3.4705894311560516e-13,2.517014126858648e-07,6.485717437165288e-13,1.3787339865010786e-16,3.166955944078049e-08,3.079520367082637e-08,1.5158817893235414e-16,1.4059288548575274e-14,8.224546275247206e-09,4.764767609373553e-09,1.302140890880617e-08,4.06681419379879e-14,7.660500807203053e-15,3.025433522141114e-17,2.618735434902681e-24,6.079028707181677e-11,1.9619314449371283e-27,1.265534300122205e-12
0.0004280415639189814,0.7101769350082289,3.76,0.0,0.7772400970207584,0.9911671819238272,0.010489278181349147,2.381885775766415e-17,1.2741319452101087e-12,0.002040573447342358,0.00020315366432233786,4.429974741249998e-07,9.14670254366936e-06,8.473846072452656e-06,0.004402012814530843,0.004642025432611503,2.1084922095747104e-06,1.239803931807493e-07,6.080653612406994e-07,0.001355748029299572,0.002591779555789582,1.2334224463621517e-06,0.001895605074745531,7.469171672807688e-06,5.719586098808712e-13,2.8921529313503005e-08,1.4610398618308047e-05,1.7803799531652837e-11,3.183260506859485e-09,4.6822828519921125e-09,3.605228370568481e-16,4.7774520586877346e-12,5.661988564500902e-16,2.398458677387337e-10,0.00010193272686511526,2.7897552923678086e-10,4.2917235735789634e-08,1.6356712415042897e-14,8.447018928704919e-18,9.429101796579418e-12,3.624556739511995e-13,2.8398714690859283e-07,7.317773768103599e-13,1.4758985038084023e-16,3.277096346815622e-08,3.509770672130022e-08,1.6949016902219206e-16,1.561126240750066e-14,8.512463488851578e-09,5.043425235077191e-09,1.5085868587397676e-08,4.709925961909888e-14,8.318494801720781e-15,3.1808571562213105e-17,2.9308971140620867e-24,6.807933919527127e-11,2.1957803902315823e-27,1.401301213865442e-12
0.0004367337443532145,0.7101915579112644,3.76,0.0,0.7767227669589675,0.9908683430969275,0.010856224609150754,2.478504309191029e-17,1.2950277422779692e-12,0.0020583551052340268,0.00020623201300724457,4.467140172876463e-07,9.299740230516608e-06,8.677237426296116e-06,0.004584718768116306,0.004749721581451579,2.1494813037749457e-06,1.264508152112175e-07,6.268771733987902e-07,0.0014245770859608248,0.0026616817076187556,1.2774646142827864e-06,0.002002776691692393,7.640405471235678e-06,6.009994271214655e-13,3.082795306488486e-08,1.5833719208180867e-05,1.965480603949829e-11,3.258845833913567e-09,4.7959639016741255e-09,3.691649495968066e-16,4.93554681681318e-12,5.797664887883782e-16,2.4596455371222637e-10,0.00010648765712106904,3.083220092097134e-10,4.70666986109804e-08,1.7940498982383113e-14,9.326367426133363e-18,9.962669044545191e-12,3.766403072498776e-13,3.158131883858846e-07,8.138004543586212e-13,1.5676052178661364e-16,3.377447754618366e-08,3.939081375099819e-08,1.8705216661799e-16,1.7122293342685993e-14,8.775925695001425e-09,5.3023115063513245e-09,1.7173039170320366e-08,5.359830066164337e-14,8.946502059502973e-15,3.3247647410014787e-17,3.236634323816018e-24,7.525736318137438e-11,2.4248151271164692e-27,1.5331010117881418e-12
0.00044542592478744763,0.7102067036557124,3.76,0.0,0.7761986720946015,0.990564732309061,0.011229510280453816,2.5784369618925562e-17,1.316312421780652e-12,0.0020760178198031467,0.00020932436411931406,4.5039977147551294e-07,9.45379026638646e-06,8.882963611123677e-06,0.0047718462433176696,0.004856760184190201,2.1907936657615526e-06,1.2894398275872458e-07,6.459005898353642e-07,0.0014954003631442248,0.002731424302243713,1.3221015504755316e-06,0.00211353631691414,7.813898619626745e-06,6.308819969221767e-13,3.282262077408698e-08,1.713301113335184e-05,2.1660363938977697e-11,3.3352933748675856e-09,4.911222183859888e-09,3.779209775866925e-16,5.0952464425749196e-12,5.935128414546327e-16,2.5216336124239877e-10,0.00011116231544168307,3.4015655514214396e-10,5.15311199791644e-08,1.9644757614894098e-14,1.0279313323460546e-17,1.0515683997874208e-11,3.9113854947736146e-13,3.504444691255982e-07,9.030555783984674e-13,1.6634822274829814e-16,3.4789658662107456e-08,4.411686304555639e-08,2.0608289084640336e-16,1.8748206801351196e-14,9.043445831416303e-09,5.5689454660313625e-09,1.9498362069497184e-08,6.083585830080441e-14,9.609910464784782e-15,3.4725475752667746e-17,3.567380255473987e-24,8.306574992683794e-11,2.6725830317723858e-27,1.6745220296772946e-12
0.00045411810522168075,0.7102223786638103,3.76,0.0,0.7756677884756917,0.9902563182069715,0.01160918072012917,2.6817903908010863e-17,1.3379979642618299e-12,0.002093561930721883,0.00021242974627867347,4.54054754099602e-07,9.608833858401665e-06,9.091007304618426e-06,0.004963435598576768,0.004963115854262056,2.2324247716213764e-06,1.3145937505992477e-07,6.65131531101931e-07,0.001568232626681479,0.002800992076793687,1.3673244004850085e-06,0.0022279249591022035,7.989612097009879e-06,6.616125784996492e-13,3.490797519425698e-08,1.8511494787626845e-05,2.3830441411803353e-11,3.4125962239510064e-09,5.0280641397846695e-09,3.867911338968617e-16,5.256512755972456e-12,6.074382482547621e-16,2.584421414463209e-10,0.00011595849905939227,3.746431259551915e-10,5.632882003468178e-08,2.1476514766293425e-14,1.1310634532945195e-17,1.108846724728644e-11,4.0595334842784365e-13,3.880645256140829e-07,1.000016244224453e-12,1.7636628892237781e-16,3.581654543471388e-08,4.9311045477080635e-08,2.266784083306142e-16,2.0495700655675952e-14,9.314972032302315e-09,5.843401388593874e-09,2.2083641141160396e-08,6.887908482829443e-14,1.0310182402205885e-14,3.624264453014199e-17,3.9246675574510124e-24,9.155064070384672e-11,2.940232075231075e-27,1.8260818284092112e-12
0.0004628102856559139,0.7102385892390115,3.76,0.0,0.7751300930485464,0.9899430698882801,0.011995280603200136,2.7886747445449075e-17,1.3600965004705275e-12,0.0021109877275652745,0.0002155472020393184,4.576789721529688e-07,9.76485188331469e-06,9.30135103429572e-06,0.00515952624966993,0.005068763857417948,2.2743700827625027e-06,1.339964583733713e-07,6.845658387187672e-07,0.0016430879030348681,0.002870370033022006,1.413124045879452e-06,0.002345982882409959,8.167505781468077e-06,6.931971202942743e-13,3.7086469819940955e-08,1.997246567348322e-05,2.617546471413257e-11,3.4907470825271033e-09,5.146495942944272e-09,3.957756046979281e-16,5.419307534469338e-12,6.215430011938789e-16,2.6480072285354606e-10,0.00012087801246580807,4.1195349214441724e-10,6.147892458733032e-08,2.3443106445540702e-14,1.2425332949166152e-17,1.1681334977904287e-11,4.210874546099149e-13,4.2886476979801963e-07,1.1051763051069756e-12,1.8682829125021248e-16,3.685515764338554e-08,5.50107654417982e-08,2.4893940983100037e-16,2.2371768020775902e-14,9.590449527068613e-09,6.125751373009886e-09,2.4952215083751186e-08,7.779979984519522e-14,1.1048821010493092e-14,3.779974272321605e-17,4.310093810144918e-24,1.0076097920146109e-10,3.2289588597678645e-27,1.988316405676063e-12
0.000471502466090147,0.7102553415587822,3.76,0.0,0.7745855636639645,0.9896249569165804,0.01238785373674917,2.8992038007996274e-17,1.3826203268559772e-12,0.0021282954683001618,0.00021867578725090643,4.6127242627591327e-07,9.921824962724235e-06,9.513977249437276e-06,0.005360156652932415,0.005173680118250856,2.3166250635299575e-06,1.3655468717684703e-07,7.041992835130634e-07,0.001719979469521975,0.002939543439848307,1.4594911200885998e-06,0.002467749589538003,8.347538450100984e-06,7.256412558595665e-13,3.9360567285400375e-08,2.1519294123026294e-05,2.8706329753464268e-11,3.569738307056307e-09,5.266523561865644e-09,4.048745542879077e-16,5.583592572430163e-12,6.358273580558668e-16,2.7123891462175824e-10,0.00012592266712375852,4.5226745426534943e-10,6.700139097238057e-08,2.5552188136099676e-14,1.3628640556233858e-17,1.2294598832322789e-11,4.365434264964675e-13,4.730446200487022e-07,1.2190503152544675e-12,1.977480354342576e-16,3.790549731811973e-08,6.125573711902032e-08,2.7297134873027796e-16,2.438370675158299e-14,9.869820780291781e-09,6.416065307697791e-09,2.8129033421534665e-08,8.767471475319793e-14,1.1827370398338533e-14,3.939736023558032e-17,4.725323037196035e-24,1.1074864673391882e-10,3.5400097506731386e-27,2.161780478717674e-12
0.0004801946465243801,0.7102726416765516,3.76,0.0,0.7740341790800641,0.9893019493338333,0.012786943044798426,3.0134950959514696e-17,1.4055819180658104e-12,0.0021454853936986526,0.0002218145707011188,4.648351139211045e-07,1.0079733529858692e-05,9.728868389445105e-06,0.005565364290384323,0.005277841227153158,2.359185196884567e-06,1.391335053386537e-07,7.240275739352432e-07,0.001798919845755243,0.003008497837589647,1.5064160246447551e-06,0.002593263806119542,8.529667792465808e-06,7.589503002619978e-13,4.173273776300743e-08,2.315542495508902e-05,3.1434413576617656e-11,3.6495619536888237e-09,5.388152816936757e-09,4.14088129474017e-16,5.749329742345648e-12,6.50291549285752e-16,2.777565095093918e-10,0.00013109428123510208,4.957730612756124e-10,7.291703438656873e-08,2.7811744874493677e-14,1.4926025527078564e-17,1.292856580177947e-11,4.523236366903369e-13,5.208116256605736e-07,1.3421738564912624e-12,2.0913956138733278e-16,3.896754980222022e-08,6.808808235534321e-08,2.9888458082736654e-16,2.653912909496022e-14,1.0153025632336057e-08,6.714410839441833e-09,3.1640734444562516e-08,9.858566222287867e-14,1.2647415843219346e-14,4.1036087791712824e-17,5.172087204798555e-24,1.2156860227494572e-10,3.874681999043843e-27,2.3470477672226634e-12
0.0004888868269586132,0.7102904955179047,3.76,0.0,0.7734759189622429,0.9889740176704449,0.01319259055581223,3.131670086922667e-17,1.4289939422618655e-12,0.0021625577385290923,0.00022496263398031773,4.6836703180109854e-07,1.023855788973432e-05,9.946006951836521e-06,0.005775185656619668,0.005381224447470804,2.402045998402609e-06,1.417323472894832e-07,7.440463649764034e-07,0.0018799207862041872,0.00307721904342498,1.5538889476486027e-06,0.002722563466375464,8.71385043696069e-06,7.931292469563539e-13,4.420545750750175e-08,2.4884377070642496e-05,3.4371585996988615e-11,3.73020982435856e-09,5.5113894397822736e-09,4.2341646408580914e-16,5.916481062002246e-12,6.649357850802267e-16,2.843532869801819e-10,0.00013639467955572224,5.426668310801656e-10,7.924755462129326e-08,3.023010148085745e-14,1.63231984119389e-17,1.3583538179357343e-11,4.684302789877403e-13,5.723815846175985e-07,1.4751038478520743e-12,2.2101714334745447e-16,4.0041284785505757e-08,7.555242998903266e-08,3.2679450645131056e-16,2.884597148840793e-14,1.0440001441539923e-08,7.020853345762532e-09,3.551572502988342e-08,1.1061983078011608e-13,1.351058397592996e-14,4.2716516869601146e-17,5.652187718271222e-24,1.3327902647417123e-10,4.234324862531717e-27,2.5447112827592925e-12
0.0004975790073928464,0.7103089088798854,3.76,0.0,0.7729107638804699,0.9886411329532038,0.01360483739269157,3.2538543033629494e-17,1.452869271852535e-12,0.0021795127400868336,0.00022811907152580315,4.718681777719841e-07,1.0398278271443028e-05,1.0165375546721049e-05,0.005989656247447268,0.005483807722676602,2.4452030281771907e-06,1.4435063903306584e-07,7.642512649946112e-07,0.0019629932738696124,0.0031456931577985253,1.6018998795865838e-06,0.0028556857000700668,8.900041987856307e-06,8.281827651287501e-13,4.678120729753725e-08,2.670974298628536e-05,3.7530220941422646e-11,3.811673496839493e-09,5.636239109105283e-09,4.328596817100156e-16,6.085008741905261e-12,6.797602596775436e-16,2.9102901521346686e-10,0.00014182569325401373,5.931539699534669e-10,8.601556319157067e-08,3.281593293419017e-14,1.782611822976703e-17,1.4259813445199152e-11,4.848653739712579e-13,6.279786543041472e-07,1.6184188373610866e-12,2.3339528948887697e-16,4.112665730523599e-08,8.369601654225734e-08,3.568217120643393e-16,3.1312504501004764e-14,1.0730683223885821e-08,7.335455911268082e-09,3.9784262334713286e-08,1.2387000413360406e-13,1.441854295073875e-14,4.443923963779333e-17,6.167496923200756e-24,1.459414699845021e-10,4.620340729552991e-27,2.755383595096153e-12
0.0005062711878270795,0.710327887428987,3.76,0.0,0.7723386953044186,0.9883032667114888,0.014023723764913931,3.380177451776829e-17,1.4772209894593257e-12,0.002196350644952128,0.00023128299076996994,4.753385523248451e-07,1.0558874875534398e-05,1.0386956947172134e-05,0.006208810550132334,0.005585569683333207,2.488651901361986e-06,1.4698779914868976e-07,7.846378423942147e-07,0.002048147514979626,0.003213906571297804,1.6504386284283558e-06,0.002992666820720439,9.088197069449382e-06,8.641151974662306e-13,4.946247081806616e-08,2.8635188307450775e-05,4.092320760441827e-11,3.89394435278114e-09,5.762707482246265e-09,4.4241789815742547e-16,6.254875233177122e-12,6.947651552312078e-16,2.977834529475381e-10,0.00014738915980412652,6.474485904158618e-10,9.324461083493118e-08,3.5578274884272836e-14,1.9440998507286935e-17,1.4957684155304436e-11,5.016307752560724e-13,6.878354549454525e-07,1.7727192755115768e-12,2.462887412877128e-16,4.222360871141756e-08,9.25687880981067e-08,3.890921125114435e-16,3.394734290835515e-14,1.1025003793645998e-08,7.658279307359811e-09,4.447853727299884e-08,1.3843480469614492e-13,1.5373002601394577e-14,4.620484888959262e-17,6.719959579063867e-24,1.5962100652601577e-10,5.034186222799316e-27,2.979697093985514e-12
0.0005149633682613126,0.710347436699767,3.76,0.0,0.7717596955967515,0.9879603909819464,0.014449288962625071,3.5107735999017746e-17,1.502062403530646e-12,0.002213071714430022,0.00023445351236215447,4.787781597675017e-07,1.0720327919331397e-05,1.0610734145856635e-05,0.006432682035188245,0.005686489653667,2.5323882981094703e-06,1.4964323987263206e-07,8.052016340733103e-07,0.002135392934674759,0.003281845971729097,1.699494839029344e-06,0.0031335423150757814,9.278269375696879e-06,9.009305583488171e-13,5.2251733301914076e-08,3.066445114321283e-05,4.456396186429629e-11,3.977013616243296e-09,5.890800243411115e-09,4.520912250619946e-16,6.4260432904149665e-12,7.099506474664109e-16,3.046163520814813e-10,0.00015308692291008598,7.057739319483904e-10,1.0095921536497434e-07,3.8526534301825894e-14,2.1174313464015588e-17,1.5677437944384032e-11,5.1872817736258e-13,7.521931655414736e-07,1.9386277696860222e-12,2.597124740308613e-16,4.333206759598588e-08,1.0222350322235012e-07,4.2373709683046983e-16,3.6759455900521784e-14,1.1322893909087174e-08,7.989381974780847e-09,4.9632759711539934e-08,1.544189416396496e-13,1.6375714586842542e-14,4.8013938027539584e-17,7.311594337730816e-24,1.7438639053413792e-10,5.477373306472204e-27,3.2183042663894313e-12
0.0005236555486955457,0.7103675620933945,3.76,0.0,0.7711737480047005,0.9876124783117447,0.014881571352587615,3.645781390023706e-17,1.527407059469112e-12,0.0022296762289853553,0.00023762977045220943,4.82187009209262e-07,1.0882617679345086e-05,1.0836690402099844e-05,0.006661303149698232,0.005786547657664278,2.5764079729066443e-06,1.5231636801945847e-07,8.259381516914886e-07,0.0022247381736602277,0.0033494983512339597,1.7490580097179891e-06,0.0032783468338768887,9.470211725107147e-06,9.386325324492052e-13,5.5151480079931895e-08,3.2801341464610785e-05,4.8466437378513835e-11,4.0608723766692656e-09,6.020523129378403e-09,4.618797717967151e-16,6.5984760118247214e-12,7.253169086794561e-16,3.115274592298863e-10,0.00015892083245860585,7.683625811931059e-10,1.0918488986193945e-07,4.1670500250658374e-14,2.3032804078641683e-17,1.6419357446527466e-11,5.361591216140112e-13,8.213016120666937e-07,2.116789319027666e-12,2.736816967963027e-16,4.4451950687004545e-08,1.1271583676786314e-07,4.608936731447071e-16,3.97581774108225e-14,1.162428241669353e-08,8.328820009693583e-09,5.528324531676595e-08,1.7193346290403965e-13,1.742847252757703e-14,4.9867101050160814e-17,7.944495247962513e-24,1.9031021900423883e-10,5.951470413058679e-27,3.471877945901995e-12
0.0005323477291297789,0.7103882688764493,3.76,0.0,0.7705808366500075,0.9872595017604687,0.015320608375946525,3.7853440743479375e-17,1.553268738758101e-12,0.0022461644918026196,0.0002408109130183103,4.855651153534105e-07,1.104572453055936e-05,1.1064809283757537e-05,0.006894705312140967,0.005885724424659468,2.6207067630002484e-06,1.5500658589690446e-07,8.46842887319006e-07,0.002316191085814236,0.0034168510133765094,1.7991175060936785e-06,0.003427114183887241,9.663976119836924e-06,9.772244737249808e-13,5.8164194962484656e-08,3.504974040736086e-05,5.264513633366699e-11,4.145511608378158e-09,6.1518819473792005e-09,4.717836469799568e-16,6.772136877221821e-12,7.408641101014652e-16,3.18516516984549e-10,0.0001648927444997306,8.354566890706781e-10,1.1794817118566618e-07,4.502035477605938e-14,2.5023484035057343e-17,1.718372017484786e-11,5.539250024122337e-13,8.9541934774833e-07,2.3078715293946692e-12,2.882118517832871e-16,4.5583163708933504e-08,1.2410448440354414e-07,5.007046129496588e-16,4.2953216559445517e-14,1.1929096394647637e-08,8.676647152963637e-09,6.146850398990554e-08,1.9109601050388374e-13,1.8533112131270783e-14,5.176493250157624e-17,8.620833182973136e-24,2.0746909760611292e-10,6.458103512219873e-27,3.741111553257381e-12
0.000541039909564012,0.7104095621798403,3.76,0.0,0.7699809465173848,0.9869014349007258,0.01576643654773215,3.9296097117663074e-17,1.5796614781603599e-12,0.0022625368315862798,0.00024399610222811488,4.889124990922371e-07,1.1209628983886838e-05,1.129507471731804e-05,0.007132918908700932,0.005984001394340461,2.6652805958961377e-06,1.5771329235963204e-07,8.679113219164572e-07,0.002409758736735554,0.003483891580102776,1.8496625814440383e-06,0.0035798773212105096,9.859513808509198e-06,1.0167094048176924e-12,6.129235901194951e-08,3.741359952103512e-05,5.711512058307963e-11,4.230922207725226e-09,6.284882621742452e-09,4.818029618716914e-16,6.94698981001652e-12,7.565924272399961e-16,3.255832664244449e-10,0.00017100452125400298,9.073081904232243e-10,1.2727664879371622e-07,4.8586683915224446e-14,2.715364587346465e-17,1.7970798583912345e-11,5.720270760532568e-13,9.748137252143157e-07,2.512564807675374e-12,3.0331861532010237e-16,4.672560221030035e-08,1.364512677131117e-07,5.433186007191149e-16,4.635466821422534e-14,1.2237261303189707e-08,9.032914781980549e-09,6.822932981959142e-08,2.1203107965006828e-13,1.9691511313761434e-14,5.3708027501004835e-17,9.342857286797685e-24,2.2594381193402028e-10,6.99895719401352e-27,4.02671936351255e-12
