Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167)
0.0035083971854274355,0.7736558920129243,3.76,0.0,0.015609898439625002,0.02096186670387173,1.1075392770887968,1.1730771706099694e-08,6.943294050404465e-08,0.0013986534961940287,2.662191669734191e-05,5.895511173469131e-09,0.00024245789887945176,0.002191420596981311,0.40544294999166847,7.405514154578602e-05,1.63827275920515e-05,8.405189211946006e-09,1.224200103407222e-06,0.0022050058809171503,0.0002153878192074017,1.6355925567670285e-06,0.5540763552884956,6.355459457091254e-07,1.162088558991671e-11,1.553460981710277e-05,0.03448012749819139,6.697769982926121e-07,1.5227611570818477e-07,3.734561711392994e-06,5.579876727956873e-15,6.777634031270224e-12,8.764728734577628e-15,3.286413585233413e-09,0.1479090236938502,1.2713870809779195e-05,0.0002399091993844821,1.338503546619377e-10,6.638727729220674e-13,1.0175653950694442e-09,2.8949544870467743e-09,6.436593176366411e-05,2.6543510460629426e-10,5.284006027415125e-12,1.8054520028014494e-07,5.261358076348437e-05,2.7733271739505334e-11,2.0708466727796894e-10,4.826323894205103e-07,4.4667049436908546e-07,2.4723112288522048e-05,1.4984726775398297e-12,1.3258943029045253e-08,4.3861925338223144e-14,1.0844602037063035e-18,2.426813769714295e-06,8.12152654300645e-22,5.048332154839836e-09
0.0035100879365011473,0.7736546258188748,3.76,0.0,0.015594713563480727,0.02087240044771036,1.1075872061459606,1.1605639469672623e-08,6.873786658445225e-08,0.001393327162754467,2.649190701599296e-05,5.848000879755143e-09,0.00024133184020297003,0.002182103350734246,0.40546573330587365,7.367241456737279e-05,1.624973571770184e-05,8.333027815059455e-09,1.2157180518640062e-06,0.002199428066617969,0.0002146349595669739,1.621926926249826e-06,0.5540630238040402,6.321626803629528e-07,1.1521717595791855e-11,1.5459635294210358e-05,0.03446749268246713,6.656060765932709e-07,1.5108476007079e-07,3.7127055845197966e-06,5.523546229646117e-15,6.728882172587759e-12,8.676255585031104e-15,3.2537225481062293e-09,0.1479823598758236,1.2640060981389266e-05,0.00023957425101327526,1.3329528748638726e-10,6.574520520388901e-13,1.0134472192894683e-09,2.884078656322583e-09,6.435772393424651e-05,2.6487782500135404e-10,5.2619999544516905e-12,1.792456088274914e-07,5.261374010062495e-05,2.7582891146480864e-11,2.057571015467661e-10,4.790816495316178e-07,4.441167590672019e-07,2.469512126294763e-05,1.4903902669086586e-12,1.3250092251146183e-08,4.3883418683473394e-14,1.0849672960336276e-18,2.4164304879100433e-06,8.125323986039078e-22,5.026899620098668e-09
0.003511778687574859,0.7736533682464882,3.76,0.0,0.015579698965472524,0.02078371906604746,1.10763447966119,1.1482117290030757e-08,6.805169787458532e-08,0.0013880412529207063,2.636307832393467e-05,5.801070034072917e-09,0.00024021501810806125,0.0021728561891281545,0.4054885229810761,7.329337203263852e-05,1.6118309582976652e-05,8.261774103173006e-09,1.2073256089254843e-06,0.002193892177927337,0.00021388780026943512,1.6084341404097925e-06,0.5540495975614073,6.288135753465723e-07,1.1423777075849732e-11,1.5385295164150116e-05,0.034454954866164816,6.614781402139177e-07,1.4990693500021244e-07,3.6910339783884295e-06,5.467974261203122e-15,6.6806786445274124e-12,8.58897364738623e-15,3.221469716460402e-09,0.14805527626636983,1.2566925625385348e-05,0.00023924160115438138,1.3274674043312685e-10,6.511156551664004e-13,1.0093622301855014e-09,2.8732751665668092e-09,6.434985292204269e-05,2.643268343959994e-10,5.240156596647966e-12,1.7796124532347953e-07,5.261413154369244e-05,2.743390007542849e-11,2.0444640562363182e-10,4.755684791338343e-07,4.4159353274997507e-07,2.4667450476520784e-05,1.4823975152603926e-12,1.3241209319237837e-08,4.390479259576549e-14,1.0854712138064926e-18,2.406136328142664e-06,8.129097656752221e-22,5.005648699811693e-09
0.003513469438648571,0.7736521192189845,3.76,0.0,0.015564852355711464,0.020695812674796487,1.1076811069821315,1.1360182473346584e-08,6.737430167676208e-08,0.0013827953336877606,2.6235415384174843e-05,5.754709451342179e-09,0.00023910733385322915,0.0021636784462769547,0.4055113178887675,7.291796458302891e-05,1.5988426070850073e-05,8.191413398137437e-09,1.1990215380044553e-06,0.002188397689267958,0.00021314627304959484,1.5951114154941743e-06,0.5540360789560737,6.254981364364577e-07,1.1327045381876004e-11,1.5311582272072327e-05,0.03444251283935358,6.573926100773383e-07,1.4874244811341552e-07,3.669545079939107e-06,5.413148378097643e-15,6.633015311179051e-12,8.502863381146659e-15,3.1896479183808703e-09,0.14812777699950788,1.24944565302938e-05,0.00023891122143812417,1.3220461211533115e-10,6.448622314375049e-13,1.0053100485988283e-09,2.8625434552743933e-09,6.434231226056799e-05,2.637820389275786e-10,5.218474450200637e-12,1.7669190632364005e-07,5.261475037349103e-05,2.7286281358966367e-11,2.0315231087211272e-10,4.720923873062246e-07,4.3910036673204824e-07,2.464009487620384e-05,1.4744929854029077e-12,1.3232295299145632e-08,4.392604818239355e-14,1.0859719891155238e-18,2.395930190129241e-06,8.13284779544934e-22,4.984577183731097e-09
0.003515160189722283,0.7736508786636376,3.76,0.0,0.015550171475719443,0.02060867152028981,1.1077270973248046,1.1239813315149868e-08,6.670554776569805e-08,0.0013775889767265387,2.6108903163280246e-05,5.708910103998828e-09,0.00023800868967492739,0.0021545694615930904,0.4055341169234655,7.254614353926514e-05,1.586006240089e-05,8.121931278378148e-09,1.1908046216237047e-06,0.002182944082638596,0.00021241031056634167,1.581956014345942e-06,0.5540224703409874,6.222158767292177e-07,1.1231504124428873e-11,1.5238489545637869e-05,0.0344301654078366,6.533489149831653e-07,1.4759110923378907e-07,3.648237050544091e-06,5.3590564200919676e-15,6.585884168828832e-12,8.417905692644112e-15,3.158250145657786e-09,0.1481998661644315,1.2422645583811167e-05,0.00023858308388998958,1.3166880277110044e-10,6.386904519245276e-13,1.0012902997113279e-09,2.8518829622627276e-09,6.433509559466815e-05,2.6324334629693e-10,5.1969520221304825e-12,1.7543739085197821e-07,5.2615591953360594e-05,2.714001805213824e-11,2.0187455302124764e-10,4.6865288906540423e-07,4.3663681824193645e-07,2.461304948862567e-05,1.466675267815332e-12,1.3223351238046061e-08,4.3947186539800775e-14,1.086469653711369e-18,2.385810987640061e-06,8.136574639887482e-22,4.9636828927991575e-09
0.0035168509407959947,0.7736496465061911,3.76,0.0,0.015535654098839153,0.020522285981604084,1.1077724597712713,1.1120988088991156e-08,6.604530843643463e-08,0.001372421758566535,2.598352683924808e-05,5.6636630853327994e-09,0.00023691898881904343,0.002145528579871335,0.40555691900333996,7.217786093742893e-05,1.573319614171627e-05,8.053313515438188e-09,1.1826736579314442e-06,0.0021775308476846386,0.00021167984642981468,1.5689652426237613e-06,0.5540087740261003,6.18966317241358e-07,1.1137135154624095e-11,1.5166009991148512e-05,0.03441791139347983,6.493464917016282e-07,1.4645272979696077e-07,3.627108003610121e-06,5.3056864545925836e-15,6.53927731288459e-12,8.33408184518519e-15,3.1272695209493366e-09,0.14827154780453466,1.2351484778910827e-05,0.0002382571609285306,1.311392140205144e-10,6.325990062029094e-13,9.973026130952146e-10,2.841293130111243e-09,6.432819667952543e-05,2.6271066536933607e-10,5.175587832548231e-12,1.7419750047437892e-07,5.261665172750675e-05,2.6995093398300194e-11,2.0061287144311344e-10,4.652495056800069e-07,4.3420245091425825e-07,2.4586309420628793e-05,1.4589429706045163e-12,1.3214378164082615e-08,4.396820875216489e-14,1.0869642389578357e-18,2.3757776492394684e-06,8.140278424914577e-22,4.942963671594515e-09
0.0035185416918697065,0.773648422672748,3.76,0.0,0.01552129804597713,0.02043664663641444,1.1078172032035825,1.100368434446106e-08,6.539345534209385e-08,0.0013672932630517235,2.58592719052016e-05,5.618959722271746e-09,0.00023583813600729184,0.002136555153895453,0.4055797230815705,7.181306986079159e-05,1.5607805340579534e-05,7.985546262079442e-09,1.174627470047844e-06,0.0021721574854527146,0.00021095481566009357,1.5561364709000997e-06,0.553994992257266,6.157489906259349e-07,1.104392075638701e-11,1.5094136734284212e-05,0.03440574964215968,6.453847883164711e-07,1.4532712650152222e-07,3.6061561735696606e-06,5.253026558189126e-15,6.493187038075676e-12,8.251373114691758e-15,3.0966991716921453e-09,0.1483428258944212,1.2280966270136542e-05,0.00023793342556532822,1.3061574982817417e-10,6.265866154742738e-13,9.933466253870902e-10,2.8307734050881674e-09,6.432160943266606e-05,2.6218390731030495e-10,5.154380417824108e-12,1.7297204054201615e-07,5.261792526082372e-05,2.685149096934206e-11,1.9936701177450233e-10,4.618817671016918e-07,4.317968376247904e-07,2.4559869899270645e-05,1.4512947429878584e-12,1.3205377077029996e-08,4.398911588927029e-14,1.087455775752431e-18,2.3658291260099453e-06,8.143959381903116e-22,4.922417410669068e-09
0.0035202324429434184,0.7736472070919526,3.76,0.0,0.0155071011778249,0.020351744228477103,1.1078613363367302,1.0887880331553206e-08,6.474986511605101e-08,0.0013622030801800577,2.5736124114030216e-05,5.574791489238979e-09,0.00023476603716993442,0.002127648543549761,0.40560252814026787,7.145172426165344e-05,1.548386841330658e-05,7.91861590747478e-09,1.166664900879467e-06,0.0021668235065088475,0.00021023515445322587,1.5434671174411682e-06,0.553981127226975,6.125634389449273e-07,1.0951843476735327e-11,1.5022862994370756e-05,0.03439367901984944,6.414632615451268e-07,1.4421411889191696e-07,3.585379806878467e-06,5.2010652902366235e-15,6.447605758756118e-12,8.169761538853004e-15,3.0665325042875837e-09,0.1484137043509825,1.2211082342935395e-05,0.00023761185131918172,1.3009831583722534e-10,6.206520230155088e-13,9.894219785165e-10,2.8203232378818444e-09,6.43153279090198e-05,2.61662984793622e-10,5.133328330640258e-12,1.717608195844782e-07,5.261940821998649e-05,2.6709194571898588e-11,1.9813672409478125e-10,4.585492104571407e-07,4.2941955798153873e-07,2.4533726251801485e-05,1.4437292579529764e-12,1.319634895300618e-08,4.4009909004534465e-14,1.0879442944867763e-18,2.3559643861957313e-06,8.147617738422701e-22,4.902042031800574e-09
0.00352192319401713,0.7736459996909799,3.76,0.0,0.015493061387338877,0.020267569636273734,1.1079048677502792,1.0773555096696383e-08,6.411441536915723e-08,0.0013571508049523638,2.5614069427435876e-05,5.531150023236174e-09,0.0002337025992719052,0.0021188081145790726,0.4056253331848966,7.109377879105516e-05,1.5361364112982635e-05,7.852509106204303e-09,1.1587848119298864e-06,0.002161528429114334,0.0002095207999577878,1.530954646784089e-06,0.5539671810846756,6.094092117205653e-07,1.0860886170777503e-11,1.4952182075360999e-05,0.03438169840884627,6.375813760105173e-07,1.4311352895364372e-07,3.5647771300604587e-06,5.149791319561845e-15,6.402526028588207e-12,8.089229323399164e-15,3.0367629869317704e-09,0.14848418704408348,1.2141825378875342e-05,0.00023729241212194964,1.2958681936828404e-10,6.147939947252904e-13,9.85528319255206e-10,2.809942081716917e-09,6.430934627539933e-05,2.6114781208155306e-10,5.112430134537438e-12,1.70563648723166e-07,5.262109635405183e-05,2.6568188249021417e-11,1.9692176298519276e-10,4.5525137920111424e-07,4.2707019819663245e-07,2.450787388586352e-05,1.4362452157853507e-12,1.3187294748998365e-08,4.4030589140922665e-14,1.0884298252179888e-18,2.3461824118808977e-06,8.151253719551718e-22,4.8818354884139525e-09
0.003523613945090842,0.7736448003985251,3.76,0.0,0.015479176598448986,0.020184113867743898,1.107947805893741,1.066068787759401e-08,6.348698535391308e-08,0.0013521360371782467,2.5493094009343514e-05,5.488027116085691e-09,0.0002326477303224991,0.002110033238262119,0.4056481372433667,7.073918876985642e-05,1.5240271549742615e-05,7.787212761661855e-09,1.150986082963696e-06,0.0021562717788994098,0.00020881169023630818,1.5185965711492115e-06,0.553953155938641,6.062858657256873e-07,1.0771031982845306e-11,1.4882087366399979e-05,0.034369806707148294,6.337386046239585e-07,1.420251815430832e-07,3.5443463902187382e-06,5.0991935168442614e-15,6.357940530047717e-12,8.009758993525148e-15,3.007384204773148e-09,0.14855427779822905,1.207318785480353e-05,0.00023697508229394594,1.2908116934176053e-10,6.090113181979979e-13,9.816652989799032e-10,2.7996293921191426e-09,6.43036588049025e-05,2.6063830488936e-10,5.091684404848641e-12,1.693803415780418e-07,5.262298549018281e-05,2.642845626705611e-11,1.9572188730853434e-10,4.519878232743218e-07,4.2474835139855615e-07,2.4482308285880213e-05,1.4288413412436902e-12,1.317821540365559e-08,4.4051157330693394e-14,1.0889123976663808e-18,2.3364821996181256e-06,8.154867547837679e-22,4.8617957629782944e-09
0.003525304696164554,0.7736436091437252,3.76,0.0,0.015465444767541452,0.020101368066587726,1.107990159080342,1.054925796441846e-08,6.286745654983356e-08,0.0013471583817292767,2.5373184237849822e-05,5.44541471165832e-09,0.0002316013394133137,0.0021013232917371054,0.405670939367049,7.038791022705173e-05,1.512057019123182e-05,7.722714024198537e-09,1.143267611873803e-06,0.0021510530892070215,0.00020810776430831842,1.5063904491281337e-06,0.5539390538540924,6.031929654694539e-07,1.0682264345129854e-11,1.4812572342008986e-05,0.034358002829225506,6.299344286250656e-07,1.4094890453079502e-07,3.5240858643733635e-06,5.049260976942794e-15,6.3138420747747735e-12,7.931333425287544e-15,2.978389871599416e-09,0.14862398039025063,1.2005162357698557e-05,0.00023665983655777817,1.2858127631007467e-10,6.033028030936255e-13,9.778325738343494e-10,2.789384627386006e-09,6.429825988102966e-05,2.601343804104251e-10,5.071089729653027e-12,1.6821071439698972e-07,5.262507153686856e-05,2.6289983118527463e-11,1.945368602968425e-10,4.487580992405185e-07,4.224536174188317e-07,2.4457025016963032e-05,1.4215163839595968e-12,1.3169111836427373e-08,4.407161459466782e-14,1.0893920411917454e-18,2.326862761550199e-06,8.158459443132179e-22,4.841920867716126e-09
0.0035269954472382657,0.7736424258561514,3.76,0.0,0.015451863884289171,0.020019323515809054,1.108031935483582,1.0439244964113282e-08,6.225571235629771e-08,0.0013422174486947638,2.525432671118707e-05,5.403304906310204e-09,0.00023056333672573774,0.002092677658291887,0.4056937386312552,7.003989992233844e-05,1.5002239851516144e-05,7.659000291503945e-09,1.1356283147514874e-06,0.002145871901280441,0.00020740896217377692,1.4943338849968904e-06,0.5539248768522088,6.001300834243479e-07,1.0594566975410557e-11,1.4743630562764187e-05,0.034346285706454795,6.261683373851188e-07,1.3988452859982862e-07,3.5039938445140867e-06,4.999982999931779e-15,6.270223602799288e-12,7.853935817129959e-15,2.9497738193531244e-09,0.14869329854795413,1.1937741589104057e-05,0.00023634665005028312,1.2808705245948603e-10,5.976672810502551e-13,9.740298048204251e-10,2.779207249014311e-09,6.42931440002324e-05,2.596359573302873e-10,5.050644710046386e-12,1.6705458613327642e-07,5.262735048606399e-05,2.615275352391497e-11,1.9336644955575904e-10,4.455617701937629e-07,4.2018560267091334e-07,2.4432019727096444e-05,1.4142691185488615e-12,1.3159984947097826e-08,4.409196194174906e-14,1.0898687847797648e-18,2.317323125381286e-06,8.162029622484677e-22,4.8222088451720765e-09
0.0035286861983119776,0.7736412504658853,3.76,0.0,0.01543843197119279,0.01993797163586493,1.108073143139206,1.0330628872201311e-08,6.165163795809603e-08,0.0013373128533298194,2.5136508244015556e-05,5.361689945890371e-09,0.00022953363352194373,0.0020840957273732695,0.40571653413480047,6.969511533507385e-05,1.488526068567265e-05,7.59605920329899e-09,1.128067125630019e-06,0.0021407277641401455,0.00020671522479838304,1.4824245282005958e-06,0.5539106269108853,5.970967998650051e-07,1.05079238724372e-11,1.4675255675160052e-05,0.034334654286904784,6.224398282934434e-07,1.3883188716743175e-07,3.4840686360199506e-06,4.95134907923699e-15,6.227078180014087e-12,7.77754967108472e-15,2.921529991261209e-09,0.148762235950629,1.1870918358779364e-05,0.00023603549831948667,1.2759841156911148e-10,5.921036051058499e-13,9.702566577385388e-10,2.769096721799203e-09,6.428830577027317e-05,2.5914295580142637e-10,5.030347960170094e-12,1.6591177841762938e-07,5.2629818412066775e-05,2.601675242882013e-11,1.922104269469182e-10,4.423984056493059e-07,4.179439201101687e-07,2.440728814578086e-05,1.4070983440950537e-12,1.3150835616091467e-08,4.411220036898944e-14,1.0903426570447688e-18,2.3078623337803194e-06,8.165578300164022e-22,4.802657767802299e-09
0.0035320677004594017,0.7736389231004432,3.76,0.0,0.01541200730199854,0.019777312226355634,1.1081538836940323,1.0117508660319506e-08,6.046604851013696e-08,0.001327611161419044,2.4903936775966164e-05,5.279914263344293e-09,0.00022749877589488412,0.0020671205608270983,0.4057621103664618,6.901505664674932e-05,1.4655278164110206e-05,7.472446684531864e-09,1.1131748940946184e-06,0.002130548875257415,0.00020534271278408345,1.459038252444253e-06,0.5538819159163745,5.911173861536932e-07,1.0337737828397898e-11,1.4540181576915141e-05,0.03431164442949838,6.150935853081769e-07,1.3676115509863614e-07,3.4447119699883205e-06,4.85597235298715e-15,6.142179354607206e-12,7.62774730029763e-15,2.8661353401120206e-09,0.14889898297522008,1.1739036259015263e-05,0.00023541920333987413,1.2663754144732008e-10,5.81187306807082e-13,9.62797915686595e-10,2.7490740960271015e-09,6.427944122236569e-05,2.581729050493807e-10,4.99019379024407e-12,1.6366542399610185e-07,5.263530588191099e-05,2.5748376611301166e-11,1.8994065403858321e-10,4.3616887955806726e-07,4.1353803522228966e-07,2.4358629413250712e-05,1.3929815814321814e-12,1.3132473058738631e-08,4.4152354395361875e-14,1.091281900287403e-18,2.289173526783917e-06,8.172611994282976e-22,4.76403088225327e-09
0.0035351110523920834,0.7736368547905759,3.76,0.0,0.015388715379515546,0.019635004305221658,1.1082246830062568,9.930282619996833e-09,5.9424134353189703e-08,0.001319000155200671,2.4698047973454873e-05,5.207933653370288e-09,0.00022569491961996424,0.002052054771236759,0.40580310752761317,6.841362319123577e-05,1.4452722606161734e-05,7.363718594885739e-09,1.1000286734601932e-06,0.002121510215831007,0.00020412420000952804,1.438471358000875e-06,0.5538558455721948,5.85833080657752e-07,1.0188021004511699e-11,1.4420491616261596e-05,0.03429121843608755,6.086056148575152e-07,1.3493601229221141e-07,3.4098448385782954e-06,4.772234515930702e-15,6.0673211501043495e-12,7.496225054566448e-15,2.817494670030129e-09,0.14902078907316638,1.1622315910362307e-05,0.00023487125950283545,1.257910182740693e-10,5.71597265160101e-13,9.56183096520284e-10,2.731277061273222e-09,6.427236076015033e-05,2.5731762870489235e-10,4.954548480120548e-12,1.6168752443784166e-07,5.2640853117730706e-05,2.5510893263137316e-11,1.8794486042053592e-10,4.3067085404477597e-07,4.096590414515058e-07,2.4315731375846886e-05,1.3805265222865301e-12,1.3115878462833939e-08,4.418813028261187e-14,1.0921176790567552e-18,2.272613939003247e-06,8.1788708782766285e-22,4.729798366932434e-09
0.003538154404324765,0.7736348110064781,3.76,0.0,0.015365876780324346,0.01949481313736212,1.1082937586181125,9.74728357857533e-09,5.840536757714458e-08,0.001310501123993746,2.4495329967503274e-05,5.137442196794276e-09,0.00022391662145367997,0.002037186155528541,0.40584407949136386,6.782201064853475e-05,1.425425119144222e-05,7.257312078144623e-09,1.087119722541524e-06,0.0021125849207946036,0.00020292122044727304,1.418346811745355e-06,0.5538295678156141,5.806384791091945e-07,1.0041483406818027e-11,1.4302543330162203e-05,0.03427105448251193,6.022319462557146e-07,1.331464204752178e-07,3.3754926390510886e-06,4.690428727027169e-15,5.9938932422325764e-12,7.367737035021139e-15,2.769970820493509e-09,0.14914141663683878,1.1507424407241105e-05,0.00023432954575024399,1.249613118545424e-10,5.62223093804283e-13,9.496592636588291e-10,2.7136884505929267e-09,6.426610079016468e-05,2.564787396298461e-10,4.919362597004539e-12,1.5975012574796568e-07,5.264695510279601e-05,2.5277165957709885e-11,1.859923202896156e-10,4.252732217597116e-07,4.058596304492022e-07,2.427365722589769e-05,1.3683016653586935e-12,1.3099224018132001e-08,4.422356825907068e-14,1.092944583617818e-18,2.256295569814945e-06,8.185063308365411e-22,4.696058632438835e-09
0.0035411977562574467,0.7736327913607196,3.76,0.0,0.015343481063174657,0.019356693266601912,1.1083611528183013,9.568404533066472e-09,5.740914256678678e-08,0.001302111998107618,2.429571304282271e-05,5.068399626892827e-09,0.00022216340112990904,0.002022511367188825,0.40588502177148095,6.723999485249498e-05,1.4059759724299357e-05,7.1531630628914315e-09,1.074442424472135e-06,0.0021037706168687375,0.0002017334617982048,1.398652405859821e-06,0.5538030927607966,5.755313893721409e-07,9.898041167411508e-12,1.4186302578695929e-05,0.034251146991259175,5.959699203600653e-07,1.3139150212997579e-07,3.341646115826687e-06,4.610500398793117e-15,5.92185938991203e-12,7.242197524072915e-15,2.7235323169311392e-09,0.14926088548914762,1.1394323425430929e-05,0.00023379393311663606,1.2414797243552675e-10,5.530588176800525e-13,9.43224629647179e-10,2.6963052631156706e-09,6.426063352773499e-05,2.556558208217546e-10,4.884628519254408e-12,1.5785227783570963e-07,5.26535916462648e-05,2.5047114505656392e-11,1.8408184494096944e-10,4.1997369142235897e-07,4.0213776563195023e-07,2.4232384741173786e-05,1.3563008107245138e-12,1.30825142200581e-08,4.425867373731611e-14,1.093762768317229e-18,2.2402133393439457e-06,8.191190440325772e-22,4.662801438276353e-09
0.0035442411081901284,0.7736307954717752,3.76,0.0,0.01532151808031935,0.0192206004710227,1.108426906666582,9.393541315671276e-09,5.6434871114161463e-08,0.0012938307554180406,2.4099129417520582e-05,5.000766997737813e-09,0.00022043478870464804,0.0020080271202454463,0.40592593008493066,6.666735803195274e-05,1.3869147118881395e-05,7.0512096114526865e-09,1.0619913239628123e-06,0.002095064999335478,0.00020056062033034112,1.3793763334253133e-06,0.553776430145288,5.705096874258887e-07,9.757612969707414e-12,1.4071736020726584e-05,0.03423149053535356,5.898169517067457e-07,1.296704050874617e-07,3.3082961842623704e-06,4.532396731819681e-15,5.851184476021355e-12,7.119523611536764e-15,2.678148714000362e-09,0.149379215007034,1.1282975622320368e-05,0.00023326429629322157,1.2335056450973088e-10,5.440986533245307e-13,9.368774509980337e-10,2.679124534136836e-09,6.425593216022755e-05,2.548484682883128e-10,4.8503387561275656e-12,1.5599305519451627e-07,5.2660743275053126e-05,2.4820660787871627e-11,1.822122837228703e-10,4.147700316206939e-07,3.9849147021085424e-07,2.4191892414091798e-05,1.344517971021397e-12,1.3065753393583385e-08,4.429345201907477e-14,1.0945723840701957e-18,2.224362303702118e-06,8.1972534042397525e-22,4.6300168145510685e-09
0.00354728446012281,0.7736288229639431,3.76,0.0,0.015299977968235285,0.019086491725067947,1.1084910600332643,9.222592429630278e-09,5.548198194832051e-08,0.001285655420165437,2.3905513182480244e-05,4.934506635615127e-09,0.00021873032434999436,0.0019937301885336045,0.40596680034389415,6.610388860474269e-05,1.3682315300002543e-05,6.951391840727972e-09,1.0497611220733038e-06,0.0020864658296765285,0.00019940240059525074,1.360507173647342e-06,0.5537495893441643,5.655713149553454e-07,9.620119965785921e-12,1.39588110939022e-05,0.03421207983385545,5.837705263187392e-07,1.2798230179108808e-07,3.2754339318812408e-06,4.4560666531244355e-15,5.781834468190744e-12,6.9996350978259344e-15,2.633790560141925e-09,0.14949642413294603,1.117334460888051e-05,0.0002327405135087135,1.2256866633365058e-10,5.353370023505708e-13,9.306160269813364e-10,2.6621433355760806e-09,6.425197081112186e-05,2.540562905945894e-10,4.816485946634441e-12,1.5417155625876395e-07,5.266839120730847e-05,2.459772869792755e-11,1.8038252274504558e-10,4.0966006921220983e-07,3.9491882530303775e-07,2.4152159426345936e-05,1.3329473631244854e-12,1.3048945699242504e-08,4.43279082975422e-14,1.095373578441604e-18,2.2087376508475756e-06,8.203253305102595e-22,4.597695053843056e-09
0.0035503278120554917,0.7736268734674239,3.76,0.0,0.01527885113825469,0.01895432516120904,1.108553651639082,9.055458974167325e-09,5.454992014356291e-08,0.0012775840617246488,2.371480023992733e-05,4.869582086479145e-09,0.00021704955813226892,0.0019796174049036617,0.4060076286477547,6.554938097053336e-05,1.3499169097902224e-05,6.853651836060114e-09,1.0377466706088038e-06,0.002077970933202335,0.00019825851514319577,1.3420338763565336e-06,0.5537225793842131,5.607142769190506e-07,9.48548568530831e-12,1.3847495993797837e-05,0.0341929097472962,5.778281993824147e-07,1.2632638843639627e-07,3.24305061624672e-06,4.381460743329987e-15,5.713776375848455e-12,6.88245437961316e-15,2.5904293557151533e-09,0.14961253138655842,1.106539492272395e-05,0.00023222246640916774,1.2180186939912002e-10,5.26768444259428e-13,9.244386983595141e-10,2.6453587765261297e-09,6.42487245042205e-05,2.53278908377011e-10,4.7830628584011186e-12,1.5238690274545685e-07,5.26765173257984e-05,2.437824407880853e-11,1.785914834523078e-10,4.046416876044879e-07,3.9141796793542473e-07,2.4113165623487094e-05,1.3215833992405346e-12,1.3032095139198888e-08,4.436204765970064e-14,1.0961664957267266e-18,2.1933346963503865e-06,8.209191223426678e-22,4.565826702485961e-09
0.0035533711639881733,0.7736249466182561,3.76,0.0,0.015258128268799145,0.01882406003811343,1.1086147190882605,8.892044663797842e-09,5.363814668911188e-08,0.0012696147935741047,2.352692825189228e-05,4.805958072926509e-09,0.00021539204982052486,0.001965685660549656,0.40604841127646923,6.500363533721288e-05,1.3319616157637393e-05,6.757933580573281e-09,1.0259429674617332e-06,0.0020695781970957506,0.00019712868428767806,1.323945749179486e-06,0.5536954089556262,5.559366394893139e-07,9.353635960943678e-12,1.3737759656362152e-05,0.03417397527387949,5.719875932484569e-07,1.247018842191121e-07,3.2111376602202996e-06,4.308531182645996e-15,5.646978215201651e-12,6.767906365086783e-15,2.548037521966068e-09,0.14972755487457523,1.0959092004667063e-05,0.0002317100399602157,1.2104977799170537e-10,5.183877304166739e-13,9.183438463376521e-10,2.628768003684783e-09,6.424616913422653e-05,2.5251595394666567e-10,4.750062386510143e-12,1.5063823910123258e-07,5.268510415609525e-05,2.416213467081259e-11,1.7683812143124234e-10,3.997128252671696e-07,3.8798708938265984e-07,2.4074891493851627e-05,1.3104206796833118e-12,1.301520556226916e-08,4.439587508832074e-14,1.0969512770201463e-18,2.178148879738597e-06,8.215068215757616e-22,4.5344025534471614e-09
0.003556414515920855,0.7736230420583754,3.76,0.0,0.015237800294264088,0.018695656695048336,1.108674298915783,8.732255757046186e-09,5.2746138076744724e-08,0.0012617457718095324,2.334183656776267e-05,4.7436004513600414e-09,0.00021375736863995422,0.0019519319038755049,0.4060891446812002,6.446645747345567e-05,1.3143566841202385e-05,6.664182885844604e-09,1.0143451517724625e-06,0.002061285567620637,0.00019601263576951553,1.3062324444513189e-06,0.5536680864286635,5.512365272072811e-07,9.224498861384643e-12,1.36295717365236e-05,0.03415527154403451,5.662463951923959e-07,1.2310803065743536e-07,3.179686649108528e-06,4.237231697598216e-15,5.5814089750155354e-12,6.655918390348492e-15,2.5065883703942973e-09,0.1498415123048289,1.0854402162093042e-05,0.0002312031223032524,1.2031200875849065e-10,5.101897783792882e-13,9.123298912341034e-10,2.612368200993867e-09,6.424428142437998e-05,2.5176707084784527e-10,4.717477550767286e-12,1.4892473170596688e-07,5.2694134835246e-05,2.394933005638484e-11,1.751214252849768e-10,3.9487147414443594e-07,3.846244335617628e-07,2.4037318138445557e-05,1.2994539849339282e-12,1.2998280671115692e-08,4.44293954653399e-14,1.0977280603290515e-18,2.16317575976998e-06,8.2208853155232375e-22,4.503413637925626e-09
