Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290)
0.0004763096023760943,0.6843193300603606,3.76,0.0,1.0027427092626109,0.9981980638165325,0.0020195415242492487,5.2482719949545155e-20,2.4563205492211976e-14,0.0006238891586541059,8.624943244007228e-05,2.933188770062398e-07,1.3061361295159307e-06,9.509574827376148e-07,0.0005647384232150609,0.0012734421746091484,2.2543228565945552e-07,2.550701770497622e-08,6.120962383938014e-08,8.90487609587741e-05,0.000625017664005682,7.245565635477203e-08,0.00011553610787997882,4.137984977930025e-06,5.727609123202372e-15,3.39842113946141e-10,1.2485453775873122e-07,7.808034673166299e-15,1.5165422835495726e-10,2.2216897635108406e-10,2.564363850908794e-17,4.38023500159115e-13,2.7412946893880373e-17,1.1129991674127719e-11,6.176985968076566e-06,2.295194750030999e-13,2.611682513814821e-10,2.6865723768891162e-17,7.377285418427974e-21,2.0727600979648918e-13,1.0585400817773344e-14,6.418147174921984e-10,5.1397601003114625e-16,1.2835928291553536e-18,3.3322835461336882e-09,3.28966572857841e-11,3.032528400814642e-19,2.4482827784133516e-17,6.356896856594303e-10,6.17580075743604e-11,7.0927855173501274e-12,3.7637575628330816e-17,6.317868537826361e-17,1.392021523705806e-19,1.1909942321582733e-27,4.473463989955079e-13,5.645956928371878e-31
0.00047841973035364654,0.6843193950897417,3.76,0.0,1.0027224878338228,0.9981868869854914,0.0020325172665154757,5.264518067519867e-20,2.4586060556094957e-14,0.0006243649271480317,8.636689733959295e-05,2.935392586624135e-07,1.3078981518644915e-06,9.531770322372922e-07,0.0005686932562852142,0.001281058068950068,2.2582143888916084e-07,2.5551188527469243e-08,6.150191178661786e-08,8.993790700997386e-05,0.0006294617588158984,7.294919039131054e-08,0.000116943777019534,4.1459589378627024e-06,5.784799426305716e-15,3.4361635944684087e-10,1.2687149917866292e-07,7.946455100332993e-15,1.5194441042709198e-10,2.2258706394827375e-10,2.569170381037519e-17,4.408643368143986e-13,2.7464296293000888e-17,1.1156428808514445e-11,6.22713288206475e-06,2.3363933260059017e-13,2.6601657759502277e-10,2.7364288104047134e-17,7.509904846594333e-21,2.0952511465775826e-13,1.065568698803e-14,6.561606533127125e-10,5.254646065671526e-16,1.2957591738458459e-18,3.3560718584831195e-09,3.36537081350332e-11,3.086153620792548e-19,2.493722633743038e-17,6.383479207189758e-10,6.237594841156102e-11,7.285456934432854e-12,3.865954202084887e-17,6.401873547517645e-17,1.4033536274958942e-19,1.215306384245278e-27,4.550898917638798e-13,5.761259315472572e-31
0.0004805298583311988,0.6843194611383532,3.76,0.0,1.0027022464744244,0.9981756959697436,0.0020455110216070194,5.2819431144734756e-20,2.4608710012563788e-14,0.0006248394614414276,8.648468837393468e-05,2.937590499372284e-07,1.3096609314121467e-06,9.553991164156672e-07,0.000572658311859583,0.0012886740246015845,2.262107794363209e-07,2.5595414402849344e-08,6.179452739600992e-08,9.083124137060904e-05,0.0006339074618051162,7.344339421491216e-08,0.00011836078916804776,4.153960227146827e-06,5.842259130910992e-15,3.4741403190054254e-10,1.289101480870223e-07,8.086629640973493e-15,1.5223442645825515e-10,2.2300504982028065e-10,2.5739774662584362e-17,4.437089656068258e-13,2.7515652540323844e-17,1.1182878546630458e-11,6.2774021663464e-06,2.378124643979618e-13,2.7092817038204053e-10,2.786935764747465e-17,7.644240077959577e-21,2.1178758212757054e-13,1.0726107379362948e-14,6.707470270080602e-10,5.371457556312236e-16,1.30797968488364e-18,3.379880514329159e-09,3.4424112049029713e-11,3.140456716572888e-19,2.5397554078732807e-17,6.410122670135797e-10,6.29968201833909e-11,7.482243635995688e-12,3.9703322066793166e-17,6.48654966429178e-17,1.4147138322488987e-19,1.2400057298570075e-27,4.629264578298356e-13,5.878270356896498e-31
0.0004826399863087511,0.6843195282104878,3.76,0.0,1.002681985178683,0.9981644907776902,0.002058522798594507,5.297937382461807e-20,2.463152181696388e-14,0.0006253128078633834,8.660279633420156e-05,2.9397827264328983e-07,1.3114244983890011e-06,9.576237396716721e-07,0.0005766336012629762,0.0012962900240326165,2.26600314082239e-07,2.5639697087759812e-08,6.20874751892913e-08,9.172876833668276e-05,0.0006383547514656529,7.393826937651025e-08,0.00011978715534945632,4.161988291460986e-06,5.899988514777082e-15,3.512352116586227e-10,1.309706099141768e-07,8.228572286528236e-15,1.525244393170041e-10,2.2342282652539308e-10,2.5787799427096794e-17,4.4655615368191754e-13,2.7566958072619854e-17,1.1209320212434067e-11,6.327793859647919e-06,2.420393265264108e-13,2.7590352167468527e-10,2.8380982775208074e-17,7.78029866928477e-21,2.140642395823102e-13,1.0796646659504185e-14,6.855765830395551e-10,5.490216553451699e-16,1.3202549634909355e-18,3.403709541427771e-09,3.5208038095402325e-11,3.1954439278412427e-19,2.586385698431778e-17,6.436827102648329e-10,6.362062608111948e-11,7.683210193318647e-12,4.07692570373063e-17,6.571899599431776e-17,1.4261031561907868e-19,1.2650335238367984e-27,4.708568020886232e-13,5.996979100860103e-31
0.00048475011428630334,0.6843195963103291,3.76,0.0,1.0026617039405707,0.9981532714170412,0.002071552606840001,5.315785477562565e-20,2.4654083941805868e-14,0.0006257850109622901,8.672121230050529e-05,2.9419694774641074e-07,1.3131888814044065e-06,9.59850910471418e-07,0.0005806191358393477,0.0013039060501705917,2.269900492253907e-07,2.5684034569599347e-08,6.238075944418979e-08,9.263049226689733e-05,0.000642803607027229,7.443381657342565e-08,0.00012122288660488662,4.170042593108838e-06,5.957987856834425e-15,3.5507997711580395e-10,1.3305301044788715e-07,8.372298419158602e-15,1.5281430087933457e-10,2.2384056859906324e-10,2.5835842763786888e-17,4.4940733218297065e-13,2.76182850247115e-17,1.123577977760121e-11,6.3783080058640106e-06,2.463203835054577e-13,2.809431256367071e-10,2.889921463191988e-17,7.918103223110173e-21,2.1635424205660198e-13,1.0867323745831515e-14,7.006520844907916e-10,5.610945184154502e-16,1.3325846720772204e-18,3.4275589699389945e-09,3.6005656801102955e-11,3.2511202145632803e-19,2.6336181571519913e-17,6.463592647439768e-10,6.424736933988328e-11,7.888421851960558e-12,4.1857692987544734e-17,6.657925779024234e-17,1.4375204771998637e-19,1.2904686785299168e-27,4.788816329327989e-13,6.117461848632442e-31
0.0004868602422638556,0.6843196654419657,3.76,0.0,1.0026414027537816,0.9981420378948425,0.002084600455982224,5.331407231726515e-20,2.4676866109762647e-14,0.0006262561135686857,8.683992763377809e-05,2.9441509541136415e-07,1.314954107694471e-06,9.620806317882042e-07,0.0005846149269520154,0.0013115220863733335,2.2737999105804223e-07,2.5728428932233485e-08,6.267438438789978e-08,9.353641758050629e-05,0.0006472540084289048,7.493003737446458e-08,0.00012266799399190901,4.178122610565676e-06,6.016257443156818e-15,3.589484092798415e-10,1.3515747583424545e-07,8.5178220782677e-15,1.5310421157756545e-10,2.2425813240179147e-10,2.5883837578101935e-17,4.522609081974965e-13,2.7669557875723992e-17,1.1262230129135138e-11,6.428944654080104e-06,2.506560959417294e-13,2.860474775493954e-10,2.9424103866180864e-17,8.05765937804158e-21,2.1865863169393506e-13,1.0938118764181015e-14,7.159763131364592e-10,5.733665728951144e-16,1.3449695316771962e-18,3.4514288335388676e-09,3.6817140162257176e-11,3.3074920527450276e-19,2.6814574086352584e-17,6.4904191249576e-10,6.48770532378765e-11,8.097944535589e-12,4.296897815991866e-17,6.744630980019328e-17,1.4489671096050884e-19,1.3162232552433753e-27,4.870016623547358e-13,6.2396325101007265e-31
0.0004889703702414079,0.684319735609384,3.76,0.0,1.0026210816117462,0.9981307902174991,0.002097666355922337,5.349822000977989e-20,2.4699340879891308e-14,0.0006267261568558554,8.695893396812889e-05,2.9463273501365635e-07,1.3167202029960765e-06,9.64312911587805e-07,0.0005886209859795672,0.0013191381164210083,2.277701454020348e-07,2.5772877761891395e-08,6.296835400228524e-08,9.444654875512681e-05,0.0006517059362922484,7.542693233922332e-08,0.00012412248858442712,4.186227838100852e-06,6.074797559885237e-15,3.628405867494303e-10,1.372841325792282e-07,8.665158928907686e-15,1.533939783721052e-10,2.2467572901835568e-10,2.5931865544665333e-17,4.551187194963062e-13,2.7720868673417646e-17,1.1288704368261772e-11,6.479703858139182e-06,2.5504693449278943e-13,2.912170750847797e-10,2.995570207061601e-17,8.198992261523278e-21,2.2097632057472224e-13,1.1009055733501973e-14,7.315520695146123e-10,5.858400614395685e-16,1.3574090723903891e-18,3.475319167862942e-09,3.7642661652570524e-11,3.364564264761954e-19,2.729908142850056e-17,6.517306705703066e-10,6.550968109416052e-11,8.311844850763305e-12,4.4103465988099347e-17,6.832017608748522e-17,1.4604415986880046e-19,1.3424108223281663e-27,4.952176058484184e-13,6.363662769984865e-31
0.0004910804982189602,0.6843198068164832,3.76,0.0,1.0026007405076498,0.9981195283908011,0.0021107503168104474,5.3649084031059956e-20,2.4722108250121426e-14,0.0006271951803987745,8.707822320296633e-05,2.9484988518475697e-07,1.3184871918084876e-06,9.665477514350205e-07,0.0005926373243166996,0.001326754124487634,2.2816051790797768e-07,2.5817383540618615e-08,6.326267223874085e-08,9.53608903247443e-05,0.0006561593718951392,7.592450307083276e-08,0.00012558638147188851,4.194357785331473e-06,6.133608500972128e-15,3.667565912157493e-10,1.394331075495096e-07,8.814323039850027e-15,1.536838496767461e-10,2.2509316997303885e-10,2.597983987446331e-17,4.579787098002969e-13,2.777211877851399e-17,1.1315167103489125e-11,6.53058567673475e-06,2.594933640540262e-13,2.964524168641982e-10,3.049406014351274e-17,8.34210498057904e-21,2.2330862488179042e-13,1.1080108964335907e-14,7.473821729949443e-10,5.985172422715252e-16,1.3699041669144743e-18,3.4992300120103425e-09,3.84823962334099e-11,3.4223436134590017e-19,2.7789750099443214e-17,6.544255167935357e-10,6.614525626796096e-11,8.530190090586883e-12,4.5261511725083376e-17,6.920088518909465e-17,1.4719456415606475e-19,1.3689025344682967e-27,5.035301825352999e-13,6.489347389682278e-31
0.0004929796133987572,0.6843198717948523,3.76,0.0,1.0025824164405701,0.9981093806533582,0.0021225413323100214,5.381122273720642e-20,2.474234180484218e-14,0.0006276164611286085,8.718581891536561e-05,2.9504491666154556e-07,1.3200782649780679e-06,9.68561301933934e-07,0.0005962608270572695,0.0013336085002046546,2.285120440372635e-07,2.585748527480887e-08,6.352785964450901e-08,9.618740141750924e-05,0.0006601687381071814,7.637289482574813e-08,0.0001269119297908233,4.201695480689431e-06,6.186770144879982e-15,3.703014322400524e-10,1.413863722673082e-07,8.950146175895684e-15,1.5394463555724067e-10,2.2546892951689528e-10,2.6023049140150384e-17,4.605563463598135e-13,2.7818281032918264e-17,1.1339005717724837e-11,6.57648420105489e-06,2.635430743330384e-13,3.0122084989302676e-10,3.0984405081287354e-17,8.47245065500226e-21,2.2541914168145297e-13,1.1144179364554825e-14,7.618490791307063e-10,6.101027407483072e-16,1.3811967798753008e-18,3.5207673413898137e-09,3.9250455422602114e-11,3.474953539262047e-19,2.82366588975801e-17,6.568560999001275e-10,6.671979668894801e-11,8.730557422963536e-12,4.6324193238297014e-17,6.999939465861145e-17,1.4823231265900735e-19,1.3931255620368807e-27,5.110947202125335e-13,6.6041109368993475e-31
0.0004948787285785542,0.6843199376213086,3.76,0.0,1.0025640761932244,0.998099221462541,0.0021343469933164773,5.3960674086700007e-20,2.476266648531354e-14,0.0006280369733703815,8.729363188056261e-05,2.9523957876119616e-07,1.321670096356821e-06,9.705769334833152e-07,0.0005998926736017951,0.0013404628346093256,2.2886375493314664e-07,2.5897632285137177e-08,6.37933353384139e-08,9.701733002758452e-05,0.0006641792981664767,7.682183544906248e-08,0.00012824510782916883,4.209052477417958e-06,6.240151612644316e-15,3.738656970250831e-10,1.433579108039865e-07,9.087472796302175e-15,1.5420547032854134e-10,2.258446478255496e-10,2.606624046237668e-17,4.6313626675101e-13,2.786442253841253e-17,1.1362845272993677e-11,6.622482143331122e-06,2.6763854304438205e-13,3.0604330766626755e-10,3.1480305064045345e-17,8.604263869566344e-21,2.2754125235829367e-13,1.1208351416371539e-14,7.765263876531193e-10,6.218567387432808e-16,1.3925344697942925e-18,3.5423213485572236e-09,4.003029982548018e-11,3.528144913090674e-19,2.868863082561817e-17,6.592916153316166e-10,6.729672969100519e-11,8.934630253772384e-12,4.740651326783763e-17,7.080348712317436e-17,1.492724182793965e-19,1.4176310967246392e-27,5.187386453809274e-13,6.720282202080399e-31
0.0004967778437583512,0.6843200042983024,3.76,0.0,1.0025457197601908,0.998089050821387,0.002146167307692541,5.412026696423188e-20,2.4782906003819917e-14,0.0006284567428900753,8.740165671270421e-05,2.9543388361091526e-07,1.3232627016837345e-06,9.725946491922155e-07,0.0006035328722810655,0.0013473171169271039,2.2921565416085277e-07,2.5937823918963392e-08,6.405910157098467e-08,9.78506795692768e-05,0.0006681910396848182,7.727132535192071e-08,0.00012958592370214398,4.216428448180684e-06,6.293753123264433e-15,3.7744944326246445e-10,1.45347816395384e-07,9.226314187796353e-15,1.5446629312340029e-10,2.262203990360599e-10,2.610944225844076e-17,4.657191121936806e-13,2.791057616667978e-17,1.1386697566275228e-11,6.668579555312694e-06,2.7178011968164054e-13,3.109201578484207e-10,3.1981798067629413e-17,8.737559317498683e-21,2.2967460328862333e-13,1.1272633540085212e-14,7.914161930671216e-10,6.33780913622768e-16,1.4039171402009398e-18,3.56389206622269e-09,4.082206009763868e-11,3.5819216797085924e-19,2.914570044590337e-17,6.617320683482889e-10,6.787605780033937e-11,9.142459075465136e-12,4.85087393577834e-17,7.161318020128701e-17,1.5031483066177083e-19,1.442469988721506e-27,5.264624896515276e-13,6.837994477005481e-31
0.0004986769589381482,0.6843200718284981,3.76,0.0,1.0025273471359177,0.9980788687325793,0.0021580022834373526,5.426927610188497e-20,2.480320256824912e-14,0.0006288757945319176,8.75098881836291e-05,2.9562784290232404e-07,1.324856095318126e-06,9.746144506615593e-07,0.0006071814314320135,0.0013541713366094653,2.2956774510547578e-07,2.597806054765499e-08,6.432516093722118e-08,9.868745348888632e-05,0.0006722039506481267,7.772136540482762e-08,0.00013093438553407892,4.223823074951434e-06,6.34757489900611e-15,3.810527308833148e-10,1.4735618252059662e-07,9.366681293038037e-15,1.5472716704107636e-10,2.2659615244926865e-10,2.6152635514459396e-17,4.683044017251646e-13,2.7956719543199364e-17,1.1410554607259303e-11,6.714776491500575e-06,2.7596815129189913e-13,3.1585176874068144e-10,3.248892190013396e-17,8.872345199388354e-21,2.318195170129227e-13,1.1337020085146275e-14,8.065206026017189e-10,6.458769530795677e-16,1.4153450800357776e-18,3.5854795291101366e-09,4.1625867909162116e-11,3.6362883661304073e-19,2.960790223704426e-17,6.641774527439169e-10,6.845778356539274e-11,9.35409484968838e-12,4.963114102039164e-17,7.242849449661138e-17,1.513595917800972e-19,1.467601634249859e-27,5.342667870627665e-13,6.957134939951107e-31
0.0005005760741179452,0.6843201402144511,3.76,0.0,1.0025089583147329,0.998068675198462,0.0021698519286768524,5.442627025044496e-20,2.4823436739698398e-14,0.0006292941522523078,8.761832121772022e-05,2.958214679092293e-07,1.3264502911265303e-06,9.766363405804914e-07,0.0006108383593963902,0.0013610254833241076,2.2992003104238067e-07,2.6018341709977274e-08,6.459151579260923e-08,9.952765526404138e-05,0.0006762180194020631,7.817195613072338e-08,0.00013229050145832684,4.231236048639181e-06,6.401617163185096e-15,3.846756181766719e-10,1.4938310289952356e-07,9.508585417283178e-15,1.5498805527962134e-10,2.2697195878304117e-10,2.6195839170644365e-17,4.708925571329118e-13,2.800287469782617e-17,1.1434424303310273e-11,6.761073008943166e-06,2.8020299043086753e-13,3.208385100608459e-10,3.3001714704869225e-17,9.008635047245978e-21,2.3397577823518553e-13,1.1401516712535754e-14,8.218417361010962e-10,6.58146554801998e-16,1.4268182644499823e-18,3.607083772975356e-09,4.244185593776123e-11,3.6912490484415e-19,3.00752709269089e-17,6.666277698299544e-10,6.904190955704992e-11,9.569589003795165e-12,5.07739906408423e-17,7.324944914729219e-17,1.5240666941938667e-19,1.4930672606964595e-27,5.421520740017828e-13,7.0778340541353705e-31
0.0005024751892977421,0.6843202094586663,3.76,0.0,1.0024905532908504,0.9980584702210529,0.002181716251657337,5.457726868693559e-20,2.4843692711386837e-14,0.0006297118391517231,8.772695088746514e-05,2.9601476950201107e-07,1.3280453021984503e-06,9.786603205332554e-07,0.0006145036645207653,0.0013678795469435757,2.3027251510434641e-07,2.6058667560415595e-08,6.485816851351487e-08,0.00010037128840246789,0.0006802332346383359,7.862309828773622e-08,0.00013365427961698796,4.238667068807873e-06,6.455880141796234e-15,3.883181649666161e-10,1.5142867149259555e-07,9.652037704057135e-15,1.5524899735694474e-10,2.2734780630411544e-10,2.6239042826452286e-17,4.734833013511652e-13,2.804902916077391e-17,1.1458302215099108e-11,6.807469167212999e-06,2.8448498948910847e-13,3.2588075247656707e-10,3.352021457786567e-17,9.146438364402592e-21,2.3614358375822597e-13,1.1466120337729057e-14,8.373817260206011e-10,6.705914266635621e-16,1.4383369137767401e-18,3.6287048350836547e-09,4.327015787102278e-11,3.746808198109546e-19,3.054784124335995e-17,6.690830154852447e-10,6.962843836740115e-11,9.788993431362454e-12,5.1937562743069893e-17,7.407606438624583e-17,1.5345608893472938e-19,1.518840341176289e-27,5.501188892311254e-13,7.200006839153873e-31
0.0005043743044775391,0.684320279563598,3.76,0.0,1.0024721320583772,0.9980482538020565,0.0021935952607392726,5.473369599656101e-20,2.4863908021299687e-14,0.0006301288775039894,8.783577240936e-05,2.9620775816192496e-07,1.3296411410343832e-06,9.806863924902645e-07,0.0006181773551553172,0.001374733517538685,2.3062520029062944e-07,2.6099037837924706e-08,6.51251213311229e-08,0.00010121835644101501,0.0006842495853820159,7.907479242732427e-08,0.00013502572816063578,4.246115843475798e-06,6.5103640621797375e-15,3.919804302003569e-10,1.5349298250149049e-07,9.797049485640128e-15,1.5550997812857498e-10,2.2772372572364212e-10,2.6282256847486577e-17,4.760768567059452e-13,2.8095195090934633e-17,1.1482192709383074e-11,6.853965028270772e-06,2.888145039665422e-13,3.309788679811194e-10,3.4044459856695773e-17,9.285767634486285e-21,2.3832283900013143e-13,1.1530834099926698e-14,8.531427174643446e-10,6.83213286609302e-16,1.4499010734782308e-18,3.650342753730206e-09,4.4110908411437864e-11,3.802970034438667e-19,3.102564810306642e-17,6.715431890224982e-10,7.021737260936869e-11,1.0012360494951187e-11,5.3122134556984373e-17,7.490835951558132e-17,1.5450783444771732e-19,1.5449472465081826e-27,5.581677738703365e-13,7.323750070548675e-31
0.0005062734196573361,0.6843203505316562,3.76,0.0,1.0024536946113207,0.9980380259428732,0.002205488964391776,5.488632027203528e-20,2.4884132130060363e-14,0.0006305452887838276,8.79447811400466e-05,2.964004439936627e-07,1.3312378194803964e-06,9.82714557765058e-07,0.0006218594396535221,0.0013815873853700016,2.3097808946649098e-07,2.6139452578537028e-08,6.539237643963328e-08,0.00010206886294460348,0.0006882670609795431,7.952703922115333e-08,0.00013640485524802503,4.253582088907825e-06,6.5650691538777e-15,3.956624735993535e-10,1.5557613036952385e-07,9.943632054539573e-15,1.5577102291462863e-10,2.2809971573219532e-10,2.6325475890449456e-17,4.78673068022424e-13,2.814136591665632e-17,1.150609345811676e-11,6.900560656413418e-06,2.9319188984984964e-13,3.3613322958343895e-10,3.4574488905335925e-17,9.426633180671069e-21,2.405136669795272e-13,1.1595656438583651e-14,8.691268682303066e-10,6.960138627966942e-16,1.4615109210418091e-18,3.6719975685242005e-09,4.4964243282479917e-11,3.859739005418142e-19,3.150872647003507e-17,6.74008287203576e-10,7.080871491573993e-11,1.0239743028754642e-11,5.432798562658528e-17,7.574635457624786e-17,1.555619213582208e-19,1.5713713354830842e-27,5.662992714284018e-13,7.449004407086145e-31
0.0005081725348371331,0.6843204223652034,3.76,0.0,1.0024352409435933,0.9980277866446104,0.0022173973711871182,5.504241656649182e-20,2.490432965506863e-14,0.0006309610936931047,8.805397257259859e-05,2.9659283673796597e-07,1.3328353487889473e-06,9.84744817813291e-07,0.0006255499263712453,0.0013884411408812496,2.3133118537136164e-07,2.6179911599553986e-08,6.565993594167985e-08,0.00010292281150529542,0.0006922856510873408,7.997983922506883e-08,0.0001377916690458757,4.261065529419992e-06,6.619995647882648e-15,3.9936435454689354e-10,1.5767820978237528e-07,1.0091796823641954e-14,1.5603212636457968e-10,2.284757977338399e-10,2.6368706276310597e-17,4.812720632083117e-13,2.818754907037768e-17,1.1530007134800532e-11,6.9472561181717535e-06,2.976175058533676e-13,3.4134421152679733e-10,3.511034027497639e-17,9.569047048510149e-21,2.4271602887666345e-13,1.1660589306397508e-14,8.85336348854496e-10,7.089948935523562e-16,1.473166535718763e-18,3.6936693200974303e-09,4.583029923430509e-11,3.9171194222297755e-19,3.199711146089851e-17,6.764783084476919e-10,7.140246793870028e-11,1.0471194341485874e-11,5.555539813226811e-17,7.659006920420285e-17,1.5661834160523398e-19,1.5981304677085756e-27,5.745139277952483e-13,7.575841738149303e-31
0.0005119707651967272,0.6843205686378897,3.76,0.0,1.0023982849211925,0.9980072737333956,0.002241258329142398,5.535193353224541e-20,2.4944711067249707e-14,0.000631790962248338,8.827288640065083e-05,2.9697677959205657e-07,1.3360330012691536e-06,9.888116258724131e-07,0.0006329561398987888,0.001402148277888508,2.3203800749968705e-07,2.626096225591277e-08,6.61959760092195e-08,0.00010464104933927586,0.0007003261354397783,8.088710112317687e-08,0.00014058838948987094,4.2760829457459666e-06,6.730513778630988e-15,4.0682786779462575e-10,1.6193954363583777e-07,1.039291876046459e-14,1.5655455931821635e-10,2.292282650254743e-10,2.645519757412491e-17,4.86478224271363e-13,2.8279947410170835e-17,1.157787157793598e-11,7.040946823030811e-06,3.066148711097786e-13,3.5193754091019023e-10,3.619966481178017e-17,9.858564158264666e-21,2.4715558843000264e-13,1.179078582796593e-14,9.184400688074795e-10,7.355053418288336e-16,1.4966156235129514e-18,3.73706380342454e-09,4.7601128419039586e-11,4.0337323406931977e-19,3.298994239715705e-17,6.814331101809988e-10,7.259721686573573e-11,1.0946519791069562e-11,5.807605303556951e-17,7.829473758145221e-17,1.5873820748240004e-19,1.6526369272972203e-27,5.911949157499074e-13,7.834204901211826e-31
0.0005157689955563213,0.6843207184000731,3.76,0.0,1.0023612639408712,0.997986715071982,0.0022651782049786535,5.566320053774859e-20,2.4985054707577498e-14,0.0006326186347650004,8.849248034676908e-05,2.973596580451098e-07,1.3392341775395327e-06,9.92886824337837e-07,0.0006403960626088501,0.0014158548553819448,2.3274568637187093e-07,2.6342188979964083e-08,6.673325728240617e-08,0.00010637309916998275,0.0007083709612825068,8.179658265906062e-08,0.0001434159549703282,4.291166035577395e-06,6.841920334913035e-15,4.14371448941179e-10,1.6627774629869786e-07,1.07005074743884e-14,1.5707733128958045e-10,2.2998121501961845e-10,2.654174119336015e-17,4.916954066910087e-13,2.83724013585458e-17,1.1625790201504305e-11,7.135037715694365e-06,3.1580950149046896e-13,3.6276187210358337e-10,3.731274395964227e-17,1.0154410788761233e-20,2.5164174768206814e-13,1.1921427395044254e-14,9.52471492064619e-10,7.627587387703965e-16,1.52024930799327e-18,3.7805265488497554e-09,4.942451025616974e-11,4.152844223361818e-19,3.4004423797766936e-17,6.864075738480033e-10,7.38016409576526e-11,1.143877268497998e-11,6.068640572371122e-17,8.00225249068143e-17,1.6086744758757453e-19,1.7084898670614863e-27,6.082151507922497e-13,8.098948909789841e-31
0.0005195672259159154,0.6843208716690304,3.76,0.0,1.0023241779511733,0.9979661106599428,0.0022891570703866635,5.597556444423755e-20,2.5025369598441825e-14,0.0006334442522169503,8.871272278573704e-05,2.9774153841604775e-07,1.3424389490198636e-06,9.969704183586327e-07,0.0006478697613791457,0.0014295608026371701,2.3345423999727927e-07,2.642359097732866e-08,6.727179432921217e-08,0.00010811899059632147,0.0007164200556757751,8.270828802128931e-08,0.00014627443107519182,4.3063128560526065e-06,6.95421722116263e-15,4.2199557839488146e-10,1.7069358383491397e-07,1.1014656034363196e-14,1.576004943458784e-10,2.3073472667216114e-10,2.6628345915148467e-17,4.969236508238816e-13,2.84649202510843e-17,1.1673766473489525e-11,7.229529399695642e-06,3.252043286087006e-13,3.738202390331925e-10,3.844989006813965e-17,1.045667952714857e-20,2.5617474663438275e-13,1.2052517359141198e-14,9.874484354692702e-10,7.907693535930576e-16,1.5440685718199815e-18,3.824057916108854e-09,5.1301575468119685e-11,4.274490860517073e-19,3.504084023795659e-17,6.914016792121125e-10,7.501576204790788e-11,1.194839646056654e-11,6.33888027096521e-17,8.177359277510486e-17,1.6300607978915484e-19,1.765709332719595e-27,6.255790848439629e-13,8.370169812403108e-31
0.0005233654562755095,0.6843210284612259,3.76,0.0,1.0022870268995763,0.9979454604929311,0.0023131949983072387,5.628904856605415e-20,2.5065661179210122e-14,0.0006342679451329713,8.893358400348267e-05,2.9812248210404336e-07,1.3456473792778729e-06,1.0010624107286995e-06,0.0006553773030802099,0.0014432660513192842,2.3416368470784545e-07,2.650516740868296e-08,6.781160074703501e-08,0.00010987875358152713,0.0007244733498068744,8.362222112519242e-08,0.00014916388350022684,4.321521578215649e-06,7.067406365242153e-15,4.297007380315287e-10,1.7518782632414145e-07,1.1335458393836822e-14,1.58124095889507e-10,2.3148887415132807e-10,2.671502027883306e-17,5.021630030622738e-13,2.855751321563854e-17,1.1721803778416932e-11,7.3244225086726895e-06,3.348023135304878e-13,3.851156944633808e-10,3.9611417440079434e-17,1.0765463897814565e-20,2.607548189780618e-13,1.2184059114324055e-14,1.0233889284344845e-09,8.195516257744895e-16,1.5680743986432984e-18,3.867658278840935e-09,5.3233472130171695e-11,4.398708375086548e-19,3.6099478068354436e-17,6.964154053661269e-10,7.623960223084552e-11,1.2475842579368868e-11,6.618563285771422e-17,8.354810405506028e-17,1.6515412175971416e-19,1.8243170171350052e-27,6.432912100387728e-13,8.647970372253138e-31
0.0005271636866351036,0.684321188793161,3.76,0.0,1.002249810732642,0.9979247645629825,0.002337292062788879,5.66036692015465e-20,2.5105934545544524e-14,0.0006350898343558568,8.915503608123552e-05,2.9850254594608996e-07,1.3488595247911453e-06,1.005162802286827e-06,0.0006629187545607738,0.0014569705352809068,2.3487403531822838e-07,2.65869174179597e-08,6.835268922273649e-08,0.00011165241842535912,0.0007325307786685353,8.45383856361985e-08,0.00015208437804055356,4.336790480543893e-06,7.181489716664074e-15,4.374874112882907e-10,1.7976124785735715e-07,1.1663009404663222e-14,1.5864817979899713e-10,2.322437262541477e-10,2.6801772202246942e-17,5.074135062413495e-13,2.8650188716136276e-17,1.1769905254785423e-11,7.419717704110923e-06,3.446064465618665e-13,3.966513099561113e-10,4.0797642325924946e-17,1.1080858320651354e-20,2.653821975043221e-13,1.2316055976046551e-14,1.0603112133115556e-09,8.491201653514513e-16,1.592267776308105e-18,3.911328023097322e-09,5.522136578023043e-11,4.525533233132967e-19,3.7180625410327337e-17,7.014487309542461e-10,7.747318384224197e-11,1.3021570578104705e-11,6.907932764234589e-17,8.53462228444216e-17,1.6731159172363745e-19,1.8843347501666977e-27,6.613560581078543e-13,8.932454013062798e-31
