Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209)
1.31071e-10,0.5558150329637725,3.76,0.0,0.9224949717197668,0.9999999999977133,1.0142162098941108e-22,1.3047687656501108e-39,3.067988266510133e-28,2.2929724801562064e-12,2.2867588818039378e-12,5.094224743454145e-18,4.710934918654513e-19,6.2180381007565136e-15,3.440747065742437e-19,3.3347190907671477e-19,1.5504931378471118e-19,1.615382663386119e-20,5.940014585062097e-28,1.395825181937236e-30,6.498611372407638e-27,5.672732189859386e-27,1.5714263379151684e-26,9.441808551294142e-20,5.815686054800358e-44,2.7997761712459823e-42,1.7131863891861517e-45,1.8363177408585095e-63,5.296766233768275e-21,5.641013617026265e-23,1.5005035611581164e-31,4.000017116434761e-36,2.135716559746537e-30,3.906165367771505e-25,7.229576393100144e-26,6.137912919694249e-53,6.539004815958134e-48,1.421460011204912e-57,1.8243208455849254e-62,4.054804317330369e-43,3.033607728615965e-29,8.566139581674851e-63,2.0531599064178435e-68,1.0587065011478904e-51,1.1293712655091573e-29,2.7828161167702924e-64,1.8377267785763067e-65,7.8991379768586085e-56,1.091196511582778e-25,7.655038289256606e-42,2.232913997667509e-65,1.967408401012629e-70,6.030761385074979e-50,5.138920316685874e-39,3.694039539239065e-71,2.5829221287618825e-64,6.614478767141081e-78,4.530890922265027e-63,9.07142093992956e-75,3.2177970915051716e-32
2.62143e-10,0.555815032963773,3.76,0.0,0.9224949717174737,0.9999999999954264,8.112315577817394e-22,1.0313084382721364e-38,1.219611359032063e-27,4.585961723504405e-12,4.573544614634848e-12,2.0369813615441747e-17,1.8840189294355336e-18,1.2434860624446048e-14,1.3654476378656983e-18,1.3339655619387046e-18,6.177068349797685e-19,6.454680754122738e-20,2.823500614452644e-27,1.1160024511246742e-29,5.1600951724574496e-26,4.451344775101808e-26,1.2335047761124434e-25,3.776755529485485e-19,7.908970017588267e-43,4.4516953595678006e-41,5.469825738375577e-44,1.1806710152922885e-61,1.044780805265875e-20,2.210412945524497e-22,1.531083830894888e-30,3.7133774315909044e-35,1.334914018952271e-29,2.7306347114312602e-24,9.021517261464034e-25,1.9013602561353457e-51,2.4105242515146458e-46,9.446067056345073e-56,9.992598052744e-61,1.2589522097277843e-41,2.3524005380768874e-28,1.093751001775884e-60,1.1947912499542922e-66,6.628018621026847e-50,1.564341021169891e-28,3.55635404320429e-62,1.3481509085728823e-63,2.2059020671294803e-54,8.704715121784962e-25,1.2221740975011514e-40,1.4066523474016896e-63,1.9109083242049602e-68,3.7558395769770607e-48,5.640691144335126e-38,6.378232435376761e-69,3.2987939912905212e-62,1.4517195087916253e-75,5.7815474999034964e-61,1.1357775867440774e-72,2.0494349672552364e-31
5.24287e-10,0.5558150329637743,3.76,0.0,0.9224949717128877,0.9999999999908529,6.487491800607044e-21,8.05540246011036e-38,4.818750640420333e-27,9.171910214858406e-12,9.147116520117238e-12,8.14215583916638e-17,7.533137868810657e-18,2.4864642973394806e-14,5.439366757431878e-18,5.33641394779233e-18,2.465043568051053e-18,2.5763748855538555e-19,1.4878989092299983e-26,8.91914732785185e-29,4.112545233465013e-25,3.4278008153851718e-25,9.50501151892785e-25,1.510708052183404e-18,9.718901128749486e-42,7.034665219606497e-40,1.7427542742640373e-42,7.618090971032678e-60,2.0332867346018822e-20,8.489184584980893e-22,1.4654747235501436e-29,3.752735524967689e-34,7.275752182079024e-29,1.722544192486972e-23,1.0754756289812735e-23,5.707294295169021e-50,9.545448843708112e-45,6.270906487588508e-54,5.173722803839499e-59,3.796620818400141e-40,1.7696553628085334e-27,1.39388054787882e-58,6.474940147570763e-65,4.0441147060215537e-48,1.975713740220427e-27,4.540288336404065e-60,1.056961649192148e-61,5.758889514685718e-53,6.92414863823406e-24,1.9474349026854498e-39,8.728063857047984e-62,1.6258819973244228e-66,2.260740504903183e-46,4.91148678099471e-37,8.548056496543705e-67,4.2043916252294826e-60,2.964087006055099e-73,7.355737859661987e-59,1.3920808530381848e-70,1.1414427746763517e-30
9.999999999999999e-10,0.5558150329637767,3.76,0.0,0.9224949717045655,0.9999999999825528,4.765790439144976e-20,5.65289551988775e-37,1.751675724640762e-26,1.7493927321078977e-11,1.744678399133112e-11,3.0263533491554433e-16,2.801724478189756e-17,4.740697514455031e-14,2.019967994468467e-17,1.986626242877698e-17,9.158702335764102e-18,9.549671828412337e-19,8.14713134023532e-26,6.548921820895787e-28,3.0176616115725983e-24,2.341742558411764e-24,6.501604225771549e-24,5.6229397311385166e-18,9.705350420277368e-41,1.0030751263381721e-38,5.036177200746779e-41,4.515142806883383e-58,3.6876102007761233e-20,2.9246198258352195e-21,1.1355373794730334e-28,3.7918621311205215e-33,3.142286282833391e-28,8.643592249585019e-23,1.0478675298136996e-22,1.468513167850657e-48,3.6549979838009894e-43,3.644163784569445e-52,2.3451214746223662e-57,9.85867632896054e-39,1.1559805108286837e-26,1.6075322398296226e-56,2.9181783036963337e-63,2.1151031368865605e-46,1.9838412495317576e-26,5.25476835102203e-58,7.935392261770254e-60,1.3281693411301789e-51,5.033423778481643e-23,2.824150487696483e-38,4.7831445031505524e-60,1.0934767701506076e-64,1.1670172194478927e-44,2.977304206962544e-36,7.573488870108461e-65,4.8487418465248595e-58,4.5706748707634495e-71,8.453288713236838e-57,1.4878057210059598e-68,5.021033986291884e-30
1.0485750000000002e-09,0.5558150329637767,3.76,0.0,0.9224949717037157,0.9999999999817053,5.186181051047572e-20,6.147858412279934e-37,1.881334924806794e-26,1.834368753560889e-11,1.8294262087187693e-11,3.2522344832562055e-16,3.0108874595047933e-17,4.9708770103304615e-14,2.1706853835393582e-17,2.13499035946981e-17,9.842191066662068e-18,1.0261714381378837e-18,8.827104801831043e-26,7.126558167400874e-28,3.283801541132193e-24,2.54585638820855e-24,7.06842672550072e-24,6.042839237364426e-18,1.0597123053003561e-40,1.0983159241121518e-38,5.532625434532778e-41,4.968404698307798e-58,3.8565329806232464e-20,3.1365694549569838e-21,1.2365230257308782e-28,4.140729599965497e-33,3.3888521533565507e-28,9.350299674804721e-23,1.1438834940461765e-22,1.61263516772131e-48,4.018462562837726e-43,4.00986571621545e-52,2.5792986776372453e-57,1.0826577389166762e-38,1.2559476178630956e-26,1.7702538830758496e-56,3.209541602419236e-63,2.3269466352896216e-46,2.1662370621391176e-26,5.786696062880837e-58,8.734881634363691e-60,1.4579081650926106e-51,5.476683702069027e-23,3.092638935353081e-38,5.262638625072759e-60,1.20347137179039e-64,1.283872774655392e-44,3.23116526355449e-36,8.338088541385733e-65,5.339553222213545e-58,5.034359333000439e-71,9.308942121027147e-57,1.6383039407802811e-68,5.417178601015943e-30
1.5728630000000002e-09,0.5558150329637792,3.76,0.0,0.9224949716945438,0.9999999999725577,1.4822967935840602e-19,1.7111125032669897e-36,3.931902609790941e-26,2.7515345513035472e-11,2.7441409407189467e-11,6.904206280021752e-16,6.394655691850074e-17,7.453747285246473e-14,4.6088949709829286e-17,4.5374713867690165e-17,2.0896206904920145e-17,2.1742134457992318e-18,2.364737550385177e-25,2.0400689802968804e-27,9.743558043251655e-24,6.97679511336995e-24,1.9384848643338642e-23,1.2841032590831625e-17,3.3304664091514346e-40,4.1365259880638553e-38,2.522576963552562e-40,2.7207024126921745e-57,5.538034021784909e-20,6.310283095179596e-21,3.47860795122402e-28,1.386778963471995e-32,7.377245616562637e-28,2.1706511358708793e-22,3.527738251497972e-22,7.282510448781527e-48,2.0247796230033396e-42,2.2146724614946443e-51,1.3468470726620912e-56,4.843427090136296e-38,3.351502056195592e-26,1.1507260824153342e-55,1.6943218272619662e-62,1.1238595278642263e-45,6.73222286078045e-26,3.7648920666310534e-57,5.193375532353625e-59,6.406058916701199e-51,1.5558004895638123e-22,1.13574853603587e-37,2.933597889634434e-59,6.963674566382945e-64,6.207084823339516e-44,7.930026151418847e-36,4.158690407471144e-64,3.470831269750695e-57,2.7577171793535876e-70,6.044655601979643e-56,1.0617683228260534e-67,1.1872473497493151e-29
2.621439e-09,0.5558150329637838,3.76,0.0,0.9224949716761996,0.999999999954262,6.80338952636423e-19,7.267614854694666e-36,1.0427656879519566e-25,4.585818663128845e-11,4.5735711033574894e-11,1.9039833147580524e-15,1.765455895646718e-16,1.2413328567180344e-13,1.2727132269175397e-16,1.2549111126510473e-16,5.766697903755214e-17,5.965905853704879e-18,9.844256822657539e-25,9.41618321119712e-27,4.5614745731169643e-23,2.839115251847576e-23,7.904484428192216e-23,3.550163538632286e-17,1.7459809503180786e-39,3.2460827962609828e-37,3.265112739383238e-39,6.916147912684914e-56,8.416228009612486e-20,1.5257526437664345e-20,1.3978936825673089e-27,8.709644816164503e-32,1.937039726229394e-27,6.193638436570554e-22,1.700738061357756e-21,8.3121596738767085e-47,3.654440473928696e-41,4.992176180862743e-50,2.6369744089924916e-55,5.81558336191108e-37,1.265512723007705e-25,5.299129476422855e-54,3.4144075131469774e-61,2.824630633221364e-44,3.27652481053393e-25,1.7449802445770164e-55,1.5770004745494076e-57,8.337523818069124e-50,7.011448064711697e-22,8.680782071531668e-37,6.63979101117146e-58,1.7186341366253554e-62,1.5524398399123705e-42,2.3847470247417278e-35,1.387353091651606e-62,1.5981272560067143e-55,1.6851786786704629e-68,2.7664019028377904e-54,4.0076322196105444e-66,3.136554588108104e-29
3.5651574e-09,0.5558150329637881,3.76,0.0,0.92249497165969,0.9999999999377955,1.5303510536456548e-18,1.5657593897284322e-35,1.8068197323839167e-25,6.236636189909158e-11,6.220058812244221e-11,3.3847470747045465e-15,3.140831783704646e-16,1.687198402153012e-13,2.264925854885798e-16,2.2351323780047575e-16,1.0257254623672369e-16,1.0570627236415599e-17,2.180223997551325e-24,2.1292426232528666e-26,1.05240355263773e-22,5.972764712535467e-23,1.664814820427654e-22,6.321783192736866e-17,4.1181918089565465e-39,9.237766816890374e-37,1.0669473732351765e-38,2.8399483991744554e-55,1.0666332488935912e-19,2.4850508966252428e-20,2.8731020526995963e-27,2.250891265176119e-31,3.259647939419924e-27,1.0788330321812168e-21,3.8033274029374246e-21,2.6502799473694726e-46,1.3608356779464877e-40,1.9499506044234615e-49,1.0001947700128185e-54,1.9197832757115356e-36,2.548261488750779e-25,2.6415133979245845e-53,1.378047924810912e-60,1.176807885568902e-43,7.349390020584521e-25,8.709824208450019e-55,6.665768430679717e-57,2.8872172772318994e-49,1.5612315021467146e-21,2.3869706137259426e-36,2.658593118317362e-57,6.990138286018559e-62,6.437205600546083e-42,4.226776962055268e-35,5.968708334655192e-62,7.966147577431815e-55,8.663421943034197e-68,1.3772665980288298e-53,1.7801653589614047e-65,5.286825478360837e-29
4.5088758e-09,0.5558150329637923,3.76,0.0,0.9224949716431801,0.9999999999213286,2.8903139986841465e-18,2.828768717407905e-35,2.7452692680089297e-25,7.887413529002419e-11,7.866547114341658e-11,5.274712326046932e-15,4.898286806083234e-16,2.1325390282469818e-13,3.5336573396228527e-16,3.4898652922739166e-16,1.5994202206462007e-16,1.641831308925791e-17,4.086782619229139e-24,4.0485609541619124e-26,2.0260830661222505e-22,1.053821179085436e-22,2.9407425638209767e-22,9.868382123204714e-17,8.05924896070895e-39,2.0724649299873658e-36,2.8228434528274786e-38,8.7576828277222e-55,1.2609121576626054e-19,3.553573109878621e-20,4.9075309616655445e-27,4.7839755599197775e-31,4.759953852231764e-27,1.6110464301749179e-21,7.004741004390331e-21,6.4848370512593314e-46,3.821789805002372e-40,5.760888034187479e-49,2.8659850961749894e-54,4.694465967054407e-36,4.299812288573066e-25,8.819911801802769e-53,4.0013381085114516e-60,3.2018097461929923e-43,1.3562890921101142e-24,2.915646423306577e-54,2.15810862968401e-56,7.581896490246415e-49,2.9175837856044524e-21,5.37201953649143e-36,7.835008596695718e-57,2.0973740372737075e-61,1.7717901841831263e-41,6.374753873257397e-35,1.663167791239848e-61,2.659702433079628e-54,2.7026990826955388e-67,4.586468859029441e-53,6.036275663310659e-65,7.723019933810121e-29
5.452594200000001e-09,0.5558150329637965,3.76,0.0,0.9224949716266703,0.9999999999048612,4.827706300353945e-18,4.534972665317449e-35,3.8367381474895285e-25,9.538153084811347e-11,9.513035974992125e-11,7.549516852209172e-15,7.015778069121223e-16,2.5773845470747596e-13,5.063304680234332e-16,5.00405016810171e-16,2.29053332807539e-16,2.342480790073195e-17,6.823679108017409e-24,6.81242948613579e-26,3.4445306420911176e-22,1.6534732703918112e-22,4.618950628894984e-22,1.4147028835441464e-16,1.3834394075378785e-38,4.012730053421904e-36,6.165913621187473e-38,2.2536226699285351e-54,1.4298705486701892e-19,4.6901431068732465e-20,7.439966251018322e-27,8.788321040196867e-31,6.37545530797212e-27,2.1912198041710646e-21,1.1329213512202158e-20,1.3295597586828285e-45,8.88498171440242e-40,1.3827798444904257e-48,6.747898348936383e-54,9.862134218354383e-36,6.470022934466475e-25,2.5344229671488977e-52,1.002599158841079e-59,7.801434212956565e-43,2.1966166993282046e-24,8.391215677557033e-54,5.582444835440872e-56,1.6980850244476308e-48,4.8255238395412645e-21,1.0326241962501274e-35,1.9098357845860942e-56,5.1632542975652395e-61,4.312591923249714e-41,8.725168246382072e-35,4.061889654174088e-61,7.642448507809907e-54,7.550186780723868e-67,1.315844035059996e-52,1.6172258214569798e-64,1.0341923213458476e-28
7.340031000000001e-09,0.5558150329638045,3.76,0.0,0.9224949715936505,0.9999999998719253,1.0295045433460869e-17,9.054196975590443e-35,6.337507203781515e-25,1.2839546544677072e-10,1.2806014964879353e-10,1.2971873587622735e-14,1.2069287143892675e-15,3.465948612617275e-13,8.716789853497786e-16,8.624512469330346e-16,3.9396181163591955e-16,4.003690217398125e-17,1.4768777569865906e-23,1.4745493926917921e-25,7.615010705046828e-22,3.1910225741573505e-22,8.928866207211684e-22,2.4373737283423565e-16,3.0660939210367165e-38,1.0776282170212616e-35,1.9023614606040193e-37,9.498664098929778e-54,1.7192220032239827e-19,7.03823658993615e-20,1.3504427293487546e-26,2.148190215965681e-30,9.747624900627764e-27,3.412546694899448e-21,2.2684188430671186e-20,3.779914474557716e-45,3.099895888701153e-39,5.0015409740722844e-48,2.388858131615727e-53,3.018552722010346e-35,1.1656961960006142e-24,1.3315213630041957e-51,4.278127631708906e-59,3.086743019147335e-42,4.405302642924879e-24,4.416621278622581e-53,2.265576751185133e-55,5.702524113782328e-48,1.0127931815603632e-20,2.6762430722988063e-35,7.233604738730627e-56,1.9760154672533016e-60,1.6864938309618825e-40,1.3686712535617037e-34,1.5558101073962283e-60,4.0149862095974833e-53,3.684363158353444e-66,6.90036740359117e-52,6.855762278784653e-64,1.5796152318222429e-28
9.2274678e-09,0.5558150329638126,3.76,0.0,0.9224949715606308,0.9999999998389878,1.8700618692070684e-17,1.5460581318987065e-34,9.316325763783671e-25,1.6140801834269617e-10,1.6098996004289806e-10,1.9802566629283072e-14,1.844626203970148e-15,4.352688707478578e-13,1.3332324906818727e-15,1.3205224113847291e-15,6.0200705511741e-16,6.080617794246671e-17,2.729362483475543e-23,2.7231335212050153e-25,1.4265445367611766e-21,5.280984712191009e-22,1.4799419886479885e-21,3.7306373188206406e-16,5.751338668304905e-38,2.3341969521057518e-35,4.62850637400685e-37,2.823162575640748e-53,1.9400235018718696e-19,9.42696897777358e-20,2.097445405370057e-26,4.355409705455849e-30,1.322466915804017e-26,4.683167587781511e-21,3.850649057691619e-20,8.404124970567818e-45,8.185582936275387e-39,1.3601959316801836e-47,6.386061350897019e-53,7.066863722711927e-35,1.8044737226805627e-24,4.3915028149781496e-51,1.2680334784074014e-58,8.509138076255305e-42,7.486082640312293e-24,1.4604776654831598e-52,6.714491440143006e-55,1.4593400462309966e-47,1.8123258878242752e-20,5.689087298747113e-35,1.9669130677190476e-55,5.436443543131078e-60,4.6555398536451474e-40,1.8865663710135137e-34,4.1856391970180683e-60,1.324103591780217e-52,1.1648471026390942e-65,2.269734995548945e-51,2.0789597308556475e-63,2.139863590281967e-28
9.999999999999999e-09,0.5558150329638206,3.76,0.0,0.9224949715471156,0.9999999998255061,2.3235585715866234e-17,1.8700292578553179e-34,1.0664507117164542e-24,1.749197097387361e-10,1.7446821304484721e-10,2.30287856325252e-14,2.1462230257865155e-15,4.715073159726582e-13,1.5517196585094398e-15,1.537613549891391e-15,7.003828814305155e-16,7.055815667602652e-17,3.413083583720968e-23,3.410757802907881e-25,1.7917744577266015e-21,6.304493615896735e-22,1.7678843506374996e-21,4.343309186868329e-16,7.241901557463119e-38,3.0997146991791786e-35,6.484136453442784e-37,4.339957152714044e-53,2.013966633638778e-19,1.0383545332788164e-19,2.4342612803839063e-26,5.645854266816087e-30,1.4627909287762672e-26,5.197563537695833e-21,4.636048191965736e-20,1.121066254067198e-44,1.1805814217744627e-38,1.9864551878518775e-47,9.258838718962665e-53,9.648122325827798e-35,2.0930952480711822e-24,7.076457851900913e-51,1.9530260993407287e-58,1.2426771318651873e-41,9.016193704060702e-24,2.3561487477368562e-52,1.0239735504019993e-54,2.0823293825773499e-47,2.2369750098546283e-20,7.533311407718351e-35,2.8712834567121528e-55,7.96560861207357e-60,6.802891631620323e-40,2.0966075100055047e-34,6.013054556042619e-60,2.1335975613487212e-52,1.8092422896657475e-65,3.653018231546588e-51,3.1848133199028975e-63,2.365276959895507e-28
1.11149046e-08,0.5558150329638206,3.76,0.0,0.9224949715276107,0.9999999998060488,3.0901228360891315e-17,2.4008195474129055e-34,1.2742222169830779e-24,1.9441910798482203e-10,1.9391979219856654e-10,2.8125554558407083e-14,2.623043610197146e-15,5.237486127785145e-13,1.8973195982620577e-15,1.881228770355108e-15,8.55897408315495e-16,8.591317969147903e-17,4.57500652416981e-23,4.583945663304398e-25,2.4141301869502575e-21,7.953726629558897e-22,2.232242587238431e-21,5.312845756151748e-16,9.79395258814578e-38,4.461736358079123e-35,9.919746361988347e-37,7.297049298223929e-53,2.1038535939766682e-19,1.174241373480919e-19,2.9521607032352396e-26,7.904529368978121e-30,1.6632639280704362e-26,5.934122090703552e-21,5.910623261123853e-20,1.6196813546356608e-44,1.860610417804515e-38,3.1710962746197783e-47,1.4671223074670155e-52,1.4319843716008863e-34,2.537450205047527e-24,1.2418271755774102e-50,3.2908833063616014e-58,1.9819689528036591e-41,1.1500033449590294e-23,4.138939935775339e-52,1.7072568907972418e-54,3.246728537201687e-47,2.949561024674964e-20,1.08206125436159e-34,4.5813410383905664e-55,1.2755210078443763e-59,1.0856433727463497e-39,2.3977540871395676e-34,9.419422484226757e-60,3.744096554077279e-52,3.0652991879842346e-65,6.403767442265974e-51,5.329174293207066e-63,2.6865982245875373e-28
1.48897782e-08,0.5558150329638359,3.76,0.0,0.9224949714615703,0.9999999997401654,7.10884910006631e-17,4.781136785720933e-34,2.0637662834119804e-24,2.604368920655946e-10,2.597795222300541e-10,4.925931771696852e-14,4.6061226668223195e-15,7.001175229618918e-13,3.3376153572637528e-15,3.316927590423835e-15,1.5024106651148291e-15,1.487606984930571e-16,1.0738411354681837e-22,1.1103967373473665e-24,5.7404116685672195e-21,1.4881761482981264e-21,4.188096570903416e-21,9.360368751702483e-16,2.412930596898738e-37,1.308692123567491e-34,4.054551613704605e-36,4.938323482137319e-52,2.325755537740299e-19,1.5812787083934603e-19,4.7484585077662896e-26,2.138467277136714e-29,2.269014362192012e-26,8.158657076160692e-21,1.1339745480503164e-19,4.683012954273694e-44,7.859087874040568e-38,1.4166799209636676e-46,6.349580225013857e-52,4.461264265459734e-34,4.0919115737845654e-24,1.039611313404326e-49,2.4319443079153056e-57,7.867821315610447e-41,2.2086819237696747e-23,3.5021969712025095e-51,9.957511003496619e-54,1.3267152341072448e-46,6.537903401989155e-20,3.351687744569795e-34,2.2184291679716875e-54,6.273894020843179e-59,4.408781080384113e-39,3.3093943991605784e-34,3.4418916689924777e-59,3.1335810742783757e-51,1.6262216556042193e-64,5.30033333824705e-50,3.3299463464934915e-62,3.6525518637461947e-28
2.24395254e-08,0.5558150329638649,3.76,0.0,0.9224949713294879,0.9999999996083788,2.3913913475937147e-16,1.195797694476373e-33,3.933608804795419e-24,3.924553838980098e-10,3.9149923965097597e-10,1.089948855145261e-13,1.0249182093958016e-14,1.0505190541292655e-12,7.455310616949911e-15,7.444824037802186e-15,3.3404318632339548e-15,3.2138593876226464e-16,3.6851292866497438e-22,4.249103239704875e-24,1.996184472013995e-20,3.3608958212548465e-21,9.482130348350693e-21,2.097671320702469e-15,9.404702960218483e-37,5.973114495347219e-34,3.6509390155547063e-35,9.578607663034521e-51,2.538889540966124e-19,2.1646121013881742e-19,7.969226673476303e-26,8.78819968225404e-29,3.150208015405283e-26,1.1386997247012034e-20,2.6134071460759953e-19,1.908545498529529e-43,5.786301425586511e-37,1.1097444747778092e-45,4.8068585135817445e-51,1.9866091725511706e-33,6.929882570835957e-24,2.5187872660242416e-48,5.665415426203722e-56,4.784437829625989e-40,5.095682430928028e-23,8.727802585676254e-50,1.1842558195214798e-52,9.585333832581192e-46,2.0238890235480934e-19,1.8889654700107372e-33,2.299174622611175e-53,6.619931937470942e-58,2.844034639191048e-38,4.639948046175488e-34,1.788288088409394e-58,7.586655783319752e-50,1.4768151575878982e-63,1.2452705355089803e-48,5.097005412716328e-61,5.0445424047505925e-28
