Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171)
4.937295075140035e-05,0.8956145603325838,3.76,0.0,0.4733835101072579,0.8599926769292175,0.16044845451999193,3.523836685252295e-09,4.6228965507626257e-07,0.04868758873780785,0.0012505512686268028,1.2191791407584397e-06,0.001693154428479984,0.0034873945479759116,0.17375967180221275,0.010470999716207921,0.00045771787838574116,5.813543557467221e-06,6.97504882294821e-05,0.041866968141084156,0.005705765295709618,0.0003797602265334619,0.062462455020471076,4.720629586053084e-05,1.981259227895634e-09,0.00010527470930540575,0.015022189635903169,1.675111719507697e-05,1.5704941815831667e-05,2.6273491450504384e-05,1.0664483551914723e-11,6.039395395286187e-10,1.2231999948979957e-11,8.672687302407065e-07,0.020583715211494463,5.275949538690392e-05,0.00027640940572372353,2.809389733875442e-09
4.947613394118793e-05,0.8957858662317584,3.76,0.0,0.471802316863215,0.8589089487393686,0.16163724594577328,3.6335771423942626e-09,4.7150601227507766e-07,0.04878281986266888,0.001252702331905155,1.219791141891218e-06,0.0017060994505458014,0.003522464602749686,0.1750453762304327,0.010457336365286972,0.0004609182359863992,5.829929765430137e-06,7.008688765599133e-05,0.04202558628473402,0.0057092702059462,0.00038233235264646963,0.06303047722061642,4.742314990212105e-05,1.9899106380542546e-09,0.00010654726732096737,0.015217903438105472,1.7034960908665605e-05,1.5859598390077498e-05,2.6552772148822172e-05,1.0762193556563573e-11,6.071724200403328e-10,1.234407451609681e-11,8.751062152970217e-07,0.020781226959683624,5.3757961917340134e-05,0.00028120686949286626,2.8581520413538354e-09
4.956899881199675e-05,0.8959410817551482,3.76,0.0,0.47037275915233195,0.8579264250115859,0.16271453305715713,3.735606721436213e-09,4.79984930053805e-07,0.04886851910858122,0.0012546137218934653,1.2203247691701689e-06,0.0017178742177746849,0.003554427120764491,0.17620895579843188,0.010444756666822532,0.0004638249051772223,5.844590231678571e-06,7.039052631696493e-05,0.0421672378809766,0.005712256064321003,0.00038465993504567704,0.06354564855379138,4.761794970936508e-05,1.9976733832029583e-09,0.00010770456928930951,0.015395856040498593,1.729416486772501e-05,1.600048081552253e-05,2.6807433638636585e-05,1.085109198178053e-11,6.100931250754881e-10,1.2446042202438481e-11,8.822356530474913e-07,0.020960541048887893,5.467132838961535e-05,0.0002855826012984562,2.9026278002021527e-09
4.966186368280557e-05,0.8960972899545787,3.76,0.0,0.46893702561061085,0.8569370452587906,0.16379887043054445,3.84084172428347e-09,4.886429329543252e-07,0.04895421109700574,0.0012565014553471158,1.220842005561911e-06,0.0017297686614527483,0.0035867748124627855,0.1773786717450004,0.010431908673452605,0.0004667569334495048,5.859166360159499e-06,7.06950030003585e-05,0.04230782109112527,0.005715080990303214,0.00038699961279036463,0.06406459606542188,4.781237806394422e-05,2.0054134456650056e-09,0.00010887336571171143,0.01557553769427316,1.7556967247109246e-05,1.6142994601141927e-05,2.7065288379646547e-05,1.0940914208759653e-11,6.13024424406924e-10,1.2549069842394679e-11,8.894379952437845e-07,0.0211413427377394,5.559887448182562e-05,0.0002900137544928676,2.9476668853018007e-09
4.975472855361439e-05,0.8962544978612754,3.76,0.0,0.46749508377336446,0.8559407459277862,0.16489032026323883,3.949396314741066e-09,4.974845550596429e-07,0.04903989678661311,0.0012583651574579987,1.2213427309857893e-06,0.0017417847181770971,0.0036195143100144463,0.17855455324915256,0.010418791910515186,0.00046971471294023195,5.873656376304321e-06,7.100032251863417e-05,0.04244731468599347,0.0057177437644867265,0.000389351476409345,0.06458735180667,4.800641327796959e-05,2.0131304566912168e-09,0.00011005377998794608,0.01575696213368069,1.7823417957941913e-05,1.628716822733865e-05,2.7326393894226954e-05,1.1031674933227052e-11,6.15966384246543e-10,1.2653174131157835e-11,8.967143795872604e-07,0.021323647556433147,5.654080470139076e-05,0.0002945007702314818,2.9932737814432612e-09
4.983830693734233e-05,0.8963968455998695,3.76,0.0,0.46619200090954743,0.8550381070279389,0.1658787583771285,4.050031214643626e-09,5.056028696378475e-07,0.04911700927150844,0.001260021628069637,1.2217791651172931e-06,0.0017527047798021286,0.0036493204475358857,0.17961814243912436,0.010406756632173036,0.0004723990622395517,5.8866222678641296e-06,7.127583458283436e-05,0.04257190958677556,0.005720000597023356,0.0003914786478837215,0.06506111484398384,4.818069055750917e-05,2.0200557567564005e-09,0.00011112618938665272,0.01592174563750156,1.8066384835739105e-05,1.6418367682678775e-05,2.756421692900333e-05,1.11141742359519e-11,6.186233156704644e-10,1.2747802575394184e-11,9.033273945328212e-07,0.02148902010320277,5.740101158451221e-05,0.00029858720912481757,3.034809149117666e-09
4.992188532107027e-05,0.8965400140934618,3.76,0.0,0.4648838385755157,0.854129763424146,0.16687305525784887,4.153540239953509e-09,5.138772146918584e-07,0.04919411801044089,0.00126165804341993,1.222202033291502e-06,0.0017637264138631958,0.003679454471624703,0.18068677109954728,0.01039450291615285,0.0004751048911808639,5.899515596358997e-06,7.15520364537057e-05,0.04269558876387478,0.005722124163848354,0.0003936158305333796,0.06553801282511325,4.8354615037155534e-05,2.026961828636268e-09,0.00011220820272878632,0.016087962142091607,1.8312385496397804e-05,1.655095678874459e-05,2.7804764720419608e-05,1.1197456746631214e-11,6.212889798614171e-10,1.2843329609773096e-11,9.10002198721427e-07,0.02165563463520478,5.8273190511033194e-05,0.00030271956894005914,3.076811278051142e-09
5.000546370479821e-05,0.8966840086298036,3.76,0.0,0.4635705723642478,0.853215666857018,0.16787325809551784,4.260016580057379e-09,5.223111940966344e-07,0.04927122358666121,0.0012632741179210102,1.2226112409944475e-06,0.001774851113281718,0.0037099215188055247,0.18176046093399836,0.01038203041297084,0.00047783250240661206,5.912334993404885e-06,7.182893134357801e-05,0.042818336303118563,0.0057241135321355165,0.00039576309154284127,0.06601807001567596,4.852816997721216e-05,2.0338484169291453e-09,0.00011329991333243376,0.016255621854105767,1.85614580449444e-05,1.6684957594283597e-05,2.8048081990131982e-05,1.128153378032831e-11,6.23963423256416e-10,1.293976812388194e-11,9.167396705020634e-07,0.02182350299459934,5.9157496376109584e-05,0.0003068981646920448,3.119283370788402e-09
5.0089042088526154e-05,0.8968288345489297,3.76,0.0,0.4622521776325354,0.852295768437468,0.16887941468250497,4.369556472816114e-09,5.309085044618011e-07,0.04934832654312126,0.001264869561951849,1.2230066913650693e-06,0.0017860803977030612,0.003740726825371806,0.1828392337815441,0.010369338772179135,0.0004805822040846621,5.9250790643279285e-06,7.21065223571064e-05,0.042940136148133544,0.005725967754509711,0.0003979204984445432,0.06650131097494211,4.870133833192487e-05,2.040715269482306e-09,0.00011440141559982847,0.016424735041691285,1.8813641158650756e-05,1.6820392575547945e-05,2.829421435248629e-05,1.1366416745722513e-11,6.266466905869397e-10,1.3037131188620072e-11,9.235407064101699e-07,0.02199263719408159,6.005408594507702e-05,0.00031112330898878953,3.162228605439323e-09
5.0172620472254095e-05,0.896974497243713,3.76,0.0,0.4609286294999246,0.8513700186368028,0.16989157342248057,4.48225956385657e-09,5.396729507280744e-07,0.04942542738059091,0.0012664440817942147,1.2233882851816032e-06,0.0017974158140286736,0.0037718757294083324,0.18392311161613736,0.010356427642427378,0.000483354310022716,5.937746389668349e-06,7.238481248254503e-05,0.04306097209845553,0.005727685868711476,0.00040008811910597725,0.06698776056038971,4.887410274331183e-05,2.047562138098987e-09,0.00011551280502189963,0.01659531203451182,1.9068974090237312e-05,1.695728463652933e-05,2.8543208432205233e-05,1.1452117216336611e-11,6.293388259303154e-10,1.3135432201857968e-11,9.304062243994629e-07,0.022163049419776933,6.096311787011261e-05,0.00031539531186852504,3.205650134025804e-09
5.0256198855982036e-05,0.8971210021607833,3.76,0.0,0.45959990284773694,0.8504383672764649,0.17090978333959336,4.598229513135034e-09,5.486084434761181e-07,0.04950252655568962,0.0012679973795682376,1.2237559207545698e-06,0.0018088589369592292,0.003803373673317799,0.18501211654589267,0.010343296671536585,0.00048614913978461114,5.9503355252358636e-06,7.266380458165884e-05,0.043180827807624604,0.005729266897258496,0.00040226602171349735,0.06747744393234273,4.904644553488619e-05,2.054388782436248e-09,0.00011663417818241273,0.01676736322374183,1.932749667452681e-05,1.7095657127752432e-05,2.8795111757867752e-05,1.1538647101652708e-11,6.320398742175185e-10,1.3234684766079767e-11,9.373371500616494e-07,0.022334752034396006,6.188475270658045e-05,0.0003197144806323353,3.2495510807821424e-09
5.033977723970998e-05,0.8972683548008841,3.76,0.0,0.4582659723181548,0.8495007635176672,0.17193409408779295,4.717573735664122e-09,5.577189934912617e-07,0.04957962447886949,0.0012695291531671256,1.2241094938467427e-06,0.0018204113695616023,0.0038352262061889762,0.1861062708122603,0.01032994550657711,0.0004889670188117412,5.962844998960855e-06,7.294350138285573e-05,0.043299686781230015,0.005730709847101803,0.0004044542747543197,0.06797038655868827,4.921834870523239e-05,2.0611949661004506e-09,0.00011776563276803839,0.0169408990620207,1.958924934351707e-05,1.7235533856466565e-05,2.904997276156482e-05,1.1626018476514864e-11,6.347498783439883e-10,1.3334902639401062e-11,9.443344261909502e-07,0.022507757580345254,6.281915292911167e-05,0.00032408111967126383,3.2939345403954403e-09
5.042335562343792e-05,0.8974165607191953,3.76,0.0,0.45692681231336446,0.8485571558509883,0.17296455596030483,4.8404033178642e-09,5.670087246262689e-07,0.04965672151235544,0.0012710390961911274,1.2244488976605647e-06,0.0018320747438505369,0.0038674389859089807,0.18720559678910764,0.010316373793943526,0.0004918082785461201,5.975273311556845e-06,7.322390547332078e-05,0.04341753237490982,0.0057320137092769525,0.00040665294700094237,0.06846661421967146,4.938979392145273e-05,2.067980456316383e-09,0.00011890726757740447,0.017115930063375952,1.9854273138665047e-05,1.7376939085579364e-05,2.9307840935049994e-05,1.1714243510470854e-11,6.374688798778585e-10,1.3436099909694531e-11,9.513990195515662e-07,0.022682078782764056,6.37664829475779e-05,0.00032849553028747777,3.3388035761913746e-09
5.050693400716586e-05,0.897565625526259,3.76,0.0,0.4555823969947904,0.8476074920856358,0.1740012198992478,4.966833674798004e-09,5.764818808392799e-07,0.0497338179679968,0.0012725268978813814,1.2247740227546186e-06,0.0018438507213757668,0.0039000177817104195,0.18831011698165903,0.01030258117944033,0.0004946732565523413,5.987618937626509e-06,7.350501928791435e-05,0.04353434779233374,0.005733177458551908,0.00040886210749427896,0.06896615301277795,4.956076251250802e-05,2.0747450296386222e-09,0.00012005918252537478,0.017292466803117624,2.012260971896718e-05,1.751989755026793e-05,2.95687668000888e-05,1.1803334699490439e-11,6.401969216372592e-10,1.3538290923570888e-11,9.585319054597826e-07,0.022857728552792472,6.472690912276375e-05,0.00033295801051013964,3.3841612182652836e-09
5.05905123908938e-05,0.8977155548885803,3.76,0.0,0.45423270028241536,0.8466517193384874,0.17504413750538433,5.096984705338075e-09,5.861428190374243e-07,0.04981091410504958,0.0012739922430534103,1.2250847569372416e-06,0.0018557409938230068,0.003932968476882835,0.1894198540252988,0.010288567308377333,0.0004975622966457886,5.999880322542735e-06,7.378684509976668e-05,0.04365011608315144,0.005734200053071168,0.00041108182552405503,0.06946902935769957,4.9731235462442244e-05,2.0814884675842277e-09,0.00012122147864862397,0.017470519917696388,2.039430137130771e-05,1.7664434473172834e-05,2.9832801830768193e-05,1.1893304810647367e-11,6.429340442012186e-10,1.3641490180667894e-11,9.657340763610546e-07,0.023034719990924983,6.570059978151202e-05,0.0003374688549060802,3.4300104615544707e-09
5.067409077462174e-05,0.8978663545288489,3.76,0.0,0.4528776958541696,0.8456897840231351,0.17609336104800655,5.2309805062020855e-09,5.959960148576537e-07,0.04988801012791834,0.0012754348120299693,1.225380985236986e-06,0.0018677472836329408,0.003966297071135063,0.1905348306842795,0.010274331825660194,0.000500475749027686,6.012055881945153e-06,7.40693850122118e-05,0.043764820140893695,0.005735080433995487,0.0004133121706093816,0.06997527000137,4.9901193403483755e-05,2.088210554740263e-09,0.00012239425811307907,0.017650100104522778,2.0669391023273315e-05,1.7810575563770273e-05,3.0099998583080938e-05,1.1984166684077654e-11,6.4568028594553e-10,1.3745712500316805e-11,9.730065510539664e-07,0.023213066390246038,6.668772523157288e-05,0.0003420283543847851,3.4763542638595245e-09
5.0757669158349684e-05,0.8980180302266759,3.76,0.0,0.4515173571454061,0.8447216318387137,0.17714894347496693,5.368949813411942e-09,6.060460759195292e-07,0.04996510618381771,0.0012768542805735557,1.2256625898432358e-06,0.0018798713446320308,0.004000009683140537,0.19165506985029768,0.0102598743758865,0.0005034139704185995,6.0241440035790894e-06,7.435264094768144e-05,0.04387844270085028,0.005735817525138092,0.0004155532124783171,0.0704849020230836,5.007061660902751e-05,2.094911086682666e-09,0.00012357762421872208,0.017831218121748663,2.0947922254874287e-05,1.795834703123486e-05,3.0370410759190613e-05,1.2075933420509228e-11,6.484356869760908e-10,1.385097300102581e-11,9.803503565178e-07,0.023392781239793884,6.76884577762029e-05,0.00034663679599751074,3.523195543806631e-09
5.0841247542077626e-05,0.8981705878193869,3.76,0.0,0.4501516573484882,0.843747207758382,0.17821093842285635,5.511026516593518e-09,6.16297738779514e-07,0.0500422023603427,0.0012782503198183735,1.2259294499898872e-06,0.0018921149626770942,0.004034112553479551,0.19278059454089744,0.010245194603456768,0.0005063773241931892,6.036143044735776e-06,7.463661463601493e-05,0.043990966337919456,0.0057364102325972825,0.000417805021045512,0.07099795283970978,5.023948498648892e-05,2.1015898654422824e-09,0.00012477168140371224,0.018013884788008576,2.122993930931389e-05,1.8107775603742704e-05,3.064409310603108e-05,1.2168618483364471e-11,6.512002851301634e-10,1.39572869672191e-11,9.877665371666367e-07,0.023573878228111134,6.870297172817729e-05,0.0003512944627305043,3.5705371787412584e-09
5.092482592580557e-05,0.8983240332023121,3.76,0.0,0.4487805694124619,0.8427664560177399,0.17927940022732972,5.657349433732655e-09,6.267558675418213e-07,0.05011929868298561,0.0012796225962016128,1.2261814418983427e-06,0.0019044799563179516,0.004068612047363466,0.19391142789774551,0.010230292152684273,0.000509366180523526,6.0480513305114055e-06,7.492130760495926e-05,0.044102373464409005,0.005736857444384502,0.00042006766639061905,0.07151445021099029,5.040777807002642e-05,2.1082466951688514e-09,0.00012597653524979775,0.018198110982116964,2.151548710469747e-05,1.825888853058463e-05,3.092110147091922e-05,1.2262235454220693e-11,6.539741148402821e-10,1.40646699988981e-11,9.952561677076507e-07,0.023756371246733455,6.973144342328794e-05,0.00035600163329204315,3.61838200256662e-09
5.100840430953351e-05,0.8984783723292937,3.76,0.0,0.44740406604281585,0.8417793201031495,0.18035438393357975,5.808062441533786e-09,6.374254683261153e-07,0.0501963951125834,0.0012809707713948197,1.2264184387329844e-06,0.0019169681774733956,0.004103514657259744,0.19504759318478113,0.010215166667903872,0.0005123809165252713,6.059867155897384e-06,7.520672116917955e-05,0.044212646327805784,0.005737158030048635,0.0004223412187357605,0.07203442224491806,5.0575475013146916e-05,2.1148813926832108e-09,0.00012719229248573077,0.018383907642719976,2.180461124647454e-05,1.8411713590682052e-05,3.1201492936926156e-05,1.2356798086755803e-11,6.567572127576225e-10,1.4173138021645506e-11,1.0028203293105578e-06,0.023940274393690873,7.077405123355246e-05,0.0003607585818931173,3.666732803520758e-09
5.109198269326145e-05,0.8986336112135238,3.76,0.0,0.4460221197013679,0.8407857427396905,0.18143594530695986,5.9633151850613396e-09,6.483116935833477e-07,0.05027349154266277,0.0012822945022351523,1.2266403104896201e-06,0.0019295815121203991,0.004138827005953166,0.19618911378617562,0.01019981779359658,0.0005154219164028869,6.071588784206347e-06,7.549285641705103e-05,0.0443217670085236,0.005737310840297281,0.0004246257484192293,0.07255789740321214,5.074255458118854e-05,2.121493783430626e-09,0.000128419060989426,0.018571285767899973,2.2097358039682926e-05,1.8566279114015983e-05,3.14853257592615e-05,1.2452320535004707e-11,6.595496135245734e-10,1.4282707140517998e-11,1.0104601199218712e-06,0.024125601977208807,7.183097557980853e-05,0.000365565578021782,3.7155923218772256e-09
5.117556107698939e-05,0.8987897559280106,3.76,0.0,0.44463470260626375,0.8397856658789241,0.18252414084375598,6.123263111383464e-09,6.594198362420395e-07,0.05035058779671106,0.0012835934406556229,1.2268469239097726e-06,0.0019423218810029636,0.004174555849662973,0.1973360132041229,0.010184245174519265,0.0005184895716015239,6.083214444273664e-06,7.577971419897823e-05,0.04442971741760715,0.005737314706614022,0.0004269213258692227,0.07308490450688544,5.090899514366551e-05,2.1280836935811214e-09,0.00012965694979176953,0.01876025641472968,2.2393774501211626e-05,1.8722613988633324e-05,3.177265933226665e-05,1.254881717149293e-11,6.623513468116686e-10,1.439339378785783e-11,1.0181766744401534e-06,0.024312368519462717,7.290239894353271e-05,0.0003704228862109954,3.764963247587265e-09
5.125913946071733e-05,0.898946812605943,3.76,0.0,0.44324178673207104,0.8387790306866337,0.1836190277821115,6.288067318483307e-09,6.707553406580264e-07,0.05042768362538142,0.0012848672336150608,1.2270381424373184e-06,0.001955191240357982,0.004210708080884587,0.19848831505649722,0.010168448455829385,0.000521584280965156,6.094742332236306e-06,7.606729511595269e-05,0.04453647929439597,0.005737168440871624,0.0004292280215789899,0.07361547274189621,5.10747746664858e-05,2.13465096353323e-09,0.00013090606907892468,0.018950830698774148,2.269390837243324e-05,1.8880747665602727e-05,3.206355434261436e-05,1.264630247723634e-11,6.651624449202683e-10,1.4505214744268178e-11,1.0259711318336663e-06,0.024500588760279503,7.398850587823698e-05,0.0003753307657996017,3.814848217859466e-09
5.1342717844445274e-05,0.8991047874413995,3.76,0.0,0.44184334381000423,0.8377657775302726,0.18472066411310784,6.457895264551606e-09,6.823238149247519e-07,0.0505047787035955,0.0012861155230284905,1.2272138261206065e-06,0.0019681915826540103,0.004247290731497204,0.19964604307431766,0.010152427283222305,0.0005247064508939295,6.106170611168614e-06,7.635559950549123e-05,0.04464203420416817,0.005736870834942366,0.0004315459060784606,0.07414963166489572,5.123987070404888e-05,2.141195445411412e-09,0.00013216653019176047,0.01914301979353782,2.2997808132024454e-05,1.9040710179867385e-05,3.235807279150199e-05,1.2744791302478255e-11,6.679829388292205e-10,1.4618186967068658e-11,1.0338446443172118e-06,0.024690277660960488,7.508948302031682e-05,0.000380289470686382,3.865249814653029e-09
5.1426296228173215e-05,0.8992636866899967,3.76,0.0,0.44043934532829115,0.8367458459660746,0.18582910859199872,6.632921184404872e-09,6.941310250270431e-07,0.0505818726275482,0.0012873379456968593,1.2273738315045925e-06,0.001981324937348803,0.004284310976221241,0.20080922109899765,0.01013618130308059,0.00052785649550559,6.117497407629423e-06,7.664462742762986e-05,0.04474636353574852,0.00573642066030502,0.00043387504990298,0.07468741120907953,5.140426039120694e-05,2.147716990198157e-09,0.00013343844562681533,0.01933683492985286,2.3305523009022234e-05,1.9202532163230942e-05,3.2656277899272706e-05,1.2844298831822747e-11,6.708128525778033e-10,1.4732327766147805e-11,1.0417984109949584e-06,0.024881450408277328,7.620551909891269e-05,0.0003852992490771185,3.916170562106749e-09
5.1509874611901157e-05,0.8994235166692682,3.76,0.0,0.439029762532657,0.83571917472613,0.1869444207496009,6.813325774226018e-09,7.061828986960885e-07,0.0506589649116397,0.0012885341332361784,1.2275180115755302e-06,0.0019945933716673594,0.004321776135835658,0.20197787307943618,0.010119710162617855,0.0005310348368054822,6.128720812609799e-06,7.69343786522138e-05,0.044849448499069924,0.005735816667647821,0.00043621552356364697,0.07522884169012833,5.1567920435089545e-05,2.1542154642804654e-09,0.00013472192903770522,0.01953228739520685,2.3617102996182236e-05,1.936624484798374e-05,3.295823421068224e-05,1.2944840357489966e-11,6.736522130305463e-10,1.484765483912652e-11,1.0498336337612713e-06,0.025074122418446226,7.733680494503048e-05,0.0003903603432243369,3.967612923906314e-09
5.15934529956291e-05,0.8995842837591427,3.76,0.0,0.4376145664269386,0.8346857017053047,0.18806666090384336,6.999296693668957e-09,7.184855436090504e-07,0.0507360549853115,0.001289703712007146,1.2276462156779615e-06,0.0020079989913949652,0.00435969368034248,0.20315202306892077,0.010103013510028975,0.0005342419048580279,6.139838882349807e-06,7.722485264424364e-05,0.044951270122711974,0.005735057586468489,0.000438567397516673,0.07577395381224267,5.17308271068086e-05,2.16069075011449e-09,0.00013601709523237894,0.019729388533007684,2.3932598863341045e-05,1.9531880084696593e-05,3.326400771568684e-05,1.3046431459806279e-11,6.765010470081013e-10,1.496418603178216e-11,1.0579515194187528e-06,0.0252683093410828,7.848353350016015e-05,0.00039547298915954855,4.019579300555275e-09
5.167703137935704e-05,0.8997459944026511,3.76,0.0,0.4361937277738616,0.8336453639477367,0.18919589017147515,7.191029415516841e-09,7.310452470580938e-07,0.05081314218976776,0.0012908463030444997,1.2277582893954125e-06,0.0020215439416878317,0.004398071232636868,0.204331695221782,0.010086090994657343,0.0005374781379594268,6.15084963477681e-06,7.751604854779856e-05,0.04505180925141467,0.005734142124671721,0.0004409307421284988,0.07632277867428693,5.189295623303292e-05,2.167142726713238e-09,0.00013732406016984619,0.0199281497417813,2.4252062170959913e-05,1.9699470360602486e-05,3.357366575431633e-05,1.314908813515901e-11,6.793593720239909e-10,1.5081939563323454e-11,1.066153334283427e-06,0.025464027063380114,7.964589982387267e-05,0.0004006374164180167,4.072072026574018e-09
5.176060976308498e-05,0.8999086551064894,3.76,0.0,0.4347672170959714,0.8325980976331826,0.19033217047993248,7.388726957497874e-09,7.438684714077239e-07,0.050890225774603046,0.0012919615219857319,1.2278540744746584e-06,0.0020352304079063565,0.004436916572218658,0.20551691378983925,0.010068942267160801,0.000540743982818778,6.161751049254173e-06,7.780796517132745e-05,0.04515104654354382,0.005733068968163072,0.0004433056276401649,0.0768753477760354,5.205428318741799e-05,2.173571288903626e-09,0.00013864294095963765,0.020128582474298422,2.45755452841984e-05,1.986904880496319e-05,3.388727702284117e-05,1.3252826558738486e-11,6.82227208184661e-10,1.520093411928359e-11,1.0744403499117285e-06,0.025661291714406863,8.082410110023231e-05,0.0004058538477556973,4.1250933676396254e-09
5.184418814681292e-05,0.9000722724412882,3.76,0.0,0.4333350046767001,0.8315438380633381,0.19147556457936768,7.592599964442575e-09,7.569618730489655e-07,0.050967304894339135,0.0012930489790002994,1.2279334087520253e-06,0.002049060616466575,0.004476237638537426,0.2067077031186596,0.010051566979676737,0.0005440398947444864,6.17254106829574e-06,7.810060097224253e-05,0.045248962468524626,0.00573183678043969,0.0004456921241326626,0.07743169302451003,5.221478288191111e-05,2.1799763535255664e-09,0.00013997385585782926,0.02033069823662918,2.4903101387039462e-05,2.0040649202546997e-05,3.420491175670677e-05,1.3357663108816986e-11,6.851045776126716e-10,1.5321188485966192e-11,1.0828138283327863e-06,0.02586011966925526,8.201833664356834e-05,0.0004111224988580511,4.1786455176189215e-09
5.192776653054086e-05,0.9002368530421628,3.76,0.0,0.43189706056160654,0.830482519647772,0.19262613605484097,7.802867921832678e-09,7.703323127567535e-07,0.051044378604843635,0.0012941082787189357,1.227996126033154e-06,0.002063036835708547,0.004516042534724964,0.20790408764355414,0.010033964786004868,0.0005473663378311978,6.183217594472638e-06,7.839395403917942e-05,0.04534553730426133,0.005730444202179158,0.0004480903014892668,0.07799184674042886,5.237442975793691e-05,2.186357831394123e-09,0.0001413169242589969,0.02053450858712124,2.5234784496352167e-05,2.0214306015150055e-05,3.4526641713872986e-05,1.346361459088435e-11,6.879914904163121e-10,1.5442721808656938e-11,1.091275104471149e-06,0.02606052755333275,8.322880790339545e-05,0.00041644357804085624,4.2327305955188896e-09
5.2011344914268805e-05,0.9004024036095495,3.76,0.0,0.430453354559807,0.8294140758895193,0.19378394933867468,8.019759275621996e-09,7.839868454234849e-07,0.05112144585962644,0.0012951390201624015,1.2280420559947518e-06,0.0020771613767880553,0.004556339531812488,0.20910609188530374,0.010016135341796474,0.0005507237851525113,6.193778488830349e-06,7.868802207479896e-05,0.04544075113451481,0.005728889850825627,0.0004505002293539797,0.07855584166476974,5.2533197777436186e-05,2.192715648226577e-09,0.00014267226669174984,0.020740025135295964,2.557064947654451e-05,2.0390054391562614e-05,3.485254007567867e-05,1.3570698105309405e-11,6.908879583431687e-10,1.5565553828634175e-11,1.0998255275109197e-06,0.026262532246985142,8.44557184677508e-05,0.0004218172859427252,4.287350642383168e-09
5.2094923297996746e-05,0.900568930909437,3.76,0.0,0.4290038562455718,0.8283384393707004,0.19494906972296944,8.243510939386085e-09,7.979327321412585e-07,0.05119850550603713,0.0012961407966706545,1.2280710241109233e-06,0.0020914365945907927,0.004597137072478446,0.21031374044567305,0.009998078304738376,0.0005541127189618448,6.204221573016674e-06,7.898280237913522e-05,0.04553458384623595,0.005727172320172755,0.0004529219770906716,0.07912371096543025,5.2691060413768966e-05,2.1990497596791262e-09,0.0001440400048140252,0.020947259540660963,2.591075205446479e-05,2.0567930177375356e-05,3.5182681609330375e-05,1.3678930920602673e-11,6.937939981954697e-10,1.5689704350318402e-11,1.1084664165423804e-06,0.026466150889941614,8.569927406540836e-05,0.0004272438152088139,4.3425076180718e-09
5.217850168172469e-05,0.9007364417735383,3.76,0.0,0.42754853496008877,0.8272555417379109,0.1961215633722887,8.474369567778652e-09,8.12177463300754e-07,0.051275556281354814,0.0012971131958324,1.2280828515387946e-06,0.0021058648886641516,0.004638443774757075,0.21152705800267133,0.00997979333474927,0.0005575336308961425,6.214544627143063e-06,7.927829183057192e-05,0.045627015126889846,0.005725290179945015,0.0004553556137426219,0.0796954882439928,5.284799064250896e-05,2.2053601128625625e-09,0.0001454202614008092,0.021156223511435927,2.625514883406956e-05,2.0747969936371254e-05,3.551714278613991e-05,1.3788330670577476e-11,6.967096118683338e-10,1.581519345420573e-11,1.1171991747097004e-06,0.026671400885681585,8.695968256750566e-05,0.0004327233501659361,4.398203397943142e-09
5.226208006545263e-05,0.9009049431003271,3.76,0.0,0.4260873598134507,0.8261653136871103,0.19730149733650748,8.712592516685762e-09,8.267287505780609e-07,0.05135259680873179,0.0012980557994144283,1.228077355001383e-06,0.0021204487041709694,0.004680268436623979,0.21274606930548665,0.009961280094191177,0.0005609870221821185,6.224745387006469e-06,7.957448686596656e-05,0.0457180244617542,0.005723241975377571,0.00045780120798619107,0.08027120754261609,5.3003960932100466e-05,2.2116466667989804e-09,0.0001468131603332926,0.021366928803184543,2.6603897311615466e-05,2.0930210966586473e-05,3.585600163745003e-05,1.3898915388786816e-11,6.996348008271986e-10,1.5942041985947528e-11,1.126025237222502e-06,0.02687829990631464,8.823715398748923e-05,0.00043825606648896157,4.454439769489893e-09
5.234565844918057e-05,0.901074441855505,3.76,0.0,0.4246202996868594,0.8250676849484223,0.19848893956382346,8.958446875505357e-09,8.41594524822972e-07,0.051429625593008094,0.0012989681832913699,1.2280543467046248e-06,0.0021351905328698103,0.004722620040394131,0.21397079916914485,0.009942538248076891,0.0005644734038508356,6.234821546045535e-06,7.987138346201871e-05,0.04580759113116366,0.005721026226793374,0.00046025882808154356,0.08085090335103624,5.315894323436474e-05,2.2179094207071366e-09,0.000148218826592808,0.021579387217349345,2.6957055891318855e-05,2.1114691309063246e-05,3.619933779761367e-05,1.4010703327220201e-11,7.025695757877394e-10,1.6070270873003517e-11,1.1349459839065791e-06,0.02708686589743601,8.953190047909101e-05,0.0004438421308577239,4.51121842885089e-09
