Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26)
8.893196499427398e-08,0.8834032723974117,3.76,0.0,0.9824302964796399,0.9999874506873055,1.631523948421954e-07,2.0042944126461307e-16,8.697429160135966e-12,2.5125899180212297e-05,1.1855217163122189e-05,8.141879452887852e-10,6.868810871899525e-07,7.844193721510299e-06,2.23028895995683e-06,2.2869952612428455e-08,5.12963936289463e-07,6.953149489040938e-10
8.985738145181972e-08,0.8834032896913862,3.76,0.0,0.982430009963328,0.9999873147614275,1.6801097757559256e-07,2.084728522892121e-16,8.88553686625256e-12,2.5411893748618765e-05,1.1977994195960403e-05,8.246219031122907e-10,6.995590367197436e-07,7.901948299385956e-06,2.272335112648631e-06,2.3372295427600397e-08,5.211931048752858e-07,7.04093693040934e-10
9.078279790936547e-08,0.8834033069875191,3.76,0.0,0.982429722979096,0.999987178750579,1.7295869851217102e-07,2.1674831161817628e-16,9.075775159069072e-12,2.569835038027606e-05,1.2100757973159995e-05,8.350738045976214e-10,7.123166065470833e-07,7.959317132633262e-06,2.314688687574577e-06,2.3880454898064014e-08,5.294440949717222e-07,7.128924446386843e-10
9.170821436691122e-08,0.8834033242858154,3.76,0.0,0.982429435528257,0.9999870426553944,1.7799611233679092e-07,2.2525988034389835e-16,9.268147469264913e-12,2.5985267751754924e-05,1.2223508465296536e-05,8.455435826913635e-10,7.251528212914108e-07,8.016302919387884e-06,2.3573476320810135e-06,2.439444148234233e-08,5.377161059519707e-07,7.217111657517238e-10
9.355904728200271e-08,0.8834033588889149,3.76,0.0,0.9824288592320074,0.9999867702145362,1.8834220335631047e-07,2.4300770269765225e-16,9.659307815130936e-12,2.6560479423811353e-05,1.2468969477748045e-05,8.665365226592956e-10,7.51057305096572e-07,8.129136051922718e-06,2.4435734907390633e-06,2.5439937659845417e-08,5.543200437443426e-07,7.394084089584076e-10
9.540988019709421e-08,0.8834033935007207,3.76,0.0,0.9824282810850706,0.9999864974438426,1.9905355221298812e-07,2.6174925581666983e-16,1.0059045151875466e-11,2.713751819098749e-05,1.2714377002169445e-05,8.876001924021345e-10,7.772647696504855e-07,8.240468907003369e-06,2.530996552713793e-06,2.6508867056588157e-08,5.709987350961203e-07,7.571852013935985e-10
9.72607131121857e-08,0.8834034281212684,3.76,0.0,0.9824277010979268,0.9999862243482335,2.1013435272299802e-07,2.815178262960149e-16,1.0467386569781293e-11,2.771637349115595e-05,1.2959730810767898e-05,9.08734111003394e-10,8.037675652144642e-07,8.350322398763034e-06,2.619600907211622e-06,2.7601312363558426e-08,5.877461704015744e-07,7.750413348391724e-10
9.91115460272772e-08,0.8834034627505928,3.76,0.0,0.9824271192810436,0.9999859509325598,2.2158869196205918e-07,3.023470423562276e-16,1.0884359001596831e-11,2.829703477472861e-05,1.3205030679053358e-05,9.2993783307644e-10,8.305581119236055e-07,8.458717149821735e-06,2.709370865244508e-06,2.8717355884330626e-08,6.04556509474133e-07,7.92976595144289e-10
9.999999999999998e-08,0.883403497388728,3.76,0.0,0.982426839345005,0.9999858195727441,2.27220974930288e-07,3.127324078907005e-16,1.1087591826136332e-11,2.85764076292211e-05,1.3322762569465926e-05,9.401409080217257e-10,8.435183681780385e-07,8.510237599097172e-06,2.752872577094454e-06,2.9261496273249244e-08,6.12646636733096e-07,8.016140886465325e-10
1.009623789423687e-07,0.883403497388728,3.76,0.0,0.9824265356448764,0.9999856772016028,2.3342055128057857e-07,3.242708656555983e-16,1.130998922274913e-11,2.8879491505509164e-05,1.3450276385790355e-05,9.51210922308582e-10,8.5762890082342e-07,8.565673495485454e-06,2.8002909564335025e-06,2.985707953475763e-08,6.214240775810716e-07,8.10990761706515e-10
1.028132118574602e-07,0.8834035320357079,3.76,0.0,0.9824259501998659,0.9999854031600774,2.456338072985256e-07,3.473235835692229e-16,1.174430385155652e-11,2.946373316149294e-05,1.3695467712952359e-05,9.725529419621299e-10,8.849724947950121e-07,8.671211487721557e-06,2.8923459259781124e-06,3.10205648368213e-08,6.383433617091746e-07,8.290836128685268e-10
1.065148776876432e-07,0.8834036013563356,3.76,0.0,0.9824247739250065,0.9999848541638481,2.7121949811661293e-07,3.969544384037654e-16,1.2639092021183209e-11,3.063752923645293e-05,1.418568637223275e-05,1.0154420613113628e-09,9.404487133932302e-07,8.878111225505575e-06,3.079800541752438e-06,3.341914450388831e-08,6.723158137598458e-07,8.655044838043814e-10
1.102165435178262e-07,0.883403670712737,3.76,0.0,0.9824235905396891,0.9999843039802747,2.9837472119504433e-07,4.515201389508836e-16,1.3568933323563142e-11,3.1818339136650883e-05,1.467568497517528e-05,1.0586017748117155e-09,9.969287384122526e-07,9.079571259093043e-06,3.271616873824449e-06,3.591373911505477e-08,7.064328595560322e-07,9.022374577530425e-10
1.1391820934800921e-07,0.8834037401051665,3.76,0.0,0.9824224001268677,0.9999837526447406,3.271268233549594e-07,5.113059611826171e-16,1.4534035073476526e-11,3.3006079275221155e-05,1.5165461888582315e-05,1.10202876965949e-09,1.0543557389438837e-06,9.275742197066123e-06,3.467680345355109e-06,3.850498654407837e-08,7.406558536250627e-07,9.39280783100487e-10
1.1761987517819221e-07,0.883403809533871,3.76,0.0,0.9824212027692025,0.9999832001916372,3.5750157524422947e-07,5.766017057365454e-16,1.5534602096182536e-11,3.420066636502724e-05,1.565501552642454e-05,1.1457198199146206e-09,1.112674101591506e-06,9.466770478830585e-06,3.667879551470786e-06,4.1193518314486204e-08,7.74948404353032e-07,9.76632687894058e-10
1.213215410083752e-07,0.8834038789990907,3.76,0.0,0.9824199985490377,0.9999826466543922,3.895232056653754e-07,6.477014879683141e-16,1.6570836736912882e-11,3.5402017441700344e-05,1.6144344348523823e-05,1.1896717377179871e-09,1.1718294462130883e-06,9.6527984896462e-06,3.872106171688331e-06,4.397995958173477e-08,8.092762714888092e-07,1.0142913880393204e-09
1.250232068385582e-07,0.8834039485010587,3.76,0.0,0.9824187875483782,0.9999820920654956,4.232144363641669e-07,7.249035362602035e-16,1.7642938871026422e-11,3.661004988606585e-05,1.6633446859268323e-05,1.2338813511368358e-09,1.231768638689017e-06,9.833964672894409e-06,4.080254884440183e-06,4.6864929113020635e-08,8.436072674202212e-07,1.0522551012590154e-09
1.287248726687412e-07,0.883404018040002,3.76,0.0,0.9824175698488689,0.9999815364565268,4.5859651713072345e-07,8.085099989127016e-16,1.8751105914795633e-11,3.7824681445881645e-05,1.7122321606362292e-05,1.278345512976238e-09,1.2924398008126848e-06,1.0010403639365263e-05,4.2922232838801266e-06,4.984903928407943e-08,8.779111623808067e-07,1.0905220474343938e-09
1.3242653849892418e-07,0.8834040876161406,3.76,0.0,0.9824163455317725,0.9999809798581794,4.956892611036371e-07,8.988267599662634e-16,1.9895532836817063e-11,3.904583025685317e-05,1.761096717961329e-05,1.3230611095587872e-09,1.3537923173459232e-06,1.0182246273350556e-05,4.507911799127529e-06,5.293289608724913e-08,9.121595937491061e-07,1.1290904411002362e-09
1.3612820432910717e-07,0.883404157229689,3.76,0.0,0.9824151146779505,0.9999804223002859,5.345110802215131e-07,9.961632635956296e-16,2.107641217003575e-11,4.027341486294148e-05,1.8099382209754955e-05,1.3680250546007032e-09,1.4157768404192793e-06,1.034961983565589e-05,4.727223615854228e-06,5.6117099137617675e-08,9.463259792587459e-07,1.1679584891854933e-09
1.3982987015929016e-07,0.8834042268808547,3.76,0.0,0.9824138773678421,0.9999798638118419,5.750790207749565e-07,1.1008323464105355e-15,2.2293934024360997e-11,4.150735423598375e-05,1.8587565367302704e-05,1.4132342789562246e-09,1.4783452915356907e-06,1.051264806378266e-05,4.9500646000219675e-06,5.940224167580242e-08,9.803854337927245e-07,1.2071243952607303e-09
1.4353153598947316e-07,0.88340429656984,3.76,0.0,0.9824126336814465,0.999979304421029,6.174087989944873e-07,1.2131500772320602e-15,2.3548286099847002e-11,4.274756779462374e-05,1.907551536144053e-05,1.458685728108675e-09,1.5414508613866806e-06,1.0671451269419912e-05,5.17634322366919e-06,6.278891057430381e-08,1.0143146895567194e-06,1.2465863631867928e-09
1.4723320181965615e-07,0.8834043662968412,3.76,0.0,0.9824113836983046,0.999978744155238,6.615148366034569e-07,1.3334356041811492e-15,2.4839653700416487e-11,4.399397542254164e-05,1.9563230938938978e-05,1.5043763657245395e-09,1.6050480076183964e-06,1.0826146433263992e-05,5.40597049273601e-06,6.627768635064151e-08,1.0480920195583664e-06,1.286342596859749e-09
1.5093486764983914e-07,0.8834044360620493,3.76,0.0,0.98241012749748,0.9999781830410904,7.074102962756914e-07,1.4620110089227091e-15,2.616821974810901e-11,4.524649748598109e-05,2.0050710883103732e-05,1.550303175846907e-09,1.6690924506703437e-06,1.0976847297185108e-05,5.638859876910598e-06,6.986914318434529e-08,1.0816971643198911e-06,1.3263912988983683e-09
1.5463653348002213e-07,0.8834045058656496,3.76,0.0,0.9824088651575442,0.9999776211044605,7.551071169496301e-07,1.5992011677883575e-15,2.7534164797835172e-11,4.650505485057963e-05,2.053795401275411e-05,1.596463161618978e-09,1.7335411678310094e-06,1.1123664453820261e-05,5.87492724143426e-06,7.356384893480723e-08,1.1151112616906162e-06,1.3667306711616825e-09
1.5833819931020512e-07,0.883404575707822,3.76,0.0,0.9824075967565591,0.9999770583704959,8.046160489548585e-07,1.745333619456201e-15,2.8937667052615802e-11,4.7769568897508715e-05,2.1024959181230076e-05,1.6428533436822941e-09,1.7983523856618635e-06,1.1266705433694286e-05,6.114090780788157e-06,7.736236516046718e-08,1.1483167796058097e-06,1.4073589165002912e-09
1.6203986514038811e-07,0.8834046455887417,3.76,0.0,0.9824063223720615,0.999976494863637,8.559466889069001e-07,1.9007384389163742e-15,3.037890237928486e-11,4.9039961538927184e-05,2.1511725275426964e-05,1.689470760534032e-09,1.8634855709248441e-06,1.1406074789947314e-05,6.356270954203431e-06,8.126524714107764e-08,1.1812974516660538e-06,1.448274239882621e-09
1.657415309705711e-07,0.8834047155085786,3.76,0.0,0.9824050420810494,0.9999759306076378,9.091075143280317e-07,2.0657481175034347e-15,3.185804432463569e-11,5.031615523275217e-05,2.199825121485721e-05,1.7363124699342722e-09,1.928901420129921e-06,1.1541874180723237e-05,6.601390422953342e-06,8.52730439032686e-08,1.2140382154380081e-06,1.489474848573724e-09
1.694431968007541e-07,0.8834047854674975,3.76,0.0,0.9824037559599664,0.9999753656255851,9.641059179563396e-07,2.2406974487821447e-15,3.33752641319911e-11,5.159807299675398e-05,2.248453595073859e-05,1.7833755497147694e-09,1.9945618478125122e-06,1.167420244927388e-05,6.849373989385103e-06,8.938629824837153e-08,1.2465251533792225e-06,1.5309589523111632e-09
1.731448626309371e-07,0.8834048554656585,3.76,0.0,0.9824024640846896,0.9999747999399157,1.020948241709621e-06,2.425923420057469e-15,3.493073075817778e-11,5.288563842198244e-05,2.297057846510787e-05,1.8306570978238136e-09,2.060429973650003e-06,1.18031557018436e-05,7.100148537641604e-06,9.360554678188112e-08,1.2787454362813475e-06,1.5727247639983911e-09
1.7684652846112008e-07,0.8834049255032177,3.76,0.0,0.982401166530516,0.9999742335724363,1.0796398102736577e-06,2.621765109278125e-15,3.6524610890885274e-11,5.417877568553335e-05,2.3456377769959517e-05,1.878154232428292e-09,2.1264701085229703e-06,1.1928827383401599e-05,7.35364297602211e-06,9.793131994480637e-08,1.3106872691261256e-06,1.6147705005627512e-09
1.8054819429130307e-07,0.8834049955803265,3.76,0.0,0.9823998633721505,0.9999736665443393,1.140184964286578e-06,2.828563587118001e-15,3.8157068966390245e-11,5.5477409562663234e-05,2.3941932906408333e-05,1.9258640924652927e-09,2.1926477396189236e-06,1.2051308351283003e-05,7.609788180935695e-06,1.0236414204723597e-07,1.3423398392569371e-06,1.6570943835558002e-09
1.8424986012148606e-07,0.8834050656971314,3.76,0.0,0.9823985546836941,0.9999730988762217,1.2025870930934125e-06,3.046661824034345e-15,3.982826718762676e-11,5.678146543826172e-05,2.4427242943875637e-05,1.97378383833261e-09,2.258929514668788e-06,1.217068694679418e-05,7.86851694240513e-06,1.0690453130397308e-07,1.3736932667762636e-06,1.6996946395466003e-09
1.9165319178185207e-07,0.8834052060503957,3.76,0.0,0.9823959210098341,0.9999719616994271,1.33297126808746e-06,3.5181384437033457e-15,4.328752182380949e-11,5.9405547835385066e-05,2.5397124136417607e-05,2.0702417388057948e-09,2.3916777885054786e-06,1.2400478216592155e-05,8.393465550531481e-06,1.1631005389324887e-07,1.4354675607874017e-06,1.7857172047906612e-09
1.9831619027618149e-07,0.8834053325054824,3.76,0.0,0.9823935325211068,0.9999709362464354,1.4566835353106123e-06,3.984589139243062e-15,4.653492444556501e-11,6.178502953997735e-05,2.6269170187707333e-05,2.1577436261703584e-09,2.5111959788183924e-06,1.2597517390619243e-05,8.87411814997524e-06,1.2514797918170464e-07,1.489959707400391e-06,1.8640650380991112e-09
2.049791887705109e-07,0.8834054590912811,3.76,0.0,0.9823911272386394,0.9999699090145502,1.586424995241591e-06,4.49306292220594e-15,4.9910267620402233e-11,6.418094704893565e-05,2.714040885840976e-05,2.245882406406144e-09,2.63058412553262e-06,1.2785770923615415e-05,9.362178238406466e-06,1.3434220685789435e-07,1.5433668085469616e-06,1.9432810210073537e-09
2.116421872648403e-07,0.8834055858085044,3.76,0.0,0.9823887055714761,0.9999688801044169,1.7221851593901932e-06,5.045618093986602e-15,5.3414419054012494e-11,6.659288853658402e-05,2.8010835645669426e-05,2.334642346925316e-09,2.7496873566090772e-06,1.2965671786835106e-05,9.857316388809094e-06,1.4389554404232578e-07,1.5956591745515215e-06,2.0233550570111415e-09
2.1830518575916972e-07,0.883405712657829,3.76,0.0,0.9823862679216168,0.9999678496116294,1.8639459947452425e-06,5.644327005678597e-15,5.704822454897618e-11,6.902044928063707e-05,2.8880446286311757e-05,2.4240079701165924e-09,2.8683615110443546e-06,1.313763160356539e-05,1.0359219408548616e-05,1.5381073725589818e-07,1.6468136316336243e-06,2.104277139345105e-09
2.2496818425349913e-07,0.8834058396398948,3.76,0.0,0.9823838146839003,0.9999668176269828,2.01168245496112e-06,6.291274988725012e-15,6.081250838946622e-11,7.146323177964863e-05,2.974923674491311e-05,2.5139640591943635e-09,2.9864727572680634e-06,1.3302041702122047e-05,1.0867589538100583e-05,1.6409047333525956e-07,1.6968128929867887e-06,2.186037358083628e-09
2.3163118274782854e-07,0.883405966755309,3.76,0.0,0.9823813462459041,0.9999657842367099,2.1653629917919074e-06,6.988559397573053e-15,6.470807373171489e-11,7.392084585246677e-05,3.061720320247292e-05,2.6044956628644573e-09,3.1038972050521336e-06,1.3459274116312349e-05,1.1382143689778699e-05,1.7473738038328848e-07,1.7456449800626628e-06,2.2686259070342205e-09
2.3829418124215796e-07,0.8834060940046454,3.76,0.0,0.9823788629878595,0.9999647495227099,2.324950047030057e-06,7.738288751733805e-15,6.87357029992313e-11,7.639290872087707e-05,3.148434204564596e-05,2.695588099208347e-09,3.2205205135169164e-06,1.3609682536964308e-05,1.1902612723720676e-05,1.8575402875007177e-07,1.7933026895764353e-06,2.352033090152422e-09
2.4495717973648734e-07,0.8834062213884482,3.76,0.0,0.9823763652825849,0.9999637135627624,2.4904005244068635e-06,8.542581973950206e-15,7.289615828211121e-11,7.887904507574831e-05,3.235064985652323e-05,2.7872269590900635e-09,3.3362374971576145e-06,1.3753603215509407e-05,1.2428740760379735e-05,1.9714293204185303e-07,1.8397831044017823e-06,2.436249327257931e-09
2.516201782308167e-07,0.8834063489072317,3.76,0.0,0.9823738534954348,0.9999626764307329,2.6616662416391445e-06,9.403567714013093e-15,7.719018173941745e-11,8.137888712781043e-05,3.321612340292205e-05,2.8793981091219915e-09,3.450951732456554e-06,1.3891355823008776e-05,1.296028452693942e-05,2.0890654815318742e-07,1.8850871440580837e-06,2.5212651591528122e-09
2.582831767251461e-07,0.8834064765614833,3.76,0.0,0.9823713279842616,0.9999616381967663,2.838694362667147e-06,1.032338375126152e-14,8.161849600378241e-11,8.389207464390347e-05,3.408075962915816e-05,2.9720876940237325e-09,3.5645751670916726e-06,1.4023244266996122e-05,1.349701273584383e-05,2.2104728031831278e-07,1.929219151651032e-06,2.60707125232542e-09
2.649461752194755e-07,0.8834066043516626,3.76,0.0,0.9823687890993922,0.9999605989274729,3.0214278103121696e-06,1.1304176468686388e-14,8.618180458746013e-11,8.641825496953936e-05,3.494455564727361e-05,3.06528213831797e-09,3.677027733313539e-06,1.4149557468366966e-05,1.4038705493744699e-05,2.3356747817825197e-07,1.9721865144479986e-06,2.6936584032801987e-09
2.716091737138049e-07,0.883406732278205,3.76,0.0,0.9823662371836175,0.9999595586861035,3.20980565956006e-06,1.2348100393342418e-14,9.088079228916913e-11,8.895708303847552e-05,3.580750872870093e-05,3.1589681474545826e-09,3.788236966683241e-06,1.4270570100020005e-05,1.4585153739565976e-05,2.4646943886082633e-07,2.0139993159108834e-06,2.7810175424219044e-09
2.7827217220813427e-07,0.8834068603415214,3.76,0.0,0.9823636725721935,0.9999585175327167,3.4037635117645034e-06,1.3457317797643012e-14,9.571612560107862e-11,9.150822137003198e-05,3.66696162963428e-05,3.2531327084731857e-09,3.8981376312631145e-06,1.4386543289030133e-05,1.5136158710330243e-05,2.5975540807080344e-07,2.054670016988076e-06,2.8691397374643014e-09
2.8493517070246365e-07,0.8834069885420001,3.76,0.0,0.9823610955928551,0.9999574755243372,3.603233850113553e-06,1.4633998356337356e-14,1.0068845311530304e-10,9.407134005490213e-05,3.753087591704673e-05,3.347763090235512e-09,4.006671352283528e-06,1.4497725284160116e-05,1.569153143337066e-05,2.734275811873787e-07,2.0942131644737566e-06,2.9580161964137466e-09
2.9159816919679304e-07,0.8834071168800073,3.76,0.0,0.9823585065658397,0.999956432715108,3.808146376767837e-06,1.588031885405317e-14,1.0579840592929517e-10,9.664611673021307e-05,3.8391285294453405e-05,3.442846843211375e-09,4.113786257181897e-06,1.4604352090507614e-05,1.625109224355973e-05,2.8748810436630124e-07,2.132645124309592e-06,3.047638270186723e-09
2.982611676911224e-07,0.8834072453558885,3.76,0.0,0.9823559058039202,0.9999553891564312,4.018428332115672e-06,1.7198462938767772e-14,1.110465980495777e-10,9.923223654455912e-05,3.92508422622003e-05,3.5383717988221992e-09,4.2194366257247874e-06,1.4706648072940113e-05,1.6814670324296326e-05,3.0193907564422313e-07,2.1699838379181453e-06,3.137997454876884e-09
3.049241661854518e-07,0.88340737396997,3.76,0.0,0.9823532936124502,0.9999543448971073,4.2340047966192044e-06,1.8590620916996562e-14,1.1643362679330314e-10,0.00010182939211369327,4.010954477746271e-05,3.6343260683828287e-09,4.3235825497581314e-06,1.4804826529835282e-05,1.7382103271094883e-05,3.16782546043103e-07,2.2062485998559505e-06,3.2290853936648394e-09
3.115871646797812e-07,0.8834075027225584,3.76,0.0,0.9823506702894134,0.9999532999834627,4.454798975746066e-06,2.0058989586847017e-14,1.2196007318716967e-10,0.00010443728346753612,4.096739091481588e-05,3.730698041687889e-09,4.4261896030157884e-06,1.4899090238555678e-05,1.795323667668872e-05,3.320205206726509e-07,2.2414598552090323e-06,3.320893878380029e-09
3.182501631741106e-07,0.8834076316139428,3.76,0.0,0.9823480361254853,0.9999522544594731,4.680732468501041e-06,2.160577210531693e-14,1.2762650236325017e-10,0.00010705561798914533,4.182437886040235e-05,3.8274763852698785e-09,4.527228521335876e-06,1.4989631974040186e-05,1.8527923736594402e-05,3.4765495982891714e-07,2.275639015235734e-06,3.4134148507431233e-09
3.2491316166843996e-07,0.8834077606443947,3.76,0.0,0.9823453914041002,0.9999512083668814,4.911725520089464e-06,2.3233177886435e-14,1.3343346395132193e-10,0.00010968411034627056,4.268050690638907e-05,3.9246500403429655e-09,4.626674893556487e-06,1.5076635001845903e-05,1.9106024874121425e-05,3.6368778008725915e-07,2.3088082898444577e-06,3.506640403315235e-09
3.3157616016276935e-07,0.8834078898141703,3.76,0.0,0.9823427364015245,0.9999501617453078,5.1476972592570425e-06,2.4943422527078766e-14,1.3938149246731633e-10,0.0001123224824160966,4.3535773445700135e-05,4.022208220449872e-09,4.724508863278926e-06,1.5160273546909325e-05,1.968740738386095e-05,3.8012085538807876e-07,2.340990535594116e-06,3.6005627801678393e-09
3.3823915865709873e-07,0.8834080191235096,3.76,0.0,0.982340071386939,0.9999491146323558,5.388565920858151e-06,2.6738727757560662e-14,1.4547110769754142e-10,0.00011497046320375014,4.439017696701087e-05,4.120140408837608e-09,4.820714841606598e-06,1.5240713239223077e-05,2.0271945092742526e-05,3.96956018113867e-07,2.3722091180108816e-06,3.695174377283307e-09
3.449021571514281e-07,0.8834081485726376,3.76,0.0,0.9823373966225227,0.9999480670637135,5.634249054207712e-06,2.862132141431058e-14,1.5170281507836234e-10,0.00011762778875511994,4.5243716049990725e-05,4.218436355588999e-09,4.915281230900942e-06,1.531811153755947e-05,2.0859518037797275e-05,4.14195060156226e-07,2.4024877871081218e-06,3.790467742700983e-09
3.515651556457575e-07,0.8834082781617663,3.76,0.0,0.9823347123635459,0.9999470190732469,5.884663717771941e-06,3.0593437432191595e-14,1.5807710607105138e-10,0.00012029420206451582,4.609638936078256e-05,4.317086074531814e-09,5.008200159542662e-06,1.5392618132317824e-05,2.1450012159807523e-05,4.3183973397165e-07,2.4318505650742705e-06,3.886435576427628e-09
3.582281541400869e-07,0.8834084078910923,3.76,0.0,0.9823320188584647,0.9999459706930934,6.139726660751591e-06,3.265731585417105e-14,1.645944585315476e-10,0.0001229694529776693,4.6948195647706544e-05,4.416079839943159e-09,5.099467227640964e-06,1.5464375328523506e-05,2.2043319012059938e-05,4.498917536249625e-07,2.46032164516291e-06,3.983070730129072e-09
3.6489115263441627e-07,0.8834085377608015,3.76,0.0,0.9823293163490225,0.9999449219537451,6.3993544921076305e-06,3.481520285624399e-14,1.7125533707489032e-10,0.00012565329809055537,4.779913373717734e-05,4.515408183066719e-09,5.189081263591709e-06,1.553351840995789e-05,2.2639335483456802e-05,4.6835279581941915e-07,2.487925300887095e-06,4.080366206616294e-09
3.7155415112874566e-07,0.8834086677710666,3.76,0.0,0.9823266050703539,0.9999438728841332,6.663463837573564e-06,3.706935078567728e-14,1.7806019343411664e-10,0.00012834550064449158,4.864920252982441e-05,4.615061888461808e-09,5.277044091347204e-06,1.5600175985349194e-05,2.3237963535276985e-05,4.872245009125863e-07,2.5146858046863872e-06,4.178315159138309e-09
3.7821714962307504e-07,0.883408797922049,3.76,0.0,0.9823238852510899,0.9999428235117044,6.9319714851907566e-06,3.942201821080433e-14,1.8500946681343735e-10,0.00013104583041794672,4.949840099680471e-05,4.715031990203e-09,5.363360308227372e-06,1.5664470317507024e-05,2.3839109950914797e-05,5.065084739172065e-07,2.5406273552974632e-06,4.276910890495496e-09
3.8488014811740443e-07,0.8834089282138985,3.76,0.0,0.9823211571134706,0.9999417738624947,7.204794519893723e-06,4.1875469980752257e-14,1.921035842355268e-10,0.0001337540636154689,5.03467281762989e-05,4.815309767947198e-09,5.448037073074849e-06,1.57265176362394e-05,2.4442686097957694e-05,5.262062854863489e-07,2.565774013115773e-06,4.3761468519872454e-09
3.915431466117338e-07,0.8834090586467546,3.76,0.0,0.982318420873456,0.9999407239612006,7.481850447661717e-06,4.443197729362084e-14,1.993429608827852e-10,0.00013646998275412047,5.119418317018139e-05,4.9158867428833775e-09,5.531083904534154e-06,1.578642843585062e-05,2.504860770199543e-05,5.46319472882233e-07,2.59014964288735e-06,4.476016642206733e-09
3.982061451060632e-07,0.8834091892207475,3.76,0.0,0.982315676740841,0.9999396738312459,7.763057309741401e-06,4.7093817771761056e-14,2.0672800043245075e-10,0.00013919337654778643,5.204076514085604e-05,5.016754673579501e-09,5.61251248921625e-06,1.5844307757979267e-05,2.5656794631582096e-05,5.668495409281872e-07,2.61377786311801e-06,4.576514005694331e-09
4.048691436003926e-07,0.8834093199359966,3.76,0.0,0.9823129249193737,0.9999386234948441,8.048333787433016e-06,4.986327554292086e-14,2.1425909538545716e-10,0.00014192403978970184,5.2886473308248946e-05,5.1179055517408715e-09,5.692336499493802e-06,1.5900255460498506e-05,2.6267170693801742e-05,5.877979629432897e-07,2.636682001632547e-06,4.6776328314607916e-09
4.1153214209472197e-07,0.883409450792613,3.76,0.0,0.9823101656068703,0.9999375729730594,8.33759929791931e-06,5.274264132613854e-14,2.219366273889522e-10,0.0001446617732335227,5.373130694695082e-05,5.219331597893558e-09,5.770571420659424e-06,1.5954366473165108e-05,2.687966343991461e-05,6.091661816592994e-07,2.658885056759129e-06,4.779367151391204e-09
4.1819514058905135e-07,0.8834095817906992,3.76,0.0,0.9823073989953374,0.9999365222858643,8.630774081602616e-06,5.573421252136925e-14,2.297609675524078e-10,0.00014740638347324634,5.457526538350116e-05,5.321025257005592e-09,5.847234387168984e-06,1.6006731040669486e-05,2.7494203980587756e-05,6.309556101195563e-07,2.680409663653554e-06,4.8817111385405045e-09
4.2485813908338074e-07,0.8834097129303486,3.76,0.0,0.9823046252710892,0.9999354714521936,8.927779281401381e-06,5.884029330192775e-14,2.3773247675726857e-10,0.00015015768282226723,5.541834799380771e-05,5.422979194057609e-09,5.922344027684479e-06,1.605743495370717e-05,2.8110726810237507e-05,6.531676325595894e-07,2.701278065314558e-06,4.9846591053305175e-09
4.315211375777101e-07,0.8834098442116476,3.76,0.0,0.9823018446148712,0.9999344204899971,9.228537014442733e-06,6.206319470891978e-14,2.4585150596010065e-10,0.00015291548919183604,5.626055420069387e-05,5.525186289573929e-09,5.995920318625607e-06,1.61065597686616e-05,2.8729169640034878e-05,6.758036052692291e-07,2.721512087875156e-06,5.088205501657904e-09
4.381841360720395e-07,0.8834099756346745,3.76,0.0,0.9822990572019786,0.9999333694162863,9.53297043657301e-06,6.540523474691921e-14,2.541183964892163e-10,0.00015567962596917272,5.710188347156827e-05,5.627639635124557e-09,6.06798444593562e-06,1.615418301645912e-05,2.9349473239147075e-05,6.988648574360716e-07,2.741133119786549e-06,5.19234491292199e-09
4.448471345663689e-07,0.8834101071995007,3.76,0.0,0.9822962632023792,0.9999323182471843,9.841003800093281e-06,6.886873848022358e-14,2.625334803347629e-10,0.00015844992189546628,5.794233531621011e-05,5.730332528807855e-09,6.138558674765199e-06,1.6200378401129587e-05,2.9971581283808896e-05,7.223526919701943e-07,2.760162094540523e-06,5.2970720579811034e-09
4.515101330606983e-07,0.8834102389061907,3.76,0.0,0.9822934627808334,0.9999312669979685,1.0152562505111851e-05,7.245603812909412e-14,2.7109708043227554e-10,0.0001612262109439791,5.8781909284664624e-05,5.833258470723062e-09,6.207666226777715e-06,1.6245215988579467e-05,3.05954402138384e-05,7.462683863100628e-07,2.7786194766035795e-06,5.40238178704559e-09
4.5817313155502766e-07,0.8834103707548026,3.76,0.0,0.982290656097016,0.9999302156831124,1.0467573144890936e-05,7.616947316545197e-14,2.798095109397065e-10,0.0001640083321984568,5.9620604965243186e-05,5.936411158441084e-09,6.275331164780283e-06,1.6288762386059662e-05,3.12209990962298e-05,7.706131932096185e-07,2.7965252502613776e-06,5.508269079515265e-09
4.714991285436865e-07,0.8834106348779923,3.76,0.0,0.9822850245565528,0.9999281129105932,1.1107662787287126e-05,8.398414410414873e-14,2.976820775286357e-10,0.00016958945248852516,6.12953599962779e-05,6.143372521839279e-09,6.4064330292673054e-06,1.6372231741153768e-05,3.247702536624909e-05,8.205950368252329e-07,2.830759465718695e-06,5.721756904876313e-09
4.834925258334794e-07,0.8834108730746942,3.76,0.0,0.9822799362551242,0.9999262203209673,1.1694838383699385e-05,9.147235232779631e-14,3.142793687976602e-10,0.0001746308929512435,6.279963236796826e-05,6.3303538771437736e-09,6.519745905096344e-06,1.644354152968985e-05,3.3612801231194425e-05,8.670583500058435e-07,2.8598741590447385e-06,5.915823414075674e-09
