Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26)
7.577847485713435e-14,0.8834016196696948,3.76,0.0,0.9824554467477193,0.999999999989856,2.6705217746853713e-25,6.137042535420288e-36,7.825019923497536e-24,1.9254196874544597e-11,1.0143922918754071e-11,3.375985368711957e-21,8.143249811442662e-19,9.110267871173469e-12,2.65590763554325e-18,1.7033936633747845e-20,3.6559908860999454e-17,4.056393178029932e-21
1.5155746362342644e-13,0.8834016196710963,3.76,0.0,0.982455446728465,0.999999999979712,2.136429620506412e-24,4.909947836147898e-35,3.130024256143634e-23,3.850852958811347e-11,2.028791454956695e-11,1.3503957202161584e-20,3.2573157130811594e-18,1.822059069996002e-11,1.0623681166113356e-17,6.813620093663413e-20,7.472270059825826e-17,1.622555770095044e-20
3.0311544115601064e-13,0.8834016196738994,3.76,0.0,0.9824554466899563,0.999999999959424,1.7091480044780647e-23,3.928425402595977e-34,1.2520131797803443e-22,7.701721080207675e-11,4.057589756732832e-11,5.401554252068638e-20,1.3029289754925842e-17,3.64412158801991e-11,4.249480544680813e-17,2.725463596011864e-19,1.5585619124002629e-16,6.490161555726279e-20
6.06231396221179e-13,0.8834016196795053,3.76,0.0,0.9824554466129388,0.9999999999188479,1.3673192112168524e-22,3.143473751425778e-33,5.008061433508201e-22,1.540346363772636e-10,8.11518626273914e-11,2.1605905563101081e-19,5.211717542902495e-17,7.288238433153353e-11,1.6997921962640937e-16,1.090193726325744e-18,3.3735470356974034e-16,2.5960055012796496e-19
9.093473512863474e-13,0.8834016196851113,3.76,0.0,0.9824554465359214,0.9999999998782718,3.9096819947534253e-22,8.98976253285456e-33,1.0642137972386945e-21,2.3105212509966872e-10,1.2172782671199271e-10,4.591206871423151e-19,1.1074896600458429e-16,1.0932347087391659e-10,3.6120565616916207e-16,2.3166726714202298e-18,5.380846493231506e-16,5.51642212899273e-19
1e-12,0.8834016196907173,3.76,0.0,0.9824554465128879,0.9999999998661367,5.206737787160742e-22,1.1973122207852567e-32,1.2888777675497458e-21,2.5408570336484983e-10,1.3386284787628594e-10,5.5604229625174615e-19,1.3412889958528598e-16,1.2022185328045892e-10,4.374588284802959e-16,2.80574504947118e-18,6.038682956611453e-16,6.680938711064534e-19
1.2124633063515158e-12,0.8834016196907173,3.76,0.0,0.9824554464589039,0.9999999998376957,8.246657371283617e-22,1.896524510310339e-32,1.8154244336170546e-21,3.0806967696925017e-10,1.623037898211302e-10,7.831982130451363e-19,1.8892462879255197e-16,1.4576447550754065e-10,6.161739718203427e-16,3.951987723682796e-18,7.580459308781536e-16,9.410225133898858e-19
1.8186952164818526e-12,0.8834016197019295,3.76,0.0,0.9824554463048686,0.9999999997565434,2.2524208291337963e-21,5.181959618931775e-32,3.758608285771106e-21,4.6210492891083963e-10,2.434557137500446e-10,1.6214857101027217e-18,3.9114412459076483e-16,2.1864629254054285e-10,1.2757084464605271e-15,8.18214518874544e-18,1.2431029588593865e-15,1.9482182675623492e-18
2.4249271266121894e-12,0.8834016197131416,3.76,0.0,0.9824554461508332,0.999999999675391,4.7128218784436595e-21,1.08461182858856e-31,6.392411964860758e-21,6.161404130667697e-10,3.2460763409181275e-10,2.75767907156169e-18,6.652331376318705e-16,2.915278083674227e-10,2.1696433545709102e-15,1.3915776452642555e-17,1.7988796566218454e-15,3.3133289678266196e-18
3.031159036742526e-12,0.8834016197243536,3.76,0.0,0.9824554459967976,0.9999999995942387,8.579515547853525e-21,1.9751917251488474e-31,9.766166487717274e-21,7.701761460234987e-10,4.0575955059019617e-10,4.213042423509503e-18,1.016324986383237e-15,3.644090014747429e-10,3.31472062672983e-15,2.1260302768258792e-17,2.430426776636662e-15,5.061892633831227e-18
4.243622857003199e-12,0.8834016197467778,3.76,0.0,0.9824554456887252,0.9999999994319336,2.2652438782348743e-20,5.219639529523045e-31,1.878001445128813e-20,1.0782483739656737e-09,5.68063371815294e-10,8.101226776822078e-18,1.954352580859324e-15,5.101703992680501e-10,6.374071077813173e-15,4.0883432715908385e-17,3.925587318960594e-15,9.733279911612748e-18
6.668550497524546e-12,0.8834016197916261,3.76,0.0,0.9824554450725776,0.9999999991073226,8.759310122293763e-20,2.0220093715056e-30,4.581766101180118e-20,1.6943958593114075e-09,8.926709674662601e-10,1.9762938668826112e-17,4.768005111283698e-15,8.016892654002531e-10,1.5550700611135798e-14,9.974646172534695e-17,7.838471007917081e-15,2.374331031454004e-17
9.093478138045893e-12,0.8834016198364743,3.76,0.0,0.982455444456426,0.9999999987827104,2.1738355736995316e-19,5.025628383144217e-30,8.487895796570641e-20,2.3105473873971792e-09,1.2172785006638671e-09,3.660878197107109e-17,8.832850799102622e-15,1.0932028878227713e-09,2.880802358829524e-14,1.8478925971444722e-16,1.29824615132708e-14,4.3980264281106814e-17
1e-11,0.8834016199261708,3.76,0.0,0.982455444226086,0.9999999986613588,2.92658912955158e-19,6.771926270570801e-30,1.0256812135056553e-19,2.5408871871535003e-09,1.3386280129552442e-09,4.423669031210417e-17,1.0673624796111204e-14,1.2021794210477475e-09,3.4811616966096195e-14,2.2330298684388866e-16,1.5221486072723198e-14,5.314316887494672e-17
1.3943333419088588e-11,0.8834016199261708,3.76,0.0,0.9824554432241104,0.9999999981334824,7.89533087274796e-19,1.8316243183178623e-29,1.9906203778199119e-19,3.5428625680233907e-09,1.8664933797499458e-09,8.58423271609556e-17,2.0714904405952007e-14,1.6762144067857928e-09,6.756068352673785e-14,4.3340239978908646e-16,2.6962393028190233e-14,1.0311856063788201e-16
2.3643043981173978e-11,0.8834016201055643,3.76,0.0,0.9824554407594304,0.999999996835012,3.945356722182275e-18,9.218496002601121e-29,5.716703381264689e-19,6.00754142557031e-09,3.1649223886625085e-09,2.464381276240904e-16,5.948765436674839e-14,2.842174545500892e-09,1.940148088725264e-13,1.244810286833918e-15,6.96881545058535e-14,2.9598220341075e-16
4.3042465105344755e-11,0.8834016204643513,3.76,0.0,0.9824554358298745,0.9999999942380134,2.4456820579827415e-17,5.796295789161968e-28,1.8938664235865267e-18,1.0937093116656645e-08,5.761777409214465e-09,8.158359063564999e-16,1.9706217817437135e-13,5.173843256915501e-09,6.426951722042674e-13,4.124949223379411e-15,2.1418883985483013e-13,9.794935909685145e-16
6.244188622951554e-11,0.883401620823139,3.76,0.0,0.9824554309000576,0.9999999916409384,7.190949015400405e-17,1.723283210583169e-27,3.9853954391871545e-18,1.586690343472739e-08,8.358628433030511e-09,1.7157795376041962e-15,4.1466950595834084e-13,7.505176581537018e-09,1.352379269471022e-12,8.682322004040687e-15,4.3740426740236246e-13,2.059324289763218e-15
9.999999999999999e-11,0.8834016215407159,3.76,0.0,0.9824554213549783,0.999999986612671,2.9760839763146417e-16,7.320226721612879e-27,1.0221438888573224e-17,2.5411963270484336e-08,1.3386232357769182e-08,4.394747447979464e-15,1.0633898292822156e-12,1.2017785208330756e-08,3.467986216471514e-12,2.227826713818513e-14,1.0931532275955313e-12,5.271148589207516e-15
1.012407284778571e-10,0.8834016215407159,3.76,0.0,0.9824554210396409,0.9999999864465577,3.0807588179350344e-16,7.581243925233187e-27,1.0476654476624607e-17,2.5727299893499714e-08,1.3552318487656154e-08,4.504324060145323e-15,1.0899379447163048e-12,1.216683733172223e-08,3.554563937702783e-12,2.2834807354975935e-14,1.119847371897382e-12,5.4024818272015955e-15
1.4003957072619865e-10,0.8834016222582951,3.76,0.0,0.9824554111781802,0.9999999812518703,7.952813298773621e-16,1.9999924836252322e-26,2.0045730080313718e-17,3.5588730723756806e-08,1.8745992548675404e-08,8.607998367312204e-15,2.085232343585758e-12,1.6827157151808566e-08,6.800303778213278e-12,4.371052826117461e-14,2.116837168506633e-12,1.0317997768717001e-14
1.7883841297454022e-10,0.8834016229758765,3.76,0.0,0.9824554013156755,0.9999999760568761,1.6238161646731149e-15,4.169437866636659e-26,3.2692931667043055e-17,4.545119584075202e-08,2.393965061186999e-08,1.402237546019328e-14,3.400486725238466e-12,2.1486136428919278e-08,1.1089310377669069e-11,7.131845809393922e-14,3.4281773152905266e-12,1.6797779722382752e-14
2.1763725522288176e-10,0.8834016236934603,3.76,0.0,0.9824553914521271,0.9999999708615752,2.8864419519892383e-15,7.564392198462252e-26,4.8418577564337545e-17,5.5314695157519575e-08,2.9133292672904457e-08,2.0742921379894863e-14,5.035633310953875e-12,2.6143775560526372e-08,1.6421287589392107e-11,1.0566777693504183e-13,5.0536661895437234e-12,2.4833553920508977e-14
2.952349397195649e-10,0.8834016251286345,3.76,0.0,0.9824553717218992,0.9999999604700536,7.056978430860359e-15,1.9245769376667e-25,8.910638021647197e-17,7.504479606879111e-08,3.9520528772460314e-08,3.808583420621705e-14,9.265352311371518e-12,3.545503485633042e-08,3.02130591015225e-11,1.946243031165455e-13,9.246344920534782e-12,4.554271132260789e-14
3.72832624216248e-10,0.8834016265638174,3.76,0.0,0.9824553519874969,0.9999999500773065,1.4048773939211346e-14,3.9782269808623995e-25,1.4211168591051151e-16,9.477903276182846e-08,4.990770081266889e-08,6.060072916806592e-14,1.4773846718490723e-11,4.4760938216268594e-08,4.817325066704293e-11,3.1065281411747036e-13,1.4693261903434136e-11,7.238001702551383e-14
4.5043030871293106e-10,0.8834016279990097,3.76,0.0,0.9824553322489215,0.9999999396833343,2.464237013502343e-14,7.23575172934576e-25,2.074371760668058e-16,1.1451740450409285e-07,6.029480875705441e-08,8.824995365189942e-14,2.1560545018897302e-11,5.4061488981715335e-08,7.02993716997815e-11,4.538291544883371e-13,2.139272258401377e-11,1.0527726145625611e-13
5.280279932096141e-10,0.8834016294342107,3.76,0.0,0.9824553125061732,0.9999999292881383,3.961113745525774e-14,1.205161463164933e-24,2.8508550843108526e-16,1.3425991056905233e-07,7.06818525694831e-08,1.2099650072146769e-13,2.962488014804898e-11,6.335669046178433e-08,9.658895504313056e-11,6.242276301633866e-13,2.934304910867351e-11,1.4416770674380945e-13
6.832233622029804e-10,0.8834016323046409,3.76,0.0,0.9824552730081618,0.9999999084940773,8.563865953671869e-14,2.799672769392001e-24,4.773608932250499e-16,1.7375732287675874e-07,9.145574766001592e-08,2.0164177641315904e-13,4.958428152349964e-11,8.19310582398858e-08,1.6164905506970388e-10,1.0469700484675017e-12,4.8989875964607265e-11,2.3967816890738797e-13
8.117534257510013e-10,0.8834016346819076,3.76,0.0,0.9824552402839775,0.9999998912691036,1.4353618906436743e-13,4.957044692100036e-24,6.739376742937722e-16,2.0648089529597718e-07,1.0866012616128642e-07,2.8355852928281387e-13,6.997836289241034e-11,9.729785112263902e-08,2.281173909423046e-10,1.480124139220509e-12,6.903467542287534e-11,3.3637648263831564e-13
9.402834892990221e-10,0.8834016370591994,3.76,0.0,0.9824552075483546,0.9999998740407815,2.2299383162105953e-13,8.109263602557673e-24,9.043555826534338e-16,2.3921580140842257e-07,1.258643282674541e-07,3.790121708087985e-13,9.387066341796362e-11,1.1265000885001569e-07,3.059778973829051e-10,1.9888552847145914e-12,9.249058265258225e-11,4.4871908715996133e-13
9.999999999999999e-10,0.8834016394365167,3.76,0.0,0.9824551923351257,0.9999998660351715,2.6819713446256186e-13,9.980821453745821e-24,1.0229276202635893e-15,2.5442866159463724e-07,1.3385753367965996e-07,4.2792307048426656e-13,1.0616081728286706e-10,1.1977781834116545e-07,3.460257752706946e-10,2.251017981349968e-12,1.0454699102471667e-10,5.061604652091683e-13
1.068813552847043e-09,0.8834016394365167,3.76,0.0,0.9824551748012965,0.999999856809115,3.2741327903522087e-13,1.2501456735028416e-23,1.1686263265059604e-15,2.719620380012801e-07,1.4306835381975394e-07,4.878463963360354e-13,1.212586707068843e-10,1.279875459450994e-07,3.952197333382378e-10,2.573472420057659e-12,1.1935024221957505e-10,5.76430399070771e-13
1.3258736799430847e-09,0.8834016441912271,3.76,0.0,0.9824551092728884,0.9999998223357619,6.247324407574917e-13,2.6143517057810644e-23,1.798773144942059e-15,3.374884897581363e-07,1.7747587462854214e-07,7.450430684245653e-13,1.8651173277791627e-10,1.5861881622457302e-07,6.078040864668216e-10,3.971568974635801e-12,1.8325146581210964e-10,8.768882345492626e-13
1.5829338070391265e-09,0.8834016489460395,3.76,0.0,0.9824550436987797,0.9999997878490725,1.062673367269493e-12,4.8303871910409534e-23,2.5644717737922426e-15,4.0306022480814395e-07,2.11882687319972e-07,1.0539320037352917e-12,2.657173813869002e-10,1.8919177784089207e-07,8.657838848200544e-10,5.676794455145355e-12,2.6067970264814163e-10,1.235636152092545e-12
1.8399939341351682e-09,0.8834016537009542,3.76,0.0,0.9824549780789972,0.9999997533490745,1.668384992042466e-12,8.177562267684796e-23,3.4658158289086286e-15,4.686772173509275e-07,2.462887906284918e-07,1.4133237854735962e-12,3.58855395718452e-10,2.1970654641537934e-07,1.1690727050604511e-09,7.69145773490578e-12,3.5157647810056705e-10,1.6506320638718294e-12
2.0970540612312097e-09,0.8834016584559725,3.76,0.0,0.9824549124135676,0.9999997188357965,2.4689738159667963e-12,1.2980365113710853e-22,4.502898874624337e-15,5.34339441540227e-07,2.8069418329136243e-07,1.8220616221035598e-12,4.659054943764229e-10,2.501632372367551e-07,1.5175843121088358e-09,1.0017782312662102e-11,4.558835331714025e-10,2.119919172062664e-12
2.3541141883272515e-09,0.8834016632110946,3.76,0.0,0.9824548467025178,0.999999684309266,3.4915013513197903e-12,1.9607407598023712e-22,5.675814413431876e-15,6.000468714886822e-07,3.150988640487463e-07,2.2790199458008266e-12,5.86847339562826e-10,2.8056196525815875e-07,1.9112326652261144e-09,1.2657911299666822e-11,5.735428264885305e-10,2.6416209513502883e-12
2.868234442519335e-09,0.883401672721653,3.76,0.0,0.9824547151436639,0.9999996152165593,6.310412634111429e-12,4.000058254811611e-22,8.42951668222414e-15,7.315972449481943e-07,3.83906084820695e-07,3.3332245428702468e-12,8.703246823317362e-10,3.4118599125078667e-07,2.833596316826021e-09,1.8887834655566235e-11,8.486869247174821e-10,3.8350821336532804e-12
3.33094267129221e-09,0.8834016812815175,3.76,0.0,0.9824545965849425,0.9999995529880783,9.877130265756177e-12,6.906382195423391e-22,1.1373332718747484e-14,8.50146924375e-07,4.458301362116043e-07,4.436150256122625e-12,1.1727590736312507e-09,3.9555052924525916e-07,3.817231570073526e-09,2.558818158453044e-11,1.1414028393374534e-09,5.070922747075949e-12
3.793650900065085e-09,0.8834016898417281,3.76,0.0,0.9824544778788273,0.9999994907170902,1.4581996333325167e-11,1.1148205435071443e-21,1.475869768279445e-14,9.688426663475439e-07,5.077518615494675e-07,5.678944770874899e-12,1.5198842948818339e-09,4.4972904269454823e-07,4.945779388709049e-09,3.333575764495777e-11,1.476485829094884e-09,6.450225280075217e-12
4.25635912883796e-09,0.8834016984022884,3.76,0.0,0.9824543590254751,0.9999994284037549,2.0581418124254428e-11,1.7076134687714135e-21,1.8586154939200793e-14,1.0876843186956106e-06,5.696712535764232e-07,7.05592477668681e-12,1.911580045032831e-09,5.037221919821223e-07,6.218743973616046e-09,4.2140904512370335e-11,1.8536040860578968e-09,7.964199175101219e-12
4.719067357610835e-09,0.8834017069632015,3.76,0.0,0.982454240025042,0.9999993660482317,2.8031376394536784e-11,2.50811567041384e-21,2.2856247276404808e-14,1.2066717289069524e-06,6.315883050611812e-07,8.56164937720697e-12,2.3477255284273442e-09,5.575306345917305e-07,7.635631302509006e-09,5.201339738817413e-11,2.2724277861602876e-09,9.604619288158298e-12
5.18177558638371e-09,0.8834017155244704,3.76,0.0,0.9824541208776845,0.999999303650679,3.708742404797662e-11,3.559438087933256e-21,2.756951690532154e-14,1.3258047441371528e-06,6.93503008798892e-07,1.0190909765810608e-11,2.8281994634550485e-09,6.111550251553757e-07,9.19594912070035e-09,6.296248084971219e-11,2.7326290763431904e-09,1.1363790036201763e-11
5.6444838151565845e-09,0.8834017240860983,3.76,0.0,0.9824540015835593,0.9999992412112543,4.7904686945400304e-11,4.908657260444449e-21,3.272650546131151e-14,1.4450832112212837e-06,7.554153576108764e-07,1.1938717571984713e-11,3.3528800939562583e-09,6.645960155161165e-07,1.0899206922546854e-08,7.49969072908914e-11,3.2338820512412873e-09,1.3234506959788382e-11
6.569900272702335e-09,0.8834017412104416,3.76,0.0,0.9824537625556325,0.9999991162074162,7.544122372966637e-11,8.708747265247266e-21,4.437380302170044e-14,1.6840758867422904e-06,8.79232961872818e-07,1.5771068363063672e-11,4.534372095322838e-09,7.709303893281259e-07,1.4732589131537965e-08,1.0235451981208206e-10,4.358249082959242e-09,1.7284035079896846e-11
7.495316730248085e-09,0.8834017583362531,3.76,0.0,0.9824535229425166,0.9999989910379643,1.1187342742034843e-10,1.436321926010042e-20,5.780246154089484e-14,1.9236485240856273e-06,1.0030410609348902e-06,2.0022842610092436e-11,5.89121832462012e-09,8.765389167267943e-07,1.9131888441538184e-08,1.341475876399048e-10,5.642960031764665e-09,2.170421326078331e-11
8.420733187793834e-09,0.8834017754635537,3.76,0.0,0.9824532827454684,0.9999988657041327,1.5842683278289726e-10,2.2388745056940663e-20,7.301679336724146e-14,2.1637998872987617e-06,1.1268395982951321e-06,2.4661121817618553e-11,7.4224285214298735e-09,9.814267164684969e-07,2.4093242750167967e-08,1.7043148235509627e-10,7.085476385635567e-09,2.645201519947757e-11
9.346149645339584e-09,0.8834017925923617,3.76,0.0,0.9824530419657457,0.9999987402071456,2.1631999901158742e-10,3.336342227089196e-20,9.002110155289211e-14,2.404528736067099e-06,1.2506285178600766e-06,2.9655710501765416e-11,9.12700558431846e-09,1.085598866175737e-06,2.9612817221031838e-08,2.1125624621004452e-10,8.68328975665049e-09,3.1489726758912165e-11
9.999999999999999e-09,0.8834018097226953,3.76,0.0,0.9824528714929238,0.9999986514399046,2.647199847573106e-10,4.3240664908298345e-20,1.0311692005891582e-13,2.5749624931494947e-06,1.3380853967180124e-06,3.338428908087081e-11,1.0435343035774583e-08,1.1587726927126758e-06,3.3847123323650324e-08,2.428632529001621e-10,9.904496111751012e-09,3.5205787968217206e-11
1.0271566102885333e-08,0.8834018097226953,3.76,0.0,0.9824528006046082,0.9999986145482151,2.8676445970871855e-10,4.7926242650668864e-20,1.08819679818658e-13,2.6458338259078418e-06,1.3744077639422365e-06,3.49789383930326e-11,1.1003945789370064e-08,1.1890604031230542e-06,3.568680410898878e-08,2.566671485890731e-10,1.043392160790214e-08,3.6784389411280063e-11
1.1196982560431083e-08,0.8834018268545708,3.76,0.0,0.9824525586633177,0.9999984887285436,3.709647027543472e-10,6.677621284500264e-20,1.2941681255900987e-13,2.887713908403538e-06,1.4981772812553819e-06,4.060543082313706e-11,1.3052239061052694e-08,1.2918163253134662e-06,4.2311422436967744e-08,3.0670533805885473e-10,1.2334922809384759e-08,4.230714816097555e-11
1.2122399017976832e-08,0.8834018439880044,3.76,0.0,0.9824523161431371,0.9999983627493221,4.701181449414196e-10,9.067144023884655e-20,1.518167748391393e-13,3.1301677314472275e-06,1.621937014909751e-06,4.651186899136757e-11,1.5270869258219145e-08,1.3938715925897153e-06,4.948291766818963e-08,3.614085231779251e-10,1.4383873181223944e-08,4.803257068459693e-11
1.3047815475522582e-08,0.8834018611230112,3.76,0.0,0.9824520730453314,0.9999982366117323,5.85415065502877e-10,1.2042868182764514e-19,1.7602383233499172e-13,3.3731940394150947e-06,1.745686910410324e-06,5.267681902426016e-11,1.7658814392431714e-08,1.4952311272242224e-06,5.7197561586558705e-08,4.2081140534058337e-10,1.6578381270210538e-08,5.3938214319887144e-11
1.3973231933068332e-08,0.8834018782596056,3.76,0.0,0.982451829371167,0.9999981103169454,7.180385201532738e-10,1.5692332865144561e-19,2.0204224124565549e-13,3.616791573234832e-06,1.8694269136576865e-06,5.908066607237519e-11,2.021504676076911e-08,1.5958998138981451e-06,6.545165235547474e-08,4.8494573497923e-10,1.891608433807971e-08,6.000456964046296e-11
1.4898648390614081e-08,0.8834018953978005,3.76,0.0,0.982451585121912,0.9999979838661228,8.691643168161135e-10,2.0108872622210008e-19,2.2987624828979013e-13,3.8609590705414005e-06,1.9931569709445063e-06,6.570547044909055e-11,2.2938533173128258e-08,1.695882500348187e-06,7.424151427987851e-08,5.538406458493071e-10,2.1394648016092383e-08,6.621472611109667e-11
1.5824064848159832e-08,0.8834019125376091,3.76,0.0,0.9824513402988361,0.9999978572604165,1.039961059944875e-09,2.5391463369349455e-19,2.595300907941822e-13,4.105695265957322e-06,2.116877028946568e-06,7.253471210876712e-11,2.582823531401842e-08,1.7951839988875043e-06,8.356349719966828e-08,6.27523379368314e-10,2.4011765536019037e-08,7.255364785742611e-11
1.6749481305705584e-08,0.8834019296790445,3.76,0.0,0.9824510949032105,0.9999977305009693,1.2315900916683959e-09,3.164467954521688e-19,2.9100799663979323e-13,4.350998891214953e-06,2.2405870347212184e-06,7.955318066095968e-11,2.8883109945056983e-08,1.8938090867461804e-06,9.341397638601036e-08,7.060194888354018e-10,2.6765157524412384e-08,7.900796926917939e-11
1.7674897763251335e-08,0.8834019468221177,3.76,0.0,0.9824508489363081,0.9999976035889143,1.445205398658774e-09,3.8978697696005826e-19,3.243141841603166e-13,4.5968686752009534e-06,2.3642869357087456e-06,8.674693854517517e-11,3.2102109032127e-08,1.9917625059032213e-06,1.037893526359685e-07,7.893527955729931e-10,2.965257202512674e-08,8.556603859018877e-11
