Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749)
0.001885114839492937,0.8320749891684524,3.76,0.0,0.01338670298572952,0.0033793448950643467,1.0880551671910061,4.732345954654222e-10,3.694095487152836e-09,0.0004736286242395559,2.387730901611687e-06,1.729842581169208e-10,8.115515585875912e-05,0.000730999101377236,0.49285105950902675,1.319175132687922e-05,7.637248803860216e-07,2.6061112924126337e-10,5.3101637743910036e-08,0.0005740643862407428,2.9631316908690758e-05,1.382488371640804e-07,0.5415405428456341,4.792506383693528e-08,1.5402793474166154e-12,2.7910297990090605e-06,0.04397867197263171,2.453052291488162e-07,2.06146318560196e-08,6.998243677464606e-07,1.2222824415820188e-16,3.6019936487982135e-13,2.5121640363174943e-16,1.305209655431613e-10,0.18167214122886982,1.3871314198302157e-06,0.00019963292708662157,2.0427499508782425e-10,4.464643718736148e-14,2.6212098536501316e-10,1.0907538138641033e-09,9.571439417891482e-05,6.462334359106696e-10,2.076923045646513e-12,4.633641895739094e-08,8.299574643918593e-05,6.5224497724964945e-12,2.055082891669524e-10,4.4501311745511554e-08,4.588977189547564e-07,4.3123075134265516e-05,2.7273397656427933e-13,1.2184818781356446e-08,3.9972688402057716e-13,6.7857830394465924e-18,4.07877925144892e-07,7.168279794675246e-21,1.2935222260584768e-09,2.234027261576292e-10,3.2736811221376285e-17,1.9427306967297683e-11,3.180433768702188e-15
0.0018929089233507568,0.8320742422273669,3.76,0.0,0.013402949235251154,0.003355644831803741,1.087999128066152,4.59273797347828e-10,3.6092964411578512e-09,0.0004701277073503419,2.36283882394695e-06,1.7050149703511967e-10,8.04094306672841e-05,0.0007244548231655376,0.4929096414739382,1.3084486397975855e-05,7.516231865403665e-07,2.564978878628407e-10,5.230304602133873e-08,0.0005715707983794776,2.9361830506990137e-05,1.3649703839135155e-07,0.5415028962603571,4.7432001667864384e-08,1.5260520668881375e-12,2.7640148959046283e-06,0.04395845791584561,2.428214915691409e-07,2.0292016115223817e-08,6.897668535473382e-07,1.1962687985915897e-16,3.5533288645488846e-13,2.4586977788119823e-16,1.2822520872131768e-10,0.1817433138663347,1.3697854488455603e-06,0.00019930936322405137,2.0390839859230032e-10,4.4080045169229387e-14,2.601460148411888e-10,1.081415015518182e-09,9.58182690447368e-05,6.464236304265553e-10,2.0585159035706342e-12,4.6312712903946004e-08,8.311130622676714e-05,6.456061792090159e-12,2.0509728872461157e-10,4.3806052988659065e-08,4.582901434975452e-07,4.3089047533891754e-05,2.706077782702691e-13,1.213926914319676e-08,3.998834209943908e-13,6.787974608993873e-18,4.0474462751416473e-07,7.170574396754989e-21,1.2835219737892974e-09,2.2322644347036285e-10,3.2040082365565076e-17,1.9199958560821657e-11,3.150362455834476e-15
0.0019007030072085765,0.8320735063004495,3.76,0.0,0.013419086359975282,0.0033323290769489305,1.0879434174517482,4.4586788061917793e-10,3.5273474231821757e-09,0.0004666892170153891,2.3384101545595336e-06,1.6807853139775948e-10,7.967854735423852e-05,0.0007180392103898293,0.49296767282499576,1.2979246227755018e-05,7.398342959981638e-07,2.5249143409561997e-10,5.152460066061341e-08,0.0005691148615811179,2.9096937149700494e-05,1.3478817010556533e-07,0.5414655507907661,4.6948068376842794e-08,1.5121771759536774e-12,2.7375493398688525e-06,0.04393842769936882,2.403897251711208e-07,1.9977903742782118e-08,6.799616355912414e-07,1.1710710296962623e-16,3.5058391979156433e-13,2.40690835445328e-16,1.2599753607154433e-10,0.18181377642956656,1.35282292721375e-06,0.00019898913150022271,2.035463076119362e-10,4.353014708585553e-14,2.5820671584524854e-10,1.072256428200956e-09,9.592085479910292e-05,6.466146498413961e-10,2.0404697111053152e-12,4.6289980429875573e-08,8.322564957305315e-05,6.3910447566217695e-12,2.0469227577301692e-10,4.312897782467984e-08,4.5769461220930917e-07,4.3054947612973514e-05,2.6851510736070934e-13,1.2094246845709379e-08,4.0003839773471456e-13,6.790143015972959e-18,4.0166824043700636e-07,7.172845084547599e-21,1.2737033709690967e-09,2.230497861098735e-10,3.1365204370828823e-17,1.897765096936183e-11,3.1209446400682745e-15
0.0019084970910663963,0.8320727811318793,3.76,0.0,0.013435115617269454,0.0033093875404946876,1.0878880316930604,4.329897337213266e-10,3.4481263548415347e-09,0.0004633115184104361,2.314432300536809e-06,1.6571337101048356e-10,7.896207766742205e-05,0.0007117485910857002,0.4930251649461487,1.2875974197657517e-05,7.283471913042128e-07,2.4858804240164826e-10,5.076562070518279e-08,0.0005666957338835535,2.8836527644953344e-05,1.331207590079187e-07,0.5414285014037186,4.647301621085572e-08,1.498642219140471e-12,2.7116170472667596e-06,0.04391857766131619,2.380083638738907e-07,1.9671994024178056e-08,6.704001867016158e-07,1.1466560917598294e-16,3.4594857888166644e-13,2.356727853044995e-16,1.2383526806175564e-10,0.18188354365286757,1.3362320593771265e-06,0.0001986721668265941,2.0318861255599252e-10,4.299609976894455e-14,2.56302140614355e-10,1.0632729915671153e-09,9.602217744736923e-05,6.468064093668965e-10,2.022774186010375e-12,4.626817540827673e-08,8.333879933110317e-05,6.32735802152469e-12,2.042930792928351e-10,4.2469446368291287e-08,4.5711072724850606e-07,4.3020781834422485e-05,2.664551276111481e-13,1.20497410171777e-08,4.0019184656767614e-13,6.7922887577176205e-18,3.9864724213775396e-07,7.175092362923816e-21,1.2640615654840596e-09,2.2287278755813026e-10,3.071129230809796e-17,1.87602295331721e-11,3.0921587241169345e-15
0.001916291174924216,0.8320720664744098,3.76,0.0,0.013451038253885324,0.0032868104922402523,1.0878329671608167,4.206138045534044e-10,3.371517458289405e-09,0.00045999303364683094,2.290893122350659e-06,1.6340410975162727e-10,7.825960953988489e-05,0.0007055794307364142,0.493082128882117,1.2774615786431276e-05,7.171513430410319e-07,2.4478414981580765e-10,5.0025453927955274e-08,0.0005643125988357221,2.8580496192939642e-05,1.3149339622711185e-07,0.5413917431825817,4.600660635262939e-08,1.4854353049113757e-12,2.6862025479475447e-06,0.04389890424829254,2.356759030483478e-07,1.9373999511423275e-08,6.610743400653696e-07,1.12299256937631e-16,3.414231401385075e-13,2.308091709593435e-16,1.2173585498126415e-10,0.1819526298286894,1.3200015126412593e-06,0.00019835840597509345,2.0283520780036564e-10,4.247729093713842e-14,2.5443137490113423e-10,1.054459832148868e-09,9.612226227790752e-05,6.469988288103817e-10,2.005419430504015e-12,4.6247254210901534e-08,8.345077773445604e-05,6.264962509303976e-12,2.0389953528810645e-10,4.1826846862789314e-08,4.5653810820004245e-07,4.2986556466551235e-05,2.644270317180921e-13,1.2005741099430604e-08,4.0034379885217114e-13,6.794412316211098e-18,3.9568016490374717e-07,7.177316721484469e-21,1.2545918773042748e-09,2.22695480288957e-10,3.0077504838672336e-17,1.854754564403258e-11,3.063984078119307e-15
0.0019240852587820358,0.8320713620889956,3.76,0.0,0.013466855505445664,0.0032645885456921474,1.0877782202531348,4.0871599708324647e-10,3.297410877931542e-09,0.0004567322393020339,2.26778091348806e-06,1.611489212825719e-10,7.757074633625161e-05,0.0006995283259283922,0.4931385753515454,1.267511847383702e-05,7.062366838908733e-07,2.410763474512741e-10,4.930347538215077e-08,0.0005619646645163758,2.8328740254683222e-05,1.299047339177166e-07,0.5413552713239346,4.5548608517672346e-08,1.4725450748707894e-12,2.661290956514992e-06,0.043879404011113225,2.3339089655801368e-07,1.908364532373544e-08,6.519762709877318e-07,1.100050580892554e-16,3.37004034218432e-13,2.2609385111774943e-16,1.1969686952454116e-10,0.18202104882492487,1.3041203951668353e-06,0.00019804778750816276,2.0248599149918934e-10,4.197313744386461e-14,2.525935364962716e-10,1.0458122548308171e-09,9.622113388678574e-05,6.47191832314981e-10,1.9883959135284956e-12,4.6227175553639224e-08,8.356160641903911e-05,6.203820635414457e-12,2.0351148642032298e-10,4.12005942029318e-08,4.5597639114159185e-07,4.295227758822517e-05,2.624300400185743e-13,1.1962236836352647e-08,4.004942850176023e-13,6.796514158701548e-18,3.9276559269461566e-07,7.179518635158616e-21,1.2452897908892269e-09,2.2251789579472272e-10,2.946304169763108e-17,1.8339456458063253e-11,3.0364009851678763e-15
0.0019318793426398556,0.8320706677444408,3.76,0.0,0.013482568595995245,0.0032427126428306507,1.0877237873972267,3.972735767152373e-10,3.225702326918929e-09,0.0004535276640781467,2.245084381167834e-06,1.5894605501459406e-10,7.689510614060493e-05,0.0006935919983536143,0.4931945147595331,1.2577431649595831e-05,6.955935843003899e-07,2.374613725212829e-10,4.859908603698924e-08,0.0005596511625986696,2.8081160426860704e-05,1.283534820676179e-07,0.5413190811343696,4.5098800572871776e-08,1.4599606749258972e-12,2.636867945187103e-06,0.04386007360073497,2.3115195396815722e-07,1.8800668491991068e-08,6.430984797821153e-07,1.0778016903831932e-16,3.3268783832291393e-13,2.2152098160509183e-16,1.1771599984195169e-10,0.18208881410136654,1.2885782351834158e-06,0.00019774025171211072,2.021408654075425e-10,4.148308364114777e-14,2.5078777382902015e-10,1.0373257347860054e-09,9.631881620169084e-05,6.473853481176329e-10,1.971694453985301e-12,4.620790035280407e-08,8.367130644395099e-05,6.143896238277619e-12,2.0312878166560126e-10,4.059012854801196e-08,4.5542522776846624e-07,4.2917951093908135e-05,2.6046339927866405e-13,1.1919218262901761e-08,4.006433345998066e-13,6.798594738287156e-18,3.899021588774016e-07,7.181698564773002e-21,1.2361509479925927e-09,2.2234006461248083e-10,2.88671413366331e-17,1.8135824624572775e-11,3.009390590506812e-15
0.0019396734264976753,0.8320699832170647,3.76,0.0,0.013498178737610384,0.00322117403968534,1.0876696650509075,3.862650826943201e-10,3.1562927584660775e-09,0.000450377886580157,2.222792628083186e-06,1.567938323135076e-10,7.623232108329562e-05,0.0006877672891372321,0.4932499572095708,1.2481506527264705e-05,6.852128296361958e-07,2.339361008392934e-10,4.791171149261212e-08,0.0005573713474579987,2.7837660322410928e-05,1.2683840550074896e-07,0.5412831680273926,4.465696817533786e-08,1.4476717282629793e-12,2.612919718144403e-06,0.0438409097643847,2.289577379122242e-07,1.852481734259641e-08,6.344337756386937e-07,1.056218825625151e-16,3.284712689491283e-13,2.170849985074166e-16,1.1579104306006609e-10,0.1821559387253812,1.273364961319112e-06,0.00019743574053358005,2.0179973471436577e-10,4.100659984893617e-14,2.490132646405063e-10,1.0289959098445956e-09,9.64153325052519e-05,6.475793083244355e-10,1.955306204878868e-12,4.618939159135669e-08,8.377989831114724e-05,6.085154513175877e-12,2.0275127599291446e-10,3.999491401849381e-08,4.548842845728779e-07,4.288358269859206e-05,2.5852638154625424e-13,1.1876675694607782e-08,4.007909762752783e-13,6.800654494472823e-18,3.870885440797283e-07,7.183856957594466e-21,1.2271711408416312e-09,2.2216201634950786e-10,2.8289078727378655e-17,1.793651802982962e-11,2.982934854111093e-15
0.001947467510355495,0.8320693082903831,3.76,0.0,0.0135136871300619,0.003199964292668926,1.087615849703918,3.7567024554118174e-10,3.0890880596899472e-09,0.00044728153320674005,2.200895135116237e-06,1.5469064292605639e-10,7.55820367041775e-05,0.0006820511534696637,0.4933049125149247,1.2387296062740753e-05,6.750855987265334e-07,2.304975397663657e-10,4.724080076899462e-08,0.0005551244953207158,2.7598146456618218e-05,1.253583210611129e-07,0.5412475275204228,4.42229044305942e-08,1.4356683100079768e-12,2.5894329872712683e-06,0.04382190934187473,2.268069616052224e-07,1.825585091744871e-08,6.259752613718746e-07,1.0352762014943466e-16,3.243511750587519e-13,2.127806024288263e-16,1.139198992268179e-10,0.182222435386844,1.2584708840292978e-06,0.00019713419751890495,2.014625078847411e-10,4.0543180920724633e-14,2.4726921472540616e-10,1.0208185732678476e-09,9.651070545723248e-05,6.477736486986938e-10,1.9392226383108755e-12,4.617161419429888e-08,8.388740198444236e-05,6.027561949773001e-12,2.0237883006154468e-10,3.94144374703699e-08,4.543532420737095e-07,4.284917794263027e-05,2.566182830641827e-13,1.1834599717526987e-08,4.0093723789378066e-13,6.802693853700088e-18,3.843234741542408e-07,7.185994247846967e-21,1.218346305669086e-09,2.219837797083428e-10,2.772816331025616e-17,1.7741409554811463e-11,2.957016506377803e-15
0.0019552615942133146,0.8320686427548093,3.76,0.0,0.013529094960526473,0.00317907524562317,1.0875623378790829,3.654699111594184e-10,3.023998764654635e-09,0.00044423727614739455,2.1793817449596965e-06,1.5263494161381128e-10,7.494391134997392e-05,0.0006764406555240213,0.49335939020949093,1.2294754877085114e-05,6.652034436921075e-07,2.2714282157685795e-10,4.658582516395673e-08,0.0005529099034515399,2.7362528138335704e-05,1.2391209496505434e-07,0.5412121552318813,4.379640956893131e-08,1.4239409234513862e-12,2.566394949202108e-06,0.04380306926209364,2.2469838649451384e-07,1.7993538429121275e-08,6.177163190883186e-07,1.014949247994102e-16,3.203245316373227e-13,2.0860274370068333e-16,1.1210056562075563e-10,0.18228831641237508,1.2438866780565617e-06,0.00019683556775622362,2.0112909651109577e-10,4.009234490085085e-14,2.45554856738112e-10,1.012789666902086e-09,9.660495711544452e-05,6.479683084595424e-10,1.923435531271984e-12,4.6154534912540373e-08,8.399383690795786e-05,5.971086273026282e-12,2.0201130993689452e-10,3.884820734228571e-08,4.538317940932238e-07,4.281474219648059e-05,2.547384232402035e-13,1.1792981178629763e-08,4.010821465094396e-13,6.804713229851661e-18,3.816057182478615e-07,7.1881108572045e-21,1.2096725165768711e-09,2.2180538251135925e-10,2.7183737067012665e-17,1.7550376846104312e-11,2.9316190066972424e-15
0.0019630556780711344,0.8320679864073688,3.76,0.0,0.013544403403342122,0.0031584990175343745,1.0875091261333154,3.556459714646713e-10,2.96093978675592e-09,0.00044124383147989385,2.158242646581318e-06,1.5062524498089757e-10,7.431761560369931e-05,0.0006709329636417187,0.4934133995581547,1.2203839183387598e-05,6.555582709790786e-07,2.2386919721300187e-10,4.5946277175778255e-08,0.0005507268893775886,2.713071736607012e-05,1.2249864031086152e-07,0.5411770468783742,4.337729063851069e-08,1.4124804777282613e-12,2.543793263592964e-06,0.04378438653966309,2.2263082003940295e-07,1.7737658748456226e-08,6.096505966814734e-07,9.952145429949917e-17,3.1638843361899684e-13,2.0454660855908882e-16,1.1033113142967956e-10,0.18235359377891527,1.2296033658082584e-06,0.0001965397978202303,2.0079941517281028e-10,3.965363176741299e-14,2.4386944905966675e-10,1.0049052746901097e-09,9.669810895589991e-05,6.481632300932443e-10,1.9079369521829077e-12,4.6138122214587656e-08,8.409922202374419e-05,5.915696387282516e-12,2.0164858682351488e-10,3.829575257050809e-08,4.5331964707746993e-07,4.2780280665339975e-05,2.528861436703086e-13,1.1751811176599963e-08,4.0122572841040014e-13,6.8067130247321776e-18,3.7893408696941525e-07,7.190207195261197e-21,1.2011459797116759e-09,2.21626851724776e-10,2.665517271959592e-17,1.7363302099141925e-11,2.9067265046936353e-15
0.001970849761928954,0.8320673390514272,3.76,0.0,0.013559613619804005,0.0031382279908783004,1.0874562110584851,3.461812984257492e-10,2.899830169558215e-09,0.0004382999573619309,2.1374683604837925e-06,1.4866012848269357e-10,7.37028317442036e-05,0.0006655253457703068,0.49346694956667675,1.2114506717454805e-05,6.461423235138722e-07,2.206740304015586e-10,4.532166948632195e-08,0.0005485747901471262,2.6902628728699377e-05,1.2111691473513973e-07,0.541142198271964,4.296536121414885e-08,1.401278266853061e-12,2.5216160325446336e-06,0.04376585827175092,2.2060311361154733e-07,1.748799992123052e-08,6.017719950286574e-07,9.760497494609073e-17,3.125400901531938e-13,2.0060760624424973e-16,1.0860977278083809e-10,0.18241827912667777,1.2156123016152685e-06,0.0001962468357193785,2.0047338130347317e-10,3.922660225240096e-14,2.4221227472171694e-10,9.971616165190394e-10,9.679018189248825e-05,6.483583591778892e-10,1.8927192481400997e-12,4.612234618548822e-08,8.420357578846937e-05,5.861362323366031e-12,2.0129053681366198e-10,3.775662156704827e-08,4.528165194574056e-07,4.2745798393659966e-05,2.5106080721195966e-13,1.1711081053025615e-08,4.0136800914712264e-13,6.808693628526345e-18,3.7630743064951287e-07,7.192283659979965e-21,1.1927630277336026e-09,2.2144821348204963e-10,2.6141872049123773e-17,1.718007185300765e-11,2.8823238039326144e-15
0.001978643845786774,0.8320667004964336,3.76,0.0,0.013574726757996945,0.0031182548005568283,1.0874035892821556,3.3705968240636016e-10,2.8405928527902387e-09,0.00043540445231145405,2.1170497247211153e-06,1.4673822360360092e-10,7.309925323399393e-05,0.0006602151651380843,0.49352004899113483,1.2026716672101733e-05,6.369481639037258e-07,2.175547921096882e-10,4.471153400083629e-08,0.0005464529616211909,2.6678179310595497e-05,1.1976591820572247e-07,0.5411076053175244,4.2560441121089696e-08,1.3903259500163995e-12,2.4998517811064406e-06,0.04374748163503205,2.186141605085564e-07,1.7244358713167738e-08,5.940746559282989e-07,9.574335563448692e-17,3.087768191911458e-13,1.9678135685394862e-16,1.069347480601056e-10,0.18248238377150958,1.2019051568557196e-06,0.00019595663084539755,2.0015091506531627e-10,3.8810836734127964e-14,2.4058264038409985e-10,9.8955504238411e-10,9.688119629584001e-05,6.485536442183624e-10,1.8777750328231257e-12,4.610717843249014e-08,8.430691618945375e-05,5.808055188471454e-12,2.009370406504206e-10,3.7230381256904844e-08,4.523221410479634e-07,4.271130026955662e-05,2.4926179710425087e-13,1.1670782383961449e-08,4.0150901355939537e-13,6.810655420235789e-18,3.7372463768731946e-07,7.194340638120723e-21,1.1845201145606814e-09,2.2126949310672076e-10,2.5643264313114833e-17,1.700057679608408e-11,2.8583963279133627e-15
0.0019942320135024135,0.832065449056093,3.76,0.0,0.013604666325137016,0.003079173669548225,1.087299212317053,3.197850479521596e-10,2.727445065047949e-09,0.0004297539358109851,2.0772442669037736e-06,1.4301883908891504e-10,7.192453919947267e-05,0.0006498770210249447,0.4936249299164595,1.1855607536923294e-05,6.191969638320429e-07,2.115344903354408e-10,4.353289803007974e-08,0.0005422976302364262,2.6239878418324266e-05,1.1715231158041394e-07,0.5410391704330187,4.177093795756527e-08,1.3691393517415672e-12,2.457518324071928e-06,0.0437111723424919,2.1474828609724946e-07,1.6774357293540988e-08,5.792014703713742e-07,9.217665293815495e-17,3.014952804583047e-13,1.894505841712165e-16,1.0371711929024385e-10,0.18260889466284194,1.1753108138299402e-06,0.00019538429698101218,1.9951637907858199e-10,3.8011511297780104e-14,2.3740333085229224e-10,9.747391645735642e-10,9.70601283698394e-05,6.489444898869292e-10,1.8486787892598072e-12,4.607856128540251e-08,8.451062659284448e-05,5.704411238671388e-12,2.002432547778872e-10,3.6214927634419376e-08,4.5135860470530803e-07,4.264227526130117e-05,2.4574038594913883e-13,1.1591446838634923e-08,4.0178728936695684e-13,6.8145240299233955e-18,3.686863767091514e-07,7.198397628077697e-21,1.1684407977237119e-09,2.2091190333978345e-10,2.468797327981201e-17,1.6652374666411184e-11,2.811911657398203e-15
0.002008261364446489,0.8320643510635782,3.76,0.0,0.013631291170860224,0.0030449501736337357,1.087206243047557,3.0526541710671323e-10,2.631314569979068e-09,0.00042482261025860216,2.0425498131816743e-06,1.3980650383309284e-10,7.090275602642458e-05,0.0006408812848870197,0.4937178647907897,1.1706502712696633e-05,6.0391079054033e-07,2.0635253995480666e-10,4.251728719612462e-08,0.0005386552576891575,2.58570699125974e-05,1.1489592226441954e-07,0.5409784140958522,4.10826685064481e-08,1.3508492196648198e-12,2.420723512876577e-06,0.0436789857625332,2.1139122709188269e-07,1.637006130908323e-08,5.663812950182051e-07,8.913477433412232e-17,2.952079898250839e-13,1.8319849349389828e-16,1.0096377802099794e-10,0.1827208757460831,1.1522693646936848e-06,0.0001948781451816391,1.9895674886256452e-10,3.7326798422046794e-14,2.346296339968769e-10,9.618395592856166e-10,9.721774089816941e-05,6.492963223016919e-10,1.8233584672149654e-12,4.6054629492793275e-08,8.469067162447938e-05,5.614374340436512e-12,1.996333128679176e-10,3.5341108943281466e-08,4.5051884755004174e-07,4.258014452751455e-05,2.4265535337662087e-13,1.1521440435419999e-08,4.0203360809300043e-13,6.817945028805056e-18,3.6429152857979937e-07,7.201985939596751e-21,1.154415082644494e-09,2.2059002990788032e-10,2.3873247466128575e-17,1.63507491270388e-11,2.771566097406583e-15
0.0020222907153905644,0.8320632788756651,3.76,0.0,0.01365761872306125,0.0030115876062135234,1.0871141733036502,2.9164162833834636e-10,2.5402082484002092e-09,0.00042003099508709313,2.0088783587662023e-06,1.367151853315333e-10,6.991297329623056e-05,0.0006321641809806723,0.49380946544759335,1.1561821027195356e-05,5.892405741474633e-07,2.0138164543565925e-10,4.1542074256028274e-08,0.0005351017359002807,2.548486785760193e-05,1.1272526961045643e-07,0.5409184263632923,4.041456654006372e-08,1.3332538704239106e-12,2.385105772324498e-06,0.043647249900306495,2.08144245078934e-07,1.5982457429193332e-08,5.540671751552838e-07,8.624163794678349e-17,2.8915908357528717e-13,1.7725211163131866e-16,9.833679617433875e-11,0.18283113770365678,1.1300313622951072e-06,0.0001943801980808928,1.9840754895233e-10,3.667284945659629e-14,2.3193536611164692e-10,9.493327313293146e-10,9.737221756323916e-05,6.496479772696261e-10,1.798820408454015e-12,4.6032287786892576e-08,8.486769321907649e-05,5.527259781689722e-12,1.990364610407528e-10,3.450307635267169e-08,4.4970369977216543e-07,4.251803175414614e-05,2.3964687386600016e-13,1.1452710832379503e-08,4.0227614796242583e-13,6.821310501721912e-18,3.6002309201346916e-07,7.205516658793743e-21,1.1407929842659766e-09,2.2026824949969774e-10,2.3098358918429555e-17,1.605969674501315e-11,2.732558734513529e-15
0.00203632006633464,0.8320622315725384,3.76,0.0,0.013683655188508807,0.002979050871411578,1.0870229847678818,2.7884578426345963e-10,2.4537917903106874e-09,0.00041537334429556284,1.976186349052065e-06,1.337386096440497e-10,6.895374913373846e-05,0.0006237132819666428,0.49389977502477705,1.1421369652671465e-05,5.75152612911287e-07,1.9661031108023625e-10,4.0605115721090125e-08,0.0005316339057531903,2.512286783834221e-05,1.1063580410673607e-07,0.5408591863890666,3.976577562375738e-08,1.3163156619937811e-12,2.350611247053405e-06,0.04361595081186446,2.0500217575668648e-07,1.5610624549173248e-08,5.422322935376004e-07,8.348787019659848e-17,2.833362416470676e-13,1.7159217360277097e-16,9.582847165513564e-11,0.1829397362403116,1.1085580005640464e-06,0.00019389020464856215,1.9786839814397694e-10,3.6047804452671554e-14,2.2931722034319485e-10,9.372014296004887e-10,9.752365972963076e-05,6.499992416856148e-10,1.7750297915059275e-12,4.601141524511576e-08,8.504178121932723e-05,5.4429322645320655e-12,1.9845214537419065e-10,3.369886525812094e-08,4.4891192995054966e-07,4.245596033875921e-05,2.3671198641269496e-13,1.1385216387988674e-08,4.025150312904497e-13,6.824622305384616e-18,3.55875770518787e-07,7.208991686050794e-21,1.127557601716214e-09,2.1994668332947832e-10,2.236079722052139e-17,1.5778707882159646e-11,2.694823197899984e-15
0.0020503494172787154,0.8320612082793882,3.76,0.0,0.013709406631427036,0.002947306811333108,1.086932659523346,2.6681602232241355e-10,2.3717576166746597e-09,0.0004108442242357332,1.9444326638523214e-06,1.3087091377425076e-10,6.802372632304843e-05,0.000615516883749319,0.4939888346614192,1.128496684513137e-05,5.616155145177071e-07,1.9202782042365277e-10,3.970440939378792e-08,0.0005282487587978006,2.4770685361892413e-05,1.0862328302429096e-07,0.5408006741172001,3.913548719932967e-08,1.2999995665812977e-12,2.3171892763995675e-06,0.04358507518857445,2.019601687843406e-07,1.5253704705577595e-08,5.308516022542718e-07,8.086481349272547e-17,2.7772794507725945e-13,1.6620088592196785e-16,9.34316793173903e-11,0.18304672446886922,1.087812852257045e-06,0.00019340792503558019,1.9733893592148574e-10,3.5449941711866536e-14,2.2677207189348242e-10,9.254293942548746e-10,9.767216431004389e-05,6.50349922847832e-10,1.7519538189172292e-12,4.5991901243240384e-08,8.521302162630559e-05,5.361264596493909e-12,1.9787984601328203e-10,3.29266452531759e-08,4.4814238884797693e-07,4.239395235325247e-05,2.3384788735321326e-13,1.1318917359589731e-08,4.027503747098304e-13,6.827882207732346e-18,3.518445605980036e-07,7.212412832325517e-21,1.114692967812269e-09,2.196254457436908e-10,2.1658243704411222e-17,1.5507304068862186e-11,2.658297543075457e-15
0.002064378768222791,0.8320602081672913,3.76,0.0,0.01373487897423832,0.002916324072064692,1.0868431800538654,2.554959032119782e-10,2.2938223614141004e-09,0.00040643849254095346,1.913578448180109e-06,1.281066128780561e-10,6.712162618572476e-05,0.0006075639536224827,0.4940766836180591,1.1152441155653374e-05,5.486000050455678e-07,1.8762417243284014e-10,3.8838083152032445e-08,0.0005249434281743134,2.442795464188919e-05,1.066837452531617e-07,0.5407428702444116,3.852293725030329e-08,1.2842729487951822e-12,2.2847921615138402e-06,0.0435546103187745,1.9901366431680952e-07,1.4910897872565254e-08,5.199016827555637e-07,7.836446139047168e-17,2.7232341282052016e-13,1.6106179333240903e-16,9.113981939519377e-11,0.18315215306709015,1.0677616924724681e-06,0.0001929331299254952,1.968188209742629e-10,3.4877665525245435e-14,2.2429696556216615e-10,9.140012865291624e-10,9.781782401096118e-05,6.50699846581228e-10,1.729561572346277e-12,4.597364446203594e-08,8.538149681109412e-05,5.282137093468946e-12,1.9731907446727192e-10,3.218470909974644e-08,4.4739400261207977e-07,4.2332028610989094e-05,2.310519196693635e-13,1.1253775793392429e-08,4.029822895140359e-13,6.831091893432046e-18,3.4792473167565814e-07,7.215781824589427e-21,1.1021839852961287e-09,2.1930464456879493e-10,2.0988554084986457e-17,1.5245035678610353e-11,2.622923877888631e-15
0.0020784081191668664,0.8320592304474408,3.76,0.0,0.01376007799885048,0.002886072980861348,1.086754529242479,2.4483388468881916e-10,2.2197247018175595e-09,0.0004021512786726952,1.883586957263997e-06,1.2544057133748714e-10,6.624624300242159e-05,0.0005998440828997966,0.4941633593880035,1.1023630709095468e-05,5.360787602645166e-07,1.8339002543806222e-10,3.800438502564494e-08,0.0005217151802055119,2.4094327476124167e-05,1.0481348905080382e-07,0.5406857561845958,3.792740324683848e-08,1.269105371776441e-12,2.2533749539273897e-06,0.04352454405232026,1.9615837181406748e-07,1.4581457373091175e-08,5.093606209099776e-07,7.597940237104185e-17,2.671125457192397e-13,1.5615966326891423e-16,8.89467726682527e-11,0.18325607042279,1.0483723386770402e-06,0.0001924655999320302,1.9630772986774665e-10,3.432949550680384e-14,2.2188910429120498e-10,9.029026243172939e-10,9.796072757028321e-05,6.510488556103881e-10,1.7078238800228908e-12,4.595655200116856e-08,8.554728571296805e-05,5.205437040053237e-12,1.9676937122406497e-10,3.1471462995075036e-08,4.466657667939598e-07,4.227020872975949e-05,2.2832156320300055e-13,1.118975542222653e-08,4.032108819748422e-13,6.834252968955044e-18,3.441118074784046e-07,7.219100310862855e-21,1.0900163676394975e-09,2.1898438143743169e-10,2.034974340449283e-17,1.499147985216298e-11,2.5886480321703357e-15
