Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749)
0.0002993472635542237,0.7609116753002105,3.76,0.0,0.7720681075761479,0.9709713528661025,0.03561535685760964,5.535999893724062e-15,4.416148636050518e-11,0.006058931700205152,0.0004445440366813655,6.952376097106181e-07,4.4662766638527855e-05,5.7404335065831785e-05,0.02297411910052237,0.008914412917769704,1.1753624994392973e-05,5.330757574497789e-07,3.724849850277275e-06,0.008439853511076522,0.005444298454379256,1.0285501433009984e-05,0.010870376199986025,1.7035382558291823e-05,1.485472958355599e-11,7.661128858368743e-07,0.00036638623024613326,4.166834519900392e-09,4.5424040516176276e-08,7.126147291951707e-08,3.9123175157358456e-15,2.8546715318967172e-11,8.03819518315328e-15,3.34632592796675e-09,0.0008314964257540072,4.069542252654246e-08,1.865125288716617e-06,1.9282996557888514e-12,1.2528953966700575e-15,1.6430362680708638e-10,7.055880657960335e-12,1.4370829753009362e-05,9.014609137194508e-11,5.6697254805477085e-15,1.8943088669655848e-07,2.861071075138213e-06,1.6279720293405588e-14,1.9130281614663434e-12,7.956246336581232e-08,1.201312888295815e-07,2.2372533762614088e-06,4.445766680740199e-12,3.4597475058383437e-13,2.023083757147589e-15,7.538105466694146e-22,3.89683283674898e-09,1.985134852251574e-24,5.062798757205951e-11,1.15896162560049e-11,1.0473605760784212e-15,3.995301978053752e-09,1.2080667115399548e-15
0.000302533931004681,0.7609717053439861,3.76,0.0,0.7710064647674474,0.9703507094761005,0.03639534204897457,5.756102551998332e-15,4.5142117068510574e-11,0.006091978670451282,0.00044880769276428904,6.985279083692518e-07,4.5208361325560744e-05,5.837040920990866e-05,0.02355151012307269,0.008987157600397241,1.1914578381813192e-05,5.398985162992278e-07,3.7846154068367215e-06,0.008662309209874286,0.0055027855034268484,1.0481393894903131e-05,0.011202103103686623,1.729338264067468e-05,1.524662872017251e-11,7.950983983466744e-07,0.0003836697837487178,4.419313810373225e-09,4.618056139525685e-08,7.255869054864629e-08,3.980713050783759e-15,2.903012581977617e-11,8.178675393628948e-15,3.4051249732464514e-09,0.0008548695586231797,4.322214921905032e-08,1.9793022244729763e-06,2.0464129806392126e-12,1.3307326389589367e-15,1.691822470480442e-10,7.221710207722991e-12,1.5219189929726577e-05,9.547516425401436e-11,5.899743172367757e-15,1.9259152010859586e-07,3.0643203278859043e-06,1.731420970300415e-14,2.0303217826500527e-12,8.099363468269494e-08,1.2342975560453165e-07,2.407826234655249e-06,4.7812856201277414e-12,3.621415564697579e-13,2.0808816673222717e-15,7.989448284015356e-22,4.17187522349939e-09,2.08960924568691e-24,5.346578314998996e-11,1.2473241060768089e-11,1.0656606335985183e-15,4.1226523879179576e-09,1.2475920471579918e-15
0.00030572059845513836,0.7610327845024971,3.76,0.0,0.7699345050972628,0.9697225057269403,0.03718505954869136,5.9846557989291115e-15,4.614774757154767e-11,0.006124777502695375,0.00045305610606655546,7.017779642896549e-07,4.57559367302057e-05,5.934496688318977e-05,0.02413728070121382,0.009058523178438823,1.207640055741944e-05,5.467247655385855e-07,3.84448612945242e-06,0.0088874865988882,0.0055606398527209226,1.0678137039080076e-05,0.011539759629987774,1.755218601292962e-05,1.5643344485571833e-11,8.24823957847531e-07,0.0004015586625901913,4.684105416280457e-09,4.694215371484171e-08,7.387001791182264e-08,4.0497439556153205e-15,2.9514838482950336e-11,8.320459922912792e-15,3.464421935812904e-09,0.0008786712684156864,4.5876835565494665e-08,2.0993065104238803e-06,2.1705563218682747e-12,1.412532658061673e-15,1.741444413442754e-10,7.38967351040677e-12,1.6105788653070664e-05,1.0104516526805916e-10,6.136859615673787e-15,1.9576669585261435e-07,3.2794230765457626e-06,1.8403585170014738e-14,2.153613887082107e-12,8.243316227223784e-08,1.2677561310214762e-07,2.589186254929373e-06,5.1376762120664194e-12,3.7889517844170155e-13,2.139753480270661e-15,8.462444038324892e-22,4.46359989287707e-09,2.198386399574169e-24,5.643124856032654e-11,1.3412747547256712e-11,1.084130566856105e-15,4.252255502512683e-09,1.2879991796674158e-15
0.0003089072659055957,0.7610949163732185,3.76,0.0,0.7688522207335595,0.9690867104553028,0.03798454201533725,6.221995706150149e-15,4.717909363655297e-11,0.006157333239341995,0.00045728870941514564,7.049882923844245e-07,4.630550897182113e-05,6.032810588484975e-05,0.024731445673375846,0.009128510389240637,1.2239101119429527e-05,5.535536501786721e-07,3.904458220300393e-06,0.009115357293906976,0.005617861230181619,1.0875709345099245e-05,0.011883366998715282,1.7811745192592562e-05,1.60448279638237e-11,8.552986722465397e-07,0.0004200662351102547,4.961663363454607e-09,4.7708842834267846e-08,7.519564813777035e-08,4.1194170280799835e-15,3.000083395590259e-11,8.463562741821442e-15,3.5242208757659286e-09,0.0009029059017345543,4.8664526016603064e-08,2.2253761176902975e-06,2.3009759400362535e-12,1.4984537238925796e-15,1.7919055762223308e-10,7.559785389353596e-12,1.7031758324216765e-05,1.0686329356254256e-10,6.381233612110389e-15,1.989562560367775e-07,3.5069051356487984e-06,1.9550222237085008e-14,2.283150190075485e-12,8.388095783891318e-08,1.3016873126190998e-07,2.7818698131737774e-06,5.515945279280994e-12,3.9625123799536957e-13,2.1997099286203994e-15,8.957876923108297e-22,4.772849890064842e-09,2.3115962735167213e-24,5.95287793094848e-11,1.4410914382171401e-11,1.1027721976805028e-15,4.384107987328379e-09,1.3293004087287621e-15
0.00031209393335605303,0.7611581044577674,3.76,0.0,0.7677596035314995,0.9684432922779208,0.03879382214495981,6.4684730988480195e-15,4.82368949993108e-11,0.006189650993860584,0.0004615049721151997,7.081594150499937e-07,4.685709741946727e-05,6.131993047227002e-05,0.02533401931439754,0.009197120699976314,1.240269052699166e-05,5.603843620889096e-07,3.964528362811902e-06,0.00934589226276147,0.005674449832675848,1.1074090597435679e-05,0.012232945921011101,1.8072014347922036e-05,1.6451029125275898e-11,8.86531665743225e-07,0.0004392059614325898,5.252453276188619e-09,4.848065953053104e-08,7.653578411933526e-08,4.189739517671123e-15,3.0488096528432336e-11,8.607998749011134e-15,3.584526243527895e-09,0.0009275778512796579,5.159041282603706e-08,2.3577561789199732e-06,2.4379255153172044e-12,1.5886588579290773e-15,1.8432095463252835e-10,7.732061931229437e-12,1.7998242168980272e-05,1.1293682241084979e-10,6.6330271040422804e-15,2.0216005851919557e-07,3.7473067161693133e-06,2.0756580560737776e-14,2.419183854057257e-12,8.533694408576009e-08,1.336089737918315e-07,2.9864320061555734e-06,5.917132344292152e-12,4.1422566815844774e-13,2.260761882861321e-15,9.476550877925414e-22,5.100502100510201e-09,2.429371604301359e-24,6.276288254497951e-11,1.5470617214975992e-11,1.1215874687831704e-15,4.51820598714914e-09,1.3715083850756168e-15
0.00031528060080651037,0.7612223521696031,3.76,0.0,0.7666566449760522,0.9677922195504791,0.03961293272831032,6.724454343481702e-15,4.9321916351456627e-11,0.006221735947673242,0.00046570439952298414,7.112918616989749e-07,4.741072471304935e-05,6.23205514494143e-05,0.025945015395133438,0.009264356285023756,1.2567180101731495e-05,5.672161404975789e-07,4.024693723556058e-06,0.009579061859152976,0.005730406312455991,1.1273261910955577e-05,0.012588516641885834,1.8332949351197437e-05,1.686189688692941e-11,9.185320869172472e-07,0.000458991392246422,5.556952605637114e-09,4.925764009697849e-08,7.789063874147073e-08,4.260719134545153e-15,3.097661413145815e-11,8.753783789464409e-15,3.6453428874562335e-09,0.0009526915586480485,5.4659839712090765e-08,2.4966991202374597e-06,2.5816662859964822e-12,1.683315953543116e-15,1.8953600324757818e-10,7.906520545026452e-12,1.9006393705367496e-05,1.1927309616655087e-10,6.89240529898173e-15,2.0537797740093137e-07,4.001182429348621e-06,2.2025206702878633e-14,2.561975629892059e-12,8.680105501151406e-08,1.3709619862065487e-07,3.2034469638739685e-06,6.342310003334085e-12,4.328347230059665e-13,2.3229203609009275e-15,1.0019289971294787e-21,5.447468272300858e-09,2.5518479745099943e-24,6.613817962180006e-11,1.6594830297134557e-11,1.1405784461628123e-15,4.654545154608683e-09,1.4146361344553244e-15
0.0003184672682569677,0.7612876628418231,3.76,0.0,0.7655433361249825,0.967133460326079,0.040441906708546305,6.990322124705356e-15,5.0434948362810975e-11,0.006253593346992013,0.00046988653258004363,7.143861682854316e-07,4.796641678120216e-05,6.333008625356312e-05,0.026564447242427732,0.009330220003031181,1.2732582028752755e-05,5.740482723908877e-07,4.0849519534870104e-06,0.009814835856227017,0.0057857317633327986,1.147320575410068e-05,0.01295009898345022,1.8594507827936077e-05,1.727737917242703e-11,9.513091172147285e-07,0.000479436167768869,5.87565086908712e-09,5.003982643739762e-08,7.926043510828583e-08,4.332364058347922e-15,3.146637833216592e-11,8.900934672580663e-15,3.706676061209419e-09,0.0009782515171960903,5.787830565773694e-08,2.642464794444983e-06,2.732467188465314e-12,1.7825979013707095e-15,1.9483608775048478e-10,8.083180020345032e-12,2.0057376205697404e-05,1.2587952719510218e-10,7.159536799849145e-15,2.0860990347958937e-07,4.269101275622189e-06,2.3358737042263426e-14,2.71179399985885e-12,8.827323619105262e-08,1.406302583501768e-07,3.4335081570403303e-06,6.7925842814465365e-12,4.520949877269731e-13,2.386196537811124e-15,1.0586938800754929e-21,5.81469606488017e-09,2.6791638838736884e-24,6.965940877215576e-11,1.7786628075057922e-11,1.1597473214589186e-15,4.79312067888949e-09,1.4586970820863578e-15
0.00032165393570742504,0.7613540397350544,3.76,0.0,0.7644196675522701,0.9664669823133148,0.04128077723933206,7.266476233812213e-15,5.157680874000977e-11,0.006285228499618531,0.0004740509473109126,7.174428768246553e-07,4.852420285663792e-05,6.434865904111465e-05,0.02719232779936238,0.009394715373719114,1.2898909357328314e-05,5.808800928162144e-07,4.1453011885695615e-06,0.01005318347983092,0.005840427706614939,1.1673905969772211e-05,0.013317712388755058,1.885664920195287e-05,1.7697422971537516e-11,9.848719798043262e-07,0.0005005540168938956,6.209049900319946e-09,5.08272661558386e-08,8.06454067695994e-08,4.404682946860731e-15,3.1957384325770235e-11,9.049469189895829e-15,3.768531430878183e-09,0.0010042622749620097,6.12514688820727e-08,2.795320615559174e-06,2.890604998810787e-12,1.8866827199424258e-15,2.0022160710901306e-10,8.262060584945514e-12,2.115236215403991e-05,1.3276359278697635e-10,7.434593741149258e-15,2.1185574466473363e-07,4.551646618627154e-06,2.475990081089248e-14,2.8689153223926213e-12,8.975344503940716e-08,1.4421100070684991e-07,3.6772286993608358e-06,7.269094968360088e-12,4.720233892587692e-13,2.450601755730369e-15,1.118036290972967e-21,6.20317012542607e-09,2.8114608241173026e-24,7.333142788140549e-11,1.9049186756125e-11,1.1790964142570609e-15,4.933927314499619e-09,1.503705077554377e-15
0.0003248406031578824,0.7614214860454258,3.76,0.0,0.7632856292920104,0.9657927528339976,0.04212957774327488,7.553334452827625e-15,5.274834332282507e-11,0.006316646771720694,0.0004781972542870705,7.204625349091734e-07,4.908411548888766e-05,6.537640077171529e-05,0.02782866968569456,0.009457846554463698,1.3066176001202746e-05,5.87710985093287e-07,4.2057400497757155e-06,0.01029407344139766,0.005894496076846327,1.187534779366407e-05,0.013691375966173898,1.911933473626285e-05,1.8121974399030192e-11,1.0192299487174612e-06,0.0005223587565333385,6.5576641108504965e-09,5.1620012641561083e-08,8.204579794607779e-08,4.4776849443856325e-15,3.24496309237068e-11,9.199406132267239e-15,3.830915081813466e-09,0.0010307284376478401,6.478515097311962e-08,2.9555416947831423e-06,3.056364476090511e-12,1.9957536913857603e-15,2.0569297622953962e-10,8.443183961549937e-12,2.2292532699667566e-05,1.3993283205691014e-10,7.717751930515252e-15,2.151154263564314e-07,4.849416144262691e-06,2.6231523258103218e-14,3.0336239786667632e-12,9.124165105794525e-08,1.4783826899190877e-07,3.9352416445124286e-06,7.7730159348207e-12,4.92637207506415e-13,2.516147533879883e-15,1.180044922112711e-21,6.613913192570941e-09,2.948883357815339e-24,7.715921737308007e-11,2.038578584721279e-11,1.1986281743246205e-15,5.076959410075445e-09,1.549674420054111e-15
0.0003280272706083397,0.7614900049125987,3.76,0.0,0.7621412107828381,0.9651107387805737,0.042988341970638035,7.85133345429712e-15,5.395042722018071e-11,0.006347853584598199,0.00048232509805829084,7.234456952225592e-07,4.964619055438701e-05,6.64134492911893e-05,0.028473485258400218,0.00951961831670634,1.3234396738481302e-05,5.945403809341188e-07,4.2662676425080235e-06,0.01053747397040173,0.005947939207372288,1.207751787028433e-05,0.0140711085342633,1.938252756985538e-05,1.8550978752857933e-11,1.0543923583040703e-06,0.0005448642911547812,6.922020762804904e-09,5.24181251496341e-08,8.34618637537141e-08,4.551379689924451e-15,3.294312053861094e-11,9.350765306635081e-15,3.89383352519848e-09,0.0010576546716597583,6.848534117903436e-08,3.1234109780097276e-06,3.230038507411285e-12,2.1099995026726904e-15,2.1125062719670562e-10,8.62657342398127e-12,2.3479077107185264e-05,1.4739484283392946e-10,8.009190995950543e-15,2.1838889178803542e-07,5.1630218047881805e-06,2.777652895018304e-14,3.206212521152298e-12,9.273783606412266e-08,1.5151190252958448e-07,4.208200277708935e-06,8.305555429012088e-12,5.139540871654986e-13,2.5828455787308523e-15,1.2448106490835194e-21,7.047987229025485e-09,3.0915792010955316e-24,8.114788320884184e-11,2.1799809665200723e-11,1.2183451837914285e-15,5.222210937132826e-09,1.5966198840712454e-15
0.00033121393805879705,0.7615595994278515,3.76,0.0,0.7609864008129189,0.9644209065732687,0.04385710405827191,8.160929748802727e-15,5.518396599075018e-11,0.0063788544114464375,0.0004864341565529264,7.263929150522617e-07,5.0210467264345e-05,6.745994941421221e-05,0.029126786672243707,0.009580036022233472,1.3403587211259986e-05,6.013677604754235e-07,4.32688355549421e-06,0.0107833528463347,0.006000759815764974,1.2280404266866462e-05,0.014456928667037676,1.964619275036325e-05,1.8984380571556597e-11,1.0903686130223438e-06,0.0005680846125208976,7.302660254676786e-09,5.322166887803072e-08,8.489387042936157e-08,4.625777325229648e-15,3.3437859166508635e-11,9.503567552520581e-15,3.957293704432464e-09,0.001085045707205908,7.235820088281161e-08,3.2992193849531477e-06,3.411928254937328e-12,2.2296143929540032e-15,2.1689501049744416e-10,8.812253852695189e-12,2.471319220395328e-05,1.5515727854645754e-10,8.309094539242394e-15,2.2167610233440292e-07,5.493089747980472e-06,2.9397945213374497e-14,3.3869818243036117e-12,9.424199440603718e-08,1.5523173711278301e-07,4.496778401770991e-06,8.867956352762105e-12,5.359920501663316e-13,2.650707794324213e-15,1.3124265780961492e-21,7.506494585207521e-09,3.239699310188575e-24,8.530266000780754e-11,2.3294748819001676e-11,1.2382501592961836e-15,5.369675518694927e-09,1.6445567455242498e-15
0.0003344006055092544,0.7616302726422107,3.76,0.0,0.7598211874655448,0.9637232221169915,0.04473589858870872,8.482600701774346e-15,5.644989686610525e-11,0.006409654774129573,0.0004905241404493846,7.293047558027601e-07,5.077698817064479e-05,6.851605300665685e-05,0.029788585940296968,0.009639105599369265,1.3573763925050602e-05,6.081926522282504e-07,4.387587859159066e-06,0.011031677430150563,0.006052960989137885,1.2483996485049909e-05,0.014848854739597557,1.991029726264712e-05,1.9422123690767877e-11,1.1271681975057946e-06,0.0005920337996345822,7.700136419962697e-09,5.4030715041088e-08,8.634209555668557e-08,4.700888502698829e-15,3.3933856366246045e-11,9.657834758203559e-15,4.021303001302734e-09,0.0011129063414509223,7.641006826882517e-08,3.483265950017444e-06,3.602343304937877e-12,2.3547983070035208e-15,2.2262659622403154e-10,9.00025178970773e-12,2.599608182538991e-05,1.6322784510656573e-10,8.617650295363502e-15,2.249770377868778e-07,5.840260231398105e-06,3.109890572492753e-14,3.5762412374787175e-12,9.575413316175681e-08,1.5899760544555275e-07,4.801670617631606e-06,9.461496517254737e-12,5.587695087577554e-13,2.7197462927064322e-15,1.3829880952598453e-21,7.990579194338693e-09,3.393397971926904e-24,8.962891428802346e-11,2.487420166276672e-11,1.2583459540912093e-15,5.519346457745475e-09,1.6935008082857682e-15
0.0003375872729597117,0.761702027574614,3.76,0.0,0.7586455580653698,0.9630176507580389,0.04562476064936918,8.816845587253739e-15,5.774919001783675e-11,0.0064402602399730845,0.0004945947925205329,7.321817825103343e-07,5.134579916977302e-05,6.958191906763411e-05,0.030458894994334112,0.009696833519124051,1.3744944247969724e-05,6.150146329470679e-07,4.448381103505241e-06,0.01128241469513377,0.006104546169379157,1.2688285470388242e-05,0.015246904974051283,2.0174810053328618e-05,1.9864151298809466e-11,1.1648006868922787e-06,0.0006167260188935623,8.115016839068603e-09,5.4845340939452284e-08,8.780682829256432e-08,4.7767243931122685e-15,3.443112523628332e-11,9.813589876578083e-15,4.085869241945349e-09,0.0011412414417264146,8.06474631765799e-08,3.675857965012529e-06,3.801601818995199e-12,2.4857570549744134e-15,2.2844587525852258e-10,9.19059549298361e-12,2.732895625871648e-05,1.7161429779739387e-10,8.93505029782918e-15,2.2829169659629015e-07,6.2051875218146935e-06,3.288265425864322e-14,3.774308740221125e-12,9.727427232382716e-08,1.6280933758189355e-07,5.123592599217298e-06,1.0087488877985354e-11,5.823052792489492e-13,2.7899734044900575e-15,1.45659291805492e-21,8.50142779990867e-09,3.5528328983645946e-24,9.413214783487308e-11,2.654187571995227e-11,1.2786355601053642e-15,5.671216765448413e-09,1.7434684311093532e-15
0.00034077394041016906,0.7617748672200936,3.76,0.0,0.7574594991253125,0.9623041572406239,0.046523725891832846,9.16418670484875e-15,5.908284987528395e-11,0.006470676418583072,0.0004986458869527036,7.350245633604208e-07,5.1916949504995505e-05,7.06577138119296e-05,0.031137725745031687,0.009753226771338892,1.3917146409758218e-05,6.218333274212098e-07,4.5092643155519085e-06,0.01153553125714616,0.006155519138332194,1.2893263619904442e-05,0.01565109748567311,2.043970205133397e-05,2.031040599122118e-11,1.203275757436437e-06,0.0006421755244578701,8.547883165428032e-09,5.566563002718316e-08,8.928836959551048e-08,4.853296693275897e-15,3.492968238922177e-11,9.970856940814287e-15,4.151000702649355e-09,0.0011700559487968223,8.507709215531517e-08,3.877311123827582e-06,4.010030687511433e-12,2.6227024790167355e-15,2.3435336044048314e-10,9.383314990375661e-12,2.8713031685650097e-05,1.8032443816746007e-10,9.261491050403227e-15,2.3162009608518926e-07,6.588539779901501e-06,3.4752548593524764e-14,3.98151110006656e-12,9.880244497013337e-08,1.6666676136045243e-07,5.463281362654311e-06,1.074728174871176e-11,6.066185964284718e-13,2.861401689556112e-15,1.5333411490990817e-21,9.040271217620549e-09,3.718165325769954e-24,9.881800120170928e-11,2.8301589077987956e-11,1.2991221099817879e-15,5.825279189069077e-09,1.7944765550205977e-15
0.0003439606078606264,0.7618487945579762,3.76,0.0,0.756262996294158,0.9615827056632593,0.047432830591127115,9.525170563456822e-15,6.045191649332149e-11,0.006500908958699308,0.0005026772286415227,7.378336692084142e-07,5.249049176708902e-05,7.174361075320423e-05,0.03182509014190953,0.0098082928408649,1.4090389500718571e-05,6.286484081934064e-07,4.570238996355292e-06,0.011790993404211665,0.006205884002950682,1.3098924787726595e-05,0.01606145032924443,2.0704946184528304e-05,2.0760829824211763e-11,1.2426031973829381e-06,0.0006683966588334185,8.999331466495195e-09,5.649167197634174e-08,9.078703245634092e-08,4.930617633593141e-15,3.542954792427224e-11,1.0129661079874476e-14,4.216706115525502e-09,0.0011993548801802114,8.970585373557084e-08,4.087949669178509e-06,4.227965685646371e-12,2.7658526270473616e-15,2.403495877146102e-10,9.57844213316058e-12,3.0149529624493298e-05,1.893661109351677e-10,9.597173705297676e-15,2.3496227263062221e-07,6.990998930256396e-06,3.671206459250798e-14,4.1981840330181065e-12,1.0033869742193988e-07,1.7056970283456547e-07,5.821495529762972e-06,1.1442258994175605e-11,6.317291286806487e-13,2.934043947879664e-15,1.6133353321810176e-21,9.608385633144352e-09,3.88956011799324e-24,1.0369225734631153e-10,3.015727175335392e-11,1.3198088790967657e-15,5.981526239546488e-09,1.846542731142565e-15
0.00034714727531108373,0.7619238125600858,3.76,0.0,0.7550560343048793,0.9608532594350213,0.04835211170499398,9.900369117817697e-15,6.185746697061252e-11,0.00653096354508968,0.0005066886524665812,7.406096731048548e-07,5.3066481893753264e-05,7.283979078798072e-05,0.03252100023295073,0.009862039683814989,1.4264693470580526e-05,6.354595952089457e-07,4.63130711763284e-06,0.012048767125400385,0.006255645180454345,1.3305264288804594e-05,0.016477981545526772,2.0970517392517523e-05,2.1215364366940743e-11,1.2827929180698048e-06,0.0006954038536744834,9.469972579806633e-09,5.7323562739122145e-08,9.230314213092915e-08,5.008699985555798e-15,3.5930745397747583e-11,1.0290028533863594e-14,4.2829946740322e-09,0.0012291433335237696,9.454084391940283e-08,4.308106541551723e-06,4.455751631815935e-12,2.9154319338156115e-15,2.4643511725799517e-10,9.776010649229244e-12,3.1639676372041735e-05,1.9874720090668034e-10,9.942304247802402e-15,2.3831828181878434e-07,7.4132605168885504e-06,3.8764800457832596e-14,4.42467236682353e-12,1.0188308938946661e-07,1.7451798669722355e-07,6.199015585811748e-06,1.2173840201384272e-11,6.576569938197615e-13,3.007913230471459e-15,1.6966805107146867e-21,1.0207093936503823e-08,4.0671858741710005e-24,1.0876084540721896e-10,3.211296702692007e-11,1.3406992875571173e-15,6.1399502186707524e-09,1.8996851489443787e-15
0.00035033394276154107,0.7619999241989402,3.76,0.0,0.7538385969237013,0.9601157812317166,0.0492816069330964,1.0290381079489852e-14,6.330061692410359e-11,0.006560845895492495,0.0005106800225465603,7.43353149825835e-07,5.364497916782793e-05,7.39464422808166e-05,0.033225468223841856,0.00991447570392462,1.4440079127316792e-05,6.422666553982206e-07,4.69247111803197e-06,0.01230881813897641,0.006304807383510899,1.3512278900862942e-05,0.01690070920781718,2.1236392635696167e-05,2.1673950752579255e-11,1.3238549652678542e-06,0.0007232116308074483,9.960432484843998e-09,5.8161404607965366e-08,9.383703637607015e-08,5.0875570691878124e-15,3.6433301791821895e-11,1.0451986669283474e-14,4.34987603838919e-09,0.001259426490033762,9.958936189554674e-08,4.538123530465626e-06,4.693742548895642e-12,3.0716714096964682e-15,2.526105345895624e-10,9.976056196030721e-12,3.318470244569357e-05,2.0847562991019397e-10,1.0297093687559476e-14,2.416881985728092e-07,7.85603354428293e-06,4.091448117164891e-14,4.661330207219134e-12,1.0343569410586361e-07,1.785114367006241e-07,6.59664413150681e-06,1.2943480829248525e-11,6.844227756630383e-13,3.0830228504511756e-15,1.7834842887833162e-21,1.0837767094887299e-08,4.2512150410511025e-24,1.1402984462526519e-10,3.4172832749422e-11,1.3617969021851442e-15,6.3005432458123754e-09,1.9539226649666445e-15
0.0003535206102119984,0.7620771324559371,3.76,0.0,0.7526106668999194,0.9593702329519747,0.0502213547761287,1.0695833302092042e-14,6.478252202206169e-11,0.006590561757611727,0.0005146512314767162,7.460646754092817e-07,5.422604621456921e-05,7.506376115117205e-05,0.033938506536779114,0.009965609729055785,1.4616568135979446e-05,6.490694021967002e-07,4.753733899078067e-06,0.012571111919776392,0.00635337560546843,1.3719966864712e-05,0.01732965146853957,2.15025509006387e-05,2.2136529728092928e-11,1.3657995307550233e-06,0.0007518346034779943,1.0471352691484938e-08,5.9005306274140555e-08,9.538906568920905e-08,5.16720276048424e-15,3.693724748182891e-11,1.0615563994277707e-14,4.417360340916346e-09,0.0012902096179598877,1.0485891599556139e-07,4.778351428173744e-06,4.942301828277289e-12,3.2348088376691405e-15,2.5887645166091466e-10,1.0178616413353837e-11,3.478584202608842e-05,2.1855935374927284e-10,1.0661758256774084e-14,2.4507211725499404e-07,8.320040304183901e-06,4.316496313063071e-14,4.90852110730953e-12,1.0499659845072082e-07,1.8254987606991365e-07,7.015206129200509e-06,1.3752672336380286e-11,7.120475413644168e-13,3.1593863942513254e-15,1.8738568947927522e-21,1.1501825565764209e-08,4.441824030163603e-24,1.195054884148681e-10,3.63411426169876e-11,1.383105438502448e-15,6.4632972841558825e-09,2.009274832042121e-15
0.00035670727766245574,0.7621554403295193,3.76,0.0,0.751372225916497,0.9586165756732834,0.05117139459480004,1.11173822345084e-14,6.630437957609475e-11,0.00662011690617047,0.000518602199550819,7.48744826697742e-07,5.48097489981887e-05,7.619195096216363e-05,0.03466012786879034,0.010015450987876956,1.4794183017599723e-05,6.558676950065125e-07,4.81509882082435e-06,0.01283561372578878,0.006401355105660955,1.3928327882943555e-05,0.017764826605829377,2.1768973201944663e-05,2.2603041702693746e-11,1.4086369641005062e-06,0.0007812874778236542,1.1003390645523858e-08,5.985538288500223e-08,9.695959355212451e-08,5.247651498852891e-15,3.7442616202232826e-11,1.0780790173882621e-14,4.485458191305326e-09,0.0013214980761341666,1.1035722989991197e-07,5.029150185939223e-06,5.2018023969213675e-12,3.4050889787225988e-15,2.652335079273694e-10,1.0383730976017145e-11,3.6444332400560295e-05,2.2900635917763747e-10,1.1036519615429805e-14,2.4847015174479736e-07,8.806016188245358e-06,4.552023898237252e-14,5.166618240235145e-12,1.0656590306376201e-07,1.8663312791075954e-07,7.455549143308676e-06,1.4602942286863527e-11,7.40552859531959e-13,3.2370177329419324e-15,1.9679112478188708e-21,1.2200740751482919e-08,4.639193339777461e-24,1.2519416858906293e-10,3.862228741666193e-11,1.4046287627146516e-15,6.628204166400067e-09,2.065761929000051e-15
0.0003598939451129131,0.762234850843312,3.76,0.0,0.7501232545414439,0.957854769607985,0.05213176666866282,1.1555715459540851e-14,6.786743019644209e-11,0.006649517140027535,0.000522532873969311,7.513941808882951e-07,5.53961568177818e-05,7.733122301144119e-05,0.035390345249525966,0.010064009086750366,1.497294714816709e-05,6.626614386027518e-07,4.876569697234964e-06,0.013102288623906047,0.0064487513948090274,1.4137363117101827e-05,0.018206253070070615,2.203564258064684e-05,2.3073426794917167e-11,1.4523777846499048e-06,0.0008115850545732773,1.1557220151724832e-08,6.071175610020305e-08,9.854899667914058e-08,5.328918294572986e-15,3.794944501142535e-11,1.094769604531383e-14,4.554180681837691e-09,0.001353297317564585,1.1609224909874662e-07,5.290889073011642e-06,5.4726268875541356e-12,3.5827637860218076e-15,2.716823714009254e-10,1.059144164656588e-11,3.8161413407654575e-05,2.398246608976539e-10,1.1421605063622517e-14,2.518824354939179e-07,9.314709486701019e-06,4.798444267231919e-14,5.436004575292087e-12,1.0814372244941135e-07,1.907610156104906e-07,7.918543574927714e-06,1.5495854433810606e-11,7.699608191526083e-13,3.315931033683878e-15,2.0657630268239342e-21,1.2936036496872376e-08,4.843507681740039e-24,1.3110243974328388e-10,4.102077624188378e-11,1.426370893700845e-15,6.795255619885005e-09,2.1234049908877707e-15
