Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718)
0.00022546749842038873,0.9479571586579313,3.76,0.0,0.014017701331941197,0.039518387005192876,1.0385916689402024,4.256484228674277e-05,3.8822424287651564e-05,0.009471816601397908,3.5977083343121316e-05,1.639463667011987e-08,0.005349851272817054,0.0396803193935933,0.6457896445200277,0.00029102452949186623,0.0003914343270219798,7.718651084542328e-08,4.8920047852163015e-06,0.0021331162464158777,0.0001332744231547544,5.456515842695312e-05,0.5166133888432867,8.422698486095185e-07,1.0461376918922045e-09,0.00013704050984807083,0.1004429262658197,5.825038830674589e-05,2.0614917226250748e-05,0.00020499449362221706,2.7440538432883965e-13,4.335214878446416e-11,7.810493257058575e-13,2.942917656146399e-07,0.17943973923018278,0.00011690075772378775,0.0005957178672618946,8.035230457926454e-09,1.0084853675308503e-10,7.71835456991334e-09,5.0674664620444686e-08,0.00010671522723594317,2.454334055558031e-09,1.2400601870120127e-10,2.3704730368462224e-06,0.00010574026554178446
0.00022568266969582776,0.9479628329146714,3.76,0.0,0.013902569025404493,0.03885209068349361,1.0391354841707567,4.231312926037818e-05,3.8379599096405426e-05,0.009387294572431879,3.5343582808064955e-05,1.5974170928791465e-08,0.005311527085611779,0.03946045320403347,0.6459905065418371,0.0002872873497931383,0.00038449053464728415,7.559608740020116e-08,4.811904249122726e-06,0.0021095427794527786,0.0001315625419078092,5.365555130978691e-05,0.5170810582502453,8.271866263349084e-07,1.030255901681544e-09,0.0001356973447329455,0.10025220795886633,5.76027648879427e-05,2.0317535544721148e-05,0.00020364389664101644,2.679954255558886e-13,4.255426850369825e-11,7.628149692712526e-13,2.8747293001320933e-07,0.1796283042636019,0.00011528164782306055,0.0005926380416591084,7.917635538818387e-09,9.890414833675494e-11,7.61503840750143e-09,5.0444579603153634e-08,0.00010606857026590675,2.4390845983251884e-09,1.2324630402446875e-10,2.323254856538204e-06,0.00010505790980792573
0.0002258978409712668,0.9479681494578202,3.76,0.0,0.01379062906549822,0.038200919181148554,1.0396647116488251,4.205182026785888e-05,3.7938358538463e-05,0.009304422608032848,3.4725018030572705e-05,1.5567578503862815e-08,0.00527332637174404,0.03923977026614777,0.64619279107515,0.0002836288494802379,0.00037766578786305795,7.405043121989057e-08,4.734012399791619e-06,0.00208661664912205,0.0001299040740934312,5.2764876676414174e-05,0.5175398697279092,8.12480913063626e-07,1.0146068438064584e-09,0.00013437233970705134,0.10006437565095391,5.6963778864870544e-05,2.0025292380294904e-05,0.00020229638949630134,2.617544013988179e-13,4.177788496337431e-11,7.450610501664935e-13,2.808333012123967e-07,0.17981323696513837,0.00011369156999065966,0.0005896165436754453,7.802324960334222e-09,9.699806613169094e-11,7.51373236307705e-09,5.021195346614687e-08,0.00010544523896606851,2.424378927284675e-09,1.224851703028278e-10,2.277116487549479e-06,0.00010439971681627123
0.00022611301224670583,0.9479731230053005,3.76,0.0,0.013681786522078451,0.03756449567158126,1.0401797392955745,4.178137061300898e-05,3.749889853161846e-05,0.009223160428282381,3.412099192729534e-05,1.5174333877828558e-08,0.005235259577093334,0.039018377928508395,0.6463963997446355,0.0002800468762493854,0.00037095923229012515,7.254803713886425e-08,4.6582514024629065e-06,0.002064315347774664,0.0001282970302536166,5.1892685513136874e-05,0.5179900105299219,7.981407757145771e-07,9.991890216623968e-10,0.00013306519557537417,0.09987938953689615,5.633337590153767e-05,1.973811562149429e-05,0.00020095231807746805,2.556778945816935e-13,4.102228017582945e-11,7.277750045731534e-13,2.743681960913146e-07,0.17999462436806474,0.00011213003759684869,0.0005866521600545949,7.689267807871622e-09,9.512979568319004e-11,7.414395286946853e-09,4.997695787863166e-08,0.00010484450093424713,2.4102000275535895e-09,1.2172297924333246e-10,2.2320335223902876e-06,0.00010376491820386902
0.00022632818352214486,0.9479777677362914,3.76,0.0,0.013575949572764952,0.03694245205892558,1.0406809457660398,4.1502229856952065e-05,3.706140365251284e-05,0.00914346869181187,3.353111803340024e-05,1.4793932827646292e-08,0.005197336591153663,0.038796379661610425,0.6466012361641957,0.0002765393410768665,0.000364369930569762,7.108745541537587e-08,4.5845464796646325e-06,0.002042617248152556,0.0001267395039808616,5.103853899917149e-05,0.5184316644596251,7.841547343995147e-07,9.840008288389675e-10,0.00013177561899094535,0.09969720948194007,5.5711496756918656e-05,1.9455932116500497e-05,0.00019961200863843486,2.497615719739391e-13,4.028676278383234e-11,7.109445081026958e-13,2.6807302092147485e-07,0.18017255139351582,0.00011059656526158307,0.0005837436983001671,7.578432397761708e-09,9.329882691822167e-11,7.316986709496117e-09,4.973975917315783e-08,0.00010426564962505144,2.396531480668093e-09,1.2096007719941544e-10,2.1879819341812815e-06,0.00010315277311765952
0.0002265433547975839,0.9479820972421034,3.76,0.0,0.013473029398582788,0.03633442886770211,1.0411687005696355,4.1214841278087865e-05,3.6626047535477844e-05,0.00906530898457923,3.295502026460917e-05,1.44258915666893e-08,0.005159566765160204,0.0385738751322987,0.6468072060049506,0.00027310421659607276,0.0003578968689480491,6.966728966476288e-08,4.512825785473702e-06,0.002021501566403314,0.0001252296681195476,5.020200840577805e-05,0.5188650118751046,7.705117423039506e-07,9.690405566673286e-10,0.0001305033223097165,0.09951779510248958,5.5098077672969876e-05,1.9178667864892393e-05,0.00019827576864374884,2.4400118619306836e-13,3.9570667035390195e-11,6.945574806008689e-13,2.619432731187231e-07,0.18034710088643607,0.00010909066945627614,0.0005808899867797728,7.469786385728264e-09,9.150463615618578e-11,7.221466843329286e-09,4.950051841305651e-08,0.0001037080033739605,2.3833574423720828e-09,1.2019679556976606e-10,2.1449380861674113e-06,0.00010256256715131366
0.00022675852607302293,0.947986124602468,3.76,0.0,0.013372940085857198,0.035740075128093955,1.0416433641949456,4.091964139902736e-05,3.619299325449578e-05,0.008988643807846053,3.239233268743908e-05,1.4069745914446668e-08,0.005121958929444586,0.03835096027885007,0.6470142170497728,0.00026973953552712776,0.00035153896352080045,6.828619486667791e-08,4.443020289143159e-06,0.0020009483278061167,0.00012376577128135589,4.9382674991864386e-05,0.5192902296997581,7.572011673163985e-07,9.543064015741337e-10,0.00012924802347243395,0.09934110583819582,5.449305073777639e-05,1.8906248189531184e-05,0.0001969438875530959,2.383925767153077e-13,3.88733518526579e-11,6.786020892449282e-13,2.559745423823545e-07,0.180518353651632,0.00010761186898873767,0.0005780898747814002,7.363296862356301e-09,8.974668788238419e-11,7.127796584110354e-09,4.925939146371615e-08,0.00010317090448687482,2.3706626218570993e-09,1.194334511881446e-10,2.102878739280699e-06,0.00010199361135799033
0.00022697369734846196,0.9479898623974029,3.76,0.0,0.013275598539552427,0.035159048266320624,1.0421052882282347,4.061705954263728e-05,3.576239367841282e-05,0.00891343656671517,3.18426993058333e-05,1.3725050513501998e-08,0.0050845214093209095,0.038127727380113295,0.6472221792349777,0.0002664433891783126,0.00034529506608651204,6.694287547189089e-08,4.375063670545055e-06,0.001980938336851142,0.00012234613479273924,4.858012989548071e-05,0.5197074914360565,7.442127758869723e-07,9.39796472159844e-10,0.00012800944591944788,0.09916710101278176,5.3896344220788375e-05,1.863859789102091e-05,0.0001956166375240937,2.329316706980938e-13,3.819419996974455e-11,6.630667508537248e-13,2.5016251153983587e-07,0.1806863884872277,0.00010615968539526169,0.0005753422325098877,7.2589304397661546e-09,8.80244363628141e-11,7.0359375107999985e-09,4.901652905815032e-08,0.00010265371842841986,2.3584322632304834e-09,1.18670346683407e-10,2.0617810577627224e-06,0.00010144524138563097
0.000227188868623901,0.9479933226591248,3.76,0.0,0.01318092437419392,0.03459101395859211,1.0425548155112254,4.03075173791608e-05,3.5334391909608394e-05,0.008839651554384511,3.130577379275583e-05,1.3391378006047374e-08,0.005047262045390617,0.03790426514716963,0.6474310046955519,0.00026321392564707975,0.00033916397091617484,6.563608343055238e-08,4.308892191939529e-06,0.001961453139957766,0.00012096914893339285,4.779397398175755e-05,0.5201169671872062,7.315367131277702e-07,9.255087961934999e-10,0.00012678731842431093,0.09899573990771227,5.330788298515176e-05,1.8375641417548828e-05,0.00019429427429113692,2.276144838122945e-13,3.7532616878603145e-11,6.479401342198806e-13,2.4450295740296865e-07,0.18085128222844774,0.00010473364349638022,0.0005726459510571296,7.156653350338205e-09,8.633732748820555e-11,6.945851885744506e-09,4.8772076895397085e-08,0.00010215583282052722,2.346652122713885e-09,1.1790777094849978e-10,2.021622615252016e-06,0.00010091681639500143
0.00022740403989934002,0.9479965170266706,3.76,0.0,0.013088839825240148,0.03403564600338368,1.0429922802791873,3.999142855624525e-05,3.490912162625073e-05,0.008767253938405484,3.07812192663083e-05,1.3068318347519407e-08,0.005010188210215137,0.03768065880251145,0.647640607793355,0.00026004934831217233,0.00033314441989911614,6.436461650789478e-08,4.244444602658256e-06,0.001942474995574767,0.00011963326993229352,4.702381770333143e-05,0.520518823679697,7.191634870785958e-07,9.114413267217343e-10,0.00012558137499007362,0.09882698181875144,5.272758879136878e-05,1.8117302992083808e-05,0.0001929770379236356,2.2243712023584437e-13,3.6888030096900966e-11,6.332111600537042e-13,2.3899175073720675e-07,0.18101310978498045,0.0001033332718383865,0.0005699999423532803,7.056431518758605e-09,8.4684800114628e-11,6.857502651136464e-09,4.852617572631659e-08,0.00010167665662986204,2.335308450036414e-09,1.1714599953996417e-10,1.9823813985697177e-06,0.0001004077181873881
0.00022761921117477906,0.9479994566216202,3.76,0.0,0.012999269665883623,0.03349262619245232,1.0434180083002376,3.966919842399571e-05,3.4486707442330006e-05,0.008696209746460029,3.0268708077444333e-05,1.2755478090633888e-08,0.004973306823998595,0.037456990158785085,0.6478509051358222,0.0002569479144315751,0.000327235107302244,6.312731653144691e-08,4.18166204104044e-06,0.0019239868465412183,0.00011833701723236468,4.626928096828148e-05,0.5209132242894288,7.07083954410633e-07,8.975919483683963e-10,0.00012439135473621844,0.09866078610590527,5.21553805543941e-05,1.7863506744554804e-05,0.0001916651534705732,2.1739577286235704e-13,3.625988829275576e-11,6.188690015735246e-13,2.3362485646620064e-07,0.18117194417789534,0.00010195810300867478,0.000567403139097684,6.9582306407798835e-09,8.306628752943151e-11,6.7708534263593215e-09,4.827896143804701e-08,0.00010121561941970906,2.324387971323382e-09,1.163852950457049e-10,1.9440358101533913e-06,9.991735039536021e-05
0.0002278343824502181,0.9480021521647413,3.76,0.0,0.012912141125273,0.032961644177649976,1.0438323170184554,3.93412237293142e-05,3.406726528292224e-05,0.008626485851987931,2.9767921589890073e-05,1.2452479655093518e-08,0.004936624370515057,0.037233337697470954,0.6480618155897977,0.0002539079336242747,0.00032143468504575753,6.192306763881075e-08,4.120487932971648e-06,0.0019059722931716648,0.00011707897079549578,4.5529992990216465e-05,0.5213003290708713,6.952893062227474e-07,8.839584837737831e-10,0.00012321700180401506,0.09849711224031232,5.1591174640820625e-05,1.761417683539767e-05,0.00019035883158458172,2.1248672340431232e-13,3.564766044248412e-11,6.049030847704406e-13,2.2839833376121662e-07,0.1813278565771009,0.00010060767387655542,0.0005648544946380165,6.862016252678511e-09,8.148121875691272e-11,6.685868506927905e-09,4.8030565140862934e-08,0.0001007721706031284,2.3138778720204222e-09,1.1562590746317681e-10,1.9065646696249288e-06,9.944513769025195e-05
0.00022826472500109615,0.948006851820386,3.76,0.0,0.012744929587190689,0.03193459056765204,1.0446279056439205,3.866958297385139e-05,3.323771933551668e-05,0.008490870582708917,2.880029183953908e-05,1.1874573538957577e-08,0.004863880116856428,0.03678637910547673,0.6484851626410097,0.00024800582212419986,0.00031015493718481785,5.960946204442362e-08,4.002749681955311e-06,0.001871301496315797,0.00011467210260371932,4.409572564601847e-05,0.5220532749673372,6.725210122785405e-07,8.573303075625611e-10,0.00012091429887874059,0.09817716876582347,5.048642434021503e-05,1.712861343406849e-05,0.00018776365049505794,2.0305108490983078e-13,3.446891986731088e-11,5.780589316104569e-13,2.183511063055292e-07,0.18163119106049427,9.797920576601145e-05,0.0005598975977538677,6.6754086480636535e-09,7.840911409573089e-11,6.520752110161746e-09,4.753072768188254e-08,9.99359304406429e-05,2.294039744347978e-09,1.1411202260184656e-10,1.8341631005220767e-06,9.855297651026034e-05
0.00022864194502575876,0.9480102632012654,3.76,0.0,0.012605738115442758,0.031071090595731758,1.0452906073899797,3.80655845571221e-05,3.252130683753435e-05,0.008376037522166155,2.798779038641294e-05,1.1397047492176324e-08,0.004800824327992249,0.03639533861648421,0.6488575332197497,0.0002430191954922107,0.00030061221296491227,5.7680248149852964e-08,3.904335389112013e-06,0.0018423230861455758,0.00011267549482062496,4.28852900405752e-05,0.5226907461483322,6.534219996802891e-07,8.346775633142636e-10,0.00011894502791810241,0.09790463095242018,4.954353045276771e-05,1.671695867527851e-05,0.0001855088893351896,1.951814614808102e-13,3.3483314318237743e-11,5.556696258884276e-13,2.0996991865846516e-07,0.18188811674897645,9.575224073542408e-05,0.0005557013768072858,6.5180396512217295e-09,7.58207360836198e-11,6.381163626813722e-09,4.7089871471080506e-08,9.925585734932109e-05,2.277885932939691e-09,1.1279151570693586e-10,1.7733805800658628e-06,9.782553370774035e-05
0.00022901916505042137,0.9480130638056291,3.76,0.0,0.012473084186852553,0.03024037445000717,1.045922511170807,3.744933750019585e-05,3.181538583476008e-05,0.00826481280646362,2.7207030588903422e-05,1.0944868239515065e-08,0.004738457684897924,0.03600536084627947,0.6492306994606967,0.00023819882820933088,0.0002913831079911834,5.5837964294387785e-08,3.8101267109988156e-06,0.001814586045611505,0.00011077788453692617,4.171668297106187e-05,0.5233079944680349,6.350827477231406e-07,8.126544767698905e-10,0.00011702037374803628,0.0976392606918156,4.8623927450470195e-05,1.6317934048794635e-05,0.00018327375490796217,1.8766784658399054e-13,3.253965429228357e-11,5.342927831278293e-13,2.019665279923392e-07,0.18213702671665616,9.359475902808004e-05,0.0005516387409557135,6.366271564045666e-09,7.332673214463095e-11,6.24619689757153e-09,4.6647104238169175e-08,9.862257036292802e-05,2.2628240876901317e-09,1.1147821196542087e-10,1.7149939633498086e-06,9.71463027595836e-05
0.00022939638507508397,0.9480152986799899,3.76,0.0,0.012346647318757542,0.029441012276055816,1.0465250710532334,3.6822671427248084e-05,3.1120334297455854e-05,0.008157043985320219,2.6456566990379278e-05,1.051645318864041e-08,0.00467680260791864,0.03561676869467954,0.6496042988142443,0.00023353716854470396,0.0002824594782893312,5.4077817531021585e-08,3.719884005552279e-06,0.0017880206757606356,0.00010897331840328827,4.058819368462522e-05,0.5239057770024648,6.174652563136056e-07,7.912478767157438e-10,0.00011513911002217527,0.09738084807455753,4.7727110873257026e-05,1.5931143247113963e-05,0.00018105898371784213,1.8049305816382625e-13,3.1635663394276806e-11,5.138795448335275e-13,1.9432272571160648e-07,0.18237824799392988,9.150444074215693e-05,0.000547704712709609,6.219920193977754e-09,7.092401216173881e-11,6.115681202922041e-09,4.6202986655865925e-08,9.803367387496106e-05,2.2487983935756664e-09,1.1017308970886001e-10,1.6589028650840143e-06,9.651278784908892e-05
0.00022977360509974658,0.9480170097748843,3.76,0.0,0.012226124872933751,0.028671638093301414,1.0470996736251583,3.618732426394879e-05,3.0436471317019366e-05,0.008052585455096814,2.5735024100889395e-05,1.0110328715519723e-08,0.0046158784757445925,0.03522985954235243,0.649977989514286,0.00022902706024039663,0.0002738330612646407,5.239531338998546e-08,3.63338340361966e-06,0.0017625617961423087,0.00010725624940451057,3.949818717799776e-05,0.5244848222857499,6.005338168514875e-07,7.704443500568209e-10,0.0001133000502298354,0.09712918671194684,4.685256844155158e-05,1.5556196225379747e-05,0.00017886521844394813,1.7364069432824986e-13,3.0769207855417536e-11,4.943832717751445e-13,1.8702113022140945e-07,0.1826120928962818,8.94790223033469e-05,0.000543894495969059,6.078803458737158e-09,6.860951387437457e-11,5.98945178302419e-09,4.575804151305236e-08,9.748691258484575e-05,2.235756291381193e-09,1.0887703544843266e-10,1.6050107374073896e-06,9.592264131709116e-05
0.00023015082512440918,0.9480182361748921,3.76,0.0,0.012111230998158631,0.02793094737324898,1.0476476405943937,3.554494172136766e-05,2.9764061803453456e-05,0.007951298191698309,2.5041093149220054e-05,9.725122309360768e-09,0.004555701848344778,0.0348449065815169,0.6503514501517683,0.00022466172168841448,0.00026549552403618405,5.078623610320275e-08,3.5504157013203576e-06,0.0017381484262591813,0.00010562150633032422,3.844510122253993e-05,0.5250458310816665,5.8425485168123e-07,7.502303048337137e-10,0.0001115020460975556,0.09688407408843332,4.599978281580381e-05,1.5192710088293329e-05,0.00017669301603989617,1.6709511187512144e-13,2.993828707179915e-11,4.757594827495239e-13,1.8004516404593357e-07,0.18283885964162583,8.751629882059474e-05,0.0005402034716819372,5.942741948353643e-09,6.638021358589193e-11,5.8673497060759794e-09,4.5312755424902075e-08,9.698016239260957e-05,2.2236482680542977e-09,1.0759084968461197e-10,1.5532248029794958e-06,9.537365397640158e-05
0.0002305280451490718,0.9480190142592865,3.76,0.0,0.01200169562725617,0.027217694623526162,1.0481702313835715,3.489707759482681e-05,2.910332088561542e-05,0.007853049484954966,2.4373528939951787e-05,9.359555504785168e-09,0.0044962866783027685,0.03446216012834718,0.6507243791673593,0.0002204347261900701,0.00025743850492720516,4.924663084960517e-08,3.4707853440319912e-06,0.001714723488235067,0.00010406426541512035,3.742744339604933e-05,0.5255894771851949,5.685967646873487e-07,7.305920230711934e-10,0.00010974398601781054,0.09664531185124194,4.516823404472249e-05,1.484030972462408e-05,0.00017454285552258758,1.6084139979090546e-13,2.914102524310378e-11,4.579657785881643e-13,1.7337902550401183e-07,0.18305883295771866,8.56141258841552e-05,0.0005366271933888897,5.811559319433889e-09,6.423313376511903e-11,5.7492217207714865e-09,4.486758057270538e-08,9.651142187905267e-05,2.2124276602134075e-09,1.063152525431357e-10,1.5034559768084174e-06,9.48637459803439e-05
0.0002309052651737344,0.9480193779053866,3.76,0.0,0.011897263531868214,0.026530691006513858,1.0486686456891465,3.4245194711757556e-05,2.845441825915868e-05,0.0077577126771014035,2.373114683946168e-05,9.012436829180821e-09,0.004437644508706433,0.03408184890101729,0.6510964942858539,0.0002163399830818756,0.0002496536514785285,4.7772785821284576e-08,3.3943094268907965e-06,0.001692233530754235,0.00010258002426637499,3.644378824621533e-05,0.5261164082392413,5.535298040162693e-07,7.115157172796014e-10,0.00010802479366709313,0.09641270604534599,4.435740164919175e-05,1.4498628483906057e-05,0.00017241514466932758,1.5486535810902552e-13,2.8375662185072214e-11,4.4096178246212826e-13,1.6700766635954335e-07,0.18327228467391113,8.377041992474849e-05,0.0005331613827247165,5.68508277084105e-09,6.216535214887471e-11,5.634920128739203e-09,4.442293638080243e-08,9.607880436618244e-05,2.2020504713147276e-09,1.0505088898350217e-10,1.4556187798031547e-06,9.439095830889626e-05
0.000231282485198397,0.9480193586443778,3.76,0.0,0.011797693433476955,0.02586880199355903,1.0491440259999025,3.359066624546307e-05,2.781748215972004e-05,0.007665166905463803,2.3112819870118815e-05,8.682655382141511e-09,0.004379784661582035,0.03370418125965514,0.6514675318996898,0.00021237171958879848,0.00024213265448105954,4.636121570432726e-08,3.3208167869695623e-06,0.001670628473566483,0.00010116457797028958,3.549277449159536e-05,0.5266272465653145,5.390259362759539e-07,6.929875797740539e-10,0.00010634342667010542,0.0961860672953846,4.356676652007412e-05,1.416730866800416e-05,0.00017031022600602256,1.4915347407860454e-13,2.764054535061803e-11,4.2470907219050724e-13,1.6091676656385152e-07,0.1834794742971028,8.198315831994955e-05,0.000529801924609157,5.563143380945466e-09,6.01740083011278e-11,5.524302639293098e-09,4.3979211169637244e-08,9.568053049259608e-05,2.192475200302602e-09,1.0379833385402842e-10,1.40963124454042e-06,9.395344486754749e-05
0.0002316597052230596,0.9480189858340754,3.76,0.0,0.011702757170351368,0.02523094507294902,1.0495974600568654,3.293477736901893e-05,2.71926028147857e-05,0.007575296850936443,2.2517475916335415e-05,8.369175414471397e-09,0.004322714417339948,0.03332934640282745,0.6518372464152865,0.00020852446355777208,0.00023486727599267816,4.500864789630507e-08,3.250147230959397e-06,0.001649861371709097,9.9813997180009e-05,3.4573102159661274e-05,0.5271225899976922,5.25058730839102e-07,6.749938174613439e-10,0.00010469887523475967,0.09596521094067934,4.279581273480881e-05,1.3846001703775061e-05,0.00016822838288879847,1.4369288950710086e-13,2.6934123746190386e-11,4.0917108619702755e-13,1.5509269927991227e-07,0.1836806495682243,8.025038021011144e-05,0.0005265448622066822,5.445576198366817e-09,5.825630563606003e-11,5.417232200623033e-09,4.35367638213096e-08,9.531492130242339e-05,2.18366268159276e-09,1.0255809689108756e-10,1.3654148154062312e-06,9.354946515917582e-05
0.00023203692524772221,0.9480182868017065,3.76,0.0,0.011612238915655673,0.024616087514558245,1.0500299832539437,3.227872731460772e-05,2.6579836022100944e-05,0.007487992493500601,2.194409504381531e-05,8.071030701325985e-09,0.004266439181989135,0.03295751551973846,0.6522054095710477,0.00020479302707537218,0.00022784937328926657,4.3712007938743064e-08,3.1821507449577527e-06,0.0016298881975297219,9.85246079172601e-05,3.3683529828361044e-05,0.5276030127175934,5.116032526438546e-07,6.575206939587001e-10,0.00010309016093338645,0.09574995713008631,4.2044028876556385e-05,1.3534368523321396e-05,0.00016616984508546678,1.3847137788220644e-13,2.625494025084093e-11,3.943130592831653e-13,1.4952250682487186e-07,0.18387604699949148,7.857018669206796e-05,0.0005233863919548636,5.332220576042765e-09,5.640951789069732e-11,5.3135768656603575e-09,4.309592534523119e-08,9.498039182264791e-05,2.175575936896437e-09,1.0133062723748017e-10,1.32289424451957e-06,9.317737744687098e-05
0.00023241414527238482,0.9480172869867114,3.76,0.0,0.011525934443074343,0.024023244196304243,1.0504425809723839,3.1623631685076166e-05,2.5979206648223655e-05,0.0074031488763661385,2.1391706934639404e-05,7.7873191856903e-09,0.004210962642041571,0.0325888428957507,0.6525718097387267,0.00020117249093298305,0.00022107092100798434,4.2468405323191774e-08,3.116686720090213e-06,0.001610667638696896,9.729297293258488e-05,3.282287208161782e-05,0.5280690660824153,4.98635962766381e-07,6.405545688910033e-10,0.00010151633559969594,0.09554013088330379,4.131090903534652e-05,1.3232079894706898e-05,0.0001641347933959351,1.3347732473121025e-13,2.5601624593648305e-11,3.801019675405642e-13,1.4419388011498379e-07,0.18406589239244336,7.694073964071398e-05,0.0005203228586925034,5.22292045395747e-09,5.463099463104393e-11,5.213209647285891e-09,4.2657000376182674e-08,9.467544508065312e-05,2.1681800370057998e-09,1.0011631765727075e-10,1.281997485107114e-06,9.283563237438664e-05
0.00023279136529704743,0.9480160100683389,3.76,0.0,0.011443650436780108,0.023451475493805968,1.0508361908458823,3.097052507287513e-05,2.5390711268397315e-05,0.00732066587745566,2.0859388435648197e-05,7.517198910203181e-09,0.004156286911557193,0.03222346697225136,0.6529362512154829,0.00019765818987426906,0.00021452402939296602,4.127512309473078e-08,3.0536233730019794e-06,0.001592160910878336,9.611587452737064e-05,3.198999696154412e-05,0.5285212794468195,4.861346265144134e-07,6.240819167724003e-10,9.997648017369634e-05,0.09533556212215398,4.0595954199806334e-05,1.2938816214883352e-05,0.00016212336415242644,1.2869969114749206e-13,2.497288942597876e-11,3.6650642229802097e-13,1.3909511932506072e-07,0.18425040133684686,7.536026081330633e-05,0.000517350750645578,5.117524148002841e-09,5.291815771131865e-11,5.1160083344195414e-09,4.222026871664132e-08,9.439866651153226e-05,2.1614419716491337e-09,9.891550884189325e-11,1.242655583248354e-06,9.252276702957319e-05
0.00023316858532171003,0.9480144780878161,3.76,0.0,0.011365203843819893,0.022899885237518906,1.0512117049536502,3.0320363982341792e-05,2.481432075102543e-05,0.007240447987265939,2.0346261218679047e-05,7.2598836819543645e-09,0.004102412671256031,0.031861511360689446,0.6532985535117575,0.00019424569851579434,0.00020820095786824804,4.012960650606205e-08,2.9928371703561023e-06,0.0015743315843237831,9.499029875319376e-05,3.1183823364899e-05,0.5289601609716261,4.7407822869412216e-07,6.080893565535967e-10,9.846970359146162e-05,0.09513608567598507,3.989867332200869e-05,1.2654267578846822e-05,0.00016013565348451514,1.2412798761942402e-13,2.4367523985688797e-11,3.5349659673157414e-13,1.3421510635226925e-07,0.184429779689656,7.38270319212619e-05,0.0005144666943393281,5.015884496569791e-09,5.1268504296270036e-11,5.021855359235201e-09,4.178598676336114e-08,9.414871874268576e-05,2.1553305289172325e-09,9.77284932860444e-11,1.2048025686611544e-06,9.223739942472636e-05
0.00023354580534637264,0.9480127115606777,3.76,0.0,0.011290421266811273,0.022367618738969277,1.051569971939811,2.9674029567391403e-05,2.4249983416382684e-05,0.00716240409549811,1.9851489541410474e-05,7.014638416376594e-09,0.004049339295679931,0.0315030858088264,0.6536585506401789,0.00019093081802226778,0.00020209412792803998,3.902945013918448e-08,2.934212116545224e-06,0.0015571454232257585,9.391342086897631e-05,3.0403318691654528e-05,0.5293861984191314,4.6244689528897225e-07,5.925636858688135e-10,9.699514182509712e-05,0.09494154126506255,3.921858338741584e-05,1.2378134143825533e-05,0.00015817172082060785,1.1975226325922603e-13,2.3784387239077476e-11,3.4104419775398697e-13,1.2954329427057178e-07,0.18460422403451776,7.233939382776784e-05,0.0005116674497281998,4.917859269226942e-09,4.967961462600513e-11,4.9306376665892965e-09,4.135438880846427e-08,9.392433674748435e-05,2.1498161835953946e-09,9.655551870954143e-11,1.1683753452620412e-06,9.197822335395926e-05
0.00023392302537103525,0.948010729582989,3.76,0.0,0.0112191383945876,0.02185386088729409,1.0519117990558313,2.903233036405952e-05,2.3697627305041825e-05,0.007086447287320065,1.9374278103470172e-05,6.7807760930491445e-09,0.003997064971180219,0.031148287119108335,0.6540160904110026,0.00018770956360048642,0.00019619613487965239,3.797239016855117e-08,2.8776392813151003e-06,0.0015405702368466799,9.288259192555935e-05,2.96474966925452e-05,0.5297998599333388,4.512218207367914e-07,5.774918853754679e-10,9.555195693988468e-05,0.09475177346372766,3.855521019361245e-05,1.2110125733669469e-05,0.00015623159271067189,1.1556306920327187e-13,2.3222406115063002e-11,3.2912235771049214e-13,1.250696673517799e-07,0.18477392212216037,7.089574441237325e-05,0.000508949905480563,4.823310762836886e-09,4.814914488626276e-11,4.84224651463556e-09,4.0925688433795885e-08,9.372432333528103e-05,2.144870991598417e-09,9.539679170732194e-11,1.1333135824595757e-06,9.174400360194008e-05
0.0002342625233932316,0.9480087763021305,3.76,0.0,0.011157847150330611,0.021406660462724797,1.052206022770316,2.84593768462056e-05,2.3210676040965236e-05,0.00701980200516547,1.895917547443351e-05,6.579500924449879e-09,0.003950698902165024,0.03083213953729177,0.6543356599472162,0.00018488735457514315,0.00019106052112630208,3.7056120565498475e-08,2.8283938261537375e-06,0.0015261498850048362,9.19921601511783e-05,2.8987580948547446e-05,0.5301619455888257,4.4145186936216077e-07,5.643047249567567e-10,9.427924547022624e-05,0.0945849418549785,3.797208366814781e-05,1.1875632761997361e-05,0.00015450582865933664,1.1194484560226727e-13,2.2733875168862828e-11,3.188251943245421e-13,1.2120497224269274e-07,0.18492274074392642,6.963279102517668e-05,0.0005065714978606465,4.74107940474218e-09,4.681979298288381e-11,4.765024671751274e-09,4.054249639477666e-08,9.356420823499109e-05,2.1408850451104983e-09,9.436625935425383e-11,1.1028777449531302e-06,9.155357622444156e-05
