Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93)
0.004878951879670093,0.8665474698017599,3.76,0.0,3.0006701644363504e-09,3.16303082651255e-06,0.9812701279228023,7.625895890858838e-14,1.16777248108534e-13,5.207683870428258e-10,2.956681627642579e-09,9.84095511223178e-20,0.0005643083611742655,0.004113230745651609,0.49049711135923046,1.753978957996809e-08,3.0818119669449515e-06,1.8065165977882992e-14,1.6626834511705584e-15,1.4053388121070606e-11,1.6685904363953424e-15,2.2520165587142392e-07,0.45594981867274625,5.311227636736501e-09,7.228173384436385e-19,6.894552138486606e-13,4.353450359247906e-09,2.1498122702236485e-13,1.5078586502388374e-13,4.19882400247632e-12,5.805424237640636e-19,3.813228376713778e-20,5.512967844065517e-19,4.1777898279653277e-10,0.2811029728493558,4.1597251831625013e-13,2.3539684423562817e-11,6.895185207583817e-17,4.6276943402305315e-20,2.0292757971691817e-16,9.030832117141377e-09,2.5758941876893736e-18,5.14419252684274e-23,2.2211846362083782e-11,3.5586093852040816e-08,1.4441136600441215e-18,3.244134881230331e-18,7.42292547971201e-17,9.34071744788052e-13,1.1943793473764207e-13,2.231793376654493e-18,9.616166557982512e-30,1.4007715157062643e-08,4.792739643155085e-12,5.0070462293942644e-17,1.4795914968893627e-20,7.465472487881188e-20,7.442715682366169e-23,2.3797830962643983e-23,3.304675260146672e-20,3.4702886790420176e-25
0.004893919044859998,0.8665464112215847,3.76,0.0,2.988042026085169e-09,3.1434302068852303e-06,0.9812732913984419,7.506625307876834e-14,1.152952640357991e-13,5.171850267906362e-10,2.9370089330869706e-09,9.712689868931773e-20,0.0005625543741238536,0.004100466707252545,0.4905012073906971,1.753998197459024e-08,3.0626728482696395e-06,1.8007404846042833e-14,1.6433014626614876e-15,1.3930547850500241e-11,1.65253174541822e-15,2.245378703673343e-07,0.45595117052428397,5.279408361205772e-09,7.129366190773811e-19,6.815653557719874e-13,4.316726216488379e-09,2.1250498914730275e-13,1.4930115851171088e-13,4.158431951705599e-12,5.771230822308121e-19,3.76815407865274e-20,5.479943436983579e-19,4.164812158658624e-10,0.28110162181965925,4.1130954143017407e-13,2.334657188462604e-11,6.836941135064507e-17,4.567255411565283e-20,2.0151449440206486e-16,9.002781055196853e-09,1.9441632227919338e-18,4.1029497632686525e-23,2.214203861195639e-11,3.558541386813449e-08,1.959069622897404e-18,3.207237410565487e-18,7.358404693038291e-17,9.300144077318132e-13,1.1830400468182765e-13,2.368872690959627e-18,7.875008316449218e-30,1.3969938511605005e-08,4.792715763112649e-12,5.007042243581086e-17,1.809229687642985e-20,7.46547032739905e-20,8.45322815613629e-23,2.5259240986752374e-23,3.294404628172718e-20,3.4162890577099387e-25
0.004908886210049902,0.8665453592291044,3.76,0.0,2.97552919594189e-09,3.124011795419955e-06,0.9812764352602742,7.389624769783487e-14,1.1383729982364928e-13,5.136408035946753e-10,2.9175244345281523e-09,9.5865531125184e-20,0.0005608112891590731,0.0040877818768191914,0.49050527797754495,1.754017383243606e-08,3.0437118196353217e-06,1.7950022353621745e-14,1.6242105565409115e-15,1.3809215052510284e-11,1.636681433759324e-15,2.238779999849386e-07,0.45595251420180233,5.247874823727884e-09,7.032263682267435e-19,6.737920218115277e-13,4.280438894608049e-09,2.100655503889872e-13,1.4783660363517196e-13,4.118576970614228e-12,5.737349229218775e-19,3.7237657033595634e-20,5.447220966367883e-19,4.1519151015898163e-10,0.2811002789586081,4.067149839527637e-13,2.3155744285583007e-11,6.779408321501107e-17,4.50783877104675e-20,2.0011706268401063e-16,8.974904224572524e-09,2.2238400044171043e-18,4.6984899682858014e-23,2.20726694531252e-11,3.558474020744335e-08,2.1155570254358746e-18,3.1708856263048654e-18,7.294696827932928e-17,9.259953001378688e-13,1.1718531451736883e-13,2.248489659522184e-18,1.110156738841642e-29,1.3932395282285063e-08,4.792692032818654e-12,5.0070382862282656e-17,1.616406818130556e-20,7.465468174857452e-20,8.406381509690518e-23,2.3976468524506168e-23,3.284197838769865e-20,3.363330178821667e-25
0.004938820540429711,0.8665432747643109,3.76,0.0,2.9508435281083797e-09,3.08571264314057e-06,0.9812826648623886,7.162232259768939e-14,1.109915544856081e-13,5.066674996245347e-10,2.879110653808697e-09,9.340495158210333e-20,0.0005573574239858975,0.004062646927553194,0.49051334375455335,1.7540555976188824e-08,3.0063152792557264e-06,1.7836378556245292e-14,1.5868807555098019e-15,1.3570977397271892e-11,1.6055923865789135e-15,2.225698678443475e-07,0.45595517732669694,5.185651404019211e-09,6.843032842429962e-19,6.585865534131396e-13,4.209148083215929e-09,2.05294410271148e-13,1.449665747201826e-13,4.040442309996805e-12,5.670506485444432e-19,3.636996053343509e-20,5.382667249032046e-19,4.12635985746671e-10,0.2810976174507409,3.97726156619894e-13,2.278080663694549e-11,6.666432122912523e-17,4.3919879298469266e-20,1.9736823801357247e-16,8.91966684560196e-09,3.148162683907582e-18,5.805920119592217e-23,2.1935230584105363e-11,3.5583411561029696e-08,2.272625919704707e-18,3.0997796820987673e-18,7.169667299812662e-17,9.180696194185788e-13,1.1499260688408045e-13,1.9095634023891884e-18,7.380410661388927e-30,1.385800047769787e-08,4.792645015860009e-12,5.0070304556573625e-17,2.248618953810328e-20,7.465463893399909e-20,1.0196826056547159e-22,2.0359904709025767e-23,3.263973435873983e-20,3.2604398759268094e-25
0.0049687548708095206,0.866541215929096,3.76,0.0,2.9266015441067334e-09,3.048115805507592e-06,0.9812888181469736,6.94332838977148e-14,1.0823637800983781e-13,4.998440399110094e-10,2.841421904388704e-09,9.102452349705025e-20,0.0005539459749464309,0.0040378201622825296,0.4905213105358435,1.7540935959226475e-08,2.96960517321004e-06,1.7724204723226406e-14,1.5506527167222563e-15,1.3338490726706002e-11,1.5752968411052239e-15,2.2127698991850722e-07,0.4559578086226543,5.1245307597931515e-09,6.660209396098774e-19,6.43822507454026e-13,4.139525909287961e-09,2.0066262892888928e-13,1.4217310905451557e-13,3.964350176054101e-12,5.604866518628236e-19,3.5528208433630603e-20,5.319278067135137e-19,4.1011182529599216e-10,0.2810949877509513,3.889965306832485e-13,2.2414601632192312e-11,6.556169812110805e-17,4.279981417889843e-20,1.9467930394295448e-16,8.86510735301034e-09,2.356498572235352e-18,4.609445907032467e-23,2.179949760949219e-11,3.5582107333942705e-08,2.030793720749168e-18,3.030740666220504e-18,7.047734512009675e-17,9.102904640442826e-13,1.128577725655673e-13,1.9866877361968595e-18,7.449615745484944e-30,1.3784513817719729e-08,4.792598581223135e-12,5.007022735234547e-17,1.8021101452966765e-20,7.465459643121995e-20,8.584878570103218e-23,2.118339537710324e-23,3.243997419896612e-20,3.1614349335707877e-25
0.00499868920118933,0.8665391822568054,3.76,0.0,2.9027920101619468e-09,3.011204250878781e-06,0.9812948964976959,6.732542396307681e-14,1.0556829528892352e-13,4.931661411254091e-10,2.8044403668607305e-09,8.872110620624185e-20,0.0005505761704908593,0.0040132959841799355,0.49052918012220786,1.7541313830334737e-08,2.9335648488735215e-06,1.7613472006532286e-14,1.5154868667392204e-15,1.3111577575339219e-11,1.545769367155581e-15,2.1999910287760531e-07,0.45596040865146753,5.064487051834001e-09,6.483534626423507e-19,6.294842657020762e-13,4.071522269476493e-09,1.9616524671883378e-13,1.3945364136972176e-13,3.8902333912483754e-12,5.540400717054474e-19,3.471145732475883e-20,5.257025648240376e-19,4.076184586890517e-10,0.2810923892978564,3.8051694287962074e-13,2.2056867455883395e-11,6.448537301961846e-17,4.171665338480114e-20,1.9204852162917167e-16,8.811213425280114e-09,1.9008228192463266e-18,3.9342969311587537e-23,2.1665439170745247e-11,3.5580826963635625e-08,1.6631848174722062e-18,2.9636951964342386e-18,6.928799394246785e-17,9.026537558283854e-13,1.1077885625262369e-13,2.039739232963351e-18,7.666270727347337e-30,1.3711918786878771e-08,4.792552718126346e-12,5.007015122584039e-17,1.4995661800105764e-20,7.465455423646903e-20,7.393398817029249e-23,2.1749893591479714e-23,3.2242652715491565e-20,3.0661418557258153e-25
0.005028623531569139,0.8665371732915014,3.76,0.0,2.879404056387724e-09,2.974961459805169e-06,0.9813009012651288,6.529522225467056e-14,1.0298398870148745e-13,4.866296724678579e-10,2.768148760832701e-09,8.649170300792844e-20,0.0005472472576221799,0.003989068930781239,0.49053695427106525,1.7541689570450157e-08,2.89817815460596e-06,1.7504152181244688e-14,1.4813453024576383e-15,1.2890067113415278e-11,1.5169855138580775e-15,2.1873594939566553e-07,0.45596297796190416,5.00549519200211e-09,6.312761895631947e-19,6.155568605593279e-13,4.005088890788461e-09,1.9179751178028719e-13,1.368057102234208e-13,3.818027450101997e-12,5.477081313073289e-19,3.391880408461501e-20,5.195883041330318e-19,4.051553295067566e-10,0.28108982154308765,3.7227860536526557e-13,2.1707350821527257e-11,6.343453415964838e-17,4.0668932431937067e-20,1.8947421516641386e-16,8.757973036937763e-09,2.0992715916149268e-18,4.1930297244645315e-23,2.1533024671235305e-11,3.5579569903307735e-08,1.6509394056844679e-18,2.8985728571721677e-18,6.812766500490803e-17,8.951555590019406e-13,1.0875398261030645e-13,1.923953880778904e-18,7.383961606604729e-30,1.3640199266847002e-08,4.792507416053459e-12,5.0070076153986874e-17,1.4804504243245053e-20,7.46545123460645e-20,7.23717188294014e-23,2.0515116548518127e-23,3.204772580266988e-20,2.974396086907481e-25
0.005058557861948948,0.8665351885887921,3.76,0.0,2.8564271604084217e-09,2.9393714061897413e-06,0.9813068337677592,6.333933067588084e-14,1.0048028674962101e-13,4.802306496708444e-10,2.7325303253515716e-09,8.433345271931469e-20,0.0005439585013279546,0.00396513366987639,0.4905446346977956,1.7542063121706498e-08,2.8634294214762336e-06,1.739621779524386e-14,1.4481917084924005e-15,1.2673794850808923e-11,1.4889217656235092e-15,2.1748727797961393e-07,0.4559655170900872,4.947530816768324e-09,6.147655989302689e-19,6.020259429625369e-13,3.940179250198942e-09,1.875548697341359e-13,1.3422695229428555e-13,3.747670381334739e-12,5.414881353161764e-19,3.314938386518531e-20,5.135824087552053e-19,4.0272189460956945e-10,0.28108728395091054,3.642731203613163e-13,2.1365808412183912e-11,6.240840231008288e-17,3.9655253189045964e-20,1.869547690637e-16,8.705374449493984e-09,2.053423784548339e-18,4.0893206880153545e-23,2.1402224252679902e-11,3.5578335621386064e-08,1.7873087812028343e-18,2.8353062497947327e-18,6.699544279610116e-17,8.877920801248445e-13,1.0678135235947534e-13,1.8939071685629224e-18,6.991884883528921e-30,1.3569339524276687e-08,4.792462664745451e-12,5.007000211437448e-17,1.56049802349023e-20,7.465447075640951e-20,7.528014855128757e-23,2.0194467622047206e-23,3.1855150408755875e-20,2.886041443434887e-25
0.005088492192328757,0.866533227714565,3.76,0.0,2.8338511345233387e-09,2.9044185399519893e-06,0.981312695292921,6.145456735980844e-14,9.805415887746501e-14,4.739652265557892e-10,2.697568800967338e-09,8.224362311102872e-20,0.000540709184052172,0.003941484995690675,0.4905522230769784,1.7542434471052107e-08,2.8293034462608046e-06,1.7289642119820246e-14,1.4159912824364136e-15,1.2462602367193388e-11,1.4615554993040666e-15,2.1625284280655455e-07,0.4559680265598514,4.890570262513284e-09,5.987992530559185e-19,5.888777534370939e-13,3.876748498840585e-09,1.8343295437123576e-13,1.317150977382744e-13,3.679102617962858e-12,5.353774669626368e-19,3.240236826962317e-20,5.076823392643901e-19,4.003176237478678e-10,0.2810847759978692,3.564924277787265e-13,2.1032006281121214e-11,6.140622905003084e-17,3.8674283285310443e-20,1.844886247814291e-16,8.653406203023673e-09,1.8985825644756445e-18,3.8473947915148755e-23,2.1273008773243932e-11,3.557712360103409e-08,1.7091975363940884e-18,2.7738307879490153e-18,6.589044899734862e-17,8.80559661581462e-13,1.0485923868775504e-13,1.9220322223216984e-18,6.837525268943983e-30,1.3499324199495489e-08,4.792418454192698e-12,5.006992908523068e-17,1.5011537929360985e-20,7.465442946398945e-20,7.257603989234131e-23,2.049451856705884e-23,3.16648845049446e-20,2.800929662033027e-25
0.005148360853088375,0.8665293757662986,3.76,0.0,2.7898625476306397e-09,2.8363644549228243e-06,0.9813242104095332,5.788646487350365e-14,9.342315893209694e-14,4.618204555343766e-10,2.6295538529331484e-09,7.825890100835522e-20,0.0005343260807259788,0.0038950271956785993,0.49056713019378145,1.7543170513289533e-08,2.7628611887810915e-06,1.708046352026008e-14,1.3543178694365365e-15,1.2054851934031345e-11,1.4088291600629635e-15,2.1382572537134658e-07,0.45597295855996384,4.779569322430822e-09,5.6841462954433925e-19,5.636773068294026e-13,3.75415224719973e-09,1.7553472776659412e-13,1.2688346079354118e-13,3.5471081360408525e-12,5.234740230960315e-19,3.097240937588152e-20,4.961898870045373e-19,3.955945154514915e-10,0.2810798469748163,3.41574805444052e-13,2.03867271349697e-11,5.947089769459504e-17,3.680543983363498e-20,1.7971027970561736e-16,8.551316240084752e-09,1.3170464600900976e-18,2.938576115526905e-23,2.101921952657639e-11,3.5574764348587234e-08,1.1055379725458979e-18,2.656008024142924e-18,6.375879497270613e-17,8.6647401836563e-13,1.0115999660858682e-13,1.89762315576962e-18,6.74172195186055e-30,1.3361767171167967e-08,4.792331616518466e-12,5.006978597431583e-17,9.786075552087294e-21,7.465434775718255e-20,5.093167514630221e-23,2.0235340650523214e-23,3.129111799769627e-20,2.6398784742249103e-25
0.005202242647772032,0.8665259863580739,3.76,0.0,2.7515480208051043e-09,2.777148135908147e-06,0.9813343435792434,5.488956555341831e-14,8.949277711645765e-14,4.5131113223837264e-10,2.570433577812622e-09,7.488164748966685e-20,0.0005287093105694717,0.0038541455401156733,0.49058024780131576,1.7543825347867946e-08,2.7050494380139594e-06,1.689659560386705e-14,1.3017510022745946e-15,1.1703775514863872e-11,1.3635508255222676e-15,2.1168765225850632e-07,0.4559773009435737,4.682877656774867e-09,5.427249395007906e-19,5.42178920129949e-13,3.6484553961261562e-09,1.6879895481866164e-13,1.2274278964226438e-13,3.4338804868671925e-12,5.131100878649788e-19,2.975444586323871e-20,4.861846029284746e-19,3.91438390528576e-10,0.2810755072082089,3.288433718953487e-13,1.983026295810318e-11,5.780406727957264e-17,3.5223168350369154e-20,1.7557751492597696e-16,8.461481498127472e-09,1.5895206464777445e-18,3.18554846158534e-23,2.0795951288476493e-11,3.5572712256159444e-08,1.3053350562268273e-18,2.5554975061621967e-18,6.19252678052842e-17,8.542110467107206e-13,9.798748987822434e-14,1.558851803810867e-18,5.3773244599039756e-30,1.3240706942589708e-08,4.792255216426317e-12,5.0069660424156185e-17,1.1523726139804867e-20,7.465427520389251e-20,5.732743913851423e-23,1.6621982783318883e-23,3.0962224882416854e-20,2.504681989906288e-25
0.005256124442455689,0.8665226678548293,3.76,0.0,2.7143879046100346e-09,2.719774532517618e-06,0.9813442654708645,5.208024941585884e-14,8.57722859673392e-14,4.411806231829178e-10,2.5132099449080526e-09,7.16888062646941e-20,0.0005232099092566141,0.0038141168680957196,0.49059309147495767,1.7544472881057116e-08,2.6490385968092906e-06,1.671674505086881e-14,1.2517930664362199e-15,1.1366945021577886e-11,1.3202173547980432e-15,2.0959212467598705e-07,0.45598155485401703,4.589099914612841e-09,5.184935288139291e-19,5.217307462454825e-13,3.546922135204425e-09,1.6239413983849643e-13,1.1878742142795325e-13,3.3256228902647104e-12,5.030629933918029e-19,2.8597679890110526e-20,4.764859264591618e-19,3.873690614129749e-10,0.28107125585774223,3.167290398133397e-13,1.9295594797051867e-11,5.6204400375452e-17,3.3728733708564167e-20,1.715955830663438e-16,8.373522739014734e-09,2.134500229980483e-18,3.9919189450474054e-23,2.0577395628663256e-11,3.5570724877853643e-08,1.6011718869379078e-18,2.4598993062075966e-18,6.01677259824233e-17,8.423214277786155e-13,9.495477345133355e-14,1.5044242089004955e-18,5.0772288455395226e-30,1.3122159719954428e-08,4.792180423345384e-12,5.0069537836176775e-17,1.4127371957876567e-20,7.465420356236657e-20,6.698521036330109e-23,1.604098953708106e-23,3.064020458751703e-20,2.378002955720233e-25
0.005310006237139346,0.8665194180708158,3.76,0.0,2.6783333374411075e-09,2.6641681111845967e-06,0.9813539825782192,4.9444834097875736e-14,8.224822655743491e-14,4.314108235367283e-10,2.457804078455792e-09,6.866831055392402e-20,0.0005178242597007601,0.003774914932054248,0.4906056696544375,1.7545113019124256e-08,2.5947548193730518e-06,1.6540779238481708e-14,1.2042871343227373e-15,1.1043624358668675e-11,1.2787243399522313e-15,2.0753789438670604e-07,0.45598572294487766,4.498120456124766e-09,4.956219949615202e-19,5.02270521278206e-13,3.4493429209683474e-09,1.5630055291570267e-13,1.1500698030655223e-13,3.2220619305188768e-12,4.9331998547370745e-19,2.749838734719788e-20,4.670814859002775e-19,3.8338385491763916e-10,0.2810670902717111,3.0519533215878e-13,1.8781627549546194e-11,5.466842016955356e-17,3.2316279313109297e-20,1.67757173498049e-16,8.287382188479177e-09,1.5017613764440551e-18,3.1722180550635815e-23,2.0363405866206405e-11,3.556879967288206e-08,1.1885649678950915e-18,2.3689214083065548e-18,5.848211928204601e-17,8.307880190863699e-13,9.205398880126075e-14,1.8791111228795577e-18,6.071014266194829e-30,1.3006048077965339e-08,4.792107186985628e-12,5.006941810370433e-17,1.1011109857829455e-20,7.465413281464555e-20,5.405126772360892e-23,2.0037579601259494e-23,3.032484526536024e-20,2.2592093057369286e-25
0.005363888031823003,0.8665162349051738,3.76,0.0,2.6433380905630052e-09,2.6102571658445683e-06,0.9813635011326511,4.6970773846150105e-14,7.890814162663951e-14,4.2198469181355827e-10,2.404141128467523e-09,6.58090081503171e-20,0.000512548891660008,0.0037365145484004767,0.49061799043649773,1.7545745829745946e-08,2.5421279994527584e-06,1.636857153908106e-14,1.1590873279002433e-15,1.0733123409071534e-11,1.238974077492282e-15,2.0552376140400037e-07,0.45598980776541614,4.409829311882579e-09,4.740195789833633e-19,4.837403070254741e-13,3.3555209874642796e-09,1.5049984204150676e-13,1.11391781709371e-13,3.122942105634808e-12,4.838689442044066e-19,2.645310923623771e-20,4.57959526288976e-19,3.794802063061711e-10,0.2810630079026508,2.9420829686791933e-13,1.82873331951923e-11,5.3192869210623613e-17,3.0980398925177264e-20,1.6405541160865937e-16,8.20300441601291e-09,1.155174577703234e-18,2.52241826257553e-23,2.0153841333175064e-11,3.556693422121298e-08,1.1543342254256537e-18,2.2822920909625197e-18,5.6864660305199e-17,8.195947066012047e-13,8.927781020350518e-14,1.6152503386476262e-18,5.2781979747444286e-30,1.289229773472227e-08,4.792035459141553e-12,5.00693011251928e-17,1.0094767026186877e-20,7.46540629434001e-20,5.012904510381242e-23,1.7223725759757617e-23,3.001594367201123e-20,2.147722660124224e-25
0.00541776982650666,0.866513116344986,3.76,0.0,2.6093583953917744e-09,2.5579735864973617e-06,0.9813728271161701,4.4646550667291155e-14,7.57404918882828e-14,4.1288618035983267e-10,2.3521500259947058e-09,6.310058355758155e-20,0.0005073804743356723,0.003698891543969004,0.4906300615922294,1.7546371322283668e-08,2.491091544998712e-06,1.6200000798075214e-14,1.1160579241116269e-15,1.0434794654942902e-11,1.200875069841748e-15,2.0354857167110997e-07,0.4559938117656277,4.324121851930157e-09,4.536024951724115e-19,4.660861457078744e-13,3.265271433076579e-09,1.4497492259593034e-13,1.0793278069121134e-13,3.0280245140509197e-12,4.746983463643417e-19,2.545862999327399e-20,4.491088727429262e-19,3.7565565383043517e-10,0.2810590063022828,2.837363120948191e-13,1.7811745289525406e-11,5.177469145438396e-17,2.9716100182605066e-20,1.604838296947067e-16,8.12033621682451e-09,2.108224522012212e-18,3.784397224236475e-23,1.9948567068673755e-11,3.5565126216760014e-08,1.6418796168613812e-18,2.1997583311823402e-18,5.531180302836896e-17,8.087263240055375e-13,8.66194026512862e-14,9.795118664162568e-19,4.4316279739398026e-30,1.2780837393282498e-08,4.791965193584601e-12,5.006918680391825e-17,1.1295740119951032e-20,7.465399393188803e-20,5.423502855413807e-23,1.0443799256120288e-23,2.971330473331806e-20,2.0430132140372555e-25
0.005471651621190317,0.8665100604553178,3.76,0.0,2.5763527871126135e-09,2.5072526437388397e-06,0.9813819662738009,4.246158012763409e-14,7.273457723528435e-14,4.0410016854917366e-10,2.3017632566442736e-09,6.053348687502182e-20,0.0005023158094197337,0.0036620227057090875,0.49064189058335456,1.754698936146471e-08,2.4415821716081267e-06,1.603495115025565e-14,1.0750725573537709e-15,1.0148030085517391e-11,1.1643415714516425e-15,2.0161121487078192e-07,0.45599773730100857,4.240898481387705e-09,4.342933376239134e-19,4.4925775138534583e-13,3.178420383361216e-09,1.397098786470632e-13,1.0462152326315929e-13,2.9370856226667338e-12,4.657972309546779e-19,2.4511958186392852e-20,4.405188968743479e-19,3.7190783359906e-10,0.2810550831167534,2.737499172302804e-13,1.7353954791497852e-11,5.0411018061869456e-17,2.8518768559445754e-20,1.5703633917924237e-16,8.039326500945643e-09,1.7140213814082692e-18,3.2496051267238434e-23,1.9747453531855058e-11,3.556337346112622e-08,1.317879676971087e-18,2.121084510037613e-18,5.3820225145215396e-17,7.981685886526308e-13,8.407238396274768e-14,1.4771629704626504e-18,3.826965391999785e-30,1.2671598592830955e-08,4.7918963459624875e-12,5.0069075047697556e-17,1.1103896876353486e-20,7.465392576391611e-20,5.318302183822965e-23,1.5750747813443246e-23,2.941674113733592e-20,1.9445951992914147e-25
0.005525533415873974,0.8665070653787532,3.76,0.0,2.5442819585254292e-09,2.4580327888201e-06,0.9813909241252129,4.040613198607346e-14,6.988046918051148e-14,3.9561239178623614e-10,2.2529166500991234e-09,5.809886893549215e-20,0.0004973518245546502,0.003625885733366183,0.490653484577531,1.7547600023152293e-08,2.393539704818997e-06,1.5873311755557233e-14,1.036013471587484e-15,9.87225837827576e-12,1.1292931594114095e-15,1.9971062237510638e-07,0.4560015866370505,4.1600643487881435e-09,4.160205195080554e-19,4.332082199713075e-13,3.0948042118595823e-09,1.346898701766394e-13,1.0145009990847511e-13,2.8499160582946e-12,4.571551662339378e-19,2.3610308391455275e-20,4.321794846751554e-19,3.682344747507106e-10,0.28105123608214294,2.642216208524299e-13,1.6913106735216778e-11,4.909915557564833e-17,2.7384131674790885e-20,1.5370720129139747e-16,7.959926188924673e-09,2.266490723290409e-19,1.0512189990538152e-23,1.955037633171527e-11,3.556167385769704e-08,7.701718013126531e-19,2.0460508156836447e-18,5.238681283429291e-17,7.879080408080869e-13,8.163078920691231e-14,2.0273014297658555e-18,3.335526288174262e-30,1.2564515568682909e-08,4.791828873704049e-12,5.0068965768619617e-17,1.033916743745296e-20,7.465385842380789e-20,4.993333183691923e-23,2.1617418521998897e-23,2.9126072950963886e-20,1.8520227291898198e-25
0.005579415210557631,0.8665041293298388,3.76,0.0,2.5131086200544867e-09,2.4102554689581428e-06,0.9813997059756029,3.84712480748775e-14,6.716894921470062e-14,3.874093874276849e-10,2.2055491839753115e-09,5.578852397891755e-20,0.000492485567214973,0.003590459195207299,0.4906648504626669,1.75482035143047e-08,2.3469068982023563e-06,1.571497639950727e-14,9.987708472253576e-16,9.606942329606347e-12,1.0956543489633352e-15,1.9784576531581735e-07,0.4560053619534586,4.081529076944306e-09,3.9871778284550323e-19,4.1789376767004766e-13,3.014268832982154e-09,1.2990104937633362e-13,9.841110679201295e-14,2.7663196140881367e-12,4.487622192367216e-19,2.275108494218361e-20,4.240810068265365e-19,3.6463339493811737e-10,0.28104746302025135,2.551257521503341e-13,1.6488396036802468e-11,4.7836572487578675e-17,2.6308235176052897e-20,1.5049100453442906e-16,7.882088114235197e-09,1.7164808834080562e-18,3.289842554423489e-23,1.9357215974506087e-11,3.556002540606101e-08,1.3229947473305922e-18,1.9744520667940682e-18,5.1008645051275755e-17,7.779319824725724e-13,7.92890390293175e-14,8.279012223816144e-19,6.488207227218097e-30,1.2459525121312761e-08,4.791762735930668e-12,5.006885888280111e-17,6.614577949597588e-21,7.46537918963737e-20,3.3953597204710086e-23,8.828499927011342e-24,2.8841127261311463e-20,1.7648861436485964e-25
0.005633297005241288,0.8665012505923859,3.76,0.0,2.4827973768636393e-09,2.363864954693962e-06,0.9814083169259465,3.6648671587203275e-14,6.459144561030003e-14,3.794784500366866e-10,2.15960280147427e-09,5.3594834782974485e-20,0.00048771419894560206,0.0035557224863140063,0.4906759948604079,1.754879966253536e-08,2.3016292680908294e-06,1.5559843423487594e-14,9.632422078303294e-16,9.351576471607868e-12,1.0633542543291975e-15,1.9601565275197206e-07,0.45600906534813473,4.005206517983447e-09,3.823237613496874e-19,4.0327349971621415e-13,2.9366690618763797e-09,1.253304868390986e-13,9.549760806157433e-14,2.6861123066601068e-12,4.4060892811445685e-19,2.193186759930679e-20,4.1621429175497536e-19,3.6110249607476153e-10,0.28104376183461993,2.4643835728128265e-13,1.607906344954915e-11,4.662088598812969e-17,2.5287414775284605e-20,1.4738264595833856e-16,7.805766931359386e-09,3.2175802826027412e-18,5.372674027416342e-23,1.9167857626354137e-11,3.555842619683587e-08,1.6156662781253057e-18,1.9060968562310535e-18,4.968297752275684e-17,7.682284292289322e-13,7.70419112287293e-14,3.718138639749576e-19,4.691181292621689e-30,1.2356566493012405e-08,4.7916978933732355e-12,5.006875431016092e-17,8.486768652254075e-21,7.465372616687984e-20,4.162470344662363e-23,3.964041133060918e-24,2.856173783795445e-20,1.6828086676096275e-25
0.005687178799924945,0.8664984275158225,3.76,0.0,2.4533146201715572e-09,2.31880817814763e-06,0.9814167618826894,3.493079646625249e-14,6.213998714449628e-14,3.718075708986836e-10,2.1150222425358806e-09,5.151072610096106e-20,0.0004830349899209309,0.003521655789209324,0.4906869241388541,1.75493883120615e-08,2.2576549328270315e-06,1.5407815339468383e-14,9.293318481842725e-16,9.105684877566334e-12,1.0323262604917256e-15,1.942193299498694e-07,0.4560126988409465,3.931014515169714e-09,3.6678155840771043e-19,3.893091894147752e-13,2.861868011729942e-09,1.209661010405245e-13,9.270310047547915e-14,2.609121441124507e-12,4.326862752289595e-19,2.11503977091381e-20,4.08570599432586e-19,3.5763976031898347e-10,0.2810401305067639,2.3813703193664734e-13,1.5684393314128388e-11,4.5449853618933965e-17,2.431826708984207e-20,1.4437730636017718e-16,7.7309190290034e-09,-6.27123581612707e-19,-6.692591777306658e-24,1.8982190888760412e-11,3.5556874406837956e-08,6.9079197910936805e-19,1.840806152612986e-18,4.840723160058954e-17,7.587860584039143e-13,7.488451360410098e-14,2.385016027929362e-18,-3.539250099049924e-30,1.2255581251422652e-08,4.791634308293157e-12,5.006865197420114e-17,1.5401166785212847e-20,7.46536612210226e-20,6.964024211504562e-23,2.5429513613202063e-23,2.828774481406554e-20,1.605443481716376e-25
