Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24)
0.0024217069180454114,0.6593968489176352,3.76,0.0,0.4663543607370349,0.9355787707412286,0.08410075890692643,9.789227714459098e-17,1.743352420004593e-12,0.0020402472213169875,0.00044910523259759027,6.384561839178986e-07,2.336387417987458e-05,2.5788080900054137e-05,0.034817231613835195,0.009443116369611038,6.625564186468868e-06,2.9539143018294964e-07,2.0446558438105056e-06,0.015124898438814892,0.006779713762134698,4.164462722502091e-06,0.0343073601464161,2.8643212254419095e-05,2.5905512955172547e-12,6.488311240265347e-07,0.0010256136846058873,2.9557713994664686e-09,3.7327708103434834e-08
0.002432656235818789,0.6594440562711666,3.76,0.0,0.46557041814972155,0.9349582941956143,0.08492865057502634,1.0016172553814589e-16,1.7663205398955668e-12,0.0020454604640809124,0.00045089874675885883,6.396172177753082e-07,2.3521514164037874e-05,2.6021321899867236e-05,0.0351753364241908,0.009450478720114291,6.678013614485289e-06,2.97175589987472e-07,2.0598586925384627e-06,0.015272203813611676,0.006796302058872871,4.1966055795499825e-06,0.03470887535663405,2.881846004856786e-05,2.615885443046828e-12,6.59493593340204e-07,0.0010466022739931804,3.0400183199298224e-09,3.760243751932723e-08
0.0024436055535921666,0.6594916011766386,3.76,0.0,0.46478253133570946,0.9343337733951665,0.08576189359538434,1.0243787900426446e-16,1.7896598992266156e-12,0.00205068714302106,0.0004526960639529339,6.4077701754657e-07,2.3680406220713307e-05,2.6256869289569788e-05,0.035535466557947475,0.009457609114246224,6.730939359402079e-06,2.989687977495931e-07,2.0751512723919458e-06,0.015419928154632952,0.006812739292748719,4.228969449767341e-06,0.03511334886988543,2.899433219196537e-05,2.6412951504286707e-12,6.702959057570582e-07,0.0010679248347440888,3.1264187606365307e-09,3.787929264707138e-08
0.0024545548713655442,0.6595394854594275,3.76,0.0,0.4639906780724101,0.9337051783878072,0.0866005247668342,1.0481988195105593e-16,1.813438421378501e-12,0.0020559278479706008,0.00045449737976022007,6.419357137098491e-07,2.3840576136071785e-05,2.6494766314593996e-05,0.03589762918289796,0.009464510367074234,6.784350226489612e-06,3.007712929006835e-07,2.0905357107881564e-06,0.01556806516625161,0.006829027173420504,4.2615593089499044e-06,0.03552080050632299,2.9170848121772343e-05,2.6667794357486597e-12,6.812400085800331e-07,0.0010895854447707629,3.2150246615805693e-09,3.815832320515946e-08
0.002465504189138922,0.6595877109935512,3.76,0.0,0.463194835607883,0.9330724786172786,0.08744458167618895,1.0727182035270265e-16,1.837641794079841e-12,0.0020611831731932543,0.0004563028910899084,6.430934370916378e-07,2.4002050240925472e-05,2.6735056783974838e-05,0.03626183172765811,0.009471185246313359,6.838255285830391e-06,3.025833102887683e-07,2.1060141572234183e-06,0.015716608564252738,0.006845167402229229,4.294380148742694e-06,0.03593125054980911,2.9348027546829178e-05,2.692337331549018e-12,6.923279078374083e-07,0.0011115882330828984,3.305890312496075e-09,3.843957997296846e-08
0.0024753585751349613,0.6596314073324279,3.76,0.0,0.4624751473873033,0.9324995135031331,0.08820890360961979,1.095051967703515e-16,1.8597778390082042e-12,0.0020659259604561956,0.0004579316021505835,6.441346642990988e-07,2.4148514187503183e-05,2.695340170886475e-05,0.03659136450139335,0.009477001337261003,6.887200013969908e-06,3.0422246626506266e-07,2.1200269546249788e-06,0.01585063989790898,0.006859568764800445,4.3241206446388625e-06,0.036303236370247585,2.9508072832527945e-05,2.7154015756748187e-12,7.024316538282322e-07,0.0011316867595078833,3.389647437115738e-09,3.8694657324392896e-08
0.002485212961131001,0.6596753830778317,3.76,0.0,0.4617521917038793,0.931923175135437,0.0889776800229878,1.1179275326680777e-16,1.882273799652685e-12,0.0020706815134246314,0.0004595640172050704,6.451753043429399e-07,2.4296076180167456e-05,2.7173755207878634e-05,0.03692256163123994,0.009482638218467773,6.93655937200037e-06,3.058697102089393e-07,2.1341193233498906e-06,0.015984990757720204,0.006873853127166941,4.354056231091999e-06,0.03667768316814291,2.966868650832611e-05,2.7385239580602254e-12,7.126550543150503e-07,0.0011520689213137376,3.47532120647657e-09,3.895161848370498e-08
0.0024950673471270403,0.659719639702451,3.76,0.0,0.4610259508426356,0.931343439942788,0.08975094000740227,1.1417401052437012e-16,1.905158004195661e-12,0.0020754502739065814,0.00046120028226672956,6.462154523220226e-07,2.444475649816909e-05,2.739615133825073e-05,0.03725542908873271,0.00948809780675451,6.986340335930527e-06,3.075252233109411e-07,2.1482929291255272e-06,0.016119656585296592,0.006888021709347546,4.3841907588704755e-06,0.03705460672495507,2.982988352970472e-05,2.7617037817051737e-12,7.229996669517382e-07,0.0011727378389659155,3.562953862061292e-09,3.9210502751061057e-08
0.00250492173312308,0.6597641787077095,3.76,0.0,0.46029640672010713,0.9307602839280281,0.09052871320912148,1.16599603084875e-16,1.9284084436555536e-12,0.0020802326866344433,0.00046284054417728516,6.472552033336433e-07,2.4594575777182197e-05,2.7620624749712064e-05,0.03758997302687436,0.009493381986169334,7.036550043705788e-06,3.091891873591294e-07,2.1625494613213103e-06,0.01625463282903881,0.006902075723825996,4.414528147203268e-06,0.03743402314867053,2.999167903373896e-05,2.784940354001718e-12,7.33467083110767e-07,0.0011936966694865,3.6525891664695145e-09,3.947135016050116e-08
0.0025147761191191193,0.6598090016347979,3.76,0.0,0.45956354088146606,0.9301736826642005,0.09131102983509981,1.190209375639149e-16,1.9520086314173305e-12,0.0020850291991440775,0.0004644849503840857,6.482946522907452e-07,2.4745555003650525e-05,2.78472109428322e-05,0.037926199781623905,0.009498492607631172,7.0871957464430636e-06,3.1086178915154314e-07,2.176890650911876e-06,0.01638991494396554,0.006916016375230916,4.445072440238451e-06,0.03781594887712922,3.015408834421326e-05,2.8082329813835335e-12,7.440589219886486e-07,0.0012149486069165912,3.744271737614328e-09,3.973420151565115e-08
0.002524630505115159,0.6598541100558009,3.76,0.0,0.4588273344930574,0.9295836112843683,0.0920979206661442,1.215367314014218e-16,1.9760244404264847e-12,0.0020898402620056714,0.0004661336490402707,6.493338940672674e-07,2.489771555086952e-05,2.8075946173179463e-05,0.03826411587547819,0.009503431488289053,7.1382847888185745e-06,3.125432197307108e-07,2.1913182671181877e-06,0.01652549839144928,0.006929844859661806,4.475827725740691e-06,0.038200400685737525,3.031712697026665e-05,2.8315809739402553e-12,7.5477683867151e-07,0.0012364968833719651,3.838046527113806e-09,3.999909843258318e-08
0.0025344848911111983,0.6598995055824536,3.76,0.0,0.45808776833929454,0.9289900444772008,0.09288941706215208,1.241900297768084e-16,2.000481315446783e-12,0.0020946663290685747,0.0004677867893253497,6.503730237076351e-07,2.505107919745563e-05,2.8306867092790682e-05,0.038603728018798716,0.00950820041147062,7.1898247113100205e-06,3.1423366757002786e-07,2.2058340861446884e-06,0.01666137863901102,0.006943562364505437,4.5067980662898565e-06,0.03858739569044075,3.0480810597862236e-05,2.854983652763736e-12,7.65622532025171e-07,0.001258344769460956,3.933960309713013e-09,4.02660832964655e-08
0.002544339277107238,0.6599451898592792,3.76,0.0,0.4573448228164274,0.928392956478068,0.09368555097406901,1.26820481849087e-16,2.0253010757696868e-12,0.002099507857058048,0.00046944452109165454,6.514121359951586e-07,2.5205668048156734e-05,2.8540011262145653e-05,0.038945043112610815,0.0095128011263638,7.241823193605151e-06,3.15933326333286e-07,2.22043992710404e-06,0.016797551159845037,0.006957170067891626,4.537987712901139e-06,0.03897695135449386,3.0645155101284594e-05,2.878440334469089e-12,7.765977238265927e-07,0.0012804955752698133,4.032061512126512e-09,4.053519923937592e-08
0.0025541936631032773,0.6599911645697668,3.76,0.0,0.4565984779249489,0.9277923210587358,0.09448635495733487,1.2952640926946936e-16,2.0505518827377563e-12,0.0021043653058839063,0.00047110699478069944,6.524513256469225e-07,2.5361504648901494e-05,2.877541717375417e-05,0.03928806825230136,0.009517235347358285,7.294288003361207e-06,3.176423950111507e-07,2.2351376593023873e-06,0.016934011432410294,0.006970669138011438,4.5694009790509805e-06,0.039369085496495725,3.08101765510516e-05,2.901950339013574e-12,7.877041768412289e-07,0.0013029526514468277,4.132398419762794e-09,4.0806490327932206e-08
0.002563062610499713,0.6600327915513207,3.76,0.0,0.45592384421125337,0.9272486940821469,0.09521109885196254,1.3207320943690062e-16,2.0736750440870384e-12,0.0021087510051407774,0.00047260740050915096,6.533867408988951e-07,2.5502843396029563e-05,2.8989248483435156e-05,0.03959825898951701,0.009521085182641853,7.3419116280705665e-06,3.191887652711312e-07,2.2484457368512747e-06,0.01705706797250535,0.006982726376990562,4.597867666628143e-06,0.03972422583900453,3.095928807154441e-05,2.9231543802545806e-12,7.978137066739438e-07,0.001323428683533387,4.22465469381602e-09,4.105254914303064e-08
0.0025719315578961485,0.6600746564578739,3.76,0.0,0.4552464253398241,0.926702152284637,0.09593967696916884,1.3465141978818485e-16,2.097137941707771e-12,0.0021131503157904713,0.00047411188074176103,6.543223647601294e-07,2.5645228427769537e-05,2.9204972298347948e-05,0.039909846220326964,0.009524802718366272,7.389925354728414e-06,3.2074306323028236e-07,2.261831157210069e-06,0.017180350643751126,0.00699469739799265,4.626522177085162e-06,0.04008148297185623,3.11089730501899e-05,2.9444005822087657e-12,8.080323614955074e-07,0.0013441580429719912,4.318800487913652e-09,4.130043944665218e-08
0.002580800505292584,0.660116760596918,3.76,0.0,0.4545662058922979,0.9261526755594361,0.09667211432754659,1.3723467598761647e-16,2.1209427565428048e-12,0.0021175635800201984,0.0004756205466352915,6.552582661310054e-07,2.5788677002918943e-05,2.942261836328623e-05,0.04022283552846524,0.009528389131042104,7.438335139422715e-06,3.22305441104915e-07,2.275295359884701e-06,0.01730385615968854,0.00700658303078434,4.655367855067484e-06,0.04044087064012393,3.125924358758429e-05,2.9656884526067704e-12,8.183614990560721e-07,0.0013651432591164168,4.414873586363709e-09,4.155019511375808e-08
0.0025896694526890197,0.6601591052988175,3.76,0.0,0.4538831701771585,0.9256002434766003,0.09740843636643226,1.3992382849064126e-16,2.145146652714226e-12,0.0021219911425103275,0.00047713351002155366,6.561945141164265e-07,2.593320674008163e-05,2.9642216715228816e-05,0.0405372326313353,0.009531845573547247,7.487147110103875e-06,3.2387604753547826e-07,2.288839782392849e-06,0.017427581236335008,0.007018384097608878,4.684407975858746e-06,0.040802402836063456,3.14101119065861e-05,2.987017511585884e-12,8.28802520345583e-07,0.001386386889915568,4.512913097782877e-09,4.180185067521543e-08
0.0025985384000854553,0.6602016919211685,3.76,0.0,0.4531973022245629,0.9250448352752718,0.09814866895574939,1.4274487739512845e-16,2.1697627258722105e-12,0.002126433350253781,0.00047865088353774335,6.571311777804774e-07,2.6078835525658914e-05,2.9863797845998146e-05,0.040853043382124345,0.009535173174989302,7.53636751439457e-06,3.2545503276407516e-07,2.302465877359111e-06,0.01755152259165034,0.007030101412803068,4.71364585775527e-06,0.041166093804651166,3.1561590353151873e-05,3.008387281314678e-12,8.393568507711838e-07,0.0014078915227510825,4.6129594898555e-09,4.205544121189291e-08
0.002607407347481891,0.6602445218505236,3.76,0.0,0.4525085857868257,0.9244864298655713,0.09889283839487643,1.4549480002648386e-16,2.1947031072981185e-12,0.002130890552649639,0.0004801727797999495,6.580683259448334e-07,2.6225581435705433e-05,3.0087393124568016e-05,0.04117027376952335,0.009538373040635617,7.586002602021951e-06,3.2704255642610337e-07,2.3161751559996252e-06,0.01767567694566822,0.007041735782897849,4.743085036410353e-06,0.04153195804265463,3.171369140505959e-05,3.0297972716432214e-12,8.50025917039727e-07,0.001429659774305835,4.71505335553052e-09,4.231100232414714e-08
0.0026162762948783265,0.6602875965047632,3.76,0.0,0.4518170043012423,0.9239250057822878,0.09964097147163747,1.4834185061599712e-16,2.2200602578522982e-12,0.0021353631020139077,0.00048169931217192957,6.590060278175632e-07,2.637346300556922e-05,3.031303428433877e-05,0.041488929935741645,0.009541446248964346,7.636058836805988e-06,3.2863877156144144e-07,2.329969124625251e-06,0.01780004102014973,0.0070532880052907075,4.772728923562854e-06,0.04190001033354587,3.1866427670919094e-05,3.0512470121596893e-12,8.608112062881478e-07,0.00145169429476977,4.819236386348824e-09,4.256857044666713e-08
0.0026242583475351187,0.6603265741100205,3.76,0.0,0.45119211747471544,0.9234171251793568,0.10031770257864998,1.5100882512962136e-16,2.243252617312995e-12,0.002139401810572447,0.0004830772493302621,6.598504898441084e-07,2.650754290888909e-05,3.051788723939007e-05,0.041776944692500484,0.009544104720221531,7.681474942244178e-06,3.3008292669817387e-07,2.342457374212372e-06,0.017912145289339675,0.007063615422707127,4.799586351955247e-06,0.04223314056781019,3.200444391821216e-05,3.0705853735491037e-12,8.70618584710498e-07,0.00147175523333966,4.9148229738433665e-09,4.2802128273351445e-08
0.002632240400191911,0.6603657521442672,3.76,0.0,0.45056488384699733,0.9229067656714692,0.10099768642775983,1.537238208686462e-16,2.2667770011343296e-12,0.0021434534975118946,0.0004844591174525637,6.606955066656209e-07,2.664257174641116e-05,3.072444743677822e-05,0.0420661240851426,0.009546662206597322,7.727242306927888e-06,3.315343670367744e-07,2.355016602084903e-06,0.018024414388987563,0.007073877509335189,4.826615058375613e-06,0.042568066444616394,3.2142994346275645e-05,3.0899552021460647e-12,8.805224330811141e-07,0.001492035995207033,5.012168414540176e-09,4.303736900000212e-08
0.002640222452848703,0.6604051317763623,3.76,0.0,0.4499352908342216,0.9223939109986377,0.10168094334331824,1.5645538678517364e-16,2.2906264786232557e-12,0.0021475184233236003,0.0004858450001497628,6.615411277871555e-07,2.6778563724557713e-05,3.09327395505937e-05,0.04235647283911484,0.00954911945130278,7.77336588172002e-06,3.3299321152440786e-07,2.3676479768716727e-06,0.018136845930450486,0.007084074830912522,4.853817721716366e-06,0.042904799208197744,3.228208840654296e-05,3.1093561545807976e-12,8.905238973698189e-07,0.0015125385674576452,5.111305408999082e-09,4.327432070138631e-08
0.0026482045055054955,0.6604447139965736,3.76,0.0,0.44930332553132235,0.9218785445170872,0.10236749414975577,1.5924645712904163e-16,2.3148277027950934e-12,0.00215159685254837,0.0004872349816894758,6.623874041307247e-07,2.6915533108315067e-05,3.114278820267506e-05,0.04264799583515346,0.009551477170921734,7.819850650365701e-06,3.344595783835153e-07,2.380352662441939e-06,0.018249437525662198,0.007094207943659505,4.881197003670357e-06,0.0432433503953301,3.2421735645939354e-05,3.1287878902476513e-12,9.006241297825093e-07,0.0015332649717415376,5.21226691984127e-09,4.35130114955148e-08
0.0026561865581622877,0.6604845000475219,3.76,0.0,0.4486689749576938,0.9213606494906736,0.1030573597913316,1.6214559531802011e-16,2.339408440021904e-12,0.0021556890500256027,0.0004886291464097507,6.632343857866891e-07,2.7053494442110563e-05,3.1354618520839864e-05,0.04294069799046815,0.009553736075884162,7.866701705916687e-06,3.3593358790652505e-07,2.3931318382416764e-06,0.01836218678616102,0.007104277401209335,4.9087555987600905e-06,0.043583731613147235,3.2561945682689386e-05,3.1482500698623684e-12,9.108243045436052e-07,0.001554217238153857,5.315087024429392e-09,4.3753470125343405e-08
0.00266416861081908,0.6605244909711804,3.76,0.0,0.44803222589016395,0.9208402088907988,0.10375056159303532,1.6508255690863387e-16,2.3643433562334977e-12,0.0021597952825158275,0.0004900275790296313,6.640821228412465e-07,2.719246247992642e-05,3.156825625935283e-05,0.04323458433944506,0.009555896856584185,7.913924192135651e-06,3.3741536286052123e-07,2.4059867211272997e-06,0.01847509132321237,0.007114283749698881,4.936496297649356e-06,0.043925954691705356,3.2702728220957534e-05,3.1677423536786177e-12,9.211256228570342e-07,0.0015753974233241,5.419800212269127e-09,4.399572580839144e-08
0.002672150663475872,0.6605646879672032,3.76,0.0,0.4473930648524412,0.9203172053832125,0.10444712127746097,1.680817830916916e-16,2.3896504080181568e-12,0.0021639158194481194,0.0004914303648138527,6.649306657415382e-07,2.7332452233642985e-05,3.1783727464392114e-05,0.04352966003857911,0.009557960182652342,7.961523365164412e-06,3.3890502631804225e-07,2.418918530104526e-06,0.018588148747466553,0.007124227527280445,4.964421887265176e-06,0.04427003169385669,3.284409306752507e-05,3.1872644049730854e-12,9.315292999830342e-07,0.0015968076116748531,5.526441719447884e-09,4.4239808236111694e-08
0.0026801327161326645,0.6606050922257339,3.76,0.0,0.4467514781598245,0.9197916213810043,0.10514706089593831,1.711466715559073e-16,2.415338135449175e-12,0.0021680509322017636,0.0004928375893337778,6.657800648526497e-07,2.747347893763467e-05,3.2001058657454356e-05,0.043825930344521306,0.00955992670689552,8.009504557196067e-06,3.4040270321735227e-07,2.431928506718073e-06,0.0187013566685783,0.007134109265444775,4.9925352021588785e-06,0.04461597487472687,3.298605011742883e-05,3.206815888498376e-12,9.420365785736254e-07,0.001618449910714906,5.63504767547714e-09,4.448574760146483e-08
0.0026881147687894567,0.6606457049357681,3.76,0.0,0.446107451937962,0.9192634390665042,0.10585040279991222,1.742774409892714e-16,2.4414136522795606e-12,0.0021722008938325236,0.0004942493384408698,6.666303705129336e-07,2.7615558062537803e-05,3.222027682819829e-05,0.04412340060483367,0.009561797066973238,8.057873187703711e-06,3.419085197419391e-07,2.445017910870319e-06,0.018814712694932404,0.007143929489550753,5.020839121484134e-06,0.04496379666490215,3.312860934575949e-05,3.2263964704016663e-12,9.526487223278363e-07,0.001640326449122212,5.7456548888662174e-09,4.473357458342668e-08
0.002696096821446249,0.6606865273267976,3.76,0.0,0.445460972114468,0.918732640380646,0.10655716965468011,1.7747682367350352e-16,2.4678854722736976e-12,0.0021763659792286465,0.0004956656983393979,6.674816330406274e-07,2.7758705315359547e-05,3.24414094060694e-05,0.04442207626189325,0.009563571884767752,8.106634763138973e-06,3.434226034715661e-07,2.458188019844099e-06,0.018928214433379,0.007153688718495882,5.049336561934915e-06,0.04531350967844957,3.32717808117997e-05,3.2460058182919068e-12,9.633670166858476e-07,0.0016624393777599864,5.858300942236228e-09,4.498332035446653e-08
0.002704078874103041,0.660727560643284,3.76,0.0,0.4448120244056094,0.9181992070063699,0.1072673844609357,1.8074638696717015e-16,2.4947617453796877e-12,0.002180546465282029,0.0004970867556228746,6.683339027641904e-07,2.7902936645965285e-05,3.266448428703774e-05,0.04472196285915125,0.009565251765369435,8.155794877977896e-06,3.449450834468753e-07,2.471440129510807e-06,0.019041859488943682,0.007163387464232529,5.078030481387651e-06,0.045665126725483896,3.341557466633385e-05,3.2656436013222376e-12,9.741927703112342e-07,0.0016847908712409123,5.973024208837673e-09,4.523501659556475e-08
0.0027200429794166257,0.660810265123616,3.76,0.0,0.44350666709344744,0.9171243615733382,0.10869825168669336,1.8750347263726708e-16,2.54976164600262e-12,0.002188954757657272,0.0004999433106947664,6.70041665297081e-07,2.819471661890549e-05,3.3116574979847e-05,0.04532539157420595,0.009568329048617406,8.255333571234872e-06,3.4801575578489956e-07,2.4981956305900674e-06,0.019269569959816407,0.007182605517250808,5.136019804188166e-06,0.04637412518630847,3.3705070617962626e-05,3.305003156865684e-12,9.961720090212632e-07,0.0017302183759990944,6.208859981175494e-09,4.574438988703032e-08
0.00273600708473021,0.6608938287335089,3.76,0.0,0.44219126134291026,0.9160387508531045,0.11014319547239271,1.945645169908891e-16,2.6064837040331506e-12,0.0021974280287260874,0.0005028197042248627,6.717540612984999e-07,2.8491030725350902e-05,3.357678189433727e-05,0.045933733188556744,0.0095710334134829,8.356535903365496e-06,3.5112159914069854e-07,2.525295167698325e-06,0.0194978248988553,0.007201587598168964,5.194831616017585e-06,0.04709089861092914,3.399718028591479e-05,3.3444725204303946e-12,1.01859738884124e-06,0.001776626857612584,6.453485858211525e-09,4.626195867283273e-08
0.0027519711900437947,0.6609782621635854,3.76,0.0,0.44086568491101813,0.9149422185203337,0.11160241254468,2.019462490957875e-16,2.6650018288518702e-12,0.002205968571746384,0.0005057166430945925,6.734714944757831e-07,2.879201599266095e-05,3.4045346205444673e-05,0.04654703584118107,0.009573369080105275,8.459450075517411e-06,3.5426370065089937e-07,2.5527498144566374e-06,0.019726605047388757,0.00722033753577497,5.2544911573793906e-06,0.04781555690789816,3.429198827325729e-05,3.384049099575736e-12,1.0414802616976e-06,0.0018240346202144553,6.707239516484265e-09,4.678799614425309e-08
0.002767935295357379,0.661063576501316,3.76,0.0,0.43952981188099216,0.9138346037088356,0.11307610552852916,2.0966648712574166e-16,2.725393745702733e-12,0.002214578717071897,0.0005086348406328444,6.751943691783183e-07,2.90978139128547e-05,3.452251763848546e-05,0.04716534940592119,0.009575339989609485,8.56412592113975e-06,3.5744317299320756e-07,2.580570976230952e-06,0.01995589108478475,0.007238859033678605,5.315024408663391e-06,0.04854821342531415,3.458958072905588e-05,3.4237303258502934e-12,1.0648323982678743e-06,0.0018724603920093066,6.9704733760742045e-09,4.7322784864739976e-08
0.0027838994006709637,0.6611497831544134,3.76,0.0,0.43818351256603866,0.9127157408726968,0.11456448312572538,2.1774422796365452e-16,2.787741232351728e-12,0.0022232608337484144,0.0005115750168521398,6.769230905174588e-07,2.940857062921371e-05,3.500855483032953e-05,0.04778872552867204,0.009576949801326323,8.67061497373739e-06,3.6066115522767595e-07,2.6087704018548765e-06,0.020185663615960546,0.007257155665849198,5.376458120922786e-06,0.04928898505201686,3.4890045387676046e-05,3.463513654609549e-12,1.0886660052473055e-06,0.0019219233402821018,7.243555337775165e-09,4.786661717180894e-08
0.002799863505984548,0.6612368939273137,3.76,0.0,0.43682665340903676,0.911585459641946,0.1160677603004601,2.261997035517285e-16,2.852130351407952e-12,0.002232017331181179,0.000514537898660101,6.786580644672093e-07,2.9724437142881645e-05,3.5503725736927546e-05,0.04841721766600622,0.009578201889844967,8.778970542840768e-06,3.639188136982122e-07,2.637360196726024e-06,0.020415903158448007,0.007275230872166777,5.4388198441585585e-06,0.05003799232278813,3.5193471612049685e-05,3.5033965649368796e-12,1.1129937444626606e-06,0.001972443086929165,7.526869591089857e-09,4.841979562407881e-08
0.0028158276112981327,0.6613249210124025,3.76,0.0,0.43545909688797374,0.9104435846861156,0.1175861584547487,2.350544984812346e-16,2.9186517300338533e-12,0.0022408506607551498,0.0005175242200599878,6.803996979528829e-07,3.004556952464354e-05,3.600830805423873e-05,0.04905088112124859,0.00957909934229573,8.88924779192299e-06,3.6721734292278995e-07,2.666352836634427e-06,0.020646590129926562,0.007293087954301224,5.502137960009123e-06,0.05079535951772203,3.549995043442434e-05,3.5433765598247604e-12,1.1378287531439136e-06,0.0020240397231404564,7.820817463997714e-09,4.898263346144227e-08
0.002831791716611717,0.6614138769662928,3.76,0.0,0.4340807013907436,0.9092899355336697,0.11911990566070235,2.4433163791612844e-16,2.9874008142618527e-12,0.0022497633181924413,0.00052053472243125,6.821483991409648e-07,3.037212913917969e-05,3.652258963798432e-05,0.049689773091722074,0.009579644954904902,9.001503819195972e-06,3.705579666418461e-07,2.6957611810837997e-06,0.02087770483151273,0.007310730070449129,5.566441714679518e-06,0.05156121479354146,3.58095746067567e-05,3.583451165510662e-12,1.163184662478745e-06,0.0020767338288088266,8.12581826736328e-09,4.955545509335565e-08
0.0028477558219253017,0.66150377479801,3.76,0.0,0.43269132110586406,0.9081243264136986,0.12066923686415226,2.540557000394594e-16,3.0584781978386286e-12,0.002258757845385555,0.0005235701547239738,6.839045775001596e-07,3.070428289137166e-05,3.7046869006045235e-05,0.05033395270948454,0.009579841230091406,9.115797748327986e-06,3.739419388765116e-07,2.725598489759235e-06,0.021109227432775903,0.0073281602308993095,5.6317612544023215e-06,0.052335690298634226,3.612243864548703e-05,3.623617931703963e-12,1.1890756219083954e-06,0.002130546489547275,8.442310319971513e-09,5.0138596645136265e-08
0.002863719927238886,0.661594627900761,3.76,0.0,0.4312908059110214,0.9069465660939809,0.12223439409287071,2.6425295821464217e-16,3.1319899648634507e-12,0.0022678368322661844,0.0005266312737371877,6.856686439353422e-07,3.104220347338189e-05,3.758145583088921e-05,0.05098348108245879,0.009579690373537876,9.232190819302163e-06,3.7737054492023106e-07,2.755878438948385e-06,0.021341137956184246,0.007345381293613482,5.698127664893846e-06,0.05311892229060576,3.6438638880618784e-05,3.66387443179228e-12,1.2155163230383101e-06,0.002185499314081336,8.77075194437393e-09,5.073240648950615e-08
0.0028956481378660547,0.6617792557411164,3.76,0.0,0.42845574801361325,0.904553798552007,0.12541319152070454,2.8618128125877644e-16,3.2867702948028984e-12,0.0022862587989377443,0.0005328336400670988,6.892220930341761e-07,3.173606641652672e-05,3.8682849293692746e-05,0.052298838672761326,0.00957835458503876,9.471530501222891e-06,3.8436696317813864e-07,2.8178231390749503e-06,0.02180604201999433,0.007379206767675224,5.834130360193233e-06,0.05471222208633209,3.708144267558668e-05,3.74464704362622e-12,1.270108556397726e-06,0.002298914619378461,9.46542334035768e-09,5.195348928921877e-08
0.0029243835274305064,0.6619488313678141,3.76,0.0,0.4258645158648906,0.9023567140584888,0.12833081539428778,3.078377492892754e-16,3.4355868782952017e-12,0.002303154467582279,0.0005385113814351996,6.924513323615533e-07,3.238212617362336e-05,3.971270843615061e-05,0.05350160832457591,0.009575981122717469,9.694776457422835e-06,3.9082996422107135e-07,2.8752335139852746e-06,0.022225578327467098,0.007408959963789165,5.960445546803044e-06,0.05617759475944606,3.767238144804751e-05,3.817625421394446e-12,1.3212810000275223e-06,0.002405115923024248,1.0136540680048093e-08,5.309271624789127e-08
0.0029501901590678805,0.6621039540301756,3.76,0.0,0.42350449816815194,0.9003472787089277,0.13099823041106778,3.290134734611656e-16,3.577586441059347e-12,0.0023185972558125907,0.0005436915990825168,6.95378672590441e-07,3.298076754794259e-05,4.067058990811623e-05,0.05459743896307139,0.009572908272417498,9.901956204429102e-06,3.967756156502926e-07,2.92821117308019e-06,0.022603157480131298,0.007435134437352297,6.077223402472758e-06,0.057519745943819554,3.821363828041441e-05,3.883382664559751e-12,1.3689709627227866e-06,0.002503945919436221,1.0779109931073116e-08,5.4150369579459475e-08
0.0029759967907052546,0.6622618263092762,3.76,0.0,0.4211125731773028,0.8983025086463282,0.13371154576819808,3.5199720689102064e-16,3.728135999781568e-12,0.002334307605550996,0.0005489521750533932,6.983336384791788e-07,3.3597787134335465e-05,4.1661395631199635e-05,0.05570840341182346,0.009568946132302459,1.011579907780051e-05,4.0286163244047464e-07,2.9826040634105603e-06,0.022981402934221132,0.007460800024916473,6.1973242960211775e-06,0.05888734531212753,3.8765352596746965e-05,3.949335194298366e-12,1.4183822579863918e-06,0.002606153979915149,1.146204528182948e-08,5.524262088806554e-08
0.0030018034223426287,0.6624225204853315,3.76,0.0,0.4186879468795436,0.8962213898427357,0.1364720509847294,3.7697775139771196e-16,3.887921354401207e-12,0.0023502983790647577,0.0005542966071098687,7.01318039882816e-07,3.423414674608864e-05,4.268688273422755e-05,0.05683483117186866,0.009564093837440446,1.0336648633047734e-05,4.090946513676031e-07,3.0384862712878994e-06,0.023360222737008277,0.007485963108274304,6.320916534285333e-06,0.06028112283643449,3.9327999531133796e-05,4.015473547782374e-12,1.4695985310259022e-06,0.002711851447239586,1.2188111421048056e-08,5.637143775975126e-08
0.0030276100539800028,0.6625861124975838,3.76,0.0,0.41622978688608714,0.8941028578840708,0.13928110079658,4.0416717007093663e-16,4.0576950477540664e-12,0.00236658293157093,0.0005597284675100825,7.043337088122994e-07,3.4890868524636847e-05,4.3748925389373875e-05,0.057977068394626734,0.009558348263118927,1.0564870441406185e-05,4.1548161026884215e-07,3.0959360338777375e-06,0.023739522622373152,0.007510628702003466,6.448177879907343e-06,0.061701846029552025,3.990207085766287e-05,4.081788441255489e-12,1.5227090039441866e-06,0.002821154630925849,1.2960294849878984e-08,5.753891766953362e-08
