Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9)
4.9283070999999985e-08,0.5353448871546661,3.76,0.0,0.5007497392421534,0.9999999987098503,5.975742205350365e-22,4.156388608082578e-33,2.4973906875495626e-22,1.2952974623638178e-09,1.2894884424092567e-09,6.61041558753398e-13,2.5719212212713033e-20,6.327334475806964e-12,7.136350567131859e-14
5.84704853367336e-08,0.5353448871547609,3.76,0.0,0.5007497390005436,0.9999999984692016,1.167438356844864e-21,8.135245168522227e-33,3.5146847914684893e-22,1.5366559054395534e-09,1.5298859429230781e-09,9.124244980376592e-13,4.257009526477307e-20,7.481951684364663e-12,1.002176431489921e-13
6.765789967346721e-08,0.535344887154852,3.76,0.0,0.5007497387589289,0.9999999982285153,2.0755496942637735e-21,1.4488182859203373e-32,4.705369580025482e-22,1.7779847441852162e-09,1.7702863273673547e-09,1.1982200559267898e-12,6.543880207942696e-20,8.628876231093652e-12,1.3388028725843508e-13
7.684531401020083e-08,0.5353448871549394,3.76,0.0,0.5007497385173096,0.999999997987794,3.4291543509449335e-21,2.3969230847426265e-32,6.069424330063767e-22,2.0192860713982335e-09,2.0106895694287414e-09,1.5163031833677978e-12,9.518819900639766e-20,9.768166666220183e-12,1.723191932071665e-13
8.603272834693444e-08,0.5353448871550236,3.76,0.0,0.5007497382756855,0.9999999977470394,5.350895769152196e-21,3.7455637820688495e-32,7.606830071611591e-22,2.2605618034974624e-09,2.2510956433874765e-09,1.8647259359768466e-12,1.3264032617427491e-19,1.0899880220532104e-11,2.1550284218536088e-13
9.522014268366806e-08,0.5353448871551046,3.76,0.0,0.5007497380340565,0.9999999975062537,7.976522756420298e-21,5.591378064103445e-32,9.317568871627049e-22,2.5018137760891463e-09,2.4915045233760403e-09,2.2416210015537458e-12,1.7860831011702225e-19,1.2024074452848691e-11,2.6339953502304305e-13
9.999999999999998e-08,0.5353448871551825,3.76,0.0,0.5007497379083445,0.9999999973809705,9.670836065480164e-21,6.784420704995345e-32,1.0276142290029362e-21,2.627319037011141e-09,2.6165810921982674e-09,2.4483935915849607e-12,2.0614988461131007e-19,1.2605994487760921e-11,2.90171847145026e-13
1.0440755702040167e-07,0.5353448871551825,3.76,0.0,0.500749737792423,0.9999999972654385,1.1456347115128874e-20,8.043090167621117e-32,1.1201624336154771e-21,2.7430436774286337e-09,2.7319161839933444e-09,2.6452689898032803e-12,2.3387013741475267e-19,1.314080588472553e-11,3.1597814347271074e-13
1.1359497135713529e-07,0.5353448871552575,3.76,0.0,0.5007497375507848,0.9999999970245955,1.5949884921650244e-20,1.1215838625009057e-31,1.3258980809419889e-21,2.9842531373550766e-09,2.9723305997989364e-09,3.074008878837758e-12,2.991951137544833e-19,1.4250131124793685e-11,3.732074915340171e-13
1.227823856938689e-07,0.5353448871553299,3.76,0.0,0.5007497373091421,0.9999999967837259,2.1633810587766294e-20,1.5238210188211105e-31,1.5489624160833573e-21,3.22544365095914e-09,3.2127477455979712e-09,3.5263146963643623e-12,3.753233863620514e-19,1.5352106235002207e-11,4.350567042933583e-13
1.319698000306025e-07,0.5353448871553997,3.76,0.0,0.5007497370674946,0.9999999965428317,2.869916918587369e-20,2.0250451108918346e-31,1.7893541507240035e-21,3.466616601211744e-09,3.4531675964530305e-09,4.000772905295839e-12,4.629685895434893e-19,1.6446786704464493e-11,5.014952222732785e-13
1.4115721436733612e-07,0.5353448871554675,3.76,0.0,0.5007497368258428,0.9999999963019138,3.7348033321018744e-20,2.64019520033276e-31,2.047072085788505e-21,3.7077732909348575e-09,3.693590127621182e-09,4.4960503558502755e-12,5.628241324117977e-19,1.753422758949361e-11,5.724927243271194e-13
1.5034462870406973e-07,0.5353448871555325,3.76,0.0,0.5007497365841863,0.9999999960609737,4.779268485768696e-20,3.385064513721679e-31,2.322115100267098e-21,3.948914953389172e-09,3.934015314523528e-09,5.010883660590933e-12,6.755653410927353e-19,1.861448358131343e-11,6.48019090368911e-13
1.6871945737753696e-07,0.5353448871556568,3.76,0.0,0.5007497361008599,0.9999999955790319,7.497320808517997e-20,5.331775849899133e-31,2.924172290633453e-21,4.4311577669484575e-09,4.414873558094642e-09,6.094527946597574e-12,9.423090819514862e-19,2.075365769292004e-11,8.125390120058188e-13
1.870942860510042e-07,0.5353448871557731,3.76,0.0,0.5007497356175156,0.9999999950970146,1.1215389416955361e-19,8.009886921644429e-31,3.595518338100296e-21,4.9133534942543754e-09,4.895742134087222e-09,7.24301673851856e-12,1.2682176065106448e-18,2.286473866360209e-11,9.948183801662465e-13
2.0546911472447142e-07,0.5353448871558828,3.76,0.0,0.5007497351341538,0.9999999946149304,1.6141411424177984e-19,1.1578768749448341e-30,4.3361470179064754e-21,5.395509549331175e-09,5.376620852340286e-09,8.448702928931246e-12,1.6580039804119776e-18,2.494814962303867e-11,1.1946241644795234e-12
2.2384394339793865e-07,0.5353448871559863,3.76,0.0,0.5007497346507747,0.9999999941327856,2.2498905614822406e-19,1.6212063986501296e-30,5.146053118046189e-21,5.877632435389498e-09,5.857509525584103e-09,9.704853767833051e-12,2.116089072862961e-18,2.700430726622758e-11,1.4117268781868738e-12
2.422187720714059e-07,0.5353448871560843,3.76,0.0,0.5007497341673787,0.9999999936505863,3.0525857875238425e-19,2.2097199198228487e-30,6.0252323007184065e-21,6.359727866496099e-09,6.338407969376443e-09,1.1005529114784789e-11,2.646616434653606e-18,2.903362199534313e-11,1.645900500020565e-12
2.605936007448731e-07,0.5353448871561772,3.76,0.0,0.5007497336839657,0.9999999931683383,4.0473749012634265e-19,2.9434965300984877e-30,6.973680991243752e-21,6.841800865282465e-09,6.819316002046122e-09,1.234548366108561e-11,3.2534653329764307e-18,3.103649804538825e-11,1.896922405011247e-12
2.7896842941834034e-07,0.5353448871562657,3.76,0.0,0.5007497332005361,0.9999999926860463,5.260677713259932e-19,3.843919709499843e-30,7.991396295548307e-21,7.323855835438197e-09,7.300233444654686e-09,1.3720094389440054e-11,3.940260916245711e-18,3.301333356943212e-11,2.164573317548667e-12
2.9734325809180757e-07,0.5353448871563503,3.76,0.0,0.50074973271709,0.9999999922037143,6.720090787536822e-19,4.9336382981540686e-30,9.078375905499872e-21,7.805896644809595e-09,7.781160120952703e-09,1.512527742178317e-11,4.7103865209943255e-18,3.4964520735905736e-11,2.4486372577999367e-12
3.3409291543874203e-07,0.5353448871565085,3.76,0.0,0.5007497317501498,0.9999999912389458,1.049309479863991e-18,7.777701441860731e-30,1.146012137884039e-20,8.76994889017087e-09,8.743040482855624e-09,1.8013403523521638e-11,6.5130076121087034e-18,3.879148921145607e-11,3.0651565250334263e-12
3.6716760705098305e-07,0.5353448871566406,3.76,0.0,0.5007497308798493,0.9999999903705517,1.5028808984655139e-18,1.1236736695645614e-29,1.3840562807819243e-20,9.637577301317461e-09,9.608762673398132e-09,2.0685352736717188e-11,8.449691515767733e-18,4.215185807337497e-11,3.674055584368333e-12
4.0024229866322406e-07,0.5353448871567643,3.76,0.0,0.500749730009499,0.9999999895020759,2.0837081134125054e-18,1.571576650627215e-29,1.644540492673591e-20,1.0505201245663422e-08,1.047451215899715e-08,2.3411728124687153e-11,1.0698960105712655e-17,4.5434960562730776e-11,4.332919705594207e-12
4.3331699027546507e-07,0.5353448871568808,3.76,0.0,0.5007497291390999,0.9999999886335303,2.8111882493441015e-18,2.1388432098226074e-29,1.927464788847532e-20,1.1372830565278481e-08,1.1340288003993995e-08,2.618154076351171e-11,1.3273065696838755e-17,4.8642878544373985e-11,5.040602333001819e-12
4.663916818877061e-07,0.5353448871569914,3.76,0.0,0.500749728268653,0.9999999877649243,3.705409916524915e-18,2.843918857669639e-29,2.232829412234237e-20,1.2240472889150414e-08,1.2206089297939439e-08,2.8986045710011926e-11,1.6182452432489257e-17,5.1777637777262783e-11,5.7959878087192165e-12
4.99466373499947e-07,0.5353448871570966,3.76,0.0,0.5007497273981596,0.9999999868962662,4.787045360456613e-18,3.7062772515823975e-29,2.5606347796011118e-20,1.3108134109442581e-08,1.3071915154906809e-08,3.1818264902256e-11,1.9435905814467246e-17,5.484120944317393e-11,6.59799053083898e-12
5.32541065112188e-07,0.5353448871571971,3.76,0.0,0.5007497265276206,0.9999999860275625,6.077253657015235e-18,4.746370369502583e-29,2.910881440853228e-20,1.3975818742953657e-08,1.3937764712833009e-08,3.467262489202608e-11,2.3040689136035386e-17,5.783551161328776e-11,7.445554145757686e-12
5.65615756724429e-07,0.5353448871572932,3.76,0.0,0.5007497256570372,0.9999999851588179,7.597592283636305e-18,5.985581127286213e-29,3.2835700474408135e-20,1.4843530212865987e-08,1.4803637132876752e-08,3.754467430979632e-11,2.7002670180767416e-17,6.076241067650452e-11,8.337650761590996e-12
5.986904483366699e-07,0.5353448871573862,3.76,0.0,0.5007497247864101,0.9999999842900373,9.369936486651734e-18,7.446178418096701e-29,3.6787013278481624e-20,1.5711271068466412e-08,1.5669531598794398e-08,4.0430863378853254e-11,3.132643875215678e-17,6.36237227284921e-11,9.273280183214375e-12
6.317651399489109e-07,0.5353448871574754,3.76,0.0,0.5007497239157406,0.9999999834212242,1.141640496086009e-17,9.151274123114296e-29,4.0962760675726014e-20,1.6579043165508027e-08,1.653544731633053e-08,4.3328362806494704e-11,3.6015416773492655e-17,6.64212149280457e-11,1.0251469165305824e-11
6.648398315611518e-07,0.5353448871575617,3.76,0.0,0.5007497230450293,0.9999999825523814,1.3759291746861005e-17,1.1124782154100745e-28,4.536295092884976e-20,1.7446847813380614e-08,1.7401383512624735e-08,4.6234915886472265e-11,4.10719609742441e-17,6.915660681732493e-11,1.1271270685281355e-11
6.979145231733928e-07,0.5353448871576454,3.76,0.0,0.5007497221742775,0.9999999816835116,1.6421004172936248e-17,1.339137951003131e-28,4.9987592579870334e-20,1.831468589245056e-08,1.8267339435634732e-08,4.9148720451919843e-11,4.649745833106883e-17,7.183157160572503e-11,1.2331763236257445e-11
7.309892147856338e-07,0.5353448871577265,3.76,0.0,0.5007497213034857,0.999999980814617,1.9424006599084552e-17,1.5976469326044508e-28,5.483669435138226e-20,1.9182557945310042e-08,1.9133314353575627e-08,5.206833693893153e-11,5.229241451213472e-17,7.444773741778589e-11,1.343205013981819e-11
7.640639063978747e-07,0.5353448871578054,3.76,0.0,0.5007497204326552,0.9999999799456998,2.2790769430219018e-17,1.8906145786815158e-28,5.991026507026208e-20,2.0050464248287906e-08,1.9999307554374403e-08,5.499261620692757e-11,5.845653593009187e-17,7.700668850736803e-11,1.457125887735968e-11
7.971385980101157e-07,0.5353448871578818,3.76,0.0,0.5007497195617865,0.9999999790767607,2.6543722899345343e-17,2.220716078854653e-28,6.520831360741567e-20,2.091840486881547e-08,2.0865318345138785e-08,5.79206415219129e-11,6.498880596167877e-17,7.950996643958911e-11,1.5748540439188843e-11
8.632879812345977e-07,0.535344887158029,3.76,0.0,0.5007497178199383,0.9999999773388245,3.529748518298343e-17,3.0033318242120576e-28,7.647787958699646e-20,2.2654388536222992e-08,2.259739001784613e-08,6.378517318177522e-11,7.915051712379918e-17,8.435546244370127e-11,1.8214039799438674e-11
9.294373644590797e-07,0.535344887158169,3.76,0.0,0.5007497160779474,0.9999999756008179,4.58624467904694e-17,3.968094915340996e-28,8.864546255929294e-20,2.4390506859711007e-08,2.432952419289392e-08,6.965767186621191e-11,9.475751430276333e-17,8.899574708789985e-11,2.0822202689461775e-11
9.955867476835617e-07,0.5353448871583028,3.76,0.0,0.50074971433582,0.9999999738627481,5.841283612370001e-17,5.138471476348593e-28,1.0171113134064056e-19,2.6126756575672236e-08,2.6061715966670965e-08,7.553539059822946e-11,1.1178223269331003e-16,9.344172956033766e-11,2.3567020868191553e-11
9.999999999999997e-07,0.5353448871584306,3.76,0.0,0.5007497142195868,0.9999999737467883,5.932500621902597e-17,5.224461641496425e-28,1.0261478536924022e-19,2.6242597582001267e-08,2.6177283594662274e-08,7.592766991900151e-11,1.1296771665920055e-16,9.373169215688963e-11,2.3754866895606485e-11
1.0617361309080436e-06,0.5353448871584306,3.76,0.0,0.5007497125935617,0.9999999721246223,7.311914737374248e-17,6.538713279018973e-28,1.1567495286386705e-19,2.7863133750812134e-08,2.7793960696145318e-08,8.141657146609885e-11,1.301911753775012e-16,9.77037391024665e-11,2.644280547399865e-11
1.1278855141325255e-06,0.5353448871585532,3.76,0.0,0.5007497108511778,0.9999999703864455,9.014751460171703e-17,8.193786453527422e-28,1.3053699195506164e-19,2.9599634099954572e-08,2.9526253985042782e-08,8.730011087676284e-11,1.499462734520336e-16,1.0179155576973917e-10,2.9444170084560115e-11
1.1940348973570074e-06,0.5353448871586712,3.76,0.0,0.5007497091086734,0.9999999686482226,1.09659229294601e-16,1.0129307425548139e-27,1.4629731120504768e-19,3.1336253214806346e-08,3.125859167073386e-08,9.318531471880146e-11,1.7100605365981e-16,1.0571443961571268e-10,3.256601464497604e-11
1.2601842805814893e-06,0.535344887158785,3.76,0.0,0.5007497073660534,0.999999966909958,1.3181038231648576e-16,1.2371485484708006e-27,1.6295597092103158e-19,3.307298671666688e-08,3.299096981179577e-08,9.907173040773536e-11,1.933266356463445e-16,1.0948115837370908e-10,3.5803510223294045e-11
1.3263336638059713e-06,0.5353448871588948,3.76,0.0,0.5007497056233227,0.999999965171656,1.5675161982465773e-16,1.4947071694938704e-27,1.8051302915703898e-19,3.480983033437979e-08,3.4723384676240284e-08,1.0495905450559347e-10,2.1686257047139522e-16,1.131000136567207e-10,3.9152084582049576e-11
1.3924830470304532e-06,0.5353448871590014,3.76,0.0,0.5007497038804849,0.9999999634333199,1.8462799747500656e-16,1.7883313692479914e-27,1.9896854179052382e-19,3.6546779936255807e-08,3.6455832730381335e-08,1.108470871534956e-10,2.415675382583749e-16,1.1657886573336704e-10,4.260740853398673e-11
1.4586324302549351e-06,0.5353448871591048,3.76,0.0,0.5007497021375447,0.9999999616949533,2.1557891314663911e-16,2.1207915738285324e-27,2.183225626079571e-19,3.8283831548857514e-08,3.818831062829861e-08,1.1673570037280948e-10,2.673949281827849e-16,1.1992515697756943e-10,4.616538302817395e-11
1.5909311967038992e-06,0.5353448871593033,3.76,0.0,0.5007496986513719,0.9999999582181416,2.8723381256723924e-16,2.913510445826088e-27,2.597263339833737e-19,4.1758225783919475e-08,4.1653343452608696e-08,1.2851436475170115e-10,3.22231658872886e-16,1.262478660762894e-10,5.3573967033042794e-11
1.7232299631528632e-06,0.5353448871594935,3.76,0.0,0.5007496951648325,0.999999954741245,3.727193726378764e-16,3.895817166390528e-27,3.0472473502752586e-19,4.523298480673556e-08,4.511845977129803e-08,1.4029462341168652e-10,3.8101028175572334e-16,1.3212013622492057e-10,6.134919854472032e-11
1.8555287296018273e-06,0.5353448871596768,3.76,0.0,0.5007496916779526,0.9999999512642845,4.729523468399205e-16,5.091209959049073e-27,3.5331812969079275e-19,4.8708083187343325e-08,4.8583638623164155e-08,1.520762111994789e-10,4.433867274635687e-16,1.3758858409483747e-10,6.946540152616931e-11
1.987827496050791e-06,0.5353448871598558,3.76,0.0,0.5007496881907548,0.9999999477872792,5.887685646783722e-16,6.52367153424701e-27,4.05506856954158e-19,5.218349804486443e-08,5.204886121434347e-08,1.6385897023363802e-10,5.090408597538749e-16,1.426950026661313e-10,7.789955636348844e-11
2.120126262499755e-06,0.5353448871600318,3.76,0.0,0.5007496847032603,0.9999999443102457,7.209293246925795e-16,8.217625911358145e-27,4.61291233378878e-19,5.565920880041359e-08,5.5514110695263356e-08,1.7564282362151514e-10,5.776794200634201e-16,1.4747685764221024e-10,8.663102648767516e-11
2.252425028948719e-06,0.5353448871602066,3.76,0.0,0.5007496812154871,0.9999999408331993,8.701280983274276e-16,1.0197907653573928e-26,5.206715553628458e-19,5.9135196991394363e-08,5.8979371959540334e-08,1.8742771468810152e-10,6.490373931774219e-16,1.5196773502174535e-10,9.564131189440438e-11
2.3847237953976826e-06,0.5353448871603812,3.76,0.0,0.5007496777274523,0.9999999373561538,1.0369973202634462e-15,1.2489741275917834e-26,5.836481011948915e-19,6.261144608498988e-08,6.244463146285045e-08,1.992135714884096e-10,7.228781796823878e-16,1.5619774422168743e-10,1.0491382714215124e-10
